,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,color_fulness,blur,cubcol.0.5,saturation,cubcol.1.0,cubcol.0.3,cubrow.0,cubcol.0.6,cubcol.0,cubrow.1.0,cubrow.0.6,noise,tone,temporal,cubrow.0.3,staticness,uhdhdsim,fft,cubrow.0.5,contrast,movement
45,445,69.8029,11.9068,66,16.3928,0,117,121,16,130,21,1.0353,66.38181,0.0,0.0,0.25,3.636,10.64354,0.0,0.0,125.0,58.49318,0.00042,0.45,1.842,-1.0,0.293965,2.460379020870787,148.8858327586012,42615.978400394604,0.2259939342318368,38.961819495683834,0.12803097295716154,0.12941380693213775,0.23911343672623367,0.17995993113051226,0.08152224047327536,0.29685663944980295,0.22922572556641393,0.6750907647286009,0.8809478431372549,4.302673916208165,0.20200091436030215,452.5110213030576,83.2969231610692,78078.26157757254,0.2195508489896279,96.61756812183093,6.120659722222222
46,446,70.5993,11.0947,67,16.4965,0,117,121,17,130,21,1.03551,67.11965,0.0,0.0,0.10714,3.618,10.23579,0.0,0.0,125.0,58.52079,0.00054,0.45,1.754,-1.0,0.311035,2.383151886918988,149.17196718762074,44311.85107543414,0.22776756090099765,38.88700471100984,0.12798751998634808,0.12936852505226992,0.23859794397354123,0.18113864729268075,0.08150029952494288,0.29751311959144666,0.2292926111477612,0.6773083907718324,0.8809478431372549,4.197854171945441,0.20185917840815173,452.35823336975534,83.16039695325375,78571.75973846453,0.21979491313187854,96.81983410445089,6.109519675925926
47,447,71.2098,11.3957,68,14.3894,0,117,121,17,130,21,1.0335,67.66844,0.0,0.0,0.17857,3.594,9.53907,0.0,0.0,125.0,58.53933,0.00056,0.45,1.864,-1.0,0.306778,2.1872130002557304,148.93674473850473,45289.62634374143,0.22979449201054503,38.78214160306954,0.1279940724855173,0.12895091477837073,0.23834002579203445,0.18257431153246745,0.08148322810116838,0.2981509507923852,0.229295894732271,0.6795260168150644,0.8805776470588236,4.057580730879286,0.20174900624157271,452.2154799961763,83.04753462980175,78650.92231914656,0.2200365185187957,98.24834994343378,6.024450231481482
48,448,70.5237,12.2402,67,14.4968,0,117,121,17,130,21,1.03312,67.05024,0.0,0.0,0.03571,3.616,9.80133,0.0,0.0,125.0,58.49575,0.00052,0.46,1.728,0.17451,0.307889,2.414976576037323,149.02352891768948,43811.41981511196,0.23097732945279703,38.75043666509934,0.1279766789853025,0.12853266558584997,0.23792410985843024,0.1835490349047897,0.08148754857572839,0.29879751047324865,0.229293234155677,0.6773083907718318,0.8795490196078432,4.1036626836953225,0.2016315420897538,452.08462693625495,83.18412256057366,78332.22344839966,0.22025439853293857,98.26066631844866,5.870322145061729
49,449,69.9709,12.571,67,15.45,0,117,121,17,130,21,1.03324,66.54309,0.0,0.0,0.42857,3.636,10.52562,0.0,0.0,125.0,58.4446,0.00056,0.46,2.073,-1.0,0.30299,2.557934072095714,149.1319269833979,42541.60770333122,0.23161519722133078,38.675998829029226,0.1279862448274968,0.12829760682793423,0.23741963394352236,0.18417667360692727,0.08151269993596487,0.29893402827058047,0.22922678343979208,0.6728731386853739,0.8787156862745098,4.220850319271636,0.2017078851850103,451.9851630359268,83.30513878069375,78189.13289831365,0.2204176167522086,96.87506046976304,5.765287422839506
50,450,69.6861,12.8263,67,16.4346,0,117,121,16,130,21,1.03806,66.25447,0.0,0.0,0.39286,3.626,10.80371,0.0,0.0,125.0,58.46359,0.00054,0.46,1.883,-1.0,0.269263,2.2765656433551076,149.06396556496634,42063.68709255124,0.2320387261078441,38.626603679892455,0.12801773909053507,0.1283794840848964,0.23725905796873334,0.1850767198580198,0.08152011607359276,0.29885845794573573,0.22918231900925512,0.6712497237495425,0.8783305882352941,4.320288022752306,0.20197016607640952,451.88685772100956,83.25045453237976,78139.87502464945,0.22060743230626043,97.05699130433904,5.783998842592593
51,451,69.3692,13.003,66,16.9837,0,117,121,16,130,21,1.04388,65.94007,0.0,0.0,0.39286,3.609,11.02293,0.0,0.0,125.0,58.43597,0.00037,0.46,2.05,-1.0,0.284488,2.502224930299864,149.09999460078274,41396.23707662636,0.23276695502856742,38.68184162657938,0.1280667079284276,0.12831498622987325,0.23715072143820554,0.18574646453741514,0.08152586562242142,0.29892727608121517,0.22911740850797946,0.6690320977063138,0.8782701960784314,4.403281969611924,0.2018947273768206,451.7942302084713,83.29736883197982,78113.30999418507,0.22080551060498196,97.84731144885274,5.897521219135802
52,452,69.0753,13.1055,66,17.5461,0,117,121,16,130,20,1.03132,65.62475,0.0,0.0,0.35714,3.617,11.17381,0.0,0.0,125.0,58.41521,0.00049,0.46,2.288,-1.0,0.296795,2.8897752403340795,149.12919507331839,40901.93321224826,0.23361432262988313,38.553681738582654,0.12811801003206771,0.12818842009926884,0.23676262278846474,0.18589977926360055,0.08152771610159704,0.2989533228116694,0.22907889683983276,0.6668144716630761,0.8783227450980392,4.444194708695412,0.20165940806125682,451.6967886815366,83.32514679608286,78044.30847447188,0.22089452483022057,97.79918041781701,5.969810956790123
53,453,68.9256,13.2299,65,17.9001,0,117,121,16,130,20,1.03553,65.43178,0.0,0.0,0.28571,3.636,11.2624,0.0,0.0,125.0,58.43437,0.00058,0.46,2.013,-1.0,0.307197,2.4443415331373792,149.11106108137764,40872.29063864216,0.2346919469844501,38.562681410047745,0.128113523213892,0.12808009619660468,0.23649355301880184,0.1861321007839673,0.08151837586704061,0.29897202556018726,0.22900302454619356,0.6585381785975661,0.8778901960784313,4.471957664132593,0.2017057846875233,451.5944628458385,83.34025298358121,78376.03096794742,0.22108010148030244,97.82828780083534,6.015914351851852
54,454,69.1769,13.3163,65,17.6031,0,117,121,16,130,20,1.03632,65.59489,0.0,0.0,0.17857,3.611,11.36666,0.0,0.0,125.0,58.43789,0.00063,0.46,2.089,-1.0,0.307546,2.0499142747942347,149.35256093362182,41504.55298602003,0.23484890441903453,38.66944489655671,0.12808977896734416,0.12759615363140975,0.23661063018655923,0.18668260386137414,0.08154706664859929,0.2989275976280926,0.22892686981145816,0.6546971376185017,0.8781274509803921,4.50904931088743,0.2015631664552894,451.5035056332841,83.29237191250601,78552.27754538828,0.2212501140627565,96.71234410026089,6.090856481481482
55,455,69.0397,13.4643,65,19.0023,0,117,121,16,130,20,1.0412,65.4054,0.0,0.0,0.5,3.601,11.445,0.0,0.0,125.0,58.45337,0.00048,0.45,1.999,-1.0,0.295843,2.2761531124438776,149.16359746040715,41356.01740383493,0.23543073679975704,38.69618959780093,0.12811430816713823,0.12753226365575007,0.23655255672025519,0.18709117084759594,0.08154227430963759,0.29872282620665164,0.2288431526066193,0.6546971376184944,0.8785239215686275,4.536738959407128,0.2013684107680312,451.38641315323207,83.30271579776621,78572.30023600058,0.22138778330100628,95.48664126038311,6.173177083333333
56,456,68.5866,13.6406,64,18.7978,0,117,121,16,130,20,1.03863,64.96116,0.0,0.0,0.25,3.598,11.57048,0.0,0.0,125.0,58.49048,0.00055,0.46,2.068,0.17413,0.296217,2.2777248259608815,149.06408790330926,40635.58483957976,0.23602799289724744,38.76509470998505,0.1281359049929436,0.1271737104414356,0.236267274834377,0.18726424618828966,0.08153196692780415,0.298574834047273,0.22879216241653869,0.6524795115752643,0.8795325490196079,4.566576392924758,0.20129775306917752,451.25946630212496,83.39860433121493,78542.00983334356,0.22155410947033385,96.93751814190273,6.141782407407407
57,457,68.7225,13.6465,64,19.997,0,117,121,16,130,19,1.04181,65.05009,0.0,0.0,0.39286,3.587,11.72143,0.0,0.0,125.0,58.56206,0.00054,0.45,1.954,-1.0,0.28746,2.1508106308366055,149.0048227688013,40563.76945914397,0.23695421312072099,38.82810295952691,0.12810659267585514,0.12700900042986638,0.23608749646391114,0.18749615550292317,0.08152525541122949,0.2984396854770315,0.22873438631080445,0.6524795115752648,0.8791035294117647,4.616051692087366,0.20121482668276708,451.11778366495855,83.39051086019707,78247.64110604621,0.22172514828055698,98.14679974655517,6.235484182098766
58,458,68.9355,13.9085,64,19.8068,0,117,121,15,130,19,1.04241,65.22527,0.0,0.0,0.28571,3.58,11.72636,0.0,0.0,125.0,58.61517,0.00045,0.45,2.018,-1.0,0.287858,1.7022687571498942,148.90519211782103,40997.24358664995,0.2377637918071714,38.737142303843555,0.12809133239768708,0.12708524959554973,0.23605396810795615,0.18794806375841822,0.08154782028326531,0.298491774467698,0.22877632453779628,0.648638470596203,0.8780882352941176,4.657332796600667,0.20143902519161064,450.9528504106103,83.30411588347968,78601.76656001966,0.22185274833281904,98.11749757157621,6.289930555555555
59,459,69.0298,14.2983,64,19.5995,0,117,121,16,130,19,1.04417,65.3306,0.0,0.0,0.35714,3.604,11.95602,0.0,0.0,125.0,58.6266,0.00044,0.44,2.037,-1.0,0.303329,1.5936898049040096,149.02445802194867,41052.57296416316,0.23875968252833402,38.75772019374518,0.12805409947714666,0.1269064003986965,0.23605146827964088,0.18836983013668146,0.08153644130722353,0.2984581071938428,0.22876351053383145,0.6486384705962039,0.878858431372549,4.681722313775398,0.2017132015654824,450.7836628927997,83.32688499575495,78301.8432905497,0.22205144974680774,98.10139099990738,6.503954475308642
60,460,69.1374,14.346,64,20.5674,0,117,121,15,130,19,1.04026,65.43901,0.0,0.0,0.35714,3.58,12.29022,0.0,0.0,125.0,58.64408,0.00056,0.44,2.055,-1.0,0.324708,1.313942204655387,148.96836238305914,41064.94584479731,0.24038874949475583,38.93427059974199,0.12807541550907592,0.12573642413576244,0.23593129584621356,0.1882111347581341,0.08151702760747617,0.29790174350920307,0.22887465724996917,0.6480442594888101,0.8795035294117647,4.731484720409125,0.2018620686046623,450.6028792675113,83.28637062738862,78680.6761969655,0.22223617940627696,96.67576118075436,6.744598765432099
61,461,69.0219,14.6529,64,21.9444,0,117,121,15,130,19,1.04198,65.33871,0.0,0.0,0.60714,3.582,12.33057,0.0,0.0,125.0,58.68736,0.00046,0.44,2.109,-1.0,0.281062,1.5792278235779393,148.87625730130475,40406.7838386736,0.24212974642862142,38.7026478331766,0.1281157735323502,0.12535651105660414,0.2358419187708147,0.1880410883213485,0.0815127251669468,0.2972953313483971,0.22889364207224436,0.6502618855320279,0.8811701960784314,4.755193818179948,0.20195989620352645,450.4162327612826,83.28245853729443,78493.1911392205,0.2225331471518168,98.15065033571918,6.7838059413580245
62,462,68.5849,15.0112,64,22.1051,0,117,121,15,130,19,1.0385,64.96299,0.0,0.0,0.32143,3.602,12.59121,0.0,0.0,125.0,58.74119,0.00039,0.43,2.231,-1.0,0.277864,1.9268918280489171,148.85148968953183,39499.796367419156,0.2440831485895677,38.73353124547887,0.1281014286413765,0.12501245814188713,0.2354035185731525,0.18796283680790185,0.08152043403666755,0.29674900935739995,0.2288325152955672,0.6502618855320336,0.8824169607843134,4.814490779917167,0.2020471504718664,450.22891978801255,83.33361971306793,78388.89182126954,0.2229238973932513,98.15043350230677,6.727671682098766
63,463,68.8141,16.0537,64,22.1724,0,117,121,15,130,19,1.0408,65.19153,0.0,0.0,0.28571,3.578,12.89691,0.0,0.0,125.0,58.73372,0.00049,0.43,2.422,-1.0,0.290967,1.7836201114309107,148.85946230537797,39595.06323565244,0.24603938516544915,38.58702332296489,0.12804859616364428,0.12490051054528645,0.2361832570172443,0.1880187901201196,0.08148328157028384,0.2960441353757103,0.22881469977576355,0.6518853004678653,0.882324705882353,4.8458207607344095,0.2021383062687904,450.0512527810025,83.34549356705159,78302.58250582036,0.22326063613254485,98.12258744785265,6.777295524691358
64,464,69.339,17.3161,64,22.3268,0,117,121,15,130,19,1.03475,65.68562,0.0,0.0,0.17857,3.585,13.7922,0.0,0.0,125.0,58.78415,0.00042,0.43,2.34,0.17631,0.293717,1.9482236074945172,149.06678233466437,40420.30291444695,0.24813284744709252,38.45436039677373,0.12801793364797703,0.12507550361349493,0.2367545061684239,0.18835818576771024,0.08147217400738065,0.29553735648024393,0.228858816558206,0.6524795115752615,0.883689156862745,4.850426949197995,0.2023014570285044,449.8763995719763,83.26075813865579,77858.0044850226,0.22360347101615516,96.08386635871713,6.698640046296297
65,465,69.2694,16.4358,64,21.6661,0,117,121,15,130,19,1.03066,65.60253,0.0,0.0,0.21429,3.629,14.88004,0.0,0.0,125.0,58.82194,0.00052,0.43,2.091,-1.0,0.314802,2.468875994512339,149.2445567249722,39981.02847630562,0.25024478675469175,38.44648007993345,0.12801419334961195,0.1253340460728242,0.23683111418308542,0.18867858080618777,0.08146963386583352,0.2949834364722335,0.22889140209746114,0.6447974296171411,0.8845490196078433,4.815539147127825,0.20254290836710506,449.72034745712676,83.28022689609988,77453.08160486582,0.2239104627608613,98.31184131295889,6.536458333333333
66,466,68.5642,14.7056,64,21.1457,0,117,121,15,130,19,1.03617,64.90979,0.0,0.0,0.28571,3.606,14.12121,0.0,0.0,125.0,58.73311,0.00049,0.43,2.036,-1.0,0.292488,2.284514498346782,149.23091545558867,38665.55702508057,0.2523183866444696,38.56079346456646,0.12800154086913793,0.12557316141804228,0.23629373268422244,0.1888389918779652,0.08146744462934896,0.2939643979336675,0.22886877076958506,0.6403621775306737,0.8848607843137256,4.758709915018812,0.20279248403210814,449.59837679233317,83.38118817078691,77439.96218297447,0.22423568933242616,97.21350761304748,6.051408179012346
67,467,68.2035,15.082,63,20.3493,0,117,121,15,130,18,1.04043,64.56715,0.0,0.0,0.42857,3.618,12.63415,0.0,0.0,125.0,58.88933,0.00051,0.43,1.957,-1.0,0.28652,2.172705006022552,149.32112393732373,37624.03927897497,0.2544810201842856,38.51103530695409,0.1279688498132389,0.1254584287298496,0.2363848992983687,0.18915333645656893,0.0814445098194237,0.29284094275758255,0.2288388086084524,0.6387387625948499,0.8868039215686275,4.707211231415103,0.20312902844000028,449.46514981249436,83.38985320007738,77198.91904983485,0.22455649096638877,97.37003422767732,5.979456018518518
68,468,67.7439,15.0174,62,21.3447,0,117,121,15,130,18,1.02935,64.13286,0.0,0.0,0.28571,3.62,12.96054,0.0,0.0,125.0,59.02206,0.00042,0.43,2.23,-1.0,0.280448,2.2440720578824878,149.48341627243832,36495.98994758118,0.25656149270351425,38.36210161373939,0.1279476457256388,0.12554722360459133,0.23662265263754476,0.18963206637651722,0.08145375923299177,0.2921340141119128,0.22881301734331141,0.6320858844651552,0.8888882352941178,4.734215655381194,0.2032614820597987,449.3098443888016,83.4686222140475,76760.6348751355,0.22488600005728077,96.4985512128032,6.129774305555555
69,469,67.3461,15.2588,62,22.2938,0,117,121,15,130,18,1.03012,63.8074,0.0,0.0,0.46429,3.641,12.90558,0.0,0.0,125.0,58.98634,0.00052,0.43,2.253,-1.0,0.297127,2.0790122382406353,149.4458458092816,35457.616373764904,0.2584655272586114,38.40200824502074,0.12794077777873328,0.1255024199207049,0.23675753630263233,0.1902607495750386,0.08143261898008829,0.2911466511532882,0.22879282657907635,0.6298682584219236,0.887629411764706,4.78759284016397,0.20329538942200379,449.17178225789036,83.53674476550734,76307.37911036516,0.22514551098315422,96.83584065764241,6.388406635802469
70,470,67.5456,14.8872,62,22.0978,0,117,121,15,130,18,1.02899,64.02219,0.0,0.0,0.25,3.641,13.11042,0.0,0.0,125.0,59.04682,0.0005,0.43,2.299,-1.0,0.289545,2.285706352651781,149.61689121198435,35439.42458536717,0.25991344251094695,38.50185535572193,0.12791355558608525,0.1263495750623738,0.23717104438768494,0.1905783414510603,0.0814621830121348,0.2908554868884892,0.22870387506557638,0.6320858844651533,0.8906231372549019,4.84941254370392,0.2033664277982767,449.0386940557562,83.51125602934958,76215.19283186771,0.22546798053501915,96.96833643929702,6.308883101851852
71,471,67.7657,14.224,62,21.3066,0,117,121,15,130,18,1.03784,64.21288,0.0,0.0,0.57143,3.625,12.79256,0.0,0.0,125.0,59.20264,0.00046,0.43,2.062,-1.0,0.290735,2.163136777591708,149.57434886198857,35920.89915119826,0.2610475261583952,38.794015389901624,0.12793315160251653,0.12686346673353568,0.23774062201517143,0.19120062931746698,0.08145113742451296,0.2905096260067699,0.22864383445156122,0.6308974622503538,0.892870980392157,4.830074565270184,0.2034715320997307,448.9337449743461,83.46601458891067,76381.3895628387,0.2257748913730261,98.16013520780601,6.500578703703703
72,472,68.1678,14.2522,63,20.8084,0,117,121,15,130,18,1.03759,64.58752,0.0,0.0,0.5,3.598,12.232,0.0,0.0,125.0,59.13703,0.00055,0.43,2.134,0.17747,0.289594,2.146093151959361,149.78740519877016,36677.892679369026,0.2620224239267142,38.705474853515625,0.1279433388403301,0.1266882699675458,0.23825335530604436,0.19163046228253028,0.08146322584262532,0.2902745238139485,0.22856178867395832,0.6298682584219267,0.8959705882352942,4.7761152630744625,0.2038981932713804,448.85959846035314,83.39476075816648,76495.53074665296,0.2260490348390329,97.11091130377096,6.527922453703703
73,473,68.3426,14.5163,63,19.5657,0,117,121,15,130,18,1.05176,64.75689,0.0,0.0,0.71429,3.573,12.25209,0.0,0.0,125.0,59.19358,0.00049,0.43,2.075,-1.0,0.272144,2.2427250387413347,149.8529146400112,36834.844075306835,0.26241532364098474,38.8254584795163,0.1280101616527481,0.1273352403532996,0.23952973364784022,0.19212783377173084,0.08145279533464389,0.2898800048322364,0.22846227784832426,0.6320858844651577,0.8964941176470589,4.771508035610878,0.2043380695250057,448.825548047704,83.38061071739135,76450.24661258138,0.2263043902820894,97.1695149681891,6.436583719135802
74,474,68.3847,14.5413,63,21.1174,0,117,121,15,130,19,1.05025,64.76979,0.0,0.0,0.89286,3.614,12.48058,0.0,0.0,125.0,59.23054,0.00045,0.43,2.248,-1.0,0.273392,2.555471725302314,149.94964630092804,37675.99744832386,0.2626861539013249,39.07778968340085,0.12800985911870164,0.1276747132605377,0.24061615061380337,0.19306086690716912,0.08146139463155365,0.2898034359523588,0.2283321178401831,0.6320858844651632,0.8960266666666667,4.780742613412647,0.20469527514099328,448.82566496571604,83.400689993586,76635.99031229291,0.22667265879415124,98.26809416141336,6.079861111111111
75,475,68.1083,14.3469,63,20.9565,0,117,121,15,130,18,1.03454,64.51548,0.0,0.0,1.25,3.636,12.49996,0.0,0.0,125.0,59.19877,0.00059,0.43,2.32,-1.0,0.269853,2.2589450454284177,149.71162810711812,36947.08702796257,0.26310230665100487,39.26156578534915,0.12797369703913114,0.127932948050914,0.2416726999973693,0.19410380967417776,0.08142995687112316,0.28954241265261366,0.22829714784219737,0.6381445514874434,0.8938505882352942,4.75723444641835,0.20471635173773348,448.83089426704765,83.44975602496847,76565.84740429952,0.22708390005950393,96.59768505107334,6.220534336419753
76,476,67.6562,14.7369,62,21.2563,0,117,121,15,130,18,1.04144,64.10951,0.0,0.0,1.46429,3.632,12.33267,0.0,0.0,125.0,59.22071,0.0005,0.44,2.059,-1.0,0.274986,2.6055990564195457,149.58049720882585,36198.440659678396,0.2637677011382871,39.47497539755739,0.12790145521973553,0.12775669818125726,0.2423294283553948,0.19524162315020718,0.08143451550346331,0.28932456552146857,0.22821050206278504,0.6403621775306739,0.8918905882352941,4.808775481415038,0.2045367341689436,448.83079462388616,83.53714452427253,76350.77348786285,0.2274708330102462,97.5230133992962,5.987413194444445
77,477,67.1781,14.4586,62,22.1949,0,117,121,15,130,18,1.03954,63.68732,0.0,0.0,1.39286,3.63,12.6663,0.0,0.0,125.0,59.12723,0.00052,0.43,2.175,-1.0,0.273939,2.579733714953508,149.43944210101134,35898.74768629921,0.26391402669207603,39.464363003954475,0.1278571839168357,0.12809756591402732,0.24264439188346884,0.19628705990121414,0.08143423567945487,0.2894188455452483,0.22809894059201682,0.6419855924665079,0.8901556862745098,4.912255177854258,0.20451601371976955,448.83620094251773,83.62279505305196,76177.70426080667,0.22778263260363824,98.28975354668908,5.6549961419753085
78,478,67.2312,14.0678,62,20.3075,0,116,121,15,130,18,1.03071,63.70242,0.0,0.0,0.75,3.627,12.42413,0.0,0.0,125.0,59.01221,0.00033,0.44,2.303,-1.0,0.292331,2.066722413891206,149.23156288478805,36157.15471913096,0.2638099205536839,39.39949299376688,0.12783026888303978,0.12827348139794192,0.2433303555742461,0.19728730113769172,0.08143481004482397,0.2896690896876522,0.2280841207776676,0.6381445514874401,0.888178431372549,4.894521774019167,0.2045457387024131,448.83032140297894,83.55267717718661,76475.76624597613,0.22810240526999204,97.08969602590278,5.111255787037037
79,479,66.884,13.964,61,20.4268,0,116,121,15,130,18,1.03799,63.34022,0.0,0.0,0.46429,3.604,12.09483,0.0,0.0,125.0,58.99092,0.0004,0.43,2.113,-1.0,0.282445,2.2583211325997277,149.2887844087407,35763.98632436692,0.2639425289617924,39.49251773033613,0.12780862314400807,0.128947939241562,0.2431310810151674,0.19771182533231862,0.08142326569563661,0.2901513914112399,0.22807604210811125,0.6381445514874456,0.8887305882352942,4.823121579253556,0.20442660156935744,448.78245475483,83.6152483346673,76319.83158991323,0.22839841859830887,97.8871030534793,5.0715663580246915
80,480,66.5023,13.4134,61,21.7114,0,116,121,15,130,18,1.03569,62.9552,0.0,0.0,1.0,3.592,12.01059,0.0,0.0,125.0,59.06699,0.00046,0.43,2.405,0.17297,0.284852,2.2613765621101427,149.02831364216752,35114.11907091884,0.2638483246614433,39.547618347921485,0.1277708827465273,0.13014513965421182,0.24311755251341075,0.19803565057716782,0.08142954232229535,0.2900363555794513,0.2280802273280834,0.6314916733577545,0.888583745098039,4.775366952725101,0.2044542869229742,448.6934222699602,83.63236643369189,76260.15323127763,0.22870960891047765,96.09817272264053,5.086564429012346
81,481,66.3681,13.3001,61,21.015,0,116,121,15,130,18,1.031,62.81199,0.0,0.0,0.96429,3.605,11.52603,0.0,0.0,125.0,59.08935,0.00053,0.44,2.293,-1.0,0.275837,2.110407213020833,148.96275897905008,34757.695654877265,0.26367807812239763,39.518661310643324,0.12781849626121627,0.1310392019048966,0.24318793874597755,0.19863538681546616,0.08141109901447731,0.2904033314531573,0.22805512774618833,0.6298682584219245,0.8891937254901962,4.718648463873663,0.2044937070215252,448.58219484524113,83.64125312525545,76232.04002755639,0.22904834918052097,96.08634548749609,5.266251929012346
82,482,66.0013,13.3211,60,20.9577,0,116,121,15,130,18,1.03707,62.48569,0.0,0.0,0.67857,3.651,11.42907,0.0,0.0,125.0,59.00429,0.00045,0.44,2.282,-1.0,0.293135,2.1108005597728945,148.91284600926173,34022.811448199514,0.26387035295358396,39.39026801968798,0.12781452707257426,0.13131284898718526,0.24303108224302308,0.19917948955553746,0.08140399888132235,0.29041027665600017,0.22809581400355652,0.6298682584219241,0.8887490196078432,4.72956055968266,0.20436042957638792,448.48775746600376,83.72642339640208,76100.47745388017,0.22936125782147482,98.15316505464301,5.325086805555555
83,483,65.9771,13.0593,60,19.7046,0,116,121,15,130,18,1.03263,62.42925,0.0,0.0,0.5,3.644,11.44327,0.0,0.0,125.0,59.06798,0.00049,0.43,2.207,-1.0,0.288143,2.3038924393919515,149.00041030323015,33845.34267248531,0.263696024742271,39.422557312765235,0.12776767453009083,0.13136847437128346,0.24312838379558502,0.19961589579442837,0.08139448565192227,0.2907724775963687,0.22810974023880298,0.6298682584219172,0.8895113725490197,4.718573907269462,0.2042205846531109,448.39201217853156,83.72525282747974,76224.71454732365,0.22962870147786738,98.19874656727976,5.271219135802469
84,484,65.8798,13.3455,60,19.4,0,116,121,15,130,18,1.02886,62.34291,0.0,0.0,1.14286,3.634,11.22135,0.0,0.0,125.0,59.05081,0.00039,0.44,2.29,-1.0,0.261873,2.3109693422364983,149.1275239219732,33653.3753804512,0.2632114683058141,39.35498385959201,0.1277637006033584,0.13105899082239217,0.24297929545452204,0.20032695086547372,0.08142260594077826,0.2910115633809291,0.2280508483058957,0.6276506323786873,0.8893529411764707,4.665142756445338,0.20411653087198545,448.2984227650163,83.75540094783335,76065.63617381416,0.22983762629287255,96.37721546598772,5.09008487654321
85,485,65.8856,14.0011,60,19.2392,0,116,121,15,130,18,1.02305,62.35097,0.0,0.0,0.28571,3.638,11.46455,0.0,0.0,125.0,58.96138,0.00056,0.44,2.455,-1.0,0.293616,2.84236150024273,149.43446513212191,33543.87456355531,0.2623289132034456,39.26371670946663,0.12776048103892992,0.13107510720236065,0.24207547509620372,0.20091196298061015,0.08142486743562809,0.2919896096814012,0.2280750827748245,0.6282448434860818,0.8894615686274511,4.6721880056383505,0.2040103084536234,448.18895558891387,83.76269018272487,76040.45224534196,0.2301440873193178,98.0731807416615,5.239486882716049
86,486,66.1726,14.3209,61,21.0065,0,116,121,15,130,18,1.03823,62.64034,0.0,0.0,0.75,3.63,12.0257,0.0,0.0,125.0,58.98969,0.00041,0.44,2.353,-1.0,0.290432,2.5051190191864574,149.55499627643084,34195.88839951078,0.26185248739271133,39.25351554964796,0.12778277999926718,0.1302532246192209,0.24161325435154987,0.20169843851958918,0.0814423514642107,0.2927725693934891,0.22807708649653313,0.6298682584219207,0.8905705882352942,4.690549214006004,0.2039293094181586,448.0757877867978,83.68161463934737,76331.98158380785,0.23028004101166827,98.13789935398799,5.347993827160494
87,487,66.1874,14.0726,61,20.5855,0,116,121,15,130,18,1.04148,62.68618,0.0,0.0,0.21429,3.62,12.30427,0.0,0.0,125.0,59.01341,0.00046,0.44,2.177,-1.0,0.277407,2.516017748593948,149.71218828877005,34486.67257717741,0.2617938736054559,39.26784110363619,0.12769118778160574,0.1298583609117829,0.24160043453355234,0.20254209693463404,0.0814262112978342,0.29381027127155385,0.22810540032803137,0.6314916733577546,0.8911282352941178,4.692782226127922,0.20385486677670137,447.95696775307647,83.69799141635468,76342.68788909748,0.23038445827851076,96.60203126100484,5.367042824074074
88,488,66.3638,14.1577,61,19.3626,0,116,121,15,130,18,1.03257,62.85344,0.0,0.0,0.71429,3.661,12.09381,0.0,0.0,125.0,59.11028,0.00042,0.44,2.404,0.17181,0.285121,2.707602621140214,149.58806698020274,34850.82618710884,0.26167930104242304,39.39469099633487,0.12769193993749803,0.12911110434332584,0.24188097104995598,0.20370772710261045,0.08143033256497496,0.294930004264666,0.22810435628358447,0.6298682584219252,0.8944133333333335,4.668834080423579,0.20368702934147467,447.8374394444578,83.67881974165569,76441.52720479183,0.230530764182886,98.31677217543798,5.247202932098766
89,489,66.4941,14.1986,62,19.8809,0,116,121,16,130,18,1.02966,62.98589,0.0,0.0,0.53571,3.646,12.16656,0.0,0.0,125.0,59.14226,0.00042,0.44,2.252,-1.0,0.262295,2.6247984072388815,149.50400796211613,34986.808070134546,0.2617334705457381,39.550249829704384,0.12766696809518838,0.12850615768815232,0.24179131177738836,0.20458834751948526,0.08141268760484645,0.2949979225257917,0.22811940957900712,0.6298682584219226,0.8959705882352942,4.647105909278088,0.20360136017910332,447.7185206045771,83.6994164073144,76411.94588646562,0.2306249408591456,96.12439101519507,5.309751157407407
90,490,66.4038,14.2443,61,19.7405,0,116,121,15,130,18,1.04024,62.90056,0.0,0.0,0.57143,3.671,12.19668,0.0,0.0,125.0,59.1783,0.00048,0.43,2.134,-1.0,0.27129,2.867453455110079,149.61755362135895,34824.487146133426,0.26133080810655057,39.43263376494985,0.12769254210332995,0.12831165708431308,0.2418411040422668,0.20531606893577253,0.08142121536686055,0.2954731558834178,0.2280970262952849,0.629868258421927,0.8967392156862746,4.645801863509647,0.20355539103369427,447.57740804919604,83.72380082283792,76307.50792806679,0.2307132120892043,98.16777980861397,5.278742283950617
