,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,tone,blur,cubcol.0.5,cubrow.0,movement,staticness,cubcol.0.3,cubcol.0.6,uhdhdsim,temporal,cubrow.0.3,fft,cubcol.0,blockiness,cubrow.0.6,color_fulness,noise,cubcol.1.0,contrast,saturation,cubrow.1.0
45,145,70.0199,17.0628,55,18.0738,0,138,125,6,129,6,0.99639,73.22932,0.0,0.0,7.35714,8.482,14.72373,0.0,0.0,131.0,66.97659,0.0,0.43,1.742,-1.0,0.000949,0.30105780592773007,0.5261802597923869,46733.71238563956,0.1225965557026125,0.18094295038433944,18.744261188271604,278.7652673853992,0.23956326282017787,0.11935097142876337,95.03089722576587,6.277847529111027,0.29056853966842455,65450.224424806474,0.22549959970175815,1.7281862881032581,0.281695345340419,98.66672472197189,0.41971410191215286,0.20702470698184797,88.57182710887636,16.16761647919078,0.2204312303481658
46,146,70.0817,17.0112,55,19.053,0,138,125,6,129,6,0.99857,73.24449,0.0,0.0,6.96429,8.439,14.79428,0.0,0.0,129.0,66.979,0.0,0.44,1.976,-1.0,0.001562,0.300380436517356,0.525988315958477,46762.49683332367,0.12226137027110874,0.18074879543451808,19.07913773148148,278.15018033863,0.239691145421423,0.11963965674156934,95.02943003494198,6.295382124879397,0.29051841500758235,65372.941745306045,0.22409660554738273,2.0395961339218833,0.28237690065485743,98.89057066265435,0.415873060933089,0.20665425763511838,88.74769305812997,16.222429440345294,0.22022574320970761
47,147,70.0458,16.9768,55,19.5739,0,138,125,6,129,6,1.00215,73.2735,0.0,0.0,7.82143,8.465,14.74459,0.0,0.0,130.0,67.00041,0.0,0.43,2.38,-1.0,0.001083,0.29946893846884015,0.5307299249950016,46768.41626535708,0.12192031545870206,0.18056533089054602,19.32783564814815,277.5457892152989,0.2397172120692474,0.11994687239685858,95.0185247956147,6.291294471249235,0.29073708411994514,65374.63563695417,0.22272980095352982,1.6939555105644164,0.2833460801819645,98.768948511458,0.4197141019121515,0.20643123111121844,88.1080877602601,16.266113846390333,0.22001358752410377
48,148,69.8754,16.9757,55,19.6084,0,137,125,6,129,6,1.00247,73.07383,0.0,0.0,7.03571,8.472,14.71987,0.0,0.0,131.0,66.97076,0.0,0.43,2.439,0.125,0.001972,0.2984794488048682,0.5303816070742019,46405.46406097702,0.12155736489870833,0.18033491584538702,19.604407793209877,276.95934201275446,0.2398041290169872,0.12024458287240541,95.03785329594706,6.276122684662251,0.29100344094160274,65335.22458166369,0.22139788865094387,1.7026638615379621,0.2844271310684481,98.78381949730061,0.4197141019121502,0.2059848511498189,88.16242027506597,16.29669302481192,0.2198002320551307
49,149,70.0174,16.3676,55,19.6322,0,137,125,6,129,6,1.00331,73.21099,0.0,0.0,7.75,8.438,14.71385,0.0,0.0,130.0,67.00289,0.0,0.43,2.674,-1.0,0.001241,0.2973853416177866,0.5307544041460973,46619.81927239585,0.12144469794383299,0.1802411587607153,19.74927662037037,276.3683963653639,0.239524579841743,0.12041104795520254,95.03233160839648,6.291799818209229,0.2909070092581114,65159.06316185832,0.2202242321604835,1.3562565072807338,0.28547914291414955,98.75201935264418,0.41587306093309473,0.20560337133290157,89.87905847793203,16.325847296067224,0.21959978964351964
50,150,70.1231,16.3293,55,19.1589,0,137,125,6,129,6,1.00186,73.36015,0.0,0.0,9.21429,8.465,14.19144,0.0,0.0,130.0,67.00453,0.0,0.43,2.841,-1.0,0.001239,0.29628843203646854,0.5353011562445208,46917.32861222342,0.12133526718127852,0.1797528683095471,19.913532021604937,275.7909593340586,0.23932573618731984,0.12062112434166333,95.01420888125483,6.2500556324684515,0.29072526655787756,65268.73904857093,0.21921757288088103,1.5971018604946154,0.2864175436063503,98.89159416906443,0.4197141019121559,0.20528022299760382,86.58405905084392,16.33784560215326,0.21932014985320109
51,151,70.0428,16.0376,55,18.2565,0,137,125,6,129,6,1.00176,73.27829,0.0,0.0,8.28571,8.409,14.15665,0.0,0.0,131.0,67.01456,0.0,0.43,3.039,-1.0,0.000812,0.29534729655682446,0.5355566806089961,46764.722748878376,0.12116294330692619,0.17874387962767382,20.080922067901234,275.2291114067642,0.23912284776082818,0.12084674701982263,95.01744908311018,6.248735880390582,0.29049986618867457,65390.05950217747,0.21843101719315688,1.3766500053209674,0.28717143689253233,98.08319534563252,0.4197141019121478,0.20506948485150142,89.4398738826284,16.381111992730034,0.21882489869094401
52,152,70.0318,16.5116,55,18.3306,0,137,125,6,129,6,0.998,73.27137,0.0,0.0,7.85714,8.439,13.8998,0.0,0.0,131.0,67.00054,0.0,0.43,2.665,-1.0,0.000807,0.2946783812028415,0.5411706701730107,46768.741695267156,0.12100946024781885,0.1778031064332763,20.214795524691358,274.6850250386792,0.23894255823618873,0.12102955709492319,95.02371786869496,6.213663508553619,0.290028169814297,65380.03885234391,0.2176002515554792,1.398314415885055,0.28802536764470504,98.19178804265398,0.4197141019121524,0.20502882491649957,88.5193223217531,16.404763492537132,0.21826848634170318
53,153,69.993,16.5599,55,19.8833,0,137,125,6,129,6,0.99833,73.21601,0.0,0.0,7.96429,8.437,14.31118,0.0,0.0,131.0,67.01764,0.0,0.43,2.735,-1.0,0.000554,0.29404729985021616,0.5628904724429064,46713.81886393976,0.12079298328965021,0.17686961937600967,20.28269675925926,274.14410375165903,0.2388850330463346,0.1210733298280888,95.02999150065747,6.263109720468545,0.2892458500648278,65297.24441040475,0.21630957331188239,1.5229352184799574,0.288814424084166,98.81438662031115,0.4197141019121502,0.20478728478984923,90.6734866501548,16.421039157443577,0.2175025283708753
54,154,70.0329,16.1212,55,18.8782,0,137,125,6,129,6,0.99423,73.26673,0.0,0.0,8.17857,8.449,14.35343,0.0,0.0,131.0,67.04549,0.0,0.43,2.549,-1.0,0.000975,0.29309603138004003,0.6038552976485978,46736.84430266823,0.12067483983411208,0.17587656014740916,20.309654706790123,273.6237501269714,0.23913012543751413,0.12114300887198591,95.02251136703629,6.269310689899789,0.2884836244426185,65306.678546459385,0.21511427718353784,1.730445289581395,0.28923774715364636,98.26037629807098,0.419714101912148,0.20464584914489875,87.35921601131,16.473041298948687,0.21659133211582937
55,155,70.0109,16.5059,55,18.0699,0,137,125,6,129,6,0.99373,73.28353,0.0,0.0,7.32143,8.441,13.97093,0.0,0.0,130.0,67.07564,0.0,0.43,2.573,-1.0,0.001076,0.2921651290095381,0.6226577641460984,46789.231085319145,0.12070581379274203,0.17518218671600555,20.452064043209877,273.11889298274764,0.23928333431285997,0.12117895273041547,95.02009896407216,6.240301193788448,0.28780932388684755,65311.33972303988,0.21406282698702794,1.782896880380417,0.2896582337862925,97.85659898066616,0.41971410191215525,0.20426086578833313,88.43862936719432,16.560492244767556,0.21556885280512728
56,156,69.8819,16.1616,55,18.6805,0,137,125,6,129,6,0.99884,73.13336,0.0,0.0,6.35714,8.425,14.30444,0.0,0.0,132.0,67.02149,0.0,0.43,2.508,0.125,0.000806,0.2914130857668062,0.6219884434602083,46577.67957736031,0.12079095208057948,0.17476504185573133,20.50274884259259,272.62833865403286,0.23940468628114187,0.1211934616608336,95.04465897199212,6.291452657630818,0.2874654824722765,65333.84903084288,0.21297929521069348,1.5268153581931752,0.29016347140898224,97.88715367725243,0.4197141019121536,0.20398352366628536,86.87415537358932,16.512515597873264,0.21456639037359793
57,157,69.8564,16.6573,55,18.8176,0,137,125,6,129,6,1.00572,73.12639,0.0,0.0,9.71429,8.438,14.00118,0.0,0.0,130.0,67.01414,0.0,0.43,2.545,-1.0,0.000935,0.2906673374880326,0.6220577969211849,46468.69431920508,0.1209285066831876,0.17413067356593248,20.598476080246915,272.1317212853423,0.23951429575060038,0.12121413163729626,95.03903379987904,6.250768059802616,0.28736221501757464,65404.39459651068,0.211991845745417,1.3966664323901077,0.29084404751709797,98.22270354746588,0.4197141019121526,0.20385174015765373,85.69241776832133,16.562508288724924,0.21353134180480665
58,158,69.7051,17.297,55,19.267,0,137,125,6,129,6,1.00115,72.95601,0.0,0.0,10.21429,8.412,14.43698,0.0,0.0,130.0,66.99404,0.0,0.44,2.438,-1.0,0.001044,0.28977096096459126,0.6170829826436,46303.45933664319,0.12109884555530026,0.17347813229264425,20.694733796296298,271.64296830533397,0.23941859138175112,0.12119804562884905,95.05790998068758,6.298439998798677,0.2872911948825099,65448.735668293215,0.211273234371867,1.5232654835489376,0.2915576921862998,98.36891675607657,0.4197141019121505,0.2038682025926351,88.49050593631885,16.583011203342014,0.21246455496069125
59,159,69.534,16.6575,55,19.5007,0,137,125,6,129,6,0.99389,72.8203,0.0,0.0,8.89286,8.451,14.99128,0.0,0.0,130.0,66.95306,0.0,0.43,2.666,-1.0,0.000916,0.2887421988251167,0.6152780581837762,45979.08417436006,0.12134106417173253,0.17264687225164305,20.824411651234566,271.16907844082425,0.2395903837134297,0.12118230879042893,95.07588289423043,6.34163603306548,0.2870721269938953,65392.177830336725,0.2109019877430194,1.7566908473250866,0.2924498523960433,97.77449342263024,0.41971410191215447,0.2036306848083079,90.58094678144161,16.579083666389373,0.211383501816685
60,160,69.6063,16.6951,55,18.9327,0,136,125,6,129,6,0.99789,72.88614,0.0,0.0,6.46429,8.445,14.43295,0.0,0.0,131.0,66.94043,0.0,0.43,2.368,-1.0,0.001092,0.28789117319744445,0.6156800650888138,46158.124143089335,0.12138104757516616,0.17244559867788928,20.949363425925927,270.6971414998957,0.24039973650371624,0.1213061900126741,95.0662125719753,6.314173396948202,0.2872863020762936,65250.96461440839,0.21046413832052593,1.6552719260545832,0.2943146499278446,97.8214729695318,0.4197141019121531,0.20368079392093255,89.32770195833936,16.593477602358217,0.21013006952674723
61,161,69.5169,16.4184,54,19.5718,0,136,125,6,129,6,1.00271,72.80129,0.0,0.0,7.46429,8.414,14.46564,0.0,0.0,131.0,66.92216,0.0,0.43,2.479,-1.0,0.001069,0.2871463958395517,0.6116874579008076,46044.74021400713,0.12137572842051186,0.17235036768431017,21.07986111111111,270.2366549563421,0.24107043417977603,0.12149570210918542,95.07158732943147,6.332091739896788,0.2874478394246176,65118.019055409095,0.20977891747586352,2.1900764872919507,0.29606766237625576,97.77907766542181,0.4197141019121587,0.20342709327956662,87.63521503233282,16.64308637454186,0.20880922145423017
62,162,69.4614,16.7244,55,19.2693,0,136,125,6,129,6,1.00326,72.77216,0.0,0.0,7.39286,8.4,14.22953,0.0,0.0,130.0,66.86875,0.0,0.43,2.349,-1.0,0.000492,0.2863393619003836,0.6193433173087289,45883.574238927846,0.12129431074323344,0.17232052889510446,21.205680941358025,269.7787544832414,0.2417040603945659,0.12169550945557843,95.08219929418524,6.306911424730254,0.2876958067248988,65097.03849919256,0.20944479336675365,1.9351283150023133,0.297618577486484,97.44761871625091,0.4197141019121538,0.20302368777879326,88.29403972251419,16.65244773582176,0.20748731688033198
63,163,69.3595,17.4819,55,19.1205,0,136,125,6,129,6,0.99853,72.68863,0.0,0.0,7.71429,8.411,14.4883,0.0,0.0,130.0,66.83981,0.0,0.43,2.61,-1.0,0.001112,0.28567206278533935,0.6198351978592855,45853.82360337487,0.12086799826145728,0.17211338181987104,21.276282793209877,269.3150440775118,0.24207594797138118,0.12191478222913153,95.10287315028788,6.341324720364423,0.28827436519144833,65078.56276201327,0.20939804613617674,2.3011637261584346,0.2991693286840817,97.94888292233227,0.4197141019121524,0.2026935005959704,89.12544297316435,16.64243213041329,0.20613056216354472
64,164,69.2134,17.279,54,19.5644,0,136,125,6,129,6,0.99884,72.55608,0.0,0.0,7.5,8.448,15.15368,0.0,0.0,131.0,66.81338,0.0,0.43,2.35,0.125,0.000886,0.28487140049258153,0.6200141416747403,45468.62340889614,0.12040449479527443,0.17168305304367038,21.47164351851852,268.86375765279905,0.24214262715625195,0.12225869354003381,95.11403638542882,6.409672452256515,0.2887034856334746,65074.69492239006,0.20915727870019774,1.603277465462679,0.30053384463381916,97.38256072518502,0.41971410191215414,0.2023182779339638,89.7652274627575,16.668543497721355,0.2047331894122315
65,165,69.1787,17.7488,54,19.9346,0,136,125,6,129,6,0.99886,72.496,0.0,0.0,8.42857,8.42,14.9641,0.0,0.0,131.0,66.78376,0.0,0.43,2.295,-1.0,0.001329,0.28420570040736826,0.6224046495409478,45430.98002020727,0.11985256212955682,0.17113718964761265,21.581983024691358,268.4105059212562,0.24246056041304245,0.12262333800855243,95.12203482991166,6.393472012529655,0.28887123938604764,65090.22314986666,0.20869111902153462,1.4339215431074228,0.30198567237778695,97.37145813972299,0.4197141019121527,0.20192428929173203,88.2512296798188,16.695139001916957,0.20324512086699706
66,166,69.1661,17.4658,54,20.6389,0,136,125,6,129,6,1.00486,72.47154,0.0,0.0,8.0,8.392,15.38302,0.0,0.0,130.0,66.76214,0.0,0.43,2.583,-1.0,0.000676,0.28336555714199807,0.6313706510265276,45571.61788024908,0.11916130774257079,0.17056778228852051,21.75506365740741,267.93802567746644,0.24220342813126347,0.12297867411284144,95.11891520831092,6.440695174734459,0.28907468788540513,64987.07621819602,0.20733424742092402,1.9105907654127274,0.3028619491457938,97.8573540406096,0.4197141019121509,0.20147172920576842,87.27292111826465,16.632869202413676,0.2017512209828538
67,167,69.0408,17.2836,54,19.8398,0,136,125,6,129,6,1.0068,72.36476,0.0,0.0,8.53571,8.414,15.13442,0.0,0.0,131.0,66.74518,0.0,0.43,2.359,-1.0,0.001541,0.28245970877224275,0.6364152249134944,45330.89560287822,0.11860558431731126,0.17001049985903316,21.884934413580247,267.4791832173747,0.24206536278433188,0.12337671309884965,95.1338623990259,6.410942161503889,0.28917060093363317,65018.534226360964,0.20599572492739965,1.6656512671857506,0.3032533206001217,96.74023696650515,0.421931727955378,0.20093495517999999,88.55760283401693,16.709589451919367,0.20015977661790096
68,168,69.0967,17.381,54,19.6655,0,136,125,6,129,6,1.00229,72.43984,0.0,0.0,7.17857,8.408,14.97676,0.0,0.0,130.0,66.70879,0.0,0.43,2.571,-1.0,0.00063,0.28143483679066156,0.6353024238431374,45430.55545363649,0.11795507235882513,0.16976378162094674,22.018132716049383,267.0089011753883,0.24205570860652087,0.12376075220770098,95.12194255959645,6.408109925226471,0.2893097783458768,65101.3178924259,0.2049633700716409,1.394497645942453,0.3035961110147031,97.47822053240469,0.41971410191215086,0.20020451737232414,87.08990652898851,16.680912724247683,0.19871122386636342
69,169,69.054,17.1203,54,20.0224,0,136,125,6,129,6,0.99541,72.41904,0.0,0.0,5.89286,8.391,15.06692,0.0,0.0,130.0,66.65897,0.0,0.43,2.434,-1.0,0.000764,0.280517049940461,0.6306977128592072,45294.377285785675,0.11744384217557075,0.17009301831436857,22.188416280864196,266.5361089283001,0.24176201453496174,0.12424306546931532,95.13454797315407,6.404025509601243,0.2897717177064391,65156.7677666852,0.20390380296229388,1.5868890022785933,0.30392157862351366,97.08458523998229,0.41971410191215613,0.19973909865555103,87.52719058890315,16.712667206187305,0.19756209434042418
70,170,69.1046,17.3775,54,19.2848,0,136,125,6,129,6,0.99628,72.52077,0.0,0.0,5.89286,8.419,14.84325,0.0,0.0,130.0,66.63217,0.0,0.43,2.194,-1.0,0.000512,0.2795747565799222,0.6309633066020754,45408.35285921553,0.11688986607112783,0.17021119752860137,22.22386188271605,266.05827506529357,0.2412201535187483,0.12479507359493297,95.11015576617162,6.379000008406732,0.2901897323377032,65158.47081570392,0.20327272694457896,1.7042888318275096,0.30456993771603486,96.76418323998635,0.4197141019121551,0.19933506285755617,86.9588223287003,16.686189439561634,0.19641759821929516
71,171,69.0193,17.2345,54,19.5968,0,136,125,6,129,6,0.99915,72.48218,0.0,0.0,8.03571,8.41,15.06394,0.0,0.0,131.0,66.57492,0.0,0.43,2.309,-1.0,0.001186,0.2784439612843829,0.636365963367935,45292.25109398865,0.11641789763157183,0.1703922186179667,22.394193672839506,265.5786907041501,0.24041731760597737,0.12514618414621123,95.11292755654821,6.41726765112881,0.2900508962017321,65233.86210795542,0.20302478690512835,2.0981613933191054,0.3052451663101141,96.83754079861983,0.4219317279553794,0.19892238546802193,89.14315258482641,16.719379943094136,0.19507038477187844
72,172,69.1378,17.151,55,19.3285,0,136,125,6,129,6,1.002,72.62854,0.0,0.0,5.32143,8.393,14.93715,0.0,0.0,131.0,66.55753,0.0,0.43,2.295,0.125,0.000573,0.2773688071661781,0.6389760448347562,45571.38092369997,0.11619572139766803,0.17059939046288616,22.52174961419753,265.1100099089652,0.23950016336696342,0.12580041029763,95.09954652764043,6.4067246888270395,0.28980151334015053,65377.82659339473,0.20233979336892377,1.366590382577047,0.3060257381630975,96.73076919098563,0.42193172795537953,0.19887115710240671,89.42223377117517,16.749369115005305,0.1937307080666867
73,173,69.1438,17.4746,55,19.2699,0,136,125,6,129,6,0.99774,72.6656,0.0,0.0,7.5,8.397,14.87088,0.0,0.0,130.0,66.52858,0.0,0.43,2.284,-1.0,0.000794,0.27625390781638237,0.6394023449190307,45525.37555427614,0.11598213464717083,0.170637338723372,22.534625771604937,264.6359431945281,0.2386189559269797,0.12640291652443936,95.10636499007393,6.404314585189422,0.28968348275361644,65331.82003266407,0.20071653457382968,1.5121210880774363,0.30666488310955176,97.1415058096863,0.4241493539986015,0.19862808196085183,89.39534764198206,16.745928352261767,0.19252015120870997
74,174,69.0448,17.1715,55,19.2663,0,136,125,6,129,6,0.99487,72.62986,0.0,0.0,7.17857,8.442,15.15097,0.0,0.0,129.0,66.46929,0.0,0.43,2.426,-1.0,0.000648,0.2752235823851792,0.6440085736193768,45346.092752190234,0.11594423541749943,0.1708852620210589,22.596257716049383,264.1569634785796,0.23768662814274147,0.12689007760121052,95.09871127232829,6.440843627048123,0.28960339399516566,65368.024030965054,0.19905463759350878,1.4010498424232312,0.30730953251003357,96.85878492195863,0.424149353998605,0.19858996217972053,89.46580360043876,16.758509318033855,0.1914893274230479
75,175,69.0977,17.4998,55,19.4751,0,136,125,6,129,6,0.99664,72.70144,0.0,0.0,10.5,8.435,14.89344,0.0,0.0,131.0,66.42441,0.0,0.44,2.91,-1.0,0.000975,0.2742533963652162,0.6533176748143016,45418.5552623088,0.11592099408520697,0.1712631060792011,22.689139660493826,263.6706371014954,0.23673984435767276,0.127564798766731,95.0967555904409,6.417385759670828,0.2895889031127934,65336.5168802474,0.19796655697774654,1.1496632638766877,0.30777195733351354,96.57788827902078,0.42414935399860293,0.1983643468160252,89.44864809450706,16.739162680543497,0.19056207241994708
76,176,69.1541,17.263,55,20.733,0,135,125,6,129,6,0.99644,72.85658,0.0,0.0,6.5,8.427,15.18239,0.0,0.0,130.0,66.38822,0.0,0.43,2.656,-1.0,0.000865,0.27302131831075327,0.6707451669850066,45609.42712334577,0.11602571483043908,0.17144884699646962,22.853395061728396,263.1986076195261,0.23584642694850252,0.12815625535370925,95.07015683796736,6.462575779518451,0.28937450034122725,65370.51269300381,0.19678162910531388,1.3597296379752681,0.30838595214261755,96.71047960162079,0.4241493539986056,0.19846518497926963,89.459908560413,16.732990029417437,0.1895187307608886
77,177,69.3085,17.2601,55,20.4002,0,135,125,6,129,6,0.99951,73.0175,0.0,0.0,5.75,8.435,14.98014,0.0,0.0,131.0,66.34668,0.0,0.43,2.124,-1.0,0.00094,0.27159827872555525,0.6712529005151855,45981.43891432505,0.11633029768360918,0.1718647642149049,22.967255015432098,262.7145960455186,0.2349043509491497,0.1287197369453228,95.06773626913915,6.438948519061276,0.28904265732900264,65399.9055858172,0.1953126199093007,1.7907449346377573,0.30893730158632965,96.64982238789251,0.42414935399860476,0.19864056203662883,88.50495085904467,16.737649046344522,0.18835522931088736
78,178,69.3192,17.6761,55,19.6543,0,135,125,6,129,6,0.99778,73.08349,0.0,0.0,6.21429,8.429,14.97747,0.0,0.0,131.0,66.30777,0.0,0.44,2.404,-1.0,0.001822,0.27002828563087844,0.6714278570395992,45904.935500494954,0.11668911554577623,0.17297882508897064,22.988908179012345,262.2270589149262,0.23444277169000968,0.12928165359295044,95.06605889038569,6.440080863250535,0.2888115051025157,65384.85656473725,0.1941966368469831,1.9051789249088311,0.30949364673625057,96.68514083689033,0.4241493539986054,0.1989197061898366,90.21573397136298,16.721825116946373,0.187187391324514
79,179,69.3628,17.6042,55,20.0257,0,135,125,6,129,6,0.99783,73.15343,0.0,0.0,7.5,8.433,15.3375,0.0,0.0,132.0,66.26053,1e-05,0.43,2.238,-1.0,0.000526,0.26855296665601497,0.6716429976532085,45953.14079560615,0.11682338840439038,0.17389432181237402,23.029658564814813,261.738489492581,0.23385980897399508,0.12973647260899243,95.05361895698633,6.485044324992647,0.28840009961171303,65363.63496414821,0.19325244107662023,1.7092586124330118,0.3101420206395478,96.85980244577671,0.4241493539986066,0.19911810983979347,85.18826391108861,16.72205757800444,0.1859959910757483
80,180,69.3598,17.8631,55,19.8624,0,135,125,6,129,6,1.00089,73.17331,0.0,0.0,7.0,8.432,15.27391,0.0,0.0,131.0,66.22877,1e-05,0.43,2.702,0.125,0.000692,0.26693967067245017,0.6792439239000376,46003.16045140578,0.11699018314730578,0.17486208507360615,23.11255787037037,261.2464613471621,0.23334791996623583,0.1303595269217927,95.040291227925,6.492305710316944,0.2878717744441604,65312.29983321379,0.19186318109733377,1.4568948571535694,0.31095339951002343,96.55552856622467,0.4241493539986066,0.19918614649427152,85.23411993837198,16.743700757438752,0.18454749888261368
81,181,69.26,17.8921,55,20.5055,0,135,125,6,129,6,0.99795,73.10381,0.0,0.0,6.64286,8.415,15.50532,0.0,0.0,131.0,66.19806,0.0,0.43,2.451,-1.0,0.001501,0.2651560302896915,0.6755585966043822,45814.74501197259,0.11702552024488701,0.17608492055666167,23.260802469135804,260.7607733495269,0.23239342887294598,0.1307365870991564,95.05949166449417,6.5258940593743135,0.2872012148159004,65361.7914631283,0.189450501905264,1.3131047381098484,0.3118415072902905,97.10193576838546,0.4241493539986019,0.19935620459500003,88.55684469857302,16.70202033902392,0.18286603005802998
82,182,69.3017,17.7849,55,20.2477,0,135,125,6,129,6,0.99551,73.24455,0.0,0.0,7.32143,8.437,15.53154,0.0,0.0,131.0,66.16978,0.0,0.43,2.533,-1.0,0.000939,0.26301549949879566,0.684605297070359,45852.76113586626,0.11706539122410715,0.17690762853582523,23.33473186728395,260.2533355797149,0.23170633494926524,0.13091632320175053,95.02685759027058,6.5230476853973,0.28644881507116654,65375.82132820607,0.1870935298845544,2.212025628640634,0.31235853308139727,96.5631698616157,0.42414935399860604,0.19949676280745254,89.31060009439388,16.71883816189236,0.1813265788982093
83,183,69.3774,18.2434,55,19.6197,0,135,125,6,129,6,1.00083,73.32911,0.0,0.0,6.92857,8.442,15.43731,0.0,0.0,131.0,66.12946,0.0,0.44,2.314,-1.0,0.001361,0.2608767871846828,0.6885101041937679,46002.60371726097,0.1173079154990106,0.1772394247807847,23.413966049382715,259.72669789029294,0.23091820976997757,0.13133595134427004,95.02564916519131,6.510085732329793,0.28584420547988476,65376.851091150245,0.18451472334352073,1.2356875777128746,0.31254591206545446,97.1767996421015,0.42414935399861164,0.19967664967777882,89.43788922966112,16.68264337233555,0.1799776178089564
84,184,69.3283,18.0043,55,20.831,0,135,125,6,129,6,1.00521,73.34968,0.0,0.0,6.92857,8.456,15.84396,0.0,0.0,131.0,66.09769,0.0,0.44,2.451,-1.0,0.001816,0.25892184097770904,0.6885178900422924,45798.39808986774,0.11777103476805402,0.177597320973005,23.551359953703702,259.21026500712424,0.23013406352944585,0.1315684000496739,95.0421967349785,6.5525363932940035,0.2853595683990934,65436.712329905946,0.18253161195124004,2.1672309720474607,0.31263884042327844,96.8146240487274,0.4241493539986114,0.1997865285326059,88.95476066770692,16.721161265432098,0.17852690771142166
85,185,69.4545,18.2523,56,20.1155,0,135,125,6,129,6,1.001,73.5313,0.0,0.0,5.96429,8.454,15.6269,0.0,0.0,131.0,66.04751,1e-05,0.44,2.611,-1.0,0.000813,0.25695199892548476,0.6979452210688172,46068.384344677506,0.11833447843339212,0.1783904491304542,23.645302854938272,258.6875974961214,0.2293734876538006,0.13170272488333448,95.02494674829565,6.551734384415324,0.2849037834206675,65488.51754932147,0.18098081485939754,1.4900279637611034,0.31261089994120583,97.03543131947164,0.42414935399860937,0.1996680564445623,91.38535498281222,16.675846052758487,0.17707649299309844
86,186,69.5613,18.6427,56,19.2878,0,135,125,6,129,6,0.99607,73.64046,0.0,0.0,6.92857,8.437,15.84273,0.0,0.0,130.0,66.02666,0.0,0.44,2.524,-1.0,0.000966,0.25529473610485126,0.7070252223237209,46295.35579513597,0.11883092325113964,0.17956226056854385,23.79007523148148,258.1553833630928,0.22854262468536676,0.1320723541619235,95.02907561387362,6.571155068080127,0.28444171782116373,65440.327925936035,0.1798797621790676,1.131582671360758,0.31237196903788667,96.91455155256529,0.42414935399861364,0.19936117076013637,87.41926371350257,16.699600596486786,0.17588790058185716
87,187,69.6531,18.6252,56,20.4629,0,135,125,6,129,6,0.99356,73.79756,0.0,0.0,7.92857,8.426,16.18376,0.0,0.0,129.0,65.97354,1e-05,0.43,2.792,-1.0,0.001084,0.2542995432950721,0.7122669027266424,46441.57664216769,0.11936755468378743,0.18059708405980207,23.907841435185187,257.6159912127606,0.22746037358934004,0.13223454668453355,95.00058950921975,6.614627612372452,0.28397479692347233,65428.482627846955,0.17901337360078642,1.3906016868117885,0.3125126359995358,97.40348600816074,0.4241493539986097,0.19914756600693867,88.02929537517359,16.69317438573013,0.1749483496151662
88,188,69.6669,19.3775,56,20.8185,0,135,125,6,129,6,0.99781,73.8569,0.0,0.0,6.32143,8.438,16.16344,0.0,0.0,129.0,65.93657,0.0,0.43,2.713,0.125,0.000388,0.2536378819293935,0.7125944620622825,46535.06311711692,0.1199907334512684,0.18138820894110214,24.065827546296298,257.0788584252941,0.22628663951063746,0.13263883825842598,94.98386979081613,6.609305369736052,0.2834110390153517,65459.97979178755,0.17796176650064746,1.9151706035537328,0.31280971515151834,97.77882479774684,0.4241493539986134,0.19874136252463823,87.40918309459792,16.7320208137418,0.17420314982975924
89,189,69.6964,19.4338,56,21.3939,0,135,125,6,129,6,1.00297,73.93088,0.0,0.0,5.25,8.442,16.82104,0.0,0.0,129.0,65.90155,0.0,0.43,2.368,-1.0,0.000495,0.25295955827969435,0.716865477930026,46527.44538099599,0.12063952764196222,0.18205715982472503,24.21455439814815,256.52017691469695,0.2252307221072593,0.13315150732541287,94.9772919225945,6.669459436251989,0.28264646280852324,65339.974000157614,0.1762291557327674,1.7715783943595895,0.313270913803503,97.7035621151822,0.42414935399861237,0.19817065910180648,85.44728543457236,16.73581573109568,0.17330386756453325
90,190,69.586,19.5329,56,22.0846,0,135,125,6,129,6,1.00193,73.92646,0.0,0.0,3.5,8.435,16.86781,0.0,0.0,129.0,65.84786,0.0,0.43,2.494,-1.0,0.001354,0.2520237358036651,0.7170655016255277,46314.239432914444,0.12126719469108638,0.18273355984467282,24.40793788580247,255.9683068580279,0.22411943819331398,0.1336171830287,94.97758322791273,6.685675758841903,0.28164983510776515,65352.216805139156,0.1745796891940832,1.7818176612426058,0.3135887773166882,97.90661626801842,0.42414935399861076,0.19788862771297672,86.31832177826783,16.734948617440683,0.1721124415216293
