,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,tone,cubcol.0.3,cubrow.1.0,cubcol.0,fft,cubrow.0,blur,temporal,cubcol.1.0,blockiness,color_fulness,cubcol.0.5,contrast,uhdhdsim,movement,cubrow.0.5,noise,cubcol.0.6,staticness,cubrow.0.6,cubrow.0.3
45,145,71.0373,16.7893,51,18.4387,0,137,125,4,129,4,0.99564,71.42366,0.0,0.0,8.0,8.515,14.43932,0.0,0.0,130.0,66.84632,0.0,0.31,1.856,-1.0,1.376593,15.934522087191358,0.3236139494532894,0.23471811060393827,0.21416822972226315,0.22035201787435416,64389.039291482564,0.17653664448318762,44498.61561402204,5.761892517389096,0.20184838095715946,1.7920987256926215,97.05668146258417,0.11729095490007202,89.29866293250971,95.41501549827608,19.120900848765434,0.2964566188639942,0.30887546218867074,0.11507178552478471,277.91492804947796,0.2764608008880188,0.28572866019794996
46,146,71.0706,16.7179,51,19.359,0,137,125,4,129,4,0.99965,71.4361,0.0,0.0,7.39286,8.464,14.50364,0.0,0.0,128.0,66.84691,0.0,0.31,1.864,-1.0,1.378119,15.98301018608941,0.3234337528888896,0.23494512878548304,0.21395037808418288,0.2190058531854418,64355.836898437265,0.17633998488875413,44519.15851472974,5.771626527696137,0.20160392001100794,1.8462671789487264,97.2434656219074,0.11700883469432416,89.75912731110265,95.41707972778602,19.43532986111111,0.2957396672379886,0.3088754621886693,0.1153081074577745,277.3314460960614,0.27711504367103107,0.2856652200908064
47,147,71.077,16.7257,51,19.9152,0,137,125,4,129,4,1.00374,71.4862,0.0,0.0,10.0,8.509,14.43913,0.0,0.0,128.0,66.87109,0.0,0.31,1.849,-1.0,1.386258,16.00552311650029,0.32380610591003683,0.23488056106398222,0.21372861873150245,0.21758584092677394,64339.98963454776,0.17618947090273723,44564.184322275876,5.769546768493817,0.2014254730325386,1.8588766043401603,97.13043645026833,0.11666121537844365,89.41660343277306,95.39533753239554,19.69429976851852,0.2948347066562386,0.30887546218867123,0.11562245388039595,276.7594646812785,0.27807492881571416,0.28588578204125137
48,148,70.8696,16.6986,51,19.7297,0,137,125,4,129,4,1.00353,71.25749,0.0,0.0,7.35714,8.499,14.45029,0.0,0.0,129.0,66.83839,0.0,0.31,1.852,0.42104,1.411159,16.061922238196853,0.3234277404444451,0.23504685288505967,0.21347582563718814,0.21629958286156456,64310.24424177946,0.17593279014770224,44172.63591007358,5.766188798172744,0.20102648625343103,1.7519897349558688,97.6205708196523,0.11633422091654648,89.42665846753377,95.43388418690719,19.943045910493826,0.2938409219734771,0.3088754621886726,0.11601830917652342,276.1988644966748,0.27914972060384297,0.28615811893695037
49,149,70.9984,16.0911,51,19.7256,0,137,125,4,129,4,1.00455,71.38396,0.0,0.0,9.64286,8.481,14.42124,0.0,0.0,129.0,66.87005,0.0,0.31,2.299,-1.0,1.367669,16.07107393241223,0.3235690328888896,0.23473488847366647,0.21326369934237108,0.21510122160466014,64079.243383558234,0.17586821753043907,44342.52124393728,5.774292693912315,0.20064803194012143,1.4600745929909051,97.36043899263663,0.11629553896490401,88.43110627883928,95.41636156249893,20.158371913580247,0.29271449244049885,0.30887546218867273,0.11614989611396902,275.6401793427065,0.2802464018092451,0.2860925675541962
50,150,71.1294,16.0612,51,19.2208,0,137,125,4,129,4,1.00297,71.55279,0.0,0.0,10.35714,8.478,13.90105,0.0,0.0,129.0,66.87259,0.0,0.32,2.803,-1.0,1.380003,16.072562512056326,0.32344894222222287,0.23454377198434598,0.2129962033748143,0.21413543864736287,64163.15851763691,0.17540301681501236,44683.96386738938,5.740610722280634,0.2003752426438096,1.5409349780959287,97.21391455905382,0.11621583150794221,87.4114967181287,95.39450554498393,20.34153163580247,0.29161796892942915,0.3133107142751306,0.11636017999633458,275.10155707602473,0.281179004904031,0.2859208111140995
51,151,71.0612,15.7944,51,18.6871,0,136,125,4,129,4,1.00214,71.49388,0.0,0.0,8.89286,8.451,13.87327,0.0,0.0,130.0,66.87828,0.0,0.31,2.497,-1.0,1.342053,16.130283120237753,0.33300287539869505,0.23438751795034402,0.2124701368588414,0.21335904364791924,64297.05224831242,0.17439900577919257,44569.04386048522,5.7338760106003575,0.20015998368463664,1.459077792414816,96.35059042644993,0.1160940273721892,91.06967739878037,95.40568263462262,20.526957947530864,0.29065771365803783,0.3088754621886802,0.1165981698397453,274.5622540633812,0.28193899344299517,0.2857027401656809
52,152,71.054,16.2383,51,18.4964,0,136,125,4,129,4,0.99756,71.47925,0.0,0.0,8.92857,8.478,13.64346,0.0,0.0,130.0,66.86598,0.0,0.32,2.524,-1.0,1.341598,16.141380215868537,0.323485333333334,0.23417184964796628,0.2118549600784842,0.2124436731734449,64295.96472750383,0.1734435899089774,44557.39192649317,5.711328641577986,0.2001958609530529,1.4962874206288235,96.71766016274955,0.11592821507541101,89.67752111651112,95.39882031625409,20.70876736111111,0.28998781082906994,0.30887546218867357,0.11671039053976885,274.03878320151966,0.2827779307526724,0.28525360020720214
53,153,71.0143,16.2972,51,19.8993,0,136,125,4,129,4,0.99924,71.43973,0.0,0.0,7.85714,8.473,14.0218,0.0,0.0,130.0,66.88252,0.0,0.32,2.455,-1.0,1.362004,16.161814936885126,0.33238882020146193,0.23412748300613784,0.21100298795106723,0.21119127510985206,64264.84211594914,0.17246267388599196,44547.569899721435,5.751035660555539,0.19995150545811305,1.4281711021026144,97.34782534709635,0.11573094353456097,88.83782594031553,95.40210856669606,20.770929783950617,0.28933505282527555,0.31715175525418077,0.11680178822230866,273.52866668156975,0.2835488755087733,0.2844751702033294
54,154,71.0542,15.8715,51,19.1778,0,136,125,4,129,4,0.99367,71.49837,0.0,0.0,10.03571,8.491,14.07559,0.0,0.0,131.0,66.91141,0.0,0.32,3.103,-1.0,1.363142,16.21308541003569,0.32375336177777847,0.23443113438412738,0.21007801137723198,0.20997414649847812,64307.35104473925,0.17145570634346866,44587.648900540116,5.759413548717814,0.19988951833680546,1.5153483252642186,96.2929547692502,0.11564763938788174,89.83236019857956,95.39516526022375,20.847800925925927,0.28836931604222343,0.3209927962332479,0.11689360116129749,273.02128579574605,0.28398206467145276,0.2836972263685418
55,155,71.0046,16.218,51,18.2872,0,136,125,4,129,4,0.99306,71.46978,0.0,0.0,8.67857,8.464,13.703,0.0,0.0,129.0,66.94037,0.0,0.32,2.665,-1.0,1.378244,16.321132707007138,0.32379718933333407,0.23461113385827356,0.20903204200110134,0.20889426760467106,64264.898363421315,0.1707643530237537,44515.24281253425,5.735552810019505,0.19945879496658964,1.6636856787642178,96.28812154240735,0.11565156617987622,91.5594270601165,95.40190352253978,21.03858024691358,0.2874199987688584,0.3110930882319041,0.11687433067083573,272.5320564134058,0.2844387623592585,0.28303914900746957
56,156,70.8827,15.9021,51,18.8205,0,136,125,4,129,4,0.99768,71.33866,0.0,0.0,7.28571,8.475,14.00473,0.0,0.0,131.0,66.888,0.0,0.32,3.197,0.41911,1.350471,16.26572710202064,0.32347014400000074,0.2347123625511397,0.20800439860040196,0.20782018701216382,64312.606283862035,0.17029271305570895,44358.53491736894,5.776757305047508,0.19922599364342797,1.8243899498033587,96.06147253855272,0.11577959555697087,88.93819315756228,95.42456670959099,21.113956404320987,0.2866823897980995,0.3165575441467859,0.116907661568996,272.0585913610683,0.2849527925200246,0.2826864158203195
57,157,70.8435,16.3887,51,19.1153,0,136,125,4,129,4,1.00596,71.3016,0.0,0.0,10.5,8.469,13.72715,0.0,0.0,129.0,66.87469,0.0,0.32,2.849,-1.0,1.35948,16.2971349645544,0.3234277404444451,0.23488127152737134,0.20691883187935012,0.2068285811435082,64318.334751891765,0.1695849361010466,44225.91394709283,5.748279371071022,0.19898171237017137,1.6589145819509945,96.3814872511688,0.11593142775888766,90.5058522625464,95.4183945710313,21.24488811728395,0.2859493252764743,0.31493412921096,0.11693184089103212,271.5823328595667,0.2856481501946054,0.2826241807401455
58,158,70.6833,16.9982,51,19.62,0,136,125,4,129,4,1.00152,71.14107,0.0,0.0,10.35714,8.467,14.15326,0.0,0.0,130.0,66.85058,0.0,0.32,2.457,-1.0,1.343888,16.334047859097705,0.3234337528888896,0.23478370542533478,0.20589506538364924,0.20609542595357516,64392.541492700344,0.16887644580899522,44021.09304916482,5.782422762263514,0.19898784781453863,1.8002177383264273,97.21065734105387,0.11612832185667293,89.81325440414598,95.4385437128974,21.31524884259259,0.2850312435788743,0.3149341292109639,0.11692196452570017,271.11830378035717,0.2864195503154677,0.2825896086575715
59,159,70.5001,16.3756,51,19.8145,0,136,125,4,129,4,0.99364,70.98797,0.0,0.0,10.53571,8.479,14.67891,0.0,0.0,130.0,66.81367,0.0,0.32,2.986,-1.0,1.2893,16.314430142626353,0.33170213309957836,0.23497673012607068,0.20481220831762892,0.20564139653168206,64380.62775281876,0.16801563457093688,43725.85294084148,5.822145024403393,0.19876813245607813,1.9943886029393887,96.09093668595533,0.11642289731678952,88.07464248287955,95.4634961831824,21.48996913580247,0.28393481265788323,0.32321042227646984,0.11695065979448024,270.6589811632839,0.2873560140646462,0.282357731923195
60,160,70.588,16.4128,51,19.0462,0,136,125,4,129,4,0.9986,71.08317,0.0,0.0,7.03571,8.459,14.13756,0.0,0.0,130.0,66.8027,0.0,0.31,2.745,-1.0,1.332779,16.321907137647088,0.33156618447674097,0.23567385594022536,0.20353606931966833,0.2052078996739329,64202.870209940105,0.16771917003531903,43964.8029654484,5.799621211090396,0.19886485838191517,1.6869206835836554,96.19513401256566,0.11651214575149708,91.62564131280742,95.46219243742206,21.648582175925927,0.28306807452647365,0.3232104222764713,0.11703046516158022,270.1969647040508,0.28924792409231315,0.28261773239802174
61,161,70.5146,16.1412,51,19.8731,0,136,125,4,129,4,1.00294,71.0076,0.0,0.0,7.5,8.425,14.17179,0.0,0.0,129.0,66.77765,0.0,0.32,2.428,-1.0,1.299808,16.36715773594232,0.34969246471972243,0.2362887035799568,0.20217887795180012,0.20462491374292271,64085.852502844304,0.16759063513905828,43855.71392651889,5.810030851388344,0.19860001437285768,1.9796224030880232,96.23353561390617,0.11655943354303426,91.6608312610329,95.45448820077254,21.834635416666668,0.28230989423718605,0.3232104222764731,0.1172912881814221,269.7535407584713,0.2910058913122008,0.28277531354023366
62,162,70.4234,16.4333,51,19.6891,0,136,125,4,129,4,1.00331,70.95508,0.0,0.0,7.96429,8.436,13.94057,0.0,0.0,129.0,66.72911,0.0,0.32,2.644,-1.0,1.322986,16.38486169885706,0.35427625717185596,0.23686267013091936,0.2008182876420607,0.2043056598375002,64018.49888004156,0.1675371770295631,43623.46400504398,5.795448572046392,0.19819775081605362,2.1988991261803936,95.60232724560483,0.11655732566036027,91.69769646183516,95.47135086067784,21.948398919753085,0.2815294013560791,0.3232104222764729,0.11755111340305717,269.31176333204985,0.2925622205494104,0.28303576866647134
63,163,70.3348,17.1842,51,19.4486,0,136,125,4,129,4,0.99823,70.8759,0.0,0.0,8.75,8.441,14.18841,0.0,0.0,129.0,66.70185,0.0,0.32,3.145,-1.0,1.33515,16.378154236593364,0.35822939194463566,0.23724171492052973,0.19938980487438632,0.2041929059819849,63988.79420246814,0.16723995117576335,43616.36316646637,5.810880620915816,0.19791680826184424,2.306728724722475,96.23050814275986,0.11612489901136568,88.89952907827205,95.48194889384982,21.98871527777778,0.28081675958366314,0.3232104222764798,0.11770399278090111,268.8608979848974,0.29410937513697977,0.2836022480890899
64,164,70.1677,16.9945,51,19.7737,0,135,125,4,129,4,0.99852,70.72752,0.0,0.0,7.89286,8.471,14.84142,0.0,0.0,129.0,66.67385,0.0,0.32,2.587,0.41178,1.31383,16.42943450550974,0.36251464265743866,0.2373141014300663,0.1979641085228823,0.2039448253983081,64008.993009869715,0.16667523910267346,43226.67910850445,5.8682709389576075,0.19755876549957235,1.6117392578500291,96.14622136037207,0.11570012441877982,91.849408335548,95.50185638694195,22.25925925925926,0.2800014395148412,0.3232104222764754,0.11813804472458758,268.4182276442344,0.29550462610803263,0.2840372563603886
65,165,70.1363,17.4418,51,20.1563,0,135,125,4,129,4,0.99741,70.67811,0.0,0.0,10.21429,8.463,14.66771,0.0,0.0,130.0,66.64347,0.0,0.32,2.524,-1.0,1.304796,16.449825522340376,0.36715375690580443,0.2377361791959422,0.19641669638417414,0.20357451631080606,64051.39428232447,0.16608267554745323,43196.117000966326,5.860357911385365,0.1972961545061027,1.5091304512370032,95.56687493465718,0.11520915533355396,91.54188418883186,95.49983063430717,22.39332561728395,0.2793402823773155,0.32321042227647717,0.11851377928574518,267.9774033857928,0.2969750625496904,0.28416393117511834
66,166,70.1434,17.18,51,20.8799,0,135,125,4,129,4,1.00456,70.67661,0.0,0.0,8.5,8.422,15.06141,0.0,0.0,129.0,66.6185,0.0,0.33,2.316,-1.0,1.283606,16.363022604106384,0.37581065743944503,0.23749990012054023,0.1948556828171794,0.2021270801673785,64034.53916384833,0.16540972325404235,43419.309330156415,5.894010591601399,0.1967332040066738,1.938755261233647,95.63150014474355,0.11459639452749874,92.01171348905268,95.49362380772108,22.60498649691358,0.27848352694946626,0.3232104222764738,0.11885065031219569,267.5168579608873,0.29790633258688376,0.2843466307425293
67,167,70.0011,16.9821,51,19.9962,0,135,125,4,129,4,1.00785,70.5448,0.0,0.0,9.10714,8.43,14.83367,0.0,0.0,129.0,66.60376,0.0,0.32,2.208,-1.0,1.244274,16.453447695131654,0.3761014994232974,0.23735111878549564,0.19325383066871232,0.20080954446021035,64000.2246922702,0.1648600383406076,43128.92187703904,5.877905742104567,0.19623638843683658,1.1931567022954401,95.16461632955426,0.11407909513449772,92.10345901500243,95.50392771655696,22.73635223765432,0.27750489152016616,0.3232104222764793,0.11928703484840605,267.06756314998603,0.2982994019856896,0.28439964420294467
68,168,70.0869,17.0674,51,19.5834,0,135,125,4,129,4,1.002,70.63704,0.0,0.0,7.35714,8.444,14.66567,0.0,0.0,129.0,66.56902,0.0,0.32,2.601,-1.0,1.274007,16.42639348536362,0.37575381776239775,0.23733896770267185,0.19178947257889045,0.19983985933110823,64036.976267683815,0.16459382329913372,43262.0801936639,5.873043997892671,0.19542076323781662,1.5068695998168902,95.50473556963291,0.11346047917402921,90.322551945316,95.49335388699524,22.828221450617285,0.2764484104227461,0.323210422276478,0.11958260905442562,266.60850878359145,0.29865499017780706,0.28453944813828336
69,169,70.0255,16.8381,51,20.1482,0,135,125,4,129,4,0.99595,70.6168,0.0,0.0,7.21429,8.42,14.74258,0.0,0.0,129.0,66.5172,0.0,0.32,2.567,-1.0,1.227525,16.494695404429493,0.37163308905497816,0.23709438140734593,0.19064466905890198,0.19870974759140417,64084.08991892021,0.16486204603174073,43139.95227778846,5.85922026887604,0.1949731757439981,1.6538646464226583,94.77385369591686,0.11298465657638261,91.70026804930384,95.5047272342499,22.99025848765432,0.27555219626375244,0.3232104222764827,0.12014669323265202,266.15050087173796,0.2990043789945451,0.28496576741295976
70,170,70.0605,17.0698,51,19.5998,0,135,125,4,129,4,0.99648,70.69297,0.0,0.0,7.46429,8.458,14.54814,0.0,0.0,129.0,66.4874,0.0,0.32,2.678,-1.0,1.246815,16.441283991307387,0.36673621550480573,0.23656459258209642,0.18945624484043366,0.19810466445356825,64128.398825445125,0.1649090334446541,43177.69420708639,5.853753129478086,0.1946080429015899,1.4514279597214508,95.01613992839285,0.1124983532526403,90.75814072484441,95.49165915458164,23.04050925925926,0.2745839811611824,0.3232104222764816,0.1207444668235944,265.68592562486987,0.29971619278524103,0.2853766485647233
71,171,70.0082,16.9482,51,20.0199,0,135,125,4,129,4,0.99849,70.67185,0.0,0.0,8.57143,8.45,14.74559,0.0,0.0,129.0,66.43783,0.0,0.32,2.348,-1.0,1.171183,16.474351671006946,0.36662013776824287,0.23572167856499202,0.18810521590992044,0.19785734665424626,64232.98692549389,0.16502752694661038,43083.274387800586,5.87808500781109,0.19413892000464258,2.0836231196465413,94.98892140261081,0.11210664109963392,92.26501583227183,95.50412648943114,23.224006558641975,0.2734483204586851,0.32321042227648306,0.12101386669540484,265.21903826518957,0.3003788475966386,0.2852178703615394
72,172,70.1462,16.8589,51,19.5404,0,135,125,4,129,4,1.00281,70.8414,0.0,0.0,5.57143,8.411,14.63761,0.0,0.0,130.0,66.41446,0.0,0.32,2.993,0.41281,1.204922,16.500864853093653,0.37539543252595026,0.23478282146754778,0.18671652800754004,0.19726104148106846,64341.93080536239,0.1652106432274666,43452.181084084004,5.879668366196397,0.194005355187272,1.2500416254768543,95.18516199668659,0.1119665449048152,89.26677840732424,95.47753649733549,23.39409722222222,0.2723657438054894,0.3232104222764834,0.12174510349679857,264.7624656778885,0.3011542894189692,0.28500553387578237
73,173,70.1211,17.1932,51,19.495,0,135,125,4,129,4,0.99859,70.85289,0.0,0.0,8.21429,8.428,14.56821,0.0,0.0,129.0,66.38144,0.0,0.32,2.353,-1.0,1.220348,16.496431703920717,0.38029419580776497,0.23394765190251446,0.185461583032706,0.19565886882302497,64366.84978032509,0.1652567649066444,43314.76165473008,5.882516629544037,0.19377425336997114,1.6886521900634015,94.45898567611418,0.11177482831829003,92.43068702683382,95.48952626871613,23.43793402777778,0.27123980406336184,0.32321042227648356,0.12233081606636677,264.2985132460236,0.30181587712529756,0.28490439683030244
74,174,70.0178,16.8757,51,19.4074,0,135,125,4,129,4,0.99393,70.80905,0.0,0.0,8.21429,8.486,14.85372,0.0,0.0,129.0,66.32114,0.0,0.32,2.549,-1.0,1.160038,16.50399365837191,0.3802896941014987,0.23296559607415457,0.1843687585066758,0.19405924074660116,64361.90123384696,0.1654309757389832,43123.892414687994,5.9036444352884905,0.1937057513747632,1.5863460111403436,94.70945498874165,0.11189941237341695,92.43498561724958,95.49677942307015,23.520399305555557,0.2701821421859862,0.3232104222764896,0.12281796013510841,263.8256208564746,0.30245935592586987,0.28481846546529827
75,175,70.0935,17.1975,51,19.8207,0,135,125,4,129,4,0.99605,70.90888,0.0,0.0,11.42857,8.46,14.5916,0.0,0.0,130.0,66.27855,0.0,0.33,2.395,-1.0,1.176847,16.466808742947048,0.38441743608765727,0.2320308766999819,0.18339384715947005,0.192885402872442,64393.9111122818,0.16587225234755243,43275.36563721562,5.893032273699002,0.19346565499022197,1.1779013424383782,94.3661908031043,0.11188246400532058,92.49237236614867,95.47947846175886,23.588300540123456,0.26917811829856864,0.3232104222764916,0.12358495967485968,263.3546114799299,0.30291046639151553,0.28484497326404384
76,176,70.1068,17.0039,52,21.2813,0,135,125,4,129,4,0.9961,70.99979,0.0,0.0,6.60714,8.464,14.86947,0.0,0.0,129.0,66.24375,0.0,0.32,2.427,-1.0,1.149032,16.477193384994695,0.3842394172825823,0.23123640116713465,0.1823403262602916,0.19169320661394273,64380.74520775376,0.16605316823035018,43328.005797131795,5.930118123450504,0.19359330110005082,1.3369202836839054,94.39613854077291,0.11202138717281211,90.80583102409561,95.45272496711337,23.76808449074074,0.26794412350252156,0.3270514632555473,0.12407803609744557,262.87552903090307,0.30350918965214246,0.2846658468506223
77,177,70.3533,16.9667,52,20.7435,0,135,125,4,129,4,0.99899,71.2509,0.0,0.0,6.32143,8.457,14.70493,0.0,0.0,130.0,66.19704,0.0,0.32,2.131,-1.0,1.148942,16.47065414617091,0.384003192753555,0.23022808247407697,0.18110026498365484,0.19019482204014385,64448.07704821134,0.16634576267276321,43832.2638673083,5.9147168474748195,0.19379366460740352,1.8716138967047238,94.33329581106256,0.11235961662479542,89.92153040372246,95.4408734086696,23.889322916666668,0.2665785213674556,0.3292690892987758,0.12467867211426172,262.39787766736634,0.3041002089175248,0.2843394207974287
78,178,70.3542,17.4157,52,20.0971,0,135,125,4,129,4,0.99789,71.32455,0.0,0.0,7.28571,8.478,14.67009,0.0,0.0,130.0,66.17034,0.0,0.32,2.635,-1.0,1.172021,16.496796596197434,0.38428288259592336,0.22988371504717175,0.17990946390737733,0.18912417065443646,64436.7495657492,0.16736193791327228,43787.31648274516,5.907973788773732,0.19419303971778537,1.979076166593592,94.7158854552338,0.11272447603190208,90.84475843435469,95.42812202007111,23.941599151234566,0.265015970564323,0.32926908929877646,0.12526588949456108,261.9194669843657,0.3047190497243836,0.2841518977238955
79,179,70.3598,17.3126,52,20.2765,0,135,125,4,129,4,0.99793,71.34633,0.0,0.0,7.89286,8.458,15.0587,0.0,0.0,131.0,66.11148,0.0,0.33,2.688,-1.0,1.131393,16.497288079909335,0.3841592899223362,0.22924308001973875,0.17866532582696976,0.18826012574303397,64337.5122151637,0.1682646708378687,43771.61363355332,5.957923100571633,0.19446334699434742,1.7425213569829812,94.38432623623314,0.11286694250231735,90.11585522971589,95.42461935036512,24.019724151234566,0.2635562704152463,0.3292690892987769,0.12572732042172688,261.4374605474173,0.3053565379162834,0.2837389731850019
80,180,70.3719,17.5783,52,20.1031,0,135,125,4,129,4,1.00101,71.37443,0.0,0.0,8.53571,8.464,14.96862,0.0,0.0,131.0,66.07665,1e-05,0.33,2.665,0.41011,1.121506,16.50719009211034,0.38388678130565035,0.22876959076902215,0.17722130676815967,0.1867897482773004,64395.616960107756,0.16917554666752554,43834.01145414332,5.961548668940832,0.19464753010393823,1.557152518367253,94.36974121833538,0.11307786982408556,90.12850625021493,95.41331514143819,24.116657021604937,0.26192930538895765,0.329269089298779,0.12640321163277346,260.95375649206215,0.3061696150537328,0.2831874555508127
81,181,70.275,17.603,51,20.8362,0,135,125,4,129,4,0.99907,71.31468,0.0,0.0,6.85714,8.454,15.20366,0.0,0.0,130.0,66.05259,0.0,0.33,2.374,-1.0,1.126896,16.43797942738474,0.38394184051887603,0.22781082616371126,0.17543049347703044,0.18441875472617933,64413.237959789374,0.1703719872331208,43645.94103589297,5.9914863053220895,0.1949627134717456,1.1729815522895952,94.54233207494455,0.11311410732898591,89.98241336995261,95.42887014963102,24.266010802469136,0.2601276134895492,0.32926908929877763,0.1268112509340734,260.4592141446296,0.30704012546242637,0.2825524764227251
82,182,70.3019,17.5034,52,20.6196,0,135,125,4,129,4,0.99582,71.43798,0.0,0.0,7.92857,8.466,15.23038,0.0,0.0,130.0,66.01968,0.0,0.32,2.715,-1.0,1.108045,16.44715768319589,0.39348118315109576,0.22714839801244308,0.1738210437069017,0.18200980088790394,64384.356562091554,0.17124796659170083,43640.15331294118,5.994437954807183,0.19515916134831357,2.122767697479242,93.86782806152524,0.11315529047994047,91.72016644035124,95.40965905239965,24.347800925925927,0.25795324884062193,0.3292690892987808,0.1269636207179999,259.9649120658262,0.3075729686479822,0.2818244584281393
83,183,70.4172,17.9572,52,19.8716,0,135,125,4,129,4,1.00124,71.56923,0.0,0.0,8.0,8.473,15.13915,0.0,0.0,130.0,65.98091,0.0,0.33,2.458,-1.0,1.062539,16.41443097149884,0.389134925081119,0.226337823325322,0.17246463716599617,0.17947587084520145,64407.43209362082,0.17157884834595166,43865.914255812735,5.989264376907382,0.1954075069766845,1.7873860606957774,94.80497636700845,0.11346168337225172,90.02426045845812,95.39302502010408,24.393422067901234,0.25580809222234496,0.32926908929878157,0.12742746968944682,259.44535426198706,0.3077525756513032,0.28128487777172784
84,184,70.3196,17.7141,52,21.1346,0,134,125,4,129,4,1.00589,71.53415,0.0,0.0,6.82143,8.495,15.53594,0.0,0.0,130.0,65.9521,0.0,0.32,2.203,-1.0,1.119085,16.477121988932293,0.39324632220346023,0.2255497455314269,0.1710107373281338,0.17734560619854206,64480.43515879222,0.1719637950776836,43537.750097314645,6.0243155085839435,0.19551322954285466,1.3134937924006973,94.24076310351296,0.11395668809502528,90.1221626308235,95.41637020615623,24.51364776234568,0.25377407550652803,0.329269089298781,0.12768418406305368,258.93334323264776,0.30778856162156687,0.2807891999973375
85,185,70.4761,17.9912,52,20.4479,0,134,125,4,129,4,1.00162,71.7456,0.0,0.0,6.96429,8.49,15.32081,0.0,0.0,130.0,65.89861,0.0,0.32,2.975,-1.0,1.086076,16.416500138647763,0.3930178072802771,0.22478806065057422,0.16957855333590646,0.17594272667225888,64537.49589783035,0.17275699550485207,43883.86713391359,6.022069296225268,0.19553734156706826,1.5315335209007586,94.47233455502105,0.11455225431103759,90.26790456627307,95.38979632045036,24.63083526234568,0.25172300803307895,0.32926908929878324,0.12784032985589444,258.40490283360504,0.30777873347780754,0.2803219626441145
86,186,70.5875,18.3579,52,19.776,0,134,125,4,129,4,0.99571,71.86463,0.0,0.0,7.0,8.466,15.56045,0.0,0.0,129.0,65.87006,0.0,0.32,2.858,-1.0,1.08908,16.419589760862753,0.39330415228604404,0.2240065458801361,0.16837881895631232,0.1748728148384991,64524.16490846764,0.17390457206840204,44156.059719797486,6.049989544531488,0.19532465422121584,1.7164594292915494,94.29481354794822,0.11506247004077652,91.83702426342762,95.39275848448025,24.784770447530864,0.25003063097696177,0.3292690892987811,0.12820609694755247,257.87800263622495,0.30748949470727743,0.27986682331977003
87,187,70.6539,18.3415,53,20.9164,0,134,125,4,129,4,0.99374,72.0069,0.0,0.0,7.53571,8.457,15.8817,0.0,0.0,128.0,65.81832,0.0,0.32,2.726,-1.0,1.120802,16.441023838372878,0.39330415228604404,0.22293500474526065,0.1674400410453926,0.1739299177411895,64471.79215712948,0.17483956819014124,44211.81951895099,6.087717627256361,0.19509379655015552,1.7847220090766982,94.74248770258107,0.11567098802616581,91.95933461942005,95.36609600804951,24.887297453703702,0.2489763837450849,0.3314867153420008,0.1282904054942493,257.34176091518736,0.3076012047011437,0.2794459237766506
88,188,70.674,19.0824,53,21.1342,0,134,125,4,129,4,0.99775,72.06426,0.0,0.0,6.89286,8.473,15.86074,0.0,0.0,128.0,65.77815,0.0,0.32,2.423,0.40471,1.086659,16.44368772153501,0.39342333372087684,0.22183796526146551,0.1667264107957256,0.17296156953200859,64488.09017963924,0.17558927564157792,44295.6449952846,6.076688960844701,0.19481624145660728,1.6589758528465648,94.64938786630832,0.11629771438404365,92.07130675429762,95.34915739266262,25.012056327160494,0.24826959844314841,0.3314867153420081,0.12883247276512091,256.79934330589407,0.3078920352818183,0.27887988934847324
89,189,70.7524,19.1658,53,21.7596,0,134,125,4,129,4,1.00229,72.18349,0.0,0.0,6.17857,8.454,16.50373,0.0,0.0,128.0,65.74122,0.0,0.32,2.576,-1.0,1.106847,16.45312914436246,0.3917281539961539,0.22082036964401922,0.16578673461136328,0.17125459164646306,64327.21474940433,0.17628024066072845,44435.68728329802,6.1392376330679514,0.19420084132000523,1.755387697596055,94.77580092804773,0.1169850317657397,91.04489836064583,95.33310158355263,25.200569058641975,0.24754656757789698,0.33148671534200896,0.1293189115604118,256.2478104508053,0.30835867114861426,0.2781404878322412
90,190,70.6253,19.2407,53,22.1975,0,134,125,4,129,4,1.00216,72.15437,0.0,0.0,4.53571,8.46,16.57362,0.0,0.0,127.0,65.68932,0.0,0.32,2.456,-1.0,1.102129,16.47184960636092,0.4024496202137642,0.21970090903424389,0.1645296271300986,0.16967472791461075,64476.45328311103,0.17686110166815203,44127.581718958805,6.157036138208192,0.19394876498008212,2.0688631887425863,94.77407130880223,0.11764221891697174,92.17771359428586,95.33924551794355,25.41377314814815,0.24662062865429185,0.3314867153420098,0.129682785866363,255.69276297783014,0.3086244552506659,0.27713159069090165
