,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,cubrow.0.5,blockiness,temporal,uhdhdsim,tone,cubcol.0.3,cubcol.0.5,saturation,cubcol.0,movement,cubcol.1.0,fft,blur,staticness,color_fulness,noise,cubrow.0.3,contrast,cubrow.1.0,cubrow.0.6,cubcol.0.6
45,345,40.5298,6.84327,36,9.58143,0,113,119,10,139,9,0.99324,45.27373,0.0,0.0,2.82143,8.299,6.04628,0.0,0.0,128.0,44.10169,0.0,0.41,2.095,-1.0,0.449514,0.13569226810225588,0.18594369006732336,1.7692809420995723,4.871681595866263,98.52899228313953,0.6810811764705853,0.07629990437989044,0.08622772363892808,54.475242332175924,0.09978827458123313,8.806086033950617,0.14024238619117851,64139.78277504897,13108.77452663701,651.1485562753088,75.72146873061696,0.39932047480203164,0.12761486511023198,88.29787153502193,0.14276614675038096,0.18531570686146395,0.14929063470384876
46,346,40.4632,6.7712,36,9.00536,0,113,119,10,139,9,0.99131,45.20671,0.0,0.0,2.67857,8.352,5.89391,0.0,0.0,128.0,44.08541,0.0,0.41,2.23,-1.0,0.451354,0.13575469743683277,0.18596228789627356,1.3616571045929524,4.53130183026977,98.54053636986026,0.6805078431372549,0.0762645638105687,0.08603567249593912,54.47882532190393,0.10040732778862216,8.725453317901234,0.1398953904342085,64076.60142919599,13098.155161350935,651.1712735124233,76.04341881408651,0.39932047480203087,0.12775517460039626,87.92947075119875,0.14246107810953787,0.18565483499536414,0.14919067165678981
47,347,40.4847,7.01556,36,9.03927,0,113,119,10,139,9,0.99381,45.25561,0.0,0.0,2.82143,8.334,5.82445,0.0,0.0,128.0,44.08777,0.0,0.42,2.191,-1.0,0.437611,0.1359699569430409,0.18591992446548006,1.669892927597932,4.552347154543855,98.53174179800043,0.6805501960784314,0.07616933105634034,0.08589108026286395,54.453610455548315,0.10037143327490408,8.584442515432098,0.13961816354421608,64115.9362850073,13100.37930824197,651.2034734461934,76.14352073952206,0.3993204748020305,0.1278150548680951,86.1226182593044,0.14220513068837778,0.1860545116544295,0.149094436772362
48,348,40.7629,7.03834,36,9.21724,0,113,119,10,139,9,1.00097,45.49251,0.0,0.0,2.10714,8.314,6.04206,0.0,0.0,128.0,44.08362,0.0,0.41,2.249,0.20087,0.450659,0.1362211355594787,0.18587764940994594,1.7332474466905001,4.574170783343739,98.50422313825183,0.6802407843137256,0.07609912908874554,0.08571977466047823,54.560281447422355,0.10012909844777558,8.595437885802468,0.13935782991906134,64094.60311803838,13241.189505997612,651.2293828512638,75.91949705019638,0.3993204748020318,0.12791287599604825,87.92358240732943,0.14203640515894136,0.18637601189500025,0.14905252591348664
49,349,41.0141,6.63737,36,8.70847,0,113,119,10,139,9,1.00265,45.73557,0.0,0.0,2.35714,8.34,6.06379,0.0,0.0,129.0,44.10991,0.0,0.41,2.254,-1.0,0.44285,0.13636831912336803,0.18590737107652544,1.7361286229887503,4.548798501229083,98.46837237317784,0.6812874509803921,0.0761740224764998,0.08554181653531873,54.47689743983892,0.09994372812013597,8.61255787037037,0.13926028022344186,64166.889044589676,13459.63053616295,651.2692359146405,76.07261452977106,0.3993204748020338,0.12810006354023726,89.86350105899706,0.14189831238651143,0.1866886844968987,0.1489517165701242
50,350,40.9887,6.70915,36,9.0268,0,113,119,11,139,9,1.0053,45.69651,0.0,0.0,2.89286,8.324,5.72254,0.0,0.0,128.0,43.68888,0.0,0.41,2.144,-1.0,0.466109,0.13663358888481061,0.185873239647125,1.7459149299582868,4.589855400946162,98.49787669122279,0.6734529411764705,0.07619396149281345,0.0854368290964098,54.93306760434751,0.10000856875859633,8.64867862654321,0.13934411251264875,64266.020871094865,13414.00803479948,651.3976236360879,76.36282290634294,0.3971028487587965,0.1282677192959728,87.73434210287911,0.14170552748000095,0.1870236989901547,0.1488272102362506
51,351,40.8806,6.27645,36,9.06065,0,113,119,11,139,9,1.00597,45.57085,0.0,0.0,3.0,8.342,5.7947,0.0,0.0,127.0,43.19145,0.0,0.41,2.209,-1.0,0.486202,0.13690415376610782,0.18585517200905452,1.5524703785551979,4.582766747387083,98.5134032944953,0.6644701960784315,0.07624439075522323,0.08524451185311449,55.364978366427955,0.10061495353078388,8.710117669753087,0.13952453423908726,64320.51856744312,13318.103234361475,651.6284840572831,76.4379949313664,0.3993204748020294,0.12842912599528167,88.25948972604127,0.1415031702383998,0.18734839842994866,0.14857879174333477
52,352,40.9575,6.51639,36,8.80768,0,113,119,11,139,9,1.00476,45.64613,0.0,0.0,2.67857,8.32,5.40245,0.0,0.0,127.0,43.17786,0.0,0.41,2.113,-1.0,0.441894,0.1372273428624538,0.1859038116959157,1.742657982370617,4.371117104088419,98.4941265328199,0.6645980392156849,0.07631422387937196,0.08518302236085007,55.406116438500675,0.1015320574396116,8.583333333333334,0.13957913523152332,64417.475280773804,13405.315082695684,651.8653240398504,76.2964273832223,0.39932047480202765,0.1285810668506884,88.75829807581562,0.14131832307718556,0.1877390597431186,0.1485091037678875
53,353,40.9307,6.97597,36,8.51302,0,113,119,11,139,9,1.00084,45.5796,0.0,0.0,2.53571,8.283,5.60946,0.0,0.0,127.0,43.09017,0.0,0.41,2.019,-1.0,0.471404,0.13761540892914373,0.18596296321050615,1.9076121937387898,4.3872155301540285,98.50628977632779,0.6628752941176471,0.07631626722403202,0.08511037174726391,55.34225972493489,0.10258136349623924,8.438802083333334,0.13967467928020746,64498.26147524304,13406.13688466776,652.0852760055991,76.47561956039226,0.3993204748020253,0.12868138887875966,89.89746280617712,0.1411704719586862,0.18808778332327777,0.14838371333312533
54,354,40.7409,6.40415,35,9.0506,0,113,119,11,139,9,1.00034,45.37407,0.0,0.0,2.75,8.253,6.01974,0.0,0.0,127.0,43.02712,0.0,0.42,2.233,-1.0,0.515856,0.13799556563727222,0.18603935909265298,1.896737544974,4.440126338373736,98.54382305255731,0.6620678627450951,0.076342966654252,0.08506841601845753,55.38106113009983,0.10352871283787586,8.349971064814815,0.14000257331346525,64515.20410376867,13199.469386947452,652.2972566592388,76.82882062301947,0.3971028487588087,0.12877500617793378,86.71034652134892,0.14103687022703634,0.1883530393332099,0.14820335074474567
55,355,40.8607,6.69052,36,7.96634,0,113,119,11,139,9,0.99795,45.46779,0.0,0.0,2.85714,8.206,5.50188,0.0,0.0,126.0,43.01095,0.0,0.41,2.11,-1.0,0.531734,0.13833406053042108,0.18613643079636735,1.8068146076653078,4.3528673891423395,98.52225473791789,0.6621611764705884,0.07635959331947482,0.08499013430255684,55.304216549720294,0.10437334269595824,8.489390432098766,0.14023050621732827,64363.315928298005,13282.232766781934,652.5255518040744,76.50020396496832,0.3971028487588005,0.12893976182398278,88.7156771699579,0.14093640910624997,0.1886770524902367,0.14809780828572164
56,356,40.8455,6.68591,36,9.09641,0,113,119,11,139,9,0.99692,45.46325,0.0,0.0,3.10714,8.273,5.75325,0.0,0.0,126.0,42.97901,0.0,0.42,2.667,0.21193,0.462458,0.13861680010043018,0.18620385143663887,2.2536250797579407,4.32377945800203,98.53103282886259,0.6616741176470589,0.0763011997959024,0.08498139435720248,55.24707860122492,0.1049286695621415,8.483362268518519,0.14095577868930442,64406.310382316755,13274.195535652072,652.7347830034698,76.55478795373136,0.3993204748020285,0.12905814112904382,88.22486136675869,0.14082815332524015,0.18890589541428174,0.14799621568965596
57,357,40.9463,6.84107,36,8.74902,0,113,119,11,139,9,0.99602,45.6087,0.0,0.0,2.46429,8.304,5.75398,0.0,0.0,126.0,42.95964,0.0,0.42,2.344,-1.0,0.455555,0.13890570586132092,0.18627676968877677,2.699103957660216,4.365644372929964,98.50516449499138,0.660778431372549,0.07635793703019277,0.08488499722856975,55.22130066671489,0.10527440227149171,8.40576774691358,0.14171437399826387,64250.322985062405,13391.539938082338,652.9385508973837,76.66316605422138,0.3993204748020318,0.1291426020419166,88.12878950345717,0.1406983712854839,0.1890239296421083,0.14795941121302073
58,358,40.9727,6.86179,36,8.46863,0,113,119,11,139,9,0.99709,45.66109,0.0,0.0,2.25,8.319,5.88741,0.0,0.0,126.0,42.97009,0.0,0.41,2.327,-1.0,0.417683,0.13927403245654438,0.1863571892163918,1.635023131424221,4.39289522444277,98.50886024941518,0.6614411764705883,0.07638948167018997,0.08481082238902961,55.299745912905095,0.10559980693701736,8.358989197530864,0.14232839021760552,64296.29744343544,13398.473487925743,653.1493710302735,76.60122247467913,0.3993204748020321,0.12921360494448958,88.40716635982427,0.14047217635650186,0.18907234209961382,0.14788651153768745
59,359,40.9537,6.85801,36,8.54831,0,113,119,11,139,9,0.99861,45.67357,0.0,0.0,1.92857,8.267,5.91929,0.0,0.0,125.0,42.98868,0.0,0.42,2.277,-1.0,0.429898,0.1396816042944062,0.186426401559964,1.8653596003103237,4.441359950351979,98.50482756067699,0.6616266666666666,0.07644979138758275,0.08475712540774785,55.346726782527966,0.10576477750746067,8.253616898148149,0.14283998627989386,64222.25764996932,13407.820461520838,653.3761935786247,76.62643691143884,0.399320474802033,0.1293888640514549,86.29326719870818,0.1401910094157252,0.1891504548749066,0.1478567323217765
60,360,41.1611,6.71455,36,8.69349,0,113,119,11,139,9,0.99859,45.83117,0.0,0.0,2.10714,8.249,5.91268,0.0,0.0,125.0,43.04599,0.0,0.42,2.31,-1.0,0.471788,0.1402831102093952,0.18648904264162233,1.4911989526939686,4.425420893382971,98.48827934477094,0.6620901960784314,0.0766078985145387,0.08464427415656146,55.34813077950184,0.10615744662771642,8.213059413580247,0.1432838784221124,64247.23229758627,13527.439391160766,653.6041997069783,77.16712088244113,0.3993204748020281,0.12975116928848346,88.35631427640624,0.14001405378129414,0.1891997708947238,0.1478756647687563
61,361,41.2795,6.73928,36,8.80817,0,113,119,11,139,9,0.99943,45.96637,0.0,0.0,1.96429,8.227,5.79735,0.0,0.0,124.0,43.13135,0.0,0.42,2.238,-1.0,0.468666,0.14074578707095392,0.18649829299854728,1.951755478269491,4.375908121505762,98.46470398373738,0.6617760784313725,0.07666425862996777,0.08479617092326376,55.293821546766495,0.10681675189139694,8.287278163580247,0.14367569190159354,64239.02568851143,13640.22518436522,653.8482995103177,77.04630531258445,0.3993204748020314,0.1300774769715358,90.44110711221813,0.13972682750527138,0.18921920723854482,0.147839471234312
62,362,41.4233,6.25254,36,8.35991,0,113,119,11,139,9,0.99756,46.06924,0.0,0.0,2.39286,8.272,5.826,0.0,0.0,124.0,43.19816,0.0,0.42,2.351,-1.0,0.491217,0.14145701058633567,0.18659411863434047,2.3983665527937785,4.358175007599184,98.44818730970289,0.6627956862745099,0.07664274370687196,0.084726156129834,55.38467614444686,0.1069953976986274,8.2109375,0.14400596549755948,64240.92138052725,13770.180050341114,654.1063775396284,77.20206251813045,0.39932047480202676,0.13043957549774923,88.30519395130483,0.13960731297093473,0.189218936768181,0.1478417414028416
63,363,41.4087,6.72061,36,8.62192,0,113,119,11,139,9,0.99416,46.00901,0.0,0.0,2.78571,8.25,5.38417,0.0,0.0,122.0,43.1658,0.0,0.41,2.356,-1.0,0.507905,0.14228369577364908,0.18664186754541218,1.7068291713780734,4.440095365609828,98.45287297658604,0.6633153333333333,0.07662019536641494,0.08466953548741389,55.347748367874715,0.10834446585426492,8.155237268518519,0.14468257072600887,64304.87992544746,13735.173501878908,654.3649901336225,77.14153341579329,0.3971028487588019,0.13047936639055774,88.01834465170218,0.13942523831447598,0.18931046133515866,0.14782130712412314
64,364,41.6119,6.57674,36,8.48818,0,113,119,11,139,9,0.99329,46.16687,0.0,0.0,1.92857,8.233,5.79545,0.0,0.0,122.0,43.14847,0.0,0.42,2.172,0.20653,0.502464,0.1430239291716478,0.1866545996642847,1.5501729573179548,4.457069362623914,98.44651836402261,0.6629878431372549,0.07661144700526999,0.08474981630694305,55.29880212854456,0.10949326489647442,8.142746913580247,0.14556615100206272,64423.58927667699,13925.584514262255,654.6302428927847,77.37067946934278,0.39488522271557597,0.13074437446781023,86.19839978608447,0.13926402201911767,0.18942522870943218,0.14783009306185252
65,365,41.6315,6.26829,36,8.77663,0,113,119,11,139,9,0.99605,46.19869,0.0,0.0,1.57143,8.191,5.68139,0.0,0.0,124.0,43.19773,0.0,0.42,2.135,-1.0,0.530617,0.1435527501388827,0.18677774222720012,2.2117786859180146,4.376284588746204,98.43911844150547,0.6640694313725475,0.07661701756378407,0.08449190729961514,55.28711370774258,0.11009625098884585,8.231095679012345,0.14665291997494423,64373.18049543665,13924.975767531096,654.890112435637,77.38731989622988,0.3987262636946339,0.13111037392428515,89.25067879886909,0.13906016069570482,0.1896054909239437,0.14783057434757715
66,366,41.6212,6.69024,36,7.91972,0,113,119,11,139,9,0.99962,46.19745,0.0,0.0,1.10714,8.233,5.39839,0.0,0.0,124.0,43.21286,0.0,0.41,2.196,-1.0,0.536859,0.14421825305223002,0.18695018050107637,2.2739832369875352,4.37682514472299,98.4357246175957,0.6645298039215688,0.0765659992212651,0.08435131352902189,55.29290809160398,0.11071657482793151,8.28732638888889,0.14776994706719787,64391.2408900419,13898.78587387085,655.1431930830609,77.55621576664885,0.39932047480203164,0.13144217250888549,87.20778566558548,0.13886177066613462,0.18978888471479163,0.14781593320153683
67,367,41.5232,6.28757,36,8.14444,0,114,119,11,139,9,1.00215,46.15921,0.0,0.0,0.82143,8.313,5.76931,0.0,0.0,123.0,43.22083,0.0,0.41,2.171,-1.0,0.496403,0.14498093201143972,0.18716436813539225,2.8307504770139635,4.379823417674539,98.44086428609167,0.6652050980392158,0.07658803274359156,0.084228489206783,55.316975911458336,0.11143670638865452,8.233265817901234,0.14873968757209524,64376.10835014206,13775.851051798614,655.4179883847859,77.62639593088369,0.39932047480202854,0.1316437043220197,87.95883983863277,0.13890343273490152,0.1900386472076357,0.14772526352005824
68,368,41.6407,6.19674,36,7.70477,0,114,119,11,139,9,1.00466,46.2602,0.0,0.0,0.78571,8.288,5.4049,0.0,0.0,125.0,43.20524,0.0,0.41,2.363,-1.0,0.490396,0.14587456083617892,0.18728049228533394,2.562833105947839,4.341382951886183,98.41951818093764,0.6641337254901961,0.07661064207530169,0.08415771787708495,55.29163916317034,0.1122593279905802,8.212818287037036,0.14964322396246968,64399.42732830813,13841.218086225068,655.6716750149197,77.98154112042259,0.39932047480202937,0.1318581526453718,88.06321272456846,0.1390744288277591,0.1902883616504922,0.14787847140295776
69,369,41.7308,6.04076,36,8.18175,0,114,119,11,139,9,1.00968,46.33183,0.0,0.0,1.46429,8.231,5.32828,0.0,0.0,124.0,43.22644,0.0,0.41,2.002,-1.0,0.519578,0.14665231466270057,0.18734119545493483,2.947510268936491,4.347885406756722,98.41948088618608,0.6636956862745098,0.07653342491472616,0.08433072859157646,55.34704062379436,0.11296906924097236,8.266878858024691,0.15042154272425615,64317.16592585648,13915.118467333374,655.9240401283128,78.11952288383125,0.3993204748020296,0.13206961518522778,88.84298254556496,0.13924833533733708,0.19056061350874925,0.14772262611749337
70,370,41.7602,6.35594,36,7.56375,0,114,119,11,139,9,1.00984,46.37479,0.0,0.0,1.89286,8.195,5.19891,0.0,0.0,124.0,43.2148,0.0,0.42,2.217,-1.0,0.506335,0.1474043161392211,0.18745697660684926,1.638041267496387,4.314374089566437,98.41511932972637,0.6635180392156863,0.07647621858344737,0.08479351682892258,55.140429461443865,0.11364455482750636,8.348234953703704,0.15090504397120652,64270.517964121595,13918.474136609739,656.1628815536864,77.81447724674523,0.39932047480202515,0.1324688528899693,89.20662652050497,0.1396031539225105,0.19088924304417496,0.14768887468235126
71,371,41.8574,6.84876,36,8.14916,0,114,119,11,139,9,1.008,46.48937,0.0,0.0,2.14286,8.172,5.46796,0.0,0.0,125.0,43.30257,0.0,0.41,2.164,-1.0,0.504493,0.1479999385397618,0.18754956025154992,3.3236964294053037,4.341370455050288,98.39911524823593,0.6644698039215687,0.07639478185257793,0.08526200123873831,55.282229199821565,0.11394938306667572,8.684895833333334,0.15144511846560205,64228.9621642826,14011.690547676704,656.4090422685748,78.3512595395884,0.3993204748020278,0.13290154328026038,87.59624569688788,0.14017006806080615,0.19116778557050965,0.14773612465416167
72,372,42.0212,6.99251,36,8.36024,0,114,119,11,139,9,1.00708,46.64054,0.0,0.0,1.82143,8.198,5.89955,0.0,0.0,125.0,43.30515,0.0,0.41,2.288,0.20563,0.495996,0.1484044501305111,0.18758016561317925,2.424566355216266,4.322404904260891,98.37241817587977,0.6646890196078432,0.07629314324478711,0.08576082811691896,55.32123970691069,0.11507016777197539,8.753375771604938,0.15218045742377856,64325.89152401549,14165.670634896456,656.6467435699725,78.53598124870376,0.39710284875879975,0.1331725413557365,89.57458046585663,0.14085583538675717,0.19142158964007117,0.14745429837036794
73,373,41.8911,6.7866,36,8.48118,0,114,119,11,139,9,1.00396,46.53678,0.0,0.0,2.32143,8.216,6.02525,0.0,0.0,126.0,43.29049,0.0,0.41,2.207,-1.0,0.513968,0.1488574841055294,0.1875520975433044,3.0137742413397763,4.328352598902013,98.38881489764793,0.6645753333333333,0.07625589707219624,0.0863660830514975,55.262922687295045,0.11604784148841264,8.712094907407407,0.1528365344653673,64300.240262786116,14044.13908802083,656.883295364952,78.98739476314645,0.3993204748020294,0.13322629232261818,87.35795921672556,0.14148377168957296,0.1916791106893826,0.14715973065323615
74,374,42.0875,6.28825,36,8.22195,0,114,119,11,139,9,0.9998,46.70561,0.0,0.0,1.64286,8.231,5.84864,0.0,0.0,126.0,43.33847,0.0,0.42,2.164,-1.0,0.51679,0.14921252527193232,0.18755673373621506,2.7895219821482846,4.292703825592823,98.3605392568453,0.6646258823529397,0.0762240236500993,0.08677220542063867,55.298209296332466,0.11709560614080888,8.689814814814815,0.15345404214853986,64359.69201341441,14197.885952512253,657.1144972076637,79.13782771284028,0.3993204748020272,0.13340539294489911,87.54970837666923,0.14191122076399384,0.19192620962402174,0.14718840074924047
75,375,42.0238,6.21411,36,8.50692,0,114,118,10,139,9,0.99858,46.61574,0.0,0.0,1.53571,8.194,5.41784,0.0,0.0,126.0,43.14128,0.0,0.41,1.886,-1.0,0.521144,0.1495746612224867,0.18759645293340163,3.015416725406284,4.859741953348744,98.36815843304765,0.6616945098039216,0.07614800854576088,0.0871696291257805,56.62003166292921,0.11826089554652044,9.319010416666666,0.15368783547259593,64388.422852734635,14056.03545244982,657.0215555759489,78.61263052559015,0.3993204748020298,0.13353902268894235,89.77856908932031,0.14232328340979594,0.1921452785360736,0.1470094739987769
76,376,41.946,6.24563,36,8.26353,0,114,118,10,139,9,1.00269,46.5656,0.0,0.0,1.46429,8.178,5.35405,0.0,0.0,126.0,43.02959,0.0,0.41,2.021,-1.0,0.513408,0.15015961774152156,0.1875821538762912,3.1994137968307714,4.583544257211763,98.3868003421002,0.6594094117647059,0.07612101278589249,0.08776980759157095,57.765156121901526,0.11930254155935624,10.26316550925926,0.15373629819291537,64362.07474751348,13995.584558968498,656.7382329057918,78.27703385517955,0.39104418173651984,0.13376535385690855,87.27210073691602,0.14253363122596013,0.19231179331659623,0.14666256614519954
77,377,42.0925,6.0577,36,7.81449,0,114,118,10,139,9,1.00845,46.70416,0.0,0.0,1.5,8.167,5.37705,0.0,0.0,126.0,43.02539,0.0,0.42,2.234,-1.0,0.499242,0.15072343634096635,0.1874827059143142,2.734071242367636,4.134966001503583,98.36797528198291,0.6591792156862746,0.07615798647961204,0.08823245076823076,57.81758946548273,0.12048040636453423,10.159963348765432,0.15353979438971307,64386.65108993297,14136.384526055936,656.476661174216,78.79028583576147,0.3954794338229672,0.13397917893394706,88.65132119248555,0.14265742543768734,0.19233164927509255,0.14629204630374018
78,378,42.2517,6.81568,36,8.38241,0,114,118,10,139,9,1.01375,46.8293,0.0,0.0,1.64286,8.147,5.21795,0.0,0.0,126.0,43.00203,0.0,0.42,2.138,-1.0,0.503466,0.1511040080402698,0.18743392863200253,2.819975960706908,4.179390622268781,98.34819770737161,0.6581686274509806,0.07621464819688088,0.08904373495396402,57.707497302396796,0.12150238810270571,10.072868441358025,0.15361640689776038,64363.81164972118,14284.925336213757,656.21906024479,78.68684300500749,0.39547943382296524,0.13413726030689468,86.51734914281852,0.14283602971916276,0.19230176127927592,0.14627028038819226
79,379,42.2475,7.18824,36,7.8744,0,114,118,10,139,9,1.01274,46.8571,0.0,0.0,2.0,8.127,5.87281,0.0,0.0,126.0,43.04433,0.0,0.41,1.996,-1.0,0.513381,0.15143452175774028,0.1873656106440003,2.3117129542557793,4.1651332826628344,98.35283293330832,0.6595458823529411,0.07633770206789645,0.08945041885574297,57.79903364770207,0.12225321922177328,10.068431712962964,0.1542845601203117,64350.15751312122,14266.591936413288,655.9804952331772,78.94630869502835,0.3954794338229654,0.13423738247963532,89.65828069555928,0.14301323930784435,0.1922462761150031,0.14615449465042216
80,380,42.1713,6.84622,36,8.17064,0,114,118,10,139,9,1.01183,46.80938,0.0,0.0,2.21429,8.134,6.19503,0.0,0.0,125.0,43.05633,0.0,0.42,1.938,0.19149,0.480137,0.1515851855340161,0.18732446658428714,3.478587607466759,4.105069795506206,98.34991183622571,0.6591007843137257,0.07646863309573654,0.09052814079018638,57.88498489945023,0.12294179292096162,9.907600308641975,0.15528944247279716,64320.66842989712,14268.31659624576,655.7705429727871,79.27962947747852,0.39710284875879953,0.13437329697001957,90.03003866474123,0.14326033379238673,0.1921675368083466,0.1458111885821654
81,381,42.3584,7.19577,37,8.90362,0,114,118,10,140,9,1.00892,47.03806,0.0,0.0,3.17857,8.164,5.95128,0.0,0.0,127.0,43.4333,0.0,0.42,1.851,-1.0,0.463192,0.15163232049742378,0.18720457246219685,2.6024315929324167,4.650274530454147,98.32261292317581,0.666521568627451,0.07664663105599162,0.09194575925337163,58.426111103575906,0.12368347444253995,9.910349151234568,0.15612999470676114,64220.78441791282,14367.547883599727,655.7476777799569,80.79689202629919,0.39326180777974046,0.13461359388732302,86.8632468131429,0.14346760828119134,0.19212898687087457,0.14569424960429156
82,382,42.3019,6.48891,37,8.18987,0,114,118,10,140,9,1.01101,47.03471,0.0,0.0,2.85714,8.184,6.21451,0.0,0.0,127.0,43.4704,0.0,0.42,2.09,-1.0,0.488457,0.15190353019814376,0.1871602055332015,2.0659124004285596,4.264793776131748,98.30304215573248,0.6659780392156863,0.07674476941151324,0.09239972910029678,58.57114287953318,0.12445997159658534,9.843315972222221,0.15663355958446443,64260.97675466341,14314.363552743816,655.7264359227788,80.63539342153626,0.39932047480202987,0.13491502670959035,86.72920179937977,0.14378908214018626,0.1920792503186296,0.14568289027995843
83,383,42.3374,7.08396,37,8.26609,0,114,118,10,140,9,1.00666,47.04569,0.0,0.0,2.25,8.225,5.58554,0.0,0.0,126.0,43.46131,0.0,0.42,2.149,-1.0,0.494411,0.15200871853906966,0.1871641049042834,1.8827294660800056,4.377756718934356,98.31622770913646,0.6656717647058823,0.07683873610379083,0.09363210410629871,58.47542920524691,0.1255433112331443,9.810378086419753,0.1570637812350948,64252.98121734199,14377.298684320343,655.7159857523812,80.73652668289864,0.3971028487588028,0.1351514127853429,88.61676348104075,0.14397284164939383,0.19191962972797563,0.14548143229254568
84,384,42.4453,6.71929,37,8.65438,0,114,118,10,140,9,1.00432,47.14992,0.0,0.0,1.64286,8.177,6.10345,0.0,0.0,126.0,43.44813,0.0,0.42,2.233,-1.0,0.47658,0.15203061591198685,0.18719543067463357,1.5827107187476381,4.421964851527899,98.30864961562108,0.6651141176470587,0.07689449379412616,0.09431638478430282,58.46493925871672,0.12649526108016698,9.820746527777779,0.1574895251780498,64238.417010788944,14477.012054607432,655.69877928345,80.93118626867577,0.393261807779744,0.13538123588733003,88.2046401568715,0.14405264317761982,0.19169432356983004,0.1454081922232258
85,385,42.3499,6.38853,37,8.40093,0,114,118,10,140,9,1.00851,47.08085,0.0,0.0,1.39286,8.133,5.78714,0.0,0.0,127.0,43.45838,0.0,0.42,1.949,-1.0,0.476654,0.15205488852099994,0.1872465217776331,1.6216010129805793,4.266642101829363,98.31610233200992,0.6645337254901961,0.07690001545146281,0.09495806091031074,58.55438288935909,0.12777502594677834,9.806230709876543,0.15790638944143595,64181.02231425292,14383.357956686921,655.6923788447491,80.7077101521105,0.39710284875880214,0.13572626400274007,87.88326932832179,0.14418025277431049,0.19144720226557274,0.14514351869437134
86,386,42.5249,6.38388,37,8.39041,0,114,118,10,140,9,1.0111,47.21626,0.0,0.0,0.92857,8.124,5.50047,0.0,0.0,127.0,43.45926,0.0,0.41,2.186,-1.0,0.463106,0.15209454557640925,0.18746698075575888,2.272018583431618,4.247579629579573,98.29776211774035,0.6643792549019606,0.07691094093530568,0.09577341097433949,58.431374632282015,0.12851176454454313,9.906635802469136,0.1584272541382451,64203.28224560855,14544.092239054145,655.680995735554,80.66631775299618,0.3971028487588025,0.13615638840235875,88.16253832588436,0.14416096194180794,0.19111785257517455,0.14502259032552384
87,387,42.7122,6.19678,37,7.90283,0,114,118,10,140,9,1.01618,47.42698,0.0,0.0,1.0,8.133,5.49498,0.0,0.0,126.0,43.48111,0.0,0.42,2.021,-1.0,0.481598,0.15206052385328242,0.18763529149644992,2.1224476625153965,4.218705399093609,98.25637399405306,0.6649380392156863,0.07687099862720516,0.0963056335005255,58.43852987407166,0.12856981991894825,9.812934027777779,0.15924603734798148,64197.19214285343,14693.425086190466,655.682198281238,80.99597135156795,0.3971028487588028,0.1366892567457058,88.52641059286944,0.1442925715100783,0.19086480826081453,0.14491315288683307
88,388,42.7321,6.4416,37,8.00722,0,114,118,10,140,9,1.01484,47.47683,0.0,0.0,1.46429,8.113,5.3372,0.0,0.0,127.0,43.48606,0.0,0.41,1.777,0.201,0.512546,0.15219964717733475,0.18781699499596927,1.9946643583454784,4.180098104663221,98.24846851144683,0.6645329411764705,0.07686604773990997,0.09683684725073095,58.32441146285446,0.12839679215091146,9.776765046296296,0.16012386855822863,64256.517071209106,14711.533680811932,655.6910186155806,81.01692700178565,0.3971028487588042,0.13702856911421396,85.63994831476381,0.14447460040748433,0.19058189539810647,0.14493666371569366
89,389,42.6583,6.71138,37,8.39534,0,114,118,10,140,9,1.01169,47.4068,0.0,0.0,1.39286,8.146,5.54401,0.0,0.0,126.0,43.48479,0.0,0.42,1.709,-1.0,0.45253,0.15226181069062714,0.18787165307522097,2.037137148545858,4.275597858015541,98.26315446881918,0.6644431764705883,0.07693792417517795,0.09755662367244784,58.39932137948496,0.12809760517603974,9.787133487654321,0.16099162046463786,64282.853325475895,14632.514044137191,655.6985802490224,81.24081034704707,0.39326180777974007,0.13723228964599518,85.91650695731728,0.14472132919475192,0.19040802956095665,0.1449721804203452
90,390,42.9111,7.02135,37,8.65057,0,114,118,10,140,9,1.00645,47.67781,0.0,0.0,1.21429,8.134,5.78008,0.0,0.0,126.0,43.49323,0.0,0.42,1.76,-1.0,0.462221,0.15232585399583357,0.1879234592598844,2.2870804023613887,4.287685211179175,98.22106986417653,0.6650356862745098,0.07690877725394328,0.098159823619798,58.473357589156535,0.12777472859470865,9.875626929012345,0.16198677424705107,64425.57310497692,14890.881900755621,655.7036709599805,80.9837369816182,0.39547943382297196,0.13747171418637225,87.59403561178446,0.14504176602745877,0.1902552753283319,0.1450936553453502
