,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.1.0,noise,cubrow.0.3,blockiness,cubrow.0.6,cubcol.0.5,staticness,uhdhdsim,cubcol.0.6,saturation,blur,tone,cubcol.0,temporal,movement,color_fulness,fft,cubcol.0.3,cubrow.0,contrast,cubrow.0.5
45,145,81.381,15.582,81,25.0269,0,118,118,20,137,19,0.99373,88.76523,0.0,0.0,0.46429,4.243,13.49506,0.0,0.0,128.0,42.72573,0.00013,0.56,2.963,-1.0,0.194943,0.29872767396764166,0.25261580669905115,0.6298682584219242,0.3348774211436713,8.481623309537637,0.28952466234263247,0.23013196539407393,553.4059594404747,89.57020969999861,0.22787254767408593,51.79311078860436,52677.17680394253,0.6366036274509803,0.26895958556344757,6.062312213374365,13.161844135802468,84.0315899405199,69160.35784028473,0.23963471910686895,0.3813697579215465,86.53490034796164,0.33128002749728075
46,146,81.2483,15.7172,81,23.5853,0,118,117,20,137,19,0.99307,88.64312,0.0,0.0,0.35714,4.243,13.42458,0.0,0.0,128.0,42.65124,0.00013,1.25,2.751,-1.0,0.183409,0.29885994558787676,0.25315226621306797,0.6343035105083779,0.33446814057642377,7.651626333484961,0.28906623558948324,0.22942412316019647,552.1649241193468,89.60249744302908,0.2275810411373625,51.93636048870323,52245.5146196458,0.6371360784313725,0.26935198405669597,6.069638816914756,13.590952932098766,83.02648856621084,69211.34329605519,0.24012295917277374,0.3803360276054121,84.27862999268694,0.33135399980641705
47,147,81.2032,15.8667,82,25.565,0,118,117,20,137,19,0.99678,88.72205,0.0,0.0,0.14286,4.251,13.53205,0.0,0.0,128.0,42.61421,0.00012,1.25,3.245,-1.0,0.163115,0.29883265408067244,0.2536760120060248,0.6365211365516217,0.33400004498151326,7.031591487719752,0.28840849445383737,0.22826188513298956,550.8201336044996,89.61215898992955,0.2273601112771076,51.972311702775364,52156.20492844433,0.6371294117647059,0.2694495333190745,6.047514916401171,13.979214891975309,82.47783297219311,69121.45368487209,0.24071978286102327,0.37941660813356776,86.06505861036472,0.3312148697841732
48,148,81.3466,15.7004,82,24.5214,0,118,117,20,137,19,0.99827,88.85546,0.0,0.0,0.28571,4.249,13.66264,0.0,0.0,128.0,42.62401,0.00014,1.25,2.879,0.15844,0.17263,0.29878078566764,0.2541433880165025,0.6381445514874464,0.3334944413883636,7.9967911843507595,0.2876740811899299,0.22762828746549352,549.3757780623963,89.58480032102571,0.22683204612043123,52.03303320613908,52404.24700054313,0.6362149411764704,0.26832840938496033,6.068477640919807,14.43774112654321,81.99776272934227,69066.91497988018,0.24073441179575703,0.3785297105998187,84.77045960115733,0.33139132048065584
49,149,81.7539,15.717,82,24.3708,0,118,117,20,137,19,1.00198,89.23564,0.0,0.0,0.53571,4.255,13.51592,0.0,0.0,128.0,42.65373,0.00012,1.25,3.13,-1.0,0.134743,0.29926755418323886,0.25444002792522524,0.6403621775306783,0.33287189636651,8.884207598680492,0.28719574088511635,0.22689167170692578,547.8682078038308,89.53168601878977,0.22650234842062292,52.20548031653887,53241.736795959514,0.6350847058823529,0.26820846125150766,6.0776588355464884,14.694685570987655,80.9311707186726,69115.10911926413,0.24090201229729707,0.3777323798493346,84.69416176970765,0.3312097674175539
50,150,82.2102,15.6944,83,25.748,0,119,117,19,137,19,1.0042,89.94345,0.0,0.0,0.17857,4.252,13.54146,0.0,0.0,128.0,42.60928,0.00011,1.22,2.72,-1.0,0.099115,0.2999004811922744,0.25470972746413584,0.648638470596197,0.33239676197586054,7.794444192663796,0.28707466632125633,0.22656202872090844,546.3121292930705,89.47893599422586,0.22623651386984422,52.522854275173614,54238.01407016588,0.6333501960784313,0.2678222084346275,6.083485181704524,14.73828125,78.28231262086695,69245.82141643675,0.2408782969326323,0.37693500691726706,84.38624578496024,0.33110228160934474
51,151,82.472,15.8084,84,26.1545,0,119,117,20,137,19,0.99761,90.45655,0.0,0.0,0.35714,4.233,13.52179,0.0,0.0,128.0,42.54795,0.00013,1.23,3.033,-1.0,0.102608,0.3006954417551783,0.2548216398491933,0.648638470596199,0.3320945612764784,8.20089080253371,0.2871554913843859,0.22584965176507346,544.7456774450156,89.44437600371877,0.22589296738179973,52.40212428716966,55261.63596884053,0.6322258823529411,0.26648047000894537,6.123267633151571,14.697241512345679,77.99220431890497,69354.27782307386,0.24069404862997457,0.37626725905963393,86.07164870964394,0.33145638905454655
52,152,82.2642,15.8474,84,26.8981,0,119,117,19,137,19,0.99882,90.25553,0.0,0.0,0.42857,4.238,13.62787,0.0,0.0,128.0,42.48066,0.00012,1.23,2.962,-1.0,0.109475,0.3006888117118001,0.25472112608149466,0.6486384705961975,0.33179280311787185,8.156248672658231,0.28662524717369575,0.2249054644158496,543.2243392502797,89.39509718114775,0.22557731154952815,52.428738440996334,54783.02310106316,0.6326145098039215,0.2654668110396733,6.105494327975444,14.593219521604938,78.98901196003104,69312.2391616369,0.24071229254531912,0.3756435288044791,87.34045857448073,0.3315953530571442
53,153,82.4744,15.9776,83,26.1207,0,119,117,20,137,19,1.00381,90.38802,0.0,0.0,0.64286,4.237,13.66044,0.0,0.0,129.0,42.38994,9e-05,1.21,2.757,-1.0,0.112803,0.3000352887925284,0.25455805199216786,0.6419855924665123,0.33157446709424926,7.221568317296552,0.28628669472018836,0.22414701446072627,541.8216517731431,89.37570439638858,0.22532863068295866,52.594734662844814,55399.43095704326,0.6333274509803921,0.26512965651062015,6.068662137586413,14.27391975308642,79.6003560753473,69381.73842643478,0.24070320573270676,0.3749587531936523,84.41496588009521,0.33123173868697536
54,154,82.6452,15.7449,83,25.2827,0,119,117,20,137,19,0.99236,90.59592,0.0,0.0,0.5,4.239,13.78115,0.0,0.0,129.0,42.26143,0.00012,1.24,2.842,-1.0,0.116506,0.2991550896963421,0.25418899384232413,0.6442032185097377,0.33147532735876456,8.937605855348297,0.28610948521087365,0.2236059009932922,540.5542120093347,89.37890394703736,0.225169325167434,52.597390822422355,56190.75110456959,0.6316019607843137,0.2646680147591497,6.142913723754364,13.921103395061728,79.61482953687101,69555.86034030294,0.24073282683815955,0.37456496250109067,84.15579510385957,0.33102433105136475
55,155,82.3587,15.7165,83,23.3766,0,119,117,20,137,19,0.98277,90.25944,0.0,0.0,0.42857,4.241,13.57136,0.0,0.0,129.0,41.97177,5e-05,1.23,3.068,-1.0,0.113031,0.29869504189173796,0.2538291527065999,0.6403621775306746,0.3311995284104869,6.906370595990932,0.28620842345813113,0.22335311894798426,539.4070117923054,89.4317072260266,0.22515799774126669,52.58086046760465,55408.30550803384,0.6275882352941176,0.2639991629185584,6.121212177532857,13.765335648148149,77.8361512808223,69493.3589396683,0.2408081860108465,0.3737627994546314,86.35012385515296,0.33097097978203366
56,156,81.9321,15.8367,83,23.2712,0,119,117,20,138,19,0.97681,89.90207,0.0,0.0,0.57143,4.268,13.54208,0.0,0.0,129.0,41.78839,0.0001,1.24,2.967,0.15471,0.107893,0.2986912171688123,0.25346685563975785,0.6381445514874464,0.33072275913573096,4.968585512483517,0.28590758563804797,0.2232824942204756,538.3705000833666,89.48256871438248,0.22511663230755583,52.82489164375964,54163.784319577244,0.6254313725490195,0.2628368945935057,6.0220035093578375,13.581452546296296,77.49405246681073,69336.04608865382,0.24109534186132164,0.37328264958406643,87.05411194745747,0.331210330180194
57,157,82.2441,15.3169,84,23.6841,0,119,117,20,138,19,0.97773,90.29202,0.0,0.0,0.53571,4.269,13.64811,0.0,0.0,129.0,41.78301,0.00014,1.24,3.079,-1.0,0.11704,0.2988144707102753,0.25323184516139585,0.6403621775306797,0.33048092237608284,8.98726154402611,0.2855997966851297,0.22309630018129775,537.406221476695,89.43109782455564,0.22491829173478156,52.73394775390625,54604.83214833919,0.6257796078431372,0.261789159280916,6.029841569915573,13.32175925925926,77.61781827785698,69297.09995623086,0.24181375243420106,0.37304494645098735,84.52039581637885,0.3312283117467491
58,158,82.3362,15.3374,84,22.1406,0,119,117,20,138,19,0.97776,90.48009,0.0,0.0,0.39286,4.264,13.20082,0.0,0.0,128.0,41.84655,8e-05,0.54,2.73,-1.0,0.110766,0.299284808907011,0.2531882013352736,0.6464208445529694,0.33033352059913507,8.047638124111401,0.28553561602363065,0.22289002070399588,536.506841795198,89.38694015889257,0.2244763824098863,52.84478533709491,54868.39496785708,0.6266188235294117,0.26063142056162875,5.956080401033045,13.075376157407407,77.39918641583893,69313.43224581887,0.2430883925963272,0.3724610498868723,85.21546818601365,0.3311116113398708
59,159,82.6429,15.0247,85,23.9739,0,119,118,21,138,19,0.98211,90.84421,0.0,0.0,0.28571,4.245,13.21731,0.0,0.0,128.0,41.91615,0.0001,0.54,3.705,-1.0,0.101649,0.30008076537575495,0.2531534387871454,0.6486384705961975,0.3304910381978466,7.7687919825633065,0.2855489234846855,0.22272531423784614,535.6730046950702,89.36073733404828,0.22400353010351653,52.82098821946132,55100.03566769939,0.6284129411764706,0.25964503438714864,5.925228872487376,12.838059413580247,77.82338536358061,69380.89682803157,0.24447927356719903,0.37169156487060123,87.37691576425568,0.33116111207488685
60,160,82.729,15.4936,84,22.6206,0,119,118,21,138,19,1.00228,90.82543,0.0,0.0,0.25,4.238,12.94611,0.0,0.0,128.0,41.92361,0.0001,0.55,3.833,-1.0,0.112209,0.30101947897850767,0.2535679276517867,0.6442032185097544,0.33091006647314675,8.475780867015748,0.2857623559689642,0.22176756025181293,534.8960470456354,89.38121402945393,0.22364741584198403,52.88059601960359,55037.453645633046,0.6295831372549019,0.2594677234682497,5.866784885983578,12.769000771604938,77.77486038601042,69433.57674060692,0.2461044409407695,0.3703271039583099,86.13598772256914,0.3316062341668446
61,161,82.7172,15.8981,83,25.3995,0,119,118,21,138,19,0.99986,90.41184,0.0,0.0,0.25,4.261,13.33932,0.0,0.0,128.0,41.937,0.00011,0.54,2.815,-1.0,0.11606,0.3017190198659799,0.25417740859358606,0.6365211365516125,0.3310958558142954,8.160933348412383,0.2858568497684828,0.22047682805181998,534.1696722507654,89.42427101716925,0.22328170428796443,52.862644336841726,55188.511498747146,0.630223137254902,0.2593579787888537,5.896915321365567,12.891637731481481,77.82128487597356,69456.90046854601,0.24770624707709762,0.3692066484943955,85.23723181617547,0.33180612431288675
62,162,82.2856,15.6107,82,24.368,0,119,118,20,138,19,1.00789,89.70987,0.0,0.0,0.32143,4.246,13.69229,0.0,0.0,128.0,41.89959,0.00012,0.53,2.715,-1.0,0.097677,0.3023051376706133,0.25483497444879283,0.6320858844651464,0.33095663931482927,7.352550897266214,0.2856452709397564,0.21996246698183036,533.486724151216,89.47122070954295,0.22289264055968444,52.7969891583478,54094.40194537306,0.6298190196078418,0.25988071486060305,6.070610956636183,12.827932098765432,77.63438917050557,69362.70983411683,0.2488625509588402,0.3681061415746982,86.51493621214632,0.33166201113494725
63,163,82.3187,15.3794,82,25.5815,0,119,118,20,138,19,1.0167,89.59766,0.0,0.0,0.39286,4.244,13.45003,0.0,0.0,129.0,42.00222,0.0001,0.54,2.691,-1.0,0.11529,0.30330366862829183,0.25547190873122927,0.6276506323786922,0.33088691061568987,9.00908235863014,0.28548302741289583,0.2195828029037748,532.8714694789765,89.46857659043553,0.22235366217911043,52.771896739064914,54102.69830763825,0.6303029019607836,0.2603737612758322,5.9861276128714715,12.881462191358025,77.9024323403045,69403.5224483518,0.2499965761878043,0.36666740728942615,85.36848729531332,0.3314478718325888
64,164,82.4607,15.4413,82,24.3081,0,119,118,20,138,19,1.01777,89.6436,0.0,0.0,0.46429,4.264,13.25368,0.0,0.0,128.0,42.08514,7e-05,0.54,2.447,0.15406,0.108394,0.304860484428012,0.25618831708008954,0.6276506323786909,0.33091098982674194,10.368137431736418,0.2852897169382104,0.21955180225679385,532.2971697764747,89.461398609285,0.22211599405876745,52.84087343569155,54417.21685372114,0.6308705882352942,0.2606674993296023,5.97963553942994,12.896846064814815,78.22268577747373,69570.74891649437,0.25095874046532385,0.3658784916104985,87.85177287767445,0.33135915577274677
65,165,82.2462,15.7705,82,24.4288,0,119,118,20,138,19,1.01821,89.41664,0.0,0.0,0.42857,4.247,13.30857,0.0,0.0,128.0,42.08445,0.00023,0.54,2.525,-1.0,0.111652,0.30613396321162534,0.256910341141285,0.6276506323786969,0.33076924794309925,9.553603233726617,0.2851951047464689,0.2197259954386691,531.7434672313902,89.4553069291633,0.22192580038619963,52.784879142855424,54027.68239775374,0.6318011764705882,0.26066488278262306,5.9528740745913975,12.958140432098766,78.23818169211974,69288.08125063677,0.2516641417517057,0.3655554468752761,85.05292295386026,0.3311659327523656
66,166,82.0266,15.853,82,26.2772,0,119,118,20,138,19,1.01345,89.25768,0.0,0.0,0.42857,4.256,13.58781,0.0,0.0,128.0,42.01171,7e-05,0.53,2.485,-1.0,0.102056,0.30674703400183534,0.2576557150492223,0.6276506323787007,0.3305348389354106,7.73039329077981,0.2850966725152523,0.21974452596420227,531.2209994188424,89.47926086810115,0.2218586944580542,52.9643413402416,53606.3702560704,0.6327576470588234,0.26144180165207004,6.090987027940303,12.884789737654321,78.07244575442418,69201.68392045952,0.25276025382277234,0.3645828224321084,85.06137747341303,0.33105590859743195
67,167,82.4922,15.7521,82,27.6636,0,119,118,20,138,19,1.00181,89.73268,0.0,0.0,0.5,4.261,13.66644,0.0,0.0,128.0,41.91232,5e-05,0.54,2.659,-1.0,0.115278,0.30674668252689535,0.2584379208048811,0.6298682584219208,0.3298048492793466,6.22222010794695,0.28465774314279263,0.21968097490249508,530.7149852073559,89.49555989062509,0.22181638255215358,53.09642518596884,54562.51666903474,0.6313066666666666,0.2612935718431991,6.170035939344142,12.637972608024691,77.92527681234355,69409.10707948054,0.2539596468003105,0.36292558964403865,85.45143741205175,0.331236192499074
68,168,82.8105,16.1206,83,27.1328,0,119,118,20,138,19,1.00125,90.16939,0.0,0.0,0.35714,4.265,13.58048,0.0,0.0,128.0,41.89792,5e-05,0.55,2.889,-1.0,0.115341,0.30726869580450933,0.2592803526365028,0.6320858844651566,0.3291367584491682,8.517533307867621,0.2840658111332939,0.2193442870621799,530.2307985623221,89.49650703755518,0.2217290871969279,53.206179395134065,55756.39052203722,0.6328588235294118,0.2616355575752484,6.174821088672048,12.369212962962964,78.24609830341257,69538.74633836302,0.2547996021648778,0.36199970189790825,85.98462142997866,0.33138978309327893
69,169,82.4928,16.4689,83,25.4763,0,119,118,20,138,19,1.00382,89.89261,0.0,0.0,0.28571,4.265,13.89889,0.0,0.0,127.0,41.84184,0.00012,0.55,3.143,-1.0,0.100706,0.30742848465396116,0.25985077382342536,0.6343035105083804,0.3284377784911014,7.455774910260061,0.28340544511984045,0.2188596114754796,529.830816222593,89.52141153690887,0.22177835315491953,53.20206498511043,55195.34961643627,0.6322636078431371,0.26212784534655315,6.175085607464601,12.099537037037036,78.09979809172569,69530.86667831025,0.2554146735057386,0.36033067393156587,85.15678786996885,0.33138859682883975
70,170,82.4306,16.7082,83,25.7941,0,119,118,20,138,19,1.00639,89.81046,0.0,0.0,0.28571,4.266,14.20071,0.0,0.0,128.0,41.70862,0.00012,0.55,3.189,-1.0,0.097701,0.30745772860173687,0.26013175397428107,0.6343035105083823,0.3276082680389291,7.8688931773543835,0.2828096822017371,0.21845563355695571,529.518203900309,89.54038038059389,0.22179894624818258,53.06883315098139,55150.60957912864,0.6303556862745099,0.26223437048080545,6.202790321096605,12.028163580246913,78.26377283637208,69537.27762384772,0.2562455185575312,0.35849791975593587,84.62753698603825,0.33131563246053375
71,171,82.0726,16.8566,82,26.5533,0,119,118,20,138,18,1.01212,89.25869,0.0,0.0,0.42857,4.291,14.40138,0.0,0.0,127.0,41.59341,0.00014,0.54,2.987,-1.0,0.108294,0.3068973383581078,0.2601592790413503,0.6276506323786946,0.32644662114948875,8.777798347018997,0.2818493781370542,0.21825452490042566,529.2501607807142,89.55302323369308,0.22176805024512444,53.03168327425733,54179.92917960307,0.6299498039215685,0.26199968405783985,6.240352726734586,12.20095486111111,77.86274987838982,69447.88844394393,0.25703287035844535,0.35709672626731864,85.61781647001382,0.3311874232773331
72,172,81.7793,16.6088,81,26.8876,0,119,118,20,138,18,1.01626,88.73186,0.0,0.0,0.28571,4.279,14.52361,0.0,0.0,128.0,41.5628,0.00014,0.55,2.611,0.15265,0.095578,0.3061875679699937,0.2602348407325424,0.6238095913996274,0.3249840235266552,7.899351217646059,0.28097484298034964,0.21795786978215487,529.0196797367703,89.58293101343767,0.22166829636954363,52.95932383596161,53624.54226518237,0.6287898039215686,0.2621370027664448,6.216963949839248,12.284095293209877,77.95788985319423,69478.02882832004,0.25785499482841395,0.3559585629466355,83.65603801174592,0.33100141508560466
73,173,81.0914,16.4119,79,26.1562,0,119,118,20,138,18,1.0162,87.69415,0.0,0.0,0.28571,4.264,14.3042,0.0,0.0,128.0,41.58504,8e-05,0.54,2.769,-1.0,0.101111,0.30510531796500395,0.26028078106178554,0.6155332983341041,0.3230652721401314,8.079525061937943,0.28015759845142973,0.21755476757219983,528.8126351906413,89.66681865849525,0.22190006752754063,52.958045111762154,51912.40776363164,0.6267713725490196,0.26130443682529103,6.174604097224279,12.571566358024691,78.01841226301221,69311.0312587838,0.2583821121650792,0.354869956026543,84.68395933823635,0.3307184789672538
74,174,80.7442,16.7782,78,26.1574,0,119,118,20,138,18,1.01295,87.12026,0.0,0.0,0.35714,4.282,14.13553,0.0,0.0,128.0,41.61079,0.0001,0.54,3.146,-1.0,0.116396,0.3038158257977908,0.26032053449986425,0.6094746313118068,0.3212710689231237,9.336624001190602,0.2792635559355911,0.2172148824996557,528.6053081949544,89.73385730424619,0.22222819037443625,52.874061301902486,51431.66961726126,0.6279498039215686,0.2609040154642767,6.177166257536787,13.052662037037036,78.34552571192599,69376.48510691065,0.25877843282130625,0.3544205544528312,84.41364295512312,0.3304504240732364
75,175,80.6276,17.0287,78,24.784,0,119,118,20,138,18,1.00384,86.92388,0.0,0.0,0.5,4.299,14.44201,0.0,0.0,128.0,41.51138,8e-05,0.53,3.371,-1.0,0.12189,0.30227926575015507,0.2607969598924415,0.6094746313118073,0.31912394840283825,7.766925440814227,0.27852399444092935,0.2168574925706423,528.377781975948,89.7381208713146,0.22252100333721037,52.718852667160974,51299.96806886447,0.6274243137254902,0.26035053638230116,6.234249005374122,13.418885030864198,78.42344123545995,69285.97259225232,0.2590513433374199,0.35416747826474265,84.37112774848589,0.3301722373265021
76,176,80.2836,17.3227,78,25.8606,0,120,118,20,138,18,0.99716,86.51443,0.0,0.0,0.5,4.288,14.66168,0.0,0.0,127.0,41.38622,0.0001,0.54,3.179,-1.0,0.117329,0.3014787107102566,0.2615665982670204,0.6072570052685795,0.3171070185372831,5.818206167437752,0.277761127299893,0.2165728759623659,528.1020567912274,89.79278424555291,0.22281547949575395,52.59308765552662,50775.448408916076,0.6270682352941176,0.2601986697775265,6.250044714346223,14.181230709876543,77.86130627459914,69314.72036404515,0.2591777116547464,0.35327307127384844,85.97980824281909,0.3298303916039555
77,177,79.887,17.5129,77,27.3327,0,120,118,20,138,17,0.99287,86.03283,0.0,0.0,0.28571,4.302,14.91496,0.0,0.0,127.0,41.24395,5e-05,0.53,2.945,-1.0,0.156982,0.3012995692327577,0.2618913106457296,0.6028217531821162,0.315097826067594,7.626950866474075,0.2768897966298852,0.21620957931777002,527.7784849669532,89.84201314312207,0.22291787213579473,52.61902835045332,50007.43315971132,0.6249972549019608,0.2582225775102777,6.2533306326126405,14.210358796296296,78.14527676694908,69263.93451954616,0.2587519628527678,0.35290921983323814,86.82106421781533,0.32963543815308716
78,178,79.642,17.8033,76,25.8179,0,120,118,20,138,17,0.9912,85.65386,0.0,0.0,0.28571,4.285,15.08186,0.0,0.0,128.0,41.06636,6e-05,0.54,2.92,-1.0,0.20348,0.301984138643145,0.26242904312901794,0.5951396712240018,0.3129930453847938,7.987888950431176,0.27601448093426617,0.21553782875277375,527.3886908712293,89.87871847500548,0.2230523476069838,52.28298403892988,49444.132967543184,0.6217478431372548,0.25548101864455136,6.287182312147718,14.412567515432098,77.890790537009,69311.35909745251,0.25829666677254703,0.3530703502514747,85.57005625421914,0.3294335115268427
79,179,79.6407,17.4832,76,27.8156,0,120,118,20,138,17,0.9984,85.48836,0.0,0.0,0.25,4.299,15.3292,0.0,0.0,128.0,40.73624,9e-05,0.53,3.21,-1.0,0.190008,0.30270043938591745,0.26305701323620156,0.5951396712239867,0.31112117014345764,8.081673136073922,0.2749816334851582,0.2146839555083758,526.9478483646711,89.90734935945733,0.22331589799336274,52.046879521122676,49509.05602175209,0.6170639999999997,0.2535206318050384,6.322899378624646,14.378038194444445,77.72372391046366,69179.50273088322,0.2574571392272234,0.3526229099122589,84.87349733008065,0.3289308986049875
80,180,79.1737,17.8783,75,26.9123,0,120,117,19,138,17,1.00308,84.91298,0.0,0.0,0.64286,4.294,15.04993,0.0,0.0,128.0,40.43305,9e-05,0.53,3.002,0.15123,0.225752,0.30319545839270395,0.26381216264494817,0.5884867930943098,0.3092190726233973,7.676386305397411,0.273880238114244,0.2136425667106045,526.2592115210476,89.96197869174777,0.22373837935213667,53.150936738944345,48112.17945215191,0.6135388235294116,0.25154424748866117,6.389023373181995,14.003038194444445,76.4460919873989,68969.04139365799,0.25645713810259885,0.35164788967081095,86.85138705177982,0.32841002013000603
81,181,79.3224,17.9401,76,26.369,0,120,117,19,138,17,1.00837,85.18025,0.0,0.0,1.0,4.303,15.39169,0.0,0.0,128.0,40.38955,0.0001,0.53,2.863,-1.0,0.193423,0.30359702626633933,0.2641555968345638,0.5929220451807683,0.3072452249121905,6.176416316970154,0.27289539961607223,0.2125683802570311,525.5287845230552,89.91922941181545,0.22416883180263877,53.4411161446277,48690.29634533893,0.6116823529411765,0.2489761586677895,6.29458421541557,13.833236882716049,76.28864118258036,69183.86479335357,0.2557316528591864,0.3505772438850325,85.29248962940005,0.32774313070587485
82,182,79.2863,17.8414,76,26.1723,0,120,117,18,138,17,1.01549,85.24266,0.0,0.0,0.53571,4.307,15.44926,0.0,0.0,128.0,40.49428,0.00015,0.52,3.091,-1.0,0.162607,0.30398238461787547,0.2648293827759729,0.5951396712239873,0.30512864475562734,5.634216871245456,0.27197712536871055,0.2114932697663887,524.7724620640057,89.89759130551299,0.22455990511290425,53.3846151092906,48602.99373303741,0.6117243137254902,0.24524907330941345,6.204142220370711,13.564766589506172,77.10728403090057,69168.94860149309,0.25542199523656495,0.34931527394068335,85.97252496550567,0.32740695007844145
83,183,79.3793,18.1102,76,27.4158,0,120,117,18,138,17,1.0121,85.45479,0.0,0.0,0.28571,4.303,15.3689,0.0,0.0,127.0,40.86265,8e-05,0.53,2.114,-1.0,0.164477,0.30409528930919577,0.2654562761560349,0.5951396712239898,0.3030380044461433,7.06719740039231,0.2712693796102817,0.2102364675820308,524.035455219838,89.91059518180018,0.2249847554949373,53.15917723855854,48862.50397927268,0.6130764705882353,0.24142842056048353,6.1388238040164715,13.549672067901234,77.76562282187163,69079.2339331742,0.2550542116300232,0.34805393427449405,85.36985289366426,0.32718757599338943
84,184,79.7084,18.8214,77,27.9111,0,119,117,19,138,17,1.01019,85.88436,0.0,0.0,0.28571,4.316,15.59621,0.0,0.0,126.0,41.2529,0.00012,0.54,2.096,-1.0,0.137614,0.30374186149312693,0.2661467744725476,0.5951396712239932,0.30106643638682545,7.860516841202215,0.27091672446054027,0.2092478178885963,523.3184747384331,89.92021797962917,0.22566412467585598,52.98383340717834,49614.37648829769,0.6154690196078431,0.23644593109538492,6.2157291632076275,13.693238811728396,77.49982356533401,69027.17639601901,0.254340699721461,0.346223506768402,83.89903838284965,0.3268825182790546
85,185,79.7432,18.6016,77,27.529,0,119,117,19,138,17,0.99981,85.98509,0.0,0.0,0.53571,4.318,16.20102,0.0,0.0,126.0,41.67262,0.00014,0.53,2.641,-1.0,0.149595,0.30308295816918235,0.26677774750150796,0.5951396712239972,0.2992852011748378,8.39545824683305,0.27039066022423175,0.20847454423260223,522.6025707986536,89.93555211817201,0.22607235669916817,53.207531964337385,49973.3011643853,0.6187510980392137,0.23307787377607908,6.264083527915448,13.694878472222221,77.67276173775747,69163.45046797991,0.253958281389845,0.3442922501220612,87.0028557954984,0.32657061389862824
86,186,80.1999,18.4092,77,27.747,0,119,117,19,138,17,0.99122,86.46634,0.0,0.0,0.39286,4.325,16.01092,0.0,0.0,127.0,42.14278,8e-05,0.53,2.236,-1.0,0.145644,0.3033211209148964,0.2676717260881531,0.6011983382462892,0.29745617737039315,8.34988464099351,0.2699946114995691,0.20784004960363409,521.9091680721381,89.85011050816482,0.22685818113032497,53.4266515661169,50625.93688732557,0.6221623333333319,0.23067158081394884,6.231349603572604,13.792775848765432,78.92009101781196,69185.91075338928,0.25372165364409577,0.34265600872202384,85.4769996490298,0.3263006061636033
87,187,80.1435,18.3244,77,27.0713,0,119,117,19,138,17,0.99614,86.50733,0.0,0.0,0.57143,4.323,15.85979,0.0,0.0,128.0,42.2242,0.00012,0.54,1.949,-1.0,0.189649,0.3041087387097237,0.26854480507178946,0.6050393792253489,0.2955328724523711,8.823697911447981,0.2689384114551094,0.2075070087788361,521.2160375000636,89.85095013525583,0.22760803251051193,53.3744054723669,50694.27329113946,0.6230122745098036,0.22854787131021662,6.086720660813816,13.48191550925926,79.36305277352109,69355.37649651115,0.2534577577441879,0.34132337917253364,86.19864838584377,0.3261056376129017
88,188,80.0711,18.3296,77,27.0828,0,119,117,19,137,17,1.00026,86.51377,0.0,0.0,0.75,4.323,15.7909,0.0,0.0,127.0,42.43371,8e-05,0.55,1.833,0.16127,0.190127,0.30509557548144556,0.2693523848177767,0.6050393792253419,0.29409215393227817,8.355462532682767,0.2684138545079808,0.20714784560676278,520.5224270375088,89.87962332055088,0.22819392576827977,53.2026288067853,50338.41456887046,0.625876862745098,0.22527591476994313,6.075641184155884,13.111930941358025,79.26428826377028,69158.99808273047,0.25299991240470887,0.3399921446926454,86.63515782918067,0.32608655150567134
89,189,79.9727,18.8939,78,27.4813,0,119,117,19,137,17,0.9955,86.51171,0.0,0.0,0.35714,4.32,15.78984,0.0,0.0,127.0,42.59446,0.0001,0.54,1.939,-1.0,0.165852,0.3054479004605293,0.2699811535232561,0.6072570052685778,0.2926852673008798,7.4560417852049605,0.2672343172942527,0.20657513925311297,519.799388962381,89.8725230087602,0.22855220451323563,53.01579058611835,50274.18573688911,0.6282439215686275,0.22135176935229187,6.112106334681246,12.827064043209877,78.43138879669526,69218.4032585609,0.2525748078893896,0.33933661218154315,89.14898504417394,0.3257091083311716
90,190,80.1844,19.358,78,29.6188,0,118,117,19,137,17,0.99994,86.88146,0.0,0.0,0.32143,4.354,16.2726,0.0,0.0,126.0,42.74121,0.00013,0.54,1.919,-1.0,0.158109,0.30505739283330074,0.2705060406527185,0.6072570052685783,0.2916135388973953,6.6043099086948365,0.26639354181033975,0.20576933164656785,519.0661092141715,89.83448981716505,0.22877928520319038,52.749016844196085,50827.86038622109,0.6277222745098028,0.21627476427714334,6.2275208662358805,13.005208333333334,78.64857956588173,69175.5959377608,0.2524169730035735,0.3382367804320322,86.39751978051294,0.3250057235980883
