,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,blur,uhdhdsim,tone,saturation,blockiness,contrast,temporal,color_fulness,fft,cubrow.0.6,cubcol.0,cubrow.0.5,cubrow.1.0,cubrow.0,cubrow.0.3,cubcol.0.3,cubcol.1.0,noise,cubcol.0.5,cubcol.0.6,movement
45,45,71.9552,15.3136,95,18.7428,0,116,121,40,131,33,1.03043,76.11779,0.0,0.0,0.64286,2.991,12.71519,0.0,0.0,129.0,58.51952,0.00864,2.94,1.512,-1.0,0.0,444.5912941311921,35801.98568873221,81.06752673260561,0.8926372549019608,38.815001687885804,3.022988995179463,91.62512141235972,6.530248793541909,144.95058028657124,75145.47974002804,0.24977391168473756,0.09190637750022479,0.2446187939681412,0.2968268576562565,0.20646540745621988,0.23374972722893414,0.18541919127842502,0.1404616688312863,2.8889351660992943,0.3000730045702183,0.2152821447253167,6.775511188271605
46,46,72.4836,15.405,96,18.8182,0,116,121,40,131,33,1.03153,76.63234,0.0,0.0,0.35714,2.989,13.35376,0.0,0.0,130.0,58.59384,0.00889,2.95,1.476,-1.0,0.0,444.16634104353693,36570.98350089261,80.9872582939297,0.8924532941176468,38.8648713665244,3.321169567684506,92.0822819335798,6.554652936330095,144.9959972972414,75735.03462877673,0.24986014338944587,0.09189728802822886,0.2446356550025882,0.2978165187406277,0.20552907880495147,0.23383983216868276,0.18585187694640873,0.1404347247220012,2.896182255336381,0.29925897837850324,0.21493376694236838,7.04615162037037
47,47,72.4986,15.5029,96,18.2191,0,116,121,40,131,33,1.02606,76.65458,0.0,0.0,0.25,2.991,13.42715,0.0,0.0,130.0,58.66801,0.00962,2.93,1.52,-1.0,0.0,443.74766322401007,36759.32674918003,81.05238297157905,0.8940588235294119,38.92347057954765,3.6467368560645723,90.66219628749398,6.565105413140611,145.05530339802277,75691.93635206549,0.24990545423917768,0.09187435217012636,0.244567165842412,0.2990069180836378,0.20473271779062732,0.23384932394182578,0.18602973925755936,0.1404589693453096,2.881253084141163,0.2987026148296881,0.21492476195655572,7.212432484567901
48,48,72.1382,15.6622,95,18.4258,0,116,121,40,131,33,1.0269,76.31976,0.0,0.0,0.39286,3.021,13.52167,0.0,0.0,131.0,58.68484,0.00913,2.94,1.683,0.125,0.0,443.3435025719883,36021.3210479785,81.13264786775956,0.8956772549019608,38.816586718147185,3.26142989206209,91.17363016535495,6.573181073608145,144.99400548887428,75330.45018156432,0.24992353709695514,0.09186978209084952,0.24456431401993226,0.3002072217983339,0.20426034105629495,0.233900959315108,0.1867152729530921,0.14048598392966705,2.87800625426949,0.2981230801991373,0.21465186667243608,7.382233796296297
49,49,71.971,15.6147,95,18.0517,0,116,121,40,131,33,1.0265,76.20211,0.0,0.0,0.32143,3.042,13.67612,0.0,0.0,132.0,58.70492,0.00884,2.98,1.517,-1.0,0.0,442.95022485507087,36065.63740042272,81.20461214940688,0.8970866666666667,38.81494159463011,3.6204289288559863,93.62072875857055,6.589487705343914,145.2060467572386,75219.8657808532,0.2499307355866701,0.09186949726785319,0.24463885813362865,0.3011189079321932,0.20400435771212552,0.2339956006985763,0.187329705860452,0.14046466288582657,2.882441506355954,0.297333721676525,0.21449026583030675,7.727671682098766
50,50,72.2877,15.4685,96,18.9553,0,116,121,40,131,33,1.03069,76.48203,0.0,0.0,0.25,3.048,13.64372,0.0,0.0,131.0,58.73489,0.00868,2.94,1.564,-1.0,0.0,442.5633375751212,36682.27181761343,81.21457722212101,0.8970945098039216,38.83491252381124,3.419504669244718,93.575218295671,6.573746181344294,145.27583950438512,75540.99434165983,0.25001198719631074,0.09185438122363272,0.24463347740917016,0.3020253123416433,0.20382569088871103,0.23411797324095998,0.18820510161415924,0.14046588896145562,2.867077342439705,0.29648575278250683,0.21441377353332025,7.989052854938271
51,51,72.8949,15.3227,96,19.1407,0,116,121,40,131,33,1.03005,77.07231,0.0,0.0,0.35714,3.073,13.51698,0.0,0.0,132.0,58.74687,0.00927,2.95,1.463,-1.0,0.0,442.1893460584468,38171.99857149898,81.19595218523726,0.8969388235294119,38.65553773479697,3.577963732558388,93.45398797846954,6.565851253365945,145.3933339254191,75568.66631270196,0.24996187856828614,0.09186977656935215,0.2446538660291895,0.30287484132228415,0.20412328379392608,0.23413052996111716,0.18906324219460768,0.14043253535905223,2.8780062542695064,0.29560718269725017,0.2146381139714937,8.12427662037037
52,52,73.0547,15.0055,96,18.2458,0,116,121,40,131,33,1.02964,77.24532,0.0,0.0,0.21429,3.084,13.40778,0.0,0.0,132.0,58.76794,0.00924,2.93,1.549,-1.0,0.0,441.8331022901458,39004.19535001652,81.20106017556378,0.8979074509803923,38.739472377447434,4.051725169028124,93.48552703251352,6.547782708492528,145.4497877356596,75989.98109626853,0.24982969864761598,0.0919048599340834,0.2446195799960005,0.303633435742193,0.20362004897195604,0.23410707449131354,0.18955992885569356,0.14042490513500244,2.8751944171188737,0.29469705928746853,0.21485651849065676,8.068913966049383
53,53,72.9725,14.6553,96,18.2437,0,116,121,40,131,33,1.02853,77.16611,0.0,0.0,0.35714,3.087,13.14487,0.0,0.0,132.0,58.78093,0.00934,2.69,1.681,-1.0,0.0,441.5030111614912,39084.03493087013,81.21914430472351,0.8987639215686276,38.87734137641059,3.686245024102364,92.14982224711416,6.520151647601154,145.51322019286633,76122.46029255055,0.24968349725730804,0.09186945479837981,0.24461315462453412,0.3042569821173711,0.20278558818731227,0.23413724898982102,0.18997619755459072,0.14039787122968664,2.874005994904069,0.293902172388598,0.21527979550496743,7.937210648148148
54,54,73.297,14.4242,96,16.6738,0,116,121,41,131,33,1.02478,77.46185,0.0,0.0,0.46429,3.081,12.83847,0.0,0.0,132.0,58.82582,0.00874,2.97,1.656,-1.0,0.0,441.1913587548856,39804.94625099584,81.18138042785023,0.900178431372549,38.7880162368586,3.7704748154618155,93.38527515297073,6.492901327639514,145.30655177644175,76408.16670763829,0.24965889363908544,0.0918580830505687,0.2446189790180532,0.30487034751515174,0.20270673963701386,0.2342354230961284,0.19021606113363948,0.14045775746083,2.8751944171188697,0.29364806977559693,0.21572786771603344,7.94212962962963
55,55,73.246,14.457,96,17.2976,0,116,121,41,131,33,1.02985,77.47138,0.0,0.0,0.28571,3.113,12.63641,0.0,0.0,131.0,58.85022,0.00981,2.95,1.583,-1.0,0.0,440.9065999582553,40016.462075301395,81.25534469511733,0.901023137254902,38.780246499144,3.690248765895717,91.7116550858303,6.46993910662744,145.4841808242323,76766.25684436134,0.24962693134993721,0.09186263329959167,0.24454914985305207,0.30558091911125623,0.20242933466569318,0.23424428600408348,0.19018436522254084,0.1404551176589879,2.883035717463368,0.2936179273868903,0.2162111456704771,7.930603780864198
56,56,73.1671,14.2284,96,16.8177,0,116,121,41,131,33,1.02943,77.44667,0.0,0.0,0.42857,3.117,12.65796,0.0,0.0,131.0,58.86504,0.00958,2.96,1.523,0.125,0.0,440.6432699303164,40363.3915448977,81.28890962229181,0.9018564705882354,38.84234901710793,3.919892370592481,91.17851175587451,6.457314024998186,145.68836926807455,76653.01355027674,0.2495792751767546,0.09186242423035837,0.24451942838975868,0.30622247188534063,0.20241644026116506,0.23420958130050706,0.19038462418600746,0.14041924502128206,2.8713533761398033,0.2936155133378472,0.21677591907131255,7.920862268518518
57,57,73.6738,13.9336,97,17.2692,0,116,121,41,131,34,1.02841,77.9667,0.0,0.0,0.5,3.107,12.46343,0.0,0.0,131.0,58.90539,0.00906,2.94,1.478,-1.0,0.0,440.3911863383331,41386.37289445024,81.22896088269746,0.9024254901960785,38.81729502736786,3.472770529090832,93.57543675539938,6.428869469379588,145.77539335496533,76946.4226220654,0.24950906715469306,0.09183752599615531,0.24451991775183762,0.3068931267236962,0.20195054019222336,0.2340215168455223,0.19084878646997866,0.14040678296456696,2.876977050441066,0.29337014286467933,0.21752713755224407,7.850356867283951
58,58,73.8281,13.6821,97,15.4011,0,116,121,41,131,34,1.0319,78.18158,0.0,0.0,0.60714,3.136,12.21066,0.0,0.0,130.0,58.94266,0.00841,2.96,1.573,-1.0,0.0,440.1669473971981,41862.12691520475,81.24485107946776,0.9029603921568629,38.90794052312403,3.261030799507681,93.48372449787466,6.391971868367221,145.73645510626716,76957.32220181031,0.2494407543229807,0.09184712200917504,0.24452765297222076,0.30767161681984634,0.2018622928795254,0.2337851364295754,0.19122568970784995,0.14044004675855196,2.876382839333663,0.2929625253791013,0.2177869341363925,7.792824074074074
59,59,74.0271,13.1691,97,15.3254,0,116,121,41,131,34,1.03258,78.41512,0.0,0.0,0.64286,3.144,11.99608,0.0,0.0,130.0,58.97253,0.0084,2.96,1.618,-1.0,0.0,439.9619515645828,42482.059306075746,81.28301157248826,0.903289411764706,38.80491638183594,3.3258751939609628,92.1617954906201,6.366765906508728,145.62306581996268,77219.71232889367,0.24939976736939212,0.09183446988342524,0.24452153872512553,0.3085294454602776,0.20177983240488698,0.2336430777904145,0.1917310520785497,0.1404844728588876,2.882876499077007,0.292681572775557,0.21838269090884105,7.68335262345679
60,60,74.7713,12.5507,98,16.4125,0,117,121,41,131,34,1.03169,79.13287,0.0,0.0,0.35714,3.149,11.53766,0.0,0.0,131.0,58.98403,0.0087,2.94,1.595,-1.0,0.0,439.7880037062496,43642.13303725248,81.22272732715935,0.9033298039215687,38.94446102189429,2.9912031674236057,92.03642985210713,6.333674137496317,145.7168082275118,77172.03360250316,0.24939348294032299,0.09177868161377851,0.24452117685810887,0.30948565707809855,0.2009262256228565,0.23390865281559958,0.1926514870814106,0.14049948143491392,2.8852533435065886,0.2924622740524152,0.21918853891785348,7.550684799382716
61,61,75.2343,12.0111,99,15.6035,0,117,121,41,131,34,1.03004,79.55901,0.0,0.0,0.39286,3.145,10.97883,0.0,0.0,130.0,59.00009,0.00916,2.68,1.595,-1.0,0.0,439.62403673219035,44552.899632315,81.17165344908672,0.9035231372549021,38.84923317991657,3.7447208953923394,93.53718337730893,6.300275988161643,145.6656589387979,77403.46713384773,0.24948233979405232,0.09178773580890966,0.24455314514731424,0.3105268757671056,0.19977487561971505,0.23402746523138035,0.19431242916503746,0.14037654750923062,2.891747003249914,0.29169357261878726,0.22012819487414548,7.336564429012346
62,62,75.1461,12.5657,99,12.1796,0,117,121,41,131,34,1.02925,79.48534,0.0,0.0,0.25,3.146,10.48994,0.0,0.0,130.0,58.96442,0.00918,2.95,1.603,-1.0,0.0,439.4754294958889,44533.59974491409,81.19750470052863,0.9034400000000001,38.71180894639757,3.1969759591862865,93.41503830377896,6.212145160271446,145.78736807260753,77295.6296677713,0.24950739215921486,0.09175194357588798,0.24462408682299377,0.31137600112293234,0.19889105575415753,0.23427313449836681,0.19589433832002648,0.1405082467495135,2.888935166099292,0.2916904101658133,0.22127445370315002,7.042534722222222
63,63,74.9835,13.2182,98,14.1395,0,117,121,41,131,34,1.02812,79.31064,0.0,0.0,0.28571,3.148,10.9909,0.0,0.0,131.0,58.95108,0.00907,2.7,1.645,-1.0,0.0,439.35311243114245,44149.78787475973,81.21188755769437,0.903478431372549,38.7661068763262,3.1275544418929178,93.43759728541855,6.295769794333394,145.87229323184334,77332.50274795969,0.24956926551727213,0.09172677839604264,0.24461745520368985,0.31250499423708333,0.19804491391119358,0.23443946624585435,0.19663449706670505,0.14032174808260095,2.8907177994214854,0.29136899876342376,0.2220621570529478,6.7788869598765435
64,64,74.3223,13.6794,98,16.2272,0,117,121,41,131,34,1.02714,78.63505,0.0,0.0,0.64286,3.152,11.59476,0.0,0.0,130.0,58.90724,0.00867,2.95,1.643,0.125,0.0,439.2513733203974,43291.84142321,81.27203119057612,0.9026898039215687,38.88501127266589,3.550577479666665,93.43379601915055,6.337831347718999,146.01262071601352,77220.89323898983,0.2495314825098348,0.09174525643374928,0.24453099668633643,0.3133530077415713,0.19746267172247087,0.23454141222089442,0.19799316584636642,0.1403748151115073,2.881847295248564,0.29076136378251943,0.2222936991684909,6.47313850308642
65,65,73.8316,14.0231,97,15.3219,0,117,121,41,131,34,1.02907,78.13738,0.0,0.0,0.53571,3.137,12.00342,0.0,0.0,130.0,58.88256,0.00871,2.95,1.738,-1.0,0.0,439.1772996884789,42559.38488312835,81.28923816963528,0.9023478039215685,39.03606085129726,3.233037037165397,93.49757292367973,6.375381088323092,146.09354845403215,77155.9552198423,0.24962254950373775,0.09175884309066015,0.2444444089613455,0.31365639085967095,0.19738310840415674,0.23467394556042598,0.19901211135603938,0.1404501681136329,2.8840649212917975,0.2896945412819159,0.22206870868178424,6.316309799382716
66,66,73.4431,14.24,97,15.7589,0,117,121,41,131,34,1.02841,77.73545,0.0,0.0,0.32143,3.153,12.30626,0.0,0.0,131.0,58.83322,0.00914,2.96,1.811,-1.0,0.0,439.1050005587161,41867.05565910421,81.325031195406,0.9012909803921569,38.902401205934126,3.543005288372322,93.49328915768389,6.405371188342046,145.87842397453426,77018.25878319395,0.249609070089956,0.09176593082034491,0.2442907676233446,0.31392288924308787,0.1972468616064149,0.23474142388580552,0.20004563881485085,0.1403982750035083,2.876817832054712,0.2882210048776849,0.2222758086709976,6.26099537037037
67,67,73.2047,14.4631,96,16.9585,0,117,121,41,131,34,1.02791,77.4675,0.0,0.0,0.21429,3.154,12.49799,0.0,0.0,131.0,58.80038,0.00873,2.95,1.87,-1.0,0.0,439.0271072352404,41358.14435713414,81.33618573203778,0.9010415686274511,38.87573524757668,3.138966414711461,93.51646972495521,6.428466520828555,145.95044476826135,76988.09699969646,0.2496489112061414,0.09175578358221388,0.24405875140780592,0.3142377433652516,0.1979169548041847,0.23513436893718623,0.20050022392853514,0.1404249483641164,2.8802238803127316,0.28720969046591793,0.22245073794728976,6.2134934413580245
68,68,72.7461,14.4959,96,17.0568,0,117,121,40,131,33,1.02945,76.93401,0.0,0.0,0.14286,3.162,12.6836,0.0,0.0,132.0,58.76205,0.00905,2.68,1.764,-1.0,0.0,438.9676630767224,40366.67167117411,81.40512367671205,0.90042,38.93773980788243,2.893430842758451,92.2410148869527,6.456171195723333,145.83823870970687,76876.50843248062,0.24959926026840232,0.09176704631791147,0.24370570656162144,0.31476749509677204,0.19738934264679406,0.2354573160034887,0.2006222164969356,0.1404543540854729,2.8774120431620993,0.28641443314943976,0.2227850342375306,6.197627314814815
69,69,72.2512,14.7725,95,17.3534,0,117,121,40,131,33,1.02949,76.39324,0.0,0.0,0.25,3.176,12.71411,0.0,0.0,132.0,58.73324,0.0088,2.95,1.686,-1.0,0.0,438.9112405151626,39683.12675668545,81.4370190488158,0.8997239215686275,38.931353722089604,3.1855498672340645,92.19294621929232,6.483553814703664,145.89802775417098,76610.10760938269,0.24949345696150937,0.09173829161917518,0.24332279561801318,0.3155783698239309,0.19693293563061837,0.23572543481371228,0.20123761261626327,0.14038539534294012,2.876542057720027,0.28528875833254363,0.2231148889563949,6.211323302469136
70,70,71.8452,15.0047,95,16.7887,0,117,121,40,131,33,1.02743,76.00818,0.0,0.0,0.25,3.185,12.96211,0.0,0.0,132.0,58.68207,0.00948,2.97,1.663,-1.0,0.0,438.8608168472824,38756.27188537107,81.50068608415047,0.8990306862745098,38.8985072006414,3.1890095047600866,92.22800294872799,6.509061920774557,145.8173472536929,76087.93534408353,0.24942798770897415,0.0917749814714257,0.24303448545996498,0.3163176505106418,0.19804573830217378,0.23585266469401714,0.20129653283102772,0.1403631504356786,2.872541798354589,0.28377235125263767,0.2226684406892217,6.199604552469136
71,71,71.7685,15.1693,95,17.9354,0,117,121,40,131,33,1.02888,75.92028,0.0,0.0,0.21429,3.17,13.15944,0.0,0.0,132.0,58.66121,0.00889,2.95,1.814,-1.0,0.0,438.81863923590214,38425.97414025845,81.50791953232842,0.8979427450980393,39.1000200436439,2.7684647750098526,93.44121281229884,6.533993002568427,145.8146163513338,75684.27640823685,0.24942417015615592,0.09183380515625646,0.24271528456616392,0.3170265028126066,0.1989691751375305,0.23605902848887758,0.20117695537891622,0.14039258908609858,2.877412043162097,0.28234066915966216,0.22307961952405836,6.310570987654321
72,72,71.4743,15.2742,94,18.2276,0,117,121,40,131,33,1.03348,75.57895,0.0,0.0,0.25,3.142,13.28856,0.0,0.0,132.0,58.627,0.0091,2.97,1.725,0.125,0.0,438.78260447295355,37385.459033351784,81.4875992466021,0.8976678431372549,39.041011480637536,2.575731720284048,93.3166027451175,6.551580985767164,145.75919146280606,75602.3496917365,0.24941236422608037,0.09180120654350879,0.24243524916742223,0.317973329431628,0.2002527278490593,0.23629053118899004,0.20079659113775508,0.14032145290649436,2.865294709117515,0.28117792709370565,0.22336373085320885,6.359519675925926
73,73,70.9297,15.3766,94,18.7063,0,117,121,40,131,33,1.02684,75.04475,0.0,0.0,0.32143,3.147,13.36691,0.0,0.0,131.0,58.57664,0.00877,2.96,1.681,-1.0,0.0,438.7555023951952,36473.61699260969,81.54734272317279,0.8978901960784315,38.95812686873071,2.679570295018147,91.9414569259065,6.572915260413459,145.5859429388561,75313.0061401155,0.24935325708808662,0.09180437463500808,0.24214688904600548,0.31893586100227683,0.20164321615475544,0.23637617893666182,0.20090772705641485,0.1403262314983639,2.8701649539250105,0.2806276859361077,0.22316858710895646,6.366608796296297
74,74,70.779,15.4517,94,18.9663,0,117,121,40,131,33,1.0267,74.91808,0.0,0.0,0.42857,3.148,13.4532,0.0,0.0,132.0,58.49924,0.00863,2.95,1.775,-1.0,0.0,438.7334454900034,36349.83418364302,81.50803195929264,0.8971243137254903,38.97449954939477,2.873680654764224,91.9198125244222,6.579290481461867,145.57586506274708,75432.93143014355,0.24936624366450613,0.09185877265909125,0.24193302442479742,0.3199348060377698,0.2029730925015173,0.2364085900493049,0.20063868300259602,0.14037978375083268,2.875788628226264,0.2789671666511289,0.22280290367473438,6.234278549382716
75,75,70.69,15.3322,94,17.7237,0,117,121,40,131,33,1.02577,74.81207,0.0,0.0,0.25,3.142,13.511,0.0,0.0,131.0,58.42383,0.00943,2.96,1.63,-1.0,0.0,438.7194959050443,36124.90626431375,81.53584886388394,0.8954129411764707,38.889575911156925,3.0943178246200578,91.74383054023411,6.583140502528319,145.49296555666973,75216.18411105222,0.24932191378036975,0.09190034152657002,0.24172801389634116,0.3209397555956315,0.20431393165015588,0.23643731246172797,0.20055969448340627,0.14035392333231764,2.876382839333664,0.27711270604725613,0.22275607759875501,5.952835648148148
76,76,70.5837,15.3432,94,18.0347,0,117,121,40,131,33,1.02413,74.72706,0.0,0.0,0.35714,3.138,13.39336,0.0,0.0,130.0,58.34979,0.00924,2.95,1.577,-1.0,0.0,438.7036140324076,36333.74018308732,81.56153432845024,0.8932490196078432,38.86502715687693,3.1312890464772516,92.95022385404758,6.595676646439144,145.41236295691382,75703.93702911308,0.249292757061565,0.09191435879889272,0.2415438286372481,0.3220792510037656,0.20518016409472248,0.23627256743641303,0.2006658660421651,0.1403490536226643,2.8774120431620975,0.27559740224727464,0.2229016654919847,5.91869212962963
77,77,70.5647,15.172,94,18.4509,0,117,121,40,131,33,1.02951,74.71192,0.0,0.0,0.14286,3.157,13.38916,0.0,0.0,130.0,58.23737,0.00882,2.96,1.59,-1.0,0.0,438.7015250106014,36059.988953167594,81.52183364818049,0.8904576470588237,38.966095347463344,2.23050187362918,90.57779109317855,6.584223915187668,145.54973932536822,75460.457065431,0.2492804836706001,0.0918870465875449,0.2414806212827532,0.3228021672287712,0.20679780750119536,0.23616675080273325,0.20116869901487885,0.1401783046244443,2.8828764990769984,0.2744653893556669,0.22276453797963228,5.984953703703703
78,78,70.3783,14.5135,93,18.4545,0,117,121,40,131,32,1.03372,74.49687,0.0,0.0,0.46429,3.163,13.24902,0.0,0.0,130.0,58.1498,0.00877,2.94,1.555,-1.0,0.0,438.70372919669506,35812.48239869827,81.57799112012236,0.8895866666666667,38.97538022641782,2.6630579122987967,90.46189290255722,6.568749033352448,145.4308537558717,75185.57931891689,0.24928393004722216,0.09191505199173944,0.24131969974490655,0.32326892155739206,0.20783543970725965,0.23611872574156947,0.2015361593138007,0.14015935037804556,2.870324172311376,0.2734249022282332,0.22274860859093906,5.85546875
79,79,69.9196,13.9234,93,17.8707,0,117,121,39,131,32,1.02908,74.04438,0.0,0.0,0.5,3.166,12.65959,0.0,0.0,130.0,58.1701,0.00919,2.95,1.608,-1.0,0.0,438.7168413622771,35081.28219611664,81.61776964234085,0.8891788235294118,39.06586767126013,2.5903827915099655,91.96262126987021,6.558024304157446,145.2717228183476,75048.63613124694,0.24925940097927504,0.0919093709006303,0.2411647364628241,0.32395910404617306,0.2085334555802482,0.23599775077107468,0.20198538153189632,0.14016621697410805,2.8757886282262697,0.27229834551040594,0.222769076054814,5.855131172839506
80,80,69.8793,14.0367,93,17.6641,0,117,121,40,131,32,1.03031,73.96403,0.0,0.0,0.67857,3.179,12.13993,0.0,0.0,130.0,58.22092,0.00847,2.95,1.59,0.125,0.0,438.7344433725253,35300.404863097974,81.58141925769652,0.8898921568627451,39.240538420500584,2.882575249996792,91.4789764495373,6.527682069333836,144.8600812326963,75274.8342778657,0.24921515059652058,0.09193785499404052,0.24100479025050847,0.3243167288450486,0.20876407809259137,0.2358355301209329,0.20239786822107136,0.14009975665514632,2.884224139678157,0.2709989393703747,0.2227263871084148,5.806471836419753
81,81,69.7349,14.2293,93,18.1101,0,117,121,40,131,32,1.02591,73.82891,0.0,0.0,0.57143,3.188,12.23648,0.0,0.0,130.0,58.11981,0.00891,2.96,1.601,-1.0,0.0,438.7545994649524,35273.77135022468,81.58793414957788,0.8895631372549021,39.31859748746142,2.701716507967955,92.99435646190547,6.529332384820128,144.83906932790197,75252.2870896163,0.2491586017589848,0.09195948814963324,0.24080257399302107,0.32473240656603736,0.2095813611074237,0.235745172982187,0.20255365041890383,0.14011576100355322,2.8899643699277213,0.26942933755547566,0.222874629305548,5.985339506172839
82,82,69.8416,14.0817,93,19.4167,0,117,121,40,131,32,1.02406,73.90219,0.0,0.0,0.35714,3.17,12.39823,0.0,0.0,130.0,58.08186,0.00886,2.95,1.578,-1.0,0.0,438.7537149687054,35605.46641354389,81.58778836502995,0.8895050980392158,39.379160374770926,2.5751821087606355,91.61580898228013,6.544910854166905,144.70288712940615,75256.6723431769,0.24910637639993252,0.09194114101406176,0.2407315762921128,0.325171792589801,0.21000759517994505,0.2355122405815238,0.20301107754268677,0.14020845973925886,2.8852533435065904,0.2680497357696643,0.22296058279161993,6.111979166666667
83,83,70.2008,14.4964,93,18.3722,0,117,121,40,131,32,1.02914,74.23379,0.0,0.0,0.5,3.179,12.27569,0.0,0.0,130.0,58.17532,0.00893,2.97,1.554,-1.0,0.0,438.7534639529157,36360.62280996075,81.55179211850373,0.8912376470588237,39.61512266559365,2.8380354212748373,93.24963034891968,6.547654602977857,144.7662210599185,75517.37618850081,0.24906429808244612,0.09197165731956865,0.24080248553492264,0.32543405808066306,0.2114392062174189,0.2353815713159575,0.20298978093863382,0.1402028400333585,2.8899643699277227,0.2672556331327856,0.22324952105162763,6.072289737654321
84,84,70.4563,14.583,93,19.1166,0,117,121,40,131,32,1.02812,74.50202,0.0,0.0,0.32143,3.167,12.62992,0.0,0.0,130.0,58.09143,0.00863,2.96,1.657,-1.0,0.0,438.8066714110675,36911.52638575453,81.52890089843612,0.8919019607843137,39.6407676037447,3.1793168836407815,90.91234990282294,6.5492035590772755,144.93275164708663,75720.06252126454,0.24903490788066301,0.091953189158277,0.24074764567995327,0.3259437812243875,0.21338927201391697,0.23536631190834453,0.2034573189402531,0.1401777198838216,2.8774120431621015,0.26694360812978934,0.2231641732350544,5.892698688271605
85,85,71.0138,14.7644,94,18.8393,0,117,121,40,131,33,1.02981,75.02191,0.0,0.0,0.46429,3.17,12.69634,0.0,0.0,130.0,58.02467,0.00863,2.97,1.53,-1.0,0.0,438.90522634634345,37883.50870893987,81.4839832248166,0.8919623529411765,39.584032977068865,2.6397455639948495,93.31479740815743,6.570362475985904,145.22491625770806,75840.99088322831,0.24900491361916813,0.09196397046042842,0.24072536581368026,0.32621474661545896,0.21533776897459164,0.23507310646963633,0.2039382705599099,0.14013825743134636,2.9000232963154455,0.26706819056593567,0.22315143021930114,5.616560570987654
86,86,71.3022,15.2517,94,18.7066,0,117,121,40,131,33,1.02898,75.26525,0.0,0.0,0.14286,3.155,12.84506,0.0,0.0,130.0,58.14338,0.00891,2.96,1.67,-1.0,0.0,439.032166250789,38404.08455126835,81.46238572836938,0.8935160784313726,39.870345880955824,2.549995104176927,91.8784341634829,6.597718706951644,145.16422226131147,75780.89140525296,0.24900219954740485,0.09198660110392567,0.24072261351604762,0.3262518587270982,0.2169586248195839,0.23478957004131884,0.2044403097105861,0.14021710136352333,2.882876499077009,0.26686708880772225,0.2235701455220077,5.841242283950617
87,87,71.0632,15.1607,93,20.0264,0,117,121,40,131,33,1.02779,75.01186,0.0,0.0,0.21429,3.166,13.25055,0.0,0.0,130.0,58.23735,0.00903,2.98,1.521,-1.0,0.0,439.1723352067305,37925.17833999935,81.5493850945478,0.8951435294117648,39.95393409258053,2.811688762137153,93.53374410139062,6.62395876105897,145.53946861649774,75623.97654895658,0.2490143054549895,0.09192552705851134,0.24055147950039615,0.32649377466993085,0.2188730569484029,0.23458151745132638,0.2043653005228649,0.1401948105525608,2.882876499076996,0.26651844565912663,0.22378975844865429,5.94994212962963
88,88,71.0116,15.3293,93,19.2505,0,117,121,40,131,33,1.02809,74.88299,0.0,0.0,0.42857,3.18,13.17323,0.0,0.0,130.0,58.25297,0.00908,2.96,1.436,0.125,0.0,439.3247455945885,37534.320508592464,81.56851525930918,0.8964811764705882,39.7324725492501,3.846830583651464,93.35039880474326,6.6214511590276715,145.81481158584316,75455.79293546262,0.24904623906094436,0.09195107752325395,0.2404045366973179,0.3267572372195482,0.2200000508922053,0.23443544003417816,0.20417430118675411,0.1402320362468872,2.870324172311365,0.26630465574985007,0.22420646577973694,6.291087962962963
89,89,71.1971,15.5514,93,20.231,0,117,121,40,131,32,1.02767,75.03734,0.0,0.0,0.14286,3.177,13.35635,0.0,0.0,130.0,58.2485,0.00896,2.97,1.563,-1.0,0.0,439.4950889576939,38170.87398967753,81.55560513911809,0.8979384313725491,39.714870876736114,3.050991480192348,90.92456574375923,6.56892799532131,145.9848556172393,75736.32487417798,0.24906165254929252,0.09190901859732337,0.2401643478652227,0.3273410656085067,0.2198227247733161,0.23423129321020092,0.2037855649584149,0.14020942424121363,2.8735710021830467,0.26591195553545555,0.22444716855761981,6.140914351851852
90,90,71.3628,15.078,93,19.0498,0,117,121,40,131,32,1.02875,75.11916,0.0,0.0,0.39286,3.156,13.55111,0.0,0.0,130.0,58.24702,0.00895,2.97,1.474,-1.0,0.0,439.66662927849825,38157.6211582308,81.53021942230694,0.8990317647058824,39.51138908480421,3.798074893585972,93.39238093484327,6.591415414726634,146.19179086312744,75731.5147544522,0.24896084499264445,0.09190776884946783,0.24000284761811452,0.32763416537997575,0.21991387086189434,0.23396310766361217,0.2035541746198819,0.14023448752413828,2.872976791075638,0.26595305064671565,0.22493419753238228,6.076919367283951
