,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,fft,cubcol.0,saturation,blur,movement,cubrow.0.3,cubrow.0,cubcol.0.6,cubcol.1.0,blockiness,uhdhdsim,noise,cubcol.0.5,staticness,color_fulness,temporal,contrast,cubrow.0.6,tone,cubrow.0.5,cubcol.0.3
45,45,66.8053,23.9409,52,32.5918,0,113,122,14,133,14,1.00111,71.45744,0.0,0.0,2.42857,4.705,20.30884,0.0,0.0,126.0,44.17772,0.00059,1.34,1.635,-1.0,2e-06,0.12441884996307412,66346.29867896608,0.20551652943464976,36.557788801781925,33418.66423595627,25.37475887345679,0.27162836433645204,0.11248754461198612,0.1663583096361548,0.19932612760146884,3.905665904994516,91.08119220483732,0.5620344989618946,0.17800206777258673,375.33804614632794,115.1370603614908,6.622253196391644,89.63299557461252,0.2147316911441881,0.7252898039215686,0.2720740058684524,0.2122038906419438
46,46,67.5322,24.0933,53,32.9364,0,113,122,14,133,14,1.00571,72.08136,0.0,0.0,2.03571,4.666,20.55337,0.0,0.0,126.0,44.0812,0.00056,1.35,1.625,-1.0,0.0,0.12422726454318125,66377.06103038712,0.20642508424933712,36.29786776318962,33982.31348608229,25.942949459876544,0.2718258519447139,0.11232780120977454,0.1655605130713033,0.1981798584939394,4.423238133172134,90.99444158909571,0.5598168729186698,0.17865313379671258,373.48650121850574,115.64248727936007,6.663989600423107,92.27598041954147,0.21400035911542398,0.7235627450980378,0.2712738240610895,0.21283559916359016
47,47,67.6972,23.7499,52,32.7138,0,113,122,14,133,14,1.00481,72.11061,0.0,0.0,3.17857,4.593,20.68475,0.0,0.0,126.0,44.23551,0.00052,1.34,1.711,-1.0,0.0,0.12408074099311062,66195.81858108524,0.20721086611586645,36.28448373300058,33698.077452145066,26.613956404320987,0.2719063538810071,0.1122310288047028,0.1652714211885905,0.19692246657610343,4.315645493311131,90.9616037717346,0.5598168729186673,0.17924293056806717,371.21256057774343,115.03449975394905,6.681166378866699,87.33845595732892,0.21343502657488117,0.7249431372549019,0.2705336463191675,0.2132232438123882
48,48,67.9985,23.539,52,32.5826,0,113,122,14,133,14,1.00291,72.28681,0.0,0.0,3.64286,4.522,20.39116,0.0,0.0,126.0,44.38107,0.00032,1.35,1.643,0.12629,0.0,0.12394068359752135,66203.22564181483,0.20790190801351327,36.063014842845774,33844.6862451971,26.966242283950617,0.2721074815200925,0.11206378121529796,0.16512646227323852,0.1959652769416511,5.025112130791531,90.92882972203675,0.5598168729186624,0.17980259445203242,368.8623193962298,114.59732805141236,6.676414760156825,86.87869717248233,0.21266391341277954,0.7245674509803922,0.2697930279368039,0.21344450835612697
49,49,68.0477,23.6065,52,32.2449,0,113,122,14,133,14,1.00454,72.25158,0.0,0.0,3.53571,4.46,20.20517,0.0,0.0,126.0,44.23904,0.00045,1.36,1.724,-1.0,0.0,0.12392873884513259,66265.51827241396,0.20865046221359634,35.994714619200906,33707.97473872601,26.870756172839506,0.27232697296759867,0.11195308195599359,0.16503814203234266,0.19464417035099696,4.2706071828078525,90.89251057242387,0.5598168729186638,0.1803657723508339,366.63385554435786,114.23529991278927,6.654007572581907,86.463626147893,0.21210526885889425,0.7171534901960778,0.2691011116798799,0.21366329331434689
50,50,68.4168,23.3742,52,31.6636,0,113,122,14,133,14,0.9994,72.52876,0.0,0.0,3.10714,4.389,20.26386,0.0,0.0,126.0,44.11498,0.00044,1.35,1.784,-1.0,6e-05,0.12379798320322671,66231.00418636616,0.20938216339960944,36.065970150041,34101.392840151784,26.25974151234568,0.2723154359779778,0.11176043600185599,0.16495376901938488,0.1933015360368782,4.772952293187397,90.85225491344343,0.5598168729186644,0.1809579936257083,364.5386321551167,113.99561825092121,6.6335971980717545,86.3237072161669,0.21125070098007656,0.7079250980392157,0.2684512636308824,0.21390631410593727
51,51,68.5935,23.2281,52,30.9263,0,113,122,13,133,14,0.99821,72.52367,0.0,0.0,2.60714,4.364,20.06766,0.0,0.0,126.0,44.22588,0.00043,1.35,1.855,-1.0,0.0,0.12333196706550589,66364.0561218047,0.21014825292839806,35.86612786187066,34623.79377447407,25.634934413580247,0.27232287966486624,0.11167793673518861,0.1648349589941371,0.19144861367003177,5.193707113120139,90.83604455970016,0.559816872918665,0.18151681361647695,362.5375041941391,112.9187711162924,6.633999366533329,85.95188866230909,0.21043021584922728,0.705623137254902,0.2678792651564381,0.2142203730626848
52,52,68.6271,23.1075,51,31.9005,0,113,122,13,133,13,0.99952,72.27221,0.0,0.0,1.82143,4.378,19.94292,0.0,0.0,125.0,44.42924,0.0004,1.34,1.785,-1.0,1e-06,0.12295221196624662,66640.20669030848,0.21078707087847864,35.89903824417679,35413.75543251842,24.999180169753085,0.27233573451700377,0.11151441489852866,0.1648379037917448,0.18979645236784304,5.243855612251911,90.86991467912755,0.5581934579828287,0.18200686477278558,360.58388824690803,110.71386921862171,6.684505189780441,88.31834892629692,0.20994362430679367,0.7073560784313726,0.2671120388808955,0.2148372722140664
53,53,68.6695,22.7809,51,29.99,0,114,122,13,133,13,0.99966,72.03434,0.0,0.0,1.89286,4.398,19.84831,0.0,0.0,125.0,44.58109,0.00039,1.33,1.764,-1.0,3e-06,0.12249179584947904,66604.89456318079,0.21141854558970097,35.91340467664931,35952.22927560118,24.779417438271604,0.27236251779453513,0.11137205245468211,0.1648107258663962,0.1882556621542154,4.474100314741082,90.90991655974803,0.5559758319396013,0.18248282831338802,358.6950223982196,109.85426191313157,6.684232356176588,88.6130506290452,0.20917374633251806,0.7067749019607843,0.2661316201731736,0.21547915572510615
54,54,68.1321,22.6136,50,29.2017,0,114,122,13,133,13,1.00195,71.28028,0.0,0.0,1.71429,4.434,19.56629,0.0,0.0,125.0,44.57151,0.00045,1.34,1.752,-1.0,0.0,0.1220799574731907,66831.96203512773,0.21210621950348085,35.688504065996334,35280.64604050921,24.817467206790123,0.27218487360718063,0.11144706617606356,0.16478960847732932,0.18677576746970567,5.260847101109357,90.99285030930376,0.5559758319395948,0.1828669195532502,356.86703471114623,109.17935421462523,6.638838137106491,88.14056524240931,0.20869817867246324,0.7048815686274509,0.26499153485937843,0.21658812010338216
55,55,67.5625,22.9216,49,30.1341,0,114,122,13,133,13,1.00218,70.51658,0.0,0.0,1.25,4.442,19.41864,0.0,0.0,125.0,44.38329,0.00036,1.34,1.703,-1.0,0.00011,0.12175878499983964,66863.60368875429,0.21270441199462484,35.41024516541281,34462.186762192956,24.614631558641975,0.27197210659591964,0.11142261846811856,0.1647254503468653,0.18541246815377793,3.767401123858405,91.08932397806433,0.5537582058963624,0.18329902272822932,354.99059667327174,108.74673407169327,6.662221379163988,88.72729755642926,0.20811327156348705,0.6996819607843137,0.2639633174576878,0.21779799163971925
56,56,67.0318,23.0218,49,30.3265,0,114,122,13,133,13,1.00474,69.94304,0.0,0.0,1.17857,4.451,19.68696,0.0,0.0,125.0,44.24693,0.00032,1.34,1.675,0.125,4e-06,0.1212718281619526,66371.32723845585,0.21328104090810954,34.98330707314574,33545.392038270205,24.530381944444443,0.2717636512977361,0.11142065248032683,0.16459971650751806,0.18404904463419314,4.053065129526818,91.14256967968862,0.5493229538099192,0.18365097209201942,352.95768957732497,108.38435212983518,6.67472523651908,87.99728766015855,0.20735750236266176,0.694849705882352,0.26299800627368886,0.2191100059577978
57,57,67.2769,23.2623,48,30.6543,0,115,122,12,133,13,1.00866,70.15095,0.0,0.0,1.14286,4.509,19.77158,0.0,0.0,124.0,44.24304,0.00046,1.35,1.652,-1.0,4.5e-05,0.12067614892985784,66401.66901520886,0.2138148003541719,34.771936298888406,34212.252490575374,24.49652777777778,0.27158925130188266,0.11146651977171473,0.16450101595934513,0.18282345002685288,4.796100592049321,91.0695223471366,0.5476995388740814,0.1840584987745966,350.68131030931215,107.44468791355291,6.7115173291756545,87.38193642327066,0.20676902524433108,0.6934470588235295,0.26212548952874765,0.22043076235188136
58,58,67.4553,23.2641,48,32.3166,0,115,122,12,133,12,1.00017,70.3073,0.0,0.0,1.21429,4.554,19.97058,0.0,0.0,125.0,44.22829,0.00046,1.33,1.547,-1.0,0.000114,0.12016278491821578,66430.90528677618,0.21440093548783032,34.51107147593557,34842.11834189953,24.157648533950617,0.2712673223801067,0.11149706045546984,0.16455001461264904,0.18196769065596746,3.463339440492306,91.02968400935681,0.545481912830852,0.184386833046164,348.34370914398096,106.7532038454784,6.788525981768357,85.20358851462521,0.2060053813026701,0.6943611764705868,0.2612331866149463,0.2217263871732173
59,59,68.0759,23.672,48,32.219,0,115,122,12,133,12,0.99921,70.88196,0.0,0.0,1.03571,4.6,19.9719,0.0,0.0,125.0,44.48838,0.00055,1.34,1.641,-1.0,3.6e-05,0.11962353723391142,66561.95866107939,0.21493795452868167,34.59773216718509,36446.44741718084,24.30960648148148,0.27099189295135556,0.11158527260722184,0.16469299252335193,0.1812300450858893,4.482805124413212,90.97240750736532,0.545481912830846,0.18461051524465258,346.3095068047453,104.89665660805542,6.803031159739822,87.22737074693141,0.20531808831307627,0.7011560784313726,0.2603169538834407,0.22292203930494944
60,60,68.2544,23.9664,48,30.7788,0,115,122,12,133,12,1.00619,71.08074,0.0,0.0,3.60714,4.664,20.3255,0.0,0.0,124.0,44.71875,0.00049,1.35,1.718,-1.0,9e-06,0.11892646740957176,66749.77798599491,0.2163152362110424,34.483942667643234,37448.04131004676,24.596113040123456,0.27028677029865084,0.11149602731851288,0.16480181697102814,0.18034412166580754,4.716134754607674,91.03421728960322,0.5454819128308455,0.18464555911569192,344.6734457504641,104.19320390600402,6.830287037878022,86.195972528025,0.2038133768034801,0.7091709803921569,0.25860919022520623,0.2235369623303833
61,61,68.1813,23.8355,48,30.6969,0,116,122,12,133,12,1.00024,70.9488,0.0,0.0,3.03571,4.688,20.58027,0.0,0.0,125.0,44.79719,0.00032,1.34,1.66,-1.0,5e-06,0.11814235364953789,66683.98595262563,0.21859902324637928,34.199486061378764,37832.66790546572,25.004484953703702,0.26975148548862876,0.11143968615287772,0.16436307751697116,0.1791972272839315,5.292696264697695,91.12243579590057,0.5450469201098115,0.18455418129818488,343.24168244588606,104.03825933296048,6.864037134736163,89.69611380149283,0.20277174630895664,0.7131651372549018,0.25691620359039835,0.22421360142481048
62,62,68.1495,24.0839,48,30.2158,0,116,122,12,133,12,0.99777,70.88515,0.0,0.0,2.82143,4.793,20.46777,0.0,0.0,125.0,44.74462,0.00032,1.34,1.595,-1.0,0.0,0.11725919742193498,66736.3847487982,0.22224124700193318,34.05874520760995,38697.989294847015,25.244791666666668,0.26929365334416655,0.11127144342491826,0.16345717757964315,0.1775668379962734,4.047595499092538,91.23072058693927,0.5454819128308473,0.1844369919244888,341.76494456282785,104.09832862236567,6.8873741520920255,89.25572534958752,0.20209495930075,0.713896862745098,0.25505150179276376,0.2248549027697606
63,63,68.1694,24.2019,48,30.4089,0,116,122,12,133,12,0.99088,70.97953,0.0,0.0,2.46429,4.791,20.68334,0.0,0.0,125.0,44.63022,0.00033,1.35,1.66,-1.0,7.3e-05,0.11647844268150898,66779.6755849344,0.2271862752551785,33.795454425576295,39129.586310018785,25.14424189814815,0.26886743015805364,0.11121152727858677,0.16478614428658328,0.1760547885856045,5.37314709140322,91.23054506320534,0.5454819128308469,0.1841989887275712,340.2199648925398,104.96459751738766,6.978586038589324,87.0064066674199,0.2014807082750074,0.7133305882352942,0.2531413139939431,0.22543289306301872
64,64,68.2246,24.3591,48,30.0054,0,116,122,12,133,12,0.99049,71.19887,0.0,0.0,2.14286,4.824,20.7802,0.0,0.0,126.0,44.33421,0.0005,1.6,1.595,0.125,0.0,0.1158264711310847,66759.55224977646,0.23338040708303723,33.697014891071085,39393.628568907254,25.22313850308642,0.268511743155408,0.11103778803803875,0.16667114418397103,0.17469692907219556,4.514606573175771,91.1557905637597,0.545481912830845,0.18371244825951974,338.72478749418286,106.13976637257771,7.05695413695603,86.94716744613558,0.2009672689590677,0.7102141176470588,0.25128842841354915,0.2258660261504992
65,65,68.2631,24.0489,48,30.1291,0,116,122,12,133,12,0.98856,71.43893,0.0,0.0,2.57143,4.868,20.91362,0.0,0.0,126.0,44.11159,0.00065,1.62,1.609,-1.0,0.0,0.11515935036458934,66751.54745215346,0.24056971189297258,33.50086843231578,39390.89776775055,25.30396412037037,0.26809950030799123,0.11084857260254329,0.164909977157369,0.1733506280300021,5.734561816121716,91.14042661488338,0.5454819128308465,0.18317073024536557,337.20012351013037,107.32343928004055,7.078901130128442,86.31390469798178,0.20058393940704056,0.707221568627451,0.24956620996174989,0.22622208299960417
66,66,68.5764,23.8146,48,30.458,0,116,122,12,133,12,0.99093,71.80837,0.0,0.0,1.46429,4.876,20.65132,0.0,0.0,126.0,44.02882,0.00071,1.62,1.715,-1.0,3e-06,0.11438317132195167,66869.02239388645,0.2489603893394153,33.55767087583189,39532.225592844996,24.997010030864196,0.26775853511635683,0.11079760908671953,0.16375238857928057,0.17219848941320412,4.293495114703425,90.97181104656075,0.5454819128308492,0.18261458690708784,335.457129821592,108.12557538025524,7.093850681832961,89.35040449386567,0.20020650956528652,0.7039764705882353,0.24784877313539275,0.22672913957277122
67,67,68.4329,23.497,48,30.0867,0,116,122,12,133,12,0.99656,71.66175,0.0,0.0,0.89286,4.892,20.44931,0.0,0.0,126.0,43.82567,0.00043,1.62,1.641,-1.0,0.0,0.1132315163874009,66781.14838744044,0.2571160517945088,33.46648096155238,39198.27749029466,24.23268711419753,0.2676213105621704,0.11073231289804922,0.16332355363000056,0.17084111823724313,6.406841546706888,91.00087196972608,0.5454819128308516,0.1822215277077865,333.63102080816685,108.12616245795707,7.110889730892871,90.30506535296055,0.1999535976333854,0.7004512549019583,0.24616562621675675,0.22720250481645007
68,68,68.3403,23.0153,48,31.1288,0,116,122,12,133,12,0.99523,71.52244,0.0,0.0,1.0,4.858,20.18242,0.0,0.0,126.0,43.70328,0.00035,1.63,1.714,-1.0,1e-06,0.11214264932412947,66835.49723906536,0.2646229056729929,33.594800595883974,39086.53141538076,23.595341435185187,0.26743764754019206,0.11064471986024757,0.1636894274381774,0.16970583743203876,5.117154482373764,91.06547131651972,0.5454819128308491,0.18233606119518203,331.82539418465586,107.01437553265353,7.070113071414954,91.94327148013369,0.19970963130283892,0.6991000392156861,0.2446867900942372,0.22732783784364863
69,69,67.7826,22.638,48,29.8024,0,116,122,12,133,12,0.98777,71.01698,0.0,0.0,0.78571,4.846,19.77439,0.0,0.0,126.0,43.68494,0.00043,1.62,1.654,-1.0,1e-06,0.11098648391697505,66744.22876711734,0.27097152660663204,33.783465538495854,38537.137068643795,23.21682098765432,0.26731369549370165,0.11021116027858521,0.1645915195975984,0.1689553796546775,2.5511774768624282,91.25501169976832,0.5454819128308523,0.18326849847743065,330.07843559433906,106.01025033818505,7.048472984871765,87.63808841924191,0.19939265053415478,0.6988062352941176,0.24340379556745584,0.22777556335865334
70,70,67.2123,22.6963,47,30.0005,0,115,122,12,133,12,0.99279,70.46275,0.0,0.0,2.32143,4.795,19.45475,0.0,0.0,126.0,43.55083,0.00029,1.61,1.611,-1.0,0.0,0.11006638350870172,66683.48427417908,0.27760496138279467,33.93974078143084,37823.22736484855,23.31886574074074,0.267115386159726,0.10981835008404,0.16527819787182094,0.16786975276821464,3.085648650039768,91.41642063112927,0.5454819128308513,0.18279660822211433,328.3918474855949,107.17674114917563,7.036289620547778,87.49071996034691,0.1990176197911842,0.6949576470588236,0.24215280974217737,0.2283510874803935
71,71,66.9915,22.5135,47,28.3495,0,115,122,12,133,12,1.00009,70.26159,0.0,0.0,1.64286,4.764,19.49657,0.0,0.0,126.0,43.52098,0.0003,1.62,1.544,-1.0,0.0,0.10898265925002576,66705.64953455437,0.2847506114550264,34.12271589114342,37457.02432849459,23.57981288580247,0.2666719450054477,0.1093517418629871,0.16651328471117893,0.16738642834520906,3.7254387516269727,91.59121705083282,0.547699538874081,0.18314835989189035,326.8123716802736,106.97200029855308,7.019164636657417,89.9985138713244,0.19882142808914546,0.6934216666666667,0.24083699196625696,0.22888065712103953
72,72,66.9966,22.8611,47,28.9583,0,115,122,12,133,12,1.0016,70.23855,0.0,0.0,1.57143,4.788,19.33936,0.0,0.0,126.0,43.59881,0.00021,1.63,1.571,0.12886,0.0,0.1080526447733116,66680.85069121749,0.29203190543826807,34.23151802722318,37248.89448325926,23.22554976851852,0.26622466359013,0.10906908004195259,0.16722474085243472,0.16676885388104173,4.171584110459445,91.69360580284939,0.5537582058963585,0.18323605135771048,325.3650202697523,106.54903128739203,7.001621744090801,87.4410199024424,0.1984956125155226,0.6945113725490195,0.23971686471221476,0.22976717372603547
73,73,66.8598,22.7588,47,29.1302,0,115,122,12,133,12,1.00278,70.17995,0.0,0.0,2.03571,4.74,19.63746,0.0,0.0,126.0,43.45278,0.00019,1.61,1.653,-1.0,4e-06,0.10719495114978878,66482.78443808224,0.2981624359531131,34.07888134614921,36578.868674467536,23.094810956790123,0.26575016947252555,0.10869969905180762,0.16900521126722437,0.16601586734975857,4.1175630174650975,91.68907031118373,0.5537582058963647,0.18283704597571787,324.0219973342115,106.4908094098211,6.964875062210495,89.94881311888054,0.19833152026948783,0.6914827450980392,0.23870382906303203,0.23095711969698188
74,74,66.7396,22.6403,48,30.5137,0,115,122,12,133,12,1.00054,70.09227,0.0,0.0,3.25,4.705,19.55014,0.0,0.0,126.0,43.28351,0.00024,1.6,1.682,-1.0,0.0,0.10637721201868955,66568.33354919551,0.3039422547888881,34.00665075985002,36040.693495158834,22.908516589506174,0.26535001860628904,0.10840866007094803,0.17057809553562106,0.16521412584067585,2.258648658812854,91.7352607378329,0.5559758319395987,0.18267529778540612,322.71085151071566,105.86271596685376,6.909843242937955,91.54062405396759,0.19813535930663517,0.68686,0.2374950685790152,0.23222755720039318
75,75,66.7134,22.8727,48,31.1953,0,115,122,12,133,12,0.99515,70.06078,0.0,0.0,2.17857,4.661,19.44562,0.0,0.0,126.0,43.23565,0.0002,1.62,1.646,-1.0,0.0,0.10566295446886044,66568.23462768894,0.31047034869809803,33.830469013732156,35818.53759347148,22.910831404320987,0.2649959238074804,0.10824835645380416,0.17287484566262148,0.1644647294930883,2.857606729434896,91.71790412793956,0.5559758319395977,0.1829660974621816,321.374773885489,106.6399974191812,6.892459067313985,91.95022403359667,0.19795118518411187,0.686824705882353,0.23607967274759611,0.2331579620922159
76,76,66.223,22.3032,47,30.5407,0,115,122,12,133,12,0.99464,69.46002,0.0,0.0,1.39286,4.634,19.64647,0.0,0.0,126.0,43.49255,0.00017,1.63,1.548,-1.0,0.0,0.10504722231015971,66694.26159629643,0.31669025286909924,33.6133066813151,35042.73804646496,23.302083333333332,0.2647540548338349,0.10811577892575233,0.17492325152320495,0.16384867527446156,2.237735769611247,91.77530726026194,0.5476995388740865,0.18373668818221728,320.03017946472056,105.88746565199475,6.863423322246711,88.36398490021668,0.19770071741089548,0.6914701960784314,0.23498470766258925,0.23378257220353862
77,77,65.5896,21.7926,47,29.5899,0,115,122,12,133,12,0.99417,68.7717,0.0,0.0,3.35714,4.655,19.15335,0.0,0.0,126.0,43.8154,0.00021,1.63,1.726,-1.0,1e-06,0.10467345266052908,66686.1986949998,0.3227925017997876,33.56049036096643,33885.31289618648,23.361014660493826,0.2645833629043272,0.10796962941844537,0.17657716004996885,0.1633446050259458,3.5534503265212463,91.88755561783253,0.5537582058963603,0.18575022493814827,318.73932183690357,105.83190288139302,6.828579487256922,90.10300207518324,0.19742187259369806,0.6956662352941163,0.23396814944054503,0.2348435088280543
78,78,65.3068,21.8183,46,30.1156,0,115,122,12,133,12,0.99819,68.40629,0.0,0.0,2.67857,4.636,18.72092,0.0,0.0,126.0,44.01629,0.00016,1.61,1.699,-1.0,0.0,0.10447449354870764,66651.03049188317,0.3291227187010465,33.469664208682964,33351.07649032714,23.495756172839506,0.2643990195351076,0.1078042762094657,0.17668517934492498,0.16329422785666492,3.765390359526739,91.87235928678257,0.547699538874078,0.18761961504102098,317.49244588085986,106.44505739811945,6.81145522107077,87.9368958523549,0.19701515974252218,0.6962682352941177,0.2329435495883791,0.23604619319490655
79,79,64.2177,21.906,46,30.1298,0,115,122,12,133,12,0.99405,67.28169,0.0,0.0,4.21429,4.66,18.73911,0.0,0.0,126.0,44.00048,0.00015,1.6,1.947,-1.0,0.0,0.10444858782672653,66608.6145828296,0.33493983418629375,33.38858635042921,31512.603764468215,23.28737461419753,0.26424434106726336,0.10763824255458153,0.17543372389420717,0.16334220345026934,3.498988326768138,91.9698611408738,0.5476995388740792,0.1899360433420594,316.3255444335501,106.10120839623983,6.800525020959749,89.77008006068436,0.19669050048723516,0.6934549019607843,0.23207694749178404,0.23726304546981972
80,80,63.2542,21.8515,45,31.7756,0,115,122,12,133,12,0.99374,66.21366,0.0,0.0,2.42857,4.675,18.81491,0.0,0.0,126.0,43.88148,0.00012,1.61,1.794,0.12834,2e-06,0.1045341491058009,66416.90296501727,0.3399174458041141,33.444537315839604,30153.214634484528,23.155719521604937,0.26397282191248617,0.10740799191324839,0.17450509823617055,0.16382203693735134,3.474727384828855,92.06407813236402,0.5454819128308493,0.1936848565220529,315.2534840573711,106.47020360689459,6.784198442574513,88.58145617439784,0.19611166662630514,0.6888627450980392,0.23112187352604915,0.2382817781834524
81,81,62.5251,21.386,45,30.7453,0,115,122,12,133,12,0.99552,65.40314,0.0,0.0,3.35714,4.644,18.76697,0.0,0.0,126.0,43.70383,0.00011,1.62,1.775,-1.0,0.0,0.10450056814637398,66308.86491655186,0.3446758481488915,33.50981837143133,29022.384354172973,23.187114197530864,0.2637366728936795,0.10737921550673508,0.17382623189553234,0.1636114291985497,2.809050753596854,92.1032590844529,0.5454819128308435,0.19889287015212806,314.2523711105188,106.43893892430364,6.789985614306536,89.81073147172795,0.19535727006212697,0.6839380392156864,0.2299006585153214,0.23939489359143026
82,82,61.242,20.7835,44,30.2325,0,115,122,12,133,12,0.99355,64.10103,0.0,0.0,4.39286,4.686,18.37344,0.0,0.0,126.0,43.47667,0.00015,1.61,1.796,-1.0,4.8e-05,0.10438202110721924,66235.09362405083,0.3478520477298603,33.58944984718605,27081.547279156333,23.12861689814815,0.2633841435340976,0.10744165303778241,0.1731998001905668,0.16261669704392834,3.2772147028969587,92.32735907406281,0.5454819128308445,0.20363064533303427,313.2849990023011,105.87165146602071,6.765601076640622,90.24064030864918,0.19438087403578025,0.6776266666666667,0.22846205713785409,0.24016720366894612
83,83,60.0244,20.6217,43,30.268,0,115,122,12,133,12,0.99749,62.93295,0.0,0.0,2.89286,4.744,17.85549,0.0,0.0,126.0,43.23043,0.00011,1.64,1.742,-1.0,2e-06,0.10392719532536308,66072.66157708598,0.34945414108642264,33.71797914858218,25211.40005729628,23.0,0.2630668756181035,0.10748917030427792,0.17262403118780212,0.16210028665002035,3.4999927098752424,92.55966005806387,0.5394232458085592,0.20702027745689447,312.425385600594,105.46282731893432,6.709968768709555,88.17578813051512,0.19364905651745387,0.6712278431372549,0.22697533222814026,0.24091439660967554
84,84,59.6814,20.5744,43,27.8151,0,115,122,12,133,12,1.00161,62.58301,0.0,0.0,3.0,4.755,17.71283,0.0,0.0,126.0,42.94459,0.0001,1.33,1.724,-1.0,1.4e-05,0.10323010817432479,66275.66314619654,0.35037017558533345,33.74823808081356,24724.7821014421,22.48017939814815,0.26262377420906347,0.1077235361489341,0.17148264266013583,0.16161516766686743,4.96854259939323,92.66769365641728,0.5394232458085512,0.20989861026038478,311.6938776264368,105.89258209789102,6.670103618296089,90.53361154734166,0.19274805347213336,0.6651273529411753,0.22563714470208301,0.24185769613308258
85,85,59.5889,20.6769,43,26.7741,0,115,122,12,133,12,1.00311,62.58756,0.0,0.0,2.75,4.791,17.67244,0.0,0.0,124.0,42.46834,0.00012,1.33,1.73,-1.0,2.3e-05,0.10239036509149045,66523.71786319761,0.3510873263372726,33.70186341839072,24507.717903631758,21.912181712962962,0.2621617852234049,0.10803194189352404,0.1708623605535276,0.15991254278583847,3.9936865694725006,92.68211863248057,0.5394232458085524,0.21287488947871566,311.0903787736638,106.3702399869299,6.616638788249413,90.41971784690051,0.1918367321072982,0.6579235294117647,0.2243770873844106,0.24312060470486255
86,86,59.0744,21.2091,43,27.1718,0,115,122,12,133,12,1.00436,62.23579,0.0,0.0,2.35714,4.791,17.76497,0.0,0.0,124.0,41.96156,8e-05,1.34,1.736,-1.0,0.0,0.10164494618656171,66577.40273781534,0.3516495472404628,33.44426077383536,24272.805473984787,21.567901234567902,0.26164299407271985,0.10825984402364087,0.1705707348665919,0.15732675072449948,3.6513732782769526,92.81211224349407,0.5394232458085515,0.2142533646059059,310.6010297930738,106.6901322522069,6.606984297873401,87.46490628099708,0.19098099849911956,0.6464870588235295,0.22301644973618626,0.24402802790252542
87,87,57.8519,20.9468,43,28.0511,0,116,122,12,133,12,1.00982,61.25419,0.0,0.0,2.17857,4.763,18.22459,0.0,0.0,124.0,41.73951,0.00016,1.35,1.67,-1.0,5.7e-05,0.10067621894941543,66348.67618076115,0.35205715848131724,33.442892380702645,23351.708921281326,21.339457947530864,0.2611091886414988,0.1085000476893349,0.17042718969448625,0.1493180154022728,3.759550595620687,93.0257198716611,0.5394232458085549,0.21416550387871777,310.19017321368113,107.4552966361301,6.621373883895963,89.98990521182749,0.1901680627826408,0.640947843137255,0.22199732283232926,0.2451900665415365
88,88,57.1167,20.4912,43,28.9849,0,116,122,12,133,12,0.99915,60.53367,0.0,0.0,2.92857,4.728,17.98533,0.0,0.0,123.0,41.36337,0.00016,1.35,1.659,0.12551,0.000153,0.09958969257946687,66317.27878612613,0.3513914679966157,33.228129634150754,22625.1098824436,20.826244212962962,0.26076971368901697,0.10872814983099516,0.1704298762199473,0.14070160705440593,3.9561974085600533,92.85020851570415,0.5416408718517847,0.21484041130482612,309.83371345654655,107.92430274390281,6.616960858804021,88.77847838134309,0.18936119679427627,0.6349901960784313,0.22123034187914115,0.246409715761306
89,89,57.4682,19.6965,43,27.8196,0,116,122,12,133,12,1.0055,60.62701,0.0,0.0,2.5,4.719,17.59548,0.0,0.0,123.0,41.07706,0.00018,1.34,1.608,-1.0,1e-06,0.09851339008563771,66255.69907025566,0.35101604041705964,33.112508138020836,22175.36480819658,20.201051311728396,0.2605102152348983,0.10906330893622858,0.17105952823308343,0.13540032061944962,4.2953912755086705,92.39940201297549,0.5454819128308442,0.21571196883582186,309.529251246442,107.66087103516189,6.546472319716851,87.12449796259082,0.18885145719235388,0.6299886274509804,0.2205859095324493,0.24785574890092474
90,90,57.7316,19.3829,43,27.8633,0,116,122,12,133,12,0.99974,60.65681,0.0,0.0,1.25,4.658,16.91898,0.0,0.0,123.0,40.89712,0.00016,1.35,1.549,-1.0,2.8e-05,0.09763992313698928,66350.83344770242,0.3506590400969472,33.30279013551311,22528.8331859663,19.761911651234566,0.2601905237481369,0.10934799715774787,0.17181938409938827,0.13299340858581,4.252564973746688,92.33361159344385,0.5454819128308465,0.21632158123947315,309.27387856144003,107.59816366552573,6.435976561718007,87.71949683503607,0.1881576524106214,0.626830980392157,0.22036100160285896,0.2506351035325196
