,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.0.6,color_fulness,tone,blur,blockiness,cubrow.1.0,temporal,cubcol.0.5,saturation,uhdhdsim,contrast,cubrow.0,cubrow.0.3,cubcol.0.3,cubcol.1.0,fft,cubcol.0,noise,staticness,movement,cubcol.0.6
45,245,32.4598,17.3819,22,14.2179,0,120,117,7,137,9,0.98536,33.51389,0.0,0.0,11.28571,9.163,15.09721,0.0,0.0,122.0,32.05067,0.0,0.4,7.608,-1.0,0.035132,0.12305012286508615,0.13989451143861262,81.63412115505623,0.483541568627451,6850.150266135883,0.6869522179252309,0.026723803133270836,5.597183407295799,0.11555615960663515,50.28643309039834,100.2380714864328,88.51106205789068,0.06864414009960514,0.18456701461487346,0.08235282830695477,0.0658266326589056,63279.48337238411,0.0605617721602516,0.3540979684953552,421.9666184409751,17.72149884259259,0.0572259747091398
46,246,32.1258,17.3974,21,15.4483,0,120,117,6,137,9,1.00507,33.16999,0.0,0.0,10.57143,9.042,14.96544,0.0,0.0,121.0,32.05987,0.0,0.4,6.167,-1.0,0.037075,0.1223628598315248,0.1395615943284148,82.3474184223147,0.4821573137254902,6734.273072737381,1.081042958854907,0.026693342440048277,5.5490172607807215,0.11514780974702503,50.22547856083622,100.30081293371943,88.79447426664936,0.06825919253245634,0.1842559452674871,0.08197394210908251,0.06569093193479209,63210.8100506341,0.06021671106681695,0.35409796849535513,419.40236109440707,17.69256365740741,0.05746800999378712
47,247,32.3257,17.6881,21,14.9389,0,120,117,6,137,9,0.98707,33.29416,0.0,0.0,8.10714,9.092,14.97714,0.0,0.0,120.0,32.0581,0.0,0.4,5.619,-1.0,0.033911,0.12184955291205549,0.13898800496719094,82.65102646918272,0.48027450980392156,6832.863564394963,0.9818317408816372,0.02662648504398218,5.55208483890374,0.11466087881863529,50.2789973506221,100.30540439949607,86.57772168988123,0.0679283316841644,0.18400016774869604,0.08171214709843276,0.06553665549512408,63260.38399428299,0.05987210814662824,0.354097968495354,416.9253960215895,17.314911265432098,0.05756128929832488
48,248,32.3238,17.6781,21,14.8134,0,120,117,6,137,9,1.00651,33.35242,0.0,0.0,8.03571,9.192,15.22769,0.0,0.0,117.0,32.07083,0.0,0.4,5.287,0.12551,0.035427,0.12145510077165653,0.13843812641546974,83.04880691787531,0.48000866666666653,6719.663093764231,0.7932605276597048,0.026577693832814133,5.55439183413624,0.11416926495514801,50.229729734821085,100.2990807119359,87.72963912176589,0.06755468761483145,0.18362278812555977,0.08152553321498969,0.06542092394341599,63257.85740465648,0.05958902023968022,0.35409796849535496,414.53653965013905,17.07349537037037,0.05731052733864802
49,249,32.7024,17.1274,22,14.7507,0,120,117,7,137,9,0.98908,33.72325,0.0,0.0,13.39286,9.196,15.22402,0.0,0.0,121.0,32.15239,0.0,0.4,4.877,-1.0,0.032619,0.12099707152499865,0.13785694085700445,83.61997466721924,0.48079372549019606,6872.560316822321,1.075031186610866,0.026505883139380907,5.541563079185936,0.11342433818671774,50.28053170663339,100.23441254175616,85.37884499489725,0.06719369548592363,0.18339826370558795,0.08173318902531226,0.06534192869348905,63234.09966174393,0.05923091055697013,0.35409796849535663,412.2386913697693,16.83622685185185,0.05711239917409088
50,250,33.0062,17.5695,21,15.1928,0,120,117,7,137,9,0.99365,33.96086,0.0,0.0,12.46429,9.23,14.7735,0.0,0.0,124.0,32.12239,0.0,0.4,4.785,-1.0,0.038067,0.12054094270756616,0.1373985584573865,83.83071629742271,0.47917333333333334,7198.106176680323,1.1786905709340134,0.02644741223084577,5.557319887665972,0.11305986961410137,50.35835793577594,100.15055929597156,86.53514069486374,0.06688692783236158,0.18322101668165686,0.08218028163785997,0.06523765902654922,63327.55510946046,0.058920955643885206,0.3540979684953543,409.9750224312473,16.695987654320987,0.05696979870771134
51,251,33.0368,17.8113,21,16.0266,0,120,117,6,137,9,1.00454,33.9305,0.0,0.0,10.53571,9.088,15.17618,0.0,0.0,124.0,31.99255,0.0,0.4,4.423,-1.0,0.037133,0.12018601580061243,0.13694383851270717,83.84481343205846,0.47912862745098034,7577.2763219762355,0.6943209657842165,0.026383819336348546,5.553235945144827,0.11272456692560227,50.302329357759454,100.15689513822846,86.1093515942522,0.06661538731599806,0.18293926561261356,0.0822697388720707,0.06506837522134842,63340.33693403141,0.05861392095675988,0.3540979684953547,407.73032338865585,16.341917438271604,0.05689492194557931
52,252,33.101,18.0049,21,15.6588,0,119,117,6,136,9,0.99311,33.96058,0.0,0.0,9.75,9.151,15.40156,0.0,0.0,124.0,32.0248,0.0,0.4,5.477,-1.0,0.035585,0.11983624227300232,0.1365486431759819,83.98227395324142,0.48026745098039214,7787.573774730633,1.0057242036788483,0.026327965150017084,5.525456877721672,0.11231652823172227,50.27001614040799,100.13289321382133,85.11525030827171,0.06634243065166064,0.18250067828582517,0.08242026672528663,0.06490796531396328,63458.12936982953,0.05837922168239333,0.3540979684953533,405.54308242277466,16.026957947530864,0.05680473952472807
53,253,32.9262,18.421,21,16.0536,0,119,117,7,136,9,1.01519,33.81285,0.0,0.0,13.67857,9.183,15.55826,0.0,0.0,124.0,32.12123,0.0,0.4,5.504,-1.0,0.042599,0.11923184176905494,0.13609976183023653,84.06003043639394,0.48177058823529406,7670.010413985809,1.008697964068263,0.026271160283855004,5.52793898366744,0.11193919221043923,50.18055536717544,100.1622526428102,86.27745660220288,0.06611826013612922,0.18218084448110913,0.0826720925167229,0.064756693707313,63518.7545498846,0.05814756969539624,0.35409796849535335,403.3641231041248,15.747974537037036,0.05668037970113421
54,254,32.4952,18.3734,21,16.2132,0,119,117,7,136,9,0.99286,33.46252,0.0,0.0,11.67857,9.414,15.88224,0.0,0.0,124.0,32.13051,0.0,0.4,5.525,-1.0,0.030343,0.11892168165625164,0.13570384024406743,84.27677305561214,0.48050470588235294,7393.9076291833335,1.649459456499686,0.02622706727062377,5.561566915543673,0.11158631374628669,50.19606375988619,100.2078888823331,85.33599495818926,0.06589004992330671,0.18189886204077182,0.08271218917859255,0.06460579095230097,63579.786931131945,0.05794346477818305,0.35409796849535674,401.16562095078933,15.434702932098766,0.05669514214252205
55,255,32.619,18.8401,21,16.6731,0,119,117,7,136,9,1.01526,33.57899,0.0,0.0,12.21429,9.363,15.81964,0.0,0.0,124.0,32.07796,0.0,0.4,5.436,-1.0,0.035774,0.11848627989814949,0.1353835272132152,84.10761771181092,0.47804862745098037,7441.298846133348,1.031221818997166,0.026205344129054526,5.520496073439609,0.11125849256867738,50.14428786289544,100.21570115926252,88.51793988947934,0.06568635293117257,0.18177804058142774,0.08289854673579206,0.06451704526797354,63526.06868782853,0.057689470939880576,0.3563155945385798,398.94341553285994,15.399305555555555,0.056781988377930095
56,256,32.6347,18.9559,22,17.2978,0,119,117,7,136,9,1.00184,33.6222,0.0,0.0,13.71429,9.398,16.24189,0.0,0.0,123.0,32.11056,0.0,0.4,4.27,0.125,0.030204,0.1178526716542548,0.1347555288910247,84.097024252185,0.47777450980392155,7403.703419577251,1.4273089303800062,0.026176566551804236,5.544872425124437,0.11107417068478272,49.969368263527194,100.22086154039204,86.03162485304378,0.06551231875647057,0.18177228311238536,0.08328560428650918,0.06447564834752889,63366.07457188906,0.05741865121663939,0.35631559453858147,396.6988217482515,15.376929012345679,0.05732569040881386
57,257,32.1281,19.1021,21,17.3663,0,120,117,7,136,9,0.98704,33.20629,0.0,0.0,14.25,9.42,16.3367,0.0,0.0,122.0,32.01592,0.0,0.4,5.179,-1.0,0.030059,0.11748233445451498,0.13417322431577153,84.09779840322058,0.47624807843137246,6970.828138424894,1.518735701278056,0.02612846339018873,5.611744884793515,0.1108763012967735,49.871076419029706,100.29927112221216,85.73747728527772,0.06528007254947507,0.18174474824654996,0.083764688886256,0.06445209752760336,63392.13810729023,0.057168736188302254,0.3563155945385799,394.4603450803981,15.513310185185185,0.05787673099538448
58,258,32.3516,19.2721,21,17.4189,0,120,117,7,136,9,1.00759,33.43286,0.0,0.0,14.21429,9.425,16.45688,0.0,0.0,120.0,31.88119,0.0,0.4,4.86,-1.0,0.033005,0.11710338140275559,0.13375940019748678,83.77475528405641,0.4728788235294117,7195.226742492033,1.5733076432404383,0.02608340024280491,5.619952239007399,0.11064563452114966,49.80066991735388,100.25080916100032,89.70238374040724,0.06503788693103972,0.18190268287791897,0.08441466939137261,0.06448249237405264,63414.65472729578,0.056942454766868975,0.3601566355176418,392.3011291624215,15.701244212962964,0.057848243358281926
59,259,32.5198,19.6569,22,17.2137,0,120,117,7,136,9,0.98172,33.63257,0.0,0.0,12.35714,9.096,16.59227,0.0,0.0,119.0,31.789,0.0,0.41,4.029,-1.0,0.027037,0.11669713470969116,0.1333034124248324,84.07988991554785,0.4733268235294116,7289.095630741604,2.1399138984368915,0.02604889834445027,5.637880286325916,0.1105533591827909,49.52115678198544,100.21590564624488,87.31933809696763,0.0648314816234531,0.1821888036980556,0.08540157276220513,0.064499221158424,63509.396340915344,0.05673063882894497,0.3601566355176454,390.2578130507188,15.814477237654321,0.058949403634147426
60,260,33.1418,20.0425,22,17.1203,0,120,117,7,136,9,0.98476,34.22079,0.0,0.0,7.32143,9.149,16.93246,0.0,0.0,116.0,31.8538,0.0,0.4,3.478,-1.0,0.031545,0.11646689661325618,0.13361516898230436,84.97838672500227,0.4729898039215686,7710.087697972898,1.13029454534838,0.02600163103190931,5.639852562017583,0.110038640097894,49.36791558913243,100.13060821802854,86.83510537644548,0.06451949987739117,0.18271653779326724,0.08707318759164263,0.06447496694599826,63445.88682067083,0.055839455974013304,0.3601566355176473,388.3287409468217,16.220052083333332,0.06055519271639677
61,261,33.8924,19.9819,22,16.5735,0,120,117,7,136,9,0.99942,34.9021,0.0,0.0,11.71429,8.991,17.2827,0.0,0.0,116.0,32.26645,0.0,0.41,3.711,-1.0,0.027662,0.11584031457793577,0.13320986298262924,85.96361645796655,0.47969411764705877,8282.692154774062,2.1698444190248183,0.025941710617696706,5.6134297012205705,0.10938672822929416,49.15341600959683,100.00019052158366,87.350003745984,0.0641785953096542,0.18346063640255664,0.08940582168871396,0.06452154707082047,63852.46262008065,0.05507183214382452,0.36015663551764815,386.45792848128326,17.290846836419753,0.060956001799640884
62,262,33.666,21.4984,22,16.3196,0,119,117,7,136,9,1.00853,34.72325,0.0,0.0,8.21429,9.023,17.24514,0.0,0.0,113.0,33.04888,0.0,0.4,3.168,-1.0,0.028826,0.1151093230305371,0.13310520664443934,87.71665263833145,0.4973376666666667,8165.725627628948,2.024569717142248,0.02587109264721943,5.75147823020845,0.1088359450328823,48.62711720407745,100.047191275143,83.36014532693231,0.06386597486246681,0.1845266780172455,0.09064433222423979,0.06457566749141087,63908.2791295051,0.05456497829258439,0.3623742615608741,384.6439774391809,18.741271219135804,0.06353283350306424
63,263,33.7081,23.7126,22,16.7167,0,119,117,7,136,10,1.01617,34.79897,0.0,0.0,6.67857,9.005,18.54383,0.0,0.0,113.0,34.167,0.0,0.41,3.341,-1.0,0.03273,0.114426132919309,0.1331060783843047,91.85497495956758,0.5143117647058825,8208.379099994047,1.6962482533314465,0.025785165583318125,6.0225518981359345,0.10846361727357313,47.73761457278405,100.02842304724882,84.50846858472329,0.0634927367669914,0.18532056279823442,0.09245310491108803,0.06456033659153208,63921.401896817544,0.053403260336189765,0.36237426156087543,382.8385079358272,20.381751543209877,0.06491182796962121
64,264,34.3531,25.9884,22,16.3482,0,119,118,7,135,10,1.01573,35.38186,0.0,0.0,8.32143,8.775,20.44535,0.0,0.0,113.0,34.75611,0.0,0.4,3.441,0.12526,0.034311,0.11361077954427928,0.13359747335735245,97.43482303502523,0.5250792156862746,8631.601050049228,1.4470093616186688,0.02572969347228935,6.312943364416087,0.10813060252942863,46.36781725471402,99.97905618336917,84.35517245039135,0.06308247651859762,0.18608813519950565,0.09437810314941568,0.06460059506164322,63753.767806608295,0.05101510829076279,0.3623742615608761,380.91355702556984,22.160493827160494,0.06645773152674775
65,265,34.1236,26.9408,22,16.7423,0,119,118,7,135,9,0.99902,35.09929,0.0,0.0,9.17857,8.783,22.36046,0.0,0.0,112.0,34.06734,0.0,0.4,3.394,-1.0,0.037405,0.11331019535180298,0.13396138644644162,100.80389879916878,0.5149490196078431,8425.722194645346,1.2975590229411338,0.02574926442740356,6.515463241594723,0.1077467448271851,45.26237487792969,100.04073158638465,87.49490911174591,0.06259624300123438,0.1867681639916239,0.09612328799688932,0.06465079354940592,63873.31007511117,0.049798172288767754,0.362374261560876,378.96667660710267,23.08347800925926,0.06852826068352909
66,266,33.6147,29.6911,22,17.3,0,120,118,7,135,9,0.99192,34.46777,0.0,0.0,10.60714,8.91,23.1811,0.0,0.0,109.0,33.53049,0.0,0.4,2.335,-1.0,0.041765,0.11291918041520733,0.1334445577581716,102.17826830743637,0.5073090196078431,8100.015656790365,1.7179599634663294,0.025905707402772333,6.483144817985102,0.10732423184754951,44.51340682418258,100.15752114081943,87.35370083396751,0.062071335312787614,0.18724519034568027,0.09823626400662328,0.06479764426998323,63712.210966835664,0.048646258030123346,0.36015663551765104,377.0358544847906,23.270447530864196,0.0712203332046001
67,267,32.466,29.3653,21,18.4818,0,120,118,7,135,9,0.98893,33.26029,0.0,0.0,12.28571,9.139,25.55422,0.0,0.0,123.0,33.0231,0.0,0.4,2.452,-1.0,0.040954,0.11227420860460456,0.13214845966962477,101.49933163347356,0.4991996078431373,7494.279434818639,1.2065554923139947,0.026391323980717862,6.506354362251672,0.10689249310484207,43.62913343641493,100.33640526821337,84.11362070468306,0.061491069215774595,0.18758760911296815,0.10009517557264078,0.06493766434412739,63707.301960588484,0.047922868327377,0.3601566355176462,375.10091887474294,22.46532600308642,0.07376820189571665
68,268,31.1675,30.3649,19,20.8233,0,121,118,6,135,8,0.9923,31.92276,0.0,0.0,14.35714,9.003,25.2507,0.0,0.0,123.0,32.61858,0.0,0.4,2.414,-1.0,0.04084,0.11157427070402275,0.1312520271388031,100.25650499507483,0.5011776862745096,6957.1359104117555,1.5463827704085962,0.026755654340902824,6.5305772538314955,0.1066313253916863,43.638437718520926,100.53670194630543,84.91762179332711,0.06089261606816545,0.18770854848041507,0.10121805974508016,0.06508699698847545,63603.92287388935,0.047135100510594705,0.3563155945385837,373.37243885717805,22.00511188271605,0.07607810163611099
69,269,29.2083,30.3359,18,21.1636,0,121,118,6,135,8,0.98347,30.07848,0.0,0.0,10.53571,9.271,26.1041,0.0,0.0,126.0,32.25009,0.0,0.4,2.443,-1.0,0.042392,0.1108812719308951,0.13016340559744774,97.43704757263185,0.4971903333333333,6086.611477141208,1.7816784663400198,0.026654161419298716,6.497261932209655,0.10649108417761201,43.87028559932003,100.87735249224858,85.37393003494891,0.06032496185451142,0.1877569276722921,0.1009086174579552,0.06522967605982993,63654.28993873935,0.046420334250100934,0.35409796849535446,371.8985408039274,21.84837962962963,0.07789989133801468
70,270,26.5721,29.6121,17,22.3068,0,122,118,6,135,7,0.97852,27.75883,0.0,0.0,11.17857,9.365,26.06871,0.0,0.0,125.0,32.00721,0.0,0.4,2.51,-1.0,0.045067,0.11035843073925863,0.12914948572528415,94.79350347541099,0.4939047058823529,4975.760549153531,1.6734096667435574,0.026522502102546076,6.479383469140787,0.10635730831946001,44.0649478111738,101.2336284878137,88.28952150639657,0.059705942738625985,0.18703841433724594,0.10037777137943342,0.06530820871111107,63612.11463912929,0.046079817804559164,0.3518803424521244,370.49918560937346,20.24049961419753,0.07931059853215078
71,271,25.2685,29.3783,17,22.6326,0,122,118,6,135,7,0.97747,26.63169,0.0,0.0,9.92857,9.821,25.44362,0.0,0.0,125.0,32.08819,0.0,0.41,2.653,-1.0,0.042767,0.10987154614201533,0.12830344499869026,90.83435940944128,0.48683882352941177,4480.54406380197,1.6612927737896384,0.026504642627584795,6.495379065356763,0.10627431335701673,44.5275228994864,101.32653457720372,88.09722684986954,0.059072521016808044,0.1860063919198037,0.10010628916165673,0.06560182474933891,63607.47312257768,0.045831466598348324,0.3518803424521247,369.0943888847565,20.643856095679013,0.08105176791393703
72,272,25.5615,29.7844,17,23.5962,0,122,118,5,135,8,0.97961,26.87116,0.0,0.0,6.21429,9.923,25.24433,0.0,0.0,125.0,32.43701,0.0,0.4,3.269,0.12603,0.055273,0.10983400057452813,0.1275156169894891,90.12149978180882,0.49193411764705886,4570.4972010030115,1.6772526924777513,0.026484762021063667,6.5645666082668725,0.1061196717088099,44.721895759488326,101.24001416252767,85.99044727381401,0.05847721928843505,0.1845844942730774,0.10011459161669686,0.06573038357155887,63591.04692454389,0.04499581514802253,0.35409796849535086,367.55320456502756,21.85204475308642,0.0826118971444695
73,273,26.4778,29.9438,17,26.4109,0,122,118,5,135,8,0.98985,27.7054,0.0,0.0,4.17857,9.683,25.60165,0.0,0.0,125.0,32.43302,0.0,0.4,2.577,-1.0,0.053793,0.10925833992748106,0.12627614217402106,93.10238138330274,0.4939509803921569,4963.768677403488,1.2002609172327343,0.026454362190190647,6.580204965118735,0.1056497107051337,44.686071890371814,101.09183529128421,84.82027247426063,0.05794941874897878,0.18323276959500304,0.10063510489028069,0.06578849483423246,63580.79989509062,0.044337717042352474,0.354097968495352,365.9227535902946,22.240113811728396,0.08314986128154013
74,274,28.4293,31.0437,18,26.9795,0,122,118,6,135,8,0.98752,29.40318,0.0,0.0,10.07143,9.455,25.74451,0.0,0.0,125.0,32.2879,0.0,0.4,2.615,-1.0,0.071229,0.10880729918165316,0.12492150588118785,94.9464481119087,0.49298980392156866,5752.426916708449,1.617074394638656,0.026363392647088764,6.589849571909911,0.10427947199886327,43.961234575436436,100.8732946114323,84.01936279009685,0.057495734096098074,0.18197442513158,0.10215860588258048,0.06573636282460488,63530.58317587931,0.04396163108100028,0.3540979684953549,364.0790450781302,22.25072337962963,0.08299286540482603
75,275,28.816,29.0134,18,21.6772,0,123,118,6,135,7,0.99944,29.61663,0.0,0.0,8.78571,9.236,26.71263,0.0,0.0,124.0,30.88536,0.0,0.4,2.618,-1.0,0.071889,0.10863661617598279,0.12352785657403502,94.86603558183117,0.47629803921568625,5794.2565562842865,1.0198457259765448,0.026292695810175362,6.625824607524792,0.10311313104133304,43.290157930350595,100.92056979834334,87.67205706397797,0.05703431966432065,0.18114363907715805,0.1034703659802585,0.06578246117482518,63481.04949556714,0.0436623221020896,0.3540979684953513,361.98809669494005,21.155381944444443,0.08271012038884906
76,276,27.7717,27.3297,17,20.7415,0,123,118,6,134,6,1.0036,28.64903,0.0,0.0,19.57143,9.297,24.93825,0.0,0.0,125.0,30.87247,0.0,0.4,2.442,-1.0,0.07384,0.10790597721305692,0.12191497640019562,96.64734151105978,0.4741654901960784,4932.234770437374,0.9700085049105543,0.026234798599958715,6.623868616512323,0.10191200044448931,43.0306920181086,101.20910141213061,84.75185404059428,0.05649588204648816,0.18070253781808024,0.10512830811465823,0.06589252613625689,63324.88731770727,0.04340558074623058,0.35409796849534897,360.0037973285875,20.62596450617284,0.08239190900267757
77,277,27.554,29.0776,17,17.6785,0,122,118,6,134,6,1.01721,28.48985,0.0,0.0,16.89286,9.129,23.50407,0.0,0.0,123.0,31.24393,0.0,0.4,2.798,-1.0,0.064851,0.10698301342199436,0.12027595538776105,97.816940357574,0.47671803921568623,4845.203226193607,1.574438910850308,0.02616849394115244,6.566095808422282,0.10061014717983753,43.10073927891107,101.22752825065645,84.52319685857442,0.05593112995079285,0.18063891218613692,0.10625180308870658,0.06603480913902449,63384.37732772066,0.04303657769697882,0.3540979684953527,358.16242026115907,20.03390239197531,0.08195277587751339
78,278,27.2244,28.3699,17,18.8583,0,121,118,6,135,7,1.02601,28.27422,0.0,0.0,12.28571,9.065,25.04106,0.0,0.0,125.0,32.19174,0.0,0.4,2.896,-1.0,0.046203,0.10550028686522561,0.11872982204399332,97.71394662415557,0.4850463137254901,4717.068761079137,1.6035067462365191,0.026113287664512302,6.506836620613427,0.09966173888453254,44.005563053084,101.21157004677997,83.76207388839259,0.05533586536727659,0.18066065233809905,0.10692484547443129,0.06615951604133383,63379.39960403599,0.042863562487891936,0.3540979684953505,356.63609896013736,18.93624614197531,0.08156219718506588
79,279,27.0111,28.2607,17,19.5305,0,120,118,6,135,8,1.02517,28.1773,0.0,0.0,10.96429,9.061,24.45429,0.0,0.0,125.0,32.90851,0.0,0.4,2.708,-1.0,0.038199,0.10428678185323732,0.11734563571450056,96.03204518851817,0.49356156862745093,4648.396629884687,1.510192220260046,0.02605355281689274,6.566493787675447,0.09890196209327279,45.064062613028064,101.2055344791712,89.01526892941877,0.05474921946910018,0.18059623598226854,0.10770837527391433,0.066308346046115,63411.56425341725,0.04269961692878185,0.3563155945385809,355.3447814716784,19.247395833333332,0.08106850886838064
80,280,27.8299,27.0689,18,19.0786,0,120,118,6,135,8,1.01554,29.074,0.0,0.0,12.53571,8.885,24.31553,0.0,0.0,124.0,33.25835,0.0,0.4,2.545,0.12629,0.03983,0.10339282601160855,0.1160692471504105,98.95836502565007,0.4933556862745099,5125.656242960418,1.133824442100141,0.025986129581900122,6.542438606946856,0.09818215941364271,45.611231674382715,100.9856054962978,86.24001270204471,0.054209761364731185,0.180440232778127,0.10881292876456612,0.0664718141312206,63442.89534100127,0.04261331087555605,0.35631559453858513,354.2408405379882,20.33449074074074,0.08066886176798255
81,281,27.9149,27.325,18,18.3244,0,119,118,6,135,8,1.00493,29.04813,0.0,0.0,12.71429,8.851,23.2729,0.0,0.0,109.0,33.36748,0.0,0.4,2.633,-1.0,0.066729,0.10245985097567843,0.1147376056227854,100.23319899464859,0.4985513725490196,5296.618901105239,2.37011580526271,0.025925473781051565,6.479888870967819,0.09733141854058057,45.92479394983362,100.94565499005085,86.8531456167988,0.053659574102395545,0.1801337765086216,0.10998797680795343,0.0666260295943529,63489.42452079554,0.042502393136057345,0.3540979684953589,353.3085024869051,20.574845679012345,0.08033409653916036
82,282,27.7781,27.698,18,18.2236,0,119,118,6,135,9,1.00212,28.90923,0.0,0.0,10.10714,8.982,23.50355,0.0,0.0,109.0,33.65903,0.0,0.4,2.491,-1.0,0.065094,0.1017705654758441,0.11335967209711123,102.96064874876718,0.509073725490196,5188.862085765582,2.38527910789996,0.025916250296095105,6.581109209292908,0.09671421119206348,46.029895358615455,100.93169040347095,87.99390084173329,0.05311967398280542,0.18006752750049113,0.11086251616044539,0.06675130112768174,63511.676153643355,0.04229625023072793,0.356315594538577,352.5642072590809,21.35112847222222,0.0801634658334467
83,283,27.5446,28.6874,18,19.1094,0,119,118,6,136,9,1.00409,28.80477,0.0,0.0,12.21429,8.989,23.8359,0.0,0.0,112.0,34.17131,0.0,0.4,2.349,-1.0,0.101373,0.10064036008625363,0.11264568895854153,105.23271241538022,0.5186334313725489,5030.217629892478,2.154051595360165,0.026080055131172262,6.816052574006103,0.09607911621334488,46.249515297972124,100.93617532860952,86.2323036128394,0.05253718160775726,0.18002106353295136,0.11166102715810498,0.06675082645627413,63661.0077820562,0.042021743527667556,0.35631559453858214,352.09105409574033,22.512056327160494,0.08016220144235102
84,284,27.295,30.3581,18,20.7368,0,118,118,6,136,10,1.00107,28.70055,0.0,0.0,9.32143,9.126,24.72588,0.0,0.0,111.0,34.97334,0.0,0.4,2.342,-1.0,0.095051,0.0996412477235116,0.11166441263424444,107.23773207018705,0.5265211764705882,4862.403789211189,2.65421409479177,0.025941163221750902,7.054402804361481,0.09547572093097113,46.82114495171441,100.93202698050838,86.78031244499047,0.05187066858816896,0.17990663962764486,0.11199448103359015,0.06666193738150486,63727.908787052475,0.041808808769180604,0.3601566355176496,351.9063840062136,23.84596836419753,0.0800688360864244
85,285,27.6437,31.6769,19,22.717,0,117,119,7,136,10,1.0027,29.09446,0.0,0.0,12.71429,9.192,26.16022,0.0,0.0,108.0,35.77177,0.0,0.4,2.344,-1.0,0.098497,0.09796138504639025,0.11028116804323387,109.560014157654,0.5353325490196078,4910.946783479079,2.165617431946484,0.025790190142343874,7.447991657655793,0.09459164347023467,47.26586537302276,100.87135089019492,84.1397807282952,0.05121553905242256,0.17967564487832732,0.11211379806256219,0.06641296734491937,63797.23822590584,0.041715260137431265,0.36237426156087377,352.1125186051586,24.90740740740741,0.08021498373227497
86,286,27.7829,32.4375,19,22.8514,0,116,119,7,137,11,0.99738,29.31096,0.0,0.0,9.35714,9.313,27.27273,0.0,0.0,112.0,36.32997,0.0,0.4,2.197,-1.0,0.066319,0.09673290257128052,0.10894451156212176,110.89999468627667,0.5394125490196078,4819.129678919704,2.162735813863657,0.02567553745907759,7.702801474750182,0.09363669807214926,47.99373711480035,100.83772110635675,85.13578170347105,0.05066893117198848,0.1793130449279375,0.11247114134271896,0.06617297486863241,63801.66380406769,0.04143274038692269,0.362374261560877,352.6284708692724,24.95896026234568,0.08043068156146434
87,287,27.1092,32.6125,19,24.2779,0,115,119,7,137,11,1.00165,28.70096,0.0,0.0,9.64286,9.243,27.91034,0.0,0.0,109.0,36.67001,0.0,0.4,2.474,-1.0,0.070433,0.0949716973996413,0.10729206601217087,110.24274928456754,0.544752156862745,4414.074064853874,1.7134749341743363,0.02551356475631405,7.816667365882198,0.09273324715543031,49.24127008885513,100.93918863977784,86.08127348618727,0.050233662814772706,0.17909157724823563,0.1130864045210294,0.06594776854029363,63722.89571338013,0.04114454622897512,0.3623742615608765,353.276751249292,23.71846064814815,0.08050940098471794
88,288,26.4183,32.3278,18,25.2656,0,115,119,7,138,11,0.9967,27.99085,0.0,0.0,9.28571,9.696,28.02319,0.0,0.0,109.0,36.75709,0.0,0.4,2.679,0.12667,0.076789,0.09288639293124926,0.10492786666915029,108.74269854412212,0.5467172549019608,4126.250958378822,1.0285871423023465,0.02537610113182071,7.811149903919528,0.09174208317806239,50.52871044771171,101.06669551843241,87.30225314058487,0.049675621452521586,0.1790165896402072,0.11354808063178286,0.06578273312673348,63629.87077593577,0.04085854048029332,0.3623742615608753,353.94583152627166,23.459153163580247,0.08059098729222176
89,289,25.367,31.5085,18,25.7248,0,116,118,7,138,11,0.9985,27.01522,0.0,0.0,12.85714,9.61,27.7838,0.0,0.0,110.0,36.25224,0.0,0.4,3.037,-1.0,0.065982,0.09136251193012158,0.10277364893047466,105.26340179333613,0.5402580392156863,3782.657517592354,0.758570492036968,0.02526731740772209,7.736426960521475,0.09087827156507136,51.154581705729164,101.22367601324379,86.63853867032745,0.04912174830825258,0.17887349200689587,0.11389687484015132,0.06550207694470699,63568.457347634874,0.040691107203195846,0.36237426156087255,354.52738156106057,23.217206790123456,0.08086651072375359
90,290,24.466,30.8759,17,26.9114,0,117,118,7,138,10,0.99629,26.12562,0.0,0.0,13.46429,10.137,27.12297,0.0,0.0,122.0,35.68002,0.0,0.4,3.626,-1.0,0.052476,0.08961183253160214,0.10056226071686171,101.18247276495582,0.5312164705882353,3494.533700348352,0.9787868505918786,0.02508543924222441,7.521779932563134,0.09031654137063547,51.26427619839892,101.4173875896239,86.74651785031632,0.04871880961861001,0.17870747416366028,0.11422341931322097,0.06536780751153327,63529.463066780576,0.04065737325207817,0.36015663551764515,354.9787589379086,21.44502314814815,0.0811812877398077
