,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,staticness,color_fulness,contrast,blockiness,cubcol.0,cubrow.0.5,cubcol.0.5,cubcol.1.0,movement,noise,cubcol.0.6,cubrow.1.0,cubrow.0.6,cubcol.0.3,cubrow.0,saturation,tone,temporal,uhdhdsim,fft,cubrow.0.3
45,45,87.9546,13.5591,93,18.1569,0,104,125,23,127,15,0.98932,87.35061,0.0,0.0,5.17857,3.528,12.00157,0.0,0.0,125.0,45.30198,0.00345,0.47,4.456,-1.0,0.065072,64320.6779435359,280.03051323995066,163.1898064642098,96.43149349888438,2.3826169973608433,0.34889989806482186,0.2721048566440907,0.324039820662875,0.20448615996652852,7.868393132716049,0.6690320977063119,0.3360199683553914,0.1364300514067389,0.22933994248572298,0.26458591701220974,0.28743000011705166,30.55046778549383,0.6120623529411765,4.243759166823436,81.60746305331857,74436.12497977921,0.302896100076212
46,46,87.9339,13.5903,93,16.8542,0,104,125,23,127,15,0.98274,87.33496,0.0,0.0,4.82143,3.515,11.64307,0.0,0.0,125.0,45.29886,0.00354,0.47,4.629,-1.0,0.07189,64298.499206735774,279.3856978881066,163.24055990167813,96.45911426743793,2.881082122925614,0.34865544094907025,0.2720800521589132,0.32392642996054927,0.20451935833467172,7.895592206790123,0.6690320977063129,0.3361444095349106,0.13613797931171234,0.22906425265315375,0.26436231756409617,0.2874356883988503,30.55100730613426,0.6116964705882353,3.7438169834688604,81.60008480097396,74560.55158945682,0.3025752282234552
47,47,87.8549,13.4536,93,16.4819,0,104,125,23,127,15,0.98644,87.26823,0.0,0.0,4.42857,3.532,11.66282,0.0,0.0,125.0,45.31522,0.00347,0.47,4.856,-1.0,0.064265,64222.31231456717,278.75972927823415,163.18423646681356,96.12571443937286,2.6138596045797655,0.3489010991038045,0.2715681358162267,0.3235312173815569,0.20455690224974235,7.95240162037037,0.669032097706313,0.3362203264350364,0.13595177180027998,0.2285726806942622,0.2640635637097748,0.28746948711590403,30.563446798442325,0.6116376470588234,3.8395479976000413,81.59499158724303,74402.88979276616,0.30235928339678464
48,48,87.8071,13.1721,93,15.8788,0,104,125,23,127,15,0.97497,87.21272,0.0,0.0,5.03571,3.534,11.54348,0.0,0.0,125.0,45.30258,0.0034,0.47,4.446,0.1304,0.060688,64094.1392721261,278.14057190144473,163.23738389365957,94.25250503503015,3.337754219730038,0.3496095491926455,0.2712900125781483,0.323325089888985,0.20456048215920614,7.977768132716049,0.6690320977063126,0.3362970132828119,0.13569669598108478,0.22799218501543234,0.26373934983081165,0.28748407309249446,30.58659249764902,0.6113639215686275,3.9049014544651905,81.63224768358221,74443.2061933986,0.30215075518120105
49,49,87.7155,13.3134,93,16.6835,0,104,125,23,127,15,0.97741,87.13384,0.0,0.0,5.78571,3.514,11.30192,0.0,0.0,125.0,45.27053,0.00326,0.47,4.272,-1.0,0.068644,63606.85260945931,277.53459042350283,163.20270635451487,95.84382057733514,3.0641053935834845,0.3497860570083084,0.27116963695220153,0.32313480312220216,0.20457781901909564,8.016444830246913,0.6690320977063154,0.33630430787586424,0.13553699565698987,0.22757907640513592,0.26343668776737506,0.28750040250257375,30.592719937548225,0.611116862745098,3.8837700272397173,81.61990691727678,74466.28371464889,0.3019104728930155
50,50,87.6411,13.0589,93,17.4163,0,104,125,23,127,15,0.98495,87.05945,0.0,0.0,3.92857,3.533,11.4232,0.0,0.0,125.0,45.26815,0.00363,0.47,4.542,-1.0,0.057848,63455.948254709976,276.9485163063965,163.19389893527165,95.40695420329425,3.2935338675494408,0.34989980836295526,0.271038863427491,0.32301561934009737,0.20451487109395963,7.911747685185185,0.669032097706312,0.3363709738741792,0.13515724348126784,0.22730359393103694,0.2632061943198903,0.28750089330136913,30.625977127640336,0.6108349019607843,4.098090578100595,81.64059321619706,74455.11690189433,0.30163136684114666
51,51,87.6882,13.1891,93,16.9624,0,104,125,23,127,15,0.98579,87.10207,0.0,0.0,5.64286,3.531,11.20624,0.0,0.0,125.0,45.27692,0.00403,0.47,4.453,-1.0,0.056675,63391.52177415679,276.3784879862718,163.21945220498785,93.6159429288418,3.492538210149452,0.34997008517656614,0.2706914825274199,0.32298742282286597,0.2044959624899814,7.8929880401234565,0.6690320977063106,0.33649740757908014,0.13489982297089453,0.22706627003863752,0.2629181313441893,0.28752406133241837,30.608893312053915,0.6111317647058824,4.117378309184923,81.61330721078208,74469.35533740229,0.3013641460194193
52,52,87.6322,13.2245,93,16.9611,0,104,125,23,127,15,0.9963,87.03729,0.0,0.0,4.75,3.517,11.31744,0.0,0.0,125.0,45.27816,0.00368,0.47,4.629,-1.0,0.060269,63421.273028017706,275.82269046149145,163.20354905942338,96.80151556633655,3.021048947374596,0.3501419449800794,0.2706044636201307,0.32315706208874045,0.2044619077230429,7.953317901234568,0.6690320977063099,0.33647609328540895,0.1346134919679437,0.22688257693822214,0.26258189103263985,0.2874382106557418,30.59582896291474,0.6111098039215687,4.359333059336281,81.61736455609251,74477.4595126507,0.30125811780668177
53,53,87.6644,13.1946,93,18.8999,0,104,125,23,127,15,0.98416,87.07887,0.0,0.0,5.82143,3.536,11.34892,0.0,0.0,125.0,45.2887,0.00373,0.47,4.9,-1.0,0.061466,63455.50378296356,275.2556445545709,163.1778771569115,96.07087426452475,2.8016192131477755,0.35034053325258435,0.27089776263657417,0.32285338048080475,0.2042655762041781,8.270688657407407,0.6690320977063123,0.33616468637939645,0.13433416643583423,0.22653115697351242,0.26211485707044485,0.287256682769395,30.58905349543065,0.6114294117647059,4.344116765165619,81.60498011262123,74439.63729927217,0.30124745342824744
54,54,87.6642,13.046,93,18.4936,0,104,125,23,127,15,0.98161,87.06479,0.0,0.0,6.25,3.542,11.32083,0.0,0.0,125.0,45.29541,0.00333,0.47,4.789,-1.0,0.066319,63488.210929556946,274.7158245234751,163.25133396886886,95.66766099748403,3.2284089678695924,0.35015055533885253,0.27062232601358305,0.32245308983967136,0.2042154645695723,7.99951774691358,0.6668144716630836,0.33565776746425674,0.13422711366922685,0.2263826768441071,0.2618734130581576,0.28708896874513284,30.54574396580826,0.6116305882352941,4.211753171333117,81.62515270097806,74456.47011490108,0.3011875827334337
55,55,87.6958,13.1461,93,17.3288,0,104,125,23,127,15,0.98,87.09523,0.0,0.0,6.32143,3.528,11.19335,0.0,0.0,125.0,45.30717,0.00363,0.46,4.59,-1.0,0.058929,63750.24921231903,274.17612571045174,163.20839868048432,95.84669355056104,2.1200487525889447,0.3501370260441674,0.27045348897100824,0.3222691902156327,0.20398484541339626,8.33569637345679,0.6690320977063114,0.33547080065599005,0.13400625018108592,0.22648293765259733,0.26167232263740775,0.2869852873467896,30.494449191623264,0.6119360784313725,4.0622960537601225,81.60363850147473,74541.17127702718,0.30128608868952456
56,56,87.849,13.8999,93,16.2969,0,104,125,23,127,15,0.97854,87.24847,0.0,0.0,6.75,3.531,11.28389,0.0,0.0,125.0,45.31604,0.00363,0.47,4.352,0.12924,0.056798,64136.79619306799,273.64936793110047,163.26150509250837,96.03802297049928,2.1071821441474152,0.3505374726974437,0.27004943591648395,0.3219333911769379,0.20357404022737374,8.240354938271604,0.6690320977063126,0.3353850146904162,0.1337492786083808,0.22646019578040133,0.2614769180137575,0.2868930569665739,30.493097375940394,0.6122556862745098,3.8929389252954185,81.5744841687656,74580.40623353834,0.30141228856823066
57,57,87.8827,13.1437,93,17.9259,0,104,125,23,127,15,0.98034,87.28143,0.0,0.0,5.85714,3.507,11.93413,0.0,0.0,125.0,45.31913,0.00346,0.47,4.564,-1.0,0.053719,64307.46010400389,273.14228746333197,163.24188666894335,94.49690087609636,3.277945894445873,0.3508664611639089,0.26950878101594095,0.32130489224506176,0.20329579765354813,7.7578125,0.6712497237495391,0.3349347636709918,0.13361889693409185,0.22608607940531014,0.26130479721114536,0.28682956250367636,30.484739327136378,0.6124156862745098,4.411923699527528,81.62313656181507,74535.18042128802,0.30145093691727315
58,58,87.9592,13.2359,93,16.1166,0,104,125,23,127,15,0.98181,87.34919,0.0,0.0,5.5,3.495,11.28441,0.0,0.0,125.0,45.34293,0.0038,0.47,4.159,-1.0,0.061258,64797.63454982018,272.64823657417327,163.1973900113444,90.52762702747731,2.83336361913162,0.3511359751760881,0.2691955364245936,0.32088451721130645,0.2031295256718354,7.672212577160494,0.6690320977063129,0.33493994846219033,0.13346548684444098,0.2260169427754463,0.26117466132158773,0.2868096565087177,30.49394828890577,0.6126592156862746,3.769571910629016,81.61716853860169,74688.88177910143,0.30160477670519387
59,59,88.0363,13.4443,93,16.1016,0,104,125,23,127,15,0.98354,87.38991,0.0,0.0,5.53571,3.506,11.36091,0.0,0.0,125.0,45.35319,0.00351,0.47,4.723,-1.0,0.064081,64978.284044383734,272.16180984945805,163.1861420961944,96.65167808260205,1.8184204569996105,0.3517709730460905,0.2687266982131361,0.32054677134723214,0.20300554625231254,7.662229938271605,0.6690320977063138,0.33491131522643425,0.13332814585999045,0.22609265527226668,0.2610251957643074,0.286791164094411,30.470870594919464,0.6130662745098039,3.791602054801546,81.60076545858958,74942.43813795228,0.30174093583844086
60,60,88.0104,13.4413,93,17.8491,0,104,125,23,127,15,0.97884,87.35532,0.0,0.0,5.67857,3.534,11.53601,0.0,0.0,125.0,45.3585,0.00358,0.47,4.433,-1.0,0.067247,65024.068935544994,271.6850356614865,163.10710574116706,96.29574011345811,2.595252285844075,0.3523270604818528,0.2686953209432648,0.32043059237234695,0.20272499342420996,7.617959104938271,0.6690320977063088,0.3353017296962057,0.13279763495518757,0.2258424918543167,0.26101787426347806,0.2866887359570075,30.49852102774161,0.6133490196078432,4.018962275752256,81.63316527043736,74637.84502110512,0.3016743339250468
61,61,88.0372,13.2929,93,17.2683,0,104,125,23,127,15,0.97648,87.37961,0.0,0.0,5.67857,3.555,11.53905,0.0,0.0,125.0,45.36624,0.00366,0.47,4.69,-1.0,0.065114,65047.5476136592,271.2302187260776,163.1282976726744,95.85262595911588,3.077446920422331,0.3516877844382876,0.26824854931443026,0.32049896887719015,0.20261226564620421,7.527054398148148,0.6690320977063111,0.33569053033167895,0.1323797186724465,0.22553366295144361,0.2609895999847298,0.2865342725060132,30.456221592279125,0.6132964705882353,4.104364126195583,81.64228384305049,74669.32270989075,0.30150204598960006
62,62,88.1215,13.4397,93,16.0037,0,104,125,23,127,15,0.9799,87.44568,0.0,0.0,5.57143,3.563,11.41322,0.0,0.0,125.0,45.37236,0.00374,0.48,4.792,-1.0,0.07727,65530.47932504925,270.77181202682624,163.09073947765017,95.83193838527636,1.8956336056161824,0.35020778431018373,0.2678516500941386,0.320481921287451,0.20247331996543944,7.5065586419753085,0.6690320977063089,0.3362203438959139,0.13167119503282862,0.2253560453267304,0.26051728789240386,0.28637379351907855,30.465027420609086,0.6133490196078432,4.0156695997186995,81.62972194942182,74692.87556940295,0.301669379799576
63,63,88.2921,13.4345,93,17.2506,0,104,125,23,127,15,0.98213,87.59626,0.0,0.0,5.82143,3.544,11.53799,0.0,0.0,125.0,45.38706,0.00323,0.47,4.596,-1.0,0.067431,65731.32146544539,270.31339690345567,163.01766602328763,97.51784516131877,2.7999450731351394,0.34861590211545196,0.2675188256872121,0.3207126311408452,0.20240846633018902,7.424913194444445,0.6690320977063099,0.33684849584571647,0.13097098760067263,0.22516432491925364,0.25999268493266714,0.28628116958677097,30.432627736786266,0.6135890196078433,3.969336275189465,81.61888939229857,74626.20174703305,0.3017121235995322
64,64,88.3841,13.296,93,16.4549,0,104,125,23,127,15,0.98819,87.6757,0.0,0.0,4.5,3.527,11.52841,0.0,0.0,125.0,45.3872,0.00359,0.47,4.795,0.13053,0.063521,65933.27611617642,269.87714759297063,162.99825232488595,97.49346121474736,2.2852693082229236,0.3469515432859096,0.266918590728915,0.320183428030661,0.20241605064685275,7.305217978395062,0.6690320977063114,0.3369010312754908,0.1305115728559942,0.22505645973205413,0.2596556607124782,0.28624250144512936,30.43138235586661,0.6134023529411764,4.0824307116825995,81.59195874881071,74799.23405482827,0.30172476975744983
65,65,88.3677,13.2582,93,17.4724,0,104,125,23,127,15,0.96973,87.66409,0.0,0.0,6.46429,3.533,11.40875,0.0,0.0,125.0,45.38367,0.00336,0.47,4.808,-1.0,0.070213,65836.69906553991,269.4365239919784,163.01886708211106,97.4546118687081,2.0413390356865877,0.34520077424837664,0.2660763326171277,0.3197313216540975,0.20251129225291536,7.245804398148148,0.6690320977063097,0.3371217924047674,0.12996750040270874,0.2251608582987578,0.2595186003099101,0.28620978898759,30.42818893620997,0.6136027450980391,3.99829032875097,81.57065695511314,74738.31539314028,0.30187270841204306
66,66,88.396,13.1565,93,17.1081,0,104,125,23,127,15,0.98422,87.66928,0.0,0.0,6.57143,3.548,11.37513,0.0,0.0,125.0,45.3831,0.00356,0.47,4.505,-1.0,0.073294,65758.7578822579,269.0031807972581,162.98801323258832,97.4577612695351,2.8224159586298474,0.3433349125623565,0.26526970915546466,0.31950731069526994,0.20259800614731582,7.205150462962963,0.6668144716630825,0.33769578100825953,0.12947031678590287,0.22526785306604874,0.2596707331111202,0.28621549872337326,30.411268257800444,0.6134627450980392,3.840388912396346,81.60219099801454,74615.55786282329,0.3019994426782881
67,67,88.4075,13.1856,93,16.0253,0,104,125,23,127,15,0.98337,87.67957,0.0,0.0,6.96429,3.531,11.28815,0.0,0.0,125.0,45.38655,0.00373,0.48,4.6,-1.0,0.078922,65853.12478178887,268.57578149817624,162.98870142481087,97.199966965711,2.824386032409519,0.34209768500935683,0.26430954523929684,0.3189459658645355,0.20265226280555065,7.111641589506172,0.6668144716630852,0.33823649296581954,0.12875764558177008,0.22565474931010684,0.25958406198568457,0.2861568296008265,30.404781577027872,0.6135870588235294,3.858891977362501,81.60471831935253,74748.60979090982,0.30226736080806177
68,68,88.4423,13.091,93,16.7625,0,104,125,23,127,15,0.98487,87.71126,0.0,0.0,7.25,3.537,11.31151,0.0,0.0,125.0,45.39205,0.00361,0.47,4.599,-1.0,0.075601,65922.27835725236,268.14782436512013,162.95610865235932,97.07737182842104,2.7109058948768587,0.3409133354916739,0.26345104026125504,0.3185869732284387,0.20273590425473328,7.09447337962963,0.6690320977063081,0.3378944500029015,0.12804070880339571,0.22598305389143197,0.25937306085583456,0.2859897374673704,30.384318787374614,0.6136764705882353,4.113705778429162,81.59590897231696,74649.23697409473,0.30254003384549694
69,69,88.4244,13.0618,93,16.6209,0,104,125,23,127,15,0.97042,87.68229,0.0,0.0,6.57143,3.548,11.23161,0.0,0.0,125.0,45.40429,0.00359,0.47,4.543,-1.0,0.07114,65985.15114571004,267.72445682739607,162.86094601370775,97.28198037150722,1.8710365536245332,0.3400209497597685,0.26242668861893975,0.3178703564900573,0.20269750003100584,7.093412422839506,0.6690320977063093,0.3374068659852405,0.12736395463964995,0.22605990488245406,0.25959822767825486,0.2858950646239775,30.39409816412278,0.6136466666666667,3.9072676657915206,81.60756278136647,74770.85258112846,0.30260567841610614
70,70,88.4699,12.8958,93,16.8773,0,104,125,23,127,15,0.97261,87.72438,0.0,0.0,6.82143,3.537,11.20706,0.0,0.0,125.0,45.42928,0.00384,0.48,4.505,-1.0,0.075627,65912.45738813069,267.3180008743811,162.87081184722953,96.91795401726873,2.557878199952882,0.3401579066177443,0.26157459175822906,0.31742037787936206,0.20275906442704417,6.993682484567901,0.6690320977063083,0.3373493367233671,0.1268001865356772,0.22632314455953295,0.259509243087287,0.285912470681694,30.41530109923563,0.6136843137254901,3.9423359118839216,81.59316246508007,74702.17180479663,0.30277924582729426
71,71,88.4569,12.9117,93,15.9655,0,104,125,23,127,15,0.98123,87.69828,0.0,0.0,5.42857,3.539,11.06398,0.0,0.0,124.0,45.44273,0.00388,0.47,4.637,-1.0,0.074728,65992.72940320986,266.9118343295499,162.861649252444,96.91493937311225,2.9620826545875496,0.3398036281508932,0.26097323689396484,0.3170327976641473,0.20279651857066947,6.968219521604938,0.6690320977063097,0.33767709306758487,0.12621875220357257,0.22653759204228022,0.25971602341088135,0.2859513877125983,30.41036723572531,0.613616862745098,3.794959544744167,81.58977669126662,74656.02582338541,0.30312590494708513
72,72,88.3887,12.5873,93,16.3353,0,104,125,23,127,15,0.9785,87.61118,0.0,0.0,6.10714,3.534,11.07717,0.0,0.0,124.0,45.43722,0.004,0.47,4.77,0.13079,0.076948,65667.8106180868,266.5148107779246,162.74441680768695,96.88152150170933,2.159132599983169,0.33968029218654966,0.260323249651015,0.31734012278815465,0.202786694033643,6.957947530864198,0.6645968456198511,0.33800406214906953,0.12563755767519255,0.22657484914028933,0.26009102578497667,0.2860096051742179,30.42956128532504,0.6130513725490195,3.9172720629770734,81.58262238732672,74704.22615702874,0.3036345507625299
73,73,88.3814,12.5817,93,15.012,0,104,125,23,127,15,0.9728,87.59166,0.0,0.0,5.96429,3.525,10.79916,0.0,0.0,124.0,45.42969,0.00412,0.48,4.732,-1.0,0.08307,65484.960264653935,266.120550228917,162.77403130826733,96.7488327937893,2.241135859343549,0.3389684459159151,0.26011147132468054,0.31771548036482783,0.20283472350707354,6.882185570987654,0.6674086827704774,0.33853068853819346,0.12524155445200166,0.22642343024630013,0.26024616048948734,0.2860919953320229,30.470040403766397,0.6128054901960784,3.7637563612721348,81.58032957385437,74723.5882862769,0.30388407125426775
74,74,88.2705,12.5432,93,15.9746,0,104,125,23,127,15,0.96699,87.48699,0.0,0.0,5.32143,3.533,10.79402,0.0,0.0,124.0,45.42684,0.00373,0.48,4.62,-1.0,0.073916,65318.44662253885,265.74277150870336,162.8424700789019,95.8406918673259,2.4044002544032708,0.33907785069975327,0.2591088822124664,0.3170173120791666,0.20287136534200545,6.864245756172839,0.6668144716630772,0.3388700793291408,0.12482724256767734,0.22657010406515102,0.26032494249404786,0.2858740705886292,30.50119338800878,0.6125313725490196,3.9716414526224924,81.5883107577911,74665.25479816673,0.3039580622298324
75,75,88.2754,12.5975,93,15.7184,0,104,125,23,127,15,0.97933,87.46868,0.0,0.0,5.67857,3.544,10.76018,0.0,0.0,124.0,45.43455,0.00395,0.47,4.646,-1.0,0.076645,65355.821363089715,265.36314919817335,162.86522861577686,96.40428687579967,3.0003997374006497,0.33874936058749167,0.2584343947893007,0.316581100985169,0.20294457651009237,7.001302083333333,0.6601615935333899,0.3388506655827233,0.12448721127421329,0.22660302178305494,0.26070938705828167,0.28562331698119664,30.50830304181134,0.612538431372549,4.074254323138046,81.57590033117494,74599.76396041032,0.30402734361402445
76,76,88.2785,12.7385,93,16.7117,0,104,125,23,127,15,0.97654,87.45422,0.0,0.0,5.53571,3.543,10.80728,0.0,0.0,125.0,45.43557,0.00366,0.47,4.493,-1.0,0.081351,65523.687997393456,264.9959029431327,162.80046645078903,96.28425157914421,3.231610897683137,0.338512196966685,0.25765861308897997,0.31639262843535376,0.20295092747715776,6.834828317901234,0.6607558046407981,0.3386464545629566,0.1241403937052177,0.22679636143258575,0.2612059847401023,0.2855037944934619,30.55150048526717,0.6125007843137255,3.8549695735256644,81.58615233948032,74761.71347275622,0.30422324978859877
77,77,88.2439,12.4496,93,15.8267,0,103,125,23,127,15,0.98593,87.42638,0.0,0.0,3.96429,3.525,10.93079,0.0,0.0,125.0,45.43821,0.00383,0.48,4.657,-1.0,0.076849,65435.747686382296,264.63782699574455,162.84988879529925,97.43784626412975,3.0534726626129056,0.3390215555965529,0.2565045992241202,0.3163223325425661,0.20293986048265295,6.665895061728395,0.66075580464079,0.33857082004980016,0.1237497919814936,0.227576654239846,0.2615315828361023,0.2854172359452956,30.565575493706596,0.6125376470588235,4.080981465557302,81.5961587554192,74659.15254997353,0.30440031119152844
78,78,88.1917,12.4745,93,15.5992,0,103,125,23,127,15,0.97654,87.37359,0.0,0.0,5.39286,3.522,10.68472,0.0,0.0,125.0,45.43317,0.00355,0.47,4.691,-1.0,0.079759,65262.56116111532,264.29064949554294,162.7924865755293,97.4192909267535,2.6427526826913135,0.3397189407331684,0.2551589706373355,0.31621311885708,0.20283031646697713,6.583429783950617,0.6546971376184997,0.3382462463028386,0.12347516239876997,0.22822800556638692,0.26215794351049,0.28547554919347395,30.53766660337095,0.6126294117647059,3.7698749293610114,81.61298956055344,74843.66758311007,0.30445306949776013
79,79,88.2028,12.5476,92,15.6239,0,103,125,23,127,15,0.97055,87.37659,0.0,0.0,5.75,3.526,10.70402,0.0,0.0,125.0,45.42589,0.00376,0.48,4.293,-1.0,0.080538,65168.064198836575,263.94317597627577,162.8337093378109,97.43812156266873,2.831152857422433,0.33989511686757834,0.25404601840298474,0.31634025608585375,0.2027544556464828,6.563609182098766,0.6645968456198509,0.3380261652651377,0.12323060340006141,0.22848492237052206,0.2621894770626208,0.2854976728935302,30.566906022436825,0.6127054901960785,3.782482092739238,81.63313127917398,74908.0556774946,0.30440028804437724
80,80,88.0893,12.4506,92,16.2937,0,103,125,23,127,14,0.99337,87.27046,0.0,0.0,5.32143,3.518,10.77379,0.0,0.0,125.0,45.40227,0.00353,0.47,4.746,0.12924,0.080861,64876.28160694421,263.60379213603375,162.8710423054684,97.42108408672155,3.5470694135613465,0.3391395124326333,0.25327635486348876,0.31674530762662395,0.2026670651807152,6.493923611111111,0.6569147636617291,0.33758535238599907,0.12302311846091167,0.22886852696560964,0.2619622205567151,0.28543545786595037,30.57556736322097,0.6125462745098039,4.11030917635228,81.58753534591695,74700.98049967326,0.3042754054565681
81,81,88.1333,12.6468,92,16.0217,0,103,125,23,127,15,0.98626,87.29191,0.0,0.0,5.71429,3.51,10.69164,0.0,0.0,125.0,45.38069,0.00333,0.48,4.798,-1.0,0.086997,65024.672427183345,263.2595076486102,162.83084560530108,97.41436603019065,3.73579095508984,0.3389049274687028,0.252466200296514,0.3170511376379599,0.20220568387683743,6.562789351851852,0.6607558046407885,0.3368456867317075,0.12275178409750971,0.22903245556995122,0.2623064826854674,0.2853769172675206,30.53920472698447,0.6123239215686275,4.062828532141661,81.57468795999796,74712.43340000315,0.3039706769444708
82,82,88.0169,12.1987,92,16.8494,0,103,125,23,127,14,0.98469,87.18489,0.0,0.0,5.53571,3.509,10.86011,0.0,0.0,124.0,45.35959,0.00331,0.48,4.585,-1.0,0.078515,64715.12521758654,262.93220528880573,162.83807530784884,97.41753573467824,2.5455794337974553,0.33906744955299356,0.25142318017958165,0.31777491428252347,0.20182879605248996,6.42163387345679,0.6617850084692237,0.33581512417531556,0.12246186902654697,0.2290820394646864,0.26303042107304414,0.28541252988195315,30.557866226007906,0.6124937254901961,4.173191650210031,81.61585291822061,74721.17330034717,0.3036965624734201
83,83,88.0806,12.6476,92,14.6002,0,103,125,23,127,14,0.9836,87.23903,0.0,0.0,5.28571,3.517,10.46435,0.0,0.0,124.0,45.33783,0.00348,0.48,4.754,-1.0,0.088547,65010.9294518667,262.60580367176846,162.89861428585263,97.25083842738775,3.5547598052215323,0.3397428289802133,0.25009216058219114,0.31879357265714087,0.20139479774694055,6.432436342592593,0.6585381785975615,0.3349624399524835,0.12227597759003585,0.22917690108068423,0.2634120887473943,0.285454118690678,30.529664781358505,0.61224,3.6497798084902278,81.60934656015957,74619.63891491982,0.30338159999484593
84,84,88.0089,12.8276,92,15.7645,0,103,125,23,127,14,0.98992,87.16627,0.0,0.0,4.78571,3.507,10.84859,0.0,0.0,124.0,45.31203,0.00356,0.47,4.349,-1.0,0.08675,64781.53018787383,262.28300021862236,162.87001107702534,96.98700471816538,3.2242018286749925,0.3409161629804879,0.2491592395934766,0.3200017981894791,0.20102653691821445,6.39453125,0.6623792195766215,0.33407348069488696,0.12188702444874903,0.22918038957393497,0.2632216659662368,0.2854890456462878,30.503645155164932,0.6121733333333333,4.061259881154328,81.63254958960752,74598.68054846227,0.3032321142621387
85,85,88.1376,12.6921,92,17.3135,0,103,125,23,127,14,0.99407,87.28003,0.0,0.0,4.85714,3.523,11.00487,0.0,0.0,125.0,45.30485,0.0038,0.47,4.49,-1.0,0.084432,65062.95824509421,261.96490253217235,162.8147693737171,97.08698951651199,4.2093192398500365,0.34173754962656094,0.2481030978078076,0.321122226556336,0.20093410809938642,6.391830632716049,0.6607558046407879,0.3331885819302037,0.12162180650245001,0.22963697977830524,0.2632331536335236,0.2855342891188148,30.53619648497782,0.6122101960784314,4.213361136810758,81.5846069180786,74675.03002347199,0.3029587266378269
86,86,88.109,12.5251,92,16.1058,0,103,125,23,127,14,0.9898,87.26013,0.0,0.0,5.5,3.492,10.88815,0.0,0.0,124.0,45.29116,0.0036,0.48,4.874,-1.0,0.083921,64877.42304780451,261.65584132405587,162.8505019856666,97.12174102762008,2.5646580361651465,0.34253698988511355,0.24690711427791287,0.3212296586895369,0.20079109933354353,6.4195119598765435,0.6607558046407898,0.3321533091911138,0.12145635729766288,0.22960175444308,0.2636347869441524,0.28557663470081956,30.525080551335844,0.612018431372549,4.231556484362438,81.59220676068546,74596.90091661157,0.3027105339960642
87,87,88.2451,12.6244,92,16.2334,0,103,125,23,127,14,0.981,87.38999,0.0,0.0,5.0,3.503,10.74598,0.0,0.0,125.0,45.29955,0.00341,0.47,4.901,-1.0,0.078492,65462.079846009154,261.34232137986874,162.8013343590863,97.28205983882363,2.454194871265943,0.3435209409547748,0.24590471533045002,0.3215759759154825,0.20086225147561504,6.478636188271605,0.6640026345124505,0.33076187801877277,0.12140168193368923,0.22943403372747673,0.2639741727262608,0.28561670341651874,30.47792090898679,0.61224,3.8926035912511563,81.5907525267393,74694.47586348343,0.3026150653902664
88,88,88.2802,12.5138,92,15.812,0,104,125,23,127,14,0.97796,87.4222,0.0,0.0,4.39286,3.531,10.83,0.0,0.0,125.0,45.2873,0.00355,0.47,4.849,0.13194,0.075063,65354.92555165634,261.04518238105095,162.87889133234285,97.12172218303962,3.391571431054911,0.3447534106297853,0.245096431037878,0.32208357362516815,0.20082336268090142,6.495756172839506,0.6591323897049586,0.3291359865877339,0.12139544871494919,0.2296081632748658,0.2642232861253098,0.28569888249568626,30.486603159963348,0.6122556862745098,3.9148600377569487,81.60799982398126,74563.14662010058,0.3023097362347686
89,89,88.2123,12.5839,92,15.2085,0,104,125,23,127,14,0.98565,87.34904,0.0,0.0,3.60714,3.512,10.73598,0.0,0.0,125.0,45.2645,0.00383,0.47,4.828,-1.0,0.086836,65282.95375761226,260.7429606194661,162.90056041909173,97.06484324949295,2.2347605504913988,0.3457244666071959,0.24422908412868397,0.3226236133276694,0.20087483656337782,6.494261188271605,0.6579439674901605,0.3276080815301279,0.12127062023987197,0.2295794969019936,0.26442720733859754,0.28569824040465774,30.44693181544174,0.61224,3.6922949791721904,81.60203673337257,74702.27335395818,0.3020341016652799
90,90,88.1746,12.523,92,15.4008,0,104,125,23,127,14,0.99052,87.29368,0.0,0.0,4.92857,3.529,10.79906,0.0,0.0,125.0,45.24619,0.00374,0.47,4.771,-1.0,0.082999,65419.676307870366,260.45274850050293,162.94050129586665,93.45526678230257,2.3624469478045396,0.34688412399161866,0.24336231688884288,0.32353687366641376,0.20107250291503598,6.491222993827161,0.6585381785975603,0.32659493253720795,0.12062043466697135,0.22962182706966325,0.26464997327176754,0.28579332495738197,30.422460108627508,0.61224,3.757549691953521,81.62501776313371,74817.42006680458,0.30200062994555116
