,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,movement,color_fulness,cubcol.0,blur,noise,blockiness,tone,uhdhdsim,cubcol.1.0,contrast,cubcol.0.6,cubrow.0.3,saturation,cubrow.0.5,cubrow.0.6,staticness,fft,cubcol.0.3,cubrow.1.0,temporal,cubcol.0.5
45,45,51.7454,17.9388,34,22.2587,0,117,113,14,138,17,0.99872,48.94073,0.0,0.0,4.14286,5.141,15.54193,0.0,0.0,125.0,27.71299,5e-05,0.48,1.526,-1.0,0.576033,0.25524788970121937,11.98779899691358,81.22471495250986,0.08310274569010508,23650.64586061078,0.3827678886709939,1.2138993872202468,0.42139256862744956,95.81761473771243,0.09945813521345567,86.17565379272938,0.08932309075794112,0.19481184518366662,62.95528270580151,0.09663552679179704,0.09855177741769884,469.9687643925962,67334.40351365118,0.12598617140179577,0.08854973621232165,4.933369893195362,0.0905921512019906
46,46,51.6401,17.9156,34,22.0313,0,117,113,14,138,17,0.99922,48.85067,0.0,0.0,5.92857,5.15,15.40158,0.0,0.0,124.0,27.71354,5e-05,0.48,1.606,-1.0,0.577462,0.25538387676149804,11.880015432098766,81.62174089776032,0.08317678203769069,23616.73494346225,0.3827678886709876,1.0643317413023499,0.4239956862745097,95.86023437023584,0.09887712884596042,89.15042596456117,0.08921803413215103,0.19496798979116167,63.009508674527396,0.09692489873847272,0.09860789646320108,469.32309166833414,67252.91995603955,0.12556061477451497,0.08872168059351283,4.745748737174028,0.09020525433891521
47,47,51.4524,18.1537,34,20.8953,0,117,113,14,138,17,0.99899,48.72363,0.0,0.0,5.28571,5.212,15.37955,0.0,0.0,124.0,27.67992,9e-05,0.47,1.574,-1.0,0.617711,0.2554331739041572,11.953510802469136,81.77575254080713,0.08317537268003475,23202.37187105989,0.3811444737351537,1.442551300747318,0.42409849019607815,95.83556978094106,0.09858784603774955,85.36047787999438,0.08903261040078307,0.19550929621367275,63.12398237063561,0.09681652540927811,0.0985983192191487,468.8223148452808,67247.53529595523,0.12520344062334354,0.08873811359198083,4.718221003651737,0.09092120443380154
48,48,52.0064,18.5702,35,21.7841,0,117,113,14,138,17,1.00212,49.23007,0.0,0.0,4.64286,5.195,15.58381,0.0,0.0,123.0,27.75329,3e-05,0.47,1.568,0.19766,0.559439,0.2554907135464185,12.282744984567902,82.222551235187,0.08318405622970632,23901.63306781169,0.3827678886709836,1.453964123906144,0.4264376470588236,95.71675769306937,0.09834469669113056,89.01835539884624,0.08880113684647341,0.1964667156173554,63.23551658347802,0.09646278945801498,0.09842867140368186,468.41321306334487,67233.48211539294,0.12484209891170873,0.08887663863753859,4.751793541344983,0.09051620709970853
49,49,51.907,18.357,35,21.9619,0,117,113,14,138,18,1.00235,49.10499,0.0,0.0,4.89286,5.198,15.94493,0.0,0.0,122.0,27.78311,5e-05,0.47,1.597,-1.0,0.615427,0.2556135605241652,12.368586033950617,82.52246534924579,0.08326508515288063,24123.329991797887,0.37670922164869336,1.4288408151025238,0.42587686274509806,95.79509546621074,0.0982382508242931,89.34902485504097,0.08868538287518657,0.19743273465190128,63.01136271158854,0.09633989358004535,0.0983672840053336,468.00164777704623,67224.88155063447,0.12446010933036399,0.08907235296642292,4.858414513303299,0.09010798049752936
50,50,51.9236,18.4381,35,21.6572,0,117,113,14,138,18,1.00485,49.16617,0.0,0.0,5.35714,5.231,15.76835,0.0,0.0,121.0,27.82427,8e-05,0.46,1.602,-1.0,0.592307,0.25571436085720867,12.447964891975309,83.31491931556948,0.08334175159568592,24110.920548266677,0.37892684769192364,1.05299162750424,0.4250119803921517,95.73610800559422,0.09815212371577771,88.62563378791033,0.08902288477866702,0.197943420281738,62.909736539110725,0.09610400851747002,0.09831127368475036,467.5634396981017,67294.14140543864,0.12412346660210975,0.08913737305015061,4.8481892905354,0.08984249141684093
51,51,52.1559,18.337,35,21.1939,0,117,113,14,138,18,1.00037,49.34835,0.0,0.0,7.35714,5.205,15.83647,0.0,0.0,121.0,27.88069,8e-05,0.47,1.595,-1.0,0.603685,0.2556188583772519,12.17602237654321,84.0505302285966,0.08338410385768719,24318.856729346153,0.37670922164869713,0.935915313704624,0.42748039215686284,95.67131033380262,0.09846067874519768,88.84363100740653,0.08910423414568916,0.19809997400255447,62.90109893422068,0.09581824224032687,0.09806511750915721,467.1355784390396,67260.11222502762,0.12395678025314268,0.08890608845230358,5.0613292160895815,0.089538596435559
52,52,52.3493,19.2947,35,19.3858,0,117,114,15,138,18,1.00145,49.56872,0.0,0.0,5.57143,5.237,15.74409,0.0,0.0,120.0,27.92342,5e-05,0.47,1.561,-1.0,0.602683,0.25569176312057607,12.104214891975309,84.39599995527092,0.0834788077128029,24422.57252487685,0.37670922164869697,1.1422682274923626,0.4312611764705883,95.64277398201477,0.09874866197810761,90.34442230466838,0.089849982292308,0.19838444113969217,62.7448683373722,0.0957656700840778,0.09784172457848654,466.6924925425588,67297.82232825833,0.12368698815224888,0.08856296208208927,4.668203578074518,0.08936767537985474
53,53,53.0858,18.598,36,21.5451,0,116,114,15,138,18,1.00394,50.31656,0.0,0.0,4.10714,5.213,16.56999,0.0,0.0,120.0,28.25025,4e-05,0.47,1.551,-1.0,0.589345,0.2556853738994573,12.227237654320987,85.47171845720419,0.08346796642711438,25138.883942178527,0.38276788867098666,1.204513574086093,0.43497960784313716,95.50650793577833,0.09885001937793916,87.76217309387708,0.08960976298792442,0.19856771023111602,62.63935757860726,0.09562594918369853,0.09765576543564825,466.20367609701015,67406.83439979723,0.12355402261333943,0.08829913047645406,5.102465813237479,0.08915981221615238
54,54,54.7065,17.5516,37,24.3765,0,116,114,15,138,19,1.00327,51.70592,0.0,0.0,3.64286,5.268,15.97692,0.0,0.0,123.0,28.63385,0.00011,0.47,1.644,-1.0,0.609545,0.2556215246120209,12.171971450617283,86.37376933245048,0.08351187061572807,27442.34202310434,0.37670922164869164,1.1499755861635592,0.43494980392156857,95.34783214646653,0.0982249109866491,88.19187574636885,0.09182034076689778,0.19857409911664556,62.67508782280816,0.09569614371715988,0.09763964056878664,465.7014336614663,67443.01854834367,0.12327117398517547,0.08785064021099497,4.897966290688639,0.08899744767541745
55,55,53.9842,18.8386,36,22.095,0,116,114,15,138,18,1.00254,51.13966,0.0,0.0,1.92857,5.262,15.07276,0.0,0.0,123.0,28.71013,5e-05,0.48,1.557,-1.0,0.61359,0.255610805488484,12.237991898148149,87.02084742863246,0.0835557055414533,25918.752812756386,0.3827678886709846,1.2075115947158164,0.43470235294117643,95.39788301380722,0.09795214343511596,89.16313058848445,0.09260164104382451,0.19850589076284417,62.62231445312501,0.09583109610972013,0.09801168063952033,465.2280669156285,67324.20900975754,0.1229765883376479,0.08748416089404715,4.793880326024724,0.08880145148260984
56,56,53.5111,18.5069,36,24.1914,0,116,114,15,138,18,0.99871,50.75713,0.0,0.0,4.89286,5.317,16.17086,0.0,0.0,122.0,28.78327,5e-05,0.47,1.769,0.22119,0.604072,0.255568546861172,12.323591820987655,87.00178810472875,0.08344509890515515,25326.84313361859,0.3827678886709874,1.319133968866589,0.4369756862745099,95.4586393495197,0.09798855001716021,91.12710998156413,0.09404677609353666,0.1984301729878117,62.35204833230854,0.09565489179873415,0.09825351401083916,464.84566714811615,67341.81387351852,0.12269416799614279,0.08713918143892448,4.981551129813948,0.08862571204142422
57,57,53.2783,18.8529,36,22.4266,0,116,114,15,138,18,0.99783,50.51095,0.0,0.0,4.32143,5.301,15.8864,0.0,0.0,122.0,28.89346,4e-05,0.47,1.73,-1.0,0.660927,0.25556951693374025,12.452932098765432,86.9929369419972,0.0834395115668909,24964.280605881133,0.3767092216487,1.3829344960871521,0.43875882352941165,95.52556553157608,0.09772643752091821,90.3239446301639,0.09520800433394827,0.19852923363085206,62.30726397479022,0.09564521113474221,0.09799453017414365,464.5853227847451,67250.86235720715,0.12253119214602234,0.0868025336445696,4.839265729256238,0.08842827126756535
58,58,53.3354,19.4804,36,23.4933,0,116,114,15,138,18,0.99853,50.61704,0.0,0.0,3.25,5.287,16.18598,0.0,0.0,122.0,28.93264,7e-05,0.47,1.569,-1.0,0.590103,0.2556377784324778,12.490692515432098,87.13363892467751,0.08349554250223346,24825.72007547904,0.38276788867098643,1.4601020846583954,0.4377317647058824,95.51222331829058,0.09755477781391966,87.06567046696149,0.09589058450633899,0.1987823059937304,62.38918784812645,0.09543906075277078,0.09778174753945168,464.39868211312523,67172.92239294712,0.1226623462784475,0.08649234150262204,4.838118374253795,0.08823472358762519
59,59,52.846,19.1303,36,25.0771,0,116,114,15,138,18,1.00111,50.15372,0.0,0.0,3.57143,5.28,16.72868,0.0,0.0,123.0,28.83577,5e-05,0.48,1.613,-1.0,0.599107,0.25556169313088584,12.502073688271604,87.0416907439633,0.0834037203794813,24399.128826373115,0.3827678886709868,1.2670471804475816,0.4341800392156861,95.59088367079715,0.09735266867396389,89.61947929614033,0.09489532713501239,0.1987828684149674,62.27326136459539,0.0953661517654264,0.09767264794184505,464.2581414298523,67024.49411935422,0.1224971549214685,0.08625621457711749,5.093620340317512,0.08861497930922033
60,60,52.2069,19.7373,35,23.7286,0,116,114,15,138,17,0.99923,49.56111,0.0,0.0,3.71429,5.257,16.4272,0.0,0.0,124.0,28.6969,9e-05,0.47,1.596,-1.0,0.598289,0.2555149809534594,12.471450617283951,86.87521347158872,0.08350920176290781,23449.691987917333,0.3827678886709925,1.3585007737479655,0.43026784313725497,95.64779903382325,0.0972456702863458,87.85460993603591,0.09452796040295189,0.1986374077442337,62.157152717496146,0.0939695165474326,0.09681320224922423,464.1163045346823,66944.41056446172,0.1222005566345729,0.08589602245049727,4.7601869355919035,0.08989845767992434
61,61,51.7462,20.5256,35,23.1358,0,116,114,15,138,17,0.99868,49.14995,0.0,0.0,4.21429,5.231,16.95309,0.0,0.0,124.0,28.59051,5e-05,0.48,1.696,-1.0,0.602485,0.2554994813602927,12.800154320987655,87.00511901561072,0.08366053394709037,22941.616764603143,0.38498551471421644,0.972044258461571,0.42778549019607853,95.70450488533206,0.09714276740172909,87.82208671391825,0.09449723221682406,0.19856526109652117,62.03473239474826,0.09371738574829182,0.09606299995737254,463.9690388583597,66923.66989514588,0.12202945037865363,0.08556269405621657,4.975619200278808,0.08978161905386998
62,62,51.4558,21.177,35,23.2559,0,117,114,15,138,17,0.99815,48.89063,0.0,0.0,4.10714,5.206,17.62493,0.0,0.0,124.0,28.61598,4e-05,0.47,1.629,-1.0,0.583421,0.2554715044444374,13.119984567901234,87.0704534593709,0.08380344900429133,22685.11137902949,0.38498551471421877,1.3120383472126131,0.4281589215686274,95.75148997926578,0.09701949045815089,90.75829272080333,0.09440676067207787,0.19862367605044545,61.81570020134066,0.09256025267620303,0.09569355701748955,463.8131324508863,66967.22973618233,0.12180472971544777,0.08567418352289947,4.967573430074186,0.0895273156853115
63,63,51.4814,21.6124,35,23.926,0,117,114,15,138,17,0.99829,48.93075,0.0,0.0,4.10714,5.184,18.18532,0.0,0.0,124.0,28.68831,3e-05,0.47,1.527,-1.0,0.586156,0.25543269087492154,13.044608410493828,87.01038418224495,0.08389353633827033,22734.38388363981,0.38498551471422066,1.1842295610485885,0.42647425490196067,95.75005343391479,0.09709676337777064,86.49123136091754,0.09420789257056664,0.1990980441492107,61.46891728153935,0.09186397835489893,0.09554163716811545,463.6206857066929,67018.72008282233,0.12156130184064744,0.0860236705934753,4.949237997709673,0.08946862919456937
64,64,51.2881,21.8549,35,21.3921,0,117,114,15,137,16,1.0037,48.71653,0.0,0.0,5.67857,5.156,18.55664,0.0,0.0,123.0,28.61471,4e-05,0.47,1.626,0.23328,0.598413,0.2555562506629186,12.772521219135802,86.77139698771052,0.08394977579618795,22735.286637145968,0.38720314075744255,1.0699263294121095,0.4250456666666631,95.83369325554136,0.09723692554792969,91.32599546289138,0.09457595279575658,0.19952921262564358,61.33874700098861,0.09093842780568259,0.09549321425991443,463.3757807736285,67026.16848274747,0.12142880716322449,0.08724952810689596,4.9242311910376495,0.08955117872216424
65,65,51.1112,21.9713,34,24.0315,0,117,114,15,137,16,1.00317,48.53739,0.0,0.0,5.14286,5.137,18.7636,0.0,0.0,124.0,28.5914,9e-05,0.47,1.601,-1.0,0.586226,0.25559726462472643,12.795621141975309,86.50764677003818,0.08397693486799178,22606.313124615623,0.3849855147142252,1.0477912544923613,0.42434035294117634,95.83756451800943,0.09729220447225466,86.65144076495683,0.09444794725443506,0.19990507246992198,61.16287438663436,0.09111756166523377,0.09523386689418033,463.06567484377956,67077.33984897136,0.12132643176821356,0.08683402775235471,4.948585286208226,0.08968383824588018
66,66,50.9249,21.8353,34,20.984,0,117,114,14,137,16,1.00191,48.37911,0.0,0.0,5.35714,5.135,18.86244,0.0,0.0,124.0,28.57025,6e-05,0.47,1.799,-1.0,0.608465,0.255803218162233,12.948543595679013,86.50555725307176,0.08406746648812556,22513.807613693753,0.3849855147142245,1.316821365767955,0.4231054901960784,95.8406797365032,0.09739401063245681,91.18485638233243,0.09496588256030408,0.20039486154991992,61.10751945589795,0.09067775994815862,0.09515569502049004,462.70700321363626,67056.33042719182,0.1215457106795427,0.08685830481677516,4.800192462008695,0.08961559572400019
67,67,50.102,21.5028,34,21.6009,0,117,114,14,137,16,1.00352,47.61852,0.0,0.0,4.10714,5.158,18.74717,0.0,0.0,125.0,28.52923,5e-05,0.47,1.601,-1.0,0.571764,0.25594098685578553,13.029706790123457,86.42577862940247,0.08408233168827543,21755.74226731767,0.3872031407574485,1.32015975243153,0.4220173725490195,95.9450103314458,0.09765389978806346,88.02457205056464,0.09595753859440098,0.2006644663233198,61.01500880865404,0.09044716775967421,0.09523578137662116,462.3737118523193,67010.57623909654,0.12201767968433037,0.08654390714521082,4.783392312354161,0.08939095811567616
68,68,49.2984,21.061,33,20.9017,0,117,114,14,137,16,0.99979,46.81651,0.0,0.0,5.85714,5.091,18.45975,0.0,0.0,125.0,28.47233,6e-05,0.47,1.502,-1.0,0.579652,0.25590164877590293,12.84471450617284,86.58249890397707,0.08412646096189193,20969.413573368154,0.3872031407574459,1.269271832293351,0.4205169411764703,96.06087104387407,0.09777189387209732,87.99847172363137,0.09523841723579679,0.2008777158687812,61.028180346076866,0.09039638565544551,0.095294075474032,462.0411917853901,66944.42324378787,0.12166815543217467,0.08642338907198009,4.924022520423297,0.08921400562351145
69,69,49.0237,20.9745,33,19.7764,0,117,114,14,137,16,1.00214,46.52872,0.0,0.0,6.21429,5.106,18.07996,0.0,0.0,125.0,28.37077,5e-05,0.47,1.59,-1.0,0.57574,0.25595857151511514,12.613667052469136,86.64576739669955,0.08419537067682453,20726.191790447072,0.38720314075744255,1.1680972951529818,0.42116196078431367,96.11329017693285,0.09812501610223476,89.31719799960253,0.09556905072147105,0.20119904354522464,61.02701992458768,0.09034592681102266,0.09548267489843026,461.710671105768,66943.99207067236,0.12141330557652798,0.08628219931457899,4.944740517300803,0.08946827033425667
70,70,49.1571,20.9026,33,19.524,0,118,114,14,137,16,1.00096,46.67184,0.0,0.0,8.17857,5.129,18.00401,0.0,0.0,125.0,28.27575,5e-05,0.47,1.573,-1.0,0.56453,0.2561663750889266,12.658275462962964,86.80723304430197,0.08421672376641014,20743.913408433782,0.3872031407574481,1.0007205918100748,0.42243686274509806,96.08613358856329,0.09877941412515386,87.72211883401903,0.09503894409217734,0.20163979036849256,61.00946289816021,0.09037623608246995,0.0955515642475745,461.414455670877,67063.4951901736,0.12167008357011455,0.08617569003660641,4.7727304304053115,0.08978288473802797
71,71,49.6004,20.9687,33,20.9591,0,118,114,14,137,16,0.99949,47.079,0.0,0.0,6.5,5.149,17.94392,0.0,0.0,125.0,28.06731,3e-05,0.48,1.591,-1.0,0.588314,0.2560995365765698,12.920765817901234,86.92561362621146,0.08425679334183449,21165.7502680955,0.3872031407574504,1.0996752674404782,0.4266219607843136,96.03939163652396,0.09956313509941912,90.47557684732872,0.09450789064130725,0.2018288535506041,60.987436365198214,0.09024769996229903,0.09548187569597509,461.1783907974432,67055.40089180585,0.12179806642892356,0.08594527182359027,4.74409727728442,0.0887022511239352
72,72,49.7379,20.3635,34,20.0173,0,118,113,14,137,16,1.00057,47.22036,0.0,0.0,4.89286,5.119,17.99746,0.0,0.0,125.0,28.36519,4e-05,0.47,1.686,0.20885,0.586951,0.2557538934304626,12.311824845679013,89.25898680585814,0.08433866804309846,21061.15728290628,0.3872031407574492,0.9823892986933949,0.4314607843137256,96.01771333297211,0.1006228150905248,88.69804098980184,0.09467385354673513,0.20200188867063767,61.73157812047888,0.0900657632740485,0.09533260949747482,461.05639028255433,67053.56564892622,0.12173094720933576,0.08623777784895495,4.9229059562690765,0.08852720497770385
73,73,49.8899,20.4751,33,17.5942,0,118,113,14,137,17,1.00243,47.28093,0.0,0.0,7.21429,5.101,17.48513,0.0,0.0,125.0,27.78212,2e-05,0.48,1.536,-1.0,0.572908,0.2554584314176751,12.04711612654321,86.50217342105016,0.08429158574908116,21237.907170646075,0.38720314075744927,1.138979409643721,0.4268592156862745,95.96988942421396,0.10058765217252083,85.71274758107607,0.09352861602362983,0.20222007152474508,61.439426186644,0.08917931314955627,0.09504253592843773,460.92499054483415,66926.40373176968,0.1216772860667089,0.08575835851994745,4.571465995047825,0.08840415660602804
74,74,50.0523,20.2242,33,17.5219,0,118,113,14,137,16,0.99755,47.43985,0.0,0.0,5.21429,5.098,17.57299,0.0,0.0,125.0,27.60785,5e-05,0.47,1.524,-1.0,0.530172,0.25522163873282766,11.269193672839506,85.58727880787188,0.08426902460150594,21433.37213579276,0.38720314075745027,1.0704175666701665,0.4197901960784314,95.93487886859046,0.09966646997255475,88.79269526379494,0.09199593643105486,0.20235245921427164,61.62942975833092,0.08898111319863228,0.09504546659009208,460.7906150968366,66966.6182320286,0.12162972638464256,0.08565226681232847,4.769980684225111,0.08777876391274086
75,75,49.8256,20.0797,33,16.713,0,118,113,14,138,16,0.99961,47.17703,0.0,0.0,6.42857,5.103,17.36141,0.0,0.0,124.0,27.3168,3e-05,0.47,1.495,-1.0,0.532042,0.25502276069016633,10.647424768518519,84.39330150437075,0.08426028285318081,21281.68330992581,0.38498551471422376,0.9755156026127558,0.41534274509803926,95.98576314209046,0.10008244974387716,87.10906535524315,0.0917051070466445,0.20234055938906356,61.74252639582127,0.08887351926037301,0.09501836589859969,460.64514374832913,66969.15941775193,0.1216127445076734,0.085892330518659,4.731278183372522,0.08737466544443297
76,76,49.7697,19.9426,33,15.6574,0,118,113,14,138,16,1.00162,47.14584,0.0,0.0,4.57143,5.079,17.23748,0.0,0.0,124.0,26.97629,2e-05,0.47,1.523,-1.0,0.51913,0.2550298485308391,10.504050925925926,82.4548711815398,0.0842745686804101,21179.142283893943,0.38720314075744827,1.0719999248646226,0.40947021568627445,95.99347999721802,0.10107249754080157,91.56015482138872,0.0916059200480868,0.202312926518604,61.8707686059269,0.08879072224382822,0.09491439709307489,460.4571654640948,67030.23051097964,0.12149702296901611,0.08598131768180559,4.63767944840437,0.08740203553364266
77,77,49.6104,19.0469,33,16.4946,0,118,113,14,138,16,1.00199,46.97203,0.0,0.0,5.82143,5.123,17.11628,0.0,0.0,123.0,26.68261,3e-05,0.48,1.71,-1.0,0.52498,0.25489773647377123,10.127700617283951,81.2533953327479,0.08425613852156184,21072.06408361599,0.3849855147142239,1.135706299320928,0.4056721764705883,96.02927710669294,0.10211644315457706,90.11708013851997,0.09152326660916622,0.2022383452235741,61.99260306652681,0.08792405761262619,0.09477118085665745,460.26751156393925,66828.08085275801,0.1214219599386742,0.08538699878929135,4.8041354142227615,0.08488415007194726
78,78,49.5817,18.7565,33,14.7789,0,118,113,14,138,16,1.00109,46.85989,0.0,0.0,6.39286,5.09,16.34723,0.0,0.0,122.0,26.52704,4e-05,0.47,1.734,-1.0,0.575157,0.25489174515446944,9.79615162037037,80.59130789518828,0.08436989028696705,21174.541887120726,0.3827678886709873,0.937150507126205,0.40717401960784305,96.09649491765924,0.10268311057754975,91.80018496496788,0.09149276407284118,0.20213284842038134,62.2088607976466,0.08753250366459375,0.09472196504864316,460.0964941106332,66915.72626405717,0.1211298807116839,0.08485678968210925,4.382796349219818,0.08324939856595048
79,79,49.3982,19.309,33,16.6962,0,118,113,14,138,16,1.00258,46.729,0.0,0.0,4.60714,5.091,16.09817,0.0,0.0,120.0,26.62961,5e-05,0.48,1.757,-1.0,0.551706,0.25476290955921493,9.631606867283951,80.77865347139354,0.08454667131998557,20882.07992362717,0.3849855147142174,1.1401586150947352,0.4122605294117646,96.11808520290651,0.10301041571660251,90.24873823055357,0.09095570214272514,0.20186896971098378,62.41534009391879,0.0873394176815887,0.09474810077117375,459.90062804092787,66867.16007595668,0.12085318049693265,0.0845372715932508,4.734090698759832,0.082975394790309
80,80,49.1189,18.1768,32,18.0167,0,118,113,14,138,16,0.99922,46.38315,0.0,0.0,8.07143,5.156,16.57536,0.0,0.0,118.0,26.79254,5e-05,0.47,1.592,0.21181,0.57171,0.25441341027934866,9.897810570987655,81.32906280546439,0.08454133806440516,20597.82826074239,0.3767092216486961,0.9837019714512076,0.4191103725490194,96.25990533894823,0.10359342214872451,87.6284860424958,0.09043289557975309,0.2015430969889962,62.48613409348476,0.08720094325147401,0.09474268032494666,459.7054223560818,66774.29537507716,0.12073561550660968,0.0835566436472946,4.8892720677909365,0.0828735674260894
81,81,49.107,18.5279,32,15.4089,0,118,113,14,138,16,0.99838,46.37007,0.0,0.0,6.78571,5.097,15.59868,0.0,0.0,120.0,26.94148,5e-05,0.47,1.714,-1.0,0.566061,0.2543248912451105,9.986207561728396,81.54033322023687,0.08466521685773135,20563.829819070277,0.3767092216486956,1.2417936992185912,0.4282219607843137,96.26617100368266,0.10375165220254735,87.73545592140019,0.09019844742993093,0.20132287895007947,62.4473210087529,0.08713188779453601,0.09482202092238476,459.52554564103434,66788.59228101201,0.1207230561869612,0.08314016812886628,4.203652799139086,0.08277607446869749
82,82,49.2792,18.2919,32,17.046,0,118,113,14,138,16,0.99937,46.58092,0.0,0.0,5.42857,5.076,15.89836,0.0,0.0,121.0,27.02742,4e-05,0.47,1.838,-1.0,0.540813,0.253908242557264,9.809799382716049,81.8836300829238,0.08487184049405343,20838.765212110946,0.38276788867098793,1.1719437405151791,0.4318823529411765,96.18453098362154,0.10372489381897328,88.54365993229365,0.0900275840333661,0.20116760198130854,62.53978493772907,0.08690290673176145,0.09480969402806301,459.3439926675592,66930.56001890035,0.12077769519446635,0.08331721861675027,4.893524688799151,0.0826198355746745
83,83,48.9983,17.616,32,16.187,0,118,113,14,138,16,0.99969,46.27353,0.0,0.0,8.35714,5.116,15.6965,0.0,0.0,122.0,27.02523,2e-05,0.47,1.669,-1.0,0.585841,0.253634255523859,10.383150077160494,82.09459853425511,0.08468718749380204,20357.571306764352,0.3767092216486963,1.167610521391427,0.4353454901960785,96.27300277189278,0.10418331711080676,89.3347487090459,0.09023005230391623,0.20091810574860336,62.629223858868635,0.08670720043585514,0.09477473468608646,459.13884527610213,66846.7469868747,0.12087423087747218,0.08270750342387855,4.6497324541930505,0.08257821680316654
84,84,49.5995,17.801,33,15.4587,0,118,113,14,138,16,1.00122,46.8739,0.0,0.0,5.14286,5.121,15.11446,0.0,0.0,122.0,27.08779,5e-05,0.47,1.634,-1.0,0.609151,0.253460887931433,10.575327932098766,82.07250137143446,0.08468723141155039,20876.650146429645,0.3827678886709851,1.6946257950294514,0.436898431372549,96.09710683472906,0.10447154019477001,91.2940838459613,0.09038181445254494,0.20082822221614482,62.56868414231288,0.08649881713541364,0.09480964329599235,458.89430849109004,66854.81706091348,0.12090632110302232,0.08257869778445961,4.369336041926011,0.08241155351291847
85,85,49.9949,17.0886,33,17.0885,0,118,113,14,138,17,1.00493,47.21964,0.0,0.0,4.5,5.167,15.27363,0.0,0.0,122.0,27.24037,6e-05,0.48,1.771,-1.0,0.628111,0.25329769943218594,9.63425925925926,81.98962423611863,0.08458022090276578,21398.530370818833,0.37892684769192186,1.5449677141672942,0.4401654901960784,96.01100599247287,0.1048183636558176,91.30928162503461,0.09024969686516923,0.2005817043278616,62.54210728774836,0.08635246161288829,0.09482539610996386,458.6416771469793,66847.80196077673,0.12103596765258844,0.0825077882379987,4.723089874674097,0.08108756282789699
86,86,50.2888,17.2272,33,15.3807,0,118,113,14,138,17,0.99883,47.48318,0.0,0.0,3.53571,5.213,14.66645,0.0,0.0,122.0,27.35257,7e-05,0.47,1.53,-1.0,0.627086,0.2531994770033195,9.691358024691358,82.17802008539047,0.08458644322390244,21769.721081030293,0.3767092216486911,1.317842933379046,0.440484705882353,95.95523763606727,0.10520620250098327,90.54775316956437,0.0904223358927937,0.20048088145331389,62.58560237178096,0.08610942989617665,0.09484814809156011,458.4250476829516,66753.39640281687,0.12104980201976014,0.08265162115484222,4.46655436146705,0.08040219509942971
87,87,50.1933,17.123,33,16.788,0,118,113,14,138,17,0.99926,47.45152,0.0,0.0,4.03571,5.191,14.78955,0.0,0.0,122.0,27.43829,7e-05,0.47,1.546,-1.0,0.624007,0.25319000515195766,9.708526234567902,82.466428670107,0.08455954391153299,21587.168187815794,0.3789268476919269,1.2043325384450583,0.4372077647058822,95.98249971414533,0.1053773028158652,88.94729333499195,0.09046830370155352,0.20053448264866566,62.62587954674238,0.08601057069112683,0.09498318754273123,458.2345892775621,66790.4260058071,0.12134000563648695,0.08251941038679061,4.771517300289816,0.08009744743068568
88,88,50.2678,17.1583,33,17.1578,0,118,113,14,138,17,1.00288,47.52716,0.0,0.0,4.71429,5.201,14.6996,0.0,0.0,122.0,27.55174,4e-05,0.47,1.463,0.22415,0.664572,0.25308500112598065,10.060522762345679,82.50544324126908,0.08448817665058538,21641.96127132455,0.3805502626277575,1.4300064567971107,0.433898431372549,96.02672959628153,0.10554166543595114,89.48999165378434,0.09022979662333097,0.20040699297401976,62.55867531858844,0.0858221760566811,0.09490632124897676,458.0704143473796,66739.76506116043,0.12096775660594687,0.08229762410701026,4.686257722903559,0.07989790062679661
89,89,50.72,14.6119,34,18.1941,0,117,113,14,138,17,1.00341,47.95222,0.0,0.0,7.14286,5.171,14.73318,0.0,0.0,123.0,27.74039,6e-05,0.47,1.403,-1.0,0.618619,0.25303565607013556,11.564043209876543,82.60484610963312,0.08448518463290118,21991.73359113071,0.3827678886709854,1.5041574731448644,0.4301674509803922,95.90757719337114,0.10564825261256273,87.16381205059763,0.08967469948707439,0.2001607636030944,62.743754069010414,0.08563929624438718,0.09498106622598905,457.9230486556431,66824.95471638211,0.12093760521374027,0.08217217503722384,4.645359879407388,0.07964208978751616
90,90,51.4784,15.1644,34,16.4785,0,117,113,14,138,18,1.00179,48.62821,0.0,0.0,3.75,5.162,12.54832,0.0,0.0,123.0,27.84207,3e-05,0.48,1.522,-1.0,0.595353,0.25325096617581805,11.83839699074074,82.29560666891551,0.08459759204888226,23237.5449840247,0.382767888670986,1.5190170124819904,0.42483960784313723,95.81328241646261,0.10551706150273502,87.68216885102848,0.08954743223536106,0.2001552968604757,62.880073076413,0.08547201991249737,0.09561373181537997,457.8036049611219,67041.11227574087,0.12113515924697346,0.08188626579228446,4.1484667135963464,0.07950941087512088
