,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubcol.0,cubrow.0.6,staticness,color_fulness,cubcol.0.3,saturation,cubrow.0,cubrow.0.5,cubrow.1.0,fft,tone,blur,movement,cubrow.0.3,cubcol.0.5,cubcol.1.0,uhdhdsim,blockiness,temporal,contrast,noise
45,245,67.0919,15.9576,58,22.4709,0,115,121,16,131,18,1.04614,62.83143,0.0,0.0,0.71429,3.967,15.11958,0.0,0.0,125.0,58.17146,0.00029,0.4,2.122,-1.0,0.355415,0.18854998752582822,0.07800654483962814,0.2223151900275034,452.0192359302436,146.89785838056855,0.1545470587012966,39.26556452998409,0.2331233735962793,0.22368851343623983,0.2602026316423712,79731.55215371108,0.8887611764705883,42599.90404325749,6.060378086419753,0.19087214935632577,0.24444446489277843,0.12278376626340222,83.92966955887147,2.4103378250547793,4.6591792440447986,95.04124237988324,0.5454819128308378
46,246,66.7046,14.6026,58,20.7236,0,115,121,16,131,18,1.05057,62.48586,0.0,0.0,0.5,3.927,13.70965,0.0,0.0,125.0,58.16283,0.00031,0.4,1.969,-1.0,0.366723,0.18802389264130848,0.07802335421822341,0.22233310950795118,451.5985383821951,146.82836473214678,0.15522219270944881,39.41857721776138,0.23321522384744212,0.22367343172119353,0.26001912214445305,79655.32953090004,0.8883227450980392,41160.466978822784,5.737702546296297,0.1907353299827292,0.24489653073446696,0.12280988279858239,83.94072078848498,2.0341458623471658,4.568241197960864,97.8752556824482,0.5454819128308499
47,247,66.0071,14.9313,58,20.2713,0,115,121,15,131,17,1.04738,61.89914,0.0,0.0,1.14286,3.997,12.54421,0.0,0.0,125.0,58.35848,0.00024,0.4,2.233,-1.0,0.377816,0.18729534970260447,0.07802677878945095,0.22236652910104246,451.14693242364,146.91543386697683,0.15528997271741016,39.38320207007137,0.23231005269161764,0.22369097708854715,0.25977756282203435,79136.09889084002,0.8906651372549019,39391.68387955842,6.064814814814815,0.19055311712396333,0.2456016582730269,0.12277538679964611,84.00003040413733,2.3025032809769543,4.532183528074542,95.58740383896334,0.545481912830846
48,248,66.5614,14.4552,58,21.1325,0,115,121,15,131,18,1.04256,62.41491,0.0,0.0,0.5,3.966,12.8297,0.0,0.0,125.0,58.42265,0.00035,0.4,2.324,0.18454,0.375227,0.18687453714834826,0.07804781933850975,0.2223858084510499,450.6849500931655,147.0271834035534,0.15562937286838088,39.18152590151187,0.23209349142143568,0.22361856885616388,0.2593047809546595,79263.58389690692,0.8895525490196079,40078.4674565309,6.639226466049383,0.1903199050974487,0.24649883189504251,0.12284088391080192,83.8794455651583,2.41104206389497,4.56785195781208,98.05115969486219,0.547105327766676
49,249,67.5848,14.6693,59,21.7436,0,115,121,16,131,18,1.03593,63.39812,0.0,0.0,1.07143,3.97,12.42158,0.0,0.0,125.0,58.39047,0.00036,0.4,2.426,-1.0,0.375883,0.18656250830154078,0.07820165422103612,0.22235869647851134,450.2539700333793,147.05200712297227,0.1565019365202571,39.074605305989586,0.23218662158491243,0.2236491463765676,0.2590570400544074,79206.75549989738,0.8884556862745099,41310.91140766642,7.010320216049383,0.19011656437107988,0.2475717045165238,0.12284679929327857,83.65818641321195,2.050831173582726,4.589863491278358,95.62982518455011,0.5476995388740781
50,250,67.2481,14.2603,59,20.154,0,115,121,16,131,18,1.04835,63.12839,0.0,0.0,0.42857,3.958,12.60463,0.0,0.0,125.0,58.48543,0.00025,0.4,2.314,-1.0,0.35791,0.18626124675775857,0.07819050441065742,0.22230929564734847,449.8263991971261,147.13247611059052,0.15706890214163358,39.023476494683166,0.23178644577890012,0.22368157266135444,0.259271632048969,78850.08288638334,0.8910949019607843,40375.83289656285,7.23755787037037,0.18993168885335593,0.24820954149414917,0.12276207360272746,83.7204225494803,2.316780670784001,4.632493442949617,98.25937381529934,0.5476995388740795
51,251,67.1995,13.8801,59,19.264,0,115,121,16,131,18,1.04554,63.08777,0.0,0.0,0.28571,3.973,12.26048,0.0,0.0,125.0,58.5756,0.0003,0.4,2.282,-1.0,0.342116,0.1861532608074591,0.07821865912281799,0.22232778950943785,449.45026243090666,146.89647324058595,0.15762771187160737,39.17568913212529,0.23165940077647776,0.223663787943659,0.2593215902409277,78934.55759681012,0.8921250980392157,40184.40528146219,7.170476466049383,0.18975852812034485,0.24833362998481348,0.12272062960293247,83.72767188910285,2.2441695357647116,4.620637714469128,96.21946360996888,0.5476995388740814
52,252,68.3117,13.8957,60,18.9154,0,115,121,16,131,18,1.04089,64.09758,0.0,0.0,0.57143,3.899,11.94262,0.0,0.0,125.0,58.52013,0.00024,0.4,2.208,-1.0,0.363717,0.18631884034090015,0.07825609252849683,0.22238677401837895,449.1408151248119,147.1933410846583,0.15824100596326943,39.055869773582174,0.231426485843774,0.2236336397436895,0.25935826115084154,79122.68528621581,0.8937901960784314,42099.02429201722,7.027922453703703,0.18961211086215343,0.24859457310217178,0.12265821503671566,83.53863813378658,2.562685615224471,4.615641895696708,95.56233563762827,0.551540579853142
53,253,67.5888,14.6666,60,19.3101,0,115,121,16,131,18,1.03433,63.48953,0.0,0.0,1.03571,3.938,11.94793,0.0,0.0,125.0,58.51017,0.00029,0.4,2.293,-1.0,0.353968,0.18638248656583983,0.07828277805360788,0.22254915606255182,448.9044942007802,147.29887976294486,0.15829101252590005,39.016095950279706,0.2310336261051572,0.22353180696153838,0.259344324906988,79051.1877998278,0.8942768627450981,40750.43314617603,6.710165895061729,0.18940714568795178,0.24936963335937504,0.12266234724789325,83.71353092531139,2.4956211380542617,4.599052414868951,95.88131701049838,0.5515405798531451
54,254,67.7403,14.9329,60,19.9369,0,115,121,16,131,18,1.03828,63.63844,0.0,0.0,0.35714,3.952,12.6048,0.0,0.0,125.0,58.45351,0.0002,0.4,2.282,-1.0,0.340308,0.18647376065515364,0.07828367877467057,0.2227623836524753,448.7127145924946,147.22817908583,0.1583959070653451,39.148429022894966,0.23058332241365803,0.22347544376728157,0.25942897847868995,79070.18052308333,0.8924560784313725,41432.65998396293,7.493007330246914,0.1892327151648425,0.2499634955880693,0.12266690082290674,83.70822475238484,2.6320041225625537,4.637888819207644,96.8955514668597,0.5598168729186583
55,255,68.1112,14.6141,60,20.8341,0,115,121,16,131,18,1.03911,63.96301,0.0,0.0,0.39286,3.944,12.83096,0.0,0.0,125.0,58.33522,0.00028,0.4,2.223,-1.0,0.358053,0.18664974042967458,0.0783002437082903,0.22303551749297984,448.51633025945796,146.70731335881254,0.15824591367919377,39.140180422935956,0.23034943968858285,0.22345249135929415,0.2593159918401668,79152.39505318107,0.8884890196078432,41703.03242916088,8.077208719135802,0.18923811377928776,0.25047487374809485,0.1226736928397321,83.64689840289115,2.315644412720029,4.638774515528389,95.66125495021576,0.5598168729186647
56,256,68.0635,15.038,60,19.8824,0,115,121,16,131,18,1.04063,63.92645,0.0,0.0,0.28571,3.936,12.55926,0.0,0.0,125.0,58.3207,0.00035,0.4,2.145,0.1857,0.372069,0.18678330052541225,0.07832556371434973,0.22320045767159882,448.35566043270876,146.62117152583878,0.15818395231108023,39.19424381962529,0.23046886577493247,0.22338527970498925,0.2593519201715987,79044.23526314908,0.887055294117647,41795.862281555725,8.042920524691358,0.18925249583162826,0.25108455156716825,0.12268654388722111,83.65200102297445,2.338896907221527,4.6995406229348875,95.19036538741588,0.5598168729186643
57,257,67.5436,14.4801,60,19.871,0,115,121,16,131,18,1.04332,63.47515,0.0,0.0,0.28571,3.88,12.92317,0.0,0.0,125.0,58.26489,0.0003,0.4,2.147,-1.0,0.36629,0.1872421647519823,0.0783465084107063,0.22334749273761376,448.2061529417507,146.45879802970364,0.15837378704226202,39.24888290593653,0.2302530265323898,0.22327891825254184,0.25951125117265456,79090.44642852504,0.8870639215686275,41083.32625963706,7.543354552469136,0.18909388274462685,0.25173239778040957,0.12272576612296482,83.71988295070187,2.8241701744477434,4.741885887580313,97.2807476920758,0.5620344989618944
58,258,67.6252,13.9845,60,19.8231,0,115,121,16,131,18,1.04179,63.51987,0.0,0.0,0.35714,3.873,12.44795,0.0,0.0,125.0,58.19994,0.00031,0.4,2.385,-1.0,0.379987,0.18730382896897174,0.07836173946415542,0.22343821518600332,448.0339972089515,146.1856921520285,0.15871528808622185,39.13451281888985,0.23057383486348754,0.22309306908738252,0.25967356076073744,79240.02341218702,0.8850192156862745,41309.747765052474,6.7914255401234565,0.18896587567762393,0.2521618632829559,0.12273445400466379,83.67474263190513,1.8972633312351415,4.715347085346748,95.70848158144472,0.5598168729186708
59,259,67.3759,13.8073,60,19.7574,0,115,121,16,131,18,1.04465,63.26412,0.0,0.0,1.67857,3.816,12.01944,0.0,0.0,125.0,58.23001,0.00027,0.4,2.025,-1.0,0.366768,0.18723567571395872,0.07835510866807747,0.2235018260967902,447.81076450669633,146.25760835960324,0.1589095334052794,38.98734236352237,0.2305617667274107,0.2228881147083389,0.2602486400580183,78966.18971952987,0.884579,40609.15966400509,6.713541666666667,0.1890999486362974,0.2528720784849743,0.12273945297980295,83.65037547758246,1.7372736681321785,4.656357436548798,96.60428549072033,0.5598168729186627
60,260,66.9388,13.2883,59,19.6841,0,115,121,16,131,18,1.04626,62.87181,0.0,0.0,0.42857,3.854,11.8598,0.0,0.0,125.0,58.322,0.00041,0.4,2.135,-1.0,0.404806,0.1870355802516524,0.07836812435197191,0.2237572231442814,447.5377323955704,145.90965243909267,0.15980994064784296,39.05383131239149,0.2305144645991691,0.22283562182102715,0.26055802582031157,78907.46509966029,0.8848317647058823,39519.694504037965,6.9233217592592595,0.18883753301054812,0.25427442411377477,0.12269906069582277,83.7397783199146,2.253971713369264,4.6096144310765625,97.7975910004392,0.5598168729186622
61,261,66.7104,13.3389,59,18.6659,0,115,121,16,131,18,1.04031,62.66828,0.0,0.0,0.35714,3.858,11.42266,0.0,0.0,125.0,58.26881,0.00032,0.4,1.999,-1.0,0.41352,0.18721877231003556,0.07837445300510498,0.2240059114113527,447.2751700398199,145.84536452811642,0.1602725695915957,39.03535781671971,0.23006702951972008,0.22278580439084017,0.2613879108398944,78828.16877864007,0.8845639215686275,38870.06727038219,7.203993055555555,0.18870976038613088,0.25552558988891094,0.12266462003083184,83.79829852266722,2.370340623516276,4.5464691910531485,95.25878244922706,0.559816872918663
62,262,66.9432,13.0121,59,18.5371,0,115,121,16,131,18,1.04526,62.87709,0.0,0.0,0.28571,3.873,11.46043,0.0,0.0,125.0,58.26902,0.00028,0.4,2.109,-1.0,0.398108,0.18748507506065934,0.07837526889380189,0.22420705840675192,447.0263686477396,145.97846242500643,0.16071470388876932,38.85568519874855,0.22956452122893622,0.22283555404217073,0.26172751608862715,78816.07079052254,0.8851609215686272,38926.833510341945,7.230661651234568,0.18854258008552743,0.2560172353164126,0.12273072504902549,83.72287777011373,1.93618646619788,4.549573389165774,96.05799504699503,0.5575992468754344
63,263,67.2285,12.6383,59,16.7974,0,115,121,16,131,18,1.04981,63.11922,0.0,0.0,0.5,3.891,11.17885,0.0,0.0,125.0,58.42092,0.00027,0.4,2.167,-1.0,0.432178,0.18750281946569503,0.07838710865956365,0.22441330080882982,446.7739639616228,145.79521142787763,0.1611142153965212,38.928818690924,0.22898919282926306,0.22293715463161162,0.2624778844425123,78817.31345276328,0.8864031372549019,39154.674747665864,7.114872685185185,0.18831262730619874,0.2567116296298496,0.12275314116146209,83.64643846811552,2.0664950941617195,4.514345489726865,95.8802959392808,0.5537582058963703
64,264,67.0646,13.2346,59,17.542,0,116,121,16,131,18,1.02897,62.98249,0.0,0.0,0.53571,3.903,10.85958,0.0,0.0,125.0,58.4349,0.00035,0.4,2.071,0.18493,0.404792,0.1874991626875707,0.07841501980794942,0.2244876777636,446.50633022765163,145.9338594274301,0.1612728282730838,38.696136474609375,0.2281069203418803,0.22293686631876575,0.2635995022813448,78877.63635681375,0.8861658823529412,38511.68775298971,7.263454861111111,0.18800905525440226,0.25722295216018964,0.12277398631736329,83.67499121777851,2.1758666959240567,4.502112415711507,97.07218104325398,0.5537582058963696
65,265,67.4105,14.0345,59,17.537,0,116,121,16,131,19,1.04189,63.30203,0.0,0.0,0.21429,3.859,11.36562,0.0,0.0,125.0,58.41045,0.00026,0.4,2.207,-1.0,0.410222,0.18740580268744653,0.07842288644361875,0.2244470092013627,446.21451971318646,146.30714063066998,0.16169591894012753,38.450377664448304,0.22855770257664496,0.22300368189523653,0.2648261198728636,78794.61513207505,0.8864835294117648,38988.64707238506,7.422260802469136,0.18768747370305505,0.2576835122912776,0.12269325963372663,83.60470530670968,2.255406816957362,4.589504473440286,98.11131346232392,0.5515405798531297
66,266,68.2057,14.3049,60,19.7144,0,116,121,16,131,19,1.04732,64.04246,0.0,0.0,0.07143,3.857,12.04991,0.0,0.0,125.0,58.47201,0.00028,0.4,2.32,-1.0,0.405886,0.18764226067228365,0.07848576394021026,0.22434147110290006,445.9265022158608,146.3218863805498,0.1623542825780406,38.376465597270446,0.22869855766649724,0.22304061787248977,0.26592905624913804,79273.06394431701,0.8867659215686274,40406.79892403385,7.492139274691358,0.1873109484874245,0.25880174610624446,0.12267122553938548,83.45529910256045,2.181064026706802,4.62114220850365,98.15782956675069,0.5553816208322028
67,267,67.883,14.4309,60,18.8563,0,116,121,16,131,19,1.04624,63.78351,0.0,0.0,0.14286,3.85,12.28314,0.0,0.0,125.0,58.50035,0.00032,0.4,2.19,-1.0,0.412453,0.18800689242168772,0.07862873532426816,0.22425555883914033,445.63929159380456,146.5558426940718,0.1624687281549671,38.522542317708336,0.22695806882653954,0.2230846787952645,0.2677315721021712,79092.01069416548,0.8874149019607844,40072.86653100103,7.536361882716049,0.18691838967400423,0.2596224498772715,0.12260085258492,83.52039373909278,2.1396087075990518,4.644948031272273,96.50321789425136,0.5581934579828304
68,268,67.8178,14.5208,60,17.8931,0,116,121,16,131,19,1.04066,63.79267,0.0,0.0,0.03571,3.864,12.39578,0.0,0.0,125.0,58.57494,0.00025,0.4,2.137,-1.0,0.369451,0.18857120716706394,0.07861842411830906,0.2241961629949249,445.35232119562863,146.3052427980654,0.16250690515278435,38.59923826617959,0.22561068077737534,0.22317696461331735,0.2686445584296422,78927.42593938496,0.8901372549019609,39573.26131581329,7.578703703703703,0.18667804549775832,0.26066274288671293,0.12250984808384759,83.57979727190562,2.141471739969387,4.662077287516119,97.53704205294792,0.5604110840260623
69,269,68.4443,14.4212,61,18.7584,0,116,121,16,131,19,1.03978,64.41051,0.0,0.0,0.21429,3.901,12.46854,0.0,0.0,125.0,58.61849,0.00032,0.4,2.364,-1.0,0.388408,0.18896212888463146,0.07860828840634823,0.2241491189690013,445.07831534821776,146.38307728509469,0.16290599280528617,38.64159025969329,0.22538763286243213,0.22329249732082662,0.2695233072939743,79111.53194851226,0.8916113725490197,40305.64588145766,7.721595293209877,0.18646590240309133,0.2611672312295078,0.12247733147355368,83.47468351380853,2.00423853922147,4.642167732613294,97.66295976150349,0.5620344989618947
70,270,68.3461,14.476,61,18.2918,0,116,121,16,131,19,1.03366,64.3303,0.0,0.0,0.35714,3.941,12.38391,0.0,0.0,125.0,58.66281,0.00037,0.4,2.304,-1.0,0.397796,0.1891288259175165,0.07861147323546255,0.22416712994833304,444.7991532291902,146.44411321786868,0.16272000619234595,38.76888680163725,0.22553609648248962,0.22337445362374114,0.2706119468340699,79103.50345233815,0.8927992156862746,40424.292709386966,7.658661265432099,0.1862457711196937,0.26125459760020764,0.12242264193495715,83.50535400545454,2.1754944268700807,4.601330249567663,95.50506840609191,0.5598168729186676
71,271,68.2222,14.2672,61,18.0072,0,115,121,16,131,19,1.03836,64.21509,0.0,0.0,0.32143,3.952,12.43216,0.0,0.0,125.0,58.64983,0.00028,0.4,2.174,-1.0,0.370386,0.18966855154777232,0.07860862070255265,0.22421204036949763,444.5131742359204,146.3465063075714,0.16301794141533674,38.64215144404658,0.22574787520069312,0.22341196645769257,0.2717382545711131,79145.51208491401,0.8927764705882354,40560.83541494986,7.795910493827161,0.18599750223080408,0.2608633238033168,0.12234675843685955,83.53820365923413,2.234318115476442,4.6239828641866945,95.36217568392068,0.5620344989618906
72,272,68.9117,14.0743,61,19.2542,0,115,121,16,131,19,1.02338,64.82046,0.0,0.0,0.07143,3.927,12.25355,0.0,0.0,125.0,58.62791,0.00032,0.4,2.409,0.18403,0.384716,0.18961664847967463,0.07862036567209316,0.2242490865599913,444.23189408595306,146.2189748771711,0.16304398230024147,38.58255720727238,0.22572395175798432,0.22344328741999625,0.27279858118384487,79550.26754106242,0.8934705882352942,42085.48466039609,7.717158564814815,0.1856737011282243,0.26043536678114976,0.12231431843047826,83.43996721188196,2.1983929907590123,4.628774336504415,95.30195605956153,0.5598168729186651
73,273,69.1274,13.7592,61,18.0947,0,116,121,17,131,19,1.03935,65.00828,0.0,0.0,0.14286,3.915,12.0925,0.0,0.0,125.0,58.63003,0.00022,0.4,2.209,-1.0,0.380751,0.1898385325618697,0.0786127639125891,0.22426005359257892,443.9550989034388,146.22338259766684,0.16247437171273965,38.65710788302951,0.22568121754524978,0.2235240257467441,0.2738692288467518,79937.05650075887,0.8950498039215687,42583.98518526511,7.633101851851852,0.18567329616740183,0.2604967620481345,0.12229022028583203,83.47326396682007,1.8030028926050528,4.583154475326099,95.93029037925173,0.5598168729186641
74,274,69.3967,13.4021,62,17.4254,0,116,121,17,131,20,1.03891,65.25469,0.0,0.0,0.21429,3.923,11.82322,0.0,0.0,125.0,58.63586,0.00022,0.4,1.997,-1.0,0.394831,0.18999085504273097,0.07863699639057012,0.22427655715431646,443.67877495522083,146.29174045904185,0.16243878017534158,38.601700959382235,0.22604952011203946,0.2234493872502459,0.27485935100805126,79908.98323846971,0.8957937254901962,43180.48058354671,7.605420524691358,0.18597123838168894,0.2604485107881792,0.12223163528141995,83.38532223921678,2.40928575061894,4.521140151447743,98.27931745469083,0.562034498961889
75,275,69.9916,13.3922,63,17.2526,0,116,121,17,131,20,1.0437,65.82981,0.0,0.0,0.10714,3.94,11.51823,0.0,0.0,125.0,58.63258,0.00029,0.4,2.054,-1.0,0.359796,0.18966975719483276,0.0786295960777507,0.22429034009177906,443.4226253428201,146.28211719753807,0.16212627190732112,38.682311258198304,0.22612550169132536,0.22335784559891628,0.2758175769965788,80594.61581240979,0.8964152941176472,44380.2962808106,7.544849537037037,0.18573543014435243,0.26094517020430086,0.12223845880027359,83.31031877496392,2.498461473475713,4.44407653642172,96.23541246412726,0.5620344989618887
76,276,70.0326,13.2405,63,15.8987,0,116,121,17,131,20,1.03545,65.89211,0.0,0.0,0.17857,3.966,11.50961,0.0,0.0,125.0,58.63545,0.00029,0.4,2.096,-1.0,0.392544,0.18979972373684342,0.0786255415222738,0.22435171830460046,443.1785701983144,146.27319864949183,0.16237254840031942,38.67704904815297,0.2260177663585675,0.22325336937509754,0.27666435193712774,80482.92677707816,0.8971286274509805,44778.006615933584,7.531684027777778,0.1856642359886497,0.2613750168984074,0.12217246992173757,83.36719667331226,2.5104161670845904,4.37764587834763,98.30150903152656,0.5620344989618938
77,277,70.2764,12.947,63,16.6137,0,116,121,17,131,20,1.04084,66.12766,0.0,0.0,0.07143,3.97,11.37648,0.0,0.0,125.0,58.64895,0.00034,0.4,2.233,-1.0,0.354265,0.18990013006157336,0.07861823111355097,0.22435460575874672,442.94124794327445,146.37368277642005,0.1630200750216445,38.617123262381845,0.22525910130236484,0.22312571315946517,0.2775925983486648,80717.51922203862,0.8976372549019609,45288.90944443638,7.454041280864198,0.1856604815523429,0.2613508190112179,0.12217002706818386,83.34627690630907,2.354782116824229,4.328576504617558,97.24561564699752,0.5620344989618994
78,278,70.7365,12.8112,64,15.97,0,116,121,17,131,20,1.04088,66.56046,0.0,0.0,0.03571,3.984,11.12376,0.0,0.0,125.0,58.68633,0.00025,0.4,2.149,-1.0,0.360706,0.1894154917172529,0.07860632663235184,0.22436455862308585,442.7110978141694,146.16994078631376,0.16350057619553546,38.6175584204403,0.22446349364800805,0.22299462381694868,0.27864879731642483,80752.55519797096,0.8981082352941178,46315.58658705339,7.403549382716049,0.1856578227165215,0.2618983054271225,0.1221459217865689,83.28182852453297,2.3269990317421225,4.26875274900646,98.23774222982382,0.5620344989618969
79,279,71.0286,12.3769,64,15.3232,0,116,121,17,131,20,1.03239,66.84581,0.0,0.0,0.07143,3.961,11.00865,0.0,0.0,125.0,58.70529,0.00029,0.4,1.992,-1.0,0.347803,0.18954978735514072,0.07861069226569742,0.22428628921708132,442.4939219073371,146.2924430005367,0.16353585300355128,38.65954382625627,0.22447861118522813,0.22288274130787886,0.27984308784707845,80866.597650239,0.898632549019608,46927.93934556136,7.373890817901234,0.18545220980651955,0.2627745800158319,0.12208352407740353,83.22994144222932,2.3584442446941667,4.206242509425331,98.26612897240905,0.5664697510483531
80,280,71.6132,11.9393,65,15.9866,0,116,121,18,131,20,1.03321,67.37949,0.0,0.0,0.21429,3.985,10.63287,0.0,0.0,125.0,58.73007,0.00033,0.4,1.989,0.18763,0.365434,0.19017895740622764,0.0786076018897443,0.22419513406702032,442.2806702534398,146.06741273166966,0.16373861945039964,38.543287300769194,0.22512266421880375,0.22263645033776366,0.28090911504255406,80984.52298176812,0.8993039215686276,47820.405281156636,7.303867669753086,0.1853019670397641,0.2632982990859136,0.12196121364134593,83.20254945919973,2.4511610256658476,4.115616001838422,96.12884395288245,0.5642521250051246
81,281,71.6067,11.5418,65,15.0971,0,116,121,18,131,21,1.03205,67.36015,0.0,0.0,0.14286,3.991,10.26077,0.0,0.0,125.0,58.73327,0.00032,0.4,1.999,-1.0,0.376509,0.1912496994439119,0.0786026275424958,0.22406603123929436,442.06684035275725,146.02372048881517,0.16359548717963296,38.477410775643804,0.22512468627488927,0.22240334665046554,0.2819644745804441,80980.4251129326,0.8996050980392158,47890.094974989726,7.224971064814815,0.18521352604258176,0.26323616615393874,0.1219068944732817,83.21455726032386,2.233874415320951,4.046152690476498,98.36997781325512,0.5620344989618958
82,282,71.3396,11.7977,64,13.3074,0,116,121,18,131,21,1.04021,67.1132,0.0,0.0,0.14286,4.008,9.92113,0.0,0.0,125.0,58.69498,0.00027,0.4,1.917,-1.0,0.365607,0.19335663107123713,0.07860760950924296,0.22399065706228855,441.86128635890225,146.11355090359478,0.16356607331314466,38.48951024184992,0.22534820687808013,0.22210760152631345,0.28307894952152873,80911.48629485369,0.8996050980392158,47522.29369796019,7.14795524691358,0.18496624759519056,0.2634514886542031,0.12179963272436621,83.22252088748733,2.4007520839636296,3.9156959863950584,98.36593598637535,0.5620344989618947
83,283,71.36,12.3174,64,14.7058,0,116,121,18,131,21,1.03968,67.16565,0.0,0.0,0.25,4.001,10.14192,0.0,0.0,125.0,58.68894,0.00035,0.4,1.945,-1.0,0.377528,0.19491700177708893,0.07861533845202195,0.22389695182960223,441.67112024925547,146.1138048578963,0.16357273236179334,38.69340873058931,0.2255050966416048,0.22178997307119383,0.28410954088651463,80902.64087132295,0.8998545098039217,47185.73587279946,7.101417824074074,0.18487232278389112,0.2638533434244473,0.12174351588532757,83.24392679422422,2.8432500591817047,3.9858569976428453,98.33396979858772,0.5620344989618965
84,284,70.748,12.7212,64,16.2165,0,116,121,18,131,21,1.03592,66.62679,0.0,0.0,0.10714,4.027,10.58597,0.0,0.0,125.0,58.66256,0.00031,0.4,1.933,-1.0,0.374933,0.1960018704520768,0.07861464714018825,0.22383619897660484,441.4859245307042,146.16587206897117,0.1632194457494462,38.694580078125,0.22551366087843042,0.2215399108757278,0.28499491017744727,80779.22204440748,0.899806274509804,46046.53021478406,6.981626157407407,0.18471200016841607,0.26401832420747423,0.12167387274105498,83.31467068402253,2.611939688696839,4.06223800199798,98.27567247455328,0.5620344989619003
85,285,70.3304,13.006,63,15.732,0,116,121,18,131,21,1.03312,66.23955,0.0,0.0,0.0,3.999,10.93542,0.0,0.0,125.0,58.63783,0.00029,0.4,1.935,-1.0,0.380932,0.19664341377047545,0.07863769958363026,0.2237925144541996,441.3013265077484,145.901283668471,0.1635973485745646,38.69674173990885,0.22537352823161266,0.22120665901134784,0.28552174198334,80661.407962541,0.900137254901961,45300.70602331482,6.840760030864198,0.18468337319007538,0.2637994045658406,0.12164538671748233,83.3513482003957,2.7150352979906676,4.134344055007384,97.53261511182306,0.5642521250051228
86,286,70.1169,13.2741,63,15.8428,0,116,121,17,131,20,1.03985,66.00297,0.0,0.0,0.03571,3.985,11.17599,0.0,0.0,125.0,58.60073,0.00024,0.39,1.979,-1.0,0.393432,0.19718640175322627,0.07864828650654725,0.2237003247673029,441.1168653683718,145.82875320320187,0.1637162520717878,38.683977291907794,0.2252845535293444,0.22078777986719947,0.2855520325031456,80772.99344176557,0.900137254901961,44975.67621167259,6.7799961419753085,0.18459686258915495,0.26333861531110575,0.12166337317227317,83.33469283758222,2.6687438822477794,4.215877260745964,96.21927273534446,0.5614402878544951
87,287,69.3577,13.5338,62,16.0703,0,116,121,17,131,20,1.03301,65.28425,0.0,0.0,0.17857,3.984,11.40167,0.0,0.0,125.0,58.55695,0.00024,0.4,2.049,-1.0,0.397861,0.19784426325947935,0.07864535075941625,0.22350734592396343,440.9277430380231,145.5874081910976,0.16331244001560596,38.65806730293933,0.22531525551311465,0.2203573109391753,0.2857316672557251,80466.27151179315,0.8996654901960786,43661.18921728689,6.697530864197531,0.18453005854656057,0.26263990618648037,0.12164973943765203,83.43396808913086,3.1017196858467626,4.282085729910422,98.35812738688284,0.5598168729186662
88,288,68.8244,13.5348,61,16.9144,0,116,121,17,131,20,1.03162,64.77588,0.0,0.0,0.35714,3.995,11.6229,0.0,0.0,125.0,58.53644,0.00032,0.4,2.183,0.17953,0.361946,0.19833715117109194,0.07865333412074625,0.22335525316100335,440.74262647866755,145.73656303400242,0.16325660038375264,38.77304717640818,0.22577615090407266,0.21996498761249442,0.28590696414921973,80148.52319107471,0.8993756862745099,42451.75986328625,6.646653163580247,0.18432290202450272,0.26253074739043536,0.12162046244235528,83.50414347740035,2.7928018544489404,4.357171418780049,96.4191656282712,0.5598168729186627
89,289,68.5189,13.7134,61,17.6477,0,115,121,17,131,20,1.02924,64.45392,0.0,0.0,0.21429,3.968,11.62528,0.0,0.0,125.0,58.53869,0.00026,0.4,2.072,-1.0,0.399305,0.19886991145264435,0.07865018247098206,0.22316199820811833,440.5564568793072,145.8245875877168,0.16303191738118503,38.755359037422835,0.226681891183464,0.21951171422136426,0.28636668927648856,79932.1622545686,0.8993039215686276,41812.76050073584,6.5534336419753085,0.18408340466762663,0.26219974577830213,0.12159115814835075,83.48806183964959,2.675980385478119,4.411507093576634,96.08737252317204,0.5575992468754326
90,290,67.8154,14.0744,60,16.8516,0,115,121,17,131,20,1.02908,63.78608,0.0,0.0,0.17857,3.967,11.77788,0.0,0.0,125.0,58.50952,0.00031,0.4,2.217,-1.0,0.369972,0.1992806477194532,0.07861451111235368,0.22295772973442746,440.3742667955262,145.55358009763677,0.162732480451035,38.89237636990017,0.22721683284662836,0.21905209231490802,0.286885354160708,79694.04483060246,0.8990396078431374,40421.820595895464,6.475549768518518,0.18389822581351017,0.26099652898682585,0.12153297841681263,83.61440272388666,2.661134266963802,4.475913744878765,98.37156943485125,0.5515405798531382
