,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.0.6,cubcol.0.5,tone,fft,blockiness,cubcol.0.6,cubcol.0.3,cubcol.1.0,movement,blur,cubcol.0,cubrow.0,cubrow.0.3,staticness,uhdhdsim,contrast,noise,temporal,cubrow.0.5,cubrow.1.0,color_fulness
45,545,65.8067,9.68235,31,6.52214,0,109,131,7,125,6,0.98197,59.04251,0.0,0.0,3.21429,3.898,8.34657,0.0,0.0,126.0,57.97491,0.00033,0.28,1.372,-1.0,8.082557,33.82212509343653,0.12852357378739443,0.22037907713281846,0.8369607843137257,70566.66113845592,1.6672455094447423,0.22718661710176874,0.1026492108792545,0.005303975363051859,6.437307098765432,60462.669762545054,0.004995289704365226,0.10274426854965173,0.2621826699728149,550.9761990086214,89.428131975258,93.9600219894983,0.207936530466544,2.8064339303833603,0.15353469955529245,0.10308897841200311,161.42620910508066
46,546,65.6794,9.07445,31,6.93178,0,108,131,7,125,5,0.98271,58.92379,0.0,0.0,3.5,3.929,8.31284,0.0,0.0,125.0,57.97121,0.00034,0.28,1.588,-1.0,8.128112,33.92049473892024,0.12863720087798602,0.2203906984244298,0.8381066666666668,70432.9764278764,1.6073160182595725,0.22714469468582024,0.10290742364743206,0.0052770876222585405,6.422212577160494,60390.352980948956,0.004998660453781633,0.10276956337330292,0.26216666225627266,550.836265703211,89.43130400769627,94.43737755956225,0.20793653046654295,2.8357911056179095,0.1533193348892929,0.10285127728938714,161.67260823884968
47,547,65.8411,9.13798,31,7.61119,0,108,131,7,125,5,0.97899,59.04821,0.0,0.0,3.17857,3.91,7.78312,0.0,0.0,126.0,58.0685,0.00037,0.29,1.394,-1.0,8.026933,33.86863181031781,0.12873797641384507,0.22038652126855982,0.8389101960784315,70439.387193158,1.6725067915630305,0.227040440796107,0.10312366239284769,0.005287001115760398,6.38257137345679,60644.79695473039,0.004973502421564055,0.10276770766172227,0.262172480575391,550.6899908312292,89.4270607474594,94.37592579971232,0.2079365304665428,2.892518864356538,0.15306860521055646,0.10267697413255636,161.71202172576133
48,548,66.049,8.43142,31,7.44033,0,108,131,7,125,5,0.98914,59.21823,0.0,0.0,3.39286,3.914,7.83879,0.0,0.0,126.0,58.21792,0.00036,0.29,1.57,0.46438,8.187805,33.86082571524161,0.12886091991435786,0.22037524867905842,0.8390223529411766,70588.90518846652,1.8656295761997603,0.22697976953314916,0.10334556208959016,0.005271581065928878,6.118586033950617,61189.28870649664,0.0049689563364703196,0.10276205570448362,0.2621976482938974,550.4977959165938,89.38201690657715,91.84563720852067,0.20793653046654267,2.931784453588723,0.1528479414374403,0.10264987219148636,162.19813629156175
49,549,66.1922,8.47305,31,6.05417,0,108,131,7,125,5,0.99035,59.3359,0.0,0.0,2.96429,3.925,7.22671,0.0,0.0,125.0,58.28223,0.00037,0.28,1.424,-1.0,8.161978,33.89560934938031,0.12897227457509552,0.220370254060689,0.839550980392157,70558.75822233569,1.7486107949239291,0.22689521259761605,0.10356129577993928,0.005285249743195077,6.156057098765432,61579.23030379323,0.004969947912432341,0.10275026605888406,0.26221343335896174,550.317138910525,89.35758816001133,87.7317186584223,0.20793653046654215,2.949162068429641,0.1526251827810861,0.10274741696670943,162.26860609904253
50,550,66.2211,9.14886,31,6.62258,0,109,131,7,125,5,0.98518,59.36621,0.0,0.0,3.89286,3.915,7.2625,0.0,0.0,126.0,58.30031,0.00035,0.28,1.518,-1.0,8.227736,33.9050609447338,0.12911550870502578,0.2203836195827763,0.8406898039215688,70529.24080760968,1.9444906220678024,0.22681064122973968,0.10368687916991373,0.005283285558256692,6.538773148148148,61483.8144281151,0.004961195092451849,0.10271403172251822,0.26222199053523243,550.1486523157839,89.3321255092804,93.97536779992339,0.20793653046654084,2.917571040345541,0.15242577105515628,0.10265323446722915,162.41688794589973
51,551,66.1995,9.32486,31,6.19153,0,109,131,7,125,6,0.98736,59.35694,0.0,0.0,4.32143,3.918,7.84894,0.0,0.0,126.0,58.31118,0.00041,0.29,1.426,-1.0,8.255928,33.91357704445168,0.12924185586245016,0.22040118223484967,0.8392682352941178,70632.69260078346,1.8900032344698379,0.22675402396456038,0.10385801240605587,0.005269655268367788,6.5454282407407405,61260.34948976532,0.004965695583071437,0.10272666892751987,0.26218428406232447,550.0226761310954,89.36782619322196,93.63738891697065,0.20793653046654018,2.900854542970969,0.15225781556915902,0.10261897159092122,162.32249615528048
52,552,66.4175,8.95544,31,6.13026,0,109,131,7,125,6,0.98713,59.57136,0.0,0.0,2.96429,3.939,8.01595,0.0,0.0,126.0,58.4545,0.00036,0.28,1.464,-1.0,8.28114,33.38559280207128,0.1293388845683745,0.22041730421402145,0.8422882352941177,70684.25428870287,1.6670241394907168,0.22670683656476262,0.10401512431436397,0.005256792046899897,6.505835262345679,61828.15021728556,0.0049703268898274615,0.10272062868123667,0.2622186246285176,549.8823383726586,89.28755088270873,93.95478469505251,0.21015415650977068,3.045045819769529,0.1521118730497762,0.10275153452259773,159.11068485262174
53,553,66.2084,8.70288,31,5.73186,0,109,131,7,125,6,0.9889,59.37716,0.0,0.0,3.60714,3.917,7.6797,0.0,0.0,126.0,58.3631,0.00037,0.29,1.629,-1.0,8.258406,33.83462844660253,0.129488090894392,0.22041866668199095,0.8398635294117648,70576.05335791025,1.8611075307286533,0.22661586724771268,0.10416881718792714,0.00525836359725184,6.323929398148148,61214.64492988657,0.00493285445717938,0.10270442035817909,0.26224995338625834,549.7432776585682,89.38485653806097,92.40239105609187,0.20187786344425596,3.013962492700831,0.15195913178441325,0.10269120327126303,161.9590435908005
54,554,66.276,8.78862,31,5.78066,0,109,131,7,125,6,0.99119,59.44516,0.0,0.0,3.28571,3.896,7.45734,0.0,0.0,126.0,58.47983,0.00033,0.28,1.395,-1.0,8.367708,33.60928382402585,0.12958625696218407,0.22042205311119278,0.8434050980392158,70601.79096932957,1.7642112201882167,0.22653039517124166,0.10425419975066533,0.0052432269879080975,6.137779706790123,61481.551007088965,0.0049582910766556255,0.10271184507882884,0.26232157986160914,549.5524865871721,89.34765831252244,93.07908531970995,0.2079365304665426,2.8257108568832408,0.15176737830054962,0.10275011970370065,160.95305986195135
55,555,66.187,8.49202,31,5.82748,0,109,131,7,125,6,0.98985,59.37001,0.0,0.0,3.5,3.916,7.53122,0.0,0.0,126.0,58.53027,0.00035,0.28,1.548,-1.0,8.41857,33.668183880087774,0.12971761766816053,0.2204127198012791,0.8442235294117649,70538.70390521876,1.7232091997090457,0.22644211729851862,0.1042534953099317,0.00526497897580425,6.009548611111111,61173.983613248514,0.004931617564153748,0.10271805793241492,0.2623843448850346,549.3731339012085,89.3808945253452,90.97476730476234,0.20187786344425354,2.7903157432477887,0.15165049572540962,0.10266561589626871,161.455405300777
56,556,66.1907,7.95737,31,5.9845,0,109,131,7,125,6,0.987,59.36857,0.0,0.0,3.85714,3.915,7.27444,0.0,0.0,126.0,58.65185,0.00037,0.29,1.445,0.45396,8.423457,33.50631261754919,0.12978260329697505,0.22040116772783613,0.8467611764705884,70780.59415357898,1.7690002408955283,0.22634166022940871,0.10419913443865149,0.005263314382780868,5.813368055555555,61231.24720066819,0.004947155283487593,0.10271598922575538,0.2623967950572205,549.1334713200143,89.3697305636828,94.11752906642685,0.20793653046654037,2.7330045286932885,0.15148625081014006,0.10272359795427122,160.7343323883832
57,557,66.1291,7.70389,31,5.84267,0,109,131,7,125,6,0.99353,59.33147,0.0,0.0,3.39286,3.923,6.81657,0.0,0.0,126.0,58.75684,0.00033,0.29,1.496,-1.0,8.391361,33.51277725784867,0.12984532982054584,0.2204157416785127,0.8480996078431373,70556.39528743156,1.574416624207117,0.22619638179689247,0.10406757237393567,0.005264723665775997,5.745804398148148,61013.553331441624,0.004927200550135578,0.10270189750274131,0.262381933608229,548.8417963325212,89.36706071801771,94.46515812967492,0.20409548948747333,2.7489010325171903,0.15136094825813456,0.10260513783738484,161.0736386438145
58,558,66.0821,7.51101,31,5.67312,0,109,131,7,125,6,0.98945,59.27593,0.0,0.0,3.46429,3.904,6.60044,0.0,0.0,126.0,58.89532,0.00041,0.28,1.506,-1.0,8.445493,33.482035319010414,0.12993502947955604,0.22042692750141643,0.8496839215686275,70531.90580156299,1.5408039898287509,0.2260726266743952,0.10386752461195921,0.005289887169467574,5.532214506172839,60965.43738856236,0.00493066026069456,0.10268050213926029,0.2623036506004882,548.4447361804694,89.37355943652321,94.79350655548323,0.2057189044233203,2.7564960219325623,0.1512061426947425,0.1025215893661641,161.33345013023617
59,559,66.029,7.46058,31,6.30316,0,109,131,7,125,6,0.9887,59.22309,0.0,0.0,3.46429,3.883,6.43601,0.0,0.0,126.0,59.02792,0.00039,0.28,1.441,-1.0,8.510742,33.46051929615162,0.13003671566603248,0.2204154123134601,0.8546043137254903,70512.25669415663,1.5640047112724997,0.22595365411106744,0.10373980706959582,0.005294873602729822,5.476658950617284,60762.09756350995,0.004921058893921806,0.10266379130718627,0.26222756828319105,547.9917109051713,89.38222459674193,94.39218126296066,0.19966023740102334,2.810795494011683,0.15109110111762275,0.10247395913317281,161.47066528345567
60,560,66.1451,7.17177,31,6.02503,0,108,131,7,125,6,0.99012,59.33692,0.0,0.0,3.89286,3.864,6.39213,0.0,0.0,126.0,59.14391,0.00044,0.29,1.507,-1.0,8.427568,33.382750146182964,0.1302873748222456,0.2204308511971488,0.8557364705882339,70578.77785469273,1.6418762583156343,0.22585194015616955,0.10388241947250357,0.005314441789242242,5.670283564814815,61031.03350690063,0.004940333914718288,0.10263681525680321,0.26204590760270496,547.4650342893499,89.37766146749821,89.47812952194249,0.20350127838008314,2.82865891300842,0.15093365893245833,0.10235673722280582,161.46703319543377
61,561,66.299,6.54177,31,6.6909,0,108,131,7,125,6,0.99521,59.47531,0.0,0.0,3.89286,3.885,6.14021,0.0,0.0,126.0,59.27521,0.00035,0.29,1.443,-1.0,8.415816,33.289252198772665,0.13068147150697876,0.22044958332816003,0.856270980392157,70608.85289898509,1.7777593979703055,0.22572628825444815,0.10397979456379154,0.005314949569395872,5.748697916666667,61294.43598618964,0.004947812751307376,0.10264299094172329,0.2619159215611097,546.9065161049786,89.35428157368044,90.25620235760928,0.19966023740102204,2.7501714429349637,0.150787527476142,0.10218270359579838,160.56725150524014
62,562,66.3878,5.87511,31,5.91019,0,108,131,7,125,6,0.98865,59.55941,0.0,0.0,3.5,3.883,5.6012,0.0,0.0,126.0,59.42324,0.00041,0.28,1.529,-1.0,8.449094,33.41244111237703,0.1312760719821077,0.22043946331656197,0.8585258823529412,70719.09394617777,2.0544613945240844,0.22560475590393642,0.10400214847346699,0.005310506292066647,5.817177854938271,61332.91561805102,0.0049470308733884135,0.10262573986276263,0.2618351430903558,546.3386878419569,89.33385655375011,89.1563122162565,0.19966023740102243,2.6245996841043038,0.15069094683605505,0.10214468193831931,161.77896666193797
63,563,66.6024,5.19379,32,5.62429,0,108,131,7,125,6,0.99113,59.74934,0.0,0.0,3.25,3.928,5.02554,0.0,0.0,126.0,59.51134,0.00038,0.29,1.489,-1.0,8.424142,33.26202015817901,0.1317003973571373,0.22041472549481878,0.8591360784313726,70669.09436770924,1.4213921912879637,0.2255018665299773,0.10409697448257062,0.005290132371907738,5.829909336419753,61620.335888104084,0.004947289006580576,0.10262513934017335,0.2617701544161775,545.8097469630844,89.3285936234781,94.23705818014773,0.19966023740102004,2.5472998758812455,0.15062481389985996,0.10228399137845802,161.73489615329592
64,564,66.7644,4.40732,32,5.12598,0,108,131,7,125,6,0.98971,59.89148,0.0,0.0,3.42857,3.935,4.43837,0.0,0.0,126.0,59.52048,0.00035,0.28,1.388,0.46811,8.438686,33.27989177939333,0.13222557214460456,0.22041654613793843,0.8590913725490197,70639.43204134006,1.7952708801644819,0.22533634968565483,0.10418286543351693,0.005301100285420891,5.695891203703703,61922.84755835597,0.004933074188991293,0.10259140363744837,0.2617214016362326,545.3077191637261,89.32845631760615,94.09115723485199,0.19966023740102087,2.452281110582335,0.15051768092701226,0.1024016362300885,161.3479694349789
65,565,66.8865,4.59665,32,5.14877,0,108,131,7,125,6,0.98761,60.00362,0.0,0.0,3.35714,3.943,3.75806,0.0,0.0,126.0,59.54299,0.00035,0.29,1.456,-1.0,8.442031,33.295896742078995,0.13267619514509782,0.22043802852913014,0.859098431372549,70719.85510482303,1.8395424936884983,0.22527490558806781,0.1044535400664031,0.005295201123420892,5.562114197530864,62165.88072775502,0.004939287463784525,0.10260485812336922,0.26161226062391446,544.885771966271,89.29556951610473,93.58792435318804,0.19966023740101976,2.4194772330027243,0.1504244421317522,0.10264897268170518,161.42276249693936
66,566,66.6801,5.53114,31,5.37903,0,108,131,7,125,6,0.98053,59.81185,0.0,0.0,3.82143,3.986,3.92483,0.0,0.0,126.0,59.47185,0.00038,0.29,1.496,-1.0,8.473164,33.23246501404562,0.13302095890801308,0.22039372007286281,0.8596717647058825,70610.69284805651,1.5574456675740018,0.22522509959799794,0.10463661126338206,0.005285918607653147,5.297453703703703,61703.20250467512,0.004962158350877245,0.10259495748971187,0.2615880796632277,544.5140448554761,89.31108847068629,91.7140023369569,0.1996602374010231,2.406407555902134,0.1503538872270521,0.10290369236697906,161.61682183944393
67,567,66.5569,5.89164,31,5.60441,0,108,131,7,125,6,0.98293,59.68188,0.0,0.0,3.42857,3.964,4.72864,0.0,0.0,126.0,59.44898,0.00041,0.28,1.372,-1.0,8.417656,33.31656091007186,0.13342461102132688,0.22037901154160958,0.8591588235294118,70745.45251415111,1.8308542569899295,0.22515147461161264,0.10479505448332214,0.005291224225018432,4.978780864197531,61618.91480709608,0.004946410534396669,0.10264273964902283,0.2614899108817085,544.2480710940988,89.34549896768081,88.92917335420879,0.19966023740102,2.5080048029387396,0.1502703815380595,0.10320183757686485,161.94385927810634
68,568,66.3404,6.02587,31,5.32729,0,108,131,7,125,6,0.98226,59.47933,0.0,0.0,3.10714,3.923,5.03772,0.0,0.0,126.0,59.32269,0.00038,0.29,1.405,-1.0,8.520056,33.324351369598766,0.13379350214739205,0.22041462682262394,0.8590913725490197,70656.47634512829,1.7259256583308091,0.22504965018988607,0.10507929619093513,0.005301600025336687,4.560667438271605,61252.96638538535,0.004967843789469966,0.10264871401237441,0.2613736752533265,544.0271303687846,89.36768933962567,91.88667820409944,0.19966023740101901,2.551346359955228,0.1501465444552755,0.10325111708419785,161.8063094338867
69,569,66.2593,6.15831,31,5.1713,0,108,131,7,125,6,0.99037,59.4011,0.0,0.0,3.46429,3.896,5.15624,0.0,0.0,126.0,59.28648,0.00041,0.29,1.527,-1.0,8.544678,33.4027052514347,0.1341174197191098,0.2203926997328466,0.8588384313725491,70580.86986947962,1.5588367784575636,0.22490719398988507,0.10535775571485992,0.005312587463271877,4.226466049382716,61166.93737906173,0.004969542009449408,0.10265963669281204,0.2612530434026417,543.8889155175267,89.3857987274406,94.41506477699512,0.1996602374010187,2.5620376853858824,0.15007646458648402,0.10318112730429237,162.24868104461603
70,570,66.1382,6.30778,31,5.54417,0,108,131,7,125,6,0.98527,59.28615,0.0,0.0,3.35714,3.899,5.26855,0.0,0.0,126.0,59.16543,0.00038,0.28,1.452,-1.0,8.606095,33.383179841218166,0.1344761159599533,0.22036330481890484,0.8581905882352943,70680.99216518112,1.479067011595229,0.2248139325225733,0.10569186938198437,0.005301815212118661,3.892939814814815,60972.411809156314,0.004973433884020872,0.1026675655893688,0.2611242946374868,543.7752441633687,89.4275353297374,90.96211262977482,0.19966023740101838,2.564610850209911,0.14993088309957817,0.10313454902805408,161.7439847634938
71,571,66.1638,6.43995,31,5.60645,0,108,131,7,125,6,0.98475,59.29734,0.0,0.0,4.10714,3.914,5.40074,0.0,0.0,126.0,59.12122,0.00042,0.29,1.494,-1.0,8.571184,33.52597516848717,0.13480240158692017,0.22040045075168532,0.8571341176470589,70609.9952648346,1.7278255787415977,0.22469883498428975,0.10602145413065497,0.0053147357619147085,3.8093653549382718,61017.68270860938,0.004968182529087294,0.10265852337785361,0.2610058519882128,543.7131809363391,89.40562269142251,94.52483366596088,0.19966023740101949,2.581921968602989,0.14985594891278134,0.1031843231002013,162.1029405253814
72,572,66.1566,6.79009,31,5.63565,0,108,131,7,125,6,0.98644,59.29933,0.0,0.0,3.28571,3.918,5.51126,0.0,0.0,126.0,59.03576,0.00043,0.29,1.481,0.46065,8.612373,33.30002810631269,0.13520162716855694,0.22039048863489374,0.856270980392157,70559.25951266052,1.3871834535162204,0.22461246176397967,0.10634826354935763,0.005300845538714304,3.662085262345679,61027.68958214969,0.004966221901005895,0.10266378250660549,0.2609169221199407,543.6772645755311,89.40725645328544,90.55470661716939,0.19966023740101954,2.6153952369327222,0.14978611363947478,0.10318571354758044,161.27871901833848
73,573,66.2151,7.12572,31,5.64412,0,108,131,7,125,6,0.99357,59.36545,0.0,0.0,3.39286,3.896,5.81356,0.0,0.0,126.0,59.00782,0.00034,0.29,1.534,-1.0,8.618988,33.49640382366416,0.13567586061060277,0.22036973368590745,0.8562780392156863,70682.18050274339,1.739297689710053,0.2245211758233408,0.10667953626671768,0.005313151768607877,3.698398919753086,61173.16146410582,0.004955482321894708,0.10265882031450158,0.2607930120214319,543.6727086175702,89.37924497461086,94.56354907779468,0.1996602374010207,2.6319190974055537,0.1496925036887564,0.10324124682560647,162.2615033984743
74,574,66.1538,7.29029,31,5.55918,0,108,131,7,125,6,0.99637,59.30235,0.0,0.0,2.92857,3.881,6.10155,0.0,0.0,126.0,58.92358,0.00034,0.28,1.494,-1.0,8.633944,33.47559290756414,0.13616251643045543,0.2203457339584073,0.8546043137254903,70728.17316546457,1.4596120483780735,0.22441337527317667,0.10701212695390522,0.0053120122958542244,3.763117283950617,61014.90107591994,0.0049474575114252005,0.10266778593980949,0.26071010639740777,543.6709445075443,89.38244189326583,92.09535997287823,0.19966023740101857,2.645279208280928,0.1494927447437122,0.10320918509509855,161.91213238096745
75,575,66.1614,7.14684,31,6.03238,0,108,131,7,125,6,0.9874,59.30916,0.0,0.0,3.64286,3.88,6.24642,0.0,0.0,126.0,58.88479,0.00032,0.29,1.524,-1.0,8.628627,33.65219191562982,0.1364922733071414,0.22038450278166832,0.8504823529411766,70615.18159772246,1.7796379237502442,0.22421383923633392,0.10736709117715357,0.005315950536683329,3.8524787808641974,60951.86498620618,0.004965337231392591,0.10265637275330794,0.2606015869900611,543.6845148962186,89.40644579738586,88.88304043976612,0.19966023740101865,2.6786958322815817,0.1492752818745268,0.10327607927463615,162.37017699842377
76,576,66.1458,7.09534,31,6.4235,0,108,131,7,125,6,0.98522,59.29375,0.0,0.0,3.5,3.864,6.1218,0.0,0.0,126.0,58.8178,0.0004,0.29,1.442,-1.0,8.627832,33.68438777217159,0.13678695359429524,0.2204190345714751,0.8490082352941177,70577.2931665079,1.739029347071896,0.22405732532482403,0.10771324393701542,0.005325366691034131,3.9832658179012346,60925.40769419406,0.004957855861662583,0.10267375893512592,0.260540582626677,543.6898592192963,89.38248805815283,88.23470616710208,0.1996602374010185,2.66926420316852,0.14905218121407768,0.1032790655545039,162.36876244321752
77,577,66.2177,7.22515,31,5.50191,0,108,131,7,125,6,0.99129,59.37671,0.0,0.0,3.5,3.866,6.07668,0.0,0.0,126.0,58.79183,0.00038,0.29,1.422,-1.0,8.703676,33.74890343936873,0.13694608135091932,0.22039129233900343,0.8489933333333335,70559.54090441369,1.6879505257743859,0.2239475814359064,0.10811765957305394,0.005324307826980258,4.103587962962963,61092.43790873804,0.004947909829744202,0.10265565800332038,0.26041187593593623,543.706278798812,89.377412710026,88.61788392066701,0.1996602374010191,2.6273738164365374,0.1488018345874114,0.1033274280776071,162.38329628587394
78,578,66.1615,7.37791,31,5.96604,0,108,132,7,125,6,0.98753,59.30773,0.0,0.0,3.89286,3.891,6.18799,0.0,0.0,126.0,58.67824,0.00042,0.29,1.408,-1.0,8.750083,33.68288336859809,0.13707870338722414,0.22038275243646938,0.8484278431372551,70727.36999141306,1.683323315596656,0.22378521093240036,0.10842724834796191,0.005337814576727774,4.230516975308642,60989.33461703382,0.00493291783385964,0.10267168435589928,0.26033161830550766,543.7080393729574,89.3804892865241,89.24352477366264,0.1996602374010156,2.653870726955431,0.14860452367108185,0.10340708261380865,161.7169716180737
79,579,66.1998,7.5359,31,5.37462,0,108,131,7,125,6,0.98351,59.34649,0.0,0.0,3.39286,3.894,6.32159,0.0,0.0,126.0,58.63794,0.00037,0.28,1.442,-1.0,8.666711,33.694478729624805,0.1371459100884099,0.220379520542373,0.8473266666666668,70614.77952583456,1.476242227575082,0.22366709706843263,0.10898438902234947,0.005342377314533466,4.33912037037037,61090.79925062775,0.004927527542804429,0.10261928861742221,0.26025212863604563,543.7222237468624,89.39127110647252,93.52018122005832,0.19966023740101757,2.6831667561496406,0.14831095901800595,0.10338358227368313,161.7577095941993
80,580,65.9842,7.67724,31,6.82459,0,108,132,7,125,6,0.98392,59.14055,0.0,0.0,3.53571,3.91,6.45575,0.0,0.0,126.0,58.52979,0.00046,0.28,1.507,0.46836,8.79406,33.73941096553096,0.13724423224627447,0.22042057930022071,0.8464933333333334,70664.78711202326,1.5398559183053353,0.2235299171737234,0.10935628787256339,0.005347169170638498,4.490017361111111,60624.753256172764,0.004963236110915117,0.10266421629021344,0.26017422086859254,543.7215191025236,89.4311613362632,90.60546647144203,0.19966023740101738,2.7371252996750806,0.14799238660425237,0.1031091788717763,161.4675294112903
81,581,65.9106,7.88999,31,6.3238,0,108,132,7,125,6,0.9843,59.08252,0.0,0.0,3.39286,3.924,6.57812,0.0,0.0,126.0,58.51363,0.00043,0.28,1.367,-1.0,8.701077,33.83994547526042,0.13735070511430658,0.22042070704875025,0.8467533333333335,70611.67162275824,1.49681931701669,0.22340380019016845,0.10903943194893766,0.005387904306102515,4.699749228395062,60462.34062835138,0.004940576088824317,0.10260887996935829,0.2600951354824439,543.7256545183986,89.44508729896515,90.35059021246856,0.1996602374010178,2.7354655012424582,0.14766821695555457,0.10272319866356225,162.51721555767443
82,582,65.7892,7.99621,31,7.20684,0,108,132,7,125,6,0.98225,58.95686,0.0,0.0,3.85714,3.909,6.75929,0.0,0.0,126.0,58.44956,0.00041,0.28,1.53,-1.0,8.830396,33.91329315562307,0.13745233454697853,0.22043723195223594,0.8467611764705884,70492.4819558648,1.671248598566148,0.22326263427744797,0.10875512211570447,0.005455464311976388,4.979166666666667,60277.61912407507,0.00495558278196216,0.10263028499445057,0.2600398762685619,543.7162423559306,89.47759091705976,89.51317470593308,0.19966023740101682,2.7645982478874256,0.1473230884773254,0.10268470614653026,162.61254635563768
83,583,65.7755,8.15438,31,6.81988,0,108,132,7,125,6,0.98295,58.93496,0.0,0.0,3.46429,3.906,6.84982,0.0,0.0,126.0,58.43748,0.00042,0.28,1.337,-1.0,8.845633,34.08386757933064,0.13755334212642348,0.22042182078722475,0.8467611764705884,70276.3588023218,1.7191745328349677,0.22312700680636582,0.1088793213384103,0.00555827745537175,5.1938657407407405,60162.46124132363,0.00497589750489125,0.10260705814971251,0.25999257920409974,543.7135970721115,89.49691064682425,92.29430296044936,0.19966023740101826,2.764293195814797,0.14688005111832625,0.10252882039939595,162.85062547142957
84,584,65.6826,8.31175,31,6.43505,0,108,132,7,125,5,0.98496,58.85582,0.0,0.0,3.82143,3.964,6.98659,0.0,0.0,126.0,58.39324,0.00046,0.28,1.526,-1.0,8.913952,34.02774462287809,0.13769159763715413,0.22043192175535523,0.8464933333333334,70137.88528071865,1.584627368360883,0.22304174163671237,0.10897771470284182,0.005716116865316547,5.463638117283951,59847.717205188834,0.0049563887094001115,0.10260879382899932,0.2599070275658356,543.681051505613,89.5256583825834,94.33387652038448,0.19966023740101424,2.770600217614158,0.14650314759601638,0.10236024148564313,162.47570502707
85,585,65.6321,8.35138,31,7.02756,0,108,132,7,125,5,0.98481,58.81467,0.0,0.0,2.92857,4.009,7.1191,0.0,0.0,126.0,58.37106,0.00042,0.28,1.399,-1.0,8.827078,34.08638584466628,0.13781875973618585,0.22045692755971186,0.8465607843137256,70115.52503629448,1.5905655612254312,0.22290614024946714,0.10932572229580377,0.005824620467863664,5.7292148919753085,59754.282610507194,0.004966230149116033,0.10257941937470133,0.2599192216217003,543.6452854827116,89.54085122214246,92.97486518451696,0.19966023740101566,2.7858156565305574,0.14610932313443867,0.10218443296257404,162.63563684458228
86,586,65.5739,8.29968,31,7.1549,0,108,132,7,125,5,0.9836,58.76431,0.0,0.0,3.42857,3.987,7.15365,0.0,0.0,126.0,58.3114,0.00039,0.29,1.495,-1.0,8.877053,34.20543623559269,0.13793752283347466,0.22050520436746668,0.8464854901960785,70033.44836244427,1.7042678424242388,0.2227759090242627,0.10959693356964725,0.005939514565353629,5.958092206790123,59563.19280656004,0.004969758911770452,0.10255687654370906,0.25996902854931525,543.5985294890083,89.53672414806606,92.06621867540403,0.19966023740101288,2.7721019849324184,0.14568103421745163,0.10217111067782135,163.0588560631621
87,587,65.5911,8.1434,30,6.83026,0,108,132,7,125,5,0.98362,58.77959,0.0,0.0,3.21429,3.96,7.10785,0.0,0.0,126.0,58.28916,0.00042,0.28,1.475,-1.0,8.88017,34.15199317461179,0.1380497113746871,0.22052811989264237,0.846746274509804,70178.91022757812,1.5924706004684872,0.22265861201956683,0.1099308595759237,0.006064352292256072,6.209153163580247,59699.58154132343,0.004987174593575329,0.10256109345714653,0.2600817861814845,543.5453845753727,89.52046743520918,91.68988439465258,0.19744261135778782,2.747878437149248,0.1452714344450228,0.10215620161987711,162.75946495660656
88,588,65.4691,7.96449,30,6.62503,0,108,132,7,125,5,0.98391,58.67003,0.0,0.0,3.53571,3.982,6.97533,0.0,0.0,126.0,58.22264,0.00042,0.29,1.463,0.46849,8.915377,34.26554211275077,0.13815767204321996,0.22052705451814716,0.8472890196078433,70128.60800625617,2.0842606096929552,0.22256715979376696,0.11032687367652935,0.006197376827589996,6.482735339506172,59523.72206675499,0.004965418691889833,0.10254469965618267,0.2602294931925356,543.4817131532428,89.54779641209458,94.58782180504835,0.19633379833617104,2.7186633778358065,0.14496013867632934,0.10199395350717318,163.16575468073935
89,589,65.4751,7.70215,30,7.08712,0,108,132,7,125,5,0.9829,58.66412,0.0,0.0,3.39286,3.968,6.81921,0.0,0.0,126.0,58.21253,0.00027,0.29,1.418,-1.0,8.999129,34.36908015498408,0.13824958577538599,0.2205291917443932,0.8482196078431374,70176.85173332786,1.4807876718500648,0.22244163272923856,0.11076932154036911,0.006295773269650788,6.72974537037037,59448.161384785075,0.004975136958188025,0.10255248370788181,0.2603624411983681,543.4114436477819,89.5458467462935,88.94282505294845,0.19581919642195153,2.6960027352465334,0.14472446538302733,0.10193704917469275,163.12019159139328
90,590,65.3609,7.4138,30,6.18837,0,108,132,7,125,5,0.98692,58.54423,0.0,0.0,3.03571,4.011,6.59585,0.0,0.0,126.0,58.15798,0.00025,0.28,1.562,-1.0,8.928137,34.38419521002122,0.13835884012739957,0.2205636067048704,0.8484278431372551,70111.472237669,1.5355088754290538,0.22242197167680453,0.11117370075766739,0.006431812266894657,6.96141975308642,59292.303998156196,0.004968042844151562,0.10258248552101826,0.2604761355225685,543.3253513337397,89.55742762084697,91.66598749233077,0.19966023740101427,2.638665164736642,0.1445614120409613,0.10220514569041697,163.07867203611238
