,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,uhdhdsim,cubcol.0.5,cubrow.0.6,cubrow.0.5,cubcol.0.3,fft,temporal,blur,cubrow.1.0,contrast,saturation,movement,cubrow.0.3,staticness,cubrow.0,tone,noise,cubcol.0,blockiness,color_fulness,cubcol.0.6,cubcol.1.0
45,45,29.8836,13.6593,18,7.7908,0,121,115,6,137,7,0.99233,30.61481,0.0,0.0,4.60714,8.887,11.24353,0.0,0.0,110.0,25.43901,0.0,0.41,3.057,-1.0,0.035872,100.79362395420841,0.07084512065494267,0.11628083465947305,0.10114963351602606,0.053169467919851304,63707.64362478759,3.5272198313885017,6834.2841719809385,0.07025508988103092,89.3287086245877,54.587631602346164,9.50853587962963,0.09770893686346435,464.185863799028,0.11542997082882933,0.39484470588235304,0.339763008407537,0.09062485161768197,0.9564575148890463,67.33004978282835,0.10941896523196201,0.08730512082738186
46,46,29.4643,14.5202,18,8.31106,0,121,115,6,137,7,1.00062,30.19192,0.0,0.0,3.42857,9.056,11.81311,0.0,0.0,114.0,25.48132,0.0,0.41,3.319,-1.0,0.037257,100.88220034480935,0.07089311094731708,0.11582608280023124,0.10056892569271546,0.053107867878930466,63667.546286870405,3.8101999867517726,6384.268472806273,0.07040438025846373,86.47168209773923,54.545602303964124,10.268229166666666,0.09728134650451271,462.94021505400616,0.11514432954800169,0.3946365882352941,0.3397630084075354,0.09032416566792884,1.4812837048809993,67.57081168663703,0.10917446481321004,0.08702218487129967
47,47,29.1637,15.0357,18,9.33434,0,121,115,6,137,7,1.00192,29.78355,0.0,0.0,5.53571,8.969,12.54536,0.0,0.0,119.0,25.501,0.0,0.41,3.443,-1.0,0.039796,100.97470105534435,0.07091485360499157,0.11509172056302383,0.09993568387650821,0.05302069106397748,63632.75415847321,4.286733781820805,5954.464711264625,0.07026197281668647,89.9240706632966,54.48525115590037,11.30613425925926,0.09665872069913853,461.7276290454155,0.1146476178075101,0.3938729411764706,0.339763008407533,0.08990708468624406,1.0939486471830993,68.033367496292,0.10927543867304465,0.08672538576709016
48,48,28.9103,15.3254,17,10.381,0,121,115,6,137,7,0.99686,29.43198,0.0,0.0,4.96429,9.048,12.95915,0.0,0.0,116.0,25.44594,0.0,0.41,3.157,0.1268,0.041589,101.06334190021185,0.07090576108097756,0.11455019585554777,0.09937676004733452,0.05292069189722036,63438.27818752223,4.653934125931332,5706.602713305363,0.06987407241295507,86.31032141311097,54.53883154598284,12.953414351851851,0.09597074400467437,460.52674342371876,0.11365516386429622,0.39172313725490204,0.3375453823643015,0.0893978436415531,1.2938360093696373,68.4209810103616,0.10938239204714073,0.08635279457838403
49,49,28.7718,15.433,17,11.7714,0,121,115,6,137,7,1.00228,29.18202,0.0,0.0,9.82143,9.19,13.18725,0.0,0.0,119.0,25.44054,0.0,0.41,3.153,-1.0,0.047176,101.14394251330697,0.07081845343653352,0.11429435616305499,0.09856627113567606,0.052825703188872475,63411.25524776222,4.976712681086011,5602.623732617112,0.06935049086449838,90.03883678626514,54.59412920916522,14.89014274691358,0.09527152789748584,459.3722109148625,0.11254054856430097,0.39040823529411767,0.3314867153420123,0.08882414378569349,1.0589661179226586,68.75722743847282,0.10954983244323978,0.08631870979796331
50,50,28.2924,15.5145,16,13.5336,0,121,115,6,137,7,1.0085,28.64871,0.0,0.0,6.85714,9.525,13.27726,0.0,0.0,121.0,25.34421,0.0,0.4,3.218,-1.0,0.059528,101.2720111850347,0.07071195495967503,0.11441009280921313,0.09757510252166728,0.05257737943335691,63446.26612129659,5.246906238647733,5343.499762816262,0.06880531065929898,87.44229747559868,54.58102944456501,17.767409336419753,0.09448829401971867,458.29154885740456,0.11145698297201222,0.3896670588235295,0.3314867153420046,0.08837091933369923,0.6971412519590777,68.95619571025372,0.1102222567112641,0.08619843221384793
51,51,28.4775,15.8526,16,13.0899,0,121,115,6,137,7,1.00154,28.63953,0.0,0.0,4.32143,9.37,13.34279,0.0,0.0,122.0,25.30498,0.0,0.4,3.174,-1.0,0.06308,101.29371042244324,0.07075242038762171,0.11426466072619497,0.09691874400386931,0.052391453933252355,63374.57054377124,5.42212921970749,5479.592242746911,0.06823720240494782,89.26780338194482,54.54576223867911,20.208912037037038,0.0937420579542951,457.26084481191697,0.11042230198473842,0.38784719607843143,0.32321042227648494,0.08806515493336625,0.6833387801196307,69.35783275332419,0.11083232130688124,0.08601218390490648
52,52,28.9567,16.2618,15,13.71,0,121,115,6,137,6,0.9986,28.87698,0.0,0.0,7.92857,9.028,13.6262,0.0,0.0,121.0,25.18874,0.0,0.4,2.984,-1.0,0.076683,101.25945135601434,0.07074674784672134,0.11396891981741006,0.0965295102227298,0.052222327000675584,63370.768337895475,5.612127632413575,5875.151756630972,0.06767750821753532,87.85256819824437,54.38137214566454,22.800733024691358,0.09303989252991515,456.2643279614181,0.10942281479460421,0.38597568627450973,0.32099279623325133,0.08793497585830738,0.5344482033716124,69.73286746699468,0.11106847101200376,0.085986780755065
53,53,29.0826,15.9982,15,13.7605,0,121,115,6,137,6,1.00136,28.82013,0.0,0.0,19.60714,8.421,13.97537,0.0,0.0,122.0,25.01874,0.0,0.4,3.211,-1.0,0.081032,101.2928399823262,0.07072088339398884,0.1136522290857126,0.0963189354181178,0.05208547070535304,63282.98350452446,5.830466612611883,6029.822726098065,0.06712417601898996,87.76458901157629,54.258995338722514,24.922067901234566,0.09241221743952999,455.28719241941684,0.10845459336934443,0.3835745098039215,0.3088754621886629,0.08767306403036254,0.7818524940486905,70.42767922934212,0.1112541240281236,0.08612592503357977
54,54,28.8754,16.2183,14,13.9117,0,121,115,6,137,6,1.00892,28.52515,0.0,0.0,16.71429,8.224,13.74023,0.0,0.0,123.0,24.8536,0.0,0.4,3.205,-1.0,0.099932,101.36221142147811,0.07081686706728527,0.1138479332550928,0.09626538697761362,0.05180851096480194,63237.62288384879,5.965107613556237,5934.300486079617,0.0665696217863533,86.48022842592142,54.161535380799094,27.03949652777778,0.09180850947020736,454.3855991330606,0.10752292205808976,0.38079960784313716,0.3005991691231448,0.08723409185028297,0.40048689567038875,70.73100810331695,0.11175295048939485,0.08638565156643183
55,55,28.0655,17.3461,14,13.4234,0,121,115,5,137,6,1.00165,27.71933,0.0,0.0,13.5,8.575,13.92949,0.0,0.0,123.0,24.67019,0.0,0.4,3.257,-1.0,0.116413,101.52514418150177,0.07089933799956746,0.11403930291888169,0.09699212028189982,0.05156312698523723,63214.79284805299,6.106024200685078,5478.9533198295685,0.06603580446542531,88.99722695260716,54.013283623589416,28.529224537037038,0.0912262085425142,453.5982733648663,0.10662229077775022,0.3781376470588236,0.30059916912313905,0.08700168366909274,0.4223664392653322,70.87988797278804,0.11220973083785801,0.08691975962985495
56,56,26.7767,18.4835,13,15.258,0,121,115,5,137,6,1.00457,26.48925,0.0,0.0,9.46429,8.922,14.903,0.0,0.0,121.0,24.45896,0.0,0.4,3.659,0.12577,0.129413,101.78196302017328,0.0703698486091732,0.11379488974878271,0.09631419988912489,0.051346899226604195,63171.92375605777,6.256771601694568,4812.135143072393,0.06550320945276472,90.09749562642567,53.89576137213059,30.044463734567902,0.09063341440517099,452.8544291222334,0.10572283565524862,0.3751545098039216,0.2983815430799113,0.08712142127980063,0.6603432305230056,70.382513482927,0.1121287689758816,0.08706945883486114
57,57,24.525,19.2934,12,16.7921,0,121,115,5,137,6,0.99759,24.43362,0.0,0.0,12.07143,9.564,15.8894,0.0,0.0,121.0,24.07834,0.0,0.4,3.471,-1.0,0.16777,102.18659060872358,0.06998733866164863,0.11278330956939067,0.09526517424053403,0.05118429604385768,62958.05866116811,6.454169530919352,3858.956204295357,0.06495604451969615,87.1695099992169,53.769312352309996,31.35985725308642,0.09004142842844066,452.10677350846134,0.10483202687334865,0.3729564705882352,0.28626420903533334,0.08677573939800544,0.7738621276059952,69.96896849017367,0.1115880070207566,0.08734366056880512
58,58,22.4461,19.5653,12,17.0533,0,121,115,5,137,5,1.00131,22.54232,0.0,0.0,8.5,10.627,16.58239,0.0,0.0,119.0,23.79451,0.0,0.4,3.744,-1.0,0.174708,102.5379115204344,0.06962915347744779,0.1117005540966773,0.09441926370983769,0.051059597689527746,62773.93633007527,6.665308129807487,3147.4471812762217,0.06442483514166769,87.2102133748375,53.60182302969473,32.11578896604938,0.08934408053522087,451.267467093142,0.10396861259503362,0.3701423529411765,0.2840465829920911,0.08670156565175165,0.665101017624789,70.23349363243155,0.11120410899162231,0.08745415579838943
59,59,20.9923,20.0126,11,17.3547,0,121,115,5,137,5,1.00239,21.24051,0.0,0.0,7.71429,11.627,16.81727,0.0,0.0,117.0,23.61618,0.0,0.4,3.724,-1.0,0.195971,102.78317667082747,0.06924919368001838,0.11076542678847691,0.09361818155155587,0.05075898268384265,62830.44749842098,6.839041790006307,2698.0133245770317,0.06392105785992722,86.59589029060432,53.312369829342686,33.97839506172839,0.08866095398805572,450.1271940393598,0.10312545067413205,0.36769647058823535,0.2757702899265718,0.08691159551465209,0.6734386956027876,71.72391687030482,0.11035431656060285,0.08683134450340355
60,60,19.7466,20.5523,11,17.1389,0,121,115,5,137,5,1.00688,20.14064,0.0,0.0,8.53571,11.818,17.21211,0.0,0.0,119.0,23.52668,0.0,0.39,4.277,-1.0,0.230222,102.94560428890662,0.06878793678315188,0.1098134742102313,0.09289658604649136,0.04942372466687208,62621.107061386385,7.004782615339946,2354.5555725056765,0.06380963999395664,86.90504280007194,52.93135447561005,36.2836612654321,0.08775905347488652,448.49631279723343,0.10209790503343642,0.3677448431372549,0.2757702899265688,0.0864495888588189,0.5989725789755772,71.85033990933321,0.1091971197715232,0.086504891330378
61,61,18.5824,20.992,10,17.212,0,121,115,5,137,5,0.99625,19.11375,0.0,0.0,12.75,13.109,17.6687,0.0,0.0,122.0,23.57444,0.0,0.39,4.445,-1.0,0.255866,103.09363590378405,0.06833766481286498,0.10874796733611772,0.09197562377315856,0.048182476121354526,62478.18726656078,7.1292477613883865,2007.8725221264262,0.06368742825734844,90.05219999045329,52.645721058786656,38.12553047839506,0.0868420531213958,446.3995687537471,0.10105343143884904,0.3650364705882353,0.27577028992656794,0.08586885059144556,0.5956102761322115,71.85022582564149,0.10813882236462272,0.08619368348716824
62,62,18.1608,21.2726,10,17.3458,0,121,115,5,137,5,0.99299,18.68277,0.0,0.0,9.5,12.982,18.03544,0.0,0.0,121.0,23.63311,0.0,0.39,4.488,-1.0,0.297974,103.18613623485749,0.06781753116310722,0.10774477993755213,0.09122141098929415,0.04735258387226511,62368.78059175758,7.243789146029144,1947.677673960742,0.06356648594135814,88.2731703840164,52.49567818347318,39.28414351851852,0.08602198979128424,443.88360076484327,0.10001465764937778,0.36306588235294124,0.2735526638833393,0.08514784325854795,0.42308475188997857,71.58754683153833,0.10718627178761961,0.08567596182845261
63,63,18.0473,21.6664,10,17.6047,0,121,115,5,137,5,0.99443,18.55671,0.0,0.0,5.46429,12.782,18.2662,0.0,0.0,122.0,23.70026,0.0,0.39,4.518,-1.0,0.303386,103.17887162831879,0.06724652069761156,0.106793903541865,0.09061610032382503,0.04707436426225741,62312.084225525716,7.361752592594232,1896.7324165333682,0.06344760469063072,86.93660430079827,52.38868977111063,40.97964891975309,0.08526071514413704,440.9909741809153,0.09895627906629575,0.36203411764705873,0.27355266388333943,0.08447164407994757,0.5063093494898917,70.74207016530221,0.1064167374848947,0.08515034982965325
64,64,17.7583,22.1635,10,17.9481,0,121,116,5,137,5,1.00177,18.29875,0.0,0.0,6.67857,13.022,18.60716,0.0,0.0,123.0,23.6859,0.0,0.38,4.521,0.12526,0.314625,103.20461371569593,0.06672306222706516,0.10589589296472239,0.08990327034454638,0.04718520242920329,62359.3307771937,7.4568236044408955,1826.1099653549381,0.06332092023562835,88.49719460315018,52.06040860399788,44.019241898148145,0.08454408689672414,437.90717360953124,0.0978862711332199,0.36135686274509804,0.27355266388333904,0.08388242028282901,0.48956984908203693,69.86186728060949,0.10580171996375906,0.08469354659097049
65,65,17.4233,23.1258,10,17.9219,0,121,116,5,137,5,0.99896,18.10038,0.0,0.0,4.17857,12.917,19.03821,0.0,0.0,123.0,24.09082,0.0,0.38,4.308,-1.0,0.295168,103.24384360123685,0.06616178319496012,0.10511155272427264,0.08914848289639614,0.0470259085034681,62403.81447292488,7.589366653915314,1745.2453522352353,0.0632183809003073,89.21818082921355,51.540845894519194,46.78226273148148,0.08405377390979842,434.7750083295477,0.09680126574424325,0.3646223529411765,0.2757702899265688,0.08331013446379626,0.5358588336206972,69.54828325924865,0.10527505766571785,0.08406891196492573
66,66,17.4859,24.09,10,18.7278,0,121,116,5,137,5,1.0024,18.2781,0.0,0.0,3.5,13.244,19.88021,0.0,0.0,124.0,24.75579,0.0,0.38,3.84,-1.0,0.289283,103.17207773258406,0.06558912379198865,0.10444044582653686,0.08829083531071635,0.047600987658614785,62523.71536822332,7.7143655284596955,1746.9234893924336,0.06312976732171534,88.01401001336849,51.40307504159433,48.05796682098765,0.08340415391028501,431.6636084281832,0.09570042264003167,0.37873921568627456,0.27798791596980094,0.08262697593259125,0.6331152852213093,69.96452450116298,0.10471951793586677,0.08339439256690268
67,67,17.5338,24.4743,10,19.4696,0,121,116,5,137,5,1.00128,18.37725,0.0,0.0,3.32143,13.564,20.68419,0.0,0.0,122.0,25.2184,0.0,0.39,3.953,-1.0,0.285444,103.12607770713254,0.06511769288274552,0.1036899512036605,0.08686736841496154,0.04737006347444443,62484.81656455191,7.84728137268759,1753.124637950635,0.06302962252891384,85.92853733402923,51.28771200297791,47.53747106481482,0.08285487252738925,428.67280773235433,0.09460222313442536,0.3926054901960784,0.2802055420130319,0.08205580262921111,0.42114135140407116,71.11622129384163,0.10413686936578256,0.08274922757102583
68,68,17.0645,24.5598,10,20.3276,0,120,116,5,137,5,1.00006,18.05867,0.0,0.0,4.42857,16.122,21.01435,0.0,0.0,121.0,25.69298,0.0,0.39,4.146,-1.0,0.268093,103.18143729391464,0.06455637996734703,0.1029711111164539,0.08547018474322371,0.04725867689178064,62315.01010606857,7.839081856104567,1640.55209326185,0.06293207330129481,89.71911793874868,51.48255882734134,46.62172067901235,0.08215948144794379,425.9245307648692,0.09348088290983926,0.4005764705882354,0.2802055420130309,0.08108454718188934,0.4015094095720107,72.0891089674199,0.10348670364229552,0.08206884700208697
69,69,16.5155,24.5262,10,20.6494,0,120,116,5,138,5,1.00311,17.66157,0.0,0.0,8.07143,17.107,21.08736,0.0,0.0,122.0,26.18858,0.0,0.38,3.978,-1.0,0.280258,103.22379542044607,0.06402795805355195,0.1020610884100218,0.08391937688486624,0.04728515047176779,62357.20099905206,7.787487738531457,1532.8638116383734,0.06283237973837139,90.1724473493158,51.575508588626064,45.714699074074076,0.08135922463242681,423.48610693059294,0.0923383426082478,0.4087180392156863,0.28404658299209,0.08025378401733153,0.45631306099257274,72.13797933740203,0.10295394343670586,0.0814172095743986
70,70,16.4987,24.4518,10,20.5604,0,120,116,5,138,6,0.99752,17.70621,0.0,0.0,7.75,17.835,21.05886,0.0,0.0,122.0,26.7738,0.0,0.38,3.668,-1.0,0.242312,103.20607671248133,0.06350914885854991,0.10087368078157255,0.08252103928257726,0.04766660503155863,62387.12595850943,7.737806558344693,1496.5474571168486,0.06275682148310172,89.13874910758028,51.537440170476465,45.59177276234568,0.08043840254581666,421.3423132645489,0.09118006232270924,0.4170172549019608,0.28626420903532285,0.07937518149672626,0.28755182147509945,72.36158418918573,0.10252369934840119,0.08073156777101287
71,71,16.9876,23.9587,11,21.4899,0,120,116,5,138,6,0.99945,18.19499,0.0,0.0,8.28571,15.823,20.98992,0.0,0.0,122.0,27.37367,0.0,0.38,3.393,-1.0,0.221607,103.09033259643365,0.06301458963275783,0.09966292527971174,0.08141022722415224,0.0484024191776113,62485.89744831678,7.691927988017016,1551.0684545236445,0.0627038529664556,86.81846047864956,51.37520401566117,45.07243441358025,0.07957010828228082,419.39145685717483,0.08999719208462241,0.4259721568627451,0.29232287605762153,0.07850120497463513,0.37940292422757893,72.76934245448668,0.10188886399224377,0.08001796574958522
72,72,18.4758,23.5384,12,22.249,0,120,116,5,138,6,0.99965,19.56403,0.0,0.0,10.17857,15.184,20.56846,0.0,0.0,122.0,28.0967,0.0,0.38,3.657,0.125,0.206783,102.83141627195165,0.06251965309258045,0.0986810169367571,0.0800107662248613,0.05019410240514191,62578.99927569466,7.5897579855735975,1819.047726708948,0.06267365378813199,90.98437305831229,51.27582710171923,44.2593074845679,0.0787427146836259,417.53307031557495,0.08882055706568091,0.43442627450980403,0.2983815430799111,0.0777038434224189,0.39968398741613764,73.57229478702581,0.10067447164338805,0.07929946663075824
73,73,20.3554,23.2001,13,23.0302,0,120,116,5,138,7,1.00503,21.29873,0.0,0.0,11.28571,13.545,20.20751,0.0,0.0,123.0,28.81433,0.0,0.38,3.705,-1.0,0.176978,102.48872862757155,0.06260472562833692,0.097746878398487,0.07843856753858693,0.051607315030738,62644.82452855424,7.4655901097454045,2212.4815996174034,0.06264836880552857,85.56293467422435,51.14564080885899,43.54562114197531,0.07797502735250277,415.70162980962226,0.08761308789133226,0.4418713725490196,0.30059916912313955,0.07696216369869088,0.7240596962095117,74.87049949159793,0.09947702305268498,0.07854908937377234
74,74,22.0397,22.8613,14,23.195,0,120,116,5,138,7,1.00065,22.91983,0.0,0.0,10.89286,12.521,19.91673,0.0,0.0,124.0,29.43317,0.0,0.39,3.407,-1.0,0.135658,102.19526318199242,0.06243787135851792,0.09673403044964406,0.07708966041607511,0.05244777637035094,62715.753302984485,7.294957436440983,2625.3421072725523,0.06260293335211577,85.70537919737711,51.08891729660976,42.54248649691358,0.0774014589819754,413.9263839993587,0.08638695113797375,0.44765803921568625,0.30281679516637644,0.07619793822503143,0.9212887617586532,75.97391254565245,0.0987688655356085,0.07783991971884399
75,75,24.4918,22.1067,15,24.9056,0,120,117,6,138,8,1.00225,25.23005,0.0,0.0,13.39286,11.718,19.63305,0.0,0.0,124.0,29.9859,0.0,0.39,3.576,-1.0,0.105761,101.7823253055756,0.06236460876669675,0.09615783569794703,0.07623624096342904,0.053583726725120545,62741.284799358385,7.0517645290559035,3368.7826595937477,0.0625912931981325,87.16466773502462,51.03187862443336,41.23360339506173,0.07694900668567752,412.1795925898452,0.08513466503680715,0.4548152549019608,0.31493412921095804,0.07540375341737213,0.7247268201626553,77.21269647475842,0.0981757975673342,0.07718239609872879
76,76,27.1457,21.4076,17,24.1685,0,120,117,6,138,8,0.99554,27.69008,0.0,0.0,12.21429,10.233,18.99516,0.0,0.0,124.0,30.56553,0.0,0.39,3.192,-1.0,0.094697,101.35652269106478,0.0624478802920347,0.09575076992700914,0.07539723254535823,0.05532781900384089,62841.996404873986,6.745930247933151,4455.390852494794,0.06262962339459174,87.75666210730006,51.143498361846554,39.890914351851855,0.07625408366767471,410.5013598608544,0.08387104626612332,0.46321268627450973,0.32099279623325566,0.07460580829200557,0.9678200884737008,78.47504277276872,0.09773140408182336,0.07658761760907506
77,77,29.2369,20.9202,18,22.5177,0,120,117,6,138,9,0.99793,29.69834,0.0,0.0,5.57143,9.539,18.41284,0.0,0.0,125.0,31.19377,0.0,0.39,3.255,-1.0,0.065637,100.96681558752756,0.06322780312495202,0.096139571034756,0.07400234061808113,0.057557224372870655,62976.18046040052,6.4987064437768565,5385.192413403547,0.06251918426742444,86.32770790284954,51.198871753833906,38.50168788580247,0.07569681922176971,408.9166076875498,0.08257991557810783,0.4694396078431372,0.3314867153420064,0.07367924041473972,1.2456876219876893,80.2251006367445,0.0973880864433261,0.07605708909725242
78,78,30.6311,20.4167,19,20.7406,0,120,117,6,138,9,1.00168,31.09371,0.0,0.0,5.46429,9.116,18.01178,0.0,0.0,125.0,31.5285,0.0,0.39,2.783,-1.0,0.067385,100.67328382368544,0.06405971251857974,0.09533512875479952,0.07259640328203189,0.06004562295645948,63113.2540694639,6.294095475926807,6344.300684795356,0.06203267398655462,87.40380227508886,51.246504041883675,37.14255401234568,0.07513674975961925,407.44098313611244,0.08127030610871806,0.47072549019607846,0.3375453823642962,0.07259056409936411,1.4609325143285485,81.81700483470732,0.09706363685141679,0.07553903289465072
79,79,31.0345,19.9092,19,20.3786,0,120,117,6,138,9,1.01417,31.6501,0.0,0.0,7.67857,9.082,17.60925,0.0,0.0,125.0,31.57365,0.0,0.4,3.158,-1.0,0.054812,100.51807742379908,0.06488647832104547,0.09445904812361208,0.07126459845593977,0.06106011603443023,63284.172876844634,6.117201694525206,6872.454791662646,0.06146637883802596,86.34070107621557,51.22585927704234,35.4281925154321,0.0743371477634249,406.09036204554593,0.0799465240192079,0.47128549019607835,0.3375453823643073,0.07153376366601484,1.147419952520926,82.36001950696014,0.09680469503419568,0.07499500521122174
80,80,30.3731,20.0639,19,19.2234,0,120,117,6,138,9,1.00573,31.1917,0.0,0.0,5.71429,8.984,17.17208,0.0,0.0,125.0,31.51821,0.0,0.4,3.172,0.125,0.047098,100.6146562876786,0.06525395443461522,0.09408781773848551,0.06990778794798204,0.06151226985861706,63314.050574159235,6.019449304805844,6495.224747841412,0.06083791254090022,88.34068430190368,51.18338672025704,33.728105709876544,0.07352131672371846,404.8795423823371,0.07859313542273356,0.4690682352941176,0.34360404938659855,0.07059476150406098,1.0263228345947575,82.77405903935622,0.09649121163066071,0.07442277402789378
81,81,29.2639,20.1561,19,17.6705,0,120,117,6,138,9,0.99579,30.31204,0.0,0.0,9.46429,9.231,17.30104,0.0,0.0,124.0,31.49283,0.0,0.4,2.743,-1.0,0.029894,100.74750644274661,0.06576402090568413,0.09365610774160568,0.06866534555415467,0.061908401133583285,63318.73369060916,5.989227686703772,5965.290303493704,0.06018994208743018,87.79886379149671,51.124893753616895,31.974006558641975,0.07304633389759371,403.8285485788346,0.07723963133767307,0.4706517647058823,0.35188034245211935,0.06966766183621877,0.9842939358039487,82.36596714640028,0.09568179827164053,0.07390935841855087
82,82,27.8217,20.1767,19,19.1446,0,120,117,6,138,9,1.00129,29.10199,0.0,0.0,11.67857,9.372,17.36874,0.0,0.0,124.0,31.31335,0.0,0.4,2.709,-1.0,0.032622,100.94686326461297,0.0661861796863366,0.09264395758094975,0.06731548606735951,0.06250942721339596,63267.289302421974,5.990773351992067,5197.383541300244,0.05942546157052566,89.33932841940859,51.18200156129436,30.096788194444443,0.07253287554414332,402.9742823307005,0.07589076638309193,0.470058431372549,0.35188034245212396,0.06874311138302526,0.9178869727457152,81.69810206395034,0.0943214181733525,0.07340199599926775
83,83,27.3098,19.9374,19,18.638,0,120,117,6,138,9,1.01707,28.69281,0.0,0.0,8.60714,9.406,17.36977,0.0,0.0,124.0,31.27767,0.0,0.4,2.604,-1.0,0.029376,101.01147101398223,0.06645489732114648,0.09165967415239581,0.0664712084314673,0.063045987133717,63294.04759892188,5.967077537538101,4994.09219283559,0.058620513602809704,86.42023574003383,51.374183372214986,28.31833526234568,0.07189091904268247,402.306375291997,0.07449545200665356,0.46990862745098033,0.3540979684953523,0.06776730489660833,0.9294468179190398,81.15981186179094,0.09297776468415261,0.0728915284383466
84,84,26.8465,19.5983,19,18.0434,0,120,117,6,138,9,0.99322,28.39844,0.0,0.0,11.96429,9.57,17.15272,0.0,0.0,124.0,31.36864,0.0,0.4,2.582,-1.0,0.028605,101.07628720762749,0.0666521857798957,0.09096445905025759,0.06625531739870075,0.06352884900448413,63266.03349612518,5.9361321388429795,4681.66524185673,0.057729239891591205,85.18834291290129,51.569017386730806,26.665171682098766,0.0715862652120405,401.8253026069892,0.07305011542021084,0.4709870588235294,0.3540979684953533,0.0668194265149772,1.0317075065660035,80.88004278567593,0.09169524935557147,0.07240454804043979
85,85,26.5161,19.5675,19,18.072,0,120,117,6,138,9,1.00309,28.11533,0.0,0.0,8.10714,9.532,16.84817,0.0,0.0,124.0,31.42592,0.0,0.41,2.549,-1.0,0.025924,101.1372341715223,0.06652136842293889,0.0902220755819498,0.06596740109631251,0.06408325604852987,63280.39783400233,5.932335175135002,4532.429503587425,0.056853015408247096,84.5519797026956,51.638795075593166,25.20601851851852,0.0710501841660289,401.4843181254519,0.07161646118309695,0.47144588235294116,0.35409796849535713,0.06586402058781225,1.0193022096516453,80.80225545003589,0.09042577294194225,0.0718903497506836
86,86,26.059,19.8071,18,17.2473,0,120,117,6,138,9,1.00441,27.78141,0.0,0.0,9.71429,9.484,16.81927,0.0,0.0,122.0,31.39052,0.0,0.4,2.887,-1.0,0.031092,101.19620738142302,0.06651729533168915,0.08933621097749972,0.06545650034571901,0.06489073006768294,63301.93991356264,5.874870741069954,4318.72243125,0.05596398147898109,87.65636359781249,51.55460103352865,23.68475115740741,0.07047786451559436,401.22434837908156,0.070167154713429,0.4704356862745097,0.35409796849535713,0.06483656981732955,0.9101120409029597,81.03535042378326,0.08931862714937479,0.07138460249399702
87,87,25.8258,19.8414,18,18.284,0,120,117,6,138,8,0.97755,27.51564,0.0,0.0,7.71429,9.414,17.02186,0.0,0.0,119.0,31.25033,0.0,0.4,2.984,-1.0,0.032187,101.21884973677182,0.06630714646584601,0.08846859051676911,0.06483962183469683,0.06572816287853052,63182.56859858438,5.801057964009703,4214.3219286100575,0.05495507629401239,86.08748312125142,51.50628511405285,22.146363811728396,0.07001303941851565,401.0106948100199,0.06869293659703805,0.4685098039215686,0.3540979684953549,0.06372628640982342,1.2542668172645064,80.7803699962992,0.08831322890868251,0.07087081585126263
88,88,25.6024,19.5227,18,18.4686,0,120,117,5,138,8,1.01011,27.27957,0.0,0.0,9.96429,9.456,17.05626,0.0,0.0,115.0,31.09488,0.0,0.4,3.651,0.12526,0.033692,101.27522881276786,0.0661778178510281,0.0875903983267883,0.06413463522094327,0.06654560265500191,63235.161993500406,5.702665066154481,4116.172851121766,0.05371204087644848,88.90065797911862,51.32078608760128,20.860050154320987,0.06985940607200006,400.8138983439845,0.06719245722948404,0.4687478431372548,0.3540979684953505,0.06265322029156283,0.9920076127795096,80.37123408915704,0.0873045284706883,0.0703551293553544
89,89,25.3751,19.7675,18,17.7709,0,120,117,5,138,8,1.00214,27.04523,0.0,0.0,8.39286,9.296,16.77952,0.0,0.0,110.0,31.04378,0.0,0.4,2.983,-1.0,0.037119,101.30722097306092,0.06599332433164755,0.08676614779265057,0.06425214748441743,0.0679435065985706,63108.48517005664,5.693236858181285,3994.001474476964,0.05219564097171172,87.04685059205582,51.31122447826244,19.727092978395063,0.06956995823477828,400.56399263738143,0.06560306415916282,0.46833101960784307,0.351880342452126,0.061568575095120405,1.2635509545566623,80.21843344411477,0.0867814210687175,0.06988656111529098
90,90,25.4371,20.1484,18,16.7617,0,120,117,5,138,8,0.9835,27.04939,0.0,0.0,12.57143,9.535,16.99106,0.0,0.0,108.0,30.92695,0.0,0.4,3.284,-1.0,0.032039,101.31381925697566,0.06586725683254435,0.08614293983499088,0.06394236842585531,0.0689577111839157,63207.287843471204,5.6903172148083305,4019.7498323069053,0.050708318663754276,86.61012717706252,51.40827207212095,18.819203317901234,0.06915190333509835,400.28566612899493,0.06397258264080787,0.46594078431372543,0.3518803424521233,0.06053140776497169,1.5168898238946955,79.67806220928895,0.08487869698131724,0.06939723689238038
