,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,blockiness,movement,cubrow.0.3,uhdhdsim,cubcol.1.0,cubcol.0.3,cubrow.0,cubrow.0.6,blur,noise,cubcol.0.5,contrast,fft,saturation,temporal,cubcol.0.6,staticness,cubrow.1.0,color_fulness,tone,cubrow.0.5
45,45,89.9794,13.8069,100,17.9776,0,104,125,28,127,18,0.99009,91.42544,0.0,0.0,5.42857,3.51,12.23904,0.0,0.0,125.0,45.52645,0.00344,0.51,4.552,-1.0,0.061496,0.3571101251332076,1.8070705224280221,7.9164255401234565,0.3183889640679478,81.27224537119707,0.23225221987911027,0.2742138409282943,0.30502762102859027,0.24319729459002679,65258.184754120055,0.7970175346682408,0.3360569058552887,97.5067904702603,73636.16258845181,31.087947704173903,4.500182752347592,0.3499405459188938,281.92297148202505,0.14448822019367,163.0686608766894,0.6164764705882353,0.2808871051786716
46,46,89.9566,13.8375,100,16.5768,0,104,125,28,127,18,0.98416,91.41876,0.0,0.0,5.32143,3.522,11.85819,0.0,0.0,125.0,45.5244,0.00363,0.51,4.191,-1.0,0.063742,0.356863180041121,2.4975028605828973,7.935522762345679,0.3180635322715938,81.26455882042634,0.23227221940181164,0.2739910398493066,0.3050733613361957,0.24295452028284834,65226.34169537772,0.7980467384966738,0.33591225369716937,97.52597216181117,73824.48645893847,31.090023087866513,3.9249925051041124,0.3500273209992621,281.2725831470243,0.1442205474728638,163.10727941212792,0.6164152941176471,0.2808597552972614
47,47,89.8926,13.714,100,16.1112,0,104,125,28,127,18,0.98684,91.36441,0.0,0.0,4.17857,3.5,11.87854,0.0,0.0,125.0,45.54037,0.00317,0.51,4.665,-1.0,0.060766,0.35711407613741086,2.67269273137751,7.969618055555555,0.31785245997355527,81.25756430986469,0.2323178661487192,0.2737091939457372,0.3051325429213104,0.24249568204559604,65172.12554444993,0.7992351607114673,0.33550264344761516,97.5054928573285,73685.68492078577,31.098800659179688,4.0337615194610565,0.35008380039567055,280.63809941184314,0.14404126531023226,163.05643130438355,0.6166121568627452,0.2803473961332657
48,48,89.8338,13.4305,100,15.6353,0,104,125,28,127,18,0.97732,91.30419,0.0,0.0,5.28571,3.506,11.76822,0.0,0.0,125.0,45.52829,0.00325,0.51,4.696,0.12873,0.054297,0.3578471358888355,2.9645032538715954,8.009837962962964,0.3176717691962958,81.29809948742475,0.2323087164836583,0.2733760555247169,0.3051791633692594,0.2419703800053497,65039.309862936956,0.7970175346682385,0.3352681334690741,97.5181420802793,73725.33155797079,31.124564653561436,4.10855230757054,0.350142651427853,280.0203914588482,0.1438048190787695,163.07471122037356,0.6164152941176471,0.2800994790797572
49,49,89.7579,13.5981,100,16.2798,0,104,125,28,127,18,0.97924,91.23406,0.0,0.0,5.28571,3.497,11.52594,0.0,0.0,125.0,45.49675,0.00304,0.51,4.555,-1.0,0.061844,0.35806183569018746,2.126501249578413,8.046199845679013,0.31743215985120615,81.28495240354118,0.2323246664981234,0.2730564089319278,0.3052268015304437,0.2415717269945246,64604.24972558887,0.7986409496040805,0.3350642813128114,94.04492027455684,73706.35278798347,31.137048603575906,4.085469451028616,0.35014982738275646,279.4048819670798,0.1436725603344167,163.06601064768267,0.6156941176470587,0.2800042221315411
50,50,89.6746,13.3408,100,17.202,0,104,125,28,127,18,0.98603,91.14841,0.0,0.0,4.35714,3.501,11.67217,0.0,0.0,125.0,45.49397,0.00336,0.51,4.472,-1.0,0.052631,0.35826161935648126,3.9894306641634936,7.9453125,0.3171791826353952,81.30859064568537,0.2322509018764284,0.27282508114000137,0.3052551545186412,0.24130420214987747,64436.05928245272,0.7970175346682384,0.3349199079618675,94.13774655363878,73690.72637441974,31.16523026831356,4.333069829654555,0.3501852529484085,278.8176575167141,0.1432997264257467,163.03875048146827,0.6155749019607843,0.27987120531564647
51,51,89.7332,13.4889,100,16.6704,0,104,125,28,127,18,0.98567,91.20077,0.0,0.0,4.46429,3.498,11.45059,0.0,0.0,125.0,45.50257,0.0037,0.51,4.417,-1.0,0.051474,0.35837322064498733,3.820095845382998,7.920910493827161,0.31690758724858675,81.28330660194487,0.23222333660924172,0.27255832878880076,0.3052729306881498,0.2411023459144564,64424.23884723961,0.7925822825817797,0.33487836741785115,94.1806068517159,73687.7248577644,31.147692645037615,4.350571090592638,0.35026075422337566,278.2523823559709,0.1430393340373916,163.05664004290938,0.6156941176470588,0.2795491024517906
52,52,89.6677,13.5268,100,16.5518,0,104,125,28,127,18,0.99394,91.13158,0.0,0.0,5.21429,3.5,11.57712,0.0,0.0,125.0,45.50305,0.00316,0.51,4.473,-1.0,0.055065,0.3585838822968499,3.0803920900831834,7.964795524691358,0.3167788347997459,81.28340314024032,0.2322415154232945,0.2722245913927893,0.30521390149437083,0.2409401691309061,64410.93588610678,0.7909588676459473,0.3350901548317912,94.0367956794238,73719.7431253419,31.133167784891008,4.658826792725755,0.3502293116154673,277.6881491024877,0.14279101439481343,163.0491852711,0.6156047058823529,0.27941335585989596
53,53,89.7095,13.4773,100,18.4896,0,104,125,28,127,18,0.98632,91.17162,0.0,0.0,5.39286,3.515,11.61156,0.0,0.0,125.0,45.51488,0.00312,0.51,4.466,-1.0,0.053939,0.3587870810275754,3.1319647960612977,8.295765817901234,0.3167556114438952,81.26142674513055,0.23200754049041505,0.2717624406535807,0.30504067743634544,0.240601021860268,64454.06510852015,0.7942056975176142,0.334745252847825,94.01515260710235,73674.72303216955,31.13443256896219,4.623838919017685,0.3498883083925735,277.10674588701096,0.14253820153150806,163.0173321855161,0.6160003921568626,0.2797354741754926
54,54,89.7025,13.3113,100,18.3391,0,104,125,28,127,18,0.98303,91.15554,0.0,0.0,5.64286,3.508,11.56893,0.0,0.0,125.0,45.52088,0.00315,0.51,4.601,-1.0,0.061582,0.35856227127799367,3.10122012622613,8.022328317901234,0.3166923647849245,81.28911349999191,0.2319444339363327,0.2715026764855554,0.30489425093284844,0.24051847174480032,64472.11554962037,0.7903646565385508,0.3343198909124385,97.47483882332328,73675.43602253313,31.079298231336804,4.482767035635679,0.3493535669948123,276.5637093461041,0.14241758463431448,163.09568327958118,0.6166611764705883,0.27944991349912235
55,55,89.7371,13.4142,100,17.1605,0,104,125,28,127,18,0.98237,91.18861,0.0,0.0,5.42857,3.503,11.42379,0.0,0.0,125.0,45.53279,0.00327,0.51,4.814,-1.0,0.054626,0.3585836976481971,2.976141778677276,8.39771412037037,0.3167786338645323,81.26224894154824,0.2316993818656188,0.271298277118449,0.30478684067936346,0.2406086030383904,64714.26604548973,0.7903646565385513,0.33407415882013003,94.10020132217244,73779.6606364314,31.030989658685375,4.300142075393551,0.3491033284662288,276.0262009035685,0.1421907891471983,163.05218395381618,0.616953725490196,0.27928873009781835
56,56,89.8926,14.2009,100,16.0572,0,104,125,28,127,18,0.98188,91.34399,0.0,0.0,6.89286,3.49,11.51599,0.0,0.0,125.0,45.54207,0.0032,0.51,4.266,0.12886,0.051053,0.35900236274521863,2.7119971120296777,8.276668595679013,0.3169038250659852,81.23637001454287,0.23129483621702127,0.2711128980913016,0.30470825686553477,0.2406109577593118,65110.67731854469,0.7909588676459532,0.3337273801990055,96.70365570055293,73767.25899677865,31.03716871473524,4.101184054410159,0.3489617920659795,275.4869529467876,0.14195665838132818,163.09298555916558,0.616758431372549,0.278866202598186
57,57,89.9208,13.3967,100,17.6636,0,104,125,28,127,18,0.98096,91.37454,0.0,0.0,6.14286,3.517,12.19725,0.0,0.0,125.0,45.54466,0.00335,0.51,4.989,-1.0,0.052961,0.35930993179940796,2.919440169824275,7.775752314814815,0.31693050292894986,81.29357507695082,0.23099342286082672,0.2709277177065419,0.3046551783034916,0.24025037489808226,65299.138462550356,0.8002643645399011,0.3330623216305203,96.68770478290597,73796.68490079163,31.029169530044364,4.71125261159572,0.34848302488525995,274.97995902194975,0.14185328690680066,163.0965283432057,0.6170411764705882,0.2783006001458446
58,58,89.9908,13.4839,100,15.6226,0,104,125,28,127,18,0.98226,91.44023,0.0,0.0,4.89286,3.511,11.50522,0.0,0.0,125.0,45.56815,0.00355,0.52,4.733,-1.0,0.057865,0.3595681613120095,2.8333733130771726,7.700183256172839,0.3170930280064032,81.28730235662395,0.2308037106641859,0.27080274429812834,0.3046495835586961,0.24017845433035276,65733.36827173876,0.7970175346682358,0.33260402818913914,96.67599316591803,73916.32050195869,31.041476402753666,3.9651251632757303,0.34842351375514413,274.4890444942289,0.1417227198776802,163.0594560858915,0.6175611764705883,0.2780039533036167
59,59,90.0601,13.7162,100,15.887,0,104,125,28,127,18,0.98344,91.47626,0.0,0.0,5.21429,3.523,11.57824,0.0,0.0,125.0,45.57784,0.00332,0.52,4.669,-1.0,0.058908,0.36017836910889,2.4877130232877946,7.688609182098766,0.31724022108283395,81.27036952207999,0.23063715718481034,0.27065817502622425,0.30467053829135193,0.24025077397133587,65903.5195094992,0.7958291124534363,0.33223279859592786,96.08360722847698,74178.157481539,31.020396856614102,3.990025339760909,0.3483644941808239,273.99950109109034,0.14161145811007048,163.0223978956248,0.6175682352941176,0.27757444701331435
60,60,90.0474,13.714,100,17.2855,0,104,125,28,127,18,0.98219,91.43874,0.0,0.0,5.35714,3.511,11.77245,0.0,0.0,125.0,45.58226,0.00344,0.51,4.602,-1.0,0.061724,0.3607913441009554,1.8522781576414045,7.63623649691358,0.31712323465521275,81.29492673044084,0.23030949439523063,0.27065829726405444,0.3046002419141461,0.23993992009759524,65983.20369723231,0.7903646565385554,0.3320841489054248,90.88373905746414,73891.09803186695,31.042862503616895,4.258370007059831,0.34866328362927085,273.5220288696144,0.14109629502322868,162.93583607923483,0.6175682352941176,0.2775150083937777
61,61,90.0655,13.5515,100,17.0315,0,104,125,28,127,18,0.97813,91.45514,0.0,0.0,4.75,3.53,11.77612,0.0,0.0,125.0,45.58993,0.00352,0.51,4.346,-1.0,0.059367,0.3602362315733538,2.674217770202881,7.55859375,0.3169084759884717,81.31588672691865,0.23011069680179158,0.27058546394266314,0.30444173075096115,0.239623539731086,65985.02730273956,0.7903646565385519,0.33214451673164797,93.36299327753738,73895.4463736792,30.99909671736352,4.357418874481221,0.3489678146180636,273.05995207587193,0.14073070333223028,162.98186175534886,0.6175980392156862,0.27709970907821063
62,62,90.1305,13.7112,100,15.8007,0,104,125,28,127,18,0.98113,91.50963,0.0,0.0,5.21429,3.544,11.63769,0.0,0.0,125.0,45.59602,0.00323,0.51,4.98,-1.0,0.07062,0.35887999008168675,2.689716566777054,7.5336130401234565,0.3170601738771171,81.30426397928085,0.22994403914563427,0.270098834558571,0.3043105624981801,0.23940001127999722,66462.98394174357,0.7903646565385506,0.3320832791358867,96.06347130025226,73934.31811207056,31.005025039484472,4.25425822291776,0.3494070358394224,272.604784816372,0.14006885578155198,162.9369713286923,0.6175682352941176,0.27673065429387866
63,63,90.2929,13.7041,100,16.9788,0,104,125,28,127,18,0.98355,91.65154,0.0,0.0,6.39286,3.526,11.77327,0.0,0.0,125.0,45.61003,0.00304,0.51,4.854,-1.0,0.06132,0.35735612601323735,2.9128402024212803,7.446807484567901,0.3170698952975536,81.28663909060849,0.22981210149499792,0.26954960265476813,0.3042288057580486,0.23917757705416415,66680.44308226006,0.7903646565385521,0.33231754416628434,93.62677459690877,73873.75478946486,30.9769921950352,4.20619334264363,0.3499506184820413,272.1463567940697,0.13945191898174358,162.8651427460897,0.6178431372549019,0.2764662516365833
64,64,90.3937,13.5575,100,16.0613,0,104,125,28,127,18,0.98695,91.74263,0.0,0.0,4.39286,3.521,11.7635,0.0,0.0,125.0,45.61074,0.00339,0.52,4.743,0.13053,0.061567,0.3557615202061742,3.09485153298009,7.332465277777778,0.3170395409708196,81.26864849309146,0.22971979816056964,0.26918206451681975,0.3042067922752748,0.23913310222273337,66867.78114980481,0.7937707047965762,0.3317212643826098,93.19781781393446,73969.2081300471,30.979543803650657,4.326600821157165,0.350029272704287,271.7043207387058,0.13902003401702623,162.86158432546733,0.6178431372549019,0.27593387096679034
65,65,90.3784,13.5227,100,17.1854,0,104,125,28,127,18,0.97299,91.72615,0.0,0.0,6.82143,3.528,11.63663,0.0,0.0,125.0,45.6078,0.00317,0.51,4.627,-1.0,0.065515,0.3540432009728336,2.1866372937475242,7.290027006172839,0.31715167331104716,81.24322863645297,0.2297102476246589,0.26907120333311796,0.30422264551404127,0.23931314835466766,66799.8078700395,0.7903646565385499,0.3313295080728368,97.25886632772792,73989.06757622497,30.97886356306665,4.229733340220448,0.35021421324507346,271.2690125438677,0.1384970910690648,162.8650625365703,0.6177933333333334,0.2751713590385615
66,66,90.4007,13.417,100,16.8283,0,104,125,28,127,18,0.98364,91.72786,0.0,0.0,5.53571,3.535,11.60553,0.0,0.0,125.0,45.60672,0.00348,0.52,4.626,-1.0,0.068346,0.3523150243811365,2.30081026195371,7.241126543209877,0.3172753203284127,81.280064567344,0.2297086042848241,0.269225663820366,0.3042682284928619,0.2394554685743422,66711.0117682699,0.79036465653855,0.33105680634263357,94.01660954644635,73869.4218682502,30.953968942901234,4.053937418974918,0.3507773452504202,270.833348786629,0.13797665969220474,162.84429039430944,0.6180811764705882,0.2744440799863456
67,67,90.4027,13.4577,100,15.6713,0,104,125,28,127,18,0.98392,91.74323,0.0,0.0,5.96429,3.534,11.51479,0.0,0.0,125.0,45.60915,0.00341,0.52,4.451,-1.0,0.071726,0.3512011581488915,3.1067847283357803,7.153452932098766,0.3175399004974766,81.28670342871068,0.22971477617155361,0.2690757591092862,0.3042222718620551,0.23984817283147447,66780.17943271912,0.7903646565385497,0.3303899947508334,93.75200235792269,73992.82456495347,30.949672557689528,4.073098887654351,0.35126711060095983,270.4088884577012,0.1372873939035935,162.83146784383644,0.6178588235294118,0.27353256964721245
68,68,90.4496,13.3611,100,16.2908,0,104,125,28,127,18,0.98549,91.78217,0.0,0.0,7.39286,3.513,11.54956,0.0,0.0,124.0,45.61554,0.00336,0.51,4.528,-1.0,0.068146,0.350052019528881,2.563678533856966,7.133680555555555,0.3178174491279114,81.266861978895,0.2297724789065775,0.2688737284925432,0.30413021471089274,0.24025306951065287,66885.2684661862,0.7887412416027169,0.3299688254628444,94.47925848138347,73899.85440095425,30.934290002893515,4.3678784631121,0.3508901456665136,269.9817574971241,0.13663772607982397,162.80838877434746,0.6178517647058823,0.2727234256760805
69,69,90.4335,13.3352,100,16.3588,0,104,125,28,127,18,0.97493,91.74132,0.0,0.0,5.96429,3.529,11.46689,0.0,0.0,125.0,45.62689,0.00319,0.51,4.898,-1.0,0.069459,0.349143932734646,2.1096314072961855,7.113377700617284,0.3178632283884455,81.2762964988097,0.22973493101115344,0.26910776686166565,0.3040770826386819,0.24035895620314476,66944.43534964752,0.790364656538547,0.32918097132215024,97.52733060942498,73995.41116563648,30.94891244393808,4.131772074680433,0.3503873117183855,269.55734220439365,0.13599002183255118,162.71177605113485,0.6178588235294118,0.27174470027655084
70,70,90.4777,13.1544,100,16.4795,0,104,125,28,127,18,0.97626,91.78391,0.0,0.0,6.25,3.522,11.44459,0.0,0.0,125.0,45.65151,0.00333,0.51,4.379,-1.0,0.070287,0.34929071748019236,2.9209786787199303,7.016637731481482,0.3180013262409452,81.26683969372073,0.22978820775723374,0.26902352264829343,0.3040961375459484,0.24066938776991478,66889.49048378787,0.7903646565385493,0.3286205070314518,97.36078741517615,73924.74326350944,30.954690250349632,4.167585392540293,0.3502984205344835,269.1401633565516,0.13542276262917857,162.71713408465712,0.6178666666666667,0.27091135060762866
71,71,90.4639,13.1836,100,15.7355,0,104,125,28,127,18,0.98136,91.7654,0.0,0.0,5.14286,3.529,11.28869,0.0,0.0,124.0,45.66517,0.00348,0.51,4.756,-1.0,0.070033,0.34899855829171766,3.7966409341463208,6.995659722222222,0.3183784913192655,81.26677041878521,0.22984905440469733,0.26925025433875405,0.30414784929810923,0.24091834716374205,66946.49644021704,0.7903646565385513,0.32817017283236244,97.39726832315162,73888.13276858871,30.961550865644288,4.00547551144531,0.35060857902317943,268.7420882313734,0.1348408383727509,162.70597837049343,0.6181258823529412,0.2703041922357086
72,72,90.4113,12.8505,100,15.9832,0,104,125,28,127,18,0.98158,91.67875,0.0,0.0,6.5,3.53,11.31555,0.0,0.0,125.0,45.65885,0.00352,0.51,4.594,0.1304,0.069844,0.3489603937662679,2.3253191422507045,6.981867283950617,0.3189336619240701,81.25181557985351,0.22988960911805423,0.26968615581596794,0.30420021642169576,0.2410183574945606,66603.7097440656,0.7865236155594882,0.3284190147523752,97.35570117542362,73899.99836243116,30.97260124300733,4.14559224824808,0.35096401793278215,268.34285491309987,0.13426316884849798,162.60876178395998,0.6175690196078432,0.26967008140145177
73,73,90.4137,12.8579,100,14.8981,0,104,125,28,127,18,0.97671,91.67001,0.0,0.0,6.32143,3.515,11.02873,0.0,0.0,124.0,45.65118,0.00349,0.51,4.713,-1.0,0.077191,0.3482485932075831,2.480652914435554,6.908757716049383,0.31920178422673434,81.24861556804403,0.22990312967158688,0.26985547128005455,0.3042736963447651,0.24093128608910147,66493.33421238184,0.7881470304953181,0.3287943328480436,97.3491926132789,73843.5030303011,31.00857016480999,3.9658338010954926,0.3515049232197501,267.95065658366906,0.13385218878090627,162.6243142134997,0.6175086274509805,0.26948707187674914
74,74,90.316,12.8251,100,15.7398,0,104,125,28,127,18,0.97001,91.57085,0.0,0.0,4.25,3.504,11.03379,0.0,0.0,124.0,45.64948,0.00309,0.5,4.755,-1.0,0.068487,0.3483819909255872,3.2598882390756483,6.89477237654321,0.3192571500410551,81.26208591910441,0.23002025025839257,0.2699423523625767,0.30407529269203887,0.2411016254775235,66350.81836617469,0.7887412416027169,0.3281465419686913,97.40596555224653,73895.16606678322,31.041226422345197,4.212432646211488,0.35180983132571364,267.571302135873,0.13346350434157186,162.6656000190028,0.6175086274509805,0.26847563015256387
75,75,90.3297,12.8738,100,15.587,0,104,125,28,127,18,0.98197,91.55468,0.0,0.0,5.89286,3.504,11.00619,0.0,0.0,125.0,45.65767,0.00343,0.51,4.542,-1.0,0.069169,0.34801195096237725,2.849019305703867,7.032552083333333,0.3193258818462011,81.23946241520895,0.23018142256072655,0.27031265224315193,0.3038356745539687,0.24116771794007416,66381.26496050057,0.786523615559485,0.3277416901076424,97.38888330834077,73861.537264183,31.053594706970966,4.331686719738971,0.3517898990510026,267.1866351617985,0.13314677719648838,162.7104322511383,0.6175086274509805,0.2677802541236075
76,76,90.3237,13.0342,100,16.419,0,104,125,28,127,18,0.97952,91.53305,0.0,0.0,5.28571,3.514,11.04717,0.0,0.0,125.0,45.65705,0.00306,0.51,4.834,-1.0,0.075479,0.3477266907886687,3.1458763208844966,6.850067515432099,0.319500498679738,81.26031109102067,0.23022718045315674,0.2708037887014508,0.30374954707242396,0.24139268418602622,66495.71274882983,0.7865236155594836,0.32755539224597147,91.00092747033534,74019.39377262189,31.094492782781153,4.076698242094792,0.35157054237300484,266.82616225426636,0.1328409467952225,162.64667499200718,0.6169886274509804,0.26698702743324987
77,77,90.2913,12.7252,99,15.4978,0,104,125,28,127,18,0.98494,91.50626,0.0,0.0,4.46429,3.52,11.18621,0.0,0.0,125.0,45.65951,0.00366,0.51,4.949,-1.0,0.069141,0.3481884841383472,2.9459852094790144,6.6967592592592595,0.3196538249106409,81.27388767041077,0.23030047505838813,0.2710776803006977,0.30366939424502337,0.2421935214119938,66440.84049727507,0.7865236155594872,0.3274479959455547,96.42576435918562,73940.93316810325,31.112137594340762,4.332506988072556,0.35152121136408643,266.4653454911136,0.1324372595286044,162.710801688339,0.6172180392156862,0.2658094548041797
78,78,90.2425,12.7528,99,15.3117,0,103,125,28,127,18,0.97821,91.45163,0.0,0.0,4.85714,3.515,10.92592,0.0,0.0,125.0,45.65503,0.0035,0.51,4.851,-1.0,0.073015,0.3488398994050112,2.501381012511951,6.611979166666667,0.3196975563128062,81.28823520662917,0.23024311424614693,0.2716697130011258,0.30374661360977606,0.24289426300591163,66240.79128945034,0.7865236155594827,0.3272858539568157,96.40879732278772,73912.90800889718,31.07971718870563,3.9847986692768784,0.35126032250091316,266.1129654023291,0.13215245203828022,162.64537658474654,0.6170490196078432,0.26445693423178723
79,79,90.2606,12.8425,99,15.2417,0,103,125,28,127,18,0.9731,91.4545,0.0,0.0,5.10714,3.509,10.94444,0.0,0.0,125.0,45.64697,0.00339,0.51,4.479,-1.0,0.074264,0.348920346027301,2.564067605438126,6.5923032407407405,0.3196214118119997,81.30520811922564,0.23023067635679453,0.2717055553585834,0.3037760927031939,0.24319933481682066,66175.96187346202,0.7865236155594859,0.3274418322652486,96.40798994986076,74064.56223263162,31.11222952383536,3.9952459370777946,0.35107971538763283,265.76620597397454,0.1319017123594875,162.6799148167373,0.6168042745098039,0.2633147790150422
80,80,90.1432,12.7376,99,15.8748,0,103,125,28,127,18,0.99342,91.35103,0.0,0.0,5.21429,3.493,11.02971,0.0,0.0,125.0,45.62489,0.00311,0.51,4.718,0.12937,0.072953,0.3481575821777713,3.3639424287040547,6.5181809413580245,0.3194592291959648,81.26471286586462,0.23024116713490606,0.2714968834690561,0.30374739561261105,0.2435756792594449,65868.33098616179,0.7865236155594831,0.32787746135787493,97.00853993936447,73873.4284530812,31.126835387430074,4.387259608799097,0.3506358838643521,265.42646153844703,0.131698450553334,162.73365382348635,0.6168039215686275,0.26252224637313065
81,81,90.1829,12.9496,99,15.7441,0,103,125,28,127,18,0.98868,91.37568,0.0,0.0,6.39286,3.503,10.94156,0.0,0.0,125.0,45.60331,0.0031,0.51,4.876,-1.0,0.080626,0.3479118013356773,2.6180771153770146,6.5757619598765435,0.31910519228854267,81.23822957325524,0.2298773258753941,0.2718289505240804,0.30371954453150013,0.24378000167273453,66038.49439534376,0.7868207211131851,0.3282367536722031,96.35119711147301,73921.11223231189,31.088395483699845,4.313924456848196,0.34989504114828474,265.08358537053937,0.13140896724819862,162.6870453358095,0.6167129411764706,0.2617398594284538
82,82,90.0729,12.4701,99,16.4939,0,103,125,28,127,18,0.98437,91.27011,0.0,0.0,4.78571,3.5,11.12373,0.0,0.0,124.0,45.58162,0.00304,0.5,4.625,-1.0,0.069137,0.34792281722474294,2.371452443182531,6.450713734567901,0.3188110458596601,81.29263994229348,0.2296189869327513,0.2725227391366094,0.303749583780774,0.2438715287880887,65724.42516685814,0.7865236155594856,0.3289231327694947,96.3024404863192,73947.09683564278,31.10090109742718,4.444392668245866,0.348865945389948,264.74799509109,0.13111847798196624,162.68049679862347,0.6168039215686275,0.26071411321053767
83,83,90.1305,12.9555,99,14.4502,0,103,125,28,127,18,0.98472,91.31634,0.0,0.0,5.25,3.511,10.70037,0.0,0.0,124.0,45.55982,0.0033,0.51,4.95,-1.0,0.077785,0.3485080850251166,2.3473771566781996,6.44970100308642,0.31843920220817795,81.28955339963917,0.22925130320394654,0.27286093450617777,0.3038122691812161,0.24397713123710232,65998.49679555633,0.7859294044520846,0.3299085137471365,96.3198151221535,73890.6593362627,31.07535731939622,3.844168484027532,0.3480005579181499,264.4245659415959,0.13092618339107331,162.68588956247746,0.6167129411764706,0.25942745379573506
84,84,90.0708,13.1409,99,15.5083,0,103,125,28,127,18,0.99024,91.2481,0.0,0.0,5.17857,3.492,11.11553,0.0,0.0,124.0,45.53438,0.00356,0.51,4.856,-1.0,0.076015,0.34960928246634393,2.7216215588997614,6.411458333333333,0.3182917517019727,81.30745658427631,0.2289704458704403,0.2726734656222423,0.3038793111268353,0.24401406110951532,65794.04242382028,0.7825233561940651,0.33107691167618536,96.42436756952118,73837.67097757674,31.047011763961223,4.321233161703803,0.3470865036776445,264.09815902027935,0.1305171463488011,162.7018995412591,0.6164756862745098,0.25855731535196064
85,85,90.2094,12.9983,99,17.1446,0,103,125,28,127,18,0.99256,91.36677,0.0,0.0,4.28571,3.499,11.27582,0.0,0.0,124.0,45.52722,0.00356,0.51,4.478,-1.0,0.07444,0.35044810002518684,3.2907840395394157,6.416956018518518,0.31801090666105514,81.2619289795691,0.2288828977886801,0.2727214174156544,0.3039360101186842,0.24449090117738492,66096.688799185,0.7865236155594862,0.33216740049241905,96.37941451694762,73920.42776400228,31.085690533673322,4.497667201551893,0.34618270211785657,263.7865879854367,0.13027191561717463,162.66666846720574,0.6164749019607842,0.25755206421437954
86,86,90.1725,12.808,99,16.0378,0,103,125,28,127,18,0.9885,91.33733,0.0,0.0,5.25,3.506,11.15351,0.0,0.0,124.0,45.51339,0.00326,0.51,4.634,-1.0,0.07706,0.351234342812188,2.641073898354378,6.434268904320987,0.3177258053193167,81.27183952168414,0.22870184372602936,0.27310794350833933,0.3040102678526519,0.2445312126664606,65910.87005488256,0.7843059895162598,0.33225064440339136,96.3692338102848,73889.31780096765,31.070467160071857,4.529540350809236,0.34511210232359646,263.46999428844384,0.13011933255602945,162.70657056034918,0.6164756862745098,0.2563779117045199
87,87,90.3007,12.9022,99,15.9384,0,104,125,28,127,18,0.98132,91.46564,0.0,0.0,5.10714,3.507,10.99069,0.0,0.0,124.0,45.5221,0.00323,0.51,4.616,-1.0,0.074386,0.35219362745660626,2.85127839128747,6.498890817901234,0.3176102926901656,81.26341986578521,0.2287835682899893,0.27343590383089805,0.3040840045622349,0.2443923795778716,66462.8829303179,0.7865236155594858,0.33253917906909475,94.12587727497484,73891.43388968645,31.021056375385804,4.128658298768963,0.3437386746528094,263.1601485000034,0.13007275247186634,162.63789308531994,0.6168619607843138,0.25543078872656966
88,88,90.337,12.7738,99,15.6965,0,104,125,28,127,18,0.97822,91.49495,0.0,0.0,4.17857,3.512,11.07099,0.0,0.0,125.0,45.5093,0.00364,0.51,4.786,0.13297,0.07142,0.3534019193057599,2.8907167702357643,6.506751543209877,0.31729469862246884,81.28855906792579,0.2286888709707541,0.2736690922096149,0.3041922615623555,0.24458710347554935,66393.72840824543,0.7840088839625589,0.3330683252108215,94.4805624403473,73772.23242362987,31.030060191213348,4.150137120299033,0.3421257531199589,262.85712089895014,0.1300446386746731,162.71394699161888,0.6166980392156862,0.254623613415361
89,89,90.2899,12.8585,99,14.9589,0,104,125,28,127,18,0.98417,91.43324,0.0,0.0,3.85714,3.503,10.96139,0.0,0.0,125.0,45.48708,0.00381,0.51,4.477,-1.0,0.080019,0.35432878544421365,2.666796900704199,6.508439429012346,0.3170364365969557,81.27874545428665,0.2287041635495012,0.2738767132812058,0.3042189790943489,0.2445663462837663,66326.09874198594,0.7865236155594865,0.33366275822552904,95.24528820234009,73928.91541446149,30.99674008216387,3.89312019723424,0.34063946635137904,262.5567401599027,0.1298891526652861,162.74398174875387,0.6166972549019609,0.25378678440558083
90,90,90.2429,12.7972,99,15.2038,0,104,125,28,127,18,0.98947,91.36924,0.0,0.0,4.78571,3.502,11.03761,0.0,0.0,125.0,45.46867,0.00382,0.5,4.775,-1.0,0.078327,0.35547920659623106,2.7908425663307614,6.504484953703703,0.3170542471962365,81.3039206688891,0.22887914714887717,0.2741340115367355,0.30435304776700883,0.24465494613309696,66410.44039145001,0.7865236155594822,0.33466033970048786,94.26095290953751,74059.57724236792,30.969982005931712,3.973798897138243,0.3396111919649726,262.2668536773596,0.12928774946620322,162.76832189883194,0.6165267058823499,0.2529663276536278
