,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,fft,cubcol.0.3,cubrow.0.3,cubcol.0.5,staticness,tone,saturation,color_fulness,blur,cubcol.0,movement,blockiness,uhdhdsim,noise,cubcol.1.0,cubcol.0.6,contrast,cubrow.0.5,temporal,cubrow.0,cubrow.1.0
45,245,39.4396,10.5395,38,11.1897,0,111,116,11,139,10,1.0023,46.51389,0.0,0.0,1.89286,8.135,9.3747,0.0,0.0,125.0,43.50516,0.0,1.44,3.237,-1.0,4.4e-05,0.16487039769082118,64377.59973431157,0.11063148799100872,0.11599035806442909,0.11954870900505955,597.6183626699066,0.6610047058823529,60.169117868682484,72.77683034122883,13680.03094990362,0.12994442816604754,7.4673032407407405,1.305971557595086,98.18601762921784,0.44454298110872,0.12150490536722193,0.13844012126799554,89.23376826864866,0.14414432475297811,5.144487050234538,0.15271067874302297,0.14893488438423688
46,246,39.6199,10.4101,38,11.356,0,111,116,11,139,10,1.00011,46.70208,0.0,0.0,1.39286,8.061,9.10329,0.0,0.0,126.0,43.47154,0.0,1.43,2.713,-1.0,0.000203,0.16492553042071006,64539.03255721601,0.11027731663560088,0.11617255003344719,0.11940857992579433,596.9317481658569,0.6611286274509804,60.07091701177904,73.19184958941517,13797.890084452934,0.13019149325487345,7.5754726080246915,1.4696473277300217,98.1657449151578,0.44454298110872054,0.12173763169163787,0.13882443126500568,89.23012944338953,0.1445722884965076,5.168742986818557,0.15300368466626163,0.1488491949549645
47,247,39.8256,10.1942,38,11.0365,0,111,116,11,139,10,1.00059,46.96988,0.0,0.0,2.42857,8.079,8.98995,0.0,0.0,126.0,43.46859,0.0,1.43,2.597,-1.0,0.000111,0.16499352187829927,64576.91159572602,0.10993652520623017,0.11636327273950826,0.1193461592272849,596.2958917071207,0.6621741176470588,60.110929512683256,73.06950663230717,13964.776129220661,0.13058630479508246,7.477527006172839,1.5244140922449663,98.11514055052862,0.44454298110872087,0.12227508763613654,0.13911395366442617,87.09449868000704,0.14497047472150165,5.131330558933146,0.1531823844328151,0.14877635350938176
48,248,40.1385,10.7074,38,11.7133,0,111,116,11,139,10,1.00378,47.27869,0.0,0.0,3.28571,8.106,8.80374,0.0,0.0,126.0,43.45204,0.0,1.44,2.73,0.125,0.000319,0.16498309109419768,64542.522456172956,0.1095644777553406,0.11669395196756896,0.1192492741331295,595.7074335968875,0.6635423529411764,60.199794628002024,72.80117991912381,14288.308458384296,0.13024290905810962,7.498890817901234,1.6082975669014847,98.07799234176308,0.444542981108721,0.12281082891635908,0.1393621075274371,86.91279778848553,0.14559524789114528,5.1374541759743835,0.15342389932719602,0.14861935724370723
49,249,40.1226,10.9645,38,11.2178,0,111,116,11,139,10,1.00097,47.29174,0.0,0.0,2.39286,8.156,9.24519,0.0,0.0,125.0,43.56786,0.0,1.46,2.184,-1.0,8.6e-05,0.1649848230840447,64462.91336812268,0.10915855124089868,0.11650937587864653,0.11912508900300382,595.1541412402421,0.6652394705882352,60.34817033932532,72.96779417724369,14229.34160012682,0.12980476389537457,7.662471064814815,1.8395747033240646,98.06015111719955,0.4445429811087211,0.12337817110772825,0.1395054710006773,85.68949378144444,0.1459968952129855,5.232471411584135,0.15358103360061648,0.14842660576142472
50,250,39.5527,11.954,38,13.1418,0,111,116,11,139,10,1.00528,46.69191,0.0,0.0,2.60714,8.099,9.4672,0.0,0.0,125.0,43.47329,0.0,1.43,2.518,-1.0,0.000107,0.16492541199294172,64577.08840064135,0.10879811187825993,0.1166377367874001,0.11904194120432218,594.6362648832248,0.663896862745098,60.32272357705198,72.47224010271633,13813.082853835122,0.12971469707586059,7.78954475308642,1.6932701862913901,98.16503451708994,0.44454298110872087,0.12400120497403601,0.13956446645624046,86.96823343046766,0.14643443816028787,5.327204504408492,0.15347494730120956,0.1482337016193361
51,251,39.2691,11.9601,38,12.2743,0,111,116,11,139,10,1.00807,46.4148,0.0,0.0,2.85714,8.143,10.31306,0.0,0.0,126.0,43.4048,0.0,1.44,2.709,-1.0,0.000363,0.16491642602913836,64619.46662200616,0.10835477792065416,0.11677471744682219,0.11906815232863235,594.0622623538972,0.6626074901960783,60.05022797761141,72.13980411244597,13632.826962394976,0.1295320853506609,7.916473765432099,1.4392962114172008,98.22038071773824,0.4445429811087207,0.12475518314459356,0.13963630011406947,86.12542518480114,0.14708441924239946,5.417763584920301,0.1533211569394091,0.14802423477358717
52,252,39.2678,11.2266,38,12.9536,0,111,117,11,139,10,1.00794,46.53036,0.0,0.0,1.42857,8.181,10.31961,0.0,0.0,125.0,43.42499,0.0,1.45,2.679,-1.0,5.1e-05,0.1648607567399247,64700.313988614434,0.10806338311095606,0.11682280154037715,0.11912550668183426,593.5011713115067,0.6603717647058823,59.806611426082654,72.14892400069049,13634.040215100908,0.12943666188097733,7.919897762345679,1.9891373979655205,98.18623765236808,0.44454298110872087,0.12578845066352834,0.13974229609388583,85.47439045179465,0.14747030748240433,5.4554584214546225,0.15296693479303022,0.14782864523477815
53,253,39.5129,10.62,38,12.0834,0,111,117,11,139,10,1.00404,46.75138,0.0,0.0,1.89286,8.184,9.69132,0.0,0.0,125.0,43.50451,0.0,1.45,2.76,-1.0,0.000196,0.16486607192151398,64553.77987404555,0.10769523731616121,0.11716094352438257,0.11919905325515386,592.9604778177863,0.6603105882352941,59.80538639021509,73.09817963175327,13818.898553024912,0.12929703928200043,8.050106095679013,1.8202766693550272,98.15371225380292,0.44454298110872,0.12674527567450952,0.13995028709884044,88.0573121712831,0.14801740395490334,5.401032086702934,0.1529172436800977,0.1476792520179896
54,254,39.7086,10.7447,38,11.8642,0,111,117,11,139,10,1.00765,46.97226,0.0,0.0,2.25,8.177,9.16286,0.0,0.0,125.0,43.5258,0.0,1.45,3.027,-1.0,9.6e-05,0.16499838057837823,64551.45038435715,0.10765130266979815,0.1178589268916537,0.11910837517649572,592.4691707248475,0.6607184313725492,59.7314057526765,73.28703343069992,13930.71610715663,0.12915838780193548,8.154706790123457,1.3257044132767546,98.12276672258304,0.44454298110872165,0.12768542053550364,0.14018182089550538,85.95232324568573,0.1484167169393607,5.306270615474696,0.1529636480880669,0.14762008806211632
55,255,39.7904,10.2395,38,12.4088,0,111,117,11,139,10,1.00396,47.12095,0.0,0.0,1.53571,8.237,9.28527,0.0,0.0,125.0,43.49609,0.0,1.45,2.61,-1.0,0.000349,0.16525249273100975,64423.43496729816,0.10725191336497658,0.11802829200366781,0.11884475354842867,591.9838596410851,0.6607788235294118,59.99079932695553,72.80464144213317,14009.320053896134,0.1290954784930512,8.255256558641975,2.010577441082534,98.10044746940889,0.4445429811087224,0.12838979058942515,0.1403903940314222,87.1460676406059,0.14867925564031653,5.314356762185043,0.15275251616971625,0.1475966128928377
56,256,40.0242,11.0475,39,12.609,0,111,117,11,139,10,1.0019,47.37461,0.0,0.0,1.57143,8.122,8.84314,0.0,0.0,125.0,43.45608,0.0,1.46,2.524,0.125,0.000223,0.16537826066880384,64535.55441646166,0.10699543979137537,0.11772227712718025,0.11850254354225859,591.5195163260908,0.660342647058821,59.83228876561294,72.79461757565139,14326.501813125122,0.12895155256312602,8.318624614197532,1.2631176350009967,98.06672515349307,0.4445429811087224,0.1291027149031032,0.1406282761599661,86.66793763958798,0.14896708210990553,5.3654928061626865,0.15216178988301815,0.14759898165491722
57,257,40.0076,10.1955,38,12.7004,0,111,117,11,139,10,1.00352,47.22705,0.0,0.0,2.0,8.115,9.54656,0.0,0.0,125.0,43.43814,0.0,1.43,1.997,-1.0,9.5e-05,0.165553244747369,64572.92371523992,0.10658639992351465,0.1177180294647056,0.11820781867088084,591.0293689858981,0.6608156862745098,59.64383631576726,72.84399547127688,14256.574256691181,0.12888790753263865,8.31640625,1.3068621153058482,98.09272136664129,0.44454298110872176,0.12972974374534837,0.14091367902255097,89.1018103344335,0.14929608022332994,5.451000782362904,0.15195675255660013,0.14758206440532773
58,258,39.9503,11.2097,38,12.7704,0,111,117,11,138,10,1.00479,47.1315,0.0,0.0,2.07143,8.065,8.80104,0.0,0.0,126.0,43.39736,0.0,1.45,2.71,-1.0,0.000169,0.16578321216128358,64536.93652300121,0.10635874070812784,0.1179002997256909,0.11790722447226316,590.4965353004626,0.6604427450980392,59.33867014190297,73.06798095601488,14200.859778885691,0.12887000046893674,8.375675154320987,1.7631804893650074,98.11491192891947,0.444542981108721,0.1301687627998466,0.14114655827913253,87.93351671366588,0.1494138526171749,5.5702392177908875,0.151716662792477,0.1475863043307368
59,259,39.8207,10.5056,38,12.9671,0,111,117,11,138,10,1.00164,47.04492,0.0,0.0,1.92857,8.108,9.67912,0.0,0.0,125.0,43.35613,0.0,1.45,2.647,-1.0,0.000176,0.16607936537986195,64447.78445753247,0.10610207331402338,0.11814432560068894,0.11760862687086186,589.9866432772453,0.6599463137254901,59.193009176372016,72.83264656231249,14118.7114365783,0.12875723327040892,8.30811149691358,1.7501658342287758,98.12059274908306,0.44454298110872176,0.130531792965533,0.1413328708766346,89.54355930101349,0.14965528024946465,5.419542713434098,0.15134498477319766,0.14767332189577853
60,260,39.9844,9.88532,38,12.9875,0,111,117,11,138,10,1.0041,47.25677,0.0,0.0,1.82143,8.07,9.07517,0.0,0.0,125.0,43.38057,0.0,1.45,2.849,-1.0,0.000106,0.1662526344467034,64483.76983153477,0.10582201843155627,0.11827655414929712,0.11734363243748562,589.4826628752284,0.6615596078431373,59.211350805965466,72.4082474534209,14234.628003369584,0.12858936866608803,8.597366898148149,1.5802906944921717,98.0903939568225,0.4445429811087213,0.13120655914811089,0.14168993053546242,88.5213024123497,0.15075428381360972,5.447520743704096,0.1513364476855407,0.14772258145899422
61,261,40.2981,9.88433,39,11.957,0,111,117,11,138,10,1.00109,47.59901,0.0,0.0,1.32143,8.042,8.53107,0.0,0.0,125.0,43.43608,0.0,1.45,2.961,-1.0,0.000541,0.16656519584868057,64580.13618703877,0.10556568756015282,0.11824038748820363,0.11681962484628189,588.9827350275784,0.6644027450980392,59.08551176094714,71.96532299988378,14534.465696157225,0.12859134237401437,8.730902777777779,1.8193744785922272,98.04939173396646,0.44454298110872204,0.13207332267075583,0.14190773503561305,89.27759987476891,0.15161059485631925,5.365245014928587,0.15147640772661364,0.14775204154077134
62,262,40.6902,9.75201,39,12.7844,0,111,116,11,138,10,1.00354,48.07663,0.0,0.0,1.35714,8.073,8.56655,0.0,0.0,126.0,43.99958,0.0,1.45,2.544,-1.0,0.000564,0.16698942972402864,64626.81401126502,0.10543038140648031,0.11831522452930675,0.11603271676850387,588.3655949084775,0.6799418627450969,58.82746755340953,71.99176999946647,14865.410035115076,0.12853594391946543,8.772280092592593,1.6146628405656342,97.95754379890892,0.44454298110872176,0.13286979078704797,0.14215126517550655,83.20773819080382,0.1523626440260541,5.488389763537395,0.15148357946005847,0.1477593986450319
63,263,40.9092,10.0328,39,11.9968,0,112,116,11,138,10,1.0026,48.30209,0.0,0.0,0.85714,8.063,8.4251,0.0,0.0,127.0,44.32732,0.0,1.45,2.632,-1.0,0.000169,0.16742883506587358,64572.524894693044,0.10539147602323798,0.11835147582759746,0.11496129417968401,587.721986909449,0.6876163529411754,58.85113073278356,72.44966460255179,15034.681795348708,0.12835414880099272,8.882716049382717,1.4969964707345527,97.91190867031538,0.4445429811087231,0.1334886196319243,0.14244783070204606,88.81467282914838,0.15341386064399246,5.3006814950518955,0.15174829438871354,0.14780807965334927
64,264,40.8104,10.1278,39,12.2163,0,112,116,11,138,10,0.99916,48.18527,0.0,0.0,1.25,8.063,8.65327,0.0,0.0,126.0,44.4382,0.0,1.45,2.528,0.125,0.000119,0.16795562472712192,64552.285316598834,0.10546259443481144,0.11847072666621965,0.11400706942859623,587.1415888507206,0.689335294117647,58.71977252724731,72.5446708095432,14917.233938949128,0.12815104828821483,8.867476851851851,2.756608289727052,97.91798141725153,0.44676060715194943,0.1342944032391076,0.14269253917932817,86.9316003651864,0.15439400334326295,5.274925353093622,0.15205822237992525,0.14809565526378826
65,265,40.9121,10.045,39,12.0808,0,112,116,11,138,10,0.99786,48.25337,0.0,0.0,1.0,8.05,8.75606,0.0,0.0,127.0,44.51378,0.0,1.44,2.648,-1.0,0.000123,0.168619423759222,64485.11239337632,0.105233605713442,0.11879460608141063,0.11302242192973093,586.61758781596,0.689353725490196,58.73171149359809,72.6481549157152,14995.512952462697,0.12780596083283033,8.933400848765432,2.250765487105642,97.90716227303878,0.4445429811087241,0.13543072868144496,0.14283292231257683,87.94063053444633,0.15535954535513546,5.275357098989806,0.1522230189574264,0.14814583187717847
66,266,40.8607,9.82538,39,12.0579,0,112,116,11,138,11,0.99293,48.22316,0.0,0.0,1.5,8.094,8.68001,0.0,0.0,126.0,44.59278,0.0,1.44,2.731,-1.0,0.000402,0.16935022726990528,64490.25543209866,0.10492582825112169,0.11904441061846215,0.11251860483925577,586.1371671703009,0.6896749019607844,58.659374660915795,72.7114016039618,14952.011043197876,0.1276007051944757,9.05444637345679,1.832102352828645,97.9051706547973,0.44454298110872176,0.1367176012226877,0.14304220228815306,86.0751463366539,0.15634679125940404,5.302775443561172,0.15249009860062393,0.1483196437707114
67,267,40.9762,9.90655,39,12.0083,0,112,116,11,138,11,0.99112,48.34866,0.0,0.0,2.32143,8.059,8.47498,0.0,0.0,125.0,44.63711,0.0,1.44,2.642,-1.0,5.3e-05,0.16987683700068265,64506.416511166644,0.10459202975541186,0.11921476372363841,0.11206233379444089,585.7031404145531,0.6902019607843137,58.63076066382137,72.71375223431666,15038.612168563493,0.12743964591694226,9.10011574074074,1.7920788585126728,97.88684218556001,0.44454298110872176,0.13774610547092822,0.14321478081064584,89.56255839908341,0.15713392646226113,5.256337405016982,0.15272029318663705,0.14857608513114912
68,268,41.1475,9.71701,39,12.4837,0,112,116,11,138,11,0.99356,48.48716,0.0,0.0,2.25,8.093,8.55228,0.0,0.0,125.0,44.68451,0.0,1.45,2.586,-1.0,5.3e-05,0.17073768547001317,64538.62663563143,0.10451724739454739,0.1194595916731536,0.11164987228402966,585.2879554818237,0.6905521568627451,58.71190162941261,72.86156920858802,15173.558151017149,0.12707298054028096,9.209346064814815,1.560785841929178,97.87282502058972,0.44454298110872675,0.1383838159441871,0.1433375434964148,88.20133376049044,0.15805274662367058,5.277891522287957,0.15285795252861598,0.14890122936758346
69,269,41.0208,9.55247,39,11.9861,0,112,116,11,138,11,0.99292,48.33563,0.0,0.0,1.75,8.099,8.38096,0.0,0.0,125.0,44.62192,0.0,1.43,2.423,-1.0,3.3e-05,0.17102130599670037,64539.20871859221,0.10418850795350268,0.11967275861787778,0.11134750612382449,584.906524477441,0.6899035294117647,58.55895694685571,73.03740011665656,15046.734523132398,0.1268181234445087,9.239390432098766,2.0916287875796256,97.89372122967723,0.4445429811087214,0.13887757721051056,0.14360360085635845,88.19340290614117,0.15852876101201338,5.262099229751862,0.15292304379766472,0.14909699674633178
70,270,40.9341,9.29005,39,12.3974,0,112,116,11,138,11,0.9879,48.2294,0.0,0.0,1.64286,8.155,8.23101,0.0,0.0,123.0,44.56801,0.0,1.45,2.59,-1.0,0.000126,0.17152074680232238,64535.067495333315,0.1040642908955803,0.11989496821152217,0.11109117976192091,584.5530044091729,0.6889309803921568,58.64403750572676,73.04610058820404,14981.921554098439,0.1264724068169252,9.240788966049383,2.0484702244329562,97.90377827313714,0.44454298110872204,0.1395762207530178,0.1436803931753526,87.0694344179668,0.15919924710429506,5.275857076189089,0.15317946916898395,0.14939412826246395
71,271,41.0887,9.29437,39,11.7217,0,112,116,11,138,11,0.98863,48.37154,0.0,0.0,1.67857,8.141,7.99798,0.0,0.0,123.0,44.54196,0.0,1.45,2.511,-1.0,0.000107,0.17176907951208525,64586.38420390368,0.10363118683462245,0.12017350183717507,0.11077629248735393,584.2181696589424,0.6884250980392157,58.64910436559606,73.16132114159574,15118.13440882464,0.1261170183503875,9.422260802469136,1.979818082311385,97.89616798732874,0.44454298110872115,0.14038903361073132,0.1437595419353898,84.21627504175535,0.15992573558159584,5.217967955992387,0.15373617590114197,0.14958471791801078
72,272,41.0551,9.31818,39,11.9641,0,112,116,11,138,11,0.99163,48.33418,0.0,0.0,1.53571,8.193,8.01497,0.0,0.0,124.0,44.51487,0.0,1.45,2.594,0.125,0.000598,0.17204772083298486,64535.37646597055,0.10323399773880783,0.12035771821141261,0.11042422347580985,583.9079307627804,0.6885360784313725,58.5088730800299,73.18940907494132,15104.440683822786,0.12542770878856732,9.38990162037037,2.0291457456220368,97.90156906574383,0.44454298110872176,0.14117076031980688,0.14396564867176664,90.02157386726321,0.16043869274840775,5.268108238231465,0.1532246948956358,0.14983993215514688
73,273,40.9948,9.14286,39,11.6951,0,112,116,11,138,11,0.99484,48.27353,0.0,0.0,2.14286,8.18,8.02962,0.0,0.0,124.0,44.43638,0.0,1.44,2.416,-1.0,0.000221,0.17246803369584346,64520.318968856285,0.10294997974077646,0.12062228740055246,0.1102407647217251,583.6012027533832,0.687672156862745,58.62251620822483,73.21667537841456,15040.51758576955,0.12477682413910965,9.33887924382716,1.6341492586425683,97.91324170463744,0.44454298110872076,0.14201122504999258,0.14420025718461352,88.01379764253404,0.16085721881968304,5.248168343520828,0.15308714777214136,0.15010472208822045
74,274,40.9865,8.92747,39,11.6405,0,112,116,11,138,11,0.99128,48.33669,0.0,0.0,1.57143,8.215,7.87893,0.0,0.0,125.0,44.39941,0.0,1.44,3.03,-1.0,0.000316,0.1730559226110185,64527.4517305698,0.10246561989671851,0.12103510973257992,0.11000090285709699,583.3037224031488,0.6876835294117647,58.49728958695023,73.22231529200172,15038.558725265239,0.1244435715892151,9.325231481481481,2.2816289296712253,97.89997353643327,0.44454298110872337,0.1427551037521116,0.14445493245957852,86.26040373539652,0.16126209106647407,5.205191753142779,0.1530458872369222,0.150381903000144
75,275,41.0167,8.67338,40,11.3883,0,112,116,11,138,11,0.99027,48.43397,0.0,0.0,1.89286,8.232,7.69599,0.0,0.0,123.0,44.36622,0.0,1.45,2.87,-1.0,0.0003,0.1736113093557568,64527.54364222409,0.10196887293191415,0.1214078521206092,0.10974841032050933,583.0136808465384,0.6873588235294117,58.443513281551404,73.07965646846046,15131.508804390081,0.12415104878229004,9.380738811728396,2.0589088732675203,97.88203098029638,0.4445429811087225,0.14336476429485315,0.1446625414960885,88.6966675538302,0.16175617496650255,5.117191557305274,0.15282224922317283,0.15026528623466967
76,276,41.0124,8.66722,40,11.6455,0,112,116,11,138,11,0.98745,48.42445,0.0,0.0,1.64286,8.245,7.47258,0.0,0.0,123.0,44.3013,0.0,1.44,2.935,-1.0,0.000199,0.17412187977588886,64574.430696778094,0.10150322796705832,0.12158110752066194,0.10952450380058716,582.7280800216912,0.6869521176470575,58.486592045536746,73.13065752853322,15117.965155573484,0.1238197145554436,9.524643132716049,2.3882748490114296,97.88938907130137,0.4445429811087224,0.14381679154777394,0.1449691973615487,87.23205435396433,0.16221429632600667,5.071744182830002,0.1529082324969755,0.15009011262867605
77,277,41.0582,8.77806,40,11.3903,0,113,116,11,138,11,0.98915,48.50225,0.0,0.0,1.92857,8.214,7.47176,0.0,0.0,123.0,44.20387,0.0,1.46,2.451,-1.0,0.000261,0.17468192557276693,64592.98995903581,0.1010732740251412,0.12187435839525816,0.10908221780924869,582.4626561936641,0.6858568627450979,58.478010577920045,73.17961859768897,15156.339703660782,0.12303239178705386,9.375,1.8123503394320561,97.88000118671937,0.44676060715194277,0.14430507542479704,0.14538306677038157,85.87798527819689,0.16258922985205748,5.109164377399504,0.15266250101438242,0.1499711010269172
78,278,41.0887,8.93526,40,11.1941,0,113,116,11,138,11,0.99105,48.57341,0.0,0.0,1.75,8.219,7.57323,0.0,0.0,124.0,44.14891,0.0,1.47,2.378,-1.0,7.1e-05,0.1751249557855337,64578.090186672125,0.10065489445917124,0.12218094296673422,0.10863575572595843,582.2158473332153,0.6854847058823529,58.42435671959394,73.24698694451175,15210.678146470913,0.12229565620432731,9.268470293209877,2.075913478061173,97.87371737826787,0.4445429811087236,0.1449379551664894,0.1458146804118546,86.12221526454685,0.1629094455967044,5.070335015001657,0.15266515412199125,0.14992157749735657
79,279,41.089,8.70987,40,11.2745,0,113,116,11,138,11,0.99132,48.61533,0.0,0.0,1.71429,8.22,7.71563,0.0,0.0,124.0,44.08838,0.0,1.45,2.502,-1.0,0.000233,0.1753556635134377,64746.954208485964,0.10017732863711348,0.12248692159832747,0.10821635872474035,581.9881260134919,0.6849419607843137,58.40342071909963,73.35441516348949,15186.383374358771,0.12193659896371493,9.244116512345679,2.217295871766278,97.87122752380542,0.4445429811087247,0.14579220456762124,0.14632675368092132,86.3804892096748,0.16336291723877822,5.1279130315264885,0.15232319785264245,0.1500564741037144
80,280,40.8603,8.67264,39,11.3662,0,113,116,11,139,11,0.98893,48.33567,0.0,0.0,1.17857,8.231,7.51373,0.0,0.0,124.0,43.98699,0.0,1.46,2.235,0.125,0.000112,0.1756140491944856,64613.27902094258,0.09944932029265775,0.12278170952988171,0.10785591126173719,581.7676838632804,0.6841286274509804,58.34479588638117,73.3566623160947,14984.59093511266,0.12231992304598908,9.185233410493828,1.830817241018355,97.90302075338276,0.4445429811087241,0.14676384776388685,0.1468455807782043,87.38123913132999,0.1638032181938856,5.060588138584761,0.15209209393488918,0.1498424789825314
81,281,40.797,8.45292,39,10.6768,0,113,116,11,139,11,0.99417,48.24333,0.0,0.0,0.96429,8.229,7.49426,0.0,0.0,123.0,43.99033,0.0,1.45,2.392,-1.0,0.000127,0.17592949532030036,64777.69416521716,0.09868964240404914,0.1231118782775364,0.10742374380621171,581.574641822456,0.6834513725490197,58.384482489691834,73.46001045858765,14930.612105871394,0.1223609692972856,9.303530092592593,1.6553661695467834,97.91214641483339,0.4445429811087222,0.147920595198744,0.14733782538307538,86.39014733403029,0.1641975438318366,5.116995782032006,0.15238705993578813,0.1498232607820808
82,282,40.7591,8.36179,39,10.7348,0,113,116,11,139,11,0.99841,48.20064,0.0,0.0,0.57143,8.2,7.29559,0.0,0.0,124.0,43.99415,0.0,1.44,2.533,-1.0,6.1e-05,0.176139179148643,64773.348881323,0.09821957114842066,0.12358137677575268,0.10680337674586912,581.3947035431576,0.6832141176470587,58.39986429096739,73.65412054451721,14899.672702076083,0.1230477098551968,9.251543209876543,2.026707216360514,97.9138200692546,0.4445429811087243,0.14931051432517958,0.14767371020646644,87.49934653040901,0.16469452449710337,5.159174254961307,0.15260100132954227,0.15003743529380476
83,283,40.7147,8.08819,39,10.9643,0,113,116,11,139,11,1.00411,48.15336,0.0,0.0,0.53571,8.207,7.21717,0.0,0.0,124.0,44.01566,0.0,1.43,2.504,-1.0,0.00068,0.17630388889237694,64875.20853079714,0.09774363333544035,0.1239745904782078,0.10619125521762905,581.2272157145042,0.683314294117645,58.38969233006607,73.70436493548736,14855.515459100387,0.12432825231913448,9.119550540123457,2.4926575099357753,97.9147060245906,0.4445429811087222,0.15091681441503293,0.14802796612903654,85.68577611909464,0.16482271079340446,5.126147304581834,0.15235504920333692,0.1504503245444247
84,284,40.6492,8.23759,39,10.1522,0,113,116,11,139,11,1.00273,48.1148,0.0,0.0,1.03571,8.234,6.97614,0.0,0.0,125.0,44.06355,0.0,1.48,2.215,-1.0,0.000196,0.1762432589878166,64839.451974985066,0.09723740432928897,0.12425477975145648,0.10557304927385225,581.0697123746593,0.684495294117647,58.434377222885324,73.73061870688379,14760.12654447981,0.12521039537930226,8.98365162037037,2.3272383209872007,97.92252985527868,0.4445429811087214,0.1528685857250063,0.14842867078027244,86.70186006057958,0.1651053155122977,5.091791672077871,0.15207208574454892,0.15093262245217848
85,285,40.7144,8.46984,39,10.2388,0,113,116,11,139,11,1.00477,48.21017,0.0,0.0,1.32143,8.235,7.11206,0.0,0.0,126.0,44.05991,0.0,1.46,2.329,-1.0,0.000361,0.17615556912165262,64892.754795809335,0.09674459500258743,0.12460535501812779,0.10503190762115917,580.9157708560011,0.6846058823529412,58.40663919331115,73.65039509249114,14851.621873630582,0.12580061588795588,8.978780864197532,2.2990797144869446,97.90275202959347,0.44454298110872176,0.15489597755540693,0.14890416304736298,85.4046229834898,0.16562422951535066,5.085556571479478,0.15191581067066698,0.15134916054854286
86,286,40.8956,8.59744,40,10.6752,0,113,116,11,139,11,1.00135,48.40128,0.0,0.0,1.21429,8.226,7.31275,0.0,0.0,127.0,44.11282,0.0,1.46,2.427,-1.0,0.000155,0.1760967759071518,64800.04040724523,0.09621158022616366,0.12495665021436521,0.1041653510706457,580.7552141504991,0.685375294117647,58.2845142505787,73.57989873459721,14994.121138436356,0.126063898699118,9.115354938271604,2.712765005534756,97.87900956696978,0.444542981108724,0.15673387581368625,0.14936883293174047,85.28076416602059,0.16615277947042353,5.162026070200939,0.15177238648078925,0.15160316728373155
87,287,41.2667,8.80897,40,11.0734,0,113,118,11,138,11,1.00183,48.86386,0.0,0.0,1.82143,8.239,7.46499,0.0,0.0,127.0,44.56574,0.0,1.45,2.169,-1.0,0.000142,0.17609973442162974,64702.55732826246,0.09560889098660354,0.12522572947542235,0.10356188701571387,580.6467144718798,0.6901702352941176,53.414141431266884,73.82603504491728,15451.159582537317,0.12634623277971738,10.628616898148149,2.488619339920692,97.82956305739472,0.4467606071519497,0.15865747778320421,0.15002750349879324,87.19164660708715,0.16671716706519496,5.815097253144508,0.15161520870994816,0.15187009668561838
88,288,41.3069,8.72306,40,10.2158,0,113,118,12,138,11,1.00226,48.92515,0.0,0.0,1.28571,8.266,7.61215,0.0,0.0,128.0,44.59228,0.0,1.44,2.438,0.125,0.000242,0.1762214558033082,64719.62967835076,0.09515641353719047,0.12550309428747058,0.10303592848602228,580.5517119040961,0.6900690196078433,52.921707906840766,74.20008127540623,15545.155242206796,0.12660824627970177,11.092255015432098,3.052747937873459,97.83251903357608,0.44676060715195076,0.1605275497242894,0.1506878454409609,87.84630821749374,0.16727078727155084,5.161263057529875,0.15147748924977145,0.15205479423615667
89,289,41.2692,8.73147,40,10.9322,0,113,118,11,138,11,1.00757,48.8743,0.0,0.0,1.92857,8.25,7.52829,0.0,0.0,128.0,44.5563,0.0,1.45,2.607,-1.0,0.000138,0.17639266012140067,64750.627555028026,0.0947260386287723,0.12580579582789278,0.10249223838914401,580.465174986006,0.6887725490196077,52.64327136381173,74.35881283623725,15508.483702226804,0.12628040791522155,11.148485725308642,2.9013729999537508,97.82934740633462,0.44676060715195104,0.16237460461461323,0.1513140242354286,88.36427898505232,0.167789842011202,5.077061818903032,0.15121354538848789,0.15225848609053125
90,290,41.2566,8.63851,40,11.2471,0,113,118,11,138,11,1.00386,48.81909,0.0,0.0,1.71429,8.27,7.53783,0.0,0.0,128.0,44.51489,0.0,1.43,2.354,-1.0,0.000137,0.17652133429206834,64649.23436158551,0.09321458411080755,0.12606955413426713,0.10192862397025299,580.3682015246609,0.6866839215686275,52.47749102557147,74.3734013479097,15457.414955075057,0.1261295322151526,11.10402199074074,2.2881473297432877,97.84381969953952,0.44676060715194943,0.1639029239007999,0.15176209706569727,82.98475756274145,0.16833528151728103,5.180240858404196,0.15081724281829384,0.15222556780421168
