,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubcol.0.6,cubcol.0.5,cubrow.0.5,uhdhdsim,fft,cubcol.0,noise,tone,color_fulness,staticness,contrast,saturation,cubcol.1.0,cubcol.0.3,temporal,blur,cubrow.0.6,cubrow.0,cubrow.1.0,movement,cubrow.0.3
45,145,64.2219,23.6378,50,40.2286,0,123,118,13,135,20,0.95632,60.64035,0.0,0.0,0.57143,5.562,20.53109,0.0,0.0,126.0,33.41433,0.00539,0.61,7.695,-1.0,0.003509,2.476168619114478,0.2000025429123383,0.21437451444316163,0.11217275225486255,83.42104082079194,72059.5225234121,0.18706743734143746,0.8400224149316933,0.5347243333333331,82.03246310347392,390.49935707779053,88.10057854977035,43.57372764304832,0.09523823735932645,0.2496117800142339,6.3170897882244565,42914.01625325309,0.12062900668965232,0.02358790555556766,0.03710455122137324,12.864920910493828,0.049113047533408595
46,146,66.3908,23.235,51,39.7616,0,123,118,14,135,20,0.96932,62.69189,0.0,0.0,1.14286,5.496,20.29914,0.0,0.0,126.0,33.56067,0.00588,0.61,6.772,-1.0,0.004357,2.408213833930852,0.2020832267393263,0.2143771692559686,0.11281829968091407,83.00547767811275,72227.7188881329,0.1882868252104402,0.8482987079972162,0.538929411764706,82.17409124797554,389.6492224247832,85.47185680834853,43.795839097764755,0.09559327783924827,0.24864751892717832,6.245784097640709,47880.61923110094,0.1233393234092769,0.023901308189775636,0.03717785645110687,12.512249228395062,0.04938840893587383
47,147,67.8777,23.2051,53,40.2827,0,123,118,14,135,21,0.97808,64.14568,0.0,0.0,1.75,5.214,19.95608,0.0,0.0,126.0,33.71524,0.00671,0.65,7.247,-1.0,0.002772,2.197847413398708,0.20350941878676024,0.2139150516212928,0.11290158817490498,82.83400308717589,72497.97761360696,0.1897715529696561,0.8559807899553511,0.5417708431372548,82.16325134288624,388.869409448104,86.81718950752561,43.84608779718847,0.09642726675326252,0.248169058548025,6.1275481676660775,50138.91739889906,0.12483837330195034,0.024638199365294537,0.03738091235243124,12.078414351851851,0.0498230480606831
48,148,68.9032,23.053,55,41.4807,0,123,118,14,135,21,0.95421,65.24176,0.0,0.0,2.5,4.804,19.92849,0.0,0.0,125.0,33.80066,0.00614,0.62,6.751,0.12526,0.003385,3.2619553874182277,0.20598697069615715,0.21363376357332736,0.1131433602899563,82.77911024178701,73382.72677151597,0.19217006635019906,0.8664747090640964,0.5450220196078428,82.06359914214507,388.16977137202764,87.03402128502682,44.046040287724246,0.09717048089473561,0.24753418178029155,6.067924209983757,50812.08552051232,0.1261039930638746,0.025872132396983463,0.03783112364401701,11.815538194444445,0.05042972362828633
49,149,70.3389,22.5974,57,40.0415,0,123,118,14,135,21,0.96767,66.67922,0.0,0.0,2.82143,4.512,19.79735,0.0,0.0,125.0,33.79367,0.00608,0.6,6.739,-1.0,0.004298,2.4000873680559724,0.20846652177824562,0.21345595351611982,0.11382529772938739,82.74871776110061,74269.02557430684,0.19482573398763622,0.8559807899553459,0.5467619607843137,81.84937373993733,387.4959384882911,84.6363939917197,44.12858807599103,0.09759851063141782,0.2473485248366156,5.987578327859527,53584.735634711884,0.12696541801323746,0.02737594744239565,0.03833470741972755,11.404031635802468,0.05088638379720386
50,150,72.8785,22.5766,59,39.1903,0,123,118,15,135,22,0.97881,69.193,0.0,0.0,3.75,4.217,19.40898,0.0,0.0,125.0,33.82298,0.00612,0.59,6.412,-1.0,0.003931,3.1285629247853537,0.2104650605455794,0.21314328574789265,0.1156327267377614,82.43758172116722,75002.93442996751,0.19718809588445582,0.8686923351073291,0.5483254901960785,81.69463062054695,386.8415624118153,85.3545480326831,44.0668787073206,0.09797067470097133,0.24750318909212954,5.868674414002877,58125.339292635756,0.12917621465024082,0.02938208460035499,0.03904531870944505,11.097608024691358,0.05119510452567481
51,151,76.007,22.4688,61,39.5742,0,123,118,15,135,22,0.9689,72.27062,0.0,0.0,3.82143,3.737,19.38887,0.0,0.0,125.0,33.88222,0.00631,0.6,6.692,-1.0,0.003497,4.163519856540353,0.21305691837678412,0.21284683101576543,0.11662736140826728,82.08689697611123,75687.07331284386,0.1998230369784041,0.8874625472816048,0.549696862745098,81.7292195814617,386.22035073881966,87.59083198067455,44.07356601291232,0.09812979511622216,0.24720063102559445,5.7936647926576725,63727.16409914801,0.13352139457678514,0.03302960508545918,0.039656067132625934,10.738088348765432,0.051470517469728964
52,152,78.8234,22.3422,63,38.538,0,123,118,15,135,22,1.0038,75.04135,0.0,0.0,5.03571,3.238,19.29641,0.0,0.0,125.0,33.98498,0.00569,0.6,6.452,-1.0,0.003929,2.8534285192402185,0.21479556696262178,0.21248972677148362,0.11739352751040469,81.46083041556128,76878.54927228477,0.2011774694951736,0.9034209223052571,0.5518376470588235,81.88065940373535,385.64259082171793,88.11867672883385,43.979449990354944,0.09872886345669832,0.24662652613110206,5.676627402690922,68238.16154415144,0.13805106590673027,0.03807417690728756,0.04012505583060697,10.335889274691358,0.0520064407330587
53,153,80.9344,22.0133,65,36.7559,0,123,118,15,135,22,0.97676,77.01879,0.0,0.0,6.25,3.002,19.19125,0.0,0.0,125.0,34.09094,0.0051,0.61,6.851,-1.0,0.002606,2.956348171142172,0.21752853729932894,0.21215869677649968,0.11803519557651172,81.04657650565875,77038.7870030453,0.20356006823284048,0.9094795893275526,0.5535379999999988,81.9667278443231,385.1233950955596,86.87121929728528,43.97073684504002,0.09950539252479655,0.24639653377384715,5.617587279618876,71840.70083637764,0.14083999924146196,0.04453353874978801,0.04056782170782453,9.875337577160494,0.052774969067817465
54,154,82.6644,21.2939,66,36.2816,0,123,118,16,135,22,0.9449,78.64832,0.0,0.0,7.10714,2.882,18.90854,0.0,0.0,126.0,34.22948,0.00508,0.62,6.488,-1.0,0.003162,2.7996175585299974,0.21902311519419182,0.21178326797794725,0.11889469995806776,80.65065731037905,77762.84848390598,0.20711640744510304,0.9177558823930806,0.5566890196078431,81.96118104877009,384.6554480154939,86.07543555484575,44.035189781659916,0.10014523184873582,0.24627486084517258,5.591152781187642,75460.94531197195,0.1448623738806876,0.05204235576175436,0.040936315722666816,9.564380787037036,0.05359711263335972
55,155,83.5069,20.957,67,35.5345,0,123,118,16,135,22,0.97677,79.54213,0.0,0.0,7.53571,2.783,18.28879,0.0,0.0,126.0,34.25549,0.00523,0.63,6.978,-1.0,0.002176,3.2234185824915214,0.2196373941425684,0.21142936214106334,0.11939050585154158,80.22390140057531,77448.16860253664,0.21103601895348326,0.9266263865660047,0.5584898039215687,81.70692982844261,384.27659948615576,86.09941803814837,43.94016350640191,0.10084839829455403,0.2467549831067351,5.50969697043481,74352.53588456393,0.14931034600366241,0.061327406957351276,0.04142960034132219,9.264322916666666,0.05452978989691788
56,156,82.3132,20.4225,66,37.1578,0,123,118,15,135,22,0.96438,78.55404,0.0,0.0,8.10714,2.659,17.99629,0.0,0.0,126.0,34.02986,0.00492,0.63,6.563,0.12526,0.002398,3.6515854201607607,0.21992945499251207,0.21118825761445323,0.12076470606496295,79.89197932272401,76602.67457865391,0.21534386813195408,0.9298732164376732,0.5547172549019607,81.49588901598622,383.9598529720978,85.75829380582104,43.91455850483459,0.10168527498077438,0.24704627908867402,5.473849459601405,70230.95127720611,0.15366278532546782,0.07243972259600447,0.041473252154408446,8.96701388888889,0.05625864771135025
57,157,82.6007,20.2649,66,33.5234,0,123,118,15,135,21,0.97033,78.85437,0.0,0.0,8.60714,2.584,17.53771,0.0,0.0,126.0,34.03232,0.00542,0.61,7.042,-1.0,0.002187,3.523853598827329,0.2205842113514493,0.21098634915436454,0.12290166200711716,79.63843203276753,76015.96084785856,0.2184780824989637,0.9365260945673516,0.5537103333333327,81.3784560759663,383.6870715080845,85.6414304828731,43.979897204740546,0.1026766989871939,0.24695004047390984,5.353251050595291,70058.27995306015,0.15959154292338332,0.08411930597419173,0.04156763062262925,8.69092399691358,0.05864686297306716
58,158,82.8453,20.4654,67,32.8281,0,123,118,15,135,21,0.99512,79.17073,0.0,0.0,8.92857,2.542,17.39767,0.0,0.0,126.0,34.11889,0.00593,0.62,6.817,-1.0,0.001508,3.8180590827328125,0.2220568808521987,0.21094087714268347,0.12400788113031584,79.49762064524924,75798.15042363944,0.22264127281628587,0.9425847615896529,0.5539913725490195,81.00698894783399,383.4208817397134,88.45699289030014,43.955024625048225,0.10387964303421422,0.24677854749517056,5.174357499602576,70124.10150263437,0.1651627321646498,0.09474762743975909,0.041617984272133854,8.575617283950617,0.061088260903379266
59,159,83.7183,20.8287,67,32.1217,0,123,118,15,135,21,0.99132,79.99015,0.0,0.0,8.25,2.562,17.57384,0.0,0.0,125.0,34.2705,0.00601,0.6,6.671,-1.0,0.002351,3.656408925281781,0.22390322719969072,0.2108644188159227,0.12556594401684598,79.4703608790587,76272.67791140413,0.22750890020608688,0.9387437206105814,0.5551004901960783,80.77212496653334,383.193614079807,89.12909768186088,44.093724380304785,0.10481368422335817,0.24677772295544198,5.161538954129863,72365.05654160515,0.17076960236959754,0.10350205945755907,0.04159411441893069,8.507860725308642,0.06360902297664463
60,160,84.486,21.2174,68,32.9004,0,123,118,15,135,21,0.96985,80.66802,0.0,0.0,7.39286,2.553,17.8885,0.0,0.0,126.0,34.44053,0.00599,0.61,6.958,-1.0,0.002417,3.808659778589568,0.22655046498565198,0.21109725315134056,0.12820568180611097,79.52682408639988,76687.34371624498,0.2330849915264013,0.941555557761216,0.556989411764706,80.45451979416427,382.98740490502405,88.39176623118848,44.147051964277104,0.1062771622295468,0.2456881286226581,5.2314134295803285,74939.3284348555,0.17635856281943038,0.11114455282907215,0.041817923485407214,8.45167824074074,0.06617750282936073
61,161,84.6868,21.4669,68,34.4053,0,123,118,15,135,21,0.94549,80.88476,0.0,0.0,7.21429,2.566,18.21938,0.0,0.0,126.0,34.64482,0.00559,0.62,7.032,-1.0,0.0026,2.7351780762667404,0.2292324838175274,0.21131670346664402,0.1291954977719954,79.58249770097636,76952.96287610069,0.23816709297517308,0.9448023876328856,0.5608313725490197,80.26704759632781,382.8100005018654,86.93566439318984,44.2289579415027,0.10792868596129153,0.2433358481035218,5.317055569148354,75334.10493192289,0.1808871449658108,0.11752014938025979,0.042032413819286414,8.514756944444445,0.06861027511746377
62,162,85.3782,21.3508,68,33.6524,0,123,118,15,135,21,0.98241,81.44886,0.0,0.0,7.71429,2.599,18.43351,0.0,0.0,125.0,34.82161,0.00583,0.63,7.867,-1.0,0.001294,3.703094021545904,0.23128111135518029,0.21132318674151407,0.13057531725514906,79.58020781003628,77532.16149404035,0.2438340743829336,0.9492376397193404,0.5609635294117647,79.88148332244253,382.65597759712267,84.9435127532574,44.22401936848958,0.10988940427707448,0.2406663987730308,5.381084653544406,78444.16839414998,0.18488088116761459,0.12285719885654874,0.042196793564887654,8.530864197530864,0.07083190259992271
63,163,86.5162,21.0372,68,35.2343,0,123,118,15,135,21,0.96089,82.45277,0.0,0.0,6.5,2.595,18.33449,0.0,0.0,125.0,35.00107,0.00639,0.64,6.349,-1.0,0.002623,2.241860726135668,0.23349923889436405,0.21138359331766857,0.13264627939540055,79.51800522772471,78537.80137478714,0.24959677542751316,0.9431789726970509,0.562946274509804,79.73625509768947,382.53245763005253,88.54979185096076,44.27978572139033,0.11137192930425799,0.23986140430470512,5.330835943545429,83804.56405356649,0.18909845723080834,0.12758655401101088,0.04235859313043356,8.469039351851851,0.07305658063485984
64,164,86.8844,20.8158,69,35.4423,0,123,118,15,135,21,0.9868,82.76188,0.0,0.0,7.75,2.604,18.06516,0.0,0.0,125.0,35.14853,0.00642,0.63,6.654,0.12526,0.00347,2.853753825894958,0.23432795077305585,0.21112236502473797,0.1337818560047131,79.44154784103986,78991.35878518096,0.25553090434496395,0.9464258025687183,0.5629643137254902,79.84659608775205,382.4268074989211,86.3198200927224,44.38123481656298,0.1123556670585115,0.24007368018453504,5.329056218630758,84581.95548105647,0.19181657803840824,0.13247006682779752,0.04248842518564862,8.476755401234568,0.07552700229406137
65,165,86.9717,21.0777,70,36.3509,0,123,118,15,135,21,0.99916,82.88216,0.0,0.0,8.17857,2.602,17.87888,0.0,0.0,124.0,35.14314,0.00624,0.64,6.875,-1.0,0.008397,5.158522494585932,0.23518692235739172,0.21060264206445092,0.13459502043131502,79.47981036358783,79032.27086233842,0.2610550153732821,0.9530786806984045,0.5634556862745098,79.73810280963353,382.325047594463,87.72350254401324,44.36149502977913,0.11321325096078015,0.2407812150446808,5.347096694654549,84011.41455488914,0.19467369210742075,0.13669257174485974,0.042649051133869215,8.392698688271604,0.07798352307068653
66,166,86.7757,21.0908,69,34.8568,0,123,118,15,135,21,0.98674,82.69573,0.0,0.0,7.39286,2.584,18.10398,0.0,0.0,124.0,35.0118,0.006,0.64,6.53,-1.0,0.013455,3.056661725028303,0.23675042820031045,0.2101614516492565,0.13598472134707554,79.56143480353715,78867.63587217592,0.2647835372050635,0.9464258025687151,0.5615439215686275,79.73113811090033,382.2496739725488,87.30470535933337,44.31428810402199,0.11400573720986128,0.24105708333410877,5.394773240637759,83439.13734728753,0.19727332643145518,0.14059952443594237,0.04274887307878686,8.317515432098766,0.08051225081830775
67,167,86.7105,20.8725,69,33.8753,0,123,118,15,135,21,0.91687,82.59092,0.0,0.0,5.71429,2.573,18.11749,0.0,0.0,124.0,34.89695,0.00575,0.63,6.686,-1.0,0.019688,4.297388954980533,0.23714028542412244,0.2091598615228651,0.13731776049833677,79.50756144248962,78501.20329463597,0.26758022531154263,0.943178972697052,0.5599278431372549,80.2701492725786,382.1930969157992,84.48799384604237,44.25163664641204,0.11491703964776423,0.24067474274191722,5.415355150459385,83049.02060939588,0.19969812115121516,0.14504623794855223,0.04290695817246925,8.377314814814815,0.08286406033682393
68,168,87.0823,20.4966,69,36.3858,0,123,118,16,135,21,0.94856,82.86186,0.0,0.0,6.78571,2.552,17.92917,0.0,0.0,124.0,34.8434,0.00592,0.65,6.376,-1.0,0.020862,3.0836704564808013,0.23804812155602187,0.20856181707533092,0.13946245014510938,79.27978776997224,78695.28298159208,0.2702033524368541,0.944802387632888,0.5596533333333332,80.36226708943349,382.12430347218213,86.82984220855803,44.17586865837191,0.11590718554237368,0.2412562506532436,5.332533682698034,84693.81395401199,0.2025684802254972,0.15074546319492446,0.043251250614894675,8.348186728395062,0.08511165441187411
69,169,87.321,20.4483,69,33.5464,0,123,118,16,135,21,0.94926,83.07255,0.0,0.0,7.85714,2.582,17.60323,0.0,0.0,124.0,34.74832,0.006,0.65,6.599,-1.0,0.023143,3.253354526564738,0.23981366683857086,0.20810635820315562,0.14158832580423483,79.18695511652743,78627.01033926077,0.2729649784275684,0.9508610546551693,0.558021568627451,80.75931760844163,382.0374420854413,87.09091899989211,44.20535994164737,0.1168115401018528,0.24098318929399568,5.213450988808254,85727.75123852218,0.20585265937569447,0.15709610581774827,0.04353138199640647,8.339988425925926,0.08714911172827718
70,170,86.4718,20.8431,69,33.6086,0,123,118,15,135,21,0.94037,82.33317,0.0,0.0,6.14286,2.592,17.55954,0.0,0.0,124.0,34.80707,0.00583,0.65,6.678,-1.0,0.027291,4.156491958951634,0.24172758230889077,0.2079202900955297,0.14368392611671923,79.28846547810235,78653.54328026435,0.2755549395559389,0.9524844695910119,0.557918431372549,81.55063877613125,381.9285576320123,86.03002417807397,44.16584137339651,0.11796640989727689,0.2393133347724126,5.244709176316243,82159.9947253668,0.2092877333483085,0.163484808310513,0.04379731812590374,8.429542824074074,0.08922822429044167
71,171,85.6715,20.929,68,32.3193,0,123,118,15,135,21,0.95355,81.5569,0.0,0.0,7.82143,2.623,17.89749,0.0,0.0,124.0,34.88705,0.00548,0.65,6.623,-1.0,0.0241,2.759207266711129,0.24407192057309296,0.20814221640399283,0.14619352406232175,79.48045903810063,78080.29061188069,0.27810825278934936,0.9453965987402796,0.5584109803921569,82.20060778733472,381.8042201805066,85.91135936196841,44.08711619436005,0.11928633603311163,0.23742762618553015,5.414674209166186,77706.07859233154,0.21162124078301553,0.16942612541996196,0.04410689084772486,8.477430555555555,0.09086092967753472
72,172,85.5137,20.812,67,34.4036,0,123,118,15,135,21,0.96732,81.3404,0.0,0.0,6.42857,2.625,17.97323,0.0,0.0,124.0,34.9555,0.00559,0.64,6.183,0.12847,0.025686,3.7343929011579493,0.2458816881432801,0.20848469139791148,0.14854867252830167,79.49359362962636,77963.86610764459,0.280671599252301,0.9409613466538208,0.5617372549019607,82.35537900437994,381.692844856143,85.6015481470437,44.02850530176987,0.12031289110364732,0.2366709636580651,5.513940155676398,77095.94096970966,0.21295381778242917,0.1749474339947944,0.044430421958307924,8.46556712962963,0.09194145231912489
73,173,84.8542,21.1916,66,36.1851,0,123,118,15,135,20,0.95666,80.66981,0.0,0.0,6.28571,2.64,17.87589,0.0,0.0,124.0,35.06418,0.00512,0.64,6.084,-1.0,0.023829,4.3775706284854845,0.24912206953416424,0.20855479138245572,0.15001430651664543,79.63128388638512,78773.96787839786,0.28283798444485714,0.9343084685241333,0.5628301372549009,82.49590155471138,381.6159258403467,86.17316396282085,43.932091606987846,0.1212218204090278,0.2361363862836004,5.595906859389361,76409.63232323361,0.2147927091399998,0.17995082426807268,0.04471333087641245,8.648726851851851,0.09284835023413454
74,174,83.6549,21.4719,66,35.2593,0,123,118,15,135,20,0.97658,79.4583,0.0,0.0,5.64286,2.641,18.20082,0.0,0.0,124.0,35.14598,0.00543,0.64,5.923,-1.0,0.03246,3.2037499203938626,0.2516898178762529,0.2082994028178206,0.15039875398981478,79.82865819227928,78621.71172749365,0.2848787346749006,0.9288440126092388,0.563638431372549,82.96427064225881,381.55478484012957,86.37580166574307,43.98307649588879,0.12232841836686095,0.2357938612812946,5.700125271618152,74742.58633256456,0.21565183211800237,0.18387272823729686,0.04529936594069903,8.766878858024691,0.09344356748117881
75,175,82.8049,21.6908,65,35.7516,0,123,118,15,135,20,0.98996,78.60353,0.0,0.0,7.0,2.665,18.44164,0.0,0.0,124.0,35.13203,0.00579,0.63,6.119,-1.0,0.027554,4.3602248322140955,0.25390653707148697,0.20821298410969333,0.1515357842642246,79.90062705584735,77920.44556118238,0.28737263837915783,0.93046742754506,0.5636764705882353,82.93045700311674,381.50984017962753,86.72606402943352,43.868904396339694,0.12298357961011394,0.23564260018717326,5.729557029349827,72909.26363961765,0.21636277542579307,0.1867806050672894,0.0458144475232665,8.88647762345679,0.09412756774348306
76,176,82.2733,21.843,64,35.4778,0,123,118,15,135,20,0.98034,78.0384,0.0,0.0,4.85714,2.666,18.6292,0.0,0.0,124.0,35.01521,0.00545,0.63,5.581,-1.0,0.038897,5.190973263595923,0.2575562303999704,0.20854521684548574,0.15200177998237308,80.05035287814648,78099.6499757006,0.29119775589582786,0.9177558823930849,0.5629627450980393,82.9087813555781,381.4535774735243,85.02277142504626,43.869487997926306,0.1237490642593175,0.23449820812184738,5.7454907170969225,72834.50244526734,0.21744835383855796,0.18898613669471642,0.04644984485053682,8.93846450617284,0.09515349861894509
77,177,82.3448,21.6864,64,32.4465,0,123,118,14,135,20,0.95589,78.08405,0.0,0.0,6.57143,2.643,18.76057,0.0,0.0,123.0,34.84194,0.00557,0.63,5.735,-1.0,0.031587,5.556529453733703,0.26134732545360456,0.20858074144884936,0.15295406467628325,80.10959247080572,77880.19104042191,0.2940164059243311,0.9177558823930815,0.5633854901960784,82.99784304862125,381.3940168873934,86.49493801282446,43.83420120050878,0.12438480404085185,0.23408885729531648,5.741386659077485,72187.50310569991,0.21862722453791356,0.19127208435316337,0.04689591555095596,9.006992669753087,0.09661629038872982
78,178,83.0705,21.5576,64,31.6988,0,123,118,14,135,20,1.00888,78.71417,0.0,0.0,4.17857,2.602,18.62462,0.0,0.0,123.0,34.93742,0.00531,0.58,5.477,-1.0,0.039704,4.922676050011268,0.2653824301125993,0.20831581333589927,0.1538194327986056,79.79038471852546,78613.9192440564,0.29712488585743513,0.9222707436727265,0.5651003921568627,83.53075169484677,381.3324882952643,86.8095615442708,43.990949842664925,0.12471721546994771,0.2340689307558632,5.703618879765485,75278.25496384867,0.22004484354479617,0.19372704188742093,0.04726212114100768,9.170669367283951,0.09826501189977324
79,179,82.2366,21.981,63,34.4124,0,123,118,14,135,20,0.9284,77.949,0.0,0.0,3.5,2.672,18.51413,0.0,0.0,123.0,35.15778,0.00559,0.61,6.203,-1.0,0.032935,5.156587143377535,0.26920438599099183,0.20806554627497562,0.15423434064390984,80.1187682764641,78157.91275952259,0.29939931897845556,0.9161324674572464,0.5670121568627451,83.929698274721,381.2160233306384,88.21628610313074,43.987286791389366,0.1253876000552152,0.2341281393320008,5.660106170230545,72087.43358380969,0.22194277490541495,0.19562194411864856,0.04732019024161759,9.329812885802468,0.0997497639944495
80,180,82.023,21.9318,63,33.6737,0,123,118,15,135,20,0.97416,77.73239,0.0,0.0,6.28571,2.751,18.87989,0.0,0.0,123.0,35.21256,0.00519,0.62,5.369,0.1277,0.043283,4.65676610971369,0.27235772909549344,0.20815939698470215,0.15407879337622815,80.20733332621074,78169.29390288635,0.3025876547798247,0.912291426478182,0.5663129411764706,84.08232809945918,381.06718269560264,86.9951741632904,43.87483931176456,0.12638746090577468,0.23386495238082586,5.647254843596003,72502.15156649712,0.22356179269268728,0.19694308328269622,0.04763192895203114,9.368055555555555,0.10091919627396823
81,181,82.8262,21.7629,64,32.3413,0,123,118,15,135,20,0.95259,78.42347,0.0,0.0,8.07143,2.796,18.83508,0.0,0.0,122.0,35.30141,0.00552,0.64,5.97,-1.0,0.036933,4.9732851665627695,0.27570802248749054,0.2083531202880251,0.15442113207929126,80.26818047213797,78469.29758338719,0.3057315549016553,0.9161324674572451,0.5671996470588234,84.43371910124618,380.8814794762238,86.21410817334923,43.80616006733459,0.12759717205584065,0.23379203689962466,5.67367864266895,76327.81705569533,0.22540345006611226,0.19838538722467722,0.04764584914679568,9.49315200617284,0.10203963616521368
82,182,82.7765,21.8759,64,34.5338,0,123,118,15,135,20,0.96738,78.45236,0.0,0.0,9.75,2.772,18.69051,0.0,0.0,121.0,35.34468,0.00518,0.63,5.662,-1.0,0.030941,3.156593858274016,0.27799339940865725,0.2082425166998868,0.15457055003226294,80.31811287922066,78265.15845528753,0.30806356930694123,0.9094795893275647,0.5676588235294119,84.43584670902858,380.64932346172634,86.26386060036263,43.668279577184606,0.12806087936185273,0.2341329619454074,5.686938721569888,74631.0021113611,0.2272031032211496,0.19968624218441228,0.047558650579873414,9.668788580246913,0.10309421319909279
83,183,81.7653,21.6601,63,33.6533,0,123,118,15,135,20,0.97538,77.63494,0.0,0.0,9.03571,2.807,18.78662,0.0,0.0,121.0,35.35436,0.00539,0.63,5.845,-1.0,0.033906,3.2938535092286894,0.2805645359553125,0.20803978126880526,0.15482178421516873,80.2974604616716,77579.23668563238,0.31030010477394454,0.9078561743917204,0.5692010588235293,84.56931525351624,380.4173378202755,87.48943320583778,43.673179343894674,0.12861441745761235,0.2346231784983097,5.690297298577063,69607.93990284565,0.22886546590860593,0.20094788567229638,0.04801828472133906,9.88353587962963,0.10440809192423156
84,184,82.7331,20.8595,64,32.4619,0,123,118,15,135,20,0.97389,78.56493,0.0,0.0,8.42857,2.768,18.6,0.0,0.0,121.0,35.46414,0.00588,0.65,5.438,-1.0,0.03374,3.412035209853827,0.28252131853042195,0.20817865304438915,0.15568781345470134,80.22891903978703,77508.41138107126,0.3126805075144432,0.9106680115423508,0.5703843137254901,84.80248201408716,380.1866069056519,88.1120341149924,43.62790689350646,0.12918525479579993,0.23549288133759325,5.64313229772523,71638.67796847552,0.23012505477835601,0.2024656320460571,0.04797733434852707,10.052662037037036,0.10573655148948277
85,185,83.1111,20.7662,65,34.4602,0,123,118,15,135,20,0.98744,79.01537,0.0,0.0,6.75,2.728,17.9112,0.0,0.0,122.0,35.50547,0.00561,0.6,5.696,-1.0,0.035481,2.846138064751216,0.2846375571224282,0.20823512119547674,0.156696187893348,80.1303417265482,77270.54579417018,0.31493396206117313,0.9199735084363131,0.5709654901960785,85.14534091295286,379.96038482490394,87.96828335756982,43.64880163875627,0.12976790913457506,0.23619841078415577,5.600770604634754,70363.74192430556,0.2311497134987002,0.20444579566804857,0.04786776517023941,10.178192515432098,0.1073178038468637
86,186,83.1169,20.0864,65,31.6424,0,123,118,15,135,20,0.9747,79.14991,0.0,0.0,6.21429,2.686,17.83168,0.0,0.0,122.0,35.58763,0.00507,0.6,5.474,-1.0,0.042213,3.0037056532861066,0.28719115901394704,0.20797186208817753,0.1577214890468347,79.94880255099791,77210.9773173214,0.3174850507516584,0.9187850862215177,0.5720818627450973,85.22292416576924,379.7416163260085,86.00760439314456,43.620361328125,0.13044838748014606,0.2379424919518512,5.562681584288194,69628.15901662786,0.2323295095810179,0.20677524677994802,0.04772951993051793,10.268422067901234,0.10934113467755664
87,187,85.0505,19.9703,67,31.4541,0,123,118,15,135,21,0.94687,80.89131,0.0,0.0,5.78571,2.729,17.25063,0.0,0.0,122.0,35.75263,0.00542,0.62,5.753,-1.0,0.041007,4.848045955114367,0.29013368222734864,0.20781445788911984,0.15900791527433153,79.78755516836763,78262.13183503231,0.3195415954588163,0.9343084685241257,0.5733767450980368,85.24100278757004,379.5304437974459,87.72380871833774,43.62006707839024,0.131157496959016,0.23978046281169624,5.495890720785377,75595.28735598116,0.2339159888931631,0.20926833043441603,0.04747158832469357,10.204137731481481,0.1112627682133045
88,188,85.9128,19.8964,67,30.9197,0,123,118,15,135,21,0.94423,81.6712,0.0,0.0,6.10714,2.671,17.14809,0.0,0.0,123.0,35.74786,0.00527,0.62,5.816,0.12873,0.043665,2.849628754130685,0.2927338199973732,0.2081054944069166,0.16020311216834004,79.66723407998296,78996.7351568441,0.32156216906696644,0.9320908424808935,0.5724960588235235,85.34376045493451,379.32511141972105,88.57139936753022,43.56960588620033,0.13216575468026273,0.23994170634423895,5.451053318876695,77849.17719928187,0.23542926816761936,0.21212166966672738,0.04758059358869306,10.083285108024691,0.11334816455498412
89,189,85.023,20.22,67,29.9543,0,123,118,15,135,21,0.95063,81.01244,0.0,0.0,8.42857,2.675,17.08377,0.0,0.0,123.0,35.64128,0.00511,0.62,5.637,-1.0,0.040937,4.301929673762399,0.2946261682005296,0.20771749381229826,0.16108836605828103,79.58975797243258,77447.77724961865,0.32383982870414285,0.9343084685241326,0.5702415686274509,85.62313865429017,379.1321338185549,89.01533751566052,43.43865552360629,0.13282590304216457,0.24031705898996675,5.4305674848310765,71734.7828425769,0.2367945584599199,0.21541158868832194,0.04800559058789269,9.981385030864198,0.11564678403815803
90,190,84.8458,20.3744,67,28.0314,0,123,118,15,135,21,0.94148,80.89293,0.0,0.0,9.07143,2.626,17.36364,0.0,0.0,123.0,35.58357,0.00507,0.63,6.122,-1.0,0.033986,4.02822172469565,0.29616611955868594,0.20755598495127695,0.1620180710469473,79.63459182388675,76945.60414359557,0.3256866118735155,0.9326850535883001,0.5677643137254902,85.51927623773909,378.94799503867466,86.65789142849151,43.392318537205824,0.1336020316692383,0.24079691282351737,5.459902955566868,70295.90430082855,0.2380776284874912,0.21890357145110667,0.04840212236080806,10.080391589506172,0.11801109863547682
