,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,cubcol.0.5,contrast,cubrow.0,cubrow.0.6,noise,tone,cubcol.1.0,cubrow.0.3,staticness,cubcol.0.3,cubrow.0.5,cubrow.1.0,color_fulness,cubcol.0.6,blur,uhdhdsim,cubcol.0,saturation,blockiness,temporal,fft
45,445,57.375,12.949,35,13.8264,0,123,127,2,127,3,1.00185,56.00905,0.0,0.0,10.71429,8.673,10.74193,0.0,0.0,131.0,56.21008,0.0,0.31,7.617,-1.0,1.35464,14.543306327160494,0.1975350207140032,91.21636343012037,0.13010173578467055,0.1677453534177439,0.2840465829920949,0.7947023529411765,0.1836594075347933,0.12442690291827994,269.7587927786044,0.14017109821228968,0.11203621013059842,0.31255056161716993,161.18157604037148,0.10732416471135822,25463.02945911543,97.33708614058335,0.17008267565948004,15.103740174093364,1.6468676333249987,5.048620663295258,63959.68670898172
46,446,57.4207,13.4486,35,14.1257,0,123,127,2,127,3,1.00035,56.055,0.0,0.0,13.64286,8.735,11.19474,0.0,0.0,131.0,56.23825,1e-05,0.31,7.377,-1.0,1.477185,14.789255401234568,0.1974420858083427,93.1913106587899,0.13088507571967176,0.1688478146303491,0.28404658299209506,0.7949325490196077,0.18284557647509111,0.12414060177635108,269.0702181127908,0.13997133993240302,0.1114420166740521,0.3107792920779416,161.14797817312055,0.1076183696792196,25525.07417237653,97.34652230168433,0.17030282262440902,15.12028032467689,1.6134435585946953,5.1063938829328785,63984.58578734228
47,447,57.3368,13.111,35,14.6134,0,123,127,2,127,3,0.99817,56.02405,0.0,0.0,11.07143,8.685,11.61824,0.0,0.0,131.0,56.23627,0.0,0.31,7.253,-1.0,1.454973,15.000916280864198,0.1971274053484045,93.0527512434321,0.1313101442319648,0.16982780099492029,0.28404658299209734,0.7963156862745098,0.18196305307044613,0.12390089175723863,268.37801908346523,0.13979780969540737,0.11099947616341486,0.30893160073253856,161.06116702927025,0.10758818823930236,25421.52900151092,97.3520609562341,0.1706043302741594,15.02894347391011,1.4582845777440503,5.168550672655996,63991.81049371207
48,448,57.6292,13.1679,35,14.9336,0,123,127,3,127,3,0.99655,56.29694,0.0,0.0,12.92857,8.668,11.33943,0.0,0.0,131.0,56.2862,0.0,0.31,7.562,0.44059,1.468628,15.156828703703704,0.19656873847698117,89.56518402752144,0.13204850066696877,0.17057444851347522,0.2840465829920948,0.7965992156862745,0.1811501390152876,0.12368176570026483,267.7209658985324,0.13955371201929012,0.11057782341190477,0.30716592094656153,161.25080028569758,0.10777569896947153,25755.92436928292,97.3142413663477,0.17141948227844997,15.182157540027005,2.0529735174236716,5.134966549276768,64010.81656797833
49,449,57.609,12.9459,35,14.3575,0,123,127,2,127,3,0.99389,56.31698,0.0,0.0,12.0,8.699,11.38413,0.0,0.0,132.0,56.305,0.0,0.31,7.52,-1.0,1.413131,15.336612654320987,0.1962820409952282,91.66860151869321,0.13276651170724857,0.1709581661697277,0.28626420903532185,0.7974623529411764,0.18032833258880146,0.12347153566029566,267.0673984913799,0.1394637561176549,0.11016414862119907,0.3053707409667879,161.51181655083812,0.1078905430195574,25681.187381146035,97.2960680254975,0.17143867837964788,15.210949179566938,1.6864757332303777,5.149375233663585,63865.22012401788
50,450,57.6878,13.4744,35,14.411,0,123,127,2,127,3,0.99119,56.36552,0.0,0.0,13.42857,8.733,11.18892,0.0,0.0,130.0,56.33109,0.0,0.31,6.855,-1.0,1.496654,15.599006558641975,0.19592884533623578,87.67228759213663,0.1333165275921046,0.1709850130355425,0.2840465829920953,0.7982886274509804,0.1796713788739212,0.12327188961462995,266.4168393480749,0.13938570498246372,0.10963520538090384,0.3037377205485901,161.39682051130671,0.10752028492278627,25713.502753516743,97.30637351562697,0.17174177993760395,15.171347724066841,1.7046943683021638,5.126772769400238,63859.03272581451
51,451,57.837,12.9675,35,15.203,0,123,127,2,127,3,1.00396,56.59004,0.0,0.0,12.07143,8.657,11.67639,0.0,0.0,132.0,56.40547,0.0,0.31,8.21,-1.0,1.492275,15.84910300925926,0.19533567771368218,86.23971701162857,0.1332351059945085,0.17109083064967495,0.28404658299209745,0.7988988235294118,0.179056278163066,0.12322463947659543,265.76947780875037,0.1393938794228548,0.10916641507455849,0.3020624145712702,161.44855139018955,0.10743477138271078,25874.24007037358,97.24233292616185,0.17172384538999122,15.106616550021702,1.9904288157969177,5.190332488760099,63888.24564304729
52,452,57.8304,13.6289,35,14.0413,0,123,127,2,127,3,1.00933,56.59063,0.0,0.0,10.46429,8.702,11.21669,0.0,0.0,133.0,56.49612,0.0,0.31,6.308,-1.0,1.5038,16.04099151234568,0.19492943621452946,89.12114529684177,0.13328043643906168,0.17108872569164618,0.2840465829920941,0.7999552941176471,0.17823734475620145,0.12314011328909472,265.12378646736204,0.13951618863686385,0.10876452736863514,0.3003432455123172,161.62059119206302,0.10731807164556323,25846.266325820903,97.28377613485732,0.17205781415244567,15.199225343303915,1.7214675605490994,5.1391670970738135,63855.28119179457
53,453,58.0104,13.6963,35,14.3945,0,123,127,2,127,3,1.00127,56.77795,0.0,0.0,10.46429,8.663,11.77791,0.0,0.0,132.0,56.61934,0.0,0.31,7.791,-1.0,1.573017,16.307098765432098,0.19443714606266682,88.19120022361652,0.13307054853231,0.1710159382373552,0.28404658299209834,0.8000603921568628,0.17743953163839263,0.12298740988046056,264.4851297557952,0.13989350589343486,0.10832942112265284,0.2987258265533287,161.74554030699528,0.10709741613806802,26054.34107072431,97.25548224071335,0.17271246464387188,15.22065602997203,2.763828266021626,5.2002293588375945,63883.53791815743
54,454,57.9158,13.6321,35,14.8124,0,123,127,2,127,3,0.9981,56.70317,0.0,0.0,11.17857,8.682,11.84744,0.0,0.0,132.0,56.71657,0.0,0.31,6.989,-1.0,1.542458,16.55902777777778,0.19408863714944125,93.00990413453407,0.1329724565806906,0.17085886767571234,0.2840465829920947,0.8008262745098039,0.17669710672308853,0.12275333045593208,263.855313466044,0.1398875369244418,0.10800783970943821,0.2970398992952815,161.61304666915808,0.10717865180904024,25827.85498880922,97.26676357801534,0.173540380042358,15.14541965060764,1.5697245951371692,5.21829156028365,63857.78989810933
55,455,58.059,13.7424,35,14.9107,0,123,127,2,127,3,1.00126,56.84326,0.0,0.0,12.78571,8.711,11.77754,0.0,0.0,132.0,56.83492,0.0,0.31,7.422,-1.0,1.568862,16.919994212962962,0.19390143151487,91.91143744755439,0.132632653459912,0.1703986396204278,0.2840465829920942,0.8011388235294118,0.17591286424397495,0.12271778591637038,263.2167392689572,0.14021614415877715,0.10769479195202826,0.29553827406706956,161.5377307806253,0.10700706406684031,26010.087846043076,97.27533237401288,0.17388369079994262,15.065038610387733,2.3193857972259813,5.209299509149844,63750.06919625307
56,456,58.1205,13.4665,35,14.9599,0,123,127,2,127,3,0.99455,56.90629,0.0,0.0,11.96429,8.713,11.87102,0.0,0.0,132.0,56.94993,0.0,0.32,6.437,0.45255,1.558408,17.139805169753085,0.1936159978811026,93.20149872675614,0.1320581038004165,0.16988826415813277,0.2840465829920957,0.8024403921568628,0.17535744958789137,0.12271281968931842,262.58407396585534,0.14066017995584146,0.10758008007517463,0.29414150964472835,161.7693258930063,0.1069120304670582,26126.687000211372,97.24314793487096,0.17382133943835468,15.068044591833043,1.8113415396294712,5.209440144742655,63699.24410570053
57,457,58.353,13.2491,36,14.7498,0,123,127,2,127,3,0.99756,57.10297,0.0,0.0,12.75,8.662,11.628,0.0,0.0,132.0,57.02917,0.0,0.31,7.208,-1.0,1.540423,17.34259259259259,0.19322905975448598,91.5196342970984,0.13196553949457632,0.1694301539786408,0.2840465829920948,0.8025454901960785,0.1748035113722208,0.12271663035773751,261.9721799590838,0.1407717492753814,0.1075206807655757,0.2929108552835263,161.6898215646941,0.10699649851984346,26476.365325302675,97.23676327214902,0.17368493957895567,15.047144383559994,1.7188924403434662,5.196182771373474,63645.94528767884
58,458,58.2482,12.9109,36,14.1401,0,123,127,3,127,3,1.00243,57.03421,0.0,0.0,10.35714,8.662,11.43897,0.0,0.0,130.0,57.11027,0.0,0.31,7.604,-1.0,1.489057,17.477237654320987,0.1929722501867165,93.46717908563711,0.13170168428586482,0.16900639756591992,0.2840465829920969,0.8028203921568627,0.17440828151114118,0.12261736331084086,261.33859571773445,0.1408331308495605,0.1075188026085479,0.2915856730754957,161.7634864812813,0.10677411195865032,26309.44674331833,97.23563297062233,0.17385851790554746,15.049014809690874,2.4227512168858607,5.176404260925808,63704.6334587505
59,459,58.2141,13.0648,36,13.9773,0,123,127,2,127,3,0.99325,57.03547,0.0,0.0,8.42857,8.731,11.14581,0.0,0.0,131.0,57.1887,0.0,0.31,7.708,-1.0,1.601318,17.578896604938272,0.19254604919238757,93.39819376065977,0.1312204780761119,0.168543770476393,0.2840465829920956,0.8044125490196079,0.17419944561210549,0.12254713305216272,260.72935027616893,0.14076463512949233,0.1074806533407729,0.29027565684440754,161.43228882100954,0.10690964059991746,26254.02027719853,97.21515035400506,0.1740673133766496,15.009255680037134,2.131808699574139,5.14196939076216,63738.06947449461
60,460,58.2674,13.5987,36,14.819,0,123,127,3,127,3,0.98352,57.05405,0.0,0.0,10.75,8.787,11.27482,0.0,0.0,132.0,57.27954,0.0,0.31,8.442,-1.0,1.559954,17.82981288580247,0.1915211361213192,88.88926945738838,0.13134629348000734,0.16802640842703084,0.285155396013711,0.805030588235294,0.17397746406031217,0.12263284258549022,260.109007633267,0.1408150378783461,0.10673148379915778,0.28797967022907883,161.57212971232465,0.1079464372343403,26294.66343888638,97.23044887849161,0.17403092866060113,14.91317993917583,1.4958993985058373,5.1591662940130005,63661.5068990658
61,461,58.1429,13.7586,36,15.0502,0,123,127,2,127,3,0.99415,56.94722,0.0,0.0,14.21429,8.81,11.7381,0.0,0.0,132.0,57.3541,0.0,0.31,7.568,-1.0,1.606589,18.00048225308642,0.1905765919785952,90.33583126584143,0.13156194414158462,0.16763421380865015,0.2856699979279274,0.8052713725490196,0.17393187543266136,0.12243497609102796,259.5111896610305,0.14006273931290716,0.1062720394469952,0.28563129718937863,161.7646867368542,0.10883392893562742,26121.82646902024,97.22769352743965,0.17384572506983914,15.002398832344715,1.557051090247454,5.213654951070014,63711.870587290476
62,462,58.1195,13.7281,36,15.2812,0,124,127,2,127,3,1.00096,56.94728,0.0,0.0,12.67857,8.757,11.88014,0.0,0.0,132.0,57.44111,0.0,0.32,6.897,-1.0,1.59007,18.277295524691358,0.18955564256739324,87.69993180986995,0.13168720861330696,0.16753564094484666,0.28404658299209684,0.8066823529411764,0.17377790075108113,0.12196072797007813,258.90962082905196,0.1397205169103519,0.10568465896273509,0.28297008578759186,161.891140280742,0.10964858936670537,26115.87206141352,97.22379580316252,0.17385634827481178,15.026909345461997,2.35246049121593,5.241367308523615,63691.58024345453
63,463,58.2719,14.2215,36,14.9398,0,124,127,2,127,3,1.01279,57.08945,0.0,0.0,14.0,8.793,11.86437,0.0,0.0,131.0,57.48676,0.0,0.31,6.046,-1.0,1.630363,18.380449459876544,0.18868746909210293,89.01094863287292,0.13196513847809233,0.1673999943787033,0.28626420903531974,0.8067341176470588,0.17338558274538005,0.12124953433907774,258.3136342143994,0.13931750950778873,0.1053202592076916,0.2804515590038272,161.5359620658094,0.1104836212026599,26369.891863925597,97.23755234563357,0.17452616933803106,14.94500826611931,2.312972294219618,5.238994334024846,63729.707998381826
64,464,58.2305,13.6608,36,15.5722,0,124,127,2,127,3,1.01822,57.12808,0.0,0.0,14.17857,8.77,12.30757,0.0,0.0,132.0,57.51897,0.0,0.31,6.969,0.45499,1.681743,18.552179783950617,0.18785830754557492,88.87550724503451,0.13283543053783267,0.1672829260508397,0.28404658299209556,0.8087070588235294,0.17336597286176073,0.12070552654090926,257.70760027549545,0.13899692029249375,0.10516483625689803,0.2779578366566019,161.5145283756529,0.11112459760726603,26181.210754369,97.19718746347925,0.17461853816835365,14.861120906876929,1.283594036628898,5.285376307042605,63664.77280348021
65,465,58.2839,13.4418,36,15.3962,0,124,127,2,127,3,1.00893,57.18561,0.0,0.0,13.0,8.764,11.81554,0.0,0.0,132.0,57.53139,0.0,0.31,7.316,-1.0,1.619711,18.852334104938272,0.18709082056490334,91.86715447432809,0.13377473668102058,0.16700864228683315,0.2862642090353225,0.8087070588235293,0.17299084077215474,0.12002116625453611,257.11170259449153,0.13846758373853388,0.10537616863910683,0.2755606486654052,161.56544179137302,0.11209962779401425,26367.884109970997,97.20267627226849,0.1749296768408691,14.879639048635223,1.6691522072468834,5.243979376546602,63692.387235505375
66,466,58.4932,13.3174,36,15.4316,0,124,127,3,127,3,1.00442,57.37744,0.0,0.0,11.53571,8.77,11.6234,0.0,0.0,131.0,57.55524,0.0,0.31,6.711,-1.0,1.678499,19.048707561728396,0.18644632448640422,90.5410108991417,0.13458483925056525,0.16680687714748924,0.28626420903532185,0.80948,0.1726834907110025,0.1194090750368743,256.51895833470707,0.13832607365320998,0.10554806236490376,0.2736514033292521,161.48170837708253,0.11285046983275937,26602.445814233717,97.18478825286887,0.17550935797905767,14.861766108760127,1.7606257073606022,5.22109328937119,63925.59486432397
67,467,58.3254,14.2562,36,14.6855,0,124,127,3,127,3,1.00727,57.26585,0.0,0.0,9.71429,8.754,11.51823,0.0,0.0,131.0,57.5367,0.0,0.31,7.666,-1.0,1.710519,19.162760416666668,0.18584237628613728,92.28518607896177,0.1352244548728143,0.1666638645301433,0.2840465829920999,0.8102132156862742,0.17237716672915132,0.11891410683698847,255.924658285002,0.13792978617791138,0.10559888323415811,0.2718752239266882,161.16379315418632,0.11366522307480921,26182.784294792342,97.20567568428805,0.17690401879622025,14.834199881847992,1.5066248835265748,5.205984331401344,63988.92426256394
68,468,58.38,14.5742,36,15.8899,0,124,127,2,127,3,1.01407,57.25474,0.0,0.0,10.78571,8.775,12.32228,0.0,0.0,133.0,57.5123,0.0,0.31,7.578,-1.0,1.78359,19.210599922839506,0.18556896327964106,90.50531494526912,0.13542117057103886,0.16676605123688823,0.2840465829920926,0.810038431372549,0.1718365900287276,0.11851305017385858,255.34592789966894,0.13753927189641985,0.10551378939775148,0.26996096445961265,161.98382966361177,0.11455644240105303,26291.08752381877,97.20422912511259,0.1775525791850156,14.79704604914159,1.6339233557498054,5.304120054977373,63854.054012858855
69,469,58.5302,13.9168,36,16.3124,0,124,127,2,127,3,1.00282,57.4536,0.0,0.0,12.28571,8.74,12.60235,0.0,0.0,132.0,57.52569,0.0,0.32,6.914,-1.0,1.78834,19.495418595679013,0.18538205099897012,93.29634883696124,0.13534683248171075,0.1669928261478827,0.2840465829920949,0.8113847058823529,0.17162129718562427,0.11805468353242451,254.7751428479827,0.13729493877507543,0.10506021765361731,0.2679172157801776,161.52456191264488,0.11527302943624579,26469.218279050263,97.19252871949621,0.17841684257690768,14.834470018928434,1.619364724925254,5.330711688674176,63833.57378714708
70,470,58.5121,14.0428,36,14.9407,0,124,127,3,127,3,0.99817,57.40501,0.0,0.0,15.32143,8.764,12.01872,0.0,0.0,131.0,57.52131,0.0,0.32,7.037,-1.0,1.791252,19.577256944444443,0.1852129159167861,92.01071017070785,0.13515448358390783,0.16746536510096002,0.28404658299209834,0.8119580392156862,0.17140207108460967,0.11777809889643975,254.20300901352348,0.13717141722210047,0.10441755440524172,0.26582166123907003,161.6896006812812,0.11613121365107959,26310.299035622385,97.1977171588484,0.17902827224181964,14.867454999758872,1.7400507420188531,5.269033798965415,63732.66026718575
71,471,58.4625,13.6136,36,15.3165,0,123,127,2,127,3,0.99991,57.35901,0.0,0.0,15.21429,8.776,12.12484,0.0,0.0,131.0,57.50861,1e-05,0.31,6.685,-1.0,1.654446,19.88787615740741,0.18516962517566957,93.33364836546208,0.13489178926809228,0.16803213198390077,0.2840465829920947,0.8122478431372548,0.17112782976861746,0.1176253877927499,253.63008560326568,0.1373303027740035,0.10380365351315209,0.2637597133662545,161.6858103310286,0.11686553679482323,26320.387290160965,97.17623395889326,0.17926087683177971,14.807046019000772,1.5427399201296934,5.270832860610919,63751.79139786666
72,472,58.6709,13.5371,36,15.0776,0,123,127,2,127,3,0.99647,57.52953,0.0,0.0,15.42857,8.781,11.74899,0.0,0.0,132.0,57.54339,0.0,0.32,7.653,0.4591,1.739436,19.93084490740741,0.18483099782604903,91.72258846505272,0.13471902333913657,0.1686318178138207,0.2840465829920946,0.8136921568627451,0.17081766070052262,0.11728569522656491,253.07214025420862,0.13718598072452376,0.10314637606207379,0.261888521607208,161.96632959799194,0.11770239059459706,26683.02331223196,97.16839487861604,0.18103972505334753,14.899021855107062,2.2085189603912045,5.233403244205524,63801.402072650155
73,473,58.3962,13.9155,36,14.6847,0,123,127,2,127,3,0.98898,57.29407,0.0,0.0,13.78571,8.802,11.6792,0.0,0.0,131.0,57.50408,0.0,0.31,7.748,-1.0,1.78067,19.961082175925927,0.18487740661281094,91.72018142913072,0.1346387050770099,0.1694162405393187,0.28404658299209445,0.8147933333333333,0.16990023961535203,0.1169969441837625,252.51013307069917,0.13721473714331361,0.102515852413855,0.2601094680594523,161.91321489555432,0.11844277483064085,26245.555979229943,97.20011932442857,0.18260500069817373,14.90971581729842,2.2326887312725052,5.228253987417257,63798.15378891851
74,474,58.4123,14.5108,36,15.6854,0,123,127,2,127,3,0.99373,57.27428,0.0,0.0,13.17857,8.794,12.00778,0.0,0.0,131.0,57.50422,0.0,0.32,7.923,-1.0,1.735446,20.106047453703702,0.18441739185691827,91.38477366830203,0.13451224489413374,0.17022309101451524,0.28404658299209495,0.8157388235294117,0.1690075321328416,0.11693577050901979,251.94822489916308,0.13721185038106265,0.10166366014124169,0.2583020684027172,161.59149573467548,0.11912307620506778,26259.004592737365,97.20826673059959,0.18403224021085687,14.772732393241222,1.734284196474942,5.265766104122272,63930.53090346712
75,475,58.5844,14.1383,36,15.7616,0,123,127,2,127,3,0.99705,57.42327,0.0,0.0,12.53571,8.775,12.52453,0.0,0.0,132.0,57.54266,0.0,0.32,6.413,-1.0,1.769629,20.221836419753085,0.1838077906037305,91.55671314225872,0.13429759385180146,0.17104929624072893,0.28404658299208846,0.8183983529411752,0.16765729599563844,0.1168997076440564,251.392471529951,0.13731580135347735,0.10098389547038665,0.25632558093238744,161.6765662345529,0.11970442238959955,26560.07380987076,97.18970764381285,0.18485754220591802,14.762590761537906,2.014296706858954,5.319773011078883,63828.78101992804
76,476,58.422,13.7876,36,15.8894,0,123,127,2,127,3,0.9972,57.28273,0.0,0.0,12.71429,8.752,12.20002,0.0,0.0,132.0,57.51758,0.0,0.32,7.452,-1.0,1.811402,20.40403163580247,0.18331744478726214,91.962551047919,0.13407468270611256,0.17168412353458776,0.2840465829920948,0.8193101960784315,0.1660271021154418,0.11693809279716358,250.84703766835383,0.13755553206013568,0.10029207027429964,0.25442077432625787,161.89232140550695,0.12010701867394098,26293.28035831403,97.218011487188,0.18612890944921992,14.85103409378617,1.3844604740863529,5.268747498156586,63850.309508391496
77,477,58.5335,13.4784,36,15.12,0,123,127,2,127,3,1.00226,57.36452,0.0,0.0,9.32143,8.792,11.89953,0.0,0.0,131.0,57.52175,0.0,0.31,6.427,-1.0,1.766359,20.454475308641975,0.18265956721204432,91.0220349978966,0.13389369863606465,0.17184392585029523,0.28404658299209473,0.8210145098039215,0.1647104342985262,0.11703608942767355,250.28812877851092,0.1378034769955314,0.09982069862148302,0.2528403600911274,162.2770615030249,0.12058737001267017,26338.730516015214,97.20911226074882,0.1873068232796076,14.79159715440538,1.7162854895127218,5.256659197701701,63877.65529453801
78,478,58.541,14.0583,36,14.8307,0,123,127,2,127,3,0.99767,57.35741,0.0,0.0,10.5,8.768,11.62765,0.0,0.0,131.0,57.53191,0.0,0.32,7.279,-1.0,1.82197,20.44024884259259,0.18197185050464906,88.56625582268585,0.13374084645523118,0.171678661952586,0.28404658299209257,0.821535294117647,0.1633929290453013,0.1169733678736941,249.75371689260564,0.1381007095065925,0.09978946533269449,0.25119285043065653,162.16870475990845,0.12088114168709861,26428.00996053038,97.21220408502889,0.18785180105854715,14.859664728612076,1.5864032133528538,5.198056945334905,63776.76289800617
79,479,58.479,13.819,36,15.2108,0,123,127,2,127,3,0.9932,57.28382,0.0,0.0,14.5,8.724,12.1336,0.0,0.0,130.0,57.53123,0.0,0.31,7.507,-1.0,1.859598,20.503568672839506,0.18133019101827597,93.55229977844265,0.1336124782630726,0.1711804516444797,0.2802055420130347,0.8220482352941176,0.1621929172733851,0.11674950265461395,249.21258832334715,0.13788462876912566,0.1001463835114679,0.2495589004247376,162.09625724960807,0.12149179846542772,26381.50435354867,97.21738781836092,0.18845832769175308,14.835849903247974,1.6571349934394008,5.266027138879717,63691.648431742
80,480,58.464,14.2616,36,15.5696,0,123,127,2,127,3,0.99719,57.25897,0.0,0.0,12.14286,8.752,11.92113,0.0,0.0,131.0,57.53643,0.0,0.32,7.206,0.45988,1.885559,20.578655478395063,0.18065549749554544,91.46806908197016,0.133302466294855,0.1703407985203746,0.28020554201303144,0.8232168627450981,0.16143023730258432,0.1166974742177025,248.6745751542433,0.13788946088956733,0.10075936296718918,0.24745047374088464,161.9598927193709,0.12173932326242602,26295.92239480071,97.21032835448163,0.18891215490467209,14.795828171718266,1.4955438036606343,5.238368674095089,63627.48140523166
81,481,58.2734,14.0014,36,16.0383,0,123,127,2,127,3,1.00272,57.06702,0.0,0.0,16.96429,8.787,12.30265,0.0,0.0,130.0,57.51944,0.0,0.31,6.909,-1.0,1.99427,20.72000385802469,0.17994276407747783,93.4165535190899,0.1332368136414164,0.16927822903626444,0.2802055420130282,0.8231494117647058,0.15992602403182393,0.11632839657565835,248.1364364068084,0.13765510489761126,0.10171677509391239,0.24520624246321912,162.23404270530568,0.1220684810840494,26107.363413589763,97.2112754570952,0.18917116250737512,14.810968281310283,1.8753950834969184,5.275507506962578,63582.32220232678
82,482,58.5443,13.8164,36,15.276,0,123,127,2,127,2,0.99831,57.31482,0.0,0.0,14.67857,8.78,12.08373,0.0,0.0,132.0,57.5355,1e-05,0.31,6.244,-1.0,1.910192,20.800443672839506,0.17930258206713537,89.35774937281822,0.1330126841412968,0.16814506420096692,0.28020554201302594,0.8246305882352941,0.1591341539363331,0.11594938108200067,247.5976128405838,0.13788855772988295,0.10300328064038174,0.2433398865294327,162.04947011430818,0.12233510018178043,26481.8551158623,97.18580497179843,0.18951048989732608,14.744633238992574,1.5458689149693965,5.244403371033449,63681.25985920461
83,483,58.5876,13.5997,36,15.1545,0,123,127,2,127,3,0.9952,57.35518,0.0,0.0,12.39286,8.742,11.92135,0.0,0.0,132.0,57.53876,0.0,0.32,5.596,-1.0,1.840245,20.84085648148148,0.17872193687693394,91.52141232382505,0.13332075564949286,0.16740601992051204,0.28020554201302755,0.8240501960784313,0.1575795020776968,0.1154871386770016,247.06319745735433,0.1380705543015544,0.10473244462052621,0.24123935932918023,162.44403763483768,0.12253477084276743,26517.0745120749,97.20014218907801,0.1903454835524832,14.784797385886863,1.7302899721661718,5.2296326522490215,63762.66255879269
84,484,58.3453,13.6578,36,14.797,0,123,127,2,127,3,1.00185,57.11697,0.0,0.0,12.25,8.786,11.73717,0.0,0.0,132.0,57.50358,1e-05,0.32,6.079,-1.0,1.882594,20.850983796296298,0.1779292802966041,91.16944387161548,0.13296544130978666,0.16687029618899565,0.28020554201302816,0.8251960784313725,0.1561715215163468,0.11505943524117883,246.5387680186567,0.1382419413067227,0.1067168589558177,0.23908221822780878,162.3709125015718,0.12299093140445996,26204.755981886556,97.23913264935058,0.19096876358894163,14.790692929868346,2.0110504666682236,5.204403455653502,63691.93129054136
85,485,58.3396,14.0043,36,15.1998,0,123,127,2,127,2,1.00086,57.09217,0.0,0.0,11.14286,8.838,11.78092,0.0,0.0,131.0,57.53425,0.0,0.32,6.381,-1.0,1.90339,20.891203703703702,0.17686934316544053,91.73250101732651,0.1320243651922463,0.16615063037185943,0.2779879159698028,0.8262603921568628,0.15479587975399525,0.1148452214020883,246.015050308988,0.13870315150660456,0.10830770850685235,0.2368899017257711,162.34917134167247,0.12316749139020827,26166.641540979253,97.25786752320543,0.1914072060277649,14.745788574218748,2.3118316905415814,5.21490212312816,63719.69011306165
86,486,58.3157,13.8786,36,16.0541,0,123,127,2,127,2,1.00114,57.06607,0.0,0.0,12.60714,8.821,12.08244,0.0,0.0,132.0,57.53826,0.0,0.31,7.064,-1.0,1.969049,21.00655864197531,0.17610291063308287,93.24330605710614,0.13084906861617085,0.16522117568006922,0.28020554201303066,0.8273992156862745,0.1534702560593014,0.11465759262864036,245.49181544856398,0.13924948658278052,0.10964607523166481,0.23465862246088964,162.54949421145332,0.12365623663552874,26207.735018421117,97.24945578206574,0.19164282786018344,14.779257126796393,1.7762745602970127,5.240288744454565,63704.53004392688
87,487,58.4521,13.6442,36,15.7075,0,123,127,2,127,3,1.00546,57.18458,0.0,0.0,12.21429,8.799,11.971,0.0,0.0,132.0,57.56069,0.0,0.32,6.227,-1.0,1.921393,21.023485725308642,0.1749658257644307,93.85656757517361,0.13035638990280451,0.16414275071055998,0.27798791596980027,0.8273686274509803,0.1521828307758496,0.1147779651113136,244.96466770509153,0.14024741336945623,0.11123294315652026,0.2324575017298102,162.62404953838575,0.12425083715265246,26382.02207679278,97.23702423137206,0.19192809726918722,14.743595452956212,2.3274928007929176,5.218493746942954,63744.04348129652
88,488,58.2284,13.9379,36,15.226,0,123,127,2,127,3,0.9939,56.96049,0.0,0.0,11.42857,8.851,11.76903,0.0,0.0,131.0,57.52287,0.0,0.31,6.687,0.45833,1.986514,21.05029899691358,0.1741018889097606,91.90259875864446,0.12970248742002452,0.162667057680173,0.2779879159698036,0.8279419607843137,0.15104748814333824,0.11466194817131792,244.45081841412784,0.1409823081278508,0.11281341130429723,0.2307565798304612,162.62234190378888,0.12485054620762147,26080.602133731343,97.24866701468204,0.1913084776931344,14.715392312885802,1.7237906816124453,5.196119196745791,63630.73122060207
89,489,58.3397,13.6793,36,15.4876,0,123,127,2,127,2,0.99277,57.04844,0.0,0.0,11.67857,8.857,12.02413,0.0,0.0,132.0,57.52511,0.0,0.31,6.599,-1.0,2.058149,21.12427662037037,0.17344987050449295,93.8620268474873,0.12896286964652692,0.16096466682635965,0.280205542013031,0.8279796078431373,0.14968190007570248,0.11420842564547544,243.93320739678092,0.1417206326806962,0.11442034543139952,0.22915888071265586,162.8064237775671,0.12574486672500437,26238.94449459419,97.25643263358768,0.19040735813940748,14.760880081741897,1.9658550307771259,5.22982009222272,63664.55444161192
90,490,58.2112,13.525,36,15.0174,0,123,127,2,127,2,0.99751,56.91058,0.0,0.0,11.17857,8.757,11.79866,0.0,0.0,132.0,57.52268,0.0,0.31,6.266,-1.0,2.007227,21.155623070987655,0.17258662005290268,93.65634151667061,0.12814756836343374,0.15918963717910112,0.2802055420130248,0.8288129411764705,0.14885259137300447,0.11399747404600992,243.42515516556068,0.14214431167239094,0.11606813769287264,0.22781511182618433,162.86968677160792,0.12667761774938183,26012.355606715635,97.27079724814271,0.1899661361231289,14.715937673309703,1.56676677679658,5.1872431793485,63804.738790120464
