,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,contrast,cubrow.0,cubcol.1.0,cubcol.0.6,noise,cubcol.0,cubrow.0.5,blur,cubrow.1.0,staticness,cubrow.0.6,blockiness,temporal,cubcol.0.3,cubcol.0.5,uhdhdsim,saturation,fft,color_fulness,tone,movement
45,345,63.7553,16.3042,41,17.2162,0,129,126,3,128,3,0.99747,62.71649,0.0,0.0,8.96429,8.601,13.84332,0.0,0.0,129.0,57.28965,0.0,0.3,1.466,-1.0,0.989754,0.13566777361318316,92.15138700273498,0.10844540539482861,0.1561133113659418,0.15141900277253348,0.2945405021008452,0.1132567446427422,0.19223236988981068,32788.244244473295,0.26067412705816617,284.21718539564597,0.22859228095358747,1.5345017020550404,5.42435935821148,0.19603486949936827,0.1984036526429798,96.47171296930102,15.580098470052084,63821.14335395904,149.13108352723373,0.7558070588235294,15.328896604938272
46,346,63.6664,16.0844,41,17.2329,0,128,126,3,128,3,1.00216,62.58106,0.0,0.0,11.5,8.629,14.08683,0.0,0.0,128.0,57.26811,0.0,0.3,1.46,-1.0,1.02522,0.13456489945223618,92.1732541631685,0.10825588738074603,0.15677704388740626,0.1507849993615512,0.29454050210084354,0.11307168915413081,0.19227698206702107,32685.11694972415,0.2612880734681349,283.43331247198864,0.22840120951818202,1.4615293988300144,5.448147818668633,0.19606643940454094,0.1986781236390216,96.48886747183256,15.609183605806326,63767.95742948112,149.0948102145154,0.7548783137254833,15.430748456790123
47,347,63.5805,15.7113,41,17.2136,0,128,126,3,128,3,0.99841,62.51016,0.0,0.0,14.78571,8.612,13.88898,0.0,0.0,129.0,57.19044,0.0,0.3,1.472,-1.0,1.055889,0.13353856035386497,92.16352280904351,0.107966552715348,0.1575330368426634,0.150154189447155,0.2945405021008511,0.11280991881934894,0.1918817871306234,32633.666098120044,0.261862879540971,282.64934483150955,0.22811183668732907,1.8917552214699624,5.426893227873447,0.19581013397872993,0.19879351477566173,96.49926612691965,15.560155044367283,63853.338593841116,149.4439857730558,0.7548827450980391,15.552854938271604
48,348,63.5878,15.6928,41,17.6564,0,128,126,3,128,3,0.9955,62.49666,0.0,0.0,8.25,8.576,13.57474,0.0,0.0,129.0,57.14856,0.0,0.3,1.418,0.42798,1.024621,0.13248759572928454,92.15667157600078,0.10793973203921585,0.15822807320760682,0.14943248008806104,0.29454050210084876,0.11213845738325261,0.1914638416184698,32762.52462886828,0.26249024743030464,281.87884628828573,0.22771539782078443,1.986019218207855,5.393626866659296,0.19620284138895636,0.19888678729801518,96.49949372362249,15.588930859977818,63771.43354293107,149.42402838755865,0.7543172549019607,15.654947916666666
49,349,63.5331,15.3947,41,16.9268,0,128,126,3,128,3,0.99749,62.4437,0.0,0.0,11.35714,8.624,13.55794,0.0,0.0,129.0,57.11371,0.0,0.29,1.444,-1.0,1.04501,0.1314765352841185,90.68699205912434,0.10788358595995827,0.15866905604343795,0.14892059245499284,0.29454050210084826,0.11156172096463356,0.19110516254856832,32615.845776389568,0.26274963665641266,281.1133035076179,0.22743778519427366,2.0636906553104057,5.393910055729555,0.19628420390308562,0.19907949212242634,96.51918340642892,15.617071834611304,63722.0384021034,149.9379950563534,0.7551741176470588,15.723717206790123
50,350,63.3883,15.2473,40,16.7969,0,128,126,3,128,3,1.0012,62.29155,0.0,0.0,10.21429,8.598,13.2998,0.0,0.0,130.0,57.05418,0.0,0.3,1.342,-1.0,1.051858,0.13045555702836872,92.21869516020409,0.1078131364972683,0.15906961683032173,0.14833218229937833,0.29232287605762336,0.11127105032358449,0.19039139041161574,32384.40021244289,0.2629390786838777,280.3607543177369,0.22686820241693167,1.7437694996882593,5.357032097008052,0.1967448922685604,0.19925879351819553,96.531418358728,15.560046349042727,63729.54372009055,149.82394453066257,0.7543698039215685,15.728153935185185
51,351,63.2694,15.497,40,17.292,0,128,126,3,128,3,1.00934,62.13811,0.0,0.0,8.60714,8.61,13.17371,0.0,0.0,132.0,57.02193,0.0,0.3,1.435,-1.0,1.120068,0.12955076875290147,92.22748058120568,0.10747633361985712,0.15956591348870697,0.14754449644055534,0.29232287605761925,0.11103516883389815,0.189584852257894,32199.078166159517,0.26278552129729316,279.6186552037939,0.22602413745972674,1.5968115014872717,5.3400857410205145,0.19668783606410717,0.1993408385954279,96.55217593310012,15.55144453637394,63778.57090111161,149.9670503439216,0.7541027450980391,15.766155478395062
52,352,63.1755,15.0769,40,17.0721,0,128,126,3,128,3,1.00718,62.04119,0.0,0.0,10.89286,8.614,13.38658,0.0,0.0,132.0,56.97802,0.0,0.3,1.398,-1.0,1.079318,0.12868630442239598,90.88834967922521,0.10739722506336795,0.1599176589081876,0.14661056154212912,0.29232287605761864,0.11066833777588295,0.18850326973901743,32114.207271588522,0.26256282136172426,278.89016271952795,0.2250567773468685,1.7819526393079848,5.358399333349266,0.19687202376332555,0.19928298900063146,96.54780537647936,15.542820683232062,63764.238544753236,150.36486233549886,0.7535670588235293,15.84399112654321
53,353,63.0614,14.9074,40,16.3354,0,128,126,3,128,3,0.99488,61.90619,0.0,0.0,11.17857,8.606,13.03048,0.0,0.0,132.0,56.9408,0.0,0.3,1.463,-1.0,1.10071,0.12788216626426424,92.03652372585154,0.10727708990471925,0.16007816609755107,0.14581919964549994,0.2923228760576211,0.11051723017621436,0.18743786002582707,32045.48895097653,0.26218250189790315,278.15699691828723,0.2242838451860448,2.198754884376325,5.314207090771005,0.1971838526982053,0.1993492839075426,96.5621932530417,15.539159138997396,63806.458914334435,150.63595519884976,0.753484705882353,15.803433641975309
54,354,62.9481,15.0666,40,16.3181,0,128,126,3,128,3,0.99104,61.75588,0.0,0.0,12.07143,8.656,12.87771,0.0,0.0,131.0,56.89801,0.0,0.3,1.359,-1.0,1.193963,0.12698911898342774,92.1333026446775,0.10714427918451393,0.16032106706254018,0.14539614135791912,0.2923228760576163,0.11039432404258435,0.1863645716952463,31840.101971257194,0.26198260395889905,277.46107769793275,0.22353295298440926,2.0197774795367516,5.305460477623939,0.19811076072837538,0.19908815817623354,96.57229063047696,15.557466671790607,63829.132317477546,150.86460156216197,0.7526662745098038,15.744454089506172
55,355,62.693,14.9949,40,17.3026,0,128,126,3,128,3,0.99678,61.51921,0.0,0.0,11.07143,8.676,13.01962,0.0,0.0,131.0,56.8508,0.0,0.3,1.385,-1.0,1.161787,0.12620203760380266,92.1644056058462,0.10701510947403291,0.1602174601346446,0.14516715920904968,0.29232287605761526,0.11044805934149851,0.18532716072304864,31451.409710725307,0.26180500534641366,276.75786572220164,0.22276451385720655,2.2958461451133187,5.310267519906436,0.1983598528176426,0.19908103016333303,96.61432078792112,15.553823588806907,63748.81559111062,151.0716434651139,0.7527564705882352,15.799238040123457
56,356,62.7722,14.8392,40,16.9265,0,128,126,3,128,3,1.00199,61.55252,0.0,0.0,9.35714,8.64,12.95026,0.0,0.0,131.0,56.81953,0.0,0.3,1.412,0.42335,1.192273,0.12550078304554957,91.96190288205787,0.10696141922568833,0.16035482054054345,0.14481102222372694,0.29232287605761975,0.11052612638506595,0.18440951101301184,31692.051157403825,0.26159355711002485,276.07152043714746,0.22186068608739334,2.1262656410915723,5.290917716392479,0.19851730299750864,0.19856976983682045,96.59071060929448,15.566021577811537,63749.33537739383,151.467730956328,0.7523494117647058,15.782937885802468
57,357,62.7203,14.6943,40,16.5524,0,128,126,3,128,3,0.99857,61.47957,0.0,0.0,9.92857,8.656,12.82266,0.0,0.0,130.0,56.79715,0.0,0.3,1.396,-1.0,1.236383,0.1248573556598405,91.11104812972901,0.10695870464198043,0.1606693993680619,0.14438364336293738,0.2923228760576167,0.11033084144327344,0.1834230857506825,31657.49664960607,0.2614627300130534,275.4019191015356,0.22078491733636796,2.05373953975528,5.277527101746687,0.19861321769792128,0.1983918340180509,96.60138000045038,15.554853651258679,63794.44895397905,151.3171807716401,0.752085882352941,15.87475887345679
58,358,62.5719,14.8986,40,16.3076,0,128,126,3,128,3,0.99603,61.312,0.0,0.0,9.42857,8.647,12.69152,0.0,0.0,131.0,56.75053,0.0,0.3,1.413,-1.0,1.261771,0.12420245277915638,91.90883198718866,0.1068485625323196,0.1607481955216868,0.14391208902120556,0.292322876057614,0.1103056938978779,0.18235453282143246,31382.071616720106,0.2616078880752803,274.72596195415537,0.21969795879817666,1.964822366449886,5.268875624573257,0.19835575351961302,0.19788443511911327,96.63263431991587,15.496376320167823,63754.253777976635,151.74274916161366,0.75132,15.758825231481481
59,359,62.4164,15.2648,39,16.1577,0,128,126,3,128,3,0.99509,61.1043,0.0,0.0,8.0,8.646,12.8724,0.0,0.0,131.0,56.72324,0.0,0.3,1.363,-1.0,1.272068,0.1236277864692233,89.19329740753135,0.10668130730074547,0.1607620693220211,0.14347275076290716,0.28626420903532385,0.10999510586891006,0.18117364979430423,31156.468731651417,0.26172341376863,274.04632337029096,0.21870188536947216,2.18980119720207,5.27568638509225,0.1982081923599776,0.19757679638317707,96.65059457180982,15.504323323567709,63617.63784584639,151.64179991545618,0.7503815686274509,15.78221450617284
60,360,62.338,15.251,39,16.1049,0,128,126,3,128,3,0.9953,61.00079,0.0,0.0,8.71429,8.659,13.18331,0.0,0.0,131.0,56.69436,0.0,0.29,1.453,-1.0,1.257846,0.12087977591773921,92.12954024128837,0.1064817795854527,0.161346809909202,0.14271878887487738,0.2862642090353258,0.10951324343779355,0.1792474976677304,31036.436387279893,0.2622931718958514,273.3945699034109,0.2171784169904129,2.031459312930912,5.307227382272209,0.19860483506260201,0.19757195570792155,96.66905191347507,15.563943933557582,63701.57453229958,151.8101919470928,0.7504639215686274,15.800009645061728
61,361,62.3715,15.1243,39,16.7672,0,128,126,3,128,3,0.9984,61.04258,0.0,0.0,10.42857,8.606,13.175,0.0,0.0,130.0,56.68248,0.0,0.29,1.599,-1.0,1.249774,0.11773945126174958,88.94522261656938,0.10675057004300603,0.16200225118219405,0.141852315087323,0.28626420903532385,0.1087410480760425,0.17735661900710373,31170.021059687675,0.26263821696443534,272.746525839006,0.21577885758961687,1.1393844727846842,5.297263128859902,0.19918445247845787,0.19757173318998886,96.66758206922637,15.554112563898533,63737.89662172115,152.2356114206014,0.7503580392156862,15.893518518518519
62,362,62.2503,14.8102,39,16.5615,0,128,126,3,128,3,0.99888,60.84745,0.0,0.0,9.64286,8.581,13.06531,0.0,0.0,130.0,56.63774,0.0,0.29,1.575,-1.0,1.28324,0.11466077124875312,87.32856681304975,0.1073354845521269,0.16249894598663742,0.14087660812951414,0.2862642090353258,0.10830962865974927,0.1755794167346841,31035.476180205467,0.26367298787370375,272.1022815256033,0.21447881442798788,1.0866833584747033,5.2883513874719545,0.19969712816877536,0.19764781126343411,96.69117935463393,15.477757395049672,63717.123934983436,152.35923958832592,0.7495850980392156,15.90282600308642
63,363,62.2256,14.5534,39,16.3483,0,128,126,3,128,3,1.0018,60.85095,0.0,0.0,8.96429,8.63,12.79925,0.0,0.0,131.0,56.6365,0.0,0.29,1.719,-1.0,1.280878,0.11195264160693556,89.88492834357353,0.10765601281880686,0.16301656328830147,0.13996068610637835,0.2862642090353244,0.10805863153321416,0.1738619956322485,30911.865075921036,0.2646020643631529,271.4632056962675,0.21291291679274033,0.95621556736912,5.247728479293382,0.20019716168253016,0.197633755598396,96.6855034240465,15.509979436426988,63753.881270398866,152.57942297227,0.7496533333333333,15.876784336419753
64,364,62.1907,14.7205,39,15.95,0,128,126,3,128,3,1.00229,60.79187,0.0,0.0,8.14286,8.629,12.57867,0.0,0.0,130.0,56.58675,0.0,0.29,1.872,0.43454,1.261153,0.10991245536826229,91.03913949198342,0.10834542001787033,0.1634440569220023,0.13891659182819452,0.2862642090353231,0.1077951533944638,0.1727077234657352,30888.5121214382,0.26503497084732613,270.8402590036894,0.21114906821667873,1.2352757812107436,5.224023126975305,0.2012631448356685,0.1975955868899681,96.70745856370836,15.498135790412809,63707.416889954264,152.8446734763753,0.7485066666666667,15.852141203703704
65,365,62.0553,14.6826,38,16.3676,0,128,126,3,128,3,0.99672,60.64284,0.0,0.0,10.17857,8.646,12.71779,0.0,0.0,131.0,56.57188,0.0,0.29,1.818,-1.0,1.296407,0.10793317406445134,90.92909719838917,0.10830575836982745,0.16369918804155698,0.13799377071322785,0.28626420903532573,0.1072683857255095,0.1721260774380036,30739.939648663865,0.2656340642606123,270.2092354717672,0.2098092110191883,1.8910910535165062,5.236337752364869,0.20194048361479797,0.19721791741989247,96.72315771520856,15.477967627254532,63694.02583030495,152.90449879190703,0.7481415686274508,15.892988040123457
66,366,62.0085,14.8237,38,16.0083,0,128,126,3,128,3,0.99659,60.5696,0.0,0.0,7.67857,8.655,12.68406,0.0,0.0,130.0,56.55317,0.0,0.29,1.83,-1.0,1.345824,0.10648866469429506,92.16444001796093,0.1080618737312332,0.16373187273068232,0.13686933239598642,0.2862642090353191,0.10689768443255608,0.1715668050201254,30560.773214501354,0.2665274311106537,269.5857292594094,0.20860978331554988,1.2221573609965821,5.2260985293503,0.20239587885054014,0.19695805438770791,96.74098265208062,15.448916776680651,63638.59210611232,153.07597436062747,0.7473316862745096,15.921344521604938
67,367,61.7961,14.2808,38,15.9837,0,128,126,3,128,3,0.9991,60.34852,0.0,0.0,8.28571,8.685,12.80447,0.0,0.0,129.0,56.52199,0.0,0.29,1.897,-1.0,1.332565,0.10448839296317049,92.1674988271317,0.10782244466660426,0.1639745665656603,0.13580562851260575,0.2840465829920947,0.106817554548682,0.17123963787586444,30352.368859127768,0.26776496206177375,268.9784458422778,0.20709736164918488,1.5824860346107616,5.242810562708767,0.20277662380538478,0.19655126175959778,96.7387706989943,15.465861002604168,63752.342794568605,153.29378546518575,0.747315294117647,15.938175154320987
68,368,61.8647,13.7706,38,15.7221,0,128,126,3,128,3,1.0017,60.41048,0.0,0.0,9.10714,8.659,12.34276,0.0,0.0,130.0,56.51919,0.0,0.29,2.072,-1.0,1.271485,0.10237582495059286,90.37178989381627,0.10776530263539834,0.16423583016160778,0.1346170817172592,0.28626420903532407,0.10679278003133777,0.1713339360724842,30405.92287889679,0.26897338639679275,268.38397134224783,0.20591410986906833,1.2654069130875056,5.182250864502195,0.20322392141901038,0.1964275388357616,96.7480398708536,15.510332083996431,63841.77625019002,153.5760673843231,0.748209019607843,15.951726466049383
69,369,61.711,14.0591,38,14.9817,0,128,126,3,128,3,1.00186,60.24973,0.0,0.0,8.46429,8.674,11.90065,0.0,0.0,129.0,56.48597,0.0,0.29,2.295,-1.0,1.272905,0.10043506191563267,92.20151964607717,0.10765324427320373,0.16438386325823384,0.13345151204276098,0.2862642090353216,0.10626540158191566,0.17133739565605036,30336.357724720896,0.2701679703157257,267.7874269524598,0.20486895986503512,1.315111959758888,5.130423849424412,0.2035766695785124,0.19599908971405383,96.77018200147,15.444251543209878,63727.17630394387,153.65181672688988,0.7470396078431373,15.950135030864198
70,370,61.608,14.0278,38,16.1868,0,127,126,3,128,3,0.9991,60.15634,0.0,0.0,10.17857,8.662,12.1569,0.0,0.0,130.0,56.46582,0.0,0.29,2.179,-1.0,1.245318,0.09846124086028506,92.03178034135385,0.10749391240001191,0.16468777212164748,0.1322127107148321,0.28626420903532396,0.10586834302057595,0.17144851705212147,30051.938098585477,0.2714602071755948,267.19068161253244,0.20385897894912175,1.1291837034566685,5.169525201122551,0.20416968823664378,0.19568019651018007,96.76245429246619,15.42020482192805,63711.03091041647,153.84520698266888,0.7482094117647058,15.941599151234568
71,371,61.5778,14.2626,38,16.3136,0,127,126,3,128,3,0.99266,60.09776,0.0,0.0,9.21429,8.705,12.12591,0.0,0.0,130.0,56.45158,0.0,0.29,2.416,-1.0,1.256981,0.09635720522602215,91.8721728828205,0.10744389712620518,0.1650246463150182,0.13073074245360713,0.2862642090353225,0.10562752137701838,0.17195948601110506,29992.096891938934,0.2725190316082505,266.60093064707445,0.2024088100766778,1.061860963360192,5.149683154657595,0.20480544532210354,0.19539746509319067,96.79063055738723,15.408220267590181,63704.258156158765,153.978783743966,0.7478807843137254,16.05883487654321
72,372,61.4087,14.105,38,15.7082,0,127,126,3,128,3,0.99273,59.92406,0.0,0.0,8.46429,8.671,12.33445,0.0,0.0,130.0,56.42819,0.0,0.29,2.15,0.42528,1.278363,0.09487418700219676,91.88399292139897,0.10754588865780373,0.16532662908189358,0.12931566328065774,0.28626420903531874,0.1049093011480336,0.1726605941497812,29819.359395180396,0.2736765862266206,266.0247388198326,0.20104992284405615,1.5921910354009987,5.1803203296562454,0.20540930686581854,0.19508974602499263,96.81914192021203,15.424506670163002,63715.17824912969,154.2317193026243,0.7469721568627451,16.113088348765434
73,373,61.4647,14.0567,38,15.279,0,127,126,3,128,3,1.00085,59.94297,0.0,0.0,10.67857,8.684,12.19508,0.0,0.0,130.0,56.40816,0.0,0.29,2.258,-1.0,1.2747,0.09310543509528722,89.83263438531395,0.10755276379952089,0.16542157669550003,0.1280389998332894,0.28404658299209556,0.10444460003538708,0.17326983372252344,29984.482744101253,0.27528899863687684,265.4531842118129,0.19964103745566575,1.7987461020875768,5.156272088118297,0.20621345587775167,0.19473948915784298,96.80843597068326,15.402854260103203,63655.89059733614,154.46697234309212,0.7471498039215685,16.17674575617284
74,374,61.3924,14.1302,38,15.2993,0,127,126,3,128,3,1.00595,59.8468,0.0,0.0,8.46429,8.648,12.15727,0.0,0.0,130.0,56.40892,0.0,0.29,2.261,-1.0,1.205368,0.09147265749188414,92.02490353708764,0.10760781139159709,0.16554180006300612,0.12672107930444848,0.28626420903532407,0.10439896927254282,0.17382087139186922,29974.212061461178,0.27694436279556317,264.88544868817314,0.19798226922859363,0.936541873435537,5.152975297576951,0.20714105962031915,0.19438103652025093,96.81319846014185,15.375500337577162,63623.83893695974,154.60077790080933,0.7462894117647059,16.26461226851852
75,375,61.1656,13.8127,38,15.31,0,127,126,3,128,3,0.99902,59.62506,0.0,0.0,8.39286,8.651,12.21571,0.0,0.0,131.0,56.39077,0.0,0.3,2.369,-1.0,1.219195,0.09061064012542419,92.08253489672002,0.10818300776428547,0.1654489598905434,0.12584023268199324,0.28626420903532096,0.10442827154683336,0.17429443352207208,29606.27008178155,0.27808075149632333,264.31670696295794,0.19644685317263585,1.7871770465511914,5.151368558546104,0.20755705550223993,0.1937142142852375,96.84013282610047,15.38152284975405,63615.89288971216,154.97247488755704,0.7468023529411765,16.290123456790123
76,376,61.2359,13.9173,38,15.1822,0,127,126,3,128,3,0.99721,59.66999,0.0,0.0,10.03571,8.693,11.94382,0.0,0.0,132.0,56.37197,0.0,0.3,2.243,-1.0,1.224532,0.09009788445631117,92.22594155369721,0.10900650114294139,0.1653346739934019,0.12435566404539164,0.28626420903532174,0.10466425302782953,0.17487143005728698,29831.622728540737,0.27875753712907053,263.7622796903154,0.1956016694503983,1.8437777134131232,5.126676069025437,0.20789397406108348,0.1934058166106638,96.83071802053294,15.384108178409528,63625.499337995876,154.60941603307947,0.7456031372549019,16.42722800925926
77,377,60.9844,13.9659,37,14.5707,0,127,126,3,128,3,0.99739,59.39647,0.0,0.0,12.60714,8.759,12.03198,0.0,0.0,132.0,56.3465,0.0,0.3,2.452,-1.0,1.230293,0.0897217045548104,89.30849287670182,0.10934529409999076,0.16512787102720808,0.12315147686943434,0.28626420903532274,0.10460717149036179,0.17500784651237608,29342.659293806202,0.2793980612555211,263.21423545549175,0.19524452855584432,0.9561676186850058,5.120973541888115,0.20802350814517445,0.19253072203913313,96.86913990738348,15.338185439875096,63643.117794174665,155.03921682150144,0.7456713725490196,16.483989197530864
78,378,61.0228,13.7192,37,15.1576,0,127,126,3,128,3,1.00059,59.44306,0.0,0.0,14.07143,8.745,12.07582,0.0,0.0,132.0,56.33536,0.0,0.3,2.655,-1.0,1.207132,0.08928041798574488,87.92143628816439,0.10975553165880034,0.1650294303367945,0.12215262340852154,0.286264209035322,0.10482949832087261,0.17469118328439667,29434.74904505126,0.27986996839770506,262.6615506239827,0.19537250645142648,1.4277230609957896,5.127251885952764,0.2078880367298247,0.1921770055625456,96.85910346760045,15.355822904610338,63637.70209343651,155.10683206888774,0.7451278431372549,16.53761574074074
79,379,61.1041,13.431,37,14.794,0,127,126,3,127,3,1.00111,59.48885,0.0,0.0,12.57143,8.734,11.86254,0.0,0.0,131.0,56.31743,0.0,0.3,2.898,-1.0,1.200202,0.08871712855579325,92.21498361842009,0.10997466088664737,0.16478187714125114,0.12077667208937554,0.2840465829920959,0.10521794235655325,0.1742274260820796,29621.01632081237,0.28057845148530863,262.12388406117014,0.1953683687927297,1.6141373477546739,5.094695861965258,0.2079480999460683,0.19124198495033518,96.855307692638,15.315511256088445,63635.70019151618,155.30420092495717,0.7456188235294118,16.531105324074073
80,380,61.097,13.2169,37,14.4203,0,127,126,3,127,3,0.99319,59.47075,0.0,0.0,14.07143,8.673,11.60996,0.0,0.0,132.0,56.2972,0.0,0.3,2.659,0.433,1.172549,0.08794241704313735,92.0850573046644,0.10983649965006995,0.16455818442367703,0.11989345903005177,0.2862642090353227,0.1054870384621488,0.17430770149296068,29658.01456090387,0.28166792403312835,261.5831441407647,0.19504421601814884,1.6209874035103902,5.063221446841238,0.2080504150165303,0.19049135690656405,96.86410302844078,15.299610090844427,63686.42735403822,155.66214797346277,0.7462070588235293,16.578173225308642
81,381,61.0647,13.6366,37,14.4842,0,127,126,3,127,3,0.99583,59.41264,0.0,0.0,12.5,8.677,11.42837,0.0,0.0,131.0,56.31349,0.0,0.29,2.598,-1.0,1.226557,0.08727607464669011,90.87239712497008,0.10933408276258869,0.16440019499418745,0.11852144557921844,0.28404658299209956,0.10564240621471709,0.17442759217982393,29627.94219298672,0.28285160114979185,261.0617321873681,0.19447750454855126,1.9486092960047867,5.034142702918107,0.20811169428981927,0.18978904107360386,96.87608228802321,15.334541226610726,63693.74892959792,155.57559207538077,0.7452260980392155,16.66695601851852
82,382,61.0396,13.8936,37,14.8147,0,127,126,3,127,3,1.0033,59.36731,0.0,0.0,10.78571,8.666,11.7912,0.0,0.0,131.0,56.27711,0.0,0.3,2.704,-1.0,1.144038,0.08641974137041035,91.69390069596777,0.10910119444572071,0.16443945850017366,0.11738922609741366,0.28404658299209884,0.10556853567280834,0.17403426675907369,29627.02390361503,0.28446149473877297,260.5507727986257,0.19405676622958498,2.010647998839475,5.069074694785713,0.2086657544990888,0.18915838406838534,96.87219178851373,15.363488844883294,63707.284129057654,155.99710287036862,0.7453729411764706,16.68504050925926
83,383,60.8408,13.4612,37,15.0281,0,127,126,3,127,3,1.00417,59.147,0.0,0.0,11.10714,8.719,12.00953,0.0,0.0,132.0,56.27039,0.0,0.3,3.012,-1.0,1.195134,0.08531810582096286,90.91462699020522,0.10916668802810633,0.16456217704441228,0.11654124208921379,0.2840465829920959,0.10593560966735278,0.17351032420690393,29377.78531507191,0.28575168835030446,260.03811315775056,0.19358130405014953,1.5881463398623403,5.096907378761644,0.20859345842185106,0.18864639667209704,96.8948989406694,15.305322152596935,63827.20886736251,156.08538318218783,0.7453588235294117,16.71585648148148
84,384,60.8348,13.7682,37,14.967,0,127,126,3,127,3,1.00075,59.15817,0.0,0.0,10.64286,8.684,11.63235,0.0,0.0,132.0,56.25306,0.0,0.3,2.565,-1.0,1.191684,0.08437050358319695,90.44233350716759,0.10964412065568806,0.16474913069575695,0.11484616627706071,0.28626420903532196,0.10651564548754723,0.1733343100958403,29396.5467637145,0.2871002334620279,259.524932907049,0.19285117261516468,1.9263189168752148,5.04861838669301,0.2090092992708076,0.18863357009248835,96.89721444605924,15.245624871901525,63759.1725444247,155.97040391071033,0.7457239215686274,16.732011959876544
85,385,60.8074,13.1663,37,15.1177,0,127,126,3,127,3,0.99969,59.11185,0.0,0.0,11.14286,8.643,11.90436,0.0,0.0,133.0,56.24271,0.0,0.3,2.45,-1.0,1.175504,0.08396684396500198,90.2556233964813,0.1099066253988838,0.1647442467921083,0.11409001985750966,0.28626420903532296,0.10703238767403939,0.1738648584262319,29434.661240714486,0.2886590045402701,259.02096670393144,0.19185143571091984,1.637711727989424,5.074132028595767,0.20901815736360702,0.18877211940311805,96.89450547383016,15.259114394953222,63862.39048648619,156.35214916669435,0.7462894117647059,16.732349537037038
86,386,60.6541,12.9189,37,14.6826,0,127,126,3,127,3,0.99961,58.96012,0.0,0.0,12.10714,8.687,11.38429,0.0,0.0,133.0,56.24463,0.0,0.3,2.748,-1.0,1.215724,0.08383606600421109,92.06009228548352,0.10996737999590585,0.16476478828996818,0.11256468899203782,0.28626420903531885,0.1077087098718028,0.17453444636574286,29207.790691783615,0.29032426495445035,258.5259775523458,0.19118045887865304,1.8362572912041757,5.0141842915954244,0.20898788864785153,0.18895193563226811,96.9120743848059,15.266799361617478,64013.20793590521,156.20631346435718,0.7459690196078431,16.825135030864196
87,387,60.5782,12.9449,37,14.3325,0,127,126,3,127,3,0.99851,58.85642,0.0,0.0,9.64286,8.751,11.16813,0.0,0.0,132.0,56.23561,0.0,0.3,2.778,-1.0,1.208456,0.08428344018777685,92.28263040705532,0.10997119952149173,0.16482148178184164,0.111363092567967,0.2840465829920968,0.1081856895718115,0.17508258671749818,29078.288178135215,0.29217465305625356,258.03052798305794,0.19067190043343532,1.5517331157343077,4.9777958299420515,0.20924363134105833,0.18950634231211372,96.93077259112805,15.272015418535398,64024.328274217725,156.43540075149804,0.746236862745098,16.738811728395063
88,388,60.5008,13.3221,37,14.441,0,127,126,3,127,3,1.0003,58.75917,0.0,0.0,10.28571,8.677,11.18922,0.0,0.0,133.0,56.22596,0.0,0.3,2.817,0.43287,1.239945,0.08499039713142495,92.3030209563721,0.11002286101099623,0.1647443368789969,0.1101937536109148,0.2862642090353196,0.10900457984501251,0.1757721165942908,29039.97073670798,0.2945092046092478,257.5423194028862,0.1901814285194516,1.930065796822935,4.979078318731669,0.2090378827531142,0.19000139681277187,96.93472102025238,15.23783290533372,64043.288941153296,156.4693899146402,0.7465345098039216,16.773630401234566
89,389,60.3796,13.5058,37,14.6014,0,127,126,3,127,3,0.99692,58.6097,0.0,0.0,12.35714,8.702,11.51196,0.0,0.0,132.0,56.21559,0.0,0.3,3.046,-1.0,1.259823,0.08556084320880854,89.27501878733568,0.10971309182808008,0.16478210307835567,0.10846941212604604,0.2840465829920941,0.10974507318254138,0.17576667325133527,28903.98880225914,0.29677950090980704,257.05135411149246,0.1900557472393521,1.6922548089786906,5.017787034978174,0.20907181244676948,0.19077468994037158,96.96423692945969,15.226009415991513,63984.67081222345,156.54722279968843,0.7464741176470588,16.78322723765432
90,390,60.2715,12.9988,37,14.6228,0,126,126,3,127,3,1.00039,58.51987,0.0,0.0,13.28571,8.769,11.67498,0.0,0.0,132.0,56.1967,0.0,0.3,2.82,-1.0,1.257451,0.08620903089701779,92.1346485778839,0.10929246842291554,0.1646694554002776,0.10742715128979206,0.2840465829920926,0.11068029552554018,0.1754049686986673,28608.018080065776,0.29898853379516405,256.55933862569424,0.1903250474367727,1.3257428710059795,5.03091454035915,0.20848680428739758,0.1917746229646601,96.98725008312286,15.189849853515625,64027.79792136953,156.8910231793029,0.7459505882352941,16.815875771604937
