,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,cubcol.0.6,blockiness,cubrow.0.5,cubcol.1.0,cubcol.0.3,contrast,staticness,uhdhdsim,movement,cubcol.0,tone,cubrow.1.0,cubcol.0.5,cubrow.0.6,temporal,color_fulness,fft,saturation,noise,blur,cubrow.0
45,45,69.2725,23.8866,40,39.7081,0,121,118,11,135,15,1.00665,63.45399,0.0,0.0,0.46429,5.49,20.25851,0.0,0.0,120.0,34.85901,0.00404,0.44,13.917,-1.0,0.179288,0.046251892707214144,0.19760590124010285,5.840027946398124,0.09759419892341277,0.12340575451394492,0.26116055184250137,88.36476319087738,366.6950340999078,82.36956707573373,13.880208333333334,0.13705916240173485,0.5357129411764706,0.016838301917175617,0.21229030770418858,0.11131429014938085,6.339462215811337,81.54599711127096,73839.87300184449,45.29989266101225,0.5168119926552079,62463.34570249081,0.013960477936302468
46,46,70.2658,24.3008,40,37.4607,0,121,118,11,135,16,1.05545,64.39572,0.0,0.0,0.17857,5.46,20.50993,0.0,0.0,123.0,35.03396,0.00455,0.44,13.684,-1.0,0.180315,0.04763289958869929,0.1979790126581278,6.025078410876552,0.09919318813216077,0.12471806579157763,0.2631963632577223,84.77262205525876,367.04430412979224,82.25340733578727,13.742717978395062,0.1357171019545034,0.5360282352941177,0.016929225488401842,0.21165591375740886,0.1119602061997452,6.345922741095796,82.99273934071167,73839.44048557171,45.366531560450426,0.5206530336342788,66970.3873724621,0.0143885851644076
47,47,70.8466,24.3325,40,36.825,0,120,118,11,135,16,1.08363,64.90923,0.0,0.0,0.21429,5.386,20.86592,0.0,0.0,124.0,35.22153,0.00477,0.43,13.701,-1.0,0.189685,0.049854747660089634,0.19855249573221576,6.298118322304459,0.10141848625641661,0.12556366964254084,0.2642474922046978,88.27442834688969,367.53575857485816,82.21061957817192,13.356577932098766,0.13442264283920755,0.5359572549019608,0.01701736966792717,0.2113192389010569,0.1131116520060566,6.293779998273427,84.01578696064331,74805.41055139461,45.714147685486594,0.5206530336342748,68993.28955550773,0.01498336299859485
48,48,71.1823,24.4729,41,38.5973,0,120,118,11,135,16,1.07696,65.21814,0.0,0.0,0.21429,5.383,20.9,0.0,0.0,124.0,35.496,0.00501,0.43,14.091,0.12873,0.17736,0.05118504536137118,0.1988701868467894,6.127924631429541,0.10448595935631945,0.1262437865832843,0.2638217514336607,85.78969647091597,368.06845165177776,82.08099704752463,13.210021219135802,0.1330427885282902,0.5376423529411765,0.01712383748714197,0.21252042191294207,0.11590354211046176,6.281420121869575,85.00237267087164,74780.43786754293,46.078453911675346,0.5228706596775027,70849.68791841289,0.015709614713257533
49,49,70.2288,24.7762,40,40.5771,0,120,118,11,136,16,1.07313,64.37896,0.0,0.0,0.21429,5.52,21.01663,0.0,0.0,124.0,35.45748,0.00462,0.44,12.502,-1.0,0.172284,0.05108721636200444,0.1990608413934544,6.498133136230024,0.10634916613878843,0.12762614875913797,0.26267213420140534,87.8699404170749,368.57045279609366,82.07410642168139,13.189718364197532,0.13175034502258512,0.538288372549019,0.01735744275308713,0.21269947250246554,0.11867502155703884,6.275876166431154,84.9718723475946,74048.58466191564,46.29389068226755,0.5228706596775042,67724.41682134185,0.016397078630238166
50,50,69.7414,24.4094,40,42.71,0,120,118,11,136,16,1.00565,63.94503,0.0,0.0,0.75,5.474,21.27742,0.0,0.0,125.0,35.40978,0.00339,0.43,13.24,-1.0,0.166399,0.05103607806299665,0.19913357836617626,4.056428666799798,0.10849638662236824,0.12935597068383523,0.26200010215256586,85.22208899623078,369.03785682792363,82.32645797212152,13.223186728395062,0.13058665725891355,0.5385894313725488,0.017888635782631924,0.21271196370925874,0.12301574727574667,6.227008121404125,84.6478108361511,74725.53775286427,46.645506117078995,0.5212472447416743,64189.80769033906,0.01710622292822535
51,51,68.8132,25.2165,39,41.9055,0,120,118,11,136,16,1.01202,63.12942,0.0,0.0,0.60714,5.673,20.9646,0.0,0.0,125.0,35.27934,0.00352,0.45,12.743,-1.0,0.163,0.051338841992656134,0.19935851980327926,4.760168707785736,0.109672863355572,0.1312919451854615,0.2616309628287432,87.37179671654432,369.47891258437784,82.33349291665859,12.998360339506172,0.12933211250369367,0.5385303725490197,0.018582026921664788,0.2126375237262414,0.1242704318050203,6.114358104670531,83.41475243634466,74514.7959191602,46.98331573863088,0.5228706596775046,61179.175650374025,0.017753052636643268
52,52,68.799,25.1626,39,42.2691,0,120,118,11,136,16,1.01844,63.06863,0.0,0.0,0.32143,5.725,21.65866,0.0,0.0,125.0,35.03914,0.0043,0.44,11.668,-1.0,0.159355,0.05141750841820899,0.1995314274331161,4.871333535538724,0.11064059129145815,0.13240132689466058,0.26182649552810544,84.45969384927358,369.8827391384666,82.21013433220078,13.073350694444445,0.1282185404965284,0.5338090392156862,0.018575517947311836,0.21284666915859152,0.12388326666110551,6.181718692571214,83.37278264835695,73516.9494394599,47.137324015299484,0.5250882857207338,65212.5418500512,0.018323712502372788
53,53,68.0696,24.4465,39,44.1299,0,120,118,10,136,15,0.98723,62.42006,0.0,0.0,0.57143,5.637,21.61099,0.0,0.0,125.0,34.9321,0.00389,0.44,13.053,-1.0,0.163376,0.05104930657739414,0.19956813162150114,4.023474698976074,0.10954080636845945,0.13312813026281883,0.2631944231587758,85.20184285947133,370.1502145479944,82.63616238487374,12.997974537037036,0.1271792160847824,0.5330074509803922,0.018703761519668703,0.2138547071361806,0.1241654601833913,6.246757209156126,84.23653399394463,72469.80687557934,47.30594418372637,0.5228706596775002,63594.6437035936,0.018713361104856607
54,54,67.0539,23.9867,39,39.3938,0,120,118,10,136,16,0.95987,61.5859,0.0,0.0,0.57143,5.64,20.99035,0.0,0.0,125.0,34.92162,0.00458,0.44,12.06,-1.0,0.151276,0.05072504017471798,0.199726915777847,5.505047234781739,0.10909851132485608,0.13479276813837276,0.26312296407394614,85.9291847244714,370.2965298114472,83.11964144852057,12.947145061728396,0.126210376317301,0.5306560784313725,0.019035807052460076,0.2119036220571642,0.12562195249352878,6.2700464648229755,84.33666926593762,72504.45558753006,47.449315765757625,0.5228706596775065,57532.84008191587,0.01940949493017297
55,55,67.4877,24.0369,40,39.5881,0,120,118,10,136,16,0.93618,61.97497,0.0,0.0,0.53571,5.662,20.5958,0.0,0.0,125.0,34.90485,0.00497,0.45,11.325,-1.0,0.129832,0.05049978367624527,0.19998476622869985,5.4888586530096335,0.10908271293886089,0.13608579822617192,0.2632097501731292,84.99540562314469,370.289675626916,83.12572603907624,12.756028163580247,0.1253485184288758,0.5287441568627442,0.019404426927849855,0.21077425810702055,0.12698030124004073,6.212325493736098,84.25858235932888,73300.97973566478,47.35956695933401,0.531146952743028,59678.215232730414,0.02020266213864412
56,56,69.509,23.8736,41,40.3749,0,120,118,11,136,16,0.91593,63.7715,0.0,0.0,0.39286,5.432,20.6367,0.0,0.0,125.0,34.97663,0.00451,0.46,11.717,0.1304,0.137269,0.05027997802683594,0.20020773532683178,4.712757884899202,0.10967976787681102,0.1367668932252047,0.26355812725310596,87.9198899801926,370.144070454885,82.64650990804739,12.393856095679013,0.12452388120742006,0.5289286274509803,0.01962775738771424,0.21064182081955804,0.1295371640374918,6.171590134463617,84.50694824732179,74742.63366765101,47.33093450098862,0.534987993722097,67157.48389422396,0.021229183940861353
57,57,72.5034,23.4159,42,43.4603,0,119,118,11,136,16,0.93848,66.44792,0.0,0.0,0.53571,5.071,20.49648,0.0,0.0,125.0,35.11336,0.00483,0.47,14.86,-1.0,0.148537,0.049923900506140026,0.2004539697737226,6.1847356162770994,0.11066018706487898,0.13819604955131334,0.26541785243097066,87.32233918241629,369.81614463968515,82.02344283103847,12.21387924382716,0.12363049786782751,0.5313207843137255,0.019938549251490082,0.21112088273232363,0.1326142407142723,6.140721561115783,85.0997738624983,75401.2943567454,47.439651677637926,0.5416408718517861,77166.05597491392,0.022603644250060183
58,58,73.6,23.672,43,41.5017,0,119,118,11,136,16,0.93679,67.48213,0.0,0.0,0.46429,4.733,20.09769,0.0,0.0,125.0,34.84518,0.00438,0.47,12.191,-1.0,0.134541,0.0496447239942251,0.20072148331014358,5.694530871107267,0.11192689522998497,0.1408684967673954,0.26770185321158607,83.88330021946015,369.29306020692724,82.0815340457478,11.753134645061728,0.12272991316124018,0.5276016470588236,0.02080920169378963,0.21115203234904587,0.13574439353823736,6.067896141718063,83.96864963540172,76182.88354589195,47.6396516399619,0.5454819128308395,80615.89252802773,0.024304842748858187
59,59,73.8481,23.7833,44,45.2467,0,119,118,11,136,17,0.95674,67.81626,0.0,0.0,1.71429,4.507,20.32027,0.0,0.0,125.0,34.35942,0.00424,0.47,12.229,-1.0,0.142619,0.04939643751905829,0.20149351576589003,5.446065955631299,0.11285469505378752,0.1429428779558085,0.26939058736796456,89.2203465209361,368.6191073925227,82.31611565882078,11.455922067901234,0.12189221942418095,0.5199976470588233,0.02071399265324368,0.21129866551038584,0.13972011896830352,6.071382686427486,82.84743645884377,75925.6288475082,47.78359570915317,0.5454819128308447,76904.59006003852,0.026817275115765548
60,60,73.757,23.7397,44,44.9459,0,119,118,11,136,16,0.95362,67.84596,0.0,0.0,1.25,4.26,20.42004,0.0,0.0,125.0,34.04451,0.00427,0.48,11.739,-1.0,0.124144,0.04960830184634787,0.20180399373887248,6.891285829473374,0.11320112907117544,0.14500424499645417,0.2728162032653792,88.7764828215853,367.8793239160906,82.18752215211067,11.510030864197532,0.11599046846798225,0.5185109803921568,0.02100579776926335,0.21253060779072183,0.14171610159043344,5.869138186344868,82.0994020342736,75082.43915251966,47.99028768657166,0.5454819128308533,74964.34670607105,0.03002739050842741
61,61,73.0036,23.6728,44,45.7566,0,119,118,10,136,16,0.95481,67.25225,0.0,0.0,2.25,3.808,20.38379,0.0,0.0,125.0,33.77521,0.00299,0.49,11.376,-1.0,0.125406,0.049830613716158684,0.20086713497331396,8.31970369493347,0.11354997075300208,0.14516923278706878,0.2738823625784932,85.25434401679809,367.15642922945733,82.02063306609114,11.647087191358025,0.11100218631560294,0.5161858823529413,0.020342449978252648,0.21385661990497293,0.14225701222186413,5.811897038286379,81.14923355193815,74256.45144814294,48.079751662266105,0.5515405798531364,73868.39308847903,0.034255330897991786
62,62,71.5597,23.4436,44,42.9247,0,119,118,10,136,16,0.99614,65.97751,0.0,0.0,1.71429,3.696,20.32266,0.0,0.0,125.0,33.37782,0.00323,0.52,12.856,-1.0,0.135678,0.05014160847651419,0.19984917969871152,7.221655367650398,0.11312123341440122,0.14619632815801345,0.2740520067199588,88.30813296747954,366.5033937454054,81.70849221425543,11.212625385802468,0.11080765527004685,0.5108486274509804,0.02012944411012757,0.2153640128269431,0.143226554377483,5.81655219606843,80.30544342655567,73318.390804211,48.00568361635562,0.5499171649173092,66285.3564451602,0.03756510826143753
63,63,71.2433,23.7932,44,40.9049,0,119,118,10,136,16,0.98895,65.71951,0.0,0.0,1.39286,3.577,20.12275,0.0,0.0,123.0,33.45676,0.00307,0.53,11.702,-1.0,0.122848,0.05043572746267122,0.19795776386127578,7.947813806348077,0.11317783378151565,0.14711871151099284,0.2744143280689659,88.27628589176217,365.99011990672574,81.76079846901135,11.084635416666666,0.11030907799037434,0.5114788235294118,0.020252380361013587,0.21679320360700505,0.1440038126754356,5.731725368584445,80.61749173110802,72861.98822333035,47.95879693678868,0.5499171649173021,64978.35785017881,0.04110002703569184
64,64,70.8994,23.3032,45,42.4213,0,119,118,10,136,16,0.99598,65.41226,0.0,0.0,2.42857,3.554,20.4244,0.0,0.0,125.0,33.64441,0.00327,0.51,11.297,0.12719,0.124755,0.050722817751405185,0.19599597017034984,6.6044926733521105,0.11397347253145591,0.14789394840375394,0.2746279721037352,84.9177444039328,365.6491278207648,82.08226953528914,10.94188850308642,0.10262309211703641,0.5132649411764706,0.020404243634073692,0.21835583943899275,0.14496384573380117,5.823745385936447,80.82688225999821,73462.3582227935,47.89876546977479,0.5493229538099023,64484.6959071825,0.043700522255686915
65,65,71.4938,23.3905,45,44.9501,0,119,118,11,136,16,0.96853,66.0364,0.0,0.0,2.03571,3.46,20.0067,0.0,0.0,124.0,33.58446,0.0038,0.49,12.589,-1.0,0.123439,0.05104299187356808,0.19473888092040476,5.0978215200657155,0.11487904678015785,0.1491659427413962,0.2751982379383788,84.86738433943746,365.4042144202608,82.16514892999908,10.82494212962963,0.09237931663764132,0.5111431372549019,0.020589441021201055,0.2200225696005895,0.14597715071254552,5.7078052382557765,79.94191113958824,72591.91190946262,47.858893877194255,0.5598168729186617,62715.40727355872,0.04718815117770489
66,66,74.0434,22.9116,48,47.9798,0,119,118,11,136,17,0.95426,68.39108,0.0,0.0,3.14286,3.221,20.08824,0.0,0.0,123.0,33.60123,0.00346,0.52,12.259,-1.0,0.121313,0.051445612823760624,0.19390513308556195,7.26044720610698,0.1153570517356137,0.1507709042654325,0.27566726968634975,85.17077566225502,365.2010391208431,81.83891822721665,10.49315200617284,0.08624165385555416,0.5128086274509804,0.020830883739169984,0.22199024495274836,0.1477404505931896,5.59667012889234,80.46061007770868,74651.59393986812,47.77891107253087,0.5703107920274142,66194.54130306713,0.05265835383078003
67,67,77.7411,21.3763,51,52.3032,0,119,118,11,136,17,1.00273,71.83432,0.0,0.0,2.14286,2.995,19.67861,0.0,0.0,121.0,33.69175,0.00334,0.52,11.888,-1.0,0.109304,0.0524227984598262,0.1950447311799169,8.677763927667392,0.11675195628151208,0.15260763495225504,0.2766047956111673,85.41952686153347,365.02426696912147,80.95794469518393,10.360918209876543,0.07878430089938238,0.515409450980392,0.021229759849596762,0.2237111544565475,0.1517791802658804,5.5126786676811665,81.10175522762012,77404.95514225747,47.820221889166184,0.5846457521152334,71849.9890306823,0.06286294538283237
68,68,80.0663,20.8985,52,43.09,0,119,118,12,136,17,1.03047,73.98717,0.0,0.0,1.60714,2.882,18.35773,0.0,0.0,126.0,33.77479,0.00339,0.51,13.184,-1.0,0.095472,0.053679344380533664,0.1954552559372106,8.411745390696941,0.11861514609501908,0.15469818352149622,0.27757856121091024,85.19339163965097,364.8568482345395,80.43329760684267,9.812885802469136,0.07735823923365565,0.5145960784313725,0.021884446384099403,0.22453006459420952,0.1574264398901756,5.412531585814375,82.39808854204895,78483.41937185894,47.80727377055604,0.5884867930943006,74884.12702333002,0.0800929423405375
69,69,79.1467,21.8228,52,39.7789,0,119,118,12,136,16,1.01938,73.19852,0.0,0.0,2.10714,2.875,17.944,0.0,0.0,124.0,33.51522,0.00278,0.53,11.572,-1.0,0.109256,0.05508336903244488,0.1966354061600367,10.593573114290772,0.12037171712913812,0.1565766577932197,0.2781393832870977,86.9865305320867,364.6642232822043,80.3840315410538,9.401765046296296,0.07652085461338605,0.5089054901960783,0.022899421778005725,0.22468842058149696,0.16327846513850428,5.273352113125204,82.35069408874334,77750.5029011409,47.80208634741513,0.5884867930942931,70140.56431557733,0.09815748339619174
70,70,78.4342,22.4312,52,42.1629,0,119,118,12,136,16,0.94581,72.49066,0.0,0.0,2.67857,2.955,18.73816,0.0,0.0,125.0,33.49605,0.00367,0.53,12.065,-1.0,0.104346,0.05574719485486671,0.19771873927699332,7.795652279629329,0.1214197827527701,0.15813210064261665,0.2789895632082503,87.25066107630174,364.4364538984172,80.99715768433995,9.180362654320987,0.07617700369810393,0.5081078039215685,0.02310582322041779,0.22488443680408202,0.16865286832844997,5.4678563790759585,82.57497801189386,78248.10137134501,47.60548382040895,0.5884867930942963,69852.19575188063,0.10853338892736902
71,71,77.3583,22.8177,51,41.8783,0,119,118,12,136,16,0.9169,71.40638,0.0,0.0,2.46429,3.081,19.26465,0.0,0.0,126.0,33.54778,0.00441,0.5,10.856,-1.0,0.120552,0.05574642484281073,0.19884663083033352,10.67903419309353,0.12272804978969278,0.15881659976219786,0.2808761812630717,85.49669668554617,364.20046402390705,81.80565631826505,9.187451774691358,0.07563562983956107,0.5088388235294117,0.02379291328925245,0.22755699927650938,0.1725420624742845,5.542497878115017,83.3960873264506,78341.63658060346,47.662007649739586,0.5824281260720013,72215.60665088156,0.11127685059545606
72,72,75.2478,23.0755,49,41.5898,0,119,118,12,136,17,0.95108,69.4866,0.0,0.0,1.82143,3.43,19.59844,0.0,0.0,126.0,33.4991,0.0034,0.54,9.699,0.12873,0.103988,0.05569004123899151,0.2000453745295549,9.410080377870747,0.1245840038880479,0.15955004027537345,0.28374454339266864,85.07542806483511,363.9643218251053,81.88006949112334,9.294656635802468,0.07527992108370786,0.5080573137254902,0.024906787344624745,0.23053982933104056,0.17656049749058772,5.5733215786903845,83.72470281557894,77995.41973346242,47.563887796284234,0.5741518330064833,68503.58362741802,0.11183148350533453
73,73,73.707,22.8466,49,41.1605,0,119,118,12,136,16,0.95835,68.09502,0.0,0.0,1.89286,3.65,19.81955,0.0,0.0,125.0,33.44693,0.00536,0.53,10.593,-1.0,0.099324,0.05574947344677128,0.2011615660892936,8.55307879317011,0.12514296685864326,0.16033757601609297,0.2876624611887819,87.33844610374007,363.7453229859854,82.20189896006025,9.453993055555555,0.07511537523349524,0.5043352941176471,0.025330558207637625,0.23029797925961268,0.17739401527749052,5.647817475710447,84.22231579710821,77307.77187114765,47.44316892270689,0.5703107920274153,65178.213579597345,0.1122995100450574
74,74,73.0154,22.7089,48,38.5791,0,119,118,11,136,16,0.9437,67.42423,0.0,0.0,0.82143,3.842,19.62234,0.0,0.0,125.0,33.58734,0.00417,0.54,11.167,-1.0,0.100642,0.055797636506873735,0.20227594249002998,10.702503069801839,0.12536525798993053,0.1610565774484715,0.28854761460444983,91.95369228408143,363.5700870923978,82.67890937428128,9.517023533950617,0.07484416707718554,0.5045894117647058,0.026364778768943935,0.2302310745178613,0.17744712997933532,5.650668101523037,85.18515456047618,76585.57100304514,47.4310223614728,0.5686873770915833,66515.8471890784,0.11277819648130875
75,75,73.5683,22.5943,48,37.2795,0,119,118,11,136,17,0.90456,67.80388,0.0,0.0,1.82143,3.942,19.51004,0.0,0.0,124.0,33.87763,0.0037,0.52,9.69,-1.0,0.112366,0.05590810150173414,0.20344982788446822,7.731919198192138,0.1257737732096636,0.1617913521733371,0.2881437143947146,90.09449615024901,363.44080789016334,82.50587245378847,9.956934799382717,0.07396742301806009,0.50604,0.027400710716933792,0.23043410502408146,0.179321455342373,5.627690557370444,86.37949329016867,77442.22757999948,47.61636823489342,0.5642521250051288,72062.67753314816,0.1132423330765577
76,76,73.8222,22.7521,47,40.8298,0,119,118,11,136,17,0.91959,67.87248,0.0,0.0,1.46429,4.114,19.40962,0.0,0.0,124.0,34.02414,0.00348,0.51,9.966,-1.0,0.115956,0.05597241195877958,0.20458089555035233,7.935652940616436,0.12600699895948683,0.16257023150576647,0.2896657959018709,90.11882068330279,363.31847563384434,82.42546051640312,10.349006558641975,0.07353979112835957,0.5080207843137254,0.028128673645553194,0.23076150434634768,0.18083854401104663,5.683136539553835,86.23603207749801,78296.74963909802,47.51226203824267,0.5598168729186689,77998.46630654857,0.1133991254699053
77,77,69.7396,22.9816,45,45.6221,0,119,118,11,136,17,0.9278,64.22482,0.0,0.0,1.25,4.63,19.53964,0.0,0.0,124.0,33.84394,0.00395,0.46,10.971,-1.0,0.137707,0.05605684385715551,0.20600093436031164,8.289490475835544,0.12597268522820265,0.16328909837428593,0.288210330085954,86.31476518033539,363.18700445956773,82.6830283804744,10.370081018518519,0.07316064096278056,0.5066792156862745,0.028884846488174014,0.23111468285324244,0.18230582247728805,5.727330948888558,86.26151701892893,75376.96702445202,47.26576458966291,0.5531639947889745,67392.61875763765,0.11338119279625875
78,78,68.321,23.0973,44,44.7973,0,119,118,11,136,17,0.93542,62.90442,0.0,0.0,0.5,4.957,19.73646,0.0,0.0,124.0,33.9108,0.00377,0.49,10.838,-1.0,0.128632,0.05565532174529147,0.20722406880987757,8.364196147658996,0.1267223508074353,0.16382789579177415,0.2891661490466292,88.09190509082033,363.03132053416203,82.5608952767847,10.579523533950617,0.07232356394177923,0.5107377058823528,0.029415980948782776,0.23153966002530302,0.18330474492583695,5.892859655026365,85.98817075895647,74625.11950085878,47.189380221896705,0.5543524170037658,66043.12817104475,0.1134289102523933
79,79,68.0813,23.6006,43,40.7243,0,119,118,11,136,17,0.9858,62.72361,0.0,0.0,0.64286,5.199,19.83605,0.0,0.0,124.0,34.1133,0.00446,0.47,10.443,-1.0,0.128436,0.05541475282157235,0.20712380294909402,5.031583221438716,0.12755889214384894,0.1641269734739532,0.2909173148376705,89.47259654393754,362.8186817273024,82.43038472457062,10.834924768518519,0.07187455984449959,0.511984705882353,0.030081587267046638,0.23230261602078184,0.1838591403559666,6.019114918811917,86.12510329352267,73900.31791620005,47.0366655514564,0.5476995388740763,65480.89261661806,0.11352551861486487
80,80,69.4552,23.2965,43,40.2732,0,119,118,11,135,17,1.01102,63.87999,0.0,0.0,0.82143,5.29,20.26583,0.0,0.0,124.0,34.27939,0.00431,0.47,11.132,0.12963,0.122738,0.055459936757954006,0.20714233660034645,4.924070176890582,0.12841005400368682,0.164791773120138,0.2937866015186248,84.71438032870853,362.5712532456479,82.27459151467798,10.847125771604938,0.07149263561439123,0.5119529411764706,0.030707597722039875,0.2335044711647097,0.18463814882120186,6.086239224884327,85.96059943843004,75178.36870546815,46.815106238847896,0.5476995388740759,69709.88460829457,0.113632680382476
81,81,68.8924,23.613,43,42.6902,0,119,118,11,135,16,0.97317,63.28754,0.0,0.0,0.17857,5.305,20.00011,0.0,0.0,124.0,34.11566,0.00346,0.46,12.349,-1.0,0.119907,0.05564570846950892,0.20797129430641484,4.839685093502229,0.12874275216047917,0.1655366499040326,0.2973380991445264,86.8185009127614,362.29627779922384,82.5169234645897,10.507137345679013,0.07138232202028491,0.5100890196078431,0.03148599077107149,0.23477258193829043,0.18598702127145794,6.170317401907116,85.4880457631492,77100.52823628065,46.641754527150844,0.5432642867876157,66422.23031371363,0.11369772374746517
82,82,65.9934,22.8893,40,44.6445,0,119,118,11,135,15,0.92757,60.67508,0.0,0.0,1.14286,5.581,20.271,0.0,0.0,124.0,33.80283,0.00412,0.45,11.802,-1.0,0.13631,0.0556846034697673,0.20846781194918065,4.502385089271459,0.1287450249810502,0.16610432455625745,0.29766339800969527,86.17095972739244,361.99217462310247,82.68287208404786,10.019483024691358,0.07119471401609773,0.5048192156862745,0.032299845966986505,0.23454441889318609,0.1875929431579552,6.195273544207023,84.88693082450993,73184.94287350288,46.55743992181472,0.5327703676788603,59843.58659090213,0.11376695105756458
83,83,65.6402,22.2105,39,40.2277,0,119,118,11,135,15,0.90594,60.24611,0.0,0.0,0.96429,5.509,19.65081,0.0,0.0,125.0,33.72235,0.00436,0.44,12.829,-1.0,0.125824,0.05609041240990813,0.21009666876132313,5.307679388173126,0.12944758604735923,0.16646169850751935,0.2980104087095193,85.88975297257218,361.64595731914756,82.53809956123357,9.975212191358025,0.07072676387157258,0.5044239215686275,0.03301095153577177,0.23440859139374876,0.18803232177047005,6.135601298863145,84.07916551088937,72549.34152934227,46.46137002073688,0.520653033634274,60373.904704293665,0.11386448190998144
84,84,66.1108,20.8669,38,40.4523,0,119,118,11,135,14,0.95075,60.54822,0.0,0.0,0.57143,5.443,19.06973,0.0,0.0,124.0,33.63434,0.00437,0.44,14.781,-1.0,0.137558,0.05513598195008658,0.21083467471917755,4.870566205916858,0.13020428831155664,0.16695387372951798,0.2994115768884868,86.44657719474398,361.30292090433954,82.89529196936927,9.793885030864198,0.0701074254569358,0.5017607843137255,0.03338653270116187,0.23508907280092417,0.18824954138236794,6.1130350112371445,83.81838451722669,73667.25218583408,46.49867775999469,0.5184354075910496,59390.36324610496,0.11388832598070978
85,85,68.9344,19.5926,38,39.1004,0,119,118,10,135,14,0.99326,62.85045,0.0,0.0,0.28571,5.069,17.92023,0.0,0.0,125.0,33.56936,0.0045,0.44,17.091,-1.0,0.143135,0.05446337651418038,0.21094575372284027,3.9089932263393674,0.1307554022861998,0.16727449701750238,0.30158548845542693,84.86793608291725,360.9648084992338,82.66182581045229,9.65234375,0.06949575882248728,0.5007419999999999,0.033730161270962906,0.23658668812376513,0.18809358943494311,6.06689255298671,83.2429068118297,76026.02156071234,46.70109652295525,0.5101591145255245,69388.58236853566,0.11396380058927788
86,86,68.5686,19.5081,38,34.046,0,119,118,10,135,14,1.0122,62.46791,0.0,0.0,0.03571,4.983,16.82992,0.0,0.0,125.0,33.29053,0.0044,0.43,14.224,-1.0,0.143832,0.053751398997766826,0.21070336616804358,3.3901902008465923,0.13017910458697957,0.16748818648277186,0.3034142167604466,85.82503029496668,360.6372547463925,82.55060348514354,9.259500385802468,0.06947698147815665,0.49897803921568623,0.03420351423718286,0.23747125757255186,0.18768161802678435,5.984348598159212,83.08542061521834,75764.0973648586,46.62860013231819,0.5024770325673888,67663.78671454093,0.11399169687942942
87,87,68.1936,19.8221,38,32.6355,0,120,118,10,135,13,1.00927,62.10599,0.0,0.0,0.60714,5.044,16.75318,0.0,0.0,125.0,32.8337,0.00404,0.43,17.085,-1.0,0.134207,0.05329239356170591,0.2105141233135552,3.4305887315603267,0.13030764498839756,0.16739257885306238,0.30511523020258213,85.03224705537342,360.2716491098572,82.65623754448511,8.637731481481481,0.06914333636300941,0.48938274509803925,0.03455444098169696,0.23910825524948243,0.18695976359805797,5.97508250035593,81.40821411201769,76628.93366888248,46.2210137638045,0.5002594065241573,65657.05422506567,0.11401652283049603
88,88,67.805,19.773,38,32.7883,0,120,118,10,135,13,1.01763,61.78056,0.0,0.0,0.5,5.198,17.01996,0.0,0.0,124.0,32.53592,0.00437,0.42,17.107,0.13014,0.148293,0.053172232317170665,0.21027281669045803,4.993838711303137,0.13076644501055437,0.16742935400448192,0.3051484485424723,86.96462111803241,359.9087434178956,82.45549390415363,8.523099922839506,0.06876631458523996,0.48028745098039216,0.03482648605392588,0.24011971133772936,0.1880667873807448,6.03540393530493,80.96185118843378,76552.5463796966,45.80539637436101,0.5018828214599925,66226.06078510803,0.11403617973558186
89,89,67.5546,19.7745,38,34.0647,0,120,118,10,135,13,0.95587,61.56951,0.0,0.0,0.57143,5.212,16.97014,0.0,0.0,125.0,32.57381,0.00473,0.42,22.673,-1.0,0.158666,0.053204446094219,0.21024688379958478,4.00772506445998,0.1316310989721603,0.16741546181865707,0.30585146264337687,88.57143063314568,359.49595987823983,82.34348811416338,8.697723765432098,0.06869952652118261,0.4806494117647059,0.03504636280960515,0.24115017047550305,0.1886333484159708,6.070077820477788,81.81092508074853,76295.29088236952,45.595816718207466,0.5002594065241611,62489.116410807976,0.1140539465234583
90,90,66.8211,20.4556,38,38.6494,0,120,118,10,135,14,0.96236,60.95222,0.0,0.0,0.78571,5.418,16.97111,0.0,0.0,125.0,32.73998,0.00412,0.42,18.855,-1.0,0.139389,0.05269921933289749,0.2104210660417105,3.2580831762553726,0.13280881963936136,0.16730028647942632,0.3059500579566127,86.88755242294965,359.14695515249167,82.39517754096349,9.112027391975309,0.06796556766884777,0.4865701960784313,0.03520022996967505,0.2425581762513916,0.18916115230245473,6.090825535462866,82.38688503488339,75316.36459002824,45.769029593762056,0.5002594065241629,59153.32664594835,0.11408026446889935
