,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,staticness,cubrow.1.0,cubcol.0.3,noise,blockiness,cubcol.0.6,cubrow.0.6,uhdhdsim,color_fulness,cubcol.0,fft,temporal,saturation,blur,tone,cubrow.0.3,cubcol.0.5,cubrow.0,movement,contrast,cubcol.1.0
83,183,64.2787,13.6583,59,19.9148,0,116,121,15,130,19,1.0253,60.848,0.0,0.0,0.46429,3.865,11.62264,0.0,0.0,125.0,58.76753,0.00042,0.43,1.8,-1.0,0.270145,0.2288574295308056,452.2688324015553,0.30748504388825826,0.14293633319995247,0.6282448434860836,2.7305523909765483,0.17766269886527042,0.22909523338659868,84.25379500217485,149.97179720568178,0.08137275868765073,76295.74906309033,4.663738523456788,39.00533925751109,34720.93100195595,0.8940168627450982,0.19712519924475316,0.2241632726667461,0.23812007574726773,5.282069830246914,96.62837846737271,0.12881835838730632
84,184,64.3452,13.5919,60,21.1844,0,116,121,15,130,19,1.03594,60.88634,0.0,0.0,0.32143,3.87,11.73142,0.0,0.0,125.0,58.70466,0.0005,0.43,2.134,-1.0,0.260923,0.2291588967284326,452.15926027287605,0.30811648649470813,0.14201333490008963,0.6254330063354636,2.6699093700110454,0.17747058373828764,0.2290400710903473,84.20818283423722,149.81316797878128,0.08138831578506166,76459.78888933317,4.651557001955181,38.930392418378666,35245.96264618485,0.8940168627450982,0.19700674947871272,0.22433328907021924,0.23707996401512407,5.199508101851852,96.70621738053767,0.12881000612263163
85,185,64.4505,13.2863,60,20.1958,0,116,121,15,130,19,1.03786,60.94761,0.0,0.0,0.32143,3.822,11.6682,0.0,0.0,125.0,58.63611,0.00047,0.43,1.776,-1.0,0.274622,0.22940437889821172,452.06170745214575,0.30878901210957393,0.1419004337696844,0.6254330063354595,3.0837358321390056,0.17793285562797864,0.2290361922626464,84.17384918984447,149.85747169229708,0.08140161639013345,76453.28610586854,4.6341752395073454,38.94497906720197,35680.60219495462,0.8932411764705883,0.19686997513308666,0.22401733122515277,0.23605911980810784,5.113088348765432,96.48159948015358,0.128889592613905
86,186,64.2725,13.4125,59,20.2636,0,116,121,15,130,19,1.02824,60.75981,0.0,0.0,0.32143,3.819,11.40551,0.0,0.0,125.0,58.5505,0.00036,0.43,1.871,-1.0,0.246998,0.22971536800571346,451.9582159435088,0.30958089640562764,0.14223958164952805,0.6238095913996246,2.8566048850488537,0.17846679803438,0.2290537978646635,84.17925558945493,149.73929419939233,0.08137274132074285,76814.44318656789,4.6192199172623205,38.95121086968316,35809.38278557784,0.8907894117647059,0.1967978697075425,0.22365584961285215,0.23543541408907062,5.109230324074074,98.3557941271371,0.12887649594955733
87,187,63.8506,13.3302,59,20.4753,0,116,121,15,130,19,1.02958,60.34527,0.0,0.0,0.60714,3.83,11.51647,0.0,0.0,125.0,58.42865,0.00045,0.43,1.872,-1.0,0.257909,0.22974723585891932,451.86565652832695,0.3100578147191193,0.14169438390627787,0.6215919653563927,3.17888328998995,0.17854157620738811,0.2290543474400609,84.26033387275942,149.7033504518422,0.08138286299721093,76538.92915396336,4.624401202756255,38.927735128520446,35074.45660909631,0.8887674509803922,0.19679174580396608,0.22338283858199254,0.23440122439655284,5.277199074074074,96.71159189883032,0.12892971001616352
88,188,63.6926,12.6561,59,20.1595,0,116,121,15,130,19,1.02919,60.16206,0.0,0.0,0.39286,3.869,11.44548,0.0,0.0,125.0,58.37602,0.00044,0.42,2.002,0.17644,0.234994,0.22987476727622683,451.77307366414584,0.31037361081647596,0.14091467202299807,0.6171567132699386,3.366344179606754,0.1786984145559466,0.22911751265177552,84.3258391540386,149.59331355582822,0.08136077261073259,76098.55754874717,4.593503779689599,38.879830819589124,34815.058962848576,0.8888811764705884,0.19659558638047858,0.223306131409431,0.23368530077577837,5.2524594907407405,96.32302043243801,0.1289230097325685
89,189,63.6637,11.8044,59,19.0466,0,116,121,14,130,19,1.03803,60.08875,0.0,0.0,0.35714,3.89,10.86903,0.0,0.0,125.0,58.39156,0.00049,0.42,1.855,-1.0,0.272665,0.22995425313524515,451.68421482301153,0.31085877048026367,0.1398656170717304,0.6177509243773379,3.3882980624772405,0.1788107336016718,0.22914667774998,84.2678569095562,149.4496540932905,0.08136915246553036,76403.1731905071,4.567261770441071,39.08192877121914,35268.32794718917,0.8888882352941178,0.1964226897057717,0.22317777027668198,0.233004827798562,5.024932484567901,98.30827718558973,0.12898970410030294
90,190,63.5291,12.0292,59,17.682,0,116,121,14,130,19,1.03376,59.96119,0.0,0.0,0.21429,3.892,10.14182,0.0,0.0,125.0,58.46506,0.00038,0.42,1.794,-1.0,0.259294,0.22996180504041336,451.6041628246373,0.3110628479878515,0.13917466413882668,0.6171567132699397,3.0929352252731355,0.17914824458955922,0.22915974166272124,84.2910263449913,149.09433113866183,0.08136606542957749,76772.88472624327,4.487798243697202,39.36749512472271,35402.625804273506,0.8891262745098041,0.1963177596644445,0.22312152985175024,0.23177730148471118,5.026379243827161,94.20539065703872,0.12902185229927243
91,191,62.7491,12.2159,58,18.8386,0,116,121,14,130,19,1.04048,59.28981,0.0,0.0,0.82143,3.922,10.33626,0.0,0.0,125.0,58.39977,0.00052,0.42,1.911,-1.0,0.275369,0.23004035262549571,451.52302408431217,0.3113226706524628,0.1388411965791707,0.6171567132699373,2.9420015572433966,0.1794216987616633,0.22916903112149156,84.48112252226521,149.05164083188745,0.0813925472763294,76228.8480896533,4.478673709594891,39.47494450321904,33824.715304251244,0.8886403921568629,0.1961390101140121,0.2233796608264378,0.23062103599048164,5.21021412037037,96.3542563261287,0.1290104588537013
92,192,62.9344,11.8074,58,21.734,0,116,121,14,130,19,1.02236,59.44667,0.0,0.0,0.64286,3.928,10.48742,0.0,0.0,125.0,58.38011,0.00054,0.43,1.962,-1.0,0.251357,0.23019732753995725,451.4399576355135,0.3113376363463151,0.13929983414847366,0.6232153802922268,2.41797966326631,0.17990517744075657,0.2291450547379354,84.43532255100295,149.0324398437491,0.08137903948715496,76389.70838410525,4.497703264055085,39.678839601116415,34754.05504594331,0.8887007843137256,0.19609312441613982,0.22405847871820136,0.2301921338670083,5.537085262345679,96.207545397951,0.12904318132197606
93,193,63.2128,12.1721,59,19.4366,0,116,121,14,131,19,1.0256,59.66388,0.0,0.0,0.28571,3.868,10.14316,0.0,0.0,125.0,58.4723,0.00037,0.42,2.124,-1.0,0.2616,0.23048423411017924,451.3434430322293,0.3113645330731428,0.1393798725167591,0.6177509243773401,2.2639522735183513,0.18078637900279895,0.22900702310087928,84.36513257714806,148.86322499879674,0.0813866442738774,76743.28896973797,4.473756871640825,39.77311819571036,35739.671357233776,0.8897600000000001,0.1960720504960169,0.22450742878024096,0.2297473049163111,5.5833815586419755,97.9002093563871,0.12900565995868793
94,194,62.8769,12.9357,59,20.9945,0,116,121,14,131,19,1.0337,59.39583,0.0,0.0,0.53571,3.874,10.45073,0.0,0.0,125.0,58.39659,0.00048,0.43,2.096,-1.0,0.257038,0.23065740841133994,451.2729415301837,0.3114446718466823,0.13908162131549867,0.621591965356397,2.469863289984699,0.181205596120345,0.22891487683006081,84.45908581064442,148.9834493082592,0.0813897255157179,76640.93529188723,4.495114571287595,39.72331652229215,35054.39439191233,0.8899901960784314,0.1961367688737641,0.2252843469658755,0.22938951530228116,5.574749228395062,97.58440449351171,0.12898985090331633
95,195,62.6639,13.2138,59,21.396,0,116,121,15,131,19,1.03249,59.23566,0.0,0.0,0.92857,3.943,11.11065,0.0,0.0,125.0,58.24934,0.00045,0.42,1.973,-1.0,0.282323,0.2306942071168035,451.2461154848575,0.31124804467748673,0.13906350015022462,0.6196714448668622,2.3736718238019088,0.18182694431240093,0.2288635010648224,84.59494567041808,149.08455702598127,0.08140366856859794,76446.64154708949,4.575907810660817,39.801919631016105,34297.703857412875,0.8898545098039217,0.19609094381347003,0.2257694697287926,0.2287413587708333,5.531780478395062,98.036930170911,0.1289771970492102
96,196,63.1842,13.8389,59,20.9138,0,116,121,15,131,19,1.03767,59.71908,0.0,0.0,0.5,3.966,11.35205,0.0,0.0,125.0,58.25439,0.00048,0.42,2.228,0.1749,0.272665,0.23088440785893666,451.23476231836185,0.31081352055103884,0.13897946134454534,0.6238095913996253,2.360974214443782,0.18316875316464545,0.22872510036226468,84.46651357925782,148.89644102984767,0.08139535693093439,76791.27367221385,4.628900208741782,39.981581699701,35440.47911714081,0.891612156862745,0.19600537316053432,0.22585923556611184,0.22824317420824053,5.833236882716049,95.78888349572502,0.12892609532963265
97,197,63.3424,13.8677,59,21.08,0,116,121,15,131,19,1.03992,59.87256,0.0,0.0,0.17857,3.957,11.88699,0.0,0.0,125.0,58.19989,0.00046,0.42,2.043,-1.0,0.260966,0.23103481575789842,451.24194641594835,0.3106806823331441,0.13886263202333834,0.6238095913996237,2.4763881499623315,0.18434819289080656,0.22865006471060806,84.46573891459204,149.18765127794006,0.08140437225348508,76703.71002665155,4.686413128453921,40.178306862160014,35255.35174993516,0.8924376470588237,0.1958367184838347,0.226230344763653,0.2276320604567301,6.09837962962963,96.03221825356079,0.12895221699783077
98,198,63.762,13.9307,59,21.2245,0,116,121,15,131,19,1.03341,60.22147,0.0,0.0,0.25,3.93,11.90704,0.0,0.0,125.0,58.13527,0.00049,0.42,2.214,-1.0,0.27564,0.23116348048881305,451.2539563406349,0.31046359736445633,0.13831541228151228,0.6199685504205625,2.6296109160470547,0.18535580771338867,0.228561959302724,84.42139053643744,149.17082666728692,0.08146087225647429,76770.75507670772,4.721524288020369,40.003555486231676,35794.731724191886,0.8934705882352942,0.19584377299630018,0.22655828534329508,0.22749776113378142,6.259307484567901,96.39879308611563,0.1289746603445111
99,199,63.8072,,59,21.1798,0,116,121,15,131,19,1.03051,60.28452,0.0,0.0,0.32143,3.958,11.96147,0.0,0.0,125.0,58.1341,0.00048,0.42,2.181,-1.0,0.28284,0.23114402101907797,451.2604420985816,0.31069973823754665,0.1383287203543677,0.6177509243773417,2.8673089865607713,0.1862788971024245,0.22853640463204702,84.43972977068994,149.33806712434114,0.08144859803471417,76669.40979638614,4.674384326000644,39.832066288700815,35685.29130145886,0.89541568627451,0.19584698467996164,0.22654312287863618,0.22689295142096758,6.372251157407407,96.15170900231674,0.1289518996369351
