,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,cubcol.0,cubcol.0.3,cubcol.0.5,color_fulness,cubrow.0.6,movement,cubrow.0.5,uhdhdsim,staticness,fft,blur,cubcol.0.6,cubrow.1.0,noise,temporal,blockiness,tone,saturation,cubrow.0.3,contrast,cubcol.1.0
45,345,67.2329,2.84681,32,3.56517,0,108,131,7,125,6,0.9904,60.59811,0.0,0.0,4.5,3.955,2.26959,0.0,0.0,126.0,59.38519,0.00027,0.28,1.567,-1.0,7.918226,0.10374561118359507,0.004873943342967257,0.10498699088886512,0.22211737184761712,161.1695836698733,0.13859565418090175,1.6996527777777777,0.1542002031610328,89.6415580557343,537.8838376453806,69829.73861246886,61295.864255068576,0.22219519229000867,0.10812168578246736,0.21621282353206714,2.2349960197002883,1.6229275052546126,0.8552372549019608,32.871488594714506,0.27052113028612745,89.28604996322548,0.005311959636863294
46,346,67.174,3.02525,32,3.7777,0,108,131,7,125,6,0.99416,60.53606,0.0,0.0,3.96429,3.946,2.40144,0.0,0.0,125.0,59.3506,0.00034,0.28,1.46,-1.0,7.98567,0.10379549879996718,0.004881209656004901,0.10408101654477855,0.22210622132967103,160.66999648188607,0.13861378030181823,1.7159047067901234,0.1541353338552206,89.69485590870988,537.9147717510299,69709.73198650453,61159.50331783242,0.22216188845712395,0.108244793988392,0.21621282353206595,2.2767274706962723,1.6537991167774453,0.8546125490196035,32.82993627477575,0.27073276702830673,92.35445571733091,0.005296686283593395
47,347,67.1948,3.31186,32,3.84951,0,108,131,7,125,6,0.99294,60.57004,0.0,0.0,3.82143,3.952,2.55984,0.0,0.0,125.0,59.35079,0.00027,0.28,1.457,-1.0,7.970378,0.1037976076552792,0.004889557020531079,0.10318937362696004,0.22211868153699663,160.57828947533048,0.13866659036237214,1.7210648148148149,0.1540856512532921,89.67149383159912,537.9728454077408,69735.56872375819,61205.214202715106,0.22212195200622306,0.10816493521678529,0.21621282353206558,2.289803535564019,1.7505805978090778,0.8513603921568629,32.75425776728878,0.27070339273770977,94.24711140477794,0.005307343142261767
48,348,67.1313,3.6068,32,4.10784,0,108,131,7,125,6,0.9892,60.52166,0.0,0.0,4.28571,3.954,2.80664,0.0,0.0,126.0,59.34665,0.00033,0.29,1.502,0.45499,7.978666,0.10378386089525388,0.0048877615229956616,0.10230838939551903,0.2220875840418689,161.18328688381234,0.13866230779495897,1.7620563271604939,0.15403850620897933,89.69504426172072,538.0310204100026,69740.15485709465,61085.23828636808,0.22206172872916086,0.10841259019187176,0.2162128235320665,2.3107412188970615,1.7516115800770549,0.8549388235294118,32.7622561984592,0.2706249093524356,92.73924213122505,0.005294462757306936
49,349,67.1822,3.76711,32,4.15479,0,108,131,7,125,6,0.9881,60.57222,0.0,0.0,3.32143,3.935,3.06387,0.0,0.0,125.0,59.39691,0.00038,0.29,1.378,-1.0,7.982795,0.10379846066431864,0.004870374728265553,0.10143615606277788,0.22208951687270873,161.49574189654714,0.13868272511372726,1.850019290123457,0.1540147458514212,89.68160384602633,538.1234884040811,69917.6322985188,61283.331107024234,0.2220452945767174,0.10842508164705572,0.21621282353206647,2.3331265064859834,1.637826967509914,0.8552364705882353,32.755888950677566,0.2705591866503965,90.98426331813153,0.005308680567884611
50,350,67.1367,3.94581,32,4.1344,0,108,131,7,125,6,0.98677,60.52202,0.0,0.0,4.35714,3.935,3.20152,0.0,0.0,126.0,59.35895,0.00038,0.29,1.473,-1.0,7.943106,0.10381946517179026,0.004874192638361795,0.10057170445796927,0.22207980393170762,161.15015734916375,0.13874414045155725,1.9892457561728396,0.1540122996076241,89.68061562885794,538.1887161771101,69867.38440773319,61159.59444632379,0.2219646599920637,0.10841500839888024,0.21621282353206542,2.3846750693692407,1.746646915598618,0.8540905882352943,32.921731642734855,0.27045487130952284,93.33331126517108,0.005299830859849192
51,351,67.1506,4.09672,32,4.26103,0,108,131,7,125,6,0.98992,60.54406,0.0,0.0,4.14286,3.934,3.35814,0.0,0.0,126.0,59.37331,0.00034,0.29,1.445,-1.0,7.994057,0.10380398492891582,0.004884091250602611,0.09973451849970767,0.22209824483234503,161.1975745297155,0.13878708163044254,2.0829957561728394,0.15393492465135655,89.6497145562654,538.2737808534257,69831.76910874485,61191.10688454684,0.22192778312717043,0.1083716951559461,0.21621282353206608,2.405041617112093,1.907144251296423,0.8513156862745099,32.77224787959346,0.27037322027223165,94.04552017073983,0.005305762192133364
52,352,67.1146,4.44641,32,4.43886,0,108,131,7,125,6,0.99234,60.52065,0.0,0.0,4.42857,3.935,3.48647,0.0,0.0,125.0,59.37299,0.00035,0.29,1.568,-1.0,8.00228,0.1038142202037186,0.004878481128913873,0.09915553867567763,0.22207502083636335,161.13319964073762,0.13888037666218464,2.130642361111111,0.15388683411169785,89.66662095661079,538.3393446214151,69811.26146258063,61088.410839040545,0.22187428261785982,0.10837526680875803,0.21621282353206428,2.402309584282294,1.9451746963992727,0.8549168627450981,32.986148598753374,0.2702780807216697,94.0853800350163,0.005294061210179359
53,353,67.1944,4.8117,32,4.57944,0,108,131,7,125,6,0.98509,60.60279,0.0,0.0,4.10714,3.915,3.7913,0.0,0.0,126.0,59.39727,0.00032,0.29,1.379,-1.0,7.958041,0.10381294889895443,0.004876163283876851,0.09869949677958711,0.22206155823161103,160.5915003595436,0.13896336867635628,2.140480324074074,0.153823391385265,89.66804751777923,538.4290361417435,69851.85502638092,61251.40827546275,0.22183887921029843,0.1084175684360257,0.21621282353206564,2.3889548332844743,1.7639335787776684,0.8554745098039217,32.80456938566985,0.2701772250427162,89.01725436092727,0.005296234684922171
54,354,67.1436,5.27924,32,4.68178,0,108,131,7,125,6,0.98665,60.55363,0.0,0.0,4.46429,3.927,4.10783,0.0,0.0,125.0,59.36355,0.00033,0.28,1.477,-1.0,7.988725,0.10382162589881382,0.004865423187641786,0.09843336854862517,0.22206048495361122,160.35958478682272,0.1390505838318559,2.115740740740741,0.15380241661983754,89.68454895832629,538.5047011600165,69715.60481490346,60994.502492083724,0.22180281955641826,0.1085305843173639,0.21621282353206225,2.4084522416606235,1.9165591695708732,0.8549168627450981,32.890043847354846,0.270067707388511,89.50717248588107,0.005282537269574532
55,355,67.1304,5.39598,32,4.82429,0,108,131,7,125,6,0.99286,60.54111,0.0,0.0,4.42857,3.921,4.51177,0.0,0.0,125.0,59.33322,0.0004,0.29,1.449,-1.0,8.021762,0.10382061395631437,0.004875667706026843,0.09840704968688659,0.22205508561971166,160.77384528636213,0.13909058479357567,2.177179783950617,0.15375731665257267,89.66842122229087,538.5921529521883,69859.96311874384,60999.87591185547,0.2217759214763633,0.10855834002748183,0.21621282353206508,2.4984196072104092,2.1024334616340985,0.8526015686274511,32.84012537826727,0.27001793879021824,94.58159419377657,0.0052822027727986364
56,356,67.0918,5.43267,32,5.04627,0,108,131,7,125,6,0.9822,60.51036,0.0,0.0,3.92857,3.92,4.61334,0.0,0.0,125.0,59.33228,0.00035,0.29,1.503,0.45769,8.03963,0.10380944800569009,0.004873846219797981,0.09874947441605451,0.22203131648777372,161.74173305509476,0.13915669077860937,2.072337962962963,0.15376289089317985,89.68611422846155,538.6585509414518,69705.82365708973,60809.21234373357,0.2217340814395225,0.10854663620041088,0.21621282353206564,2.556223273527865,2.2221859845540175,0.8532274509803922,33.09467777205102,0.2699162418199382,94.64206319379225,0.005280925734019204
57,357,67.012,5.51612,32,5.13107,0,108,131,7,125,6,0.97546,60.43415,0.0,0.0,4.21429,3.92,4.64076,0.0,0.0,126.0,59.29274,0.00029,0.28,1.486,-1.0,8.054889,0.10378658224331297,0.004871556924421558,0.09925515840824538,0.22203119877491131,161.18496821171752,0.13922391334693962,1.9196084104938271,0.15372631179264779,89.68885411058056,538.739850802031,69643.35157575978,60542.327733374375,0.22170157598737253,0.10826652348655007,0.21399519748883952,2.596275760901775,1.9945412937658231,0.8514854901960786,33.06069927451051,0.26986158695235896,94.62350641116504,0.005281608034563471
58,358,66.9226,5.35206,32,4.90422,0,108,131,7,125,6,0.97775,60.34974,0.0,0.0,4.57143,3.93,4.71411,0.0,0.0,126.0,59.22387,0.00036,0.29,1.451,-1.0,8.070196,0.1037733062669905,0.004864903359414004,0.09962854656090578,0.2220672299285566,161.51957117212382,0.13923761718420766,1.8032889660493827,0.15372380128457835,89.6921707263897,538.7959800831227,69589.2275545926,60383.37489967968,0.22167358578174295,0.10811355092830094,0.2162128235320638,2.5630787951673715,1.9862814211520117,0.8526470588235295,33.12278672206549,0.2697592119770936,94.23330913454043,0.005292170164781092
59,359,66.9962,5.00984,32,5.06457,0,108,131,7,125,6,0.98455,60.4262,0.0,0.0,4.60714,3.947,4.57152,0.0,0.0,125.0,59.19798,0.00032,0.28,1.402,-1.0,8.037774,0.10376569189387858,0.004869634007206867,0.10013859188032914,0.2220711145779605,161.8120921239452,0.1392875713851302,1.7526041666666667,0.15367025642081975,89.67042069783918,538.861448121476,69655.31433499457,60566.11688837084,0.22162798976573933,0.10798340015905517,0.21621282353206492,2.5404601467453976,2.1016589386726117,0.8526470588235295,33.215668289749715,0.2696943829309365,91.20850322279783,0.005289024791472521
60,360,67.0006,4.80882,32,4.64385,0,108,131,7,125,6,0.98299,60.4197,0.0,0.0,3.21429,3.918,4.27896,0.0,0.0,125.0,59.14117,0.00029,0.28,1.492,-1.0,8.126766,0.10378561087348566,0.004871709859353109,0.10056323753849536,0.22205055103749827,161.53118213786095,0.13947286831324238,1.7737750771604939,0.1537246213747483,89.6646606431925,538.9036167638438,69645.33052057755,60542.73395447051,0.22155056694518246,0.10777308195852629,0.21621282353206098,2.4988318387053523,1.9034091225812675,0.8521262745098039,33.21371686017072,0.2697902871068068,94.01124384891706,0.005302083598350761
61,361,67.0383,4.77364,32,4.78851,0,108,131,7,125,6,0.98252,60.45051,0.0,0.0,3.92857,3.922,4.10041,0.0,0.0,126.0,59.13448,0.00032,0.28,1.418,-1.0,8.111386,0.10378305443881983,0.0048744475561186855,0.10075432379023609,0.2220506624799822,161.53610717805205,0.13967240273605996,1.7443094135802468,0.15377180087440645,89.65697267447551,538.9353514533773,69643.94954548257,60539.85314040396,0.22147160869128094,0.10769045091358569,0.2139951974888338,2.4764388717666157,1.953997309323873,0.8518286274509805,33.146512443636674,0.26989536416014204,91.7917481711853,0.005300829067362398
62,362,67.0243,4.62306,32,4.53965,0,108,131,7,125,6,0.98246,60.42918,0.0,0.0,3.96429,3.918,4.0734,0.0,0.0,126.0,59.10826,0.00028,0.29,1.424,-1.0,8.148877,0.10380337940516327,0.00487944191175924,0.1010478218075337,0.22202640873976387,160.4136270708667,0.13984107254405695,1.6887056327160495,0.1537765929828585,89.66107450716729,538.95184642275,69697.85381613139,60527.91050153394,0.22137534056345984,0.10749859510871895,0.21177757144560774,2.4738467729882303,1.874094006641273,0.8513000000000001,33.12670936113523,0.2700010441175348,90.6937766606857,0.005305009699987504
63,363,66.9211,4.43642,32,4.6997,0,108,131,7,125,6,0.98989,60.32555,0.0,0.0,4.0,3.92,3.94093,0.0,0.0,126.0,59.15367,0.00035,0.29,1.362,-1.0,8.125092,0.10380903483561711,0.004870301086010369,0.10105745471474675,0.22201272087671167,161.38689604430667,0.14009009668256459,1.6116898148148149,0.15377616494215005,89.64884532942193,538.969083397616,69773.88034775593,60443.100188525495,0.22132564816048822,0.10760676935817359,0.2162128235320624,2.4407443521477528,1.9804154546592172,0.8502439215686276,33.18362049997589,0.27010622396291784,90.69205189769548,0.005312721539047006
64,364,66.8658,4.26346,32,4.27397,0,107,131,7,125,6,0.99205,60.27925,0.0,0.0,4.53571,3.928,3.78248,0.0,0.0,125.0,59.16223,0.00038,0.28,1.368,0.46129,8.140294,0.10382882955053051,0.004862041561860592,0.10154964713162869,0.22203174794596672,161.12492682356105,0.14038577356352103,1.5504918981481481,0.15378590238669795,89.68377719581969,538.9690986835341,69596.68136470612,60334.20658464197,0.22122686429938784,0.10759170723563322,0.21399519748883655,2.3815716491016024,2.0935141661630996,0.8521262745098039,33.20061332796827,0.270174121504572,94.42170619664785,0.005303409742759338
65,365,66.8736,4.31696,32,3.8979,0,107,131,7,125,6,0.99719,60.25315,0.0,0.0,4.35714,3.925,3.6305,0.0,0.0,126.0,59.21114,0.00035,0.28,1.438,-1.0,8.156532,0.10384061259241333,0.0048547991408395465,0.10177888447526492,0.2220496700686567,161.29598617758828,0.14064725365479575,1.5460551697530864,0.15380371007761295,89.69694209372194,538.982623079935,69600.99987335815,60241.83513491814,0.22118372801242497,0.10760076335799215,0.21177757144560397,2.320900622680791,2.1204172384584683,0.8526549019607844,33.21793073489342,0.2702015827577416,94.46805922617746,0.00529916179245294
66,366,66.8052,4.40882,32,4.20054,0,107,131,7,125,6,0.9968,60.1863,0.0,0.0,4.39286,3.91,3.68109,0.0,0.0,125.0,59.2058,0.00035,0.29,1.375,-1.0,8.146383,0.10382645219270888,0.004860009185684384,0.10167249971538107,0.2220353767006981,161.13287162653214,0.14089988541635698,1.5776909722222223,0.153891082431729,89.70361050137511,538.9885493501204,69577.61037094831,60129.14286415315,0.2210901153924742,0.1073138778469401,0.2079365304665464,2.3160414226987345,2.3577656881949003,0.8524239215686276,33.14817960762683,0.2701403044817707,93.68588651988955,0.005291758405669056
67,367,66.8145,4.52516,32,4.38216,0,107,131,7,125,6,0.99471,60.17828,0.0,0.0,4.42857,3.914,3.75849,0.0,0.0,126.0,59.22081,0.00034,0.29,1.415,-1.0,8.122193,0.10386720945324132,0.004868065351497591,0.10160914098982315,0.22205731043230542,160.63201015053014,0.1411573197347135,1.5345293209876543,0.15389233297543078,89.70205923053102,539.0047727959806,69601.45161977083,60197.714695437084,0.22100689357615524,0.1069378829271892,0.20793653046654606,2.320903046861738,2.0328108179541773,0.8529525490196079,33.10390538345149,0.27008784120471946,94.44446410564643,0.005290065732834593
68,368,66.7864,4.46444,32,4.46419,0,107,131,7,125,6,0.99033,60.16176,0.0,0.0,3.28571,3.924,3.86462,0.0,0.0,125.0,59.21633,0.00026,0.29,1.389,-1.0,8.112661,0.10389584579763488,0.004849938751580848,0.1013714010616459,0.22205865164324903,161.24999310674946,0.1413935326013556,1.5969328703703705,0.1538721590056456,89.69995424731425,538.9984977531599,69544.91685910545,60227.78810516115,0.22099361399310266,0.10649558975250677,0.20793653046654625,2.3583716065362688,2.0695596239289085,0.8526917647058824,33.21928123191551,0.2700042928002732,94.4184365300433,0.005288849692270589
69,369,66.8487,4.36231,32,4.63336,0,107,131,7,125,6,0.99466,60.19459,0.0,0.0,4.5,3.922,3.80527,0.0,0.0,126.0,59.21881,0.00032,0.29,1.481,-1.0,8.095815,0.10389661631443832,0.004865296990646161,0.10126687179620243,0.22205620180387395,160.78031703984792,0.1416059302858502,1.6098090277777777,0.15387919606919673,89.70341070089711,539.0070571185825,69723.92086227758,60343.353820876364,0.22094951495967904,0.10615312810489312,0.21177757144560094,2.330656705801683,1.9716620964541631,0.8529149019607845,33.20113966200087,0.2699044212266041,89.89097188579588,0.005279835608846979
70,370,66.8538,4.18673,32,4.64308,0,107,131,7,125,6,0.98793,60.19826,0.0,0.0,3.28571,3.918,3.73021,0.0,0.0,125.0,59.20212,0.00032,0.28,1.499,-1.0,8.174725,0.1039043780631351,0.004880088896967717,0.10116083557951089,0.22200593296437607,161.69991196800873,0.141816622171638,1.6584683641975309,0.15392315943555043,89.68880525967437,538.9976650976545,69778.4105030687,60415.43741298099,0.2209458652323283,0.10621774776867157,0.20793653046654267,2.287561769725277,2.066583445823124,0.8532721568627452,33.21519470214844,0.2697955861882587,94.25337429008873,0.005300858847685583
71,371,66.8779,3.82881,32,4.36035,0,107,131,7,125,6,0.98526,60.2081,0.0,0.0,4.25,3.892,3.56726,0.0,0.0,126.0,59.22233,0.00029,0.29,1.477,-1.0,8.032863,0.10394075432317011,0.004864557640705119,0.10121607238020429,0.22198432939175505,161.3191114504864,0.14208756986291718,1.7117091049382716,0.15391549354672143,89.68536985259982,538.9920617773824,69735.23064007236,60554.15371080796,0.22092494236815485,0.10637980942223237,0.21177757144560827,2.2387650313824228,2.2190220089050032,0.85328,33.17171186282311,0.26972677507512766,94.29405843830659,0.005287370402277069
72,372,66.8019,3.60197,32,3.92029,0,107,131,7,125,6,0.98784,60.13301,0.0,0.0,4.28571,3.907,3.26878,0.0,0.0,126.0,59.20343,0.00031,0.29,1.41,0.45936,8.093024,0.1039354027604349,0.004850484006662967,0.10114307011299531,0.2219675951382019,161.44246316383376,0.14231740426985978,1.7059220679012346,0.15398570654838112,89.66525425083589,538.9764785848753,69845.49854884105,60422.99737647027,0.22088324333961237,0.10663556885694313,0.20793653046654514,2.1986011674747648,2.1505889445114876,0.8537929411764706,33.10942171826775,0.26960042413635976,94.2339454477614,0.0052833753649439595
73,373,66.8457,3.45629,32,3.71176,0,107,131,7,125,6,0.98319,60.16461,0.0,0.0,3.85714,3.893,3.06115,0.0,0.0,126.0,59.2224,0.00025,0.29,1.414,-1.0,7.993612,0.10394770789872858,0.0048728832827581205,0.10102002524451732,0.22191643608965042,161.8319405103133,0.1426336796235029,1.728105709876543,0.154019463473529,89.65379480432885,538.9608687400845,69816.54513353802,60554.27533352489,0.22085804647002413,0.1066323113210038,0.2117775714456064,2.171008418391402,2.0941513389476936,0.8540913725490198,33.081353269977335,0.26951330176970445,93.40728016725596,0.005264072178646366
74,374,66.751,3.32488,32,3.57579,0,107,131,7,125,6,0.98389,60.08449,0.0,0.0,4.21429,3.894,2.93829,0.0,0.0,126.0,59.18334,0.00029,0.29,1.338,-1.0,7.991712,0.10393685525955905,0.004864788114520911,0.1008097044582028,0.22187587502182965,161.03340599198063,0.142779137938627,1.7075617283950617,0.15394957397585082,89.68640869271623,538.9228574177686,69720.61636588864,60330.41254744303,0.22084108233109512,0.10671450508304987,0.20793653046655294,2.142728711184062,1.9878606841819524,0.8537929411764706,32.96753118067612,0.26943880507966206,94.29019547818892,0.005265665514783942
75,375,66.8129,3.20705,32,3.55675,0,107,131,7,125,6,0.98596,60.11205,0.0,0.0,4.14286,3.913,2.82006,0.0,0.0,126.0,59.27407,0.00025,0.29,1.524,-1.0,8.040737,0.10394900294461884,0.004852494205476749,0.10059218172569373,0.2218565131394847,160.7417258364639,0.1430841376231157,1.7027391975308641,0.15390819700636418,89.7068370324483,538.8854955577923,69785.44809181555,60529.465150709104,0.22080890238523146,0.10688491902905226,0.2079365304665436,2.1123233757463082,1.963763785452512,0.8560031372549021,32.94597936559607,0.26926842799620226,93.48013126432039,0.0052615556498780405
76,376,66.7351,3.1125,31,3.62394,0,106,131,7,125,6,0.99136,60.05176,0.0,0.0,3.46429,3.91,2.7208,0.0,0.0,126.0,59.25626,0.0003,0.29,1.435,-1.0,8.031877,0.10398268525625973,0.004828170700593723,0.10036325190341061,0.2218485268765151,161.28651144846788,0.14335818912607018,1.6920814043209877,0.15383332742224792,89.71457857355267,538.8314989583062,69716.23038266401,60418.51272859983,0.22078346369741056,0.10718114198172111,0.2079365304665429,2.100286959254376,2.2065210108996904,0.8554227450980394,32.90308220003858,0.2691023026126878,93.30717024353,0.00525931843583296
77,377,66.7254,2.96045,31,3.87179,0,106,131,7,125,6,0.98269,60.03588,0.0,0.0,3.60714,3.912,2.63689,0.0,0.0,125.0,59.32637,0.00032,0.29,1.458,-1.0,8.051992,0.10399751850811381,0.004846813471784614,0.10011157825087151,0.22183853581695628,161.45959893385663,0.14362110041381093,1.6646412037037037,0.15376270805389683,89.69989813175462,538.7834984398091,69626.20572357578,60482.031695574704,0.22077462840409026,0.10731046535201069,0.20793653046654845,2.110931705339861,2.024640835361229,0.8565835294117649,32.92365914803964,0.26887856133525556,94.21528556102582,0.005257841872359713
78,378,66.7131,3.15762,31,3.58273,0,106,131,7,125,6,0.9715,60.02002,0.0,0.0,4.10714,3.894,2.50029,0.0,0.0,125.0,59.29757,0.00033,0.28,1.482,-1.0,7.983427,0.10401610729821352,0.0048439233676237,0.09985788437543214,0.2218078202898657,161.74303557754087,0.14388964891521977,1.6110628858024691,0.1537441861718869,89.7005947081753,538.722215778746,69798.59826550713,60514.97782407132,0.22074701842136668,0.107175088874951,0.2079365304665429,2.11401960648546,2.1228916565443012,0.856270980392157,32.89637944727768,0.26858530799488045,94.2268952966653,0.005262503048932717
79,379,66.6853,3.20355,31,3.65752,0,106,131,7,125,6,0.97617,59.99568,0.0,0.0,4.42857,3.904,2.67318,0.0,0.0,126.0,59.27849,0.00037,0.28,1.433,-1.0,7.975837,0.1040011221213395,0.0048346051943025286,0.09975339043083588,0.22180182822487343,161.80228797210674,0.14410478747735472,1.5983314043209877,0.15371257840948463,89.67338524373699,538.6782376901106,69656.45524742675,60514.64776813087,0.22071692219272712,0.10707081347115623,0.20793653046654592,2.1709753943351457,1.9867099470419063,0.855192549019608,32.861236572265625,0.26834845736256874,92.70204532683911,0.005246970290796329
80,380,66.613,3.36131,31,3.85948,0,106,131,7,125,6,0.99096,59.9281,0.0,0.0,4.10714,3.898,2.71417,0.0,0.0,125.0,59.23623,0.00032,0.29,1.461,0.45988,7.94241,0.10398785349837095,0.004849838490693942,0.09962380833012553,0.2218303841517636,161.49335741768897,0.14430940123800068,1.6130883487654322,0.15368545423251898,89.70836940724043,538.6131734916295,69657.05759122511,60300.515916275566,0.22075667778996783,0.10685663432416623,0.20793653046654856,2.18057988309147,2.0518425433994487,0.8541360784313725,32.90320464711131,0.26816955162173767,93.80943954050367,0.005263144793344112
81,381,66.5601,3.21941,31,4.08124,0,106,131,7,125,6,0.99128,59.87236,0.0,0.0,4.25,3.898,2.85224,0.0,0.0,125.0,59.21871,0.00033,0.29,1.449,-1.0,7.988186,0.10399846151168508,0.004846897272637953,0.0996349944027541,0.22179063738198182,161.1060674007225,0.14444052077101824,1.5978009259259258,0.15361448891714988,89.71987653312729,538.5639411483133,69619.62491465568,60199.553728780855,0.22074984725537922,0.10667172764538516,0.2139951974888321,2.209716147825531,2.007212399862595,0.8532650980392157,32.769261112919565,0.26805831720562134,94.19284436492194,0.005258706283368278
82,382,66.5347,3.01819,31,3.83105,0,106,131,7,125,6,0.98565,59.84777,0.0,0.0,4.25,3.892,2.72942,0.0,0.0,126.0,59.2221,0.00028,0.29,1.411,-1.0,7.943402,0.10400056108159635,0.004856193704814827,0.09939947671797776,0.22179927375564615,162.3159009931524,0.14457392056128643,1.5893614969135803,0.15353983668881324,89.70911130606707,538.5115952103477,69646.3431803084,60208.08259799259,0.22076276417874421,0.10645699673649177,0.21399519748883336,2.218313873556947,1.972032544804079,0.854030980392157,32.76452109254437,0.2678913077700541,94.2185524397216,0.0052660689187724275
83,383,66.6204,2.73725,31,3.63584,0,106,131,7,125,6,0.9789,59.92601,0.0,0.0,4.32143,3.891,2.55172,0.0,0.0,126.0,59.29376,0.00035,0.29,1.428,-1.0,7.967019,0.10397353669063994,0.004870195559050198,0.09919102505277709,0.22179795557848123,161.44498012927085,0.1446785090390097,1.5386284722222223,0.15342302999730448,89.69618359906204,538.4650108797871,69883.62854950792,60409.28127050363,0.2207209890851667,0.10630619558414538,0.21177757144560472,2.2144279543763568,1.8731214413363173,0.8557501960784315,32.79454737533758,0.26782820640563393,90.1652101546896,0.005251307861167827
84,384,66.5371,2.82329,31,3.82375,0,106,131,7,125,6,0.9797,59.83486,0.0,0.0,4.14286,3.902,2.30966,0.0,0.0,126.0,59.27468,0.00028,0.29,1.411,-1.0,7.863475,0.10397808058111298,0.004884838651538985,0.09891198429290604,0.2217794561648528,161.92922940365463,0.14472616436721508,1.4906925154320987,0.15335081065415024,89.71856838463836,538.4101802875841,69651.39792120176,60310.471386440724,0.22073982375938606,0.10620027579265998,0.2139951974888266,2.2162529056658737,1.9362512372728469,0.8553545098039217,32.73661446277006,0.26773571998844886,94.15720374707838,0.005265994910445131
85,385,66.5404,2.89077,31,3.98333,0,106,131,7,125,6,0.98359,59.82672,0.0,0.0,4.25,3.904,2.38099,0.0,0.0,125.0,59.32008,0.00027,0.29,1.538,-1.0,7.885153,0.10395565485676117,0.004874160795353279,0.09855608611967563,0.22175589759695047,161.8272297769176,0.1447481533728517,1.4329185956790123,0.15328852257001466,89.71823523399661,538.357747808649,69700.79293297933,60456.31974702105,0.22074676309841743,0.10615142000369918,0.2101541565097729,2.27956481248301,2.031176627134449,0.8562403921568629,32.78895022545332,0.2676451049149414,91.82979090914579,0.0052673349818150045
86,386,66.489,2.95266,31,3.75822,0,106,131,7,125,6,0.97823,59.76582,0.0,0.0,4.14286,3.907,2.44521,0.0,0.0,125.0,59.29764,0.00028,0.29,1.447,-1.0,7.983209,0.10396806961188552,0.004884884645924668,0.09835685636654302,0.2217345645620489,161.97549288512297,0.14474430587528936,1.3930362654320987,0.15319709991259833,89.73536731452369,538.3036433956731,69698.88362479108,60373.27381317111,0.22076003631165686,0.10610195739410232,0.2079365304665438,2.291935379868688,1.8981630334324067,0.8560407843137257,32.72415311836902,0.2675247735287842,94.09572319030832,0.0052630096315118315
87,387,66.4887,2.99576,31,3.77628,0,106,131,7,125,5,0.98788,59.7648,0.0,0.0,5.0,3.902,2.4938,0.0,0.0,126.0,59.31105,0.00023,0.29,1.447,-1.0,7.880013,0.10395889333327157,0.004871527680704683,0.09815071312277995,0.22173898946184561,161.6863610234078,0.14475080549819155,1.3315489969135803,0.1531155035019143,89.73593791846062,538.2436691448056,69604.40895878154,60479.53127108551,0.2207258202705533,0.1059952013843459,0.2117775714456064,2.298192028485487,1.8615823178578483,0.8554823529411766,32.71530207881221,0.26740767667125925,94.1159754938879,0.005266939588585241
88,388,66.3831,3.06633,31,3.44758,0,106,131,7,125,5,0.97955,59.64945,0.0,0.0,3.42857,3.928,2.5372,0.0,0.0,126.0,59.31627,0.00032,0.29,1.37,0.45203,7.902073,0.10397334106851247,0.004884588999023824,0.09777959149978172,0.22174804928774564,162.13259674153983,0.14469170063434447,1.2415605709876543,0.15304307282566568,89.76750064022526,538.1760044696659,69620.12840494447,60375.997161920284,0.2207510485628892,0.1059706314775831,0.20793653046654362,2.3208516883153862,2.0290173825497275,0.856270980392157,32.78791206265673,0.267300095136888,93.70452010817081,0.005257818049123316
89,389,66.3569,2.96169,31,3.6335,0,106,131,7,125,5,0.98049,59.62063,0.0,0.0,5.0,3.912,2.59289,0.0,0.0,126.0,59.33155,0.00029,0.29,1.445,-1.0,7.891577,0.10397044148523653,0.004890706604956675,0.0975432334856161,0.22173410227687415,161.70652995356443,0.1446323966730513,1.1667148919753085,0.1529413331670531,89.77764809891579,538.1132979465474,69686.0981454,60375.62349073856,0.2207155484535543,0.10596970094110361,0.20793653046654823,2.3493388782519764,2.124547370999354,0.8560101960784315,32.76325913417487,0.2672379535142205,94.09495117017192,0.0052773770255156
90,390,66.3223,2.94658,31,3.5531,0,106,131,7,125,5,0.98187,59.58546,0.0,0.0,4.35714,3.901,2.50328,0.0,0.0,126.0,59.31334,0.00029,0.29,1.44,-1.0,7.879412,0.10397361686334296,0.004895362435317653,0.09746380205030099,0.22176557958204385,161.65691174481924,0.1445951975169151,1.0959201388888888,0.15290082190743767,89.77710757570598,538.0370398015194,69642.46757345636,60247.17118074615,0.22072145534126134,0.10575635300774268,0.20955994540237277,2.299241864057402,1.8460943828114238,0.8551698039215687,32.77219193070023,0.2672288732484223,94.06611250150621,0.005261611405468772
