,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,cubrow.0,contrast,tone,temporal,movement,cubrow.0.5,cubcol.0.5,saturation,cubrow.1.0,cubrow.0.6,uhdhdsim,fft,blockiness,cubcol.1.0,cubrow.0.3,noise,cubcol.0.3,blur,cubcol.0.6,color_fulness,cubcol.0
45,545,56.8994,13.4641,37,14.8931,0,122,127,3,127,3,1.00226,56.94401,0.0,0.0,10.10714,8.863,11.41536,0.0,0.0,129.0,57.05804,0.0,0.3,6.45,-1.0,2.190485,228.07051151545215,0.10038244838797972,90.2250219907052,0.8346690196078431,5.5144305551882535,16.301408179012345,0.18969450162500281,0.17051936673221987,14.351501276463638,0.2550715181006749,0.13826250938203694,97.20323994194261,64133.94948921636,1.8732952213672764,0.16560811126521172,0.10328947812698636,0.32542804831971606,0.18564527054979915,25583.412528822482,0.15725144999231255,164.37288516260236,0.20572374595426235
46,546,56.8261,13.255,37,15.0627,0,122,127,3,127,3,1.00331,56.87367,0.0,0.0,9.64286,8.87,11.61582,0.0,0.0,129.0,57.01846,0.0,0.31,6.006,-1.0,2.162447,227.34039123407962,0.10059405730660162,93.8041114290255,0.8346690196078431,5.541590912528728,16.5703125,0.18891818959841844,0.17018418154474674,14.38827966760706,0.25507532790952947,0.1392504724319742,97.20354930137275,64027.6745443959,2.0909469846426454,0.16540825391761366,0.10324152371426353,0.32705146325554596,0.18450104852561383,25463.843124306535,0.1575018084817792,164.35624818165178,0.20547353797584106
47,547,56.7483,13.5958,37,14.3082,0,122,127,3,127,3,1.00358,56.83492,0.0,0.0,10.67857,8.891,11.43742,0.0,0.0,130.0,56.96666,0.0,0.31,4.596,-1.0,2.08828,226.60816029355334,0.10077540167044136,92.11185468611141,0.8346690196078431,5.524306472169768,16.609953703703702,0.18815026542370633,0.1701540435768814,14.284152184003664,0.2549824741026559,0.14014975879381816,97.23230514408554,63994.376445452705,1.5591101458993188,0.16512969823983442,0.10345898267561363,0.32926908929877025,0.18318639276903798,25345.651968590257,0.15813151288159089,164.32131369951188,0.20539383224781754
48,548,56.7329,13.395,37,14.7984,0,122,127,3,127,3,1.00217,56.7835,0.0,0.0,11.25,8.847,11.73277,0.0,0.0,129.0,56.97785,0.0,0.31,7.112,0.4321,2.139456,225.89875409160732,0.10059174649426879,91.15917805899744,0.8346690196078431,5.57255747659813,16.96021412037037,0.18731253773941942,0.1699098781609142,14.332703013478973,0.2548662061797374,0.14119986261491624,97.23897962392428,64086.81080596848,1.5567380383548566,0.1646646679333653,0.10371297402942586,0.32705146325554,0.1818327437808464,25321.213137628478,0.1585019073130732,164.38527199834274,0.2053369363255273
49,549,56.7892,13.0361,37,15.1944,0,122,127,3,126,3,0.99867,56.87732,0.0,0.0,13.5,8.83,11.55767,0.0,0.0,129.0,56.91224,0.0,0.3,4.851,-1.0,2.155116,225.20354829009477,0.10025251569067972,89.82766394961826,0.8346690196078431,5.544554501431253,17.067033179012345,0.1864818667944696,0.16966238677853948,14.364784711672938,0.2547761709047578,0.14227680639174106,97.22623722361332,64244.37368795008,1.359389030546013,0.16428419469699707,0.10413999498472491,0.3254280483197131,0.18050746055125788,25435.854879759354,0.15919582282631137,164.43308305727493,0.20541647103638533
50,550,56.7847,13.2156,37,14.5406,0,122,127,3,127,3,0.99879,56.86383,0.0,0.0,10.35714,8.855,11.24605,0.0,0.0,128.0,56.91362,0.0,0.3,5.776,-1.0,2.104326,224.52269307678475,0.10016774691145226,90.93435361841739,0.8349098039215687,5.495281570080374,17.265721450617285,0.1857550982812445,0.16963113323157536,14.352558465651525,0.2547811133337879,0.1432895083655833,97.22350644280526,64236.76630942324,1.283567118202057,0.16418218646053712,0.10507044752411324,0.3292690892987754,0.17915989353555706,25466.175469897353,0.15984420451755177,164.49542222355294,0.20571497044175813
51,551,56.7176,13.4094,37,14.4136,0,122,127,3,127,3,0.99943,56.84501,0.0,0.0,8.64286,8.861,11.40331,0.0,0.0,129.0,56.86007,0.0,0.31,6.441,-1.0,2.144644,223.8457986343314,0.10023625046536018,94.14538388915348,0.8346690196078431,5.531557514527227,17.479938271604937,0.1850750197179866,0.1696614988545511,14.247831933292343,0.2547445861253589,0.14447133667888282,97.23079162177265,64248.1323706319,1.4129600035147278,0.1638683396107082,0.10641632279902356,0.3292690892987747,0.17785168537809856,25351.492839739694,0.1604480611068,164.5272229063571,0.205728560602985
52,552,56.6674,12.9704,37,14.7036,0,122,127,3,126,3,0.99892,56.78906,0.0,0.0,8.82143,8.886,11.57087,0.0,0.0,130.0,56.82128,0.0,0.31,5.585,-1.0,2.210919,223.18368308498668,0.10014572353015286,89.82241787429857,0.8341858823529412,5.554402976505353,17.702015817901234,0.18443113390763743,0.16944490064371728,14.30135053469811,0.25457601969030796,0.14607960221314661,97.23911722094407,64256.49993712991,1.4917191810897854,0.16378771915794282,0.10784103991647764,0.32542804831971733,0.17659469038913064,25272.46928300419,0.16123846504404277,164.6184710028674,0.20577903609129158
53,553,56.6484,12.9586,37,14.5537,0,122,127,3,126,3,0.99741,56.77078,0.0,0.0,8.21429,8.84,11.19077,0.0,0.0,130.0,56.76554,0.0,0.31,4.549,-1.0,2.14521,222.53201947740237,0.09984302429926432,91.59568368315317,0.8346690196078431,5.506490657824813,17.784384645061728,0.1837430281849183,0.16935273527542088,14.274819644880884,0.2544845030121405,0.14778653545399012,97.24194212979734,64220.4860380681,1.6130814258637285,0.16362978119579502,0.10901601637625573,0.3292690892987749,0.17537950026281396,25288.89272519283,0.1615874377312391,164.42865405650178,0.20599735860880614
54,554,56.6387,13.4504,37,14.2723,0,122,127,3,126,3,0.99726,56.79383,0.0,0.0,10.14286,8.849,11.17891,0.0,0.0,129.0,56.74527,0.0,0.31,4.285,-1.0,2.101273,221.89766237932437,0.09977918366588227,92.92868495779808,0.8346690196078431,5.512444170629822,17.85300925925926,0.18313763962256432,0.16950331576993877,14.334614883234472,0.2544511588985113,0.14928190114225115,97.24123448819446,64284.33361569282,1.6990175622468489,0.16338247999653946,0.11021150371019434,0.32926908929877413,0.1742537628743937,25353.789802431027,0.16250578434183127,164.607895410193,0.2061000333847343
55,555,56.6375,13.8238,37,14.4381,0,122,127,3,126,3,0.99978,56.7592,0.0,0.0,9.10714,8.86,11.60449,0.0,0.0,129.0,56.72182,0.0,0.31,5.639,-1.0,2.143858,221.26435917507814,0.0997829241135087,93.26999138409695,0.8346690196078431,5.5630193785822355,18.147328317901234,0.18243558887252848,0.16956910895096408,14.274957915883006,0.25455310213109933,0.15054938311779725,97.26142086432037,64177.4965173968,1.9552994388786415,0.16313998724513837,0.11180027168698695,0.32705146325554674,0.1731251193130744,25317.049204880495,0.1629863295470287,164.57061223682513,0.2061298544402436
56,556,56.5195,13.1213,37,14.9322,0,122,127,3,126,3,0.99709,56.67474,0.0,0.0,10.46429,8.852,11.93083,0.0,0.0,130.0,56.65831,0.0,0.31,4.372,0.43197,2.188173,220.63319107471898,0.09964949750967828,94.3715396291531,0.8341035294117647,5.604261165961717,18.451051311728396,0.18165863363047838,0.16958018077266185,14.264091020748939,0.2547168886477806,0.15168879470270763,97.24890149890408,64262.35740088083,1.5882078584566328,0.16293984173649387,0.11348803912605508,0.32926908929877746,0.17206383378193052,25177.57180573327,0.1634099431481025,164.50765093245616,0.2059383238847432
57,557,56.6587,13.117,37,14.4649,0,122,127,3,126,3,0.99731,56.82393,0.0,0.0,9.64286,8.829,11.31841,0.0,0.0,130.0,56.66056,0.0,0.3,4.569,-1.0,2.154543,220.02083714807117,0.09975754379316285,90.55928529999443,0.8346690196078431,5.525276339382783,18.600453317901234,0.18085921847243544,0.16969258157455394,14.279430436499323,0.25491596441285885,0.1526661491294941,97.24112591177493,64219.778304038475,1.6840297598430893,0.16274733958272916,0.11459882682128096,0.3292690892987763,0.17106811977705025,25383.124609948703,0.16388427183865323,164.54513586563107,0.2059787624764311
58,558,56.6106,13.404,37,14.2429,0,122,127,3,126,3,0.99751,56.77428,0.0,0.0,8.71429,8.816,11.3193,0.0,0.0,129.0,56.63442,0.0,0.31,4.501,-1.0,2.157136,219.40935467408127,0.09995958872050013,92.95008424634264,0.8341035294117647,5.53372984155914,18.671199845679013,0.1800346359015167,0.16985305697265662,14.321604787567516,0.25520069215034036,0.15360512827564968,97.24374634988789,64269.80061893461,1.8823706562685452,0.16249841039876065,0.1156015399884106,0.3292690892987765,0.1701124536144169,25350.46816215437,0.16440270274146548,164.62663709508848,0.2061302918066807
59,559,56.6541,13.1596,37,15.0582,0,122,127,3,126,3,0.99853,56.82629,0.0,0.0,10.78571,8.794,11.56685,0.0,0.0,128.0,56.59794,0.0,0.3,4.51,-1.0,2.220492,218.82589542387956,0.1010521267947377,87.45264271281087,0.8341035294117647,5.556903048389231,18.778694058641975,0.17930205166597085,0.1697382933189853,14.326002521279419,0.2554665894743613,0.15483879157738178,97.22523642845795,64274.90653295998,2.192063345852392,0.16259650263478326,0.11676949139124339,0.329269089298777,0.1693193935346349,25397.187274836822,0.1651099358354214,164.7066011209912,0.20643446494908063
60,560,56.7304,13.2842,37,14.9335,0,122,127,3,126,3,0.99677,56.8736,0.0,0.0,9.35714,8.782,11.35967,0.0,0.0,130.0,56.58014,0.0,0.31,4.658,-1.0,2.170842,218.22637589192314,0.10317920505172919,93.65025336106063,0.8341035294117647,5.5246894144635865,18.961757330246915,0.17831425667486062,0.16947893917465423,14.295342339409721,0.2565065057005579,0.15693771250109725,97.23977289746534,64336.45086245148,1.8621486776437175,0.16191809680091776,0.11844755734201698,0.32926908929877724,0.16785652457962477,25519.8900210282,0.16557612391001217,164.66794442336214,0.20702126497274745
61,561,56.5995,13.4117,37,14.6814,0,122,127,3,126,3,0.99648,56.76873,0.0,0.0,11.39286,8.784,11.46339,0.0,0.0,131.0,56.55034,0.0,0.31,4.778,-1.0,2.241166,217.63988967856002,0.10469761314708255,86.40845533487186,0.8341035294117647,5.534565904665552,19.168643904320987,0.1771876456699969,0.1692308435599863,14.274467750831887,0.2572126367341108,0.15879208296069222,97.23940604016042,64386.40123061667,1.3060511363021774,0.16157673504642714,0.12011206559235992,0.32926908929877485,0.16663862710803676,25371.718128910543,0.16621911979667295,164.6304945634359,0.20753422380619646
62,562,56.7524,13.5023,37,14.1161,0,122,127,3,126,3,1.00615,56.90325,0.0,0.0,10.85714,8.765,11.57658,0.0,0.0,130.0,56.53433,0.0,0.31,4.568,-1.0,2.152679,217.05660327803648,0.10618603202129479,92.7878287376329,0.8341035294117647,5.555608622431737,19.37012924382716,0.1758689842190822,0.16880795585369793,14.198027810932679,0.2577793978463685,0.16048783510432693,97.23136709392271,64275.59859754468,1.180134052570886,0.16146162313696968,0.1213726692272219,0.32926908929877796,0.16545459506242532,25632.928130920864,0.16698430643134102,164.58717929999108,0.20771108908655841
63,563,56.792,13.4285,37,14.4359,0,122,127,3,126,3,1.01026,56.94015,0.0,0.0,11.82143,8.76,11.65366,0.0,0.0,130.0,56.52202,0.0,0.31,4.941,-1.0,2.197743,216.48463523153862,0.10833526297638256,86.7235868260679,0.8341035294117647,5.567322997527294,19.434124228395063,0.17465571374885264,0.16826856922989844,14.226260526680651,0.25832442131436817,0.1623337187614498,97.22161192732804,64269.733852133446,1.9131324991198482,0.16125003088276907,0.1224645869801044,0.3292690892987744,0.16446588478374002,25710.40731700039,0.1676076990391844,164.7236509504479,0.20791913011546037
64,564,56.7463,13.1891,37,14.5536,0,122,127,3,126,3,1.00114,56.92893,0.0,0.0,12.21429,8.804,11.58701,0.0,0.0,128.0,56.51683,0.0,0.31,6.032,0.4357,2.186516,215.90826650826168,0.11037692645626601,86.97860429901374,0.8341035294117647,5.558836820348974,19.572193287037038,0.17353557521361124,0.16798746250880492,14.191381948965567,0.2589553692035791,0.16404203628045608,97.22633661488516,64208.75031228199,1.5201946881104809,0.1609056820142611,0.12396277875800094,0.3292690892987766,0.16326718485047473,25628.22646244086,0.16827938304331033,164.68044445987294,0.20807778367078097
65,565,56.6727,13.5137,37,14.5505,0,122,127,3,126,3,0.99486,56.82535,0.0,0.0,10.46429,8.817,11.37925,0.0,0.0,130.0,56.47601,0.0,0.31,6.704,-1.0,2.168329,215.34805351060237,0.11154483454954583,92.94609283787794,0.8341035294117647,5.529066711815268,19.722752700617285,0.1722921040648407,0.16765904797194373,14.310238119996624,0.2594619420729622,0.16549889085920985,97.2469931186256,64255.11786630464,1.4997231114942915,0.16066817335150047,0.12561834827002907,0.3292690892987768,0.16192428284259244,25488.56920462695,0.1687376537774114,164.77886765101422,0.20836561867344483
66,566,56.6949,13.4563,37,14.8152,0,122,127,3,126,3,0.99551,56.8843,0.0,0.0,9.89286,8.82,11.66398,0.0,0.0,130.0,56.48925,0.0,0.31,5.676,-1.0,2.144744,214.7836231105968,0.11233461480120273,87.6248195457897,0.8341035294117647,5.574880264427727,19.899739583333332,0.1710488920047992,0.16722490003787494,14.309635115258487,0.25995982660829625,0.16664014758408272,97.22177584935343,64176.7134971879,1.7178771492684368,0.16026517425531486,0.12697562647363309,0.32926908929877713,0.16045525448518344,25616.51295594313,0.1693373344741499,164.81185776129936,0.208495609172266
67,567,56.7956,13.0782,37,14.6225,0,122,127,3,126,3,1.00236,56.99363,0.0,0.0,8.10714,8.822,11.62039,0.0,0.0,130.0,56.47728,0.0,0.31,5.139,-1.0,2.203,214.23396792890063,0.11324060229799439,90.30542711678443,0.8341035294117647,5.5654590981332195,20.007667824074073,0.17002753182142527,0.16675581646541013,14.36607360839844,0.260535974459123,0.16786998217661525,97.20847359825169,64207.29219698051,1.7618495855005032,0.15984710141239789,0.1281489105114168,0.32926908929877624,0.15881119337057747,25728.95182797701,0.1695639151990354,164.7738239398036,0.20886533303186966
68,568,56.6597,13.5812,37,14.9568,0,122,127,3,126,3,1.00273,56.91155,0.0,0.0,10.89286,8.787,11.27801,0.0,0.0,130.0,56.44213,0.0,0.31,4.691,-1.0,2.197289,213.68169940983734,0.11453045788089372,90.18578412495538,0.8338356862745098,5.5205053914945665,20.092640817901234,0.16897762867802357,0.16621001612226202,14.176220175660687,0.2611775521153966,0.16912902612001837,97.2284948012664,64216.496096495415,1.474892701849894,0.15948382569941263,0.12944990509155666,0.3292690892987782,0.15718101513810243,25510.174759393103,0.16964997951292987,164.7751590959968,0.20927870460073564
69,569,56.5737,13.4869,37,15.2711,0,122,127,3,126,3,1.00064,56.76986,0.0,0.0,10.21429,8.784,11.71508,0.0,0.0,129.0,56.41022,0.0,0.31,3.95,-1.0,2.212929,213.13597638007906,0.11579518168621067,92.72959436257278,0.8338356862745098,5.581322321293285,20.12770061728395,0.16798894759431082,0.16602753342875365,14.236398390781732,0.2618843763047571,0.1701111909116185,97.24050468012473,64197.719996964544,1.453544754069383,0.15929520943508438,0.13107968851853052,0.32926908929877685,0.15605888843443858,25378.06683777573,0.16993290102498318,164.78175126584196,0.20914165341960647
70,570,56.6528,12.958,37,14.6546,0,122,127,3,126,3,0.99696,56.86393,0.0,0.0,13.42857,8.794,11.62927,0.0,0.0,131.0,56.37558,0.0,0.31,3.909,-1.0,2.216776,212.59579698094714,0.11697655307735247,91.29041224782179,0.8338356862745098,5.567098483011355,20.20871913580247,0.16691624944081282,0.1659106970706944,14.260835624035495,0.26282535940690377,0.17114761943022708,97.22881149699369,64178.416711292164,1.7587522097803958,0.15868651904641076,0.13267843933434048,0.32926908929877513,0.15496064478236626,25479.742021431328,0.17025356064911482,164.81121828409198,0.20878162384692958
71,571,56.6324,13.6397,37,14.4434,0,122,127,3,126,3,1.00154,56.84713,0.0,0.0,11.46429,8.773,11.17198,0.0,0.0,130.0,56.3688,0.0,0.31,4.948,-1.0,2.236759,212.0549950372889,0.11800306664602284,90.79740400248245,0.8332701960784313,5.49855255341014,20.383584104938272,0.16613836004578839,0.16558997535615297,14.19333639262635,0.2638030639963348,0.17231817236267677,97.23163529884908,64077.04287335792,1.5326101848304208,0.15833840974255173,0.13451703939167337,0.32926908929877813,0.1542592500037918,25553.517643948577,0.17057708852524386,164.7492531428938,0.207995810931372
72,572,56.5246,13.4184,37,14.725,0,122,127,3,126,3,1.00578,56.73388,0.0,0.0,11.21429,8.785,11.7653,0.0,0.0,128.0,56.36206,0.0,0.31,4.743,0.43981,2.179536,211.52718895430684,0.11873576779168925,90.90913271946111,0.8335827450980392,5.587748335041702,20.520929783950617,0.16514094191543163,0.16572618962588337,14.301727483301988,0.2645754535440022,0.17347732608951566,97.24463100787577,64096.04348696333,1.3703927568320262,0.15804379336562321,0.13643725020875175,0.3292690892987766,0.153350710844704,25363.633855744833,0.17058112583856394,164.8275610606607,0.20715612138725012
73,573,56.4445,13.4556,37,14.4848,0,122,127,3,126,3,1.00398,56.64475,0.0,0.0,9.67857,8.842,11.57072,0.0,0.0,128.0,56.29938,0.0,0.31,5.483,-1.0,2.297915,210.99463122860232,0.11921447686233502,90.56193907809879,0.832676862745098,5.556732687792373,20.58767361111111,0.16410953768023423,0.16588063970706193,14.15697752399209,0.26520087826244293,0.17470129385523453,97.26677834175555,64090.756162083904,1.3722209578781106,0.1575226826458863,0.13828258621165193,0.329269089298776,0.15243098767719815,25204.03471424842,0.17096105203049372,164.75276890962277,0.20643505114062574
74,574,56.3895,13.0861,37,14.2812,0,122,127,3,126,3,1.00041,56.59651,0.0,0.0,9.28571,8.835,11.60179,0.0,0.0,129.0,56.32612,0.0,0.31,4.719,-1.0,2.239904,210.47215341549344,0.11968551967941389,91.45077303474119,0.8327415686274511,5.563756360406426,20.76075424382716,0.16303104555799716,0.16600700824790818,14.256511170187114,0.26564513205278256,0.17564206398266613,97.28646514314212,64124.797285771405,1.7340718146421945,0.15707722875581118,0.14008669594747836,0.32926908929877746,0.15111167235047926,25211.106069238445,0.1710513871645818,164.87752203508043,0.20631268602148153
75,575,56.5243,13.2719,37,14.216,0,122,127,3,126,3,0.99745,56.72883,0.0,0.0,8.60714,8.809,11.28302,0.0,0.0,130.0,56.31415,0.0,0.31,5.688,-1.0,2.293847,209.94891465846044,0.12058138059167263,91.54046436115254,0.8327117647058824,5.518400174284128,20.85546875,0.162217552274157,0.16623956982076368,14.250780647183642,0.26571309882219474,0.1764173365045277,97.25492661984663,64171.05614690526,1.7039578046454527,0.1567434946967568,0.14151990331925596,0.3292690892987782,0.14961460848254535,25445.079502540535,0.17110811754943245,164.89499884775265,0.20595974001810868
76,576,56.4163,13.7073,37,14.2805,0,122,127,3,126,3,0.99437,56.5586,0.0,0.0,8.71429,8.815,11.4419,0.0,0.0,131.0,56.28789,0.0,0.31,4.954,-1.0,2.176692,209.42837258220672,0.12066243835850293,90.82696192733304,0.8335380392156863,5.548900542328386,21.05251736111111,0.1614014918197126,0.16645478450745158,14.208171326437114,0.26545333840755836,0.17722793714835697,97.28096467828797,64145.90941291852,1.9942580993530876,0.15658380458617105,0.14274700452544287,0.32926908929877574,0.1480994130986739,25277.069504072617,0.17126934516231088,164.93679556395685,0.20524778984908368
77,577,56.208,13.5696,37,14.6468,0,122,127,3,126,3,1.00288,56.39235,0.0,0.0,8.60714,8.852,11.81347,0.0,0.0,129.0,56.25394,0.0,0.31,4.183,-1.0,2.167713,208.92465038108904,0.12038953889291187,90.36106318959514,0.8329858823529411,5.582888879836206,21.191743827160494,0.16077285596939428,0.1666670547395236,14.279612223307293,0.26536747123724724,0.17795785803212574,97.3060152674561,64123.57078241399,1.6075866559438197,0.15612300960332884,0.14357271378417932,0.3292690892987759,0.14659900994667222,25067.847788888907,0.17138626788350403,164.93128527436707,0.20449251227117896
78,578,56.3067,13.3193,37,15.1125,0,122,127,3,126,3,1.00361,56.48913,0.0,0.0,10.35714,8.83,11.69798,0.0,0.0,128.0,56.24076,0.0,0.31,4.842,-1.0,2.195068,208.41935313231335,0.12016293135369431,89.76523258422199,0.8318635294117647,5.569674463593113,21.29224537037037,0.15999207679812352,0.16686997821268582,14.269065574363427,0.26551486877531777,0.17882721582219313,97.30013766209856,64165.7314555253,1.683469202514839,0.1561384926428805,0.1445578433053467,0.3292690892987737,0.14504431130022832,25168.036174426088,0.17140245592275144,164.9312258234705,0.20338948988139355
79,579,56.2679,13.2445,37,14.6619,0,122,127,3,126,3,1.00025,56.46624,0.0,0.0,10.10714,8.793,11.48232,0.0,0.0,130.0,56.19909,0.0,0.31,4.54,-1.0,2.323191,207.9246821373899,0.11998739416670827,89.80384628832364,0.8321313725490196,5.541102771714086,21.371865354938272,0.15933150938436802,0.16712464831841994,14.283414110725309,0.2657471518198122,0.1794828200344499,97.29893009201332,64221.39709410965,1.78127784745266,0.15642703933481378,0.14594989586170876,0.3292690892987742,0.14372517118717315,25144.14157788917,0.17151885601915384,164.90817042009334,0.20267110801051721
80,580,56.2933,13.2451,37,14.9866,0,122,127,3,126,3,0.99376,56.46802,0.0,0.0,10.85714,8.816,11.41917,0.0,0.0,130.0,56.18525,1e-05,0.31,4.11,0.42657,2.247069,207.4327785416262,0.11998704839503335,89.21866463535157,0.8318031372549021,5.535262212842107,21.426842206790123,0.15877084148798723,0.16760180114013468,14.34701877170139,0.26598375845415595,0.18010816432852106,97.3120712569116,64211.561644775364,2.0461689938308516,0.1564406162561352,0.14740580423514696,0.32926908929877635,0.14262227590764173,25165.471938796487,0.17170296177820227,164.85498859873837,0.2015725280961713
81,581,56.2232,13.0735,37,14.1408,0,122,127,3,126,3,0.99557,56.40674,0.0,0.0,10.07143,8.795,11.41707,0.0,0.0,129.0,56.17288,0.0,0.31,5.299,-1.0,2.237791,206.9460067146747,0.12027593979633483,88.97959866918202,0.8316027450980392,5.531936845593204,21.62842399691358,0.15812548590368158,0.16789769517554584,14.269320452654805,0.26617172702025627,0.1807336040426818,97.30630813260964,64169.103722024614,1.7795887996276536,0.15640681225717865,0.14874488416431073,0.32926908929877463,0.14141372967806537,25045.99574603615,0.17176865520651682,164.93505798405374,0.20080049584409748
82,582,56.1852,13.109,37,14.5669,0,122,127,3,126,3,0.99471,56.3661,0.0,0.0,10.53571,8.781,11.26798,0.0,0.0,130.0,56.14459,0.0,0.31,5.087,-1.0,2.292149,206.4566167010576,0.12097667532876451,88.80408389033555,0.8316403921568628,5.519136065682982,21.67216435185185,0.15755749028624777,0.16835833294123395,14.275328271182966,0.2662805866280595,0.18136210578480702,97.32420720445658,64052.762080554996,1.7622595347687897,0.15643906469300312,0.14996321199124185,0.3292690892987735,0.14033173231182006,25042.688924149148,0.17175966616663288,164.97430748316287,0.19957985658619015
83,583,56.1456,12.9395,37,14.7182,0,122,127,3,126,3,0.99908,56.33218,0.0,0.0,10.39286,8.815,11.29986,0.0,0.0,129.0,56.11276,0.0,0.31,4.63,-1.0,2.19324,205.96912899515985,0.12141200396465619,89.92317305386703,0.83106,5.528109664566846,21.761043595679013,0.15694405728736488,0.16903395479566136,14.16489024221161,0.2662979868978709,0.18202679352571907,97.32565790808107,64005.444091613295,1.0176580231400056,0.1560706157009074,0.15107497452738117,0.32926908929877574,0.13912398446078944,24986.579476543215,0.17206980572955477,164.93070707466285,0.19844745035549566
84,584,56.0088,12.8723,37,14.9337,0,122,127,3,126,3,0.9966,56.22944,0.0,0.0,11.96429,8.78,11.15364,0.0,0.0,130.0,56.08463,0.0,0.31,3.602,-1.0,2.232038,205.50124092500127,0.1219527585534992,84.93319257039649,0.8309925490196077,5.504507935023682,21.799479166666668,0.15618001110783108,0.16956524526941677,14.254564450110918,0.26637272680262497,0.18257448623376696,97.33753859093159,63990.00838129595,1.2574145624291537,0.1559110262023026,0.15256233364079044,0.3292690892987766,0.13806065380372345,24781.84941624848,0.17244919391790742,164.9015281121142,0.19795651865172662
85,585,55.9393,12.9498,37,14.1025,0,122,127,3,126,3,0.99572,56.15663,0.0,0.0,11.10714,8.787,11.09635,0.0,0.0,130.0,56.07298,0.0,0.31,4.134,-1.0,2.318632,205.03637039060425,0.1229728032654188,89.59299329165866,0.8313050980392157,5.4986230535312295,21.840181327160494,0.15519766559134449,0.17002795664311818,14.3597491229022,0.26667123504710544,0.1832271587237522,97.33898832790146,64064.740425615695,1.6266859347703846,0.15555267120033597,0.15391333684746172,0.3292690892987739,0.13723443412244318,24682.55435436275,0.17265003216654967,164.99766657292835,0.19800327545398275
86,586,56.0214,13.1368,37,14.7361,0,122,127,3,126,3,1.00025,56.23127,0.0,0.0,9.32143,8.835,11.16189,0.0,0.0,129.0,56.04834,0.0,0.31,3.754,-1.0,2.301591,204.5767582693899,0.12352634148233696,84.92831063609673,0.8319011764705883,5.520421805067453,21.94704861111111,0.1540837558995658,0.17047333908477422,14.191455040448977,0.2669354443791796,0.18414683329143525,97.31789606078686,64158.908012514716,1.067924907267046,0.15537437526614414,0.15477406113450615,0.3292690892987731,0.1359217635325959,24825.499975176474,0.17277348009541219,164.8473571796502,0.19863468458314087
87,587,56.019,12.9118,37,14.4471,0,122,127,3,126,3,0.99868,56.2279,0.0,0.0,8.64286,8.798,11.32685,0.0,0.0,129.0,56.03507,0.0,0.31,3.951,-1.0,2.25316,204.12976258284363,0.12356602017236357,87.20885628991502,0.8313050980392157,5.526362026151053,22.099681712962962,0.15267291396439886,0.17118239385886394,14.264851322880498,0.2673514152628688,0.18512983368643468,97.32290657272314,64083.80377166345,1.082518208341586,0.15510852929268504,0.15526027319693023,0.32926908929877646,0.1349497507992363,24871.982843716687,0.17313518866464572,164.93607790351066,0.19875906753270167
88,588,56.1526,12.3869,37,14.9797,0,122,127,3,126,3,1.00053,56.37548,0.0,0.0,7.96429,8.76,11.13224,0.0,0.0,129.0,55.9934,0.0,0.31,4.042,0.43197,2.329636,203.6775307706076,0.12367906509322095,87.11709763956615,0.8312901960784314,5.51110647331234,22.119695216049383,0.15127444893038525,0.17187626302787753,14.236128630461517,0.26775583347288706,0.1862343449495583,97.30723075780304,64123.520916386966,1.459974493309479,0.15477539779040345,0.1554747413990852,0.32926908929877513,0.13379845930086712,25078.38209160543,0.17349349168134326,164.9324679954288,0.1988041652401675
89,589,56.1587,12.5839,37,13.8739,0,122,127,3,126,3,0.99509,56.39174,0.0,0.0,9.25,8.749,10.67632,0.0,0.0,129.0,55.96662,0.0,0.31,6.197,-1.0,2.365335,203.24300185606717,0.12420172575894582,90.42251923394086,0.8296164705882353,5.443388739294502,22.098958333333332,0.14960429597669814,0.17227174075476878,14.258687525619695,0.2679485406159668,0.1874631006259484,97.31188539080446,64104.61761095296,1.308315216824248,0.154582078560284,0.15554820807654832,0.32926908929877463,0.1330034506638373,25057.6251923603,0.1736809315344145,164.93745179736047,0.19875662306511493
90,590,55.9394,12.7005,37,13.9131,0,122,127,3,126,3,0.99341,56.16261,0.0,0.0,9.53571,8.802,10.85298,0.0,0.0,130.0,55.91679,0.0,0.31,5.187,-1.0,2.281733,202.82013973869033,0.12428651735306535,88.6008463196784,0.8301819607843136,5.4690595885327316,22.06838348765432,0.14767901278797224,0.17286970503526308,14.311763998902874,0.26773830323347814,0.18852867468025825,97.35590430110287,64114.979206025724,1.5579606276473508,0.15445865555212032,0.1556925617570583,0.3292690892987735,0.13238108752489963,24698.782986553182,0.17376584016241386,164.94006784926438,0.19810898826786816
