,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,cubrow.0,cubrow.1.0,contrast,cubcol.0.3,tone,staticness,color_fulness,cubrow.0.3,uhdhdsim,cubcol.0.5,cubrow.0.6,cubrow.0.5,movement,cubcol.1.0,cubcol.0,noise,blockiness,cubcol.0.6,saturation,fft,blur
45,45,60.0344,13.6558,88,18.0422,0,94,124,33,128,24,0.98314,67.12269,0.0,0.0,0.0,4.005,11.48037,0.0,0.0,125.0,35.00742,0.00743,2.12,1.289,-1.0,0.0,6.294204900990128,0.12339728862033776,0.08635924289090756,87.74843298827949,0.21452304158904784,0.4929184313725491,186.53538914815135,148.50620742456252,0.15742821601364945,82.7208251103813,0.19449952880023857,0.18917439081681228,0.191993729537242,8.59789737654321,0.1153572965136378,0.16206569753059996,2.2033504822619263,4.76142954729365,0.19890181541649252,34.1360053545163,70969.99576744469,21502.447654037263
46,46,60.2584,14.0192,88,18.3824,0,94,123,33,128,24,0.98034,67.43044,0.0,0.0,0.0,4.011,11.74632,0.0,0.0,127.0,35.05636,0.00862,2.1,1.312,-1.0,0.0,6.095214870886314,0.12489382313779424,0.08605846515910485,91.6584083417588,0.21256282835174453,0.4921007843137256,186.37468638921436,148.89913619339924,0.15762489972383278,82.6919646780293,0.1954475602679053,0.1894017690453001,0.19220093239114902,8.720293209876543,0.11512145881579598,0.16043433531759824,2.200103652390268,5.870531522123214,0.19825542631801313,34.20052102171344,70967.49954983132,21886.001367834408
47,47,60.451,15.0879,88,18.6511,0,94,124,33,128,24,0.98679,67.61511,0.0,0.0,0.0,4.051,12.06691,0.0,0.0,133.0,35.02038,0.00756,2.13,1.367,-1.0,0.0,6.260071258008953,0.12699192496369205,0.08626779182305844,90.43774087278311,0.21072986877005465,0.4906329411764707,186.23623573800964,149.42152569521966,0.1578187068036797,82.74472207954845,0.1960527726350393,0.18948936595602017,0.1923171302581003,8.941792052469136,0.11486754849919321,0.15965443566087667,2.1978860263470343,5.428577127802536,0.197640888891975,34.121629691418306,70817.77707316779,22347.730300387408
48,48,60.7439,15.3342,89,20.3992,0,94,124,33,128,24,0.9937,67.93238,0.0,0.0,0.0,4.087,12.99471,0.0,0.0,134.0,34.97695,0.00808,2.13,1.317,0.125,0.0,6.3573327975145295,0.12856943777173716,0.08675796379825298,91.79755408645858,0.20856319737004456,0.4904341176470588,186.12210342845228,149.60869157558716,0.15822735551644182,82.67698582166031,0.1963842372661791,0.18958311037471456,0.19236522821958793,9.295090663580247,0.11433768502204437,0.1603724827490385,2.197886026347035,5.4353271989926215,0.19785377443872218,34.1987368736738,71109.29538974521,22990.842319596453
49,49,60.9597,15.9896,89,20.8913,0,94,124,33,128,25,0.98994,68.12476,0.0,0.0,0.0,4.038,13.20289,0.0,0.0,135.0,34.90175,0.00825,2.13,1.375,-1.0,0.0,5.985791405701673,0.13029735928784006,0.08690626628023793,91.77675776381427,0.20678077946097126,0.490426274509804,186.00256461000035,149.8893581261223,0.15836199527319333,82.61295762365641,0.1963507084304448,0.18979066728371358,0.19256695895187972,9.703076774691358,0.11373500262301088,0.16256924822751587,2.20129207460506,5.214415915536441,0.1975361461345676,34.14731004503038,71768.1358866607,23401.657168584596
50,50,60.9411,16.7015,89,21.7353,0,94,124,33,128,25,0.98979,68.02451,0.0,0.0,0.0,4.069,13.77028,0.0,0.0,134.0,34.78737,0.00833,2.13,1.286,-1.0,0.0,6.18672382586542,0.131693006368871,0.08671177096120933,92.86653050393089,0.20475534984952473,0.4915196078431372,185.8631355794512,149.48202480230003,0.15814580039315765,82.68204327390579,0.19656207521045418,0.1898827663715195,0.19284828221257846,10.375530478395062,0.11297816694786773,0.16479550718395503,2.194639196475369,4.865532072074809,0.19720622217969122,34.40149698139709,71800.51663137515,23577.652695953708
51,51,60.9298,16.6464,88,22.5519,0,94,124,33,128,25,0.9872,67.87621,0.0,0.0,0.0,4.075,14.38251,0.0,0.0,135.0,34.62912,0.0081,2.14,1.315,-1.0,0.0,6.195650703635648,0.13351975844579025,0.0865155095327479,92.36111573642667,0.2028674460148364,0.4936843137254902,185.68063381940954,149.26332913740094,0.15823837164147533,82.70184773341612,0.19675807277605006,0.18994497438001343,0.19309198812823736,11.026331018518519,0.11240521194518485,0.16692275715962346,2.1962626114112,5.3807033096930015,0.19673026592235401,34.20662887008102,71724.86066618674,23469.901677024198
52,52,61.0317,17.2787,88,24.1129,0,93,124,33,128,25,0.99345,67.85185,0.0,0.0,0.0,4.071,14.34164,0.0,0.0,134.0,34.52144,0.00763,2.14,1.326,-1.0,0.0,6.209153795524917,0.13578974900479623,0.08658137735882292,92.60970112959419,0.20102205329025233,0.4937894117647058,185.52366117466647,149.20123135806637,0.15838695309456216,82.69506878659071,0.19718098139891846,0.19003723470252135,0.1932944028850817,11.419753086419753,0.11199619969889339,0.16800293502288952,2.200697863497662,5.047487246535614,0.19612084221082754,34.457767251097124,71897.05271114335,23654.856152444998
53,53,60.8831,17.8037,88,24.1944,0,93,124,33,128,25,0.98432,67.66495,0.0,0.0,0.42857,4.065,14.88085,0.0,0.0,135.0,34.41627,0.0082,2.13,1.355,-1.0,0.0,6.333638224162964,0.1372687912669727,0.08700306041174667,93.07015036364992,0.19925186559475275,0.49372196078431374,185.39306916125673,149.36488372616748,0.15838973598555758,82.70378360408938,0.19728814976591377,0.19010178298527844,0.19350330222949833,11.597029320987655,0.11166361390128622,0.1697261664671266,2.1940449853679698,4.430565505506982,0.19558653996567799,34.465608008113904,71864.92501838795,23653.30439939796
54,54,60.6864,18.5228,88,26.366,0,94,124,33,128,24,0.98517,67.52688,0.0,0.0,0.0,4.111,15.33057,0.0,0.0,134.0,34.51319,0.00765,2.14,1.518,-1.0,0.0,6.286698737693617,0.13789366141278034,0.08730431995420926,91.96104123540837,0.19749358953801965,0.4934541176470588,185.27228873139663,149.2136111535282,0.158419469506248,82.72703606722955,0.19748933013428835,0.19010165352496627,0.19374415526919428,11.493007330246913,0.11156905509209987,0.17229625947364371,2.1825218624307827,4.8709761198777,0.19522019313044664,34.53872360417872,71880.64012203434,23492.508133233634
55,55,60.6801,18.4731,88,26.0492,0,94,123,33,128,25,0.99607,67.6663,0.0,0.0,0.0,4.093,15.94665,0.0,0.0,134.0,34.91665,0.00772,2.14,1.406,-1.0,0.0,6.325997225852362,0.13970718773442367,0.08750669464197995,92.91478368764064,0.19579594687014315,0.4987972549019608,185.18354317990782,149.64351733364586,0.15834226249726052,82.74503564880435,0.19736107757966598,0.1900972842032287,0.193996588196819,11.525414737654321,0.11158433716649467,0.17308617580776514,2.1803042363875504,4.449734916736029,0.19493199584569462,34.73186879099151,71953.75800575136,23611.52057213779
56,56,60.8838,17.6412,88,26.8212,0,94,124,33,128,25,0.98172,67.77891,0.0,0.0,0.0,4.104,15.89855,0.0,0.0,134.0,34.73748,0.00742,2.13,1.311,0.12526,0.0,6.420081112153142,0.14053733600938775,0.08755142727345766,92.19352904803718,0.19422134296136823,0.4939066666666667,185.07822621105942,149.46003494750812,0.15848126677936755,82.7804229274966,0.1971311007477919,0.19010557238866513,0.1941746652798806,11.234905478395062,0.11161210272682764,0.17433425699422067,2.180304236387551,4.485017088307106,0.1946877891479128,34.59742378894194,71997.28102961388,23889.514024806875
57,57,60.7963,17.5209,88,27.3271,0,94,124,33,128,25,0.99009,67.6761,0.0,0.0,0.0,4.101,15.18087,0.0,0.0,133.0,34.79145,0.00768,2.13,1.338,-1.0,0.0,6.384713712238224,0.14184885955052942,0.08838283695058334,92.42030386413253,0.19292818082459262,0.4937298039215686,184.97193508965702,149.88952338370257,0.15833504855142744,82.74679389636474,0.19706066818614296,0.1899756364313451,0.19433932686742103,11.192274305555555,0.11169330339687329,0.17622686956972702,2.1902039443889065,4.484236642123932,0.1947066068644114,34.49176986129196,72360.62974405393,23792.28591057257
58,58,61.0887,17.6746,89,27.1775,0,94,124,33,128,25,0.99054,68.00932,0.0,0.0,0.03571,4.101,15.08009,0.0,0.0,132.0,34.90031,0.00784,2.13,1.301,-1.0,0.0,6.489140592867599,0.14337267982184826,0.08852176101878238,92.92499452068093,0.19141633619451145,0.49603258823529395,184.864819644878,149.912128435934,0.158211763390856,82.72408137505543,0.19713496335384706,0.1897733967904359,0.194537469694587,11.186197916666666,0.11177919615291958,0.1777782109193403,2.1897689516678693,4.741381865084745,0.19449395465544203,34.39223433129581,72391.91595148105,24282.50651558358
59,59,61.178,17.8545,89,26.9179,0,94,124,33,128,25,0.99133,68.14842,0.0,0.0,0.0,4.117,15.21306,0.0,0.0,132.0,34.83657,0.00759,2.11,1.286,-1.0,0.0,6.37443273166036,0.14495051758284355,0.08897899256796284,93.10702509756528,0.18993739323220418,0.49210705882352945,184.7619406780445,149.70959822635834,0.15812942291644674,82.7117614356294,0.1974647589459857,0.18963970606201425,0.19482745054363448,11.098910108024691,0.1118425416483043,0.18010615451748643,2.184145277366614,4.155649949663103,0.1945426990013132,34.17154495804398,72198.23759657599,24312.5057627325
60,60,61.4518,18.1406,89,26.7349,0,94,123,34,128,25,0.99954,68.52483,0.0,0.0,0.03571,4.08,15.36535,0.0,0.0,133.0,34.96952,0.00774,2.13,1.228,-1.0,0.0,6.638658396161526,0.14575994238210457,0.08942208934636942,92.42091260273983,0.18778664396715372,0.4960137254901961,184.69938354281743,149.82939737660558,0.15798500458664988,82.63438141554997,0.19792718437975754,0.1896375231428356,0.19510793708758672,11.223476080246913,0.11191538064156047,0.1836210187656552,2.1907981554963087,4.336394606401426,0.194696124584286,34.547274742597416,72254.55841408603,24379.547255497324
61,61,61.4285,17.791,89,24.3703,0,94,124,33,128,25,0.99777,68.51617,0.0,0.0,0.03571,4.085,15.61303,0.0,0.0,133.0,34.93489,0.00792,2.15,1.364,-1.0,0.0,6.232869837359434,0.14752993942196863,0.08973052073279474,93.15939525675795,0.18636870289091864,0.4945929411764707,184.6290433408188,149.6415988530935,0.1577726464771366,82.64897538525116,0.19901696684972625,0.18995195259379213,0.19562382661601235,11.06857638888889,0.11216152781570037,0.18646062486486817,2.1837102846455743,3.2394713523438,0.19518823839506239,34.1920230064863,72106.94642197953,24428.172334859453
62,62,61.4034,17.8876,89,24.8666,0,94,124,33,128,25,0.9996,68.52325,0.0,0.0,0.0,4.049,15.3143,0.0,0.0,132.0,34.88083,0.00819,2.13,1.299,-1.0,0.0,6.382232857808152,0.14964709547499006,0.09034611463972345,93.25208235312886,0.18443016305915244,0.49153529411764707,184.57421630844433,149.8700963920409,0.15780206572774255,82.59789331318503,0.19976205015095433,0.1901715495161003,0.1959208287409628,10.886188271604938,0.11244959990145854,0.18859863739218222,2.1918273593247406,3.95963298309659,0.19529442212517997,34.35125280309607,72155.25785701704,24162.535719844036
63,63,61.4507,18.049,90,23.6432,0,95,123,34,128,25,0.99234,68.70674,0.0,0.0,0.07143,4.071,15.39853,0.0,0.0,133.0,35.02185,0.0076,2.14,1.297,-1.0,0.0,6.175996133478448,0.1518568978334872,0.09038612968403927,92.70421885321818,0.1816868385504495,0.4928509803921569,184.5065992126673,149.84099287331776,0.15804617551078923,82.60853826386715,0.19975029393985702,0.1903976065390216,0.19615570322221434,10.870081018518519,0.11276239538441003,0.1901888454014542,2.1913923666037025,5.6279018537359,0.19509988418925128,34.37969819999036,72029.85042121618,24181.993679266176
64,64,61.5056,18.2448,90,24.4772,0,95,123,34,128,25,0.99061,68.69165,0.0,0.0,0.07143,4.066,15.53088,0.0,0.0,132.0,34.9367,0.00742,2.13,1.364,0.125,0.0,6.434021206848397,0.1539198496452507,0.09066012777526773,93.3464330262662,0.17962879241207053,0.4906643137254902,184.45394825199293,149.9257802763147,0.15803099542494672,82.6850101731364,0.1997000994517588,0.19042157702803386,0.19632795948428397,10.970293209876543,0.11293299120442374,0.19092583490189452,2.177492399236924,5.720935935698428,0.19492208781436185,34.30570833182629,72027.56585908326,24261.059930369272
65,65,61.6934,17.7605,90,23.941,0,95,124,34,128,25,0.99033,68.85151,0.0,0.0,0.07143,4.064,15.69747,0.0,0.0,132.0,34.90045,0.00731,2.12,1.333,-1.0,0.0,6.7650936260740195,0.1561945154062581,0.09100184383352897,92.8263226837754,0.17746868233453297,0.4895460784313703,184.3978996721895,149.9052127505579,0.1579588915625757,82.63362616220873,0.20027723638785142,0.19058105753592414,0.19634844861494963,11.069878472222221,0.11304252261518488,0.19221264522190507,2.180739229108591,4.679467757141235,0.1943386375162382,34.326417145905666,72223.93333210166,24786.330486209088
66,66,61.638,17.9054,90,22.998,0,95,123,34,128,25,0.99525,68.81584,0.0,0.0,0.07143,4.056,15.28358,0.0,0.0,133.0,34.8995,0.00741,2.13,1.299,-1.0,0.0,6.254894058649434,0.15751990465111881,0.09145655380933776,92.84285719055231,0.17507796457223454,0.48898980392156866,184.35425311256063,150.0888061197092,0.15766692186602563,82.60057265622235,0.20088166711423416,0.19085640353907785,0.19650013290055615,10.991078317901234,0.11339116679579281,0.19362480395673912,2.186362903409846,3.1646992822636775,0.1938688996201133,34.28510934335215,72206.68811989724,24627.40157281842
67,67,61.4398,17.8021,89,23.3355,0,95,124,33,128,25,0.98644,68.52282,0.0,0.0,0.14286,4.125,15.41132,0.0,0.0,131.0,34.81422,0.00742,2.13,1.408,-1.0,0.0,6.195160516450601,0.1586893398323187,0.09190769888088701,93.05987204756144,0.17197934489421343,0.48814941176470594,184.3167554328907,150.10787292253252,0.15747510542558035,82.72901669727648,0.20046116982984513,0.19126245053498572,0.1966580911216049,10.889274691358025,0.11388660373822158,0.19577295023366387,2.170245309999832,3.410049767917152,0.19378113901926158,34.15871080940152,71906.36733167172,24675.18592747761
68,68,61.4206,17.7325,89,23.6772,0,95,124,33,128,25,0.9767,68.52534,0.0,0.0,0.17857,4.095,15.32358,0.0,0.0,131.0,34.79329,0.00705,2.13,1.32,-1.0,0.0,6.368585921409437,0.15953190910498383,0.09197530354950037,92.50151706621288,0.17035111533632352,0.4873152941176472,184.28722644746784,150.0869828771761,0.15774286192556228,82.75961966236665,0.19983223354436636,0.19173911091005552,0.19649801499411548,10.951967592592593,0.1142355039343864,0.19734892757110245,2.1720279433220266,4.39084494325318,0.19361698964142837,34.23656962830343,72043.90028869525,24911.822911739215
69,69,61.6783,16.6993,90,23.8504,0,95,124,33,128,25,0.98153,68.7879,0.0,0.0,0.0,4.097,15.26202,0.0,0.0,131.0,34.87314,0.00783,2.12,1.385,-1.0,0.0,6.493458481754507,0.16077736160360476,0.09207188984683014,93.06065552907052,0.16831382967941663,0.4878807843137256,184.25281707916625,150.02397560851176,0.15815930290315286,82.6488327697681,0.19903463614300038,0.1920622104953051,0.19621566518362157,10.930459104938272,0.11435947049272066,0.19862166258688674,2.182956855151818,4.145527433628894,0.1936828297376526,34.068390457718465,72000.79662471145,25154.330850111895
70,70,61.8332,16.9728,90,22.2576,0,95,124,34,128,25,0.98921,68.8698,0.0,0.0,0.03571,4.03,14.37336,0.0,0.0,131.0,34.90479,0.00763,2.12,1.368,-1.0,0.0,6.186927712861769,0.16282895266184555,0.09211004405010033,92.15748679719377,0.16651749630365903,0.48757529411764716,184.23458144066953,150.15884231774214,0.15837725445874262,82.65612803125902,0.19904552280378557,0.19225446344531252,0.19603751790242654,10.74392361111111,0.11426583048908635,0.20034947650048582,2.180304236387552,4.574783920066205,0.19374088730563999,34.01205067575714,72280.89742195507,25392.76307315599
71,71,61.8906,16.3369,90,23.6575,0,95,124,34,128,25,0.98792,68.93983,0.0,0.0,0.0,4.074,14.60282,0.0,0.0,129.0,34.99103,0.0075,2.12,1.313,-1.0,0.0,6.416736348727784,0.1639470288018541,0.09233063002501317,92.98628247215089,0.16600160356617719,0.4876058823529412,184.21693729134984,150.25647283529295,0.15822666156217488,82.61254829928149,0.19831814104168646,0.19238485768171967,0.19598617426364212,10.801842206790123,0.11395413880293657,0.20163950026457286,2.1833335698986955,4.757631798267482,0.19379427131687338,34.160089563440394,72168.52692468683,25591.919790609394
72,72,61.9143,16.4233,90,20.4195,0,95,124,34,128,25,0.98746,68.99232,0.0,0.0,0.0,4.054,14.05753,0.0,0.0,131.0,35.06021,0.00762,2.13,1.285,0.125,0.0,6.176996335239794,0.16630548457590352,0.09204290767557334,93.09463984690618,0.16356725187524424,0.4887078431372549,184.2083880711163,149.87452148277427,0.15807154317828898,82.59703692439061,0.19802278738866358,0.19264959021790848,0.1959056181662519,10.44970100308642,0.11377738111826749,0.204058732638063,2.2006978634976613,6.307169815262865,0.1946486146875895,33.97596590018567,72550.17839213098,25750.743514021204
73,73,61.7722,16.4926,90,20.2917,0,95,124,34,128,25,0.99064,68.83125,0.0,0.0,0.14286,4.07,14.13756,0.0,0.0,132.0,35.0479,0.00772,2.11,1.354,-1.0,0.0,6.131151090618111,0.16844681866374997,0.09206969511183688,90.82671251434498,0.1608654463780767,0.4886878431372549,184.18732183116148,149.92842799653442,0.1580733353285827,82.6026080411256,0.1979166870357336,0.19277711514630821,0.19579533021274592,10.274980709876543,0.11365029590041606,0.20497477862572042,2.1869571145172357,5.900101592927472,0.19489288822087764,33.82299427927276,72044.30115064903,25509.734015591865
74,74,61.6002,16.3227,89,20.2864,0,95,124,33,128,25,0.98934,68.65846,0.0,0.0,0.14286,4.126,14.19369,0.0,0.0,133.0,35.07719,0.00722,2.12,1.328,-1.0,0.0,6.3045417993207655,0.17053011474589472,0.09194306802328085,93.11425050238512,0.15984817183488806,0.4900078431372549,184.1558913098609,149.79204554133548,0.15836604470514634,82.67882548917578,0.1984599523971997,0.19305468441536935,0.1958177274277415,10.230661651234568,0.113460074787798,0.20761208016512775,2.174245569365256,5.052316365724421,0.19520091177675894,33.870054456922745,71924.65895892202,25278.00542026949
75,75,61.8676,17.3105,90,20.5388,0,95,124,34,128,25,0.98011,68.90649,0.0,0.0,0.0,4.055,14.05184,0.0,0.0,134.0,35.06086,0.00763,2.13,1.352,-1.0,0.0,5.919039093565125,0.1726847945018128,0.09203433149756,92.51831170879814,0.1583884160449349,0.4904608039215671,184.1437205344254,149.71498533329674,0.15805232359178434,82.60570559867165,0.19758096812156278,0.19336733649210405,0.19584055044318857,10.084008487654321,0.11321675567423613,0.20944029109072312,2.183116073538178,5.8875002025595915,0.1956219580000146,33.79669377833237,72152.36286317838,25502.20015705897
76,76,61.2549,17.5635,88,24.9182,0,95,124,33,128,25,0.98917,68.29964,0.0,0.0,0.0,4.093,14.89988,0.0,0.0,131.0,35.06238,0.00718,2.14,1.33,-1.0,0.0,6.710631771152706,0.1754980544715309,0.09208327123914632,89.63594321705189,0.156244795346024,0.490483137254902,184.12330577843667,149.69514917823423,0.15794532653813387,82.82833637309066,0.1973568495306739,0.19325344033899625,0.1955096321105081,9.757185570987655,0.11286635720352814,0.2091760252915308,2.1593163981700427,5.340578689606524,0.19545462849174308,33.73527338475357,72074.93158580855,24981.365341312976
77,77,61.6346,16.5469,89,23.1224,0,95,124,33,128,25,1.00392,68.72326,0.0,0.0,0.0,4.05,15.12061,0.0,0.0,130.0,35.10845,0.00838,2.12,1.248,-1.0,0.0,6.699930384845788,0.17706413907329438,0.09225278604859083,91.8417663625766,0.15382067554832687,0.4915501960784314,184.10434354081778,149.52610630563527,0.1579792213723481,82.62747292950928,0.19730837330307463,0.1933336521391697,0.19564957834207805,9.403886959876543,0.11239877380089976,0.2099844335990015,2.174245569365255,4.216148949359865,0.19495628551375635,33.62097582404996,72272.64654777036,25179.84118584355
78,78,61.5226,16.0348,89,21.7882,0,95,124,33,128,25,0.98905,68.63009,0.0,0.0,0.0,4.12,14.24415,0.0,0.0,128.0,35.04703,0.00801,2.11,1.351,-1.0,0.0,6.165783115715404,0.1780958921421281,0.0922191881186668,93.02131801342307,0.15165321086817934,0.4909513529411751,184.08806853621027,149.6908365513976,0.15782267659942462,82.67671783457678,0.19775544170150883,0.19342689029402446,0.19603279369432589,9.134645061728396,0.11193470889115384,0.21090921856545236,2.172027943322027,3.8137946816360513,0.19460305959723526,33.84300797073929,71618.11083633018,25023.0115904978
79,79,61.7076,16.7488,89,19.8207,0,95,124,33,128,25,0.9858,68.82656,0.0,0.0,0.0,4.121,13.80008,0.0,0.0,128.0,35.03851,0.00785,2.12,1.361,-1.0,0.0,5.866275110675045,0.17929587053768795,0.09223220852061248,91.80021696054521,0.1510075032651362,0.48980745098039224,184.06355921565012,149.4964695104975,0.15769809635186166,82.6506995796479,0.19841050880823027,0.19330314852627345,0.19653351750633666,9.119695216049383,0.11147014006501944,0.21246778038867892,2.1774923992369186,4.611634719177964,0.19456462929697238,33.609411922501934,71598.0230840271,25011.60184312185
80,80,61.7726,16.5995,89,21.1746,0,95,124,33,128,25,0.98704,68.90318,0.0,0.0,0.0,4.076,14.42186,0.0,0.0,131.0,35.02122,0.00765,2.12,1.329,0.125,0.0,6.175244453871605,0.18139392928136866,0.09212827205163551,92.41286513501458,0.1485881567683141,0.4881329411764707,184.0330156087968,149.57684772493548,0.1576079596188297,82.66161036106547,0.19799859119361707,0.19311530081259712,0.19718271754425495,8.918258101851851,0.11091905240990164,0.2125744467804323,2.172027943322026,5.086357310594873,0.19433212168175207,33.497063719196085,71893.07873550463,25023.355389120097
81,81,61.4131,16.3722,89,21.7721,0,95,124,33,128,25,0.99191,68.55881,0.0,0.0,0.0,4.1,14.29093,0.0,0.0,131.0,35.0008,0.00751,2.12,1.33,-1.0,0.0,6.439016624356126,0.18291516811601036,0.0921946681147321,90.79743349353647,0.14568921547237626,0.4884337254901961,184.01194402917397,149.5507170845524,0.15768282938227304,82.76857187330654,0.19770016403006554,0.19299385485607196,0.19771846026695802,8.904224537037036,0.11041870023524646,0.21235437466247092,2.159910609277438,3.6569821643145612,0.19394062447718113,33.48033405822,71993.78006834404,24696.95213240738
82,82,61.806,15.6306,90,22.8492,0,95,124,33,128,25,0.99109,68.94834,0.0,0.0,0.0,4.103,14.09609,0.0,0.0,129.0,34.96967,0.00796,2.1,1.354,-1.0,0.0,6.313608441776379,0.18456742525627892,0.09238263294055138,92.47304051558501,0.14336932324407187,0.48707803921568626,183.98069049585925,149.45433466641242,0.15770463233215687,82.59303256600383,0.19838353161308916,0.19297220000401763,0.1982450085570305,8.929494598765432,0.10995406660771578,0.21314636162327225,2.1803042363875482,4.403801001409417,0.1931353257120033,33.34667365933642,71880.0410257647,25169.56195950982
83,83,61.7874,15.5922,90,19.9624,0,95,124,34,128,25,0.98348,68.96522,0.0,0.0,0.0,4.095,13.4534,0.0,0.0,131.0,34.96946,0.0083,2.12,1.407,-1.0,0.0,6.102081462935279,0.1861522613533038,0.09248636622376628,92.85432326684331,0.14211142867227958,0.4878694117647059,183.94473655222765,149.5253737313414,0.1579714074350641,82.60474159382719,0.19842325026634058,0.19298359404983312,0.19867706721355785,8.930217978395062,0.10969081756412581,0.21708130005867105,2.1786808214517195,4.141955005981416,0.19253312741956052,33.245744493272575,71886.76024173667,25049.62380428265
84,84,61.8061,15.31,90,18.8031,0,95,124,33,128,25,0.98705,68.95336,0.0,0.0,0.0,4.078,13.42682,0.0,0.0,130.0,34.92053,0.00838,2.12,1.417,-1.0,0.0,6.092586176717606,0.18757541936080938,0.09301277039776175,93.22754943204656,0.13835701982196438,0.4872541176470589,183.9174572593703,149.61878345327267,0.1583407127427889,82.61251204484772,0.1985501439880103,0.1931493224631637,0.19899526913074325,8.916377314814815,0.10959903290300833,0.21854358203301408,2.179275032559119,4.092162846048981,0.19214381905125552,33.38997301643277,72031.4010164443,25292.770021556582
85,85,61.6367,16.1014,89,19.7012,0,95,124,33,128,25,0.99968,68.82223,0.0,0.0,0.0,4.119,13.18131,0.0,0.0,130.0,34.9157,0.0084,2.13,1.587,-1.0,0.0,6.00968399850036,0.1891305360712758,0.09277785686573538,91.1630635069493,0.13676157156799731,0.4872006274509795,183.87442240499925,149.53514385719072,0.15848300002605806,82.65576737853183,0.1987418275152095,0.19335269164495367,0.19922524397640315,8.95529513888889,0.10960816401785557,0.22206957447813938,2.1736513582578563,4.786979032921678,0.19187564547113656,33.06971891426746,72002.40159057514,25143.071536863754
86,86,61.4262,16.524,89,20.4473,0,95,124,33,128,25,0.98485,68.65104,0.0,0.0,0.14286,4.098,13.87297,0.0,0.0,131.0,34.91581,0.00759,2.13,1.515,-1.0,0.0,6.282376237504215,0.19087013467804956,0.09295494302038383,93.14718715127337,0.13303885282220973,0.4876243137254902,183.84031127352145,149.5243320647329,0.15885778093957598,82.75262109836288,0.1986639501673969,0.19369680493083946,0.19934704680224355,9.089650848765432,0.10947455397836828,0.2242359416531682,2.1625632280417055,4.8639269316092335,0.19191956331774507,33.30395225242332,72040.51599720978,24907.436813199794
87,87,61.3826,15.6816,89,21.6284,0,95,124,33,128,25,0.97995,68.61713,0.0,0.0,0.21429,4.09,14.23307,0.0,0.0,130.0,34.94928,0.00792,2.1,1.463,-1.0,0.0,6.591971131432065,0.1926156764692577,0.09321033640507036,93.17785301114512,0.13058154591145255,0.4884541176470589,183.79849710468045,149.61381068072606,0.15927238942980346,82.73371775825967,0.19854683711432175,0.19423853617103828,0.19957954861917612,9.160927854938272,0.10925840578652249,0.22718954206396139,2.1605048203848334,4.706331851625973,0.19209854803515147,33.122885244864,72028.31004174353,24875.162527205943
88,88,61.7797,16.1131,89,20.4192,0,95,124,33,128,25,0.98552,68.97432,0.0,0.0,0.03571,4.114,13.51001,0.0,0.0,130.0,35.04403,0.00853,2.1,1.536,0.125,0.0,6.0162985667210735,0.19465357345804138,0.09341081431733148,92.0868530824504,0.12782135960586571,0.4898686274509804,183.75189454143037,149.54331321408765,0.15971423726725748,82.64266314991784,0.19863692333105487,0.19503234375011175,0.2000070700784182,9.098234953703704,0.10911825761781876,0.22920436447808257,2.16656348740713,4.538347830425867,0.192502833011095,32.995639000409916,72184.3116283682,25281.890622456547
89,89,61.4132,16.2181,89,20.2827,0,96,124,33,128,25,0.99041,68.63712,0.0,0.0,0.0,4.119,13.88034,0.0,0.0,133.0,35.1079,0.00805,2.11,1.49,-1.0,0.0,6.363372947686449,0.19651904938080572,0.09340352234354563,91.90864034056747,0.12409103203565586,0.4901356862745098,183.71147731513662,149.5169860892135,0.1599998848059106,82.74046141881479,0.19846842971391768,0.19601680923162296,0.20037915365122402,8.979793595679013,0.10891686303425913,0.23203440392163457,2.157098772126807,5.075268934486066,0.19236332141411297,32.96705231843171,71880.51784639822,24837.218125026695
90,90,61.5783,15.1269,89,20.0238,0,96,124,33,128,25,0.98457,68.78158,0.0,0.0,0.0,4.136,13.97074,0.0,0.0,134.0,35.18281,0.00817,2.11,1.407,-1.0,0.0,6.478401951120182,0.19743797526631218,0.09364366756529625,92.86399357099334,0.12218844584826322,0.4912141176470588,183.66519104774332,149.47651328525458,0.16068162664091576,82.66884619635589,0.19858528792153962,0.1968278588381917,0.2007836548155469,8.952305169753087,0.10879820497465348,0.2338707494590222,2.1653750651923356,4.7866435015662825,0.19263921262551617,32.98772854275174,72157.20403648421,25108.373565204223
