,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,tone,cubcol.1.0,blockiness,uhdhdsim,contrast,fft,temporal,color_fulness,staticness,cubcol.0.6,noise,blur,movement,cubrow.0.5,cubrow.1.0,cubcol.0.5,saturation,cubrow.0.6,cubrow.0.3,cubcol.0,cubcol.0.3
45,45,70.394,9.56651,54,11.2488,0,138,126,6,128,6,0.99766,73.2725,0.0,0.0,7.82143,8.5,8.51052,0.0,0.0,132.0,67.20938,0.0,0.43,1.625,-1.0,0.001608,0.23825232049722525,0.5385923512310644,0.27001003332399626,1.165382083320144,95.02217198585885,89.41399320050844,66127.42818289794,5.033034471264858,102.47770530199031,267.02497920421916,0.2258793573961988,0.41971410191214603,47863.06114800989,12.763599537037036,0.3157826857154979,0.21662416646867505,0.16022022250393383,14.891154913254725,0.24871849170390115,0.17521387325117477,0.20585725970972188,0.2174719114553715
46,46,70.3536,10.605,54,11.4839,0,138,126,6,128,6,0.99673,73.25474,0.0,0.0,6.35714,8.465,8.27386,0.0,0.0,131.0,67.18846,1e-05,0.43,1.667,-1.0,0.001021,0.2382880673084286,0.5385583842460586,0.2701658996905785,1.6071212604221663,95.01679902169172,88.00451939836583,66083.50748505145,4.998454670532103,102.47372032130187,266.71743751549036,0.2266670420506255,0.41587306093308624,47763.90346559034,12.935136959876543,0.3156287926566405,0.21645672928996382,0.16029287596716285,14.893651703257618,0.248589303342483,0.1748501396837325,0.20485737524723724,0.21819801371617947
47,47,70.2645,10.6094,54,12.3582,0,138,126,6,128,6,0.99925,73.15198,0.0,0.0,6.21429,8.485,9.18516,0.0,0.0,130.0,67.16939,0.0,0.43,1.649,-1.0,0.002589,0.23825469375747815,0.5378441989911554,0.27038241334264446,1.9591068579691355,95.03037171408359,87.97964082273188,66060.25231101125,5.221064240087983,102.19567005553962,266.41526399337096,0.22734282452781307,0.4158730609330858,47631.28930922519,13.156201774691358,0.3155270860323491,0.21618655567079273,0.16024737081581103,14.91453081295814,0.24854323281891105,0.1745223247371207,0.2041105551872723,0.21805413892212483
48,48,70.3754,9.56378,54,12.3369,0,138,126,6,128,6,1.00493,73.27813,0.0,0.0,8.0,8.494,9.19057,0.0,0.0,130.0,67.1825,0.0,0.43,1.688,0.12539,0.00142,0.2384405011006198,0.538024420404458,0.2705515131097132,1.3114450993219715,95.00292479419443,89.36740058396683,66077.77454597602,5.236508482809417,102.58033799966955,266.121608786929,0.22793209478472917,0.41587306093308823,47909.05363808232,13.458863811728396,0.31555763647172275,0.2158688313315606,0.16002556079614874,14.974810188199267,0.24861520679004404,0.17431555328285683,0.20363815754044637,0.21809395905551723
49,49,70.3792,9.43943,54,11.2958,0,138,126,6,128,6,1.00647,73.28274,0.0,0.0,7.35714,8.466,8.28217,0.0,0.0,129.0,67.17934,0.0,0.43,1.636,-1.0,0.001397,0.23897614847635135,0.5383527810565162,0.27049515942815394,1.7134035886926406,95.01642104051416,87.9720809271089,66059.99757964855,5.060913642883087,102.59515700472794,265.8194796054006,0.22823374936342627,0.41587306093308635,47917.54582677224,13.606674382716049,0.3156322397622837,0.21568484502631585,0.15970407247936086,14.944150194709685,0.24878596607392617,0.17420646448537744,0.20334651686021454,0.2183702535571991
50,50,70.4432,9.74572,54,11.2233,0,138,126,6,128,6,1.00255,73.34803,0.0,0.0,8.82143,8.469,8.1685,0.0,0.0,130.0,67.18003,0.0,0.43,1.645,-1.0,0.001887,0.23954639373871053,0.5384413010780463,0.2706050908962859,1.2653635537837038,95.01731126365918,88.40886622490535,65984.39570187105,5.04219255815038,102.86614211165114,265.5341255210271,0.2284264096422385,0.41587306093308835,48139.088016904745,13.731047453703704,0.31563453574871736,0.2155243573744081,0.15939953801429807,14.940142972969713,0.24902583641883497,0.1741918390204341,0.20297457879506087,0.21885009420684573
51,51,70.3549,10.171,54,11.1197,0,138,126,6,128,6,1.00011,73.27308,0.0,0.0,8.28571,8.461,8.43586,0.0,0.0,130.0,67.17547,0.0,0.43,1.737,-1.0,0.001901,0.2400522498321343,0.5381919525290267,0.27080513512260396,1.5527045375087603,95.01499275052024,89.4070898309831,66033.72233705597,5.121994768414412,102.82146666963312,265.23966205545827,0.22869698883682052,0.4197141019121482,48019.991502885365,13.888117283950617,0.31562235059434146,0.21538453712044248,0.1590630228828386,14.974438890998746,0.24933861649279587,0.1741526012428107,0.2023202857669663,0.21942395261799452
52,52,70.318,10.5475,54,11.831,0,138,126,6,128,6,0.99784,73.21762,0.0,0.0,7.71429,8.464,8.80563,0.0,0.0,131.0,67.15149,0.0,0.43,1.695,-1.0,0.002211,0.24052214896577748,0.5382212876524408,0.2710904072983017,1.5428994059359205,95.02707091494351,87.8846576966318,65988.63606083512,5.202226373387565,102.0169209094555,264.92925846108204,0.22908594056317655,0.4158730609330874,47869.996797820175,14.071180555555555,0.3155396020413665,0.21528396539373926,0.15875091525840157,14.990028663917823,0.24967307989945825,0.17412670408249337,0.20174820119286035,0.22008953667911477
53,53,70.3211,10.6453,54,11.7746,0,138,126,6,128,6,0.99773,73.25334,0.0,0.0,9.25,8.471,9.13319,0.0,0.0,131.0,67.15931,0.0,0.43,1.561,-1.0,0.001502,0.24123747216073035,0.5379211594477489,0.271432095522858,1.1386763359072558,95.02759582047702,90.40848270124162,66063.43162195043,5.256359928852484,102.3488245726997,264.62745390661297,0.22961459674827192,0.41587306093308607,47788.27132683816,14.249807098765432,0.3154973518931292,0.2152187918355296,0.15843221745232297,15.003600697458527,0.2500790410011817,0.17411483323562976,0.20190404907145532,0.22072974174533322
54,54,70.2745,10.3944,54,12.2776,0,138,126,6,128,6,0.99995,73.22523,0.0,0.0,7.67857,8.478,9.22247,0.0,0.0,131.0,67.16747,0.0,0.44,1.612,-1.0,0.001397,0.2418946428847439,0.5382454762629753,0.2718407930579903,1.7926287088439188,95.02922195873433,88.11588687543902,66121.98844364402,5.301466074089527,102.06941478623085,264.3241252718078,0.23003812753012653,0.4158730609330898,47748.355699872256,14.464216820987655,0.3155484504321427,0.21520020902031603,0.15806846490474902,15.037335054374035,0.2505192895745508,0.17421293746998553,0.2028194863704123,0.2211409616102021
55,55,70.2709,10.1616,54,12.1022,0,138,126,6,128,6,1.00265,73.22156,0.0,0.0,8.07143,8.459,8.99816,0.0,0.0,130.0,67.14317,0.0,0.43,1.61,-1.0,0.001354,0.24228570054638662,0.5380450195863125,0.2721043625570677,1.7180569719898964,95.01935423717103,88.61162729650977,66171.39968542932,5.247927372329662,102.07154487005691,264.01035016518694,0.23031621412840841,0.4158730609330907,47689.0144092623,14.779176311728396,0.31555100777227835,0.2152810508906572,0.15768417578841798,15.030808248637634,0.2509788430427254,0.17454584667527365,0.20418425187913622,0.22130771226333668
56,56,70.361,10.4978,54,11.6684,0,138,126,6,128,6,1.00267,73.32011,0.0,0.0,8.39286,8.463,8.79652,0.0,0.0,131.0,67.16376,0.0,0.43,1.656,0.12513,0.001277,0.2422739203811351,0.5376439244106094,0.27220023635774193,1.643592678964616,95.01465385387755,89.59284189337686,66225.84491836201,5.203671710146145,102.43394787188534,263.69815408689965,0.23065234137163124,0.41587306093308957,47877.86272490661,14.891444830246913,0.3155904448094925,0.2153041680602122,0.15739933415881247,15.035838562765239,0.25141911392782346,0.17503087948771792,0.20545912624909765,0.22128021367442613
57,57,70.3533,11.1631,54,12.1598,0,138,126,6,128,6,1.00218,73.30082,0.0,0.0,7.78571,8.487,9.08771,0.0,0.0,131.0,67.1574,0.0,0.43,1.616,-1.0,0.000611,0.2420494798341243,0.5381919525290267,0.27226695693545877,1.2977092424435919,95.01707327509172,88.57483731738645,66240.3095684568,5.250691459462185,102.06884381745859,263.38801011277747,0.23072858184330125,0.41587306093309057,47863.96818813095,15.054253472222221,0.3156704409653027,0.21532055536045247,0.15729150741859357,15.066359531732253,0.2518429708128447,0.17575939940088217,0.20634289317753543,0.22125476418941287
58,58,70.2364,11.0743,54,13.0978,0,138,126,6,128,6,1.00102,73.17567,0.0,0.0,7.28571,8.491,9.66817,0.0,0.0,130.0,67.14861,0.0,0.43,1.648,-1.0,0.002204,0.24173915564483767,0.5375796771478643,0.27228790828626676,1.079748269000355,95.03493123586436,88.66386833276937,66253.99799138079,5.375485221901812,102.40015783892284,263.0709875812817,0.23075307738320483,0.4197141019121466,47673.29357757184,15.231674382716049,0.31573025157017665,0.21532499907090322,0.15730996027437905,15.059140240704572,0.2522139511281518,0.1766973401523762,0.2064867296603705,0.2211697570119068
59,59,70.3006,10.6753,54,12.3229,0,138,126,6,128,6,1.00213,73.24385,0.0,0.0,7.25,8.457,9.59201,0.0,0.0,131.0,67.15169,0.0,0.43,1.584,-1.0,0.002173,0.24149881733275405,0.5369748448935024,0.27214238925336764,0.8936612474803752,95.03687621757572,88.21674406504113,66194.03264639701,5.359019558784055,101.97513893433445,262.7521177386793,0.230655039549862,0.41587306093308657,47693.41478395522,15.416618441358025,0.3158505536586272,0.21537503525348609,0.15732761867273834,15.105576315043884,0.2524991502163049,0.17771838803461065,0.20661692488998407,0.22126561855184104
60,60,70.444,10.5316,54,12.1752,0,138,126,6,128,6,1.00188,73.38007,0.0,0.0,7.57143,8.411,9.24264,0.0,0.0,131.0,67.16273,0.0,0.43,1.664,-1.0,0.002234,0.24078899633773274,0.5378884187958459,0.27186592034243584,1.458056500878463,95.01780075011949,89.28503155338159,66203.65413591298,5.308390522033357,102.16574957064155,262.4417338733635,0.23067030987245193,0.41971410191214503,47946.05201059198,15.67920524691358,0.31595431204994906,0.21525058991905857,0.1571335797059815,15.10084307635272,0.2521134526646996,0.17861536235004016,0.20655507401024426,0.22190842825846405
61,61,70.4464,10.723,54,11.8219,0,138,126,6,128,6,0.99962,73.38949,0.0,0.0,6.67857,8.434,9.11892,0.0,0.0,131.0,67.14422,0.0,0.43,1.651,-1.0,0.002133,0.24027309524710902,0.5381919525290267,0.2716774482738737,1.682524553483736,95.00566637911687,87.84121878948011,66226.97113058016,5.258197949163031,101.97733582463712,262.12198779016757,0.2305799602664734,0.4158730609330868,48063.217474628014,15.85619212962963,0.316104514317851,0.21512497873062417,0.15687826023038273,15.096228140371817,0.25172678102500906,0.17941339510644874,0.2066175122977546,0.22264467490587286
62,62,70.6032,10.6841,54,12.2365,0,138,126,6,128,6,0.99627,73.53275,0.0,0.0,4.78571,8.424,9.28546,0.0,0.0,131.0,67.15818,0.0,0.43,1.595,-1.0,0.001583,0.2396008566855905,0.5376215574163765,0.27155265914395926,1.7806963532081943,94.99126720861234,87.87843909751342,66165.5621506529,5.27957137834533,101.51368468359588,261.80209772516093,0.23045320974285163,0.4197141019121477,48324.27410016864,15.967930169753087,0.31623474902696586,0.21502097989314498,0.15668206943869104,15.098560097776815,0.2514194601290698,0.18012954438947065,0.20640191033081146,0.2234872905180617
63,63,70.5809,10.7772,54,12.5228,0,138,126,6,128,6,0.99565,73.51214,0.0,0.0,5.71429,8.403,9.2603,0.0,0.0,130.0,67.14784,0.0,0.43,1.563,-1.0,0.001917,0.23911459376113564,0.5374883838185295,0.2714321506783827,1.5607830591353526,94.9940462815369,87.99185284084578,66168.05010567082,5.256743706109145,101.83733546486742,261.48185830499096,0.23020045368891595,0.41971410191214753,48257.69382470991,15.965133101851851,0.3164688423102302,0.2149137259113565,0.15647510583405203,15.121203387225115,0.2511416325862656,0.18082710688347095,0.20644509156775345,0.22461148647367515
64,64,70.5333,11.0751,54,12.7984,0,138,126,6,128,6,0.99412,73.45625,0.0,0.0,8.53571,8.413,9.33372,0.0,0.0,130.0,67.1326,0.0,0.43,1.562,0.125,0.001872,0.23883575665966422,0.537465669750248,0.27143374473547094,1.5643310173541591,95.0073029465851,89.22583259886014,66129.38308533811,5.274718243918469,101.93823808889707,261.1725997237326,0.22996894431024362,0.4158730609330888,48120.374796085045,16.08521412037037,0.3166872106919801,0.21476605899536497,0.15623121895616943,15.136509459695699,0.25079836771318403,0.18153233342742647,0.20650840925811315,0.22575968070513358
65,65,70.5433,10.7369,55,12.7115,0,138,126,6,128,6,0.99872,73.48425,0.0,0.0,9.03571,8.454,9.58909,0.0,0.0,130.0,67.14598,0.0,0.43,1.542,-1.0,0.000673,0.23877256856226814,0.5374930114725087,0.2717109440617555,1.2641927971715805,95.01641400088964,90.279494600998,66046.04983512555,5.329957035570625,101.37613561989963,260.85600570567993,0.2298870877395736,0.41971410191214503,48058.664825843174,16.26220100308642,0.316810478403161,0.21478661147072942,0.15587396797196484,15.1644287109375,0.2503963295854964,0.18243949925655492,0.20655618840650536,0.22681528528845363
66,66,70.5767,10.9678,55,12.4975,0,138,126,6,128,6,1.00012,73.52241,0.0,0.0,7.17857,8.445,9.30237,0.0,0.0,130.0,67.10047,0.0,0.43,1.558,-1.0,0.001402,0.23844649434189893,0.5369909110157614,0.2719543861085079,1.2609195557748722,95.00213500123225,86.48919167518304,66060.80931153048,5.267422254216773,101.7403477773708,260.53903295861096,0.22981340732378047,0.4180906869763145,48093.39649662781,16.357253086419753,0.3169917563817279,0.21479012791911167,0.15553468737920553,15.170781076690298,0.2500065752972764,0.18339396756900972,0.20671619527887902,0.22768839317311088
67,67,70.597,10.8473,55,12.8993,0,138,126,6,128,6,1.00167,73.5688,0.0,0.0,6.67857,8.45,9.49698,0.0,0.0,131.0,67.11131,0.0,0.43,1.553,-1.0,0.001505,0.23832144257606572,0.5370901484844273,0.2720661226969953,1.1716461046447957,94.9904086958867,86.52704601834832,66067.35291510458,5.3272949245096015,101.47343170330602,260.2292880062085,0.22970995141273048,0.4158730609330947,48214.486923088116,16.37037037037037,0.3171878304417618,0.21477339170319282,0.1551582766168402,15.154437783323688,0.24963964797261287,0.18420778024360696,0.2069011134158243,0.2282605499614496
68,68,70.5033,11.054,54,12.8422,0,138,126,6,128,6,0.99872,73.48524,0.0,0.0,7.60714,8.476,9.39619,0.0,0.0,130.0,67.07436,0.0,0.43,1.65,-1.0,0.001342,0.2386202869157737,0.5367417889765457,0.2721115646941851,1.4847494291217922,95.0032938591245,90.20078740088574,66096.1357229989,5.321398124819193,101.52053911701807,259.90826831860727,0.22958608464856245,0.41587306093308823,48006.395403955954,16.42554012345679,0.31731010492558587,0.21475784869794048,0.15469383460136577,15.179680718315971,0.24919681711019392,0.18477054618110134,0.2070714213663455,0.22873257264797173
69,69,70.3938,10.9167,54,13.4884,0,138,126,6,128,6,1.00006,73.36663,0.0,0.0,7.17857,8.464,9.57397,0.0,0.0,131.0,67.0648,0.0,0.43,1.66,-1.0,0.000936,0.23901637051511623,0.5370535438800456,0.27210752978838626,1.1013042594273081,95.01054002028621,89.7736330313567,66089.87516466276,5.366382743884191,101.93667469620618,259.5925892268141,0.2293685778753806,0.41587306093308807,47702.853421317166,16.494068287037038,0.31739817553581035,0.21476607657975927,0.15409099611923946,15.193152910397375,0.24886792712845757,0.1856388465204607,0.20712901218123167,0.2288822585405817
70,70,70.3672,11.7483,54,12.9789,0,138,126,6,128,6,1.00072,73.3319,0.0,0.0,7.46429,8.492,9.45604,0.0,0.0,131.0,67.05657,0.0,0.43,1.536,-1.0,0.001321,0.23942877627856093,0.5370311565490191,0.27193597086597043,0.9795574148566797,95.01576341651744,87.72967338168974,66066.77231493752,5.355815530683818,101.49526044972232,259.2724019001232,0.22890932092590266,0.41971410191214703,47619.15555344078,16.541425540123456,0.3175973574202303,0.21483622253960022,0.15357969820008818,15.1899191773968,0.24876838771915932,0.18663366839327855,0.20690774678793877,0.2288194529915857
71,71,70.3203,12.0338,54,13.6773,0,138,126,6,128,6,1.00321,73.27458,0.0,0.0,5.78571,8.492,10.18188,0.0,0.0,131.0,67.05626,0.0,0.43,1.606,-1.0,0.002573,0.23963483522752596,0.5358195092533622,0.27160685929610007,1.5273601816594942,95.02180164742406,88.303817900031,66120.22257233996,5.463847935224703,100.92302916022068,258.95189463187035,0.22843451515203153,0.41587306093308835,47646.482010055865,16.834394290123456,0.31780632325234504,0.2148105380155407,0.1531147864292267,15.23561868549865,0.2488656420121579,0.18743357329408988,0.20675195601394677,0.2288602610370388
72,72,70.3947,11.4838,54,13.3775,0,138,126,6,128,6,1.00728,73.30636,0.0,0.0,8.85714,8.482,10.43368,0.0,0.0,130.0,67.04472,0.0,0.43,1.71,0.12551,0.001191,0.23976037607271775,0.535624129159552,0.27120765032975436,1.4200741595478588,95.02716164330272,87.72027222323806,66130.22721459989,5.487135072045184,101.15643130028144,258.62907262721296,0.2280436622451338,0.4158730609330907,47707.85635673724,16.97902199074074,0.3180136704979792,0.21477417054233766,0.15264378133501744,15.199036586431811,0.24900995171119578,0.1882332248920146,0.20648283980896182,0.22913956732229732
73,73,70.4046,11.352,54,13.4508,0,138,126,6,128,6,1.0059,73.32026,0.0,0.0,6.78571,8.468,9.95286,0.0,0.0,130.0,67.05237,0.0,0.43,1.685,-1.0,0.001203,0.23993119028408655,0.5321397711034215,0.27070251143208013,1.8557913403999584,95.02458392735451,88.42187388276035,65979.50060040543,5.408861378400359,100.92723361820892,258.310037096807,0.2277061109200214,0.4158730609330877,47691.00655085882,17.098186728395063,0.31822784736892495,0.2146011534842597,0.1522080010037128,15.200149347752701,0.24941971028566343,0.18900158953495966,0.20607967863167698,0.22925720373059577
74,74,70.3454,11.3983,54,13.0602,0,138,126,6,128,6,1.00294,73.24261,0.0,0.0,6.03571,8.477,9.83919,0.0,0.0,129.0,67.0481,0.0,0.42,1.611,-1.0,0.000944,0.23995036661043584,0.5219671757139549,0.27012937883065086,1.3733976070770924,95.01534798400029,84.2054659154777,65955.44390790499,5.414353865809643,100.99675193190184,257.98442509847985,0.2273914931400129,0.4174964758689197,47616.480382077054,17.226176697530864,0.31833813494765295,0.2144718396802085,0.1516599130609687,15.19432105547116,0.2499460291471608,0.1896014838757508,0.20574180068155407,0.22923056430288602
75,75,70.3842,11.2743,54,13.0272,0,138,126,6,128,6,1.00185,73.2791,0.0,0.0,6.78571,8.48,9.87881,0.0,0.0,131.0,67.07206,0.0,0.43,1.694,-1.0,0.00145,0.23996517911090287,0.5217799134609787,0.2695789884364891,1.2430581735663513,95.01638104163476,84.2408108017637,65880.14649247269,5.41019667902285,101.03532021102802,257.653874554902,0.2270629034059997,0.415873060933085,47742.10534898791,17.351369598765434,0.3183494865961697,0.21430196108774963,0.15094012731104695,15.219883294753087,0.2506804385278136,0.19015190521510444,0.20539964002495034,0.22925877425671093
76,76,70.3628,11.8583,54,13.1412,0,138,126,6,128,6,0.99547,73.23946,0.0,0.0,8.71429,8.473,9.76254,0.0,0.0,131.0,67.06946,0.0,0.43,1.644,-1.0,0.000928,0.2399847590626021,0.5221190839400218,0.2687507941698715,1.2613740137666336,95.0232417632551,87.81178278490385,65859.34848057675,5.392521744644235,101.04643638920021,257.3308890326625,0.22684302866664388,0.41587306093308546,47734.11450616463,17.484712577160494,0.3183830905119117,0.21409403941872654,0.1502855148971056,15.225160575207369,0.25158909671357393,0.19072032669609446,0.20497231322439252,0.22935287786201103
77,77,70.2932,12.727,54,12.867,0,138,126,6,128,6,0.9947,73.13828,0.0,0.0,9.46429,8.473,10.27495,0.0,0.0,131.0,67.07891,0.0,0.43,1.713,-1.0,0.001479,0.23983106658948,0.5221280933241048,0.2677049856671828,1.2019554204663,95.02620848225887,87.7213395277668,65879.79223771636,5.458866892685479,100.96615211739633,257.00879150929484,0.2265388280235484,0.4158730609330861,47540.36376175552,17.602478780864196,0.31846474332372593,0.21360843965000953,0.14977149117084662,15.240665577076099,0.252451739280128,0.19128838874032675,0.20439666108160784,0.22937038653269454
78,78,70.1803,12.1342,54,14.4802,0,138,126,6,128,6,0.99823,73.00897,0.0,0.0,8.35714,8.5,11.02979,0.0,0.0,131.0,67.07899,0.0,0.43,1.589,-1.0,0.00133,0.23943480442640647,0.5211737140238392,0.2665583081199478,1.2599675035515885,95.05724490052938,86.52148634883045,65761.49520114258,5.582681130716055,101.31073760366895,256.69003146401053,0.226179091794187,0.41587306093308546,47252.15239077902,17.71604938271605,0.31850397196396685,0.21290850101648964,0.14917249868031524,15.254464231891395,0.253336712281048,0.19196177754135316,0.20359096521345985,0.2293398884363228
79,79,70.289,11.1275,54,14.0672,0,138,126,6,128,6,1.00273,73.11826,0.0,0.0,8.21429,8.485,10.52034,0.0,0.0,130.0,67.12031,0.0,0.42,1.591,-1.0,0.000883,0.2387259735406179,0.5082720640830434,0.2652862377286549,1.006120989621565,95.0372833278393,86.4609826797312,65814.23673656509,5.529560508408626,100.89005810981462,256.36504165976584,0.2253603703456621,0.4158730609330868,47483.36047175605,17.839216820987655,0.3185932612315631,0.212290173020101,0.1485347890082531,15.249812938548901,0.25432478555904137,0.19266101804808244,0.20275060585983698,0.22930932748074329
80,80,70.1705,11.0163,54,12.6578,0,138,126,6,128,6,1.00351,73.00748,0.0,0.0,7.32143,8.468,9.64175,0.0,0.0,130.0,67.1084,0.0,0.43,1.564,0.12526,0.000958,0.23787956570435734,0.5129724259900019,0.264106738260981,1.8587731277518151,95.04311956519187,88.3442573790428,65844.56568657512,5.389422492911348,100.43281158744996,256.04732397667397,0.2246130642899316,0.415873060933087,47325.40854750185,17.83690200617284,0.3187242946404429,0.21128954646114015,0.1480095668168425,15.230023231035398,0.2552487437216999,0.1934783474104994,0.2021097716057913,0.2293810532347372
81,81,70.1082,10.5282,54,12.6686,0,138,126,6,128,6,1.00519,72.96856,0.0,0.0,7.85714,8.457,9.54128,0.0,0.0,131.0,67.12479,0.0,0.43,1.769,-1.0,0.000719,0.23698282489117406,0.5132042137639351,0.2629206556870677,1.2531837034390167,95.04605423334735,88.34045750870989,65821.7801701332,5.381788886640796,100.62427085213506,255.72497230004856,0.22392698847881812,0.4158730609330858,47175.93822799973,17.92751736111111,0.31901179554973114,0.21039056202951356,0.1476817808419439,15.2385031617718,0.2561653886945849,0.1946514991315042,0.20181191168251206,0.22956451890082266
82,82,70.1245,11.5602,54,12.5443,0,138,126,6,128,6,1.0014,72.97892,0.0,0.0,8.53571,8.479,9.1145,0.0,0.0,131.0,67.1333,0.0,0.43,1.686,-1.0,0.001122,0.23607795635414122,0.5131943713956152,0.2618470217857477,1.2094679276173186,95.03531287415578,88.56521020235452,65871.81441776079,5.297011189934971,100.49738179454322,255.40887326009334,0.22315394706830688,0.41587306093308735,47237.55043015474,17.90528549382716,0.3193886412320336,0.20952775937008536,0.14728898646720626,15.264066531334395,0.2571483729740577,0.1960509861006097,0.20182433392374338,0.22985276378265324
83,83,70.0153,12.7958,54,13.3799,0,138,126,6,128,6,0.99438,72.82589,0.0,0.0,6.75,8.483,10.0156,0.0,0.0,131.0,67.12045,0.0,0.43,1.772,-1.0,0.001688,0.23498614374557944,0.5078136153171864,0.26079282563061296,1.177319632751212,95.05916380643097,88.35545931775808,65842.11620810283,5.431745867465108,100.35658576698205,255.10140722670815,0.222513143413273,0.41587306093308735,46988.905364194754,17.888840663580247,0.3197887172397925,0.2086394952771436,0.14699804556921953,15.294771359290607,0.25797333058247096,0.1974685056897966,0.20161833785715427,0.23009913254466907
84,84,70.0364,12.3498,54,13.9853,0,138,126,6,128,6,0.99419,72.84419,0.0,0.0,7.60714,8.488,11.09427,0.0,0.0,131.0,67.10652,0.0,0.43,1.819,-1.0,0.00172,0.23394452598192514,0.5036012798585154,0.25985947037429274,1.5499600059858856,95.06971470478109,88.32008229715576,65815.74158561941,5.586612785270825,100.96375376541266,254.79017900759874,0.22175812562649816,0.41587306093308557,46974.43397914417,17.994695216049383,0.3201204307374934,0.2077613218880534,0.1466131798385349,15.294482195818865,0.25857091738497484,0.19903671153895494,0.20097975922710581,0.2300488203620259
85,85,69.9986,11.7258,54,14.1343,0,138,126,6,128,6,0.99984,72.85246,0.0,0.0,6.92857,8.476,10.70631,0.0,0.0,130.0,67.11621,0.0,0.43,1.657,-1.0,0.00123,0.2331920244198096,0.512650088427526,0.25897848859259065,1.1964835030657313,95.06606196116383,88.30149865126262,65763.32168477189,5.5426686037297594,100.79989363394549,254.47803452705733,0.22082736607817915,0.41587306093308785,46897.7318329264,18.133391203703702,0.3207400523131061,0.20701938767470268,0.14635055400771418,15.30018370828511,0.2591277286635319,0.20066381114886686,0.2006436113375448,0.22993665317857964
86,86,69.9312,11.5666,54,13.7836,0,138,126,6,128,6,0.99958,72.79051,0.0,0.0,7.75,8.501,10.15123,0.0,0.0,130.0,67.11182,0.0,0.43,1.598,-1.0,0.002233,0.23223038955385766,0.5126577162629739,0.2581464809386046,1.5288081248909977,95.05614015464134,88.29367319862908,65827.78367751345,5.508424428072328,100.39346147885726,254.1731477934944,0.21988544175931032,0.4158730609330852,46776.55664579959,18.240547839506174,0.32152884631756473,0.2063382363155314,0.1460059742411611,15.326250806266877,0.25972548953661545,0.20235980882511892,0.20071176623253947,0.22981227321372133
87,87,69.9405,11.139,54,13.3868,0,138,126,6,128,6,0.99468,72.80676,0.0,0.0,8.46429,8.488,10.01543,0.0,0.0,130.0,67.10366,0.0,0.43,1.719,-1.0,0.00084,0.23079377404600113,0.5121131852056917,0.2570976859080882,1.547650662458225,95.07676215512667,88.29068461749095,65845.40793622247,5.4960869070518035,100.77858160842283,253.87177985183715,0.2190085074091247,0.41587306093308524,46791.04255013603,18.29272762345679,0.32232291144309355,0.20573425440902257,0.14566747288066606,15.347589940200617,0.2603472437051471,0.20411801357947604,0.20079190435166733,0.22988808102169345
88,88,70.0218,11.338,54,13.6513,0,138,126,6,128,6,0.99578,72.85851,0.0,0.0,8.57143,8.457,9.6464,0.0,0.0,130.0,67.14533,0.0,0.43,1.653,0.125,0.002243,0.22971972731311585,0.513372272202997,0.2560762040608117,1.4680695588016544,95.06926863093534,85.65480794615631,65905.40325287184,5.433975298527799,100.62086935558185,253.5706257697754,0.21809038979497028,0.41587306093308496,46940.28189116866,18.288387345679013,0.32327810285333225,0.20526071607685936,0.1452873623980445,15.376077534239968,0.2608830804413961,0.2058673477354018,0.200810836147819,0.23005845783792794
89,89,70.1581,11.3446,54,13.3515,0,138,126,6,128,6,0.99537,72.97356,0.0,0.0,8.39286,8.473,9.8178,0.0,0.0,130.0,67.13878,0.0,0.42,1.69,-1.0,0.001904,0.22869191476052658,0.5133597548512105,0.25491938988587465,1.864038320706895,95.0536457546314,85.633592206182,65928.05301934516,5.443545253599306,100.29502384306122,253.2680315017911,0.21726405762041323,0.415873060933086,47233.74401072476,18.297743055555557,0.32423192389276123,0.20484533020778822,0.14488032025294978,15.373000156732253,0.26137554102548577,0.2077072761159998,0.20051090458860496,0.23029105303115335
90,90,70.0648,11.7809,54,13.4298,0,138,126,6,128,6,1.00233,72.88902,0.0,0.0,9.03571,8.455,9.81919,0.0,0.0,131.0,67.13768,0.0,0.43,1.657,-1.0,0.000916,0.227043672409798,0.5126577162629739,0.253780192821811,1.3127092633872537,95.07260399589997,85.626056473535,65883.66127796336,5.441531383024293,100.26381392285576,252.9754618580177,0.21622757638991477,0.41587306093308546,47051.587885983914,18.338011188271604,0.3250071651033058,0.20460584930200784,0.1445421613905022,15.382345505702643,0.26184618895039524,0.20954146759730072,0.19967820637076922,0.23039323577873552
