,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,movement,cubcol.0,contrast,staticness,blur,fft,temporal,cubrow.0.3,uhdhdsim,noise,cubcol.0.5,cubrow.0.6,cubrow.1.0,saturation,color_fulness,cubcol.0.6,cubcol.1.0,cubcol.0.3,cubrow.0,blockiness,tone
45,145,28.2006,20.7646,19,15.1668,0,121,117,6,137,8,1.01303,29.40815,0.0,0.0,12.42857,9.538,18.13284,0.0,0.0,114.0,31.63936,0.0,0.41,3.657,-1.0,0.023251,0.06477319974796333,14.479166666666666,0.050290127236812456,85.02981364982318,381.41849475303286,5301.088954473162,63219.810756394705,5.382855120085173,0.11518917123162553,100.86600579237926,0.35631559453857875,0.11372386440920301,0.07522313394273204,0.04052190394515301,48.89942442340615,78.17311123890144,0.08802698662834477,0.0551138984058511,0.1005943422156844,0.035185803523431675,1.8657094828347507,0.4835556470588236
46,146,28.0851,20.2274,18,15.1482,0,121,117,6,137,8,1.01383,29.17214,0.0,0.0,15.64286,9.492,17.85775,0.0,0.0,114.0,31.26642,0.0,0.41,5.151,-1.0,0.026677,0.06528789706519673,13.231288580246913,0.050066646174813184,84.94619840010797,380.8217835160633,5201.169229953674,63252.57369608331,5.318480233664949,0.11568248827865721,100.89623898238267,0.3540979684953558,0.11369453606882278,0.07582770465949987,0.040322427078002133,49.127173529730904,76.77861767570805,0.08830265982060223,0.05497852522064726,0.10125466044351573,0.035389570680662064,1.5996775972631565,0.4786933333333333
47,147,28.0671,19.6474,18,14.6675,0,121,117,5,137,8,1.01684,29.05411,0.0,0.0,11.67857,9.523,17.39037,0.0,0.0,117.0,31.36109,0.0,0.4,4.762,-1.0,0.024023,0.06594977028617935,12.535445601851851,0.04985286986883636,87.55635668131598,380.03560988945736,5141.770323290114,63202.84533938928,5.235728507978546,0.1160992662182068,100.96540600644916,0.35409796849535163,0.11373151357398008,0.07654211853657483,0.04010456593845574,49.489395706741895,75.26472758320979,0.08866629338160398,0.05488078321024899,0.10218940016093159,0.03558361706617048,1.2984430622952716,0.4789509803921569
48,148,27.7006,19.1184,18,15.75,0,121,117,5,137,7,1.01338,28.60219,0.0,0.0,11.78571,9.697,16.89251,0.0,0.0,117.0,31.24357,0.0,0.41,4.865,0.12989,0.02928,0.06604399832111628,11.738474151234568,0.04964539626680829,87.33978232553727,379.05351264021476,5013.8917815066625,63146.5183229688,5.09175012497017,0.11651266272739946,101.05980779396339,0.35188034245212374,0.1136686653698317,0.0770801626421165,0.039895505325126715,49.795702522183646,75.07530066340014,0.08926434071939685,0.05478499299743032,0.10296849369210637,0.03578422359266973,1.6095339315646808,0.47665843137254915
49,149,27.426,18.5147,18,14.781,0,122,116,5,137,7,1.02274,28.27205,0.0,0.0,13.53571,9.619,16.44977,0.0,0.0,117.0,30.79101,0.0,0.41,4.653,-1.0,0.032734,0.06568813501659558,10.372733410493828,0.049447819539644174,85.99323974104492,377.90522036732375,4964.289841494962,63188.61517020072,5.006415604937542,0.11691255977201069,101.09890258164847,0.3518803424521211,0.11364807143375422,0.07766339830225696,0.03969655194568799,49.75303122438031,74.00421060252945,0.08887746807892401,0.05469212320038999,0.10384455912240768,0.03596642431882612,1.0804332146698818,0.4673639215686275
50,150,26.9628,18.4676,17,14.1257,0,122,116,5,137,7,1.02788,27.76905,0.0,0.0,12.78571,9.362,15.93629,0.0,0.0,117.0,30.42776,0.0,0.41,4.91,-1.0,0.029678,0.06573588691500372,9.248456790123457,0.04927268358479418,85.97240787429361,376.6059823742362,4803.7331885266585,63171.32314350295,5.000998067824333,0.11719188790007236,101.19978492608597,0.35188034245212085,0.1134742878270867,0.07770987055539477,0.039505330820902546,49.60101864661699,73.14782198569378,0.08894616260734135,0.054614644092543276,0.1042440380652178,0.03614582660685147,1.0529778986991496,0.46468980392156867
51,151,25.3218,18.7263,17,14.709,0,122,116,5,137,7,1.02575,26.29982,0.0,0.0,9.39286,9.447,15.88454,0.0,0.0,121.0,30.09056,0.0,0.41,5.322,-1.0,0.027732,0.06586939788834868,8.427613811728396,0.04908807870105766,84.65037365061077,375.19025557200337,4110.205367126213,63116.02864240628,4.954436137008892,0.11724299998565411,101.44295297574273,0.3480393014730548,0.11349924111204482,0.07744468484639733,0.039333324187542144,49.464865413712864,72.39553902857067,0.08880358579441061,0.054560842517259275,0.1037689821688425,0.03633078119770244,1.2701282855982399,0.45976588235294125
52,152,23.5872,18.9124,16,16.3301,0,122,116,5,137,7,1.01554,24.78039,0.0,0.0,7.75,9.479,16.10074,0.0,0.0,120.0,29.75849,0.0,0.4,4.783,-1.0,0.029796,0.06581679418250637,7.564670138888889,0.04891641044561726,87.40531470726238,373.84345872978616,3466.1334658924425,63097.87611629977,4.937770347341644,0.1168311286710109,101.69026590854688,0.3458216754298264,0.11356914108546717,0.07724096940158372,0.03911453429556927,49.39612343870563,71.69501325070426,0.08834278801054357,0.05454450576137665,0.10340150626058674,0.03649055245698267,1.7875234424063107,0.4536109803921567
53,153,23.0079,18.928,16,15.6394,0,122,116,5,137,7,0.99093,24.2804,0.0,0.0,8.32143,9.705,16.26095,0.0,0.0,121.0,29.33999,0.0,0.4,4.976,-1.0,0.033767,0.06552706370711517,6.886815200617284,0.04874494214764971,86.46113292184933,372.5984365681632,3314.570596301544,63168.14559406307,4.958610373913015,0.11609467542102739,101.76544817244559,0.3458216754298255,0.11339799095875767,0.07712139743695594,0.03888358035455423,49.326238561559606,70.33105639852735,0.08833749960650396,0.054557881375226144,0.10312786221226959,0.03659938597676649,1.6833445228320953,0.4432487647058822
54,154,22.5385,19.7537,16,16.4022,0,122,116,5,137,7,0.99025,23.85541,0.0,0.0,8.03571,9.76,16.26832,0.0,0.0,122.0,29.33116,0.0,0.4,5.509,-1.0,0.032673,0.06526446644203361,6.677517361111111,0.04856394840841936,86.539342200528,371.3746378412642,3147.296528438486,63138.157309222916,5.1593593474411925,0.1155003654546332,101.8156216870488,0.34582167542982306,0.11308720551892891,0.07683298340761621,0.038670904416118146,49.33996431327161,70.38653327707479,0.08867174684027246,0.054603027140581316,0.10293762490312097,0.036562991973079655,1.2119132305715932,0.4435808235294117
55,155,22.181,20.7915,15,16.0146,0,122,116,5,137,7,1.00784,23.54659,0.0,0.0,8.0,10.017,16.97773,0.0,0.0,122.0,29.64824,0.0,0.4,6.365,-1.0,0.039353,0.06526948167008241,7.2122878086419755,0.04837512138999544,87.04472311075557,370.1372916197653,2993.4122659288646,63197.18859362883,5.421258129392486,0.11488779479588224,101.83902127247045,0.3436040493865937,0.11296608201508723,0.076509146765087,0.03843767298871541,49.34502646363812,69.41950741010446,0.08943746296506506,0.054654599938408176,0.10255457440883621,0.03643033610326279,1.7020148484886282,0.4467376078431371
56,156,21.8122,21.3786,15,16.4465,0,122,117,5,137,7,0.98178,23.15147,0.0,0.0,8.92857,9.891,17.86236,0.0,0.0,122.0,29.43897,0.0,0.4,5.738,0.12603,0.035296,0.06501286671919793,7.54320987654321,0.048169954275035884,84.81575035670244,368.9928365338815,2893.3918205187933,63173.847739812976,5.599504161594121,0.11423021676835907,101.9075330031991,0.339763008407534,0.11308203724862588,0.07618586720989678,0.038207294206030445,49.20279081368152,70.30680372937141,0.08910803222178768,0.0546924778564452,0.10243416426288865,0.03625695901268504,1.6792227183009634,0.4460203921568628
57,157,21.4589,21.9746,15,15.6871,0,122,117,5,137,7,1.00648,22.83679,0.0,0.0,10.03571,9.984,18.36553,0.0,0.0,122.0,29.58437,0.0,0.4,6.112,-1.0,0.045685,0.06470969734190984,8.106626157407407,0.04795462835269052,85.92034749091764,368.03361343800174,2803.3943475687656,63065.932707384956,5.743871490809322,0.11350716438861849,102.00643009354533,0.3397630084075323,0.11290602899164136,0.075939890970547,0.037992316290922305,48.85970749089748,71.46657204414015,0.08877327663366719,0.05466028434417229,0.10227369331721341,0.03605245362875193,1.3784382456911726,0.4495050980392157
58,158,20.7655,22.7723,14,16.9602,0,122,117,5,137,6,0.99195,22.19833,0.0,0.0,15.25,10.783,18.8787,0.0,0.0,122.0,29.61804,0.0,0.4,7.04,-1.0,0.039933,0.06484497690663836,8.50733024691358,0.0477687403845811,87.83643666384391,367.2416155980484,2601.5214561899866,63074.68143450158,5.896391193670608,0.11272405002991039,102.15681628740415,0.33754538236430265,0.11278839234101556,0.07557690424172495,0.03775983308167723,48.59156592098283,72.33702906807677,0.08844707551151702,0.05461114582160186,0.1018875951835338,0.03582828322961339,0.9456772597837252,0.4507456274509803
59,159,20.6289,22.9066,14,16.3827,0,122,117,5,137,6,1.0,22.02056,0.0,0.0,12.78571,11.467,19.56517,0.0,0.0,120.0,29.65033,0.0,0.4,6.537,-1.0,0.041764,0.06460739877711795,8.664351851851851,0.04748407823950938,84.16210176776697,366.6641924602591,2506.437798414167,62977.8468140067,6.0102572351921015,0.11200047150042025,102.24735915886316,0.3314867153420125,0.11242994559246113,0.0752742500862149,0.03753424397332038,48.390050629038875,72.91286412175295,0.08809028682429533,0.054555521639168714,0.10157194295799454,0.03559940732099865,0.8899518180979045,0.45056823529411755
60,160,20.082,22.9921,14,17.446,0,123,117,5,137,6,0.99725,21.53288,0.0,0.0,13.03571,11.666,19.68589,0.0,0.0,118.0,29.57195,0.0,0.4,6.846,-1.0,0.04815,0.06489666029712964,8.783805941358025,0.04732219155562883,86.41107385889127,366.3284969784054,2284.215715311445,62936.27629708147,6.111684711085483,0.11196005367772781,102.38576211199407,0.3292690892987806,0.11289849526256804,0.07516520592332647,0.03684143350679849,47.91814884138696,72.9839185375654,0.08824954106256659,0.05437805975174775,0.10099170730339856,0.03559641281967585,0.7492525275064714,0.44745058823529404
61,161,19.8669,24.3774,14,17.429,0,123,117,5,136,5,0.9954,21.34609,0.0,0.0,19.53571,13.482,19.75256,0.0,0.0,117.0,28.68357,0.0,0.4,9.613,-1.0,0.055612,0.06489176621513351,8.44285300925926,0.04720048186853914,85.63534279596013,366.04814565569643,2221.0305927126205,62839.76996843278,6.2029756949151285,0.11198674683358716,102.45402289548048,0.3292690892987765,0.1129971699685165,0.07498863067089744,0.03615486516009701,47.55052731360918,72.72263040092064,0.08836251176330745,0.05414930760889554,0.09984772100130251,0.03560089009507987,0.637105022090864,0.43032784313725486
62,162,20.5905,24.3777,14,17.8808,0,123,117,5,136,5,0.998,22.00237,0.0,0.0,21.46429,12.496,20.93767,0.0,0.0,119.0,28.1095,0.0,0.4,10.673,-1.0,0.058307,0.06502402789312667,8.647038966049383,0.04727658940344682,85.08371563262904,365.7668188615436,2425.336910596173,62904.23293214713,6.320743392651772,0.11199248945018457,102.35714427856641,0.3292690892987747,0.11376032811952241,0.0752194477862505,0.03564829666828083,47.451431462794176,73.98370191661571,0.08834757544110237,0.05397279394339618,0.09865747208026844,0.035616339934572916,0.753311344194432,0.4138458823529411
63,163,21.6312,23.6206,14,17.1389,0,123,117,5,136,5,0.99895,22.92986,0.0,0.0,20.96429,11.768,20.95061,0.0,0.0,122.0,28.83893,0.0,0.4,9.242,-1.0,0.055108,0.06517442446119258,9.034770447530864,0.04738418003934371,83.48511109130934,365.4860714609842,2647.226627461492,62947.50016963375,6.418078886502113,0.11216429049918641,102.2240257996912,0.3292690892987808,0.11436291543032674,0.07540376309800147,0.03534139155112986,47.33136438440393,75.6409201809668,0.0885909848579785,0.05396320188808086,0.09743229939734087,0.03562356457200355,0.746371530854209,0.4252223921568625
64,164,22.9055,23.9707,15,18.6228,0,122,117,5,136,6,0.99804,24.09241,0.0,0.0,22.10714,10.769,20.29752,0.0,0.0,120.0,29.4166,0.0,0.39,8.106,0.12526,0.052162,0.06564096893574536,9.406587577160494,0.04730028247293433,85.62948840789713,365.2305984107152,3020.3478416746716,62985.96083898452,6.391179805145333,0.11226221198744415,102.01118648458089,0.33148671534200796,0.11470778583774162,0.07470913249258267,0.03517259046707059,47.39498298550829,77.77830057083725,0.08872805716083597,0.053935201417664544,0.09655506486490573,0.035634610196621216,1.0432877763294581,0.4387310784313724
65,165,24.5906,23.4716,16,19.9414,0,122,117,6,136,6,0.99952,25.71611,0.0,0.0,19.28571,10.932,20.60749,0.0,0.0,124.0,30.23938,0.0,0.39,6.626,-1.0,0.055703,0.06589160473669006,9.70288387345679,0.047306692502751206,87.5377245491767,364.9246820304691,3561.2890057846175,63008.26368025376,6.349509589164422,0.11257347842452635,101.69794268110473,0.33754538236429726,0.1149726785548586,0.07451178420806329,0.03488268991792382,47.56670709303868,80.67232836981029,0.08912291195556181,0.05398519120577207,0.09538983474283197,0.03566158386670076,0.8311997173869642,0.4527439215686274
66,166,26.1894,22.7691,17,18.6952,0,121,117,6,136,6,1.0078,27.22499,0.0,0.0,17.60714,9.806,20.18708,0.0,0.0,123.0,30.88766,0.0,0.39,7.171,-1.0,0.044472,0.06644070535313638,9.944492669753087,0.04721165944531475,84.40713522724195,364.62150285141314,4168.13380227924,63067.4618028306,6.277074933512918,0.11315468364528679,101.45995896179977,0.33976300840753293,0.11538591266348343,0.07487336024692738,0.03456944976868317,47.61164780604987,83.07765271096825,0.0895345570632693,0.05404054504267943,0.09416392613460331,0.03571756933670855,0.785411760439933,0.46198941176470576
67,167,27.735,22.4179,18,18.4676,0,121,117,6,136,7,1.00693,28.61898,0.0,0.0,16.82143,9.389,19.57304,0.0,0.0,122.0,30.99363,0.0,0.4,5.749,-1.0,0.03624,0.06738136003027823,9.71339699074074,0.04701882408308496,86.76618965589365,364.31407489650144,4840.720262929299,63115.04653353466,6.174793779669942,0.11352772604725164,101.19869432890741,0.34582167542982595,0.11510327806337353,0.07518677030281802,0.03442867980123427,48.05269914791908,84.93078326502072,0.09001162461908324,0.054163049460356556,0.09360040425695387,0.03581406690802016,1.092927733735373,0.4639913725490195
68,168,28.1432,22.4338,18,18.8844,0,121,117,6,136,7,0.99824,29.162,0.0,0.0,15.78571,9.161,19.27594,0.0,0.0,120.0,30.76869,0.0,0.4,6.793,-1.0,0.040449,0.06855242755104764,9.58984375,0.04638060394185939,84.69716808288827,364.0182078356252,5222.998521850729,63249.70270672085,6.073597771665103,0.11454849974476176,101.03573746793643,0.3518803424521209,0.1151152629096677,0.07581016525243274,0.03409472645071862,48.56347806954089,85.77771242491087,0.0900603657982692,0.05441478686559167,0.09369388963439053,0.03595750329999417,0.9951263283426356,0.4612035294117646
69,169,28.1428,22.3204,19,18.7965,0,121,117,6,137,8,0.99531,29.39178,0.0,0.0,10.71429,9.516,19.31054,0.0,0.0,121.0,31.3884,0.0,0.41,4.67,-1.0,0.034243,0.06851537858494917,10.237702546296296,0.045844328057138645,84.19931797594586,363.8072443413189,5280.566621404836,63346.992515669255,5.951342524885308,0.11579598468887019,100.95284967083053,0.3540979684953524,0.11477141221871907,0.07614461370126979,0.033810496576897435,49.07481911741657,86.57777328032866,0.09025375069149613,0.05474800618968034,0.09379834429025374,0.036187943795129664,1.2607755182380163,0.4696250980392157
70,170,27.8625,21.958,19,18.2263,0,120,117,6,137,8,1.00928,29.27312,0.0,0.0,11.92857,9.894,19.19286,0.0,0.0,123.0,31.94393,0.0,0.41,5.146,-1.0,0.035998,0.06847264118147743,10.917341820987655,0.04546002104355818,85.85764143340184,363.67613908770414,5000.955491233164,63318.79388963166,5.7968529021075605,0.11770634473153357,100.96023691865953,0.3540979684953534,0.1146799663853346,0.0767574868141022,0.03319170078963616,49.40273539225261,87.20803747989824,0.09072475613173604,0.0550099281648678,0.0937752823446214,0.03657617941619639,1.1394962279992955,0.47934509803921566
71,171,28.2915,21.2256,19,17.3312,0,120,117,6,137,9,1.01111,29.67702,0.0,0.0,11.5,9.554,18.89966,0.0,0.0,124.0,32.22766,0.0,0.41,5.882,-1.0,0.041557,0.06869250121063847,10.742283950617283,0.04488338804441519,86.45929185884519,363.62602639306147,5256.1399123811725,63471.78938111467,5.474321192205669,0.11972508062783145,100.8938348393754,0.3563155945385819,0.11492352443063862,0.07786911857106542,0.032684471929045444,49.78547348210841,88.05428121603559,0.09114046439856033,0.05525649210502695,0.09425224728042024,0.0371122594829604,1.4441865318792184,0.4869780392156862
72,172,28.8496,20.5841,20,17.5555,0,120,117,7,137,9,1.01112,30.2119,0.0,0.0,9.21429,9.924,18.25681,0.0,0.0,124.0,32.68869,0.0,0.41,5.51,0.1259,0.037173,0.06870865239570599,10.59741512345679,0.04445758670148486,87.36043963178994,363.63438065200046,5470.176099150696,63361.5584039174,5.342063182857342,0.12156504363778844,100.78621010561119,0.35631559453857825,0.11537360295410355,0.07870169968116049,0.030948023377123608,50.15791754075038,89.09986468835565,0.09129933244518526,0.055485151536371645,0.09397710947686375,0.03766152375352944,1.6168205727892204,0.49314666666666673
73,173,29.3849,20.0788,20,17.7011,0,120,117,7,137,9,1.00965,30.73386,0.0,0.0,8.42857,9.993,17.71061,0.0,0.0,124.0,33.00507,0.0,0.41,5.314,-1.0,0.041264,0.06855677755351647,10.183883101851851,0.044606557608397275,88.15658172213756,363.6979382539836,5594.239397975728,63556.08602107612,5.382352329227084,0.12310870148838653,100.69952850734049,0.35631559453858114,0.11577978690633874,0.07947775519490874,0.029487110194594424,50.256686740451386,89.73811542631675,0.09207321590045552,0.05575235355252668,0.09366275700884319,0.03817382353874566,1.8694360784965856,0.496481568627451
74,174,29.9509,19.7212,20,17.4023,0,120,117,7,137,9,1.00132,31.24153,0.0,0.0,8.03571,9.889,17.28508,0.0,0.0,123.0,33.0738,0.0,0.4,4.923,-1.0,0.040229,0.06884927936612614,10.005111882716049,0.04479139366142117,85.4851470515082,363.8182319992538,5995.513151937345,63527.69835075248,5.394999682371452,0.12444510875814463,100.60808940218382,0.3563155945385843,0.11601345515811863,0.07998100290046345,0.028276778700584794,50.21261050377363,90.16707151056727,0.09297129749760913,0.056011135474691505,0.09362507522358719,0.03870885315482247,1.1459300174186924,0.49470039215686273
75,175,30.1811,19.234,20,17.987,0,120,117,7,137,9,0.99841,31.46235,0.0,0.0,10.10714,9.608,16.98778,0.0,0.0,123.0,33.08395,0.0,0.4,5.439,-1.0,0.042328,0.0693582531707604,9.922550154320987,0.04472977865792607,87.3582980557032,363.956699870182,6093.604020056906,63520.66405966256,5.299404308136013,0.12575923492201754,100.58586114805722,0.3563155945385834,0.1161598388691838,0.08032678982122174,0.027922894613245125,50.12930128309462,90.59109840512544,0.09349590987835708,0.056266277594457945,0.09375726985206928,0.03924109933198753,1.3517089170663052,0.4940354705882347
76,176,30.2886,19.1436,21,16.3489,0,120,117,7,137,9,0.99426,31.61593,0.0,0.0,11.60714,9.64,16.54821,0.0,0.0,123.0,33.03025,0.0,0.4,5.875,-1.0,0.040643,0.0698007245210424,9.786265432098766,0.044655587399368035,85.54700246545274,364.11777567924173,6060.551273110937,63430.496940637015,5.178042813565297,0.12697995360400766,100.54385540618269,0.3601566355176436,0.11614784096253655,0.0814739036424095,0.027435706455394178,50.08204688554929,90.60098065754119,0.09423299503035913,0.05650815167948295,0.09362635309835221,0.03977534958190092,1.0880582611824514,0.4931521176470588
77,177,30.8029,18.973,21,16.7516,0,120,117,7,137,9,0.99563,32.11819,0.0,0.0,6.46429,9.535,16.46326,0.0,0.0,123.0,32.93049,0.0,0.41,6.286,-1.0,0.04511,0.0704379171486244,9.79904513888889,0.04471653659343823,87.00949575864159,364.28126951527383,6303.00689796144,63477.570786786324,5.027073932087417,0.12803411966499678,100.4306650102057,0.3563155945385868,0.11575273614260187,0.08218887217085745,0.02699599015381621,49.829328372154706,90.62058817458878,0.09515657186282166,0.056702507439950665,0.09329154568554622,0.040356160790201726,1.1604032703141973,0.4901160784313727
78,178,30.8365,18.7849,21,16.5951,0,120,117,7,137,9,0.9976,32.23567,0.0,0.0,8.46429,9.691,16.33166,0.0,0.0,124.0,32.88794,0.0,0.4,5.049,-1.0,0.038151,0.0703316826135474,9.585985725308642,0.04496994478662306,86.22344581238254,364.49292828125147,6338.54053458505,63569.71652730774,4.908229610979365,0.12912048930847442,100.40334556285187,0.3601566355176448,0.11529301538611442,0.08239213834652644,0.026845098790562464,49.69489938241464,90.94027546934105,0.09510377086368015,0.05687976251416296,0.0931488879923257,0.04083125199896888,1.0374978420315577,0.48952274509803934
79,179,31.1349,18.3821,22,15.7797,0,120,117,7,137,10,0.99622,32.56655,0.0,0.0,8.39286,9.853,16.16708,0.0,0.0,124.0,32.83889,0.0,0.4,4.919,-1.0,0.042282,0.0700871916039061,9.32248263888889,0.04543508529666718,87.75647578941508,364.746168414825,6436.716539107987,63636.62888596011,4.845671263730338,0.13010885961666002,100.32212370098223,0.3601566355176448,0.11494395109563105,0.08281663296898002,0.026489384083056785,49.526372273763016,91.3602235512557,0.09541511670805203,0.05703540069335729,0.09305419833099168,0.04131061330542085,0.9813098720105111,0.4902737254901962
80,180,31.6608,18.5556,22,15.1531,0,120,117,7,137,10,0.99111,33.03067,0.0,0.0,9.82143,9.672,15.81724,0.0,0.0,124.0,32.74449,0.0,0.4,5.457,0.12796,0.034398,0.06968292860681988,9.127604166666666,0.04589867330251232,85.41720117148243,364.9855807623956,6746.522039351795,63686.15250575414,4.758084768026125,0.13105879302002124,100.2439783763227,0.360156635517646,0.11464558774705455,0.08364632709832659,0.026492764055041276,49.46604184751157,91.46908032755016,0.09566471868754778,0.05719183996104909,0.09299515786797723,0.041805010224558146,1.098247491811474,0.4892665294117647
81,181,31.9077,18.4111,22,15.1937,0,120,117,7,137,10,0.99172,33.23679,0.0,0.0,10.07143,9.627,15.97355,0.0,0.0,124.0,32.74348,0.0,0.4,5.402,-1.0,0.039177,0.06953129608007326,8.889274691358025,0.04555527797469861,91.12914533783037,365.2199847371164,6819.884215145601,63624.22219037062,4.76282456256642,0.13184058457231668,100.22133692692832,0.36015663551764804,0.11444637709878716,0.08480501852751922,0.02659727922619258,49.28701499656395,91.5223053461088,0.09596104530261217,0.057348667954238645,0.09275616592949412,0.04227871778421873,1.388569256421307,0.48917254901960794
82,182,32.2214,18.276,22,16.5984,0,120,117,7,136,10,0.99398,33.56146,0.0,0.0,10.21429,9.603,15.85049,0.0,0.0,122.0,32.85038,0.0,0.4,5.39,-1.0,0.031359,0.06970989357530125,8.719521604938272,0.045619921070063546,86.98277744669198,365.44206896373043,7066.306402305435,63703.07607587311,4.759332852012439,0.13282282879776564,100.17208711020317,0.36015663551764643,0.11435174793681552,0.0862545041160811,0.02667623979254756,49.22809610249084,91.72259475915553,0.09609899846144136,0.05750386284037877,0.09257673622997738,0.042681867657208314,1.1867250010082246,0.4900435294117648
83,183,32.7141,18.0145,22,14.4786,0,119,117,7,136,10,0.99256,34.06686,0.0,0.0,10.96429,9.582,15.73456,0.0,0.0,121.0,32.92923,0.0,0.41,5.126,-1.0,0.034895,0.06990069471482777,8.759500385802468,0.04563399629292223,88.03156295432203,365.6517538311529,7411.384155090078,63760.63959498823,4.768629251905586,0.13410579154831795,100.06971060647415,0.36237426156086466,0.11430821415503331,0.08813131072756278,0.026720171990117798,49.20436209219473,91.92917414495022,0.09586831696787408,0.05769853868759064,0.09253113428778402,0.04309188040274051,1.0232455635289606,0.4917039215686276
84,184,33.2728,17.703,23,15.059,0,119,117,7,136,10,0.99133,34.61561,0.0,0.0,7.67857,9.504,15.522,0.0,0.0,121.0,33.04603,0.0,0.4,5.435,-1.0,0.031296,0.07038025339588767,8.99122299382716,0.04607067772729003,87.91251964502072,365.83125122291426,7986.3762517687965,63881.148261782306,4.81881099743623,0.1355986536325571,99.96651047468649,0.36237426156087027,0.11423791695616768,0.08991691365816185,0.026808249579640023,49.206559357819735,91.67013760567419,0.09578926803055687,0.05789962203502432,0.09249381580696064,0.04351189269220629,1.2435071765455066,0.49594588235294135
85,185,33.5297,18.0985,23,13.7002,0,119,117,7,136,10,0.99328,34.93025,0.0,0.0,7.89286,9.473,15.24805,0.0,0.0,121.0,33.1609,0.0,0.4,5.363,-1.0,0.030197,0.07080682107082446,9.33738425925926,0.04599692509293915,88.39281937855026,365.9727459306739,8121.056178501249,63814.93560755914,4.875194051482366,0.13722426988354733,99.91400459983326,0.36237426156087515,0.11434790971010461,0.09158535534530694,0.026784707220966507,49.22295652789834,91.86286942675267,0.0956057464321425,0.05809254231123843,0.09244369278032077,0.044001530598127774,1.363309866727191,0.49977647058823527
86,186,33.738,18.3348,23,14.7556,0,119,117,7,136,11,0.99029,35.13545,0.0,0.0,8.21429,9.505,15.61421,0.0,0.0,123.0,33.28254,0.0,0.4,4.823,-1.0,0.030252,0.07121170524817046,9.821132330246913,0.04546956510642838,89.76705499025752,366.07576252380585,8157.574168229959,63819.25238322968,4.9161162461310095,0.13844657204350053,99.86854476497408,0.3623742615608752,0.11385589845325773,0.09274208026617022,0.0267701012549285,49.211254166968075,91.60633784878205,0.09533254538373849,0.05830341518408326,0.0923953206734469,0.044553889880072306,1.3853355669567444,0.5027484117647056
87,187,33.7826,18.6725,23,15.673,0,119,117,8,136,10,0.99076,35.19484,0.0,0.0,6.75,9.558,15.83965,0.0,0.0,124.0,33.48866,0.0,0.4,3.985,-1.0,0.029009,0.07186455803129958,10.329330632716049,0.04498419159296683,87.78293495071095,366.12762820094275,8066.530929173595,63830.77519555032,4.9141034036829625,0.13965309714597798,99.85349258356098,0.36296847266827426,0.11382519827939504,0.09351367180588996,0.026749434624701796,49.229408546730326,91.2298939451456,0.09500841382091134,0.058502703633224275,0.0923978356793499,0.04509488547049795,1.400103181736509,0.5054329411764706
88,188,34.0082,18.5957,23,15.3634,0,119,117,8,136,10,0.99361,35.38309,0.0,0.0,7.57143,9.522,16.14715,0.0,0.0,124.0,33.61752,0.0,0.4,4.035,0.12963,0.030619,0.07217633422989123,10.797067901234568,0.04493618224081393,85.67986126589581,366.12611032604326,8228.561228048955,63833.66363505124,4.921497221604761,0.1404830565003833,99.82577719518315,0.36237426156088004,0.11371540077865427,0.09363497851703897,0.026737525163472522,49.186162877965856,91.09783898004969,0.09461834032941421,0.058771452716962574,0.09243214201977841,0.04562027149732832,1.710863617516138,0.5070988235294118
89,189,33.8299,18.9496,23,14.7276,0,119,117,8,136,10,0.99292,35.22293,0.0,0.0,8.07143,9.518,16.06094,0.0,0.0,124.0,33.67964,0.0,0.4,3.776,-1.0,0.030944,0.07229591539197856,11.032552083333334,0.0451561365091945,89.53561597780526,366.0842576956969,7929.548219461115,63886.68810421653,4.931143385668336,0.14110518914631134,99.86181865396601,0.36459188760410677,0.11379816102128618,0.09394377040521164,0.026667773633918937,49.15387000566647,91.36954106735422,0.0942986718454863,0.05912155360231405,0.09245884883485918,0.04610255689048589,1.44591673962658,0.5082376470588236
90,190,33.6993,18.9484,23,15.7895,0,119,117,8,136,10,0.99685,35.13869,0.0,0.0,7.67857,9.441,16.35039,0.0,0.0,125.0,33.73176,0.0,0.41,4.462,-1.0,0.032909,0.07233003409114093,11.124469521604938,0.046221532384434105,85.37359492413226,366.01162215575187,7891.466651007542,64026.46887167572,4.962706032381673,0.14183909504988654,99.86854817120046,0.36459188760410594,0.11395671461963786,0.09444140791020401,0.026877270790070237,49.11379986044801,91.49644062382124,0.09395412507331864,0.059497281172523016,0.09249882889943961,0.04659921127860703,1.307905596412569,0.5084678431372549
