,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,temporal,cubcol.0,cubcol.0.3,cubrow.0.3,contrast,saturation,movement,cubrow.0,uhdhdsim,cubcol.0.5,cubcol.0.6,cubcol.1.0,cubrow.0.6,color_fulness,cubrow.1.0,cubrow.0.5,blur,fft,staticness,blockiness,noise
45,45,50.3862,17.5579,30,22.5704,0,117,113,12,138,15,0.99805,46.58494,0.0,0.0,3.67857,5.167,15.20535,0.0,0.0,125.0,27.38768,5e-05,0.32,1.512,-1.0,1.305671,0.4168223529411763,4.808123460902161,0.08018119490970008,0.11421156758364209,0.1834182512849717,86.1984562456466,62.88506081663532,11.970003858024691,0.24207104814177902,96.04462313064926,0.08395006437302954,0.08290933939720829,0.08509546180915639,0.08866135723320948,80.49615391030756,0.07692463587989982,0.08770498231395814,21532.182320748958,66991.14613927317,464.59132138814283,0.8567736657147331,0.32099279623325455
46,46,50.2835,17.5271,30,22.1422,0,117,113,13,138,16,1.00008,46.50252,0.0,0.0,6.35714,5.192,15.07116,0.0,0.0,124.0,27.38904,6e-05,0.31,1.507,-1.0,1.392873,0.41965843137254893,4.656850414930357,0.08029873823110847,0.11378454863342531,0.18361091464563886,89.29183154180348,62.92772118839217,11.861448688271604,0.24222110730223934,96.09688722551641,0.08356191123258791,0.08279396998884209,0.08436908532925667,0.08869975071137423,80.79492224675155,0.07714886389180797,0.0880697612316537,21482.984758444345,66915.57184623567,463.93904702982934,1.1742936285596552,0.3209927962332529
47,47,50.0784,17.7448,30,21.2002,0,117,113,13,138,15,1.00064,46.36339,0.0,0.0,6.07143,5.226,15.04266,0.0,0.0,123.0,27.35455,7e-05,0.31,1.54,-1.0,1.366924,0.41926117647058825,4.620115507564799,0.08026241261939816,0.11345747872645243,0.18420961755696177,86.06084248748974,63.0403608157311,11.87938850308642,0.24226271365546437,96.06721765579186,0.0843010718880714,0.08258507405887432,0.08406961974141729,0.088704908236494,80.96875256630226,0.07722094307049662,0.08799246307589119,21093.602834493362,66840.73714068241,463.428743825695,1.3682505991195348,0.32099279623325166
48,48,50.6381,18.1568,31,21.9166,0,117,113,13,138,15,1.00205,46.87954,0.0,0.0,4.82143,5.211,15.22883,0.0,0.0,123.0,27.42623,4e-05,0.32,1.435,0.31739,1.338479,0.4224250980392157,4.6382872059341596,0.08031219956643965,0.11308077132651864,0.1852220308288574,87.3217100205888,63.15824419186439,12.25,0.242304170343051,95.92831487313566,0.08392830522674323,0.0823554600643949,0.08381715391733648,0.08858011148629494,81.45133096745059,0.07744413142544465,0.08762178209882453,21700.738055073984,66900.18863462421,463.0235047244887,1.3509979110891126,0.320992796233253
49,49,50.5485,17.9585,31,22.1249,0,117,113,13,138,16,1.00344,46.78934,0.0,0.0,5.03571,5.236,15.58609,0.0,0.0,122.0,27.45954,8e-05,0.31,1.323,-1.0,1.385862,0.4221741176470587,4.719866106116865,0.0803948481518106,0.11271747200299069,0.18629666056427327,89.64418398508766,62.92633489914883,12.330488040123457,0.24241191728910727,96.00436916996698,0.0835160808877958,0.08221050521529435,0.08377280021986279,0.08858272992047725,81.80662132500771,0.07769506344063783,0.08749063576130628,21910.873128924966,66780.64957509033,462.6053711631344,1.1766362796422156,0.31655754414679155
50,50,50.5859,18.0239,31,21.8405,0,117,113,13,138,16,1.00446,46.84467,0.0,0.0,4.89286,5.251,15.4195,0.0,0.0,121.0,27.49963,7e-05,0.32,1.495,-1.0,1.394734,0.4215537254901961,4.700003009805533,0.08048048129793224,0.11241312564125742,0.18681191822442286,85.78593100892644,62.81406016408661,12.400752314814815,0.24251268357672132,95.94017521725605,0.08322193885046822,0.08252100573414742,0.08369486159888335,0.0885689669072952,82.58032749792417,0.07779757705130037,0.08724057255069971,21943.197225176595,66910.37881963539,462.1634449499552,1.033224741444695,0.3209927962332531
51,51,50.7809,17.9311,31,21.1083,0,117,113,13,138,16,1.00166,47.0152,0.0,0.0,5.42857,5.235,15.47471,0.0,0.0,121.0,27.55791,8e-05,0.31,1.447,-1.0,1.419126,0.42443607843137265,4.857533868957153,0.08045512768353547,0.11228405158398252,0.18705238245991676,87.60492025317345,62.8128867443697,12.126687885802468,0.2424689202676993,95.86952296761204,0.08289136126906776,0.08268172642813236,0.08409861462680215,0.08838979467149413,83.27397465095108,0.0775781489759941,0.08694379424225816,22052.70041967157,66844.65926733224,461.7324876313507,1.1348758615279897,0.32099279623325033
52,52,50.9703,18.8842,31,19.5118,0,117,114,13,138,16,0.99993,47.23541,0.0,0.0,5.85714,5.246,15.39202,0.0,0.0,120.0,27.59532,6e-05,0.31,1.501,-1.0,1.429577,0.42740039215686265,4.565033543140729,0.08053990800018672,0.11205310538907237,0.1873546027058688,90.4685619310356,62.65197207603925,12.048466435185185,0.24253025415294685,95.84962432503121,0.08270023549848311,0.08360080561626924,0.08444516456635301,0.08825444390867007,83.6319344745692,0.07719698868328595,0.08689951619549573,22126.98342784852,66778.88474341744,461.28520454576176,1.1691707572400323,0.3209927962332506
53,53,51.748,18.2024,32,21.5724,0,117,114,13,138,17,1.00259,47.98115,0.0,0.0,3.78571,5.243,16.21228,0.0,0.0,120.0,27.9258,3e-05,0.31,1.52,-1.0,1.381459,0.43109490196078426,4.907221192309035,0.08057085772723824,0.11194708117358183,0.187530188906645,91.4824645466027,62.543079705885894,12.18359375,0.24252626797732654,95.69798846219751,0.08246870830675787,0.08330350888742565,0.08485441916845848,0.08811891138901233,84.72581538513276,0.07696273350407279,0.08674515934124703,22827.556259620687,67008.56455624719,460.78919693085254,1.155670260083393,0.3209927962332522
54,54,53.4919,17.1642,33,24.7675,0,116,114,13,138,17,1.00239,49.5259,0.0,0.0,4.35714,5.24,15.63578,0.0,0.0,123.0,28.31479,8e-05,0.31,1.676,-1.0,1.460518,0.4308996078431372,4.728354984186518,0.08054388643338875,0.11167034808212552,0.18755810403183018,93.0093482149141,62.59026138870804,12.09447337962963,0.2424623077586405,95.48199603587263,0.08230776707414111,0.08564396197622276,0.08419559382556537,0.08815671934464814,85.63775262401214,0.07649315392707706,0.08680823405244506,25119.167324201728,67004.46752783273,460.2834113729835,0.9745833174962418,0.3149341292109609
55,55,52.7215,18.4522,33,22.3243,0,116,114,13,138,16,1.00201,48.87867,0.0,0.0,2.28571,5.178,14.736,0.0,0.0,122.0,28.39433,7e-05,0.31,1.47,-1.0,1.427662,0.43037450980392145,4.64273880704065,0.08056923046526998,0.11135659491071671,0.18751256997185356,89.74087645396648,62.53855707615982,12.151957947530864,0.24246068892621925,95.562732514527,0.08208081695061177,0.08649725588933155,0.08386413162250489,0.08868550172583425,86.34702822544503,0.07612733135868127,0.08689722165825804,23567.95571455327,66868.82512558777,459.8059790834975,1.1313269040179048,0.3209927962332536
56,56,52.2346,18.1068,32,24.598,0,116,114,13,138,16,0.99718,48.46842,0.0,0.0,4.5,5.278,15.83415,0.0,0.0,121.0,28.46383,6e-05,0.31,1.581,0.34414,1.367275,0.43317786274509773,4.808062879533647,0.08045529614328345,0.11104600994984419,0.18739255807088145,88.01577727628401,62.275624216338734,12.238618827160494,0.24242727514374032,95.63374623015298,0.08189952372316517,0.08807488416827967,0.08390825267945924,0.08899921212794897,86.36722747052136,0.07578358293878398,0.0866898061091614,23029.464493929503,66855.58671806185,459.41696519361955,1.4779717892815785,0.32099279623325544
57,57,51.9853,18.456,32,22.6847,0,116,114,13,138,16,0.99749,48.23925,0.0,0.0,4.07143,5.315,15.53871,0.0,0.0,121.0,28.57503,6e-05,0.31,1.601,-1.0,1.423321,0.4363258823529411,4.700262256276535,0.080450272199131,0.11085238526357269,0.18749739196801,87.99758400711146,62.22841239269869,12.428288966049383,0.2424345952949743,95.69894475526154,0.081671809627178,0.08934023124087503,0.08365419786177497,0.0887581364295028,86.40576584961553,0.07543797696976483,0.08668798162640647,22643.65195239279,66794.24963448256,459.1550692860179,1.2548142476273363,0.3209927962332541
58,58,52.0279,19.0622,32,23.9648,0,116,114,13,138,16,0.99842,48.29941,0.0,0.0,5.53571,5.265,15.83822,0.0,0.0,122.0,28.61259,6e-05,0.31,1.431,-1.0,1.416311,0.43432519607843134,4.707346258381286,0.08044918156806947,0.11100446900683365,0.18777158684211312,86.71063472113326,62.31056213378906,12.443238811728396,0.24246286268347542,95.69722965115898,0.08141607803585835,0.09011425875854336,0.08357841140128683,0.0885614130868451,86.49985999522187,0.07512356820790815,0.08643764167030481,22528.002419528693,66761.82315560228,458.9692382732507,1.635870022156207,0.3209927962332557
59,59,51.464,18.7256,32,25.6202,0,116,114,13,138,16,1.00185,47.78078,0.0,0.0,3.35714,5.257,16.36308,0.0,0.0,123.0,28.51188,9e-05,0.31,1.528,-1.0,1.37079,0.43058980392156876,4.919652623060328,0.08035979360266372,0.11084880174481279,0.18776900976354538,89.26401655959174,62.19141039436246,12.434895833333334,0.24241968702354258,95.80242580269396,0.08191697742235221,0.08904694067822852,0.08332867735562974,0.08847670143977468,86.35646931515467,0.07484021582206629,0.08631903120435246,22067.120559173127,66404.32607552454,458.82814573421905,1.3868222534469228,0.3209927962332553
60,60,50.7987,19.3249,31,24.3129,0,116,114,13,138,16,0.99733,47.15993,0.0,0.0,3.64286,5.23,16.07314,0.0,0.0,124.0,28.36922,5e-05,0.32,1.639,-1.0,1.377207,0.4257000000000001,4.6708654088611326,0.08047631603426601,0.11051014499476462,0.18766335483914742,91.66716785473241,62.07822936258198,12.400366512345679,0.24239348181860715,95.85089779547958,0.08326812627249056,0.08875145660336378,0.08322110111947964,0.08768525600240881,86.19049898495507,0.07452841068422482,0.08474776637629629,21150.79098484833,66450.72510309418,458.6865764005046,1.1358441042991718,0.3209927962332562
61,61,50.314,20.1089,31,23.5153,0,116,114,13,138,15,0.99762,46.72172,0.0,0.0,4.32143,5.209,16.59275,0.0,0.0,124.0,28.26327,8e-05,0.32,1.764,-1.0,1.374788,0.4228695490196065,4.871235076077674,0.08066335661180875,0.11029245328390508,0.18760937389384152,87.83178655884096,61.952910058292346,12.738329475308642,0.2423822166225263,95.93113969032996,0.08315761392495212,0.08876120144945913,0.08316709916181435,0.08698870797988505,86.31779630999932,0.07422632909639197,0.08441709866996783,20618.98408318847,66417.71116102922,458.5353275866859,1.253617695256003,0.3209927962332556
62,62,49.9814,20.7647,31,23.6067,0,117,114,13,138,15,1.0001,46.40704,0.0,0.0,3.89286,5.215,17.26238,0.0,0.0,124.0,28.28667,5e-05,0.31,1.69,-1.0,1.322978,0.4227254901960785,4.848591931463174,0.08082899214687364,0.11009340782810619,0.1876529188724261,89.11395349150524,61.72366728606048,13.034625771604938,0.24238092775757578,95.99570280461242,0.08290948125311763,0.08874900319085012,0.08297543486677961,0.08670171198780761,86.37726475214245,0.07440585092700437,0.08317720910347472,20317.922687814298,66347.3503656658,458.3756079997603,1.1288205783893512,0.3209927962332588
63,63,49.9544,21.2041,31,23.9681,0,117,114,13,138,15,0.99741,46.39907,0.0,0.0,3.28571,5.182,17.82459,0.0,0.0,123.0,28.35446,3e-05,0.31,1.579,-1.0,1.322781,0.4207964705882352,4.854785600079228,0.08091508610225842,0.1098287968065207,0.18818210018247125,86.74983396809563,61.37474549846884,12.975356867283951,0.24238728586428784,95.99434358764981,0.08285739609726593,0.08853368429923737,0.08305720995855397,0.08658704067547467,86.29473532054287,0.07484313806210188,0.08233053493072241,20306.245476530272,66472.95933626447,458.1868571079059,0.962752543305268,0.32321042227648733
64,64,49.7723,21.4489,31,21.7342,0,117,114,13,137,15,1.00353,46.19887,0.0,0.0,4.85714,5.163,18.20125,0.0,0.0,123.0,28.27727,5e-05,0.31,1.562,0.34748,1.325419,0.4199254901960784,4.835871114303645,0.08098474781277264,0.10972189380494515,0.18856319642936267,89.9651399930214,61.2418514298804,12.702594521604938,0.2424655616880711,96.08170640633458,0.0829787162744914,0.08896758702876252,0.0831145775859454,0.08661479680007743,86.02429549784209,0.07624428258361857,0.08137191704348237,20314.755004548366,66553.63461592009,457.9455467147748,1.041005309451564,0.32321042227648394
65,65,49.5993,21.5695,30,24.071,0,117,114,13,137,14,1.0034,46.02166,0.0,0.0,4.42857,5.167,18.41104,0.0,0.0,124.0,28.25602,6e-05,0.31,1.71,-1.0,1.362049,0.41866658823529396,4.840215655985859,0.08100083105198624,0.10978721026514965,0.1889334212451562,88.0358715733736,61.083416785722896,12.717447916666666,0.24249064944292792,96.10161030626729,0.08313442260802169,0.08882528174069727,0.08321812748176989,0.08638450192774023,85.86139283210994,0.07577689329123778,0.08147393556124236,20227.63209724243,66495.26273988592,457.63922735507714,1.0850887818034984,0.3232104222764844
66,66,49.3241,21.4235,30,20.9523,0,117,114,13,137,14,0.99996,45.78334,0.0,0.0,4.5,5.161,18.51116,0.0,0.0,124.0,28.23071,4e-05,0.31,1.697,-1.0,1.34258,0.4171769607843134,4.725768548552245,0.08106484886021341,0.11014008969413998,0.18938014660460986,90.8684497080783,61.015282524956596,12.826533564814815,0.2426394992230697,96.11782359709593,0.08304057340185378,0.08929988297454336,0.08327518755026242,0.08630031423826043,85.91060053806113,0.07591080102930477,0.08091502502595663,20074.53656131109,66564.39302627622,457.2776149749892,1.3750293534737958,0.32321042227648766
67,67,48.4933,21.0916,29,21.4755,0,117,114,13,137,14,1.00366,45.02008,0.0,0.0,4.17857,5.217,18.38894,0.0,0.0,124.0,28.18653,7e-05,0.31,1.792,-1.0,1.361087,0.4164643333333319,4.718723394032861,0.08111012897696178,0.11078456441844418,0.18960862894937267,88.86883427850968,60.928547611942996,12.94873649691358,0.24276222964838334,96.23629449950789,0.08277045449021055,0.09040515577535145,0.08351529930699532,0.08632948978890911,85.80845093037034,0.075636139438726,0.08062847227890742,19408.684330217868,66550.2572751762,456.9413098917777,1.2314434993798897,0.3232104222764862
68,68,47.686,20.6603,29,20.9849,0,117,114,12,137,14,1.00077,44.22136,0.0,0.0,5.57143,5.17,18.10199,0.0,0.0,125.0,28.13608,4e-05,0.31,1.581,-1.0,1.311861,0.415661568627451,4.83337194668484,0.08112074813785843,0.1104811314066424,0.18981097520109957,85.70129868831751,60.94784979172695,12.797019675925926,0.24270796586603088,96.35509658632733,0.08253914801916996,0.08963338952226903,0.08360004767456862,0.08633181667430198,86.03266916114256,0.07555085124275539,0.0805250195154107,18675.732935075637,66466.03594368287,456.61262161309986,1.0809615016227392,0.32321042227648517
69,69,47.457,20.5893,29,19.4685,0,117,114,12,137,14,1.00193,43.97874,0.0,0.0,8.10714,5.159,17.73038,0.0,0.0,125.0,28.039,6e-05,0.31,1.556,-1.0,1.337507,0.41651764705882355,4.844542331983343,0.08119908216583897,0.11032639640042678,0.19011841084604902,87.7097297315832,60.94201565966194,12.519386574074074,0.24274178081627648,96.39605490007281,0.08278185923181519,0.08994848788490915,0.08391965431405392,0.08643529626070331,86.11050880965054,0.07550539923298095,0.08041701212364362,18523.347005516436,66464.93993355925,456.28088464537734,1.3511164783474998,0.32321042227648633
70,70,47.5487,20.5384,29,19.5863,0,118,114,12,137,14,1.0028,44.08323,0.0,0.0,8.53571,5.178,17.67057,0.0,0.0,125.0,27.94205,8e-05,0.32,1.44,-1.0,1.334702,0.41790000000000005,4.703089132623716,0.08123277402395916,0.11063745916879522,0.19048103539342073,86.9762535346932,60.917225778838734,12.59982638888889,0.24300159731981452,96.38295108892598,0.08303369147590005,0.08937401244250563,0.0844546009786956,0.08646804443438665,86.23871082505619,0.07552380903697639,0.08045373608739272,18504.745303085903,66575.79057359396,455.9834473473236,1.2075233572894761,0.3232104222764911
71,71,47.9692,20.6082,29,21.2099,0,118,114,12,137,14,0.99966,44.46328,0.0,0.0,8.10714,5.181,17.6274,0.0,0.0,125.0,27.72951,6e-05,0.31,1.532,-1.0,1.370471,0.4212432352941176,4.671629546623402,0.08123926616617612,0.11085284268333187,0.19066920984313412,88.12927151168451,60.90699805742429,12.893518518518519,0.24300094875244485,96.3355770706163,0.08183222175443786,0.08875215639287028,0.08533323737145766,0.08631950666555958,86.40730011136014,0.07532585002718377,0.08031629258490487,18877.99955778463,66573.09140889473,455.73824902209043,1.130399014098015,0.3254280483197108
72,72,48.1606,20.0167,29,20.2713,0,118,113,12,137,15,1.00056,44.64224,0.0,0.0,3.96429,5.25,17.68504,0.0,0.0,125.0,28.0369,6e-05,0.31,1.541,0.33269,1.376353,0.42695505882352935,4.802270657282051,0.08133160643185791,0.11082055400025129,0.1908075472887129,91.0290353958934,61.65423339090229,12.321566358024691,0.24266777558592564,96.30500126299796,0.0817383851190287,0.08899610441433606,0.08635803437655899,0.0861844386760056,88.76093884191027,0.07571260750277128,0.08012753638470266,18785.310250239967,66562.12273708613,455.6082294845833,1.1311457642288796,0.3232104222764923
73,73,48.3087,20.1317,29,17.5647,0,118,113,12,137,15,1.00147,44.72628,0.0,0.0,6.5,5.142,17.18278,0.0,0.0,125.0,27.45172,4e-05,0.31,1.536,-1.0,1.372871,0.42214980392156876,4.500385482317569,0.08132485884874933,0.11074221582552958,0.19104718638450088,90.49890251079799,61.35810795536748,12.030912422839506,0.2424038457624605,96.24308880627603,0.08155616893507547,0.08766805889600196,0.08633418314213334,0.08586608217366383,85.96842324582286,0.07536244029641612,0.07919538221252483,18949.432357164562,66433.45539435153,455.4681619535271,1.082149399455771,0.32542804831971167
74,74,48.4701,19.8694,29,17.5275,0,118,113,12,138,15,0.99853,44.87037,0.0,0.0,5.60714,5.151,17.27666,0.0,0.0,125.0,27.27525,8e-05,0.31,1.599,-1.0,1.318223,0.4152854901960785,4.6534920160749005,0.08132924735428729,0.1106485987901507,0.1911184734810239,89.08703793201636,61.55038131902247,11.273051697530864,0.2422210380069698,96.21606221356375,0.08085483416749903,0.08615883303030313,0.08511774282993927,0.08579331514221034,85.11073464416361,0.07539093447775592,0.07897843526400981,19126.47514526535,66485.08973619943,455.32535267574775,1.0514128568761025,0.3232104222764887
75,75,48.2761,19.7278,29,16.3852,0,118,113,12,138,15,1.00001,44.66586,0.0,0.0,6.35714,5.153,17.05564,0.0,0.0,124.0,26.98845,3e-05,0.31,1.517,-1.0,1.333615,0.41015725490196087,4.61774354974972,0.0812787155934856,0.11064036385567344,0.19109815288460705,90.24786661590603,61.65412205825618,10.65282600308642,0.24205635945621495,96.25606982526119,0.08040280550856008,0.08582967878623024,0.08553706536770962,0.0857511015719784,83.8083248240375,0.07569003534300722,0.07890479141960974,18998.79235709823,66476.13238170164,455.165613449467,0.8657965182279785,0.3209927962332588
76,76,48.1659,19.5811,29,15.5099,0,118,113,12,138,14,1.00089,44.56074,0.0,0.0,6.0,5.114,16.93353,0.0,0.0,124.0,26.64097,5e-05,0.31,1.441,-1.0,1.274868,0.40512078431372545,4.524521487271998,0.08128708765962801,0.11043792871426512,0.1911230088301879,89.54111542384194,61.79038775408709,10.500434027777779,0.24206528701501864,96.27611498155622,0.08034607706383338,0.08567526701774715,0.08641491360036749,0.08560359098736334,81.82165281050654,0.0759051858379086,0.07885635612140028,18867.46783496093,66509.95544323833,454.97321007577875,0.8904056980185701,0.32099279623325727
77,77,48.0232,18.6755,28,16.2651,0,118,113,12,138,14,1.00148,44.41287,0.0,0.0,7.17857,5.167,16.80576,0.0,0.0,122.0,26.34336,6e-05,0.31,1.436,-1.0,1.327514,0.40128039215686273,4.652987453816136,0.08129668643480542,0.11028921275254987,0.1910675759819394,89.86897399834243,61.91873903627749,10.100260416666666,0.2420048978021863,96.3031679398556,0.07768081616191676,0.0855720281951526,0.08745474012665075,0.08544539405270021,80.6190982242279,0.07534921151926678,0.07787062179021512,18774.691550608644,66336.77122163607,454.77326569443943,1.0593372430734842,0.3232104222764823
78,78,47.9914,18.3524,28,14.5514,0,118,113,12,138,14,1.00128,44.32917,0.0,0.0,5.78571,5.142,16.02644,0.0,0.0,121.0,26.1894,5e-05,0.31,1.639,-1.0,1.376176,0.40258000000000005,4.305548667109185,0.08147740934469161,0.10993997228506525,0.1909780796956081,87.97898512178382,62.135732580114286,9.713831018518519,0.242024360641986,96.35771817313724,0.07591509187276006,0.08555432210248695,0.08795048094223538,0.08539046875823751,79.9637311383295,0.07471351931615311,0.07743441039627356,18877.29696752378,66445.76360972904,454.5937726344765,0.77851567749176,0.3209927962332516
79,79,47.8127,18.8961,28,16.5882,0,118,113,12,138,14,1.00105,44.1755,0.0,0.0,5.07143,5.162,15.74983,0.0,0.0,119.0,26.29381,5e-05,0.31,1.591,-1.0,1.332133,0.40765098039215697,4.56181295562736,0.08166247220748647,0.10954308301802285,0.1906881768964818,90.63814386889136,62.344752747335555,9.5703125,0.2419130890630761,96.40222307135241,0.07552554287256624,0.0850061769424834,0.08843793594578607,0.08540512053012402,80.13612206805382,0.07449470769740071,0.0772070494661499,18584.232297084942,66356.56225263185,454.39638253092966,1.1382949776930973,0.32099279623324806
80,80,47.6345,17.7964,28,17.6102,0,118,113,12,138,14,0.99874,43.96862,0.0,0.0,7.03571,5.202,16.22023,0.0,0.0,118.0,26.46787,5e-05,0.31,1.565,0.32446,1.401481,0.414647843137255,4.670064056952441,0.08160356656985733,0.1092852792134565,0.19041724460156728,90.15030715277348,62.41265812626592,9.840374228395062,0.24157619075418651,96.5010848592759,0.07542123273158609,0.08438793842409888,0.08902181467378346,0.08543427482397847,80.65099792223668,0.07349617618236326,0.07706434161131608,18440.26174429012,66342.60288758636,454.20750689964177,0.9912747862622114,0.3110930882318943
81,81,47.6224,18.1199,28,14.9382,0,118,113,12,138,14,0.99868,43.94692,0.0,0.0,6.10714,5.12,15.27115,0.0,0.0,119.0,26.62163,3e-05,0.32,1.59,-1.0,1.404091,0.42379529411764705,4.1187925219646315,0.08170234330244018,0.10916901603311513,0.19026994689783763,86.91773012078964,62.376941257052955,9.937162422839506,0.241485668244737,96.49094776821758,0.07532848054593227,0.08410639342023177,0.08915813506760806,0.08559581753224783,80.90399395998301,0.07307064985064354,0.07698757067985441,18402.585526690877,66300.89310981134,454.0216137883027,1.0524779486945126,0.30887546218866824
82,82,47.7702,17.9215,28,16.6937,0,118,113,12,138,14,0.99812,44.10863,0.0,0.0,5.75,5.118,15.54551,0.0,0.0,121.0,26.70563,8e-05,0.32,1.577,-1.0,1.390251,0.42827411764705886,4.656903936734938,0.08192010143112548,0.10924979803879956,0.19009392987944448,91.04071672457157,62.466097042884364,9.73095100308642,0.24111182607135345,96.43266633499913,0.07507907109459945,0.08389845833161841,0.08925951201866947,0.08564055461193597,81.31460807326023,0.07334001991830376,0.07677486103936239,18638.48578317894,66441.66350532818,453.8415824481792,1.0377061596790491,0.3187751701900221
83,83,47.5231,17.2511,28,15.8667,0,118,113,12,138,14,0.99885,43.86746,0.0,0.0,7.71429,5.183,15.37368,0.0,0.0,122.0,26.70953,5e-05,0.32,1.559,-1.0,1.45468,0.43131101960783563,4.484662917693983,0.08173252728722138,0.10944514930404596,0.18989714874759114,86.8680083496331,62.555528993959776,10.274691358024691,0.24083991638289104,96.49250311160351,0.07514384982038609,0.08401887340916908,0.08978788468021605,0.08566364599153138,81.53986948383641,0.07279974248312768,0.07658196212128562,18223.249613682125,66326.29440924857,453.6416676245698,1.0439045891944736,0.3088754621886654
84,84,48.0606,17.423,28,15.1461,0,118,113,12,138,14,0.99988,44.38854,0.0,0.0,7.39286,5.187,14.79845,0.0,0.0,122.0,26.76979,7e-05,0.32,1.487,-1.0,1.444502,0.43337098039215693,4.232728366264755,0.08171595548721516,0.10954497164212869,0.1898127326346769,89.59309868492218,62.48796156895013,10.474729938271604,0.24071359036091183,96.33699190338439,0.07486782323530138,0.08412698316748014,0.08997815174050511,0.08575788951259809,81.49145737130247,0.07263194028516833,0.07636600658498206,18632.768953332008,66349.17808787021,453.40269204956616,1.4084243935608172,0.3149341292109605
85,85,48.5083,16.7266,29,17.2186,0,118,113,12,138,15,1.00169,44.7962,0.0,0.0,4.46429,5.236,14.94618,0.0,0.0,122.0,26.92065,6e-05,0.31,1.59,-1.0,1.546708,0.43675686274509806,4.534816657175627,0.08162559536602458,0.10981110122384154,0.18962056946970632,91.57545816687491,62.461222519109285,9.544029706790123,0.2405137465732636,96.25517630813317,0.07343904593780196,0.08395158299120009,0.09039807045386454,0.08582084799197987,81.4198570463554,0.07262214979966614,0.07625985794946692,19137.550037288285,66296.4738235915,453.14040894457963,1.6526320840507953,0.3088754621886665
86,86,48.8288,16.8284,29,15.4758,0,118,113,12,138,15,0.99801,45.09178,0.0,0.0,4.03571,5.255,14.35255,0.0,0.0,122.0,27.03503,6e-05,0.31,1.466,-1.0,1.535987,0.43620745098039226,4.3423895233061875,0.08164184579424864,0.10986548078896938,0.18949656682894783,90.1340215352654,62.51029252417294,9.617766203703704,0.24042459293829768,96.1906054756041,0.07278656012354198,0.0841266038797422,0.09082438965069077,0.08591935570380513,81.6191311015159,0.07283296217743601,0.07601222165288447,19509.238359409246,66282.0747980509,452.91211273124236,1.2164544482448432,0.3088754621886647
87,87,48.7117,16.7335,29,16.7676,0,118,113,12,138,15,0.9998,45.02243,0.0,0.0,4.92857,5.265,14.44213,0.0,0.0,122.0,27.11887,7e-05,0.32,1.551,-1.0,1.468776,0.43201803921568627,4.561312384188597,0.08165038785461658,0.11026959152012955,0.1894950599415061,91.8859182648043,62.55712513864776,9.611786265432098,0.2403833870602318,96.23651687219726,0.07255569057437843,0.08420082001378364,0.09104136201146064,0.08609633788691097,81.88800354351908,0.07265307010451921,0.07591484589593477,19341.589827099808,66269.36575073146,452.71705786369506,1.2171204190615263,0.30887546218866957
88,88,48.7886,16.8133,29,17.0537,0,118,113,13,138,15,1.00278,45.10255,0.0,0.0,5.07143,5.267,14.35992,0.0,0.0,122.0,27.23282,8e-05,0.31,1.405,0.33488,1.48944,0.4285624705882353,4.541726076318872,0.08155892775134052,0.1099667849725818,0.18933249124708937,89.25416305452991,62.48085775493104,9.997154706790123,0.24025572798842482,96.26775373706889,0.0723534752708074,0.08391419551348302,0.09126012383120961,0.08598938237332482,81.92219082923106,0.07246030508635054,0.07569311909725193,19381.74186281098,66247.3900708852,452.54587354105547,1.0066415795139383,0.3088754621886669
89,89,49.2494,14.2508,30,18.0785,0,117,113,13,138,15,1.00284,45.52263,0.0,0.0,7.32143,5.214,14.43108,0.0,0.0,123.0,27.42853,8e-05,0.32,1.516,-1.0,1.474276,0.4250988823529413,4.503531029199985,0.08147839819642298,0.10994118335639265,0.18911775079831888,90.37145213275774,62.67549076786748,11.37842399691358,0.2402050976061235,96.13730890322086,0.07207826683369943,0.08334460570060033,0.0913687103279088,0.08605994364688632,82.02673805317175,0.07239162843929005,0.07551754483455156,19727.316173446725,66290.32423942597,452.41010323351804,1.3185234399882277,0.3110930882318949
90,90,50.0412,14.818,30,16.3145,0,117,113,13,138,16,1.00294,46.21972,0.0,0.0,4.39286,5.214,12.23252,0.0,0.0,123.0,27.53534,5e-05,0.31,1.424,-1.0,1.429506,0.41932823529411767,4.035852956395729,0.08150223221810723,0.11010681101995805,0.18911956127791127,89.8639899888185,62.81110448013118,11.636863425925926,0.2403916201726749,96.03417031688633,0.07189883066687909,0.08317695727723373,0.09138921660244756,0.08685113739000837,81.74108040377668,0.07204054915809643,0.07536021544014936,20955.960984762816,66543.55191341703,452.2942761944332,1.1866928478901024,0.3088754621886682
