,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,temporal,movement,cubcol.0.5,staticness,tone,cubcol.1.0,cubcol.0,cubrow.0.5,blur,blockiness,cubrow.0.6,cubrow.0.3,cubcol.0.3,color_fulness,uhdhdsim,cubrow.0,contrast,cubrow.1.0,noise,cubcol.0.6,saturation
45,445,82.5705,22.6386,60,40.1584,0,116,119,15,134,21,0.97046,77.43146,0.0,0.0,1.64286,2.698,19.37357,0.0,0.0,125.0,33.8944,0.0012,0.6,3.383,-1.0,0.037631,78091.81670953389,5.849933157416832,12.960744598765432,0.14025416668525378,451.60020133061454,0.5457682352941177,0.1448360806573493,0.05249436364688286,0.10345601564151494,79469.43413193281,2.7314777498558,0.1695669144177265,0.3078471041582733,0.11038284102495156,99.5888919735041,81.39243948257841,0.3129035830833806,87.82667276057249,0.16866054701399796,0.831746121866177,0.15207166978250156,44.792695033697434
46,446,81.784,23.3674,59,39.7449,0,116,119,15,134,21,0.94936,76.63438,0.0,0.0,1.57143,2.712,19.44988,0.0,0.0,125.0,33.89192,0.00099,0.6,3.046,-1.0,0.040329,79177.44921869114,5.873879848449628,13.16160300925926,0.13943772240740696,451.35970321385645,0.5461282352941176,0.14379319578608965,0.05213086073817393,0.10392597938057448,79600.02695697827,1.9969461908512214,0.1694569627916162,0.3089539709097795,0.11173538060481233,99.7272305601173,81.45102005878366,0.3117753574153135,89.88812708264949,0.16782084233703146,0.8279050808871138,0.15171683679203118,44.84748783817998
47,447,79.3043,24.3585,57,40.9425,0,116,119,14,134,21,0.9538,74.34782,0.0,0.0,1.03571,2.75,20.07886,0.0,0.0,125.0,33.80584,0.0011,0.6,3.656,-1.0,0.046853,78067.86616298466,6.052255965855589,13.352237654320987,0.1392384708472776,451.17519947393293,0.5444490196078431,0.1426390918343632,0.05179483029811031,0.10560227736018293,73173.01834902239,2.278159755194907,0.16899536142055321,0.30905479823423443,0.11487163860946116,99.53556774873074,81.84674137867054,0.3097817436461618,90.42737106211722,0.16692829911320672,0.8190345767141881,0.1511306626973238,44.83204481336806
48,448,77.5681,25.0035,56,38.0104,0,116,119,14,134,21,0.94521,72.79977,0.0,0.0,0.82143,2.802,20.92759,0.0,0.0,124.0,33.68742,0.00101,0.61,3.899,0.12809,0.04168,77520.2555042989,6.1630978604847355,13.632137345679013,0.1400248687394547,451.02372400677694,0.5419879803921562,0.14173655375597713,0.051462480499203954,0.10560322323553095,69419.44021026167,2.076038827176936,0.16823173295135566,0.307919365244919,0.116017424603464,99.01455107656112,82.3906827576595,0.3079148247516241,90.37903481300118,0.16593939515430112,0.8234698288006443,0.1504955035020567,44.99683257679881
49,449,75.9182,25.3166,54,41.9816,0,116,119,14,135,20,0.93443,71.23097,0.0,0.0,0.53571,2.813,21.48065,0.0,0.0,125.0,33.48244,0.00117,0.59,3.569,-1.0,0.030926,76831.20299998912,6.254085431715125,13.985001929012345,0.139445548759207,450.89360967340434,0.5378466666666667,0.1406840286669162,0.05109273455756956,0.10581940387292735,66668.70474797522,1.8551153010016312,0.16813480053496974,0.30648236456462485,0.11683337553624498,98.25991068968337,82.57213345178884,0.3057551242735295,92.59430357648006,0.1648086752542087,0.813570120799291,0.1501198643575289,45.12384315773293
50,450,74.9219,25.3562,53,42.0041,0,116,119,14,135,19,0.96023,70.27958,0.0,0.0,0.96429,2.841,21.74835,0.0,0.0,125.0,33.35348,0.0011,0.59,3.085,-1.0,0.037327,76163.37222098823,6.390731706349528,14.491994598765432,0.14063357275409044,450.75252991259623,0.5344239215686275,0.13974544128482388,0.0507287881077023,0.1065128502131289,64018.4971011376,2.256133944705262,0.16772009557542117,0.30466007188701966,0.11769047263766495,97.35208711519152,82.58848584894208,0.3038484339403056,89.95990470060507,0.16392168236259264,0.8113524947560601,0.1495641611172517,45.24818119001977
51,451,74.4307,25.5167,53,42.9534,0,116,119,14,135,19,0.93049,69.84539,0.0,0.0,0.64286,2.846,21.78343,0.0,0.0,124.0,33.29763,0.00111,0.58,3.944,-1.0,0.041683,76145.405411849,6.433148800166394,15.05005787037037,0.13977629019875185,450.57154402581546,0.5343686274509805,0.13858622583887117,0.050389740547152236,0.10718945677190075,62855.14605987789,2.0545833385568852,0.1676766498635925,0.30289154885878294,0.11873296214609061,96.31177824761954,82.65338012314707,0.3020157155049029,93.3874226925968,0.1628119607565647,0.8135701207992959,0.1486818376381489,45.43181449984327
52,452,73.7361,25.7084,52,44.3592,0,116,119,14,135,19,0.93751,69.14407,0.0,0.0,0.60714,2.856,21.9193,0.0,0.0,124.0,33.22734,0.00111,0.58,3.93,-1.0,0.040733,74888.1743401075,6.46103874786314,15.683883101851851,0.13927355622253773,450.31857043255377,0.5321117647058823,0.13744154373371487,0.05006114897922689,0.10791968830718694,61630.82227757853,2.0871269075570957,0.16772534817002674,0.30089379749050693,0.1185252246704249,95.75096306301883,82.75384793983491,0.3002739957909134,92.50132869825623,0.1619578180794413,0.8069172426695993,0.14771698794959545,45.62092778712143
53,453,72.2729,25.6128,51,44.8132,0,116,119,13,135,19,0.94911,67.7458,0.0,0.0,0.57143,2.863,22.08558,0.0,0.0,124.0,33.19168,0.0011,0.59,3.144,-1.0,0.051809,74499.18651556024,6.518977519614143,16.21759259259259,0.1402038625072121,449.97858390063794,0.5300141176470544,0.13638755025156896,0.049723398660890636,0.10843447593396852,58529.24927077883,2.3250843061504356,0.16863649133290107,0.2985946435868417,0.11840749298253232,94.99239035771846,83.02854554942898,0.2986862733076266,90.42000333817542,0.1611202855930925,0.8069172426695949,0.14677615154979745,45.75071038140191
54,454,71.3638,25.4767,50,45.1227,0,116,119,13,135,19,0.94591,66.91293,0.0,0.0,0.67857,2.854,22.00364,0.0,0.0,124.0,33.22754,0.0012,0.58,3.684,-1.0,0.053457,73917.40453749792,6.521086059868077,16.737509645061728,0.13904203261713763,449.55431009648794,0.5313050980392157,0.13572706561822034,0.04948027923712501,0.108952770338396,55697.63453751013,1.9474282442567938,0.16997520584575948,0.29605533857170774,0.11830667537121582,94.16275790383067,83.29994954858799,0.29725008763078103,90.61430933805912,0.16001838385481534,0.8069172426695971,0.1457629527151869,45.912698062849636
55,455,70.0841,25.2559,50,44.3131,0,116,119,13,135,18,0.95742,65.73081,0.0,0.0,1.46429,2.888,21.88598,0.0,0.0,122.0,33.16469,0.00103,0.59,4.021,-1.0,0.058849,73055.73093583068,6.531929075493216,17.09201388888889,0.13797467491573415,449.06237841728483,0.5310466666666667,0.1349336912801109,0.049214321299162624,0.10887308376468323,52245.8050931697,1.3966846813654294,0.17081380279920236,0.2933135377853871,0.11826006547926741,93.43873290111343,83.41612534754901,0.2958036018725258,92.47458234949859,0.1587798513893596,0.800858575647304,0.14482487218798892,46.10441212595245
56,456,70.1613,25.0439,49,44.467,0,115,119,13,135,18,0.94405,65.78515,0.0,0.0,0.5,2.842,21.69492,0.0,0.0,124.0,33.06322,0.00103,0.58,3.408,0.1295,0.064572,73101.65145402504,6.560974751715177,17.306471836419753,0.13727728663820535,448.5045096747262,0.5308243137254902,0.13428383905994398,0.04892701413444161,0.10907328406631212,52317.462949299,1.8449544981119492,0.17115028225773904,0.29076393723680055,0.1182773358128628,92.5904614320081,83.17367255610057,0.2940664431717645,90.54283726928183,0.15750691141444367,0.7986409496040702,0.14383182627096705,46.3592212818287
57,457,70.9166,24.5225,49,43.6228,0,115,119,13,135,18,0.93044,66.46551,0.0,0.0,0.35714,2.791,21.51453,0.0,0.0,124.0,32.943,0.00109,0.59,3.934,-1.0,0.042991,73093.92247881184,6.537212031088122,17.31495949074074,0.1366839949165144,447.9040310590574,0.5294623529411765,0.1333842490100673,0.04867710930623833,0.1091990489009977,53839.62532761845,1.9740505567472713,0.17163784093820622,0.2882761032587107,0.11812409628686166,91.52301353931975,82.93286891917495,0.2927622244334893,93.3094669633202,0.15627730266515397,0.7970175346682336,0.14270266987656027,46.709647661373936
58,458,71.8712,24.4147,50,44.1713,0,115,119,13,135,18,0.94315,67.34118,0.0,0.0,0.67857,2.707,21.06574,0.0,0.0,123.0,32.849,0.00114,0.58,4.139,-1.0,0.056536,73210.42269251148,6.496581200168336,17.659963348765434,0.1365391522946143,447.2242060722863,0.5258898039215685,0.1324101314766237,0.048450006655983924,0.10939972686276346,55930.799652633345,2.0891767944043864,0.17135930098275212,0.28587695235113264,0.11864364438240947,90.04974453534626,82.63091639723453,0.29158733647344853,90.33754149855994,0.1550393397769739,0.7942056975176093,0.14220331986895393,46.821308842411746
59,459,71.342,24.0007,50,45.3734,0,115,119,13,135,19,0.94455,66.8715,0.0,0.0,1.57143,2.735,20.97499,0.0,0.0,123.0,32.66722,0.00106,0.58,3.578,-1.0,0.051939,73493.40203551692,6.48832032970587,17.796778549382715,0.13617138414837646,446.5118775944604,0.521829411764706,0.13149771834059448,0.048242926209457575,0.10960337450543757,54781.81558470414,2.254941504426093,0.17134929163183094,0.2834988355359739,0.11922722095719332,89.28172972441477,82.77735353141713,0.290240194272843,89.44831562989543,0.15380872232282947,0.7986409496040666,0.1427851836222595,47.01580961250965
60,460,71.9865,23.7395,50,40.9007,0,115,119,13,135,19,0.94626,67.50034,0.0,0.0,0.60714,2.727,20.61807,0.0,0.0,124.0,32.60824,0.001,0.58,3.204,-1.0,0.046946,73640.61179248859,6.458834857070225,17.83791473765432,0.13655645708052425,445.766682097186,0.5216050980392157,0.13127635538872615,0.04821337882398061,0.11102515707841894,56429.67523497256,2.593114026767801,0.17263493428838925,0.2790270737069027,0.12017755624695999,88.2128689205653,82.74426049569527,0.2884604680598371,93.52053512097524,0.15223830475604358,0.7942056975176143,0.14259678514882887,47.39831429940683
61,461,73.271,23.0234,51,38.4859,0,115,119,13,135,20,0.95512,68.75184,0.0,0.0,0.71429,2.716,20.39323,0.0,0.0,122.0,32.57309,0.00106,0.58,3.959,-1.0,0.04777,74347.36975090332,6.379679201414673,17.75265239197531,0.13603692160059316,444.9783387924118,0.5228243137254901,0.13112199341976366,0.04822803113760569,0.11334192765398081,57889.32681622594,2.951580612643943,0.17383615196049404,0.27443599450097667,0.1215045575778017,87.03180167017513,82.37681355834349,0.2867958592831291,90.35231738492146,0.1498401886827671,0.8008585756473062,0.14250986407880903,47.75920312198592
62,462,72.2958,22.7563,51,38.7573,0,115,119,13,135,19,0.96833,67.84566,0.0,0.0,0.39286,2.734,19.77774,0.0,0.0,119.0,32.3739,0.0011,0.58,4.333,-1.0,0.054199,75004.40278313318,6.286778720215524,17.48394097222222,0.13455542813520532,444.20846448763757,0.5211545098039215,0.13086951299501903,0.04813103038662431,0.11484517513008348,56041.10905066154,2.605617169673831,0.17466887450967153,0.26976653052995725,0.12322215273494097,86.00567907342531,82.49535048145879,0.28543724713245705,92.54910180376035,0.147174406356682,0.793611486410215,0.14277781507020196,48.036723760910974
63,463,71.5382,22.605,50,38.5896,0,115,118,13,135,19,0.9486,67.18067,0.0,0.0,0.42857,2.666,19.54999,0.0,0.0,124.0,32.25579,0.00106,0.59,3.201,-1.0,0.043278,74382.41931560964,6.279634194748605,17.424189814814813,0.13389954608545676,443.4379571986347,0.5194247058823529,0.13064517858965363,0.04801328427993147,0.11575983727113939,53370.21151400593,3.0286424248266077,0.17538478256968854,0.2656074429071159,0.12451040080732573,85.30188801994241,82.43400394276547,0.2843071102728905,91.20562783595715,0.14387750416275044,0.7958291124534452,0.14264424949937174,48.28737593285831
64,464,71.3308,22.8499,51,39.2569,0,115,118,13,135,19,0.94942,67.03062,0.0,0.0,1.0,2.722,19.41618,0.0,0.0,124.0,32.14108,0.001,0.59,4.024,0.12963,0.048883,74249.48455950864,6.256526941716785,17.2265625,0.1338729719668579,442.66430144633466,0.5194247058823529,0.13040876125079384,0.047981870994089695,0.11719404369673364,52119.73413492477,3.5327278914337907,0.17626789831529352,0.2610552096045647,0.12579290523273665,84.92208211352798,82.6217587527409,0.2831624589644877,88.80081171359329,0.1413916730978412,0.7970175346682379,0.14153522643192043,48.318637989185476
65,465,71.1201,23.5204,51,38.3302,0,115,118,13,135,19,0.93305,66.88646,0.0,0.0,0.10714,2.745,19.62739,0.0,0.0,122.0,32.02141,0.00096,0.59,4.153,-1.0,0.054048,74884.39415642571,6.251430919016591,17.20384837962963,0.13386167343862018,441.8807961770861,0.5184345098039216,0.13030393699924164,0.04787450029286648,0.11932915152577928,51581.51987427812,3.5106706342657445,0.17741324198965697,0.2556440481151953,0.12619738134401248,84.912506005506,82.66905257054182,0.2821925051711443,89.07841668820274,0.13983991210648208,0.8008585756473039,0.14039860376032817,48.42725287543403
66,466,70.3004,23.5007,51,39.3764,0,115,118,13,135,19,0.94235,66.19001,0.0,0.0,0.60714,2.782,20.204,0.0,0.0,119.0,31.98804,0.00108,0.58,3.925,-1.0,0.050176,74436.61305640382,6.313232511078642,17.26683063271605,0.13369027450777538,441.0569729939413,0.5174733333333333,0.129829196099385,0.04776471365926208,0.12092793930203381,49449.38692117568,2.9810645883885583,0.17826573513756874,0.24965339466182768,0.12680288448354995,85.1870001304107,82.88245025346549,0.28115920217736184,89.33217865228798,0.13785609934688484,0.800858575647304,0.13900716746003636,48.323645697699654
67,467,71.2313,23.4895,52,37.0118,0,115,118,14,135,19,0.95426,67.11018,0.0,0.0,0.85714,2.817,20.18849,0.0,0.0,123.0,32.17335,0.0011,0.58,2.97,-1.0,0.049383,74823.20822347455,6.329265199189947,17.310185185185187,0.1337148886368698,440.2074181116576,0.5193534117647041,0.1296704210588583,0.04771840893021112,0.12374376616444506,51984.32444094355,3.263274889894056,0.17919994801677452,0.2445102463186717,0.12760805495503028,85.44515527517378,82.84396284785578,0.2800016874849863,89.6590240144162,0.1370381774650105,0.8091348687128264,0.13812298230187298,48.41484992886767
68,468,72.6957,23.7193,53,36.484,0,115,118,14,135,20,0.9572,68.47358,0.0,0.0,1.07143,2.805,20.17568,0.0,0.0,122.0,32.30922,0.00118,0.59,3.416,-1.0,0.046496,75105.2739654147,6.29160635599824,17.329475308641975,0.1336856387522454,439.3055247675406,0.521804705882353,0.12946393294095,0.04768273563760841,0.1270436281386068,55506.31578669498,3.8142430071331317,0.18036327512197586,0.23875930659964692,0.12929742549586998,85.80655189213275,82.75361410728065,0.2789384159489452,90.64555292651762,0.13595719613372945,0.815193535735129,0.13665129198212866,48.491617838541664
69,469,71.5486,24.2114,52,37.2378,0,115,118,14,135,20,0.95251,67.48894,0.0,0.0,1.82143,2.841,20.37113,0.0,0.0,123.0,32.2891,0.00127,0.58,3.975,-1.0,0.040941,74587.3121616335,6.2844974893316365,17.102671682098766,0.13359161398040711,438.3495831461234,0.521061568627451,0.1292824564061048,0.047663532960929164,0.12955828885873133,52821.12493833272,3.204551327269481,0.18139165068908897,0.2332053353025338,0.13034961847158957,86.17119126910714,83.0939503221125,0.27807221945521005,89.55991495879694,0.1344809963958373,0.8135701207992886,0.13705361154978238,48.54516074098187
70,470,71.9813,24.6306,54,40.3991,0,115,118,14,135,20,0.95112,67.97756,0.0,0.0,1.42857,2.91,20.79478,0.0,0.0,121.0,32.43306,0.00111,0.58,3.918,-1.0,0.041218,74890.57133664715,6.2918478762433585,16.992766203703702,0.13378918276013385,437.363088097923,0.5227341176470588,0.12916626348714877,0.04763404629492071,0.13062682935225894,53830.79734379263,3.380693528018481,0.1815574643811628,0.22809322012601888,0.1310359927074949,86.72677146017502,83.19088699204121,0.2767076807152135,87.78358526076107,0.13401098694588276,0.8234698288006425,0.13760880614702026,48.53575209629388
71,471,72.7245,24.8018,55,39.7388,0,115,118,15,135,20,0.95652,68.68638,0.0,0.0,2.78571,2.995,21.15507,0.0,0.0,123.0,32.54786,0.00116,0.58,3.112,-1.0,0.038745,75694.14641958878,6.270242335568798,17.16015625,0.13380042974106443,436.33632952042154,0.5224752941176471,0.12872047853614227,0.047572873643752865,0.13221537199189953,56195.60422595999,4.157658319435237,0.18174896417706535,0.22334061148131068,0.13176689436859254,86.87155532223662,83.4368146024961,0.2754178390433203,89.18443224315148,0.13217851613579362,0.8323403329735631,0.13739589305282093,48.48175218370226
72,472,73.5111,24.9894,55,41.0494,0,115,118,15,135,20,0.93238,69.36988,0.0,0.0,2.25,2.982,21.30686,0.0,0.0,119.0,32.60905,0.0009,0.59,3.047,0.12976,0.035004,75578.43802034819,6.231524002730387,17.11747685185185,0.13386469522197866,435.28804652500384,0.5218054901960785,0.1281416862076708,0.04756221651699752,0.13382651174188231,57641.17983998738,4.2571288312743585,0.18260686762212525,0.21877476854213773,0.13275191121855018,87.75393464468844,83.3331502375237,0.2743477248322559,88.98283110040326,0.13029590178425318,0.833963747909404,0.1369712524069976,48.48790825737847
73,473,75.2744,25.0426,56,43.0304,0,115,118,15,135,20,0.95385,70.92606,0.0,0.0,1.71429,2.992,21.46995,0.0,0.0,121.0,32.64924,0.00112,0.59,3.776,-1.0,0.033231,76311.08271293978,6.225816535850205,16.965615354938272,0.13418696851235626,434.24838088875356,0.520725882352941,0.12756256617521963,0.04750807239611353,0.13487247383044737,62389.23048320088,3.854371550696089,0.18377236114618808,0.2140133069454074,0.13393653051049983,88.08229782345711,83.16168392890461,0.2733019991962058,89.78885260275422,0.1281995529895546,0.8383989999958604,0.13590134013336863,48.55390817147714
74,474,76.6961,25.0879,57,41.707,0,115,118,15,135,20,0.94769,72.11124,0.0,0.0,1.89286,3.064,21.51582,0.0,0.0,124.0,32.59993,0.00103,0.6,3.905,-1.0,0.035025,77847.78465724639,6.162677873500355,16.768856095679013,0.1326387198551672,433.2038495169102,0.5183956862745096,0.12699318868420223,0.04743795912697148,0.13595255811878698,68530.38143501154,4.286636950219264,0.18491161522189098,0.20944011868444148,0.13513382572413926,88.65504998208039,83.28715763890176,0.2722438200611835,87.66004654138582,0.1267771091386339,0.8482987079972166,0.13408660372859948,48.72702007529176
75,475,77.6333,24.6124,57,37.8663,0,115,118,15,135,21,0.96227,72.91955,0.0,0.0,1.42857,3.066,21.55718,0.0,0.0,120.0,32.634,0.00114,0.6,3.465,-1.0,0.037653,77959.010212011,6.1158579391649806,16.739197530864196,0.1313842771365736,432.13863411366515,0.5193036078431372,0.12518397971494166,0.047485242599307115,0.13720713981674246,71625.78334929205,4.482759050175147,0.185698447952246,0.2050765931773258,0.13607525296173145,88.42858165682023,83.16682409991313,0.27114046206016673,92.28030670930653,0.1244989518852186,0.8482987079972197,0.13436097853575943,48.820757077064044
76,476,79.3412,23.914,59,37.9541,0,115,118,16,135,21,0.94795,74.42076,0.0,0.0,2.17857,3.026,21.14864,0.0,0.0,122.0,32.65614,0.00138,0.6,3.325,-1.0,0.034216,78760.44072463126,6.053903396559656,16.811149691358025,0.1312814481190855,431.01661161563385,0.5167847647058806,0.12353082050390063,0.04753506074267938,0.13875872744563658,77615.22910057376,4.360676414441477,0.18699090005401411,0.2008547587383069,0.1367137014634959,88.38780122683848,82.67670571035431,0.27002582717466306,87.86696550249175,0.12210225873391391,0.8543573750195225,0.136061724470325,48.8582224904755
77,477,80.5307,23.5179,60,36.8588,0,115,118,16,135,21,0.9421,75.49413,0.0,0.0,3.96429,3.034,20.55073,0.0,0.0,124.0,32.56309,0.00144,0.61,3.17,-1.0,0.032487,79017.40097432732,5.948948176539296,16.666425540123456,0.13193426437484287,429.8498687573852,0.5139938627450975,0.1225944688209305,0.04747250079219422,0.14004310713460422,81772.55806706482,4.037753927839595,0.18859696458229294,0.19686299189018389,0.13737830591413333,87.817411957704,82.4182532477466,0.2684444232201794,91.51249232353544,0.11924852859746184,0.8664747090640961,0.1364750172399068,48.855801052517364
78,478,81.7195,23.1319,60,36.8489,0,115,118,16,135,21,0.94581,76.56408,0.0,0.0,3.32143,2.945,20.20952,0.0,0.0,118.0,32.45178,0.00156,0.61,2.939,-1.0,0.030842,78710.32980570511,5.862629038126421,16.17115162037037,0.13218032818025807,428.63790667853294,0.5134803921568627,0.12108245225822974,0.04761314719768561,0.1413744338193952,85110.11500468783,3.242363315950773,0.1886419546295613,0.194650623873448,0.1385679653702158,87.50725024710496,81.99141876240648,0.2667194879252983,90.71744106929417,0.11656170124033788,0.8725333760863903,0.13715015456722252,48.85746878164786
79,479,82.7917,22.5708,61,33.8373,0,115,118,16,135,20,0.95755,77.58439,0.0,0.0,6.5,2.899,19.88106,0.0,0.0,120.0,32.26953,0.00189,0.61,3.033,-1.0,0.026701,78818.88915498942,5.780730443231593,15.811005015432098,0.1325694211916467,427.3812169232798,0.510310588235294,0.1185354476977533,0.047879170436838724,0.14314338322669942,87934.40957561505,2.9879052344467754,0.18829692294149986,0.19209368369749566,0.1393970336528623,86.73687597685276,81.53438045261336,0.2645511824800297,91.6171286404047,0.11474700661232991,0.8830272951951527,0.1389166531781947,48.827009036217206
80,480,83.7178,22.0613,62,30.5653,0,115,118,16,135,20,0.94287,78.46155,0.0,0.0,4.96429,2.885,19.39919,0.0,0.0,122.0,32.12562,0.00196,0.61,3.474,0.12937,0.030867,78932.61653754751,5.698915673476408,15.336226851851851,0.1329245751011447,426.0698540341772,0.5074000000000001,0.11731466156598136,0.04805771458436478,0.14481895245454143,90952.67536179513,3.4540235547335123,0.18759532042575827,0.18976396814243932,0.14061597388709207,86.41971516001796,81.28048750216736,0.2625025961836722,87.14890955391289,0.1125739371501362,0.8880567583890097,0.14054440612592214,48.773173579463254
81,481,84.0055,21.5417,61,32.2606,0,115,118,15,134,19,0.94336,78.68458,0.0,0.0,4.42857,2.867,18.96227,0.0,0.0,124.0,31.92508,0.00238,0.63,3.626,-1.0,0.028898,78758.90081441963,5.654581822645399,14.912856867283951,0.13388461074808478,424.7097966525677,0.5026905882352941,0.11743024734514174,0.04848374381915337,0.1455570414161417,92090.30921008086,3.017025309044847,0.1868738611774255,0.18734421776022045,0.14199174608375653,86.35011319231438,81.00504819548618,0.26083526460924655,88.0573038001258,0.11094665421042209,0.8935212143039045,0.14330574303375915,48.70534091525608
82,482,84.2307,20.9837,61,31.0335,0,115,118,15,134,19,0.94042,78.85395,0.0,0.0,3.85714,2.88,18.51557,0.0,0.0,123.0,31.76724,0.00283,0.63,3.616,-1.0,0.03021,78626.90305692736,5.549500650083553,14.361207561728396,0.13518637516754128,423.3137608273277,0.49815725490196083,0.11709619053094021,0.04901289877091915,0.14739550842291937,93429.90327483784,2.933974036961181,0.18651383633218593,0.1854793263865532,0.1427173088513192,85.65790933838906,80.95310328047566,0.2591472502111524,87.51282842463931,0.10986377657995375,0.8935212143039074,0.14623741062767281,48.768840083369504
83,483,84.594,19.804,61,28.4052,0,115,118,15,134,19,0.9589,79.18889,0.0,0.0,3.64286,2.848,18.03416,0.0,0.0,122.0,31.64215,0.00306,0.62,3.446,-1.0,0.030757,78161.12663286418,5.439089909343646,13.825761959876543,0.13573416539136737,421.8842686166968,0.4957205098039215,0.11624020907204381,0.04965027035470636,0.14915862046091102,94309.779192451,3.1144155015949133,0.18544626047949395,0.18359935582294035,0.1431002031229139,85.24778439491985,80.66922942200306,0.2576054261308988,91.24663241250657,0.10839382009928511,0.8951446292397417,0.14708809710180318,48.68424121244454
84,484,85.8308,18.286,62,28.2903,0,115,118,15,134,18,0.9702,80.35069,0.0,0.0,3.67857,2.794,17.02198,0.0,0.0,122.0,31.54172,0.00353,0.63,3.698,-1.0,0.027769,78291.87524056148,5.283173913575082,13.313850308641975,0.1382190095613895,420.4435774544381,0.49349254901960776,0.11659849882131769,0.050370142820439674,0.15021093189841284,97691.27179823247,3.462540443594425,0.18519270579176447,0.1817099472070444,0.1437627932919344,85.30817667594233,80.30630077360556,0.25698162476446607,89.90716042027968,0.106843727550331,0.905638548348493,0.14684648581086,48.751744399836035
85,485,86.3429,16.9927,63,26.531,0,115,118,15,134,18,0.96945,80.81417,0.0,0.0,5.28571,2.74,15.71771,0.0,0.0,123.0,31.52328,0.00346,0.63,3.524,-1.0,0.027449,78531.23706700356,5.0221216202333885,12.686439043209877,0.13697715071990227,419.00748734202006,0.4940415686274511,0.11766094988892645,0.05070027545018045,0.1515630243382358,99168.367026692,4.010742880186396,0.18585121327838178,0.18007828133757295,0.144299620296513,85.11180714242153,80.04723625901977,0.2568947804904121,90.11455645988747,0.10544833841101789,0.9066677521769262,0.14721979364386442,48.81678018452209
86,486,86.4813,16.2577,63,22.6661,0,115,118,15,134,18,0.97104,80.99156,0.0,0.0,3.5,2.693,14.6109,0.0,0.0,123.0,31.49145,0.00363,0.62,3.274,-1.0,0.033445,78160.10601798397,4.899339744480021,12.048225308641975,0.1306795331574191,417.5976741053493,0.4940498039215686,0.11896258362676508,0.050842964118544956,0.1533775228707436,97969.93868749042,3.9043486171867774,0.1863438647466934,0.1782647123995638,0.14457667134211252,84.46119657664138,79.89084444462934,0.2579548253571782,90.72673572882032,0.10451911987383683,0.9183500935004719,0.14818865575436138,48.79311436782648
87,487,86.4118,16.0955,63,22.3313,0,115,118,15,134,18,0.9614,80.94396,0.0,0.0,3.82143,2.66,13.97788,0.0,0.0,123.0,31.43202,0.00342,0.61,3.328,-1.0,0.026586,78215.32419107121,4.827566336523931,11.387779706790123,0.12432211922151976,416.2272535041236,0.493771862745098,0.12045265024107953,0.05112867487669115,0.15389777675957114,97099.85531074494,4.210689270418431,0.1870561420905195,0.17644006479734192,0.14472515863971522,84.27961075208707,79.9048628414064,0.2596798965209844,90.84219668821319,0.10338710539962638,0.908450385499126,0.14810040344006173,48.78134230625482
88,488,86.4495,16.1987,63,22.8608,0,115,118,15,134,18,0.9547,80.95901,0.0,0.0,3.82143,2.648,13.83774,0.0,0.0,123.0,31.46394,0.00309,0.62,3.286,0.12809,0.029924,78349.8869229908,4.765816375264224,10.80029899691358,0.1208841323580517,414.8977745511092,0.49362392156862744,0.12157810142019491,0.05136909713937083,0.1548914501408029,97576.40859524006,3.3877058879845126,0.18746968250225332,0.17416217103377005,0.14482260100263167,84.0948749907007,79.86274070766984,0.26196652558178846,88.3939671608517,0.1024003689302271,0.9094795893275545,0.1478869689420308,48.79902535897715
89,489,86.2837,16.5576,63,22.7722,0,115,118,15,134,18,0.95614,80.79577,0.0,0.0,3.78571,2.656,13.92706,0.0,0.0,123.0,31.54372,0.00296,0.62,3.285,-1.0,0.028307,78336.59600641664,4.743998282891356,10.222752700617283,0.11987029664219301,413.60643703352895,0.4956784313725489,0.12226407985215954,0.051425660777922176,0.15614515639375734,96579.7977081234,3.146749868380317,0.18848707914618507,0.17203085999225953,0.1446608253574551,84.72304168256557,79.87649967348152,0.2645935972607798,90.67896554368545,0.10147221074947994,0.9094795893275519,0.14579712789677834,48.69347070764613
90,490,86.4706,16.5702,63,25.2843,0,115,118,15,134,18,0.9417,80.96291,0.0,0.0,4.42857,2.648,14.23624,0.0,0.0,122.0,31.57904,0.00293,0.61,3.263,-1.0,0.031956,78790.16064791883,4.754555834473665,9.721016589506172,0.11926598444242051,412.3546290235,0.49692274509803924,0.12284761706368956,0.051534043370298314,0.15818697734829615,96849.89953139555,3.852970101085073,0.18953358722148608,0.17059108731799305,0.14459378810255202,85.0190749870954,79.94390157772555,0.2671362139187339,89.58344208973678,0.10036228812097336,0.9040151334126604,0.14487993851709555,48.6996912073206
