,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,noise,blur,cubrow.0,movement,contrast,staticness,cubcol.0.6,cubcol.0.3,tone,cubcol.1.0,cubrow.0.6,blockiness,cubrow.0.5,cubrow.1.0,color_fulness,cubcol.0.5,uhdhdsim,temporal,cubcol.0,fft,cubrow.0.3
45,445,50.6908,18.9744,41,17.6335,0,119,113,18,138,18,1.00339,51.6928,0.0,0.0,2.71429,5.252,16.82905,0.0,0.0,127.0,27.30379,2e-05,1.61,1.562,-1.0,2e-06,61.627382631655095,0.57415183300648,23673.827534664826,0.2571274491266607,8.764322916666666,86.99616305989724,464.2191336031939,0.0972709119752883,0.14140642162926587,0.3986274509803922,0.12406365459599986,0.11866475012027806,1.0729756336112006,0.1242021418587183,0.11707130339716106,80.49381800380755,0.1003521972836595,95.38640261267005,5.212169173907154,0.0866490640951087,67613.79465664481,0.2021902972345708
46,446,50.4412,18.6985,41,17.3555,0,119,113,18,138,18,0.99955,51.41088,0.0,0.0,3.35714,5.211,16.29651,0.0,0.0,128.0,27.11426,1e-05,1.61,1.443,-1.0,1e-06,61.48567859037423,0.5703107920274136,23227.44740703007,0.2571970733079334,8.022521219135802,85.09254646515791,463.97240022843056,0.0971149235148556,0.14148593262362055,0.3914854901960784,0.12382139084457695,0.11866706286339702,0.9595822960299841,0.1240623719133644,0.1173028339171482,79.64757438716913,0.1002230303142696,95.45216472914147,5.027436554821672,0.08662124529841857,67433.23977927942,0.2023686917474816
47,447,50.7279,18.7109,41,17.3448,0,119,113,18,138,18,0.99969,51.63912,0.0,0.0,3.07143,5.192,16.05533,0.0,0.0,129.0,27.10821,2e-05,1.62,1.418,-1.0,0.0,61.64482267403309,0.5725284180706464,23783.34794591136,0.25731616669906954,7.818431712962963,86.59359363164698,463.69341919752605,0.09696809839054234,0.14156585423393112,0.3971215686274511,0.12316614965853605,0.11874393569838881,0.9162775781934646,0.12389955171778877,0.117271204909537,79.2903019998014,0.10037515311747494,95.39913106788902,4.935774673162096,0.08662368023858931,67600.82204928774,0.2026950341846784
48,448,51.3302,18.1159,41,16.9318,0,119,113,18,138,18,1.00405,52.09029,0.0,0.0,2.32143,5.149,16.06895,0.0,0.0,128.0,27.30339,3e-05,1.62,1.426,0.13194,0.0,61.75639644669898,0.5725284180706484,24867.75243796862,0.25725877617034903,7.635030864197531,87.12566253235312,463.3875623522258,0.09667138579940417,0.14160657225298093,0.408824725490196,0.12282170730568208,0.11871916742486206,1.1083174984792428,0.12369787554381409,0.11701116340672907,79.20265291575065,0.09995959480504914,95.3254313391804,5.138090591147601,0.08661934394203237,67824.1430294157,0.20301757963420558
49,449,52.1718,18.3733,42,16.7207,0,119,113,18,138,18,1.00348,52.85778,0.0,0.0,5.28571,5.1,15.55644,0.0,0.0,128.0,27.45627,1e-05,1.63,1.418,-1.0,0.0,61.75331153398679,0.5741518330064803,25928.984657811317,0.2573311996876823,7.636815200617284,85.18410032148695,463.0994611783314,0.09666193995459443,0.1416331831335864,0.4156466666666666,0.12281896456734467,0.11877366823472772,1.295540781437952,0.1235812703993746,0.1169047526208018,79.2551619376508,0.09978503438098739,95.24369209766485,4.8986910001203885,0.08664092384758575,68005.57423181063,0.20333591868960357
50,450,52.5311,18.5212,42,16.695,0,118,113,18,138,18,1.00407,53.17494,0.0,0.0,3.07143,5.083,15.78097,0.0,0.0,127.0,27.52171,3e-05,1.61,1.314,-1.0,1.1e-05,61.850793720763406,0.5741518330064811,26367.23348920889,0.25736476315978807,7.656539351851852,86.38006378368382,462.8361118643294,0.09671448050566125,0.14169706276852065,0.4206635294117647,0.12258209597600256,0.11918539642762915,1.2129906282129266,0.12349199173791967,0.11674194027083483,79.05932452020197,0.09964706472990527,95.2041470043427,4.972494043883905,0.08668675852833099,68094.00937260508,0.20348389595833938
51,451,52.2501,18.5736,42,16.2593,0,118,113,18,138,18,1.00262,52.92754,0.0,0.0,3.89286,5.112,15.91432,0.0,0.0,126.0,27.60935,2e-05,1.61,1.296,-1.0,3e-06,61.80110658245322,0.5725284180706472,25981.004298212094,0.2575011276652537,7.902295524691358,86.35734844189668,462.56403703850356,0.09678801430817012,0.14173447723231025,0.42500235294117644,0.12216100085368319,0.119916658464483,1.4032588446041476,0.1233524125593594,0.11658461837218029,78.7670273870416,0.09947757257807627,95.23229810404783,4.955124087858976,0.08668350501508976,67984.6056623445,0.20372320929761517
52,452,52.2811,19.0194,41,16.5638,0,118,113,18,138,19,1.00247,52.95158,0.0,0.0,3.57143,5.137,15.9609,0.0,0.0,125.0,27.78334,2e-05,1.62,1.348,-1.0,0.0,61.684125735435956,0.568093165984186,26091.059944292923,0.2575939172622696,8.284818672839506,88.2054530267012,462.2675877559678,0.09744993607617987,0.14177032120730068,0.4316682352941176,0.12177192421790071,0.11991760495896558,1.282999478121259,0.12354474356075358,0.11671548957350644,78.76854602498508,0.09910332889810607,95.2575966234766,4.940349427837651,0.08671204782366682,67926.01528922108,0.20411663564937144
53,453,52.8089,19.1319,42,18.3548,0,118,113,18,138,19,1.00329,53.47503,0.0,0.0,4.21429,5.092,16.34431,0.0,0.0,124.0,27.95327,2e-05,1.61,1.307,-1.0,6e-06,61.852523992091044,0.5703107920274181,26781.232018337352,0.2575962002853652,8.787374614197532,87.52969239315856,462.004685827735,0.09707624763527155,0.14176652924518302,0.43601072549019604,0.12176901196379973,0.12010819398735682,1.4924664929254394,0.12444991342494068,0.11745810336127599,79.10199881238378,0.09882522510894015,95.19368094466977,5.150788634106504,0.08672323761989613,67974.7968255996,0.2047031821332322
54,454,52.8584,19.7095,42,18.1632,0,118,113,18,138,19,1.00495,53.56269,0.0,0.0,3.67857,5.062,16.44018,0.0,0.0,123.0,28.08343,0.0,1.61,1.322,-1.0,0.0,61.85158906159578,0.5703107920274182,27001.93993800472,0.2576950038983651,8.984182098765432,87.93737122277462,461.7684341413503,0.09699969806013568,0.141758985998159,0.4375421960784305,0.12158901504086711,0.12004830845471325,1.6389167791920858,0.12531176959424611,0.11771178246909497,79.32354852712906,0.09870907700026062,95.24241471257261,5.215556133766084,0.08671135081772777,68117.97711535337,0.20494209919394252
55,455,52.7533,19.2758,43,21.7618,0,118,113,19,138,20,1.00357,53.64411,0.0,0.0,2.25,5.13,16.93852,0.0,0.0,126.0,28.18755,0.0,1.6,1.292,-1.0,0.0,61.708499296211905,0.5763694590497108,26331.501623966986,0.25769363135110585,9.03076774691358,87.4250590379751,461.5571861727035,0.09693983352297433,0.14160632376864374,0.4356557647058812,0.12126749518472359,0.11984044399687954,1.4853244684106084,0.12623157217357306,0.11762012526216135,79.50487655628574,0.09875954092850725,95.16471075041936,5.3492815448949305,0.08672877295146234,67961.73006794779,0.2051126657117052
56,456,52.7404,19.9404,43,18.8659,0,117,113,19,138,20,1.00133,53.6691,0.0,0.0,2.5,5.073,16.56052,0.0,0.0,126.0,28.23451,2e-05,1.62,1.255,0.125,2e-06,61.64350325972946,0.5741518330064826,26338.072045142864,0.25777444029285573,9.421248070987655,88.58380087821567,461.4023211760658,0.09690979669756608,0.14158738941550636,0.43459098039215677,0.12094276955001138,0.11964665853909932,0.907160417541562,0.12584359563794548,0.11780436233864695,80.28380200622222,0.09882237694452364,95.15769418902329,5.091900368568294,0.08677159568401051,68049.94584639423,0.20539110849795023
57,457,52.7332,20.2029,43,20.1949,0,117,114,19,138,20,0.9993,53.70672,0.0,0.0,2.64286,5.083,17.12955,0.0,0.0,126.0,28.36613,1e-05,1.62,1.233,-1.0,0.0,61.44592699592496,0.5741518330064809,26347.68463744124,0.2578799282368223,9.966628086419753,87.69435330952103,461.25604660505,0.0968735246615036,0.14154064704365227,0.43662745098039213,0.12075258687005849,0.1195050549220324,1.2928104106453038,0.1255928114405428,0.11792371171041205,81.00777441095536,0.09871106430940146,95.14443319952859,5.333553221137459,0.08681875159441457,68090.72092175212,0.20547359867697373
58,458,52.6653,20.5433,43,19.8689,0,117,114,19,138,20,1.00035,53.67105,0.0,0.0,2.17857,5.176,17.35603,0.0,0.0,125.0,28.4957,3e-05,1.61,1.269,-1.0,8e-06,61.29208656593605,0.5725284180706453,26412.379272916365,0.2580455408043547,10.52001350308642,88.22640376852809,461.078243172073,0.09675476871076415,0.14153973188149296,0.4373624705882352,0.1204706679040797,0.1193304948812847,1.2640023545831864,0.12544743179464946,0.11809511440871202,81.3321489350846,0.09876042882436308,95.16854978139008,5.312091775044156,0.08686970700445674,68078.94773751643,0.20571214820772402
59,459,53.1269,20.4184,43,20.827,0,117,114,19,138,21,1.00222,54.14297,0.0,0.0,3.17857,5.14,17.6467,0.0,0.0,124.0,28.72164,1e-05,1.62,1.311,-1.0,0.0,61.21098007390528,0.5725284180706476,27210.471804434022,0.2581317498743091,10.889467592592593,88.3234553925132,460.8533018906839,0.09750421804992478,0.14147447889304746,0.44050431372549015,0.12016949144646279,0.11938808872277915,1.0629534441407198,0.12557481800494805,0.118306612724326,81.630035696074,0.0987072387168736,95.11807810340613,5.4547709489919995,0.08689746854665822,68253.9841110313,0.20597123924204414
60,460,53.1489,20.3787,43,21.7293,0,117,114,19,138,21,1.00198,54.16967,0.0,0.0,2.60714,5.15,17.53711,0.0,0.0,125.0,28.88607,2e-05,1.61,1.365,-1.0,5e-06,61.16587038393374,0.5711224994953356,27159.59968085131,0.2585919603202064,11.158661265432098,85.43026939996822,460.64375532375135,0.09721250855267702,0.14166619781517414,0.4438411764705883,0.11986896759737496,0.11914670064612679,0.9842372627395877,0.12545416930870446,0.11851522571254595,81.92938283875378,0.09902731494363973,95.13522417428098,5.358824009007616,0.08693439056878599,68329.23649086033,0.20624389743789898
61,461,52.4138,20.3618,43,20.9899,0,117,114,19,138,21,1.00075,53.59853,0.0,0.0,3.75,5.246,17.50624,0.0,0.0,125.0,28.90992,2e-05,1.61,1.415,-1.0,0.0,61.235071064513406,0.5741518330064809,26108.95710686659,0.259144340294096,11.255256558641975,84.97638886349843,460.4519768243458,0.0975572350389791,0.14162856479789138,0.44320003921568607,0.11975470004724684,0.11901259068846805,1.3525827725525768,0.1257300776088568,0.11883055784254457,82.0714973728268,0.09941833867369626,95.15267396677905,5.287001336674889,0.08694183941746206,68140.21126651375,0.20633105717525965
62,462,52.1457,19.7224,43,22.4824,0,117,114,19,138,21,1.00297,53.36051,0.0,0.0,3.17857,5.256,17.49275,0.0,0.0,124.0,28.95248,3e-05,1.61,1.31,-1.0,0.0,61.27270903410735,0.5680931659841876,25718.014572167824,0.2593533530292909,11.217833719135802,85.02742010531391,460.3030733714378,0.0975519511427147,0.14179493364897816,0.44233227450980384,0.11969468147207511,0.11886297912914365,1.3783701020477652,0.1253504029425548,0.11899524038897592,82.43287343230917,0.09931830444984002,95.1961068382742,5.513222435584147,0.08696813902612942,68073.24255830272,0.20627790169392402
63,463,52.7049,19.9383,44,19.8815,0,117,114,19,138,21,1.00239,53.87726,0.0,0.0,3.0,5.276,16.94311,0.0,0.0,124.0,29.01848,4e-05,1.61,1.297,-1.0,0.0,61.2976884253231,0.5703107920274163,26450.017162395692,0.2596982281237645,11.329619984567902,87.5659036810963,460.20835985679736,0.09739452662794645,0.14178819180029242,0.4442525098039216,0.11964242971541635,0.1187945228655746,1.4698886056651501,0.12515235984672524,0.11938824911184687,82.86246441869213,0.09922978982716163,95.09765167971332,5.1243934700815075,0.08705075891650894,68114.51255418577,0.20616725038747719
64,464,53.0874,19.64,44,19.8454,0,117,114,19,138,21,0.99988,54.20309,0.0,0.0,3.35714,5.247,17.13381,0.0,0.0,125.0,29.02583,2e-05,1.62,1.411,0.125,0.0,61.486508969907405,0.5703107920274144,27011.887176312142,0.2600997523412887,11.356819058641975,87.56612473364811,460.158132656933,0.09715046828312156,0.14168264401541705,0.4444949411764706,0.11985856134160691,0.11874447697200004,1.0542542295137276,0.12447082478940198,0.11970729737806261,82.83403377551629,0.09912975826652806,95.03375285416409,5.428948904489867,0.08710182149319347,68282.95916703087,0.2061074219892578
65,465,53.1367,19.8081,44,19.8252,0,117,114,19,138,21,1.00138,54.20226,0.0,0.0,3.39286,5.234,16.88024,0.0,0.0,125.0,29.00662,0.0,1.6,1.324,-1.0,0.0,61.62064427505305,0.5703107920274114,26917.64596083262,0.2601595045169564,11.225549768518519,86.52692463756772,460.15939977730943,0.09696532908240334,0.14163347440082336,0.4449807843137255,0.11948753697333324,0.11847927602638024,1.4699946282852372,0.12420376359326027,0.11957631957614023,82.67303089026413,0.09940529522603966,94.99239559944895,5.46781836567759,0.08717911285306179,68226.26398931441,0.20614079836509425
66,466,53.2052,19.9413,44,19.6254,0,118,114,19,138,21,1.00195,54.23589,0.0,0.0,4.0,5.148,17.02469,0.0,0.0,125.0,28.87049,2e-05,1.62,1.19,-1.0,0.0,61.61445410457658,0.570310792027415,27121.236807740013,0.2603530615825642,11.139805169753087,89.57077159960619,460.1943181516758,0.09724223220649815,0.1415344322609226,0.43987725490196083,0.1195016676240713,0.11858095726879378,1.7651548755922657,0.12375431292123928,0.11981085367098049,82.26514654558747,0.09973874787680895,94.96409930377042,5.138040032494336,0.08724163342728716,68227.6700109937,0.20614717481511696
67,467,53.1962,20.2698,43,18.0652,0,118,114,18,138,21,0.99748,54.17857,0.0,0.0,3.14286,5.147,17.13815,0.0,0.0,125.0,28.76237,1e-05,1.61,1.279,-1.0,0.0,61.611829404477724,0.5703107920274143,27258.414750955042,0.2606723808081627,11.24657600308642,86.72171180588654,460.2740543430764,0.0970245425453268,0.14142336284718687,0.4373396078431373,0.11914240329921959,0.11861997365802603,1.5483686696179495,0.12321792769039315,0.12000730037011706,81.98217287441256,0.09978073206532811,94.99528466885424,5.075307524030181,0.0873002864918494,68197.99149018397,0.2062525442363885
68,468,53.1635,20.5932,43,17.9766,0,118,114,18,138,21,1.0,54.17617,0.0,0.0,3.5,5.196,17.41747,0.0,0.0,125.0,28.67325,2e-05,1.62,1.32,-1.0,0.0,61.478270730854554,0.5703107920274163,27210.032836239352,0.26103415236785144,11.314043209876543,87.59514535400604,460.34473569873404,0.09718161562951984,0.1413495758527273,0.43441054901960774,0.11903350047501533,0.11856288594913665,1.5933125335798521,0.12286093121268317,0.12022792640063774,81.44214958565678,0.09983205416080437,94.998727765376,5.080493587369891,0.08735218964701946,68139.55570958728,0.20601291191671184
69,469,52.9212,20.9264,43,18.8355,0,118,114,18,138,21,1.0024,53.97155,0.0,0.0,3.03571,5.266,17.69586,0.0,0.0,125.0,28.59472,2e-05,1.61,1.334,-1.0,1e-06,61.294998357325426,0.5703107920274176,26883.24074485295,0.2614040960313658,11.334008487654321,85.52762821794423,460.4377320081054,0.09841922252890946,0.14110657328451448,0.4326372549019608,0.11892848002776607,0.11847536017830175,1.7607131938825464,0.12227332442377176,0.1207350621442033,81.59908756348499,0.099616912365006,95.05781473609704,5.165694306276269,0.08735967870459298,68143.50514070508,0.20584925000793194
70,470,53.2663,20.9631,43,18.9053,0,118,114,19,138,21,1.00467,54.26702,0.0,0.0,2.53571,5.187,17.97983,0.0,0.0,125.0,28.70203,2e-05,1.62,1.42,-1.0,0.0,61.07493628984616,0.5680931659841894,27340.228582654105,0.2618003045094304,11.561149691358025,88.06864194400028,460.51438049535403,0.09889505572265879,0.14079183742044865,0.4332902352941176,0.11886424005027861,0.11847540833413085,1.4722975145636898,0.12153295535917297,0.12227959832723807,82.22999918715013,0.09974373056910306,95.05533657327241,5.125839020325769,0.08734767249272915,68190.73821401311,0.20598487996017567
71,471,53.6522,21.4819,43,20.3194,0,118,114,19,138,21,1.00085,54.61255,0.0,0.0,3.0,5.201,18.00936,0.0,0.0,126.0,28.87454,0.0,1.6,1.427,-1.0,1e-06,60.90482170199171,0.5703107920274119,28142.269864877304,0.26178361068845385,11.898871527777779,85.47873150863214,460.5262001299311,0.09834365606387588,0.14047815766349311,0.4350254901960785,0.11861043736513512,0.11855486098395702,1.244714270534505,0.12085846434111315,0.12517892541424588,82.72729635584473,0.0998666623569949,95.07968938754263,5.146911936491228,0.08735465598607516,68162.55490081159,0.20583015781115194
72,472,53.7074,22.1181,43,19.6815,0,118,114,19,138,21,0.9982,54.73272,0.0,0.0,2.78571,5.26,18.45494,0.0,0.0,126.0,28.91057,2e-05,1.6,1.386,0.125,1.5e-05,60.72458036446277,0.568093165984182,27938.05083144289,0.2618500396850293,12.397424768518519,86.15631373810494,460.47276356271504,0.09864855007929628,0.1401775132141828,0.4351619607843138,0.11817396961610696,0.11844725053914866,0.8836527644332169,0.12038189651421276,0.1255628569791969,82.98240202806966,0.09999668963183547,95.0660224176442,5.28425657716414,0.08729717058522528,68022.51331531914,0.20570749213229755
73,473,53.4003,22.4489,43,20.7331,0,118,114,19,138,21,1.00025,54.52839,0.0,0.0,3.71429,5.237,19.00036,0.0,0.0,127.0,28.9189,2e-05,1.6,1.447,-1.0,0.0,60.524648218979074,0.5703107920274132,27366.024581123926,0.2620285738389248,13.05174575617284,86.4186861422604,460.3703216188239,0.09862899785385548,0.13978588041175136,0.43516558823529394,0.11796554395954681,0.1183725280120936,1.1884377314997163,0.11991458778628723,0.1259151824318737,83.18944864889578,0.10059562555090454,95.05916579308489,5.280256682099652,0.08728342700062593,68058.40226038267,0.20557691337186473
74,474,53.0309,22.7194,43,20.9545,0,118,114,19,138,21,1.00618,54.21534,0.0,0.0,2.96429,5.207,19.28316,0.0,0.0,127.0,28.86648,1e-05,1.61,1.449,-1.0,7e-06,60.38669915846836,0.5703107920274127,26905.140997084676,0.26188508726628557,13.492235725308642,86.76022470582622,460.21038887676815,0.09813050314356944,0.13967765916496502,0.43514509803921575,0.11757771729299969,0.1183210196453136,1.077772040823978,0.11959129873115568,0.12577146882417845,83.13537285447981,0.1006978967915504,95.07859802369575,5.26502736149433,0.08724602444759359,67920.5812520026,0.20544926182771533
75,475,53.0543,22.9106,43,22.016,0,118,114,19,138,21,1.00225,54.24955,0.0,0.0,2.32143,5.215,19.51125,0.0,0.0,127.0,28.96218,1e-05,1.6,1.534,-1.0,0.0,60.39987013075086,0.5680931659841896,27027.981013320896,0.2617257506883463,13.881799768518519,85.83408082702014,460.0077648551346,0.09741684640430817,0.13948989793806538,0.4385764705882353,0.11744187037262724,0.11849477000876714,0.9218866222726199,0.11931278689053904,0.1259055758842808,83.00833655925632,0.10139893462693197,95.08292051813103,5.272823744004677,0.08721844051410897,68067.3999000815,0.20531580191887633
76,476,52.8017,22.8835,44,21.7962,0,118,114,19,138,21,1.00394,54.08054,0.0,0.0,3.0,5.217,19.6751,0.0,0.0,127.0,29.17747,2e-05,1.59,1.526,-1.0,0.0,60.405059249312785,0.5703107920274205,26625.29220017239,0.2616687021433002,13.998987268518519,87.67352494974836,459.7458778186169,0.09660795319726335,0.13938895989966082,0.4438029607843115,0.11753744039449368,0.11873405154245284,0.9578218218025352,0.1189338114335393,0.12593894015554577,83.22866670130729,0.10291628734414679,95.14174651848168,5.274311681658355,0.08721180169423302,68132.52583854136,0.20523535000731005
77,477,52.2973,22.6884,43,22.2642,0,118,114,19,138,21,1.0048,53.62933,0.0,0.0,3.21429,5.256,19.65157,0.0,0.0,127.0,29.20585,2e-05,1.61,1.544,-1.0,1e-06,60.29657528724199,0.5725284180706497,25873.390915635362,0.2614606301505248,14.167775848765432,85.1971018893973,459.4612672246921,0.09614650915465416,0.13928560477807314,0.44383607843137246,0.1175264744910795,0.11854598076989983,1.437456420826974,0.11878516621275458,0.1259782895478307,82.95695350097164,0.1031927786346454,95.21851957503557,5.308569579093811,0.08721653827294755,68112.50655698613,0.20515311843882314
78,478,51.9168,21.9486,43,21.1228,0,118,114,19,138,21,1.00017,53.26464,0.0,0.0,2.17857,5.237,19.4991,0.0,0.0,127.0,29.0105,1e-05,1.61,1.46,-1.0,9e-06,60.529471503363716,0.5725284180706479,25122.502741012024,0.2610067104561292,14.191550925925926,88.66892998936541,459.1896010772494,0.09490297965894681,0.13929336989167135,0.44092001960783866,0.11742986449832984,0.11883129833752841,0.9768507840489286,0.11848035335518463,0.1260503329784402,82.83365563350077,0.10316434922667735,95.24070480486911,5.233590103765138,0.08725034894263763,68025.88952834911,0.20510256015154466
79,479,51.6567,21.4908,43,21.4109,0,118,114,19,138,21,1.00301,52.98486,0.0,0.0,3.57143,5.202,18.85886,0.0,0.0,128.0,28.65651,1e-05,1.6,1.373,-1.0,1.7e-05,60.71644912531347,0.5725284180706481,24674.671101057113,0.2599846755749767,13.943721064814815,85.28652708698064,458.9247896037646,0.09376247757903115,0.13907820633702928,0.43737450980392156,0.1173619886067606,0.11888893711658816,1.046315941747546,0.1182701459452338,0.1261556318312957,82.40256142841079,0.1033249624175877,95.25213898788951,5.164624014401604,0.08727470823278802,67964.07433648715,0.20516086675063863
80,480,51.7783,20.6982,43,20.13,0,118,114,19,138,20,1.0012,53.05196,0.0,0.0,3.0,5.197,18.47131,0.0,0.0,128.0,28.33267,2e-05,1.6,1.471,0.125,0.0,60.81579307273582,0.5741518330064834,24797.815608222187,0.2589693669842807,13.680989583333334,87.6665210938557,458.66164389146866,0.09302360190006007,0.13889636201261538,0.432152156862745,0.1174348461693899,0.11888222515921822,1.3818063084919656,0.1181340699881678,0.12641599797908776,81.89643259835198,0.1030476639519932,95.25185359256311,5.22645627829311,0.0873016061143322,67936.97347867547,0.20516465261341743
81,481,51.7049,20.1621,43,19.1955,0,118,114,18,138,20,1.00234,52.95909,0.0,0.0,3.46429,5.218,17.79274,0.0,0.0,128.0,28.17962,3e-05,1.61,1.65,-1.0,0.0,60.91931604456019,0.5741518330064855,24530.032775459862,0.25815708781440727,13.360484182098766,88.44239525255978,458.413379208427,0.09300240370195542,0.13883593938997438,0.428858431372549,0.11732363332617111,0.11907884962206913,1.05055607961914,0.11809681654180477,0.12666337392523447,81.33356076542123,0.1020623230133237,95.25777618424013,5.055009064378273,0.08729997486552223,67819.85756806863,0.2051820565186344
82,482,51.439,20.0348,43,19.6127,0,118,113,18,138,20,1.0018,52.74387,0.0,0.0,3.10714,5.214,17.3244,0.0,0.0,127.0,28.05526,2e-05,1.6,1.495,-1.0,0.0,60.9445071750217,0.5763694590497148,24126.81920378225,0.25727519293718193,13.12427662037037,89.16205606519806,458.2053468507356,0.09268265456215748,0.1387629146942708,0.42495764705882355,0.11729036223496819,0.11907110180265897,0.984732498755705,0.11826617450882572,0.1269866499208689,80.85055952870417,0.10242832853608796,95.29980978716944,4.964172306361132,0.08730514447438693,67816.02600365427,0.2052966969268228
83,483,51.5164,19.7026,43,19.0217,0,118,113,18,138,20,1.00213,52.8442,0.0,0.0,2.71429,5.245,17.22257,0.0,0.0,128.0,27.94584,4e-05,1.61,1.682,-1.0,0.0,61.0062856791932,0.576369459049712,24053.0672593545,0.25649003895888917,13.123215663580247,87.61060186992967,458.0151574886677,0.09241677285535775,0.1381745644106219,0.4223431372549019,0.1176246474832833,0.11901913612280017,1.5507604077566746,0.1184536233310564,0.1274498384436307,80.414215629902,0.10230497634025622,95.30030886321907,4.98643681877488,0.087282233164019,67860.91788220264,0.20562314628282394
84,484,51.8151,19.2308,43,18.7602,0,118,113,18,138,20,1.00539,53.10291,0.0,0.0,3.21429,5.276,16.94045,0.0,0.0,128.0,27.97752,1e-05,1.61,1.611,-1.0,1e-06,61.00320057810089,0.576369459049713,24292.895411612353,0.2557148142476077,13.119309413580247,86.97365911949483,457.8194440818515,0.09245181130115714,0.13788035156406073,0.4221831372549019,0.11699935857018061,0.11905169141242267,1.4545437027709502,0.11895948170359989,0.12764600970409395,80.44412418893342,0.10169606034519381,95.29259562842164,4.855162597191222,0.08726992116932114,67810.34540674143,0.20609141879802548
85,485,52.5374,18.5614,43,17.9859,0,118,113,19,138,20,1.00413,53.73786,0.0,0.0,3.17857,5.21,16.53942,0.0,0.0,128.0,28.0168,5e-05,1.59,1.806,-1.0,0.0,61.11349468466676,0.576369459049714,25474.234148925723,0.2549952511724431,12.841724537037036,86.77107176794252,457.6380771572679,0.09255587366406791,0.13736977378617,0.4214151372549011,0.11702998315683488,0.11922265065383718,1.604255407992576,0.11942098575160465,0.1275282996931652,80.56442678321714,0.10074564702581301,95.22885481102755,4.779325643566578,0.08726369853034119,68171.22996956045,0.2065090640366089
86,486,52.837,17.725,44,19.0343,0,118,113,19,138,21,1.00219,54.01814,0.0,0.0,4.42857,5.254,15.96734,0.0,0.0,128.0,28.00504,2e-05,1.61,1.713,-1.0,0.0,61.267219449266975,0.576369459049714,26302.815067050477,0.2545992668761142,12.539882330246913,86.82455614955285,457.45882913410674,0.09265549293138892,0.13738303246697584,0.42000196078431373,0.11695585753729006,0.1193904291893735,1.374826696218598,0.11989570526867807,0.12753334619865897,80.96995615510491,0.1002588940027222,95.2009809919172,4.893291926408807,0.08721658236720707,68400.96105589966,0.2067884439390955
87,487,53.3336,18.0295,44,19.0269,0,118,113,19,138,21,0.9998,54.45495,0.0,0.0,2.14286,5.315,15.24706,0.0,0.0,128.0,27.99543,2e-05,1.6,1.845,-1.0,0.0,61.300412401740935,0.5763694590497134,27247.651528474336,0.25419197223188544,12.398485725308642,85.06844868444166,457.30237674552495,0.09278938357671959,0.13738752394987316,0.4213324509803916,0.11707324732908948,0.11932263996478876,1.061986692162166,0.12029447117324002,0.12809601845062224,81.01279154524008,0.1000191901061961,95.12878886525678,4.854645849421198,0.08719672280983444,68612.05476859461,0.20708184245765954
88,488,53.7243,18.0209,44,17.4876,0,118,113,19,138,21,0.99928,54.7728,0.0,0.0,2.71429,5.359,15.51457,0.0,0.0,128.0,27.87469,4e-05,1.61,1.609,0.13465,8e-06,61.340395703727815,0.5763694590497129,28168.968072513944,0.2538373207371844,12.399836033950617,88.49930916131598,457.16898762766215,0.09299858929008992,0.13717798146866894,0.4198604509803921,0.11700054465402966,0.11949246742704474,1.4017771478766687,0.12048478182637827,0.1293581621720443,81.01712628116144,0.09984818377821628,95.05480195288922,4.762539052635754,0.08720509418829092,68692.5242585905,0.2077172048411678
89,489,54.2442,17.7224,44,17.7721,0,118,113,19,138,21,0.99945,55.24268,0.0,0.0,3.17857,5.322,15.5126,0.0,0.0,128.0,27.90408,2e-05,1.61,1.611,-1.0,0.0,61.50684422622492,0.5763694590497161,28707.1472484556,0.25344128275522193,12.51779513888889,88.54689030390168,457.0654312057098,0.09321924167400056,0.1375210662657017,0.4206781372549016,0.11711138170399607,0.12000848766356913,1.5774088154536297,0.12048775687097081,0.13016958844431178,81.30000813748762,0.09921560414021027,95.03730819736685,4.852115983144765,0.0871862892627758,68755.47010116061,0.20860157895240658
90,490,54.7976,17.6202,44,17.0292,0,118,113,19,138,21,1.00227,55.66669,0.0,0.0,2.57143,5.206,15.26044,0.0,0.0,128.0,27.8924,2e-05,1.6,1.576,-1.0,0.0,61.56730802559558,0.5741518330064834,29607.274582350237,0.25305934365733007,12.343123070987655,87.69121712380547,456.9921784164722,0.09327704110763309,0.13713462314308802,0.42042662745097925,0.11711800880589639,0.12061737383575416,1.3760925989373507,0.12051493747811752,0.13005190581386938,81.7008973129837,0.09889818878344583,94.98143724267109,4.874412802954948,0.08722637812813562,68978.03779743749,0.21009261100929164
