,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,cubrow.0.6,staticness,blockiness,tone,cubcol.0,cubcol.0.6,noise,temporal,fft,color_fulness,cubrow.1.0,movement,cubrow.0.3,uhdhdsim,cubrow.0.5,blur,saturation,cubcol.0.5,cubcol.1.0,contrast,cubrow.0
45,445,19.4527,29.9311,9,25.6566,0,119,118,3,135,6,0.99039,18.46215,0.0,0.0,8.67857,11.23,26.19875,0.0,0.0,117.0,34.71337,0.0,0.27,2.997,-1.0,3.376968,0.027605625197836606,0.05353830823798704,338.98244289287925,0.9048390683826222,0.4993007843137255,0.0470816243168709,0.06545217070832715,0.1853252773132007,7.442201111343824,62106.156868778504,100.52500020758319,0.03233043920007709,24.022135416666668,0.061083854227796386,103.50708074133794,0.06821084059116862,1784.7004559413585,44.82166393892265,0.034507281346812343,0.04197394600409231,90.55275742003347,0.014352150586733949
46,446,18.6162,28.404,8,22.007,0,120,118,3,135,5,0.99429,17.64728,0.0,0.0,8.21429,11.96,25.70252,0.0,0.0,115.0,35.21114,1e-05,0.27,3.018,-1.0,3.401565,0.02732310209527327,0.053084348002790535,337.35910945366834,0.6693354511217174,0.5095376470588235,0.04808927086435369,0.06473840095930955,0.185325277313198,7.30269361321476,62034.84240340788,99.2216342115415,0.032140414334513985,23.80733989197531,0.06065670281525088,103.71011639649309,0.06745882816841826,1676.6753837776603,45.00449211214795,0.035363280817946735,0.04208031164698808,84.31803669014398,0.014290364917900764
47,447,16.4652,28.4289,7,21.9214,0,120,118,3,135,5,1.00457,15.66583,0.0,0.0,4.14286,13.431,24.3962,0.0,0.0,114.0,35.33356,0.0,0.27,2.874,-1.0,3.632528,0.028030787691312037,0.052636006567230574,335.7505525850529,0.6663926633129932,0.5219850980392158,0.05009486054186825,0.06430296653936333,0.16271402415986144,7.2681679667471775,61953.48783314903,96.61933919444864,0.031884641941510174,21.873649691358025,0.06020735074763554,104.21879652243919,0.06683471827028027,1208.2047529577592,44.90418855643567,0.034950990840420894,0.04219447667309938,90.31534240843968,0.014237014275599848
48,448,17.038,28.7972,7,20.9846,0,120,118,3,135,4,0.99987,16.11197,0.0,0.0,7.32143,12.799,24.417,0.0,0.0,116.0,35.25742,0.0,0.27,3.056,0.38953,3.662374,0.029664770597226983,0.05250550330435189,333.705726333672,0.6882290360568551,0.5333682352941176,0.05220399652348129,0.06407602414030934,0.16049639811662847,7.215678470230712,62026.65609400669,93.9936387728338,0.031671396039156315,20.977382330246915,0.05968553146258997,104.27387750117731,0.06628421014902337,1345.6178741078309,44.45129620587384,0.03515222738410901,0.04235391993671768,84.33429784358614,0.014186130581532407
49,449,16.6466,28.4815,7,20.9147,0,120,118,3,134,4,1.00949,15.77784,0.0,0.0,7.42857,14.478,24.72811,0.0,0.0,121.0,35.46687,1e-05,0.27,2.911,-1.0,3.989347,0.03008251462266837,0.05187293435911859,330.94812633874074,0.6987516554375556,0.5463250980392156,0.05316608153806855,0.06399362283905051,0.16049639811662864,7.269888907144471,62028.01290822672,92.49048400430163,0.031606913746691896,20.887056327160494,0.05919900805975701,104.43700489577648,0.0655922088717503,1202.0823003800274,43.710551509150754,0.03552553355996749,0.042515404477197524,89.40174365523761,0.014125629867389971
50,450,17.1759,30.0243,7,22.163,0,120,118,3,134,4,1.00771,16.19677,0.0,0.0,4.53571,14.615,24.46768,0.0,0.0,122.0,35.6593,0.0,0.27,2.931,-1.0,3.823385,0.02989578781244114,0.05138762383798321,327.7899769361103,0.4183996699918437,0.5568047058823529,0.052464569052483374,0.06391953826871177,0.1604963981166304,7.340957123684182,61788.59459822045,92.58724616308864,0.0315935388510586,21.146122685185187,0.05879907679913045,104.3640616929219,0.06502321252330585,1308.5778161864969,43.50723888255932,0.035779427534819996,0.042623858411672974,91.17987379875538,0.014053418506207888
51,451,19.0633,31.6031,8,25.2335,0,119,118,3,134,4,0.99985,17.92983,0.0,0.0,6.35714,13.004,25.80721,0.0,0.0,118.0,35.8634,0.0,0.27,2.941,-1.0,3.632397,0.029845961954559484,0.05110190029097064,324.67326045186013,0.6795743996846925,0.5465282352941176,0.05313442540180606,0.06361059944219362,0.18532527731319656,7.519588659359439,62119.94663462326,95.93023774920529,0.03131474102314616,21.43402777777778,0.058331811908700286,103.95411458217852,0.06450228914019131,1670.9966556664733,43.21215368200232,0.0369705260910404,0.04305061693724424,86.1263629146589,0.013965640857784373
52,452,20.5208,32.084,9,24.7497,0,119,119,3,134,5,0.99304,19.34041,0.0,0.0,7.25,11.719,27.17146,0.0,0.0,117.0,36.61301,0.0,0.27,3.324,-1.0,3.339216,0.029894625863474602,0.051047993042015696,321.7978496028317,1.1995568562609404,0.5512003921568627,0.0531013423342388,0.06304168675487996,0.19360157037872447,7.723287754558413,62176.617170993064,98.69233668808894,0.03114369888094478,24.151041666666668,0.05796168971067558,103.60252717056869,0.06436024608453064,1979.4168416232644,43.51924302842882,0.03962300916397487,0.04328461143763474,88.33600205315193,0.013887534928160148
53,453,22.2546,33.3706,10,26.59,0,118,119,4,134,5,0.98879,20.98958,0.0,0.0,9.60714,11.077,27.58224,0.0,0.0,122.0,37.29171,0.0,0.27,3.007,-1.0,3.180565,0.03010484896665855,0.05096094054336186,319.53336458813754,0.7478989530294392,0.5582517647058823,0.05316633571197916,0.06267757211026159,0.20571890442331384,7.910187183517984,62344.26469826126,102.07265058036008,0.03103299386093551,26.400221836419753,0.05782110973653878,103.19988852796266,0.06415408313149196,2382.4715580103425,44.13869919011622,0.03931981232454615,0.04321852088682257,89.33939054984633,0.013806711257964503
54,454,25.3016,32.6694,11,28.8739,0,117,119,4,135,6,0.99748,23.70622,0.0,0.0,10.32143,10.656,28.68726,0.0,0.0,119.0,37.38,0.0,0.27,3.175,-1.0,2.842067,0.030240366449964487,0.050677758142964206,317.9825583355658,1.279493879332187,0.5506643137254902,0.05365556705029956,0.06273042648354783,0.21015415650978075,8.03700133133923,62557.08719794107,105.4961747204903,0.03106010820542045,25.803047839506174,0.05767914811368388,102.4220772105484,0.06368780241611054,3788.2620650457607,44.87645090362172,0.039796582497878555,0.0430330046081628,88.71626178799352,0.013719086944617868
55,455,26.4574,32.6451,11,26.6156,0,117,119,4,135,6,0.99511,24.62985,0.0,0.0,11.82143,10.44,28.06307,0.0,0.0,116.0,36.90536,0.0,0.27,2.812,-1.0,2.836785,0.030132586058153853,0.050208909891178335,317.0113841516412,1.2644043592154328,0.5341471960784312,0.053890997447547835,0.062226549358622554,0.21015415650977343,8.002766519060176,62591.34661430063,106.76085160116429,0.031065603391583853,25.447096836419753,0.057312292059753564,102.22771314563471,0.06332971895564432,4471.711980785549,45.292587657033664,0.040487290567850845,0.04278582506017523,89.37586580341119,0.013633691071119404
56,456,25.5656,31.6555,11,27.8857,0,117,119,4,135,6,1.00138,23.91696,0.0,0.0,7.14286,10.063,28.03373,0.0,0.0,116.0,36.68987,0.0,0.26,4.067,0.34774,2.837248,0.030072474759073417,0.050026489184340606,316.6544996243721,1.552011443333119,0.5137541176470588,0.0539773779535118,0.061685405430940705,0.20571890442330987,7.9099463435226545,62684.143193713404,108.35520811154552,0.03101533799399891,24.308979552469136,0.05686897766272434,102.41436869285621,0.0631502740260184,3825.4567762988095,45.322918738847896,0.040952648292827555,0.04247103497375855,86.81049512847068,0.013556939971357774
57,457,26.1068,29.794,11,29.0954,0,117,119,4,135,6,0.99899,24.35658,0.0,0.0,6.78571,9.884,27.1807,0.0,0.0,121.0,36.84271,0.0,0.27,3.486,-1.0,2.988323,0.030296179416660414,0.050697591874146325,316.79885436653166,1.6124632930324005,0.5087164705882352,0.055680067069925655,0.06124364906829751,0.19360157037872547,7.787496893350284,62791.70274673412,105.92526814050562,0.031024308652574946,24.16015625,0.05648351752735236,102.42623162177605,0.06331665830572344,4013.311612654321,45.94586784456983,0.04279537560448624,0.04257974418108852,86.2857762499709,0.013484448499253994
58,458,25.4713,27.0396,11,28.7942,0,117,118,4,135,6,1.00433,23.79867,0.0,0.0,7.78571,9.623,25.58174,0.0,0.0,123.0,35.95088,2e-05,0.27,4.239,-1.0,2.874225,0.03061508883131961,0.05074963504024244,317.19748489337616,1.3421332074877521,0.48828745098039217,0.05843447824567818,0.06076452498539682,0.19138394433549485,7.6642425842631114,63106.15279714318,98.66402099962882,0.031240016800725193,22.16044560185185,0.056338244809278716,102.66400118548552,0.06419565585307012,3710.3180766439496,46.60262326841001,0.04383218807556659,0.04315209708383652,90.09275520512466,0.013408985814346753
59,459,24.1095,26.008,10,27.3935,0,117,118,3,136,6,0.98995,22.54923,0.0,0.0,6.32143,9.646,23.22029,0.0,0.0,106.0,34.74769,2e-05,0.27,5.034,-1.0,3.006588,0.03132384418862446,0.05139717507678385,317.5883524430967,1.2533323334443507,0.4796337254901961,0.05991435426041026,0.06034488038407401,0.18532527731320012,7.478252624345396,62599.992708367085,90.09754782442587,0.031124416916232578,19.457851080246915,0.05600635358800925,102.98442430029121,0.06443410263467701,3258.175589163177,46.979765903802566,0.0444013127578816,0.042814523507740655,90.57917987077914,0.013338310243868376
60,460,24.5238,24.7937,10,26.541,0,118,118,3,136,6,0.98012,22.95362,0.0,0.0,6.53571,9.899,22.34865,0.0,0.0,114.0,34.91703,0.0,0.27,6.02,-1.0,2.936567,0.03160851259320738,0.050950964174535686,317.8740563582178,2.149114478942982,0.48332705882352944,0.06141266870510789,0.05962868276263021,0.18532527731319848,7.295641828697735,62475.394891479205,83.37407381978971,0.03164699655504224,19.276282793209877,0.056295343471514506,102.9092501839657,0.06529938858187256,3432.5911737939514,47.373954867139275,0.04435307677772392,0.04207532498416901,87.86529701501574,0.013280078593914346
61,461,26.1029,24.5689,11,25.8358,0,118,118,3,136,6,1.00031,24.3478,0.0,0.0,10.5,9.979,21.29164,0.0,0.0,110.0,35.41951,0.0,0.27,7.042,-1.0,2.88875,0.031870443251370895,0.050849628128804496,318.1517457429071,1.6565927024243408,0.48544705882352945,0.060987821385150215,0.05875273650342068,0.18532527731319548,7.115585784265463,61783.72457807287,82.87514710023548,0.03184240663493536,19.782600308641975,0.05703991300256347,102.65130190747703,0.06543520462001276,3940.1715312735782,47.6856054612148,0.044948467727220734,0.041781499801267157,88.96529905793788,0.013281749956112811
62,462,25.9859,24.8456,11,28.7491,0,118,118,4,136,7,0.99893,24.276,0.0,0.0,7.82143,10.349,21.10091,0.0,0.0,112.0,35.43538,0.0,0.28,9.059,-1.0,2.767338,0.03226097670709265,0.05058518042927654,318.45896639659304,1.3426595008016824,0.48379529411764705,0.060690499445776994,0.05792551723601116,0.18532527731319418,7.015368163129357,61547.93680917202,83.60518812571226,0.031986403754158683,19.540412808641975,0.05730890911061791,102.6155481992603,0.06558990931953781,3719.8980803225836,47.636468957971644,0.045104279637003676,0.04155498545429994,86.9804436869715,0.013322721478635793
63,463,27.4462,23.925,12,28.7692,0,118,118,4,136,7,1.0025,25.60003,0.0,0.0,10.14286,10.277,21.33927,0.0,0.0,117.0,35.74952,0.0,0.28,10.226,-1.0,2.767685,0.03313636406933557,0.05060929965270299,318.7374040837043,1.3716842082596854,0.48883019607843137,0.06069358290767781,0.05826297624703249,0.1831076512699643,6.9543892218935,61554.89616799078,84.8258750080485,0.032104725916882876,19.604890046296298,0.05712638031713824,102.19981493371961,0.0661330712691639,4199.898046673527,47.586515450183256,0.04545753343534641,0.041327200015519344,90.57224798763615,0.013784446996056824
64,464,28.7369,23.6514,12,24.7121,0,118,118,4,136,7,1.00574,26.70118,0.0,0.0,11.92857,9.997,20.56726,0.0,0.0,115.0,36.00265,0.0,0.29,8.309,0.35764,2.723965,0.03370251203893539,0.05095422332915607,318.98235250024305,1.6200448641270324,0.4960396078431373,0.06081165950806989,0.06067918868505871,0.16271402415986133,6.809433348168418,61799.28447206724,84.14643288724547,0.033235113479940896,20.247733410493826,0.05778365430897742,101.91249650599923,0.06672974699546916,5145.396169550125,47.45250485267169,0.046319411490740175,0.04172489141664679,86.71528988048907,0.013275983277460273
65,465,27.3862,22.8593,12,25.0869,0,118,118,3,136,7,1.00465,25.44929,0.0,0.0,9.71429,10.238,20.33107,0.0,0.0,111.0,36.05294,0.0,0.29,8.852,-1.0,2.822281,0.03392466985902041,0.05110329434070606,319.2278354706705,1.4442900336922366,0.48849584992541273,0.0611057025699851,0.06047543896574167,0.1604963981166275,6.722870231526752,61727.87958403182,83.65874617761027,0.03302854746057197,20.686873070987655,0.057932463474904154,102.28566838335016,0.06716574423921741,4268.137715320586,47.43901231553819,0.046761441106576505,0.04209104489857216,87.63994805729585,0.013160999129296191
66,466,26.6586,21.7971,11,23.3551,0,118,118,3,136,7,0.99175,24.73243,0.0,0.0,8.39286,10.14,19.64508,0.0,0.0,112.0,35.87025,0.0,0.3,6.61,-1.0,3.098165,0.03426788829239877,0.05102872166762736,319.50179578815334,1.2792812716499036,0.4682210038600536,0.06103693512232387,0.05820369993585686,0.16049639811662697,6.625415076483857,61247.974158160636,84.15879239545603,0.032724155074607124,20.597608024691358,0.05781153426744751,102.451434026198,0.06761876866079744,4099.828573061309,47.863986545138886,0.04846502087554187,0.03991096095668171,92.27643880658454,0.013039142494546123
67,467,26.1403,22.146,11,24.3863,0,118,118,3,136,7,0.98971,24.2347,0.0,0.0,13.32143,10.595,18.72982,0.0,0.0,110.0,35.78333,1e-05,0.28,11.148,-1.0,3.306753,0.03495607029870882,0.05102558250856494,319.88014811149486,1.2003115842952992,0.4680376656209156,0.06088074257274486,0.05644165061770939,0.1604963981166262,6.44984707286727,61194.355924449104,85.91194282500587,0.032769710231108404,20.69039351851852,0.05728643679330456,102.55423317887578,0.06778056370732224,3841.314133744616,48.26472265926408,0.05047573539968473,0.038579247190598846,86.21573260001139,0.012878192967813796
68,468,25.9867,22.8244,11,23.9985,0,118,118,3,137,7,0.994,24.15836,0.0,0.0,12.78571,10.688,19.02886,0.0,0.0,113.0,35.55038,4e-05,0.29,9.387,-1.0,3.368715,0.03488258107748393,0.05069498604973892,320.50176226207725,1.0404445542271226,0.48877333333333334,0.060870013149069334,0.05491793181656164,0.16049639811662633,6.405106065687418,61315.556597015486,86.9528526914432,0.03303659045711444,20.510368441358025,0.056468779297578396,102.50512477283618,0.06709544387343473,3737.770154641954,48.15412450719763,0.052030805725250644,0.037834514174126005,89.90391099096757,0.012816759953455752
69,469,25.8153,23.7201,11,24.8334,0,118,118,3,137,8,0.99642,24.06582,0.0,0.0,5.92857,11.108,19.63079,0.0,0.0,116.0,35.34796,5e-05,0.29,9.55,-1.0,3.335426,0.03502047189813556,0.05050348157480239,321.34125709415787,1.131591545659952,0.4885772549019608,0.06089342294891515,0.05422793456804419,0.1604963981166271,6.377516171117097,61292.423429089526,87.5844321297369,0.03358024733271006,20.324556327160494,0.055323565581069246,102.47567776907582,0.0657941479845457,3884.2413899233525,48.51014784824701,0.05299110510520147,0.0372544483275849,92.18003069792749,0.013270898968810976
70,470,24.7496,24.7017,11,25.1862,0,118,118,3,137,7,1.01658,23.13943,0.0,0.0,5.03571,11.843,20.38521,0.0,0.0,112.0,34.71328,0.0,0.29,15.795,-1.0,3.264177,0.03683995139895909,0.050791305927704665,322.3846212791147,1.0041384233935418,0.4778760784313726,0.06084377870331244,0.053303520834626125,0.16049639811662722,6.404531135459646,61211.30433925582,87.82901578238146,0.03407062194189818,19.66189236111111,0.054195865174028725,102.71708090558535,0.0636304630148636,3353.2469861724926,48.78057088969666,0.05318489686894138,0.035821368205078793,90.36977947186327,0.013648493226425574
71,471,25.4622,25.5073,12,26.4397,0,118,118,3,137,7,1.01671,23.92663,0.0,0.0,5.14286,11.393,21.26828,0.0,0.0,113.0,34.77707,1e-05,0.29,7.98,-1.0,3.173914,0.03671000975035342,0.05058255804250635,323.53861136949655,1.3444879461271764,0.4816996078431373,0.06053493785441351,0.05268163529688637,0.16049639811662866,6.466536941771084,61186.52743991735,87.85589077330465,0.034416802158396174,19.52228009259259,0.05311305029920382,102.47408289835349,0.061451946443430515,3656.918345407463,48.975700472608025,0.054043985569745004,0.03528598901604098,90.90409283222291,0.013615529521349359
72,472,25.4757,25.6472,12,29.0668,0,118,118,3,137,8,0.9885,24.00183,0.0,0.0,7.64286,12.284,21.91241,0.0,0.0,115.0,35.23341,0.0,0.29,18.229,0.37526,3.253324,0.03748968713076524,0.05057152341331984,324.68067974090513,1.4601874421484387,0.48780352941176475,0.060092733592208514,0.0523158662353166,0.16049639811662894,6.490521923485735,61303.77462815407,88.6576113510067,0.034563467521560504,19.866849922839506,0.05198251122382726,102.48277636808561,0.059699262935733306,3340.16317205784,49.23143664701485,0.054381049575467605,0.03525159483509343,87.2888067833167,0.013528753467063557
73,473,25.4578,25.6681,12,27.9054,0,118,118,3,138,8,0.99176,24.02812,0.0,0.0,8.14286,12.301,22.02012,0.0,0.0,114.0,35.34612,0.0,0.3,8.48,-1.0,3.252259,0.037692417852835364,0.05030437417777965,325.77061713284405,2.3156925448824968,0.4900529411764706,0.05996718221889815,0.05185832517027271,0.1604963981166331,6.446966924310078,61264.00989126704,89.11650342069952,0.035047875243153295,20.101755401234566,0.050622780602668,102.54678686401306,0.058485920516260066,3290.5795872613166,49.42639857162664,0.054585140091717964,0.03493791542548255,87.92694601840446,0.013466230290926664
74,474,26.0715,25.5764,12,27.877,0,118,118,3,138,8,1.01013,24.59307,0.0,0.0,4.53571,12.16,22.03278,0.0,0.0,114.0,35.43786,0.0,0.3,9.605,-1.0,3.220973,0.03834353028686106,0.05018250024403214,326.7800186662078,2.5609753576210985,0.4943878431372549,0.05991591879128876,0.05165164888011349,0.16271402415985936,6.406075941126312,61268.02581796437,89.2808139057612,0.03544352117008648,20.193672839506174,0.04971826568668353,102.41093861929835,0.05667028446481187,3560.26658448592,49.55112899968653,0.05475034069757426,0.034429596207406626,85.48868984992787,0.013531793446984514
75,475,26.4799,25.3784,12,28.733,0,119,118,3,138,8,0.98425,24.99193,0.0,0.0,4.28571,12.534,21.95882,0.0,0.0,113.0,35.29823,2e-05,0.3,16.652,-1.0,3.126684,0.03923406861472649,0.04999412619339328,327.68604584972877,2.524998733540282,0.4982219607843137,0.05983040860635395,0.05125337616240302,0.17099031722537852,6.352264995742203,61423.137411979835,88.90385074276222,0.03584046065153765,19.96556712962963,0.04845400585102472,102.29980930373213,0.05581737361844973,3828.3850294731683,49.05254166214554,0.05516898643297963,0.03446370745143236,88.58539849445923,0.013580336509939341
76,476,28.0917,23.9057,13,29.4646,0,119,118,3,137,8,0.9922,26.4404,0.0,0.0,3.89286,11.583,21.79989,0.0,0.0,113.0,35.01211,0.0,0.31,20.604,-1.0,3.030166,0.040490564431464274,0.049692720270239826,328.4896041670781,2.658983632990603,0.5050443137254903,0.059676809915155435,0.05101562980665958,0.18310765126996,6.276907101208496,61402.17768843513,89.13594824564942,0.03654711510804034,19.875675154320987,0.04734750663460465,101.91612734159713,0.05507894587577832,4768.225580060206,48.68849954487365,0.05563511534963797,0.03460560298049443,86.25446494213419,0.013607249359190034
77,477,29.3445,23.8289,13,26.5851,0,119,118,3,137,7,1.01351,27.44479,0.0,0.0,6.46429,9.655,20.5461,0.0,0.0,112.0,34.58738,0.0,0.3,14.879,-1.0,2.996956,0.041511697417674374,0.04933309770915035,329.0984511280809,2.3553686022705307,0.4998203921568628,0.05955058269111591,0.05112777379685079,0.1853252773131977,6.168353057596366,61486.78160501344,87.50972362651574,0.038181221233976326,19.822723765432098,0.04633222109419318,101.91423846075534,0.05413330473756572,5667.831556189034,48.401863945855034,0.056212655389473926,0.035191324233703934,90.51909200588786,0.013690845289336378
78,478,26.7919,25.0837,12,24.8219,0,120,118,3,137,7,1.00367,25.08669,0.0,0.0,5.67857,10.663,20.48425,0.0,0.0,109.0,33.83502,0.0,0.29,19.358,-1.0,3.211484,0.04362152548631826,0.04897689341728798,329.41426960983654,2.92451667788305,0.4821960784313726,0.05956475343758659,0.050955437099164766,0.1627140241598587,6.075245077530421,61334.73197686914,85.76601399772983,0.03821947993857878,20.072145061728396,0.04541002966484958,102.29854588643468,0.05378860414414473,4154.63126476284,48.188508587119024,0.057485309833421115,0.03528871679456781,87.79822873931411,0.013726771061831055
79,479,24.515,25.1546,10,24.5944,0,120,118,3,137,6,1.01488,22.92325,0.0,0.0,6.39286,12.743,21.5366,0.0,0.0,108.0,33.38076,4e-05,0.3,11.93,-1.0,3.442058,0.04525061738537194,0.048437524200054004,329.3434618903331,2.8681063343921105,0.46722392156862746,0.059467396317398405,0.05107952998261603,0.16049639811662722,6.305559099158737,61214.59131565339,84.7225903556235,0.03779403911529966,20.259114583333332,0.04419294534848946,102.78807153662089,0.053267949850033795,3416.510495158655,48.185192532009545,0.05728439194656949,0.03541488068595123,87.92374235231397,0.013751870122277281
80,480,21.9877,25.4606,9,24.5657,0,120,118,3,137,6,1.00155,20.58288,0.0,0.0,4.28571,12.206,21.59466,0.0,0.0,108.0,32.92651,2e-05,0.31,15.888,0.41178,3.579831,0.04561978604705932,0.04787287180697333,328.93594510041777,1.3860614034128673,0.4559345098039216,0.05906143128835915,0.051173900142998975,0.16049639811662667,6.576768512450323,61191.45118495974,84.51609609015627,0.03730167783725433,18.869020061728396,0.04300004425708873,103.19786279818778,0.052977464206569645,2626.904471693472,48.29363825291763,0.0574900187158751,0.03585222935847887,88.07902693130329,0.01381794029644983
81,481,20.6365,26.035,8,22.8487,0,120,118,3,138,6,0.96255,19.25322,0.0,0.0,6.89286,12.276,21.85278,0.0,0.0,110.0,32.84369,1e-05,0.3,13.851,-1.0,3.784512,0.045758820310150376,0.04792774389043995,328.2915510834495,1.6211930804054424,0.4583137254901962,0.05913580776341332,0.051183651756121745,0.14232039704974944,6.682154343031494,61043.957369891315,83.57612308793252,0.03685409924518786,17.98948688271605,0.04217804515143994,103.61729115311441,0.0515594742811383,2191.7119027905783,48.46588681067949,0.057138220326023954,0.0361033219749708,88.42276906717598,0.01375600611548913
82,482,18.4824,26.7498,7,20.5765,0,120,118,2,138,5,1.01989,17.28009,0.0,0.0,7.25,13.993,22.34111,0.0,0.0,109.0,32.81649,1e-05,0.3,12.532,-1.0,3.873705,0.04640977840474459,0.04822947382216855,327.5665777848496,1.9363697463781457,0.4571592156862746,0.058610021793422847,0.05090055395228929,0.135667518920055,6.817738080436665,60866.518673170634,80.57735663451477,0.036605342994959704,16.25757137345679,0.04147042724804224,104.04159359478926,0.049971118410159006,1582.030270768974,49.11746667932581,0.057182840618275874,0.036298983796073256,85.74795144798925,0.013714609981798909
83,483,16.342,26.5834,6,20.1093,0,120,118,2,138,5,0.96547,15.31683,0.0,0.0,9.10714,15.595,22.96357,0.0,0.0,110.0,32.09133,0.0,0.3,16.182,-1.0,3.829902,0.04651529281451539,0.04744347573572052,326.8334202064927,1.5127152951209448,0.3938725670126879,0.05848212947448877,0.050796537508341386,0.11749151785317412,6.985887656576553,60749.44582203034,78.71576992299552,0.03604581588777109,14.425009645061728,0.04082281895503892,104.47922072296934,0.048524650555368885,1207.8172000423301,49.96462485230999,0.057399837809124825,0.036433855277041426,88.49024683407009,0.01365890822561689
84,484,14.71,26.1963,6,19.1484,0,121,117,2,139,4,1.02724,13.79563,0.0,0.0,8.92857,19.719,22.84704,0.0,0.0,108.0,31.20455,0.0,0.29,20.189,-1.0,3.947094,0.04625238310388853,0.04683212651954403,326.1157041505284,1.68348883947709,0.35410103342406807,0.05844205930863871,0.05093381232861589,0.11749151785317136,7.17198238788766,60642.08788058096,76.59608757893432,0.03581081500380359,13.610773533950617,0.040317700277404646,104.87110219577056,0.046426646437357895,955.0521246255685,50.27650922610436,0.057573021403337095,0.03651761352070332,86.67536799210177,0.013613092646517692
85,485,13.1685,26.3757,5,17.5522,0,121,117,2,139,4,1.00515,12.40238,0.0,0.0,9.10714,20.915,22.50155,0.0,0.0,108.0,30.30738,0.0,0.29,8.549,-1.0,3.657356,0.04611427911667893,0.046483368516628897,325.46131038478205,1.0220184127572496,0.3743047703068056,0.058138915269035744,0.05067715111242324,0.10477997270119056,7.269818734703251,60405.521457520736,76.38571650070038,0.03544931619921677,14.191743827160494,0.039549235359298156,105.18512889686087,0.04530107792759072,765.4247625495608,50.666046142578125,0.0576098422743742,0.03641896638278051,90.99714888772536,0.013604882961064876
86,486,11.5896,26.4144,4,16.7476,0,121,117,2,139,4,1.01217,10.99277,0.0,0.0,10.46429,26.544,22.64131,0.0,0.0,104.0,29.86922,0.0,0.29,8.474,-1.0,3.47126,0.04605633337245617,0.046364110251525065,324.9193113238636,0.21184120700269737,0.3722776873356416,0.05779646042346154,0.050330598021360966,0.09872130567889592,7.425122591944273,60640.546150301634,74.3995580070286,0.03514946777589139,14.780574845679013,0.039109665098342176,105.47997899613472,0.04486264218272103,602.3626906244648,50.934770183798705,0.05756034310423104,0.036446675418201964,90.87243720112019,0.013614785950007442
87,487,10.1353,27.8701,4,15.1451,0,121,117,2,139,3,1.01039,9.70576,0.0,0.0,8.10714,29.047,22.67348,0.0,0.0,104.0,29.622,1e-05,0.29,9.515,-1.0,3.156807,0.046058681004944924,0.045877496022476864,324.4356302700296,0.20968682967241317,0.3635146922875823,0.057261307059601585,0.04993355043702707,0.1069975987444185,7.633726191016651,60618.217796622186,72.71527348037881,0.03495786446154781,14.475212191358025,0.03879357225335945,105.72388254957664,0.04456211195226839,451.1634645538026,50.99658297315056,0.05763879976853472,0.036602874917127125,93.8933999567136,0.013514133955836012
88,488,9.47136,28.5902,4,14.1303,0,121,117,1,139,3,0.99331,9.1349,0.0,0.0,8.21429,34.094,23.8992,0.0,0.0,102.0,29.67419,0.0,0.29,12.83,0.38079,3.264857,0.045875735362004365,0.044881819683176685,323.8841308523006,0.09147203883461916,0.3720214379084964,0.05664468656915251,0.049405306405755155,0.0987213056788958,7.783549094710822,60751.5303304322,73.27816835352404,0.03475974774690781,12.625337577160494,0.03844920144741256,105.92142379301558,0.04421995753421361,379.89313332548824,50.79816540376639,0.057714318063535545,0.03697221415668325,93.52596143920499,0.013413253010142774
89,489,9.52117,28.2537,4,13.41,0,121,117,2,138,3,0.9991,9.14102,0.0,0.0,5.10714,35.387,24.52502,0.0,0.0,99.0,29.93318,2e-05,0.29,39.209,-1.0,3.369911,0.0455781461655307,0.043917252364932775,323.40374041795457,0.2544516461457567,0.36610068237741006,0.056165390806505525,0.04901366090203694,0.09266263865660279,7.848652432351558,60790.67689528769,73.06439243031205,0.03447685281365589,11.635706018518519,0.03797197088050548,105.98636879357527,0.043872440722603705,383.320495137936,50.51439563138985,0.057740862108070064,0.03742600064180408,88.2603929659597,0.013319137620104273
90,490,8.78442,26.4369,3,12.6369,0,121,117,2,138,3,0.99259,8.49438,0.0,0.0,4.21429,32.817,24.25058,0.0,0.0,99.0,30.24727,0.0,0.29,9.23,-1.0,3.439781,0.04449374509985458,0.04274240309016677,323.08105200344596,0.10107315631512259,0.37752461822376066,0.05565121634285237,0.048427011589961884,0.09266263865660067,7.822837933798537,60735.32926000195,71.33222946190583,0.03427649931820844,9.691261574074074,0.03745472975282248,106.19080967022552,0.04338288157501542,340.2513517360517,49.76049842363523,0.05771468381616578,0.03734500094202843,88.56099402829881,0.013244348763076294
