,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,blur,cubrow.1.0,cubcol.1.0,cubrow.0.3,noise,staticness,color_fulness,contrast,saturation,cubcol.0.5,temporal,fft,blockiness,uhdhdsim,cubcol.0,tone,cubcol.0.3,cubrow.0.6,cubrow.0,cubrow.0.5,movement
45,245,33.9943,8.77969,24,9.38772,0,110,116,6,139,6,0.99652,35.02544,0.0,0.0,3.75,8.141,7.87435,0.0,0.0,122.0,41.82397,0.0,0.39,2.259,-1.0,0.989971,0.10034524718863207,7571.728655988905,0.10860786362431264,0.07078994398629894,0.07619093244147447,0.33976300840753476,581.7219183991692,70.42311634854565,92.48722804901826,61.36106834882571,0.08655092093319784,3.843146992580997,63380.20771675681,1.1932738897666308,100.29853321004309,0.07485603386628636,0.6419588235294117,0.07765785153056597,0.13206009359004503,0.11535923235486205,0.10867769449639131,6.781587577160494
46,246,34.2318,8.51994,25,9.78453,0,110,116,6,139,6,0.99635,35.27084,0.0,0.0,4.25,8.092,7.57122,0.0,0.0,122.0,41.78491,1e-05,0.39,2.197,-1.0,0.984148,0.10057499835965937,7649.687555923895,0.1084975051738777,0.07087353647001297,0.07636167007046388,0.3397630084075347,581.1981929992653,70.98626100597075,90.67348640208279,61.26098500946422,0.08648050009782186,3.839079538131879,63533.43397921838,1.4637562074302448,100.25509108180671,0.07543114718021963,0.6412882352941176,0.07732208651784506,0.13200736202385435,0.11548700616494653,0.10897898301838503,6.878761574074074
47,247,34.4253,8.26902,25,9.7546,0,110,116,6,139,6,0.9975,35.4855,0.0,0.0,4.32143,8.153,7.33554,0.0,0.0,122.0,41.76411,0.0,0.39,2.596,-1.0,0.999791,0.10075505502287278,7751.544968885744,0.10845952465306426,0.07114493670138893,0.07656171091189148,0.33976300840753915,580.7008311156035,70.93789896704136,90.2604923003715,61.2549557156033,0.08652345666453011,3.809490375028958,63561.06737143625,1.285662782263353,100.21190893613519,0.07587787126851572,0.6422882352941176,0.07699709550845062,0.13194041397900735,0.11565749133034217,0.10924397494413783,6.777199074074074
48,248,34.7145,8.85015,25,10.093,0,110,116,6,139,6,1.0005,35.7671,0.0,0.0,5.14286,8.124,7.11473,0.0,0.0,122.0,41.73999,0.0,0.39,2.382,0.32549,0.93179,0.100811614771498,7979.73604358608,0.10839122875700842,0.0714882187731381,0.07689402084479621,0.34198063445076476,580.246198663019,70.16484071480389,89.36845817208706,61.341154687198596,0.08657262856487147,3.8233186369891485,63517.3546273058,1.0719190459028034,100.16156064214357,0.07557579393699147,0.6439694117647059,0.07665534274324187,0.13182618771326965,0.11566037067574804,0.10971260020540617,6.8374807098765435
49,249,34.6971,8.9227,25,9.77612,0,110,116,6,139,6,1.00037,35.76019,0.0,0.0,5.35714,8.166,7.60828,0.0,0.0,122.0,41.8497,0.0,0.4,2.227,-1.0,0.939754,0.10086790001619442,7936.075287047126,0.10831028274145535,0.07204065766545573,0.07668987246891457,0.3458216754298249,579.8305785456063,70.48470477633113,89.82927246653287,61.483208738727335,0.0866062327488355,3.908953837887918,63511.396632423595,1.3644895154895587,100.15072386489152,0.07547657804604213,0.647012156862745,0.07631143218186409,0.13170451417032186,0.11566150391655176,0.11002859518196166,7.0365065586419755
50,250,34.0388,9.98831,25,11.3695,0,110,116,6,139,6,1.00597,35.12572,0.0,0.0,4.71429,8.13,7.67161,0.0,0.0,122.0,41.75568,0.0,0.39,2.266,-1.0,0.933321,0.10085974144842205,7612.289411401165,0.10812142937220408,0.07261670016535673,0.07677271395596817,0.3397630084075369,579.4423883497809,69.89956849067951,88.5579472135577,61.456555025077165,0.08654422989917818,3.997605901656496,63553.72585243794,1.4100299135678802,100.27273701145923,0.07561724416785688,0.6452345098039216,0.07598382353497649,0.13151191450312508,0.11557647896079178,0.11035892786879163,7.165846836419753
51,251,33.7143,9.99671,24,10.5562,0,110,116,6,139,6,1.00821,34.80894,0.0,0.0,5.21429,8.171,8.58755,0.0,0.0,123.0,41.6955,0.0,0.39,2.267,-1.0,0.929495,0.10084316617508843,7466.652730519913,0.10799272508604893,0.07326130162560204,0.07684835140926448,0.34198063445076415,579.0097405959858,69.48607963854778,89.03876708457246,61.1534947524836,0.08655849391810837,4.084260728649492,63642.03715107867,1.0810043805569012,100.331735789039,0.0759277796386474,0.6431878431372549,0.0756224233959568,0.13136831166991933,0.11543345561417633,0.11085709298271443,7.236979166666667
52,252,33.7458,9.2616,25,11.3428,0,110,116,6,139,6,1.00767,34.92251,0.0,0.0,3.71429,8.201,8.606,0.0,0.0,121.0,41.69776,0.0,0.39,2.256,-1.0,0.951009,0.10088553317647389,7496.057245907097,0.10786422808935772,0.07400276192635556,0.07697257190104877,0.33976300840754026,578.5786774630276,69.59906456004708,91.90776500620674,60.867343478732636,0.08658760922961835,4.115477594647713,63716.9441536867,1.2672805837140741,100.292272292207,0.07632018510484723,0.6397415686274509,0.07532836995985834,0.13119640044089115,0.11509185106106193,0.11112368964830227,7.239872685185185
53,253,33.8932,8.67008,25,10.1128,0,110,116,6,139,6,1.00261,35.06981,0.0,0.0,3.64286,8.225,7.97651,0.0,0.0,121.0,41.77855,0.0,0.4,2.082,-1.0,0.967381,0.10088972422742853,7566.9496649568055,0.1077467965365158,0.07443547804358469,0.07732482289415739,0.33976300840753604,578.1826911101678,70.63406466836202,92.97421100507762,60.852042869285306,0.08664406953924826,4.067949435441731,63566.7485262229,1.1639086758030162,100.27599872307972,0.07639902084621987,0.6384258823529412,0.07499461298272851,0.1310748599382962,0.11498725630358406,0.11159034377893522,7.546682098765432
54,254,34.0464,8.65639,25,10.4019,0,110,116,6,139,6,1.00844,35.27412,0.0,0.0,4.07143,8.211,7.45878,0.0,0.0,121.0,41.78224,0.0,0.4,2.135,-1.0,0.982417,0.1009244349602224,7638.479600618695,0.10771073085976712,0.07502328458111637,0.07784204441563482,0.34198063445076604,577.8171545256051,71.02169315020167,89.3520035547997,60.791806444709685,0.08656646247971718,3.9549572184530946,63546.346681982934,0.9296923805570065,100.23804446971954,0.07666316826138818,0.6389913725490196,0.07504572390449364,0.13105090427211952,0.11495138423244923,0.11190626731491216,7.732976466049383
55,255,34.0804,8.08823,25,10.9085,0,110,116,6,139,6,1.0048,35.35601,0.0,0.0,3.0,8.272,7.44928,0.0,0.0,122.0,41.7425,0.0,0.4,2.498,-1.0,0.935875,0.10100089353377857,7651.077281724084,0.10767374242008221,0.07568788524799856,0.07792710150298321,0.34582167542982756,577.4400829988579,70.4957375544073,88.92309157898714,61.052635475441264,0.08635018123023394,3.99345356309507,63529.42170581827,1.5571116544347927,100.20753021592178,0.07683772835285226,0.6402772549019607,0.07474924265164087,0.13109352343709213,0.11483132926836631,0.11216942147189264,7.89134837962963
56,256,34.3496,8.8845,25,10.9089,0,110,116,6,139,6,1.00231,35.57666,0.0,0.0,3.64286,8.202,6.95387,0.0,0.0,121.0,41.70298,0.0,0.39,2.148,0.28704,0.911282,0.101082412412421,7875.554521696145,0.10763345509518245,0.0764955683018267,0.0775993748811187,0.3480393014730539,577.0965058657492,70.22566603062657,90.5486551624098,60.87906825689622,0.08603189786231014,4.016502677259165,63561.80834325543,1.4001368599407724,100.18082150067984,0.07699456365056279,0.6405450980392157,0.07459221998870719,0.13113146513916865,0.11428953964042958,0.11246223281079328,7.852382330246914
57,257,34.3627,7.9983,25,10.9297,0,110,116,6,138,6,1.00151,35.52218,0.0,0.0,4.03571,8.136,7.64028,0.0,0.0,121.0,41.70487,0.0,0.4,2.304,-1.0,0.979089,0.10123183561333889,7849.007708417427,0.10762655555089946,0.07718944496234269,0.07752933566997362,0.3397630084075387,576.732351354919,70.19909128033811,88.3633331391708,60.70407518928433,0.08572258245580733,4.149488818980928,63570.470199317984,1.6496271055295815,100.2205982243912,0.07701603219083429,0.6406513725490195,0.07425213018797937,0.13122459685410506,0.11406748366701494,0.11275230350794854,7.8918788580246915
58,258,34.2752,9.13141,25,10.6414,0,110,116,6,138,6,1.00509,35.42975,0.0,0.0,3.46429,8.094,6.87048,0.0,0.0,122.0,41.66387,0.0,0.4,2.705,-1.0,0.985435,0.10136665684110853,7813.34872438551,0.10762111436612859,0.07761053407389254,0.07775468594334414,0.3397630084075412,576.3122903000248,70.3466553805366,90.87276019323123,60.4226963372878,0.08539801290311338,4.250206607329779,63532.88189918864,1.3882418446031488,100.2334450678414,0.07716929426084658,0.6389309803921568,0.0739144551249972,0.1313641011919167,0.1138275562492896,0.1129313906484497,7.909866898148148
59,259,34.1576,8.33833,25,10.8892,0,110,116,6,138,6,1.00423,35.35416,0.0,0.0,4.28571,8.105,7.85572,0.0,0.0,122.0,41.61897,0.0,0.4,2.487,-1.0,0.990617,0.10142555365600608,7744.173743313269,0.10767770735021379,0.0779793723575141,0.07797062473554377,0.3436040493866002,575.9163546306457,70.13386436715459,94.26786459824451,60.27774612991899,0.08514449920162522,4.057461084396114,63572.56319254975,1.5669442616776983,100.24131066407465,0.07716084831145623,0.6379270588235294,0.07372068421871326,0.13149324318221556,0.11357343385520653,0.11322080422479527,7.862895447530864
60,260,34.273,7.63694,25,11.2449,0,110,116,6,138,6,1.00268,35.51413,0.0,0.0,2.25,8.09,7.1749,0.0,0.0,121.0,41.63943,0.0,0.4,2.475,-1.0,0.979651,0.1014666484142039,7806.320624054007,0.10769811102548218,0.07845783250762646,0.0780615000875178,0.3458216754298264,575.5289652531359,69.71988694720582,91.67613667931202,60.28006395881559,0.08501044164060502,4.102611392191504,63571.74203674858,1.354031271625354,100.22128024167323,0.0773398222072704,0.6403787058823402,0.07342744302479734,0.13156847109669298,0.11362807604824324,0.11429687653661881,8.208912037037036
61,261,34.6736,7.67285,25,9.8658,0,110,116,6,138,6,0.99957,35.88727,0.0,0.0,2.78571,8.061,6.56309,0.0,0.0,121.0,41.68529,0.0,0.4,2.104,-1.0,1.028104,0.10153762833508434,8059.000230942929,0.1078272758357842,0.07911872745735574,0.07804532490760469,0.3436040493866,575.1508648156598,69.18784355322549,91.23085963739513,60.16485727569203,0.08452408040321939,4.023919408342492,63672.05555594146,1.5762899762610225,100.16596977225929,0.07756832845262965,0.6459705882352942,0.07320058157873566,0.13174721223672634,0.1137414818174989,0.1151048098381412,8.243489583333334
62,262,35.1023,7.55613,26,11.0561,0,110,116,6,138,6,1.0025,36.35184,0.0,0.0,2.42857,8.057,6.64294,0.0,0.0,122.0,42.24955,0.0,0.4,2.071,-1.0,0.950233,0.10156021150719083,8302.242704378854,0.10802001256356131,0.07989276269882586,0.07815805797590644,0.3458216754298295,574.649917458299,69.28822637606885,93.32107982921707,59.910579728491506,0.08363503285141949,4.251079693706388,63685.27851866213,1.2538487379926806,100.0674751515651,0.07784109555582676,0.6605109803921568,0.07292431335434187,0.13201652777032466,0.11367694418281528,0.11572519825085861,8.225356867283951
63,263,35.3321,7.75651,26,10.0398,0,111,116,6,138,6,1.00245,36.59552,0.0,0.0,1.57143,8.022,6.5052,0.0,0.0,123.0,42.57861,0.0,0.39,2.347,-1.0,0.954197,0.10163405346849914,8439.17463734514,0.10820027080531305,0.0806470180702207,0.07815968325924581,0.3518803424521167,574.1119980550267,69.5913976276574,91.39942561935896,59.92611185709635,0.08261393114041649,3.986786201543919,63681.877044791545,1.6497177145999027,100.02234143521967,0.0781414540991294,0.6695533333333333,0.0727401358435191,0.13231788067748385,0.11383186547119473,0.11668288274252886,8.410783179012345
64,264,35.191,7.95327,26,10.1746,0,111,116,6,138,6,0.9986,36.44708,0.0,0.0,2.07143,8.064,6.66212,0.0,0.0,123.0,42.6883,0.0,0.39,2.117,0.28537,0.993669,0.10173018990031925,8319.190585493294,0.10851864725092672,0.08154694084009842,0.07820535740049402,0.34803930147305334,573.6419722835939,69.63111907696624,90.00479812609473,59.80539844654225,0.0816796857607705,3.9555506991556224,63658.118144576714,1.4580716233867226,100.02948162007374,0.07829112996495494,0.6726188235294117,0.07258832692309955,0.1326629448888799,0.11403600377396277,0.11769697172433145,8.376012731481481
65,265,35.3093,7.84319,26,10.4252,0,111,116,6,138,6,0.99475,36.53555,0.0,0.0,2.5,8.071,6.84337,0.0,0.0,123.0,42.77467,0.0,0.39,2.081,-1.0,0.975913,0.10179599688626109,8377.747790319476,0.10867097960043401,0.08264524725717674,0.07842314356981114,0.34582167542982917,573.2166801356924,69.91525911288667,92.41719123394292,59.78920171290268,0.08080594645360066,3.9665399414994282,63603.29386416357,1.9949212456753258,100.02218677306755,0.07830970122438903,0.6725286274509804,0.07227420153094594,0.13315104403835018,0.11412704847226504,0.11863422995819874,8.460985725308642
66,266,35.2736,7.68304,26,10.0151,0,111,116,6,138,6,0.98758,36.51218,0.0,0.0,2.5,8.09,6.744,0.0,0.0,122.0,42.8642,0.0,0.4,2.331,-1.0,0.97418,0.10186469884044955,8349.880687156168,0.1088178388449162,0.0839098422606092,0.07857632779480372,0.34582167542982845,572.8395907445151,69.86552517508919,89.810699343369,59.71062252845293,0.08046889680236469,3.9865412643759273,63578.286611631775,1.9092918651482613,100.01662142231575,0.07853163298245894,0.6722853137254864,0.07190332863895964,0.13374597916104594,0.11430423542223178,0.11945160527042145,8.554783950617283
67,267,35.4122,7.69284,26,10.2926,0,111,116,6,138,6,0.9859,36.63674,0.0,0.0,3.42857,8.094,6.60158,0.0,0.0,121.0,42.90787,0.0,0.4,2.752,-1.0,0.977445,0.10194915225690815,8412.296968567136,0.10907553759386739,0.08493280610331962,0.07866579012860522,0.3496627164088862,572.5021243805035,69.98771600525617,88.44592392950877,59.680624314296395,0.08016763803140335,3.9501628028451536,63616.777498789605,1.6278918906439033,99.99543415956099,0.07884460529302459,0.6729388235294104,0.07154268657812075,0.13418640332145187,0.11441599583894985,0.12012116034988211,8.629099151234568
68,268,35.6684,7.59859,26,10.6624,0,111,116,6,138,6,0.9861,36.85985,0.0,0.0,3.82143,8.057,6.61179,0.0,0.0,121.0,42.96341,0.0,0.4,2.362,-1.0,0.994245,0.10199629147234858,8551.33547166298,0.10949339705645013,0.0856345079120139,0.07880845185369732,0.3458216754298334,572.1881308789906,70.15236286117101,88.62463383178853,59.789322841314615,0.07984827050646127,3.939007341797495,63621.46104884834,1.768238434748471,99.9688940402174,0.0787703434573434,0.6734223529411765,0.07121335137070499,0.13493779916076418,0.11435387648935572,0.12089797284208241,8.821180555555555
69,269,35.5089,7.40973,26,10.4785,0,111,116,6,138,6,0.9884,36.70545,0.0,0.0,3.78571,8.071,6.52506,0.0,0.0,121.0,42.89092,0.0,0.4,2.472,-1.0,1.022146,0.10213357738380506,8454.44908672196,0.10973348743890637,0.08625170534276377,0.07893499030450768,0.3397630084075454,571.9059982661083,70.23546327108814,89.5485603170714,59.62147446620612,0.07964516445176263,3.9407419781004394,63574.5831947924,2.128479467093589,99.99627259953041,0.07887475589575807,0.6718290784313695,0.07078982689244127,0.1351597132972115,0.11426299770931844,0.12121852199182452,8.893663194444445
70,270,35.3855,7.14726,26,10.782,0,111,116,6,138,6,0.98554,36.58366,0.0,0.0,3.21429,8.155,6.35972,0.0,0.0,120.0,42.82968,0.0,0.4,2.374,-1.0,0.976734,0.1020743235273586,8399.755944744455,0.11010176107336285,0.0869299085180464,0.07905917558062571,0.3419806344507686,571.6533066917959,70.41594667725846,87.24386768212658,59.710725383994024,0.07947691991957923,3.948618724019185,63641.64156311203,1.9034683742677794,100.00254863732401,0.07904600618102652,0.6706626862745012,0.07050434631464984,0.13554576739882881,0.11433520542392442,0.12170808577699063,8.923225308641975
71,271,35.6071,7.17054,26,10.041,0,111,116,6,138,6,0.98601,36.79319,0.0,0.0,2.53571,8.142,6.13168,0.0,0.0,121.0,42.81319,0.0,0.4,2.411,-1.0,0.981562,0.10206034900043481,8560.874671000242,0.110374795064656,0.08785877310100178,0.07923169891859953,0.34582167542982883,571.4069477551368,70.65921730186312,86.7530160711426,59.71166182153019,0.07923136537551166,3.904930373806918,63630.344673227286,2.185174258384115,99.96881069716932,0.07926946430225816,0.6705337254901961,0.07005105872458414,0.13569694122541662,0.11457587676648061,0.12224272534997883,9.188175154320987
72,272,35.5781,7.14288,26,10.1469,0,111,116,6,138,6,0.9899,36.74288,0.0,0.0,3.07143,8.224,6.15629,0.0,0.0,122.0,42.78594,0.0,0.4,2.408,0.29887,1.021032,0.1021128100065772,8561.479287587097,0.11066340721536048,0.08866098772797688,0.07932653261441057,0.3458216754298255,571.1930248164414,70.55989190885815,86.9428447585166,59.56395919234664,0.07897633962765298,3.941807017148656,63605.9344846298,1.7814352145961962,99.98313226262826,0.07892615581778956,0.6708690196078432,0.0696088557949712,0.13590243836893312,0.11402723750674379,0.12262029390789608,9.174479166666666
73,273,35.4784,6.94585,26,10.103,0,111,116,6,138,6,0.99131,36.65288,0.0,0.0,3.46429,8.164,6.13337,0.0,0.0,122.0,42.70108,0.0,0.39,2.358,-1.0,1.015259,0.10221618450526672,8510.5764086244,0.11098803167130754,0.08954745317307902,0.07952712735686485,0.3397630084075456,570.9750616977509,70.46490588242733,88.5144556504152,59.67818215452595,0.07882198152134355,3.93025813558673,63591.00432050458,1.6294830752354894,100.00994936066449,0.07836897968063256,0.6691917647058825,0.06926998618055238,0.13623348393954043,0.11378757861376085,0.1229928009862653,9.131558641975309
74,274,35.4733,6.76043,26,9.95599,0,111,116,6,138,6,0.98604,36.68691,0.0,0.0,2.85714,8.223,5.96481,0.0,0.0,124.0,42.6541,0.0,0.39,2.021,-1.0,1.018657,0.10233068673841059,8510.333419462095,0.11147057958295985,0.09030369883275126,0.07976638382290628,0.3458216754298285,570.7757673510075,70.47623605557719,89.11921743511442,59.540317111545136,0.07865144582936545,3.8956944213367346,63652.53741707987,1.658355357112874,100.0020337872406,0.07820979339861454,0.6686525490196078,0.06873083676055777,0.13673299842381065,0.11363882087677793,0.12342418006749938,9.114631558641975
75,275,35.5009,6.48333,26,9.75349,0,112,116,6,138,6,0.98702,36.74249,0.0,0.0,3.28571,8.246,5.80984,0.0,0.0,122.0,42.61051,0.0,0.4,2.281,-1.0,0.957273,0.10245687704895151,8550.09274421799,0.11156701418129192,0.09102150063585863,0.08002832468579514,0.3496627164088897,570.5699963577016,70.41940272466137,88.8439006029363,59.4747949294102,0.07846128260299345,3.8125095923444055,63615.239871168305,1.8028006792640292,99.98216488324276,0.078077314940156,0.6686894117647059,0.06816587374326766,0.1372409273976103,0.11334622227408123,0.12402603304002985,9.164255401234568
76,276,35.5134,6.49301,26,9.66511,0,112,116,6,138,6,0.98434,36.74064,0.0,0.0,3.14286,8.242,5.56466,0.0,0.0,122.0,42.54562,0.0,0.4,2.312,-1.0,0.975919,0.10271692255696209,8564.122376489622,0.11164788613490227,0.09149634333338927,0.08009149939613386,0.348039301473056,570.3772935606561,70.53327496321936,86.52540422648839,59.50582979932243,0.07824991512125698,3.765782930238398,63700.616765004015,1.8556233734303653,99.98277352314386,0.07810347555234222,0.6674839215686275,0.06766901521483795,0.1376181868176647,0.11331162912284476,0.12450597166795038,9.340374228395062
77,277,35.5048,6.69989,26,10.02,0,112,116,6,138,6,0.98286,36.75524,0.0,0.0,4.64286,8.236,5.57551,0.0,0.0,123.0,42.43749,1e-05,0.4,2.254,-1.0,0.972408,0.10298354048581837,8540.240057480763,0.11179775214575087,0.09186249913213546,0.08026990090684868,0.3480393014730554,570.1875572436495,70.45877973520206,85.7272709173413,59.48950911156925,0.07787108362021396,3.806639351280886,63715.13378633916,1.7866829344405808,99.98127562536112,0.07763720566821519,0.6652439215686274,0.06709567533789279,0.13798703447336405,0.11300794764361488,0.12492700002435349,9.158034336419753
78,278,35.5551,6.82816,26,9.27791,0,112,116,6,138,6,0.98484,36.81859,0.0,0.0,3.17857,8.229,5.75677,0.0,0.0,122.0,42.3699,0.0,0.4,2.11,-1.0,0.987212,0.10331222020829521,8581.46272030726,0.11192076151913091,0.09239093858553726,0.080552647313027,0.35188034245211536,570.0192468009533,70.57818530476634,87.91222129631748,59.44301821861738,0.07752941001034226,3.7921091478011877,63721.36384709431,1.4708455396584725,99.96524494410849,0.0774091885178347,0.6650058823529411,0.06655650113803845,0.13821344038179909,0.11277081958912798,0.12536845978978148,9.055844907407407
79,279,35.5607,6.60245,26,9.35411,0,112,116,6,138,6,0.9871,36.87892,0.0,0.0,2.71429,8.221,5.875,0.0,0.0,121.0,42.30592,0.0,0.4,2.351,-1.0,0.954407,0.10366603061607024,8567.336005749792,0.11218404919403227,0.09304014349245386,0.0807436916825393,0.35188034245212024,569.8622641762179,70.84767460803367,87.07557103689655,59.417784891010804,0.07711639620524512,3.851873316691439,63779.14579171692,1.7218592970781124,99.96293118589242,0.07755346609469684,0.6650741176470588,0.06599066590370783,0.13829344085338433,0.11223183750745475,0.12586216516029075,8.96923225308642
80,280,35.2702,6.54263,26,9.45221,0,112,116,6,138,6,0.98615,36.56944,0.0,0.0,3.10714,8.285,5.67595,0.0,0.0,120.0,42.20568,0.0,0.4,2.293,0.30671,0.927016,0.10401591152867332,8383.61541554675,0.11222375896452026,0.09391176181526738,0.08086707564359588,0.351880342452118,569.7239311315703,70.80231506390722,92.58215426278757,59.34256527747637,0.07678459605001796,3.7674940239397605,63759.251504784566,1.690683683348574,100.01757061155912,0.0784085077197291,0.6642933333333334,0.06526431459504979,0.1383707836732259,0.11186022774697231,0.1263039044893791,8.864679783950617
81,281,35.1943,6.33309,26,9.06593,0,112,116,6,138,6,0.99435,36.46531,0.0,0.0,1.75,8.264,5.63381,0.0,0.0,119.0,42.20519,0.0,0.39,2.375,-1.0,0.923622,0.10438429597831167,8322.810442033044,0.11234347365683044,0.09490779717637131,0.08100989668341083,0.35188034245211863,569.5969184064259,70.88146760406855,86.87774551131625,59.390008808654024,0.07628074047719283,3.8018582717085123,63926.69478747414,1.611748825511133,100.02383853210816,0.07919426803779511,0.6638870588235295,0.0644157504235918,0.13843468163938763,0.1117537499871653,0.12669117687160647,9.004533179012345
82,282,35.2535,6.25521,26,8.88783,0,112,116,6,138,6,0.99536,36.51496,0.0,0.0,1.89286,8.237,5.44792,0.0,0.0,119.0,42.21534,0.0,0.4,2.228,-1.0,0.930675,0.10447085878692268,8357.257724690935,0.11265606425702696,0.09611628548055029,0.08131588228303979,0.35188034245211625,569.490862978313,71.14948585687416,88.04084706573144,59.40602281358507,0.0756886847606391,3.8024113464123133,63892.23985301689,1.7256535339658186,100.0101689097668,0.08013938540847455,0.6632560784313725,0.06385230414505681,0.13850456711797898,0.11163423463616123,0.12723865817588131,8.932339891975309
83,283,35.2129,5.98772,26,8.94894,0,112,116,6,138,6,1.00001,36.47617,0.0,0.0,3.21429,8.184,5.37987,0.0,0.0,121.0,42.24718,0.0,0.4,2.121,-1.0,0.913829,0.10467411454103798,8346.767252754425,0.11295082715079072,0.09729383855467,0.08156060409266462,0.3518803424521189,569.3937522519652,71.21624903112063,88.50063960666428,59.367920675395446,0.07505927457270889,3.7564330109891992,64007.672488649274,2.103988749840613,100.01823989179782,0.08191298591138514,0.6639572549019608,0.06336048864949666,0.13858780098699353,0.11126941194346103,0.12755369048283083,8.751784336419753
84,284,35.1542,6.225,26,8.40112,0,112,116,6,138,6,0.999,36.43124,0.0,0.0,2.92857,8.205,5.14523,0.0,0.0,122.0,42.29529,0.0,0.4,2.152,-1.0,0.915864,0.1049975596088062,8284.452835168187,0.1132117866503357,0.09848126547045363,0.08175660219785344,0.3518803424521187,569.3158488699491,71.18611586219802,90.72943093263059,59.390340169270836,0.07441194313195461,3.7219573910763213,63944.97588396489,2.0756599734872903,100.02614987636238,0.08337571579845295,0.6644482352941177,0.06293026378973211,0.13842122399560086,0.11087085158456861,0.12800389933720932,8.587528935185185
85,285,35.1547,6.36836,26,8.6204,0,112,116,6,138,6,1.0024,36.43336,0.0,0.0,3.64286,8.28,5.35673,0.0,0.0,123.0,42.29191,0.0,0.4,2.143,-1.0,0.902894,0.10531276249213803,8267.441424713854,0.11354933346424172,0.09993127272403976,0.08190897495588446,0.3518803424521186,569.2234971293245,71.07023508395697,88.53761077004962,59.341397132402584,0.07381858821737407,3.7651554389800523,64053.39253039171,1.8731024457756424,100.017019885478,0.08469989653746421,0.6641419607843138,0.0624965717965861,0.13822303658197604,0.11057726755571437,0.12866748607669792,8.491801697530864
86,286,35.3282,6.59144,26,8.92851,0,112,116,6,138,6,0.99992,36.62306,0.0,0.0,3.60714,8.267,5.47801,0.0,0.0,122.0,42.34752,0.0,0.4,2.074,-1.0,0.909538,0.1056863498535472,8355.346202413451,0.11387109120757481,0.10160634911520941,0.08207280609153139,0.35188034245211935,569.127597932727,71.00825588846986,88.13067096997824,59.26377096293886,0.07288209951032106,3.8403973886335585,63849.4812206524,1.791662262727136,99.98785979816117,0.08583357899130274,0.6647160784313726,0.06203539585374027,0.13799839339662612,0.1103231660667966,0.12924877466415788,8.650511188271604
87,287,35.8272,6.74695,27,9.97685,0,112,117,6,138,6,1.00107,37.18181,0.0,0.0,5.07143,8.25,5.72486,0.0,0.0,123.0,42.81493,0.0,0.4,2.126,-1.0,0.882873,0.10635733649432129,8756.971623765403,0.11411433049972418,0.10329256816098582,0.08224821133894485,0.3540979684953487,569.0804590419497,71.18641607032107,87.9454295479706,54.04694074465905,0.07229467610226958,4.939743265475098,63883.82258973625,2.100152521776976,99.89997356261797,0.08669300917161883,0.6703290196078431,0.0615961713194732,0.13766093738834095,0.11007693197615133,0.12985262619142265,10.572241512345679
88,288,35.8599,6.62788,27,8.67936,0,112,118,6,138,6,1.00267,37.21592,0.0,0.0,5.07143,8.274,5.81147,0.0,0.0,124.0,42.82924,0.0,0.4,2.478,0.29797,0.870982,0.10705221765630583,8819.953405218801,0.11434050226271661,0.10498764225422684,0.08238190145760438,0.3540979684953487,569.0430208706832,71.47609659493543,85.85765126457443,53.467541729962385,0.07172934242557935,3.915586886553823,63813.3922265553,1.9063516154127322,99.9163196045493,0.08731427947368478,0.6700662745098038,0.06132397759312662,0.13753760379268967,0.10987261628250883,0.1304645856778056,11.094569830246913
89,289,35.8292,6.57709,27,8.98589,0,112,118,6,138,6,1.00836,37.16413,0.0,0.0,4.07143,8.244,5.7007,0.0,0.0,125.0,42.78261,0.0,0.4,2.408,-1.0,0.855667,0.10760504422361102,8799.74251351558,0.11445955270904579,0.1066191263842737,0.08253268283181095,0.3540979684953521,569.0135634979232,71.6186022195061,85.94635726190072,53.1771049970462,0.07114438161778887,3.820672529836457,63769.958847116155,1.8113030417822915,99.92482192756825,0.08718902936025523,0.6698380392156863,0.06109752777283347,0.1376476814104385,0.10948088151725216,0.13108211348549417,11.106626157407407
90,290,35.8127,6.62198,27,9.12312,0,112,118,6,138,6,1.00702,37.14469,0.0,0.0,3.14286,8.249,5.65596,0.0,0.0,124.0,42.74818,0.0,0.4,2.245,-1.0,0.81523,0.10800069831681156,8795.189401576014,0.11450317562790184,0.1080336043245935,0.08267631989841887,0.35188034245212263,568.9768883561728,71.65257972708581,89.09720433856282,53.019640887225115,0.07055070155304309,3.929183583843502,63835.05116808292,2.175513537796583,99.92853912532058,0.08759931255244509,0.6686447058823528,0.059431448470697944,0.1377541513742943,0.10910113772130875,0.13173880701421067,11.140769675925926
