,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,color_fulness,cubcol.0.5,cubrow.0.3,tone,cubrow.0,saturation,cubrow.1.0,contrast,temporal,staticness,cubcol.0.6,cubcol.1.0,noise,blockiness,cubrow.0.5,uhdhdsim,cubcol.0,fft,blur,cubrow.0.6,movement
45,445,43.4068,33.2088,27,45.227,0,128,123,7,130,5,0.98191,41.07656,0.0,0.0,5.78571,9.586,28.17713,0.0,0.0,125.0,60.05748,0.00023,0.29,2.713,-1.0,1.839433,0.11134881076574026,79.48832218895892,0.15888678282485957,0.06146681154704575,0.8372662745098041,0.030584866940775123,22.710261403778453,0.04860039383797462,90.76647470096184,7.003448385442091,223.5716066996334,0.1673879817227928,0.1353164447495378,0.25921770379552134,1.9377605668104116,0.08830139723062114,96.94861983013837,0.11467126945509339,63397.09330314547,11864.42627246093,0.07982975766621396,30.652295524691358
46,446,42.9241,32.8974,26,47.4661,0,128,124,7,130,5,0.996,40.58122,0.0,0.0,4.75,9.642,28.49828,0.0,0.0,125.0,60.63548,0.00014,0.29,2.723,-1.0,1.816943,0.11171349085989662,78.35878534103963,0.1572986955220906,0.06141122339793476,0.8417980392156864,0.030560873040493618,22.3933977668668,0.048469714108779184,93.98052432514297,6.975769211755719,220.95697772988632,0.16684131386906575,0.13474333236922922,0.2553766628164578,1.9519036188671695,0.08858241128004073,97.11574730883397,0.11378390145790429,63420.67184023907,11327.484523224357,0.0798612068560882,31.18576388888889
47,447,42.3715,33.0743,26,44.8188,0,128,124,7,130,5,1.00966,40.00423,0.0,0.0,3.42857,9.579,28.23871,0.0,0.0,125.0,61.16472,0.00022,0.29,2.698,-1.0,1.806261,0.11288184671100544,78.05431011832198,0.15611902175510514,0.0612968673968683,0.8459874509803922,0.03055800081381503,22.177985862449365,0.04842312417004523,95.10035057616082,6.970111743901917,218.4064626321534,0.16694823525275804,0.13479361354996605,0.25315903677323176,1.5303977374629985,0.08854088137864242,97.21436655895627,0.11315684469010161,63390.04721327225,11038.190442460897,0.07981927719157476,31.463445216049383
48,448,41.7189,33.3511,25,46.181,0,129,124,7,129,5,0.99603,39.35546,0.0,0.0,5.21429,10.118,28.39642,0.0,0.0,125.0,61.6142,0.00022,0.29,2.856,0.39776,1.829224,0.11273100221257124,77.61833945145749,0.1549143446085728,0.06122554304758183,0.8506686274509805,0.030553954300610288,22.00738431200569,0.0483403208954337,92.06654567598176,6.950532655299652,215.9398755280801,0.16751698723855893,0.1344700592048383,0.25094141072999726,1.4707109167917372,0.0885345063129937,97.31911682093936,0.11284623295661499,63287.593516899615,10268.70498147666,0.07961952901194551,31.56467013888889
49,449,41.3417,33.332,25,45.0112,0,129,124,7,129,5,1.00433,38.98663,0.0,0.0,3.92857,10.021,28.61832,0.0,0.0,125.0,61.96851,0.00015,0.29,2.755,-1.0,1.91722,0.11298036326169966,76.78354296568735,0.15393765248809776,0.06113306006561961,0.8526101960784316,0.030554955059088812,21.82427752459491,0.048526944333322844,92.10548430541203,6.922474576095404,213.57418170530812,0.16897853886433523,0.13327981628333505,0.24710036975093086,1.2756537037002564,0.08854077690900278,97.37114215226137,0.11280684780458199,63202.20031199504,10137.259298865474,0.07940596048777297,31.558641975308642
50,450,41.0152,33.3016,24,46.5906,0,130,124,7,129,5,0.9971,38.66094,0.0,0.0,5.5,9.93,28.61679,0.0,0.0,126.0,62.19629,0.00017,0.28,3.061,-1.0,1.932281,0.11300683954690076,75.76014281507334,0.153585566885718,0.061070848874118185,0.8524466666666668,0.030566801969622723,21.475760565863716,0.04863089717944695,94.15518155311241,6.91261565838023,211.26719442237717,0.16979603341739827,0.1322953723714253,0.24488274370770538,1.5121964146774405,0.0885679266035776,97.48330827267336,0.1126906164770962,63235.94928962559,9944.994790635712,0.07930936772783914,31.747395833333332
51,451,40.6697,33.7716,24,46.8367,0,130,124,7,129,5,1.01478,38.30775,0.0,0.0,6.78571,10.089,28.58676,0.0,0.0,126.0,62.53808,9e-05,0.29,3.047,-1.0,1.954404,0.11198267833227883,74.2374800508452,0.15321204533740126,0.06116725354866675,0.8522164705882355,0.03048683638103662,21.271231568889853,0.048863082429509715,94.17431023646766,6.925558009916168,209.01496860123225,0.16891604465332943,0.13129914720980856,0.24488274370769414,1.4551064454364966,0.08860178638483976,97.63574253407441,0.11345295629399378,63272.15494437054,9747.55217217358,0.07926502530177809,31.657889660493826
52,452,40.6323,34.5612,24,46.352,0,130,124,7,129,5,1.00953,38.24935,0.0,0.0,5.14286,10.279,28.98539,0.0,0.0,126.0,62.99775,0.00012,0.28,3.262,-1.0,1.960134,0.11105743954746194,74.29283519241169,0.15256067710009075,0.06112442241712682,0.8544643137254904,0.03045280906839801,21.11029241114487,0.049115142372020575,94.24717973065175,6.92845418302345,206.79328447234371,0.16749539733213556,0.1302502271690051,0.23276540966312198,2.402606678157788,0.08868001154629251,97.70036857778634,0.11304526992292424,63306.932617382394,9933.767479315215,0.07912510003256083,31.808063271604937
53,453,40.8401,35.2824,24,44.9771,0,131,124,7,129,5,1.01002,38.40814,0.0,0.0,6.28571,10.36,29.6584,0.0,0.0,126.0,63.369,0.0001,0.29,3.621,-1.0,1.893927,0.11018358335564372,72.75489170571802,0.15156993688450335,0.06109336019388963,0.8540545098039217,0.030392689011440276,20.915345933702255,0.04936940385486709,94.40179468857414,6.92228286741091,204.60738822995359,0.1664627061055181,0.12908378149126934,0.23276540966312423,2.3789089273345936,0.08876217772651153,97.67175968110685,0.11330344548761556,63372.01725217924,10240.699533350424,0.07925344374343435,31.835407021604937
54,454,41.2549,37.3433,25,47.7715,0,131,124,7,129,5,1.02447,38.82344,0.0,0.0,4.03571,10.392,30.29754,0.0,0.0,126.0,63.47751,0.00011,0.29,3.32,-1.0,1.928376,0.10936342255444094,71.7094367270754,0.1500958630808893,0.06116876208554576,0.8518443137254903,0.030352250866603155,20.748723724741993,0.04964233414451895,93.92939488147329,6.948761644159748,202.4713308397892,0.16558783010634803,0.12804968424974827,0.2327654096631194,2.6207477861890363,0.08866078425390976,97.68236534435925,0.11409248372531546,63488.939206799936,10450.7146989097,0.07921979378820594,31.957127700617285
55,455,41.9909,38.1746,25,50.9103,0,131,124,7,129,5,1.0091,39.59909,0.0,0.0,5.07143,10.52,32.04482,0.0,0.0,127.0,63.38825,0.00012,0.29,3.231,-1.0,1.846774,0.10848696812397811,71.07818273238907,0.1490815160584315,0.06126755563432696,0.8498352941176472,0.030235711112602474,20.65222356348862,0.049902029632815516,93.91577102231187,6.994426357057483,200.34621315884152,0.16486555819790297,0.12707844652483977,0.23882407668540706,2.8474801011089026,0.0888934538788792,97.54427102220914,0.11537833358906516,63381.74883522239,10837.159273090037,0.07914582087583315,32.21363811728395
56,456,42.9253,38.3179,26,51.1937,0,131,124,7,129,5,1.01688,40.4605,0.0,0.0,4.28571,10.299,32.74135,0.0,0.0,127.0,63.50198,0.00014,0.29,3.382,0.42464,1.828544,0.10765118833476117,71.92501290599515,0.1479245009954539,0.06141398617458358,0.8490239215686276,0.030125120992758853,20.49449120038821,0.05032432997912542,93.72304040313342,7.021979462352595,198.23762907928787,0.16421253623277304,0.12612294965335857,0.24710036975092464,3.339314222994243,0.08918998576889513,97.34213901657301,0.11702788543341329,63608.64258574588,11526.933878719366,0.07918891776929433,32.68894675925926
57,457,43.8387,37.6394,26,49.8082,0,131,124,7,129,5,1.023,41.25821,0.0,0.0,4.60714,10.108,32.84606,0.0,0.0,127.0,63.70608,0.00015,0.29,3.856,-1.0,1.777892,0.10686050044319846,71.5129394554008,0.14743700790152398,0.06153840257171826,0.8496709803921569,0.030097717790429378,20.409636320891202,0.050777463857719425,93.49473642929527,7.030111521913807,196.18608025966617,0.16434728216620528,0.12513527334639624,0.24710036975094182,3.5174865224464678,0.08941174310178208,97.14481200889638,0.11856089998537205,63574.36684956257,12284.318110358961,0.079279636768034,33.078414351851855
58,458,44.4073,37.6439,27,51.6902,0,132,124,7,129,5,1.00423,41.80842,0.0,0.0,3.53571,10.05,32.26237,0.0,0.0,127.0,63.72931,0.00015,0.29,4.444,-1.0,1.72534,0.10604428035106096,70.63415764129024,0.1467426713676721,0.06164322577453976,0.8459207843137256,0.030058240328585187,20.415336514696662,0.0511127231347693,91.98691088247665,7.030252386932577,194.18531976352924,0.16372197619791323,0.12420500588299566,0.25094141072999704,3.0957714654437143,0.08978333011399818,97.11122738927276,0.11975568393379829,63829.33044287211,12764.24172155486,0.0789349805295993,33.59818672839506
59,459,44.6411,36.7767,27,51.8828,0,132,124,7,129,5,0.99266,42.00694,0.0,0.0,5.17857,9.883,32.26756,0.0,0.0,127.0,63.72122,0.00017,0.29,4.131,-1.0,1.755183,0.10536329896487258,70.51838052926188,0.14674968748311482,0.061738874565486435,0.8397443137254903,0.030017961684668644,20.366557556905864,0.05164428993654639,91.35250788037236,7.034381778534119,192.24578481711396,0.1631614283872684,0.12339560929923868,0.2509414107299968,2.1256987419851217,0.09007562906475168,97.04301239917322,0.12092990940945766,63887.85144755605,12928.34015788751,0.07877759011177765,33.84278549382716
60,460,44.6494,35.7073,27,50.9021,0,132,124,8,129,5,1.00317,42.03112,0.0,0.0,5.25,9.809,31.52461,0.0,0.0,127.0,63.59342,0.00012,0.29,4.112,-1.0,1.705112,0.10470564137425264,70.70408346492637,0.14644464691219602,0.06184464182838152,0.8353843137254904,0.030085690641037208,20.497098004376447,0.052382730910166375,91.60231733087839,7.019373016425632,190.38606007656568,0.16410472077022265,0.12361351811207355,0.25315903677322926,2.3089982838873637,0.0900102933836217,97.04307856377457,0.12187944776181384,63851.38187822764,13019.238314202817,0.07872500107301109,33.73331404320987
61,461,45.1582,35.4877,27,50.9772,0,132,124,8,129,5,0.99893,42.51121,0.0,0.0,5.75,9.458,30.6129,0.0,0.0,127.0,63.44458,0.00019,0.29,4.31,-1.0,1.684631,0.10362132169926506,70.6419187050315,0.14639528429654236,0.06199797194754142,0.8275788235294119,0.030151189258744077,20.58084841127749,0.05287218118672209,93.96783550485564,7.002997548595734,188.6115768321545,0.16529868858010544,0.12373928845116584,0.2531590367732319,2.3829743101218317,0.08979654417344797,96.90836212172967,0.12409070414860521,64106.92093936564,13635.06557330033,0.07906455837174171,33.83965084876543
62,462,45.7347,34.8092,28,47.5219,0,132,124,8,129,5,0.99842,43.04692,0.0,0.0,4.82143,9.436,30.42276,0.0,0.0,127.0,63.46829,0.00021,0.29,4.468,-1.0,1.643268,0.10215172593085423,70.18504136954013,0.1466143506251835,0.06208954391662191,0.8236196078431375,0.030185265492429916,20.6418489055869,0.0534808546561199,90.68867700503012,6.999628884930184,186.95975633087252,0.166332673347078,0.12392232748389709,0.2553766628164578,2.598936323445876,0.08997842614583403,96.85104349447634,0.12601261334720598,63992.591550748184,14192.397242140993,0.07917738888318004,34.43089313271605
63,463,46.5075,34.159,29,52.0896,0,132,124,8,130,6,1.00327,43.74865,0.0,0.0,4.21429,8.833,29.83632,0.0,0.0,127.0,63.62533,0.00014,0.29,3.802,-1.0,1.568314,0.10092578396123811,69.98096790447471,0.14639481776001997,0.06214617223161667,0.8236196078431375,0.03022545643666601,20.794512148256654,0.05391592315677467,90.7396344583416,6.980112613247826,185.4101300989171,0.16699591587062781,0.12419075369749868,0.25537666281645816,2.7599934270687996,0.09004969270131061,96.62959653401518,0.1279083480007556,64158.876902833836,14852.40903820278,0.0790431880546123,34.99074074074074
64,464,47.3198,33.9102,29,51.3973,0,132,124,8,130,6,1.00365,44.47741,0.0,0.0,5.67857,8.867,29.27878,0.0,0.0,127.0,63.82682,7e-05,0.29,4.062,0.44174,1.571498,0.09965957781432638,70.36737564153957,0.14552725913364536,0.06220460903792096,0.8253388235294119,0.030273116863043792,21.023635299117476,0.05429075703162359,94.20655269087705,6.94872021146056,183.9791333215458,0.16748947500422945,0.12426685765952444,0.2553766628164589,3.1542094891109977,0.09008554366762453,96.57746923622344,0.13047187647267328,64227.18281232619,15761.222149613723,0.0789531234908243,35.58511766975309
65,465,47.6802,34.1373,29,48.9079,0,132,123,8,130,6,0.99605,44.84325,0.0,0.0,5.07143,8.671,29.07322,0.0,0.0,127.0,63.96215,0.00015,0.29,4.016,-1.0,1.575951,0.09904731597004111,70.69057816004828,0.14501645996807186,0.0623345803329985,0.8264400000000002,0.030287008399336755,21.155684482904128,0.05467702677468371,94.21916499155736,6.928244681261331,182.64783585801635,0.16664957054675716,0.12433457177422456,0.25537666281646154,1.7150921989334387,0.09026564192934818,96.53359525141917,0.1333138169689517,64343.790119941164,16025.66682348318,0.07914283662933065,35.95847800925926
66,466,48.2748,34.4858,30,52.4393,0,132,124,8,130,6,0.99202,45.39892,0.0,0.0,4.82143,8.725,29.27109,0.0,0.0,127.0,64.10135,0.00015,0.29,3.045,-1.0,1.540049,0.09663679709504588,71.04160754006149,0.14458612907150234,0.06238187506564423,0.8305619607843139,0.03029572854623359,21.094025600103684,0.055164397309854805,94.14584364938746,6.917006919806591,181.42820806326034,0.16690678678433973,0.1244405588205217,0.2614353298387492,1.3841338383860715,0.09061768152060382,96.34568281646217,0.13435678310092436,64422.0088409871,16546.7990854715,0.0791849911536759,36.18894675925926
67,467,49.3476,34.6132,31,48.0993,0,132,124,9,130,6,0.99284,46.38167,0.0,0.0,5.53571,8.413,29.57381,0.0,0.0,127.0,64.21925,0.00015,0.29,3.531,-1.0,1.539835,0.09425955299151643,71.39362014747013,0.14379014660561384,0.062416423000473016,0.8333376470588236,0.030286864538875226,21.11127217610677,0.05542330159841412,94.30013096660294,6.920179296401327,180.274521367784,0.1656984455763459,0.12453061819659994,0.26143532983875134,1.4034315359234708,0.09101522421251397,96.2373801567056,0.1353168516444522,64551.87413840919,17626.571167888575,0.07935188883840538,36.45973186728395
68,468,49.3944,34.3882,31,51.7967,0,132,123,9,130,6,1.01348,46.43233,0.0,0.0,4.42857,8.359,29.68338,0.0,0.0,127.0,64.24138,0.00019,0.29,4.499,-1.0,1.536151,0.09271618744251015,71.96205974426805,0.14213847982620412,0.06246153880024935,0.8352870588235295,0.030284554760179938,20.981389740366996,0.05574362420567378,92.60002877816929,6.9172542235195,179.20359817585287,0.16534700097481284,0.12465115980691722,0.2636529558819807,2.405124899760542,0.09134403513784373,96.18493261945858,0.1353373540855602,64398.61265018078,17502.68866873357,0.07955464968960292,36.75395447530864
69,469,49.4386,33.9465,31,49.8063,0,132,124,9,130,6,1.00997,46.48353,0.0,0.0,4.53571,8.361,29.50057,0.0,0.0,127.0,64.22581,0.00018,0.29,4.252,-1.0,1.499718,0.09152990431573796,72.24741063681257,0.14049766632093386,0.062481457498662414,0.8358227450980393,0.0302702437345833,20.876297750590762,0.05620725072158026,94.35670865262568,6.902345937196165,178.1870410423697,0.16387435540772977,0.12490687111612628,0.2636529558819797,2.2688268818917203,0.09172299952419846,96.13760111841802,0.13641775636342948,64552.339394249444,17246.159793679763,0.07971194368917496,36.997251157407405
70,470,49.2945,33.7639,31,48.1004,0,132,124,9,130,6,1.00094,46.35941,0.0,0.0,3.75,8.415,29.11292,0.0,0.0,127.0,64.29318,0.00019,0.29,4.728,-1.0,1.483212,0.09112670408591203,71.89531664363616,0.13845475454709247,0.06247975966260303,0.8382650980392158,0.030241485348619528,20.766655250831885,0.05656304721435453,92.54925847559514,6.891543215768477,177.2232521113878,0.1627182244946485,0.12492340071010598,0.26143532983875456,2.0837849682829743,0.09202405269499112,96.04372864569683,0.13928668299137356,64533.74366102598,17079.72676014176,0.07999782746414646,37.369791666666664
71,471,48.9403,33.5595,31,47.8258,0,132,123,8,130,6,1.01286,46.00882,0.0,0.0,4.07143,8.354,28.94983,0.0,0.0,127.0,64.37671,0.00015,0.29,4.427,-1.0,1.485257,0.089968819911939,71.4861778518011,0.13659365603256024,0.06247953501744137,0.8405121568627453,0.030205412864573414,20.719852212034624,0.056948096541902395,92.62267132353172,6.8834630149877105,176.2873776552955,0.1620869029303148,0.12439187727791655,0.26365295588197973,1.790508309721076,0.09229392992112716,96.14712951683131,0.14116003712477387,64479.0609684883,16809.4281351513,0.08025697142213754,37.530140817901234
72,472,48.8256,33.3283,31,51.1769,0,132,123,8,130,6,0.99403,45.90592,0.0,0.0,5.03571,8.539,28.77666,0.0,0.0,127.0,64.47452,0.00022,0.29,4.48,0.44534,1.448929,0.08881287616718966,71.36040852810696,0.13539085842205778,0.06257492227502032,0.8425647058823531,0.03020665188150035,20.717571494020063,0.05752762101055122,92.64438689539882,6.883410399981096,175.4018983442795,0.1597549835289445,0.12341087445522483,0.26365295588198195,2.1675066707866977,0.09266465323334157,96.1677765983095,0.14317311337649746,64540.749686906085,16745.123471835588,0.08021663372608046,38.01630015432099
73,473,48.6826,33.3737,31,50.4333,0,132,124,9,130,6,0.99578,45.81716,0.0,0.0,5.32143,8.66,28.58066,0.0,0.0,127.0,64.45879,0.00015,0.29,4.703,-1.0,1.416142,0.0882096830136281,71.95818809617994,0.13427643318524082,0.06255666054555375,0.8431301960784315,0.030155824368572188,20.684955173068577,0.05805511528651266,93.09904475081106,6.896209008453239,174.5471243839806,0.15818372609289494,0.12234769713982288,0.2636529558819814,1.224116168709131,0.09290325970978573,96.1264270932036,0.14412277705068569,64559.63956351645,16481.295702999887,0.08027576325492333,38.57672646604938
74,474,48.9952,33.6034,31,47.9571,0,132,123,9,130,6,0.9937,46.11677,0.0,0.0,3.78571,8.656,28.61953,0.0,0.0,127.0,64.51519,0.00016,0.28,5.116,-1.0,1.388904,0.08856844808369194,71.80513186007822,0.1321746031988243,0.06255350228094449,0.8455121568627453,0.03015667463620421,20.740181063428338,0.058533785691382,94.42221368978599,6.911506365137741,173.73355933620505,0.15797015433536613,0.1212274508683726,0.26749399686104397,2.2264299523487896,0.09314433142081377,96.02360882336681,0.14485992355595662,64694.36905946207,16875.502265649047,0.08019623993621684,39.00993441358025
75,475,49.226,33.7695,31,47.8106,0,132,124,9,130,6,0.99488,46.37808,0.0,0.0,4.96429,8.72,28.81962,0.0,0.0,127.0,64.57221,0.00018,0.29,5.55,-1.0,1.416901,0.08913754729731888,72.1403236438158,0.1304097598166965,0.06246956856593979,0.8471866666666668,0.03013977102644479,20.653359118803046,0.05892144237648817,94.41848847646304,6.929968430560104,172.98417772920104,0.1573988822557424,0.12011557841124955,0.26971162290427414,1.3170087735856852,0.09340992115105508,96.01545408523768,0.145783568646044,64743.146058978564,17042.91938413897,0.08035267721568487,39.31847993827161
76,476,49.6205,33.0318,32,52.2354,0,132,124,9,130,6,0.99656,46.7342,0.0,0.0,6.03571,8.465,28.95919,0.0,0.0,126.0,64.67149,0.00015,0.29,5.836,-1.0,1.394038,0.09082371526483697,71.14542578291372,0.12873972720614293,0.062405796587070204,0.8498274509803923,0.03011225810323873,20.70232928240741,0.05933531594565056,93.56258517859962,6.934174628445535,172.27621871821762,0.1571377585237945,0.11954998521998784,0.2735526638833394,1.7424983975791908,0.09369658767798496,95.9209761345181,0.145602828404782,64435.833303148494,17553.793451743215,0.08051365258476814,39.25776427469136
77,477,49.609,32.8534,32,49.9735,0,132,123,9,130,6,1.00303,46.72329,0.0,0.0,2.42857,8.426,28.32382,0.0,0.0,127.0,64.6894,0.0002,0.28,7.525,-1.0,1.432322,0.09425656711023024,70.73045191789167,0.12701653814775618,0.062264973405849765,0.8515835294117649,0.03008877731454137,20.886735515829958,0.059033526158644045,94.41118345442446,6.950437044019654,171.6082629061285,0.15662368372334654,0.11847945680637995,0.273552663883339,1.6258076526118894,0.09414949592565208,95.92888954108945,0.1465238217948468,64490.5402824966,18026.296132704112,0.08052205280151196,39.21137152777778
78,478,49.9137,32.9973,32,48.991,0,132,123,9,130,6,0.99342,46.99841,0.0,0.0,2.46429,8.582,28.17138,0.0,0.0,127.0,64.65441,0.00019,0.28,6.266,-1.0,1.458467,0.09757557167684884,70.60031659333819,0.12540170498541336,0.06209945807654717,0.8544266666666668,0.0300177098455896,20.799012360749423,0.05909051737661102,94.59439335823399,6.969778142521259,170.95378865260872,0.15510276530112987,0.11732648829322272,0.27355266388334076,1.5551161265265752,0.0947457611568697,95.86803014945454,0.14801753146993113,64412.749063992,18382.759851268227,0.08084598828129787,39.291425540123456
79,479,50.1636,32.5369,32,46.8289,0,132,123,9,130,6,0.99113,47.20749,0.0,0.0,1.82143,8.412,28.30033,0.0,0.0,126.0,64.68538,0.00017,0.28,7.839,-1.0,1.496462,0.10032175345100657,70.5721272268114,0.12403993089582609,0.061880133861514294,0.8590247058823531,0.029978920069783123,21.12371242193528,0.05914837447273634,94.77125918594513,6.9764320236682735,170.35186509767186,0.1534282263470217,0.11621914132323248,0.27355266388333915,1.786600555486661,0.09544934875640035,95.88539211154207,0.1490282429515489,64406.1811062789,18756.497328492667,0.0808450637018759,39.33965084876543
80,480,50.2911,32.0218,32,50.5229,0,131,123,9,130,6,0.9937,47.32237,0.0,0.0,4.0,8.338,27.90648,0.0,0.0,126.0,64.7325,0.00019,0.28,8.338,0.42695,1.546856,0.10236474883551938,70.22919236801823,0.12319630548313457,0.06165911921829886,0.8611082352941177,0.029880646470234085,21.15584178029755,0.059413590135508405,92.89203712215057,6.960396955031008,169.7749124018235,0.15241924526316378,0.11544842817906587,0.27355266388333793,1.4833536701225005,0.09606141132844113,95.9070595902669,0.1507851754819825,64471.576356362864,18959.351896903765,0.08099763289443142,39.275800540123456
81,481,50.9069,31.7478,32,47.6666,0,131,123,9,130,6,0.99601,47.84313,0.0,0.0,3.10714,8.264,27.45978,0.0,0.0,126.0,64.82391,0.00023,0.28,6.535,-1.0,1.574197,0.1043968922142613,69.9350157848954,0.12238461656064177,0.06146436901227479,0.86303568627451,0.029780387103410178,21.33743625217014,0.05977447987947891,95.04901159606527,6.939744543846534,169.2289177759248,0.151454341990519,0.11440474312822246,0.27355266388334115,1.6047632708053012,0.09659578027263642,95.79652098824704,0.15097695592049074,64676.68448289076,20055.469373946726,0.08118282583899411,39.32127700617284
82,482,51.2485,31.8155,32,48.5681,0,131,123,9,130,6,0.99132,48.12501,0.0,0.0,2.35714,8.072,27.22545,0.0,0.0,126.0,64.89508,0.00028,0.28,6.598,-1.0,1.619097,0.10565114946613918,69.37381413496114,0.12127771325899615,0.06126598307529962,0.8647549019607844,0.02971334770152666,21.426290064682195,0.06004236944464413,95.02176703131332,6.921670179112526,168.72226368044122,0.15002339072606352,0.11301637626437942,0.27133503784011265,1.922591677466564,0.09699942991643012,95.72412460684751,0.15082896622716363,64664.48506323578,20775.018076601868,0.08148510060768602,39.437403549382715
83,483,51.5045,32.108,32,46.3347,0,131,123,9,130,6,1.00475,48.33484,0.0,0.0,4.67857,8.071,27.28256,0.0,0.0,126.0,64.91775,0.00025,0.27,7.259,-1.0,1.674798,0.1073944533076382,68.30582127881934,0.11969128716875044,0.06107385315401883,0.8661913725490198,0.029619280304928056,21.43256293402778,0.06094655533263305,94.92102364801391,6.893164928871608,168.22018388473597,0.14880676200457602,0.11113436357813111,0.27355266388334004,1.3190276534657084,0.09742906966431301,95.6933554309483,0.15069041866863478,64712.72340030238,20985.067433867953,0.08207216341746675,39.44405864197531
84,484,52.1226,32.8675,33,49.3824,0,131,123,9,130,6,0.99254,48.89192,0.0,0.0,3.25,7.98,27.53592,0.0,0.0,126.0,64.92326,0.0002,0.28,6.82,-1.0,1.673851,0.1073764969208848,67.71045954913903,0.1185656138451132,0.060890390969020144,0.8661913725490198,0.029500334999350435,21.69144731686439,0.06188832931224223,94.26426489795719,6.873345257743874,167.7705352326125,0.14751934099665245,0.11042162682719484,0.2735526638833421,2.0449777963316844,0.09774366522999513,95.5727226581173,0.15060777884562374,64791.64933316652,22126.90759127942,0.08284153747792992,39.40576774691358
85,485,52.7299,33.3571,33,49.573,0,131,123,9,130,6,1.0139,49.47409,0.0,0.0,3.0,7.982,28.20127,0.0,0.0,126.0,64.95145,0.00018,0.27,6.824,-1.0,1.726521,0.10797188748554558,66.97519159239405,0.11743706633771014,0.06086756749536804,0.8667043137254903,0.02940003008322444,21.73457374101804,0.0618300039529299,94.49365518346714,6.857762317220217,167.3433456236209,0.1447695210420103,0.10799799040729678,0.2735526638833436,1.7933712595364446,0.09795477549603138,95.4726706554719,0.1518133237069676,64971.565372209356,22939.934216298025,0.08348698591492215,39.442756558641975
86,486,53.1032,33.8966,34,50.8402,0,131,123,9,130,6,0.99762,49.8406,0.0,0.0,3.39286,8.163,28.61038,0.0,0.0,126.0,64.95832,0.00015,0.28,7.086,-1.0,1.735241,0.10891817421909541,67.25945797157286,0.11641205129843725,0.060707766394323216,0.8672698039215687,0.02929915292939229,21.883958604600696,0.06236458730860322,94.34612176122502,6.854921390771929,166.93977311144192,0.1423566265691367,0.10573864852829427,0.27577028992657193,1.139370311245714,0.09837030179639125,95.39606469266822,0.15219123763801617,64907.857601520525,23084.470623551595,0.08417601871779962,39.52840470679013
87,487,53.4441,33.4896,34,49.8101,0,130,123,9,130,6,0.99291,50.14455,0.0,0.0,4.10714,8.024,29.08229,0.0,0.0,126.0,64.92071,0.00016,0.27,7.162,-1.0,1.802538,0.11028750613067122,67.52592048116266,0.11519783619542229,0.060603692775359444,0.8673372549019609,0.02925567509136146,22.084603015287424,0.06304659208338986,95.25536858198053,6.835874981342569,166.55290053896704,0.14049862149713874,0.10442837442294925,0.27577028992656655,1.329292968446942,0.09870681671927238,95.35458277712159,0.1524526811764778,64960.29407774364,23641.13822765008,0.0845871451426415,39.395640432098766
88,488,53.4555,33.6124,34,49.5259,0,130,123,9,130,6,1.00687,50.15605,0.0,0.0,4.35714,8.05,28.73421,0.0,0.0,126.0,64.85005,0.00018,0.27,7.032,0.43146,1.82845,0.10991401446723348,67.91208998684591,0.11304814135999242,0.06035611328346119,0.8670921568627452,0.029121083532406205,22.297027587890625,0.06369709523469123,94.53664084493369,6.7915050300768876,166.1654958885076,0.13804473549630725,0.10246151495175242,0.2757702899265684,1.5294535047209796,0.09920017356686778,95.28447794160328,0.15305630695102493,65160.40648712176,23653.30696210527,0.08514742737976246,39.385561342592595
89,489,53.1443,33.7447,34,49.5068,0,130,123,9,130,6,0.9933,49.84989,0.0,0.0,5.42857,8.17,28.8479,0.0,0.0,126.0,64.87297,0.00018,0.27,6.257,-1.0,1.869876,0.11037942965780227,67.99526301102554,0.10998993902152832,0.060231125870180535,0.8686317647058825,0.02902374988490097,22.369620429144966,0.06427486313796377,94.72321281981479,6.791566771495143,165.75631535569,0.13638767527294215,0.09992474165037919,0.275770289926565,1.5562393941227337,0.09965091191176803,95.3940942026705,0.15372670369372582,64967.95154231085,23052.451871218887,0.08562100195258601,39.3188175154321
90,490,52.6758,33.5555,34,49.8706,0,129,123,9,130,6,1.02318,49.43671,0.0,0.0,4.25,8.356,28.96618,0.0,0.0,126.0,64.87282,0.00026,0.27,8.321,-1.0,1.884608,0.11235795693559673,69.80589982188481,0.10730179568592645,0.059856496149672825,0.8700525490196079,0.02878280834563662,22.62227903766397,0.0646630778785423,95.13465885759837,6.822619774899507,165.36644406389036,0.13417108682180906,0.09823265743147983,0.2735526638833417,2.24791719977758,0.09990829791472115,95.44624071635056,0.15272724344269656,64700.537969549616,22143.11489905972,0.08583216910107024,39.3900462962963
