,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,fft,cubrow.0.5,temporal,cubcol.0.6,cubrow.0.3,blockiness,cubrow.0,cubrow.1.0,uhdhdsim,noise,movement,cubcol.0,color_fulness,saturation,tone,contrast,staticness,cubcol.1.0,blur,cubrow.0.6,cubcol.0.5
45,145,51.2109,20.5005,31,22.9123,0,118,113,13,137,14,0.99694,47.52425,0.0,0.0,3.60714,5.122,17.89751,0.0,0.0,125.0,27.7328,4e-05,0.31,1.749,-1.0,1.172262,0.0972644975189396,67643.25069294678,0.09241510122230746,4.650899824852472,0.09697115634862374,0.20419277814577175,1.039593902702966,0.24379378784620986,0.0927321245129139,95.95769645650101,0.3337043413852296,9.901765046296296,0.0827762627634818,85.0354955045111,60.71303077980325,0.40931647058823534,87.57520058398252,477.97401908038864,0.08339893254367356,21697.244718470283,0.10417638858102361,0.08345679197309966
46,146,51.2907,21.1367,31,25.0001,0,118,114,13,137,14,0.9979,47.60452,0.0,0.0,4.14286,5.158,17.59264,0.0,0.0,125.0,27.94065,3e-05,0.32,1.716,-1.0,1.196739,0.09702994458809057,67295.8041940903,0.09212838843099848,4.7823372677800915,0.09664938064460228,0.203821848067391,0.8390802882476714,0.24279903756621088,0.09600196447115285,95.96106004091779,0.32542804831972216,10.223331404320987,0.08288771772940266,86.10149011603315,60.36284288947965,0.4130713725490196,86.55200006552398,477.18575324214555,0.08318038057925163,21451.3949902759,0.1036769230071752,0.0846101923310524
47,147,51.1728,21.6953,32,23.612,0,118,114,13,137,14,0.99839,47.586,0.0,0.0,5.21429,5.178,18.14488,0.0,0.0,125.0,27.92109,6e-05,0.32,1.494,-1.0,1.203112,0.09719582057015069,66960.282177089,0.09212846132536806,4.774187961514756,0.09627637329739495,0.20363832180572186,1.0497543693002465,0.24193870344555987,0.09549965725809506,95.9616615223828,0.33754538236429776,10.819733796296296,0.08292033583737135,86.35844860950033,60.122620382426696,0.4142164705882353,91.78225968353141,476.3893799423715,0.08309351986495297,21126.06585322144,0.10339469097797763,0.08523126794330103
48,148,51.2041,22.0369,32,24.1388,0,118,114,13,137,14,0.99889,47.63284,0.0,0.0,6.03571,5.207,18.61436,0.0,0.0,125.0,28.09347,5e-05,0.31,1.723,0.30813,1.222904,0.09773817992827337,66969.93149143536,0.09182314776307483,4.792091818900344,0.09631921255298122,0.2035174879868478,0.9992257839123425,0.24119852622927343,0.09529793429279233,95.98767148568771,0.3353277563210708,11.336323302469136,0.08292863333339714,87.55097341324695,59.875175947024495,0.4224438235294107,91.42792621804837,475.6223692808743,0.08289017706520532,21110.096109430728,0.10332585945991635,0.0858572816794126
49,149,50.1716,21.9635,32,26.2051,0,118,114,13,137,14,1.00044,46.71146,0.0,0.0,5.64286,5.28,18.9155,0.0,0.0,125.0,28.27909,2e-05,0.32,1.616,-1.0,1.22527,0.09826238018062049,66663.99199291854,0.09222004602401646,4.835747039261498,0.0965570247338286,0.20300347505026395,1.1621303659002762,0.24087843275281173,0.09511510599838624,96.12979239617394,0.3337043413852412,11.3671875,0.08288001387383104,89.51739941996412,59.7599351671007,0.4337024901960783,88.80947720956117,474.9210405967476,0.08269954125818682,19973.41778811729,0.10321375021646137,0.08680440788411797
50,150,49.2041,22.1896,31,27.2033,0,118,114,13,137,14,1.00255,45.7849,0.0,0.0,3.5,5.291,18.85139,0.0,0.0,125.0,28.28225,5e-05,0.32,1.805,-1.0,1.240356,0.09893048463972388,66700.55424622755,0.09285713974397529,4.831809239801939,0.09621740063370808,0.2022198928280673,1.1295107483798952,0.24086799843871246,0.09472666208041847,96.23460432052916,0.32542804831971733,11.761622299382717,0.08280651394025867,89.16150320272558,59.985752058617855,0.43284556862745,88.58986247990214,474.36132679588565,0.08251674717183008,19270.45603948127,0.10300523003568321,0.08834689195131179
51,151,48.186,22.8643,30,27.1702,0,118,114,13,137,14,0.99086,44.82552,0.0,0.0,4.53571,5.415,19.04554,0.0,0.0,125.0,28.27526,3e-05,0.42,1.667,-1.0,1.246793,0.09934764404495336,66540.18625316747,0.09318789778102739,4.939611808760366,0.0959938419436111,0.20077941956038195,1.4023588608722737,0.24046199252908312,0.09429097975225875,96.40625919503165,0.3254280483197179,12.382860725308642,0.08269554717331315,89.12666019195369,60.16852126886815,0.4311031372549019,91.13464188013633,473.93008249057686,0.0823988888589023,18269.292685036347,0.10249698029085301,0.08829035403821492
52,152,47.9737,23.2092,30,25.6594,0,118,114,13,137,14,0.99871,44.6398,0.0,0.0,4.17857,5.454,19.62821,0.0,0.0,126.0,28.34919,4e-05,0.42,1.693,-1.0,1.241705,0.09961960583824868,66503.39546293342,0.0931530503057876,5.032139519557275,0.096023186679094,0.19920453691555554,0.9966689046152536,0.2401805289648553,0.09422481207598206,96.41189632550139,0.32542804831971883,12.956741898148149,0.08258222399341654,88.66589367343875,60.00740484543788,0.43384235294117646,89.63490306688287,473.43504398420583,0.08230041120382961,18062.634020113368,0.10207754237516402,0.08871127664149371
53,153,48.7913,23.4755,31,26.6107,0,118,114,13,137,14,0.99482,45.42012,0.0,0.0,5.60714,5.252,19.9248,0.0,0.0,127.0,28.45567,3e-05,0.42,1.708,-1.0,1.217516,0.09990819237109214,66533.93149560457,0.093708667045954,5.0683939011680135,0.0955817187152578,0.19812641052923577,1.0647512719152876,0.239902544696238,0.09450910782678211,96.26191343238469,0.3331101302778383,13.381655092592593,0.08250811702488114,88.1601342565444,59.937686684690874,0.4405647058823515,87.36394039654712,472.75596976313915,0.08233044932811415,18711.045860177896,0.10167658891163545,0.08937729309625034
54,154,49.8822,23.5104,31,28.8916,0,118,114,13,137,14,0.99362,46.44631,0.0,0.0,5.78571,5.23,20.15529,0.0,0.0,128.0,28.5439,3e-05,0.31,1.899,-1.0,1.197202,0.10021382450141861,66588.86536843308,0.0934646633736785,5.12391567057124,0.09525512426797704,0.19743610737180317,0.891941968168738,0.23967378134338008,0.0942861158922772,96.12501214062638,0.3375453823642966,13.940489969135802,0.08246547585421968,88.12165249226162,59.96470905822,0.44702745098039226,86.29116999838524,471.91542139344386,0.08239200507453884,19862.807922450476,0.10145324202782743,0.08857415481188712
55,155,50.6196,20.4674,32,29.5829,0,118,114,13,137,14,0.99754,47.12923,0.0,0.0,3.92857,5.247,20.18275,0.0,0.0,128.0,28.49364,3e-05,0.31,1.75,-1.0,1.248403,0.10046826546814422,66520.02913341898,0.09303899927681572,5.124575631080348,0.09489174659197087,0.19757055124627168,1.030668918854346,0.2395195215381954,0.0941787505790992,96.04327987550526,0.3314867153420044,13.833815586419753,0.08241335873407539,88.91823950717149,60.11972422658661,0.4458050980392157,86.21299301778369,471.0523027665372,0.0824346171799877,20678.69537173196,0.10123950604517112,0.08844247151763181
56,156,50.3987,22.9205,31,21.8012,0,118,114,13,137,14,0.99922,46.89295,0.0,0.0,3.64286,5.227,17.57474,0.0,0.0,128.0,28.34241,4e-05,0.32,1.654,0.29771,1.257674,0.10064741719382082,66544.68585781037,0.09278003878500465,4.8009830928058275,0.09448947246078197,0.19811686652211355,1.213704315676011,0.23899633588596272,0.09376365094440481,96.09069645220663,0.32926908929878446,13.544463734567902,0.08232153174844327,89.17678861440717,60.26011921447001,0.4403517647058824,88.58936697806706,470.2324643474929,0.082447162258497,20528.390712465483,0.10115098944893176,0.08855726109043721
57,157,49.4872,22.3656,31,28.06,0,118,114,13,137,14,0.99422,45.98364,0.0,0.0,3.42857,5.209,19.67248,0.0,0.0,128.0,28.22363,5e-05,0.32,1.627,-1.0,1.274369,0.10085439207485483,66516.96944279858,0.0925739915234843,5.0262004348683895,0.09411580071923104,0.19760481415628792,1.2893859205170053,0.2385564370367516,0.09371359300471686,96.22802476153089,0.32542804831971645,13.378327546296296,0.08224894444890819,89.4367357677466,60.363497321988326,0.4354717647058824,89.49648760626782,469.49418509571814,0.08247379383264275,19729.761163239396,0.1011327756014831,0.08818056890115385
58,158,48.157,21.5422,30,27.3228,0,118,114,13,137,14,0.99671,44.64468,0.0,0.0,4.60714,5.328,19.20014,0.0,0.0,128.0,28.14863,3e-05,0.31,1.558,-1.0,1.268012,0.10117636113888907,66362.03938616051,0.09249929822011621,5.0027152638916075,0.09372696116073666,0.1967014206042264,0.8416501006826987,0.23813022285398802,0.09387078104858425,96.43268054998234,0.32321042227648744,13.077208719135802,0.08216974765604285,89.70999307595065,60.70187189549575,0.42952784313725495,88.76558743905737,468.9197741776394,0.08254152101260132,18468.956343228452,0.10121083961127736,0.08772900067153612
59,159,46.5777,21.2202,29,26.4388,0,118,113,13,137,14,0.99954,43.08583,0.0,0.0,5.25,5.216,18.49286,0.0,0.0,128.0,27.95676,5e-05,0.31,1.605,-1.0,1.308426,0.10127523467151377,66330.28128137765,0.09234704960145852,4.951946425936956,0.09348217549166705,0.19524996102185516,1.3791355810518595,0.23763577073508688,0.09396653999529259,96.66441771644712,0.3209927962332541,12.639564043209877,0.08207365110498394,89.59216045222969,60.99136804651331,0.422084705882353,91.01803613214362,468.4608954641517,0.08247321811160578,17419.95442075359,0.10130157677505768,0.08747149191904553
60,160,46.2011,20.9954,28,23.0977,0,118,113,13,137,14,0.99689,42.74285,0.0,0.0,5.71429,5.36,18.21422,0.0,0.0,126.0,27.96946,5e-05,0.31,1.523,-1.0,1.294614,0.10135611555272764,66251.18414244521,0.09246637788183334,4.8178663095554,0.09247733343436895,0.19409436631347032,0.9562127765583553,0.23706620662898883,0.09356700424644458,96.70720379348654,0.32099279623325455,12.252748842592593,0.08190796895685763,88.96083011428485,61.12049959912712,0.41874823529411775,88.38068440730778,468.0182253555792,0.08261350598669491,16933.418989973816,0.10198132161710036,0.08701640846041418
61,161,46.5286,20.8816,29,24.3881,0,118,113,13,137,14,1.00132,43.07721,0.0,0.0,6.75,5.363,18.02361,0.0,0.0,125.0,28.01623,5e-05,0.31,1.556,-1.0,1.29756,0.10183701216856926,66327.03596342915,0.09239345674365874,4.967077066506955,0.09175124298348704,0.19325470645180162,0.765709276801341,0.23641056645059874,0.09324942787764703,96.68248469361522,0.3209927962332549,11.980806327160494,0.08174676476572652,88.85323805642432,61.02396571783372,0.41423019607843137,87.71233905734238,467.5149074992505,0.08260871200509583,17308.995120549866,0.10233596670363806,0.08695705381539601
62,162,47.4435,20.4148,29,24.3978,0,118,113,13,137,14,1.00056,43.95021,0.0,0.0,3.28571,5.325,17.92385,0.0,0.0,125.0,28.14921,5e-05,0.32,1.605,-1.0,1.369223,0.10272195426849298,66404.29167250563,0.09226086484282497,4.8650605153644735,0.0918172998605076,0.1921987957973938,0.9424147980641,0.23587471096817153,0.09258696958422093,96.60131813409826,0.3209927962332531,11.962287808641975,0.08162164169739596,88.76444162914915,60.89488050672743,0.4201121568627451,89.94564564657918,466.9377412890535,0.08274088343990926,18038.93708890898,0.10221301984665283,0.08715031051235864
63,163,49.057,20.4727,30,24.7756,0,118,113,13,137,14,0.99678,45.49738,0.0,0.0,4.71429,5.208,17.52397,0.0,0.0,124.0,28.20836,5e-05,0.31,1.549,-1.0,1.257163,0.10276524600431308,66459.15627296615,0.0921952326993629,4.8449781895698365,0.09151363298221098,0.1909761985782273,1.0343622038625693,0.23538716283570044,0.092140171435885,96.31107603661361,0.3232104222764857,11.890962577160494,0.08150846121587664,88.01099559189217,60.798293690622586,0.4273768627450981,88.33666229171374,466.29634971963293,0.08211508491152637,19544.148242819258,0.10156252299584156,0.08708189178415117
64,164,49.2984,20.2549,30,22.3667,0,118,113,14,137,14,0.99636,45.72417,0.0,0.0,5.53571,5.265,17.57316,0.0,0.0,124.0,28.21674,2e-05,0.32,1.66,0.30221,1.327998,0.10274036157909479,66386.38556981151,0.0918331316218,4.829354404684894,0.0934190357124478,0.18997418736075716,1.1237376722474244,0.2348234556473676,0.09168786469225564,96.28555546907623,0.32321042227648217,12.233121141975309,0.08138596584813271,87.3147295014139,60.769233609423225,0.4288592156862745,86.29868426776358,465.62962519911196,0.08229928732315522,19661.36201952351,0.10120028597111287,0.08688045143104957
65,165,49.1708,19.6231,30,20.0769,0,118,113,14,137,14,0.9981,45.5835,0.0,0.0,3.85714,5.325,17.38793,0.0,0.0,125.0,28.26807,6e-05,0.32,1.49,-1.0,1.352539,0.10290472268360153,66400.2885920018,0.09180087522311936,4.695754888458236,0.09499753618452085,0.18915517655268668,1.209234104367221,0.2342537345499317,0.09143575091105845,96.30860496544052,0.3209927962332549,12.518036265432098,0.08133726445080741,86.71215096040552,60.89356599030671,0.4304946078431354,85.02238169642891,464.92547710538076,0.0822934358023926,19551.947138354717,0.10107098742065261,0.08686182396093704
66,166,49.6099,19.5455,31,20.2048,0,118,113,14,137,14,0.99717,45.99829,0.0,0.0,6.75,5.259,16.84544,0.0,0.0,124.0,28.3845,3e-05,0.32,1.714,-1.0,1.308442,0.10236588676700799,66423.39334715539,0.09176693850928344,4.738963176765646,0.09660360067222157,0.18846867868264375,1.1789300301009604,0.23378728489411882,0.09097335202500333,96.20671785212119,0.3232104222764792,13.057002314814815,0.0813283908144707,86.46430539226309,60.81077613359616,0.430198862745098,89.05236197744686,464.1773413645154,0.08234681243482121,19811.12801631088,0.10096042831981425,0.08664402372293782
67,167,49.5641,19.3228,31,21.1445,0,118,113,14,137,14,0.99624,45.99729,0.0,0.0,4.42857,5.245,16.7776,0.0,0.0,124.0,28.46658,5e-05,0.32,1.564,-1.0,1.294661,0.1023722991398267,66424.67572543168,0.09181659857017416,4.665341901635546,0.09759265045101986,0.18874656904828999,1.4879680238653448,0.23349366949575046,0.0905025456259781,96.19505895789011,0.3232104222764814,13.450713734567902,0.08126254617726565,86.47504333857579,60.85340805995612,0.43035333333333337,86.39838689435528,463.4529501661326,0.08224413967032118,19622.42506790833,0.10086109950386067,0.08648380302020477
68,168,49.5535,19.4048,31,20.3064,0,118,113,14,137,14,0.99555,46.01779,0.0,0.0,4.5,5.27,16.58846,0.0,0.0,123.0,28.57946,5e-05,0.32,1.606,-1.0,1.290294,0.10256353331817016,66289.04338479586,0.09186707624558453,4.570271687192467,0.09875505220559523,0.18912140478988962,1.276451866297648,0.2332630956877442,0.09049492202241406,96.16180511271142,0.3232104222764845,13.718942901234568,0.08126199154010168,86.8329810075123,60.82248132022811,0.4359996078431373,87.14855554901955,462.75869226443365,0.08214307602987293,19482.89218436029,0.10077422687215962,0.08639622232555116
69,169,49.8295,18.9978,31,21.2172,0,117,113,14,137,15,0.99966,46.29313,0.0,0.0,4.67857,5.292,16.65803,0.0,0.0,123.0,28.6986,7e-05,0.32,1.625,-1.0,1.320124,0.1028509477895696,66334.39342500147,0.09189022014104663,4.790572372361719,0.10038249318460331,0.18965785795207715,1.170810415254072,0.23303884326651858,0.09055332106536454,96.09508055151389,0.32099279623325566,13.784047067901234,0.08119745460566927,87.06731408688488,60.84582858615452,0.4440360784313725,89.0918035251286,462.1180882387912,0.08194114622843923,19637.54107386001,0.1005489789138311,0.08605417917057803
70,170,50.2113,19.077,32,19.8242,0,118,113,14,137,15,0.99699,46.63177,0.0,0.0,5.75,5.309,16.3076,0.0,0.0,123.0,28.81181,5e-05,0.32,1.466,-1.0,1.375747,0.10337500911183599,66417.10907395309,0.09189177157024044,4.60426061995642,0.10189009084215365,0.18930948383774865,1.0737215490508882,0.23296407467485608,0.09041508196867612,95.9964696828242,0.3209927962332568,13.520640432098766,0.0812092429125013,87.21759030912953,60.7667933334539,0.4490601176470588,89.49962845323816,461.5232334723078,0.0817635360735927,20013.747500873968,0.10022324354182176,0.08588459394199704
71,171,50.6521,19.0793,32,21.0342,0,117,113,14,137,15,0.99611,47.05685,0.0,0.0,3.14286,5.337,16.37291,0.0,0.0,122.0,28.90431,8e-05,0.32,1.56,-1.0,1.360576,0.10359711935150608,66386.43094997562,0.09212372340689781,4.5967111337532165,0.10337273754129071,0.1887261433961915,1.0001580395691392,0.23290080502478533,0.0903871665429193,95.92059238181662,0.32099279623325583,13.40721450617284,0.08129375729370035,87.60997342475851,60.69941843291859,0.4524176470588236,90.17666518974085,460.9482836004818,0.0816525097135455,20408.280402491935,0.09998589659486523,0.0857592828496734
72,172,50.7216,19.0196,32,20.3091,0,117,113,14,137,15,0.99822,47.13701,0.0,0.0,2.96429,5.307,16.37698,0.0,0.0,122.0,28.93535,7e-05,0.32,1.637,0.33655,1.347356,0.10392908703456191,66347.1807066475,0.09234538002527463,4.551597478803843,0.1037331807759161,0.18814581604319316,0.9765825063850354,0.23286812226367617,0.090199547097289,95.93649338587001,0.3209927962332571,13.553047839506172,0.08136937758212519,87.91381608999562,60.793877118899495,0.4500909803921569,86.59341158936085,460.3876375061484,0.0815892307931904,20520.725051024212,0.09984101852851157,0.08585623214584795
73,173,51.041,19.0336,32,20.8964,0,117,113,14,137,15,0.99915,47.43199,0.0,0.0,3.71429,5.288,16.33169,0.0,0.0,122.0,28.85409,5e-05,0.31,1.988,-1.0,1.350136,0.10447948304263162,66414.82106889287,0.09238429347794518,4.666181425940727,0.10466589379026521,0.18807205612861522,1.3617291917236183,0.2328428357956265,0.08992340112540755,95.9078043350007,0.3232104222764833,13.306471836419753,0.08156773463874793,88.21310515482922,60.79776754497011,0.4421156862745098,87.05067311726177,459.82065271169245,0.08162132034814693,20813.93774633005,0.0998007729454855,0.08455877039917241
74,174,51.0529,19.5927,32,19.8139,0,117,113,14,137,15,1.00508,47.43955,0.0,0.0,4.78571,5.278,16.34188,0.0,0.0,123.0,28.77693,0.0001,0.32,1.721,-1.0,1.344357,0.10519157708913852,66359.61766054232,0.0923374667162572,4.456625920603323,0.10516148023044072,0.18857011049345335,1.0207204255717672,0.2328956897977732,0.08989207815439994,95.94381252048125,0.323210422276485,13.112654320987655,0.08171743466840577,88.39075096402426,60.87832264841339,0.43787596078431357,88.63786025167967,459.30677747585133,0.08167429724204164,20711.936525975198,0.09970689892293695,0.08460697064586943
75,175,51.2961,19.1452,32,21.13,0,117,113,14,137,15,0.99999,47.69597,0.0,0.0,4.35714,5.211,16.81971,0.0,0.0,123.0,28.8466,8e-05,0.32,1.767,-1.0,1.332196,0.1057981772259376,66491.94102644072,0.09252781658659175,4.474077822711975,0.10536893787465512,0.1897755820688537,1.2879432796676635,0.23309792871005297,0.08974117875281268,95.91219936351911,0.3232104222764871,12.741801697530864,0.08181004617505756,88.95651761828682,60.96195192690249,0.43455725490196084,89.42419592913261,458.80838733466027,0.0818354723484183,20922.531298031867,0.09859477131610754,0.08473002899837569
76,176,52.9802,18.8513,33,23.8472,0,117,113,14,137,15,1.00176,49.18826,0.0,0.0,5.28571,5.198,16.4406,0.0,0.0,125.0,29.21906,6e-05,0.32,1.811,-1.0,1.286343,0.10645951513908206,67120.37391537473,0.09377541340702084,4.358837724277467,0.10713665945881133,0.19099996577928685,1.3454178589786363,0.23312865337600308,0.08954933513382171,95.69548016635667,0.3232104222764845,12.584056712962964,0.0819116234695669,89.87736503621844,61.05082777988764,0.4357133333333334,85.53005636732416,458.34174087033097,0.08192589520115566,23288.146150059954,0.09780263138763792,0.08574110994565723
77,177,51.8828,19.8422,33,24.1894,0,117,113,14,137,15,1.00524,48.25268,0.0,0.0,5.10714,5.225,16.18997,0.0,0.0,124.0,29.23889,0.00012,0.32,1.641,-1.0,1.246808,0.10704866800079409,66511.55712925449,0.09325998985080967,4.48004857812342,0.10885262798959687,0.19134995441676556,1.424157352158291,0.23297698222207963,0.08937897404477575,95.85184000752864,0.32321042227648594,12.740547839506172,0.08199545183502768,90.54962253649171,60.93359412676023,0.44041688235293824,88.84405906563389,457.9247309865967,0.08201402660034143,21466.363387292116,0.09734907242242101,0.08639115588332971
78,178,51.4461,20.2021,32,21.2587,0,117,113,14,137,15,0.99266,47.89544,0.0,0.0,3.82143,5.16,17.03531,0.0,0.0,124.0,29.11242,4e-05,0.32,1.702,-1.0,1.194434,0.10750605445591478,66563.9034716574,0.09317439132304042,4.59587091656616,0.10952242803721514,0.1913867539572411,1.0917928048375067,0.2330838953104727,0.0893759858101681,95.91408244472673,0.3232104222764905,12.778645833333334,0.08209433717279044,90.61786043515988,60.76382973753376,0.44033254901960794,89.90297084186938,457.54180286820394,0.08210609428936028,21035.79665982135,0.09716518186665143,0.0861112671149517
79,179,51.0872,20.4448,32,19.8691,0,117,113,14,137,15,0.99849,47.5808,0.0,0.0,3.42857,5.164,17.34184,0.0,0.0,123.0,29.10063,4e-05,0.31,1.851,-1.0,1.20267,0.10806653932688488,66468.6598316344,0.09301240089762697,4.489775943993572,0.11017846577222537,0.19085566869272205,1.1117116346207085,0.2327802962478464,0.08932498767633197,95.95001417421176,0.32321042227649227,12.730082947530864,0.08211232970350603,90.29150779230368,60.70856146164883,0.4421725490196079,87.82309526150321,457.1864519076843,0.08210731311741759,20683.25781453135,0.0967809353559056,0.0854131834840911
80,180,51.1533,20.4483,32,21.3075,0,117,113,14,137,15,1.00207,47.64068,0.0,0.0,4.78571,5.168,17.5541,0.0,0.0,123.0,29.1583,5e-05,0.32,1.834,0.35237,1.180169,0.10861796500726362,66550.29304301181,0.09288334707707656,4.758870723800303,0.11094409046635234,0.19065285840712076,1.296264619695835,0.23251715041689694,0.08949980868007236,95.93047741620823,0.32542804831970734,13.010657793209877,0.08225960245658162,89.91288957340794,60.73504770537953,0.4448160784313726,88.36366774524485,456.85079729323024,0.0821305004629562,20954.229813885104,0.09627684369574938,0.08524402751988513
81,181,51.5133,20.7174,33,21.7129,0,117,113,15,137,15,1.00043,47.99995,0.0,0.0,3.21429,5.145,17.55529,0.0,0.0,123.0,29.28209,6e-05,0.32,1.721,-1.0,1.160862,0.10900479969166124,66619.2812840038,0.09292648587228179,4.682722719931136,0.11115031584075023,0.1903171460550405,1.2807766437465782,0.2323671760570721,0.0896114908606695,95.86024383811754,0.32542804831971645,12.970775462962964,0.08228725440189232,89.81162529869903,60.68401308412905,0.4473172549019607,88.42286588880569,456.561624884193,0.08203667348260531,21242.480641936658,0.09642091944409668,0.0854630121416868
82,182,51.2567,21.1935,33,22.2963,0,117,113,15,137,15,0.99848,47.7961,0.0,0.0,3.07143,5.16,17.78472,0.0,0.0,124.0,29.3177,3e-05,0.32,1.72,-1.0,1.100441,0.1093956335639954,66517.9894499138,0.0926626168656502,4.720734974812471,0.11132051336632132,0.1904463636056148,1.314020375822689,0.23209196509301375,0.08998200980193577,95.89879845042056,0.3298633004061839,12.556037808641975,0.08217318921141963,89.51233063987328,60.63593301655333,0.4450533333333334,88.6727867381655,456.28661422064766,0.08209155435408566,20845.863970357186,0.09602039436938056,0.08527475363225379
83,183,51.3228,21.487,33,23.5127,0,117,113,15,137,15,1.00202,47.86039,0.0,0.0,3.10714,5.197,18.19097,0.0,0.0,124.0,29.27362,5e-05,0.32,1.698,-1.0,1.068283,0.10972123971668633,66445.34308076784,0.09271891695704582,4.845710989612976,0.11140383790018675,0.19091438350063134,1.0566511202282014,0.23196226486031,0.09011337918884266,95.88687359960987,0.3375453823642985,12.195216049382717,0.08220132393786897,89.22115496746471,60.491975383994024,0.4405058823529411,86.85272910699028,456.0181957784759,0.081914720383583,20906.008846243367,0.09567996270593622,0.08595276654547002
84,184,51.8371,21.7708,33,24.6379,0,117,114,15,137,15,0.99561,48.33214,0.0,0.0,3.60714,5.211,18.44693,0.0,0.0,125.0,29.26943,6e-05,0.32,1.475,-1.0,1.063217,0.11006262720172573,66530.37552481303,0.09293385148344886,4.807397855220065,0.11132420959479813,0.1910019453061792,1.2091765672240173,0.23185707903979988,0.08998197743154225,95.77085754505725,0.33754538236429926,12.450569058641975,0.08214403939998556,88.5318036411316,60.287096376772276,0.44060235294117656,84.47295211395307,455.71230096204835,0.08175118574897453,21254.175851659584,0.09581463065374203,0.08673087456073537
85,185,52.3038,21.7329,33,23.568,0,118,114,15,137,14,0.99719,48.76543,0.0,0.0,2.07143,5.242,18.69096,0.0,0.0,124.0,29.28271,4e-05,0.43,1.694,-1.0,1.055313,0.11041947691613167,66548.09829076954,0.09217074414634398,4.835602749197381,0.11126866869886426,0.1909178757850565,1.123329811039209,0.2318831592855511,0.09015775243914853,95.70163872789648,0.3375453823642995,13.040219907407407,0.08209126524265296,87.72741521137078,60.066630610713254,0.43982313725490196,88.49902175006342,455.3710883147058,0.08184603193611235,21625.25802822735,0.09596819150630648,0.08588038044749834
86,186,52.8114,21.7614,34,22.3221,0,118,114,15,137,14,0.99793,49.21327,0.0,0.0,3.07143,5.229,18.65784,0.0,0.0,123.0,29.32251,5e-05,0.43,1.581,-1.0,1.040594,0.11078469067584754,66730.3422472473,0.09145439992195041,4.768338510176657,0.11124331559715371,0.19085438112905814,1.2277855480780315,0.23192662448852902,0.09004295321792224,95.61626172840597,0.33754538236430304,13.517216435185185,0.08210703234014834,87.39527185004513,60.03069710437162,0.44082156862745103,87.52009141870283,455.0234212120139,0.08155816700588242,22191.79093876357,0.09597918567674767,0.08593655488794334
87,187,53.1981,22.1329,34,23.4661,0,118,114,15,137,14,1.00378,49.53608,0.0,0.0,4.39286,5.167,18.68092,0.0,0.0,124.0,29.21717,3e-05,0.42,1.597,-1.0,1.129576,0.11114661437533269,66784.27552072862,0.09082559385121881,4.8313951853194945,0.11126712394752593,0.19074335535722495,1.035494963978674,0.23202425369353405,0.08956209463155013,95.57981562360115,0.3375453823643031,13.283516589506172,0.08209523084429242,87.25508397256043,59.905970067153746,0.4356203921568627,87.11951805377576,454.7073921439378,0.08172726402672974,22639.149189343225,0.09589531650161993,0.08631090813549715
88,188,52.7524,22.2513,33,22.3805,0,118,114,14,137,14,0.99934,49.09403,0.0,0.0,4.17857,5.196,18.99706,0.0,0.0,125.0,29.11186,3e-05,0.42,1.564,0.32793,1.174939,0.1116805420959816,66843.59462551537,0.09019639632678518,4.740856022316146,0.11137146111512657,0.19037537517636172,1.599375926537522,0.2320262638617926,0.08885982051023245,95.62728730255004,0.33754538236430104,12.931471836419753,0.08205294387636237,86.99389943068557,60.01946173773871,0.43395843137254914,88.76844087003009,454.4101681713877,0.08216714234099719,22388.9577254949,0.09608150717687979,0.08651724684398367
89,189,51.08,22.5658,32,24.7383,0,118,114,14,137,14,1.00367,47.49623,0.0,0.0,3.75,5.206,19.09873,0.0,0.0,126.0,29.15841,5e-05,0.32,1.566,-1.0,1.182317,0.11212507806260612,66766.65332160027,0.09013946106728343,4.7143086435200985,0.11151440022451975,0.18921780421064177,1.3762257807451357,0.23206586012141575,0.08813154273437171,95.89620330802774,0.33532775632107,12.365837191358025,0.08201550707759135,87.08710289236998,60.154561737437305,0.43828235294117635,87.53428946500627,454.1850946422249,0.08309056488239727,20699.149795159923,0.09655985286678118,0.08673090173953127
90,190,50.0202,22.1542,32,24.4329,0,118,113,14,137,14,1.001,46.48663,0.0,0.0,5.96429,5.301,19.37337,0.0,0.0,126.0,29.1562,7e-05,0.32,1.572,-1.0,1.205465,0.11240741238796496,66587.51221296223,0.09021991874098188,4.750519112851119,0.11135331036346151,0.18767212292450963,1.315370561163793,0.23212223438287022,0.087888234742593,96.01785057945972,0.3314867153420062,12.394434799382717,0.08197776332585122,86.72716838398685,60.46618727695795,0.43880313725490194,85.32837735342315,454.04878592209604,0.08348436469037822,19844.238745120252,0.0965597905386664,0.08710845123124147
