,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,staticness,blockiness,noise,cubcol.1.0,contrast,temporal,color_fulness,cubcol.0,blur,tone,saturation,cubrow.0.3,cubrow.0.6,uhdhdsim,cubcol.0.3,cubrow.0.5,cubrow.0,cubcol.0.6,movement,cubrow.1.0,cubcol.0.5
45,445,47.057,17.8567,27,17.8742,0,118,113,12,138,13,1.00023,43.26631,0.0,0.0,4.28571,5.261,15.8791,0.0,0.0,128.0,26.2582,2e-05,0.31,1.404,-1.0,1.631206,66000.09055947058,450.44666868972865,1.142970042605772,0.2961639170366831,0.07907440405620841,88.54996144834438,4.506969625564534,78.95313875640579,0.07544573606477087,17157.49622979443,0.3810025882352889,62.5084196491006,0.1680593601636326,0.08723927039738415,96.51235415696738,0.10688918003296209,0.08889352531418422,0.22198285883561814,0.0719110698125926,8.634645061728396,0.07724550225318122,0.07291277906847755
46,446,46.8091,17.602,27,18.1402,0,118,113,12,138,13,0.99501,43.04718,0.0,0.0,3.96429,5.291,15.33005,0.0,0.0,128.0,26.05705,3e-05,0.31,1.56,-1.0,1.667328,65954.17069885581,450.1905248436573,0.8451791932882262,0.2961639170366785,0.07876802090529042,87.84712960123693,4.422945215593794,77.96334220717918,0.07539606391313529,16836.207204089005,0.3744470588235294,62.3674173237365,0.16820555788638455,0.08716060317779993,96.59332559033086,0.10676271691850404,0.0887785691115108,0.22211980256209277,0.07169488675696234,7.930603780864198,0.07770359918141219,0.07274527054777728
47,447,47.0599,17.5781,27,17.8445,0,118,113,12,138,12,0.99876,43.24086,0.0,0.0,3.82143,5.225,15.10917,0.0,0.0,128.0,26.05059,6e-05,0.31,1.483,-1.0,1.675534,65999.19803626803,449.9039971785198,1.0110229726964448,0.2961639170366759,0.07814659849082964,88.13089959311436,4.358774199163123,77.53360492785413,0.07546122464777805,17204.49057136863,0.3807482352941176,62.547488930784624,0.1684223889106601,0.08715710307696796,96.53352336564383,0.10669956360759202,0.08867455419933874,0.22220736095578175,0.07139789181050459,7.683256172839506,0.07783705593476933,0.07288924338158753
48,448,47.6111,17.0127,27,17.2227,0,118,113,12,138,13,1.00302,43.70047,0.0,0.0,4.35714,5.261,15.08811,0.0,0.0,127.0,26.25804,4e-05,0.31,1.364,0.39673,1.672945,66193.1192541451,449.58101103247355,0.9706198209973694,0.2961639170366767,0.07777630175750753,87.6971248910502,4.501695782446374,77.60547254418732,0.0754158289353723,18027.24013098612,0.39300156862745095,62.642007144880886,0.16871957511669985,0.0870265115963908,96.43984165735132,0.106607700901471,0.0884275510620753,0.22227866356617504,0.07103893632037174,7.470679012345679,0.07766605504528155,0.07235709408398341
49,449,48.4183,17.2195,28,17.0976,0,118,113,12,138,13,1.0034,44.43221,0.0,0.0,6.39286,5.135,14.59907,0.0,0.0,126.0,26.40855,7e-05,0.31,1.384,-1.0,1.679449,66430.98095452142,449.27516780012047,1.3365682896243616,0.2961639170366776,0.07788577463292418,84.91523402012395,4.364015881377097,77.56586498956663,0.0754870781889081,18840.64047813494,0.39931456862745096,62.624351407274794,0.16907818013191903,0.08696628870434335,96.33257381696751,0.10648019174550154,0.08831725478420253,0.22239781660336916,0.07090866074971013,7.4753086419753085,0.07758209153516671,0.07202546389565691
50,450,48.821,17.3483,28,17.8347,0,118,113,12,138,13,1.00047,44.80412,0.0,0.0,3.5,5.075,14.7793,0.0,0.0,126.0,26.46606,6e-05,0.31,1.32,-1.0,1.694675,66484.55670308006,449.00297757850046,1.4567393609371706,0.2961639170366741,0.07774958688190338,85.99694914541907,4.4357879565557115,77.23040810850466,0.07557073549810076,19192.401785915976,0.40629531372549027,62.71799892849393,0.1691712206366167,0.08730803899034126,96.28612391528775,0.10641894002449835,0.08839181739610284,0.22246142684322973,0.07090366546214037,7.560860339506172,0.07745550888118263,0.07170599101703926
51,451,48.5957,17.4186,28,17.0739,0,117,113,12,138,13,1.0004,44.61098,0.0,0.0,4.39286,5.095,14.89728,0.0,0.0,124.0,26.55517,2e-05,0.31,1.423,-1.0,1.725385,66319.31616924304,448.705105912555,1.3629091303638892,0.2961639170366782,0.07723894536028277,87.53156765589125,4.452409944575815,76.96669793752885,0.07562495244403236,18897.633988835445,0.4143760784313726,62.67508744604794,0.16942443519898523,0.088135556008674,96.28169438995506,0.10623191185539468,0.08830021167005533,0.22262475890755942,0.07098333421066053,7.833526234567901,0.0772406070064782,0.07135098060257875
52,452,48.8202,17.8185,28,17.7595,0,117,113,12,138,13,0.99955,44.83666,0.0,0.0,4.39286,5.111,14.95915,0.0,0.0,123.0,26.74105,6e-05,0.31,1.406,-1.0,1.742394,66366.61474993176,448.3876387573533,1.0895257974665182,0.2939462909934509,0.07687723852926028,85.06768414639626,4.43916744015456,76.94373175311884,0.07569740520443508,19167.433548329558,0.42134862745098034,62.5498380307798,0.16977357995901599,0.08827709103807357,96.24480278838575,0.10610755101770135,0.08865549124824448,0.22275812648763105,0.07156875535006685,8.202353395061728,0.07730344050612956,0.07092788077462132
53,453,49.387,17.8828,28,19.8679,0,117,113,12,138,13,1.00105,45.37706,0.0,0.0,5.21429,5.107,15.30228,0.0,0.0,122.0,26.89973,7e-05,0.31,1.487,-1.0,1.733182,66480.16193574131,448.11295133255567,1.111925651973708,0.2983815430799068,0.07681933140093267,85.75081566572179,4.596655442291062,77.35851049374294,0.0757866261545236,19701.53617238133,0.42605686274509796,62.701601381655095,0.17031673255978938,0.08854436186654141,96.19761108473077,0.10619803687895003,0.08998201078802157,0.2228049125415826,0.07107916461234244,8.739776234567902,0.07838222684620275,0.07053531344328277
54,454,49.5266,18.4313,29,19.8166,0,117,113,12,138,14,1.00333,45.55355,0.0,0.0,3.82143,5.129,15.35725,0.0,0.0,121.0,27.02882,0.0001,0.31,1.397,-1.0,1.680356,66418.7783966324,447.86450638405887,1.1054568027225333,0.29838154307991,0.0768580003041705,88.3268446656529,4.647390278474895,77.54433677899615,0.07579257819320907,19948.041880452154,0.42672431372549013,62.69233081958912,0.17055093886898592,0.08848234513240903,96.21663887689628,0.10619142798928946,0.09138972078785018,0.22291795770081113,0.07091371412727941,8.897183641975309,0.07882441914469071,0.07033778164117696
55,455,49.5237,17.9736,29,23.5176,0,117,113,12,138,14,1.00226,45.64183,0.0,0.0,4.35714,5.206,15.82621,0.0,0.0,124.0,27.12951,3e-05,0.31,1.397,-1.0,1.646306,66410.21892838035,447.62821825808555,1.1260022772753797,0.29838154307991593,0.0764854665507993,90.15255091505915,4.785686132950769,77.76940140439753,0.07578660319712541,19474.958846283927,0.4247564705882354,62.54161994839892,0.17072132072364818,0.08835478288963369,96.13167787594645,0.10593303019576708,0.09248516998051017,0.22293433267962345,0.0707617617977379,9.018325617283951,0.07849740518074348,0.07057439952681187
56,456,49.3513,18.5465,29,19.9181,0,117,113,12,138,14,0.99619,45.54245,0.0,0.0,3.75,5.206,15.4287,0.0,0.0,123.0,27.15832,4e-05,0.3,1.471,0.39931,1.620313,66450.38623827441,447.4473578387555,1.127128408964402,0.30059916912313916,0.07614413508095391,89.82885266615283,4.619605438192551,78.57931880647475,0.07582145356062436,19287.164148571956,0.42256962745097815,62.461732840832376,0.170988025592043,0.08826210963013548,96.16191129496787,0.10580245000971693,0.09202677132996563,0.2230599696481195,0.07060588112102457,9.334249614197532,0.07851413498927616,0.07062189497266934
57,457,49.2768,18.7685,30,21.6406,0,117,113,12,138,15,0.99684,45.51585,0.0,0.0,4.71429,5.195,15.91702,0.0,0.0,123.0,27.28145,3e-05,0.31,1.458,-1.0,1.617711,66425.36344094719,447.27219476933305,1.195302516778286,0.3005991691231413,0.07597857517006787,87.61221939729468,4.815531970050473,79.15435328199916,0.07587223686265193,19257.83713184347,0.4246717647058824,62.24215924298322,0.17107613167477587,0.0882420814480382,96.14719184382564,0.10566528512469936,0.09184372745041325,0.22317573022318996,0.07048100954069966,9.947000385802468,0.07857191404332363,0.0704708637917391
58,458,49.3435,19.0875,30,21.863,0,117,113,13,138,15,0.99678,45.60612,0.0,0.0,3.07143,5.2,16.11161,0.0,0.0,122.0,27.40973,5e-05,0.31,1.421,-1.0,1.544125,66415.27825079857,447.0679564924785,1.0918890401655255,0.30059916912314216,0.0758029621026805,87.46635711975433,4.805397663858729,79.39897728213786,0.0759481061908182,19478.382498054918,0.42327294117647063,62.068011436933354,0.17130243557256913,0.08809589001538426,96.1597294637457,0.10563681131487604,0.09175069374149462,0.22336347874699589,0.07019794511327308,10.458960262345679,0.07874599042025883,0.07057994472870646
59,459,49.8577,18.9502,30,22.5284,0,117,114,13,138,15,1.00146,46.09384,0.0,0.0,5.71429,5.236,16.38074,0.0,0.0,121.0,27.63507,5e-05,0.31,1.475,-1.0,1.526267,66660.48459064709,446.82489498914236,1.1241434208823364,0.30059916912314416,0.07559922901345813,88.15144398752248,4.930634812873674,79.71386533339513,0.07595646999153081,20154.76956976734,0.42629098039215685,61.96258017457562,0.17151041879049175,0.08812393607142,96.10744566731108,0.10576374376033747,0.091992601987375,0.22343982467161486,0.07113440660610464,10.762249228395062,0.0789025333958745,0.07067988380701686
60,460,49.9324,18.8913,30,22.7956,0,117,114,13,138,15,1.00133,46.17401,0.0,0.0,3.64286,5.289,16.26402,0.0,0.0,122.0,27.8034,8e-05,0.31,1.576,-1.0,1.577873,66655.25926205267,446.5971617549401,1.202239921551145,0.30059916912314294,0.07575258884882244,89.28577504682742,4.8299588781808165,79.98376345819722,0.07598855996424446,20120.8339544311,0.42771372549019615,61.91115673677421,0.17162093680601379,0.08792238911049322,96.12235968616073,0.10625740001756008,0.09195279319947669,0.2238974493735222,0.07089966722991033,10.992862654320987,0.0790949828810718,0.07123426592582663
61,461,49.1045,18.8322,30,21.8586,0,117,114,13,138,15,1.00104,45.46294,0.0,0.0,3.82143,5.329,16.21337,0.0,0.0,122.0,27.82372,5e-05,0.31,1.524,-1.0,1.530666,66545.26132969628,446.3964446308364,0.907702325770083,0.30059916912314405,0.07598043808710503,86.52326859773665,4.768699654955945,80.01863733400283,0.07602355537781812,19164.33420871433,0.4256835294117648,61.9980802182798,0.1716398030223479,0.08785587403320542,96.19513274380839,0.10630830511516275,0.09228323676995404,0.22441272406449464,0.07138775564468217,11.125385802469136,0.07928475424023668,0.07178972256005446
62,462,48.9173,18.2122,30,23.8627,0,117,114,13,138,15,1.00238,45.30596,0.0,0.0,4.17857,5.327,16.16487,0.0,0.0,122.0,27.87227,4e-05,0.31,1.568,-1.0,1.515052,66473.61759167173,446.2272471478111,0.9639776884195536,0.30059916912314333,0.07639296780444157,89.70111718207434,4.889783627615553,80.42093504777945,0.07598104647178458,18924.798564646007,0.42498549019607845,62.05389310106819,0.17160302251786247,0.08775161036789379,96.21346929370219,0.10661985719235322,0.09194935746398807,0.22464673898184406,0.07138366510685779,11.071469907407407,0.0794723736240878,0.07183464435642593
63,463,49.4577,18.4605,30,20.8285,0,117,114,13,138,15,1.0026,45.78893,0.0,0.0,3.21429,5.325,15.63139,0.0,0.0,122.0,27.93711,5e-05,0.31,1.551,-1.0,1.644657,66484.63988166866,446.1122221419044,1.02616435351108,0.30059916912314466,0.07656199785913906,86.57672901368784,4.623450482841138,80.6965901058584,0.07605801268611688,19530.702965875775,0.4271733333333333,62.06933348855854,0.17154308144040578,0.08777107504562492,96.10554633975461,0.10675938571577054,0.09176955264429604,0.22501403674836112,0.07142575514864297,11.17283950617284,0.07973846731822376,0.07201516858777697
64,464,49.8099,18.2158,31,21.3862,0,117,114,13,138,16,0.99787,46.10138,0.0,0.0,2.75,5.3,15.844,0.0,0.0,123.0,27.93847,2e-05,0.31,1.677,0.39841,1.578508,66608.06146086518,446.0427412283714,1.064375334374811,0.30059916912314405,0.07748952822696642,87.60127889191533,4.820786933444021,80.79632785895171,0.0760693503060894,19956.79900753833,0.42774947058823487,62.278413183895154,0.17136874638154562,0.08771719610564456,96.007199035432,0.10669229233943416,0.09116995619921568,0.22537177532726346,0.07142031822468646,11.148726851851851,0.0800375832448666,0.07202273177786814
65,465,49.8532,18.4868,31,21.0339,0,117,113,12,138,16,0.99952,46.11949,0.0,0.0,4.60714,5.233,15.63346,0.0,0.0,123.0,27.92971,8e-05,0.31,1.518,-1.0,1.566887,66606.8250762298,446.0231351868652,1.317264764218608,0.30059916912314355,0.07736179102569381,88.22238249233033,4.803095301234052,80.67812506349577,0.07612857861092966,19861.917045909948,0.429384725490196,62.415524329668216,0.17131977349408603,0.08752894530976585,95.98222699461584,0.10667885532463438,0.09103415138954046,0.2254712719961055,0.07152626921468218,11.029176311728396,0.07973843312225759,0.07226461216688963
66,466,49.8189,18.5987,30,20.8849,0,117,114,12,138,15,0.99815,46.05496,0.0,0.0,4.53571,5.222,15.86557,0.0,0.0,124.0,27.79275,6e-05,0.31,1.404,-1.0,1.570486,66600.28351806404,446.04319624101385,1.246139849804783,0.30059916912314294,0.07789899734672683,88.2691102186983,4.594948893132993,80.2138582950704,0.0761533356834512,19998.44120175531,0.4231936078431357,62.389071994357636,0.17129782966295362,0.08762581500239304,95.96884208313428,0.10636162512909882,0.09078915556785244,0.22569082166266474,0.07214268117314825,10.907841435185185,0.07986000543371173,0.07257574896364215
67,467,49.871,18.9656,30,19.142,0,117,113,12,138,15,0.9932,46.0699,0.0,0.0,3.28571,5.183,15.96378,0.0,0.0,123.0,27.68149,5e-05,0.31,1.572,-1.0,1.536226,66696.351813066,446.1035749206172,1.4390296644378777,0.30059916912314283,0.07822649337176292,89.59076224070193,4.541741950616267,79.75961864212016,0.07614180390043887,20173.8278711227,0.4209756862745098,62.420860196337294,0.1713316421069395,0.08769439922533388,95.94882962051967,0.10622722565814673,0.09038793432174262,0.22611385049109337,0.07195749507911506,11.085841049382717,0.07983254134952168,0.07230980513762217
68,468,49.853,19.2746,30,19.7442,0,117,114,12,138,15,0.99534,46.05769,0.0,0.0,3.92857,5.182,16.27898,0.0,0.0,123.0,27.58067,8e-05,0.31,1.446,-1.0,1.546103,66608.76226849068,446.1582204408478,1.2189341207373596,0.3005991691231427,0.07874314615783498,88.80710908965281,4.585230738008927,79.18702780838564,0.07620510055758337,20145.091879906733,0.41810274509803924,62.2770155918451,0.17110727975633397,0.08765820618777606,95.9862820169937,0.10619437550167363,0.0902281715327025,0.22654345252167965,0.07232222370199712,11.146074459876543,0.08000652134095852,0.07221485239966044
69,469,49.582,19.6138,30,20.2678,0,117,114,12,138,15,0.99948,45.82708,0.0,0.0,3.39286,5.163,16.54453,0.0,0.0,123.0,27.49887,5e-05,0.31,1.537,-1.0,1.562001,66525.3507174988,446.2346863382299,1.4371646957284643,0.30059916912314344,0.0793085789417366,90.60961952744636,4.6486052843029135,79.28380959029755,0.07624019549636737,19841.507473143327,0.4159556862745098,62.08794355981144,0.17096344198059152,0.08750871751416907,96.03854972830534,0.10604424227849263,0.08987766787528577,0.22696650075775174,0.0739821005696496,11.110001929012345,0.08048346152475849,0.07175930081267473
70,470,49.9187,19.6593,30,20.0291,0,117,114,12,138,15,1.00226,46.11755,0.0,0.0,4.39286,5.188,16.83649,0.0,0.0,123.0,27.60711,2e-05,0.31,1.528,-1.0,1.514988,66599.28361860946,446.29886296565144,1.4256400276145063,0.30059916912314405,0.07995811626357376,86.43507438897291,4.6083897034035886,80.13037076939439,0.07624247149025903,20224.788043927903,0.4158125882352941,61.86545270754967,0.17110544814695353,0.0873853913135126,96.05692798711206,0.10579511354073669,0.0892100373760823,0.22741203550732758,0.07484287411576937,11.326919367283951,0.08233254152204639,0.07172775605390026
71,471,50.376,20.1514,30,21.6656,0,117,114,12,138,15,0.99429,46.5445,0.0,0.0,3.14286,5.149,16.87603,0.0,0.0,124.0,27.78814,5e-05,0.31,1.452,-1.0,1.466439,66628.6441039851,446.29545293037984,1.0546876535125913,0.30059916912314577,0.08009244171252827,86.46144386003148,4.665181555880894,80.71895733526529,0.07630848564343552,20970.21786442042,0.41862549019607853,61.6947641254943,0.17095918817959813,0.08747873577698644,96.05622067260518,0.10520280687991362,0.08856043254648882,0.22746967394313905,0.07453312959770597,11.658950617283951,0.08655303585224025,0.07181889641575759
72,472,50.4406,20.7442,30,21.0143,0,117,114,12,138,15,0.99345,46.65734,0.0,0.0,2.5,5.17,17.29648,0.0,0.0,124.0,27.81571,5e-05,0.31,1.495,0.40059,1.442312,66488.23821667198,446.23040667092033,0.966735012130242,0.3028167951663731,0.07992795461573636,87.30896143675449,4.783725286534204,80.92468148047053,0.07629721262269519,20779.149026575597,0.4183874509803922,61.497423148449556,0.170820758684314,0.08740463881176282,96.02345495392434,0.10462877958617693,0.08803230715595517,0.2275840534459316,0.0751466581326768,12.150125385802468,0.08690306540803476,0.07225120025905298
73,473,50.1623,21.0816,30,21.9027,0,117,114,12,138,15,0.99575,46.44759,0.0,0.0,3.07143,5.158,17.80582,0.0,0.0,125.0,27.82187,2e-05,0.31,1.538,-1.0,1.436007,66409.64009025709,446.1124975798694,0.9706018385699152,0.3028167951663739,0.07990172879816312,89.35787266479622,4.797371654125688,81.04276512466893,0.07631276542969682,20329.79510369505,0.4154921568627451,61.31131019121335,0.17070381733881754,0.08715721758533262,96.01315703674948,0.10389598722391137,0.08757804173345723,0.2278444482908934,0.07500238300403449,12.828655478395062,0.0872499860983077,0.07295702997627158
74,474,49.7939,21.3247,30,22.5195,0,117,114,13,138,15,1.00598,46.1301,0.0,0.0,2.64286,5.145,18.09321,0.0,0.0,125.0,27.77083,5e-05,0.31,1.572,-1.0,1.426549,66469.7830049232,445.93483193864864,1.2174762734739113,0.3028167951663782,0.07985892550970272,88.3155851816959,4.793686705174448,80.99950361038756,0.07629890684767833,19957.764997222224,0.41697478431372537,61.18146712691696,0.17053265592150502,0.08702502502331301,96.04913785272572,0.10356505881662843,0.08720417961757167,0.2276827649382284,0.07435579373777473,13.286940586419753,0.08693087488888473,0.07324367583551589
75,475,49.778,21.5271,30,22.6176,0,117,114,13,138,15,1.00042,46.13053,0.0,0.0,3.78571,5.159,18.30214,0.0,0.0,126.0,27.8641,4e-05,0.31,1.55,-1.0,1.378586,66565.26063225039,445.7195971031004,0.9178010869433566,0.30887546218866174,0.07996009078939423,88.37286450056773,4.809871817226333,80.82240393480026,0.07631354663554955,20042.53753826513,0.420550588235294,61.19815119990596,0.17041196771690967,0.08716032206139938,96.07144020340937,0.10330178686951264,0.08691598594914572,0.22752178212309868,0.07332618275184989,13.703896604938272,0.0869210543733758,0.07410412122188019
76,476,49.5431,21.5173,30,22.9199,0,117,114,13,138,15,1.00376,45.9553,0.0,0.0,4.17857,5.21,18.47427,0.0,0.0,126.0,28.0852,2e-05,0.31,1.476,-1.0,1.3509,66624.15154201214,445.4426158697272,1.0551008005152214,0.3088754621886671,0.08019190997220543,88.207055217831,4.825009595077774,80.9844143838962,0.07633227106066942,19735.151133877753,0.42687739215686227,61.200944500204955,0.17030885605666674,0.0873650693095975,96.11128083151229,0.10319255715493167,0.08665427207607065,0.22742955855789337,0.07233654665841865,13.804494598765432,0.08685113287760422,0.07589525723932006
77,477,49.1174,21.3248,30,23.8109,0,117,114,13,138,15,1.00454,45.56546,0.0,0.0,2.35714,5.206,18.46606,0.0,0.0,126.0,28.12504,6e-05,0.31,1.468,-1.0,1.347674,66635.20691415509,445.14495955308723,1.0130789363604906,0.3088754621886671,0.08031827152039415,84.09356950420202,4.85258097477719,80.8189835535915,0.07637369328287572,19202.941556554826,0.42672431372549025,61.075658915955344,0.17016921948814245,0.08720195851822715,96.17834799788824,0.10318617676091049,0.08653783483869676,0.22714377390165774,0.07162364909655052,14.004050925925926,0.0867816004886737,0.07619773089628333
78,478,48.5988,20.5786,30,21.8666,0,117,114,12,138,15,0.99692,45.08358,0.0,0.0,2.39286,5.202,18.31923,0.0,0.0,127.0,27.9215,4e-05,0.31,1.327,-1.0,1.369369,66595.166092934,444.8588237712077,1.330256188612633,0.3088754621886649,0.08026209036206157,87.29474107914919,4.79441287715993,80.78298820202703,0.07639325600369117,18447.39506350255,0.42285960784313725,61.32253576208044,0.17002583062012286,0.0873404654776802,96.24355869412653,0.10332725130054975,0.08622073917417983,0.22675265609613038,0.07001633937136449,14.013599537037036,0.08672638083484607,0.07631624271003351
79,479,48.3156,20.1145,30,22.5342,0,117,113,12,138,15,0.99817,44.79686,0.0,0.0,2.75,5.185,17.67247,0.0,0.0,127.0,27.55412,2e-05,0.31,1.401,-1.0,1.364625,66490.63564228828,444.58753357630735,0.8601994406135681,0.3088754621886653,0.08020531236790927,88.41045172163673,4.7075518306953485,80.46967843798707,0.07641103278724327,18051.18302125007,0.41983166666666266,61.51823538321036,0.1700572674166744,0.087417961576991,96.2832215729651,0.10320853104223533,0.08597462462513679,0.22568432816276532,0.06803708901003463,13.767939814814815,0.08681064272185045,0.07634128650894832
80,480,48.3314,19.337,29,21.5823,0,117,113,12,138,15,1.0018,44.76624,0.0,0.0,4.85714,5.231,17.28068,0.0,0.0,128.0,27.22767,5e-05,0.31,1.539,0.393,1.404068,66422.98794331714,444.3160895298266,0.9359552583309768,0.30281679516637827,0.08028645880237127,90.34131463151472,4.738429923418314,80.0129240937647,0.07642471296847932,18050.551326860368,0.414946274509804,61.611869906201775,0.17002004334574825,0.08752778748516869,96.3004979691105,0.1031247841216661,0.08580536399181764,0.2246592378790519,0.06695981969188573,13.530140817901234,0.08702877068344951,0.07605056635262192
81,481,48.2635,18.7945,29,18.9559,0,117,113,12,138,14,0.9996,44.67988,0.0,0.0,2.5,5.22,16.61303,0.0,0.0,128.0,27.079,2e-05,0.31,1.489,-1.0,1.467867,66233.27039393247,444.06461282387363,1.081698515413386,0.3005991691231443,0.07981646220654381,85.73826194108796,4.582384511778339,79.48589270775577,0.0764344205054052,17800.458183719136,0.41167607843137255,61.71724804536795,0.17007385339452769,0.08773672333768173,96.3035375145395,0.10318286116710311,0.08571889154155025,0.22382568477646683,0.06651914442375703,13.173900462962964,0.08732103494202,0.07454205656366594
82,482,47.9483,18.6882,29,20.1614,0,117,113,12,138,14,0.99964,44.39095,0.0,0.0,2.82143,5.203,16.14165,0.0,0.0,128.0,26.95068,2e-05,0.3,1.625,-1.0,1.511557,66272.49983661252,443.8559394388727,1.0088641535341252,0.3005991691231433,0.07960513593142864,88.58786955086102,4.47445116772044,79.0350525652911,0.07645041058165625,17394.148821253548,0.40780352941176456,61.7304546214916,0.1701850869480115,0.0877167854794194,96.37033609370393,0.10317424941768287,0.08583091177264379,0.22292635112484255,0.06601464949690337,12.965133101851851,0.08769679883905954,0.074787162745393
83,483,48.0519,18.3883,29,19.4504,0,118,113,12,138,14,0.99953,44.49838,0.0,0.0,4.39286,5.24,16.05547,0.0,0.0,128.0,26.84006,4e-05,0.31,1.765,-1.0,1.518588,66302.40161561438,443.666432613587,1.1482936898980731,0.30059916912314316,0.07977227956843586,88.89592434532877,4.457240116342456,78.48791602646989,0.07643197217570678,17409.708699039762,0.4062554117647059,61.79974892698689,0.17037592107523206,0.08758486336121937,96.3775650889269,0.1029822053031362,0.08612580923821536,0.2222026904326722,0.0655676867871095,13.011043595679013,0.08838693943282397,0.07439671306937741
84,484,48.501,17.9168,30,19.6495,0,118,113,12,138,14,1.00202,44.87869,0.0,0.0,4.0,5.305,15.7994,0.0,0.0,128.0,26.88491,4e-05,0.31,1.883,-1.0,1.56322,66343.77258459943,443.4739268997015,1.053433020471519,0.300599169123142,0.07903681604861387,85.25841505377319,4.350759140543479,78.68980517710384,0.07640956293244112,17748.77842196288,0.4073054901960785,61.77823648335021,0.17071893188702203,0.08764033727436747,96.31607649233318,0.1031163194524233,0.08654471086185213,0.2215094503273376,0.06546366241724769,13.019627700617283,0.08870560023175708,0.07320567311696391
85,485,49.2763,17.2699,30,17.9421,0,118,113,12,138,15,1.00374,45.54351,0.0,0.0,4.21429,5.287,15.39376,0.0,0.0,128.0,26.93343,5e-05,0.31,1.896,-1.0,1.625829,66644.79850269221,443.29676107638244,1.4222739192160918,0.3005991691231403,0.07910074891461923,87.1201655614717,4.245817299216141,79.01820624591195,0.07638906736676095,18729.80951768594,0.40684431372549024,61.90176956741899,0.17105812308228882,0.08783387284408002,96.24011713922147,0.10307038079657402,0.08691890834884967,0.22086827626709257,0.06540198336538343,12.704475308641975,0.08884715476744035,0.0722571732495165
86,486,49.683,16.4337,30,19.2987,0,118,113,12,138,15,0.99964,45.89121,0.0,0.0,3.96429,5.357,14.84026,0.0,0.0,128.0,26.93528,8e-05,0.31,1.755,-1.0,1.630393,66776.56768157505,443.1247535232494,1.0652271276099747,0.29838154307991377,0.07882902388784421,89.04465153283839,4.300004280461311,79.21007996439329,0.07637480431160532,19478.15964698579,0.4058050980392157,62.05890175148293,0.17131997336324004,0.08812001582662489,96.18748042176337,0.10349088403606019,0.08757725975496043,0.22052851962862585,0.06544113562081315,12.457320601851851,0.08893346816639505,0.07149255917135768
87,487,50.2989,16.7047,30,19.5466,0,118,113,12,138,15,0.99756,46.43282,0.0,0.0,3.21429,5.334,14.11715,0.0,0.0,128.0,26.927,4e-05,0.31,1.711,-1.0,1.608203,67080.25701820716,442.97725308937834,1.2508126445990813,0.3005991691231405,0.07892631574203741,88.09206298263855,4.195707476320513,79.16154178338864,0.07638626574109571,20492.376411899855,0.40810901960784307,62.0755694354022,0.17151297122279657,0.08813913269190261,96.07703123442857,0.1036575571834644,0.08797288339503415,0.22025707765098512,0.06559648364559438,12.311246141975309,0.08983996033449673,0.07098534486317631
88,488,50.5797,16.7025,31,17.7091,0,117,113,12,138,15,0.99579,46.67121,0.0,0.0,4.39286,5.292,14.35292,0.0,0.0,128.0,26.79131,4e-05,0.31,1.531,0.39982,1.669855,67071.92371694757,442.849161492567,1.2928930116059407,0.2983815430799171,0.07856169738902202,88.8004151373644,4.1541085250150696,79.25039429761974,0.07639028698196866,21104.25201795347,0.40574392156862743,62.11149107379678,0.17196305123246092,0.08855034850034631,96.00949362315501,0.10355180012889958,0.08817336865646513,0.22001397718259563,0.065824690074282,12.31785300925926,0.09133868580880353,0.07078213043229455
89,489,51.1054,16.4158,31,17.9962,0,117,113,12,138,15,0.99791,47.14347,0.0,0.0,3.46429,5.269,14.35475,0.0,0.0,128.0,26.8221,5e-05,0.31,1.49,-1.0,1.638844,67270.67298632236,442.7555045817234,1.4380704163399833,0.30059916912313384,0.07833709825515968,90.32688661329134,4.126581701212255,79.49791073359339,0.07645090130972185,21645.038931635245,0.4067384313725491,62.27395441502701,0.17281492618060795,0.08914027556448381,95.9955522826329,0.1039369417894213,0.08820440852172186,0.21983888050632308,0.0660693780417671,12.469762731481481,0.09258606484526385,0.06981426730150182
90,490,51.602,16.2861,31,17.2095,0,117,113,12,138,15,1.00301,47.5495,0.0,0.0,3.17857,5.216,14.10884,0.0,0.0,128.0,26.81335,2e-05,0.31,1.471,-1.0,1.632373,67465.2355511509,442.6876201065863,1.0208462908726557,0.2983815430799132,0.07816636834525924,85.96428983311317,4.118727636275673,79.92364473772213,0.07652602806067384,22387.82085380728,0.4099078431372548,62.33545449339313,0.174072978296417,0.08978443385132275,95.92317511497788,0.10337318228832156,0.08839406831446524,0.21966744197627594,0.06598717927393616,12.245032793209877,0.09273555928592246,0.06928792493579115
