,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubcol.1.0,cubcol.0,color_fulness,uhdhdsim,cubcol.0.3,cubrow.0,blockiness,noise,cubcol.0.5,movement,tone,temporal,fft,cubrow.0.5,contrast,cubrow.1.0,blur,cubrow.0.3,staticness,cubrow.0.6,saturation
45,145,36.8255,8.9959,34,10.6699,0,109,121,12,136,10,1.00929,42.84341,0.0,0.0,2.03571,8.284,7.68591,0.0,0.0,128.0,45.67002,0.0,1.44,2.979,-1.0,0.000245,0.1117290400126917,0.13622696036670656,0.10933182961795342,67.07122255006159,98.73994265896216,0.09502275070189724,0.10058943112720778,1.6963125536356518,0.438484314086428,0.09695920600168789,10.983072916666666,0.6760925490196079,5.768051403044942,64676.61400376399,0.11349337027205375,89.11360103784264,0.16834482617482524,11476.745855350528,0.09212954110039925,509.59037955209294,0.1323433503101669,48.144157503858025
46,146,36.8645,9.26341,34,9.80136,0,109,121,12,136,10,1.00937,42.90057,0.0,0.0,2.57143,8.235,7.76971,0.0,0.0,127.0,45.68395,0.0,1.43,2.682,-1.0,0.000224,0.11166522667048662,0.13698105431777913,0.1098491694527397,67.1453753849737,98.73124647837082,0.09507227652484067,0.10026328351645117,0.940190331015306,0.4384843140864265,0.09697953016351381,11.344810956790123,0.6762047647058821,5.2873352637317055,64750.807322129935,0.11314270180752319,86.51552784645372,0.1687828961655655,11505.138464267098,0.09228783223745082,509.6880586807248,0.1328033568244899,48.011153986424574
47,147,36.8632,9.65999,34,9.97947,0,109,121,12,136,10,1.00555,42.89861,0.0,0.0,2.78571,8.309,8.00051,0.0,0.0,127.0,45.71886,0.0,1.44,2.543,-1.0,0.000135,0.11137060472094334,0.13779093387715408,0.11005787146900825,67.17886102973813,98.7109108960928,0.09509663591114675,0.09987979070330699,1.2695245979262206,0.44070194012965286,0.09700273012952747,11.456886574074074,0.676775294117647,5.3227088879743745,64676.7935083229,0.11276100140523664,90.76783848522663,0.16919806602952775,11479.813674783181,0.09243242879577279,509.8145806654954,0.13321863311234736,47.90091507523148
48,148,36.9062,9.88093,34,10.2969,0,110,121,12,136,10,1.00154,42.9355,0.0,0.0,2.07143,8.338,8.3545,0.0,0.0,127.0,45.76117,0.0,1.44,3.061,0.125,0.000471,0.11107260624765593,0.13769670573247103,0.1102041674186586,67.15210978170435,98.70576074150793,0.09514429300608436,0.09953271400938082,1.0264872633066686,0.44070194012965463,0.09701286891077737,11.568190586419753,0.6795333333333334,5.370113384855454,64582.60393656637,0.11244285107528945,87.73903550923396,0.16935855363730382,11512.0877743216,0.09256870418238575,509.9153216724124,0.13354749370884578,47.98000458140432
49,149,36.9367,9.99051,34,10.1188,0,110,121,12,136,10,1.00053,42.91603,0.0,0.0,2.35714,8.309,8.54307,0.0,0.0,127.0,45.85647,0.0,1.45,2.616,-1.0,0.000385,0.11079934618824754,0.13751207122283995,0.11036418635792762,67.0164979296075,98.70680370158465,0.09520391612214606,0.09918545655826384,1.2777352785998362,0.43848431408642474,0.09708360642706752,11.803192515432098,0.6822545098039215,5.320593205908266,64637.11945979899,0.11214357215651662,88.37508519362896,0.16948326241520048,11554.901129283777,0.0926770589119993,510.0278123447357,0.13386752051644732,48.01440034089265
50,150,36.7489,10.525,34,10.4158,0,110,121,12,136,10,1.00594,42.70707,0.0,0.0,1.60714,8.362,8.63962,0.0,0.0,128.0,45.92156,0.0,1.44,2.683,-1.0,4.7e-05,0.11063271062224221,0.1372378633638475,0.11050373846954785,67.13529847502653,98.74131889935606,0.0952936783184288,0.0988688165689761,1.3478794618161583,0.44070194012965397,0.09710506443708071,12.171730324074074,0.6834541176470588,5.356536725642646,64533.53593476615,0.11185653639838063,88.82758478191823,0.16965963527486674,11396.603926273141,0.0927299410458511,510.1065661331697,0.1341698892359769,47.84967380099827
51,151,36.559,11.3566,34,11.2786,0,110,121,12,136,10,1.01126,42.52476,0.0,0.0,1.25,8.446,9.11405,0.0,0.0,127.0,45.98873,0.0,1.44,2.657,-1.0,0.000102,0.1104548275822797,0.136849028791268,0.11067303527100923,67.14913843732073,98.75270294017001,0.09520978144426291,0.0986367686682479,1.2290100497471932,0.4362666880432052,0.09709242871323043,12.49633487654321,0.6855658823529412,5.399712709431216,64543.792441440346,0.1115353820319487,88.32945105827538,0.16992038148108968,11249.201427589487,0.0927235701198216,510.1842384735055,0.13438623661238,47.81825124481578
52,152,36.3762,12.7192,34,11.1639,0,110,121,12,136,10,1.00747,42.38052,0.0,0.0,2.67857,8.459,9.80572,0.0,0.0,128.0,46.02059,0.0,1.42,2.885,-1.0,0.000193,0.1101282679380868,0.1366505750200019,0.11085682982274184,67.09588190248805,98.76953878953381,0.0951723861461527,0.09829239553506172,1.2659479086174426,0.43848431408642724,0.0971096857457406,12.50144675925926,0.6852785686274504,5.434512314215895,64572.60662772964,0.11124777748991573,88.57724027324019,0.17008008055087903,11115.69042942024,0.09275440105536933,510.2483567423882,0.13464065919230284,47.76741103184076
53,153,36.3713,13.3019,34,12.3617,0,110,121,12,136,10,1.00305,42.41841,0.0,0.0,2.07143,8.427,10.96757,0.0,0.0,128.0,45.90437,0.0,1.44,2.65,-1.0,0.000514,0.11000186665569604,0.136477447044516,0.11097232339611961,67.6924300719999,98.76076154394198,0.09520217370391842,0.09794629596452582,1.2814618541194125,0.4407019401296535,0.09714923179574501,12.614872685185185,0.6841741176470589,5.516674796486122,64538.20692482529,0.11098552802182361,87.21830428123556,0.17007944660719973,11146.992680343448,0.09269621942012728,510.3648143051863,0.13490337503049887,47.773679568443775
54,154,36.3239,13.7195,34,11.9158,0,110,121,12,136,10,1.00385,42.46401,0.0,0.0,2.28571,8.46,11.4721,0.0,0.0,128.0,45.67383,0.0,1.44,2.351,-1.0,5.9e-05,0.10971570579107799,0.13626510548753634,0.11088519545022191,68.31784903773564,98.74819069684987,0.09522895738853959,0.0976080587509428,1.313077402713904,0.4384843140864276,0.09719486773957386,12.799527391975309,0.6817490196078432,5.662820116157026,64511.33887695103,0.11070056315117224,88.94955459452358,0.16985707824214313,11166.813742362603,0.09261417996898345,510.54824089471947,0.13515710334891673,47.86078803921923
55,155,36.3054,14.1039,34,12.2778,0,110,121,12,136,10,1.00419,42.46349,0.0,0.0,0.85714,8.508,11.83624,0.0,0.0,128.0,45.44811,0.0,1.42,2.799,-1.0,1e-05,0.10954788064510895,0.13645474767300445,0.11086218314869604,67.9788383501863,98.73474592928727,0.09524352951875813,0.09721738438997424,1.6626516503730826,0.43848431408642957,0.09726330379414906,12.967447916666666,0.6785631372549019,5.690587235300214,64572.124710579104,0.11037085279732545,86.9665089740122,0.1695873106991045,11185.416544384409,0.09298633010381596,510.6867659334387,0.13531767761130906,47.90406950020496
56,156,36.4746,14.126,34,13.27,0,110,121,12,136,10,1.00826,42.64594,0.0,0.0,1.96429,8.542,12.16436,0.0,0.0,129.0,45.27381,0.0,1.43,2.197,0.125,0.000125,0.10920797575295654,0.13677046637179785,0.11110054677786901,67.63567301084214,98.71069707652336,0.0952528798903926,0.0968196378066884,1.5294391554995583,0.43626668804320473,0.09736157315945192,13.297212577160494,0.6770533333333335,5.7354495711926035,64534.81653659557,0.11009562298908677,86.72033330736001,0.16956699670341657,11306.891935847394,0.09289137974854668,510.76863092544374,0.1354160526528551,47.913679899992765
57,157,36.4374,14.1931,35,13.1022,0,110,121,12,136,10,1.00751,42.63747,0.0,0.0,1.64286,8.521,12.18755,0.0,0.0,129.0,45.07521,0.0,1.43,2.083,-1.0,0.000365,0.1089103057975098,0.13666612059409625,0.11148908438965198,67.91546975894252,98.70958642956289,0.09523475292275416,0.0964374383504768,1.2111804076994097,0.44070194012965375,0.0974695917197259,13.69507137345679,0.6748207843137255,5.782626059680025,64510.601800876946,0.10983876244119659,88.69100545858896,0.16959842988876858,11277.044007790686,0.09303450755591401,510.82743961997653,0.13559621750988965,47.98975645465615
58,158,36.3049,14.6516,34,13.8216,0,111,121,12,136,10,0.99942,42.53511,0.0,0.0,1.75,8.624,12.24287,0.0,0.0,129.0,44.91945,0.0,1.43,2.288,-1.0,0.000135,0.10868356155445105,0.1364433411537641,0.11203254920930115,68.17310063072954,98.71198503633225,0.09522337769672785,0.09610650678704186,1.1466472090426163,0.43848431408643035,0.09758366460010283,14.124855324074074,0.6740392941176468,5.892277493459383,64424.54990993172,0.10950408936610807,86.61496398526666,0.16962244246285174,11207.867906901045,0.09365895592592133,510.88726284379663,0.13581554445498026,48.116376711998456
59,159,36.4074,14.039,35,13.6114,0,111,121,12,136,10,0.99655,42.6605,0.0,0.0,2.03571,8.517,12.64524,0.0,0.0,129.0,44.76832,0.0,1.45,2.275,-1.0,8.9e-05,0.10845566464352623,0.1363889937265865,0.11263112617377688,67.94115054735443,98.69345909685404,0.09522041131593537,0.09604336047856057,1.2063010304580633,0.442919566172885,0.09768746713337959,14.593557098765432,0.6707024901960779,5.865874937260271,64486.411092552764,0.10914506314892994,87.39318351204656,0.16938191562958688,11302.03570928485,0.09357657730145759,510.9128306004425,0.13612458746461495,48.14853338547695
60,160,36.1342,14.4598,35,12.8151,0,111,121,12,136,10,0.99793,42.42402,0.0,0.0,1.53571,8.4,12.11532,0.0,0.0,130.0,44.74484,0.0,1.44,1.879,-1.0,0.000212,0.10828843280042456,0.1363703743745241,0.1138589690849652,67.89436849395699,98.73845147591157,0.09515508490941726,0.09579930115695642,1.4026251888635262,0.4407019401296559,0.09836308539884309,15.059124228395062,0.6712726862745093,5.705441842243801,64461.79526700142,0.10840315870170046,86.75398757356001,0.1690415710322893,11023.070110131586,0.0938821484931715,510.9065278717432,0.13663653796508887,48.02089003574701
61,161,36.21,15.3163,35,13.8397,0,111,121,12,136,10,1.00654,42.47072,0.0,0.0,1.60714,8.422,12.47987,0.0,0.0,130.0,44.77012,0.0,1.43,2.51,-1.0,5.4e-05,0.10837271642853916,0.13622640138328956,0.11503262041956672,67.6880688567958,98.72208054611554,0.0950677577613528,0.09521071053640115,0.9481009658221994,0.4384843140864272,0.09849028142696267,15.48191550925926,0.674705960784312,5.774155849265322,64508.03941777209,0.10793508533793546,88.18547625222332,0.16879569029634137,11077.705785057215,0.09375030824505005,510.86031214205127,0.13700367891742773,47.95473301263503
62,162,36.2622,15.4908,34,13.4879,0,111,121,13,136,10,1.01058,42.46058,0.0,0.0,1.71429,8.534,13.20779,0.0,0.0,129.0,44.70722,0.0,1.43,3.337,-1.0,0.000177,0.10841512279680779,0.13598661178712826,0.1163994894123731,67.92016465029937,98.69987995063612,0.09492375926324553,0.09481323210261394,1.1743448777059835,0.4384843140864288,0.09962607370946404,15.650704089506172,0.6741092549019599,5.771259775548328,64518.39710371469,0.10733556051804427,90.299738388301,0.16871501941342493,11146.703590421565,0.0937266856653181,510.77044608254306,0.13743017246950198,47.918523717809606
63,163,36.1497,15.4243,34,13.9633,0,111,121,13,136,11,1.01198,42.32431,0.0,0.0,2.0,8.537,13.36411,0.0,0.0,130.0,44.71151,0.0,1.41,2.992,-1.0,7.2e-05,0.1083529341616295,0.13555295877835297,0.11730830088356395,67.87949306755203,98.70865789244404,0.09481179533145688,0.09439520904047081,1.0682228414126884,0.4423253550654933,0.09859663671080221,15.384162808641975,0.6747611764705882,5.789048641118736,64518.69710394868,0.10679407093660617,90.4548142261987,0.16858342234526238,11123.077737747933,0.09377397144090278,510.67391789242544,0.13784757604876977,47.89156256781684
64,164,36.274,15.6928,34,14.5383,0,111,121,12,136,11,1.00917,42.40895,0.0,0.0,1.46429,8.57,13.30835,0.0,0.0,129.0,44.72306,0.0,1.43,3.27,0.125,0.000264,0.10869333341740262,0.1349630547172073,0.1181749912769679,68.27227022218459,98.70544688425488,0.09468345906001403,0.09419389810395479,1.0616404757764761,0.44070194012966085,0.09866156326679092,15.300009645061728,0.6755506470588234,5.857736145979574,64486.96534066197,0.10632058160300352,87.36096621308587,0.1684496682808409,11137.746432996046,0.09391780798514171,510.54203690234635,0.13823306867364837,47.946173962251635
65,165,36.3034,16.2439,34,15.3246,0,111,121,12,136,11,1.0074,42.36225,0.0,0.0,1.17857,8.582,13.54999,0.0,0.0,130.0,44.68255,0.0,1.44,3.338,-1.0,0.000176,0.10850761644353872,0.13441988313985764,0.1188632503820997,68.41181867665125,98.7069118371487,0.09450104592634347,0.09428211092973206,1.2438212632047387,0.43848431408642935,0.09844770177503928,15.229166666666666,0.6767627450980394,5.890736983986483,64550.04777347071,0.10591586667527966,88.30419904255871,0.1682427507980141,11166.68458693207,0.09413108463435621,510.39631216307157,0.13855778862414522,47.98737024377894
66,166,36.3194,16.1202,34,15.8116,0,111,121,13,136,11,1.00304,42.40026,0.0,0.0,1.25,8.591,14.0272,0.0,0.0,129.0,44.77665,0.0,1.43,3.251,-1.0,0.000787,0.10795023727185751,0.13398892648933874,0.1195373577844327,68.45678002021477,98.70050426220726,0.09434974556934572,0.09426468872264143,1.0882349296893166,0.4384843140864296,0.09845641851670317,15.263503086419753,0.677863137254902,5.964338317455844,64578.71167618929,0.10544226205672762,89.84379953873169,0.16810837769668038,11195.329896499543,0.09398322583690624,510.2407785441789,0.13899923801867323,48.24089841489438
67,167,35.8616,16.0947,34,14.6897,0,111,121,13,136,10,1.00061,42.00202,0.0,0.0,1.03571,8.543,13.915,0.0,0.0,129.0,44.69025,0.0,1.42,3.018,-1.0,0.00023,0.10757119375252837,0.13366009220652347,0.12018760390704084,68.07524968121565,98.7599836880182,0.0941682364835829,0.09408806613857434,1.5256832290556082,0.44010772902226375,0.09882646795574687,15.286747685185185,0.6763976470588235,5.950857619227752,64626.0682531354,0.10496769001874352,87.39071088111481,0.16781796372756536,10813.002252469101,0.09351580865438126,510.05656910694415,0.13937447006396117,48.1413527123722
68,168,35.9164,16.0487,34,15.9182,0,111,121,13,136,10,0.99596,42.183,0.0,0.0,0.67857,8.636,13.9044,0.0,0.0,129.0,44.59366,0.0,1.43,2.929,-1.0,0.000586,0.10753597736882409,0.13355826215190023,0.12075401730863893,67.84681235908641,98.73160498268842,0.09398168373418764,0.09389222589957245,1.0601785641167547,0.4407019401296521,0.09926840948846045,15.42554012345679,0.6734811764705884,5.926673283674388,64626.786780903465,0.10451558876159212,86.52602407135443,0.16748400331024169,10832.253226624967,0.09333963318691456,509.8466471392204,0.13978689796782875,48.14475127797068
69,169,36.2722,16.5904,35,16.3098,0,111,121,13,136,10,1.00142,42.71975,0.0,0.0,0.82143,8.647,13.88715,0.0,0.0,130.0,44.72013,0.0,1.43,3.088,-1.0,0.000101,0.10724369608065118,0.13435716168951176,0.12136814641552397,67.43823099692138,98.6492050641967,0.09379144894485007,0.09407098243527363,1.0730545181126725,0.44454298110871765,0.09962945947656641,15.654224537037036,0.6739121960784313,6.131349956501802,64762.40684189908,0.10415298806472163,87.57220382686633,0.16701883375404858,11073.915013850241,0.09304561426391388,509.62843005052576,0.14026329623856432,48.6232450508777
70,170,37.2182,17.3014,35,17.0047,0,112,121,13,136,11,1.00197,43.77458,0.0,0.0,0.75,8.616,14.38749,0.0,0.0,130.0,44.99525,0.0,1.44,3.324,-1.0,0.000154,0.1066715123850245,0.1350362937215313,0.12221133259988134,67.55818730100606,98.48826974655367,0.09367734642364194,0.09466254810137587,1.3927326441064045,0.4445429811087191,0.09996821353719364,16.17385223765432,0.6779462745098039,6.176865848814346,64692.94033435291,0.10387386705036052,86.49756762441069,0.16669034326200233,11827.553862170957,0.09306366913387874,509.3804193499235,0.14069970191776804,49.09030076015143
71,171,37.4781,17.1476,36,16.613,0,112,121,13,136,11,1.00808,44.11018,0.0,0.0,1.25,8.52,14.99917,0.0,0.0,130.0,45.1877,0.0,1.45,2.634,-1.0,0.0001,0.10621023275816954,0.13475317531580475,0.12294120118831534,68.18301741730664,98.4469740380452,0.09354424245505268,0.09492253763967676,1.647372143667769,0.44454298110872,0.10028538080316098,16.55584490740741,0.6817325490196079,6.142433577865344,64555.76390421478,0.1034701862929802,85.90175988017738,0.16619073220137331,11964.720522801521,0.09323723793809598,509.1269753960783,0.14120391877186173,49.05734497823833
72,172,37.5784,17.2832,36,16.8797,0,112,121,13,136,11,1.00441,44.31893,0.0,0.0,1.5,8.546,14.85825,0.0,0.0,130.0,45.28773,0.0,1.43,3.368,0.125,9.2e-05,0.10599424445736016,0.13498833347010072,0.12354221448472438,68.23941552215234,98.4245324100523,0.09341578772982483,0.09520880823311545,1.9880734927247805,0.44454298110872054,0.10051974546335299,16.65359760802469,0.6826854901960785,6.136801966897387,64511.592248840825,0.10324906013782405,86.01058395277462,0.16587800955689128,12048.334249285488,0.09337835358543332,508.8701721000468,0.1417124891994462,48.951464617693865
73,173,37.6788,16.9473,36,17.4375,0,112,121,13,136,11,1.00072,44.44559,0.0,0.0,1.0,8.52,14.95759,0.0,0.0,130.0,45.32111,0.0,1.44,3.415,-1.0,0.000112,0.10584271935939686,0.13547060553885537,0.12408356956678955,68.36425963900113,98.39664721493124,0.09348928956145547,0.09578810762896717,1.6971757050073633,0.4445429811087212,0.1010297026951564,16.764033564814813,0.6823388235294118,6.110091981519897,64476.46096632144,0.10294694392718706,85.83004356613917,0.16563000837325037,12133.868792084166,0.09371070240551868,508.57292332868593,0.14226240796051573,48.95343450852383
74,174,38.1002,16.8743,36,17.7458,0,112,121,13,137,11,0.99874,44.81698,0.0,0.0,1.25,8.516,14.67003,0.0,0.0,129.0,45.30303,0.0,1.43,3.13,-1.0,3.4e-05,0.10561524114285599,0.13610880845584775,0.12466831848221055,68.28124711151304,98.33515086169156,0.09360931521254952,0.09623597136583385,1.4771966832782928,0.4445429811087204,0.10149015969609708,16.738474151234566,0.681590980392157,6.155172622507031,64557.67133801031,0.10268674150751893,85.8970335696955,0.16527626447516355,12469.870336864482,0.09400786439315778,508.2646677329692,0.14282785293144182,49.13908009470245
75,175,37.9816,16.4835,36,18.7091,0,111,121,13,137,10,0.99834,44.53039,0.0,0.0,2.42857,8.433,14.67855,0.0,0.0,129.0,44.55559,0.0,1.44,3.452,-1.0,0.000152,0.10492675661248514,0.136820034109963,0.1253097722704204,67.67981339537508,98.4048426125782,0.09320812362916056,0.0967026846148865,1.4133770306886622,0.44454298110871715,0.10208181559168251,16.46609760802469,0.6689274509803922,6.472840014824272,64514.54283794279,0.10214596703542111,86.72646323814192,0.1652690751076545,12333.696517783641,0.09426821302259909,508.0822513184652,0.1430358182102444,50.82727427541474
76,176,38.216,16.2562,36,17.3862,0,111,121,13,137,10,1.0023,44.78526,0.0,0.0,2.25,8.486,14.28255,0.0,0.0,129.0,44.54431,0.0,1.44,3.728,-1.0,0.000201,0.10435097684645954,0.13739722184596342,0.12598820005432518,67.19202849122988,98.38417834400302,0.09286647125690649,0.09706972260900498,1.6061200544327572,0.44454298110871887,0.10284743405006133,16.79272762345679,0.670558431372549,6.210783252316336,64585.546236237504,0.10182065712984677,84.44534524785942,0.16536099533223816,12512.37550236751,0.0941807404369297,507.88141878972436,0.14339374586715786,50.86900386103878
77,177,38.265,16.1698,36,17.414,0,111,121,13,137,10,1.00778,44.84449,0.0,0.0,1.35714,8.494,14.07797,0.0,0.0,129.0,44.58532,0.0,1.45,3.689,-1.0,3.5e-05,0.10407587423602,0.1379782997336735,0.12660317709839686,67.25890272403512,98.36561826134654,0.09253136019007722,0.09756024143534127,1.5957019166296693,0.4445429811087194,0.10356782516631578,16.694685570987655,0.6719694117647059,6.148441942200904,64573.88050264181,0.10166928094357926,86.64680708316274,0.16537529089187514,12562.84800586414,0.09438688969144536,507.6745230533356,0.14376115284274116,50.95676280834057
78,178,38.2719,16.1198,36,17.4946,0,111,121,13,137,10,1.00646,44.80115,0.0,0.0,1.60714,8.476,14.00934,0.0,0.0,129.0,44.59982,0.0,1.43,4.238,-1.0,0.000157,0.10393527989619884,0.13824470733798425,0.1271529381991996,67.33524838349103,98.37648773419144,0.0923106651032417,0.09802945020354782,1.6425693858185404,0.44454298110871854,0.10421221454336399,16.445119598765434,0.6706086274509805,6.044895422905868,64571.44404763747,0.10152403632124118,86.47627415168546,0.16484305943098942,12587.716818933519,0.0948150287078266,507.4939680387753,0.14417278152643134,51.002708340868544
79,179,38.355,16.252,36,16.9479,0,111,121,13,137,10,1.00681,44.84848,0.0,0.0,3.57143,8.432,13.98529,0.0,0.0,129.0,44.69346,0.0,1.44,4.056,-1.0,0.000111,0.10385949291660806,0.13833360731569339,0.12772903016165182,67.1861072472186,98.37160352532499,0.09211425411527435,0.09856548392124563,2.1002496598979006,0.44454298110871865,0.10490411197268529,16.210310570987655,0.6708701960784313,6.01281027824175,64463.82275208753,0.10148770446199609,84.55872564535683,0.16442926907664845,12655.009795057298,0.09496675237180051,507.327400556484,0.14453693949991162,50.98163105529032
80,180,38.3024,16.0566,36,17.2471,0,111,121,13,137,10,1.00826,44.78504,0.0,0.0,2.64286,8.42,14.09636,0.0,0.0,128.0,44.74699,0.0,1.44,4.468,0.125,5.7e-05,0.10393295325363472,0.13867853742931766,0.12820427817834035,66.87679594891458,98.39816810053102,0.09176290402085413,0.09930776933904764,1.5480455348312514,0.4445429811087176,0.10568352096333888,16.104166666666668,0.6724233921568619,5.979903651831289,64572.481645983215,0.10121742545814594,84.16417208298135,0.16415948229644467,12585.216424012942,0.09529913425696133,507.15029013621546,0.14495174811390735,51.04101035035686
81,181,38.1727,15.9083,36,16.95,0,111,121,13,137,10,1.00448,44.64797,0.0,0.0,2.60714,8.537,13.91262,0.0,0.0,129.0,44.80063,0.0,1.42,4.675,-1.0,0.000125,0.10424079583095493,0.13915332294091304,0.12854105706311805,67.08152605782996,98.40285408959508,0.09163594912246115,0.0993120419621407,2.0485724357634925,0.4445429811087178,0.1064994309808166,16.112895447530864,0.6735906274509803,6.00920854890719,64516.94522574318,0.10099696271274711,84.18744417855153,0.16398653733422694,12477.466730428148,0.09543147858120637,506.99781236245383,0.14539343595939183,51.21088607222946
82,182,38.1996,15.937,36,16.6286,0,111,121,13,137,10,1.00193,44.72994,0.0,0.0,1.5,8.4,13.77924,0.0,0.0,128.0,44.70057,0.0,1.43,4.492,-1.0,0.000139,0.1043719118045898,0.13933026400479245,0.12874722861887408,67.41928670661022,98.3885424451332,0.09148610037960421,0.09981334758631202,1.6312208389445086,0.4445429811087201,0.10732719174166451,15.883246527777779,0.6691117647058823,5.948809418201626,64487.179354063905,0.101095365123254,84.49752800313237,0.16394673949342758,12553.247700827767,0.0958840898640636,506.8818140246325,0.14527643233432122,51.18650384596837
83,183,38.0292,16.4181,36,16.3156,0,111,121,13,137,10,1.0036,44.60144,0.0,0.0,3.5,8.322,13.80241,0.0,0.0,128.0,44.66237,0.0,1.43,4.788,-1.0,0.000116,0.104646748265556,0.13913468790634154,0.12894145534289647,67.58397054989186,98.41338695326004,0.09136885486061894,0.09985993227628118,1.403258610957287,0.44454298110871987,0.10807573620715044,15.682388117283951,0.6687866666666668,5.905567409986882,64431.184517160335,0.10104496779785019,85.20200926791934,0.16350332787027,12413.193989881169,0.09633191395601663,506.81825319735464,0.14538050092857582,51.130326447663485
84,184,38.0498,16.7422,36,16.8235,0,111,121,13,137,10,1.00461,44.62463,0.0,0.0,3.5,8.441,14.21683,0.0,0.0,128.0,44.61263,0.0,1.45,4.741,-1.0,0.000368,0.10513684247992328,0.1387962324126158,0.12927024973325885,67.25284475841988,98.43319687490782,0.09131480995917571,0.10041080133257542,2.092147283241357,0.4445429811087174,0.10872029440952584,15.573206018518519,0.6696474509803921,5.809155859095837,64457.24092629078,0.10078099743494666,87.38103949002718,0.163093234224822,12359.642779531507,0.09665140565384088,506.7692650073365,0.14563132245641633,51.14116150655864
85,185,38.4283,16.4253,36,16.7483,0,111,121,13,137,10,1.00552,44.96412,0.0,0.0,4.57143,8.382,14.49389,0.0,0.0,128.0,44.54589,0.0,1.44,4.436,-1.0,0.000277,0.1056788106557133,0.13853733436303817,0.12972023889919979,67.43170045107522,98.37618672260838,0.0912530560875258,0.1005423170989101,1.6869092466296534,0.44454298110871826,0.10947103914556126,15.251832561728396,0.6677925490196079,5.798398573949237,64619.07574793092,0.1013824124464353,87.26236864631242,0.16267687740411121,12662.42526687205,0.09683667946015008,506.74386236712047,0.14589910970485706,51.15114828980999
86,186,38.4375,16.1279,36,16.4749,0,111,121,13,137,10,1.0021,44.9477,0.0,0.0,3.5,8.288,14.21593,0.0,0.0,128.0,44.4206,0.0,1.44,5.445,-1.0,0.000144,0.10622600672594791,0.13835303611486657,0.1300218286613605,67.64891456649619,98.39214946763494,0.09128735251274851,0.10113158525092367,2.049534203656309,0.4445429811087149,0.11034500689882223,15.000289351851851,0.6600129411764707,5.840277447483145,64646.210447236284,0.1022756442758927,86.86826758380968,0.1621788895081978,12661.90318957905,0.09716452034305616,506.7550123555929,0.1465250575699067,51.29380402741609
87,187,38.4997,16.2354,36,16.5967,0,111,121,13,137,10,0.99977,45.0683,0.0,0.0,3.60714,8.287,13.94298,0.0,0.0,128.0,44.29437,0.0,1.44,4.143,-1.0,9.8e-05,0.10675432884411142,0.13828019848655443,0.12995814598258934,67.29006954363842,98.40825127343521,0.09135526753897587,0.10167588650057358,2.0153995580334705,0.4445429811087184,0.11117057756224445,15.086323302469136,0.6574580392156862,5.752055219010084,64542.915999014585,0.10228584433237083,87.76889193498933,0.16171477841056595,12769.601595372063,0.0975346138697418,506.78586121097277,0.14684002764830612,51.186470502688564
88,188,38.4355,16.4122,36,15.9523,0,111,121,13,137,10,0.99762,45.02975,0.0,0.0,3.32143,8.295,14.02797,0.0,0.0,128.0,44.27761,0.0,1.44,4.486,0.12603,2.8e-05,0.10727453122413291,0.13817370840364296,0.1298071662714939,67.42613861491856,98.40761889992419,0.09132688310262191,0.10223432923062123,1.4483919975991684,0.4445429811087183,0.11195425615741633,14.958960262345679,0.6596341176470589,5.7727843840518664,64540.983516975066,0.1028495496758579,85.3621121836307,0.1613681369177055,12756.395991717965,0.09786718815555909,506.83726129599086,0.14685331143455777,51.39492741337529
89,189,38.0849,15.945,36,16.1992,0,111,121,13,137,10,0.99617,44.75639,0.0,0.0,2.89286,8.251,14.17556,0.0,0.0,128.0,44.22038,0.0,1.44,5.493,-1.0,9.6e-05,0.10788484384601522,0.13846034287200215,0.1295319086264641,67.51756202059495,98.45430055501711,0.09127111079788854,0.10278943261801092,1.028893200551411,0.44454298110871865,0.11275761436919123,14.493537808641975,0.6600201372549019,5.76669896080749,64613.82290028096,0.10252779619213766,85.0768867627326,0.1611430854549576,12520.575772767368,0.09818972735595809,506.9092253469827,0.14686837399936448,51.48184091073495
90,190,38.2558,15.3608,36,16.299,0,111,121,13,137,10,1.0023,44.89799,0.0,0.0,2.60714,8.212,13.77634,0.0,0.0,128.0,44.2258,0.0,1.45,4.795,-1.0,0.000185,0.10818487716884108,0.13846602053996387,0.12917766377168094,67.47352486961448,98.44481344814199,0.09127079165969833,0.10338066714843014,1.6116652629453754,0.44454298110871854,0.1134751350008385,14.217592592592593,0.6611572549019608,5.7341981413560585,64600.40995175757,0.10266162263264957,85.45077602003892,0.16104624969213124,12689.967199611685,0.0984025106291099,506.9906348905517,0.1468186570834688,51.80657676414208
