,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubcol.0.3,blur,cubrow.0.5,fft,cubrow.0.3,cubcol.0.6,contrast,cubrow.0,cubcol.1.0,cubcol.0.5,cubrow.0.6,temporal,uhdhdsim,staticness,cubrow.1.0,noise,color_fulness,movement,blockiness,cubcol.0,tone
45,145,65.4564,7.3338,29,7.49935,0,104,131,7,125,5,0.98438,58.78807,0.0,0.0,4.85714,4.003,6.46988,0.0,0.0,126.0,58.04938,0.00022,0.3,1.381,-1.0,7.141751,32.01287465036651,0.03038656313290378,58699.9133452498,0.15398356766672605,68561.9028165498,0.2682024332754754,0.22815338401429822,93.51146676420008,0.10593160867007007,0.005574125904107174,0.2214739641036396,0.13682982661436785,2.931081744712563,90.47783302729393,536.524986728757,0.10486821640506985,0.22227149055435838,161.30292435067102,6.759934413580247,1.6172629334728073,0.005306932489076143,0.8563384313725492
46,146,65.3823,7.02315,29,7.1268,0,104,131,7,125,5,0.98248,58.72571,0.0,0.0,4.82143,3.999,6.27213,0.0,0.0,126.0,58.03809,0.00023,0.3,1.373,-1.0,7.002704,31.879516789942613,0.03015444656429291,58624.54440574176,0.15402539278966146,68601.12706936532,0.26808495749402783,0.2280032343640501,91.32146758685084,0.10593388388284301,0.005570346999093794,0.22131165213236492,0.1367969964226956,2.868711615619551,90.54402875783083,535.969080656709,0.1045192722444093,0.222271490554359,160.30813884373396,6.705150462962963,1.746572241824818,0.0052921003763338045,0.8554227450980393
47,147,65.4158,6.89853,29,6.90455,0,104,131,7,125,5,0.9793,58.76159,0.0,0.0,5.07143,4.019,6.00657,0.0,0.0,126.0,58.14812,0.00015,0.3,1.422,-1.0,7.02794,31.91361434371383,0.029923713852136175,58752.00961641988,0.15393218332335976,68584.49516229397,0.26797601518178316,0.2278493903642564,93.8058375223816,0.10596821304398302,0.005572000338812244,0.2210395198574759,0.1369990783074363,2.7828664905208416,90.51909852305963,535.4284640387748,0.10422755237592858,0.2222714905543608,161.61510959042022,6.542004243827161,1.6800830846322048,0.005286177390728346,0.8579745098039215
48,148,65.3656,6.64881,29,6.6134,0,104,131,7,125,5,0.98063,58.73116,0.0,0.0,4.25,4.016,5.89915,0.0,0.0,126.0,58.24251,0.00018,0.3,1.449,0.43184,7.023646,31.821648114993252,0.029696638755081824,58729.88567204374,0.15389551072496907,68632.66772682293,0.2678956942815694,0.22771094162217526,93.55154866640311,0.10596611736184741,0.005590693334033176,0.22078851791787746,0.13688826744440533,2.7159296366349888,90.51843860794085,534.8642705843682,0.10402267569944951,0.22227149055436066,161.42065110054347,6.23852237654321,1.7299392839617131,0.005297985964383167,0.8586466666666667
49,149,65.4201,6.51352,30,6.25065,0,104,131,7,125,5,0.98401,58.78343,0.0,0.0,4.32143,4.006,5.69102,0.0,0.0,126.0,58.36223,0.00021,0.31,1.504,-1.0,6.963717,31.735678213614005,0.02947946788074769,58923.237201226584,0.1538374618468848,68687.94515236518,0.2677870395769184,0.22752259991040658,93.85359720453586,0.1059699573991602,0.005582081083607175,0.22032095832297052,0.13674105858826666,2.66651683245145,90.5114135408418,534.3121648386428,0.10378277699960838,0.22227149055436024,161.57092049165865,5.990113811728395,1.8458672541580528,0.00529302508766299,0.8599623529411766
50,150,65.4024,6.45302,30,5.75485,0,104,131,7,125,5,0.9835,58.78268,0.0,0.0,4.67857,4.025,5.56976,0.0,0.0,126.0,58.42933,0.00018,0.3,1.359,-1.0,6.958156,31.563644220799574,0.02927876758511998,58717.23964105352,0.15390274191070263,68671.40344285403,0.26772231810863045,0.22740091104836982,93.72826767281492,0.10594548898099221,0.005593166465650858,0.21986759016343987,0.13654559629363977,2.6058639839069606,90.55355916959242,533.7455439670592,0.10359466855444563,0.22227149055436066,160.62793977751852,5.842255015432099,1.7683870596864095,0.005287756542186111,0.8610635294117648
51,151,65.511,6.15219,30,5.70259,0,104,131,7,125,5,0.98368,58.88759,0.0,0.0,4.57143,4.033,5.51912,0.0,0.0,126.0,58.54521,0.00018,0.3,1.506,-1.0,6.998567,31.687446311668115,0.029075332678480618,58984.694014660476,0.15387854885765714,68658.89314820683,0.26764547055947674,0.2272407462244655,92.5616601266179,0.10595337792559602,0.005589782489562067,0.2194014359549887,0.1363517274728166,2.559271748257703,90.52946259813608,533.2157076235235,0.10344849629115706,0.22227149055436,161.88985266497684,5.494791666666667,2.138025809916263,0.005287491876375338,0.8619415686274511
52,152,65.4588,5.71841,30,5.06392,0,104,131,7,125,5,0.98826,58.83128,0.0,0.0,4.71429,4.041,5.25625,0.0,0.0,126.0,58.59636,0.00021,0.3,1.464,-1.0,6.918966,31.529297251760223,0.028882542669069484,58837.489028594864,0.15392933762007513,68688.61171209704,0.2675990603817831,0.2270480903215793,92.22304963126626,0.10594503457983062,0.005585095931178525,0.21898458495506448,0.13617497898158795,2.5252489130866422,90.54533719400848,532.6962030985651,0.10329105305240162,0.22227149055436057,160.52775787465194,5.045090663580247,2.110349310897673,0.005295622723024626,0.8616886274509805
53,153,65.5452,5.30757,30,5.06272,0,105,131,7,125,5,0.9845,58.91964,0.0,0.0,3.89286,4.049,4.88438,0.0,0.0,126.0,58.66594,0.00017,0.3,1.487,-1.0,6.997989,31.428858627507715,0.02870412247136118,59028.14920501818,0.15417419175394487,68671.12881122211,0.26755850194597575,0.22691983522310918,92.42051364333335,0.10596805629785305,0.005584521227106272,0.21846897614737498,0.1360964825920869,2.50104321726753,90.53746064933264,532.2002539533813,0.10314958970803606,0.22227149055436066,160.78203803968643,4.466579861111111,2.0367983917711614,0.00528273877221164,0.8622015686274511
54,154,65.6463,4.81409,30,4.88358,0,104,131,7,125,5,0.9768,59.03616,0.0,0.0,4.85714,4.056,4.52735,0.0,0.0,126.0,58.70546,0.00021,0.3,1.5,-1.0,6.9047,31.55178512761622,0.028510246445746037,59128.265603008724,0.15440208589358462,68783.00371987988,0.267522689854112,0.2267617792325279,93.77819768084969,0.10598966415241241,0.0055863538902238665,0.21802323627551504,0.13596427379426082,2.4805157653065133,90.53822500520597,531.7100819607945,0.10301483806217028,0.22227149055436113,161.0514435287144,3.970196759259259,1.8992183745395805,0.0052998153662780914,0.8622015686274511
55,155,65.6704,4.20129,30,4.94793,0,105,131,7,125,5,0.97745,59.06186,0.0,0.0,4.03571,4.042,4.10317,0.0,0.0,126.0,58.7013,0.00019,0.29,1.443,-1.0,6.943737,31.507724714867862,0.028331328697075178,59131.81566786695,0.15473745549293863,68757.94822070486,0.267501683157314,0.22663513289276666,93.65944157933667,0.10599171462164028,0.005590750911183729,0.21772556016066746,0.1358443584830937,2.437494361342006,90.51787981159968,531.2545175138628,0.10289211005391885,0.22227149055436057,161.10476818119906,3.790943287037037,2.0184236866799625,0.005283099976926127,0.8616360784313727
56,156,65.7583,3.59304,30,4.35379,0,104,131,7,125,5,0.97606,59.15558,0.0,0.0,4.67857,4.04,3.57382,0.0,0.0,126.0,58.71749,0.00018,0.3,1.425,0.45203,7.030624,31.577684944058642,0.02814067413615135,59352.68314874871,0.15523192694625887,68807.66029229281,0.2674467307158023,0.22647033214865203,93.46551319430615,0.10602011880266955,0.005574757729299454,0.2174371686016615,0.13578172017629914,2.3700986692336867,90.50114620817556,530.8029566118163,0.10282784056154111,0.2222714905543607,161.6313967097361,3.4597800925925926,1.8755854507816945,0.005283596274191987,0.8610705882352943
57,157,65.8452,2.86555,30,4.28391,0,105,131,7,125,5,0.97818,59.24298,0.0,0.0,4.21429,4.019,3.0472,0.0,0.0,126.0,58.71486,0.00019,0.3,1.43,-1.0,6.936081,31.45113401059751,0.027968439102140592,59344.70580741382,0.1557733394209783,68795.61496462744,0.2674150181765581,0.22633589703943455,93.82979668144999,0.10602756630958561,0.005574826041777717,0.21726503383907605,0.13575403410256645,2.2961565514340294,90.48058666248494,530.4001544972423,0.10274661435177829,0.22227149055436068,161.19821354651123,3.1731288580246915,1.8833168861590912,0.0052900745626986495,0.8609286274509805
58,158,65.9016,2.22738,30,3.80052,0,105,131,7,125,5,0.97745,59.31049,0.0,0.0,5.07143,4.018,2.41012,0.0,0.0,126.0,58.6998,0.00018,0.3,1.41,-1.0,6.928926,31.41707639341001,0.02779504732104652,59360.20719685067,0.15639942475547725,68838.60168271806,0.26736790643925623,0.22616867040821906,93.82714044955789,0.10602058544586102,0.005571601465341163,0.21726334302231248,0.13589569154216233,2.1902974837061815,90.45788547992645,529.9905472602381,0.10272838067787254,0.22227149055436043,160.544108406569,2.9176311728395063,1.7913651321346231,0.00528454414618833,0.860192549019608
59,159,65.9477,2.07131,30,3.38952,0,105,131,7,125,5,0.97994,59.35109,0.0,0.0,4.46429,4.0,1.85053,0.0,0.0,126.0,58.7198,0.00022,0.29,1.37,-1.0,6.990765,31.43035267017506,0.027626777332470424,59520.96792548864,0.157083861300893,68818.12200709053,0.26732539585483034,0.22601673507754358,93.58772807149288,0.10603852429349739,0.005561453849737203,0.21744320509173953,0.1361138602646685,2.097635322326846,90.44178666979371,529.623606747483,0.10270771913212268,0.22227149055436077,160.8525422584316,2.6293402777777777,1.9449671244365914,0.005288296752458975,0.860192549019608
60,160,65.9699,2.78729,30,3.14464,0,105,131,7,125,5,0.97444,59.37704,0.0,0.0,5.10714,4.007,1.71068,0.0,0.0,126.0,58.7142,0.00023,0.29,1.443,-1.0,6.97885,31.443804517204377,0.027230830514357957,59553.610280942376,0.15796184202537,68826.85170219027,0.2671967011468038,0.22564374923864675,93.46779225017049,0.10605297264986079,0.00558051239637951,0.21754548907406548,0.13613123876004318,2.043221488465195,90.44019375020936,529.2589561271591,0.10252467504992219,0.22227149055436066,160.53815262204787,2.458574459876543,1.8942297507417252,0.005281107109501498,0.860192549019608
61,161,65.9177,3.53842,30,3.56844,0,105,131,7,125,5,0.98275,59.32489,0.0,0.0,4.53571,4.017,2.34241,0.0,0.0,126.0,58.75367,0.00022,0.3,1.371,-1.0,6.961432,31.46614752875434,0.026887340905179063,59472.55600606665,0.1585549519912369,68788.50066848156,0.26715254817507583,0.22510202244492333,93.88716861558238,0.10606129771940098,0.005579611712650674,0.21746196465079376,0.1360735392593999,2.157032608319566,90.46980088404115,528.9236307443518,0.10230456251436888,0.22227149055436032,161.99585243728603,2.1888503086419755,1.780139323329617,0.005291207603633817,0.8607423529411766
62,162,65.8537,3.82166,30,4.12794,0,104,131,7,125,5,0.98148,59.26188,0.0,0.0,5.0,4.036,2.99865,0.0,0.0,126.0,58.76848,0.00016,0.3,1.405,-1.0,6.914627,31.47203629105179,0.02645699666352212,59406.35649136027,0.15906492457654237,68807.95485177582,0.26708113171394404,0.2244541871646399,93.44404977405749,0.10605237054911859,0.00557732005865637,0.21714535647792452,0.13583001992284052,2.257004949331433,90.50809440793529,528.6048635969953,0.10212496924413046,0.2222714905543608,161.0755245831886,1.8913966049382716,1.940199331295792,0.005274620952956471,0.8599466666666667
63,163,65.8979,4.04094,30,3.92211,0,105,131,7,125,5,0.97787,59.31334,0.0,0.0,4.64286,4.032,3.24538,0.0,0.0,126.0,58.79506,0.00022,0.3,1.388,-1.0,6.95977,31.416570592809606,0.026062708881074693,59535.0722569791,0.15933061704399865,68764.28917265603,0.2669993576919141,0.22378516142284527,93.80580123256624,0.10604878065161347,0.005571467017116718,0.21686676568550717,0.13564704882894466,2.2697827165274904,90.511583838061,528.313519177168,0.10188184413995831,0.22227149055436116,161.10859607260355,1.6987847222222223,1.9143427009018255,0.00527732789451166,0.8607580392156864
64,164,65.8879,4.22769,30,3.95738,0,104,131,7,125,5,0.98297,59.29327,0.0,0.0,4.67857,4.049,3.43378,0.0,0.0,126.0,58.78255,0.00017,0.3,1.363,0.44046,7.037604,31.516479868947723,0.02565126965125578,59411.052245710234,0.15952301028595062,68693.66284540726,0.26689714001387616,0.22310752734894543,92.74283360391195,0.10600107358897187,0.00558139249993191,0.21656559882735693,0.1354893475800375,2.266270475314884,90.5008572066632,528.0139338292937,0.10165106147844818,0.2222714905543607,161.315223278102,1.5099344135802468,2.067939191216626,0.005260415096367659,0.8605270588235295
65,165,65.9373,4.15336,30,3.85626,0,105,131,7,125,5,0.98311,59.34662,0.0,0.0,4.28571,4.03,3.59455,0.0,0.0,126.0,58.81575,0.00014,0.3,1.38,-1.0,7.023516,31.61205753279321,0.025233596846045363,59495.12150239464,0.15976014388754115,68766.51325349936,0.26688009501224724,0.22255466424817336,93.42092953680746,0.10599765434666836,0.005584852854602113,0.2162492211815564,0.13530877729282043,2.241327916543072,90.48948137836723,527.7452058486602,0.10136945560151281,0.22227149055436088,162.1876495402882,1.388695987654321,1.8394709638388989,0.005238766594828456,0.8607580392156864
66,166,66.0368,3.94889,30,3.79346,0,104,131,7,125,5,0.98283,59.44235,0.0,0.0,4.64286,4.025,3.53081,0.0,0.0,126.0,58.79595,0.00017,0.3,1.462,-1.0,7.09242,31.50297998498987,0.024843630901032854,59698.44593632053,0.15996889993945881,68717.38628101333,0.26676990554682883,0.22209344595995412,93.78329305441316,0.1059997334433101,0.0055782492142046535,0.21597311879748424,0.13510955130488392,2.2138422726167035,90.44340111391352,527.4815738284493,0.10102668755569605,0.22227149055436088,161.0399894306393,1.3097993827160495,1.920601927581445,0.005244334466215955,0.8607729411764707
67,167,66.1531,3.6064,30,3.73578,0,104,131,7,125,5,0.98836,59.55432,0.0,0.0,4.92857,4.021,3.35299,0.0,0.0,126.0,58.83012,0.00018,0.3,1.406,-1.0,7.025033,31.415808218496817,0.024430698854301894,59976.62901914625,0.16023830431977992,68782.8204675621,0.26669149283839166,0.2218710509526033,93.63274556043376,0.10597027109657631,0.005568004141854381,0.21577428416258768,0.13495928207427543,2.181526566357197,90.45224266125005,527.244947631425,0.10065597956216678,0.22227149055436102,161.32629961161982,1.2487943672839505,1.8777664014329096,0.005245896349965617,0.8607580392156864
68,168,66.2106,3.08537,31,3.65477,0,104,131,7,125,5,0.98568,59.6035,0.0,0.0,4.71429,4.014,3.0573,0.0,0.0,126.0,58.82783,0.00016,0.3,1.384,-1.0,6.934132,31.547871907552082,0.024051956365036677,59988.97289852324,0.16050215359082118,68809.06036900255,0.26660148969437214,0.22153837505762317,93.41076814806445,0.10598467853316745,0.00556645848527527,0.2154177741711722,0.13480997301583672,2.1481614932136566,90.42803370047055,527.0154555568406,0.1003748016506794,0.22227149055436124,161.84623079637538,1.1889467592592593,1.9096770061459898,0.005236287612097805,0.86064
69,169,66.3295,2.47377,31,3.57873,0,104,131,7,125,5,0.98974,59.70982,0.0,0.0,4.82143,4.002,2.60642,0.0,0.0,126.0,58.8391,0.00016,0.3,1.397,-1.0,7.01301,31.360941569010414,0.02358533315887776,60338.70305890415,0.16081911756066533,68849.46627102603,0.2664996886918376,0.22124886831344728,93.77551517306512,0.10598380244472559,0.005586638700407886,0.21518412144994306,0.13470595456756404,2.097120889138857,90.39582008003347,526.8054940283397,0.0999817143417645,0.22227149055436057,160.59530180056646,1.1360435956790123,1.9238876972700136,0.005215711078633696,0.8609551568627383
70,170,66.4153,2.39176,31,3.29485,0,104,131,7,125,5,0.98804,59.79187,0.0,0.0,4.25,4.002,2.07499,0.0,0.0,126.0,58.85934,0.00019,0.3,1.426,-1.0,6.918654,31.530250831886576,0.023252461696643786,60541.348875939344,0.1612137060153548,69034.63745229962,0.2663943674940383,0.22089627971682835,93.4054585789562,0.10599428448997844,0.005588102879702026,0.2150188091810939,0.13469335934379634,2.039983204600332,90.35514532890821,526.6047067715305,0.09967471748768127,0.22227149055436157,161.2287270926169,1.0727237654320987,1.959501462613933,0.005218752032583898,0.8599623529411766
71,171,66.3925,2.99486,31,3.35112,0,104,131,7,125,5,0.98406,59.78096,0.0,0.0,3.82143,3.998,2.00014,0.0,0.0,126.0,58.87147,0.00019,0.3,1.395,-1.0,6.909635,31.410119704258292,0.02286886802941187,60465.881009066616,0.16156278099713287,68937.12640944238,0.2663044879004932,0.2206171282475683,93.62411112289315,0.10602813825749634,0.005591354717544039,0.21494227938002575,0.13470529049784297,2.019126729426758,90.37741441982432,526.4221654517659,0.09937616954010862,0.22227149055436268,161.04110224237294,1.050684799382716,1.8667813492081082,0.0052163304274595885,0.8607580392156864
72,172,66.291,3.42487,30,3.69374,0,104,131,7,125,5,0.98384,59.66738,0.0,0.0,4.5,3.999,2.52804,0.0,0.0,126.0,58.87083,0.00014,0.3,1.478,0.4357,6.970714,31.506352930893133,0.02252991513058835,60268.971147783755,0.1617774549083851,68959.5795755373,0.2662130710437284,0.2203289811997511,93.40029460216746,0.10603745578548837,0.005576020370917767,0.2148797025620794,0.13476609789826846,2.058497761401118,90.40583942566258,526.2379688207419,0.09912619244908893,0.22227149055436154,160.14004250180545,1.005883487654321,1.9952047614166093,0.005220701554792282,0.8608105882352942
73,173,66.2004,3.74423,30,3.62941,0,104,131,7,125,5,0.98506,59.57856,0.0,0.0,4.53571,3.982,2.90151,0.0,0.0,126.0,58.88241,0.00015,0.29,1.42,-1.0,6.932616,31.480848712685667,0.022221926120593177,60097.59762552779,0.16189212857370602,68934.00771353606,0.26611640814379517,0.22005220995653457,93.61956457441174,0.10607782752105578,0.005563875256311754,0.21484152755789962,0.1347698143392962,2.1025306865931457,90.42536192304485,526.0773804052416,0.09887737280366006,0.2222714905543616,160.60846788491992,0.9461805555555556,1.9426947621940245,0.005208980128459124,0.8607580392156864
74,174,66.0975,4.07109,30,3.57696,0,104,131,7,125,5,0.98376,59.47528,0.0,0.0,3.67857,3.985,3.17896,0.0,0.0,126.0,58.83765,0.00013,0.3,1.442,-1.0,6.908616,31.470229725778836,0.02194036193426331,59918.94561954553,0.16202817512555379,68993.45068909132,0.26600304426753824,0.2197530150791529,93.51894853799277,0.10607694750632178,0.005555583740839113,0.21482593426325902,0.13467632186305437,2.15968046583428,90.4296542896563,525.9123350804618,0.09867041277345125,0.22227149055436093,159.46908730889746,0.935522762345679,1.841083556165126,0.005194961279325049,0.8599247058823531
75,175,66.0571,4.34368,30,3.80536,0,104,131,7,125,5,0.99034,59.44126,0.0,0.0,4.10714,3.97,3.4623,0.0,0.0,126.0,58.86515,0.00012,0.29,1.507,-1.0,6.853957,31.53655082796827,0.02167556307058399,59982.73900981385,0.16206500523246084,68905.11696804495,0.26591749625027894,0.21947744828119012,91.25475436639319,0.10606984518260423,0.005558739037674814,0.21490231547345864,0.13446323324549816,2.2052753329191077,90.42462221312519,525.7679095239838,0.098550176086362,0.22227149055436182,160.66580778437313,0.9397183641975309,1.89292503309632,0.005198245599683822,0.8607729411764707
76,176,66.0032,4.53192,30,3.88469,0,104,131,7,125,5,0.98246,59.37455,0.0,0.0,4.35714,3.962,3.69924,0.0,0.0,126.0,58.83167,0.00018,0.3,1.453,-1.0,6.804345,31.473200668523344,0.02147530011307776,59880.05318572223,0.16209581168455822,68845.42850326796,0.2657911261066231,0.2192251782304516,90.0043157662941,0.10606180773611514,0.0055630424124313484,0.21489575072336145,0.13419409932132945,2.2243081934166433,90.46071891860392,525.6194709680473,0.09844805005126998,0.22227149055436102,160.06050258614908,0.9874614197530864,2.0126943862005184,0.005189347610469648,0.8599623529411766
77,177,65.9645,4.64602,30,4.06043,0,104,131,7,125,5,0.98279,59.33407,0.0,0.0,4.75,3.967,3.86126,0.0,0.0,126.0,58.85576,0.00024,0.29,1.386,-1.0,6.817757,31.62827800232687,0.021259322461772055,59841.09163933448,0.16213352905761255,68884.75889917609,0.2657421339586795,0.2191210114790989,93.6498683439709,0.10607535608261805,0.005552693380893631,0.21482781676400495,0.13395472964903818,2.249919837392292,90.44243962267689,525.492259338837,0.09822919179903339,0.22227149055436124,161.53643644109633,1.0279224537037037,2.1849796528188765,0.005190269557735183,0.8608105882352942
78,178,65.9441,4.77167,30,3.86778,0,104,131,7,125,5,0.98389,59.31703,0.0,0.0,4.17857,3.96,3.96124,0.0,0.0,126.0,58.82606,0.00018,0.3,1.373,-1.0,6.772026,31.5037873821494,0.021140093737932172,59829.38425894849,0.16220679443687863,68837.88793358117,0.2656580900652222,0.219112527419904,92.96551192842617,0.10609761561154753,0.005541817824874903,0.21454410340043062,0.1336964691072232,2.30087211866067,90.45412932318733,525.3632432776961,0.09807914568324942,0.22227149055436132,160.81878543737847,1.0988618827160495,1.8368507694015335,0.005179522179859102,0.8600141176470588
79,179,66.1098,4.77459,30,4.26844,0,104,131,7,125,5,0.98899,59.44068,0.0,0.0,4.03571,3.984,4.06935,0.0,0.0,126.0,58.85059,0.00022,0.29,1.36,-1.0,6.775423,31.711033008716726,0.020942388416859026,60302.73534642451,0.16233355308213948,68976.92132174685,0.265611352489159,0.21914100496064665,93.28611186262437,0.10607483850019618,0.005537112321763152,0.21439143662920698,0.13348046729969693,2.323971830328078,90.42799008032412,525.2427740388162,0.09784125745626895,0.2222714905543608,161.80409312158218,1.1682098765432098,2.07234775883814,0.005170225824675508,0.8607580392156864
80,180,66.0555,4.92083,30,4.28295,0,104,131,7,125,5,0.98032,59.38658,0.0,0.0,4.71429,3.986,4.0725,0.0,0.0,126.0,58.84005,0.00022,0.3,1.346,0.4384,6.831913,31.67042880588108,0.020780380649778905,60115.67077851294,0.16237828100985233,68842.04470376526,0.2655569911605863,0.21912693921301038,92.27811058215472,0.10604369433834158,0.005552027599553195,0.21425166146152264,0.13338536443657992,2.3519772950651667,90.48646043509088,525.1133345357218,0.09760002944393747,0.2222714905543607,160.68440405264232,1.2554976851851851,2.1101991960020308,0.005175886349370918,0.8599623529411766
81,181,66.1026,5.15156,30,4.62263,0,104,131,7,125,5,0.98709,59.41247,0.0,0.0,4.82143,3.984,4.19743,0.0,0.0,126.0,58.90107,0.00025,0.3,1.359,-1.0,6.82704,31.753204722463344,0.020640738736548824,60114.01150603955,0.1624172568922213,68874.64703253553,0.2655410042167865,0.21914041949109273,90.90917848842398,0.10602341074948314,0.005546251596703312,0.2139991678525905,0.1332626652171379,2.371208020306494,90.47134776592351,524.9891164241653,0.09729319558725484,0.22227149055436105,161.12834228440417,1.3368537808641976,1.8025251177232986,0.005169409929399027,0.8607580392156864
82,182,66.0566,5.34494,30,4.70991,0,104,131,7,125,5,0.98293,59.36845,0.0,0.0,4.57143,3.988,4.39665,0.0,0.0,126.0,58.89699,0.00018,0.29,1.387,-1.0,6.816701,31.513030252338925,0.020542716170069454,60106.75300924629,0.162534292457574,68864.70400905379,0.2655260940104544,0.219141990051418,93.31164056787851,0.10598640072109822,0.005558133374075118,0.21388105861438647,0.13304567235078865,2.402104279672681,90.47909477643438,524.8564829963753,0.09707986493107502,0.22227149055435969,159.925502583506,1.4347993827160495,1.7667817002330726,0.0051780824354818265,0.8593443137254904
83,183,66.1028,5.70575,30,4.79262,0,104,131,7,125,5,0.98809,59.3947,0.0,0.0,4.82143,3.985,4.56511,0.0,0.0,126.0,58.9977,0.00019,0.29,1.403,-1.0,6.824938,31.644717746310764,0.020485579757352566,60106.56943274978,0.1625904866659065,68745.36980047109,0.26551765807442607,0.21916775587506054,93.5702286805978,0.10600671791427954,0.0055436918899287955,0.21386759710217398,0.1328847016658887,2.3984360862283203,90.48765075267116,524.7326495574696,0.09690644418692342,0.22005386451113018,160.56529831469368,1.5752314814814814,1.9421874656061506,0.005169661459892465,0.8600070588235295
84,184,66.0023,6.0428,30,5.11776,0,104,131,7,125,5,0.99112,59.30833,0.0,0.0,4.03571,4.018,4.87351,0.0,0.0,126.0,59.05407,0.00016,0.3,1.363,-1.0,6.851686,31.5927148512852,0.02041864193115935,60014.22545844542,0.16274393388543062,68775.62899838312,0.2655522981816571,0.2192006245302613,93.73094955614059,0.10602750817742314,0.005540696126512653,0.21389179068265207,0.13264621632792276,2.422383085891828,90.48234369899477,524.5929725782875,0.0967468230352109,0.22005386451113018,160.05247360346038,1.802324459876543,1.8810768907950388,0.00517895310600183,0.8596788235294118
85,185,65.8213,6.56231,30,5.46078,0,104,131,7,125,5,0.98394,59.1562,0.0,0.0,4.53571,4.041,5.16691,0.0,0.0,126.0,59.11509,0.00016,0.3,1.448,-1.0,6.72105,31.569735303337193,0.02039161686782632,59652.333117062866,0.1628259427437618,68710.40874304323,0.2655160620038563,0.21918089687233636,93.63413183049605,0.10600663297715476,0.005552765788583138,0.21387443206744874,0.1323758350501368,2.4717819130370873,90.52615964252622,524.4637763292754,0.09655826192233141,0.2222714905543605,159.96723955164143,1.966820987654321,1.8672149688486344,0.005185215099740957,0.8594039215686275
86,186,65.5968,6.96351,30,6.24316,0,104,131,7,125,5,0.99077,58.9642,0.0,0.0,4.07143,4.052,5.61024,0.0,0.0,126.0,59.10398,0.00015,0.3,1.477,-1.0,6.832849,31.650147049515336,0.020423475171051825,59021.22379357841,0.16284483628920635,68690.60066665417,0.2654807720163874,0.21919033211880498,93.711641833199,0.10601656931372616,0.005569343263173,0.21389685662411867,0.13214342309311145,2.519215951397113,90.53578923116349,524.3391728982518,0.0964632818632537,0.22227149055436027,160.34496220438356,2.124180169753086,1.9645709376043063,0.005179076886310616,0.8590913725490197
87,187,65.1966,7.16005,30,6.3902,0,104,131,7,125,5,0.98856,58.64054,0.0,0.0,4.75,4.051,5.96182,0.0,0.0,126.0,59.11439,0.00015,0.29,1.383,-1.0,6.803167,31.541260142385223,0.020420996973152753,57950.51924867969,0.16285923059345866,68807.01425979557,0.26543181686088,0.21915901354070094,93.58153406049635,0.10601651195900871,0.005564881002068531,0.21390500097282483,0.13132142354693604,2.5624546442839424,90.6553852588533,524.2325022716733,0.09629825498870923,0.22227149055436,159.5047501336598,2.2270447530864197,1.7951343821600227,0.005195895618005744,0.8591360784313726
88,188,64.8889,7.19641,30,5.80643,0,104,131,7,125,6,0.9852,58.37785,0.0,0.0,4.5,4.054,6.13201,0.0,0.0,126.0,59.19822,0.00015,0.29,1.44,0.43133,6.865271,31.546910603841145,0.020416824932716283,57164.07970879926,0.1628375703903721,68749.06532318733,0.2654661789455054,0.21915240383573256,93.6781555514876,0.10603990232238508,0.005547027108388281,0.21392237405360007,0.13072242892735614,2.6304307676999508,90.71792236499186,524.1180325380388,0.09622601781412132,0.22227149055436035,160.81499208088368,2.402199074074074,1.9209130233737552,0.005184521080652939,0.8591360784313726
89,189,65.1911,7.25159,30,5.69003,0,105,131,7,125,6,0.97489,58.66357,0.0,0.0,4.67857,4.056,6.16465,0.0,0.0,126.0,59.34655,0.00017,0.3,1.472,-1.0,6.792025,31.563977465217498,0.020402698752174934,57710.07084861465,0.1628437611594185,68914.43510612112,0.2655548732726236,0.21912449033404063,92.67076653054382,0.10605409146479723,0.0055372855507837375,0.2139312526149842,0.1303996282614473,2.6604937354093248,90.67858520617024,523.9941616253573,0.09614952367216388,0.22227149055436093,161.47475605151035,2.549961419753086,1.8592210400863691,0.0052255315067380285,0.8597392156862746
90,190,65.5221,7.37761,30,6.10251,0,105,131,7,125,6,0.98155,59.00456,0.0,0.0,4.21429,4.039,6.21312,0.0,0.0,126.0,59.39257,0.00015,0.3,1.379,-1.0,6.790698,31.460546046127508,0.02044612225090146,58150.94554848472,0.16281817562653836,68909.62253374017,0.26562751473273727,0.2190997535016598,92.87177011572233,0.10607158325385843,0.005537981847139715,0.21396000552293976,0.13053030945849198,2.7264696055106983,90.59759467544137,523.852541505424,0.09605609125724475,0.2222714905543607,160.92024348748208,2.65991512345679,1.9249454455283632,0.005246026339149784,0.8597015686274512
