,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubcol.0,cubrow.0.3,color_fulness,cubcol.0.3,temporal,blur,cubcol.0.6,noise,fft,cubrow.0,cubrow.1.0,staticness,uhdhdsim,tone,blockiness,cubcol.1.0,movement,contrast,cubrow.0.6,cubrow.0.5,cubcol.0.5
45,145,68.039,14.1722,69,22.4355,0,117,121,18,130,22,1.02249,65.92791,0.0,0.0,0.42857,3.396,12.30619,0.0,0.0,125.0,57.81254,0.00116,0.61,1.924,-1.0,0.021042,38.99402062686873,0.0841484463922099,0.21470622510866236,149.707557002616,0.15053950481941702,4.983548229707317,35048.24002094176,0.2007812005081472,0.9922425199827947,75297.92345310008,0.2437901868400053,0.30295681021743326,462.880213373711,83.19571535612496,0.8871243137254902,2.600058070708581,0.13349113568823065,7.51220100308642,97.17646227688304,0.2395028735973577,0.2307295251795335,0.2618162252475033
46,146,67.6908,14.379,69,21.7403,0,117,121,18,130,22,1.02813,65.66566,0.0,0.0,0.57143,3.424,12.18665,0.0,0.0,125.0,57.86132,0.00145,0.61,2.067,-1.0,0.025704,39.02007849422502,0.08416387733533237,0.214539757465796,149.46073202979713,0.15094236909745762,5.044794681867801,34681.98642952061,0.20038289262461614,0.9954893498544627,75156.39101648869,0.2437727087843859,0.30264847442474657,462.6834094994352,83.27095897337209,0.8850725490196079,3.106145026634427,0.13351902032706447,6.9897280092592595,98.23583461163949,0.23943647712921978,0.23098451636536346,0.26145791477718977
47,147,67.3838,13.8483,69,21.3981,0,117,121,18,130,22,1.02593,65.41385,0.0,0.0,0.5,3.403,12.3621,0.0,0.0,125.0,57.79694,0.00129,0.61,1.791,-1.0,0.02472,38.94756552613812,0.08415866480019862,0.214305767510784,149.38673949096045,0.15147427197807609,5.0512302162474105,34449.29534720881,0.2001003492639759,1.0027364390915485,75217.95376789606,0.2441772656253705,0.3023671089937515,462.4995492406381,83.29300057200052,0.8826670588235295,2.880124889234339,0.1335189204354365,6.394675925925926,98.0435533452412,0.23934794858001926,0.2312129574421179,0.2616924000995528
48,148,67.4307,13.4275,69,20.3417,0,117,121,18,130,22,1.01683,65.43612,0.0,0.0,0.53571,3.42,11.90599,0.0,0.0,125.0,57.72968,0.00121,0.61,2.027,0.15484,0.024374,38.82131185649354,0.08415563300853961,0.21413663673598363,149.25389758406718,0.15180157574188347,5.002050216235413,34838.633406229834,0.1994969495731064,1.0005188130483258,75455.33500767466,0.2449565723805302,0.30222668574495765,462.2902272506163,83.25099205599324,0.8796611764705883,2.689551458390672,0.13353608507646195,5.877025462962963,97.01805418616013,0.23928951528706843,0.23135047474640136,0.26188028326601653
49,149,67.3209,13.3037,69,19.9772,0,117,121,18,130,22,1.02564,65.29116,0.0,0.0,0.57143,3.391,11.54923,0.0,0.0,125.0,57.8024,0.00112,0.6,1.79,-1.0,0.027115,38.81181731047454,0.08415797782002497,0.21413579998683985,149.00726107434667,0.15188342971314267,4.949841454729104,34774.402501589786,0.1988746097365859,0.9966777720692607,75400.03640545152,0.24523430674333402,0.30236665755098174,462.01429611467614,83.24081521651152,0.8806274509803922,2.943068474518178,0.13353803844693668,5.927806712962963,98.19102329906138,0.23920973129306874,0.23151683864250105,0.2622086061292065
50,150,67.1791,12.6841,69,20.5025,0,117,121,18,130,21,1.0229,65.14166,0.0,0.0,0.39286,3.404,11.44365,0.0,0.0,125.0,57.90666,0.00136,0.61,1.733,-1.0,0.020322,38.704131138177566,0.08416114406786351,0.21400128802847984,148.9875752630608,0.15165650733186492,4.917528647106509,34481.4578689855,0.19830157356636668,0.9983011870050911,75420.6950483765,0.24603758393213843,0.3021809316337555,461.67996691954164,83.23364866044983,0.8805407843137255,2.752619594683885,0.1335239440604177,6.10522762345679,96.92716832336934,0.23919167891971502,0.2316143548678426,0.26232763762298045
51,151,66.9614,12.9072,69,19.3504,0,117,121,18,130,21,1.02761,64.93529,0.0,0.0,0.39286,3.389,10.91363,0.0,0.0,125.0,57.82334,0.0012,0.6,1.848,-1.0,0.023007,38.424269311222034,0.08418670451198625,0.21387819267851865,149.09109437448686,0.1514764012045619,4.875810431079648,34019.060799399434,0.1979129527704879,0.9938659349186297,75111.79595841619,0.24710648837618787,0.3022807825836997,461.3609331134328,83.24796442003606,0.8792811764705882,2.2695056929780466,0.1335560814624285,6.2017746913580245,97.90734945503867,0.23908567847602571,0.23170330067322295,0.2622872444306953
52,152,66.9374,12.5324,68,20.3268,0,117,121,18,130,21,1.02419,64.89838,0.0,0.0,0.39286,3.409,11.10084,0.0,0.0,125.0,57.82103,0.00117,0.61,1.779,-1.0,0.021727,38.457337179301696,0.08418442902306789,0.21384410187431896,149.17160025061088,0.15105591163119472,4.87193068408562,33743.454554573844,0.1971515709707885,0.9861838529605045,75069.55262967513,0.24740176267038744,0.30223959720677834,461.0643835630746,83.26654241101025,0.8792435294117648,2.36152996628275,0.1335843490347195,6.124565972222222,98.24499514072677,0.23902235174381858,0.23185275179343207,0.2626142152020345
53,153,67.193,12.1882,68,19.217,0,117,121,18,130,21,1.02285,65.04817,0.0,0.0,0.42857,3.398,10.77834,0.0,0.0,125.0,57.94892,0.00108,0.6,1.828,-1.0,0.025105,38.26294566966869,0.08417828944106635,0.21376355309607292,149.22644264027082,0.15131832223849004,4.832940114778475,34183.12096661801,0.19627399953866184,0.9817486008740445,75205.19180146517,0.24721065418594795,0.30233299083006643,460.74760553766333,83.24353155754238,0.880754901960784,2.5177341081568354,0.13355844241035045,6.042582947530864,97.17110553487656,0.23891358629870596,0.23200031645908004,0.2630658457147753
54,154,67.4191,12.8142,68,18.6251,0,118,121,18,130,21,1.01914,65.22582,0.0,0.0,0.57143,3.392,10.48469,0.0,0.0,125.0,57.98125,0.0011,0.61,1.891,-1.0,0.017778,38.199271308051216,0.08417289517085422,0.213643261409565,149.64491008504424,0.15163232500483717,4.833604601396771,34382.36959262152,0.19555602555181745,0.979530974830814,75262.51433562864,0.247037518636654,0.3027307829706561,460.42677231969753,83.23426728664025,0.8811146862745097,3.0425880579999958,0.13356848270044563,6.068142361111111,98.24600067595327,0.2388707922456819,0.2320743120850008,0.26396043285026427
55,155,67.0865,13.8307,68,19.4887,0,118,121,18,130,21,1.01825,64.93384,0.0,0.0,0.57143,3.398,11.03124,0.0,0.0,125.0,57.94303,0.00107,0.6,2.063,-1.0,0.029803,37.89873156135465,0.08418490187875793,0.21343353150015426,149.84082546787704,0.15126467214506878,4.88707434892006,33783.01606415808,0.19497059149650647,0.9773133487875817,74974.44305189775,0.24648761320767565,0.3029907207495534,460.08259364586877,83.33248826817517,0.880781568627451,3.0896816420566386,0.13356208048789134,6.3099440586419755,98.32790646374943,0.23884854631173258,0.23223201899791962,0.26478438760136946
56,156,66.9576,13.9687,68,20.1146,0,118,121,18,130,21,1.02175,64.8254,0.0,0.0,0.46429,3.42,11.89124,0.0,0.0,125.0,58.0692,0.00117,0.6,1.753,0.15818,0.024566,37.92355327841676,0.0841894212663325,0.21326589149455502,150.09399157211772,0.15110062379342862,4.925823302850534,33812.79120399802,0.19440907215323,0.9756899338517545,75172.1631009325,0.24635600105918298,0.3034432469037089,459.74778146969186,83.35943563868307,0.881504705882353,2.6576421604606906,0.13355001011933054,6.351707175925926,98.37851172449669,0.2388262685831956,0.23234328964116152,0.2651069838071185
57,157,67.2027,13.8847,68,19.4281,0,118,121,18,130,21,1.02264,65.03878,0.0,0.0,0.60714,3.411,12.00612,0.0,0.0,125.0,58.21531,0.00123,0.6,1.904,-1.0,0.026411,38.04730073905285,0.08418781828427606,0.21317154885328496,150.08752049019793,0.15115670989822186,4.930815280717959,34630.81921645054,0.194149988444424,0.9756899338517528,75269.97862706243,0.24678362568414156,0.30420091366023616,459.40759119828556,83.33499211916781,0.8836027450980393,3.0594619388407422,0.13355408618645226,6.318528163580247,98.31106914205016,0.23880407269996143,0.23247620898244872,0.26548730955517197
58,158,67.3383,13.9374,68,19.3422,0,118,121,18,130,21,1.02007,65.19457,0.0,0.0,0.67857,3.424,11.93523,0.0,0.0,125.0,58.35561,0.00103,0.6,2.033,-1.0,0.027979,38.11667755503713,0.08419415121095836,0.2130434334396691,150.10605043664575,0.15131172012227503,4.938325483164804,34538.99059361885,0.19386444989954418,0.976878356066547,75252.17476517681,0.24716066097891864,0.3048642549697983,459.0774781176357,83.34969450695144,0.8873168627450981,2.4070195352673216,0.13352533691248694,6.339313271604938,98.3482793975483,0.23881311925468846,0.23263241274530364,0.26593345710871524
59,159,67.3456,13.8735,68,18.8268,0,118,121,18,130,21,1.02385,65.23193,0.0,0.0,0.78571,3.443,11.97801,0.0,0.0,125.0,58.45971,0.00106,0.61,2.019,-1.0,0.02579,38.15297859097704,0.0842054686286805,0.21296136084248604,150.26508867895532,0.15163127438905283,4.924990909806531,34572.52829053934,0.19364900629461662,0.9773133487875812,75251.5169801295,0.24706778529308882,0.30537343732795064,458.7563700741402,83.36424505802368,0.8892819607843138,2.562482796940667,0.13356184170842325,6.666329089506172,98.37060473359502,0.23877401457334357,0.23272723104017118,0.2662570396956558
60,160,67.1685,13.7691,68,19.5737,0,118,121,18,130,21,1.03272,65.09534,0.0,0.0,0.75,3.449,11.92284,0.0,0.0,125.0,58.56156,0.00089,0.6,1.79,-1.0,0.028493,38.19875137894242,0.08418962577683622,0.212851743244889,150.25685105044226,0.15117573734701165,4.911510688454047,34168.48629976372,0.1930020595256246,0.9785017710023732,74987.04792901159,0.24752956418148045,0.3057811921209643,458.44202748486674,83.39285817475796,0.8900803921568627,2.501575753944276,0.13353877348648116,6.974295910493828,98.40104649726455,0.23880559817676572,0.23304828840934386,0.2664825909250558
61,161,67.668,13.4397,69,18.5278,0,117,121,18,130,21,1.02568,65.54037,0.0,0.0,0.5,3.456,11.83308,0.0,0.0,125.0,58.6885,0.00131,0.59,2.055,-1.0,0.031733,38.26205124089747,0.08420508381442346,0.21280008568527695,150.30714860190142,0.15126306586085927,4.903047465958952,35402.74973463821,0.192851726141254,0.9785017710023798,75490.48629640587,0.24872378465878556,0.30630279957917866,458.1292154915205,83.35622728877601,0.89214,2.9568151033317096,0.13351013935920558,7.058497299382716,97.7109799189262,0.23887232454866902,0.2332681180657847,0.26625774866159285
62,162,68.2539,13.1699,69,18.6565,0,117,121,18,130,22,1.0191,66.07269,0.0,0.0,0.60714,3.448,11.55434,0.0,0.0,125.0,58.78693,0.00119,0.6,2.078,-1.0,0.022419,38.370198567708336,0.08417457501902655,0.2127810033065605,150.39509816040447,0.1515650486219366,4.877058233859926,36794.55440401235,0.1928555023530308,0.9779075598949779,75667.98256008298,0.24973015335178814,0.3068066559854348,457.830347283725,83.32675718815209,0.8939713725490196,2.931719406911167,0.13351212787157585,6.878038194444445,97.20682428959459,0.23889960687233036,0.23364810263717525,0.2659312542675413
63,163,68.4149,13.0242,69,18.607,0,117,121,18,130,22,1.02432,66.21208,0.0,0.0,0.57143,3.463,11.32442,0.0,0.0,125.0,58.8509,0.00119,0.6,1.797,-1.0,0.03326,38.30744029857494,0.08419623911510797,0.2126825754631974,150.28105491076138,0.15181001567422278,4.843683342830875,37248.652695887584,0.19284535609628567,0.9756899338517474,75952.80299157984,0.25043671689394,0.30735810475083125,457.53296396763056,83.32661688239875,0.8952843137254902,2.4851028392077854,0.13349498539863922,6.750289351851852,98.52004329779768,0.23892532885660728,0.23400198420941926,0.26530872500758507
64,164,68.4203,12.8055,69,17.8097,0,117,121,19,130,22,1.02279,66.21705,0.0,0.0,0.42857,3.48,11.2058,0.0,0.0,125.0,58.91462,0.00117,0.6,1.802,0.16602,0.035135,38.405971009054305,0.08419397393829815,0.21243159939969744,150.1769908513038,0.15215013893152077,4.813064774994429,37444.737213524,0.19327505087496472,0.9734723078085201,75926.8958931857,0.2515837339837258,0.3077192833840247,457.24959437224845,83.33865818017696,0.8967670588235295,2.5475402011239634,0.13353951281212809,6.578125,98.52425248004913,0.23892359970133625,0.23433443820404418,0.26519781536009035
65,165,68.7341,12.8728,70,17.8808,0,117,121,19,130,22,1.01794,66.53749,0.0,0.0,0.85714,3.492,11.01211,0.0,0.0,125.0,58.95774,0.0012,0.6,1.81,-1.0,0.029082,38.40475332001109,0.08417820893066327,0.2122555668568461,150.2709746380499,0.15237559727897454,4.798692966418751,38372.79106674244,0.19348534724026872,0.977907559894981,76589.79612064837,0.25290556844479495,0.30796986975961915,456.97773959529394,83.34398005779299,0.8970823529411766,3.078349765633114,0.13349170726451912,6.490403163580247,98.5385259169293,0.2389380068813896,0.23463237293425693,0.26489322700399953
66,166,68.8527,12.732,70,17.104,0,117,121,19,130,22,1.02769,66.67046,0.0,0.0,0.64286,3.498,11.06809,0.0,0.0,125.0,58.99695,0.00116,0.6,1.78,-1.0,0.033071,38.53543599446614,0.08421782892253186,0.21219902699491164,150.36314026795387,0.15262066805467558,4.779642471632768,38767.109378142115,0.19376921740304648,0.9740665189159138,76514.13808058292,0.2534480352551648,0.30832895921738124,456.72876652454727,83.37561971942696,0.8975427450980393,2.3389773920141357,0.1334972895966747,6.393470293209877,98.54803500812066,0.23900105478315392,0.2350297240682777,0.2649510101475555
67,167,69.326,12.4038,70,17.5594,0,117,121,19,130,22,1.02732,67.10863,0.0,0.0,0.67857,3.519,10.95103,0.0,0.0,125.0,59.07949,0.00106,0.6,1.803,-1.0,0.030076,38.57257513352382,0.0841832322248484,0.21235666013210489,150.37465694847836,0.1529066669424503,4.7478787972693315,39821.672046638734,0.19445131592406972,0.9756899338517478,76899.39974042935,0.25348251624065193,0.30879932351482825,456.48901984288597,83.31680649188425,0.8983874509803923,3.223940417997998,0.13343815891208968,6.271219135802469,98.53924191655665,0.23900607828382348,0.23543625607915958,0.2646990820717417
68,168,69.7194,12.1493,70,16.7204,0,117,121,19,130,23,1.02103,67.48201,0.0,0.0,0.57143,3.516,10.67803,0.0,0.0,125.0,59.14546,0.00117,0.61,1.779,-1.0,0.032212,38.57911192340615,0.08417663350724758,0.21240446221826165,150.44052586729478,0.1528721691715219,4.692463490104859,40586.8285644591,0.19424062986284796,0.9750957227443537,76826.77885520355,0.2530830297363824,0.30960968556809976,456.2551374338348,83.3024644073121,0.8984705882352942,3.235900329435778,0.13342925002971395,6.0962094907407405,97.39239707217983,0.2389454151961726,0.23584800815942805,0.264354558503626
69,169,70.1957,11.5891,71,15.5008,0,117,121,19,130,23,1.02762,67.95015,0.0,0.0,0.46429,3.524,10.44512,0.0,0.0,125.0,59.20186,0.00111,0.6,1.702,-1.0,0.029388,38.57900586540317,0.08418886875860862,0.2122979510074424,150.4948059548501,0.15347340058951991,4.6375817699911135,41169.814907536,0.19433846516114278,0.9779075598949772,77047.81220820324,0.2521981755623677,0.3103160243267831,456.0452538446071,83.29950220149449,0.8991105882352942,2.6847485762187455,0.13341370576632175,5.997106481481482,97.35266142444542,0.2389248748259319,0.2362459599213981,0.2644361463800846
70,170,70.9548,10.9513,72,15.6144,0,117,121,19,130,23,1.03035,68.66979,0.0,0.0,0.75,3.536,9.96475,0.0,0.0,125.0,59.23593,0.00097,0.6,1.636,-1.0,0.027951,38.71232378924335,0.08419751834527026,0.2122671705687378,150.51821982076044,0.15402595279388423,4.55671710222862,42347.55579076844,0.19480894906367638,0.9773133487875835,77061.95357156152,0.25142317683138415,0.31097524026197404,455.85189876249234,83.25142707621266,0.8992890196078432,2.5528904299366504,0.13340441302905937,5.834780092592593,97.31146173583943,0.2388141236382888,0.2366247583212467,0.26442349090812145
71,171,71.3805,10.4056,72,14.5673,0,117,121,20,130,23,1.03832,69.07703,0.0,0.0,0.71429,3.528,9.41885,0.0,0.0,125.0,59.246,0.00116,0.6,1.718,-1.0,0.025649,38.700067590784144,0.0842159270761861,0.21229558223230047,150.52337610620452,0.15411083930894579,4.475267503269837,42950.218459274736,0.19582348783587886,0.9795309748308135,77154.13335094159,0.251245860193549,0.3117530895810521,455.66669138629516,83.1889553839595,0.8991376470588236,3.1013749682049196,0.13341333740996966,5.680796682098766,98.43077592738416,0.23872664862353474,0.23699529339071435,0.2641184253647366
72,172,71.3278,10.9639,72,12.6002,0,117,121,20,130,23,1.03747,69.03225,0.0,0.0,0.46429,3.538,8.95288,0.0,0.0,125.0,59.23958,0.00113,0.6,1.717,0.16178,0.03352,38.89900546603733,0.0842205416653767,0.2122818920599285,150.45049384902052,0.15388820988623922,4.333692578443323,42935.60586713013,0.19688039014973616,0.981154389766648,77127.60430030127,0.25085275985824473,0.3124733750552596,455.4962893329166,83.22176062782671,0.8993039215686276,2.9798714961212047,0.1334155685924168,5.49242862654321,98.43374371605712,0.23866623355064798,0.23717628429526585,0.2639702871067361
73,173,71.1182,11.6988,72,13.9024,0,117,121,20,130,23,1.03697,68.84984,0.0,0.0,0.46429,3.545,9.44016,0.0,0.0,125.0,59.2323,0.00117,0.6,1.695,-1.0,0.026581,38.9516094819999,0.0842302687669296,0.21223933240607334,150.45099146845928,0.15430543083588918,4.473327625350538,42779.19282563992,0.19730967993460014,0.9779075598949835,76948.2300828038,0.24997278900551875,0.31320921144825725,455.34066370739845,83.28197637868203,0.899266274509804,2.9137599663495553,0.13345966219443237,5.294608410493828,98.57085371470137,0.23865945471145564,0.2374798556943812,0.26367867085838104
74,174,70.2739,12.2914,71,15.6596,0,117,121,19,130,23,1.03276,68.07611,0.0,0.0,0.5,3.567,10.0674,0.0,0.0,125.0,59.20453,0.0011,0.6,1.644,-1.0,0.030185,38.88854302300347,0.08423277053867104,0.2120994997932814,150.4697694134617,0.15380442549522316,4.575928027854112,41444.81259672658,0.1973291448776286,0.9779075598949816,76876.98157899211,0.24938969384010845,0.3138593457173587,455.1940520702733,83.34872249177813,0.8990545098039217,2.994729237359462,0.1334728187641095,5.103780864197531,98.55033493568709,0.23852333706478263,0.23771822457944683,0.2632459136225532
75,175,69.8842,12.4854,71,16.0047,0,117,121,19,130,23,1.02749,67.71797,0.0,0.0,0.42857,3.538,10.5728,0.0,0.0,125.0,59.18643,0.00114,0.59,1.703,-1.0,0.030499,38.8645923755787,0.08423084612854646,0.21182696770974282,150.51759557453389,0.15371697705477316,4.658947885101371,40802.494623487306,0.19691543242180914,0.977907559894981,76801.64651143673,0.2486937173720809,0.3140289197295253,455.0615163339009,83.37015894506254,0.8987419607843139,3.121704735358283,0.13345881398296972,4.902922453703703,97.27299041563923,0.238479710960461,0.2380734920679802,0.2625325574818588
76,176,69.6425,12.6293,71,16.4731,0,117,121,19,130,22,1.02746,67.46911,0.0,0.0,0.75,3.553,10.73279,0.0,0.0,125.0,59.15455,0.00097,0.6,1.655,-1.0,0.032043,38.89570523485725,0.08423919205645657,0.21184323739312955,150.45654147930148,0.15376252448723135,4.71697940509349,40546.52219001617,0.19680171779190725,0.9817486008740438,76803.66103419432,0.24765953944480412,0.31387941082250137,454.9314164199186,83.40050031127561,0.8987235294117648,2.9281074391002915,0.1334156743760733,4.839168595679013,98.52977639031342,0.23848535560497156,0.23847690615997902,0.2613333462366357
77,177,69.3415,12.9213,70,17.3633,0,117,121,19,130,22,1.01938,67.16093,0.0,0.0,0.78571,3.548,10.85411,0.0,0.0,125.0,59.13509,0.00109,0.6,1.609,-1.0,0.030931,39.08571728364921,0.08426362989369962,0.21173460818699708,150.3797557204591,0.15377763002334702,4.760070005882828,39996.371316925826,0.1967952227700959,0.97953097483081,76692.27070656871,0.24676531642556412,0.31367883738956215,454.81072572384744,83.42845154762213,0.8984705882352942,2.705007841855607,0.13348563441000863,4.788435570987654,97.58823764338611,0.2384040239214143,0.23890897682232184,0.2607221711782238
78,178,68.8311,12.9736,70,17.9633,0,117,121,19,130,22,1.01833,66.63665,0.0,0.0,0.82143,3.565,11.10905,0.0,0.0,125.0,59.09763,0.00098,0.6,1.795,-1.0,0.037744,39.152808295355904,0.084263895980093,0.2116979460739765,150.3679769635646,0.15390870213170968,4.80943610380407,39011.39013853073,0.19685397878227293,0.9807193970456133,76662.40895886537,0.24601824798341615,0.3137746721517275,454.696896620975,83.44215650272412,0.8980415686274511,3.141336081324276,0.13351096697103176,4.745322145061729,97.0981267582256,0.23838002169284433,0.2392406618406496,0.26039436313558356
79,179,68.5151,13.2032,69,18.5446,0,117,121,18,130,22,1.02557,66.28774,0.0,0.0,0.85714,3.554,11.15477,0.0,0.0,125.0,59.07608,0.00107,0.6,1.701,-1.0,0.035132,39.211919148763016,0.08426359189339444,0.21159392718807618,150.30704908074077,0.15360736444142076,4.854896341464801,38568.99981034499,0.19701778848180462,0.9779075598949811,76161.65839229648,0.24562159332655958,0.31405302179999806,454.5769451959373,83.4563614907865,0.8976662745098041,3.145526488603125,0.13349203457642453,4.80541087962963,98.44996182837346,0.23832623552584362,0.23959891075668244,0.26004071180847604
80,180,67.9776,13.5158,68,17.705,0,117,121,18,130,22,1.02511,65.77532,0.0,0.0,0.89286,3.539,11.34767,0.0,0.0,125.0,59.02508,0.00099,0.59,1.704,0.16204,0.034332,39.07177150396653,0.08424538605581469,0.21143357911467972,150.25138138650172,0.15387764521055766,4.8946974483469265,37381.85403981473,0.1968946975744064,0.9773133487875785,75874.93836623618,0.24477201144090563,0.31428023591157506,454.4616100582172,83.53988702810496,0.8979050980392158,3.6326637383002827,0.1334858714071335,4.956500771604938,98.47190767645046,0.23821474091687422,0.2399316374043976,0.2593207757433563
81,181,67.8542,13.7575,68,18.2375,0,117,121,18,130,21,1.02426,65.66026,0.0,0.0,1.10714,3.553,11.61279,0.0,0.0,125.0,58.9886,0.001,0.6,1.965,-1.0,0.025264,39.112131566177176,0.08427271309578965,0.21119231592907536,150.19405775389373,0.1542204576900179,4.944379925062818,37244.277744952204,0.19693764106537695,0.9734723078085202,75417.89076999159,0.24409319860685819,0.3145578267773055,454.3437977977407,83.54679833280345,0.8979384313725491,3.360754535341124,0.13346031647143464,5.152922453703703,96.9868882240426,0.238204544616063,0.24020743879394774,0.2584069629538666
82,182,67.4446,14.0328,68,18.8091,0,117,121,18,130,21,1.02276,65.28273,0.0,0.0,0.57143,3.532,11.81637,0.0,0.0,125.0,58.93692,0.00115,0.6,1.754,-1.0,0.02417,38.97413088951582,0.08427754639525356,0.2112766435456604,150.07125471927026,0.15419752791115054,4.988648588955165,36530.32606196355,0.19713844648692863,0.977907559894971,75483.67632480642,0.24358605439791273,0.314960711221491,454.2266647885789,83.57091504051994,0.8975349019607844,3.616843822954067,0.13339207306492196,5.29711612654321,98.42912150690321,0.23816461322129837,0.24049833313567265,0.25761254222752017
83,183,66.6156,14.1419,68,20.0768,0,116,121,18,130,21,1.01928,64.55458,0.0,0.0,1.03571,3.531,12.05259,0.0,0.0,125.0,58.88868,0.00106,0.6,1.821,-1.0,0.030468,39.258968965506845,0.08428124044890088,0.2111846976046511,150.0740269290216,0.15416776969010565,5.01363678575188,34691.377896561695,0.1969859870527185,0.9756899338517551,74991.64984030943,0.24311791192240378,0.3154976263812567,454.12210159620315,83.69554422394756,0.897369411764706,2.734516459809068,0.13336580633814452,5.297309027777778,97.0800228480946,0.23805343861251385,0.240740348692943,0.2572622217991328
84,184,66.6904,14.0711,68,21.3151,0,116,121,18,130,21,1.02705,64.60513,0.0,0.0,0.57143,3.528,12.15279,0.0,0.0,125.0,58.82598,0.0012,0.59,1.852,-1.0,0.027769,39.1880596773124,0.08429733614277267,0.21102998906637888,149.90985911713503,0.1533633653032661,5.0009108127467465,35151.54914729938,0.19684906095468443,0.9779075598949754,75097.64156675397,0.24201100413202983,0.3160635841309738,454.0127670671328,83.64978582100748,0.8976933333333335,3.279054750477589,0.13337951124477318,5.2200038580246915,96.83277834374935,0.23793939763968114,0.24103167710359796,0.2572818054462067
85,185,66.794,13.7668,68,20.2059,0,116,121,18,130,21,1.02648,64.67698,0.0,0.0,0.46429,3.528,12.08547,0.0,0.0,125.0,58.75726,0.00112,0.6,1.779,-1.0,0.033104,39.18563710907359,0.0843164511556777,0.21092306740479072,149.94254259980642,0.15333673549458932,4.991468721600286,35523.18626296005,0.19724818792360901,0.9779075598949748,75092.96652873982,0.2409447202955394,0.31670970839346396,453.9186553558121,83.6231725913893,0.8976556862745099,3.5670555268987116,0.13346586527605164,5.151379243827161,96.9005172489098,0.23788307815134974,0.2412722736918099,0.2569485045876082
86,186,66.6152,13.893,68,20.2513,0,116,121,18,130,21,1.02074,64.48207,0.0,0.0,0.64286,3.52,11.82487,0.0,0.0,125.0,58.67106,0.0011,0.6,1.784,-1.0,0.024517,39.21012727713879,0.08428933667207167,0.21083962608842347,149.855010668459,0.15365717428530792,4.979252527153716,35624.945494855434,0.19767923640501134,0.9724431039800864,75460.1474036989,0.2402350683417915,0.31740118845865917,453.8161169187028,83.62605331985067,0.8959890196078432,3.762535987301754,0.13342378587976006,5.135561342592593,96.9790219044655,0.2378556282478096,0.24157124276931746,0.2565679237316425
87,187,66.222,13.8079,68,20.7731,0,116,121,18,130,21,1.02143,64.09376,0.0,0.0,0.85714,3.547,11.93656,0.0,0.0,125.0,58.54781,0.00091,0.6,1.874,-1.0,0.026494,39.19667919771171,0.084307293549545,0.21079351271278687,149.7675683677894,0.15314616278732351,4.983761794362005,34939.98094366804,0.197731323052217,0.973472307808509,75294.36169099368,0.23913958149021874,0.31779359590041106,453.72323482180815,83.68221704642534,0.8932317647058825,3.4826629204884356,0.1334304658224038,5.304783950617284,96.84666446120943,0.23779436121993927,0.2416002283661954,0.2563152614322639
88,188,66.0624,13.1522,67,20.4922,0,116,121,18,130,21,1.02141,63.9053,0.0,0.0,0.71429,3.556,11.86413,0.0,0.0,125.0,58.4956,0.00115,0.6,1.793,0.15792,0.021577,39.133942592291184,0.08429425557716536,0.21060423167649486,149.6865161973737,0.15233041743859002,4.958429053568231,34714.58910595273,0.19785404370156637,0.9696312668294524,74754.84782992901,0.2383120874431911,0.3180369014442536,453.6321258140713,83.73731785882882,0.8936282352941177,3.478768928658787,0.13344293756408682,5.257667824074074,98.30239159031257,0.23785171449106346,0.24172402965037343,0.2562657711048038
89,189,66.026,12.3112,67,19.715,0,116,121,18,130,21,1.02807,63.84211,0.0,0.0,0.5,3.559,11.30271,0.0,0.0,125.0,58.51094,0.00127,0.59,1.92,-1.0,0.027939,39.33800402982735,0.08430972290463579,0.210454611258943,149.54265469566886,0.1513075896632283,4.935979183140786,35097.92695321762,0.19787878305999035,0.9696312668294566,75073.03436490656,0.23760151463853818,0.3184085563223063,453.5475525766461,83.68859612625242,0.8938505882352942,3.1818425184649985,0.13354165433216497,5.052710262345679,96.94240030329559,0.2378437798806512,0.2417923551054544,0.2561216569211425
90,190,65.9196,12.5297,67,17.8715,0,116,121,17,130,21,1.02471,63.75152,0.0,0.0,0.67857,3.578,10.58533,0.0,0.0,125.0,58.58446,0.00104,0.6,1.814,-1.0,0.023682,39.63321732886044,0.08428521848585592,0.21033208839932818,149.16524041522285,0.1507017660649837,4.872687373536941,35241.28801367229,0.19809598147964605,0.969631266829453,75363.74868601187,0.23635617548701465,0.3185285741432782,453.4606040271094,83.6896882602762,0.8936219607843138,3.927326597750539,0.1335861851721879,5.042534722222222,96.85821733873648,0.23781109104477016,0.24181378420681632,0.25604852842675596
