,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,saturation,blockiness,blur,cubcol.0.3,cubrow.0.6,tone,cubrow.1.0,contrast,cubcol.0.6,noise,cubrow.0.5,uhdhdsim,color_fulness,fft,temporal,staticness,cubrow.0,cubrow.0.3,cubcol.1.0,movement,cubcol.0
45,345,38.2664,6.21251,31,8.96849,0,113,119,9,139,8,0.99444,40.89451,0.0,0.0,3.5,8.291,5.47448,0.0,0.0,128.0,43.49031,0.0,0.41,2.06,-1.0,0.731271,0.07135570541414701,54.18005408769773,1.1736652791163087,10594.376903026417,0.06473158060041714,0.17021908579942222,0.6749168627450981,0.13137795302628463,90.16687866200883,0.13390820423906333,0.36237426156087355,0.17222722681243655,99.28501019442002,74.43609534631547,63806.404611049,4.4450809006094545,646.8825055304918,0.12025357338759318,0.10908337382116973,0.12273200439678066,8.516203703703704,0.08690890471683581
46,346,38.2228,6.1576,31,8.50969,0,113,119,9,139,8,0.99179,40.85362,0.0,0.0,3.75,8.333,5.34517,0.0,0.0,128.0,43.47292,0.0,0.4,2.241,-1.0,0.722438,0.07124320783349795,54.183247884114586,1.5200200235526735,10609.305427226545,0.06469115510019467,0.17050715241744355,0.6745333725490195,0.1310786052663093,88.94878478399066,0.13375431656179668,0.36237426156087454,0.1722527136432329,99.28938603248312,74.74999934020065,63779.377342768836,4.056799716407406,646.9865767260375,0.1203188221007748,0.10919659817534796,0.12238666941554123,8.42481674382716,0.08741435440626018
47,347,38.2424,6.40959,31,8.54235,0,113,119,9,139,8,0.99493,40.89738,0.0,0.0,3.10714,8.329,5.29162,0.0,0.0,129.0,43.47606,0.0,0.41,1.993,-1.0,0.714037,0.07116323977030145,54.163766178084,1.839985107635727,10619.363559743568,0.06456826697824725,0.17085267397009582,0.6740865686274484,0.13086565142950307,89.17080166484767,0.13361452370148713,0.3623742615608752,0.17222456073699333,99.278867775978,74.78522023424256,63788.079098728194,4.0822847608064725,647.0976665244093,0.12056120893247117,0.1092299714554666,0.12205889676601245,8.284866898148149,0.08734981857131677
48,348,38.6065,6.45005,31,8.77971,0,113,119,9,139,8,1.00213,41.22845,0.0,0.0,2.92857,8.263,5.51452,0.0,0.0,129.0,43.47782,0.0,0.4,1.998,0.24987,0.710868,0.07107796764497243,54.26911681375386,1.8808022545125158,10799.821882442771,0.0644486338059654,0.17113660127014457,0.6741160784313726,0.13073955000275247,88.56143053574388,0.13355124787991407,0.3623742615608745,0.1722412485606593,99.24173921601809,74.75350348008249,63817.839086174085,4.101175000066791,647.1964237820449,0.12086721767835057,0.10930870061370841,0.12184129957295357,8.272183641975309,0.08717729945923533
49,349,38.8669,6.03848,31,8.2329,0,113,119,9,139,8,1.00285,41.4804,0.0,0.0,2.57143,8.306,5.55333,0.0,0.0,129.0,43.50721,0.0,0.4,1.997,-1.0,0.74022,0.07095696555750698,54.17718882619599,1.6420892918679606,10982.82335401769,0.06448586744282056,0.17139378510666248,0.6749717647058823,0.1306588105837296,87.65271693107975,0.1334238894192583,0.3623742615608739,0.1723198045926811,99.19898427098857,74.83435819313138,63877.68724502444,4.062282678581044,647.3040727820329,0.121107054429806,0.10948722711020695,0.12180913129859575,8.27440200617284,0.08703257457016095
50,350,38.7965,6.1506,31,8.2747,0,113,119,9,139,8,1.00587,41.41171,0.0,0.0,3.89286,8.318,5.20538,0.0,0.0,128.0,43.07466,0.0,0.4,1.964,-1.0,0.750696,0.07093069485782337,54.615848870924964,1.1123073759309356,10913.715865747328,0.06449181874633021,0.17171350184438317,0.6670254705882339,0.1305037249428907,87.03872767611477,0.1332618369865817,0.36237426156087477,0.17230842645159036,99.22578515723471,75.18762781600878,63911.15579250001,4.148309775135355,647.5030901999077,0.12138367402938727,0.1096752403283347,0.12191429127184751,8.408371913580247,0.08712385457647615
51,351,38.6222,5.67942,31,8.73233,0,113,119,9,139,8,1.00531,41.23784,0.0,0.0,3.78571,8.349,5.31213,0.0,0.0,127.0,42.57152,0.0,0.4,2.139,-1.0,0.750359,0.07078032613743838,55.040187129267935,1.0736256979312693,10802.149614049107,0.06452415449224017,0.17201131593365665,0.6577960784313726,0.1303036079248778,87.48284854011888,0.13302810058616724,0.36237426156087343,0.17230725224864274,99.26532211457852,75.35218394378839,64083.4043157251,4.146255678282679,647.8101813058671,0.12163281915429294,0.10983715230292847,0.12214554754449275,8.47800925925926,0.08775020096050035
52,352,38.7121,5.93644,31,8.27944,0,113,119,9,139,7,1.00434,41.31362,0.0,0.0,2.82143,8.317,4.88466,0.0,0.0,127.0,42.55866,0.0,0.4,1.957,-1.0,0.7641,0.07075250501240923,55.07695553626544,1.8973929195729602,10876.666846840937,0.06456354496774559,0.17232642979906104,0.6576541176470588,0.1301494822482255,88.1267569874305,0.13291940104036729,0.36237426156087077,0.172352033534884,99.24828299049933,75.2346266063013,64154.35153205353,3.8984073946630273,648.1123784578398,0.12196815617811484,0.10995397134699643,0.12224717964341092,8.322530864197532,0.08873403612284243
53,353,38.6955,6.37042,31,8.09586,0,113,119,9,139,8,1.00017,41.25277,0.0,0.0,3.39286,8.259,5.10685,0.0,0.0,127.0,42.47026,0.0,0.4,1.928,-1.0,0.755309,0.07069884465680153,55.03421095859857,2.3074871932172685,10889.436246241994,0.06454040776030087,0.17265089313925183,0.6555854901960785,0.12999587909630603,86.94988640853296,0.1327974615341318,0.36237426156087066,0.17243245591077241,99.24798968072008,75.33898134134844,64163.25867708469,3.9215076711799832,648.3986503418687,0.12236236504577168,0.11002633617214466,0.12233653320613314,8.211516203703704,0.08970878291263665
54,354,38.5105,5.78279,31,8.37851,0,113,119,9,139,7,1.00027,41.05504,0.0,0.0,3.53571,8.214,5.49639,0.0,0.0,127.0,42.40234,0.0,0.4,1.93,-1.0,0.758511,0.07064491482880973,55.045462714301216,2.414897628518837,10713.7911099301,0.06450574524086483,0.17288766055910024,0.6546996078431373,0.12978143267496484,88.44786668875761,0.13263091424302662,0.3623742615608716,0.17250505022801635,99.290521784999,75.57049556714813,64248.193619189304,3.9730129441550868,648.6696717159914,0.12279041669309132,0.11016265936888442,0.1226202785786916,8.115354938271604,0.09068822399337868
55,355,38.6347,6.06711,31,7.56348,0,113,119,9,139,7,0.99752,41.16367,0.0,0.0,3.10714,8.202,4.96829,0.0,0.0,127.0,42.39565,0.0,0.4,2.138,-1.0,0.787877,0.07058382727698545,54.9811060399185,1.7978249270004452,10795.40077852661,0.06447026133195624,0.17314251653470758,0.654738431372549,0.12964124681510528,89.52665409413831,0.1324915552564475,0.3623742615608736,0.172579579061522,99.27702318387807,75.40677036117714,64078.29453090852,3.8906240342025344,648.9498355182192,0.12313581212485172,0.11036988556129965,0.12284985536022948,8.255160108024691,0.09155372005125573
56,356,38.5736,6.06158,31,8.64126,0,113,119,9,139,7,0.9963,41.10972,0.0,0.0,3.82143,8.256,5.21316,0.0,0.0,126.0,42.35995,0.0,0.4,2.151,0.25579,0.731422,0.0705644105943189,54.91806124463493,1.6212428806390873,10748.561211236494,0.06436396051267934,0.17330249231507106,0.6541918823529407,0.12948324848644885,87.4895480996596,0.13233128699067534,0.36015663551765575,0.1726548742292274,99.28951440553982,75.38105242801731,64074.02713840712,3.8632002075509106,649.2195393556927,0.12347400939663593,0.11047249211468094,0.12356806300589891,8.237606095679013,0.09211079704779337
57,357,38.7158,6.21117,31,8.20888,0,113,119,9,139,7,0.99666,41.2837,0.0,0.0,3.03571,8.236,5.2156,0.0,0.0,126.0,42.33795,0.0,0.4,1.956,-1.0,0.713578,0.07046102428467106,54.8949419186439,2.763576179513098,10880.34909403626,0.06438243712586064,0.17336598333502173,0.6532933333333334,0.12935846304028947,88.87494381218522,0.1322453728542297,0.36237426156087404,0.1727395892308735,99.26006185431517,75.58847462172194,64061.39890074677,3.8981989252873066,649.4891671171906,0.12379732400358798,0.11052039261849322,0.12443250558754711,8.156105324074074,0.09247181380238087
58,358,38.7503,6.26374,31,7.90528,0,113,119,9,139,7,0.99484,41.33341,0.0,0.0,3.21429,8.278,5.34512,0.0,0.0,126.0,42.34983,0.0,0.4,2.064,-1.0,0.676867,0.07037996232297819,54.972011801637244,2.001304532551482,10886.088619534401,0.06439303213873043,0.1733894665875966,0.653643137254902,0.1291712688148132,88.95651298875407,0.13211941875067573,0.3623742615608734,0.17283065453639992,99.25062996492377,75.35934967926013,64018.35037015607,3.921400905673176,649.7495323049081,0.1241825578889714,0.11058696241088498,0.12508643174683726,8.120659722222221,0.09288261714708529
59,359,38.7312,6.2352,31,7.98094,0,113,119,9,139,7,0.99676,41.34231,0.0,0.0,2.57143,8.23,5.40184,0.0,0.0,125.0,42.36239,1e-05,0.4,1.941,-1.0,0.674622,0.07031672560464643,55.021946094654226,2.1161426985018505,10899.79206131396,0.06442640442034651,0.1734213352976666,0.6537160784313725,0.1289105574106566,88.15433153545568,0.1321060370717,0.36237426156087515,0.17290125091627412,99.26121860114844,75.5099729885303,63978.9374223176,3.981641900299702,650.0252450157739,0.12463943860939111,0.11079077023075296,0.12558218681733424,7.9817226080246915,0.09309925355134827
60,360,38.9192,6.10525,31,8.08181,0,113,119,9,139,7,0.99831,41.50063,0.0,0.0,2.82143,8.226,5.37112,0.0,0.0,125.0,42.42131,0.0,0.4,2.008,-1.0,0.719664,0.07023047100283356,55.0158531283155,1.6693197712819325,10990.779754939405,0.06458219089704213,0.1734329924132469,0.6541490196078432,0.12873516101101748,87.59373220194225,0.13208151222893577,0.36237426156087243,0.17297809464024494,99.23393567245226,75.91844846674861,64029.35755466484,3.966059487875631,650.3045686266648,0.1252490308239444,0.11118363410982991,0.12612566171680858,7.947820216049383,0.09359241855435631
61,361,39.0627,6.15757,31,8.25888,0,113,119,9,139,7,0.99909,41.6543,0.0,0.0,3.14286,8.223,5.26799,0.0,0.0,123.0,42.50874,1e-05,0.4,2.077,-1.0,0.761052,0.07040937107044433,54.971607914677364,1.8487107966735188,11106.191903273491,0.06461632788448314,0.1734161675711574,0.6535305882352942,0.12837795735347265,89.58434224658478,0.13200381159685365,0.3623742615608732,0.17303366213180454,99.20920574718657,75.98204390756587,63963.38381649943,3.915704053299316,650.6079170895397,0.1256685042281434,0.11148744535316636,0.12655378962143396,7.972752700617284,0.09423686264719532
62,362,39.2121,5.61895,31,7.81403,0,113,119,9,139,7,0.9968,41.76428,0.0,0.0,3.17857,8.249,5.32053,0.0,0.0,124.0,42.57229,0.0,0.4,2.405,-1.0,0.772463,0.07036093566922207,55.07238260904948,1.7628943641546309,11237.591340053375,0.06459637730371726,0.1733346563556706,0.6548042352941166,0.1281763647505491,89.50974676726648,0.1319362986598283,0.3623742615608713,0.17317447188901033,99.1829335511447,76.10209305400201,63993.86775588958,3.8891492761702255,650.906781898345,0.12628097528269872,0.1118348661019454,0.12694413537206362,7.895592206790123,0.09445353692871464
63,363,39.2436,6.10412,31,8.11304,0,113,119,9,139,7,0.9934,41.74917,0.0,0.0,3.17857,8.211,4.83621,0.0,0.0,121.0,42.54222,0.0,0.4,2.486,-1.0,0.780558,0.07041527183707429,55.032729725778836,1.3746823933021861,11230.281200044763,0.06458154298364623,0.17338588549668987,0.6550169803921548,0.12787739331636208,86.52241873336745,0.13183546563096135,0.3623742615608721,0.17327007042011944,99.19024384635117,76.0917598032897,64048.933989948484,3.9636741097824464,651.2110873214746,0.12707939155808953,0.11187163056604825,0.1276414747774138,7.790461033950617,0.09596620407268601
64,364,39.4104,5.96387,31,7.93322,0,113,119,9,139,7,0.99328,41.88137,0.0,0.0,2.60714,8.173,5.26037,0.0,0.0,121.0,42.52993,0.0,0.4,2.109,0.25309,0.793171,0.0705435329567596,54.975565592447914,1.3148169248210857,11373.469856659234,0.06458316377773891,0.17348327944191055,0.6554376470588236,0.12757320440563769,88.74496001548458,0.13173558778712627,0.3623742615608722,0.17329109797152942,99.19006313961079,76.22852484638602,64135.59702352227,3.978392037263358,651.5195252326489,0.127738231949621,0.11215454694844208,0.12852543434473862,7.751012731481482,0.09728935656122921
65,365,39.4683,5.66289,31,8.35948,0,113,119,9,139,7,0.99502,41.94601,0.0,0.0,2.21429,8.151,5.14982,0.0,0.0,124.0,42.58002,0.0,0.4,2.244,-1.0,0.791094,0.07038800437448359,54.96825738600742,1.528694645360622,11391.288498439708,0.06458405525385341,0.1735938444213732,0.6558066666666666,0.1272655304397142,86.2494554507642,0.13167589601173396,0.362374261560871,0.17338828768384001,99.17759522876474,76.19364100801691,64112.86516756375,3.9008795592997423,651.8170405209729,0.12820950353785102,0.11255366514067888,0.12945957193423677,7.84741512345679,0.09787520324283364
66,366,39.4831,6.11991,31,7.49232,0,113,119,9,139,8,0.99991,41.96349,0.0,0.0,2.17857,8.198,4.87402,0.0,0.0,123.0,42.59872,0.0,0.4,2.226,-1.0,0.787339,0.07033959280296868,54.97963215392313,1.6666586121608138,11384.39550847217,0.06451428320217055,0.17372023325326585,0.65712,0.1269858365794299,86.61261895846306,0.13161712883199034,0.36237426156087,0.17357075790782855,99.17012726713975,76.48349294749505,64179.086214353134,3.900447645315565,652.1079083978913,0.1288393249786636,0.11290373996597325,0.1305878539641358,7.896556712962963,0.09858034931353278
67,367,39.3591,5.67898,31,7.82269,0,114,119,9,139,8,1.00331,41.89535,0.0,0.0,2.07143,8.277,5.27278,0.0,0.0,122.0,42.60114,0.0,0.4,2.088,-1.0,0.768654,0.0703003683642816,54.99916189688223,2.17448176306813,11248.742586705766,0.06451247603049588,0.1739367721003086,0.657281568627451,0.12691245174068688,87.6253132061872,0.13148201574188034,0.3623742615608722,0.17378295800304083,99.17267468651539,76.58062479739327,64102.62891323074,3.916822482617703,652.4116036096461,0.12965075047155125,0.11314826905748149,0.13149360639234164,7.866608796296297,0.09932523193763425
68,368,39.511,5.5928,31,7.28483,0,114,119,9,139,8,1.00481,42.03016,0.0,0.0,1.39286,8.248,4.87928,0.0,0.0,125.0,42.58525,0.0,0.4,2.229,-1.0,0.824155,0.07028355877562867,54.970909966362846,2.4581755218297126,11325.818699350915,0.06449113999977639,0.1741432489243654,0.6557929411764707,0.12690212881332716,88.70816519446065,0.13163182510409224,0.36015663551765087,0.17396860216039362,99.16448489594741,76.86623730375155,64104.22964573592,3.8831656794997103,652.712250745501,0.13061673927491388,0.11335091595099327,0.1324482130011533,7.858748070987654,0.10016452670864626
69,369,39.5653,5.42064,31,7.51555,0,114,119,9,139,8,1.01044,42.07758,0.0,0.0,2.39286,8.19,4.80656,0.0,0.0,124.0,42.60972,0.0,0.4,2.149,-1.0,0.830052,0.07047498699354798,55.03081766764323,2.656839239807594,11364.011689260156,0.06439735846877492,0.17436978227700242,0.6558839215686275,0.12683405851926352,87.11043301510573,0.13142081177970774,0.3601566355176522,0.1741230375986046,99.16248920588626,76.97753145054347,64040.4643330118,3.8752013172847675,653.0053450927355,0.13142523688481123,0.11359528325300501,0.13306057041394767,7.919029706790123,0.1007832894499066
70,370,39.595,5.77448,31,6.97952,0,114,119,9,139,8,1.00974,42.12011,0.0,0.0,3.32143,8.191,4.6636,0.0,0.0,125.0,42.60013,0.0,0.4,2.179,-1.0,0.821742,0.07096938670274681,54.82823670940634,2.060693913995254,11364.201314089798,0.0643248747886654,0.17464089332941904,0.6555101960784314,0.12693265691431455,87.63430955553875,0.1313378581872459,0.36237426156087266,0.17434250767789175,99.15991668553374,76.66668284775677,64038.9335552438,3.8378377403286,653.2882967731094,0.13214937701110815,0.11401310958513601,0.13361997849388496,8.012827932098766,0.10132317201225662
71,371,39.6925,6.31289,31,7.71718,0,114,119,9,139,8,1.00978,42.24044,0.0,0.0,3.17857,8.188,4.96431,0.0,0.0,125.0,42.68639,0.0,0.4,2.389,-1.0,0.791385,0.07152722636728205,54.97721146948543,2.160693718887243,11457.842920422203,0.06421897479863109,0.17486876984492222,0.6566937058823515,0.1273986915337164,86.02368494920388,0.13144558192717232,0.36237426156087155,0.17455328505859655,99.13965104560071,76.90872546240034,64024.89318623521,3.8791392750090443,653.5677644755596,0.1327852175647342,0.11444382327812833,0.13424875683709228,8.347222222222221,0.1016130274586019
72,372,39.8004,6.45927,31,8.03197,0,114,119,9,139,8,1.00726,42.34647,0.0,0.0,3.10714,8.201,5.43535,0.0,0.0,125.0,42.68397,0.0,0.4,2.063,0.26325,0.810921,0.07206018020330775,55.0110068615572,1.4060168427030122,11564.622373973576,0.06416036285482354,0.17509477612602387,0.6566145294117618,0.12815160886232446,86.15838646658892,0.13114986843894605,0.36015663551764904,0.17466487734089084,99.1170708248181,77.14522109978384,64100.21844519895,3.871963063056898,653.8479492385645,0.13324785440128722,0.11471526826074095,0.1350273788822954,8.39453125,0.1029473306126543
73,373,39.7068,6.2561,32,8.05675,0,114,119,9,139,8,1.00401,42.27117,0.0,0.0,2.46429,8.195,5.56204,0.0,0.0,126.0,42.66893,0.0,0.4,2.086,-1.0,0.814777,0.07268351225064551,54.94372841163918,1.7462856953934751,11483.581418612646,0.06415303979579898,0.17528198626072503,0.6566686274509804,0.12877151345189602,86.15957181895756,0.1308571298473922,0.36237426156087293,0.1747020932598607,99.13029748977203,77.60047640732752,64039.35891496177,3.8714049556999997,654.1155938536951,0.13377190610000397,0.11474582010279728,0.13582454566997038,8.365788966049383,0.10388441735329722
74,374,39.9288,5.78085,32,7.8027,0,114,119,9,139,8,1.00094,42.46259,0.0,0.0,2.42857,8.211,5.38831,0.0,0.0,127.0,42.71613,0.0,0.41,2.23,-1.0,0.815835,0.07314489035304375,54.98287643620997,1.6195130447846215,11615.819724036619,0.06412785863212406,0.17546156509541216,0.656856862745098,0.12920188084947434,89.21113503433367,0.1309440694098134,0.3623742615608712,0.17473369946198533,99.10446318312525,77.99343623279563,64014.56626174159,3.8323052415623384,654.3828345560204,0.13419841306530841,0.11489857810412336,0.13654753906475284,8.401523919753087,0.10494585232477159
75,375,39.8825,5.70312,32,7.97062,0,114,118,9,139,8,1.0001,42.38998,0.0,0.0,2.21429,8.189,4.97562,0.0,0.0,126.0,42.51736,0.0,0.4,2.082,-1.0,0.852254,0.07352709112677415,56.33049519856771,1.6290102356325749,11500.032054127883,0.06406304838828375,0.17562648572281037,0.6537458823529412,0.12966598734596319,85.96089675686666,0.1307711265370057,0.36015663551765154,0.17478353271792813,99.10671264412278,77.36891587773627,64090.349254897264,4.512306720579445,654.3153917554563,0.13460788589052966,0.11504986419267135,0.13695241875485603,9.139371141975309,0.10612262749914154
76,376,39.7769,5.7409,31,7.96468,0,114,118,8,139,8,1.00237,42.29838,0.0,0.0,2.32143,8.163,4.90966,0.0,0.0,126.0,42.39951,0.0,0.4,2.054,-1.0,0.824769,0.07414139916522436,57.51475769796489,2.075524088103303,11419.600688403052,0.064019284571721,0.17572055591064448,0.6508386078431365,0.12988824827658194,85.8964711408699,0.1304041992861032,0.36015663551764926,0.17473069256644258,99.1263282272478,77.28884911293619,64107.97738497162,4.1880977400296135,654.068009153347,0.13524721960282837,0.11529250403110082,0.13711163603546622,10.280815972222221,0.10724102657760953
77,377,39.9771,5.52598,31,7.48407,0,114,118,8,139,8,1.00796,42.4944,0.0,0.0,2.14286,8.123,4.93804,0.0,0.0,126.0,42.40118,0.0,0.4,1.983,-1.0,0.855436,0.07467074714027416,57.57139587402344,2.402915398344386,11586.803381036169,0.06408668876191301,0.17566819652416005,0.6507317647058823,0.1299508022205253,87.21756154600077,0.13007079798562365,0.36237426156087066,0.17463668630076865,99.0932162155517,77.57884368472023,64129.32236799219,3.685886600380456,653.8339827050187,0.1358954658836112,0.11552570291332874,0.136963916467743,10.241560570987655,0.1085625893413146
78,378,40.1371,6.28779,32,7.84556,0,114,118,8,139,8,1.01258,42.63463,0.0,0.0,2.57143,8.088,4.75736,0.0,0.0,126.0,42.37616,0.0,0.4,2.314,-1.0,0.828409,0.07554781542081107,57.46334688163098,1.8410504498048763,11731.341059738419,0.06417055075496063,0.17555380166409404,0.6498772549019607,0.13003324948651077,87.67722207025044,0.13015366002322018,0.3601566355176506,0.1746046769395987,99.07377153319214,77.58457031275641,64019.4262946746,3.723155998994643,653.6120344962317,0.1364135896314794,0.11569313375099313,0.1370960341002343,10.15186149691358,0.10966928819337256
79,379,40.1372,6.66595,32,7.35485,0,114,118,8,139,8,1.01339,42.65878,0.0,0.0,2.14286,8.061,5.41412,0.0,0.0,126.0,42.41639,0.0,0.4,2.087,-1.0,0.858469,0.07592441751455668,57.55896165635851,2.816398464828705,11707.551201314951,0.06431511073002184,0.17546442100111928,0.6507709803921569,0.13013206736901475,87.29032392730097,0.13008489289886588,0.36237426156087066,0.17457280901589114,99.07772033744848,77.76238060903596,64026.106241705915,3.7091798563897282,653.3988291995106,0.13679529797029757,0.11582750043188329,0.13765255444852248,10.12403549382716,0.11040736412812799
80,380,40.0755,6.33634,32,7.73352,0,114,118,9,139,8,1.01252,42.5931,0.0,0.0,2.46429,8.069,5.74028,0.0,0.0,126.0,42.42529,0.0,0.4,2.101,0.26402,0.839977,0.07720252885406341,57.6370374891493,2.522899992828993,11715.502085235137,0.06441601725567823,0.17535699812230748,0.6508607843137255,0.13030696039019912,89.2150824784436,0.12977532215548826,0.3623742615608731,0.17454758233856935,99.07812583684444,78.04463799274504,63985.14058455259,3.655437416298535,653.2100985887315,0.13708741242588185,0.11599686269646939,0.13856988840373613,9.957802854938272,0.11107223593525749
81,381,40.2574,6.63407,32,8.29578,0,114,118,8,140,8,1.00911,42.82537,0.0,0.0,3.46429,8.126,5.51056,0.0,0.0,126.0,42.81442,0.0,0.4,2.145,-1.0,0.78382,0.07865844306908876,58.18572677800685,1.529457520465254,11797.275504921769,0.06458592389320487,0.1752852375130883,0.6596768627450981,0.13048067307463693,86.85175394023808,0.12968218480234203,0.36237426156087404,0.1744607444234333,99.03867493633024,79.5968872322091,63959.13899382936,4.291483406581098,653.212044608856,0.13728993568896472,0.11623726558033184,0.13933333531053116,9.945650077160494,0.1118165673306603
82,382,40.1457,5.93437,32,7.73429,0,114,118,8,140,8,1.00972,42.76942,0.0,0.0,3.53571,8.162,5.72468,0.0,0.0,127.0,42.85014,0.0,0.4,2.118,-1.0,0.825376,0.07914938922820108,58.32831149631076,1.6237881972414785,11701.6327674972,0.06469259789521967,0.17519790066056715,0.659235294117647,0.13077296476820738,86.62974383641884,0.12967145186897713,0.36237426156087144,0.17444482448005955,99.05057916380089,79.3812663179163,64007.4511027868,3.818931047145234,653.2164465736494,0.13766025304430202,0.11652722376190298,0.13986300245232744,9.90060763888889,0.1126562388394409
83,383,40.2061,6.5037,32,7.64303,0,114,118,8,140,8,1.0064,42.80095,0.0,0.0,2.14286,8.161,5.10487,0.0,0.0,126.0,42.83995,0.0,0.4,1.868,-1.0,0.817402,0.080511246506736,58.22907078118972,1.8424301553689433,11776.562902983476,0.06476120769624995,0.17505301579831023,0.6594388235294117,0.13092598112730902,86.94939438392642,0.12949189041233347,0.36237426156087515,0.1744756120970873,99.0436713359447,79.57994072432083,63980.2265278546,3.919684777522809,653.2314991662721,0.13787587654075276,0.11674678243638476,0.1404580193713343,9.84939236111111,0.1138005669253569
84,384,40.3495,6.18946,32,8.1436,0,114,118,8,140,8,1.00652,42.93049,0.0,0.0,2.17857,8.133,5.59627,0.0,0.0,126.0,42.82089,0.0,0.4,1.767,-1.0,0.804711,0.08115206331681538,58.20557036223235,1.254449523931183,11892.277265082172,0.06475480620550736,0.17481959646824408,0.6585364705882353,0.13093849003072075,88.85646975219676,0.12937393790329443,0.3623742615608745,0.17453397623927214,99.02440702158928,79.80338507347344,63979.897808653004,3.964688368336746,653.2479942482793,0.1380112936949469,0.11696878246949392,0.14103238135351495,9.85204475308642,0.11473465393908203
85,385,40.2647,5.81098,32,8.00635,0,114,118,8,140,8,1.01005,42.86785,0.0,0.0,2.10714,8.074,5.32567,0.0,0.0,126.0,42.83103,0.0,0.4,1.831,-1.0,0.800813,0.0817482298787205,58.304644737714604,1.5424082339902199,11821.072291336775,0.06478940089456724,0.174556527815262,0.6580996078431371,0.13097919732844482,89.30864703883883,0.12911493388303674,0.3623742615608753,0.17461514313065657,99.03762933125796,79.6360834539418,63936.84565153903,3.8305501839728135,653.2576771231329,0.1381241884099471,0.1173223947055008,0.14149615865836832,9.845727237654321,0.11595747976715844
86,386,40.4272,5.83158,32,7.88829,0,114,118,8,140,8,1.01311,43.01586,0.0,0.0,1.17857,8.073,4.9972,0.0,0.0,126.0,42.83892,0.0,0.4,1.761,-1.0,0.795013,0.08256120797909487,58.20165054886429,1.6208040780314412,11956.868602459488,0.06482267154015454,0.17421867796091575,0.6576238039215675,0.13095337047469008,89.48728399404723,0.12900857396675333,0.36237426156087266,0.17482968169988608,99.02735354170032,79.65273750348425,63924.89957077392,3.7915008315722094,653.2769687433864,0.13823555200867024,0.11776423026338131,0.1419741762763322,9.959346064814815,0.11657286066529515
87,387,40.5879,5.62531,32,7.58922,0,114,118,8,140,8,1.01624,43.18957,0.0,0.0,1.10714,8.097,5.0152,0.0,0.0,126.0,42.85749,0.0,0.4,1.984,-1.0,0.812451,0.08309114308448246,58.18695897231867,1.7923564184933203,12071.40880072096,0.06479076281101981,0.17396343244920864,0.658036862745098,0.13096399856819793,89.66047037736233,0.12886607547638881,0.36237426156087515,0.17500115135153974,98.98453154832369,79.77698668387963,63958.052186557645,3.7627186791310736,653.2994378676207,0.13825549671877388,0.1183332277307142,0.14273484031588193,9.877411265432098,0.1166780229372632
88,388,40.6417,5.91158,32,7.48696,0,114,118,8,140,8,1.01464,43.25473,0.0,0.0,1.67857,8.094,4.83814,0.0,0.0,126.0,42.86165,0.0,0.4,1.824,0.27328,0.828818,0.08358959675555953,58.07691635320216,1.8379087325553938,12096.439424821867,0.06481897428385217,0.17363139843908837,0.6576992156862745,0.1310895594619358,88.5214773339459,0.1289321031695091,0.36237426156087443,0.17522899790726618,98.97836284969527,79.91362922761947,63988.419431163114,3.7249441143237827,653.3297292464124,0.138358776028854,0.11874105476378567,0.14363843795830256,9.828559027777779,0.11651895994577878
89,389,40.5505,6.12226,32,7.91724,0,114,118,8,140,8,1.01271,43.18623,0.0,0.0,1.67857,8.118,5.08279,0.0,0.0,126.0,42.85646,0.0,0.4,1.867,-1.0,0.76983,0.08428112779628133,58.16462971251688,1.367298926800211,12027.770969955964,0.06494783022260692,0.17339605295982122,0.65718,0.1312284710030476,86.49161837078171,0.12900833656218005,0.36237426156087493,0.17530935814498977,98.98883776643423,80.07776898856535,63998.69981185443,3.825419778802517,653.3689136401349,0.13843066469314377,0.1189938896144533,0.14447999893501445,9.872299382716049,0.11624706201915039
90,390,40.8141,6.41768,32,8.22633,0,114,118,8,140,8,1.00772,43.4606,0.0,0.0,1.82143,8.085,5.26781,0.0,0.0,126.0,42.86396,0.0,0.41,1.894,-1.0,0.770498,0.08487843707017777,58.23276887116609,2.2950263451386026,12255.546755840916,0.06498885548197739,0.17322339088792912,0.6577933333333335,0.1313441258145608,88.80677938334,0.1291740869549267,0.36237426156087493,0.17536417106043833,98.94701106751357,79.84421725076561,64132.75707156427,3.841407454733472,653.3993585127445,0.13851891223267213,0.11926393799047329,0.1454320077648999,9.970341435185185,0.1160314418461471
