,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.0,blockiness,cubcol.0,cubrow.0.5,uhdhdsim,staticness,contrast,cubrow.0.3,blur,movement,fft,temporal,cubrow.1.0,cubcol.0.5,tone,saturation,cubrow.0.6,cubcol.1.0,cubcol.0.3,noise,cubcol.0.6
45,345,27.6822,23.3436,14,27.7199,0,119,118,5,138,8,0.9968,25.99313,0.0,0.0,21.28571,10.53,20.86752,0.0,0.0,122.0,34.64239,0.0,0.28,2.514,-1.0,3.736175,95.54534244839712,0.0239457266469155,0.8983721599406721,0.03022546861681916,0.06663782384978409,102.12503093091081,541.2886434780232,85.8555355072694,0.07096421222439663,3959.330566980785,15.897376543209877,62015.61736573471,6.0478382962946,0.028815930485773897,0.05273945361894325,0.4900960784313726,50.03740795747733,0.0658211567150062,0.06551977791649723,0.06790229682736891,0.18532527731320037,0.060305522720983024
46,346,27.9014,23.2515,14,27.0244,0,119,117,4,138,8,1.00583,26.18072,0.0,0.0,14.10714,9.933,20.03759,0.0,0.0,123.0,34.49421,0.0,0.28,3.843,-1.0,3.688719,93.46409302665673,0.023741230744306684,1.0633906792612897,0.030643284270109865,0.06632171006685429,102.06185133669041,539.4744478458232,88.70671819982248,0.0706413048035511,4193.646303169239,15.79050925925926,61795.66763118699,5.999885517383462,0.028827206716598996,0.05444183526575304,0.48804941176470595,50.10152633101852,0.06672092552431913,0.06466246523628633,0.06726725009493413,0.1853252773132,0.0600798632952463
47,347,28.4819,23.0858,14,27.5167,0,119,117,4,138,8,1.00318,26.65662,0.0,0.0,10.78571,9.82,19.95745,0.0,0.0,123.0,34.4138,0.0,0.28,4.378,-1.0,3.797051,91.97671198466638,0.02354720632420136,1.1086400797967484,0.030556564540073963,0.06596763312810885,101.98717060448205,537.2683783651818,92.62389622421979,0.07070902686944991,4559.7257475413435,15.608458719135802,62000.99543073585,5.972049254601197,0.028963737951642317,0.05431796279650286,0.4863443137254901,49.99818213192033,0.06746622007041236,0.06525712519773284,0.06665026508709399,0.1853252773131975,0.05988902348941582
48,348,28.899,23.3443,14,25.823,0,119,117,4,138,8,1.00403,27.00001,0.0,0.0,6.42857,9.842,19.82387,0.0,0.0,122.0,34.05227,0.0,0.28,6.715,0.43351,3.911816,89.10008122283472,0.023356445276077168,1.0145646587290043,0.03028037465148336,0.06572750897432444,101.95652765279421,534.7830794063349,84.42518948700523,0.0707710504883642,4770.555813332985,15.345630787037036,62185.936177173244,5.9028710232286485,0.02883190685720369,0.05378568018530996,0.4829468039215685,49.9998843346113,0.0681858403138376,0.06673146000756038,0.06606152204051194,0.18532527731319606,0.05962201754946587
49,349,27.649,23.3857,13,25.4762,0,120,117,4,138,7,0.99059,25.86965,0.0,0.0,7.67857,10.304,20.04601,0.0,0.0,121.0,33.5932,0.0,0.28,5.513,-1.0,3.974884,87.73710982116573,0.023180420383221153,1.0580078294136572,0.030208700694141558,0.0654397039327805,102.13909555676284,532.0843206650175,87.19316002671165,0.07048820725612912,4214.346516601091,15.384934413580247,62162.111073044754,5.900199109948497,0.029429276948401913,0.053780220942482165,0.4756815686274509,50.00564254949123,0.0680911484270229,0.06723835894275901,0.06552196684071579,0.18310765126996742,0.05959381080576349
50,350,27.7363,23.0276,13,25.1486,0,120,117,4,138,7,1.0081,25.90662,0.0,0.0,4.60714,10.555,20.07545,0.0,0.0,121.0,33.42571,0.0,0.28,5.318,-1.0,4.131055,86.99207409864223,0.023010670642490468,1.0993551218792996,0.03017460659576996,0.06504217354798436,102.11920140727338,529.1515423318381,86.73164562006251,0.07030167900336591,4330.0364770203405,15.277006172839506,61921.06322358006,5.825773954438146,0.02995988078591458,0.055150074793954014,0.47115960784313726,50.026089138454864,0.06832232038955363,0.0672324798169108,0.0650285233203278,0.164931650203082,0.06011180888460364
51,351,27.7466,22.7629,13,24.8431,0,120,117,4,138,7,0.99945,25.82781,0.0,0.0,4.14286,10.513,19.77332,0.0,0.0,118.0,33.01984,0.0,0.28,4.786,-1.0,4.271692,87.01298453863328,0.022848881075895045,0.9871267492345908,0.029821460670075562,0.06496109190993157,102.11964018285212,525.9703850083808,90.18970570801599,0.0703664211485747,4344.385254200903,15.075906635802468,62038.8417796301,5.726073309119389,0.030575863111447287,0.055615896026062005,0.4676309803921569,49.7910077130353,0.07000477916118537,0.0684157412240483,0.06455537103125743,0.16049639811663058,0.06021581850850731
52,352,27.9353,22.9424,13,24.5467,0,120,117,4,138,7,1.01229,25.92794,0.0,0.0,4.64286,10.443,19.54525,0.0,0.0,112.0,32.75767,1e-05,0.28,5.78,-1.0,4.366529,87.21003672494608,0.022700214023317723,0.843416218517239,0.029576966694099496,0.06568070672564152,102.071236621759,522.5131671012805,92.11819501248833,0.07026455626654701,4539.688926306368,14.67824074074074,62117.79642841999,5.680064753994262,0.030463320019130165,0.055340746807718215,0.4631439215686275,49.78480963059413,0.0721043394917401,0.0700493893209201,0.06411050604323383,0.16049639811662963,0.060702844406628445
53,353,26.4242,23.3618,12,24.3445,0,120,117,4,138,7,0.99691,24.61239,0.0,0.0,4.0,10.623,19.70138,0.0,0.0,110.0,32.50822,1e-05,0.28,4.941,-1.0,4.539882,86.4552962310392,0.022565669950214768,1.033677853514342,0.02934512031510162,0.06758093857755557,102.2865535393203,518.7716398563547,91.92006688998701,0.07024429736541263,4068.331858010344,14.336226851851851,61654.23686676612,5.729755370988216,0.030441639485022102,0.05531636032453126,0.46263882352941177,49.53477346161265,0.07293945288593977,0.06893659934546519,0.06368956877096262,0.16049639811663505,0.06104917060802525
54,354,24.3621,24.3236,12,25.3033,0,120,117,4,138,7,0.9893,22.90313,0.0,0.0,8.07143,11.13,20.06166,0.0,0.0,110.0,32.4578,1e-05,0.28,3.889,-1.0,4.475086,85.75177484385728,0.02243343748841298,1.2079914175719777,0.02910794181110967,0.0672591634022222,102.67860367424971,514.7061205095549,89.41083664432131,0.07031247182873515,2831.6985827398603,14.641396604938272,61489.55303897383,5.8161457685550015,0.03054715880733148,0.055243646508468885,0.46716352941176464,49.38710210352768,0.07294490009976866,0.0684172745618407,0.06329562328889998,0.18532527731318996,0.06138320063020202
55,355,24.1459,24.9394,12,25.9546,0,120,118,4,138,7,0.99687,22.81007,0.0,0.0,9.39286,11.748,20.88882,0.0,0.0,113.0,32.51723,1e-05,0.28,6.427,-1.0,4.38516,85.9124801688254,0.022314503364445758,0.5988912526624633,0.028882732026260197,0.06649012477312641,102.7181741032162,510.4188978162216,89.26834051271365,0.07038997279780716,2580.275258483844,14.817274305555555,61697.24795118697,5.942202599502906,0.03042446882000902,0.055243581931194885,0.47129254901960793,49.226412926191166,0.07225898097139027,0.06842182164791186,0.06285990262225011,0.18532527731319762,0.06164052741178537
56,356,26.6739,26.0195,13,27.7536,0,119,118,4,138,7,0.99498,25.08513,0.0,0.0,7.57143,11.17,21.42938,0.0,0.0,120.0,32.95056,0.0,0.28,4.368,0.54797,4.463361,89.11569802716323,0.022207781645152337,0.8802403334372138,0.02867393125674431,0.06622067163865307,102.28527999524653,505.9927098249862,89.54626805873798,0.07042625586150092,3459.9701194374557,15.60252700617284,61901.39401166914,6.03644648628989,0.030337482727344114,0.05540233183540918,0.473086274509804,49.04089242440683,0.07186846937908076,0.06842334066456364,0.06250287048398169,0.18532527731320006,0.0618425902381165
57,357,27.1277,27.0048,13,26.0165,0,119,118,4,137,7,1.00011,25.57825,0.0,0.0,6.28571,11.115,22.3605,0.0,0.0,120.0,33.28485,1e-05,0.28,4.246,-1.0,4.594254,92.55560255171233,0.022121753156595685,0.982484992575074,0.028471901273427712,0.0658929991984473,102.16239160051171,501.429251454631,90.29174984642134,0.0703528436170634,3629.928471840976,16.036747685185187,61898.918846202876,6.112756065436849,0.03023091113045799,0.055646815986360065,0.4768886274509805,48.59187109676408,0.07154160995097394,0.06808249089101098,0.0621818183470296,0.185325277313201,0.062043370797773
58,358,27.4401,27.7836,14,26.5251,0,119,118,5,137,7,1.00077,25.9837,0.0,0.0,5.60714,11.387,23.19623,0.0,0.0,117.0,33.50185,1e-05,0.28,3.406,-1.0,4.526047,94.92954716315862,0.02203575784147177,0.7158095559396862,0.028277225608195157,0.0655193616419431,102.10287290867396,496.7605730531514,91.1218163304268,0.07031224143575124,3646.7103130783994,17.039014274691358,62204.303786644814,6.199964414287063,0.03001890328921294,0.05589313939621182,0.48303803921568633,48.0366591465326,0.07123799455650824,0.06865239393875386,0.06191498809610114,0.19138394433549555,0.06223853889463513
59,359,27.9378,28.3194,14,26.6633,0,118,118,5,137,7,0.99326,26.50154,0.0,0.0,5.64286,10.986,23.8598,0.0,0.0,117.0,33.59188,1e-05,0.28,3.942,-1.0,4.610153,96.65967048945349,0.02195378803361563,0.748436264757218,0.0280863227103572,0.06533013635688288,102.06585290642613,491.93724276954504,90.60693100322491,0.0701551996919384,3722.1267797146456,17.888310185185187,62182.439518810046,6.279876648995158,0.029804738746916873,0.05615056872466752,0.4862952941176471,47.41016001760224,0.0709063611660673,0.06927175558036398,0.06174092029578099,0.19360157037872708,0.062418763183059035
60,360,27.198,28.0639,14,27.5797,0,118,118,5,136,7,0.99348,25.86992,0.0,0.0,5.53571,10.848,24.32204,0.0,0.0,116.0,33.74728,0.0,0.28,3.058,-1.0,4.41191,98.84969411900424,0.021920137623629356,1.1084489780126336,0.02808125899704064,0.06546275775282634,102.2405807135257,486.9432819486718,90.5932710068054,0.07016897201637563,3489.8850221326775,18.263261959876544,62107.20486013531,6.36729308513405,0.029914505029958117,0.05651028348753062,0.4840998627450978,46.81706802933304,0.07090673197795677,0.06980990273154863,0.061871359984497026,0.1936015703787278,0.06306065010985364
61,361,26.5752,27.2789,14,26.2344,0,118,118,5,136,6,0.98993,25.35013,0.0,0.0,7.21429,10.758,24.10205,0.0,0.0,116.0,34.09114,0.0,0.28,2.703,-1.0,4.023534,100.19981239050597,0.021478055172900228,0.6483556131148984,0.02806870860235726,0.06546396120606929,102.35958933907719,481.88925638880056,90.2230646752732,0.07019579639926529,3276.86517958298,18.67549189814815,62248.249351308754,6.377335480070033,0.030643574277448436,0.0572466028484267,0.4917250980392156,46.315790247034144,0.07103596318652838,0.070613659106717,0.0620024723354555,0.20571890442331117,0.0637099587311032
62,362,25.9298,27.4008,13,24.8144,0,118,118,5,136,6,0.98851,24.7554,0.0,0.0,7.39286,10.981,23.42723,0.0,0.0,119.0,34.1081,0.0,0.28,2.926,-1.0,3.59667,101.2142877558726,0.021113218543529585,1.1582247255730873,0.028054542297499464,0.06557233685730311,102.49049117336808,476.8922451070097,87.24440171124131,0.07030483359428835,3040.8602851611586,18.767216435185187,62376.50027255295,6.405989229862729,0.03246596478761271,0.05787010862940548,0.489849411764706,45.909134099512926,0.07115152840038079,0.07144295174204977,0.06194749794109485,0.20793653046653934,0.06430424707968872
63,363,25.5508,27.5697,13,23.5917,0,118,118,5,135,6,0.98823,24.45462,0.0,0.0,4.60714,11.033,23.52933,0.0,0.0,118.0,34.00993,0.0,0.28,3.102,-1.0,3.229544,102.3423127583419,0.020669180584181636,1.164558180268674,0.028042382191018737,0.06573394831264966,102.50824293797336,472.0187942720333,89.74645533307095,0.07055370574461756,2957.8253312338934,18.44410686728395,62615.967105409494,6.492147725701826,0.034694123227497604,0.05850475406553482,0.48836549019607844,45.21906798562886,0.07129839130578339,0.07303745296892346,0.06175759306112686,0.21399519748883797,0.06491336526954435
64,364,25.3597,27.8212,13,24.3843,0,118,118,5,135,6,0.98541,24.32922,0.0,0.0,4.67857,10.913,23.66393,0.0,0.0,119.0,34.11879,0.0,0.28,3.182,0.60005,2.983681,102.18025393045097,0.020080020569504455,1.2403716760559722,0.028042720321916653,0.06543946929180772,102.49576871028287,467.2996313123522,86.70093912269392,0.07097480073172215,2920.2037628809785,18.73167438271605,62598.68192702154,6.552149637047001,0.03806183867370322,0.059116520833177734,0.4889047058823529,44.69842906057099,0.07094100718546618,0.07407077810868551,0.06140400696759784,0.22833015757665795,0.06549713413696577
65,365,25.3808,28.5639,14,25.2035,0,117,119,5,135,6,0.98874,24.38291,0.0,0.0,4.89286,10.913,23.9046,0.0,0.0,116.0,34.37318,0.0,0.28,3.17,-1.0,2.895243,103.19783836030808,0.01967555860857228,0.7214404658589278,0.028109475699356644,0.06533745456234623,102.45310837110354,462.85289143870943,88.9809028425544,0.07138091605311683,2890.1396190906084,17.67679398148148,62686.64184350439,6.636957299293407,0.04142146851531973,0.05970588165666315,0.49667535294117615,44.76514858669705,0.07028047368506071,0.07392144777559147,0.06148135746749541,0.23276540966311512,0.06605212364779012
66,366,25.9613,28.4463,14,26.4912,0,117,119,5,135,6,0.98501,24.95634,0.0,0.0,4.5,10.72,24.53899,0.0,0.0,116.0,34.60732,0.0,0.28,3.496,-1.0,2.982987,103.93582688985481,0.019151455393564637,0.6441160657071301,0.028200481145064422,0.06562621951515901,102.31610936642113,458.6617420260532,88.14665540237297,0.07193454599286889,3092.691874292636,16.562451774691358,62700.23980183474,6.776224883294642,0.04347380045242263,0.060311939034740504,0.499138431372549,45.28574531460986,0.06989123619209303,0.073210954837401,0.061194836368915116,0.24266511766446652,0.06623616719695988
67,367,27.6316,29.5194,15,28.1057,0,117,119,5,135,7,0.99176,26.44607,0.0,0.0,2.82143,10.197,24.4303,0.0,0.0,119.0,34.96149,0.0,0.28,2.513,-1.0,2.982992,105.21414897832538,0.018523665806932446,0.8137159628027298,0.028253106063263086,0.06560416117042121,101.98982891581748,454.6302610973844,89.70523878444781,0.07268976801179489,3903.6799212576575,16.465422453703702,62855.461918937,6.928155850787304,0.04650250171452494,0.06093922630827732,0.49693529411764714,45.49876403808594,0.06967254124288523,0.07409505694976389,0.06062139691926664,0.24488274370770094,0.06661842987152788
68,368,29.7551,30.6601,16,30.9095,0,117,119,5,135,7,0.99249,28.3541,0.0,0.0,4.64286,9.814,25.34032,0.0,0.0,121.0,35.29834,0.0,0.28,2.069,-1.0,2.902256,105.63822144457424,0.017391237117657263,0.732352675264269,0.028523401517841183,0.06604842147946606,101.57050356383918,450.78590677804647,87.52058083805325,0.07401995865242833,4969.499625391961,16.761766975308642,62987.99839366357,7.096616833823784,0.04685984380065209,0.06160903351615209,0.505329019607843,45.430364538122106,0.06973363661457725,0.07471425754738181,0.06016487034284102,0.24488274370770458,0.06709579057849555
69,369,27.1484,30.7555,15,34.6124,0,117,119,5,136,7,0.99844,26.04694,0.0,0.0,4.35714,10.235,26.32458,0.0,0.0,117.0,35.45515,0.0,0.28,2.464,-1.0,2.98225,105.33258095166734,0.016776822663208523,0.7576706467568928,0.028703712395931925,0.06614780325395629,101.98618417650331,447.2325392775126,87.74569160394614,0.07430790815266576,3530.399164385803,17.511091820987655,62809.684515120774,7.269300297807324,0.047479813615405785,0.062175744433025516,0.5138768627450979,45.595769811559606,0.0700799882365603,0.07500706860578371,0.060063433370783494,0.24488274370770302,0.06739936579452471
70,370,26.1302,30.9962,14,34.6644,0,118,119,5,136,7,1.0002,25.07534,0.0,0.0,4.42857,10.52,26.39901,0.0,0.0,117.0,35.53316,0.0,0.28,1.928,-1.0,3.070207,105.3340863590845,0.016489996942126744,0.6694752489279174,0.02918417508411299,0.06624954206209828,102.17124152657911,443.96342065462,85.70327909920712,0.07410963641479618,3239.2780018959224,17.679542824074073,62826.24917868848,7.347736637893718,0.047879246093902116,0.06267643796306709,0.5088772549019609,46.041924559039835,0.0705583168973425,0.07551550857539074,0.05982013682277279,0.23660645064218522,0.0675234642737189
71,371,24.8133,30.436,14,34.4885,0,118,119,5,136,7,0.99617,23.85247,0.0,0.0,4.64286,10.285,26.60928,0.0,0.0,117.0,35.41436,0.0,0.28,1.825,-1.0,2.943856,104.54181704600173,0.01604180241184375,0.757801994317372,0.030008043923264262,0.06653402535887337,102.38610717849767,440.88734589006344,85.9389091446463,0.07362166850965828,2978.7562332003777,19.024932484567902,63086.40346323102,7.433595313246572,0.04849163736731519,0.06294691845882588,0.5013776470588236,46.210902649679305,0.07100263370259535,0.07637671145179438,0.05954643540827192,0.2426651176644701,0.06790315779476362
72,372,23.995,29.8372,13,33.2375,0,119,118,5,137,7,1.00019,23.03485,0.0,0.0,4.10714,10.278,26.12778,0.0,0.0,117.0,35.41177,0.0,0.28,2.222,0.53717,3.072261,103.32674227835369,0.015971250230755126,0.9056384939707607,0.030827427863334037,0.06668170512241944,102.55899220116646,437.97051609420333,89.24402006714655,0.07315724444967618,2830.2789725079433,19.97878086419753,63006.16403216373,7.455829119560232,0.04890252727400516,0.06311841821940128,0.4957141176470589,46.65798611111111,0.07149774214881066,0.07770051232673081,0.05937276784942703,0.23276540966311543,0.06736077420687686
73,373,22.3939,28.6266,12,32.8288,0,119,118,4,137,7,1.00495,21.42312,0.0,0.0,3.53571,10.157,25.6121,0.0,0.0,117.0,35.35043,0.0,0.28,2.275,-1.0,3.259358,101.69028713574295,0.016174177213928963,0.6598368780649932,0.03214482732900557,0.06682064976257794,102.90365599821145,435.1539676294449,87.41247579649425,0.0727636610394834,2481.7769743307404,19.832706404320987,62991.65562897875,7.4124448727642855,0.04924166283514456,0.06292246524180073,0.48927764705882354,47.22904629177517,0.07187130980899285,0.07934359564570305,0.05873827878399485,0.21621282353206514,0.06691249898847616
74,374,21.1478,27.3545,11,30.9141,0,119,118,4,137,7,1.00589,20.07143,0.0,0.0,1.96429,10.88,24.58593,0.0,0.0,115.0,34.96759,0.0,0.28,2.41,-1.0,3.236134,100.26393461332385,0.016520203464005966,0.6098998165672251,0.033578312790802464,0.06682598424256248,103.2065969898739,432.33871535515334,86.32794590143735,0.07229180553872663,2351.9143312926285,19.23413387345679,62784.8203645642,7.276801801430662,0.0494310912311361,0.06285511369291065,0.48273529411764704,47.435826431086035,0.07182151931050261,0.08084242701540217,0.05856214809231819,0.20571890442330823,0.06707737980705716
75,375,20.5504,25.7209,10,27.3077,0,120,118,3,137,6,1.00357,19.35637,0.0,0.0,1.10714,10.165,23.51791,0.0,0.0,119.0,34.46785,0.0,0.28,3.243,-1.0,3.243468,98.73697299182436,0.016734031027332452,0.5913011503257355,0.03411471132418773,0.06672368406041482,103.43003785909684,429.4460810102411,87.76499377257836,0.07193369634957424,2295.7239403634526,17.81134259259259,62942.17489918395,7.07827001084662,0.04996832623643803,0.0625983099781659,0.47348627450980396,47.184844405562785,0.07181249352424304,0.08417244828613846,0.0584394587860901,0.19360157037872597,0.06745050776667091
76,376,20.7945,24.5594,9,23.3559,0,120,118,3,136,5,0.98942,19.43035,0.0,0.0,1.39286,10.297,22.13443,0.0,0.0,118.0,33.99743,0.0,0.29,4.168,-1.0,3.415908,97.37403845670133,0.016964092318264526,0.667375636854449,0.03393082931778668,0.06586229992620898,103.50669724125089,426.4229583513651,85.1008635529934,0.07164337113795212,2393.7828710712374,16.625771604938272,62801.420514513164,6.871063582659125,0.050705541134087276,0.0627829417165372,0.4716262745098039,46.50733495641638,0.07189755797489471,0.08673011023926919,0.058362777248895756,0.1853252773132007,0.06749288757860886
77,377,22.7797,23.6276,10,22.1758,0,121,118,3,136,5,0.97159,21.15645,0.0,0.0,1.57143,9.661,21.12682,0.0,0.0,117.0,34.00885,0.0,0.29,4.264,-1.0,3.564841,95.92996829949882,0.01717223386455137,0.6648430999023043,0.03421310865638893,0.0651412007739764,103.26700039339573,423.2563117174174,88.78071680486046,0.07153724950143443,2958.5408381005964,15.513069058641975,62652.5130131343,6.624219128605726,0.051397046786581975,0.06318147538580295,0.48019058823529415,45.25573692792727,0.07251445897689897,0.08999949634331657,0.05728319718295724,0.18532527731319956,0.06753881494495015
78,378,24.4469,23.5693,11,22.3861,0,121,118,4,135,5,1.01882,22.65096,0.0,0.0,2.71429,9.738,20.31211,0.0,0.0,117.0,33.97097,0.0,0.28,5.081,-1.0,3.769676,95.6609905118612,0.01735005401476144,0.502816736057209,0.0345648125184231,0.06475927840417994,103.03709057661713,420.0400346195263,89.48173145790477,0.0712088856260269,3430.4360721402404,14.817467206790123,62830.910515306336,6.4493585590386635,0.05167419786165134,0.06379555413116474,0.48797058823529416,44.095115002290704,0.07331081482496501,0.09479703584673355,0.05566289058866191,0.18532527731319481,0.06760831024893374
79,379,24.8632,23.6351,11,21.0098,0,122,118,4,134,4,1.00629,23.09522,0.0,0.0,8.21429,9.583,20.26858,0.0,0.0,117.0,33.18883,1e-05,0.28,4.955,-1.0,3.933806,96.3873999599106,0.01751945859233848,0.5326990257905667,0.03486823533286985,0.0645492441164298,102.95989679128854,416.83962962703305,85.45554041137376,0.07088665762687235,3464.990919709382,14.162471064814815,62864.763223846756,6.304919191558959,0.052045553219327294,0.06431367393661061,0.48019058823529415,42.97722936559607,0.07410873340055169,0.09885092799924246,0.05463631014338254,0.18532527731319323,0.06748627196102522
80,380,24.6701,24.1662,11,20.1821,0,122,118,4,134,5,1.01425,22.96999,0.0,0.0,7.03571,9.948,20.3239,0.0,0.0,116.0,32.25817,0.0,0.28,4.374,0.5508,4.089739,96.0659697956799,0.017521691302734115,0.4032231254604461,0.035206095301137864,0.06393302684848928,102.95549376141722,414.0685918418712,89.48493846939613,0.07072121947865037,3435.2606863959404,13.910976080246913,62678.57484682374,6.318676146316311,0.05218969438883045,0.06460529965062624,0.47011656862745077,42.39697284463011,0.07539960610679296,0.10210503998306789,0.05306581094344794,0.1853252773131926,0.06715513415517249
81,381,23.2885,24.0234,11,21.0524,0,122,118,4,135,5,0.99398,21.73393,0.0,0.0,10.96429,10.429,20.76511,0.0,0.0,115.0,31.74779,4e-05,0.29,4.899,-1.0,4.118779,97.27646332513207,0.017593719741566132,0.5853044680272332,0.03593235514033305,0.06351789745031997,103.21705849326206,411.88509590132946,89.58875225902665,0.07042841902743471,2781.0229463019514,13.502025462962964,62428.44338174778,6.437047596373143,0.05226041916167964,0.06502011644886235,0.46057764705882354,42.583111609941646,0.07482318163259472,0.10334199229348792,0.05188563554227549,0.1853252773131949,0.06583087413526384
82,382,22.0592,23.9351,10,21.1664,0,122,118,4,135,5,0.99838,20.63465,0.0,0.0,12.35714,11.243,20.65555,0.0,0.0,115.0,31.63427,0.0,0.28,5.148,-1.0,4.17446,98.10102244625048,0.017750600374737607,0.7206276456465793,0.03731331351035126,0.06324430107482078,103.4739909256545,410.17898808067923,87.36901440690916,0.07002858764961328,2239.334839381799,12.56346450617284,62291.79051375937,6.509100854685784,0.0522756408095665,0.0653874042328907,0.4505450980392156,43.206034907588254,0.07487658867547783,0.10357049441351789,0.050335550906018774,0.16655506513892546,0.06506381005971419
83,383,20.8256,24.2152,10,23.2535,0,122,118,4,135,5,1.00463,19.56734,0.0,0.0,14.14286,11.594,20.58679,0.0,0.0,116.0,31.84245,0.0,0.28,4.523,-1.0,4.162843,98.30148380733843,0.017902734829980803,0.613504639466973,0.03725154704609306,0.06279835048413838,103.68522108383338,408.85844354084657,87.61808330826577,0.06965502278367192,1913.7651357831794,13.248890817901234,62536.74491658756,6.5832594322114035,0.05227584580330053,0.06595814805414422,0.4594250980392158,43.95818018030238,0.07467068495237036,0.10404718464061853,0.04919667366888315,0.1831076512699653,0.06436598806011895
84,384,20.1443,24.0262,10,22.7718,0,122,118,4,135,5,1.00389,18.98623,0.0,0.0,14.60714,12.544,20.80649,0.0,0.0,111.0,31.62512,0.0,0.28,5.637,-1.0,4.038048,97.47678866012721,0.018035858294840133,0.5578221349099037,0.03727694244661917,0.06236687943696438,103.79212279972565,407.68538530978554,89.16903814453832,0.06924586668963655,1717.715209876304,13.450376157407407,62379.06918157805,6.73638813147449,0.05230340409823916,0.0663241970560077,0.45691686274509796,44.17720125928337,0.07453258168761952,0.10407689726590418,0.048896744911307334,0.18089002522674524,0.06378562303929047
85,385,20.5386,23.7774,10,21.4702,0,122,118,4,135,4,0.99777,19.34457,0.0,0.0,10.60714,12.337,20.64147,0.0,0.0,108.0,31.54432,1e-05,0.28,6.38,-1.0,3.799469,97.59210286680738,0.018118649860085143,0.7703902875694755,0.036287115484545114,0.06267771331960159,103.68775883034515,406.56048606291444,86.29326698423847,0.068828425491986,1807.6440936204467,13.891444830246913,62412.03048032114,6.753414226638537,0.05228263935128514,0.0680486825796356,0.45581294117647053,44.3834260540244,0.07426110747007975,0.10415148877964438,0.04800352974261115,0.18532527731319712,0.06355826135440035
86,386,21.1281,23.9797,10,22.3814,0,122,118,4,135,5,0.98988,19.89184,0.0,0.0,12.39286,11.707,20.42408,0.0,0.0,110.0,31.48203,0.0,0.28,3.281,-1.0,3.837615,97.79812949270796,0.018196377267378872,0.68323632047766,0.036142933168986924,0.06238648870787261,103.57998177564136,405.38234460116036,89.33676334328645,0.06854620671434092,1961.2000526976985,13.658564814814815,62439.87169162186,6.713432351086378,0.05220867125713253,0.06874800256948978,0.4564466666666666,44.42217094515577,0.07411573553303885,0.10419508498982841,0.04693433040880573,0.1853252773132006,0.06321469280563453
87,387,21.7275,24.0655,10,22.0789,0,121,118,4,135,5,1.00061,20.51012,0.0,0.0,13.78571,10.874,20.60057,0.0,0.0,120.0,31.55382,0.0,0.29,3.482,-1.0,3.845046,96.42762445506762,0.018350829873914946,0.7008995419610391,0.03577805830930699,0.06211480806735055,103.43144253556122,404.10240904202,89.6230927989456,0.06842656707696507,2133.76435901628,13.638261959876543,62482.30467182917,6.754440161997601,0.052263501962917285,0.06882628109368223,0.4558498039215686,44.63656295964748,0.07398325041040783,0.1044641968563696,0.046229068103235946,0.19138394433549422,0.06305767039419423
88,388,21.9482,24.4866,10,21.9877,0,121,118,4,135,4,1.00613,20.75341,0.0,0.0,9.28571,10.756,20.67498,0.0,0.0,108.0,31.48868,1e-05,0.28,2.725,0.42348,3.793416,96.07546173425825,0.017733018916755636,0.6243198185690702,0.03564962029939873,0.061890965495243026,103.39006660403881,402.73559987440774,86.02352375084475,0.06833694018905406,2167.633489990412,14.124131944444445,62484.758876024025,6.753974429104079,0.0522129160209086,0.06890317067348645,0.4656474509803921,44.84511293010947,0.07396745681097798,0.10490645459780625,0.045360472087010995,0.1936015703787247,0.06303390500006856
89,389,22.2844,24.8005,11,21.7842,0,121,118,4,135,5,1.00577,21.10097,0.0,0.0,9.39286,10.727,21.03329,0.0,0.0,107.0,31.84458,1e-05,0.29,3.827,-1.0,3.764187,96.13112197145836,0.017130296447933364,0.6587988654840169,0.03499500468493684,0.06151982008770019,103.31375407125913,401.22131437125864,86.19411136282204,0.06812830278531695,2233.9850681809407,15.37938850308642,62541.50717403673,6.785776032683421,0.052224631654598654,0.06905550880855542,0.467324705882353,44.88316684299045,0.07373035878075966,0.10536147198555698,0.04436345984377385,0.1936015703787272,0.06292921257820876
90,390,22.1739,24.8672,11,21.5891,0,121,118,4,135,5,1.00169,21.00776,0.0,0.0,8.85714,10.646,21.30232,0.0,0.0,109.0,32.0078,0.0,0.28,3.125,-1.0,3.624626,97.1358729014045,0.016834066929620847,0.6153459202777755,0.035300762194477385,0.06114904358610361,103.30860437658632,399.55565118216737,84.26576743681282,0.06816335784893701,2200.519180039009,16.75665509259259,62429.17817301638,6.773908584625282,0.05234707177911694,0.0693536719454761,0.4740666666666668,44.72534123173467,0.07312165564745889,0.10527200160922011,0.043762957752167445,0.19360157037872763,0.06306396064380232
