,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,saturation,staticness,cubrow.1.0,fft,cubrow.0.3,cubrow.0.6,cubcol.1.0,cubrow.0.5,color_fulness,tone,cubcol.0.6,cubcol.0.3,temporal,contrast,cubrow.0,cubcol.0,blockiness,cubcol.0.5,uhdhdsim,noise,movement
45,245,65.8071,20.3561,38,33.1832,0,123,119,10,135,16,1.00491,60.03694,0.0,0.0,0.60714,6.847,17.55968,0.0,0.0,124.0,33.41443,0.00384,0.38,8.914,-1.0,0.174752,61366.975690983076,41.70157067569685,410.6810769944084,0.04600271097446341,73278.04193226657,0.0887767718872632,0.15802548485142273,0.10056762514257932,0.13688501042242107,80.40268601721017,0.5168466666666667,0.2650310448083706,0.21166494939308103,5.837611967008963,88.25889243944926,0.09089956958414759,0.2721689134555172,1.6315736497367275,0.19536276587441623,82.5522651054234,0.4302080210209029,14.787856867283951
46,246,66.0534,20.3993,38,35.8901,0,123,119,10,135,15,1.00044,60.24311,0.0,0.0,0.25,6.728,17.46925,0.0,0.0,123.0,33.384,0.00387,0.39,11.351,-1.0,0.167938,62419.68692901088,41.63993458688995,409.46202083914915,0.04568790754785022,73158.57565446886,0.08799740766788808,0.15698984620666337,0.10046331707062077,0.13599999443589839,80.46721313736127,0.517600137254902,0.2636006652291995,0.21170590055026625,5.857737655317862,86.02307626251938,0.09002317081487511,0.2698198962009952,1.9315963996592367,0.19643774489901084,82.42759635829069,0.4302080210209036,14.838927469135802
47,247,65.8086,20.4103,37,34.024,0,122,119,10,135,15,1.00183,60.01685,0.0,0.0,0.07143,6.886,17.50595,0.0,0.0,123.0,33.38442,0.00371,0.39,12.611,-1.0,0.171128,61016.92872845927,41.695550424081304,408.31841054059623,0.04536677461859166,72607.68918904211,0.08727923676939195,0.15654273515024297,0.10031990294824603,0.1351132224823025,80.64012313980328,0.5161311568627451,0.262559348498873,0.21209597290579812,5.90292134901651,84.17790599796417,0.08917140880196583,0.26743804728743287,2.8191619353583914,0.19834132078412467,82.41281513580871,0.4302080210209023,14.799189814814815
48,248,65.6988,20.3172,37,34.3164,0,122,119,10,135,15,0.99781,59.90741,0.0,0.0,0.03571,6.961,17.51714,0.0,0.0,124.0,33.44044,0.00352,0.39,13.104,0.12976,0.175468,61264.39258262937,41.746682437849636,407.24373588664747,0.04505323550469518,73477.5267748251,0.08656455460978893,0.15588185797801746,0.10008999340402697,0.13412949645721098,80.71837442429681,0.514843137254902,0.26110265493430285,0.2123550573511647,5.971972688047044,86.03656829805,0.08833950870947263,0.26504395633150135,1.7925480594956325,0.20139576201111598,82.50219976067164,0.4302080210209021,14.92139274691358
49,249,65.6585,20.5735,37,32.0594,0,122,119,10,134,15,0.99323,59.87398,0.0,0.0,0.57143,6.964,17.43627,0.0,0.0,124.0,33.58699,0.00397,0.38,13.296,-1.0,0.175936,60831.32197845335,41.93245461546344,406.2295943628216,0.04473684289204223,73430.12164075562,0.08586078289989316,0.15569784926879693,0.10002314813896904,0.13317578242931122,81.0581522266959,0.5139590784313688,0.2597299475596848,0.21211528241230368,5.995608751338392,85.36321337270279,0.08755118847413954,0.26275769024266227,1.9473469694177188,0.20384271716606733,82.53597217505103,0.430208021020903,14.849874614197532
50,250,65.3242,20.6067,37,35.7015,0,122,119,10,134,15,0.99869,59.59611,0.0,0.0,0.42857,7.292,17.65306,0.0,0.0,124.0,33.73865,0.0037,0.39,16.321,-1.0,0.177604,60680.06379258774,41.91688970871913,405.238415010453,0.04445838692258129,73204.437890079,0.08517574862217313,0.15470378905143645,0.09983070760328043,0.13221686776860375,81.4409288828881,0.5147764705882354,0.2595745410993365,0.21215227353863852,5.99618687240023,89.58918884068075,0.08673686204425697,0.26050879072339034,1.5205966452399173,0.205318487209932,82.52479901720504,0.4302080210209078,14.847270447530864
51,251,64.9783,20.3737,37,35.8609,0,122,119,10,135,15,1.00388,59.28908,0.0,0.0,0.10714,7.418,17.68176,0.0,0.0,123.0,33.83877,0.00361,0.39,15.796,-1.0,0.180218,61518.50804794633,42.001932403187695,404.2987174616503,0.04417403852410961,72463.29763900458,0.08454206500111827,0.15404399665072893,0.09958827215096741,0.13135478865056915,81.28193846414844,0.516778431372549,0.2591316761278175,0.21240282113994272,6.015927959208866,88.7714151824749,0.08592961031417237,0.25832394729190955,1.5827100761840907,0.20665669607687354,82.44777706201454,0.4302080210209041,15.002411265432098
52,252,64.7935,20.0178,36,34.3571,0,122,119,10,135,15,0.9837,59.12112,0.0,0.0,0.10714,7.368,17.4785,0.0,0.0,123.0,33.8207,0.00355,0.39,18.549,-1.0,0.186253,62074.75520257481,42.01925207067419,403.4186802429974,0.04390048098548413,72140.24766865693,0.0839204724553062,0.15289339980122435,0.09935844304220406,0.13051176293302094,81.46958303108926,0.5167156862745098,0.25851397676336385,0.21233179926795576,6.027223050084777,84.8060318426926,0.0851365120740658,0.2561779655052102,1.8359294806224178,0.20751540962360912,82.3594683506672,0.4302080210209045,15.177903163580247
53,253,65.0694,19.7909,37,34.4816,0,122,119,10,134,15,0.97652,59.36478,0.0,0.0,0.21429,7.035,17.17137,0.0,0.0,123.0,33.8717,0.00363,0.39,17.853,-1.0,0.180738,62845.32803914792,42.10441721221547,402.5767256719794,0.04363422179370999,72204.74198344575,0.0833165187007592,0.15202330246448528,0.09927045890104562,0.12974527646084644,81.62937817468004,0.5173145098039216,0.25846115995423247,0.2126974996961234,5.991386202097573,88.22979108798111,0.08437303319059695,0.2540286628803515,2.708429343083877,0.2088234511265562,82.3364782394264,0.4324256470641321,15.232253086419753
54,254,65.1205,20.0348,37,33.6611,0,122,119,10,134,15,0.98291,59.43445,0.0,0.0,0.35714,7.002,16.97695,0.0,0.0,123.0,33.83115,0.00369,0.39,17.549,-1.0,0.170476,61844.72438869114,42.02493512188947,401.76826008545635,0.04337805913344937,72351.00734337542,0.0828700120998767,0.15134728653848756,0.09911416922677434,0.12888437072651773,81.1262059819229,0.5170235294117647,0.2580183678146808,0.21343251900644433,5.976188080844131,89.14848361216565,0.08363291688995783,0.2517098273431256,2.3551974208552084,0.21055038220257435,82.34877070193419,0.43242564706413406,15.310281635802468
55,255,64.8098,20.1406,36,33.4039,0,122,119,10,134,15,0.97467,59.16271,0.0,0.0,0.17857,7.182,17.18649,0.0,0.0,123.0,33.73198,0.00404,0.38,15.602,-1.0,0.181345,61257.87034339375,41.96633892294802,400.97559574701035,0.04310823944358857,71593.70689809298,0.08233610949295846,0.15044949099385932,0.09902049137426605,0.1280288268762513,81.03586056540844,0.5169850980392157,0.2577837063751888,0.21358228643433017,5.989867169871612,85.93698477551152,0.08290797989090315,0.24950703406571542,2.892552001898162,0.21131072257349087,82.42605772721205,0.4302080210209047,15.458719135802468
56,256,64.5604,20.3327,36,33.6301,0,122,119,10,134,15,0.98234,58.89188,0.0,0.0,0.25,6.998,17.27822,0.0,0.0,123.0,33.50063,0.00409,0.39,16.08,0.12834,0.188157,62656.255458943335,41.91311683183835,400.16132444810853,0.04283926195857168,71797.16620843604,0.0817615920785201,0.14963714498712133,0.09883544970571331,0.1273072785548289,80.82454515110265,0.5133290196078433,0.2581782467481836,0.21392102132439497,6.00601035073002,87.59372745701289,0.0821987596423609,0.2473552076069816,2.65980506924125,0.21148391868986782,82.43387004761925,0.43020802102090316,15.760513117283951
57,257,64.1836,20.5045,35,32.1141,0,122,119,10,134,15,0.98412,58.51725,0.0,0.0,0.25,6.585,17.44465,0.0,0.0,123.0,33.46928,0.0037,0.39,15.702,-1.0,0.186431,61947.46741448591,42.00251845371576,399.33028707487335,0.04258142954916873,72625.61837164649,0.08117940024349578,0.14872513079588062,0.09887291197415338,0.1269236520481795,80.81534248851001,0.5116184313725489,0.2578878300925399,0.2142704237318038,6.036028752463481,85.86674889407726,0.08150891980377992,0.24526365593535843,1.3910998540728705,0.21167873089528877,82.44958318232435,0.43020802102089933,15.778356481481481
58,258,64.0055,20.7579,35,32.1374,0,122,119,10,134,15,0.99154,58.36879,0.0,0.0,0.32143,6.756,17.59473,0.0,0.0,122.0,33.49714,0.00389,0.39,18.86,-1.0,0.187518,61607.93122987396,42.06317666136189,398.51338609099633,0.042332990168156615,72313.51883300868,0.08062605796445936,0.14787350755131823,0.09875779775183052,0.12674782344251773,81.30535632185057,0.51162,0.2573388978845325,0.21457492968968958,6.0970585879290935,86.26056020668561,0.08083713573213606,0.24323090641169876,2.495721277618164,0.2121875487451787,82.47521407955581,0.4302080210209029,16.07494212962963
59,259,63.8457,20.9634,35,33.5982,0,122,119,10,134,14,0.9891,58.20861,0.0,0.0,0.28571,6.713,17.81337,0.0,0.0,123.0,33.50556,0.00407,0.38,18.092,-1.0,0.187481,61250.90105313485,42.04239211847753,397.649532599658,0.04208643382893997,71742.28813060097,0.08012574121345821,0.1477523936596248,0.09868271020714026,0.1256523968984642,81.31707218636993,0.5113731764705882,0.25678873924879286,0.21480665433261403,6.177725111352911,88.39055572112022,0.08018135887858749,0.2412514336703852,2.65343060606412,0.21239802894779636,82.56836319044379,0.4302080210209,16.47950424382716
60,260,63.9119,21.0892,34,32.9256,0,121,118,9,134,14,0.98177,58.24122,0.0,0.0,0.46429,6.632,17.98674,0.0,0.0,121.0,33.45097,0.00368,0.39,19.354,-1.0,0.191982,61653.49560017151,42.15966344762732,396.75297816769887,0.04126762155751708,71444.87033964577,0.07622656038826406,0.14724739079100457,0.09826217820887963,0.12112409943684305,81.60530837031844,0.5091098039215686,0.25411730766665924,0.21713349041955524,6.217908454236641,86.84563091978028,0.07463717225657937,0.23827235220766788,2.9084459765954525,0.21335786999115186,82.58817569404022,0.4302080210208967,16.44825424382716
61,261,64.1121,21.0704,34,36.0511,0,121,119,9,134,14,0.98902,58.35791,0.0,0.0,0.53571,6.533,18.09622,0.0,0.0,117.0,33.33145,0.00389,0.39,19.567,-1.0,0.190885,62780.158506991545,41.988851853358895,395.78219786349547,0.040300053124060875,71549.54261933785,0.07200492785715089,0.1465088238071396,0.09766810340246382,0.11506154873554318,81.30743423768206,0.5058023529411765,0.25111700199749726,0.21975508076042718,6.235428319359825,89.2878211821592,0.06896461133744361,0.23542445251485755,1.5690331867549758,0.2139233491076162,82.57897131351595,0.4279903949776685,16.345871913580247
62,262,63.877,20.9781,33,34.6238,0,122,119,9,134,14,0.98675,58.09415,0.0,0.0,0.5,6.476,18.07917,0.0,0.0,115.0,32.99337,0.00356,0.38,20.121,-1.0,0.197385,63115.600453638865,41.92086151499807,394.76773417159166,0.03943461463192454,71523.27393157482,0.06742690126721979,0.14571226680738547,0.09708409765502203,0.11026683441177391,80.90033036602316,0.4995156862745098,0.2479642651398987,0.22329349643188715,6.2626546527728255,87.84073678120927,0.06252532772898489,0.23261516897787732,1.5232838048516908,0.21461384950945386,82.62485963914371,0.4241493539986078,16.19849537037037
63,263,63.4354,20.7525,32,33.1657,0,122,118,9,134,13,0.97875,57.64508,0.0,0.0,0.25,6.416,18.00114,0.0,0.0,115.0,32.65126,0.00359,0.39,20.767,-1.0,0.2006,63346.726812232155,41.85232901867525,393.72983423656746,0.03870428516481025,71323.49054509315,0.06241686496823713,0.1442942397145593,0.09637553752599494,0.10609989228066655,80.35439095982292,0.49040392156862733,0.2456599447042395,0.2270625254908466,6.293072414700681,86.73231597420816,0.05598056339293161,0.22968087152121677,1.3200188396495713,0.21527238633815363,82.72379695602353,0.42414935399860565,16.11593364197531
64,264,63.4875,21.0165,32,33.3856,0,122,118,9,134,13,0.97517,57.6967,0.0,0.0,0.28571,6.316,17.80804,0.0,0.0,117.0,32.47383,0.00378,0.38,20.753,0.1277,0.230874,62633.36125096279,41.9731381263262,392.7032048432501,0.037305272986701866,71642.5517385875,0.05770222715556723,0.1421925938449312,0.09589305037750233,0.1030364932588658,79.71377179145999,0.4814478039215685,0.2438580643083749,0.2300391689795501,6.359821722082857,88.32999333343656,0.04923947679502986,0.22647288751059352,2.614626034684433,0.2160443852939569,82.82359359823118,0.42193172795538025,16.05960648148148
65,265,63.0593,21.1706,32,32.933,0,122,118,9,134,12,1.01195,57.31414,0.0,0.0,0.35714,6.345,18.0302,0.0,0.0,117.0,32.40197,0.00361,0.38,24.916,-1.0,0.233539,58449.36951868711,41.856046700183256,391.6619093153771,0.035790603046296506,71397.82551787232,0.053884202475669475,0.13998398406666065,0.0955236853012352,0.10089762644026957,78.65631563364002,0.47796633333333327,0.24245294338847176,0.23154044674376406,6.374155982315048,88.00712921909985,0.04351539017682928,0.2225401994725501,1.6196376544334226,0.2166774427993935,82.77629225796042,0.41365543488986195,16.428819444444443
66,266,63.0221,21.2762,32,32.7806,0,122,118,9,134,13,0.99868,57.26506,0.0,0.0,0.17857,6.386,18.16043,0.0,0.0,118.0,32.40238,0.00358,0.39,21.795,-1.0,0.238182,59662.27490504969,41.90452971281829,390.6440351060295,0.03509888291455274,71677.2739173967,0.05106269501858503,0.13950991325461579,0.09448703387896705,0.09766487341867973,77.52725184750511,0.47791960784313725,0.24099629973334463,0.23217609669754183,6.356606759272336,88.1765573868984,0.03978411194905684,0.21814790960249464,1.7042462738316184,0.216956171266548,82.71441431842844,0.41365543488986023,16.672743055555557
67,267,62.5026,21.062,32,34.0214,0,122,118,9,134,13,0.97037,56.8248,0.0,0.0,0.35714,6.169,18.25278,0.0,0.0,117.0,32.26,0.00331,0.39,29.322,-1.0,0.229955,57062.75732413497,41.980774679301696,389.6699249236301,0.03213196094461267,72064.98830202686,0.0490621942456794,0.14020968632240902,0.09330930596803144,0.0947269684551088,77.39989923957697,0.47510901960784324,0.23983238005882043,0.23121921423341082,6.3622877293048425,86.25811236187435,0.03751633352001736,0.2136216035338424,1.479553909317768,0.21726933540164253,82.9384858989173,0.41365543488985224,16.859375
68,268,61.8322,20.5901,32,33.6936,0,122,118,9,134,13,0.97071,56.16648,0.0,0.0,0.25,6.177,18.07099,0.0,0.0,118.0,32.07822,0.00287,0.38,24.261,-1.0,0.225039,55815.84284093264,42.114805433485245,388.7385145276386,0.030424681558706933,73845.8420002541,0.04726666840616367,0.14032220490146577,0.09347091100956932,0.09390483692367224,76.78912763241331,0.46990705882352934,0.2397755551167595,0.23106659417679293,6.379030412177512,86.22145956716753,0.03573171341073981,0.20922128814474428,1.730177317823365,0.21740652677024014,83.12266621285215,0.4098143939107863,17.03317901234568
69,269,60.0381,20.5743,30,35.8415,0,122,118,8,134,12,1.01059,54.52929,0.0,0.0,0.39286,6.521,17.66409,0.0,0.0,119.0,31.85973,0.00238,0.38,20.901,-1.0,0.23398,52338.9862847174,42.312171088324654,387.895925171587,0.02989340463634004,73333.7087452717,0.04640010172741619,0.14043316434508166,0.09315063894146362,0.09341999135884188,75.44304182940982,0.4683839215686275,0.239357420546987,0.2315185296049061,6.376408742012705,86.17340186392755,0.03428304136391282,0.20445854276997744,2.4575536902597954,0.21775697399135202,83.40764071055331,0.3993204748020471,16.93330439814815
70,270,57.7815,20.4858,29,33.256,0,122,118,8,134,12,0.99355,52.48943,0.0,0.0,0.14286,7.213,17.6529,0.0,0.0,120.0,31.5385,0.00209,0.39,19.739,-1.0,0.242052,47773.63917050084,42.500804948218075,387.1655080094216,0.029044509689143634,71512.90100200467,0.04577651480209685,0.13952853091912867,0.0925099700505287,0.09235929788529884,74.49367393019622,0.4647478431372549,0.23714557638915543,0.23195503352470853,6.367006557648895,87.65150319081401,0.033160033238728466,0.20091717201768594,2.5832067913100594,0.2173276937825054,84.10481499052369,0.39710284875880714,17.024353780864196
71,271,55.9873,20.1421,27,34.5597,0,122,118,8,135,12,0.97922,50.8365,0.0,0.0,0.25,7.675,17.57375,0.0,0.0,122.0,31.37759,0.00243,0.39,17.818,-1.0,0.244193,44349.44744404877,42.68357378170814,386.5332798265771,0.028493081407144984,71712.82325922066,0.045424298519993106,0.13812563861275137,0.09286401281691592,0.09239609169678648,74.49426963206898,0.4647862745098039,0.23606930295053974,0.23330407080562748,6.36717323949399,88.07286264408042,0.03236038360478475,0.1982091106517799,1.4881599014864284,0.21806225493896064,84.25790842744844,0.393261807779741,17.17211612654321
72,272,54.0961,20.0796,26,32.8346,0,122,118,8,135,11,0.98322,49.13633,0.0,0.0,0.39286,7.566,17.27622,0.0,0.0,125.0,31.29125,0.00144,0.39,19.38,0.12667,0.240688,40831.44452393883,42.76904278036989,385.9810554399781,0.02826919691526544,70386.4034954027,0.04519329887736209,0.1374854287700847,0.09363041434984691,0.09227247074937683,73.99585109444554,0.46447254901960794,0.23526527648420126,0.23362084616613057,6.35534622728961,87.81877973711273,0.03170396273181025,0.1956580889413968,1.9701301054292453,0.217798733400188,85.14528141195365,0.39326180777973824,17.314091435185187
73,273,50.8941,19.8441,25,31.3026,0,122,118,8,135,11,0.98503,46.33712,0.0,0.0,0.42857,8.074,17.22416,0.0,0.0,125.0,31.11924,0.00086,0.38,18.946,-1.0,0.245749,32460.81555876988,42.856784585081506,385.5071637948595,0.027972054101461117,68574.21024413264,0.0450119395102331,0.13696136248236643,0.0955469911165106,0.09150097939362367,74.14852390897177,0.4605686274509804,0.23337513248362876,0.23369451339926978,6.39432084651843,88.23778609393817,0.03130460732074627,0.19351042393490103,2.0237747740998584,0.21767945334590466,85.68720061332456,0.3849855147142229,17.57079475308642
74,274,50.5787,19.861,25,30.3213,0,122,118,7,135,11,0.98605,46.04452,0.0,0.0,0.28571,7.734,17.0227,0.0,0.0,124.0,31.1035,0.00106,0.38,14.163,-1.0,0.274948,32205.713372213468,42.96434604974441,385.0722911767316,0.027707819977325354,68635.5875036584,0.04448937387538151,0.13535207397522245,0.09721377903774098,0.09015802708554678,74.54947652703638,0.4595113725490196,0.22946341736388032,0.2323532959348435,6.396457071367212,88.97991480266678,0.030929797885816974,0.19182768247234736,1.6906214909625286,0.21705984384830643,85.64375798244767,0.38660892965005117,17.684895833333332
75,275,49.4097,20.0374,25,32.8337,0,121,118,8,135,11,1.01444,45.06309,0.0,0.0,0.17857,7.289,17.03654,0.0,0.0,124.0,31.14361,0.00084,0.39,16.028,-1.0,0.279308,27880.135677704628,42.93098299002941,384.6354325011123,0.027515462762627334,69722.76955617842,0.04386758477692444,0.13363359215096135,0.09933173952463276,0.08976996765387253,75.563492989161,0.4602301960784314,0.22587718791690284,0.2310640845764985,6.3977505219612265,86.97665782081671,0.03054214890233647,0.19071573136685305,2.735017998485955,0.2163606651742629,86.43188366419317,0.38498551471421955,17.86820023148148
76,276,49.2283,20.5102,26,34.2646,0,121,118,8,135,12,0.94877,44.91989,0.0,0.0,0.28571,6.725,17.19396,0.0,0.0,124.0,31.46937,0.00042,0.38,16.477,-1.0,0.290453,28191.959025214306,42.85830424744405,384.1621930499868,0.027312933761468417,71388.28398610245,0.043258503224055854,0.1325444347735195,0.1003935433096386,0.0875240144083278,76.53779004578175,0.46500901960784324,0.22274263470097483,0.23109562427211963,6.4105775556871185,84.22014623471156,0.030231192182202167,0.18464386414102382,2.664888809422969,0.21552098283095125,87.04787214402214,0.38498551471422093,18.309461805555557
77,277,49.2612,20.9191,26,36.1018,0,121,118,8,134,12,0.93771,45.0029,0.0,0.0,0.71429,6.348,17.59762,0.0,0.0,124.0,31.66726,0.00045,0.38,15.373,-1.0,0.299391,29028.562117789996,42.85806406280141,383.6318880640998,0.02711158806132895,72044.28254177442,0.04240414822244403,0.13287071493352043,0.10118847040677806,0.08712260873948635,77.35286390067111,0.4657890196078432,0.2186081419315557,0.2314966722927186,6.457989947561752,87.29182726600484,0.029879463032865622,0.1758931419693033,2.046833781926708,0.21439191551573117,87.16983841882268,0.38882655569328545,18.947434413580247
78,278,50.7075,21.4894,27,33.5855,0,121,118,8,134,12,0.9818,46.31962,0.0,0.0,0.14286,5.98,17.95102,0.0,0.0,124.0,31.85402,0.0003,0.38,13.846,-1.0,0.316684,30086.301274694928,42.769626758716726,383.0692722390167,0.026907438833998237,72819.47321035112,0.041860717991921884,0.1335349867331282,0.102053957167974,0.08683972114620453,78.55505657365167,0.46393960784313737,0.21418943938012905,0.23056900986468737,6.505138663026774,87.61589514326067,0.029595484965623413,0.16749199976410087,2.9071941785068782,0.21429716768956614,87.18343712412096,0.39326180777973646,19.510657793209877
79,279,51.4639,21.8088,28,34.1756,0,121,118,9,134,13,0.98387,47.04198,0.0,0.0,0.42857,5.645,18.44378,0.0,0.0,124.0,32.05069,0.00019,0.38,13.867,-1.0,0.324899,29618.109131686695,42.73116537965374,382.4562040398641,0.02676344911248373,73582.21233588735,0.04122335374873775,0.1346147810752158,0.10233142877287653,0.08720122816043806,79.04816008358381,0.46798549019607844,0.2089076420805373,0.22962717489762696,6.533795910849193,83.98552904543246,0.02918882982740421,0.1575222859944196,2.6631412010499886,0.21368651403947345,87.13521325273675,0.3910441817365198,20.112895447530864
80,280,52.598,21.9219,30,37.7193,0,121,118,9,134,13,0.97281,48.06887,0.0,0.0,0.28571,5.254,18.71912,0.0,0.0,124.0,32.28702,0.00031,0.38,12.636,0.12796,0.316841,32287.428424636993,42.75882127549913,381.81766118208037,0.026649972309494636,75362.67070131813,0.04061093177376978,0.1365859213109988,0.10249413290332521,0.08836247043046594,79.5705062233306,0.4725235294117647,0.2021540095539211,0.22886244135569517,6.557424673706702,87.55970107727373,0.028855556473907074,0.1484924981091655,3.629764950140689,0.21275370369838462,86.94002674541316,0.393261807779743,20.505738811728396
81,281,54.3493,22.2074,31,35.8769,0,121,118,9,134,13,0.98255,49.62533,0.0,0.0,0.14286,4.951,18.81462,0.0,0.0,125.0,32.4133,0.00022,0.38,10.557,-1.0,0.320529,35624.48544073593,42.74783344033324,381.16216163177586,0.02650345385027929,75058.58453701851,0.040008786958155955,0.13553042412573796,0.10243390430009976,0.09050667564634227,79.86159823831895,0.4735705882352941,0.1970013069332946,0.2284328450121343,6.587380463596344,87.6265346802209,0.028578420186560687,0.14001510423364485,3.3848530203972236,0.21190057523401284,86.72302309783576,0.3948852227155755,20.515528549382715
82,282,54.3845,22.1072,31,36.068,0,120,118,9,134,13,0.97873,49.70991,0.0,0.0,0.42857,4.809,19.05817,0.0,0.0,125.0,32.46167,0.00017,0.38,10.793,-1.0,0.313431,35597.129486492086,42.79138786410108,380.4870785895819,0.02632759595268774,75413.50575344687,0.03931665196533461,0.13387666423464722,0.10244927922857297,0.09213016823279961,80.1359719434774,0.47295537254901954,0.19320345985657947,0.2272794174521111,6.626666165977327,88.45614343303535,0.028348024898180304,0.1295984337586887,2.8930912743970016,0.210688290358255,86.89779040656772,0.39932047480203875,20.557195216049383
83,283,53.6946,21.8049,32,37.2832,0,120,118,9,134,13,0.98022,49.17729,0.0,0.0,0.78571,4.71,18.9735,0.0,0.0,125.0,32.59176,0.00017,0.38,11.786,-1.0,0.329128,33764.87618154413,42.60225536205151,379.79315666141594,0.026250910350070364,76707.17587251322,0.03875146901001871,0.13378404619766415,0.10255388455157169,0.0947597759684506,79.80719780938148,0.4765203921568627,0.1905063876387434,0.22600209665447965,6.623385219873092,87.13201649009237,0.02814898524418282,0.11546679967997055,2.883306361122292,0.20919442139131467,86.75400618502108,0.39932047480203914,20.49464699074074
84,284,53.2566,21.548,32,36.2409,0,120,119,9,134,13,0.98199,48.85064,0.0,0.0,0.71429,4.673,18.71156,0.0,0.0,125.0,32.67058,0.00018,0.39,12.668,-1.0,0.350303,32021.395145881124,42.44922402464314,379.08353166701403,0.026194698224786664,75931.98167924512,0.03817724075994242,0.13152034351728514,0.10236104010297876,0.09639469177507302,79.49985146888278,0.4773839215686273,0.18670904164936525,0.22506201278559748,6.577922500988617,86.90138655321115,0.027767295613517096,0.10387897318967587,2.7493809531471056,0.207923397318375,86.91143897363995,0.3993204748020383,20.342351466049383
85,285,52.6519,21.7025,33,37.1695,0,120,119,9,134,13,1.00266,48.36303,0.0,0.0,0.96429,4.763,18.48647,0.0,0.0,125.0,32.76546,0.00014,0.39,11.543,-1.0,0.368671,29881.472205351398,42.38103777096595,378.35480377461255,0.026099222881712354,75625.55827057928,0.03760700721895996,0.13117747239517624,0.10221848672392414,0.1003403089632212,79.11901183875871,0.4802611764705883,0.18374749572693244,0.22461117252256663,6.510367691173812,85.17792268197317,0.027516036611290595,0.09767506559538051,2.7374105690029884,0.20731455948695057,86.8346055477552,0.40537914182432977,20.326244212962962
86,286,52.4775,21.9437,33,39.7266,0,120,119,9,134,13,0.97241,48.21345,0.0,0.0,0.28571,4.952,18.61948,0.0,0.0,124.0,32.9213,0.0002,0.39,9.873,-1.0,0.342869,30417.211423511002,42.291185920621146,377.62699006421633,0.026085724564924816,75769.3980374188,0.037052262191766584,0.13156016423891184,0.10211716012134987,0.10400889058896211,78.18933507649679,0.48518470588235296,0.18340577765901064,0.22390623774604831,6.470181435924808,85.28642317206754,0.02780022682952924,0.09537178373912546,3.1906162383447447,0.20664870375390176,86.80564999881972,0.3993204748020416,20.41531635802469
87,287,52.0293,22.2415,33,37.8852,0,120,119,9,134,13,0.98042,47.83918,0.0,0.0,0.5,5.087,18.83098,0.0,0.0,124.0,33.1414,0.00016,0.39,10.943,-1.0,0.35513,30047.359093064835,42.36188686041184,376.8995684292779,0.02608047577321997,75654.31592790909,0.036616001900403955,0.1320903849633787,0.10188624356747662,0.10725353804768675,78.53033223400345,0.48962588235294113,0.18177243116823763,0.22310890141689474,6.489675256468044,88.59782165563902,0.02759330280139326,0.09300747733805487,3.132369820766721,0.20590807510599435,87.20818405136009,0.4031615157810955,20.336130401234566
88,288,50.4691,22.3531,32,37.59,0,120,119,9,134,13,0.9781,46.47167,0.0,0.0,1.46429,5.289,19.08327,0.0,0.0,123.0,33.27889,0.00024,0.39,11.497,0.12719,0.358223,27310.52656581213,42.43676776650511,376.1836370162536,0.026069913430004275,75249.47097157822,0.03611110401195854,0.13370765026442416,0.10171502954801456,0.10916363034798894,78.26356820638816,0.49199176470588235,0.18078077210283797,0.22349954522141133,6.538784517343339,85.00302870797036,0.027541836391390993,0.08996163099704016,2.935392603519788,0.20474531830522577,87.57347928475745,0.40316151578110065,20.181809413580247
89,289,49.1969,22.23,31,39.1673,0,120,119,9,134,13,0.97926,45.3608,0.0,0.0,1.03571,5.624,19.17998,0.0,0.0,121.0,33.3479,0.00033,0.4,10.916,-1.0,0.357302,24643.032236039882,42.46339491855951,375.4555372488208,0.026100141280428573,74245.81566820588,0.0356314412801032,0.135554577418611,0.10132843042597382,0.11030539744478132,78.07912976755125,0.49269137254901957,0.17964132396644503,0.22255310115094348,6.564810586766647,88.53167629085135,0.027363151174250228,0.08696070609009139,3.606065032356914,0.2039502809623627,87.94346407118755,0.40316151578110143,20.129292052469136
90,290,49.6417,22.0572,32,39.9913,0,120,119,9,134,12,1.00735,45.69919,0.0,0.0,0.75,5.674,19.07625,0.0,0.0,120.0,33.40559,0.0003,0.39,7.294,-1.0,0.345793,25396.74797266748,42.49373089825666,374.71853856935235,0.026111377332139446,75329.6621649325,0.03536544214924146,0.13746096641730002,0.10158535212015044,0.11072674401741658,77.64779558300218,0.49490078431372553,0.17953685051045912,0.22180245846891147,6.571912243989224,87.53316970955322,0.027483040243055378,0.08428673102659597,3.569846722743392,0.2036228946605682,87.79456430553005,0.40316151578109877,20.12403549382716
