,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,cubrow.0.6,cubcol.0,noise,blockiness,cubcol.0.3,contrast,tone,temporal,cubcol.0.6,cubcol.0.5,cubcol.1.0,staticness,uhdhdsim,color_fulness,fft,saturation,cubrow.0.3,cubrow.0.5,cubrow.0,blur,cubrow.1.0
45,145,48.3161,1.69076,22,2.63837,0,115,133,6,125,5,0.98312,43.44451,0.0,0.0,3.21429,4.904,1.34326,0.0,0.0,127.0,55.01296,0.00025,0.0,0.94,-1.0,9.630444,0.5927372685185185,0.1262530026138855,0.0057663321227184525,0.19360157037872305,2.2246758293176456,0.01525798528175996,90.8245813240844,0.7686274509803922,1.6397412253182604,0.1552680890378303,0.14672849578857994,0.005755045646772335,608.4225861568322,92.71228235318407,162.11227786189679,65865.38659446305,33.96041644061053,0.21722162929646113,0.2565807384123708,0.10249095714163076,21984.229578830804,0.12419120270961856
46,146,48.3376,1.66541,22,2.70106,0,115,133,6,125,5,0.98723,43.45923,0.0,0.0,3.0,4.873,1.38252,0.0,0.0,127.0,55.01808,0.00016,0.0,0.994,-1.0,9.575372,0.6104359567901234,0.12636621691129066,0.005761171709510663,0.1936015703787228,2.369023656848118,0.01528480916687759,89.75113324037576,0.7691929411764706,1.641451572595091,0.1552945922140743,0.14651309793648903,0.0057830225203060045,608.4164469082447,92.72858682245229,161.9397876572519,65967.864826548,33.87948288152247,0.21720009897092923,0.2566137147770452,0.10246950974000991,22069.577632715813,0.124230217970121
47,147,48.3807,1.66724,22,2.69393,0,115,133,6,125,5,0.98457,43.49573,0.0,0.0,3.0,4.895,1.36167,0.0,0.0,127.0,55.04108,0.00019,0.0,0.965,-1.0,9.60023,0.5762442129629629,0.12648095316545713,0.005748669858671558,0.19138394433549497,2.2312763324323863,0.015291739580199273,87.91668532474236,0.7686274509803922,1.6427958766021633,0.15521198824733157,0.14627318214400567,0.005775910227253534,608.4271252631868,92.6915007299798,162.09254472141848,65959.7864330979,33.94808112250434,0.2172058164941621,0.25663400278674814,0.10248611846052963,22109.662729837277,0.12440376312979551
48,148,48.324,1.68382,22,2.81966,0,115,133,6,125,5,0.99059,43.44819,0.0,0.0,3.07143,4.887,1.35945,0.0,0.0,127.0,55.03256,0.00022,0.0,0.976,0.51325,9.637648,0.5701678240740741,0.12656518253051333,0.005751174109323836,0.19360157037872058,2.276742152885337,0.015301312635174601,91.42585970689778,0.7686274509803922,1.63398842643586,0.15521586762512724,0.14599425406622177,0.00579313447217266,608.4173514124892,92.68710171169987,162.20003766840478,65963.79723006862,33.96425977165317,0.21721303986297585,0.25667407483539945,0.10246640564834524,22048.079565899825,0.12444584778221472
49,149,48.3416,1.63692,22,2.66051,0,115,133,6,125,5,0.98205,43.46388,0.0,0.0,2.82143,4.873,1.37647,0.0,0.0,127.0,54.99601,0.00025,0.0,0.981,-1.0,9.5095,0.5665027006172839,0.12665405258853765,0.005738413853274477,0.19360157037872158,2.196901029091856,0.01530521409347547,91.48940321570073,0.7686274509803922,1.6485881968203804,0.15519506701461758,0.14577281554303204,0.005797820267524692,608.4299135936153,92.65192347479885,162.35245527927987,65989.9871274318,33.928685317804785,0.21725270297153712,0.25672205947460774,0.10248722945152645,22064.091032978744,0.12457640446707123
50,150,48.3357,1.72124,22,2.57018,0,115,133,6,125,5,0.98161,43.46152,0.0,0.0,2.89286,4.857,1.33071,0.0,0.0,127.0,54.99158,0.00025,0.0,0.976,-1.0,9.590889,0.5903260030864198,0.1266919604415324,0.005760979703870708,0.19360157037872108,2.3800913031161763,0.0153185986215586,91.71332275115037,0.7680917647058825,1.6666099527387628,0.1551686790389596,0.1453867040788632,0.005790432443513204,608.4225409351494,92.61151698829244,162.1538815228147,65954.71137817032,33.821463125723376,0.2172891971555874,0.2567395556659742,0.10247263077178333,22011.204211342614,0.12464615415525984
51,151,48.3086,1.74544,22,2.63404,0,115,133,6,125,5,0.97976,43.44703,0.0,0.0,3.14286,4.873,1.40731,0.0,0.0,127.0,55.00662,0.00028,0.0,1.08,-1.0,9.611688,0.6197434413580247,0.12672642213397567,0.005769881994184376,0.191383944335495,2.317714981115217,0.01533146127162279,91.46994295867111,0.7680619607843138,1.6778366052355376,0.1551990079140979,0.1448772932657351,0.005784840696393138,608.4274866006665,92.64576598448157,162.09306879166746,65808.75536244892,33.97257317437066,0.21730782720314784,0.25673641955221566,0.10247504104927536,21916.897835562166,0.12469524673014147
52,152,48.3525,1.93866,22,2.73589,0,115,133,6,125,5,0.98551,43.47534,0.0,0.0,3.10714,4.904,1.42862,0.0,0.0,127.0,55.01876,0.00026,0.0,0.965,-1.0,9.649679,0.6555748456790124,0.12677881796641519,0.00576637041050984,0.19360157037871817,2.176219275751857,0.015355174147334956,91.17329877230466,0.7680619607843138,1.6775003315639372,0.15521539231823142,0.14433545077753124,0.00577949034237836,608.4078938103263,92.60563367524433,161.823547913695,65874.85323060467,33.92735309365355,0.21734011974730086,0.25675546808702554,0.10248758310554215,22024.452030787033,0.12472906223014864
53,153,48.3524,1.8628,22,2.90188,0,115,133,6,125,5,0.98288,43.4697,0.0,0.0,3.03571,4.908,1.60656,0.0,0.0,127.0,55.03241,0.00029,0.0,1.032,-1.0,9.574051,0.7281057098765432,0.1267696398694739,0.005776010440093842,0.19360157037872314,2.3376973636738163,0.015349010075680595,91.07239640242717,0.767526274509804,1.7162738898016292,0.15518446319057427,0.1438345390838973,0.005781480878038827,608.4083865078806,92.65845302272055,162.03619363360366,65904.51314276866,33.922088246286656,0.21737127402145529,0.2567689188203255,0.10247755823620312,22016.94226450978,0.12456383584233079
54,154,48.394,1.75218,22,2.93725,0,115,133,6,125,5,0.98749,43.507,0.0,0.0,2.96429,4.886,1.53454,0.0,0.0,127.0,55.04711,0.00025,0.0,1.001,-1.0,9.587422,0.7862654320987654,0.12669317034559516,0.005781412553930525,0.19360157037872194,2.2314332224897973,0.01536612362320529,88.76775159832673,0.7674439215686276,1.6988552090592466,0.1551755494875483,0.1434086511367098,0.005763960603817574,608.387309638452,92.580305758376,162.05959666147794,66051.94010119575,33.86923481505594,0.2173740587757399,0.25680628794736166,0.1024755854645097,22130.031208273256,0.12451165724177671
55,155,48.3933,1.78382,22,2.79333,0,115,133,6,125,5,0.98941,43.50151,0.0,0.0,3.25,4.947,1.43855,0.0,0.0,127.0,55.06954,0.00019,0.0,1.007,-1.0,9.614898,0.8880690586419753,0.12666576571770624,0.005781298597416693,0.1913839443354954,2.2735522875511043,0.015352692629837511,90.24944253557487,0.767526274509804,1.6950197774772702,0.15523066234382776,0.14309733330417485,0.0057576552481970415,608.3830297065241,92.60267731421386,161.87994089806392,65960.22031055979,33.94098823453173,0.21742668238809096,0.2568543066851074,0.10247478309612013,22116.106083083163,0.1243486476852684
56,156,48.335,1.81983,22,2.68355,0,115,133,6,125,5,0.98627,43.4505,0.0,0.0,3.14286,4.864,1.46235,0.0,0.0,127.0,55.05203,0.00024,0.0,1.01,0.5207,9.671028,0.9377411265432098,0.1265984057660982,0.005806489335575611,0.19138394433549996,2.2719605925692052,0.015376214147146463,88.96046030445956,0.7669529411764706,1.7373166185015934,0.15529178670094562,0.14312153250631016,0.0057507181892571735,608.3595803502093,92.63715762166595,162.00979722703335,65958.7521727408,33.78628219792873,0.21749337059608895,0.2568647520209827,0.10245137186712155,22050.357113937407,0.12424995794164675
57,157,48.3922,1.88472,22,2.68056,0,115,133,6,125,5,0.98659,43.50132,0.0,0.0,3.0,4.887,1.49707,0.0,0.0,127.0,55.07297,0.00022,0.0,0.939,-1.0,9.631793,0.9788773148148148,0.12657562484698814,0.0057899952199242715,0.1913839443354928,2.3301338648309278,0.015369378481351902,88.96389568212963,0.7670054901960786,1.7366582008365727,0.15534599846783695,0.14334554025505572,0.005748142846713507,608.3526422222084,92.64783782563367,161.91500678373723,65948.41123911696,33.85048684956115,0.2175269882148639,0.2568414429739155,0.10245333296287493,22049.470236315923,0.12426492259768375
58,158,48.3833,1.91681,22,2.90847,0,115,133,6,125,5,0.97939,43.49813,0.0,0.0,3.53571,4.861,1.55452,0.0,0.0,127.0,55.04844,0.00024,0.0,0.975,-1.0,9.611086,1.0022183641975309,0.12650614687556494,0.0057881032894688085,0.19360157037871617,2.4801494457853996,0.015382610223918564,89.45071429563325,0.767518431372549,1.7599047305163502,0.15534977743355685,0.14364343333403043,0.005752465781224814,608.317326960794,92.60778326799978,162.18973524204304,65986.6335399147,33.79059911657263,0.2175938101747713,0.25685216130201094,0.10242659531395323,22062.457659760283,0.12422367430044128
59,159,48.4183,1.81509,22,3.07623,0,115,133,6,125,5,0.98541,43.52568,0.0,0.0,2.96429,4.872,1.58222,0.0,0.0,127.0,55.07011,0.00029,0.0,0.952,-1.0,9.634838,1.060619212962963,0.12644039692336922,0.005805956862314101,0.19360157037872203,2.1647765252408875,0.015360447016894357,89.98969539263254,0.767518431372549,1.802131859048366,0.1553146150237556,0.14389173018988982,0.00573567846905197,608.2995832900766,92.61133786550742,161.87478075343117,66007.70207715924,33.824094607506275,0.21764097462642099,0.25684545986466545,0.10243906030180161,22118.112969768757,0.12409341640314467
60,160,48.3925,1.95394,22,2.97873,0,115,133,6,125,5,0.98353,43.51172,0.0,0.0,3.14286,4.89,1.49334,0.0,0.0,127.0,55.03704,0.0002,0.0,0.97,-1.0,9.581383,1.1438560956790123,0.12623643092954517,0.00578192994638374,0.19360157037872208,2.2058683275771167,0.015352896391757544,88.07914910386087,0.7669529411764706,1.7768189055434738,0.15531848959864658,0.14407144979891134,0.005761879602805931,608.2699945232034,92.58823152267915,161.87161434896638,66041.89940500224,33.86843438796055,0.2177324167038957,0.25690984853945353,0.10238577317464674,22092.595685204255,0.124167835080004
61,161,48.4087,2.1443,22,2.9781,0,115,133,6,125,5,0.98726,43.52649,0.0,0.0,3.03571,4.868,1.61722,0.0,0.0,127.0,55.05755,0.00024,0.0,0.989,-1.0,9.629319,1.224537037037037,0.12598272909439415,0.005774604309645791,0.1936015703787184,2.165016084649405,0.015352651717552354,88.0064542482606,0.7669450980392156,1.8346717109008455,0.15535198830214111,0.14398401028593671,0.0057474596495177615,608.2551199045229,92.62908889115937,161.91397848410327,65986.51934572893,33.85898580668885,0.21779832725783144,0.25697480419822266,0.1023821272456106,22138.91840111733,0.12446225924386854
62,162,48.3739,2.08463,22,3.24169,0,115,133,6,125,5,0.98834,43.49895,0.0,0.0,3.25,4.885,1.78658,0.0,0.0,127.0,55.03164,0.00029,0.0,0.985,-1.0,9.668004,1.2906539351851851,0.12570357379449262,0.005775283756218274,0.1936015703787204,2.2377083620185014,0.015346639082562702,88.13406558922522,0.7669529411764706,1.9043487111429165,0.15537768171604333,0.1436280389253309,0.005749501169439522,608.2375740517178,92.65123400595229,161.83655429761865,66011.71453423057,33.83934416594329,0.21791717160672516,0.25697068588697897,0.10238600138482866,22069.81566061951,0.12467663503851527
63,163,48.4246,1.9933,22,3.15392,0,115,133,6,125,5,0.99168,43.54429,0.0,0.0,2.92857,4.894,1.73367,0.0,0.0,127.0,55.05645,0.00024,0.0,0.971,-1.0,9.654245,1.3706597222222223,0.12537896558009964,0.0057708730602732735,0.19360157037872197,2.320145214459395,0.015327676412641194,88.74399066293624,0.7666780392156863,1.9055137973234735,0.15538989507460502,0.14295477018276478,0.005743853817269931,608.2308248362565,92.6292022059752,161.8558097776925,65986.55321410878,33.81177850417149,0.21794415252905214,0.2569383880208435,0.10236579483544687,22135.14899871186,0.12489200488760788
64,164,48.3742,1.91976,22,3.04336,0,115,133,6,125,5,0.99516,43.51486,0.0,0.0,3.21429,4.924,1.6507,0.0,0.0,127.0,55.03053,0.00026,0.0,1.008,0.51775,9.642135,1.4324845679012346,0.1251550965888144,0.005753481944388577,0.1936015703787226,2.310367797912237,0.015328349052241279,88.42696355807416,0.7669529411764706,1.8610534125937248,0.15546610889019,0.1422038705516456,0.005767095975284402,608.2171128564552,92.61387711402836,162.21203960896221,65943.84117136724,33.819442560643324,0.2179369347340109,0.25693758232222,0.10231156014361643,22026.103828891777,0.12497191050967135
65,165,48.4805,2.03965,23,2.99959,0,115,133,6,125,5,0.99469,43.59624,0.0,0.0,3.17857,4.9,1.58624,0.0,0.0,127.0,55.05365,0.00023,0.0,0.983,-1.0,9.669596,1.5014949845679013,0.12496659838305935,0.005754133204313211,0.19360157037872128,2.25012920384855,0.015318263446683883,87.96834431282191,0.7663796078431373,1.845149256302855,0.15553772899573168,0.14143465417959125,0.005774960019717242,608.2144711937192,92.5846151427603,161.90342718468733,66032.99144805093,33.813158011730806,0.21787194404952734,0.2569281988230958,0.10227785640938042,22198.615376903446,0.12511470055227528
66,166,48.4225,2.04355,22,3.09624,0,115,133,6,125,5,0.99582,43.56192,0.0,0.0,3.10714,4.895,1.69068,0.0,0.0,127.0,55.02609,0.00025,0.0,0.985,-1.0,9.577171,1.5379050925925926,0.12474726088957179,0.005743319997976019,0.19360157037872258,2.2117732105243597,0.015351955279003753,88.34923941643305,0.7664321568627451,1.8794890107726692,0.15545461026887153,0.14065450670062796,0.0057651567923022165,608.1995847958381,92.61965112589567,162.11579003932164,65942.75611329147,33.75350744930314,0.21779187300998923,0.25699215339214954,0.10228836073033673,22029.718690368296,0.1251359368369418
67,167,48.4321,2.23738,23,3.02002,0,115,133,6,125,5,0.99716,43.57167,0.0,0.0,2.53571,4.899,1.69238,0.0,0.0,127.0,55.05117,0.00019,0.0,0.977,-1.0,9.574628,1.5573881172839505,0.12461723412681147,0.005737645888814585,0.1936015703787233,2.133792080626785,0.015362897365159119,88.13249821115338,0.7663796078431373,1.877430052521013,0.15544901761279764,0.14001248023713547,0.005762325817701871,608.2112820391311,92.57849916205288,161.92575266800375,66033.03543867776,33.778234222788875,0.2177745606545977,0.25704542978061024,0.102286225513538,22064.41434728157,0.12524853811736023
68,168,48.4031,2.45433,22,3.14779,0,115,133,6,125,5,0.99507,43.54142,0.0,0.0,3.03571,4.889,1.86738,0.0,0.0,127.0,55.03591,0.00022,0.0,1.038,-1.0,9.599819,1.5963541666666667,0.12447376615968248,0.005726774182585232,0.1936015703787222,2.319257061928326,0.015376775591178931,89.54396051829352,0.7669529411764706,1.9107259146959135,0.15542683890558742,0.1390775063791965,0.005779646428950254,608.2033783227769,92.59685437378606,162.0500943365347,66015.9756524097,33.78774270893615,0.21782943020906742,0.2570840770218253,0.10230039954489917,22016.17782695663,0.12546212119908917
69,169,48.4123,2.62025,22,3.39755,0,115,133,6,125,5,0.99298,43.54181,0.0,0.0,3.0,4.906,2.05715,0.0,0.0,127.0,55.04194,0.00022,0.0,1.005,-1.0,9.606427,1.650462962962963,0.12437058660093424,0.005720380625509832,0.19138394433549366,2.460639654452751,0.015393630420165822,89.13696073829374,0.7663796078431373,1.9672652233107097,0.155348386080774,0.1381855505079819,0.0058012647775340055,608.2152204090693,92.55716494558857,161.99579949354626,65894.43187777346,33.779278602129146,0.21783527870738684,0.2571332428274311,0.10230795291503145,21994.31264456727,0.12557782923522598
70,170,48.3368,2.97813,22,3.43804,0,115,133,6,125,5,0.99098,43.47161,0.0,0.0,3.03571,4.893,2.20057,0.0,0.0,127.0,55.00327,0.00019,0.0,0.973,-1.0,9.641553,1.6959876543209877,0.12434071501021904,0.005706781652057822,0.19360157037872025,2.3794806310785384,0.01541156318299899,88.20105829256664,0.7658517647058823,1.9961508098226335,0.15526165413292403,0.13753003208160483,0.0057865601574373544,608.218512527076,92.62657869871192,162.25975003515757,65881.08976867452,33.736739547164355,0.21783608782952196,0.2571574177053207,0.10227745764766381,21899.82132623022,0.12535218412555332
71,171,48.3041,3.44304,22,3.79148,0,115,133,6,125,5,0.99467,43.43659,0.0,0.0,2.64286,4.917,2.51514,0.0,0.0,127.0,55.02681,0.00016,0.0,1.036,-1.0,9.495419,1.7889178240740742,0.12440414244736052,0.005728646601628976,0.1936015703787164,2.3080404849522784,0.015438644238246545,89.50328644650368,0.7658517647058823,2.0582599983187286,0.15531347354620673,0.1369480259805655,0.005801144925317575,608.2310907171388,92.6087409680782,161.91240643805597,65855.41005823965,33.85085588620033,0.2177588623746464,0.25723618170669615,0.10231394982190778,21809.222524648256,0.12513423386450598
72,172,48.2109,3.7865,22,3.94668,0,115,133,6,125,5,0.98649,43.35398,0.0,0.0,3.28571,4.924,2.92254,0.0,0.0,127.0,55.00086,0.00015,0.0,1.073,0.51003,9.632355,1.841386959876543,0.12448468315326051,0.005715898307357364,0.19360157037872136,2.334696421128749,0.015494654226808433,88.47954624193532,0.7663796078431373,2.1304591656330896,0.15531478938800222,0.13641187135420624,0.005775459643394972,608.2393949406345,92.68057954593829,162.07407280925688,65783.6912879203,33.7884632628641,0.2178482946587058,0.2573133105461055,0.10226429239889381,21665.993440500682,0.12493018627817139
73,173,48.2568,4.04316,22,4.07029,0,115,133,6,125,5,0.98484,43.37547,0.0,0.0,3.25,4.946,3.21943,0.0,0.0,127.0,55.06196,0.00022,0.0,0.991,-1.0,9.596165,1.939429012345679,0.12453223949259078,0.005706426768179974,0.1913839443354929,2.049222385072329,0.015502944406393215,86.93983848862362,0.7677564705882354,2.184901160527798,0.15532708199007228,0.13606633271375496,0.005776501417130629,608.2613467011455,92.69264948608209,161.7548564119318,65777.03551748946,33.81924909426842,0.21790193730271923,0.25735940362037163,0.10230052493673367,21713.051295536054,0.12455402200217044
74,174,48.1653,3.97916,22,4.27653,0,115,132,6,125,5,0.99377,43.29906,0.0,0.0,3.17857,4.907,3.44221,0.0,0.0,128.0,54.99852,0.00023,0.0,1.015,-1.0,9.781489,2.109230324074074,0.12464944286152656,0.005703016582797605,0.1913839443354929,1.9872306825895136,0.0154802370742406,87.18895819245078,0.7669231372549019,2.242342615456566,0.15532280546045413,0.13600314068583044,0.005771600992672048,608.2735423330405,92.7512618862231,161.99382512460645,65592.15216503611,33.69746342411747,0.217959223424423,0.25736873596473125,0.10226566968536945,21513.1432417693,0.12425716026952302
75,175,48.2132,3.8125,22,4.07579,0,115,133,6,125,5,0.98437,43.35053,0.0,0.0,3.17857,4.924,3.38813,0.0,0.0,128.0,55.00305,0.00022,0.0,1.019,-1.0,9.461405,2.302903163580247,0.12466979807799322,0.00572113948564157,0.19360157037872217,2.025621797996429,0.015462289344354976,89.02774704816532,0.7672524705882352,2.1714645950727176,0.1552487434260242,0.13582312042681,0.005777347833677753,608.2915676827419,92.6916806637926,162.05384587888537,65712.66862792024,33.68714735243056,0.2179396795963108,0.2573995815343612,0.10227852860899737,21638.42152505121,0.12395171498247134
76,176,48.2208,3.64978,22,4.00057,0,115,133,6,125,5,0.98414,43.36091,0.0,0.0,2.82143,4.932,3.24534,0.0,0.0,128.0,54.96006,0.00022,0.0,0.966,-1.0,9.601445,2.501880787037037,0.12474295807886483,0.005694185507953335,0.19360157037872017,2.379432032361399,0.015465155485854622,88.18278631948974,0.7675027450980392,2.0826075124530607,0.15519718990341158,0.13557313886938394,0.00576884482274561,608.3019829256893,92.70126368960092,161.6951075125462,65580.79610119104,33.75703769259983,0.2178642410995847,0.2574244626050746,0.10230111200811788,21544.654795404113,0.12363339012378473
77,177,48.1857,3.5413,22,3.94526,0,115,133,6,125,5,0.98224,43.34965,0.0,0.0,2.5,4.917,3.10218,0.0,0.0,128.0,54.9531,0.00019,0.0,0.942,-1.0,9.615101,2.6793981481481484,0.12464591780670678,0.005700479761171997,0.19138394433549724,2.389406654057408,0.015462274770317827,89.65363616490113,0.7672278431372549,2.018885086066253,0.15514598083008044,0.1352190371957789,0.00576201519424149,608.3187896863762,92.71894768648025,161.62284421672854,65621.8702262643,33.79737891679929,0.21784773020313827,0.2574069912096507,0.1022846987426087,21530.455134809323,0.12312884191893217
78,178,48.1819,3.42244,22,3.67484,0,115,133,6,125,5,0.9847,43.34758,0.0,0.0,2.71429,4.894,3.01144,0.0,0.0,128.0,54.8944,0.00018,0.0,1.0,-1.0,9.612955,2.846016589506173,0.12461903825074346,0.0056801247063406266,0.19360157037872258,2.1130873159951538,0.015448642915563032,89.11528291809672,0.7674290196078432,1.9806920291534098,0.1551645045326169,0.13482590426334978,0.005766477629133912,608.3242054971315,92.69386219750723,161.7454206023236,65785.1105273168,33.81979690363377,0.21790578881564618,0.25744453093900826,0.1023024098060051,21566.859810952952,0.12261208886974007
79,179,48.1675,3.22355,22,3.71324,0,115,133,6,125,5,0.98694,43.33677,0.0,0.0,2.85714,4.896,2.90354,0.0,0.0,128.0,54.89169,0.00022,0.0,0.946,-1.0,9.516055,3.030430169753086,0.12448840696570157,0.005693109091527677,0.1936015703787226,2.2171578296663923,0.015429180967610787,89.74743170134283,0.7669529411764706,1.9596714875838173,0.15523439209315296,0.13453068565869156,0.0057490029253017974,608.3391213375323,92.65963572248863,161.92073282262123,65701.78335522662,33.753199447820215,0.21794145194793632,0.25739508093739477,0.10234530589021684,21517.96516201323,0.12200218611739518
80,180,48.1376,2.80597,22,3.53164,0,115,133,6,125,5,0.99591,43.30613,0.0,0.0,2.60714,4.908,2.73077,0.0,0.0,128.0,54.81748,0.00022,0.0,1.073,0.51852,9.541014,3.1646894290123457,0.12447400147231272,0.005716738202068721,0.1936015703787227,2.0961139477327704,0.015443439504013962,89.54664034459343,0.7653764705882353,1.960506124879313,0.15523832611034236,0.13412005304384678,0.0057681939968052785,608.3444924855029,92.64897178858544,162.19184001159118,65751.19782859446,33.758665673526714,0.21791161790268804,0.257346815320945,0.10232088330039982,21562.74370361775,0.12139733583058185
81,181,48.2098,2.46357,22,3.36419,0,115,133,6,125,5,0.98836,43.36775,0.0,0.0,2.46429,4.886,2.3631,0.0,0.0,127.0,54.84607,0.00024,0.0,0.964,-1.0,9.457,3.274836033950617,0.12441279893053656,0.005746184267561646,0.19360157037872358,1.9668930544106467,0.01542751032688892,87.38903848344928,0.7653239215686275,1.8931180103689065,0.15531218593763108,0.13398114845236087,0.005760559160080983,608.3609313396587,92.63484028056219,161.72616678049482,65828.57444314088,33.896285445601855,0.2178936244780765,0.25734205185765385,0.10232028923134374,21679.06809798376,0.12079857138591013
82,182,48.1961,2.07117,22,3.27437,0,115,133,6,125,5,0.98792,43.35291,0.0,0.0,2.96429,4.896,2.06594,0.0,0.0,127.0,54.7929,0.00022,0.0,1.077,-1.0,9.668517,3.310185185185185,0.12431045476639288,0.0057212030989664845,0.19360157037872186,1.8699353450590346,0.01544371763336961,89.97461387285021,0.7652792156862745,1.8857263915848856,0.1552612727916442,0.13386677234236288,0.005779858963332957,608.3642858277335,92.6213679343138,162.0640912861123,65897.8693703997,33.77016571421682,0.21788060552826044,0.2573509365662517,0.10235981014069996,21712.777600307683,0.12042847539156644
83,183,48.2763,1.90175,22,3.12266,0,115,133,6,125,5,0.98387,43.43328,0.0,0.0,2.82143,4.889,1.71941,0.0,0.0,127.0,54.81777,0.00022,0.0,0.938,-1.0,9.595368,3.2918113425925926,0.12421496478471938,0.005755463273152558,0.19360157037872316,2.0839365757594486,0.015388629028253354,89.71447352857851,0.7652713725490197,1.8431242835157906,0.1552189726776548,0.1338896146804166,0.005768705904145936,608.3777166845389,92.62264818101795,161.76124175426335,65944.12685355947,33.84019715108989,0.2178319510885547,0.2573493945421678,0.10236720258160395,21850.16506558521,0.12014590853840448
84,184,48.2163,1.90574,22,3.00714,0,115,133,6,125,5,0.98351,43.3886,0.0,0.0,2.96429,4.89,1.56745,0.0,0.0,127.0,54.79044,0.00021,0.0,0.918,-1.0,9.608141,3.228684413580247,0.12413246053460687,0.0057371415410566295,0.19360157037872291,2.360298098523684,0.015364749803168576,90.29438581491861,0.7652713725490197,1.8082563045407922,0.15517007495354707,0.13400654591607467,0.005782495332875925,608.3831608192645,92.66876142935422,161.8457909605853,65940.14999215516,33.81503352412471,0.21776802829225017,0.2573911015297027,0.10236782853788379,21760.24899305532,0.12005364529939393
85,185,48.2481,1.93041,22,2.89153,0,115,133,6,125,5,0.98452,43.42212,0.0,0.0,2.46429,4.876,1.57558,0.0,0.0,127.0,54.81384,0.00025,0.0,0.945,-1.0,9.609396,3.146653163580247,0.1240858778106369,0.005740963603425443,0.19360157037872314,2.1198669223640354,0.015362333376533132,92.65768016000658,0.7652713725490197,1.8022212803121254,0.15514518252828657,0.13429000764297974,0.005779787395675514,608.3917949017207,92.65188745999089,161.87793874945754,65929.32386150221,33.83788139437452,0.21773217648984422,0.257455270801771,0.10237216052434331,21841.42385602936,0.11996106634554567
86,186,48.1762,2.02327,22,2.91713,0,115,133,6,125,5,0.97895,43.35357,0.0,0.0,2.5,4.861,1.59139,0.0,0.0,128.0,54.78839,0.00024,0.0,0.958,-1.0,9.591842,3.129002700617284,0.12401498258223966,0.005724953874155428,0.19360157037872192,2.23367410486373,0.015343003418924656,90.00547973487319,0.7652713725490197,1.8069851889960329,0.15515238412805368,0.13458726957715092,0.005792122772111783,608.3939848898734,92.65691650565516,162.15933627651967,65918.22044044074,33.72847173243393,0.21768886009906574,0.25748007858181526,0.10239081188768775,21742.687870367437,0.11970759793657727
87,187,48.1824,2.50037,22,2.94292,0,115,133,6,125,5,0.98109,43.37096,0.0,0.0,2.75,4.869,1.67972,0.0,0.0,128.0,54.83104,0.00021,0.0,0.975,-1.0,9.603886,3.017361111111111,0.12386959922817972,0.005745816321501183,0.19360157037872247,2.061302364662095,0.015313675418393258,91.05365725526332,0.7652713725490197,1.800154760865255,0.15519677459799816,0.1350037205402561,0.00578949560494356,608.4051851483108,92.6466450740139,161.99813044640155,65839.10418917736,33.83933116771557,0.21762135010938194,0.25748698677159226,0.10238340398869637,21708.345995333177,0.11945505255911414
88,188,48.1029,3.06104,22,3.35493,0,115,133,6,125,5,0.98167,43.28618,0.0,0.0,2.46429,4.862,2.09783,0.0,0.0,128.0,54.83119,0.00019,0.0,1.015,0.51968,9.501145,2.884452160493827,0.12383455343231346,0.005757106652614943,0.19360157037872353,2.448033330270192,0.015324543580219542,90.32641482229474,0.7652713725490197,1.8608786650032283,0.15517953898891976,0.1353730421853516,0.0058149055756302696,608.4050398475864,92.62621213645843,162.17100132033295,65673.4192647978,33.82906878436053,0.21757108048425758,0.2574715357487829,0.10237340026986128,21553.82841048787,0.11925152618259051
89,189,48.2456,2.98057,22,3.8619,0,115,133,6,125,5,0.98681,43.40869,0.0,0.0,2.67857,4.879,2.59161,0.0,0.0,128.0,54.89133,0.00019,0.0,0.985,-1.0,9.628431,2.676601080246914,0.12369364997069178,0.005765659996162863,0.19360157037872283,2.46620037924578,0.015305488547180734,89.85112826631601,0.7652713725490197,1.9871982908922559,0.15514799567749346,0.135519682992031,0.005815914682667392,608.4157434462435,92.54979242922175,161.8012084549831,65782.63719421411,33.85033237786941,0.21757915985197196,0.257507063745188,0.10236723434451621,21767.87560562835,0.11899652268795481
90,190,48.3135,2.88131,22,3.59167,0,115,133,6,125,5,0.99092,43.45762,0.0,0.0,3.07143,4.894,2.5179,0.0,0.0,127.0,54.91632,0.00016,0.0,0.97,-1.0,9.63897,2.468605324074074,0.12364155879569046,0.005741580659786751,0.19360157037872203,2.7242189738095117,0.01533260374129135,87.13017629783833,0.7652713725490197,1.934546733685908,0.15519256422799046,0.1355622872276691,0.005819046223333495,608.4164186612867,92.4986590893489,161.88668407527462,65742.2974504613,33.82261676552855,0.2176538810748685,0.25750741554493684,0.10238955388679333,21823.058958331825,0.1186477226150229
