,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,saturation,fft,color_fulness,cubcol.0.3,cubrow.1.0,cubcol.1.0,cubcol.0.6,movement,cubcol.0,cubrow.0.5,blockiness,cubrow.0.6,contrast,tone,cubrow.0,cubrow.0.3,noise,uhdhdsim,temporal,cubcol.0.5,blur
45,45,48.955,4.20835,31,7.60191,0,117,133,8,125,7,0.98958,47.39932,0.0,0.0,3.14286,5.129,3.59241,0.0,0.0,128.0,55.42613,2e-05,0.73,1.051,-1.0,0.0,613.2630900597261,33.38823294933931,65789.4421466277,162.97560929879026,0.04282554715739674,0.15003033275279795,0.02495154793483364,0.14682520211117878,2.424238040123457,0.019815823554697787,0.25123669497087725,2.6666734958504064,0.15004091115120546,89.89904524349264,0.7680839215686275,0.10753804641585038,0.2172050147795251,0.5454819128308458,92.01389440877186,3.6418750999762692,0.15595749018585423,21432.989976294022
46,46,47.9816,4.43466,31,6.34954,0,117,133,8,125,7,0.98869,46.63909,0.0,0.0,2.60714,5.323,3.56992,0.0,0.0,128.0,55.4037,8e-05,0.73,1.036,-1.0,0.0,613.3237579151537,33.36003433039159,65503.21775937373,162.97895850080837,0.04275511851367204,0.1494183136928235,0.02495604957026276,0.1468430917940306,2.325761959876543,0.019812007910352255,0.25105456779972785,2.464440630576512,0.15017159631218266,91.09713084901534,0.7675184313725489,0.10746874221738933,0.21700746796705966,0.5454819128308449,92.09461088215858,3.5954219138267938,0.1562485717119237,19875.588240378514
47,47,48.4722,4.51528,31,6.64973,0,117,133,8,125,7,0.98585,46.9893,0.0,0.0,3.46429,5.213,3.76682,0.0,0.0,128.0,55.45268,5e-05,0.73,1.047,-1.0,0.0,613.3925728144006,33.392597904911746,65804.25541901204,162.9901193304644,0.04263060767977481,0.1488546303194613,0.02501436961752047,0.14692968515319405,2.0830439814814814,0.019793070938528504,0.2510121189621848,2.906066736680823,0.15033446326413544,91.11109395910275,0.7679937254901961,0.10749461642780012,0.21689060252647205,0.5454819128308446,92.174247706934,3.5981167779817578,0.15594735951228,21053.05048218427
48,48,49.3668,4.62944,31,6.6826,0,117,133,8,125,7,0.98574,47.74621,0.0,0.0,3.42857,5.049,3.83619,0.0,0.0,128.0,55.46756,5e-05,0.73,1.043,0.125,0.0,613.4438652065861,33.382921572084776,66016.7165221251,162.97265747320853,0.04255765593042138,0.148259355201769,0.02501036513416234,0.14703965209800487,1.9207175925925926,0.019759832715876186,0.25099963768754746,2.652369104235535,0.15048152316623492,90.98020927747027,0.7675184313725489,0.1075524669197585,0.2168093620486949,0.5454819128308442,91.92364757278638,3.562625259511858,0.15539467830088485,22547.789744465947
49,49,48.6674,4.71592,31,7.07857,0,117,133,8,125,7,0.97896,47.2161,0.0,0.0,3.42857,5.19,3.93997,0.0,0.0,128.0,55.49552,9e-05,0.72,1.038,-1.0,0.0,613.4920579274243,33.43680261682581,65685.78015805432,162.98559101373647,0.04252428147464351,0.14770179353632665,0.025014600264212365,0.14717684667342235,1.8179976851851851,0.0197997225956232,0.2509122401461802,2.883496583328261,0.15045499844079147,89.55084352510848,0.7675184313725489,0.10755311850162028,0.21662498343607245,0.545481912830844,92.04250790006338,3.611348861475423,0.15515915396327218,20987.04230772147
50,50,47.8313,4.97403,31,6.04545,0,117,133,8,125,7,0.98803,46.501,0.0,0.0,3.14286,5.346,4.01103,0.0,0.0,128.0,55.4837,6e-05,0.73,1.044,-1.0,0.0,613.5222733931743,33.331193523642455,65477.282157440204,162.99703907290873,0.042495291397430045,0.14733343628722345,0.025016836982299402,0.14724227113484603,1.918016975308642,0.019744251016598685,0.25070217921916593,3.0185323107809565,0.1504219266117171,89.62668421028964,0.7669529411764706,0.107500162020509,0.21638181560940212,0.5454819128308473,92.18542777665996,3.678989031581351,0.1550841344131356,19801.30803144498
51,51,48.2665,4.9201,31,6.87465,0,117,133,8,125,7,0.98935,46.7637,0.0,0.0,3.14286,5.218,4.2359,0.0,0.0,128.0,55.53745,4e-05,0.73,1.041,-1.0,0.0,613.5458968848616,33.41155911669319,65862.42877891165,162.99193836843926,0.04244839868407877,0.1468741680211721,0.025014410440050042,0.14733191940251797,1.9877989969135803,0.019739144471019744,0.2506471128088335,2.797324470402015,0.1504119955657868,91.01457210184503,0.7675184313725489,0.10746112220717174,0.21619175856906397,0.5454819128308426,92.1629599138481,3.7676765954267277,0.1547347224939903,21103.40071628849
52,52,49.1703,4.80741,31,6.75283,0,117,133,8,125,7,0.98549,47.5673,0.0,0.0,2.85714,5.07,4.18822,0.0,0.0,128.0,55.56374,6e-05,0.73,1.026,-1.0,0.0,613.5490088257088,33.46595048315731,65997.19682747214,163.00436595549968,0.04243947023535795,0.1463787109004652,0.02504175242405545,0.14747617932692592,2.068238811728395,0.01970879912189358,0.250597221335115,2.8110422769807757,0.15041103761280797,89.02269898529657,0.7680839215686275,0.10757979939442437,0.2160886398481623,0.5454819128308454,91.92198884126117,3.7975294265311983,0.15466268191554491,22185.913386710992
53,53,48.5691,4.74907,31,6.14423,0,117,133,8,125,7,0.98893,47.08502,0.0,0.0,3.32143,5.195,4.09276,0.0,0.0,128.0,55.57467,6e-05,0.73,1.047,-1.0,0.0,613.5492776154589,33.402147834683646,65802.57045292745,163.02629066163064,0.042371852769605985,0.1458659547521904,0.02508927401198349,0.1475865492514929,2.1884645061728394,0.019729643048175486,0.25050427770296907,2.7587828776115333,0.15038572347910384,90.41039531700503,0.7675262745098039,0.10754618642846045,0.21594202705117618,0.5454819128308462,91.9723363196866,3.7565179551858585,0.1548270229263184,21163.31364839167
54,54,48.8314,4.65865,31,5.46062,0,117,133,8,125,7,0.98893,47.29869,0.0,0.0,3.0,5.133,4.0438,0.0,0.0,128.0,55.57382,5e-05,0.73,1.048,-1.0,0.0,613.5243326333837,33.42183091905382,65888.01417223606,163.02604115259902,0.04239134260402028,0.14541419725135146,0.02504903827347732,0.14772099633045374,2.3879243827160495,0.01970334680464061,0.2504921619085356,2.816439041694437,0.1503216600131719,88.30106280659459,0.7680839215686275,0.10757644845623048,0.2157977637083984,0.5454819128308457,91.95620387628118,3.730835352397306,0.15476734061998312,21606.262063067756
55,55,48.5946,4.76921,31,5.30901,0,117,133,8,125,7,0.98789,47.1137,0.0,0.0,2.60714,5.2,3.96151,0.0,0.0,128.0,55.59089,5e-05,0.74,1.028,-1.0,0.0,613.4833065963561,33.369715561101465,65906.68007680279,163.0336900515374,0.04241353533752189,0.14501719754137987,0.025072277177294152,0.14783454304949825,2.654224537037037,0.019724751877134922,0.25049099226458577,2.884229278186709,0.15030590671670352,88.09587132441723,0.7681531960784276,0.10761579492688295,0.2156294281772273,0.5454819128308461,92.00835398126685,3.7357624742676148,0.15442096521981932,21262.84354849768
56,56,48.6743,4.63848,31,5.47802,0,117,133,8,125,7,0.98916,47.1505,0.0,0.0,2.92857,5.193,4.05919,0.0,0.0,128.0,55.57693,4e-05,0.72,1.042,0.125,0.0,613.4297605545731,33.36990582501447,65914.8152603802,162.99866824291644,0.04234572714277198,0.14457248760946645,0.025040357921981962,0.147911662579253,2.8824266975308643,0.01967045166202627,0.250437844939669,2.5920437678876036,0.15025866421185333,88.57692222217634,0.7680839215686275,0.1075948751971592,0.21550701474919431,0.5454819128308455,91.9807629954198,3.7811693526073,0.15421377180527854,21423.06207412052
57,57,48.8427,4.32466,31,5.43968,0,117,133,8,125,7,0.98282,47.31757,0.0,0.0,3.0,5.133,3.94471,0.0,0.0,128.0,55.59473,5e-05,0.73,1.031,-1.0,0.0,613.3691833340882,33.400125762562695,65915.05284487804,163.02575914756713,0.04237468585754993,0.14412562540641105,0.025014850469553797,0.1479870800507152,3.0889756944444446,0.0196841622788491,0.2504254225320643,2.4721373848292068,0.15022835447416205,88.62433968143408,0.7682481568627426,0.10760468469708451,0.21562311941733978,0.545481912830845,91.91982674690419,3.76864814165324,0.15429800797521823,21557.577251911443
58,58,48.9924,4.33649,31,5.12179,0,117,133,8,125,7,0.98271,47.40946,0.0,0.0,3.10714,5.145,3.67307,0.0,0.0,128.0,55.57462,4e-05,0.73,1.076,-1.0,0.0,613.2836575387292,33.39268569004388,65976.03946484522,163.035084692957,0.042314447989331,0.14373553883233112,0.025047123690485687,0.14808596633816334,3.263551311728395,0.019679517128556003,0.25039919549382056,2.3588394193068956,0.15023745072428482,88.56765376125904,0.7680917647058823,0.10759190627999003,0.21576518341966394,0.5454819128308459,91.90015940197539,3.7151442083985824,0.154397706833482,21772.991622538844
59,59,49.0184,4.10753,31,5.16174,0,117,133,8,125,7,0.9837,47.45034,0.0,0.0,3.0,5.116,3.68159,0.0,0.0,128.0,55.58862,7e-05,0.73,1.071,-1.0,0.0,613.2000266736532,33.413933271243245,65960.58821473067,163.00568440676702,0.04234838287406089,0.14330497609088338,0.025090704614397927,0.14817850010313086,3.47241512345679,0.01967505602637165,0.2503673749292004,2.242683603370864,0.15024257673081864,89.15244416102917,0.7683298039215687,0.10755705754556298,0.21589985759166497,0.5454819128308456,91.89404260018621,3.7280687569274527,0.15413621819363124,21844.89859821383
60,60,49.0837,4.0988,31,4.91721,0,117,133,8,125,7,0.99085,47.50368,0.0,0.0,2.75,5.142,3.48422,0.0,0.0,128.0,55.54625,5e-05,0.73,1.041,-1.0,0.0,613.1000502226348,33.3970962336034,65941.99911124527,163.00226664852167,0.042308280232240494,0.14207027020796542,0.02509657780117152,0.1486292759958547,3.696759259259259,0.019653058050657483,0.2503195111590204,2.5640748632622636,0.15037626439259838,90.60585260962456,0.7681364705882352,0.10757989566496336,0.2160620891261835,0.5454819128308431,91.85233510694684,3.6360737759096726,0.1540838267004562,21968.500516039065
61,61,49.0336,4.18166,31,4.84975,0,117,133,8,125,7,0.99609,47.47497,0.0,0.0,3.32143,5.116,3.47477,0.0,0.0,128.0,55.48675,6e-05,0.73,1.064,-1.0,0.0,612.995481468403,33.35677968719859,65889.81980360563,162.99573709551186,0.04236745600776272,0.14107280985647913,0.025110541728369542,0.14909590084404403,3.8802083333333335,0.019633725991361466,0.2504496190849394,2.5264858160822286,0.1505410697859465,91.52487118053655,0.7669529411764706,0.1076135985079002,0.21635875337960114,0.5454819128308455,91.87601429058546,3.634151390236859,0.15389953449782304,21862.96328363888
62,62,49.0338,3.94234,31,5.08314,0,117,133,8,125,7,0.9912,47.44563,0.0,0.0,3.0,5.15,3.55046,0.0,0.0,128.0,55.44957,3e-05,0.73,1.083,-1.0,0.0,612.880180754929,33.44206445011092,65937.04491284647,163.0089251510248,0.04229583491109793,0.13999046704173876,0.02510312445645656,0.1496207012185529,4.021604938271605,0.019652432380854314,0.25064676206585185,2.282604604006942,0.15078454105358882,91.52865709764671,0.7677564705882354,0.10777099947898779,0.21672506445978088,0.5454819128308427,91.87233183130778,3.6510848861938854,0.15344082155190808,21837.350604093772
63,63,49.0641,3.91478,31,4.9268,0,117,133,8,125,7,0.99155,47.49779,0.0,0.0,3.39286,5.131,3.339,0.0,0.0,128.0,55.42748,2e-05,0.73,1.066,-1.0,0.0,612.7683105151445,33.47962838632089,65841.05437451572,163.01820615145039,0.0422219442205653,0.13861023538847977,0.02508414532649203,0.15015372405184307,4.1263503086419755,0.019617657790701307,0.250788105490968,2.187341901681349,0.15098735480391579,88.3838346102298,0.7672830196078431,0.10782524561913472,0.2171235352675823,0.5454819128308426,91.86592755646673,3.5773277938713592,0.1529641612956203,21841.65684877718
64,64,49.005,3.8698,31,4.67078,0,117,133,8,125,7,0.99117,47.43742,0.0,0.0,3.07143,5.107,3.31662,0.0,0.0,128.0,55.38545,6e-05,0.72,1.084,0.125,0.0,612.6344509681064,33.44505856360918,65850.8854668681,163.014467123752,0.04221496806578701,0.13712357906869246,0.025085317903844145,0.15059460768892746,4.210358796296297,0.019596016342526123,0.2508278130290672,2.1233959930020228,0.1510515655196899,91.7621644419782,0.7669827450980393,0.10782223483506417,0.2173410487080235,0.5454819128308442,91.90717318494087,3.556048052551823,0.1526226084474566,21771.608480835563
65,65,49.1219,3.54982,31,4.79197,0,117,133,8,125,7,0.98861,47.57365,0.0,0.0,2.92857,5.094,3.27551,0.0,0.0,128.0,55.44027,4e-05,0.73,1.039,-1.0,0.0,612.507773756278,33.47935787248023,65850.49400908442,163.0257956148948,0.04212738376998162,0.1357850699728066,0.025130201129377125,0.15108462769517564,4.316599151234568,0.019582182962922173,0.2509837917259484,2.0245592392657694,0.15135062060436555,90.93393257458358,0.7686274509803921,0.1078151820384255,0.21766793895059516,0.545481912830844,91.83161762608337,3.53876519675979,0.15234641270590363,21897.20850101004
66,66,49.1793,3.58953,31,4.70648,0,116,133,8,125,7,0.9901,47.66536,0.0,0.0,2.53571,5.087,2.99714,0.0,0.0,128.0,55.39086,9e-05,0.73,1.047,-1.0,0.0,612.3693627396593,33.48713721758054,65827.80702982262,163.01204668304732,0.04215674370026056,0.13451366230329387,0.025072509619648062,0.15157890735533155,4.308497299382716,0.01959880393533669,0.2511607215747873,2.3936226564636645,0.1515861242451246,90.36724691096374,0.7686274509803922,0.10787779620522724,0.218017882763643,0.5454819128308467,91.7707856725498,3.430097036946677,0.15230934723721432,21815.316466178407
67,67,49.2131,3.5007,31,4.47026,0,117,133,8,125,7,0.99168,47.72651,0.0,0.0,3.32143,5.095,3.03247,0.0,0.0,128.0,55.38742,7e-05,0.73,1.056,-1.0,0.0,612.2459188834868,33.43517388237847,65756.16080669819,162.9645242477816,0.04220283472020081,0.13329354777066701,0.025042534009430465,0.1520596320404322,4.191261574074074,0.019582176979180407,0.25125202765528737,2.243866710208259,0.1518127506800448,91.08026290355133,0.7691999999999999,0.10792505271688035,0.21829124828920524,0.5454819128308439,91.81850609082872,3.3275217229366403,0.15231429515769057,21867.14261514017
68,68,49.247,3.32158,31,4.52217,0,116,133,8,125,7,0.99477,47.76727,0.0,0.0,2.89286,5.103,2.95695,0.0,0.0,128.0,55.33387,3e-05,0.73,1.068,-1.0,0.0,612.1139395649977,33.481699437270926,65727.03242164191,162.9764925680445,0.04228830107751244,0.13209006096036763,0.025052859959597693,0.15252160485598118,4.062548225308642,0.019626381717226495,0.25121659523519646,2.228788071152121,0.15205009431061833,89.87020516541722,0.7686345098039216,0.10786905506825413,0.2184909044104041,0.5454819128308456,91.80563447225805,3.2556221156765575,0.15231831437935087,21844.57455933371
69,69,49.2676,3.05269,31,4.27225,0,117,133,8,125,7,0.99268,47.79277,0.0,0.0,3.03571,5.073,2.79834,0.0,0.0,128.0,55.24446,9e-05,0.73,1.065,-1.0,0.0,611.9918911992603,33.46844764992043,65706.7153323598,162.9309737162307,0.042248824174975025,0.13118496470810798,0.025055379230097912,0.15286703307491906,3.85961612654321,0.019629433434866825,0.2513515919810342,2.2715056315968694,0.15231062696817135,89.35864899387599,0.7678607843137253,0.10784151448027166,0.21887966729150518,0.5432642867876151,91.79750146235277,3.217279119755322,0.15239369181713913,21875.107220650185
70,70,49.2563,2.84538,31,4.31797,0,116,133,8,125,7,0.99463,47.78039,0.0,0.0,3.39286,5.053,2.56565,0.0,0.0,128.0,55.21295,3e-05,0.73,1.046,-1.0,0.0,611.8636410118622,33.501000298394096,65785.28407399455,162.97109845312974,0.0423284072885052,0.13036504309358657,0.02505421450811032,0.15324654649249178,3.636815200617284,0.019587420348997596,0.25155900685809623,1.9240441843474665,0.15275696223454957,89.05376025057794,0.767718862745098,0.10795448816709338,0.21932395900278123,0.543264286787615,91.82599656344472,3.1615185929437146,0.15239688806877427,21896.837793359202
71,71,49.3199,2.79946,31,4.07318,0,116,133,8,125,7,0.99124,47.84854,0.0,0.0,3.32143,5.051,2.38167,0.0,0.0,128.0,55.17059,5e-05,0.73,1.032,-1.0,0.0,611.7509537741369,33.49496083200714,65866.05348690368,162.93129878302898,0.0424095402433482,0.12944219766861068,0.025047914281516013,0.15345245281135175,3.5263310185185186,0.019667481205017975,0.25165433236298196,2.1352741454074575,0.15304944309581062,89.01236279856647,0.7658439215686276,0.10805754038476689,0.21970889815579678,0.543264286787614,91.8504187774781,3.089920235246403,0.1526350837449779,21955.59039205902
72,72,49.3145,2.80384,31,4.14542,0,116,133,8,125,7,0.99609,47.85178,0.0,0.0,2.46429,5.055,2.33989,0.0,0.0,128.0,55.13212,4e-05,0.73,1.052,0.125,0.0,611.6413273554631,33.42607229727286,65841.61740510518,162.90094534088905,0.04251782363024887,0.12851092905241532,0.02505112473088572,0.15346391684522273,3.279803240740741,0.019612026655234774,0.2515677185867677,2.273289596811813,0.1533137229014461,89.76591081148436,0.7655768627450981,0.10807013276224017,0.21989559214216234,0.5416408718517867,91.85224874693151,3.0659524820051565,0.1527601239560926,21949.098000351216
73,73,49.2989,2.7982,31,3.95368,0,116,133,8,125,7,0.99699,47.85312,0.0,0.0,2.85714,5.042,2.3453,0.0,0.0,128.0,55.11172,7e-05,0.72,1.058,-1.0,0.0,611.5399091952142,33.50825632354359,65845.04565224539,162.93598043512642,0.04253006190640758,0.12796408022107086,0.02507016310505999,0.1534726413889693,3.0042438271604937,0.019673305262500402,0.2516577960048499,2.4028169304612246,0.15364675169021577,89.2204595861038,0.7652862745098039,0.10799652050834993,0.2201921686084857,0.5454819128308385,91.82582931812266,3.0826120590306982,0.15279839709960624,21923.436434029376
74,74,49.2918,2.89079,31,3.97249,0,116,133,8,125,7,0.99645,47.84082,0.0,0.0,2.60714,5.046,2.34066,0.0,0.0,128.0,55.08941,3e-05,0.73,1.065,-1.0,0.0,611.4438621130548,33.546255606192126,65860.01091522218,162.90364349025327,0.04258003135348571,0.12748428942034107,0.025067623554022162,0.1535347233169547,2.701437114197531,0.01966190741364408,0.2518398660478892,2.348120100809764,0.1540389852645974,89.27252357763082,0.7658070588235294,0.10800435309440286,0.22060794863165603,0.5394232458085549,91.81472041084717,3.0812741288631957,0.15260107410782325,21926.81254091112
75,75,49.2727,3.00005,31,3.94891,0,116,133,8,125,7,0.99101,47.83082,0.0,0.0,2.5,5.05,2.42215,0.0,0.0,128.0,55.07953,4e-05,0.73,1.027,-1.0,0.0,611.3528987405602,33.411098904079864,65835.05768177382,162.8666537452662,0.04263431592082718,0.12682458619439108,0.02505572571525607,0.15358705346662593,2.3719618055555554,0.01970416826347139,0.2519236666587386,2.3026179888659537,0.15436181483576414,87.12415670098795,0.7655768627450981,0.10808612785274783,0.22095691674618773,0.5432642867876111,91.82289770056471,3.0995730729103164,0.1522919051497902,21940.62709610556
76,76,49.2446,2.907,31,4.00564,0,116,133,8,125,7,0.9945,47.82507,0.0,0.0,2.60714,5.044,2.52189,0.0,0.0,128.0,55.07657,2e-05,0.73,1.008,-1.0,0.0,611.2685153812549,33.515576397931135,65844.4247069439,162.92991718094302,0.042699229222035,0.1262686145076638,0.02509679315839628,0.15360386140980742,2.218701774691358,0.019714038629608167,0.25189757321718104,2.105339114466825,0.15455134034876422,91.06169741646423,0.7666623529411765,0.10809833740434915,0.2211374153337582,0.5454819128308337,91.83873568391621,3.110034716859607,0.15197484018254037,21910.69967425965
77,77,49.2395,2.89888,31,4.21642,0,116,133,8,125,7,0.99191,47.84048,0.0,0.0,2.64286,5.066,2.43647,0.0,0.0,128.0,55.07594,5e-05,0.73,1.04,-1.0,0.0,611.1963304299474,33.53900843490789,65865.91454484545,162.94583238760106,0.042731938309196076,0.12582461844335807,0.02509492986300732,0.1536161570243984,1.888647762345679,0.019721456209283526,0.2519426033597083,1.9571996703170016,0.15487529849077564,86.85139912096689,0.7660819607843137,0.10802237964639075,0.22149818508940122,0.5454819128308401,91.80690250459322,3.097163235404082,0.15170317161273314,21885.83523630281
78,78,49.1657,3.0484,31,4.15218,0,116,133,8,125,7,0.99193,47.75821,0.0,0.0,2.46429,5.069,2.43162,0.0,0.0,128.0,55.06472,4e-05,0.74,1.014,-1.0,0.0,611.1204918155652,33.50341608494888,65811.685674328,162.94754403636475,0.04275748412301496,0.12580272566484887,0.025109115484312043,0.1537256300861868,1.6197434413580247,0.019709580124873383,0.2520622578278429,1.9913227804295495,0.15514786973263933,89.53119881818962,0.7669529411764706,0.10806808347712164,0.221860139397061,0.5432642867876195,91.85419481595575,3.098103491132849,0.15143023280625745,21793.715774653265
79,79,49.1455,3.22703,31,4.15433,0,116,133,8,125,7,0.99443,47.7414,0.0,0.0,2.92857,5.056,2.5602,0.0,0.0,128.0,55.07629,5e-05,0.73,1.081,-1.0,0.0,611.0637727219384,33.5692027527609,65816.70843921213,162.95922949770357,0.042683104316083055,0.12601574177248456,0.02512192716542855,0.15380695956672874,1.3597608024691359,0.019716070117295804,0.25205243713107683,2.1228930249087323,0.15534586233619788,88.71543840626782,0.7669458823529411,0.10809452702806516,0.22210404040837337,0.543264286787612,91.84474877637226,3.1716553257162152,0.15106207398217222,21744.976472607737
80,80,49.0515,3.33646,31,4.16737,0,116,133,8,125,7,0.99714,47.6415,0.0,0.0,2.96429,5.075,2.71896,0.0,0.0,128.0,55.07342,3e-05,0.73,1.043,0.125,0.0,611.0127341610936,33.528477233133195,65846.99665186419,162.9685319550219,0.042721334862389895,0.12613326058540658,0.02514087059777339,0.15385935789444505,1.1636766975308641,0.019660993064563495,0.25196147860230933,2.2454048974864182,0.15545656623858134,89.04297738054476,0.7669607843137255,0.10815337655654653,0.22229017656410108,0.5454819128308396,91.86730236398675,3.243376714013045,0.15062649411681828,21734.56646565566
81,81,49.0127,3.53259,31,4.36751,0,116,133,8,125,7,0.99265,47.59289,0.0,0.0,2.92857,5.09,2.81245,0.0,0.0,128.0,55.0977,5e-05,0.74,1.054,-1.0,0.0,610.9632876766024,33.631278709129056,65850.71593932882,162.99023878119542,0.042751555715645116,0.12619476801951324,0.025130887129700203,0.1538499668390662,1.2027874228395061,0.019610306373699322,0.2519861501654445,2.1007567932608544,0.1555994108811525,91.07377931280917,0.767258431372549,0.10808647373727634,0.2224716398822346,0.5454819128308438,91.89165591653591,3.2839146294034314,0.1500954759333938,21700.194732081374
82,82,48.8614,3.94838,31,4.59164,0,116,133,8,125,7,0.99924,47.4406,0.0,0.0,2.39286,5.076,2.98293,0.0,0.0,128.0,55.0482,3e-05,0.73,1.032,-1.0,0.0,610.927109821246,33.563453391746236,65790.9766518768,162.97119968704467,0.04275355442962835,0.12630182849407137,0.02514027599421039,0.1539656794714324,1.1566358024691359,0.01967543053552039,0.25202733145570133,2.108685615609922,0.15579301618130753,89.52247762076388,0.767258431372549,0.10815505594593229,0.22263820919448096,0.5454819128308431,91.95248785429894,3.391403419729035,0.1496378478016945,21545.362375462886
83,83,48.826,4.21713,31,4.90291,0,116,133,8,125,7,0.99388,47.37579,0.0,0.0,3.03571,5.101,3.34617,0.0,0.0,128.0,55.07262,2e-05,0.74,1.031,-1.0,0.0,610.8984960512414,33.562435385621626,65842.532919211,163.01153775240888,0.04276161204167375,0.1264962252798683,0.025134308838687783,0.15397725615654534,1.2391010802469136,0.01971405031732357,0.25193677107833423,2.0900130025422503,0.15586087014788916,90.6609855384506,0.7671621960784313,0.10808043499573253,0.2227629854251059,0.5454819128308447,91.90569074929306,3.552574298099692,0.14922800898634664,21516.744831616994
84,84,48.7434,4.48442,31,5.0351,0,116,133,8,125,7,0.99099,47.26922,0.0,0.0,3.03571,5.121,3.58102,0.0,0.0,128.0,55.06039,5e-05,0.73,1.04,-1.0,0.0,610.8762237747517,33.57521452727141,65858.89369765851,162.99750388605517,0.0427262542993203,0.12658920954922617,0.025151553803089154,0.1540355232600776,1.3546006944444444,0.019699573880583465,0.2518098464559014,1.9669431100448709,0.15577200191196958,90.65944677726691,0.7677564705882353,0.10801419454031659,0.222732236651133,0.5454819128308445,91.92447413767943,3.653489821988345,0.14875603950386626,21467.240605612733
85,85,48.7341,4.53524,31,5.05447,0,116,133,8,125,7,1.00201,47.24886,0.0,0.0,3.03571,5.124,3.81207,0.0,0.0,128.0,55.05904,8e-05,0.74,1.069,-1.0,0.0,610.8631434264553,33.61108153543355,65808.36847440395,163.02691812998833,0.04271172858659939,0.12657346706141967,0.02517206636372753,0.15409472899151752,1.4983603395061729,0.019660547660535148,0.25177968343641444,2.31063323975629,0.1556764171844136,90.32971956907512,0.7675262745098039,0.10798591628724197,0.22281147852589675,0.5454819128308468,91.93833120802393,3.780892132675837,0.1485533805936005,21463.045712027575
86,86,48.667,4.4607,31,5.25297,0,116,133,8,125,7,0.99475,47.18471,0.0,0.0,2.96429,5.13,3.85838,0.0,0.0,128.0,55.04748,5e-05,0.73,1.048,-1.0,0.0,610.8494051648503,33.54955376519097,65799.29091661453,163.02058978334043,0.04258646253782307,0.12614306347513404,0.025123040037941174,0.15415174854778646,1.6221547067901234,0.01965639868513111,0.25177582187699943,2.435327038629574,0.15557238156176406,93.21960858264507,0.768046274509804,0.10801536242557487,0.2229701755939841,0.5454819128308479,91.93776723607141,3.7817229451193244,0.14833255816070945,21344.01203232752
87,87,48.5501,4.52789,31,5.54014,0,116,133,8,125,7,0.99338,47.09719,0.0,0.0,2.96429,5.093,3.791,0.0,0.0,128.0,55.06119,8e-05,0.73,1.052,-1.0,0.0,610.8499471214926,33.574872805748456,65814.62828885161,163.03016505496822,0.04251698808665572,0.125365789641401,0.025139553741637635,0.15417968121341777,1.6704764660493827,0.019647170296543708,0.25169303481516064,2.3918447204261057,0.15532508189996191,89.31218759694399,0.768001568627451,0.10803676415795675,0.22307079233062777,0.5454819128308478,91.95700257595882,3.753975494748853,0.14787357337210771,21097.801336321296
88,88,48.3063,4.61583,31,5.64145,0,116,133,8,125,7,0.99997,46.86988,0.0,0.0,2.39286,5.166,3.84914,0.0,0.0,128.0,55.02344,2e-05,0.73,1.041,0.125,0.0,610.8518502828222,33.49069910873602,65734.08939349152,163.03141505863104,0.042473999637213364,0.1246637336668098,0.025141700120059694,0.15421198104671016,1.7060185185185186,0.019653479946508495,0.2515036202246408,2.226140046191841,0.15510861702534454,92.26575202978744,0.7680541176470588,0.10797097857253715,0.22286786027616395,0.5454819128308487,92.00602867748091,3.7859172637598646,0.14752882381237165,20828.291863071314
89,89,48.2255,4.76728,31,5.40264,0,116,133,8,125,7,0.99927,46.81464,0.0,0.0,2.25,5.158,3.92319,0.0,0.0,128.0,55.05127,8e-05,0.73,1.07,-1.0,0.0,610.8662889888742,33.51261807665413,65792.86067704379,163.03809801838935,0.04236017484747493,0.12398461841017905,0.025173930637888767,0.1542140905676487,1.7406925154320987,0.01959216307060772,0.2514091916081756,2.2110338338270092,0.15489497619870637,91.74603124957535,0.7681066666666666,0.10789843635291434,0.22263783208402144,0.5454819128308469,92.05845806700111,3.801245637465137,0.1471721310419529,20751.224263038857
90,90,48.153,5.21,31,5.29897,0,116,133,8,125,7,0.99378,46.693,0.0,0.0,2.35714,5.129,4.05659,0.0,0.0,128.0,55.04161,2e-05,0.74,1.054,-1.0,0.0,610.8733649014258,33.52596254701968,65742.40298644338,163.04175904683126,0.04222074371466316,0.12315681118930157,0.025229862295728572,0.15426339114352955,1.7556905864197532,0.019563567924595952,0.25134151748268385,1.9078007447530494,0.15467335622970285,92.85569379993994,0.7686196078431373,0.10784778667320154,0.22248669752018418,0.5454819128308454,92.07513520792473,3.860089605581363,0.1466594068562931,20828.898103907304
