,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubrow.0.5,cubcol.0.3,cubrow.1.0,cubcol.0.5,cubrow.0.3,contrast,noise,color_fulness,movement,uhdhdsim,cubcol.0,blockiness,cubrow.0.6,fft,staticness,saturation,cubcol.1.0,tone,cubrow.0,temporal,blur
45,445,43.3632,6.7446,38,7.90158,0,115,116,9,139,9,0.99542,48.60462,0.0,0.0,1.32143,8.236,5.61867,0.0,0.0,128.0,43.84256,0.0,0.42,2.555,-1.0,0.612682,0.17492686178708405,0.18826171811563855,0.09361490750402902,0.17150343706256682,0.1499637617681809,0.15577248284325435,85.59504423161218,0.391044181736516,86.60849470441654,7.152295524691358,98.03271084233062,0.12315038438129602,1.243534564301547,0.18652878701156178,64298.438183020466,710.8717514140628,59.12852835949556,0.18992118938321267,0.6708698039215687,0.14408933933850815,4.11632023036842,15247.394591372193
46,446,43.3432,6.82005,38,8.22307,0,115,116,9,139,9,0.99615,48.53528,0.0,0.0,1.82143,8.208,5.79684,0.0,0.0,128.0,43.80446,0.0,0.41,2.545,-1.0,0.601504,0.17502756717923187,0.18818346003338166,0.09443237038409204,0.17175538933470189,0.14967772862642503,0.15579953162271257,87.77445043408326,0.3932618077797381,86.28304592462013,6.941743827160494,98.0509643174345,0.12305809372329314,1.6869958675728312,0.18707258300605314,64253.334788790766,710.2018130419299,58.92288038465712,0.1893545614021989,0.6706396078431371,0.14381053731572932,4.153348874548584,15178.143372130135
47,447,43.2604,7.39012,38,7.83935,0,115,116,9,139,9,0.99673,48.45866,0.0,0.0,1.71429,8.216,5.85692,0.0,0.0,128.0,43.80701,0.0,0.42,2.675,-1.0,0.646759,0.1751044659893147,0.18811227749077686,0.09497350742419548,0.17174551096121798,0.14950942129297942,0.15580218687859962,88.56382694477037,0.3910441817365147,86.31706894729707,6.606963734567901,98.06765012758436,0.1230162309332501,1.385250057451893,0.18733556834824192,64226.6285047333,709.5575030391371,59.10875146182967,0.18865287490120322,0.6706956862745098,0.14355226914738,4.1979767863231725,15095.876142639612
48,448,43.3167,8.01376,38,9.32075,0,115,116,9,139,9,0.99876,48.48378,0.0,0.0,2.10714,8.194,6.35436,0.0,0.0,127.0,43.75893,0.0,0.41,2.61,0.24846,0.641251,0.17513172822772502,0.18802865819946746,0.09534009483426181,0.1719303232976713,0.14925425740457854,0.15591178979548637,87.79162427338296,0.39104418173651184,86.53969508186123,6.489872685185185,98.06390962639023,0.12299710611320515,1.835453903690352,0.18747284356675822,64273.00943596781,708.925918531466,59.03648263436777,0.18798756958154847,0.6692705882352941,0.14315561395254928,4.457380641980221,15161.644989269855
49,449,43.2713,9.04285,38,9.75408,0,115,116,9,139,9,1.00206,48.41335,0.0,0.0,1.17857,8.183,6.89372,0.0,0.0,127.0,43.78811,0.0,0.42,2.637,-1.0,0.681139,0.17519151687840717,0.1879106199601127,0.09548425411971855,0.1716867886263718,0.14914349123586396,0.15605258400661626,88.00678821964843,0.39104418173651556,86.27877743123119,6.655140817901234,98.08356854419479,0.12307848319373757,2.0195382941958973,0.1875382112528631,64295.00342976393,708.3212777267838,59.01847669813368,0.1873245528688412,0.6693054901960784,0.1428732638788237,4.622165916512913,15118.483241655123
50,450,43.0777,10.3377,38,10.9324,0,115,116,9,139,9,1.00305,48.12587,0.0,0.0,2.03571,8.236,7.77978,0.0,0.0,128.0,43.74953,0.0,0.42,3.022,-1.0,0.67602,0.17520024455821867,0.1876459311798151,0.09524684760630202,0.17159881211493372,0.14899202301591544,0.15618682163091663,88.4787459439007,0.3849855147142236,86.48201159811714,7.196180555555555,98.11797426349328,0.12327717647007737,1.5766975335997673,0.18760169225984258,64275.53595787131,707.7214927362053,58.93094493724682,0.1865664942759622,0.6684898039215686,0.14259375521777806,4.9041925779705045,14919.605983422241
51,451,42.9724,11.2245,38,12.8309,0,115,116,9,139,9,1.00436,47.8681,0.0,0.0,1.64286,8.263,8.8925,0.0,0.0,128.0,43.71164,0.0,0.42,2.931,-1.0,0.668607,0.17526731386741046,0.18732159412823735,0.09508956173766152,0.17146089073075596,0.1487592769362691,0.1562998202625915,86.62598834650483,0.3849855147142221,86.61171331098177,7.986400462962963,98.15102993782193,0.1237478826360107,1.3137618699021527,0.1877105304745369,64346.91192622865,707.1257920948933,58.89581788616416,0.1859193891285144,0.6673807843137255,0.14240188154656136,5.235180743064316,14781.731542751426
52,452,43.0007,12.08,37,13.1632,0,115,116,9,139,9,1.00541,47.74459,0.0,0.0,1.85714,8.252,9.65615,0.0,0.0,128.0,43.70852,0.0,0.42,2.756,-1.0,0.707218,0.17532906781001406,0.18706586159181707,0.09473660115677383,0.17129519261383502,0.14861889296356195,0.1565664834792636,88.62835584464554,0.3849855147142191,86.99116411406317,8.766734182098766,98.1627658999547,0.12461307984206631,2.025219970512046,0.1877612010856396,64434.47776497969,706.5194743359422,58.9709092128424,0.18528834291080393,0.6656823529411765,0.14220065942468313,5.402728729068989,14770.028389783396
53,453,43.1216,12.7032,37,13.9612,0,115,116,9,139,9,0.99946,47.82635,0.0,0.0,1.5,8.284,10.39926,0.0,0.0,128.0,43.74898,0.0,0.41,2.757,-1.0,0.673092,0.17541162701661517,0.18720335994439738,0.09443169873586366,0.17105691224028266,0.148388589980267,0.15684485320855948,88.92250839622865,0.3849855147142189,86.94349051357842,9.517264660493828,98.14608257335081,0.1246939209411493,2.4225832823264493,0.18769496654536896,64371.071655115156,705.910684193254,58.797089188187215,0.1847921685151864,0.6658847058823529,0.14217487451072713,5.46807073970836,14824.918157908725
54,454,43.0822,13.2239,37,14.2841,0,115,116,9,139,9,0.99659,47.741,0.0,0.0,2.21429,8.233,10.93547,0.0,0.0,127.0,43.73594,0.0,0.42,2.761,-1.0,0.732468,0.17543482614759442,0.1873820832754543,0.09427598980235527,0.17073470579247335,0.14837165768690844,0.1571800073142727,86.09322645033164,0.38498551471421755,87.08988859868906,10.283950617283951,98.17128311919099,0.124727872240919,2.31677190749056,0.18747524971137672,64398.068038048914,705.2949344587325,58.81784585081501,0.18437746226026516,0.6651047058823528,0.14205213537207143,5.600210335900533,14753.994911958269
55,455,43.0133,13.3578,37,15.451,0,115,116,9,139,9,0.99228,47.64329,0.0,0.0,2.78571,8.264,11.38347,0.0,0.0,128.0,43.66052,0.0,0.41,2.986,-1.0,0.698016,0.17543050239944313,0.18724131725856036,0.09409464249352133,0.1702870364007171,0.1482489646039268,0.1574096309647539,85.43260671130572,0.3849855147142176,87.0830524015948,11.233362268518519,98.18445586483195,0.1247607268970906,1.7638678624579158,0.18730957117335084,64317.168678174756,704.6803838408596,58.78934959129051,0.18407801295775367,0.6640635294117634,0.1419636437901504,5.708846920326575,14662.796352425095
56,456,42.9904,13.3762,37,14.3895,0,115,116,9,139,9,0.99122,47.66611,0.0,0.0,2.35714,8.238,11.49941,0.0,0.0,127.0,43.58339,0.0,0.41,2.724,0.26466,0.6623,0.17548815365825723,0.18723710162134666,0.09386390466828262,0.16985350573732244,0.14810695510605126,0.15775239988604634,87.16133856200982,0.3849855147142167,87.23748608717368,12.336082175925926,98.18441978282392,0.12485487202641087,1.8930439124172658,0.18706499242237787,64304.6502177678,704.0599293537682,58.73773004979264,0.18357956102562747,0.6617678431372549,0.14211848876665037,5.706339921268966,14647.37531611277
57,457,43.0477,13.6789,37,15.1915,0,116,116,9,139,9,0.99695,47.76739,0.0,0.0,2.46429,8.241,11.51749,0.0,0.0,127.0,43.50305,0.0,0.42,2.8,-1.0,0.675749,0.17547444126896927,0.18718971415267627,0.09374521651854054,0.1695955955135468,0.14810580703798779,0.15812369181893837,87.15873668432081,0.3849855147142176,87.71394258946577,13.225067515432098,98.17046612573671,0.12489596181948781,1.747388860483619,0.1868905658201157,64311.04986608343,703.4368685454132,58.68994573899258,0.18304726167345803,0.6608968627450982,0.1419370023040341,5.684785408454298,14662.171825921623
58,458,42.9979,13.8766,37,14.7734,0,116,116,9,139,9,1.00642,47.79382,0.0,0.0,2.35714,8.339,11.7808,0.0,0.0,128.0,43.39092,0.0,0.42,2.571,-1.0,0.707391,0.17552423263725667,0.18711088284611932,0.09354722424324906,0.1695259633923795,0.14797329186647848,0.15841162003047995,89.69991544697294,0.3849855147142193,87.75112227627253,13.939621913580247,98.1443916228156,0.12491073720326216,1.4931143653407533,0.18671865687472175,64258.60913225176,702.8014944728221,58.7619122163749,0.182733350120223,0.658764705882353,0.14191635689550355,5.732516725373529,14638.318066408254
59,459,42.9839,14.0902,38,14.511,0,116,116,9,139,9,1.00691,47.88168,0.0,0.0,1.35714,8.383,11.94512,0.0,0.0,128.0,43.31367,0.0,0.42,2.889,-1.0,0.762832,0.1756888102350472,0.18689336332725245,0.09340795592326541,0.16944534397753708,0.14785382763090524,0.15887253827385084,86.22089406412874,0.38498551471422027,88.08272685839623,14.665702160493828,98.12794496994543,0.12482761526551127,2.0990586305179657,0.18652844686517023,64250.65750002055,702.1488012717866,58.85322909884982,0.18251865929014327,0.6577729411764707,0.14182439246580814,5.773395704581227,14645.375240382915
60,460,43.2216,14.1115,38,15.1768,0,116,116,9,139,9,1.01154,48.19007,0.0,0.0,1.5,8.312,12.13216,0.0,0.0,128.0,43.2381,0.0,0.42,2.845,-1.0,0.727319,0.1760152927732545,0.18688427944098351,0.0935356697100436,0.16977659632922176,0.14792299309377718,0.159137815194489,90.4565062721906,0.38498551471422515,87.73822248150354,15.521508487654321,98.09043138399008,0.12524920616436827,2.099302911747745,0.18637461933246097,64284.43636571642,701.4651054068755,58.85672449182581,0.18157057394734633,0.6577360784313724,0.1413984633997419,5.844752367764056,14868.838268516129
61,461,43.5788,14.2006,38,15.1714,0,116,116,9,139,9,1.00782,48.63944,0.0,0.0,1.42857,8.347,12.15185,0.0,0.0,128.0,43.16139,0.0,0.42,2.687,-1.0,0.72881,0.17636761717918512,0.186679278493089,0.0935343520134972,0.16973457822568616,0.14807632071102592,0.1594632087366144,87.42399449033311,0.38720314075745343,87.94942143347762,16.33232060185185,98.01088197139485,0.12555419221136566,2.152557435114823,0.18617864939589537,64255.61322954123,700.7403301534874,58.920422966097604,0.18029747069324661,0.6563890196078432,0.14118733755597962,5.845667089428016,15239.015024335322
62,462,44.0045,14.3207,39,15.3754,0,116,116,9,139,9,1.00514,49.18052,0.0,0.0,0.96429,8.347,12.227,0.0,0.0,128.0,43.15531,0.0,0.42,2.718,-1.0,0.752341,0.17639184586826304,0.1868997048260803,0.09332192317111482,0.16988354150416027,0.1482458005551724,0.16035004507175035,87.99482729419012,0.39104418173651356,88.13154540405208,17.007233796296298,97.93266705967825,0.12562557593843338,1.9654654303207229,0.1860352000789027,64208.50643686811,699.9992660056271,58.86659636320891,0.17861928789683998,0.6563898039215685,0.1411127201230883,5.833892320549591,15640.566882319972
63,463,44.432,13.9791,39,15.8597,0,117,117,9,139,9,1.00023,49.75112,0.0,0.0,1.42857,8.398,12.34712,0.0,0.0,128.0,43.39457,0.0,0.41,2.523,-1.0,0.756223,0.17685298580661094,0.18697050927775172,0.09318239062381879,0.16990726558169653,0.14849295523823752,0.160781318047804,90.54570125370469,0.3932618077797385,87.59474111156621,18.104359567901234,97.8420008646144,0.12518650510578191,2.43957123988199,0.18577667925444896,64149.936772922825,699.2160759207279,56.79336472499518,0.17674043726128094,0.6599448235294113,0.14080160064804545,6.193597909167368,16034.190156538669
64,464,44.8361,13.2986,40,15.3118,0,117,117,10,139,10,0.99896,50.33634,0.0,0.0,1.82143,8.426,12.04479,0.0,0.0,128.0,43.57222,0.0,0.42,2.756,0.26029,0.76291,0.17696368269096227,0.18705931451341803,0.0930639191087872,0.17012557940708828,0.14861609625217706,0.16124409475364276,88.36812586840878,0.3971028487588046,87.73505180570268,19.361159336419753,97.75618784266577,0.1247413827468842,1.8673725317905308,0.18553289633286435,64142.38059872622,698.4281944126407,55.547438256534534,0.17501673887968489,0.6615090588235292,0.14054454393720933,6.110290072686937,16447.676924582527
65,465,45.0564,12.997,41,14.8764,0,117,117,10,139,10,0.99972,50.64792,0.0,0.0,1.39286,8.419,11.44996,0.0,0.0,129.0,43.53039,0.0,0.42,2.926,-1.0,0.750454,0.17694690788900497,0.18707090851719677,0.09284885518887707,0.17066450670139688,0.14856230353685154,0.1618596889118007,88.59975011797931,0.39326180777974135,87.67714551216817,19.806761188271604,97.71291029359503,0.12443549368779153,1.556987739424453,0.18528999381469227,64130.846442345355,697.659679772006,55.47239383650415,0.17352970691364533,0.6612788235294117,0.1400478004401595,5.767438596264112,16687.063237301983
66,466,45.2337,12.6386,41,13.6931,0,117,117,10,139,10,0.99679,50.91234,0.0,0.0,1.5,8.388,11.19311,0.0,0.0,128.0,43.51664,0.0,0.42,2.76,-1.0,0.765159,0.1767506274765613,0.18714032295376343,0.09255504947855311,0.1711421114061168,0.1485638176826528,0.16256048231354434,88.81426159026444,0.39710284875880264,88.05814079310574,20.02932098765432,97.66889857731512,0.12422567555495051,2.567587856432899,0.1850930081680089,64203.208797137304,696.8971335593459,55.429535477249715,0.17223913979301417,0.6610396078431372,0.13947236956569947,5.711221094717566,16905.61783468658
67,467,45.4469,12.5914,41,13.9538,0,117,117,10,139,10,0.99965,51.18642,0.0,0.0,1.46429,8.356,10.88509,0.0,0.0,129.0,43.53134,0.0,0.42,2.567,-1.0,0.798252,0.1769049435730908,0.1872693088490213,0.0922997338122775,0.17182022945186423,0.14853076095502768,0.16327571342918396,88.64155579898608,0.3993204748020323,87.89682955342265,19.838445216049383,97.63257706778865,0.12414974962966693,1.9605029549074235,0.18505046366246317,64206.91221939155,696.1671547882024,55.562236079463254,0.17131915877510046,0.6612210392156862,0.13925617102684226,5.638414574217741,17166.799766191707
68,468,45.4826,13.1944,41,13.6449,0,117,117,10,139,10,0.99803,51.25667,0.0,0.0,1.14286,8.396,10.85326,0.0,0.0,129.0,43.54209,0.0,0.42,2.671,-1.0,0.776103,0.17707342134540918,0.18742837907509077,0.0921658114493796,0.17214307239598292,0.14855344553196673,0.16403045601165123,86.10517110810284,0.3993204748020293,88.15958798257226,19.402970679012345,97.61972302016325,0.12406948803060934,1.2801059828708783,0.18462027521439897,64221.419761776015,695.4706417152571,55.408169216579864,0.17086142324263293,0.6605960784313725,0.13915699415829347,5.632853114347909,17214.903940685617
69,469,45.2133,13.2963,41,14.849,0,117,117,10,139,10,0.9962,50.94885,0.0,0.0,2.07143,8.356,11.38281,0.0,0.0,128.0,43.19418,0.0,0.42,2.385,-1.0,0.774039,0.17695986803745264,0.18754744470180923,0.09219049633425117,0.17217736380511253,0.1484518144613674,0.16477117224438576,91.58767147191548,0.3971028487588069,88.32761219099571,18.806327160493826,97.65568879873433,0.12377490253074196,1.3671469952391668,0.18457860644498397,64111.83542148181,694.5983918461711,55.0170787293234,0.1707513101275731,0.6557869411764705,0.1389223963672144,5.892548080252414,17002.495618348774
70,470,45.1411,13.3359,41,14.9008,0,117,117,10,139,10,0.99565,50.82591,0.0,0.0,1.85714,8.315,11.45841,0.0,0.0,128.0,43.15808,0.0,0.42,2.787,-1.0,0.782665,0.17668327673563944,0.18757257846899955,0.09258819367701067,0.1720777510875603,0.1484158409993817,0.1655746020106936,89.09011949849508,0.3987262636946303,88.61224812424449,18.45018325617284,97.68348484561048,0.12326726001688817,1.4602437262022394,0.1845502824421733,64145.15329971841,693.733828435004,54.976031456464604,0.1706003378052251,0.6543497647058822,0.1388376303318324,5.775239423603887,16958.66716172614
71,471,44.9863,13.3977,40,14.9201,0,117,117,10,139,10,0.99605,50.63341,0.0,0.0,2.10714,8.305,11.48964,0.0,0.0,128.0,43.23023,0.0,0.42,2.62,-1.0,0.801399,0.17649734973575237,0.18762775550629404,0.09317210084494823,0.17203192702139128,0.1479690354592687,0.16640572542566817,88.06787485094381,0.39932047480203187,88.60158802999901,18.232783564814813,97.70105447200093,0.12265618890439148,1.4397338375928537,0.1841843921826872,64218.95572153458,692.8806958645364,54.82157954463253,0.170346427207969,0.6555071764705863,0.13876274470220337,5.832077631601693,16777.350381100077
72,472,45.2251,13.4825,41,14.3639,0,117,117,10,139,10,0.99514,50.87658,0.0,0.0,1.57143,8.262,11.54651,0.0,0.0,128.0,43.37208,0.0,0.42,2.791,0.2536,0.777752,0.17609095617258158,0.18763066412382476,0.09364433680484859,0.17209919074839441,0.1475677869114397,0.16720561875633852,91.3715368020899,0.39710284875880486,88.51175170872553,17.754292052469136,97.6730895243106,0.12221217330047378,2.1535505904785173,0.18374846233199738,64289.778500538145,692.0393243150392,54.89995433666088,0.1699323824559011,0.6577380392156863,0.13908984220373663,5.859425428452405,17058.63782813748
73,473,45.3169,13.2563,41,14.6279,0,117,117,10,139,10,0.99782,50.98591,0.0,0.0,1.17857,8.309,11.62381,0.0,0.0,128.0,43.55481,0.0,0.42,2.545,-1.0,0.783878,0.175570207332764,0.18759003927303358,0.09404056668782744,0.17189172718875934,0.14757311471231438,0.16806510393235627,89.48665415978674,0.39932047480203026,88.77011476987036,17.507426697530864,97.65134998627566,0.122049758879976,1.389016030499273,0.18370237472163387,64279.475931413755,691.2116774027836,54.82293757685909,0.16940491572864905,0.6606239215686275,0.13943533081578785,5.836972341019367,17125.11262748476
74,474,45.3798,13.1133,41,14.4762,0,118,117,10,139,10,0.99536,51.03422,0.0,0.0,1.89286,8.282,11.43016,0.0,0.0,128.0,43.71685,0.0,0.42,2.29,-1.0,0.77675,0.17540271162579169,0.18761502603640842,0.09454342576523853,0.171573890248911,0.14764042894976162,0.16890144831559475,88.94702445209815,0.3993204748020342,88.8257472437571,17.234375,97.63512139000207,0.12224761867584202,1.5897834025378992,0.1836235169860049,64263.02939649973,690.3848011214255,54.75156995985243,0.1689815549414521,0.6638968627450978,0.13943080033038907,5.784344586624374,17233.033434527726
75,475,45.3219,13.4189,41,14.2709,0,118,117,10,139,10,0.99261,50.97156,0.0,0.0,0.71429,8.306,11.30326,0.0,0.0,128.0,43.87854,0.0,0.42,2.69,-1.0,0.778104,0.17542004225679597,0.1877658701693222,0.09499209329184786,0.17111170635206283,0.1473547618170365,0.16960976121899898,87.38480679818831,0.39710284875880714,88.85626251870963,17.01099537037037,97.62973014162414,0.12276566876083576,1.649821622474943,0.18371377404865738,64357.36446144588,689.5556497344683,54.85239777741609,0.1685608301403838,0.6660765098039213,0.1394543752746392,5.790744303274438,17150.51671132317
76,476,45.391,13.6513,41,15.3152,0,118,117,10,139,10,0.99691,50.98758,0.0,0.0,1.21429,8.302,11.5676,0.0,0.0,128.0,44.02109,0.0,0.42,2.361,-1.0,0.746917,0.1757989986038893,0.1881318782596135,0.09554922842223869,0.1709805761729548,0.14723559817121767,0.17032552862192152,87.36700256362423,0.39932047480203386,88.820646621859,17.070360725308642,97.62266469414968,0.12325070299732922,1.525529690105779,0.18390118386610152,64413.12061843855,688.709345210994,54.739549048152966,0.16827818106234863,0.6672358235294116,0.139662152769291,5.858496665992257,17226.962538389133
77,477,45.5126,13.8754,41,14.765,0,118,117,10,138,10,1.00044,51.08333,0.0,0.0,2.78571,8.31,11.77219,0.0,0.0,128.0,44.17991,0.0,0.42,2.196,-1.0,0.734801,0.1762726512584849,0.18855174405818884,0.09606430757457689,0.1706655811591893,0.14718943200895826,0.17125646525818775,87.93586791041317,0.3993204748020322,88.64373654364316,17.082851080246915,97.60101572063746,0.12376144940506789,1.2924548508855072,0.18407325783169964,64411.72594693084,687.8397252259715,54.73402762707369,0.16803695877853864,0.6698543725490195,0.1399789803377017,5.875702255331932,17297.63080227005
78,478,45.6903,14.3616,41,15.3543,0,118,117,10,138,10,0.99847,51.27438,0.0,0.0,0.64286,8.297,11.96805,0.0,0.0,129.0,44.35059,2e-05,0.42,2.143,-1.0,0.81004,0.17635602328835023,0.1888312429012271,0.09663052866433917,0.17041788832836766,0.1471859611357818,0.17197826845473355,85.75464399038385,0.3993204748020318,88.41226140812861,17.06833526234568,97.58120034671416,0.12419058159368104,2.166362460152673,0.18445784307899246,64467.91002333023,686.9468299332135,54.64005722234278,0.1678260946586161,0.6727694117647058,0.13972598533891437,5.871103484680646,17495.515761065602
79,479,45.7484,14.806,41,14.6513,0,118,117,10,138,10,0.99819,51.37206,0.0,0.0,1.32143,8.267,12.38765,0.0,0.0,128.0,44.50928,0.0,0.42,2.115,-1.0,0.782678,0.17701803044790565,0.18903338572405953,0.09712491779554741,0.170024120514188,0.14682415028871199,0.1726891205575028,85.32326767589586,0.3932618077797405,88.46391184854625,16.888985339506174,97.54892837359415,0.12433657085855765,1.9451294183000543,0.18473259657804572,64396.20253489339,686.0435437263778,54.649598863389755,0.16771521224014635,0.6753870588235293,0.139645467674275,5.91381439628727,17591.998186248944
80,480,45.8377,15.3665,41,15.2645,0,118,117,10,138,10,0.99737,51.43583,0.0,0.0,2.25,8.33,12.77505,0.0,0.0,129.0,44.60005,0.0,0.42,2.393,0.25823,0.77884,0.17771308159656504,0.18976777295439654,0.09771096737252093,0.1697090182338346,0.14619830602601633,0.1735392168263586,89.60475112364786,0.39326180777974,88.20544060456422,16.98611111111111,97.53799387671295,0.12439406964708762,2.7358297615928096,0.1848828239431107,64236.28577639592,685.1197908013953,54.55258122196904,0.16765413814541985,0.6765431372549019,0.1397249845247868,5.940194712851983,17617.17397106774
81,481,45.7133,15.9866,41,16.5339,0,118,117,10,138,10,0.99902,51.32733,0.0,0.0,2.03571,8.41,13.26753,0.0,0.0,129.0,44.67636,0.0,0.41,2.331,-1.0,0.763692,0.17802291913661406,0.19017148254556865,0.098305420919923,0.16960393515964559,0.14612009605242868,0.1740168950571944,86.53365565599012,0.39326180777974146,88.18706067018374,17.286940586419753,97.55315500318764,0.12447733768480579,1.9359440521788218,0.18491815069480103,64413.02048140976,684.1597720353834,54.60459956416377,0.1675252636137337,0.6770847058823486,0.14015072163599476,5.989358060712673,17443.53895033721
82,482,45.5158,16.7319,41,15.9667,0,118,117,10,138,10,0.99965,51.08858,0.0,0.0,1.78571,8.491,13.80788,0.0,0.0,128.0,44.75411,0.0,0.41,2.347,-1.0,0.717124,0.1782946704995124,0.19056646229461796,0.09892624974830527,0.16934067975144348,0.14632210340108232,0.17457282148130765,84.08718370500894,0.39710284875880214,88.20677842028262,17.419753086419753,97.57711465776894,0.12471104192325666,2.2981234412849036,0.18466691809757935,64425.39114196836,683.1639584811447,54.524517859941646,0.16743371344352873,0.677626274509804,0.14017720388223665,6.020793751738832,17152.834235999704
83,483,45.4372,17.4602,41,16.5041,0,118,117,10,138,10,1.00036,50.90148,0.0,0.0,1.42857,8.43,14.45086,0.0,0.0,129.0,44.78845,0.0,0.42,2.207,-1.0,0.737009,0.17854761305719483,0.1910514377608146,0.0995418438856573,0.16904443166367,0.1463655516802359,0.17535671727459,84.86705924080084,0.39710284875880353,87.78977960773105,17.665895061728396,97.60561297045561,0.1249585402284757,1.8191207629976027,0.18444785176088607,64454.15567306307,682.1181539166365,54.39714106807002,0.16759020845197348,0.6781466666666667,0.14025691519091416,6.1003048791069086,17118.43312110016
84,484,45.3629,18.1033,40,16.7142,0,118,117,10,138,10,1.0051,50.78642,0.0,0.0,2.25,8.491,15.08006,0.0,0.0,128.0,44.81435,0.0,0.42,2.772,-1.0,0.707834,0.17861422985441566,0.19138497786433603,0.10007185033875066,0.168478417976843,0.1457401631628146,0.1761340014339136,84.86913051267973,0.39326180777974057,87.3276380030722,17.937885802469136,97.61117275313678,0.12539003508937577,1.7244377532859878,0.18390091390446126,64446.262619209236,681.0196519454779,54.354594477900754,0.1679513516565035,0.6785721568627451,0.14024873478633781,6.185129744602107,17049.581391895837
85,485,45.2972,18.4938,40,18.154,0,118,117,10,138,10,1.00539,50.72486,0.0,0.0,1.82143,8.495,15.63636,0.0,0.0,128.0,44.72815,0.0,0.41,2.524,-1.0,0.59733,0.17846239496735758,0.19164405084163083,0.1002977519089011,0.16785397573117472,0.1456257615337331,0.17691378589376,85.06206501098156,0.3971028487588016,85.53910558997845,18.423996913580247,97.61891823574348,0.1261526671089607,1.344139087777234,0.18326671149294885,64425.83231417086,679.8306607957485,54.095623251832556,0.1683014205823188,0.6793808431372547,0.14035679402524423,6.2813552086678595,17037.653931849196
86,486,45.3094,18.301,40,19.1378,0,118,117,10,138,10,1.0012,50.81524,0.0,0.0,1.46429,8.482,15.98706,0.0,0.0,128.0,44.56774,0.0,0.42,2.553,-1.0,0.485337,0.17840178376448515,0.1918268084799176,0.10054949987794741,0.16739943163390042,0.14526460399162106,0.17752897012378752,86.8585140119345,0.39932047480203586,83.67622463810712,19.075761959876544,97.60451077911716,0.12726838283751796,1.6337891554591277,0.18283096982039249,64526.07609456919,678.5009713309638,53.771222338264366,0.16828071269528466,0.6797780392156864,0.14053577669947162,6.302493456709189,17077.080963103585
87,487,45.6037,17.8676,41,18.7279,0,118,117,10,138,10,1.00471,51.25772,0.0,0.0,1.82143,8.449,15.82393,0.0,0.0,128.0,44.46521,0.0,0.41,2.663,-1.0,0.422855,0.1784490172832511,0.1921991044733984,0.10119195045657149,0.16690033634868845,0.14491080951503757,0.17812109845664745,88.30588791771181,0.3993204748020398,82.38394776530006,19.444782021604937,97.5465099681883,0.12835825553752117,2.0779945014847163,0.1830142438927496,64529.07439827585,677.0884296677357,53.632945119598766,0.16814404806239258,0.6800294117647058,0.14053190127775197,6.3129543647339945,17395.944483024392
88,488,45.9957,17.0764,41,18.9311,0,118,117,10,138,10,1.00544,51.75585,0.0,0.0,1.28571,8.453,15.43991,0.0,0.0,127.0,44.40259,0.0,0.42,2.761,0.21283,0.350552,0.17860719447043763,0.19280837834878767,0.10207037183919188,0.1662767935403554,0.14481778927675665,0.17873765987494136,84.72332480931681,0.4015381008452672,80.92369808028369,19.91917438271605,97.48975461591266,0.12930725427424522,2.9759772554128276,0.18262709892272957,64690.404947723306,675.6281093320447,53.51885910976081,0.16787194334988248,0.679801568627451,0.14036442429000895,6.2913436829451745,17795.200149311706
89,489,46.08,16.5945,42,17.6422,0,118,117,10,138,10,1.00313,51.94968,0.0,0.0,2.03571,8.482,14.74992,0.0,0.0,127.0,44.26128,0.0,0.41,2.822,-1.0,0.355009,0.17881212956587575,0.1933247972148743,0.10293381748055658,0.16566384158218253,0.1446433952726963,0.17945324168070573,84.51855450775739,0.40537914182432894,80.25537540117398,20.32981288580247,97.44953997656586,0.12955903659141163,1.7502537549001949,0.18250198688006203,64636.47825731727,674.1497366498636,53.389732643410014,0.1676465740313383,0.6771917647058824,0.14019764723201664,6.242930260762228,17908.705646475715
90,490,46.094,16.9811,42,18.3583,0,119,117,10,138,10,1.00397,51.99014,0.0,0.0,2.42857,8.447,14.33015,0.0,0.0,128.0,44.10142,0.0,0.41,2.917,-1.0,0.358522,0.17938823865476186,0.19376551593765792,0.10414267582011347,0.16513168936703554,0.144107268983228,0.18010842660424584,85.98574061992946,0.4075967678675514,80.49290085655039,20.427613811728396,97.45594701604902,0.1294103135368379,1.62732457043985,0.18236396902537572,64432.53515889432,672.6740898689773,53.24831117229697,0.16762500122059892,0.6743835294117646,0.14007266307917607,6.211645082083457,17959.193862424847
