,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubcol.1.0,cubrow.0,blur,staticness,blockiness,color_fulness,tone,noise,movement,saturation,cubrow.1.0,cubrow.0.5,cubrow.0.3,temporal,cubcol.0.5,cubcol.0.3,contrast,fft,cubrow.0.6,cubcol.0.6,uhdhdsim
45,145,54.3124,10.5394,58,16.7847,0,94,123,16,128,9,1.0094,53.04117,0.0,0.0,0.14286,4.646,9.04998,0.0,0.0,130.0,35.31046,0.00207,0.45,1.415,-1.0,0.66489,0.2953229769068734,0.06792212353460428,0.20290774733197314,18168.483304122863,209.08037396775376,3.471764190577944,148.69323787652152,0.4931713725490196,0.6171567132699373,8.17602237654321,33.81740372269242,0.07313391974837163,0.17147894699679747,0.1014692553677335,4.378369697304662,0.14096988690741558,0.152511127085103,92.56461938816778,72109.21348391702,0.13362619621696806,0.15734707863087394,85.14685524525503
46,146,54.2217,10.5767,58,16.6749,0,94,123,16,128,9,1.01461,52.95587,0.0,0.0,0.10714,4.62,9.0409,0.0,0.0,130.0,35.31155,0.00212,0.45,1.319,-1.0,0.66266,0.296367240099605,0.06846606853284495,0.20258064742042256,18071.795948903073,208.52968353351426,2.90703525830257,148.6670298312426,0.49291137254901957,0.6155332983341042,8.251157407407407,33.894637873143324,0.0732278906068054,0.17125414245757817,0.10098748992364594,4.364944554721421,0.14068976836409,0.15135749804466703,88.76287042665815,72321.04617595588,0.13351283899799765,0.15683604899161152,85.2169612503717
47,147,54.0739,10.3074,58,16.2303,0,94,123,16,128,9,0.99189,52.83696,0.0,0.0,0.0,4.657,9.07155,0.0,0.0,130.0,35.29955,0.00241,0.45,1.416,-1.0,0.691976,0.2970186040560665,0.06850562848029387,0.20229437570842052,17641.75745713351,207.98600994165042,3.0730387966718222,148.5558179418689,0.49291137254901957,0.6155332983341042,8.343557098765432,33.65201163586275,0.07342756150138423,0.17116898354154128,0.10054212606957862,4.401343180372267,0.1412379445847221,0.1504595413152564,92.9152430719673,72066.87828145974,0.13333231079649246,0.15633798075794325,85.24435557604441
48,148,54.1217,10.2926,59,15.3658,0,94,123,16,128,9,1.01091,52.88794,0.0,0.0,0.0,4.62,8.8401,0.0,0.0,130.0,35.29799,0.00228,0.45,1.363,0.13014,0.658156,0.29684771004518296,0.06864572349520184,0.20214315401840885,17756.089496646327,207.44177146279472,3.5208558313431997,148.75098194029357,0.49260588235294117,0.6183451354847328,8.345582561728396,33.862862481011284,0.07369380149269543,0.17129502407921748,0.10026461041702645,4.3626376080800195,0.14169898846609696,0.1495621675837165,92.54465693376862,72089.93568744064,0.133176230915758,0.15569077037862233,85.16293310623
49,149,54.0226,10.396,59,16.746,0,94,123,16,128,8,0.9946,52.78312,0.0,0.0,0.17857,4.612,8.82804,0.0,0.0,130.0,35.28689,0.00235,0.45,1.309,-1.0,0.675942,0.297207527345809,0.06875097391633604,0.20183358350708974,17596.25815943897,206.90261074882469,3.3095501416102024,148.6173067180755,0.4923756862745098,0.6193743393131653,8.453317901234568,33.7632676112799,0.07384688237900658,0.1712148009876782,0.09997171502649166,4.346265166511788,0.14126267356881597,0.1491711444437145,91.94789109656838,71666.63247006827,0.13305736335820245,0.1548437274612081,85.18323994232833
50,150,53.8154,10.409,58,16.6979,0,94,123,16,128,8,1.00652,52.58911,0.0,0.0,0.03571,4.642,8.91622,0.0,0.0,131.0,35.26352,0.00239,0.44,1.311,-1.0,0.686742,0.2979916792412292,0.06911228685938635,0.20121419374611613,17394.190159547543,206.36076415124822,3.2983776378806295,148.76602190732785,0.4923607843137254,0.6110980462476449,8.748360339506172,33.62588218406395,0.07449946162532309,0.1710349125662663,0.0995409794297932,4.372881302829026,0.14107045817164127,0.14842796769442654,92.36130769857903,71761.68701619946,0.13275087837718189,0.15476956449955123,85.28054189431344
51,151,53.7373,10.3372,58,18.4856,0,94,123,16,128,8,1.00116,52.52451,0.0,0.0,0.39286,4.63,8.92817,0.0,0.0,131.0,35.26242,0.00223,0.46,1.288,-1.0,0.658779,0.298502232326602,0.0693296231849544,0.20057121092564192,17100.822692492202,205.81656134594098,3.0320314680774443,148.56762779385102,0.4923607843137254,0.6171567132699369,8.786361882716049,33.76291873131269,0.07461423539987912,0.1708677088700522,0.0990850970013169,4.380398088071383,0.14128825077192073,0.1479577172899229,92.43514496120173,71338.70504081197,0.13255155649832304,0.15457371966464384,85.20885307844912
52,152,53.6292,10.2345,58,16.8579,0,94,123,16,128,8,1.01538,52.42155,0.0,0.0,0.10714,4.641,8.86512,0.0,0.0,130.0,35.24625,0.00221,0.44,1.378,-1.0,0.62898,0.298740043874411,0.0696337807078925,0.20000521437849064,16904.276448685592,205.26617775259783,3.717093662104243,148.50400362842913,0.4920482352941176,0.6155332983341038,8.810522762345679,33.483977329583816,0.07462596782465682,0.17067462884346604,0.09862659883497212,4.377530591612595,0.14172158258165848,0.14740183501820844,92.4562065709555,71475.47201452397,0.1323007185784658,0.15517919264888974,85.2273368702209
53,153,53.3411,10.6093,57,16.9011,0,94,123,16,128,8,0.99525,52.17936,0.0,0.0,0.5,4.642,8.77766,0.0,0.0,130.0,35.22338,0.00242,0.45,1.428,-1.0,0.667484,0.2990006328006809,0.06963939042789849,0.1995094313486855,16312.124006701482,204.723520487384,3.6928498366187035,148.41785523486584,0.4920325490196078,0.612721461183474,8.77170138888889,33.5805584942853,0.07465315080988096,0.1706088503946792,0.09827123521040385,4.299138325534337,0.1423849941979211,0.14704354097723954,92.42867439693059,70957.58410099955,0.13220411106180405,0.1558936518428598,85.33089231658798
54,154,53.3839,10.3439,58,18.2318,0,94,123,16,128,8,1.0071,52.22125,0.0,0.0,0.21429,4.647,9.10075,0.0,0.0,131.0,35.19946,0.00229,0.44,1.373,-1.0,0.661856,0.29851784825444505,0.06961837019810015,0.19906934151708935,16172.47780819113,204.19265247840963,3.906210131009569,148.66552400125272,0.4909392156862745,0.6155332983341054,8.749228395061728,33.683637830946175,0.07489446268053666,0.17032058377943302,0.0978589909298374,4.38909441545846,0.1432344327371028,0.14656260317688807,92.47533297654522,70731.89017967695,0.1318827017846178,0.15588946650421953,85.2612856979004
55,155,53.5193,10.3622,58,16.4007,0,94,123,16,128,8,1.009,52.32174,0.0,0.0,0.14286,4.681,8.87294,0.0,0.0,131.0,35.17802,0.00221,0.44,1.353,-1.0,0.66564,0.2974838814549731,0.06972300427656561,0.1986469165979077,16382.074859587721,203.64079561249054,3.6517804113892254,148.3441720687489,0.4909392156862745,0.6122864684624365,8.976514274691358,33.452489405502504,0.07552790793225117,0.17025627436357113,0.09750070027170515,4.283644553532451,0.14303270956942743,0.14606880327714983,90.90464554052915,70699.21827585733,0.13177038024924487,0.15575868979993157,85.27035852630098
56,156,53.3924,10.3806,58,16.2819,0,94,123,16,128,8,1.00799,52.21417,0.0,0.0,0.03571,4.671,8.88848,0.0,0.0,131.0,35.13259,0.00237,0.45,1.405,0.13169,0.686177,0.2966317314984821,0.06991955344869429,0.1980683979040744,16000.698426622183,203.10609507745914,3.184152793414875,148.37611587050873,0.49069411764705884,0.6094746313118123,9.03587962962963,33.47526682159047,0.07600388896550685,0.1702985527925364,0.09719532885741178,4.276174073339872,0.1430153485574219,0.14641491004000007,89.50407059586026,70581.56800026272,0.13162385384180073,0.15573736930681467,85.33233082434194
57,157,53.1647,10.072,58,17.326,0,94,123,16,128,8,1.01491,52.00861,0.0,0.0,0.25,4.643,8.90598,0.0,0.0,131.0,35.07998,0.00196,0.44,1.308,-1.0,0.665703,0.2956153151609308,0.06993108690724602,0.19750404849791645,15714.980789625906,202.56449095719614,3.6231315804703152,148.5513996219458,0.49069411764705884,0.6094746313118143,9.042534722222221,33.40193364649643,0.07636091196201202,0.17040787005684685,0.09679457588279759,4.303734064375044,0.1428783637260415,0.14718776721208002,90.41451556110482,70418.85921375942,0.13160301851977926,0.15507862469184633,85.36749729499968
58,158,53.0651,10.1062,57,16.6474,0,94,123,16,128,8,1.00572,51.88255,0.0,0.0,0.17857,4.63,8.64545,0.0,0.0,131.0,35.00421,0.00216,0.44,1.364,-1.0,0.689677,0.29450859606537705,0.06984581389782152,0.19672130841263136,15744.118651643064,202.03544483244852,3.7895957863769243,148.20099723833127,0.49069411764705884,0.6094746313118093,9.026813271604938,33.50025299449026,0.07650186991920664,0.17071018150489034,0.09654915475565948,4.182612600688507,0.14260092784638445,0.1479611687617537,91.1155162099527,70453.52445282911,0.13169726939473972,0.15461347419399124,85.43806140722553
59,159,53.0121,10.1261,57,16.3954,0,94,123,16,128,8,0.99954,51.8193,0.0,0.0,0.10714,4.598,8.67895,0.0,0.0,131.0,34.97124,0.00213,0.44,1.379,-1.0,0.713515,0.29323794798540154,0.06984559496820539,0.19596432644085374,15576.194026455672,201.52558959021596,4.173727545212601,148.21319455323703,0.49069411764705884,0.6094746313118088,8.950810185185185,33.610862072603204,0.07647949216341109,0.17098316109780118,0.0962550621226383,4.2638869850098295,0.14234824828157688,0.1485185193388857,89.18819476100917,70474.55995768968,0.13169775000226386,0.15426018358592053,85.39957333493903
60,160,52.8596,10.1669,57,16.6772,0,94,124,16,128,8,0.98899,51.69226,0.0,0.0,0.21429,4.637,8.68899,0.0,0.0,131.0,34.92157,0.00221,0.45,1.349,-1.0,0.678407,0.29266478715623123,0.06989704817289004,0.19476684906018513,15343.53339811933,201.035924734736,3.7154472431696095,148.29778882879302,0.49069411764705884,0.6094746313118095,9.08275462962963,33.42074547284915,0.07617797762771221,0.17120856855869515,0.09589098729177097,4.232861724301611,0.14216136377154148,0.14857548973129214,91.92218099593885,70339.05811104375,0.13143567090667208,0.153512133435543,85.38529985608051
61,161,52.8193,10.0355,57,15.1719,0,94,124,16,128,8,0.99501,51.67284,0.0,0.0,0.0,4.624,8.72487,0.0,0.0,131.0,34.88388,0.00251,0.44,1.473,-1.0,0.725452,0.2926481762148231,0.06988351562485659,0.19399314450690736,15121.80036357489,200.57825629675017,2.911933054896526,148.3328962759636,0.49069411764705884,0.6094746313118092,9.139467592592593,33.2485050154321,0.0760067318002845,0.17134786258055826,0.09532217203990832,4.2791324815012075,0.14183581199458417,0.14852938034711496,91.96749041214596,70450.026603005,0.13088187467878398,0.1528557685098046,85.40865219700888
62,162,52.8019,10.0517,58,16.0073,0,94,124,16,128,8,1.00333,51.70328,0.0,0.0,0.28571,4.599,8.61164,0.0,0.0,130.0,34.8614,0.00222,0.44,1.464,-1.0,0.704077,0.2907164103978927,0.06992355656942474,0.19356258242095437,14992.266917505589,200.14277162235658,3.741356696867485,148.4918961382044,0.49069411764705884,0.6139098833982697,9.054494598765432,33.411804952739196,0.0759487004014554,0.17174596206711196,0.09494233513275503,4.230922292657011,0.14156510895212537,0.14926835562843596,91.86831165929406,69941.16710905076,0.13075330333540428,0.1524235159279924,85.38540426704651
63,163,52.898,10.3394,58,16.9332,0,94,124,16,128,8,1.0073,51.78703,0.0,0.0,0.32143,4.599,8.62783,0.0,0.0,131.0,34.84755,0.00231,0.44,1.491,-1.0,0.741324,0.28846920536991116,0.0699272110708529,0.19310210053174554,15038.218932254997,199.71950737093493,2.98434095314275,148.655269904381,0.49069411764705884,0.6094746313118106,9.049913194444445,33.42225006480276,0.07571959019217853,0.1723059422453197,0.09463513458944368,4.200795049094383,0.14146058993959076,0.1506594721643474,90.82762294452552,70015.84908200342,0.13088440336298962,0.15121311628670658,85.37514500703169
64,164,52.9972,10.0667,58,18.1783,0,94,124,16,128,8,1.00132,51.89597,0.0,0.0,0.0,4.633,8.87694,0.0,0.0,131.0,34.88209,0.00238,0.45,1.624,0.13259,0.713712,0.28640744452166833,0.07019686147809782,0.1923792370195108,15237.834558481047,199.32558357252168,3.51480944006283,148.65017973649734,0.49069411764705884,0.6094746313118122,8.934895833333334,33.355117986231676,0.07556569743448327,0.1726630161834687,0.09417159014919048,4.251264922358052,0.14121368826587702,0.15139060503264737,92.91115805018165,70081.81250916164,0.13095372991706705,0.15043339520577073,85.378374990261
65,165,53.0655,10.2323,58,16.3696,0,95,124,16,128,8,1.00513,51.97614,0.0,0.0,0.07143,4.572,8.64515,0.0,0.0,131.0,34.88081,0.00224,0.44,1.574,-1.0,0.749235,0.2825738194933002,0.07065537725682601,0.1917261362526048,15163.629507681755,198.9457405441163,3.5241381783049044,148.7721560075957,0.4906345098039215,0.611098046247645,8.99826388888889,33.20523561077353,0.07530564636585177,0.1733766773940285,0.09373300048083717,4.202831306573266,0.14153761343344132,0.15213734213694383,92.79775947690894,69953.02635756116,0.1309935084800104,0.14962461380064745,85.3058594534494
66,166,53.1395,10.474,58,15.3002,0,95,124,16,128,8,1.01976,52.04875,0.0,0.0,0.21429,4.61,8.77898,0.0,0.0,131.0,34.88422,0.0022,0.45,1.622,-1.0,0.742822,0.2791390308320152,0.07090870646160992,0.19120395472177162,15253.875959769319,198.58898493471455,3.356243410763905,148.53036421026658,0.49181019607843135,0.6094746313118122,8.99194637345679,33.32012920615114,0.0750620593331972,0.1740857132799325,0.09346204295559211,4.21874592287564,0.14203786644818786,0.15251561081409853,89.65721507227019,69951.69326261121,0.13124917345258424,0.14863342079923453,85.33904580836115
67,167,53.0659,10.5185,58,16.987,0,95,124,16,128,8,1.0017,51.97432,0.0,0.0,0.25,4.606,8.98915,0.0,0.0,131.0,34.86536,0.00201,0.45,1.789,-1.0,0.73036,0.27465677532745975,0.07099987293885207,0.19084737996521398,15284.189814717161,198.24173418486305,3.7397480861326415,148.60689446643332,0.4915423529411764,0.6072570052685835,8.849681712962964,33.01272130895544,0.074628071340725,0.17439834330363962,0.09298737748123966,4.301837103974975,0.14238942364848492,0.152400582922456,92.27064176489236,70065.62192448799,0.13133966248521828,0.14813765800805598,85.40647457202311
68,168,53.2839,10.6767,58,17.319,0,95,124,16,128,8,0.97548,52.19184,0.0,0.0,0.0,4.608,9.02441,0.0,0.0,131.0,34.83444,0.00235,0.45,1.925,-1.0,0.701933,0.2713491126583838,0.07118826768964559,0.19063802401799984,15588.291169816846,197.90215510444452,3.4427345517013017,148.72927193226178,0.4907090196078431,0.6094746313118137,8.885030864197532,32.84952780641156,0.07453406061866683,0.1749838303583332,0.09267347157816701,4.243386208853693,0.1431213982089802,0.1526357257121675,90.3038940732783,70161.48178758904,0.13145150325757068,0.14885593726927984,85.354909129577
69,169,53.4298,10.7336,58,17.4084,0,95,124,16,128,9,0.99242,52.3498,0.0,0.0,0.03571,4.637,9.15781,0.0,0.0,131.0,34.77492,0.00218,0.45,2.219,-1.0,0.717197,0.26761599427236454,0.07138903744953275,0.18996085984717556,15745.115282424315,197.58754260463644,3.252724662318345,148.85736704990146,0.4890274509803921,0.609474631311811,8.805314429012345,32.61906489619502,0.07448494267454642,0.17555823796722939,0.09246054699075798,4.312328752489463,0.14336399822895662,0.1527118669905665,89.84649145134334,70313.92838522719,0.1317580808735757,0.1481700123073357,85.37737425042978
70,170,53.8748,10.6193,59,17.5573,0,95,124,16,128,9,1.01216,52.8169,0.0,0.0,0.0,4.616,9.20765,0.0,0.0,131.0,34.77629,0.00206,0.45,2.127,-1.0,0.701057,0.2634382552126734,0.07149433457191341,0.1890312141250968,16056.518205801849,197.29193143405814,3.9317282878382427,149.35459788126332,0.48878941176470575,0.6171567132699388,8.58154899691358,32.77128563398196,0.07447180157785675,0.17614085426616286,0.09229085837319104,4.305454635914026,0.14362772476639768,0.15298025681508431,88.61301243878107,70613.48474919503,0.13220900876935274,0.14761481719581604,85.28488625930402
71,171,54.0106,10.676,59,16.3546,0,95,124,16,128,9,1.00362,52.98154,0.0,0.0,0.0,4.607,9.11081,0.0,0.0,131.0,34.87009,0.00233,0.45,1.9,-1.0,0.687564,0.2601767076607748,0.07186555081124311,0.1885586406545134,16180.440844144545,197.01592768489513,4.211929361292907,149.75344159500514,0.4898160784313725,0.6215919653563975,8.621913580246913,32.80884617934992,0.07449719963966459,0.17680755103077558,0.09197659190727062,4.334896497351109,0.14390765710028117,0.15357651278351434,92.86631782138849,70605.72901733972,0.13235704097939344,0.14714268588050083,85.25866782932272
72,172,54.1852,11.1028,59,15.9767,0,95,124,16,128,9,0.99861,53.17072,0.0,0.0,0.03571,4.597,9.15898,0.0,0.0,131.0,34.96107,0.00231,0.45,1.935,0.13156,0.668646,0.2573559890439003,0.07226283231871593,0.18810181496984185,16211.558609982838,196.777066374693,3.997727671026947,150.09980156734127,0.4915423529411764,0.6238095913996263,8.479793595679013,32.90238293306327,0.07457573924378476,0.17751209659901312,0.09176198354673247,4.29066132747128,0.14483120445156436,0.1539052095364322,92.3349857865573,70676.52902946227,0.1326169224147406,0.146930263676797,85.22962587314622
73,173,54.1524,11.2808,59,16.4214,0,95,124,16,128,9,1.00682,53.1652,0.0,0.0,0.03571,4.604,9.53,0.0,0.0,131.0,35.0132,0.00206,0.45,2.18,-1.0,0.687235,0.2543208935279533,0.07245221978859642,0.18754237828430748,16158.137440991142,196.5407396233287,4.922713893828278,150.35038305325935,0.49181803921568623,0.623809591399625,8.496141975308642,32.76871386869454,0.07445557169263613,0.17787929786377268,0.09178130577978821,4.369658978951949,0.14554472740649166,0.15305277352671157,92.5047922084631,70753.54104033193,0.13286753053215045,0.1466939747130599,85.23273718578496
74,174,54.4618,11.083,60,19.3592,0,95,124,16,128,9,1.02324,53.45093,0.0,0.0,0.14286,4.615,9.68173,0.0,0.0,131.0,35.06785,0.002,0.45,2.08,-1.0,0.646927,0.2507116722990659,0.07248653396606314,0.1866432891731583,16486.773519707127,196.32183819555334,4.527782762178242,150.51426577715307,0.49181803921568623,0.6238095913996277,8.488088348765432,32.62173970540365,0.07450054482384018,0.17785752067463415,0.09156374800298135,4.414255798737455,0.14597986136152524,0.15177629097736575,92.7542388939726,70859.48842975231,0.13285297534895035,0.14664820936873926,85.17027728848208
75,175,54.3242,11.1815,60,18.2761,0,95,124,16,128,9,0.99546,53.35606,0.0,0.0,0.21429,4.613,9.50898,0.0,0.0,131.0,35.09163,0.00259,0.45,2.252,-1.0,0.573838,0.2468603211218425,0.07252489521661289,0.185605875763266,16335.220033550286,196.12340093998256,3.7321054303760595,150.87511521194136,0.4920403921568626,0.6282448434860867,8.439429012345679,32.70422740041474,0.07485330353280997,0.17771847794542214,0.09116019914634496,4.317934526793441,0.14633832826438067,0.15140351444587113,93.0589895608523,70931.23247758957,0.13301878625216665,0.14677686512898774,85.22159033256145
76,176,54.3953,11.3512,60,16.8767,0,96,124,16,128,9,0.9835,53.43701,0.0,0.0,0.14286,4.623,9.59331,0.0,0.0,131.0,35.13838,0.00229,0.44,1.942,-1.0,0.599287,0.24362051432310705,0.07266705929482374,0.18504760978127807,16381.236555945969,195.92702756253695,3.3437942723263716,150.80633435108325,0.4921156862745098,0.6283827306534276,8.602961033950617,32.62234120310089,0.07509780733716866,0.1773057641343529,0.09131301118326646,4.264616994324566,0.1467142123260646,0.1514036218872609,93.01219881579254,70695.92399808124,0.13322372218161596,0.14794887293421013,85.21805147312779
77,177,54.4761,11.3264,60,18.0294,0,96,124,16,128,9,0.98731,53.50638,0.0,0.0,0.0,4.624,9.7404,0.0,0.0,131.0,35.15691,0.00206,0.44,1.835,-1.0,0.556114,0.24108822889719494,0.07273789947938329,0.18435049619559657,16451.340282068926,195.7503293671768,4.473118438333318,151.30150669653355,0.49181019607843124,0.6254330063354612,8.626060956790123,32.48328013478974,0.07527022364111524,0.17712776013496184,0.09137314115611986,4.352016865468825,0.14698302974758182,0.15090814671198893,93.18193236041509,70864.58448941528,0.13328739886363236,0.14816822270108243,85.26718182487113
78,178,54.5627,11.4291,60,16.9394,0,96,124,16,128,9,0.99712,53.61326,0.0,0.0,0.0,4.669,9.71555,0.0,0.0,131.0,35.21086,0.00222,0.45,2.228,-1.0,0.546386,0.23810586349206325,0.07283833661724932,0.18398531839802598,16632.153831994932,195.58496266623365,3.3378882487759576,151.36484273284808,0.49146705882352926,0.6282448434860851,8.704330632716049,32.35031259795766,0.07557733909526862,0.17666089708046845,0.09084075467501324,4.34999652629822,0.14695571769528123,0.15032834971019637,89.70880700414989,71026.44644892012,0.13318715822586175,0.1483795584786292,85.21108961251346
79,179,54.6688,11.6576,60,16.8639,0,96,124,16,128,9,0.98171,53.74552,0.0,0.0,0.42857,4.669,9.80827,0.0,0.0,132.0,35.2772,0.00217,0.45,1.846,-1.0,0.527689,0.2353293695661682,0.07294228392458905,0.18360381698614484,16669.136970331252,195.44010510779586,3.1016779119944964,151.63361050604084,0.4910066666666667,0.6298682584219212,8.780864197530864,32.31858185191213,0.07583930433530851,0.1761330429122373,0.09043403932349686,4.2901618668622055,0.14725446445702173,0.15123980891325262,91.4999187710265,70824.56931553484,0.1331715069553909,0.14941767135427986,85.23052917140234
80,180,54.6737,11.8258,61,17.6286,0,96,124,16,128,9,0.99126,53.77451,0.0,0.0,0.14286,4.679,10.00288,0.0,0.0,132.0,35.31911,0.00238,0.44,1.954,0.13542,0.49172,0.23269206770964343,0.07296148149957671,0.1830436902545522,16579.93682166481,195.30569537949233,3.7810972046249605,152.01846488159725,0.4923835294117647,0.6298682584219258,8.815538194444445,32.38126608766155,0.07627793569158375,0.17544426237692076,0.08988051818192569,4.337826029747142,0.14777400440416966,0.15173679950687657,92.23342449845188,70943.83102530388,0.1332174746456018,0.14951243705892603,85.20229861407272
81,181,54.6152,11.8474,61,18.1746,0,96,124,16,128,9,1.00427,53.75992,0.0,0.0,0.03571,4.697,10.14908,0.0,0.0,132.0,35.34821,0.00239,0.45,1.991,-1.0,0.467509,0.23073301238555488,0.07299977201678393,0.18220674554295696,16417.65788429051,195.18770460100606,3.3334237949377465,152.02870950819488,0.49268117647058823,0.6359269254442139,9.009066358024691,32.219415735315394,0.07641813394591435,0.174522444004437,0.08926340094280136,4.412365732140374,0.1488549298095742,0.15082105850001667,91.3805773555765,70900.68963164212,0.1331298329215026,0.1494577706086341,85.19501525354441
82,182,54.8118,12.1799,61,18.3107,0,96,124,16,127,9,1.00111,53.94196,0.0,0.0,0.10714,4.72,10.16611,0.0,0.0,132.0,35.3926,0.00212,0.44,1.947,-1.0,0.463587,0.22854310327287214,0.07316552252771608,0.18123647924911573,16674.665455101942,195.07282026834898,3.8161984242812275,152.34732818867639,0.4926286274509804,0.6359269254442156,9.063560956790123,32.14532376513069,0.07649599458786345,0.17377951196650518,0.0888271276826688,4.400103756258893,0.1496082872990739,0.1498708545596218,92.25743228629618,71235.89284658819,0.13300481279451618,0.14971633823818425,85.18485718172174
83,183,54.7693,12.5331,61,19.1069,0,96,124,17,127,9,1.0005,53.92802,0.0,0.0,0.21429,4.754,10.45407,0.0,0.0,132.0,35.44001,0.00233,0.44,1.76,-1.0,0.439078,0.22550125905813015,0.07329913251036685,0.18045826827925027,16601.17352282074,194.96505287527836,4.130823840639594,152.26742166725884,0.4926741176470589,0.6343035105083824,9.114583333333334,32.04011140046296,0.07671063391980233,0.17333009825164736,0.0882596060865863,4.427878251073212,0.14991342376288,0.14935180244973859,92.45594812016886,70799.35895979695,0.13279339241021193,0.1506793859152441,85.21513111319614
84,184,54.7296,13.2382,61,19.4266,0,96,124,17,127,9,0.99737,53.89393,0.0,0.0,0.10714,4.794,10.75748,0.0,0.0,132.0,35.5006,0.00208,0.44,1.864,-1.0,0.441638,0.22299531087316388,0.07341603174883049,0.18001303072041902,16723.125433164198,194.87780880999543,4.568915691917467,152.3703258875138,0.4932787843137227,0.6343035105083815,9.187934027777779,32.02268661687403,0.07697482121981557,0.17292061109419046,0.08779572789482666,4.560232415388054,0.15015445001722386,0.14890259624214994,92.92032220725739,71132.3766587603,0.13231141516738595,0.15151855445682672,85.29154382281368
85,185,54.7994,13.1626,61,20.1017,0,97,124,17,127,10,0.99194,53.96739,0.0,0.0,0.21429,4.787,11.36347,0.0,0.0,132.0,35.5336,0.00238,0.44,1.84,-1.0,0.401264,0.22027370364455548,0.0734964088195,0.17981779165135756,16816.404022754283,194.78321653255315,4.31164673861206,152.51698130006469,0.4948529411764706,0.6343035105083826,9.293402777777779,31.780866458092206,0.07716240293705598,0.1729846014960783,0.08768936821874714,4.809261593460193,0.15017989367909731,0.14813031487260267,93.06308314642195,70992.57341324374,0.1320650432780349,0.15065899072139038,85.22519312115799
86,186,54.6645,13.8037,61,21.489,0,97,124,17,127,10,0.98576,53.83407,0.0,0.0,0.21429,4.863,11.29584,0.0,0.0,132.0,35.54067,0.00211,0.43,1.821,-1.0,0.377062,0.21738730933081707,0.07366131130936826,0.17989917332418245,16825.06345414198,194.70877432061607,3.518223011297262,153.03136275626505,0.4943556862745098,0.6298682584219261,9.511091820987655,31.80313675491898,0.07788338801845107,0.17283321043829034,0.08762851459335032,4.752487723713046,0.1503341780241609,0.14860274785026933,93.05844213673635,71025.79218422595,0.13172164868530156,0.15006581855612824,85.35461267834049
87,187,54.3498,14.3221,60,23.4961,0,97,124,17,127,9,1.00287,53.47655,0.0,0.0,0.17857,5.014,11.84455,0.0,0.0,132.0,35.55817,0.00222,0.44,1.785,-1.0,0.38828,0.2139203369487422,0.07388851546301624,0.18002710703854977,16980.343578859385,194.63511032702735,3.8988473705061737,152.9688012801314,0.49436274509803924,0.6232153802922281,9.609278549382717,31.80966921205874,0.0785489266264578,0.17203787206605256,0.08745762247056563,5.010940640834521,0.1502804559610629,0.14879862516490625,92.71229596505562,71258.76763169366,0.1312637243238449,0.14946771453094762,85.5667340557231
88,188,54.5141,13.9551,60,23.552,0,97,124,17,127,10,0.9927,53.64474,0.0,0.0,0.14286,4.94,12.29003,0.0,0.0,132.0,35.56224,0.00203,0.43,1.682,0.13503,0.372478,0.2112574931284564,0.07395316729286133,0.17982308573531022,17096.28612258631,194.56474122194342,2.721221591778789,153.11533761547196,0.4943556862745098,0.6260272174428573,9.803530092592593,31.567771440670818,0.07917578138188087,0.17127582404703878,0.0876333356113942,5.194669716223366,0.15042443701038785,0.14888256180858622,93.10269492965175,71412.562937424,0.13091781592132934,0.14946075106047396,85.48339443409236
89,189,54.9189,13.9894,61,23.3364,0,97,124,17,127,10,0.97596,54.05043,0.0,0.0,0.5,4.902,11.9762,0.0,0.0,132.0,35.63044,0.00231,0.44,1.498,-1.0,0.358293,0.20799726601301485,0.07410599681663975,0.17970386979540473,17449.570251529658,194.4975372580482,3.2900504446352072,153.19890357428272,0.4942952941176471,0.6320858844651499,9.83154899691358,31.624167171525368,0.07958404014733539,0.17074382500534085,0.08769544091020788,5.016734357880747,0.14968791986376542,0.14851598681350764,93.02647316702769,71441.92447566775,0.13078430184174805,0.1501663644712426,85.33480339543203
90,190,54.9742,13.8376,61,22.2931,0,97,124,17,127,10,0.99749,54.107,0.0,0.0,0.17857,4.918,12.00845,0.0,0.0,132.0,35.72441,0.00238,0.44,1.707,-1.0,0.380264,0.20517673688371368,0.07420025187111419,0.17977139512226914,17542.460836163973,194.43648128828463,2.528373741520329,153.42283467293078,0.4950980392156863,0.6298682584219225,9.764998070987655,31.455306818455824,0.07996483207412064,0.17017515526161306,0.08780093056300575,4.955046114405473,0.1494489603741909,0.14791871022313374,89.80292265765553,71603.5223623641,0.1301247428152599,0.14923090493760519,85.28649344568215
