,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubcol.0.3,contrast,cubcol.1.0,temporal,movement,noise,cubcol.0,tone,cubcol.0.5,fft,cubrow.0.5,cubrow.0.3,uhdhdsim,cubrow.0,saturation,cubrow.0.6,color_fulness,cubrow.1.0,staticness,cubcol.0.6,blur
45,45,48.229,17.0858,27,21.433,0,117,113,11,138,14,0.99952,44.23012,0.0,0.0,3.10714,5.224,14.80633,0.0,0.0,125.0,27.01453,5e-05,0.31,1.447,-1.0,1.612025,0.8721478367476622,0.10167742391236059,87.84369503928957,0.07600788718236921,4.762897228338656,11.937065972222221,0.29616391703668143,0.0747235218450344,0.4108831372549019,0.07629935700285352,66762.9268790067,0.08297754932814348,0.17110219588872624,96.39260512484893,0.22985456748133995,62.80462420428241,0.08213655447926016,79.58417100072037,0.06879605968569366,459.8747015301007,0.07423195075482768,19525.481534989896
46,46,48.1066,17.0325,27,21.1352,0,117,113,11,138,14,1.0004,44.13361,0.0,0.0,5.32143,5.25,14.66024,0.0,0.0,124.0,27.01167,3e-05,0.31,1.474,-1.0,1.70263,1.1202235572859451,0.10124846977608565,90.86921139283666,0.075143271803326,4.635149250158495,11.83545524691358,0.2945405021008445,0.0748372645189615,0.414344705882353,0.07595499278436119,66604.1224394171,0.08326876316845708,0.17132885447603458,96.4608028214331,0.22996790520113733,62.8494633804133,0.08215217472231018,79.84071519575734,0.06910078685984501,459.2193424094504,0.07412159830843769,19412.662089368932
47,47,47.8743,17.2281,27,20.4369,0,117,113,11,138,14,0.99897,43.97471,0.0,0.0,4.64286,5.287,14.61431,0.0,0.0,123.0,26.97174,5e-05,0.31,1.457,-1.0,1.657275,1.2534885902962405,0.10091338579647499,88.70626216729245,0.07477958182962008,4.590265660879396,11.867766203703704,0.2884818350785501,0.07479179867044755,0.4140164705882353,0.07678607001063081,66640.71947436416,0.0832577594022756,0.17196875110802792,96.44170411282445,0.23000805625261594,62.95216275438851,0.08218447562585063,80.1185077309071,0.06925560929989098,458.71338413228796,0.0738852978070394,19029.101087319425
48,48,48.451,17.6352,27,21.0256,0,117,113,11,138,14,1.00242,44.49624,0.0,0.0,5.10714,5.254,14.78183,0.0,0.0,123.0,27.04392,2e-05,0.31,1.453,0.37256,1.654738,1.3996306076924032,0.10050489793709104,86.37352612269187,0.07455119703789544,4.601330301971323,12.231047453703704,0.29010525001438975,0.07481094423106875,0.4163933529411764,0.07641080680636234,66631.08003950938,0.08286790341474205,0.17304309422796024,96.28709323407763,0.2300345123699952,63.0668248306086,0.08208014537844417,80.62591195381681,0.06957676913231929,458.3048786301028,0.07362236734615886,19612.53700673845
49,49,48.3875,17.4563,28,21.1861,0,117,113,11,138,14,1.00407,44.43677,0.0,0.0,5.85714,5.298,15.13561,0.0,0.0,121.0,27.07732,6e-05,0.31,1.301,-1.0,1.677436,0.9717782881876414,0.10012727023377108,88.53807497429679,0.07451560616156547,4.669743598168292,12.326437114197532,0.28626420903532146,0.07491825364092745,0.4155670588235294,0.0759700100289914,66573.50575234476,0.0827112200313698,0.1742327198969589,96.34444148534557,0.23012128065426762,62.83823573736497,0.08212289966996883,80.96767645066393,0.06990630860873588,457.88026626383385,0.07344754418820625,19801.66482123146
50,50,48.419,17.4953,28,20.7816,0,117,113,11,138,14,1.00354,44.48523,0.0,0.0,4.28571,5.288,14.98449,0.0,0.0,121.0,27.1155,5e-05,0.31,1.426,-1.0,1.697879,0.9506293596736726,0.09977162885714382,86.07814944035765,0.07436771068868783,4.640508214261183,12.369212962962964,0.29069946112178785,0.07495466728346187,0.415654686274509,0.0756865237727055,66672.72089754633,0.08246958530691206,0.17477236907367968,96.29061051003828,0.2302452296521117,62.72741981788917,0.082114208283258,81.80861927355234,0.07006573557560976,457.4371309168592,0.07381027354692468,19846.09934199246
51,51,48.5837,17.4296,28,19.674,0,117,113,11,138,15,1.00059,44.62848,0.0,0.0,5.35714,5.281,15.0171,0.0,0.0,120.0,27.17321,5e-05,0.31,1.364,-1.0,1.716182,1.0422733622591158,0.09962198560635371,87.87405413014449,0.07484729002348103,4.789227958988634,12.110725308641975,0.2961639170366781,0.07494814880432064,0.41897215686274525,0.07531189138369908,66623.72952138538,0.08216832996614369,0.1750399743925928,96.20525761643145,0.230259589026131,62.72780863444011,0.08198370101598937,82.37803575639913,0.06989188557988345,457.0001283027784,0.07396455334849476,19884.62891532772
52,52,48.7518,18.3448,28,18.5641,0,117,114,12,138,15,0.99916,44.83256,0.0,0.0,7.39286,5.299,14.9569,0.0,0.0,119.0,27.20405,5e-05,0.31,1.476,-1.0,1.704899,1.2074099631099213,0.09938052409834439,88.14605848897239,0.07531124915548079,4.534652085981356,12.017312885802468,0.29010525001438725,0.07505580926294514,0.4227764705882353,0.07506247585750325,66576.28564007467,0.08209251422078738,0.1753382916312476,96.18284019804014,0.23035019861820935,62.57017328709732,0.08187432337710912,82.77930695928228,0.06953151985609739,456.5462814471957,0.07510250337586616,19949.82885959052
53,53,49.5247,17.6791,29,20.3358,0,116,114,12,138,15,1.00297,45.56241,0.0,0.0,3.60714,5.262,15.74577,0.0,0.0,120.0,27.532,7e-05,0.3,1.468,-1.0,1.650236,1.2206102129030052,0.09924249752332444,92.22819077099464,0.07588363899898916,4.830602244306136,12.132474922839506,0.29616391703668116,0.07505883815909727,0.42631009803921566,0.07479872486551531,66715.70285336663,0.08192626981936542,0.17551204478680452,96.03401934127774,0.23036488361377613,62.458536030333725,0.08177793953862102,83.87979760591242,0.06928138947932963,456.0457097678231,0.07473752937957845,20579.242278302663
54,54,51.3794,16.6537,30,23.9289,0,116,114,12,138,15,1.00082,47.21037,0.0,0.0,3.5,5.303,15.18235,0.0,0.0,123.0,27.93029,0.00011,0.3,1.6,-1.0,1.737074,1.050956126120416,0.09892323822702517,90.80532039512342,0.07513866027468817,4.68075449145869,12.058931327160494,0.29232287605761403,0.07505892071064087,0.4265639215686276,0.074573605748779,66681.70325040529,0.0819912206870615,0.17553777885024022,95.75432560717006,0.2303655230632744,62.501937112690484,0.08188546200985165,84.80721879159051,0.06885227845083546,455.533128815892,0.07734220826202516,22842.020191468542
55,55,50.5645,17.9312,30,21.4944,0,116,114,12,138,15,1.00274,46.51052,0.0,0.0,2.21429,5.223,14.29261,0.0,0.0,121.0,28.01004,5e-05,0.31,1.536,-1.0,1.68531,1.03281033309469,0.09856671250880904,92.18634532959086,0.07486159056887964,4.59004310348742,12.091242283950617,0.29616391703668127,0.0750286676101234,0.42666039215686274,0.07432281674621688,66595.08638579691,0.08204114316188227,0.17548202702391333,95.86443252527175,0.23039840298316033,62.460719544210555,0.08248785613757219,85.46148604280681,0.0685253805212957,455.0535349222019,0.07818020565370361,21323.209072687987
56,56,50.0791,17.5761,29,23.5185,0,116,114,12,138,14,0.99683,46.09961,0.0,0.0,4.75,5.319,15.38472,0.0,0.0,121.0,28.07727,5e-05,0.3,1.489,0.38722,1.654237,1.2354710080944096,0.09820708592608274,85.1278082675761,0.07497379630131866,4.766037402887242,12.175347222222221,0.29838154307991044,0.07489651434678801,0.4290168627450981,0.07410680368025448,66529.09026155659,0.08184207925728859,0.17535173302101012,95.94925515886472,0.2303497712223128,62.18636086546344,0.08285079747848732,85.5168420575949,0.06817500654159445,454.6550971279287,0.07986680321610849,20807.32398988333
57,57,49.8188,17.9416,29,21.4336,0,116,114,12,138,14,0.99681,45.87095,0.0,0.0,4.07143,5.373,15.08102,0.0,0.0,121.0,28.1902,5e-05,0.31,1.542,-1.0,1.691828,1.3066460803866127,0.09794660367451333,91.42893804499484,0.07473613777085042,4.659753373798836,12.390576774691358,0.29838154307990755,0.07490024261177324,0.4309533333333333,0.07386208627059644,66582.4762500624,0.08186005697720342,0.17543238272127284,96.02070840554208,0.23035443273738906,62.13938997998649,0.08259458355680488,85.56285479249766,0.0678576559915619,454.3829761456718,0.08138994686724738,20490.3896853171
58,58,49.8323,18.5216,29,23.3464,0,116,114,12,138,14,0.9972,45.89352,0.0,0.0,4.25,5.319,15.39336,0.0,0.0,122.0,28.22631,4e-05,0.3,1.476,-1.0,1.692531,1.5378427059531425,0.09814591810848665,91.55281499694273,0.0747090369171631,4.671371085551868,12.378568672839506,0.2983815430799113,0.07492071609559746,0.42915254901960775,0.07360606439044372,66490.75390836954,0.0816160676261562,0.175702528944993,96.0176493208664,0.23039369294542927,62.22366238817757,0.08241464393090893,85.71237715906938,0.06756689868520614,454.19508636283456,0.08219870573135622,20364.270877630082
59,59,49.2368,18.1953,29,24.5011,0,116,114,12,138,14,1.00314,45.35052,0.0,0.0,2.89286,5.303,15.89675,0.0,0.0,122.0,28.12422,4e-05,0.31,1.639,-1.0,1.676794,1.3889459723489692,0.09799166936083793,89.59197557662101,0.0744867442164123,4.875186286274042,12.391734182098766,0.2983815430799095,0.07483406771450414,0.42599956862744975,0.0742177393876213,66220.97076012979,0.08147942152973024,0.17569455082617386,96.15894900205538,0.23032678165403345,62.10539509337626,0.08234834425635106,85.51337226926196,0.06729423250952134,454.0489637910163,0.08102929479787976,19945.245710562365
60,60,48.5623,18.784,28,23.4291,0,116,114,12,138,14,0.99755,44.72325,0.0,0.0,3.07143,5.293,15.61613,0.0,0.0,124.0,27.97874,6e-05,0.31,1.576,-1.0,1.700604,1.3835725916300137,0.0976607886394724,87.54964831397454,0.07442344682984038,4.651813540218799,12.377604166666666,0.29838154307991116,0.07493388934576606,0.42177137254901964,0.07564016902137004,66245.92451653375,0.0797992021975286,0.17557257152035322,96.20193210526942,0.2302987962259991,61.996981773847416,0.08164102490115226,85.23595354740513,0.06697627301795038,453.90769673355953,0.08083366714754348,19065.701594840186
61,61,48.0381,19.5699,28,22.4958,0,116,114,12,138,14,0.99501,44.24662,0.0,0.0,5.03571,5.26,16.12439,0.0,0.0,124.0,27.87452,8e-05,0.31,1.602,-1.0,1.699407,1.1171109334508234,0.09745917713160919,89.9403525132413,0.0743723909059342,4.836487536406438,12.70606674382716,0.29838154307991055,0.0751081492887122,0.41868352941176473,0.07554383948034721,66116.71984082683,0.07946591053475957,0.17550030596446772,96.29815995372542,0.2302575345551578,61.85849281593605,0.08099182522827325,85.34382265255455,0.06665129373802609,453.7585763721522,0.08088885997511772,18484.39802902079
62,62,47.6867,20.2393,28,22.4783,0,117,114,12,138,14,1.00154,43.92463,0.0,0.0,3.85714,5.233,16.79783,0.0,0.0,123.0,27.90071,3e-05,0.31,1.655,-1.0,1.657201,1.1971347829994692,0.0973087478642278,89.86726822666051,0.07421867212577332,4.812691761718463,12.99705825617284,0.29838154307991066,0.07529303086147862,0.4162858823529412,0.07531483348578778,66165.67623246655,0.07811959098906837,0.17553452214220386,96.35556475398204,0.2302492849069286,61.633668310848286,0.08078177077674395,85.47491318349549,0.06683162662098721,453.6007081510701,0.08091088935271501,18170.627313335364
63,63,47.6442,20.6971,28,22.9806,0,117,114,12,138,13,0.99539,43.89859,0.0,0.0,3.21429,5.213,17.3708,0.0,0.0,123.0,27.9655,2e-05,0.31,1.716,-1.0,1.601367,0.9428629961145307,0.09705795082404634,90.47957463939763,0.07428504315965195,4.8297621105757464,12.923369984567902,0.29838154307991505,0.0754498840792585,0.4158945098039215,0.07529221824696133,66190.14481331858,0.07717557437534701,0.17604681869867678,96.37073991893801,0.23029227967866886,61.28209808726369,0.08070902118983084,85.50964185223968,0.0673731877347319,453.40433058957893,0.0807210977135717,18097.715385411844
64,64,47.4718,20.9604,27,20.5894,0,117,114,12,137,13,1.00367,43.71695,0.0,0.0,4.92857,5.206,17.76251,0.0,0.0,123.0,27.88976,5e-05,0.3,1.663,0.39326,1.623325,1.061166463925732,0.09696307851721896,92.01228342176248,0.07433978500299131,4.817425496368973,12.675491898148149,0.2983815430799155,0.07553943113702595,0.41358784313725494,0.07542657216985185,66274.96670848488,0.07622053983926463,0.17640659726075483,96.4549398294989,0.23037075834029982,61.147548157491805,0.08075508215408107,85.23113543402931,0.0688627109111118,453.170846113275,0.08119705638002403,18126.34527742664
65,65,47.3213,21.0909,27,22.5774,0,117,114,12,137,13,1.00342,43.55847,0.0,0.0,4.07143,5.221,17.99003,0.0,0.0,124.0,27.87533,5e-05,0.3,1.801,-1.0,1.646675,1.0098400239545262,0.09715982875841359,91.46126009206583,0.07438258932830662,4.8129099352422005,12.668836805555555,0.29838154307991255,0.07548660447421676,0.4122392156862745,0.07558708739962315,66222.30031635032,0.07626669899942617,0.17676405481693247,96.47272535421732,0.23036474815232108,60.99257857711227,0.08056344817210344,85.10086255115361,0.06838445348845364,452.86099339393184,0.08114786187176834,18067.863616588525
66,66,47.0259,20.9463,27,19.6786,0,117,114,11,137,13,0.99998,43.29292,0.0,0.0,4.53571,5.259,18.09955,0.0,0.0,124.0,27.84632,3e-05,0.31,1.706,-1.0,1.639475,1.2318880919481614,0.09758881082843229,87.34123776621664,0.07443504515205862,4.71578758903288,12.746913580246913,0.29838154307991477,0.07559377589456202,0.4115814901960773,0.07543526922246531,66247.72844333915,0.07573891367774856,0.17716072372832267,96.50070793267801,0.23048539271867577,60.92824356644242,0.08049135192492766,85.14673614248791,0.06855419283096947,452.49806068073076,0.0817456025581942,17921.69092337288
67,67,46.1466,20.6257,26,20.2264,0,117,114,11,137,13,1.00361,42.4912,0.0,0.0,4.28571,5.298,17.97839,0.0,0.0,124.0,27.80542,3e-05,0.31,1.707,-1.0,1.706103,1.0805832605836592,0.09836349093277608,86.33546819882949,0.07460467022309224,4.714195162222347,12.89699074074074,0.29838154307991444,0.0755894204990669,0.4098886274509805,0.07510394945004747,66302.38852508961,0.07542878980426143,0.17733820304343467,96.62933483076628,0.23061624181818713,60.84270467875916,0.08050942192547843,85.05368313302574,0.06828803857631055,452.16531267754294,0.0829606705248323,17288.27954216729
68,68,45.3683,20.2045,26,19.6665,0,117,114,11,137,13,1.00001,41.72262,0.0,0.0,5.0,5.256,17.69835,0.0,0.0,125.0,27.76475,2e-05,0.3,1.651,-1.0,1.63578,1.1229508253074447,0.09817034505719914,90.46642914742087,0.07470921113118562,4.811202476599102,12.76634837962963,0.2983815430799137,0.07559616800777422,0.41080596078431353,0.0747662986778123,66204.84617155018,0.07528584165772968,0.17751987354488338,96.76025275023258,0.23053914230102843,60.853505075713734,0.08051075071307993,85.27674171441755,0.06819663743712538,451.8391510698733,0.08210128574248808,16654.496732055377
69,69,45.1592,20.1585,25,17.8763,0,117,114,11,137,13,1.0006,41.5062,0.0,0.0,6.03571,5.231,17.33662,0.0,0.0,125.0,27.67064,4e-05,0.3,1.588,-1.0,1.652393,1.114552936568329,0.09804881472113058,86.34397703961034,0.07502164247063728,4.815039413386887,12.479214891975309,0.29838154307991255,0.07564759402301957,0.411427450980392,0.07494688783849139,66186.70341664624,0.07517079177480175,0.17779774534790374,96.80250609558016,0.2306107475629732,60.85730526771075,0.08057350582483214,85.33618202894232,0.06817817698129998,451.5049492489928,0.08240425145717187,16521.621842630644
70,70,45.2508,20.1352,26,18.2032,0,118,114,11,137,12,1.0019,41.60268,0.0,0.0,7.5,5.228,17.29927,0.0,0.0,125.0,27.57207,2e-05,0.31,1.385,-1.0,1.648631,1.0912455448877791,0.09840948652820257,88.57248536329115,0.07548126435017753,4.699401626058802,12.548852237654321,0.2983815430799144,0.07567586432821855,0.4138388235294118,0.07506255523806786,66329.79551585506,0.07517570392293227,0.17808958850662787,96.78423385959718,0.2308229594651679,60.827554773401324,0.08060397938419565,85.4577623360087,0.06824345456115526,451.19626894961874,0.0817811246673206,16511.050450621526
71,71,45.6448,20.1976,26,20.1335,0,118,114,11,137,13,0.99902,41.95657,0.0,0.0,8.78571,5.221,17.2816,0.0,0.0,125.0,27.35857,4e-05,0.31,1.542,-1.0,1.69749,1.0837472012055402,0.0987266423993255,89.04619329927883,0.07630278750009135,4.659563856529507,12.850742669753087,0.30059916912314066,0.07568319379201337,0.4167200000000001,0.07383731102317218,66288.01003620056,0.07502571287289701,0.17824003497097318,96.74196368267361,0.2308631805613128,60.8177109706549,0.08037911797236666,85.59046332152033,0.06808374062338522,450.94173295377107,0.08111177091315129,16824.082881685106
72,72,45.8472,19.6209,26,19.1585,0,118,113,11,137,13,1.00111,42.14609,0.0,0.0,4.89286,5.372,17.33346,0.0,0.0,125.0,27.66306,5e-05,0.31,1.628,0.39159,1.715262,1.1798218198579034,0.09868208515234118,90.38060005188166,0.07749093590355606,4.754645683418027,12.293643904320987,0.3005991691231411,0.07578536931039805,0.4220482352941177,0.07378698683692,66288.33290758509,0.07483169008822181,0.17836079573820346,96.70158557579676,0.2305736238924617,61.5589868992935,0.0802355667767731,88.0192928074041,0.06848983113637815,450.8011350550595,0.08143200090053264,16753.549258270228
73,73,46.0115,19.7675,26,16.4618,0,118,113,11,137,13,0.9994,42.25295,0.0,0.0,7.10714,5.185,16.84331,0.0,0.0,125.0,27.08327,6e-05,0.31,1.464,-1.0,1.702175,0.9470306252792358,0.09858271701141537,92.65159820193725,0.07726636824863745,4.485192436895841,11.981288580246913,0.3005991691231397,0.0757875471664878,0.4181596078431373,0.07348292415818716,66248.22902214108,0.07386120271715431,0.17862097963059112,96.63565803759346,0.23037452070707135,61.27215934094088,0.07988699636536671,85.15306782923716,0.06810618375354668,450.65036497850144,0.07993393234003522,16921.66099808786
74,74,46.1863,19.4945,26,16.4538,0,118,113,11,138,13,0.9997,42.40755,0.0,0.0,6.03571,5.199,16.96237,0.0,0.0,125.0,26.90932,7e-05,0.31,1.692,-1.0,1.652219,0.8872500414279545,0.09845231947356232,92.74172230505438,0.07577113420943327,4.612918874636913,11.275077160493828,0.29838154307991605,0.07578012033948299,0.4108440588235275,0.07263854916538126,66222.38964358035,0.07362803528731185,0.17862546209299282,96.60392950916658,0.23016278835811674,61.46312233253761,0.07979805494032324,84.3333798244482,0.0682362758600188,450.49711091218285,0.07840543586378895,17077.977153876207
75,75,45.9829,19.3522,26,15.1357,0,118,113,11,138,13,1.00066,42.20232,0.0,0.0,7.25,5.203,16.73222,0.0,0.0,124.0,26.61775,4e-05,0.31,1.551,-1.0,1.65335,0.9828710021604646,0.09844972652908812,87.86093679835264,0.07628144568023057,4.58535319549859,10.643711419753087,0.298381543079911,0.0757630733013112,0.4062219607843137,0.07213801000302007,66216.86016142275,0.07354941751677278,0.17863867057499921,96.65507484966324,0.23007692573470895,61.56675644862799,0.07973666300723303,83.01588648180281,0.0685078822154545,450.3228310069563,0.0780786279402684,16963.260244578116
76,76,45.8629,19.1933,26,14.1921,0,118,113,11,138,13,1.00067,42.08209,0.0,0.0,6.67857,5.182,16.60896,0.0,0.0,124.0,26.26829,4e-05,0.31,1.455,-1.0,1.611549,1.0256085306002591,0.09823810642861217,91.63875184804436,0.07716375345927104,4.48639246337087,10.450038580246913,0.2983815430799092,0.07575791754688903,0.4006227450980392,0.07203591766089068,66229.4157421345,0.07353544972553233,0.17864053730682994,96.68046273113336,0.2301366362347709,61.71174715772088,0.07956528341370775,80.96206318621526,0.06873748877890824,450.1224006616347,0.07792303479718338,16813.439482857993
77,77,45.7532,18.2928,25,15.0471,0,118,113,11,138,12,1.00192,41.97617,0.0,0.0,7.07143,5.211,16.46959,0.0,0.0,122.0,25.96975,5e-05,0.31,1.605,-1.0,1.65252,1.0898537481329142,0.09802642019264206,89.82458610756274,0.07822837684800152,4.601043243242029,10.04832175925926,0.296163917036681,0.07577612586355645,0.3968130392156861,0.06917562787270767,66091.74951070001,0.07245982059033637,0.17857821105329694,96.6992017831862,0.2300964719585383,61.839091171453035,0.07939556081956388,79.69757194615492,0.06819650464234583,449.92115067153634,0.07780425795449493,16734.705450719925
78,78,45.7326,17.9376,25,13.4496,0,118,113,11,138,12,1.00143,41.90715,0.0,0.0,7.0,5.192,15.69621,0.0,0.0,121.0,25.81898,7e-05,0.31,1.616,-1.0,1.696635,1.0178954052910387,0.09767440417954329,86.50739802639521,0.07871363654790477,4.28418535414407,9.674864969135802,0.2961639170366767,0.07594456607160303,0.3975854901960784,0.06727378168971053,66110.5783981857,0.07199729699737482,0.17845511651750753,96.73627402333682,0.2301554378532894,62.04991018036266,0.079334091710897,79.13284037978966,0.06762063299336328,449.7372945009833,0.07778463442324479,16833.447480604853
79,79,45.5851,18.473,25,15.2572,0,118,113,11,138,12,0.99954,41.77644,0.0,0.0,4.71429,5.22,15.39127,0.0,0.0,119.0,25.92631,2e-05,0.31,1.615,-1.0,1.67036,1.102957209590989,0.09721361011495351,88.29002636153143,0.07926057080895642,4.492108349410053,9.557725694444445,0.2846407940994897,0.07612616598805659,0.4036968627450981,0.06682410759807922,66133.81455920161,0.07175503002960912,0.17813524772888084,96.78790495704942,0.23008422389802405,62.26608389395255,0.07935572614380834,79.26809662144781,0.0675431193678132,449.53615924927385,0.07721698496696505,16586.475654171947
80,80,45.4678,17.4106,25,16.2563,0,118,113,11,138,12,0.998,41.63782,0.0,0.0,7.85714,5.24,15.8549,0.0,0.0,117.0,26.10896,3e-05,0.31,1.687,0.38683,1.736392,0.9884698212316442,0.09687863535824075,87.80095012181988,0.0798052679889581,4.594422961681156,9.79711612654321,0.27798791596980293,0.07609803562030759,0.41060745098039225,0.06669701185040428,66106.22498776717,0.07162129528429112,0.17787566054163637,96.85858472752109,0.22981974264829785,62.33907892674576,0.07938919881840843,79.71684148100005,0.06655528553468706,449.3450524024733,0.07660033941692342,16484.582245987123
81,81,45.4485,17.6818,25,13.5674,0,118,113,11,138,12,0.99784,41.6119,0.0,0.0,5.75,5.171,14.93846,0.0,0.0,119.0,26.26737,3e-05,0.31,1.562,-1.0,1.729191,0.9496047703668832,0.09671568245327501,85.59183424998736,0.07997082454856562,4.09970716782098,9.861352237654321,0.2779879159698037,0.07618153169605438,0.4198658823529412,0.06660769751858635,66119.88408885647,0.07155536622866274,0.17773109709826762,96.847338391801,0.2297311333135687,62.30421297049816,0.07955001045486701,79.96993310600966,0.06613748011544018,449.1623415377512,0.0761861331555739,16479.35597874938
82,82,45.5734,17.5025,25,15.3194,0,118,113,11,138,12,0.99854,41.74412,0.0,0.0,6.60714,5.146,15.16822,0.0,0.0,121.0,26.34704,5e-05,0.31,1.638,-1.0,1.700643,1.2245747582377045,0.09688954741795308,91.42191180256933,0.08014373009436324,4.570553679533805,9.661940586419753,0.27798791596980804,0.07635430941834191,0.4243615686274509,0.06629326104567623,66204.94483434003,0.0713301592280083,0.1775288165101911,96.80739447839812,0.22943522422002274,62.39646798593027,0.07962201414031078,80.47859094373959,0.06651639993724884,448.9706054549909,0.07591224044369714,16665.06068261495
83,83,45.3629,16.8345,25,14.8183,0,118,113,11,138,13,0.99812,41.55388,0.0,0.0,7.82143,5.216,15.01156,0.0,0.0,122.0,26.35372,1e-05,0.31,1.61,-1.0,1.757661,1.1041559972754271,0.09714396153838813,86.69259349004561,0.08060370287750711,4.424190812501402,10.147424768518519,0.27798791596980216,0.07619531211409683,0.4268777843137249,0.0663413562929864,66109.09882327422,0.07114441106418996,0.17736275750988537,96.86164969066029,0.2292676678774668,62.48853556315104,0.07966493171210512,80.62317964546871,0.06603071509587892,448.77347472592976,0.07594349556083188,16325.810112549127
84,84,45.8442,16.9757,25,14.0964,0,118,113,11,138,13,0.99984,42.013,0.0,0.0,5.5,5.243,14.43954,0.0,0.0,122.0,26.40777,3e-05,0.31,1.504,-1.0,1.788173,1.2029326061617163,0.09723462130571395,91.7702805295751,0.08085421565989005,4.193167039358062,10.322868441358025,0.2779879159698045,0.07618395148227884,0.42960039215686285,0.06601270886865562,66074.1367041132,0.07090377505434362,0.17729150865363544,96.7226916121675,0.22918971190068818,62.40813964090229,0.07980829660883466,80.58550445847295,0.06586320487280173,448.5310733455291,0.07600810382828221,16644.349617597436
85,85,46.3133,16.2856,26,16.0219,0,118,113,11,138,13,1.00007,42.4396,0.0,0.0,5.39286,5.275,14.56001,0.0,0.0,122.0,26.55705,5e-05,0.31,1.436,-1.0,1.878087,1.5715957586023879,0.09751363136494111,90.29027388244761,0.08125362909640173,4.478074084374223,9.486062885802468,0.27798791596980427,0.07603635236058218,0.43361764705882366,0.06439722838855683,66029.832501564,0.07077253548851507,0.17713502118193092,96.61093511019908,0.22904192054528508,62.385139747902194,0.07990259570993544,80.56514758617746,0.06592419945408536,448.2711780339727,0.07582550434010052,17125.892198963993
86,86,46.5969,16.3382,26,14.5786,0,118,113,11,138,13,0.99704,42.70612,0.0,0.0,4.46429,5.298,13.97079,0.0,0.0,122.0,26.66451,5e-05,0.31,1.56,-1.0,1.85512,1.1584532708816087,0.09755011137246827,90.51687116687759,0.08166553083391599,4.292636400838595,9.557050540123457,0.27798791596980227,0.07604048942344378,0.4311090196078432,0.06375071110142924,65986.91464771754,0.07053931726742502,0.17702490664259377,96.56281610446402,0.22897308670025787,62.43193317931376,0.08003173548539963,80.69055547951959,0.0661766376200159,448.0359331470102,0.07591254695955213,17423.178803776034
87,87,46.4764,16.2453,26,15.4444,0,118,113,11,138,13,0.99879,42.62438,0.0,0.0,4.5,5.342,14.01975,0.0,0.0,122.0,26.74969,5e-05,0.3,1.457,-1.0,1.78479,1.0637660540036267,0.09800288577525934,88.34492284086136,0.08184836220608153,4.480109253391607,9.538194444444445,0.27798791596980416,0.0760529855300416,0.4275615294117646,0.06355599141577925,65986.41271662929,0.07042561985337457,0.17703477234773043,96.6181249270866,0.22897720670328453,62.479083779417444,0.08022599983231761,81.0290970376176,0.06603592098057105,447.8345423826227,0.07588672936467415,17285.188716705183
88,88,46.5688,16.3642,26,16.1947,0,118,113,11,138,14,1.00082,42.71253,0.0,0.0,5.28571,5.321,13.93802,0.0,0.0,122.0,26.86283,6e-05,0.31,1.419,0.38362,1.816237,1.0734669938192822,0.09778107593024991,89.52382528284213,0.08204230672559437,4.48079167694861,9.897907021604938,0.2779879159698058,0.07598547565939473,0.42380862745098047,0.06334846210349096,66002.27561687242,0.07017739705482255,0.17688154411573268,96.65032858224016,0.22890016357759618,62.407959737895446,0.0801300047526343,81.0566058767201,0.0658973153629532,447.66026201252174,0.07556722013239468,17367.270032275763
89,89,47.0625,13.8093,27,17.0671,0,117,113,11,138,14,1.00383,43.15189,0.0,0.0,6.60714,5.266,14.0437,0.0,0.0,123.0,27.06263,4e-05,0.31,1.464,-1.0,1.817415,1.334899512643061,0.09773515986057967,87.15551613722202,0.08208469701496508,4.44261129368063,11.127845293209877,0.27798791596980355,0.07591413608854902,0.41935137254901966,0.06309693548348598,66011.21391326225,0.0699783792839501,0.17668637221003503,96.50216716410782,0.22883796400304413,62.60724517445505,0.08020841240229488,81.19700318898336,0.06587296646120139,447.52052210297643,0.07495941749371944,17725.411781492672
90,90,47.8493,14.362,27,15.4282,0,117,113,11,138,14,1.00145,43.84765,0.0,0.0,3.42857,5.277,11.85096,0.0,0.0,123.0,27.17386,4e-05,0.31,1.425,-1.0,1.758865,1.288822814331972,0.0979123598097515,88.26724487451665,0.08198548935757392,4.011395603625502,11.400125385802468,0.27798791596980554,0.07597640407834172,0.41408588235294114,0.06292632825920098,66305.10080769856,0.06982929715247026,0.17672599572659492,96.39942324616563,0.2289954450673348,62.728038458176606,0.08111622171044118,80.88629192122943,0.06555076385209054,447.40401701165916,0.07484114554775653,18850.64204477698
