,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,blockiness,cubcol.1.0,cubrow.0.5,cubcol.0.3,staticness,cubrow.0,fft,cubrow.0.3,uhdhdsim,movement,color_fulness,tone,cubrow.1.0,cubrow.0.6,blur,cubcol.0.6,temporal,noise,cubcol.0,cubcol.0.5,saturation
45,545,55.8528,13.837,41,15.0002,0,123,127,6,127,5,1.00186,58.81232,0.0,0.0,9.32143,8.824,11.74546,0.0,0.0,130.0,57.23018,0.0,0.42,3.08,-1.0,0.008742,86.72926430899251,1.4944112657516704,0.17233048523440747,0.19623947670670755,0.18888860756556197,226.73134876793372,0.10454678108518614,65022.851003367956,0.10724526453386046,96.76241954296621,15.79224537037037,162.73939975842242,0.8383525490196079,0.25995778950484016,0.14566119869587743,27045.45959633406,0.16113061240316967,6.282194025450451,0.42193172795537964,0.2104094094328699,0.17482200740145223,14.405046251085068
46,546,55.7797,13.6069,41,14.9312,0,123,127,6,127,5,1.0023,58.73927,0.0,0.0,7.92857,8.875,11.96488,0.0,0.0,131.0,57.18962,1e-05,0.42,2.97,-1.0,0.011886,83.43415958849417,1.9659280510025008,0.17210066835393037,0.19545957637624684,0.18770183256204465,225.96818783762353,0.10485081952816057,64892.91910937267,0.10720643592572053,96.77161417708747,16.039255401234566,162.6877243580821,0.8380627450980394,0.259970758848694,0.14658639269712814,26951.774953625205,0.16153805873111216,6.304253439751068,0.4219317279553798,0.21002208700508077,0.17452780575632892,14.42724119586709
47,547,55.7377,13.9745,41,14.4518,0,123,127,6,127,5,1.0024,58.74572,0.0,0.0,10.25,8.865,11.76514,0.0,0.0,132.0,57.14294,0.0,1.18,3.43,-1.0,0.011353,87.93946267604059,1.606161839975513,0.1718390331917702,0.19467450605207104,0.18638320462992286,225.2164972256839,0.10509039063605545,65005.89885704547,0.10739994412656885,96.78826336251362,16.091628086419753,162.65003878003498,0.8377345098039217,0.2598948430240144,0.14753860144685568,26910.453648512786,0.1621544213894822,6.2786806186661535,0.4219317279553805,0.2100096448343871,0.1744397986029877,14.34559198073399
48,548,55.6832,13.7613,41,14.7939,0,123,127,6,127,5,1.00039,58.65395,0.0,0.0,10.14286,8.816,12.08743,0.0,0.0,131.0,57.14866,0.0,1.17,3.494,0.12551,0.007852,86.93775867337553,1.603934956178918,0.17137991786674084,0.1938017212200118,0.1849924305336029,224.47268111499832,0.10496131077524462,65056.15775703701,0.10766460644776978,96.79610121343843,16.389515817901234,162.71549509680162,0.8380776470588237,0.25980813303662353,0.1485455720635079,26817.18098191408,0.16263563659283034,6.336481549301625,0.42193172795538114,0.2098760385959813,0.1742278105601948,14.379888463903356
49,549,55.7573,13.3753,41,15.277,0,123,127,6,127,5,0.99755,58.76595,0.0,0.0,11.60714,8.823,11.90066,0.0,0.0,130.0,57.08928,0.0,0.42,3.394,-1.0,0.009213,84.50748479767864,1.421797425508239,0.17102247553706837,0.19297657682905767,0.183637712554769,223.74925102196306,0.10469708796506602,65116.26445745663,0.10808482958946665,96.78096881354817,16.529128086419753,162.80898922859848,0.8377643137254903,0.2596746051424471,0.14959923494253938,26948.13391203705,0.16336136550491445,6.308387559497517,0.4219317279553814,0.2100323618656648,0.1739973255980052,14.429095609688463
50,550,55.759,13.5946,41,14.5036,0,123,127,6,127,5,0.99731,58.75766,0.0,0.0,8.75,8.789,11.56644,0.0,0.0,129.0,57.08986,0.0,0.42,3.75,-1.0,0.010879,83.27221169926972,1.3059883453361445,0.17089681383346284,0.192268166042059,0.18232459437825585,223.0357547632911,0.10467041544018221,65135.081731926206,0.10897511299263027,96.78451933583837,16.679880401234566,162.71881563740882,0.8383682352941177,0.2596768223290453,0.1505730687915451,26968.67265190962,0.164053403790117,6.246928926550588,0.4219317279553811,0.2103314726935041,0.17398659836624555,14.40731284059124
51,551,55.6903,13.7747,41,14.3684,0,123,127,6,127,5,0.99792,58.74189,0.0,0.0,7.57143,8.823,11.75834,0.0,0.0,130.0,57.03636,0.0,0.42,3.219,-1.0,0.008212,86.84435090112099,1.7625572225877495,0.17062936102764412,0.19159853799649365,0.18098525463725532,222.33418620933958,0.10477250600189858,65135.92332738657,0.11031893658021533,96.7877259488265,16.870177469135804,162.80371811870842,0.8374964705882354,0.25961171701316604,0.15173024292633505,26846.96610483538,0.16469209133258167,6.29150607114555,0.4219317279553833,0.21044805615980938,0.17401821518175897,14.317611317575713
52,552,55.6454,13.3246,41,14.7517,0,123,127,6,127,5,0.99729,58.68766,0.0,0.0,8.39286,8.851,11.91291,0.0,0.0,130.0,56.99877,0.0,0.43,3.375,-1.0,0.013249,86.78389375349126,1.5107336548727268,0.17047475484491098,0.19094581291599608,0.1797233796363593,221.64709612123636,0.10470513624257101,65125.14524422415,0.11177059207769724,96.78930268604438,17.032889660493826,163.01452166195224,0.8371611764705883,0.2594592814363897,0.1533342249618143,26785.844419609974,0.1654561061508194,6.317258855877325,0.4219317279553821,0.2104505572127601,0.17382247336577436,14.33253761574074
53,553,55.6301,13.3305,41,14.4797,0,123,127,6,127,5,0.99775,58.67198,0.0,0.0,7.42857,8.844,11.52007,0.0,0.0,131.0,56.94893,0.0,0.42,2.909,-1.0,0.0115,85.97274478788154,1.6036982062936125,0.1703710924476872,0.19024962862414357,0.17852126499674814,220.9805559849768,0.10449744354543551,65169.446229011955,0.1129457675696357,96.79460421843581,17.112364969135804,162.84250656210187,0.8374588235294118,0.2593585580816008,0.15496886556599232,26804.829984823413,0.16589625258374063,6.254717792440027,0.42193172795538264,0.21063461284757193,0.17376534641632618,14.359169100537711
54,554,55.6281,13.8157,41,14.4446,0,123,127,6,127,5,0.99799,58.688,0.0,0.0,8.57143,8.843,11.5223,0.0,0.0,130.0,56.92618,0.0,0.42,3.201,-1.0,0.011451,86.33009347032035,1.8070731638884792,0.17011717516585442,0.18965246351081103,0.1773763263162686,220.31595854471752,0.10446431209128114,65175.613064588026,0.11417122945842387,96.79630624482003,17.175733024691358,162.97124728239694,0.8374588235294118,0.25932433851043535,0.1564355420979435,26858.75937865427,0.166783350303365,6.2587665113273525,0.4219317279553822,0.21074734230334774,0.1738818462459339,14.407503858024691
55,555,55.6165,14.2245,41,14.4959,0,123,127,6,127,5,0.99817,58.64348,0.0,0.0,7.53571,8.828,11.9459,0.0,0.0,130.0,56.90071,0.0,0.42,2.672,-1.0,0.010886,88.1540499054801,1.716710987022696,0.16981196654566835,0.1889700610859274,0.17626404636378015,219.65847713903568,0.10445461775651067,65167.26507037459,0.11571191151835039,96.80162465517284,17.420524691358025,163.06882902739008,0.8369082352941176,0.2593906874371599,0.15772165731463128,26790.734271206107,0.16729978843025456,6.319612266290145,0.4219317279553807,0.21076401608243459,0.17399796249996666,14.344977861569252
56,556,55.5109,13.4696,41,14.8816,0,123,127,6,127,5,0.99539,58.58456,0.0,0.0,9.14286,8.841,12.29979,0.0,0.0,131.0,56.84238,0.0,1.18,2.902,0.12526,0.011093,85.28225854232694,1.5338286828865704,0.1696448364967318,0.18821602428623493,0.1751905391573098,219.00767386425449,0.10427586633809272,65197.8669286166,0.11729733025482782,96.79453828527473,17.627314814814813,162.82933649830986,0.8366631372549019,0.25955991533763867,0.15881552080607383,26699.276278649402,0.16768432830089394,6.37370970057644,0.42193172795538136,0.2106104684383151,0.1740447269099205,14.325536845642844
57,557,55.6621,13.4946,42,14.733,0,123,127,6,127,5,0.99582,58.73968,0.0,0.0,8.35714,8.816,11.64468,0.0,0.0,131.0,56.84174,0.0,0.42,3.121,-1.0,0.010256,87.47206929922736,1.722916242308723,0.16944155538301567,0.18742566401173139,0.17421886647392856,218.36522090659008,0.10436230202856998,65127.772629829386,0.11848435340339564,96.78623515263006,17.80666473765432,163.0276524801285,0.8369082352941176,0.25975088730398666,0.15981385720359934,26935.73233889472,0.16820505287075008,6.275388365029247,0.42193172795538314,0.21070019777580357,0.17415464801689592,14.335563000337578
58,558,55.6077,13.7713,41,14.3688,0,123,127,6,127,5,0.99849,58.68041,0.0,0.0,7.0,8.788,11.66793,0.0,0.0,130.0,56.81213,0.0,0.42,3.53,-1.0,0.008811,87.3996512162711,1.9308906959734122,0.16919429822266494,0.1866420135601234,0.1732580844294334,217.73892154680007,0.10460621436072101,65148.31807730635,0.11948266623602206,96.79899835043237,17.895158179012345,163.1846297517199,0.8366631372549019,0.26002208674059085,0.16077142036346934,26879.30305286958,0.1686539405148919,6.2900112668736226,0.4219317279553851,0.21086873548827315,0.1743175314130679,14.372764869972512
59,559,55.6586,13.5335,42,15.053,0,123,127,6,127,5,0.99848,58.73646,0.0,0.0,8.21429,8.781,11.91114,0.0,0.0,130.0,56.78085,0.0,0.42,2.863,-1.0,0.010854,87.53344243851957,1.942389628047818,0.1692216642790027,0.18594771141703598,0.17245336269016479,217.13464378171855,0.10568571871738636,65173.0472861633,0.12064963312468695,96.77893002014373,18.013551311728396,163.03407001418032,0.8366333333333333,0.26029207974385216,0.16198336522936418,26937.12632348693,0.16929262701523518,6.312537637910855,0.4219317279553814,0.21119842496007862,0.17423331529068078,14.39972922242718
60,560,55.7192,13.6384,41,14.9333,0,123,127,6,127,5,0.99519,58.77428,0.0,0.0,8.35714,8.764,11.70647,0.0,0.0,131.0,56.7587,0.0,0.42,3.186,-1.0,0.010723,88.13005027911551,1.5654095283589795,0.16865076902753523,0.18497123156899253,0.17104531179922294,216.51783464028742,0.10771739329335066,65244.26229810661,0.12234482693259084,96.7885229302417,18.15350115740741,163.1415136680435,0.8363207843137256,0.261364397798054,0.16402674680426366,27015.252024224596,0.16974030366075385,6.2756891165514945,0.4241493539986046,0.21180364419923978,0.1740192175202175,14.35230980390384
61,561,55.6077,13.7907,41,14.6798,0,123,127,6,127,5,0.99698,58.68049,0.0,0.0,10.0,8.764,11.79452,0.0,0.0,132.0,56.73144,0.0,0.42,3.212,-1.0,0.007977,87.30746506458898,1.9264821449517033,0.16831787112720378,0.18384576701967126,0.16977201430682257,215.9178566512637,0.10925738426502357,65289.51175459693,0.12406176904861045,96.79265971774292,18.322434413580247,163.09586545794568,0.8363207843137256,0.26211617561741285,0.16587411365580362,26910.88270820606,0.1703593870094983,6.2883959234139395,0.42193172795538203,0.21226772912069725,0.1737736134643184,14.332099066840279
62,562,55.7545,13.8611,41,14.0958,0,123,127,6,127,5,1.00723,58.80771,0.0,0.0,9.32143,8.741,11.92767,0.0,0.0,132.0,56.71411,0.0,0.42,2.695,-1.0,0.012462,85.71452731326093,0.998799358202812,0.1681786414809595,0.18249817233201693,0.16858826811179464,215.31482140338449,0.11078929780410972,65240.10268892196,0.12533877944776128,96.7849651584566,18.489149305555557,163.00321216349465,0.8363505882352942,0.26267297349592794,0.16758426359849535,27179.014551599106,0.17107118035845365,6.312791560617905,0.4219317279553825,0.2125107909970204,0.1733692672376739,14.276901998637634
63,563,55.783,13.8079,41,14.5342,0,123,127,6,127,5,1.00872,58.83217,0.0,0.0,10.96429,8.767,11.99104,0.0,0.0,131.0,56.70171,0.0,0.42,3.073,-1.0,0.011689,86.02715494420075,1.7288995382905028,0.1679812231618616,0.18126541594295947,0.1675881123492353,214.7254419859557,0.11285205997625528,65207.827473807796,0.12639343019579555,96.78073226020068,18.537760416666668,163.16432118468694,0.8360961176470589,0.26320929674340665,0.16935484489947708,27224.517967194315,0.17170009143060097,6.321603556167354,0.42193172795538286,0.21275793009938676,0.17284296906112018,14.283952877845293
64,564,55.7503,13.5648,41,14.6103,0,123,127,6,127,5,0.99974,58.83298,0.0,0.0,10.25,8.819,11.94076,0.0,0.0,130.0,56.69566,0.0,0.42,2.726,0.12629,0.010393,87.01476249179589,1.3895621178339208,0.1676384226415157,0.18013806049550782,0.16628925399228106,214.12817277768931,0.11494151132589123,65156.97260756443,0.12783200412574222,96.77615842459984,18.66796875,163.1729711844443,0.8358454901960786,0.2637834795833035,0.17102363833100948,27152.095156639403,0.17241711562400103,6.313470797900827,0.4219317279553798,0.21297581516900818,0.17256036045357606,14.272384455174574
65,565,55.6917,13.8886,41,14.6721,0,123,127,6,127,5,0.99703,58.74484,0.0,0.0,9.42857,8.818,11.73067,0.0,0.0,131.0,56.65775,0.0,0.42,3.041,-1.0,0.01043,85.90735664639661,1.5415190485329913,0.16732176761456452,0.1789053210032727,0.16486319986259373,213.56092823114838,0.11609688917225522,65114.979205244235,0.12951711394957954,96.79319572548486,18.745563271604937,163.20567926607558,0.8355400000000001,0.26417721736443966,0.172394439137791,27039.084819267824,0.1728544576412685,6.279881346189769,0.42193172795538114,0.21320920238715216,0.17222236194988882,14.379344045380016
66,566,55.7123,13.8344,41,14.7786,0,123,127,6,127,5,0.9969,58.78989,0.0,0.0,9.07143,8.796,12.01082,0.0,0.0,131.0,56.66738,0.0,0.42,2.584,-1.0,0.007802,83.33291030631821,1.4126940348391315,0.16697950563567787,0.1777216054551575,0.1634363760858302,212.97559511065407,0.11687479570439549,65092.79897695921,0.13085393827664327,96.77650701443211,18.923466435185187,163.30843089770508,0.8360525098039215,0.26462697954634323,0.17354210075645057,27153.501017629897,0.17339123353331592,6.330781586229393,0.42193172795538203,0.2133246714145795,0.1717746396104605,14.384636207863135
67,567,55.8111,13.4457,41,14.7307,0,123,127,6,127,5,1.00332,58.91267,0.0,0.0,7.46429,8.817,11.96847,0.0,0.0,131.0,56.66505,0.0,0.42,2.877,-1.0,0.008402,89.0101602900507,1.436182489601989,0.16664734557220404,0.17670654715649808,0.16177220032756345,212.4081263190331,0.11779237941429661,65164.66203274883,0.1319236874826151,96.75228854113426,19.028163580246915,163.433001444974,0.8357850980392157,0.265165560181874,0.1747207574507423,27272.30440145455,0.17364953880715936,6.318842754729861,0.42193172795538353,0.21375209584824922,0.17134006530425205,14.447355293933256
68,568,55.6651,13.9617,41,14.7319,0,123,127,6,127,5,1.00237,58.82304,0.0,0.0,9.82143,8.776,11.62133,0.0,0.0,131.0,56.62272,0.0,0.42,2.833,-1.0,0.008349,85.99425714466992,1.4896997750302154,0.16631813247099778,0.17571501560361194,0.16013260056702272,211.84720066982877,0.11920459827546503,65106.62395288853,0.13320427049326886,96.76905100617118,19.12475887345679,163.19012524925967,0.8352266666666667,0.2657986652117188,0.17593610741591245,27055.628221362844,0.17380270931433747,6.261903620581085,0.4219317279553874,0.21412238773152353,0.1708367834597778,14.24089087968991
69,569,55.5461,13.8474,41,15.319,0,123,127,6,127,5,1.0013,58.61987,0.0,0.0,8.32143,8.761,12.06869,0.0,0.0,130.0,56.59376,0.0,0.42,2.632,-1.0,0.010486,88.66508753633487,1.1288824497145906,0.16613678221485198,0.17468129895672985,0.15898615004125635,211.28966187273267,0.12050383240257159,65089.686351306875,0.1348106782297665,96.80180817739611,19.149932484567902,163.13554780982173,0.8352266666666667,0.2665956999171823,0.1769316466381905,26839.31482930815,0.1740481564294832,6.335600088283056,0.42414935399860526,0.21408321919705217,0.17063584871312545,14.3291237913532
70,570,55.676,13.3245,41,14.6571,0,123,127,6,127,5,0.99689,58.7804,0.0,0.0,11.21429,8.785,11.96705,0.0,0.0,132.0,56.56516,0.0,0.42,2.622,-1.0,0.011451,86.14478247301467,1.6385482740654127,0.16560407241645644,0.17361841137559028,0.15795948719901848,210.7288121352657,0.12165068522085824,65070.74770717635,0.136434691387318,96.77645861424023,19.26461226851852,163.36133107390802,0.8343627450980392,0.2675454176992689,0.1779980768656476,27040.295690116407,0.17430893936588596,6.3151887507062945,0.42193172795538164,0.21372628114290548,0.17041607120910485,14.319146238727335
71,571,55.6433,14.0232,41,14.6452,0,123,127,6,127,5,1.00036,58.76212,0.0,0.0,9.75,8.749,11.51149,0.0,0.0,131.0,56.55313,0.0,0.42,3.419,-1.0,0.006438,86.11980115938545,1.3477083955388085,0.16527287385017828,0.17284127228204837,0.15725091839625766,210.1783798770057,0.12274708458786836,65010.15969827245,0.13829298671481777,96.79127986044385,19.376832561728396,163.18353463076843,0.8342619607843139,0.26846243900428474,0.17914873974801826,27090.229946128722,0.17464794227862498,6.24209241272854,0.4219317279553865,0.21285959058549042,0.17017527092595108,14.275585975176023
72,572,55.5283,13.7789,41,14.8417,0,123,127,6,127,5,1.00499,58.61447,0.0,0.0,10.85714,8.8,12.11889,0.0,0.0,130.0,56.54194,0.0,0.43,2.758,0.12603,0.007152,87.54561444493712,1.3408865098075287,0.16500048789564728,0.17191008850263084,0.15629363958927092,209.63457593461925,0.12349259683698294,64890.15144710052,0.14020168686285686,96.80536091047101,19.48143325617284,163.2971174406692,0.8344160784313726,0.26923543786094534,0.1802703598717875,26847.8939347581,0.17468516552120467,6.327528965859106,0.421931727955384,0.21207172387109058,0.17029663628242334,14.391598736798322
73,573,55.4797,13.8291,41,14.4951,0,123,127,6,127,5,1.00274,58.5492,0.0,0.0,8.60714,8.801,11.90584,0.0,0.0,130.0,56.48717,0.0,0.42,3.369,-1.0,0.011218,86.20319929568653,1.4432450093450317,0.16453955998847558,0.17090088473720244,0.15541075657025955,209.09417470047143,0.12392175331887492,64950.98269353749,0.14206642723444707,96.8236485521196,19.542438271604937,163.23968347284188,0.8338427450980392,0.26991895882374545,0.18144779528378188,26748.843737978634,0.1750425996652498,6.3073435857167235,0.4219317279553878,0.21149189402654295,0.17041591974930287,14.256088633596162
74,574,55.4304,13.4422,41,14.4079,0,123,127,6,127,5,1.00032,58.50417,0.0,0.0,8.0,8.781,11.94896,0.0,0.0,131.0,56.5105,0.0,0.42,2.734,-1.0,0.008273,86.42577696626671,1.8044733038176686,0.16414531350443057,0.16984296513286248,0.1541064567252794,208.5556544833231,0.124471204324402,64914.564993898195,0.14385568254528883,96.84477600510063,19.704909336419753,163.4019783085307,0.8341858823529412,0.27040264968898325,0.18238357636023284,26733.6253337891,0.17516072347349435,6.305374306519711,0.42193172795538203,0.2112901412618616,0.17052919101088546,14.305050696855709
75,575,55.5418,13.6432,41,14.3315,0,123,127,6,127,5,0.99684,58.61885,0.0,0.0,7.85714,8.803,11.61308,0.0,0.0,132.0,56.49325,0.0,0.42,2.86,-1.0,0.010278,86.2679693421701,2.1042273183995523,0.16382164256025922,0.16895685118871867,0.15251180550768803,208.02609275548733,0.12531863700633197,65058.13147626511,0.14534728496821242,96.82476081309315,19.795380015432098,163.35543077250998,0.8338505882352941,0.27046065175329426,0.18316928565494162,26941.194682203248,0.17530774131076296,6.25151074848108,0.4241493539986025,0.21096119930510646,0.17081556273071188,14.31729163652585
76,576,55.4561,14.0798,41,14.3447,0,123,127,6,127,5,0.99511,58.47611,0.0,0.0,7.53571,8.789,11.78786,0.0,0.0,132.0,56.47073,0.0,0.42,2.953,-1.0,0.010234,86.77292662869625,1.8948640698467212,0.16362765672231552,0.16808782561255106,0.15096894384042436,207.49574861756182,0.1253939590671882,65031.58058245077,0.14656828532591462,96.83361716573347,19.947096836419753,163.58029361910053,0.8338427450980392,0.27028189977394335,0.1839778964072933,26828.644999780256,0.17545608757893788,6.284056517842949,0.42193172795538264,0.2102803238696758,0.17105057738866664,14.236507462866513
77,577,55.2347,13.9549,41,14.7845,0,123,127,6,127,5,1.00236,58.29453,0.0,0.0,8.57143,8.822,12.1614,0.0,0.0,131.0,56.42879,0.0,0.42,2.932,-1.0,0.005983,86.48104674101934,1.550833790242901,0.16328464663989026,0.16747846998613727,0.1495308689256525,206.9868112853483,0.12515593881875967,65049.14162928187,0.14741514922769897,96.85658095027448,20.101417824074073,163.49501303131575,0.8338427450980392,0.27019906820627637,0.18472824394133486,26569.49177774199,0.1755567055788051,6.336919151696173,0.4219317279553831,0.2095181078276742,0.17127161816121267,14.344512562692902
78,578,55.3509,13.6872,41,15.1575,0,123,127,6,127,5,1.00309,58.40687,0.0,0.0,9.28571,8.791,12.05301,0.0,0.0,129.0,56.42383,0.0,0.43,2.857,-1.0,0.009803,86.34486549286706,1.7474689342566543,0.16326209768319713,0.16674306231857566,0.14799595394792947,206.46773952950053,0.12495792353447478,65033.53554434758,0.1483998046204497,96.84595733207601,20.210262345679013,163.424826990563,0.8338427450980392,0.2703428907454235,0.18558693273241442,26703.46876444078,0.17558173184946926,6.312330079100789,0.4219317279553863,0.2084324431447991,0.17146595168553652,14.35828540943287
79,579,55.3263,13.6085,41,14.7882,0,123,127,6,127,5,1.00101,58.39203,0.0,0.0,8.96429,8.787,11.82357,0.0,0.0,131.0,56.38586,0.0,0.42,2.688,-1.0,0.006076,86.35253978882149,1.8758200792730382,0.16357133905245652,0.16607789923138233,0.146697664216792,205.97076849468135,0.12483377475916409,65092.254307102696,0.1497881868310747,96.85430593788323,20.308786651234566,163.46887991234982,0.833484705882353,0.270574392674406,0.18625624901718577,26697.476862068925,0.17569106673352936,6.281727225283693,0.42193172795538286,0.2078189084514243,0.1718052179435815,14.348127200279706
80,580,55.3018,13.6076,41,14.9136,0,123,127,6,127,5,0.99469,58.34577,0.0,0.0,8.10714,8.774,11.75562,0.0,0.0,131.0,56.37289,0.0,0.42,2.936,0.125,0.010272,86.4142954036752,1.7136558362493801,0.16372608075365644,0.16550918636438847,0.14561078126462904,205.46513820816594,0.12482475818092713,65096.3944140565,0.15123140318479703,96.86340587887628,20.392746913580247,163.48147439378118,0.8333149019607844,0.27080634655685215,0.1868630316065242,26671.81347672548,0.17587131932909947,6.278127806941179,0.421931727955382,0.2067364544395025,0.1722347299953848,14.42485479660976
81,581,55.2572,13.4415,41,14.3125,0,123,127,6,127,5,0.99603,58.31399,0.0,0.0,10.64286,8.766,11.75547,0.0,0.0,131.0,56.35493,0.0,0.43,3.226,-1.0,0.012267,86.55284750618429,1.554162584836381,0.16367500001163274,0.1648557634384859,0.14448357931624192,204.96540323225528,0.12505921309112208,65080.5858357188,0.1525665158816466,96.86095057289685,20.533275462962962,163.56833821661644,0.8332396078431372,0.2709819604038932,0.18754579030185956,26582.0925447207,0.1760441398647519,6.274236008243547,0.42193172795538,0.20588858766452742,0.17256871694042886,14.308853714554399
82,582,55.2676,13.4847,41,14.757,0,123,127,6,127,5,0.99516,58.31902,0.0,0.0,9.46429,8.754,11.61033,0.0,0.0,130.0,56.32548,0.0,0.42,2.604,-1.0,0.007944,86.75817786183443,1.5702757763403459,0.16375268964864587,0.16427439061518712,0.1433102319315223,204.46209202582028,0.1256793629471211,65006.285774340584,0.15376834131060274,96.86394270724121,20.609037422839506,163.58795269701372,0.8329945098039215,0.2710663827355102,0.18817787784074083,26636.29112119761,0.17610469182034433,6.251374180206021,0.42193172795538453,0.2047299831624363,0.17310403860725562,14.319993760850695
83,583,55.1945,13.303,41,14.7659,0,123,127,6,127,5,1.00036,58.25092,0.0,0.0,8.89286,8.81,11.64705,0.0,0.0,130.0,56.29723,0.0,0.42,2.428,-1.0,0.010886,88.01749714407283,1.3960203517657723,0.16349118078509875,0.16368779513873016,0.14220993875123758,203.97132198716315,0.1260943136169714,64935.21945613064,0.15485542058566362,96.86638417138687,20.719425154320987,163.42663795775695,0.8329647058823529,0.2711042476097602,0.1888462590524871,26543.266672569207,0.17643422352383428,6.265003262744693,0.4219317279553823,0.20367973830795352,0.17374094567708398,14.256314878110532
84,584,55.0583,13.2357,41,14.7777,0,123,127,6,127,5,0.99669,58.14819,0.0,0.0,10.39286,8.75,11.4899,0.0,0.0,131.0,56.26801,0.0,0.43,2.649,-1.0,0.012255,86.35638205297559,1.4796448009024363,0.1633232268708173,0.16293180406959634,0.14111125083158696,203.4866945768676,0.12663790539339292,64938.3128697481,0.15631732197485085,96.87020377296753,20.774980709876544,163.55558646224003,0.8324290196078431,0.2711993222278699,0.189368926173283,26312.4970970762,0.1768169197024611,6.242549945022533,0.42193172795537964,0.20319957000626523,0.17433702603662837,14.311773041148246
85,585,55.006,13.3044,41,14.2912,0,123,127,6,127,5,0.99586,58.08681,0.0,0.0,9.67857,8.762,11.42897,0.0,0.0,131.0,56.25565,0.0,0.42,2.381,-1.0,0.010272,86.52949483665581,1.6119327992283963,0.16302290858927182,0.1619333751455536,0.1400641196329842,203.0109855547417,0.12762546551192183,64972.024141748596,0.15765869708471633,96.87520665184587,20.796055169753085,163.66803581501765,0.8327345098039216,0.2714879802110787,0.1900062758299432,26239.016535050803,0.17709141312860174,6.235085342098457,0.4241493539986043,0.20324678828041623,0.17484931080717003,14.42325771002122
86,586,55.0805,13.5025,41,14.6992,0,123,127,6,127,5,0.99881,58.14593,0.0,0.0,8.39286,8.825,11.49118,0.0,0.0,130.0,56.22697,0.0,0.43,2.789,-1.0,0.01016,86.66326936702902,1.6593703377644498,0.16283125915548124,0.1607868794854256,0.13877646330343443,202.54726458688577,0.1281832588848904,65029.82349622145,0.15851415774835595,96.86587317729396,20.855372299382715,163.3131912881289,0.8324666666666667,0.27175705675628925,0.1908870177186729,26370.259089631483,0.17725071366302855,6.251988881079028,0.42193172795538253,0.20387830617219307,0.1753577510376454,14.265325664002217
87,587,55.0549,13.28,41,14.5685,0,123,127,6,127,5,0.99912,58.12021,0.0,0.0,7.0,8.772,11.66264,0.0,0.0,130.0,56.21557,0.0,0.43,2.712,-1.0,0.008628,88.63938270229966,1.341801581054792,0.16264981717519594,0.15943178867506225,0.1377709169538849,202.08272678113119,0.12820085095040923,65043.3093360864,0.15900757561220172,96.87380723293654,20.97554976851852,163.5097987460474,0.8324290196078431,0.27215162087479833,0.1918684955513412,26384.77533276451,0.17765488997579815,6.260674051322533,0.42193172795538203,0.20408222471924464,0.17608270162760373,14.318346188392168
88,588,55.19,12.7461,41,15.0892,0,123,127,6,127,5,0.99881,58.28884,0.0,0.0,6.71429,8.722,11.46999,0.0,0.0,130.0,56.17017,0.0,0.42,3.063,0.125,0.011999,88.84596450497301,1.4837977078061622,0.16239073344905966,0.15797034318504719,0.13662589171959136,201.61918692969223,0.12829188273960201,65021.31124380265,0.15918941374799656,96.85678512768195,20.97149884259259,163.56368905601207,0.8324290196078431,0.27258180686699607,0.19295208128915145,26586.484371245027,0.1780887381488056,6.245913980713736,0.42193172795538286,0.20412661813671482,0.1768340910184924,14.26739012164834
89,589,55.2251,12.9463,41,13.9034,0,123,127,6,127,5,0.99552,58.31363,0.0,0.0,8.75,8.71,11.00839,0.0,0.0,129.0,56.1425,0.0,0.43,2.647,-1.0,0.010472,88.20135238882318,1.461303950083772,0.16220528364408993,0.15627344558317335,0.13586951717789023,201.18152343185776,0.128823892775638,64998.227828294555,0.15922284134374626,96.86453755504822,20.91695601851852,163.4176510446066,0.8324290196078431,0.2727415365716543,0.1941209959122359,26616.74811231704,0.17836909386985364,6.175977640303501,0.42193172795538175,0.20407925897283719,0.17731137749569884,14.347288720401716
90,590,55.0315,13.0563,41,13.9143,0,123,127,6,127,5,0.99471,58.10041,0.0,0.0,8.82143,8.78,11.18335,0.0,0.0,131.0,56.1015,0.0,0.42,2.497,-1.0,0.010129,86.02748633296734,1.3509567775915436,0.16204590852135292,0.15443980519457087,0.1352210817402642,200.74303832432219,0.1289234159289222,65045.1439396732,0.15931279282373056,96.8975888222998,20.93875385802469,163.54442653334294,0.8321313725490196,0.2725344965232927,0.1951750697235965,26287.270216266348,0.17841409410636752,6.194740419664633,0.4219317279553813,0.20346236120686467,0.1778114225738757,14.3722954267337
