,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubrow.0,tone,movement,uhdhdsim,contrast,staticness,cubcol.0.3,saturation,cubrow.1.0,cubrow.0.6,cubrow.0.3,temporal,blur,cubrow.0.5,color_fulness,noise,cubcol.0.5,cubcol.1.0,cubcol.0.6,fft,blockiness
45,45,77.3134,14.4909,67,22.0135,0,117,117,13,137,13,0.974,78.62214,0.0,0.0,1.46429,4.175,11.95359,0.0,0.0,126.0,42.72295,0.00011,0.46,2.706,-1.0,0.487774,0.13942754153983958,0.3425248024035609,0.61304,11.329523533950617,90.17286689089416,88.38352452600132,535.4808773762936,0.21848119749137793,55.074028486087,0.21981481221286647,0.2696873446685302,0.2393626498515635,5.338967790129775,41906.37368359554,0.25979007459089015,83.76333019952328,0.4919831134586358,0.2047890333815492,0.320714746972313,0.18411661310712885,68388.94364815103,4.985940639447218
46,46,78.0144,14.3387,68,23.4898,0,116,117,13,137,13,0.9899,79.38593,0.0,0.0,1.75,4.16,12.4685,0.0,0.0,126.0,42.63594,7e-05,0.47,2.507,-1.0,0.494126,0.1385143933147536,0.3431859230197219,0.6100137254901962,11.06032986111111,90.07970836478711,84.9864158856356,533.9009205925689,0.21921379516991799,54.63405825767988,0.21974695145712217,0.26948298662242315,0.24015037456721683,5.244011532911091,43053.03438897472,0.2593190256601218,83.5643141144021,0.4919831134586417,0.20473772204094032,0.3199262402265168,0.18407937103624328,68396.28583883109,5.581729815260232
47,47,78.1442,14.2428,68,23.5474,0,116,117,13,137,13,0.99563,79.65315,0.0,0.0,1.53571,4.176,12.33756,0.0,0.0,125.0,42.35519,0.00013,0.48,2.516,-1.0,0.457962,0.13786024299397961,0.34407062108371417,0.6017505882352941,10.354600694444445,90.05480936734992,86.94164602691778,532.3635218001565,0.21933397010266348,54.68701454445167,0.22009998934343653,0.2692108986318042,0.24036969383929918,5.283263535485519,43155.04595558849,0.25895329526357425,83.28467036564074,0.5002594065241576,0.2052784424974969,0.3185244670729429,0.18401722628729109,68423.78353236099,5.034526469771028
48,48,78.2605,13.6802,69,24.3116,0,116,117,13,137,13,1.00036,79.84012,0.0,0.0,1.14286,4.158,12.25158,0.0,0.0,125.0,42.25503,0.00012,0.48,2.32,0.18081,0.407284,0.13740728442144562,0.34513725851073124,0.5983384313725492,10.232542438271604,90.08167818288615,86.82895305323831,530.8424697715433,0.21876220690359757,54.60362432032455,0.22040331844140054,0.26904299929146386,0.24060146294234433,5.332942694027171,43612.84944504166,0.25863165122994825,84.98997116369819,0.5002594065241626,0.20578122641870042,0.31669574328898054,0.18391847053972332,68603.67764060381,7.154910533605343
49,49,78.0436,13.4095,69,23.8834,0,116,116,13,136,14,1.01199,79.72462,0.0,0.0,1.21429,4.184,11.77162,0.0,0.0,125.0,42.13076,9e-05,0.48,2.644,-1.0,0.327696,0.1366782102365978,0.3467224274620387,0.5933454901960784,10.394675925925926,90.11206709644205,84.66192740697113,529.3706538762854,0.21813627886663298,54.72091599452643,0.220269968205942,0.2690298913629321,0.2408599656998721,5.3713367385645725,43212.05189646088,0.25840873974155043,86.46931845440807,0.5063180735464562,0.20574061610912753,0.3154468460373559,0.1839047281877407,68697.06343151686,7.866025240692449
50,50,78.0109,13.6497,70,24.2312,0,116,116,13,136,14,1.01741,79.79964,0.0,0.0,1.10714,4.192,11.54285,0.0,0.0,125.0,42.02317,0.0001,0.48,2.252,-1.0,0.244517,0.1357920250145904,0.3475203035485769,0.5898325490196079,10.690489969135802,90.10876056241942,86.62399637856639,527.9200085920929,0.21753838917412827,54.80408807448399,0.22009393185018938,0.26886572113953844,0.2412912965222123,5.3373066435038305,43057.94958530494,0.25816507073567935,87.48948730745067,0.51015911452552,0.20557232796517766,0.31488384564087485,0.18390346809934946,68680.5861093616,4.448818362312548
51,51,78.4532,13.6616,70,25.7176,0,116,116,13,136,14,1.02294,80.3451,0.0,0.0,1.64286,4.183,11.74945,0.0,0.0,125.0,41.95186,0.0001,0.48,2.329,-1.0,0.225462,0.13534225866437247,0.3478956200762352,0.5902274509803922,10.703510802469136,90.0173225004606,86.02753901827423,526.5184757536316,0.2171328942099042,54.925000602816354,0.2203425197164328,0.2686836378531107,0.24141859007838562,5.337284581745002,44049.519023890905,0.2579107124405812,88.43888145652757,0.5168119926552089,0.20545100261496227,0.3146803703334775,0.18390889559916368,68697.7160727415,5.249380287137591
52,52,78.8955,13.331,71,25.2988,0,116,116,13,136,14,1.02077,80.85686,0.0,0.0,1.46429,4.176,11.77041,0.0,0.0,125.0,42.16018,7e-05,0.47,2.835,-1.0,0.200837,0.13589269349254143,0.3484229790237006,0.5926756862745097,10.804108796296296,89.98814427161557,85.57046083123244,525.1602793614855,0.21685615342721776,55.09865334593219,0.22078248616450302,0.2684602832671073,0.24195071411419944,5.371615820820749,44893.780188700075,0.25763172216184926,88.90257031871715,0.5206530336342755,0.2053500830704159,0.31519082655902536,0.18394555399785567,68859.90561036166,6.45799513638908
53,53,79.0667,13.3262,72,23.9926,0,115,116,13,136,14,1.01694,81.14687,0.0,0.0,0.67857,4.201,11.48021,0.0,0.0,126.0,42.36447,4e-05,0.47,3.146,-1.0,0.187018,0.13633378361868873,0.34924555466575846,0.5959132941176457,10.69849537037037,90.02380844262794,85.03367301887658,523.8544184432473,0.21656938617839425,55.183503704306524,0.22126822775556831,0.2683070111296337,0.24270660486501514,5.2577292365180845,45176.89941242882,0.2574716892817992,88.89650051687245,0.5228706596774988,0.20523522634522837,0.3163943071133637,0.18395418174442907,68995.9298409,6.857038375416314
54,54,79.2727,13.1464,72,24.2342,0,115,116,13,136,14,1.00482,81.38014,0.0,0.0,0.92857,4.193,11.47548,0.0,0.0,126.0,42.49431,2e-05,0.47,2.722,-1.0,0.1697,0.13674638199634837,0.35007133072965846,0.5975576470588235,10.387104552469136,90.02983284063168,88.59011742696633,522.6059912659566,0.2161416172238136,55.31822788568191,0.22195461066125563,0.2681829903005267,0.24272940687143432,5.21867574982295,45424.74541717373,0.25728013098939095,88.77834518955945,0.5228706596775016,0.20518501710484502,0.3181294451479258,0.1839760732465426,68932.0198903276,5.070924506991951
55,55,79.2931,12.781,72,24.718,0,115,116,13,136,14,1.0023,81.34654,0.0,0.0,0.53571,4.195,11.32425,0.0,0.0,126.0,42.53084,6e-05,0.47,2.39,-1.0,0.189988,0.13780084293939857,0.35078319059050267,0.5988129411764705,10.213831018518519,90.00991496883216,86.51809302341024,521.4151393079219,0.21582610387287451,55.339384667667346,0.22231001972376016,0.26808046652616435,0.2429045815318442,5.2344032882658,45556.57067816358,0.2570492494454534,89.02381385419174,0.520653033634274,0.2051095425939241,0.3198591697185796,0.1840267626979396,69139.92712542239,5.671955553122465
56,56,78.9934,12.4512,72,22.9798,0,115,116,13,136,14,1.00575,81.04903,0.0,0.0,1.35714,4.172,11.0051,0.0,0.0,126.0,42.50395,2e-05,0.47,2.445,0.16937,0.212663,0.1398792020243823,0.35138156195186926,0.598564588235292,9.82860725308642,90.01818311932475,88.11809451905985,520.297637735547,0.215608233129234,54.884189181857636,0.222572787906024,0.26805732250432684,0.24310144800610564,5.167606290255725,44983.71787672173,0.2569205557461014,88.85223593483254,0.5190296186984428,0.20504935752273146,0.32082674866360683,0.18405952659349087,68997.06488929752,4.894784557307755
57,57,78.8389,12.6238,71,21.694,0,115,116,13,136,14,1.01365,80.97893,0.0,0.0,1.5,4.175,10.72761,0.0,0.0,126.0,42.45412,5e-05,0.47,2.623,-1.0,0.212404,0.14176600314509724,0.3520692615575399,0.5981886274509804,9.50564236111111,90.01668236151437,89.05806288982744,519.2529060014938,0.2154987404299151,54.97773629647714,0.22264555546662448,0.2680480582754079,0.24309589003394302,5.059018705983376,44541.052246465086,0.25693812310055303,89.24078319908733,0.5206530336342722,0.2051597573244977,0.3215220223826841,0.18393093623580783,68928.42678523816,4.179527696862857
58,58,78.2969,12.8054,71,22.627,0,115,116,13,136,14,0.99564,80.4661,0.0,0.0,1.60714,4.192,10.86637,0.0,0.0,126.0,42.39855,8e-05,0.47,2.576,-1.0,0.205164,0.1424990184950546,0.3530377585947664,0.5978219607843138,9.284384645061728,90.0465978326477,85.8657625344233,518.2688591282188,0.2153580883401279,54.906553857120464,0.22286199996840567,0.26810223401028893,0.2432292392872425,5.0720415246351696,43487.72786791076,0.2568883084851306,89.36194200633129,0.5190296186984359,0.2051946359826167,0.3227197382571437,0.18364131695098115,68721.9551928367,5.058484432042821
59,59,78.5853,12.6109,72,20.9681,0,115,116,13,136,14,0.99219,80.80063,0.0,0.0,1.78571,4.196,11.0322,0.0,0.0,126.0,42.41696,0.0001,0.46,2.982,-1.0,0.196253,0.14307474568843653,0.35361005298846404,0.6000619607843137,9.269241898148149,90.02102540963142,87.0230197033885,517.3440209471142,0.21529168020911335,54.86192491319445,0.22311728605268616,0.2680908983791061,0.24353266968868922,5.074648251889114,44176.73997011992,0.2568296719720066,89.40422951617036,0.5206530336342816,0.2052737604599107,0.323888907943605,0.18358440387951794,68700.37271936814,6.0671491282281185
60,60,78.4769,12.504,72,21.4945,0,115,116,13,136,14,1.00673,80.66181,0.0,0.0,1.10714,4.204,10.86445,0.0,0.0,126.0,42.46536,7e-05,0.46,2.744,-1.0,0.188829,0.14440115698418912,0.35495244255783215,0.6018066666666666,9.351128472222221,90.0272164523375,84.87174752978284,516.4467976846202,0.21482678020978024,54.69060846022617,0.22309279898560003,0.26720833446488645,0.2427093446891463,5.071427155396172,44009.631363907145,0.2563396412204164,89.39524841700765,0.5228706596775016,0.20594517272791998,0.32335948156360256,0.18282651431691074,68784.71283287642,6.303585211928983
61,61,78.576,12.187,72,21.3139,0,115,116,13,136,14,1.01578,80.74366,0.0,0.0,0.75,4.219,10.77532,0.0,0.0,126.0,42.52538,6e-05,0.47,2.62,-1.0,0.206562,0.1461767518035882,0.3563987089721436,0.60318,9.519386574074074,90.02770816489276,87.23453043783515,515.5635975159066,0.21439102887741968,54.6356248266903,0.22319181212846365,0.2663949170066838,0.2419244998963223,5.086358879389908,44212.25118304152,0.2559509843628186,90.35959683087708,0.5228706596774987,0.2065268458149006,0.3223766143881676,0.18193942844709088,68766.21481358583,4.69978760029747
62,62,78.5666,12.355,72,21.2017,0,115,116,13,135,14,1.01164,80.74354,0.0,0.0,0.89286,4.212,10.4901,0.0,0.0,126.0,42.51049,6e-05,0.46,2.501,-1.0,0.199072,0.14695813416718065,0.3582832114136492,0.6033015686274511,9.548996913580247,90.0612726267478,85.57105483565697,514.6649496854086,0.21410309812618727,54.34877466272425,0.2236430169376965,0.2660691049476816,0.2417630196289497,5.050821784707365,44194.285608058664,0.25587731896002464,91.58450117346536,0.5206530336342783,0.20713374142166963,0.32137612036237617,0.18166409130682998,68821.68534193105,5.852701876043626
63,63,78.4395,12.6282,72,21.8401,0,115,116,13,135,14,1.00339,80.62255,0.0,0.0,1.14286,4.204,10.63835,0.0,0.0,125.0,42.55821,7e-05,0.46,2.419,-1.0,0.207328,0.14842136579980927,0.3604019464001328,0.6039905882352941,9.624903549382717,90.08056053433887,88.14127216259644,513.7936322094212,0.2137999773794245,54.24157187379437,0.22371137198785093,0.2660349099295473,0.24128360074388258,5.097935523180754,44096.172744655465,0.255907123826371,91.33234907177273,0.5206530336342714,0.20750663989098747,0.320289424003093,0.18127277207076808,68715.60058766686,5.437173879922124
64,64,78.2876,12.8743,71,23.0955,0,115,116,13,135,14,1.00446,80.39953,0.0,0.0,1.35714,4.219,10.87532,0.0,0.0,126.0,42.64765,7e-05,0.46,2.506,0.1722,0.209347,0.14803658595022812,0.3622638187269786,0.6047380392156864,9.636815200617283,90.13980074740337,85.087862026718,512.9679097976915,0.21356181230271712,54.23732823501398,0.22319191406089628,0.26621480683783,0.24076121735488085,5.110987600409848,43843.21245779557,0.25578357081998204,91.61052417114836,0.5168119926552124,0.20767803097833276,0.31922809108576783,0.1814676148872716,68659.30625603588,5.296229918039398
65,65,78.2084,13.2178,71,22.2853,0,115,116,13,135,14,1.00332,80.27717,0.0,0.0,1.03571,4.207,11.09606,0.0,0.0,126.0,42.73783,8e-05,0.46,2.522,-1.0,0.215507,0.14800879398609043,0.3634071343541955,0.6070227450980392,9.762635030864198,90.15383670657464,87.26693279665673,512.192520296544,0.21333025754062748,54.130732218424484,0.22304932115093257,0.2665708594252431,0.24061184761661478,5.134976379092454,43671.91942621704,0.2556872731352515,91.57633584977816,0.5206530336342704,0.2077466423317346,0.31818775974862784,0.18184187802409602,68674.07339530934,5.048169045669307
66,66,78.5343,13.2295,71,22.1219,0,115,117,13,135,14,1.00172,80.56119,0.0,0.0,1.28571,4.195,11.39843,0.0,0.0,126.0,42.8537,4e-05,0.46,3.004,-1.0,0.207688,0.14825152962966207,0.36423044321502773,0.6092109803921568,9.950617283950617,90.09300620439876,86.52175892322559,511.46768052853776,0.2131845872103351,54.06763750241127,0.22248729643940737,0.2667473775062181,0.24007697257882166,5.200384768083138,44223.79206593235,0.25508390907710504,91.83024735459415,0.5168119926552136,0.20727436317763523,0.31709135148438544,0.18200748932364486,68729.07693651484,6.135453596940478
67,67,78.6869,13.4604,71,22.324,0,115,116,13,135,14,1.01293,80.73601,0.0,0.0,0.64286,4.209,11.40737,0.0,0.0,127.0,43.05863,3e-05,0.46,2.779,-1.0,0.213806,0.14723628173895456,0.3651517461228954,0.6142392156862746,10.190248842592593,90.14556685863843,87.40699892710622,510.73713805744825,0.2130459557277763,54.054765300986205,0.22194191370264066,0.26693083377479837,0.2398308787653054,5.284226445329004,44704.106106176354,0.25460465660195936,93.63645923396868,0.5168119926552093,0.206387136496433,0.3162535258104246,0.18210053882156887,68679.00551677747,6.917586707499445
68,68,78.4455,13.6808,71,22.1569,0,115,116,13,135,14,1.02292,80.44166,0.0,0.0,0.60714,4.21,11.59328,0.0,0.0,127.0,43.12336,0.0001,0.46,2.734,-1.0,0.215464,0.1476910019901939,0.3658814940226078,0.6162909803921569,10.397135416666666,90.18424981585326,89.87739143793542,510.0243576681556,0.21283905911765585,53.97448862334828,0.2221667716098576,0.2671537090087352,0.23937614438402044,5.26750718503966,44262.59139316084,0.2541863517952746,94.1075258996957,0.5168119926552018,0.20555947919719875,0.3158309148255939,0.18214943528465585,68544.74247087815,6.792075958875506
69,69,77.7082,14.0527,70,22.3999,0,115,116,13,135,14,1.01572,79.67686,0.0,0.0,0.64286,4.224,11.78028,0.0,0.0,126.0,43.06509,3e-05,0.46,2.069,-1.0,0.213249,0.14879720977276686,0.36733480003663976,0.6167670588235294,10.452208719135802,90.24167562209001,87.68701827200697,509.3411166019307,0.21245965773936387,53.93416039737654,0.22249016898291363,0.2673689999227553,0.2390405896494772,5.255601695656242,42884.38064580279,0.2540847246770867,93.64645862467435,0.5123767405687519,0.20482437217434016,0.31561456407541877,0.18217920942968996,68578.20856804526,7.008168559657412
70,70,77.0739,14.1237,69,23.4494,0,116,116,13,135,14,0.99814,78.92877,0.0,0.0,0.71429,4.249,12.11228,0.0,0.0,126.0,42.84839,6e-05,0.45,2.121,-1.0,0.221191,0.15007313717078222,0.36849174640023924,0.617381568627451,10.657310956790123,90.34234668844327,85.71394506020057,508.70114407052876,0.2121266403958257,53.67021574797454,0.2222040864577844,0.26721207771309613,0.23837607773689232,5.406733428277626,42232.32560751765,0.25385705338483927,93.42493811033398,0.5069122846538533,0.20422311629969597,0.31588201011362904,0.18223070948170875,68398.22869773781,6.8508248864076835
71,71,76.9028,14.4681,69,24.5205,0,116,116,13,135,13,0.99665,78.66513,0.0,0.0,0.85714,4.218,12.16035,0.0,0.0,126.0,42.64009,6e-05,0.46,2.422,-1.0,0.221615,0.15081883365762916,0.36929898470035755,0.6168572549019609,11.106385030864198,90.3665156998121,87.30812738125263,508.09215700595826,0.21181719162159435,53.686852914315686,0.22273677852696863,0.2668871567301143,0.2376334104317531,5.370999938153802,42071.292579371926,0.2539656250581709,93.05440253324575,0.5046946586106243,0.20379423631968938,0.3159890708030028,0.18254305183818106,68353.9513777077,6.413617213717007
72,72,76.4033,14.8603,68,21.9297,0,116,116,13,135,13,1.00025,78.18067,0.0,0.0,0.85714,4.193,12.46837,0.0,0.0,127.0,42.46769,5e-05,0.46,2.918,0.1722,0.242886,0.1519062735830522,0.36955674121857046,0.6164125490196078,11.164255401234568,90.42818843242702,87.06229741592746,507.51450888270466,0.21154513488035595,53.57375156732254,0.223164059132034,0.2668679434741924,0.23718946328451238,5.309705056356128,41028.41896279918,0.2540430813783496,93.36575463948091,0.500259406524162,0.20327199120765738,0.3162482263193432,0.1830015796475159,68365.64915611007,5.795752129545838
73,73,76.0392,14.9217,68,23.8462,0,116,116,13,135,13,1.00964,77.73226,0.0,0.0,0.92857,4.218,12.80557,0.0,0.0,128.0,42.31064,4e-05,0.46,2.917,-1.0,0.245851,0.1527704608319347,0.36977061946469925,0.6154086274509802,11.154465663580247,90.5205106218495,86.25496265171606,506.9864429285168,0.2110399602533198,53.447722070011096,0.2238778772421386,0.2669216926242148,0.2375462325773536,5.341913189357699,40540.082843875185,0.2538491894325943,93.49971212653509,0.5002594065241578,0.20274257451593594,0.31645507738977696,0.1835042124165486,68271.80269046708,4.219684402510271
74,74,75.4568,15.1505,67,24.2463,0,117,116,13,135,13,1.01221,77.16551,0.0,0.0,0.75,4.216,12.84886,0.0,0.0,127.0,42.03663,7e-05,0.45,2.239,-1.0,0.254467,0.15414086384707384,0.3699848273582019,0.6118266666666667,11.329716435185185,90.55443163183034,89.61406532570692,506.4733391467393,0.21087759356946403,53.32625306682822,0.22401103898205485,0.2664548362153773,0.23748219369172435,5.335115518325597,39375.83978526444,0.2534405585565501,93.40508631497991,0.49804178048093073,0.20217120005796174,0.317025466744458,0.18382212112506977,68351.92340140145,5.937520843571841
75,75,75.1371,14.6266,67,24.5545,0,117,116,13,135,13,1.01381,76.75556,0.0,0.0,1.17857,4.204,13.04125,0.0,0.0,127.0,41.78001,7e-05,0.45,1.815,-1.0,0.265175,0.15692239509091238,0.37004063669915294,0.609696862745098,11.624807098765432,90.56055456827781,86.90204484391992,505.9760123100876,0.21099592790828678,53.08380899311583,0.2241799262453423,0.26619809277316553,0.23736163365906135,5.33355216625222,38926.1350955309,0.25303046276420066,93.13549477085849,0.4919831134586435,0.2015532797418403,0.31766939297847085,0.18411619339649418,68215.93519870423,5.848014986246734
76,76,74.9515,14.76,66,22.9257,0,117,116,13,135,13,0.99747,76.48351,0.0,0.0,0.82143,4.197,12.58812,0.0,0.0,127.0,41.72056,0.00015,0.45,2.133,-1.0,0.264691,0.15827700317192944,0.36982484497494644,0.6111737254901961,11.93185763888889,90.58262630671621,86.28284626629876,505.50357377015996,0.21082846183802587,52.94586332344714,0.22407358204224168,0.2660435193967802,0.23717504905698392,5.327070297207358,38829.91944966514,0.2527313890599732,93.54527229172187,0.49198311345864143,0.2010904631936314,0.3178374157030856,0.18447033755884168,68137.78945274536,6.056501734608214
77,77,74.5326,14.7227,66,23.9921,0,117,116,13,135,13,0.98328,76.03289,0.0,0.0,0.89286,4.196,12.69578,0.0,0.0,127.0,41.61954,0.00015,0.46,2.004,-1.0,0.292771,0.15855520540259047,0.36938205252828127,0.6113305882352941,12.232735339506172,90.60133028737084,86.48951225920217,505.0549224601161,0.21101055015461484,52.641037364064914,0.22374858336969702,0.26549684978287974,0.23706875561624616,5.271757409358626,38015.67452716041,0.2523088549585064,94.53487934393053,0.4919831134586368,0.20093286410900693,0.3179720918993106,0.18501021318416494,67962.82863668802,6.313480631747925
78,78,74.856,15.1627,66,22.5108,0,117,116,13,135,13,0.99056,76.34287,0.0,0.0,1.25,4.213,12.67249,0.0,0.0,128.0,41.74581,7e-05,0.46,2.004,-1.0,0.321934,0.1596168321136412,0.3694867181931215,0.6118152941176471,12.339940200617283,90.54677256588933,87.83693767579885,504.6141506533499,0.21136762338025172,52.48185127164111,0.22364438822386132,0.26524403809510316,0.23724386609099768,5.3075153327335425,38428.68100651571,0.2518625747676337,96.12489842540096,0.4919831134586361,0.20080854114810204,0.31810608993646877,0.18539826565994008,67979.80163426175,8.323318296604299
79,79,75.2413,15.9112,66,23.545,0,117,117,13,135,13,0.99945,76.69107,0.0,0.0,1.10714,4.223,13.07666,0.0,0.0,127.0,41.90822,4e-05,0.46,2.009,-1.0,0.332379,0.16098141687213213,0.36971252237338437,0.6153701960784314,12.524546682098766,90.49798173517462,89.44545131517262,504.16405903746994,0.21137043462203398,52.03670624156057,0.22377517941346212,0.2647664191888093,0.23758310253094803,5.338167447739241,39147.15377282512,0.25150506478811807,95.44959041435685,0.4919831134586343,0.2005340877624331,0.317705470033884,0.1857788408005654,68133.25646396355,6.6051941634047155
80,80,75.3548,15.7426,66,23.9277,0,117,117,13,135,13,1.00022,76.71351,0.0,0.0,1.42857,4.214,13.70923,0.0,0.0,128.0,42.11837,8e-05,0.46,2.028,0.18776,0.403356,0.16238308424993292,0.3698165194922534,0.6192733333333335,12.629099151234568,90.4833263474078,86.23871206404984,503.6949089149865,0.21148600228995945,51.74995893313561,0.22432465142838554,0.2642489152758859,0.23797972591240557,5.416687114158937,39254.56900253886,0.250938532091202,96.30956917109427,0.4919831134586293,0.20018076522327163,0.31751348287811404,0.18618372491469817,68126.5501222424,6.243233249716654
81,81,75.5431,14.9396,66,22.5166,0,117,117,13,135,13,1.01621,76.85812,0.0,0.0,1.10714,4.191,13.53662,0.0,0.0,127.0,42.15572,4e-05,0.46,1.911,-1.0,0.464475,0.16421444308091904,0.36992007961076445,0.6199141176470588,13.037422839506172,90.4296671112756,88.78852437086802,503.23986807488103,0.21198740015540904,51.6563958062066,0.22494329138084948,0.2639651389508817,0.23814550667522827,5.353852926509414,39199.96308779792,0.25069223176722977,97.35579406659524,0.48370682039311985,0.1993828199077689,0.3172399539751798,0.18648964832077614,68053.67710242193,5.634494240048206
82,82,75.5433,14.1977,66,23.0165,0,117,117,13,135,12,1.02086,76.81588,0.0,0.0,0.96429,4.204,12.84906,0.0,0.0,127.0,42.20305,7e-05,0.46,2.341,-1.0,0.479137,0.16561419331048866,0.36968771690241536,0.6199454901960784,12.86376350308642,90.44038046194837,90.10678605651393,502.7816827964075,0.21272540610111668,51.66864673002266,0.22562485567930848,0.26369382518076145,0.23847257083428341,5.3509363453863426,39263.37296404258,0.2507521827789075,95.84837554720099,0.4843010315005138,0.1985643068583214,0.31639017680625975,0.18651795109996575,68055.35664369998,5.1253653693724655
83,83,75.3311,14.3705,65,21.8412,0,117,117,13,135,12,1.00285,76.63689,0.0,0.0,0.96429,4.205,12.21075,0.0,0.0,128.0,42.266,2e-05,0.46,2.033,-1.0,0.520721,0.16710632657953786,0.36982718084716965,0.620640784313724,12.812355324074074,90.49889342248683,87.99812437850558,502.2936245699534,0.21310849069911736,51.56576123649691,0.22629403694866865,0.26338940715477854,0.2389827775662394,5.2469604817030495,39066.33751525182,0.2509027893950469,95.53592027464238,0.47986577941404857,0.19784414608587603,0.3156777676598188,0.18668723621530336,68018.76448418887,5.766347651821197
84,84,75.3953,14.2149,65,21.6549,0,117,117,13,135,12,0.99266,76.68413,0.0,0.0,1.07143,4.22,12.37316,0.0,0.0,129.0,42.45227,6e-05,0.45,2.335,-1.0,0.494424,0.16872008028910437,0.3695566946909365,0.6257588235294117,12.83521412037037,90.48872665721775,87.26471512053976,501.8047076785366,0.21357907205318413,51.519693445276324,0.2270994588360103,0.2630553719134622,0.23985329312382694,5.227484527901994,39282.66716498134,0.25057861796921865,95.67392719932789,0.4814891943498862,0.19709448134057525,0.31494624734693816,0.18676865420633812,68109.81988327965,6.113647706741213
85,85,75.5279,13.9699,65,21.2547,0,118,117,13,135,13,0.99281,76.80905,0.0,0.0,1.17857,4.219,12.24026,0.0,0.0,128.0,42.22373,7e-05,0.46,2.703,-1.0,0.500996,0.16908565066543474,0.36909898460628515,0.6222160784313725,12.713975694444445,90.47877179046472,88.54775689878409,501.29687951238213,0.21406172283811783,51.457863136574076,0.22811062402913587,0.26274525582005764,0.24061818691768871,5.2801157406899994,39488.044856997454,0.2504767634669803,96.11383606209557,0.4875478613721779,0.1963340249210997,0.3139541042100821,0.18701033383316754,68229.07249183579,6.807717665608348
86,86,75.4984,13.867,65,21.4645,0,118,117,13,135,13,0.99398,76.80343,0.0,0.0,0.64286,4.21,12.03627,0.0,0.0,129.0,42.05984,5e-05,0.45,2.707,-1.0,0.534357,0.1693724968414334,0.3689471656047978,0.6217372549019609,12.998842592592593,90.488367943819,88.62310433477973,500.7819852371811,0.2138850699879922,51.44745852623457,0.22830153161970618,0.26222300549534017,0.24128822856662496,5.22343515821811,39345.17112448352,0.2507310455907037,95.2831621860013,0.4798657794140471,0.19494599418402223,0.3131582717291337,0.1872575266267501,68285.21957399543,7.861590243994044
87,87,75.6823,13.6483,66,23.1076,0,118,117,13,135,13,0.98688,76.98775,0.0,0.0,1.03571,4.209,11.94899,0.0,0.0,128.0,41.8437,5e-05,0.45,2.759,-1.0,0.544141,0.1680911705894526,0.36870563691027347,0.6200654901960784,12.989197530864198,90.44984378051971,87.22208000750355,500.2537250088141,0.21411330700731665,51.312770325460555,0.2291534525281429,0.2616338088153961,0.24153216679046627,5.180700539749593,39709.12452639545,0.25075097239616795,94.40213683503482,0.47986577941405334,0.19405684565833717,0.3133754442392728,0.18743265900572154,68242.44968173862,7.213757707285706
88,88,75.9448,13.1123,66,21.699,0,119,117,13,135,12,0.96936,77.29789,0.0,0.0,0.57143,4.208,11.76581,0.0,0.0,128.0,41.57944,8e-05,0.45,3.304,0.19367,0.57112,0.16845218716011948,0.3683348186247456,0.6193047058823529,13.06568287037037,90.44500904201591,87.1106550166183,499.7058191041156,0.21367705632100667,51.35606666847512,0.22980523719634977,0.2610818556637225,0.24257339855770196,5.175592166697195,39988.081688699574,0.2507927679032278,93.80050297482455,0.47986577941404934,0.19281605444996405,0.3141040827685372,0.18768658146665185,68208.26875963813,6.097363942046701
89,89,75.714,13.2614,66,21.7758,0,119,117,13,135,12,0.96756,77.12743,0.0,0.0,0.82143,4.24,11.29333,0.0,0.0,128.0,41.35854,3e-05,0.45,3.668,-1.0,0.597465,0.17040796763534258,0.3680128185145908,0.6179654901960784,12.945216049382717,90.5178703562885,89.21966037299045,499.1448454889263,0.21301173743865462,51.42494032118056,0.2304228790004302,0.2604641382197959,0.243186607502093,5.109333190796837,39736.70204445506,0.25067357653128236,93.23422682316738,0.47986577941404907,0.19158898326767337,0.31526866586185043,0.18762834601300324,68139.85705152294,3.8162515253685063
90,90,75.393,13.5641,66,21.8218,0,119,117,13,135,12,0.98762,76.86368,0.0,0.0,0.96429,4.247,11.41738,0.0,0.0,128.0,41.23384,3e-05,0.45,3.038,-1.0,0.608011,0.17092728116054595,0.367979979210059,0.6175513725490197,12.812210648148149,90.54374402360776,88.65655962646056,498.5935152631724,0.21165680904325734,51.43309962896653,0.2299095187058372,0.2598408283435606,0.24395109972934167,5.113865124575117,39432.91035096436,0.25074226869565014,93.71305500062883,0.48370682039311114,0.1904424214884266,0.31639835259359966,0.18751810155571794,68217.39554918591,5.590962385055899
