,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,tone,saturation,cubrow.0.3,cubcol.0.6,cubrow.0.5,cubrow.0,cubrow.0.6,color_fulness,temporal,noise,cubcol.1.0,blur,contrast,movement,staticness,cubcol.0.3,fft,cubrow.1.0,cubcol.0,uhdhdsim,cubcol.0.5
45,445,21.7719,31.7564,12,28.852,0,119,118,4,135,8,0.98901,21.48843,0.0,0.0,7.46429,11.027,27.79548,0.0,0.0,119.0,35.48615,0.0,0.29,3.655,-1.0,2.575972,0.8968803177032825,0.5153717647058823,45.083044169861594,0.0616154651263171,0.07660173396258343,0.07234358663971792,0.015308264635694008,0.059360278388836764,101.99996733527843,7.6483073775853665,0.23054778361988224,0.05126737936611873,2404.7217274347827,88.36091098004174,24.099729938271604,340.0609261301437,0.039764141722227184,62450.54812086766,0.03582700613963756,0.05361327451655715,102.62885479999083,0.04923053972996434
46,446,21.0194,30.1766,11,25.5043,0,120,118,4,135,7,0.99456,20.71649,0.0,0.0,6.92857,11.98,27.27733,0.0,0.0,116.0,35.94363,0.0,0.29,4.2,-1.0,2.605386,0.8357581683642297,0.5278376470588235,45.24164082091532,0.06118845038279176,0.07581329852687813,0.07152985446125887,0.015236476652498457,0.05887213702374359,100.69850546634592,7.522082588356058,0.2222714905543559,0.05134680522166499,2290.1503629002614,89.25588558424371,24.036024305555557,338.418219840933,0.03950441136381935,62401.707315426276,0.035609337196565734,0.054804819379852814,102.84227160531002,0.04970371678700194
47,447,18.9586,30.0462,10,25.5247,0,120,118,4,135,6,0.99531,18.76321,0.0,0.0,4.07143,12.996,25.92546,0.0,0.0,115.0,35.99493,0.0,0.29,3.956,-1.0,2.688516,1.1639516471908962,0.5390290196078431,45.16889444986979,0.06071020199814692,0.07526887818257418,0.07091525706215579,0.015164437503892979,0.05842584189525526,97.98817208903137,7.4772643755880575,0.20793653046654267,0.051560858352488775,1746.5020076872343,89.25628335514553,22.136574074074073,336.7906535875898,0.04019811765998977,62320.14501769289,0.03535600944919145,0.05654924857956847,103.31395124281474,0.0493331539285964
48,448,19.2792,30.3848,10,24.2962,0,120,118,4,135,6,0.9909,18.96452,0.0,0.0,6.78571,13.472,25.80846,0.0,0.0,119.0,35.89663,0.0,0.29,4.498,0.3188,2.636033,0.5601592176324732,0.54688,44.6696253647039,0.06015460049465295,0.07490388791967821,0.07029174548201549,0.015106346250610707,0.05838660059557684,95.38051675233275,7.45888887897515,0.20571890442331645,0.051641157113206035,1872.250851658415,89.52509786052819,21.013020833333332,334.7249605148618,0.04181744967604818,62444.713244501094,0.0351712023994945,0.05879010598222982,103.34572751684541,0.049191175149985465
49,449,18.8367,30.0709,10,23.9994,0,120,118,4,134,5,1.00368,18.59534,0.0,0.0,7.42857,14.454,26.09211,0.0,0.0,122.0,36.08906,0.0,0.28,3.598,-1.0,2.846361,0.7343845739130425,0.5564007843137255,43.96158891842689,0.059650420875000845,0.07464743049619373,0.06957145910305254,0.01502765655873854,0.0576730266682684,93.45566307917159,7.485924935842045,0.19966023740102257,0.05207724153426695,1670.8676429037346,89.52776412638593,20.943817515432098,331.9585291252815,0.04246183036320472,62306.145022347795,0.035049360390807055,0.05957254412208356,103.54193204737031,0.04921990168085442
50,450,19.0362,31.6275,10,25.9333,0,120,118,4,134,5,1.0049,18.71379,0.0,0.0,4.10714,14.133,25.82937,0.0,0.0,123.0,36.26485,0.0,0.28,3.632,-1.0,2.824167,0.5350913857030795,0.5653066666666666,43.72648130817178,0.05931324658361523,0.07437835342414505,0.0689746560601063,0.01494886368635086,0.057116150119797704,94.03639304750696,7.5577915953582835,0.19966023740101987,0.052436794320050356,1714.7459341301214,88.42900809627182,21.339891975308642,328.78561336368216,0.0423325087550922,62121.44635905063,0.03497150034322047,0.059067773732113,103.54378285702573,0.04922996514420881
51,451,20.8191,33.282,11,28.4681,0,119,118,4,134,5,0.99908,20.35964,0.0,0.0,8.46429,13.732,27.17737,0.0,0.0,119.0,36.49333,0.0,0.28,4.757,-1.0,2.610299,0.7953172934458944,0.5598513725490195,43.4772457546658,0.05884706663426895,0.07387673917631817,0.06845328970847378,0.014874702133239928,0.056848038297268935,97.03262490143244,7.728452514343405,0.21015415650977612,0.05309187457674453,2125.380841213213,90.03370776071836,21.61593364197531,325.65992598252603,0.0421283341540857,62404.61630766037,0.03468242149623613,0.05968317444408022,103.20532505559108,0.0500856762538196
52,452,22.2062,33.8049,12,28.1052,0,119,119,4,134,6,0.9965,21.78939,0.0,0.0,10.46429,12.182,28.60889,0.0,0.0,119.0,37.2684,0.0,0.28,4.686,-1.0,2.423079,0.6276187559226004,0.5667733333333334,43.84669381600839,0.058547100806134345,0.07334009160105795,0.06839621970343293,0.014787965178337565,0.05678755952979264,99.75212220776723,7.917661131902522,0.23276540966311177,0.053599583207357096,2446.809455844905,86.48971935098568,24.198640046296298,322.77827112138186,0.04216569123675038,62444.38818836078,0.03446196748375657,0.05978247770919109,102.87264070850425,0.05206570111904894
53,453,23.9,35.0831,13,29.6422,0,118,119,5,134,7,0.9894,23.44689,0.0,0.0,10.64286,11.597,29.05819,0.0,0.0,123.0,37.97824,0.0,0.28,4.059,-1.0,2.199891,0.6107551031726964,0.5740145098039215,44.53030960648148,0.0585691296066783,0.07289007868782257,0.06814522608121229,0.014691171174597886,0.056652046483207735,103.37463980220403,8.110436744622868,0.24488274370770013,0.05351419441241183,2908.5571984736985,88.90152632070321,26.48365162037037,320.48527146775666,0.04231741689747468,62618.12109676619,0.03438567731897256,0.06002187590982638,102.4543778272884,0.05165611306631619
54,454,26.8918,34.3959,14,31.9515,0,117,119,5,135,7,1.00049,26.11521,0.0,0.0,5.17857,10.765,30.16018,0.0,0.0,120.0,38.09397,0.0,0.28,2.986,-1.0,1.971372,0.8822303339538765,0.5671619607843137,45.2777924714265,0.058505333603128575,0.0728322223754474,0.06775922511903779,0.014603832972139161,0.05628065017483113,106.35382137431698,8.229255830506167,0.24710036975093322,0.05333317868925273,4430.272085377367,90.24563945427533,25.901282793209877,318.92782473289543,0.042379395051806025,62837.90273973127,0.03428396452426744,0.06058904328855909,101.78890170267627,0.05195416691563028
55,455,28.0995,34.396,14,29.8961,0,117,119,5,135,8,0.99769,27.08829,0.0,0.0,9.21429,10.554,29.55408,0.0,0.0,117.0,37.62073,1e-05,0.28,3.743,-1.0,1.898722,0.9802419281817392,0.5499709803921569,45.71996976122444,0.058278013076533436,0.07235603609898195,0.06736630576621597,0.014509858420077454,0.05579330026081975,107.58264630667036,8.214128019008124,0.24488274370770335,0.053023923035358946,5231.028438656873,89.10503042425755,25.423514660493826,317.93137780391186,0.04227141837780431,62857.486760510474,0.03430722831177319,0.06089801775829127,101.58087595973313,0.052299713563883236
56,456,27.3563,33.492,14,31.2583,0,117,119,5,135,8,1.00134,26.49758,0.0,0.0,7.32143,10.03,29.54609,0.0,0.0,117.0,37.41926,0.0,0.28,5.043,0.23778,1.928265,1.3261549799798622,0.5263698039215686,45.71717288170332,0.057854247037887926,0.07170321108952676,0.06712329577350352,0.014424470659140664,0.05555596888777943,109.36119815947032,8.13221698905964,0.24488274370769877,0.052667748654042834,4546.908385434675,87.23618284881542,24.318238811728396,317.53364930180254,0.04225972150016825,62841.62787242146,0.03421776817023052,0.06097026755345305,101.73460576618783,0.05253752513374575
57,457,27.7324,31.67,14,32.1452,0,117,119,5,135,8,0.99777,26.7862,0.0,0.0,6.0,9.905,28.7627,0.0,0.0,123.0,37.5561,1e-05,0.29,4.71,-1.0,2.08847,1.3471419799890803,0.5242733333333334,46.33186622902199,0.05750885676947202,0.07120474520420468,0.06734219437677465,0.014358871211520265,0.05629356355533421,106.89337281272134,8.050484824481554,0.2327654096631149,0.05258608235098952,4727.213078536996,88.5509216765354,24.21995563271605,317.62017269244944,0.042396592781990115,63069.20307293865,0.034172239047904694,0.0627760615761041,101.73307648986281,0.054070386012535394
58,458,27.3336,29.0958,13,31.6132,0,117,118,5,135,7,0.99446,26.43468,0.0,0.0,6.32143,9.574,27.20383,0.0,0.0,123.0,36.66944,0.0,0.28,3.847,-1.0,1.964003,1.699832102897565,0.5025050980392156,46.95533168463059,0.057347452585275606,0.07068435744079037,0.06823505385730207,0.014295346301148676,0.05634283213058353,99.8261407969953,7.942453353021199,0.23276540966311562,0.05286053432173487,4547.6601013288755,90.65325056657285,22.255497685185187,317.9853520945908,0.04261070722123368,63314.36488071619,0.03433149484188332,0.06556274855548064,101.89769663414808,0.0548697079490731
59,459,26.0306,28.1796,13,30.7159,0,117,118,4,136,7,0.99356,25.25317,0.0,0.0,5.85714,9.553,25.00211,0.0,0.0,110.0,35.47054,0.0,0.29,5.233,-1.0,1.99446,1.1917760897172707,0.4902470980392156,47.29500061788677,0.05708220429920117,0.07014855719842135,0.06865271317943937,0.014221182776738983,0.057004816900145416,91.33761070417188,7.791666460355183,0.23276540966311376,0.05247773847898907,4023.275261631809,92.1186119568809,19.716386959876544,318.3363159711127,0.04311826107105918,63018.564044466235,0.034242188973247975,0.06672845061212923,102.17682326101043,0.05515123691600762
60,460,26.4171,26.963,13,29.6467,0,118,118,4,136,8,0.98797,25.685,0.0,0.0,5.89286,9.784,24.22262,0.0,0.0,117.0,35.65561,0.0,0.29,6.815,-1.0,1.931526,2.1973970346160554,0.49285686274509805,47.6811839916088,0.05745821762596913,0.06917443430324106,0.0696881558187724,0.014267128536655656,0.05666524691336046,85.42460873225035,7.661970074956359,0.23276540966311146,0.05195858777983451,4130.211876385078,87.92038296182324,19.557773919753085,318.5763276388738,0.04324866040474745,62901.96221931086,0.03455129558739272,0.0681081209544031,102.09392295520385,0.05503812461936339
61,461,27.8494,26.7928,14,29.2377,0,118,118,4,136,8,0.99685,26.97827,0.0,0.0,8.32143,10.009,23.17168,0.0,0.0,112.0,36.15106,2e-05,0.29,6.748,-1.0,1.970842,1.2945273283049628,0.4966733333333333,48.00421255606192,0.05834713127051752,0.06784473675162966,0.06976824250067898,0.0143615949125793,0.05648537252399464,85.06953338645792,7.513998467401161,0.22448911659759094,0.051767449782644234,4656.136735870978,88.58799452152552,20.00342399691358,318.8217288470509,0.043447253263112495,62304.7627474103,0.03462575871437301,0.06781123621797375,101.87367754896445,0.05524694256366848
62,462,27.7827,27.009,14,32.1373,0,118,118,4,136,8,0.99606,26.97609,0.0,0.0,7.14286,10.357,23.02513,0.0,0.0,113.0,36.17337,2e-05,0.29,6.374,-1.0,1.839304,1.4241671695249334,0.4938152941176471,47.97747369460117,0.0586563047535904,0.06644913319557039,0.06996959983939685,0.014369662677392411,0.05620948585156632,85.95178267233403,7.443738878342008,0.224489116597592,0.051494415488781226,4474.678117355337,88.85892034102149,19.86545138888889,319.09590258877705,0.04366375368153813,62050.27536720275,0.034690613648071605,0.06758937054846764,101.81432121965824,0.05516792639968919
63,463,29.1735,26.0362,15,32.1072,0,118,118,5,136,8,1.00458,28.23174,0.0,0.0,10.32143,10.437,23.21686,0.0,0.0,118.0,36.46139,0.0,0.29,5.986,-1.0,1.784934,1.3643307555425723,0.49948156862745097,47.986619925793306,0.058506378303926555,0.06642954506954209,0.07075655720266563,0.015077587653932236,0.05619935863184831,87.24199147516606,7.401768517035908,0.2244891165975914,0.05148122401848388,4967.907297333144,89.56509793567237,19.98712384259259,319.3389775364198,0.044187594173855316,62058.01750974666,0.034705946047984784,0.06754094437667785,101.43364179847083,0.055170617457978466
64,464,30.3499,25.7,15,28.2679,0,118,118,5,136,9,1.00469,29.20586,0.0,0.0,9.96429,9.992,22.40443,0.0,0.0,115.0,36.71045,1e-05,0.29,4.76,0.24267,1.708885,1.6803671029351879,0.5061152549019606,47.87916056315104,0.05913292385518478,0.06843674351671605,0.07146019118617598,0.014570528644397424,0.0566433793574542,86.60483750983597,7.302131324581203,0.2222714905543598,0.05175253724151224,5944.052573169733,93.15382225760472,20.690779320987655,319.5669745155868,0.04431727232073215,62268.64941811189,0.03580079417903043,0.0676256751389667,101.176980643267,0.05571461842096528
65,465,29.0954,24.9763,15,28.2879,0,118,118,4,136,8,0.99991,27.99598,0.0,0.0,8.96429,10.25,22.12103,0.0,0.0,114.0,36.7363,0.0,0.29,5.203,-1.0,1.837402,1.437978420285319,0.5116909803921569,47.82371728214217,0.05928360406973728,0.06801903464957636,0.07194121169929664,0.014436486240634138,0.05690488085077687,86.29616940078259,7.2333625573668625,0.20793653046654406,0.052030376133424906,5060.878382387344,91.1750107749827,20.96527777777778,319.8047813638784,0.04448414212737952,62224.20064703643,0.03567257934086134,0.06794294516527848,101.50568899838086,0.05620592901723718
66,466,28.4565,23.8617,14,26.7088,0,118,118,4,136,8,0.99581,27.31732,0.0,0.0,8.75,10.191,21.4854,0.0,0.0,115.0,36.53264,0.0,0.29,9.656,-1.0,2.015259,1.2218890163414158,0.5070725490196079,48.26149551956742,0.05902826794399927,0.06558587785962844,0.07244505665966379,0.014356828439375358,0.056814872938736834,86.51366812780952,7.138594081677636,0.19966023740101937,0.050167184247466405,4825.390948287597,87.24190508833898,20.75168788580247,320.06649531116966,0.04455354842361216,61906.48692666072,0.03529278234330733,0.06790447017443585,101.61515612222794,0.057758593525653955
67,467,28.0282,24.2419,14,27.5669,0,118,118,4,136,8,0.99413,26.90158,0.0,0.0,10.67857,10.985,20.51768,0.0,0.0,112.0,36.4492,0.0,0.29,13.701,-1.0,2.072751,1.0522714809069216,0.5031509803921569,48.672925972644194,0.058533198685365904,0.06370833210600237,0.07253412314194543,0.014261607577186987,0.05677354553313785,88.17038149002565,7.001775453668935,0.19360157037873196,0.04850813913135389,4612.9084345448,89.26037985528552,20.83936149691358,320.4048095522538,0.0448959142761631,61872.11442976751,0.035269891993617464,0.06781983043946312,101.72112700775502,0.059483742133756685
68,468,27.8248,24.9147,14,26.358,0,118,118,4,137,9,0.99192,26.77882,0.0,0.0,12.82143,10.764,20.84766,0.0,0.0,114.0,36.24626,0.0,0.29,18.2,-1.0,2.145641,1.168473666626299,0.5030572549019608,48.591700047622496,0.05789684021857388,0.06217170767444475,0.07164772770722842,0.014206030742394267,0.05638019571128733,89.35017164560475,6.970071833429604,0.19966023740101244,0.047878926579449116,4440.094279084685,88.86809147222274,20.414014274691358,320.99901068700353,0.04470712188551171,61938.999036375804,0.03551337344620209,0.06794801556046622,101.70525766333576,0.061014733873227006
69,469,27.5355,25.8192,14,27.2211,0,118,118,4,137,9,1.00055,26.63565,0.0,0.0,5.0,11.506,21.44071,0.0,0.0,117.0,36.0636,0.0,0.3,17.426,-1.0,2.043323,1.2181729316607892,0.5045639215686275,48.920040742850595,0.05674771943114112,0.06128688825948997,0.07052117754690163,0.014519614117433804,0.056079552713430784,89.79784003353808,6.96624410554313,0.20571890442331395,0.047243544291483315,4555.786397407239,87.0663524784817,20.172453703703702,321.8155349341693,0.0446750718649536,61862.1557393228,0.03612054367727214,0.06803316411480663,101.69992369604117,0.061971586607054104
70,470,26.5453,26.8385,14,28.1748,0,118,118,4,137,9,1.01339,25.83476,0.0,0.0,5.53571,11.85,22.21015,0.0,0.0,115.0,35.46813,0.0,0.31,21.71,-1.0,1.915614,1.0570829357340474,0.49533009803921557,49.1762171615789,0.05576712485314506,0.060241561854418466,0.06836249226633125,0.014727102545527636,0.056399811349094525,90.01960376296158,7.005867227147819,0.20793653046654081,0.04603255251296891,4034.218728907321,89.00955711088295,19.78100887345679,322.83011330932095,0.04587165247152938,61719.761411980195,0.03651000153727407,0.06800270788876721,101.8733423668202,0.06218127884968482
71,471,27.2353,27.5637,15,29.3555,0,118,118,4,137,9,1.01121,26.6106,0.0,0.0,4.39286,11.702,23.11651,0.0,0.0,116.0,35.55449,1e-05,0.31,13.967,-1.0,1.797321,1.259180278539698,0.4978831372549019,49.33692348150559,0.05479379963547576,0.059664218853168,0.06613422902699301,0.014728362814616312,0.05616074928993527,89.77408829020882,7.0436692217882495,0.2079365304665448,0.04543138440263056,4356.894408382633,88.93527043052705,19.762635030864196,323.9515634057286,0.045671430687492014,61814.89918859316,0.03663393756584816,0.06773269442748418,101.66112254613999,0.06295481953086059
72,472,27.2086,27.6834,15,31.2731,0,118,118,4,137,9,0.99008,26.69824,0.0,0.0,6.89286,12.448,23.699,0.0,0.0,117.0,35.99629,1e-05,0.31,29.778,0.30684,1.897751,1.465552389318142,0.5025556274509777,49.56383787555459,0.0535517805585052,0.05926408838892827,0.06462202485746339,0.014725133086849493,0.056089589568119574,90.8756805400993,7.072836176108851,0.21783623846789613,0.045300311660034946,4048.9955607236907,90.42908813979166,20.085792824074073,325.05815174851796,0.04639370117762696,61812.341102571954,0.03662024851629652,0.06738085101520541,101.68272345526339,0.06314015290472394
73,473,27.145,27.6857,15,30.0581,0,118,118,4,137,10,0.99888,26.76474,0.0,0.0,6.57143,11.763,23.78744,0.0,0.0,117.0,36.12294,0.0,0.31,19.259,-1.0,1.850831,1.8530653709977267,0.5045525490196079,49.65757280514564,0.05210451933524142,0.05868677188989668,0.06332909274072421,0.014541869021181021,0.05572752415725163,91.35781113219514,7.03995472834595,0.22227149055436055,0.04489268697750226,3990.4874938652047,89.05232301401765,20.322337962962962,326.1127271451344,0.046428769324983854,61803.86013905209,0.036961765489047206,0.06715610046392181,101.66418121185664,0.06307782582617931
74,474,27.5358,27.5173,15,30.4154,0,118,118,4,138,10,1.01254,27.17853,0.0,0.0,3.17857,12.433,23.78717,0.0,0.0,117.0,36.2178,0.0,0.32,15.651,-1.0,1.765773,2.427730433165823,0.5124409999999999,49.80274624294705,0.051204906577597686,0.05848341937939542,0.06140371137182776,0.014566243534938966,0.05564302654225243,91.73808289092207,6.986228990795483,0.2267067426408197,0.04452454543751275,4190.772395118824,86.60252331532166,20.71682098765432,327.09587207788576,0.04696819352191893,61878.034030136914,0.03727379314191281,0.06702211495520558,101.58215589448585,0.06305420654549636
75,475,28.0741,27.3541,16,31.3808,0,119,118,4,137,10,0.98428,27.75138,0.0,0.0,3.67857,12.55,23.64674,0.0,0.0,116.0,36.08182,0.0,0.31,28.233,-1.0,1.603553,2.628212809323566,0.5170349019607843,49.35964099271798,0.05007294537381257,0.05803815442817932,0.06042630816473563,0.01460018938844074,0.055442893879941495,91.33045361359515,6.917320547702758,0.23276540966311768,0.044522570932868114,4569.4490380524485,87.59357377243497,20.611689814814813,327.9792248852661,0.047791441597046194,61930.55754997119,0.0376582558985377,0.06698552379400018,101.45000301289954,0.06321112491600607
76,476,29.943,25.6199,16,32.3631,0,119,118,4,137,9,0.99521,29.46976,0.0,0.0,3.67857,10.916,23.52299,0.0,0.0,113.0,35.81133,0.0,0.32,23.597,-1.0,1.476786,2.3912027809048086,0.5187203921568627,48.9835919038749,0.04918731858718222,0.05796616485549996,0.059722929527995634,0.01466150415738712,0.055022853916400466,91.17192348726194,6.805566409193915,0.24488274370770338,0.04473754894142076,5741.403161715002,89.89212477669564,20.36791087962963,328.7440101536862,0.04898198563828179,61974.801570582094,0.03849427470571462,0.06689746796992628,101.06178028341358,0.06349575718507214
77,477,31.1854,25.4014,16,29.3114,0,119,118,4,137,9,1.01217,30.48229,0.0,0.0,7.10714,9.569,22.04698,0.0,0.0,113.0,35.38199,0.0,0.32,22.843,-1.0,1.30733,2.273766740856618,0.5141173921568593,48.65816657925829,0.048401753942810474,0.05810142659051271,0.05889859047772,0.014845876318626662,0.054495903954216655,90.2802336720673,6.5716363014080095,0.2509414107299937,0.04505154590285838,6768.833344124134,88.99634612105,20.151282793209877,329.3260958879659,0.04987054496377103,62144.90102752772,0.04014806502022035,0.06688249285765631,101.01509860710576,0.06392958710542153
78,478,28.5963,26.6876,15,27.678,0,120,118,4,137,9,1.00705,27.98556,0.0,0.0,4.82143,10.489,21.85942,0.0,0.0,109.0,34.61661,0.0,0.32,12.139,-1.0,1.555716,2.858582283889417,0.5005152941176472,48.416055938343945,0.04758331572280697,0.057857146871026735,0.05855088571669127,0.014890691764584995,0.05424464572573572,88.60311284530879,6.320641344732737,0.2327654096631182,0.045115054007004766,5053.038890743541,84.75951763029909,20.262586805555557,329.6177837384058,0.05195055904897095,61891.16200562556,0.04031867589439831,0.06697459899250717,101.42370696235999,0.06515893671995802
79,479,26.0851,26.8549,13,28.2371,0,120,118,4,137,8,1.01925,25.4659,0.0,0.0,5.21429,12.441,22.93762,0.0,0.0,109.0,34.12557,0.0,0.32,16.391,-1.0,1.878307,2.791685394054422,0.4854101960784314,48.45275690526138,0.0464896803379208,0.05801719031118165,0.058084264897809885,0.01492417910724811,0.05372451782548053,87.32250326495489,6.5916932240650565,0.20793653046654725,0.045272235434264826,4059.7198267022923,87.8086257607096,20.437692901234566,329.53221514102285,0.053774616860597375,61711.730353574465,0.03966833823938384,0.06707601297726089,101.92315627041835,0.06502364797921235
80,480,23.8998,27.2686,12,27.8222,0,120,118,4,137,7,1.00272,23.34674,0.0,0.0,2.53571,11.919,23.07657,0.0,0.0,108.0,33.64067,1e-05,0.32,17.133,0.37024,1.978673,1.2432533294366244,0.4713321568627451,48.526104774004146,0.04531669242010127,0.05797756954450009,0.057641753520285055,0.01504797676785597,0.05313471263353429,86.4353681571223,6.90710147116898,0.19966023740101915,0.04556816883537397,3322.522790773547,87.77134190338032,19.27854938271605,329.11938289402565,0.05415476787707168,61727.693915227064,0.03911547630091291,0.06644139378894434,102.26238521678988,0.06505853133982563
81,481,22.2045,27.7348,11,26.6638,0,120,118,3,138,7,0.9752,21.61762,0.0,0.0,5.82143,12.334,23.41567,0.0,0.0,110.0,33.50683,0.0,0.31,15.27,-1.0,2.158698,1.5220471170734997,0.4728490196078431,48.74334924014998,0.04450333033934283,0.05806960783661996,0.05631613630576489,0.014951536683143508,0.05306775584292697,85.4064966496954,7.05091029368905,0.19138394433549358,0.04562356106137537,2673.472538768623,86.0226915397803,18.51220100308642,328.45826513126144,0.05429973636299994,61459.28131401077,0.03849405099212782,0.06643218953341465,102.77190608954662,0.06437849861103889
82,482,19.9817,28.4113,10,24.5311,0,120,118,3,138,7,1.02455,19.48499,0.0,0.0,7.25,13.009,23.80872,0.0,0.0,109.0,33.44265,0.0,0.31,11.175,-1.0,2.468051,1.4607980432168015,0.47321568627450983,49.37150102780189,0.043883130469976356,0.0577322641775332,0.054949826030578255,0.014897007053708423,0.05336979626616044,83.15189642819861,7.186736417213596,0.18532527731319703,0.045647445972452766,1969.55828227589,88.74147031710181,16.997202932098766,327.72171416581364,0.05502035818020616,61314.66548273482,0.038246836748328156,0.06590720996263494,103.20717915055897,0.06425129886789864
83,483,18.0342,28.2376,9,23.9802,0,120,118,3,138,6,0.97824,17.6114,0.0,0.0,7.10714,14.409,24.40674,0.0,0.0,110.0,32.70124,0.0,0.32,10.582,-1.0,2.475308,1.247573437635383,0.4600366470588233,50.171059502495666,0.043307980385169614,0.057598627112130193,0.05366518095500531,0.014831910747727373,0.05245508254513433,80.55754197540398,7.321658238814343,0.16049639811663183,0.04560977227483171,1563.2620056581982,89.23842954477607,15.43311149691358,326.9833965752991,0.05493568891480548,61152.47150418257,0.037582725751083554,0.06582277560632728,103.58676203996566,0.0644437056377256
84,484,16.3472,27.8294,8,23.6934,0,121,117,3,139,6,1.0143,15.95106,0.0,0.0,6.92857,16.945,24.27368,0.0,0.0,110.0,31.77651,0.0,0.3,14.714,-1.0,2.658924,1.2703264577693207,0.4290043098869671,50.442100242332174,0.04284492647683794,0.05785174412969339,0.05169214360291503,0.014776950404241445,0.05192520843025076,78.36442835968238,7.454040584318321,0.16049639811662728,0.04558302014073304,1249.722849386942,90.48872835450378,14.619068287037036,326.2623192138481,0.05469253482313755,61139.739501624106,0.03731138568327102,0.06573602377027761,103.96864983132276,0.06469700558247363
85,485,15.0314,28.0018,7,22.1279,0,121,117,2,139,5,1.00525,14.71786,0.0,0.0,6.57143,20.2,23.91225,0.0,0.0,109.0,30.88243,0.0,0.3,10.869,-1.0,2.703294,0.14362360107842137,0.4042624652979626,50.75695122612848,0.04208105230847941,0.05742747226639721,0.05052768404259028,0.014753460553999677,0.051545548992078534,77.34961262696932,7.514609249545442,0.16049639811662628,0.04543525423383674,1049.6830777508044,87.53530659499103,15.047887731481481,325.60488687614657,0.054587355097195964,60803.88627961371,0.03697958830169577,0.06531765642550542,104.28556741083835,0.06476487895349867
86,486,13.7355,28.0044,6,21.506,0,121,117,2,139,5,1.00738,13.48983,0.0,0.0,4.53571,21.322,24.0426,0.0,0.0,105.0,30.42282,0.0,0.29,10.621,-1.0,2.700922,0.31368197806027676,0.4002308387543256,51.0396839659891,0.041693755509969385,0.05678184282256444,0.04999158698334352,0.014756673422458977,0.051409710414289975,75.49522199188733,7.642012429574126,0.16049639811662533,0.045327134815550583,895.7731389972469,87.38551919769557,15.672067901234568,325.0472119724707,0.05460115583586156,61019.39667728021,0.036715255324216704,0.06495941911703235,104.55725612260059,0.06465740692075032
87,487,12.2998,29.3382,6,20.307,0,121,117,2,139,4,1.0068,12.17851,0.0,0.0,6.78571,25.76,24.04573,0.0,0.0,104.0,30.15237,1e-05,0.29,17.645,-1.0,2.644017,0.18284915295934856,0.38708280482891094,51.1030053032769,0.0413510418576704,0.05616491166266302,0.049590563132028344,0.014645088807702789,0.05085408129547706,73.78420216568897,7.821881537933637,0.16049639811662383,0.04552827903635751,709.1260275339383,87.37135911224685,15.222318672839506,324.55605154949046,0.05446372892040323,60922.023046026705,0.03650260201360753,0.06441480648589909,104.85688939432109,0.06473966989602548
88,488,11.7722,30.0502,6,18.8705,0,121,117,2,139,4,0.99703,11.6716,0.0,0.0,7.92857,27.716,25.16863,0.0,0.0,101.0,30.20687,0.0,0.29,7.986,0.28819,2.850332,0.14021076881049796,0.3790024222499027,50.949811205451866,0.04099872319212549,0.05550348765911127,0.049253208587251275,0.014559092506544533,0.04991672797462986,74.13517740446038,7.949923617619063,0.14453802309297814,0.045873335921470415,636.0345787320435,89.024162291833,13.311873070987655,323.9944359207498,0.05433212950125731,61130.55708939267,0.036282860208596654,0.06381663512948658,105.04682171246904,0.06486312138962239
89,489,11.8302,29.6985,5,18.1948,0,121,117,2,138,4,0.99213,11.66767,0.0,0.0,2.35714,27.62,25.78801,0.0,0.0,101.0,30.45631,0.0,0.29,9.341,-1.0,3.039,0.16813107853320278,0.38168332536408955,50.698558477707856,0.040562636235122816,0.05503983189072751,0.048947221955047186,0.014458211804467491,0.04885768832054908,73.86800941768522,8.015657220332486,0.14010277100651838,0.04642288636831916,636.7921812507954,86.75348683778526,11.976466049382717,323.50502293546555,0.05388940513818214,61065.586927863296,0.03600788066401183,0.06316369729170324,105.14254464187084,0.06480892630384989
90,490,11.4016,27.8944,5,17.3471,0,121,117,2,138,4,0.99871,11.2861,0.0,0.0,2.64286,24.377,25.49604,0.0,0.0,99.0,30.74526,1e-05,0.29,6.459,-1.0,3.100281,0.038939229492012443,0.3821646136101496,49.912017445505406,0.04006448820524718,0.054392489513643366,0.048480207631449716,0.014379656476173822,0.04758650191129647,71.93375445063829,8.00357315956275,0.14010277100651508,0.04632799088830278,610.3103025260536,90.86345973469258,9.961082175925926,323.1790506628979,0.052727139244301696,60973.282879020786,0.0357877749076623,0.06253478049301131,105.25723972531013,0.06475286484567712
