,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,cubcol.0.5,cubrow.1.0,uhdhdsim,tone,staticness,cubcol.0,noise,cubcol.1.0,saturation,blockiness,movement,cubcol.0.6,cubcol.0.3,color_fulness,contrast,cubrow.0,fft,temporal,blur,cubrow.0.5,cubrow.0.3
45,245,70.0773,18.5578,53,21.1289,0,131,125,4,129,4,1.00613,72.29496,0.0,0.0,4.17857,8.49,16.23566,0.0,0.0,129.0,62.65131,0.0,0.34,2.147,-1.0,0.576322,0.21986757671554538,0.1707854640108379,0.18304714020082788,95.31687611927379,0.7906941176470589,277.4947653685006,0.19064555081311926,0.3540979684953493,0.2087819227448531,16.267543839819638,1.3766012549882454,20.078173225308642,0.16422055258710871,0.15492376532481222,119.0616480528149,92.12278475592265,0.11194816574876348,64869.72663448311,6.264761118134031,43647.83352312551,0.2566930010433606,0.19558520760513395
46,246,69.916,18.3231,53,21.3661,0,131,126,4,128,4,1.00204,72.15166,0.0,0.0,7.07143,8.494,16.022,0.0,0.0,129.0,62.55274,0.0,0.34,2.128,-1.0,0.586938,0.219112267348461,0.17113493337279811,0.18216090438659283,95.32749886393178,0.7896270588235295,276.57775327260066,0.1907279825077086,0.3540979684953478,0.2085484995003076,16.278077302155673,1.5266799611572925,20.113377700617285,0.1636903765158399,0.15512245910724923,119.49939156568388,91.36046794032629,0.1111768476739935,64716.73719255013,6.258584343920687,43368.68792075007,0.2567203314271499,0.1958271466414937
47,247,69.9102,18.5141,53,21.6001,0,131,125,4,128,4,0.99921,72.09351,0.0,0.0,6.42857,8.421,15.8244,0.0,0.0,131.0,62.49795,0.0,0.34,2.1,-1.0,0.593696,0.21846934976155752,0.17162518055888829,0.1812058711495338,95.34852267365142,0.7893443137254902,275.67246580818875,0.1910193457743303,0.3540979684953465,0.2082820388583509,16.289699224778165,1.5069672101670413,20.17163387345679,0.16338078200833045,0.15514371053984852,119.6485461334668,89.974705688346,0.11046606075778945,64795.230678366854,6.229816045469637,43431.693769673664,0.2563430739165298,0.19631074969684303
48,248,69.7746,18.0101,52,21.8162,0,131,126,4,128,4,0.9995,71.9567,0.0,0.0,5.42857,8.463,15.98857,0.0,0.0,130.0,62.41191,0.0,0.34,2.194,0.33552,0.571533,0.21808271281482494,0.17245415497723837,0.18040103502861027,95.3499413622569,0.7884654901960784,274.7778067553201,0.19055208607301888,0.35409796849534897,0.20794973257391286,16.248970691068674,1.496096842266481,20.309992283950617,0.1629155619225383,0.1552447440117019,120.06666346582799,92.35293887250232,0.10976704854565225,64734.99744230717,6.261082381256179,43174.83718892265,0.2558158792620392,0.1967945922216673
49,249,69.7042,18.2914,53,20.995,0,131,126,4,128,4,0.99978,71.872,0.0,0.0,7.46429,8.522,15.55149,0.0,0.0,130.0,62.3357,0.0,0.34,2.386,-1.0,0.578909,0.21792839117947913,0.17307790842301454,0.17957091468608388,95.37268354881044,0.7884427450980391,273.8995949169913,0.19014086363200924,0.35409796849534764,0.20758586567876075,16.192670657310956,1.4972649655459584,20.412953317901234,0.16255969015283905,0.15540622519821282,120.52179742296532,87.42977226710434,0.10918434636156461,64804.68355547806,6.224617465356451,43031.76126050518,0.2554118877135692,0.19704350431740608
50,250,69.6215,18.292,52,21.2753,0,131,126,4,128,4,0.99317,71.77252,0.0,0.0,6.5,8.469,15.7931,0.0,0.0,130.0,62.28336,1e-05,0.33,2.041,-1.0,0.576233,0.21808139224094875,0.17390663641525328,0.17891120031256377,95.36995168575841,0.7881643137254902,273.03076944378836,0.18978715611377248,0.35409796849534664,0.20695952661612413,16.262820773654514,1.7882111605156648,20.429108796296298,0.16225411213756707,0.15557565029484235,120.81275233113828,89.63665864783876,0.10852949757548179,64736.42571927569,6.239287282492054,42959.033671183744,0.2552137193630734,0.1971525066921027
51,251,69.741,18.6931,52,21.0167,0,131,126,4,128,4,0.99336,71.82387,0.0,0.0,8.96429,8.434,15.79508,0.0,0.0,130.0,62.22262,0.0,0.34,2.009,-1.0,0.557855,0.21816779954650037,0.1745716526097341,0.17839094860743784,95.38146139819959,0.787424705882353,272.1761949111291,0.1895094612737147,0.3540979684953482,0.20665410341026166,16.272724292896413,1.5091327681090634,20.44801311728395,0.16162223911267967,0.15582591398590578,121.18286206103534,87.21739526460846,0.10773459384858576,64781.31464142793,6.243239579333701,43123.21144616981,0.2553468483743135,0.1974955265066922
52,252,69.5197,18.9548,52,21.3592,0,131,126,4,128,4,0.99855,71.62378,0.0,0.0,7.17857,8.424,16.13973,0.0,0.0,131.0,62.14533,0.0,0.34,2.165,-1.0,0.5635,0.21802583468046946,0.17515456396185297,0.17801489394350897,95.38245944629126,0.7872627450980393,271.33095431734375,0.1889591842293246,0.3540979684953485,0.20626331860341604,16.25570509168837,2.130901163230197,20.556712962962962,0.16121771780782668,0.15604708201277787,121.69729745836796,88.74611157960622,0.107049696917354,64682.877887322386,6.277690677144863,42644.21153145568,0.25564170998720265,0.19746277286936284
53,253,69.3904,18.7462,52,21.355,0,131,126,4,128,4,1.00036,71.44203,0.0,0.0,7.21429,8.474,16.36973,0.0,0.0,130.0,62.06477,0.0,0.34,2.019,-1.0,0.557064,0.21801131377591115,0.17601799166640936,0.17756565051678075,95.40860665271312,0.7868890196078433,270.4931228051491,0.18888339442430604,0.35409796849534364,0.20612557130220063,16.22389993549865,2.218888016814694,20.658854166666668,0.16068486870105603,0.15619183288235203,122.39348475753252,91.975555684004,0.10645797317235609,64785.25660463721,6.291876670009274,42590.23583330952,0.25590619709805945,0.19719731492207193
54,254,69.1841,18.5941,52,21.5115,0,131,126,4,128,4,1.00246,71.23422,0.0,0.0,7.67857,8.41,16.18431,0.0,0.0,131.0,61.98664,1e-05,0.41,2.082,-1.0,0.532162,0.21791372089721098,0.17665816226152373,0.17711382883317747,95.43137043324683,0.7868215686274511,269.66374233132143,0.18888575512695902,0.35409796849534864,0.20610485960506597,16.23344233006607,1.612463476149045,20.699411651234566,0.16010691634413327,0.1563676910319449,122.3290764360309,92.0258814520392,0.1058635379627524,64862.329315309275,6.278335011425346,42191.58219888062,0.25597224628776727,0.1968822936503059
55,255,69.2346,18.428,52,21.3987,0,131,126,4,128,4,0.99721,71.2206,0.0,0.0,6.71429,8.427,16.05362,0.0,0.0,130.0,61.9262,0.0,0.34,1.841,-1.0,0.483485,0.2177314779674454,0.1772967300042468,0.17652424770880026,95.43623926449015,0.7865905882352942,268.8555491810891,0.18857381182231944,0.35409796849535,0.20645766314383607,16.246511388708043,2.174320327437959,20.767168209876544,0.15970334183325952,0.15660762924674582,122.92969329075815,89.77708948114098,0.10533252796365258,64906.22095820233,6.2607042080799475,42471.56273758986,0.2565387265851219,0.19612015353805615
56,256,69.0447,18.2177,52,21.6181,0,131,126,4,128,4,0.99624,71.04727,0.0,0.0,6.67857,8.444,15.91409,0.0,0.0,130.0,61.82959,0.0,0.41,2.223,0.3296,0.477647,0.2176340041455192,0.17788089629084022,0.17605193662374996,95.4493213201076,0.7858427450980393,268.0420912524777,0.1883427507655942,0.35409796849534975,0.20707616446407293,16.21267963927469,2.089515199073779,20.775993441358025,0.15902913171232466,0.15685573598266586,123.62199408079793,92.50540071797394,0.1049184799275735,64890.827924143756,6.257461672418787,42035.73850332299,0.257420970630997,0.19551545124541797
57,257,69.0139,18.9164,51,20.1069,0,131,126,4,128,4,1.0039,70.98323,0.0,0.0,6.71429,8.43,15.73256,0.0,0.0,129.0,61.78805,0.0,0.41,2.141,-1.0,0.467925,0.21763863296443442,0.17831666009887803,0.1753556289320373,95.4499806899897,0.7858219607843138,267.2471023197729,0.18791552144008034,0.35409796849535113,0.20761673209897183,16.202455685462482,2.1733164084614125,20.85252700617284,0.158539984644263,0.15709751883219464,124.122156447485,92.0711513068842,0.10449994070852676,64797.42489257629,6.234193579953657,42035.50901442856,0.2580805804377077,0.19525081994919952
58,258,68.7891,18.9801,51,20.7079,0,131,126,4,128,4,1.0074,70.76551,0.0,0.0,5.89286,8.468,16.3355,0.0,0.0,129.0,61.6944,1e-05,0.34,2.063,-1.0,0.454431,0.21763245759289873,0.1786325010006384,0.1747532138537968,95.4739591544822,0.785324705882353,266.44432252739205,0.18744086615333733,0.35409796849534786,0.2076882024936995,16.20871235411844,2.2082609307190473,20.869020061728396,0.15810118885527522,0.15735240983564155,124.54788304549007,92.47414759334553,0.10403053396437952,64692.684260725524,6.297543526046371,41601.67818678983,0.2586781243951761,0.1949342522381774
59,259,68.8534,19.0845,51,21.3008,0,131,126,4,128,4,1.00574,70.78157,0.0,0.0,7.85714,8.423,16.39228,0.0,0.0,129.0,61.62693,0.0,0.41,1.92,-1.0,0.470126,0.21793938247903616,0.17893500774530055,0.17426575772046624,95.46985276734,0.785184705882353,265.6583831811223,0.18700277553577857,0.35409796849534975,0.20791548553267505,16.2167286813995,2.5604996627061594,20.957127700617285,0.15748270970077818,0.15777721479872403,124.58316007944191,91.9260806340848,0.1035021976572788,64748.74142779021,6.304537031257564,41827.868080828004,0.2589907844339641,0.19447017887797316
60,260,68.729,18.7649,51,21.536,0,131,126,4,128,4,1.00127,70.65877,0.0,0.0,7.28571,8.415,16.47839,0.0,0.0,129.0,61.55505,1e-05,0.41,2.15,-1.0,0.476254,0.21742753420638045,0.1791673289516588,0.17414269478591543,95.48962927122359,0.7843137254901962,264.8786062860528,0.1862699472518997,0.35409796849535113,0.20768322594580932,16.17658148871528,2.0537184152866432,21.04325810185185,0.1568889921936166,0.1583406103589775,125.18448128405126,92.9103519375095,0.10088968049211007,64572.63649442534,6.308769066119763,41518.032311357645,0.25964899358291693,0.19450233120982777
61,261,68.7423,18.3385,51,22.0663,0,131,126,4,128,4,0.9976,70.68881,0.0,0.0,7.57143,8.421,16.20063,0.0,0.0,129.0,61.52575,0.0,0.41,1.859,-1.0,0.470531,0.21738767906312675,0.17946567827134213,0.17365985858385943,95.47882023796518,0.7850454901960785,264.0980471134318,0.1856454473402458,0.3540979684953503,0.20743080030026942,16.23027151602286,2.370921095417563,21.131172839506174,0.1562263906882079,0.1588986339286879,125.31566072638437,92.87802070146604,0.09849297000422734,64572.94737489908,6.281300390846742,41703.73192044944,0.2603781937423507,0.19450904799685775
62,262,68.7838,18.5246,51,21.0579,0,131,126,4,128,4,0.999,70.69577,0.0,0.0,5.78571,8.452,15.83209,0.0,0.0,129.0,61.45025,0.0,0.41,1.883,-1.0,0.449537,0.21745739114752943,0.17986978511369647,0.1730216351472018,95.48350277778125,0.7843023529411766,263.3381757871741,0.184956528990806,0.35409796849535047,0.2071969912415857,16.202055000964506,1.9433765758524912,21.18701774691358,0.1558912912718439,0.15932330128046623,125.95981013759624,90.99803587621959,0.09631492771292792,64514.651850862574,6.252153589869404,41779.0884141623,0.2609320648124013,0.19423119329669936
63,263,68.6716,18.0898,51,20.5177,0,131,126,4,128,4,0.99906,70.57172,0.0,0.0,8.64286,8.447,15.99304,0.0,0.0,130.0,61.38325,0.0,0.41,2.055,-1.0,0.433728,0.21724593615436522,0.1803364382190458,0.1724657070045595,95.49936936153186,0.7837482352941177,262.5844588371848,0.18386743075630624,0.35409796849535136,0.2069088649310665,16.19589798538773,1.917817108406747,21.18137538580247,0.15515565750560043,0.1592008375810486,126.29356538332462,91.2245031499985,0.09445440213972359,64601.203315991086,6.263928948915178,41598.92995526888,0.26148186104043397,0.19385326273736908
64,264,68.6035,18.5182,51,20.517,0,131,126,4,128,4,0.99489,70.52153,0.0,0.0,6.82143,8.447,15.61679,0.0,0.0,129.0,61.35376,0.0,0.41,1.726,0.30941,0.411522,0.2171127067369356,0.1808691739175605,0.17221023293382676,95.49419465899686,0.7837482352941177,261.8415879572313,0.18266060814414317,0.3540979684953518,0.2067192217492622,16.19014353811005,1.7139972136270267,21.18113425925926,0.15460465439950988,0.15945221090828832,126.49509891343274,90.65840268322674,0.09332304374456113,64559.37761232525,6.225196229367858,41455.9573644697,0.26219102965679875,0.1932730428610996
65,265,68.662,19.1924,51,20.9626,0,131,126,4,128,4,0.99525,70.51354,0.0,0.0,9.25,8.418,15.99117,0.0,0.0,129.0,61.3227,0.0,0.41,1.783,-1.0,0.455435,0.21739730418112643,0.18154136730270498,0.17202317458927033,95.4903934578881,0.7832282352941178,261.1109306855981,0.18172160770939652,0.3540979684953492,0.20652023931338387,16.193861219618057,1.885577141064363,21.200617283950617,0.15391340870677525,0.1596873529484983,126.65168704369421,91.93641370310213,0.09258323770567692,64662.777584758296,6.255467901374241,41586.59036590949,0.2630839578418046,0.19262239856885915
66,266,68.5062,18.8705,51,22.4051,0,131,126,4,128,4,1.00341,70.35459,0.0,0.0,9.82143,8.424,16.57331,0.0,0.0,131.0,61.2525,0.0,0.41,1.796,-1.0,0.4138,0.2175484825580535,0.18219200783966838,0.17173960611931574,95.51158005448195,0.7823941176470589,260.38355980350525,0.18056782926483458,0.35409796849534964,0.20625415328685456,16.12476904598283,1.9029066961300491,21.23996913580247,0.15310557961592625,0.15994840904828767,126.80072197551816,90.76853800027536,0.09107936677555062,64655.990961627525,6.3144401482069705,41295.305836188665,0.2637206554463064,0.19191576221793252
67,267,68.5318,18.5934,51,21.5401,0,131,126,4,128,4,1.00354,70.36042,0.0,0.0,9.60714,8.428,16.29789,0.0,0.0,131.0,61.20025,0.0,0.42,1.888,-1.0,0.423675,0.21776011824333905,0.1830198625854872,0.17113380080866045,95.52269879663136,0.782850980392157,259.65706442021997,0.1789982081669072,0.3540979684953538,0.20594645287354602,16.16727532280816,1.3972344576166018,21.261525848765434,0.1526135262556928,0.16016867242057,127.18901857137071,88.36981921250836,0.08932249240715158,64847.810547754416,6.289392243834908,41278.419231184016,0.26442902382543043,0.1909091047877367
68,268,68.4903,18.4373,51,21.2887,0,131,126,4,128,4,1.00045,70.31669,0.0,0.0,6.78571,8.409,16.04763,0.0,0.0,131.0,61.15015,0.0,0.41,1.799,-1.0,0.39371,0.21810325911599077,0.18393751704799552,0.17037165973744198,95.53189296581722,0.7823941176470589,258.9565812632027,0.17756984368731155,0.3540979684953525,0.20561170729675662,16.160068088107636,1.6362549424634105,21.21527777777778,0.15159444406644532,0.16046254721482492,127.82071567166109,91.98785975129607,0.0876658777334063,64790.9540439745,6.258321171039948,41340.340525778796,0.26504219053383166,0.18931813595431454
69,269,68.49,18.4729,51,21.4366,0,131,126,4,128,4,1.00065,70.29764,0.0,0.0,9.17857,8.444,15.92242,0.0,0.0,131.0,61.1,0.0,0.41,1.655,-1.0,0.392317,0.21841002714589894,0.18481778300456597,0.16937907284887643,95.5349522607162,0.782323137254902,258.25193463658263,0.17635715752167425,0.35409796849535286,0.20515986054606572,16.19123708465953,1.1930358311117972,21.173466435185187,0.15104422158052994,0.16052509240912113,127.67227966071522,91.71397910005503,0.08611853779362275,64740.51846285384,6.25314717572979,41343.15641744419,0.2651232659030451,0.18748749214133667
70,270,68.4782,18.4734,51,21.083,0,131,126,4,128,4,0.99816,70.2837,0.0,0.0,8.03571,8.416,15.95657,0.0,0.0,132.0,61.03717,0.0,0.41,1.709,-1.0,0.377053,0.21861108520973485,0.1855906777169994,0.16846825773909654,95.53136338920267,0.7816274509803922,257.54753526773436,0.17566494739566813,0.35409796849535224,0.2049079363331872,16.20772844479408,1.2600927577470216,21.170042438271604,0.1502210764534652,0.16065134311038837,128.0311364210531,91.76912266476027,0.08475254777942492,64718.48337941686,6.262246309844784,41343.910456427446,0.26447127438055723,0.1859566314190494
71,271,68.5014,18.384,51,20.1833,0,131,126,4,128,4,0.99856,70.29822,0.0,0.0,8.10714,8.451,15.95225,0.0,0.0,132.0,61.01534,1e-05,0.41,1.863,-1.0,0.379065,0.21892005884345936,0.1865876955632655,0.16829874295899475,95.53663773789269,0.7813533725490197,256.8642353022639,0.1751143385143178,0.35409796849535224,0.20500389548313128,16.20821314682195,1.131859536257864,21.148630401234566,0.14941384841560135,0.16105832266541417,128.98518598216486,92.69272355629826,0.08355126551706145,64807.13724842138,6.251691682065174,41344.4644349976,0.2636859412027287,0.18439556190081619
72,272,68.3413,18.4911,50,20.6907,0,131,126,4,128,4,0.9965,70.11653,0.0,0.0,6.03571,8.462,15.88042,0.0,0.0,131.0,60.94071,0.0,0.42,1.871,0.31481,0.403443,0.21926375546738064,0.18731796716103352,0.16820445204782924,95.54758833077216,0.780927843137255,256.1861805020284,0.17458272495639135,0.3540979684953529,0.2047996564679259,16.17033593448592,1.3941183563552546,21.135223765432098,0.14889703499550766,0.161554518441175,129.17636230892043,92.16986923036518,0.08078376293705439,64855.69854879025,6.249777722384861,41112.19950548802,0.26325859757969594,0.18274537193870388
73,273,68.1981,18.2677,50,20.2336,0,131,126,4,128,4,0.99915,69.95753,0.0,0.0,8.39286,8.456,15.96852,0.0,0.0,129.0,60.89917,0.0,0.42,1.756,-1.0,0.38143,0.21986249988664236,0.18787609847087028,0.1679914122298765,95.56870339008448,0.7813533333333335,255.51097270324988,0.17387912760746257,0.35409796849535263,0.20491525975693878,16.182142657998167,1.241237431697928,21.12374614197531,0.14805514527195957,0.16244239271188615,128.68369661321313,92.17996542719266,0.07886109062135833,64992.047758446264,6.259131176950821,40907.40581187223,0.2633439631213401,0.18145718002911126
74,274,68.1374,17.8136,50,19.8039,0,131,126,4,128,4,1.00193,69.92134,0.0,0.0,8.82143,8.445,15.77727,0.0,0.0,130.0,60.85291,1e-05,0.41,1.826,-1.0,0.396037,0.22073000120971478,0.18850463285515018,0.16800275024413738,95.56016166701126,0.7803180000000001,254.85414984944916,0.17294399663407223,0.3540979684953524,0.20459177901171413,16.18893997757523,1.887911125586669,21.04195601851852,0.14742441925484961,0.16329024408851664,129.57581983846293,92.76202294487727,0.07716764355412876,65093.89081735813,6.23902964679941,40828.92993982482,0.26389871160622597,0.17991264535615162
75,275,68.0759,18.0334,50,19.5148,0,131,126,4,128,4,1.00223,69.83329,0.0,0.0,10.0,8.476,15.38796,0.0,0.0,129.0,60.79665,0.0,0.41,1.919,-1.0,0.354821,0.2215291886198226,0.18913041057029867,0.16771618280855824,95.57731217776613,0.7802450980392157,254.2064885011766,0.1714303510814174,0.3540979684953529,0.20420143935047552,16.249106324749228,1.0963853587668257,21.045572916666668,0.14672822410369568,0.16391652758726852,129.91211006088247,91.5138165365769,0.07571153098298801,65002.48415312182,6.209381889557131,40754.24224397716,0.264227804150665,0.1778926785550963
76,276,68.0396,17.8379,50,19.5078,0,131,126,4,128,4,1.00025,69.78477,0.0,0.0,8.28571,8.458,15.57371,0.0,0.0,130.0,60.74186,0.0,0.41,1.756,-1.0,0.406687,0.2226097763895965,0.18962982020837296,0.16734357030299835,95.5870607629993,0.7798266666666668,253.56047969905364,0.16982723356776405,0.35409796849535186,0.20340721854579094,16.216359268000097,1.0843327723292393,20.98408564814815,0.14609054462448154,0.16456057231784713,130.23903275994286,90.24897300350628,0.07494098327867316,64814.1894125375,6.22480199548333,40664.0511865366,0.26424889552668324,0.17584132301091013
77,277,67.9596,18.014,50,20.6862,0,131,126,4,128,4,0.99495,69.6923,0.0,0.0,8.82143,8.471,15.40963,0.0,0.0,129.0,60.69178,0.0,0.41,1.666,-1.0,0.382815,0.22369898045285425,0.19002439107859864,0.16712857719073765,95.60184010593233,0.7795815686274511,252.93173420677928,0.1686720892027107,0.3540979684953518,0.20226284646478818,16.244991537965376,1.7969183779947417,20.930217978395063,0.1456449296201277,0.1649968546865145,130.47356891496318,92.47668478046536,0.07508243869969904,64423.83608262537,6.2086807011943135,40400.767393775575,0.26389294654683376,0.17421025922604133
78,278,67.9345,18.4769,50,20.7708,0,131,126,4,128,4,0.99465,69.62796,0.0,0.0,9.5,8.494,15.56026,0.0,0.0,129.0,60.67203,0.0,0.41,1.87,-1.0,0.366809,0.22476644072595367,0.19027438593981147,0.16681349426685269,95.60223047305871,0.779246274509804,252.30110272920908,0.1676278397876655,0.35409796849535174,0.2011406467034773,16.300912739318093,1.9148862107879108,20.89429012345679,0.14495071700998438,0.16519010056797193,130.58287332064904,92.53078911099351,0.07545741588493649,64383.689023810344,6.206913909947022,40455.49875157216,0.26365335067557255,0.17309771724788928
79,279,67.762,18.2583,50,20.8032,0,131,126,4,128,4,1.00411,69.44107,0.0,0.0,10.92857,8.543,15.95822,0.0,0.0,129.0,60.59293,0.0,0.41,1.767,-1.0,0.352503,0.2260973661310034,0.19044936767266382,0.1664408343608361,95.61576075789047,0.7789925490196079,251.68900144938758,0.16623418995567465,0.35409796849535363,0.19979887850621025,16.237084659529323,1.9095449660652979,20.91309799382716,0.14447224971806416,0.16536780485517605,131.33030106388202,90.99672373281334,0.07574364096062496,64283.25588592375,6.253227510275593,40093.41990671581,0.26334027245503777,0.17218467316038086
80,280,67.7507,18.1664,50,21.2059,0,131,126,4,128,4,1.00002,69.41268,0.0,0.0,9.78571,8.518,15.76689,0.0,0.0,129.0,60.53194,0.0,0.41,1.689,0.30003,0.376086,0.22740709781995508,0.1905528638081458,0.16551717738944235,95.60525035188257,0.7787176470588236,251.07805791516915,0.16469871219118656,0.35409796849535446,0.1984702115076086,16.237679752302757,1.6046968074131922,20.868778935185187,0.14398166511744157,0.16527027804019248,131.38793215025186,92.25593965042184,0.07606562249535828,64300.06605086229,6.236195789452309,40154.723332090325,0.26286485002698184,0.1710610020465503
81,281,67.7702,17.7814,50,19.9712,0,131,126,4,128,4,0.99985,69.37886,0.0,0.0,8.0,8.486,15.69034,0.0,0.0,128.0,60.49825,0.0,0.41,1.832,-1.0,0.354782,0.228635991637402,0.1905319338943037,0.16428460326417121,95.61787551723087,0.7789784313725491,250.4741978177741,0.162791610113313,0.3540979684953527,0.19738079915737136,16.251295301649304,1.2766359800994955,20.84500385802469,0.14365454964144894,0.16552945577213643,131.80982963677138,92.48656121706563,0.07623978897272532,64387.82588649225,6.226704424800261,40191.34346577951,0.26231678520667423,0.1703215230637848
82,282,67.7546,18.1002,50,20.1955,0,130,126,4,128,4,0.99306,69.41157,0.0,0.0,8.71429,8.489,15.35651,0.0,0.0,129.0,60.44067,0.0,0.42,1.476,-1.0,0.383597,0.2300058484196601,0.19063067786343407,0.1635398739828652,95.60917788319281,0.7786090196078432,249.8923715122885,0.1610410855826239,0.3540979684953551,0.19631155474958137,16.285484973295237,1.4575745023312006,20.79195601851852,0.1433973286322103,0.16603873298387,131.85056106734828,92.27432634947178,0.07647528728817392,64348.28693031049,6.195045851888095,40296.98946018221,0.2618285282282924,0.17007537971738187
83,283,67.4902,18.6113,49,19.8623,0,130,126,4,128,4,0.99509,69.0864,0.0,0.0,7.71429,8.512,15.6349,0.0,0.0,129.0,60.36729,0.0,0.41,1.601,-1.0,0.375041,0.23172517870959777,0.19082176830325073,0.16310628566738522,95.65940871026159,0.777609411764706,249.30158078064102,0.15957885882804668,0.3540979684953522,0.19548025220223086,16.20843336317274,1.0970279254851958,20.75564236111111,0.1429720137730669,0.16635613020060955,131.9632456665574,92.35942891322061,0.07711257659043887,64390.64016822527,6.2245726070909075,39668.97968452207,0.2611698363949104,0.17019196838917972
84,284,67.6237,18.2611,50,20.9992,0,130,126,4,128,4,1.00115,69.2298,0.0,0.0,7.0,8.534,16.0735,0.0,0.0,131.0,60.35238,0.0,0.41,1.634,-1.0,0.358698,0.2333671611906924,0.19088729754887634,0.1627245208614455,95.6366528924191,0.7775953921568628,248.71538952044497,0.15891897657106838,0.3540979684953543,0.1945901746223143,16.221214765383873,1.1021232814686102,20.755979938271604,0.1428877446496113,0.16691654216858814,132.55596940522054,92.40356389672519,0.07774576844564751,64516.05159966626,6.251826044973175,40009.76494492549,0.26014840732706174,0.17086574730955353
85,285,67.4098,18.2672,49,20.6824,0,130,126,4,128,4,0.99805,69.02172,0.0,0.0,8.17857,8.543,15.7777,0.0,0.0,131.0,60.28543,0.0,0.42,1.576,-1.0,0.375639,0.2351734643632392,0.19104083828954987,0.16203911336468332,95.6572766862397,0.7773650980392158,248.12889232079644,0.15855485760657265,0.3540979684953522,0.1937761228029005,16.205293631847994,1.2649326128623362,20.757716049382715,0.14259113193535067,0.16733330151762474,133.00846122409797,92.60661457738595,0.07807843284911052,64481.07911341611,6.241665108518983,39576.554407608164,0.2588740534074117,0.1718629142724528
86,286,67.4557,17.949,49,20.4671,0,130,126,4,128,4,0.99659,69.03482,0.0,0.0,8.71429,8.511,15.77932,0.0,0.0,132.0,60.25357,0.0,0.42,1.73,-1.0,0.356597,0.23658204437623082,0.19119146600222187,0.16114291690419696,95.65544184461358,0.7773572549019608,247.5609041427366,0.1580646442154071,0.35409796849535186,0.1929491904826408,16.240523915231964,1.6638055751970098,20.733603395061728,0.1422197224666407,0.16776924701560206,133.18413696934437,92.36521508706956,0.07827793785680483,64461.60895930835,6.227135130552121,39783.41826579498,0.25748437290955317,0.17281525245325627
87,287,67.526,17.8366,49,19.7777,0,130,126,4,128,4,0.99925,69.12786,0.0,0.0,7.75,8.49,15.50435,0.0,0.0,131.0,60.23866,0.0,0.41,1.742,-1.0,0.323209,0.23776633467877756,0.19131437406280832,0.16060274985059,95.63123751570389,0.7773231372549021,246.99457499674494,0.15777113982299198,0.35409796849535286,0.19190964897575596,16.25907426998939,1.6870073007743827,20.70746527777778,0.14217905872673742,0.16822905389527734,133.87304087087745,92.39289137735634,0.07884521999594413,64483.8151601427,6.201379349667086,39917.94955865627,0.2560915451136897,0.1735054560997692
88,288,67.4371,18.251,49,19.8185,0,130,126,4,128,4,0.99424,68.99344,0.0,0.0,9.17857,8.511,15.40859,0.0,0.0,130.0,60.18912,0.0,0.41,1.586,0.29115,0.350205,0.23900858667785807,0.19148636511368844,0.16036751065707766,95.657464059004,0.7772023529411766,246.4399515089841,0.15739747190379608,0.3540979684953525,0.19066994906159157,16.253423620153356,1.7583560859975373,20.63700810185185,0.14210489271307947,0.16877016631144331,133.7073513821999,92.38901236569467,0.07970108588151693,64468.896895452555,6.192703793906486,39795.748898400336,0.25462347288266035,0.1743256986384825
89,289,67.3047,18.0403,49,20.5752,0,130,126,4,128,4,0.9947,68.86449,0.0,0.0,7.96429,8.527,15.76484,0.0,0.0,130.0,60.15332,0.0,0.42,1.657,-1.0,0.334813,0.24056623915254657,0.19162434681038454,0.16073114123660032,95.66846624954297,0.7772968627450981,245.87718359306524,0.15708033468691565,0.3540979684953533,0.18963269600914237,16.248233371310764,1.3806350231998554,20.616560570987655,0.14211062157211288,0.16949308569309815,133.97456188768388,92.36949501146782,0.08029888747893314,64466.8800958954,6.2294061176571,39545.23650922827,0.25314369717409796,0.17483100051509207
90,290,67.2157,18.1799,49,20.1738,0,130,126,4,128,4,1.00449,68.7253,0.0,0.0,7.03571,8.593,15.58285,0.0,0.0,130.0,60.09524,0.0,0.42,1.813,-1.0,0.367271,0.2418422625709497,0.19194422430220212,0.16133484916690846,95.68167067263543,0.7769564705882354,245.32395388721,0.15710539510587146,0.35409796849535174,0.18824811987762338,16.1892549491223,2.1506348004252605,20.58400848765432,0.14198848927004817,0.17041079586814592,134.4979526041937,90.0672727139957,0.08088854163539902,64444.42776363469,6.205011099453534,39365.450168283154,0.25186309090021797,0.17518577447406633
