,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,noise,cubrow.0,cubcol.0,blur,cubrow.1.0,cubrow.0.6,staticness,blockiness,contrast,cubcol.0.6,cubrow.0.3,fft,tone,cubcol.1.0,cubcol.0.3,temporal,saturation,uhdhdsim,cubcol.0.5,color_fulness,movement
45,45,56.5552,12.0146,63,19.8137,0,92,123,16,128,9,0.99538,55.37813,0.0,0.0,0.10714,4.47,9.97766,0.0,0.0,122.0,34.31418,0.00174,0.44,1.244,-1.0,0.529377,0.1761777380531884,0.6524795115752635,0.10021555709864062,0.13125141378718277,19644.56500003996,0.0671032670887036,0.1432905651248732,192.0461856727657,3.1036637563417564,92.35977302266791,0.14500335855779523,0.11057878194035851,72021.27010252018,0.4851058823529413,0.07818316919735019,0.17727142078458122,4.398137670552822,36.69931783793885,84.7605317796768,0.15856329334110741,153.52325460642277,8.477478780864198
46,46,56.83,12.3781,63,20.5043,0,93,123,17,128,9,0.98862,55.69236,0.0,0.0,0.07143,4.506,10.3182,0.0,0.0,124.0,34.36172,0.00185,0.44,1.363,-1.0,0.48482,0.17650460221579528,0.652479511575264,0.10201363674502478,0.12988573707304382,20077.853060974106,0.06684163417791163,0.14350661678513715,191.93520447554593,3.6276321070139064,89.41164952794792,0.1443435687495461,0.1107962243948937,71942.86824217836,0.485641568627451,0.07794576404859149,0.1756070486905059,4.290887555883108,36.74081345546393,84.72202020326031,0.1593310887711044,154.05783444962444,8.57349537037037
47,47,57.1229,13.4771,63,20.6403,0,93,123,17,127,9,0.99616,55.96185,0.0,0.0,0.17857,4.538,10.63159,0.0,0.0,128.0,34.31839,0.00167,0.44,1.38,-1.0,0.5081,0.17667065827952283,0.6524795115752657,0.10426883351325243,0.12923515768660243,20572.427757951726,0.0670683587313299,0.14360082873550536,191.842947702115,3.068133951453878,88.60488630489627,0.14366974306346336,0.11118838243458246,71909.66085390493,0.4850682352941177,0.07780542484618576,0.17407765044459833,4.4122083433670465,36.61442622432002,84.76049355213513,0.15991475302432148,154.40918821953,8.784963348765432
48,48,57.4659,13.8915,63,22.4154,0,93,123,17,127,9,1.00134,56.30497,0.0,0.0,0.5,4.571,11.58116,0.0,0.0,129.0,34.2656,0.00184,0.44,1.276,0.12809,0.509718,0.17667119318261176,0.656914763661726,0.1061910675118546,0.13023983905419462,21235.49659714507,0.06787246109407023,0.14365926685903418,191.77890425142928,3.0035600763396286,88.37189437509372,0.14427591864628586,0.1117247591826813,72161.70661835874,0.48507607843137257,0.07741840813717757,0.17221606229794484,4.526912462047749,36.68551918312355,84.6864703490595,0.16028685108850926,154.52881059837563,9.150993441358025
49,49,57.7151,14.5266,63,23.1844,0,93,123,17,127,9,1.00448,56.52633,0.0,0.0,0.0,4.528,11.9312,0.0,0.0,129.0,34.18108,0.00218,0.44,1.353,-1.0,0.488495,0.17686710260509772,0.6613500157481863,0.10791933776545708,0.13336326101663062,21683.7764457401,0.068081317718113,0.1439049624111493,191.68617723792354,3.2140174830078654,91.2888089849976,0.14398554373479763,0.11167139973365643,72827.79446715639,0.48507607843137257,0.07697936820882427,0.17081365249033922,4.375445064810538,36.61968956464602,84.60073032096106,0.16017210240757412,154.89367606559802,9.57248263888889
50,50,57.7547,15.31,63,24.3622,0,93,123,17,127,9,1.0074,56.53258,0.0,0.0,0.21429,4.527,12.48409,0.0,0.0,128.0,34.06677,0.00194,0.44,1.328,-1.0,0.478322,0.17715639191110022,0.6524795115752653,0.10910003888270016,0.13644928751200916,21952.002061267864,0.06794030804035868,0.14407005094938663,191.5705247536575,1.952406189679485,92.71687353925122,0.14332709601665547,0.11134222559067598,72995.78805207,0.48620705882352944,0.07638515673596318,0.16902415657538078,4.567278365498722,36.861489755136,84.68376032255253,0.1603160227817001,154.36223055354873,10.308738425925926
51,51,57.6854,15.2355,63,25.0507,0,92,123,17,128,9,0.99701,56.41678,0.0,0.0,0.25,4.568,13.16043,0.0,0.0,129.0,33.9011,0.00199,0.44,1.434,-1.0,0.466316,0.17746881790312488,0.6524795115752645,0.11104634412035093,0.13918688070893712,21787.811492736175,0.06780875471068783,0.14418903215669698,191.42687973304993,1.6144648268489874,92.47999350035101,0.14248452106599624,0.11139904308160808,72871.95045235426,0.48620705882352944,0.07600284970755412,0.1674090246436303,4.613117556269617,36.57464166335117,84.70063972952671,0.16044560741274963,154.09118519522636,10.992380401234568
52,52,57.8053,15.8947,63,26.1862,0,92,123,17,128,9,1.01135,56.46619,0.0,0.0,0.35714,4.556,13.10441,0.0,0.0,128.0,33.79208,0.00187,0.44,1.391,-1.0,0.496752,0.1777364871259512,0.6524795115752636,0.11360204461717233,0.14068556554170916,22054.58190891355,0.06794697722988927,0.14428911998601696,191.30540680801633,1.6441669951872506,92.28865854394982,0.14164116919921516,0.11158860507859543,73071.82829650998,0.48613882352941173,0.07581045491211491,0.1658407852809224,4.6522716868207326,36.79643400215809,84.68159959986842,0.16063983789648542,154.0618204827701,11.395736882716049
53,53,57.6079,16.4543,63,26.0872,0,92,123,17,128,9,0.99938,56.25695,0.0,0.0,0.21429,4.551,13.66623,0.0,0.0,129.0,33.68512,0.00191,0.44,1.426,-1.0,0.526754,0.17800443321875525,0.6524795115752606,0.11515614768819102,0.14255554588555017,22058.524600374953,0.06849349845347495,0.14440472323515677,191.19742361768465,2.895498106058287,91.71007155256763,0.14087780356254137,0.11160736557125887,72987.39055287789,0.48620705882352944,0.07560850074904753,0.16430784950608024,4.74078824054799,36.78706623595438,84.69337838025243,0.16067314300846164,154.33984928909547,11.598283179012345
54,54,57.4486,17.214,62,28.7466,0,92,123,17,128,9,1.00076,56.13843,0.0,0.0,0.0,4.599,14.14419,0.0,0.0,129.0,33.78836,0.00185,0.43,1.405,-1.0,0.502189,0.17829465987560864,0.652479511575263,0.11573239741321589,0.14542843431915406,21938.031640537924,0.06886276628286644,0.14446383718218866,191.11164446551987,3.2714127489501053,87.04348518271152,0.14024674399135936,0.11162354886645588,73090.08758876892,0.48620705882352944,0.07564776617117487,0.16281779768153462,4.760969589954466,36.87633297767168,84.70689694810994,0.16092721629697201,154.14694615826585,11.493730709876543
55,55,57.5539,17.1258,63,29.1291,0,93,123,17,128,10,1.01326,56.3124,0.0,0.0,0.03571,4.615,14.79779,0.0,0.0,129.0,34.19956,0.00179,0.44,1.32,-1.0,0.471893,0.17864675492105597,0.6524795115752657,0.1178185172944675,0.1460685334787349,22114.541790171013,0.06918693660428452,0.14446817584724891,191.0535132817829,2.3715108904682136,92.69277018549809,0.1397273434995715,0.11155295799111535,73177.03483842955,0.48873058823529414,0.07586128290211502,0.16136931640119415,4.804491860707962,37.10593103479456,84.73539957160584,0.16078116461047043,154.52298186542916,11.550106095679013
56,56,57.756,16.2765,63,29.6522,0,93,123,17,128,10,0.9861,56.43308,0.0,0.0,0.14286,4.599,14.71009,0.0,0.0,129.0,34.01816,0.00191,0.44,1.487,0.13014,0.477599,0.17891651745916545,0.6524795115752636,0.11868369787927101,0.14750945419898961,22422.926052477505,0.06930962218164902,0.14449347640461968,190.97041608778113,3.6335689843978787,92.87410073357916,0.13921693327986456,0.11175457482255188,73229.39366350046,0.4867874509803922,0.07602707073929031,0.1600508803465657,4.830298526402552,36.962437759211035,84.76227848371832,0.16056775254640093,154.41155072001433,11.268759645061728
57,57,57.6735,16.0808,63,29.9172,0,93,123,17,128,10,1.00274,56.33181,0.0,0.0,0.07143,4.593,13.98031,0.0,0.0,128.0,34.07691,0.00187,0.45,1.357,-1.0,0.484092,0.1791072875290956,0.652479511575263,0.12005994131334369,0.14978851156449755,22291.014362549307,0.07043726278793255,0.14435543079297808,190.90161327745923,3.6265433228799204,91.66844784011418,0.13889745165416828,0.11155211189748258,73545.08594126684,0.4867874509803922,0.07622458904342774,0.15910288103360087,4.79525115860739,36.84224936402874,84.73338820057393,0.16031375722637348,154.6937771121407,11.246527777777779
58,58,58.0255,16.3178,64,29.8064,0,93,123,17,128,10,0.99587,56.69544,0.0,0.0,0.5,4.579,13.81151,0.0,0.0,128.0,34.18443,0.00163,0.44,1.415,-1.0,0.473391,0.17936570577954725,0.6524795115752648,0.12168440374819259,0.15160886639986312,22814.75064478141,0.0707198656870572,0.14416950825548375,190.82127586477114,3.0345890093985357,92.95309225062083,0.1385231079587549,0.11145528002042471,73590.817526564,0.48819411764705883,0.07641756312025877,0.15778344907798825,4.852649016979889,36.71431044590326,84.68892186726805,0.16022812031162534,154.66200092469802,11.207320601851851
59,59,58.1752,16.4178,64,29.7787,0,93,123,17,128,10,0.99782,56.86983,0.0,0.0,0.17857,4.617,14.0152,0.0,0.0,127.0,34.11885,0.00157,0.45,1.234,-1.0,0.469813,0.1797498386690557,0.6524795115752653,0.12317528689050974,0.1544235381327127,22880.87456265557,0.07123888446020546,0.14403957923519856,190.75339166235884,2.741119776546208,92.11617801589531,0.13845932676726957,0.1113117242860307,73307.54966970003,0.4862219607843138,0.07652695721868134,0.15650304781009933,4.765396283218334,36.47931435667438,84.65515069255844,0.1604786354097832,154.56653569331175,11.094376929012345
60,60,58.4604,16.8409,64,29.9361,0,93,123,17,128,10,1.01848,57.21604,0.0,0.0,0.03571,4.622,14.104,0.0,0.0,128.0,34.25394,0.00201,0.44,1.422,-1.0,0.455457,0.18007177029909105,0.6569147636617193,0.12364169170009326,0.1586404324913826,22890.956455123225,0.07173956145151988,0.14407001360544755,190.72696105717904,3.0954709370045292,92.80722701604961,0.13853045629204383,0.11126513338910683,73507.37958089451,0.4881635294117647,0.07657086382825735,0.1547467152568288,4.902536732743067,36.91001082055363,84.5651175241744,0.1609055582579991,154.55502368327012,11.237268518518519
61,61,58.4204,16.407,64,27.1182,0,93,123,17,128,10,1.01663,57.18804,0.0,0.0,0.25,4.606,14.46353,0.0,0.0,128.0,34.21776,0.00224,0.44,1.385,-1.0,0.467773,0.18064154551931694,0.6591323897049531,0.12557146368978808,0.16170239682175258,22946.557178571384,0.07208751861227736,0.1442913319731852,190.6866762228186,2.1135156499333285,92.69718662582581,0.13889360887073296,0.11089972153766325,73305.34333447814,0.48789647058823526,0.07671312805119926,0.15380764173047473,4.696871136839954,36.50487904489776,84.59574367052647,0.1617575460829659,154.3851058333048,11.069155092592593
62,62,58.3284,16.6197,64,28.325,0,93,123,17,128,10,1.01921,57.12597,0.0,0.0,0.0,4.587,14.09766,0.0,0.0,127.0,34.16263,0.00221,0.45,1.237,-1.0,0.464765,0.18100076734879,0.6569147636617264,0.127770602130704,0.16385419376952048,22621.49508785704,0.07265894608235815,0.1444153544643773,190.66429319008935,3.0365061226684458,91.98814620288128,0.1387684907081557,0.11092603431483054,73362.67060707418,0.4862219607843138,0.0769265606724537,0.1522813673726321,4.780485276669376,36.71284673243393,84.53229290683507,0.16253274724977193,154.66079956361168,10.909770447530864
63,63,58.4471,16.746,65,27.0095,0,93,123,17,128,10,1.00668,57.31337,0.0,0.0,0.07143,4.597,14.28364,0.0,0.0,128.0,34.30437,0.00203,0.44,1.305,-1.0,0.453023,0.1812799082093424,0.6629734306840179,0.13018658442823788,0.16580222435927147,22647.060878008037,0.07264704240236822,0.14455509935183092,190.62997763462917,2.9238925098534763,92.2646499921277,0.13828874352490114,0.1110723770274346,73247.27692950565,0.48732313725490195,0.077128794000331,0.1496397798843565,4.6278669792656935,36.737645843882625,84.54674328731925,0.16247191375413134,154.56845974898607,10.87355324074074
64,64,58.5304,16.7952,65,27.7037,0,93,123,17,128,10,1.00308,57.36717,0.0,0.0,0.10714,4.595,14.38484,0.0,0.0,127.0,34.21499,0.00151,0.44,1.352,0.12937,0.479463,0.18155798108725954,0.6607558046407881,0.13253863184435696,0.16637557112527868,22777.67688504442,0.073023223015887,0.14453965061768673,190.59911978370573,3.790055977150617,91.93989896589453,0.13811161241844352,0.11110330564855876,73251.95707147133,0.4869949019607844,0.07720299081994607,0.14806509721380257,4.746998997850822,36.664880634825906,84.61080121243032,0.16256273809505103,154.56885835939966,10.976610725308642
65,65,58.7623,16.5025,65,26.9175,0,93,123,17,128,10,0.99964,57.56523,0.0,0.0,0.42857,4.607,14.42786,0.0,0.0,128.0,34.17844,0.00177,0.45,1.256,-1.0,0.475648,0.1816193091521594,0.6629734306840188,0.134930309964089,0.16800791435103007,23341.194811625508,0.0733301795801128,0.14465760829190208,190.568666652064,3.219312788027259,92.55436647205083,0.13758545502833086,0.11103463288411576,73394.18658344822,0.48508313725490204,0.07721085297530852,0.14587255677305974,4.94512276545089,36.6887318175516,84.55661131953875,0.16307818954324096,154.46817918419882,11.074170524691358
66,66,58.6899,16.6267,65,26.0769,0,93,123,17,128,10,1.00873,57.50423,0.0,0.0,0.28571,4.583,14.17473,0.0,0.0,128.0,34.17727,0.00195,0.44,1.357,-1.0,0.510029,0.1817882001510988,0.6607558046407882,0.13637952866570932,0.1696454183271694,23159.812230793967,0.0738132868365018,0.14483571052437821,190.54678188957638,2.419566879172221,92.00282547147181,0.13704434710561747,0.11058089397650399,73416.32513830914,0.4850682352941177,0.07734835283113636,0.14378215578918171,4.62520172510804,36.64661624107832,84.52938381617857,0.1636584255503894,154.65882949243598,10.964891975308642
67,67,58.5179,16.459,64,26.698,0,93,123,17,128,10,0.99409,57.2953,0.0,0.0,0.21429,4.629,14.28216,0.0,0.0,127.0,34.09523,0.0018,0.44,1.322,-1.0,0.523545,0.18187736645527666,0.652479511575267,0.13768833132100078,0.1719395691791536,23251.18097676745,0.0745154656819596,0.1451331933078035,190.5322825226094,2.65053166619794,91.3908048083499,0.1367698396721429,0.11010552524978687,73060.04594981624,0.48450274509803926,0.077529265609793,0.14075208063309125,4.607222412727597,36.51537144036941,84.64819176278729,0.16326718616924582,154.67547216131217,10.865692515432098
68,68,58.4984,16.3144,65,27.2464,0,93,123,17,128,10,0.98141,57.27269,0.0,0.0,0.60714,4.622,14.13956,0.0,0.0,127.0,34.07277,0.00147,0.45,1.416,-1.0,0.52397,0.1816128210328804,0.6524795115752654,0.13860879468589188,0.1734388426074761,23541.30021413094,0.07472932230043008,0.14547459214269398,190.52857291925355,2.6036707889799082,91.84337846951605,0.13641483396463036,0.11040682091045173,73264.30618889858,0.48340156862745104,0.07764895296717396,0.13935805554836514,4.697391672234342,36.596791208526234,84.67551340096233,0.16249806957120644,154.671455586907,10.897762345679013
69,69,58.7416,15.4168,65,27.0887,0,93,123,17,128,10,0.98469,57.50106,0.0,0.0,0.21429,4.589,14.01225,0.0,0.0,127.0,34.15289,0.00194,0.44,1.325,-1.0,0.527146,0.18112364493205013,0.6524795115752664,0.13975703315240942,0.17452660275933257,23798.980859131767,0.07483620580188066,0.14577183266105245,190.5134283931576,2.537389322094955,90.94678597330528,0.13635328642640263,0.11068520843351204,73230.33518632567,0.48282823529411767,0.07771420016018304,0.13758132820752667,4.779332639572294,36.40171550232687,84.57903430747068,0.16155410136896634,154.52876727715335,10.87085262345679
70,70,58.9204,15.606,65,25.1719,0,93,123,17,127,10,1.00317,57.62675,0.0,0.0,0.10714,4.568,13.23999,0.0,0.0,126.0,34.18663,0.00164,0.44,1.397,-1.0,0.510486,0.18089793990399206,0.6541029265110997,0.14204390953813387,0.1762690536154495,23992.538802413386,0.07489662148015838,0.1459772679081747,190.50448765384252,3.1228116549818794,92.18030851535889,0.1362980241269585,0.11081493948370004,73414.1902856576,0.4830960784313726,0.07753692270927327,0.13602965372590967,4.546627129519951,36.33720247245129,84.5418644019463,0.16126697573488988,154.6920166395099,10.680989583333334
71,71,58.964,15.0429,65,27.3739,0,93,123,17,127,10,0.9992,57.66615,0.0,0.0,0.0,4.556,13.39727,0.0,0.0,125.0,34.27511,0.00173,0.45,1.407,-1.0,0.55613,0.18083166903220899,0.6552913487258915,0.14321915185703446,0.17733456880729356,24194.59665877485,0.07526793979927109,0.1461092942672496,190.510799287155,3.6351715709807495,92.92452394594734,0.13630590389433286,0.11040903850284896,73370.76328058478,0.4830960784313726,0.0772516722555035,0.13607956478495017,4.673437513973677,36.5208169442636,84.51943903322245,0.16055280730824667,154.75098821604075,10.770592206790123
72,72,59.0123,15.1166,65,23.3442,0,93,123,17,127,10,0.9978,57.71399,0.0,0.0,0.0,4.552,12.91293,0.0,0.0,127.0,34.34958,0.00173,0.45,1.342,0.12886,0.518675,0.18070399679937207,0.6546971376184993,0.14591997149660904,0.18010752503420804,24394.167353692454,0.07495712434158885,0.14640971893258983,190.5137443810883,4.096273022763701,92.98203134481739,0.13779380413412953,0.11004249420295896,73815.4949596161,0.4825298039215687,0.07708591436514864,0.13350246477949843,4.513541920425496,36.31297905062452,84.4912543166466,0.1599061029643143,154.4288150364997,10.388213734567902
73,73,58.809,15.1323,65,23.1914,0,93,123,17,128,10,1.00141,57.52409,0.0,0.0,0.07143,4.589,12.98095,0.0,0.0,127.0,34.33894,0.00185,0.44,1.481,-1.0,0.528118,0.18048075891357326,0.6569147636617227,0.1483238836018942,0.18134730745699512,24144.1988984608,0.0748393678193226,0.14657813595855204,190.51539341195772,4.1742022900990285,92.97764142584577,0.13844939539065146,0.1099898915392118,73299.16879906334,0.48118000000000005,0.0770302815940332,0.13096953375238926,4.5212874551456705,36.153513967255016,84.50456719444412,0.1596337025195582,154.48767914614766,10.219569830246913
74,74,58.6435,15.048,64,23.3396,0,94,123,17,128,10,1.00022,57.36204,0.0,0.0,0.17857,4.638,12.99537,0.0,0.0,127.0,34.37046,0.00173,0.44,1.475,-1.0,0.575808,0.18044925285577976,0.6524795115752641,0.15047005091738863,0.18432419737273184,23877.88132158564,0.07488243923430325,0.14686237066056002,190.50963140068995,3.9858194174121446,93.04035902632154,0.13895404473264716,0.11020637483287718,73102.36337593597,0.48201764705882355,0.07691393019059814,0.13034249984398497,4.576597164793543,36.21281357753424,84.5887561184662,0.16014133119935012,154.2868210610819,10.182822145061728
75,75,58.9287,15.6738,65,23.2134,0,94,123,17,128,10,0.98216,57.61447,0.0,0.0,0.0,4.599,12.92237,0.0,0.0,128.0,34.35557,0.00189,0.45,1.363,-1.0,0.572648,0.18044162825651117,0.6524795115752654,0.15275264616318815,0.18622355981204425,24138.25483422482,0.07508165345630036,0.14711341946944623,190.50234237095214,3.3547553285773746,93.06155075375138,0.13941589236098875,0.10960812053263645,73365.8162362534,0.4806109803921569,0.07674124162113007,0.1290792898653482,4.363529182637185,36.110947597174,84.52003519320128,0.15904921096002347,154.30907825526802,10.012393904320987
76,76,58.3756,15.9142,64,27.6607,0,94,123,17,128,10,1.00269,57.08533,0.0,0.0,0.21429,4.635,13.4614,0.0,0.0,126.0,34.366,0.00173,0.43,1.4,-1.0,0.5262,0.18011438642945188,0.6502618855320376,0.1558548443708552,0.18637187266991975,23634.03925359249,0.07515496660550972,0.14697126315989786,190.51179625473443,4.036788072662219,93.03513123629723,0.13947156902142865,0.10972471705061994,73303.09761431375,0.4806109803921569,0.07651116314436418,0.1271200526771311,4.895167064593177,36.04357081283758,84.76641301216023,0.15878412362140204,154.24190388632596,9.69458912037037
77,77,58.7132,15.1502,64,26.0456,0,94,123,17,127,10,1.01821,57.45267,0.0,0.0,0.17857,4.644,13.67024,0.0,0.0,126.0,34.40889,0.00221,0.44,1.316,-1.0,0.543305,0.1803030599967598,0.652479511575265,0.15750235858136313,0.18759445173062003,23778.510943265548,0.0753270285796679,0.147034622132467,190.50327287138066,2.327050585501107,92.772026457895,0.1393948574265096,0.10987700526970004,73448.69758213677,0.48061882352941176,0.07618744312854152,0.12497263371226004,4.8939568080904365,35.918810809100115,84.54966985697268,0.15864988160354876,154.17743327968705,9.341965663580247
78,78,58.6338,14.7684,64,24.6953,0,94,123,17,128,10,1.00009,57.37653,0.0,0.0,0.10714,4.722,13.01417,0.0,0.0,125.0,34.34715,0.00229,0.44,1.34,-1.0,0.55099,0.18078939800694424,0.6524795115752648,0.15862523834751038,0.18900174454783628,23630.03293879243,0.07536098285645854,0.14711166810724746,190.50504762544568,2.564670085982516,92.65038347533888,0.13904743179010282,0.10969980242823428,72728.241561365,0.48061882352941176,0.07582719827542597,0.12286447895438248,4.550678477740159,36.16649674780575,84.60288449474726,0.15884043753151908,154.24414900374165,9.058641975308642
79,79,58.828,15.3579,64,22.3877,0,94,123,17,128,10,0.99492,57.57608,0.0,0.0,0.07143,4.732,12.68288,0.0,0.0,125.0,34.33692,0.00208,0.44,1.302,-1.0,0.542737,0.18130721577878178,0.6524795115752672,0.1599614667071178,0.19102210727940844,23555.487434287625,0.07544442203465102,0.14692691966243784,190.49325705705658,2.963758825346721,93.13593468296895,0.13913216788622706,0.10945215799445485,72799.88466737603,0.4805890196078431,0.07553966595512054,0.12286022408106614,4.3212529894008,35.894127174660014,84.56630514717487,0.1594372407394325,154.19201139028164,9.039496527777779
80,80,58.9155,15.1009,65,24.2121,0,94,123,17,127,10,0.99265,57.64992,0.0,0.0,0.21429,4.696,13.19653,0.0,0.0,127.0,34.31871,0.00208,0.44,1.512,0.12976,0.57608,0.1819217499452711,0.6524795115752663,0.16217244038067752,0.19131603515102016,23541.7991797783,0.07544313158822331,0.14670841749296415,190.48892166277307,3.6221921114363336,92.39096361597204,0.1390339397878679,0.10934863403342462,72924.12057365236,0.48004549019607845,0.07527881968173049,0.12065331808591184,4.5705687854613615,35.768894901982065,84.5829455730741,0.15895225248255207,154.22486968316701,8.86892361111111
81,81,58.5427,14.9266,64,24.8558,0,94,123,17,128,10,0.99414,57.31609,0.0,0.0,0.0,4.659,12.97118,0.0,0.0,127.0,34.29915,0.002,0.44,1.531,-1.0,0.564303,0.18245744080427123,0.6524795115752683,0.1634888294429643,0.19146197956042704,23236.9739151963,0.07544615717677287,0.14647065302123782,190.4714418750456,3.336310391840123,90.29004541743684,0.13887277004630877,0.10939687797719622,73162.90672071953,0.48005333333333333,0.07505395548139972,0.1177272787674358,4.696545490544416,35.74239942762587,84.72683788531043,0.1582627383076249,154.12195460294953,8.90306712962963
82,82,58.9408,14.3242,65,26.0542,0,94,123,17,127,10,0.99948,57.68701,0.0,0.0,0.35714,4.647,12.82331,0.0,0.0,125.0,34.26742,0.00225,0.45,1.515,-1.0,0.567387,0.18297145875904539,0.6546971376184975,0.16513249902224159,0.19245998527157862,23732.395346137164,0.07572606894091773,0.14635396287796468,190.45133193522952,2.467909020504658,90.27307711359113,0.13821611370988635,0.10946738708161961,73020.78909354468,0.48004549019607845,0.07490433232730562,0.11578577486610749,4.626307338029473,35.598273194866415,84.49958123285677,0.15878428808699216,154.02127896783813,8.902199074074074
83,83,58.9151,14.2608,65,22.7828,0,94,123,17,127,10,0.99113,57.70057,0.0,0.0,0.0,4.661,12.30648,0.0,0.0,127.0,34.26684,0.00218,0.44,1.562,-1.0,0.556178,0.1834177681975038,0.6563205525543264,0.1665881904618738,0.1965122820407806,23601.48901963282,0.0757890684266012,0.1463061533839225,190.43461900548525,3.214846383797325,90.06482999829527,0.1375992485360458,0.10988759583830651,73109.31093081397,0.48005333333333333,0.07487355162324513,0.11510574795829052,4.432227911330063,35.496635907962,84.50757284649373,0.15868514868880657,154.08116018092048,8.919463734567902
84,84,58.9547,13.9991,65,21.4593,0,94,123,17,127,10,0.99648,57.71048,0.0,0.0,0.10714,4.639,12.25281,0.0,0.0,126.0,34.21771,0.00229,0.45,1.773,-1.0,0.540298,0.18366305822272236,0.6569147636617263,0.16805216412422544,0.19804520529359979,23892.61830691723,0.07633211551173882,0.14642118832912243,190.42232783510673,2.446655212871728,90.13397078795242,0.1369866741450978,0.11037984989382735,73180.6726017543,0.47948,0.07485519668214974,0.11122867178208953,4.454080500875786,35.64620142807195,84.5192525714878,0.15886787353652662,154.1935348326454,8.937837577160494
85,85,58.7916,14.6536,65,22.7481,0,94,123,17,127,10,1.01564,57.57323,0.0,0.0,0.10714,4.662,12.02726,0.0,0.0,126.0,34.21063,0.00231,0.44,1.677,-1.0,0.554968,0.1838734904986652,0.6546971376184948,0.16958203674235298,0.20168585308602788,23791.08889166656,0.07613878612294943,0.1466220340693313,190.39699512166808,3.0692709889349556,92.93463442667813,0.13652141237843077,0.11058277746255926,73176.94578658952,0.47947215686274514,0.07483461825876854,0.11048865889876493,4.374835075521636,35.278167159469035,84.57676111456576,0.1590724390908257,154.10043104744707,8.994888117283951
86,86,58.6267,14.9151,64,23.6661,0,94,123,17,127,10,0.98988,57.43731,0.0,0.0,0.39286,4.678,12.59624,0.0,0.0,127.0,34.214,0.00201,0.44,1.505,-1.0,0.539108,0.18397182747056903,0.6524795115752666,0.17112289829635444,0.20369779177590303,23502.840548779266,0.0763409213484035,0.1470098692187035,190.37656612016815,2.6586638662556314,90.75474157255123,0.13662697509770041,0.1110716061421096,73260.43161952362,0.47916745098039215,0.07479203615834353,0.10680452535350551,4.607298561910249,35.548734688464506,84.69649204420874,0.15904769485679837,154.10515184614093,9.130738811728396
87,87,58.573,14.3243,64,24.5935,0,94,123,17,127,10,0.98673,57.38479,0.0,0.0,0.21429,4.658,12.81923,0.0,0.0,126.0,34.24881,0.00202,0.44,1.5,-1.0,0.559083,0.18415332040026297,0.6541029265110979,0.17289186839112483,0.206386410689144,23518.346179369,0.07653122616573052,0.14744028109921423,190.35139457655404,3.431000720356814,90.33343099241085,0.1369288649644192,0.1114743822659346,73334.49721749827,0.47917450980392157,0.07471863860710129,0.10451245333224969,4.806327176597318,35.34307578757957,84.68389711056591,0.15902708234496213,154.168816999257,9.197916666666666
88,88,59.0056,14.6101,65,23.9094,0,94,123,17,127,10,0.99659,57.78143,0.0,0.0,0.14286,4.635,12.31571,0.0,0.0,127.0,34.34651,0.00219,0.45,1.474,0.13053,0.537653,0.18449410294714763,0.6524795115752665,0.17508815551438103,0.20807902696526948,23937.39938917881,0.07663966533794456,0.1480081783802297,190.32693946464926,3.250622299257169,86.93399785445997,0.1373420374080792,0.11178698153994751,73353.04204993755,0.4789145098039216,0.07459602322889579,0.10208669407202038,4.425729931107038,35.208031548394096,84.57029145972173,0.1589429679917771,154.00809629727468,9.130015432098766
89,89,58.6224,14.6506,64,23.0708,0,94,123,17,127,10,1.00244,57.42119,0.0,0.0,0.17857,4.693,12.5608,0.0,0.0,128.0,34.41081,0.00201,0.45,1.545,-1.0,0.530705,0.1848089170788547,0.652479511575265,0.17690048509764614,0.21090778971540272,23477.537188567756,0.0766556608104764,0.14879552161202186,190.30488040047172,3.5562730700689604,86.035331282771,0.13729615591037583,0.11196675091342358,73152.73832292373,0.47917450980392157,0.07434976339506773,0.09854572446953026,4.639936120427316,35.168167302637926,84.67467793801704,0.15874431620761886,154.0071644801008,9.040653935185185
90,90,58.7864,13.7816,65,22.5764,0,94,123,17,127,10,0.99604,57.55385,0.0,0.0,0.21429,4.696,12.59382,0.0,0.0,129.0,34.48704,0.00233,0.45,1.613,-1.0,0.580488,0.18511669735981098,0.6524795115752674,0.17773012635497082,0.21237363325159064,23787.015993881625,0.07695470937868,0.14941740312059051,190.27650510290803,3.293146848885715,89.53392293706624,0.1375401874221407,0.11254950797649546,73365.57947568457,0.47977058823529417,0.07422234761736766,0.09711588687961345,4.7143248743958805,35.19215995882764,84.62606440116556,0.15876498523732538,153.9145218722701,9.013695987654321
