,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,blur,contrast,cubrow.0,cubrow.0.5,uhdhdsim,staticness,blockiness,cubcol.1.0,noise,cubcol.0.3,cubrow.1.0,temporal,cubcol.0.5,saturation,cubrow.0.3,color_fulness,movement,cubcol.0.6,cubrow.0.6,cubcol.0,fft
45,45,69.6914,9.30341,46,11.9718,0,137,125,2,128,3,0.99696,67.83247,0.0,0.0,9.57143,8.464,8.16016,0.0,0.0,132.0,66.48289,1e-05,0.3,2.117,-1.0,2.014825,0.2734770251626304,41279.13848028028,90.00803411252922,0.22003083963935477,0.2952328111719003,95.96355866064245,261.44796289556893,1.2790476786158953,0.2557161840254848,0.22448911659759171,0.19814810958673496,0.1967274636500625,4.23435454245434,0.14793505976327181,14.099736531575521,0.1545411455415415,101.64099163036597,11.80420524691358,0.21423217489278948,0.2285958053717014,0.18752433916622968,64535.07775299144
46,46,69.6502,10.244,46,12.0315,0,137,125,2,128,3,0.99727,67.81561,0.0,0.0,9.96429,8.445,8.01845,0.0,0.0,132.0,66.46125,0.0,0.3,1.98,-1.0,2.003967,0.27346515864359927,41198.94603858445,90.92842444513185,0.21999128182961888,0.29506138276543953,95.958810608592,261.263705345873,1.2735554618196048,0.255795584296149,0.2244891165975916,0.1988679826852639,0.1967303307195978,4.205942665289638,0.1478321983014732,14.092878741982542,0.15413731401846073,101.75253856634285,11.989486882716049,0.21493602726622518,0.2285308240731891,0.18634463837854187,64499.859205730754
47,47,69.6375,10.212,46,13.2458,0,137,126,2,128,3,1.0008,67.79676,0.0,0.0,11.42857,8.454,8.844,0.0,0.0,131.0,66.44721,0.0,0.3,1.936,-1.0,1.958043,0.27337595515570995,41265.78155310352,90.93665986536057,0.21992636071916927,0.29496344945126757,95.96044743664021,261.0750627819161,1.8066407809211729,0.2559625205216067,0.22448911659759285,0.19855212130396319,0.19662175241355867,4.402600256381416,0.14767238787687045,14.101003011067709,0.1538283628850165,101.55207721165986,12.190779320987655,0.2154272521610088,0.22849761113402464,0.18528783419847158,64487.723687296544
48,48,69.7551,9.31805,46,13.2054,0,137,125,2,128,3,1.00685,67.90762,0.0,0.0,11.85714,8.444,8.81675,0.0,0.0,131.0,66.46582,0.0,0.3,2.086,0.61626,2.027037,0.2734599755663213,41523.109461419204,90.92675324254704,0.2199854004514826,0.2950549486823694,95.92696216805317,260.9082925593602,1.5283247473348442,0.2561297855313505,0.22448911659759305,0.19861299872285648,0.1964520313761125,4.404002159173417,0.14743860461093253,14.175568757233798,0.15351296966849703,101.2113187972605,12.439332561728396,0.21606738828954922,0.2286215975372735,0.18450011981172063,64529.42128891815
49,49,69.6765,9.14721,46,12.5758,0,137,126,2,128,3,1.00651,67.82071,0.0,0.0,12.0,8.41,8.04105,0.0,0.0,130.0,66.45075,0.0,0.3,1.943,-1.0,1.991438,0.2734599755663213,41378.71521969158,89.9984501322189,0.22037614565961414,0.2951111258395499,95.95314732111075,260.7209157616325,1.1914870599354803,0.25576603206166343,0.22448911659759627,0.19880865015657895,0.19638438897183366,4.263682812609682,0.14713576685846733,14.136457090024596,0.15325345547454436,101.41040833458156,12.614969135802468,0.21623509991442008,0.22878190469263116,0.18384861600685648,64463.490448768185
50,50,69.8978,9.46459,46,12.0002,0,137,126,2,128,3,1.00321,68.0227,0.0,0.0,12.21429,8.405,7.88534,0.0,0.0,131.0,66.44777,0.0,0.3,1.899,-1.0,1.961448,0.2734599755663213,41890.87406009281,89.91998868764753,0.22084893483302576,0.29514270659113295,95.93563018653117,260.544922918657,1.9583161708528465,0.25550664891094554,0.22448911659759352,0.1992304454610617,0.19631250230124683,4.243798314997367,0.14679175605883674,14.130733160325038,0.15311750883633773,102.33700010814994,12.744020061728396,0.21636232906245303,0.22901208803425663,0.18345446245033073,64458.61929957635
51,51,69.7981,9.81972,46,11.5054,0,137,125,2,128,3,1.00028,67.93163,0.0,0.0,11.17857,8.401,8.16302,0.0,0.0,132.0,66.44376,0.0,0.31,1.809,-1.0,1.989316,0.27337595515570995,41709.62361395721,90.00432348707722,0.2213237581825815,0.295167074907272,95.93658969999466,260.3679857693699,1.9629161886802649,0.25549908699530455,0.22448911659759355,0.1996178574327525,0.19619961219448745,4.314585587417668,0.14644640987392876,14.184279453607255,0.15291660946145944,102.11137982370603,12.934365354938272,0.21647312196190133,0.2293653775168836,0.18258499524812913,64446.391761672676
52,52,69.7033,10.253,46,12.6744,0,137,125,2,128,3,0.99767,67.84933,0.0,0.0,12.75,8.438,8.47239,0.0,0.0,132.0,66.42343,0.0,0.3,1.888,-1.0,1.990799,0.2733799106620537,41459.31537803016,90.03811601218526,0.22170479270738647,0.2951285969142373,95.96054318757925,260.166592726076,1.2656358723008911,0.25564931643593647,0.22448911659759344,0.2002299031156539,0.1961044115862013,4.384497114084537,0.14609638500622613,14.203444492669753,0.15282388137648312,101.11631928722508,13.123408564814815,0.21670949602399892,0.22972780833365183,0.1815039636021244,64486.54404902011
53,53,69.674,10.2483,46,12.6614,0,137,125,2,128,3,0.99853,67.85024,0.0,0.0,11.28571,8.429,8.85102,0.0,0.0,133.0,66.42697,0.0,0.3,1.829,-1.0,2.017598,0.27340459847750925,41299.177051793726,90.97402294996216,0.2224421487643075,0.29515718133540075,95.96286126293481,259.9680658452709,1.2187077560069484,0.25592616073481844,0.2244891165975924,0.2010064660000233,0.1961003131708041,4.429942540750597,0.14579823349713872,14.201228577413676,0.15276295573086635,101.04287770186832,13.294270833333334,0.21720568791661676,0.2301453903336231,0.1811999989369879,64421.09835211942
54,54,69.6127,10.1005,46,13.0437,0,137,125,2,128,3,1.00099,67.78716,0.0,0.0,11.0,8.433,8.84376,0.0,0.0,133.0,66.42972,0.0,0.3,2.131,-1.0,1.957963,0.27337595515570995,41242.30354449845,89.99253211237351,0.22310940408451166,0.2953803686092737,95.95543382552026,259.7605672991344,1.8170497885290327,0.2563537511482641,0.22448911659759238,0.20122075523925148,0.1962020012112067,4.473399298025853,0.14543599446986577,14.247157909252026,0.15276823871703687,101.51318599617859,13.490306712962964,0.21778513259454327,0.23060278925963074,0.18175182208516247,64585.35589762623
55,55,69.6529,9.79886,46,12.8781,0,137,125,2,128,3,1.00579,67.83014,0.0,0.0,12.64286,8.423,8.71668,0.0,0.0,132.0,66.40205,0.0,0.3,1.895,-1.0,1.966905,0.2733010733287204,41292.79801832079,90.9369599090011,0.2234750070403914,0.2955192117048089,95.95983479708126,259.5539049615251,1.0658058098864762,0.2567096408245339,0.2244891165975916,0.2012096383146633,0.1963759548248484,4.430979113766595,0.1450598567165579,14.239320543077257,0.15302400392924329,101.29016632499577,13.755787037037036,0.2181448157012575,0.23106773653151969,0.18243697641401557,64465.602484728675
56,56,69.7229,10.0918,46,12.3379,0,137,125,2,128,3,1.00149,67.89713,0.0,0.0,11.64286,8.421,8.4496,0.0,0.0,132.0,66.42902,0.0,0.3,2.035,0.60365,1.994942,0.27346515864359927,41421.749083488,90.9756123471228,0.22360950782489167,0.29566896096451134,95.93714140339891,259.3398294176721,1.505154462928058,0.2568723369445976,0.22448911659759208,0.20119659681288024,0.19647939015786,4.375937968970983,0.14485728598980155,14.246682626229745,0.15357187505019437,101.36455014760139,13.890962577160494,0.21850289513312926,0.23149705235834925,0.18318800748654568,64544.8323353576
57,57,69.7035,10.8308,46,13.0001,0,137,125,2,128,3,1.00195,67.87149,0.0,0.0,9.71429,8.447,8.70405,0.0,0.0,132.0,66.41552,0.0,0.3,2.114,-1.0,1.961042,0.2734100543483282,41357.462062792365,90.97374105280609,0.22351612540312998,0.2957926993191773,95.94476272838628,259.12697579464384,1.9117458445908533,0.25691857300318005,0.22448911659759316,0.20128352695261753,0.1964659191654089,4.428523059285738,0.14473877424421297,14.252104205849731,0.1544002398476766,101.36231354728898,14.02662037037037,0.21845652659497886,0.23188405314250832,0.18421618761153588,64670.03307213413
58,58,69.544,10.6882,46,14.0681,0,137,125,2,128,3,0.99984,67.71929,0.0,0.0,10.03571,8.441,9.34544,0.0,0.0,132.0,66.41076,0.0,0.3,1.944,-1.0,1.960921,0.2732907071741644,41109.30927005688,90.07341077975171,0.22312666335070855,0.2957723904922575,95.96883627898299,258.9121925822784,1.532897231137659,0.2569698935550175,0.22448911659759174,0.20107581336626967,0.19648624354103147,4.551567564785862,0.14481015005410885,14.256992481372974,0.15538462532531852,101.66253722476048,14.218460648148149,0.21857344236024082,0.23218362608720078,0.18441829516018987,64620.866060935194
59,59,69.5736,10.2723,46,13.1391,0,137,125,2,128,3,1.00225,67.76696,0.0,0.0,9.32143,8.42,9.22545,0.0,0.0,132.0,66.40785,0.0,0.3,1.958,-1.0,1.933133,0.27346515864359927,41124.91523293933,91.004445437067,0.2228965351219063,0.2958160081246966,95.96663268883239,258.6906728422252,1.6376452393304193,0.2567270879339647,0.22448911659759171,0.20113875228425682,0.1965911409352766,4.53811005121451,0.14482942055960502,14.281242276415412,0.15644475668358893,100.95124470244409,14.442611882716049,0.2185541114381937,0.23240571977386104,0.184442447106527,64602.656208008906
60,60,69.7605,10.1913,46,13.0816,0,137,125,2,128,3,1.00321,67.95042,0.0,0.0,11.39286,8.418,8.864,0.0,0.0,132.0,66.42496,0.0,0.3,1.989,-1.0,1.953538,0.27349011925259575,41431.82945601798,90.00791089614373,0.222107233069993,0.29603175223583894,95.94739633184288,258.468257878486,1.4293032239862518,0.25608237489138924,0.22448911659759055,0.2017496462388649,0.196502985704536,4.480803246810276,0.14454182158362616,14.309549967447916,0.15729121753851727,101.50514913901165,14.74754050925926,0.21872545524512843,0.2319407418980113,0.18450015937054795,64589.49600943137
61,61,69.795,10.369,46,12.8197,0,137,125,2,128,3,1.00221,67.97506,0.0,0.0,8.85714,8.42,8.79181,0.0,0.0,132.0,66.40536,0.0,0.3,1.946,-1.0,1.960467,0.2734770251626304,41579.14189733627,89.95341913465174,0.22180136519246424,0.2962591005833846,95.91764436553754,258.2411708229305,1.412669277365843,0.2558472508436772,0.22448911659759171,0.20237808238943264,0.19654581051274497,4.446438192132059,0.14403845565770904,14.29128161771798,0.15799468562089344,101.21704580459232,14.950906635802468,0.218603281654526,0.2314792257313867,0.18491948070335743,64680.53188932004
62,62,70.0142,10.2811,46,12.9273,0,137,125,2,128,3,0.9973,68.18701,0.0,0.0,10.03571,8.435,8.95048,0.0,0.0,133.0,66.41966,0.0,0.3,1.992,-1.0,1.93977,0.27337595515570995,41968.586100072316,89.87578011757797,0.22102641254151378,0.29640602290641643,95.90218436983707,258.0092095475546,1.7637461251970323,0.2557483274413414,0.22448911659759463,0.20317260052845065,0.19642944436798593,4.455202691070129,0.14366206629553097,14.334713029272764,0.1587759472541269,100.6884899375721,15.05251736111111,0.21855017550122421,0.2311824593577846,0.18504949712949265,64700.872018787595
63,63,69.9715,10.4109,46,13.1976,0,137,125,2,128,3,0.99435,68.14757,0.0,0.0,8.64286,8.397,8.87371,0.0,0.0,131.0,66.40485,0.0,0.3,2.066,-1.0,1.963485,0.27346515864359927,41856.98333885312,89.88695691580824,0.2206147758313575,0.2966701379784711,95.9122649961359,257.77953715049046,1.268484021405012,0.2553816573715191,0.2244891165975925,0.20412135614303278,0.19642430039890982,4.432345420275807,0.14320439847392613,14.313946570879146,0.15959473049969342,100.7963861958403,15.116174768518519,0.21836013834261161,0.23085500767518685,0.18529641046773979,64579.95528908837
64,64,69.8761,10.7259,46,13.4136,0,137,125,2,128,3,0.99118,68.05856,0.0,0.0,11.42857,8.408,8.98627,0.0,0.0,131.0,66.39398,0.0,0.3,1.932,0.60622,1.952745,0.27337595515570995,41675.32155533731,90.87470223244239,0.22033552789390898,0.29685587027968263,95.92773380439952,257.5441363879849,1.9650704842627285,0.2553091386303036,0.2244891165975924,0.2052008528410574,0.19640536315563922,4.453037627292442,0.14281574917267492,14.33130184220679,0.16045920348650194,101.0219444549299,15.224006558641975,0.21829408157462213,0.230624715501709,0.18530562058914626,64514.00948053604
65,65,69.8889,10.3341,46,13.9074,0,137,125,2,128,3,0.99615,68.08705,0.0,0.0,12.0,8.451,9.25059,0.0,0.0,132.0,66.40317,0.0,0.29,1.859,-1.0,1.97192,0.27337595515570995,41642.823881127,89.91163436106444,0.22048632269924792,0.29685050089933046,95.93545778418832,257.3124655572132,1.743137107783934,0.2556572203753336,0.2244891165975911,0.20630743177734553,0.19649535444723315,4.5104145104491185,0.14224544742430456,14.387118680977526,0.1613983540726645,100.73077892448609,15.459924768518519,0.21827351078573026,0.23030501026722294,0.18544417085577472,64530.77412233414
66,66,69.9592,10.5667,47,13.4883,0,137,125,2,128,3,1.00059,68.158,0.0,0.0,9.92857,8.381,8.92153,0.0,0.0,131.0,66.3604,0.0,0.3,1.94,-1.0,1.94832,0.2731740879354101,41706.15738584905,89.90853023693242,0.22001829563503822,0.2970160568268979,95.92791808715847,257.08920597791365,1.688240235733795,0.2558828901670432,0.22448911659759163,0.20720739021858553,0.1966018526966308,4.451060234443941,0.14180625695692792,14.37853401089892,0.16238333528581725,100.52441956634335,15.557195216049383,0.2182122164249227,0.2299648369556719,0.18570252438572254,64460.71375923644
67,67,69.9945,10.4923,46,13.6916,0,137,125,2,128,3,1.00191,68.18789,0.0,0.0,10.5,8.374,9.11144,0.0,0.0,132.0,66.37498,0.0,0.3,2.064,-1.0,1.930253,0.27319509303806294,41801.11397003548,90.81377912509461,0.21982235572386044,0.297302064160804,95.91227232330505,256.8505080139105,1.4063458141831928,0.2559738076988388,0.22448911659759108,0.20773035945378907,0.19664293799662752,4.500159533637591,0.14123748545751708,14.347636658468362,0.16324995674485215,100.40477993802051,15.570360725308642,0.2182306678077378,0.22962436165514316,0.18597914286200037,64478.858740714415
68,68,69.8414,10.6244,46,13.878,0,137,125,2,128,3,1.00202,68.07559,0.0,0.0,10.75,8.456,9.05679,0.0,0.0,132.0,66.34368,0.0,0.3,1.926,-1.0,1.921819,0.2732079143344874,41431.0108269869,90.72441680747009,0.22010406753505923,0.29742365691203076,95.93747706187344,256.6127075098656,1.958210915820221,0.25618134821922206,0.22448911659759227,0.20820125068251435,0.19670086354327015,4.496486164543609,0.1407504727381042,14.384169025185667,0.16372320311941563,100.27206965744601,15.622878086419753,0.21804462972073516,0.22918073633649683,0.1862094634004899,64535.142567737515
69,69,69.7144,10.4651,46,14.3633,0,137,125,2,128,3,1.0037,67.95207,0.0,0.0,12.5,8.455,9.1678,0.0,0.0,132.0,66.32724,0.0,0.29,2.08,-1.0,2.010706,0.27302432428143086,41173.483792363906,90.7487294264713,0.22053979160140752,0.29745528657995796,95.92878432242284,256.37192575112505,2.1943177517309285,0.25604650908889215,0.22448911659758863,0.20841671404856446,0.19674237649446427,4.520372960430244,0.1400140018873327,14.395395161193095,0.1644985708511732,100.64379528829518,15.744020061728396,0.21778483114874408,0.228924054338716,0.18649390811196542,64487.64522116091
70,70,69.6116,11.3576,46,13.9969,0,137,125,2,128,3,1.00297,67.84269,0.0,0.0,10.07143,8.451,9.03087,0.0,0.0,133.0,66.30831,0.0,0.3,1.785,-1.0,1.94052,0.27290770504267653,40935.26140344433,89.75143907304248,0.22089229943011685,0.29764089619125317,95.95445799748057,256.1256072851975,1.313131119904788,0.25563516571909983,0.22448911659758952,0.20836436306819234,0.19682949352962806,4.514399365721918,0.13958713623693772,14.386404908733603,0.1655050789827989,100.05715112174548,15.835262345679013,0.21719054276008262,0.2288465583505774,0.18642403681357125,64416.533302304655
71,71,69.6191,11.6151,46,14.5984,0,137,125,2,128,3,1.00413,67.84237,0.0,0.0,10.64286,8.443,9.80573,0.0,0.0,132.0,66.3136,0.0,0.3,1.842,-1.0,1.971126,0.2730809289411771,41142.503847250984,89.81086639388445,0.22108819409067434,0.29799271159959556,95.94262884450882,255.8857264355947,1.6705585237307916,0.2551583857193841,0.224489116597592,0.20854195042624035,0.19675208849398346,4.627065233065025,0.13912572944579296,14.42025907540027,0.16624290837969388,100.14328095329739,16.138117283950617,0.21664842887925345,0.2289942696918201,0.18624983882310667,64504.486522095984
72,72,69.7327,11.0128,46,14.4306,0,137,125,2,128,3,1.00565,67.90612,0.0,0.0,11.75,8.421,10.02898,0.0,0.0,131.0,66.30504,0.0,0.3,1.765,0.61111,1.935156,0.27290770504267653,41258.41785773254,89.79513037837569,0.22128417226978608,0.2984402305510812,95.95770443965549,255.6335821846643,1.3996451760999213,0.25452834324904605,0.22448911659758944,0.20882583205647295,0.1965804631417701,4.655445476246556,0.1386166747459545,14.38885215476707,0.16694536331884038,100.34432968686212,16.298177083333332,0.21623384303352078,0.22910297391712642,0.1859213568864827,64491.985387972796
73,73,69.8127,10.9722,46,13.9645,0,137,125,2,128,3,1.00518,67.98857,0.0,0.0,10.60714,8.407,9.50962,0.0,0.0,131.0,66.3156,0.0,0.3,1.948,-1.0,1.940634,0.2730784737993086,41373.193749690436,89.77478912859372,0.22142269696201458,0.2988595282785772,95.95154494752039,255.38135705551787,1.3022183395303126,0.2537525337426581,0.2244891165975819,0.20879948691761988,0.1963397994060243,4.562341184027704,0.13819399298840054,14.400443936571664,0.167695215520954,99.84794323941892,16.402536651234566,0.21585546558747004,0.22944673718152378,0.18538928074850997,64368.457678995495
74,74,69.6663,11.0062,46,13.9137,0,137,125,2,128,3,1.00368,67.84623,0.0,0.0,8.32143,8.426,9.47646,0.0,0.0,131.0,66.31456,0.0,0.3,1.833,-1.0,1.946447,0.2729049771072671,41141.35590006859,89.74247348364239,0.22132010285568188,0.29909122379668046,95.94690069600568,255.13541293330462,1.5965190608335327,0.2530746238094429,0.22448911659758583,0.2088036738323963,0.19620305179128253,4.558545484489145,0.13756844699428994,14.393519837179303,0.16833752688490727,99.40846098928309,16.526957947530864,0.2154635815587356,0.22997552509275956,0.1850128803545792,64350.25852615995
75,75,69.7549,10.8799,46,13.8971,0,137,125,2,128,3,1.00363,67.92357,0.0,0.0,9.25,8.408,9.49906,0.0,0.0,132.0,66.33946,0.0,0.3,1.792,-1.0,1.936979,0.27290770504267653,41413.17668278679,90.69279182539735,0.22131832469018745,0.2993144726317931,95.94568133660874,254.8751802306781,1.4963972310501032,0.25261934205180386,0.2244891165975861,0.20898553775702933,0.1960723058264591,4.577311086338944,0.13673330418894433,14.440962426456405,0.16881597946912877,100.0278545080212,16.677806712962962,0.21502625986663923,0.23077477911134497,0.18448167098427956,64283.57655890211
76,76,69.7662,11.4808,46,14.2668,0,137,125,2,128,3,0.99535,67.90761,0.0,0.0,10.60714,8.411,9.38458,0.0,0.0,132.0,66.33901,0.0,0.3,1.965,-1.0,1.964543,0.2730139581268749,41411.800821274344,89.77154377666865,0.22140963079282128,0.29951263439103215,95.95196400313517,254.61763758477548,1.1237059965088374,0.2518685264565688,0.2244891165975872,0.20920814367060764,0.19573860245888872,4.5579163019900335,0.13602794897117132,14.438796431929976,0.16920105655967088,100.06676750429605,16.827739197530864,0.21483180418179162,0.23168270512184036,0.18391173126599822,64241.113983588744
77,77,69.6635,12.2146,46,13.7212,0,137,125,2,128,3,0.99419,67.79849,0.0,0.0,10.39286,8.411,9.9078,0.0,0.0,132.0,66.35087,0.0,0.3,1.776,-1.0,1.92063,0.2730809289411771,41149.039147033545,90.5949495404437,0.22147674308966475,0.29974912523885233,95.95086764744566,254.36720579473032,1.0831033841092683,0.25107245253022487,0.22448911659758394,0.20934450335825752,0.19515908243706762,4.6195962690246,0.13543884301398235,14.424311131606867,0.16958189004255866,99.69602822832287,16.960985725308642,0.21461331601645395,0.23253968216527615,0.18306369536111627,64297.99210395186
78,78,69.5139,11.6443,46,15.2579,0,137,125,2,128,3,0.99722,67.62699,0.0,0.0,11.0,8.449,10.5401,0.0,0.0,132.0,66.34773,0.0,0.3,1.835,-1.0,1.953938,0.27268087721338014,40873.93733970908,89.73767419900476,0.22119952194728584,0.29984588367800075,95.98947605864032,254.1078755395758,0.9722046838064993,0.2500425271757795,0.22227149055436113,0.20941110018222062,0.19441217329273114,4.713529973213788,0.13493274122041918,14.465612152476371,0.17020423016861563,100.19753029590635,17.152681327160494,0.21434200723319566,0.23344238537608353,0.1820941902033952,64187.82385274174
79,79,69.6009,10.7794,46,15.4457,0,137,125,2,128,3,1.00269,67.71602,0.0,0.0,10.39286,8.424,10.05162,0.0,0.0,132.0,66.38474,0.0,0.3,2.018,-1.0,1.920195,0.27297222071511024,41039.248866815025,90.58417487596638,0.22072111494057098,0.29998270649570413,95.96302830338354,253.84854072302122,1.3937370176150763,0.24882720513500534,0.22227149055435821,0.2095554279897032,0.193871872832778,4.66299984426145,0.13443340353840855,14.457940749180171,0.17090834012214498,99.65640030718647,17.259934413580247,0.21344040568407052,0.23444898008887247,0.18112472172505373,64119.19070478035
80,80,69.5421,10.6365,46,13.4569,0,137,125,2,128,3,1.00493,67.64877,0.0,0.0,9.10714,8.429,9.30308,0.0,0.0,132.0,66.38381,1e-05,0.3,1.805,0.59362,1.950006,0.2730453293840837,41003.48831368794,89.65742914767134,0.22002981556272183,0.3001925174791985,95.9738550698949,253.59277684967319,0.987024022464228,0.24746696039692964,0.2244891165975861,0.20968413559805177,0.1929571367116672,4.552393341987805,0.13413846323756973,14.433236769687982,0.171763026362596,99.18620867869073,17.253279320987655,0.21258666416416994,0.23542237301698074,0.18023898841478314,64117.34083059842
81,81,69.4406,10.2215,46,13.4446,0,137,125,2,128,3,1.00443,67.56845,0.0,0.0,9.14286,8.412,9.17928,0.0,0.0,132.0,66.39897,0.0,0.3,1.995,-1.0,1.944358,0.27298381444060044,40719.7305098285,88.69855118727851,0.2193318144108692,0.3005138539262941,95.99816615099775,253.33185739248228,1.5720863287577884,0.24625974895954422,0.22227149055436204,0.20988204037260297,0.1921401684840327,4.5455277045587925,0.13412334086371508,14.457366754979265,0.1729323174277954,99.448348235402,17.361255787037038,0.21168492336182107,0.23628943751348527,0.17964127942803002,64095.411670391266
82,82,69.4617,11.0855,46,13.3694,0,137,125,2,128,3,1.00041,67.59379,0.0,0.0,8.82143,8.438,8.81741,0.0,0.0,132.0,66.40574,0.0,0.29,1.896,-1.0,1.92033,0.27290770504267653,40811.41459296566,88.8116558455328,0.21841872775293394,0.3008810817001726,95.97793850708223,253.07818595691808,1.7770413822687712,0.24525879044441348,0.22227149055436102,0.21024703121753197,0.19130510529677883,4.476814915202484,0.13386935823725388,14.473616235050155,0.1745089755696435,99.44070264654404,17.338348765432098,0.2108270943495998,0.23726302192013587,0.1794117076524554,64186.013422798875
83,83,69.3802,12.2708,45,14.0241,0,137,125,2,128,3,0.99234,67.49071,0.0,0.0,9.75,8.425,9.57059,0.0,0.0,133.0,66.39855,0.0,0.29,2.276,-1.0,1.911957,0.2730809289411771,40710.19493355477,90.56277940080481,0.21730488468165132,0.3012436714075991,96.00076292344463,252.81918981021312,1.3998718772311374,0.24424368588191103,0.2222714905543571,0.21043641679902134,0.19050796073407594,4.587276204580345,0.13370777610305684,14.481890454704379,0.17610769071170015,99.13293352639634,17.374469521604937,0.21013957700663408,0.23798859130717392,0.17912878615451142,64197.82738331882
84,84,69.3967,11.8689,45,14.7725,0,137,125,2,128,3,0.99385,67.5028,0.0,0.0,10.89286,8.435,10.5974,0.0,0.0,133.0,66.38617,0.0,0.3,2.049,-1.0,1.96667,0.27281209090657504,40666.158361220456,88.65468849696546,0.21642797059050448,0.30156657385316576,96.00568075555886,252.56596792210206,1.3130709874696866,0.2429829549796968,0.22227149055436,0.2104007026496564,0.18971551271858905,4.716475704211317,0.13339007425083627,14.504066749855324,0.17771715258474916,99.31181641067626,17.519338348765434,0.20940736675792884,0.23862033733249807,0.1781469560419266,64141.66151252112
85,85,69.2651,11.2974,45,15.0379,0,137,125,2,128,3,1.0002,67.41086,0.0,0.0,9.60714,8.413,10.2506,0.0,0.0,132.0,66.39164,0.0,0.29,1.826,-1.0,1.94729,0.2728459173056523,40426.93273844013,88.71305056034912,0.21584001707319936,0.3021538705127181,96.01109561298185,252.3092933996912,1.3589903332632884,0.24185270970665534,0.22227149055435347,0.21043388132946747,0.18901791946365024,4.679547747033846,0.13325723196914466,14.506946516625675,0.1794685170167266,99.77683469663897,17.648823302469136,0.20852866797650618,0.23923503929120812,0.17770959194093428,64128.97239626736
86,86,69.2251,11.1721,46,14.578,0,137,125,2,128,3,0.99854,67.38144,0.0,0.0,12.53571,8.451,9.74542,0.0,0.0,132.0,66.3899,0.0,0.3,1.809,-1.0,1.942561,0.27268087721338014,40367.66926151166,88.65639480174863,0.21490573108079614,0.3028686799783173,96.01512668716687,252.05725478637663,2.0973959089181045,0.24074320876887323,0.2200538645111336,0.21043119285334058,0.18839118522091944,4.651030524608887,0.13286162456422843,14.52284334912712,0.18122271746546065,99.11645412318668,17.81915509259259,0.20753794589336647,0.23984732296488112,0.17767156064107803,64158.10180599541
87,87,69.1371,10.7534,45,14.3537,0,137,125,2,128,3,0.99264,67.2898,0.0,0.0,11.5,8.464,9.63857,0.0,0.0,132.0,66.377,0.0,0.29,1.736,-1.0,1.931264,0.27270829296424515,40163.351266276084,89.71849342955284,0.21355169076065908,0.3036014387065637,96.03030922801395,251.80509966274096,1.466337858326058,0.23961996572686436,0.2222714905543576,0.21077840359252006,0.18785201646442753,4.646870662855221,0.1323180700018025,14.564014387719427,0.18304939532595998,99.35982097014328,17.896653163580247,0.20670709282380562,0.2405021029586825,0.17771600426431938,64204.98512633655
88,88,69.3557,10.9138,46,14.1705,0,137,125,2,128,3,0.99089,67.48007,0.0,0.0,10.85714,8.423,9.28212,0.0,0.0,132.0,66.42426,0.0,0.29,1.792,0.60237,1.933652,0.2730809289411771,40572.24038511218,90.57469715027464,0.2124877678562483,0.3045233260557047,95.99935770591622,251.5589983913568,1.991683149464151,0.23856772778925558,0.22227149055436016,0.21102926600293218,0.18742396974751294,4.591582836136229,0.13189460186540194,14.583189034167631,0.1847399029014861,99.53486840895543,17.939284336419753,0.20585993043653988,0.24105586750665167,0.17774960004772397,64157.635678811675
89,89,69.4991,10.9286,46,14.2941,0,137,125,2,128,3,0.99317,67.61296,0.0,0.0,10.64286,8.41,9.41781,0.0,0.0,131.0,66.41936,0.0,0.29,1.816,-1.0,1.901434,0.2729049771072671,40830.89852339818,90.55418745874624,0.21157404764291285,0.30551064914081594,95.99197605922782,251.3017256500607,1.6738615320312942,0.23739671027862447,0.22005386451113487,0.21133107990414096,0.18704669569497218,4.587448857235023,0.13137674664718685,14.58612361955054,0.1865292455311133,99.01485312281137,17.95630787037037,0.20511424671086514,0.24145278464095407,0.17741645001416687,64273.935820090905
90,90,69.2914,11.4025,46,14.2012,0,137,125,2,128,3,1.00372,67.4192,0.0,0.0,10.82143,8.399,9.42503,0.0,0.0,131.0,66.41347,0.0,0.29,1.651,-1.0,1.908658,0.27279899681660963,40427.437326027786,90.5512633238313,0.210017333555927,0.3063620274969362,96.01624887420797,251.05835986208712,1.1903433410564466,0.2361741826983311,0.22005386451113065,0.21141257286099452,0.18680398225769726,4.576302864082161,0.13085512263605992,14.570844108675733,0.1883455572157194,99.03321223235338,17.97289737654321,0.20404681973708702,0.24178249364982832,0.1766684188343484,64220.438138918085
