,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.0,cubrow.0.3,color_fulness,tone,staticness,cubrow.1.0,temporal,cubrow.0.6,cubcol.0.6,noise,cubrow.0.5,movement,cubcol.1.0,uhdhdsim,fft,cubcol.0,blockiness,blur,cubcol.0.5,contrast,cubcol.0.3
45,545,70.2022,27.4377,52,30.4354,0,112,123,13,130,9,0.99583,69.00849,0.0,0.0,6.14286,5.939,23.66831,0.0,0.0,125.0,50.56991,0.00039,0.28,7.072,-1.0,2.21639,31.15111588843075,0.017134088394921893,0.08241388539826025,101.79575266996068,0.824638431372549,278.283337539666,0.11037944929929216,6.16077526856176,0.15595218932447882,0.139498233545912,0.3601566355176458,0.1592447087754371,18.772858796296298,0.1434735257430629,93.40936038878111,66864.45025647192,0.1216822357458961,4.067445249316373,43911.08894530657,0.13012139228307176,92.01839793208842,0.16766269350507643
46,546,70.4137,27.4599,53,33.3685,0,113,123,13,130,9,1.00466,69.19944,0.0,0.0,5.03571,5.874,23.60431,0.0,0.0,125.0,50.57634,0.0004,0.28,6.811,-1.0,2.248146,30.949159221884642,0.017145989132824075,0.08276194343246253,101.36075562456986,0.8258745098039216,277.9984195624988,0.11054021335008447,6.156374082223869,0.15671138746580793,0.14115948266255718,0.36015663551765,0.1592545629511163,18.873890817901234,0.14657656783024614,93.36752048697866,66976.7315491719,0.12086939357578745,4.368748788481637,44436.46413478791,0.1312898144161295,91.55042646709136,0.16883526174064037
47,547,70.2529,27.5301,53,33.037,0,113,123,13,130,9,0.99103,69.08193,0.0,0.0,7.39286,5.847,23.62408,0.0,0.0,125.0,50.5564,0.00051,0.28,7.086,-1.0,2.266758,31.08374720443914,0.01715462393954098,0.08312635215805678,100.99334337092353,0.8269835294117647,277.6902844131202,0.11039975721253187,6.167459817715707,0.15734874735644158,0.1423226027733645,0.36015663551765004,0.15929029836751993,18.97381365740741,0.14786764567256921,93.40212287079848,66982.7459589022,0.11991934630364748,4.733010857416036,43982.48852807201,0.13144821658472852,89.8030155873068,0.169248662871145
48,548,70.0067,27.5237,52,31.3727,0,113,123,13,130,9,1.00405,68.86677,0.0,0.0,7.17857,5.843,23.68204,0.0,0.0,125.0,50.49874,0.00046,0.28,7.084,0.39969,2.25886,31.056093945915315,0.017192559878209116,0.08347790064002417,101.03159911197355,0.8269082352941176,277.3610683728132,0.11070778973793159,6.190920992289232,0.15787144373417425,0.14264774389149118,0.3601566355176473,0.15907056480134546,19.06616512345679,0.1499424031904707,93.43220408348077,66740.79500884912,0.11911465164696278,4.495761348692481,43351.62060954354,0.13173129619982213,93.88626493577728,0.16943380440309025
49,549,69.9657,27.4508,52,29.5837,0,113,123,13,130,9,0.97779,68.84683,0.0,0.0,9.10714,5.82,23.67532,0.0,0.0,125.0,50.47482,0.0004,0.28,6.778,-1.0,2.279146,30.924288714373553,0.017243028523332767,0.08371332652555537,100.55777711769534,0.8266403921568627,277.0113329467463,0.11094891533440426,6.203820613706309,0.15831718641563386,0.14280168250882286,0.36237426156087077,0.1588823029525456,19.162663966049383,0.15222700929362826,93.43357239016837,66817.31228207807,0.11846630650444463,3.970575356837154,43207.95774524598,0.13214017197617037,91.95207419549446,0.16977266134541558
50,550,70.0744,27.3366,52,29.6805,0,113,123,13,130,9,1.01638,68.94152,0.0,0.0,5.32143,5.816,23.61481,0.0,0.0,125.0,50.43414,0.00033,0.28,6.56,-1.0,2.26174,30.883753458658852,0.017261772805514854,0.08402218355052775,100.35479292285682,0.8265509803921568,276.6568076410034,0.11102483236838726,6.188384567543678,0.1587944426587983,0.1429795537676014,0.3623742615608742,0.1588661329998525,19.05251736111111,0.15316124074466386,93.37607499194702,66881.73279352399,0.11789407858973791,3.9138712984202324,43490.32042964819,0.13266798080581008,91.50219168792508,0.16979592281954106
51,551,70.1797,27.2162,52,29.3165,0,113,123,13,130,9,0.99587,69.01672,0.0,0.0,6.39286,5.743,23.51662,0.0,0.0,125.0,50.36153,0.00042,0.28,7.118,-1.0,2.243191,30.839768397955247,0.01729672821730831,0.08433991420729368,102.00603233399188,0.8255030588235269,276.2898238052495,0.11072076873166187,6.192968976515575,0.15915099967700638,0.1433202880411992,0.36237426156087293,0.15895557137963712,18.96677276234568,0.1556557083362177,93.38299111797411,67005.37303585425,0.11742033431470449,2.343503367446403,43686.02395198357,0.1343046998040589,87.32053767218973,0.1694251277318234
52,552,70.3304,27.1465,52,31.5775,0,113,123,13,130,9,1.00614,69.16564,0.0,0.0,6.32143,5.716,23.41655,0.0,0.0,125.0,50.31182,0.00046,0.28,7.503,-1.0,2.312495,30.89628111285928,0.017327695142290715,0.08465530969312131,99.88320355056814,0.8251741176470588,275.91590949709723,0.11059018577899853,6.1929543367381505,0.1595190062813931,0.1436772537186046,0.36237426156087443,0.1588636974889084,19.140962577160494,0.1571022460238498,93.34015064516832,66926.71602942029,0.11706606209984435,3.134341253172082,43880.87078101639,0.13584167803957742,92.99383215392966,0.16937169889053627
53,553,70.5893,27.3004,53,31.7464,0,113,123,13,130,10,0.98516,69.42852,0.0,0.0,4.67857,5.695,23.36605,0.0,0.0,125.0,50.24236,0.00039,0.28,8.151,-1.0,2.259159,30.711353066526815,0.017355837242326543,0.08490219161135783,101.07331440069056,0.8240133333333334,275.55008278518665,0.11050292523225484,6.179017377778349,0.159916387634205,0.14392247809536143,0.36237426156087443,0.15886818281601886,19.209538966049383,0.1587248137643625,93.30754978026555,66918.28300302358,0.1172070764451534,2.8476762731106224,44273.2219633779,0.1391095928913737,87.96194078560181,0.16963558634321685
54,554,70.8646,27.4225,53,32.8727,0,113,123,13,130,10,1.00489,69.72824,0.0,0.0,5.03571,5.622,23.49591,0.0,0.0,125.0,50.15518,0.00035,0.28,8.059,-1.0,2.260934,30.751786408600985,0.01740120277984366,0.08527809686017145,99.93346199477918,0.8234556862745098,275.1662722517107,0.11050933342120982,6.182236597750514,0.160386042960153,0.14384081617535707,0.362374261560874,0.15886139472700603,19.406346450617285,0.16020446051574708,93.25678084582057,67004.66090870422,0.11653919352530726,2.604868354526055,44863.19107227155,0.14016474160665687,92.14077640019582,0.16995268815429634
55,555,70.6194,27.7486,53,32.7115,0,113,123,13,130,10,1.00009,69.54497,0.0,0.0,6.64286,5.684,23.59795,0.0,0.0,126.0,50.12925,0.00039,0.28,7.921,-1.0,2.248612,30.569643562222705,0.017435469558882914,0.08539890686863445,101.5883127710989,0.8221604313725489,274.78839568440264,0.11051408357712228,6.19250513312802,0.16081393998264487,0.1440121649345131,0.36237426156087577,0.15875839273907208,19.553096064814813,0.16166418366313107,93.25748048917292,66839.2417109173,0.11629228917900786,3.1281941492470176,44415.95263727129,0.14038185214255597,88.55603334164607,0.16937054610009675
56,556,70.0589,27.9405,53,31.2124,0,114,123,13,130,9,1.00342,69.00528,0.0,0.0,3.53571,5.698,23.87115,0.0,0.0,125.0,50.07118,0.00035,0.28,8.348,0.39763,2.272689,30.385327562873748,0.01745243268701743,0.08565115900880547,101.52184903041652,0.8218258823529412,274.40158853042226,0.11050640359784765,6.212998560469583,0.16093258426115098,0.14454450368829747,0.36237426156087565,0.1585688820584138,19.676552854938272,0.1624397721260543,93.30004525685588,66718.8799767377,0.11665076609618293,1.3035114636214644,43252.8593618112,0.14088564043718438,91.69683724385767,0.16904385778681244
57,557,69.7842,27.9767,52,31.7816,0,114,123,13,130,9,0.99152,68.76726,0.0,0.0,4.85714,5.735,24.02544,0.0,0.0,126.0,50.002,0.00033,0.27,8.091,-1.0,2.248297,30.22341052396798,0.01748467984329565,0.08587679555566258,101.87205943092357,0.820976862745098,273.9856223523692,0.11044389007904176,6.239795772265162,0.16114313506330535,0.14505175097450845,0.36237426156087543,0.15831241679056515,19.879774305555557,0.16361822705825715,93.38348967577369,66609.11523126907,0.11699486919251985,2.1392040116810858,42784.71524226718,0.14126761130278007,91.9514453424152,0.1685280605570832
58,558,70.0967,28.0075,53,30.3711,0,114,123,13,130,9,1.00195,69.07417,0.0,0.0,4.32143,5.742,24.06482,0.0,0.0,125.0,50.03695,0.00038,0.28,8.544,-1.0,2.202512,30.18799751187548,0.017517187152820465,0.08603822900992264,102.35246878938008,0.8207466666666667,273.58059066937284,0.11041621998000241,6.259241611339629,0.1613359916384534,0.14564612416724765,0.3623742615608734,0.15798307861945324,19.922260802469136,0.16433426239421767,93.31891570374827,66679.26140002033,0.11631070778871137,2.1045069739791074,43560.19449864672,0.1418064793006106,89.18128134456406,0.16834647115629559
59,559,70.5133,28.1313,53,31.9263,0,114,123,13,130,9,0.99839,69.48606,0.0,0.0,6.60714,5.703,24.09394,0.0,0.0,125.0,50.07871,0.00037,0.27,8.256,-1.0,2.216815,30.15545974543065,0.017537244052955682,0.08618216220193596,101.57916638219865,0.8207466666666667,273.154975126058,0.11035657702696629,6.263994286499334,0.16158633626180577,0.14613054623417754,0.3623742615608743,0.1578025194374161,20.027488425925927,0.1648023445299593,93.2683343846041,66766.10229363923,0.11571253672542424,2.5779370693848747,44468.93477963509,0.14228850081923086,90.74636191631296,0.16824827328985978
60,560,70.5298,28.484,53,34.2521,0,114,123,13,130,9,0.99474,69.50407,0.0,0.0,6.0,5.688,24.19527,0.0,0.0,125.0,50.06034,0.0004,0.28,7.985,-1.0,2.26806,29.987567477756077,0.017583100926940036,0.08679883093324535,101.88956465066681,0.8196682352941178,272.7238894570471,0.11033306182082822,6.282160044019321,0.1624271735629015,0.1471363092607949,0.36237426156087515,0.15846314672771708,20.13941936728395,0.1662172685651696,93.27725068134146,66865.87581075571,0.1163298392872632,2.4083522923903455,44551.93694725288,0.14285561994458876,89.30467072540596,0.1679518959860327
61,561,70.4842,28.7884,53,33.9332,0,115,123,13,130,9,1.00039,69.479,0.0,0.0,5.10714,5.753,24.50715,0.0,0.0,125.0,50.0658,0.00041,0.28,8.778,-1.0,2.207927,30.003241456585165,0.017647534615617962,0.08727703721634203,101.563064833639,0.8201733333333333,272.27967930507054,0.1103559701174987,6.3107987511136505,0.1633533300026645,0.14815086940601943,0.36237426156087604,0.15896302472036877,20.323543595679013,0.16680831646031777,93.25186018535426,66903.20404119517,0.11636594588193552,2.1347936162977788,44578.53691719528,0.1435366389636602,88.63869628716775,0.16762279758183554
62,562,70.8139,28.7736,53,35.3828,0,115,123,13,130,10,0.989,69.81653,0.0,0.0,4.32143,5.726,24.76488,0.0,0.0,125.0,50.05355,0.00035,0.28,7.562,-1.0,2.24455,30.091444980951003,0.01766235787094045,0.08770123832307504,101.59611092424312,0.8200549019607843,271.82472200405084,0.11046742572836009,6.33279859361273,0.16433915972257315,0.1496314742337281,0.3623742615608752,0.15942485706431614,20.556182484567902,0.16750856155435584,93.20509209160646,66897.48866390943,0.11715013115659277,3.143953096151337,45234.74147076484,0.14381007390349612,88.9650182155802,0.16840157114288792
63,563,71.0789,28.7812,53,33.6302,0,115,123,13,130,10,0.9964,70.07787,0.0,0.0,5.46429,5.686,24.75511,0.0,0.0,125.0,49.99745,0.00036,0.28,9.216,-1.0,2.179213,29.859402880256557,0.017737520299545746,0.08822765760272797,101.72175869557078,0.8212823529411766,271.34754556480635,0.1106372237731554,6.350765546450078,0.1652927532203826,0.15011936798566347,0.36237426156087715,0.15982268159545093,20.768663194444443,0.16774765108586223,93.17316067574995,66915.4972057476,0.11752747801358358,3.0997172548458924,45792.7317660715,0.14451692457563994,90.67266574913015,0.16931802415777697
64,564,71.3068,28.8867,53,32.0571,0,115,123,13,130,10,0.99038,70.28921,0.0,0.0,4.03571,5.619,24.76469,0.0,0.0,125.0,50.03726,0.00035,0.28,8.921,0.39583,2.19064,30.012575691128955,0.017715513435843454,0.08884521898125404,101.46765091926981,0.8221533333333334,270.87738260154265,0.11079878992360992,6.363976034856057,0.16625758227938583,0.1515875290742738,0.36237426156087804,0.16008423751672773,21.03149112654321,0.16977249489420915,93.15625174963975,66915.42456591211,0.11800581360183189,2.904140665136339,46325.715347846766,0.14510507832805367,88.80261333874344,0.16955116146054944
65,565,71.4583,29.1584,53,32.9938,0,115,123,13,130,10,0.99248,70.394,0.0,0.0,4.71429,5.639,24.86151,0.0,0.0,126.0,50.05695,0.00038,0.28,8.737,-1.0,2.175524,29.792460877218364,0.01772455467196985,0.08931704215023784,101.78742202391129,0.8224207450980392,270.3786560308879,0.11098331037442474,6.386788352358244,0.1672567650888239,0.15286076883558897,0.36237426156087665,0.16036418550728795,21.37543402777778,0.16982583449512798,93.16997072546823,66933.26114173107,0.11738755045549985,3.199068978143383,46924.87302990049,0.14675249343533373,93.43139284053757,0.17031209278218526
66,566,71.8312,29.138,54,33.1128,0,116,123,13,130,10,0.97354,70.731,0.0,0.0,3.96429,5.627,25.09617,0.0,0.0,125.0,50.15413,0.00038,0.28,8.817,-1.0,2.183453,29.726390508957852,0.017809115678002276,0.08986900177968894,102.09067331932071,0.822689019607843,269.8710502332645,0.11133904666796718,6.411642052281487,0.16805690019644431,0.15429363928976483,0.3623742615608774,0.1606643826549794,21.88136574074074,0.1694518902396686,93.11640966552079,67025.83627406794,0.11831143077122883,3.6459606142335574,47740.93064559511,0.14793166358983392,89.60052858293147,0.1716498680677767
67,567,72.9505,28.9596,54,34.647,0,116,123,13,130,10,0.99276,71.77017,0.0,0.0,4.21429,5.546,25.07853,0.0,0.0,125.0,50.3499,0.0004,0.28,9.566,-1.0,2.192564,29.848236460744598,0.017869816062866816,0.09036764490481944,100.87646589514003,0.8231870588235294,269.3683818083311,0.11163802218339165,6.424769890476711,0.1690601493522679,0.15447862928191985,0.3623742615608818,0.16104000749149805,22.29176311728395,0.1698583113387818,92.90611652447495,67439.72771083297,0.12293946271190256,3.7336000892688257,50165.93427083332,0.1497219395017284,88.27217646103422,0.17204287275103278
68,568,73.6329,28.7404,55,35.4329,0,116,123,13,130,10,0.99085,72.41281,0.0,0.0,2.89286,5.498,24.93357,0.0,0.0,125.0,50.58963,0.00039,0.28,9.34,-1.0,2.182002,29.753584120008682,0.017958562450585993,0.09095857134991535,101.32848429611634,0.8233517647058823,268.856187454223,0.11193189788814938,6.423392050819318,0.16988465960390173,0.15387961950901413,0.3623742615608822,0.1614787395407859,22.556471836419753,0.17103546926396843,92.8346338908963,67787.1610985348,0.12910418963675835,3.752899050983577,51546.07465926495,0.1520207074368451,90.8916222083827,0.1709345582531406
69,569,73.5575,28.8126,55,34.0292,0,116,123,13,130,10,0.99028,72.29737,0.0,0.0,4.03571,5.517,24.74303,0.0,0.0,125.0,50.70291,0.00028,0.28,8.993,-1.0,2.210106,29.665628127109855,0.018044994883851403,0.09150235884794922,99.9003052248162,0.8226372549019608,268.3350679937318,0.11234459701363425,6.412159060879296,0.17076336456842198,0.15347410420717336,0.36237426156087915,0.16188513498769383,22.86834490740741,0.17195366699065567,92.87452400469925,67613.95292997271,0.13159971140299737,4.671828548600828,51303.45883893457,0.1548360399685336,92.77619756322156,0.17058453913175375
70,570,73.5046,28.7031,55,35.4727,0,116,123,13,130,10,0.98584,72.21881,0.0,0.0,3.85714,5.567,24.80593,0.0,0.0,125.0,50.82899,0.00035,0.28,10.416,-1.0,2.17236,29.694419766649787,0.018124487845923423,0.09205934462901069,100.70041726385188,0.8221086274509803,267.82375819880644,0.11247709978429435,6.388023567607483,0.17175618059239472,0.1532967860545505,0.36237426156088204,0.1622500453119566,23.141927083333332,0.17339886128691984,92.90831700456766,67590.14315794357,0.13362809361559627,4.219499643830467,51191.85387121914,0.15667217707149708,91.64290057076919,0.17114321009826403
71,571,74.0125,28.5397,55,33.8081,0,116,123,13,130,10,1.00166,72.69435,0.0,0.0,4.64286,5.498,24.70994,0.0,0.0,125.0,50.93756,0.00026,0.28,9.097,-1.0,2.261976,29.728993168583624,0.018180960706248375,0.09260931585687272,99.4583841359333,0.8226513725490197,267.31225728545894,0.1127673661725198,6.358503478541591,0.17276998999189974,0.15371583797452387,0.3623742615608781,0.16250475718312724,23.24831211419753,0.17476147817129126,92.88338729767938,67663.4854284742,0.1345029894630987,5.199649339979035,52306.06922727014,0.15854356551218893,92.28941473556007,0.1714024034548736
72,572,74.2405,28.5368,56,31.484,0,117,123,13,130,10,1.00359,72.8955,0.0,0.0,4.60714,5.464,24.57291,0.0,0.0,125.0,50.96036,0.00033,0.28,9.263,0.39223,2.199931,29.647260124300733,0.018147134956688453,0.0932069839143611,100.2471252326009,0.8224576470588235,266.8044093039468,0.11311641998601674,6.349175167075794,0.1735469755818318,0.15333923595114998,0.3623742615608807,0.1629720913462386,23.421778549382715,0.17620323605961397,92.81194466225976,67738.54832502053,0.1344766825750012,3.6009902126074387,52673.3002628123,0.16049508902905296,91.15809074054556,0.17178243083281675
73,573,74.2152,28.366,55,31.1479,0,117,123,13,130,10,0.99258,72.81599,0.0,0.0,4.0,5.47,24.56685,0.0,0.0,125.0,50.96082,0.00028,0.28,8.313,-1.0,2.196343,29.59317694769965,0.01807517724444568,0.09387028341747665,99.595757110794,0.8229192156862745,266.30000460302307,0.11247467501941569,6.327056440163662,0.17439752578325238,0.15275938307947953,0.3645918876040983,0.1630894557098489,23.422067901234566,0.1802849239951706,92.80113968473518,67879.75484301544,0.1342934220034113,3.030351259445064,52580.188625056944,0.16231981982805732,91.59352395919552,0.17132179922322294
74,574,74.1872,28.5045,55,30.6019,0,117,123,13,130,9,1.00783,72.7612,0.0,0.0,3.5,5.484,24.42066,0.0,0.0,125.0,51.0409,0.00025,0.28,9.738,-1.0,2.302324,29.539426450376155,0.01803580124927295,0.09430391386517675,98.98879219481444,0.8231282352941177,265.7935705267575,0.11276452263203214,6.309890022409852,0.17536873596121857,0.15234510128027248,0.3623742615608779,0.1632405419649002,23.619020061728396,0.18415695230003595,92.83014487005282,67892.70190713574,0.1340177085088481,4.151514761488652,52720.55942041071,0.1647302402935193,88.7516447905199,0.17240565017626544
75,575,74.2746,28.5103,55,31.8851,0,117,123,13,130,9,0.99744,72.81424,0.0,0.0,2.89286,5.446,24.54317,0.0,0.0,125.0,51.14526,0.00025,0.28,9.043,-1.0,2.236584,29.378045918029034,0.018023365356706275,0.09484009955498704,98.507186195571,0.8234478431372549,265.26680277443654,0.11310489734078266,6.315294577599041,0.1762288617440689,0.15156552842192814,0.3623742615608779,0.16341245804608928,23.945650077160494,0.18717189527110728,92.87327400519735,67888.14870469124,0.13329142780679124,5.049910892697909,52930.22267245083,0.16670805274799394,91.9064954969165,0.17301819375696878
76,576,74.4461,28.5266,55,33.8465,0,117,123,13,130,9,0.99458,72.97464,0.0,0.0,3.57143,5.452,24.54791,0.0,0.0,125.0,51.27579,0.00021,0.28,9.704,-1.0,2.213182,29.39745359067564,0.017981941731204203,0.09535986151440565,97.54187347885106,0.8235294117647058,264.73312293017943,0.11362532108350804,6.316698884653496,0.17728078434831168,0.15162457917397487,0.3623742615608778,0.16363530180390717,24.22685185185185,0.1900604287522964,92.78937545229874,68069.22719722171,0.13332204305835557,4.565882035675841,53235.18973199566,0.16861533710818696,93.01385431920473,0.17420916371459955
77,577,75.134,28.55,56,34.4944,0,118,123,13,130,10,1.00646,73.60284,0.0,0.0,2.17857,5.372,24.56577,0.0,0.0,125.0,51.45238,0.00026,0.28,9.057,-1.0,2.181916,29.19643901306906,0.017940125078260455,0.09595947809488409,98.47602001191804,0.8234180392156862,264.1894668701263,0.11377919754154434,6.328959462712527,0.17819351403028488,0.15183310854287352,0.36237426156088093,0.1638522504926848,24.486641589506174,0.19299606120200344,92.71512471029229,68440.22320518347,0.13331964436834393,5.0160535417831005,55075.4397098292,0.17076216730457822,88.76382248209555,0.17617770652670883
78,578,75.6676,28.4747,56,35.032,0,118,123,13,130,10,1.0083,74.09424,0.0,0.0,1.82143,5.371,24.58409,0.0,0.0,126.0,51.60126,0.00024,0.28,9.03,-1.0,2.143266,28.9679399655189,0.017885067919011795,0.09649875431121174,97.5134619514199,0.822576862745098,263.6061911801806,0.11365079518812089,6.316416895347657,0.17899939356352176,0.15183845347643968,0.36237426156088054,0.1640281563245901,24.567033179012345,0.19444186474719852,92.60347448477219,68642.3943101954,0.1353073337066216,5.027726356904811,56112.351807750594,0.17239601348862996,88.75025132108365,0.17889291020951356
79,579,76.1357,28.6469,57,33.8859,0,118,123,13,130,10,1.00732,74.56767,0.0,0.0,3.14286,5.347,24.53123,0.0,0.0,126.0,51.73173,0.00033,0.28,8.371,-1.0,2.169616,28.86168510531202,0.017834372324852996,0.09723709613279877,95.58987530065747,0.821750588235294,263.0003227009598,0.11367170064152347,6.2988460208757004,0.18011707835742374,0.1511308223172794,0.3623742615608794,0.16409339184701965,24.53153935185185,0.197104318507704,92.56518542427065,68614.94920881647,0.13533997328471023,5.233017197378102,56796.87203078324,0.1737762223958177,88.12241277627442,0.18074174709722451
80,580,76.8395,28.5824,57,32.6021,0,118,123,13,130,10,1.01267,75.22992,0.0,0.0,2.35714,5.236,24.67009,0.0,0.0,125.0,51.85199,0.00031,0.28,8.852,0.39905,2.187701,28.684152108651624,0.017781807162614873,0.0978377275931807,97.45350147393508,0.8212894117647058,262.38021777376184,0.11389749363637841,6.282140289669147,0.18158072355721527,0.15151564591960665,0.3623742615608827,0.16434229390917446,24.458574459876544,0.1994341641894627,92.44228064932747,68735.09714042702,0.1351299939313996,4.55693586324294,58366.43576137402,0.17418160259510576,89.0830961795508,0.18205933532500854
81,581,77.3993,28.49,57,31.6603,0,118,123,13,130,9,1.00351,75.79392,0.0,0.0,3.71429,5.224,24.62345,0.0,0.0,126.0,51.9705,0.00026,0.28,6.822,-1.0,2.171594,28.63644955482012,0.017746673438308855,0.09853190132683244,96.55899719703203,0.8213349019607843,261.74432362699025,0.11417193590037497,6.2444882718287,0.18286191542758623,0.151995808312674,0.3623742615608853,0.1646997720107916,24.52613811728395,0.201377155235821,92.34354875536513,68696.19462993702,0.13427353161192515,4.115967741554079,59326.826521042334,0.1754092101331664,89.53323057062212,0.18356648815225332
82,582,77.0536,28.7497,57,31.7275,0,119,123,13,130,9,0.989,75.46182,0.0,0.0,2.75,5.193,24.54579,0.0,0.0,125.0,52.08678,0.00024,0.28,7.269,-1.0,2.185612,28.686808833369504,0.018106323685876887,0.09922909523154219,95.30441266986071,0.8210155490196069,261.1209294838248,0.1143366160421968,6.231882072589842,0.18359645336659827,0.15273037336786818,0.3623742615608799,0.1646529083356747,24.581983024691358,0.2024766197201203,92.38949565492477,68638.07384357075,0.1344870632437646,2.6310780804486646,58964.70537077205,0.17662462378711855,91.63258426898177,0.18430901318489223
83,583,76.3511,29.1707,56,31.6219,0,119,123,13,130,9,1.00251,74.7719,0.0,0.0,2.96429,5.264,24.77413,0.0,0.0,126.0,52.16,0.00019,0.28,7.734,-1.0,2.157905,28.466283350815008,0.018287634266701193,0.09988344756672496,94.34014966669082,0.8218188235294117,260.4704474028401,0.11431195041865605,6.278778804162871,0.1846832321335722,0.15403008932496384,0.3623742615608779,0.1648073128525339,24.57566550925926,0.20508669896082102,92.52609218551251,68859.152842556,0.13444640491539972,2.5699377341018317,57746.99641012211,0.1771297404384444,88.21416566210658,0.18556831218802564
84,584,75.8043,29.0904,56,33.92,0,119,123,13,130,9,1.00762,74.21861,0.0,0.0,3.89286,5.281,25.13903,0.0,0.0,126.0,52.15299,0.00014,0.28,7.619,-1.0,2.145119,28.530811827859758,0.01840588948776974,0.10039308074053709,95.35517151771224,0.821647450980392,259.8124965296983,0.11433650126200688,6.320171407108065,0.18527705924300297,0.1551825013705096,0.36237426156087743,0.1647922887718185,24.57687114197531,0.2077023052278472,92.64181223973716,68777.21913207414,0.13279146428715013,2.78910353944063,56987.96060681309,0.17763540623360574,88.15653058161004,0.18543365797773295
85,585,76.0326,29.0991,56,37.4609,0,119,123,13,130,9,1.01313,74.40535,0.0,0.0,2.53571,5.271,25.06374,0.0,0.0,125.0,52.28348,0.00016,0.28,6.404,-1.0,2.162973,28.43339350194107,0.01846989604545669,0.10111040978048252,96.0480104268285,0.8237674509803922,259.1465559705865,0.11444531983950197,6.315167826935082,0.18574026244552186,0.15509225847821068,0.36237426156087565,0.164770674635705,24.75882523148148,0.21185760007477086,92.60835253014659,68893.68394048678,0.12967113856115509,2.8169309912238543,57624.49610642883,0.17795283453059751,90.92076334677519,0.1849797600075247
86,586,76.395,29.0968,56,35.0691,0,119,123,13,130,9,1.00001,74.76201,0.0,0.0,3.82143,5.25,25.07313,0.0,0.0,126.0,52.49112,0.00018,0.28,5.535,-1.0,2.164569,28.443000699266975,0.018694128416812783,0.10163480233873023,93.68420386285375,0.8251670588235294,258.4673321879014,0.114622103460546,6.3243463258530745,0.1865114683173605,0.15492495222492092,0.3623742615608758,0.16479082492013858,25.011188271604937,0.21484496400379452,92.54743159866266,68952.04416632905,0.12750206407918854,2.8068104577597954,58551.18448779741,0.17897254467185453,86.96110311679165,0.18672729277696337
87,587,76.0921,29.2225,55,33.1215,0,119,123,13,130,9,0.99567,74.40795,0.0,0.0,1.67857,5.253,25.06658,0.0,0.0,125.0,52.63748,0.00024,0.28,5.582,-1.0,2.15823,28.483070279345103,0.018742388456816656,0.10235082794025167,93.81464038779765,0.8257325490196078,257.77849241213204,0.11477782249981149,6.354898346357804,0.1868064048241809,0.15559638540869683,0.36237426156087427,0.16472847080140696,25.30439814814815,0.2178091850877344,92.59849578530462,68941.39677450605,0.12603245772407912,2.7175972306477028,58051.79073730426,0.1809234639925685,89.85437734642778,0.18821033434249132
88,588,75.7722,29.3149,55,35.2563,0,119,123,13,130,9,0.99398,74.11814,0.0,0.0,2.96429,5.28,25.17008,0.0,0.0,126.0,52.7548,0.00019,0.28,5.562,0.39198,2.211498,28.449119850441264,0.01887129097633074,0.10273041196674183,93.55264473316294,0.8256294117647058,257.0819242906142,0.11474359197160623,6.368733114020673,0.1869467005878245,0.15616407496703075,0.36015663551764826,0.16450724183552085,25.554783950617285,0.21896378307996742,92.6479046673147,68806.16911986774,0.12540594987508374,3.0988968995049624,57228.32057867424,0.18218439040927742,90.23392933861038,0.1900753235075541
89,589,76.4562,28.8426,55,35.7379,0,119,123,13,130,9,0.99655,74.68155,0.0,0.0,1.71429,5.271,25.24387,0.0,0.0,126.0,52.94634,0.00026,0.28,5.253,-1.0,2.206838,28.475341796874996,0.018977194021229857,0.10326265686589405,92.38716014529916,0.8257396078431372,256.3800213811232,0.1145938907998853,6.350451656355785,0.18726352404031255,0.156193750133604,0.36015663551764826,0.16419919127088045,25.700327932098766,0.22089392559651844,92.60692273419893,69119.75458259549,0.12513524485370378,2.854967104398742,59388.74675392874,0.18332619246395138,87.48330680495081,0.19114880774862214
90,590,77.2966,28.5301,56,36.2615,0,119,123,13,130,9,0.99775,75.49298,0.0,0.0,2.92857,5.256,24.83672,0.0,0.0,125.0,53.13828,0.0002,0.28,5.217,-1.0,2.201713,28.41767920976804,0.019063605028282683,0.10378350896025237,91.13988707906458,0.826915294117647,255.65197249776284,0.11424775498723021,6.327369903001032,0.18789255265522836,0.15615562130232558,0.36015663551764704,0.16388901209837056,25.819492669753085,0.22333929762006838,92.45596292482506,69317.15838270634,0.12512934673578777,3.4146805399271885,61594.70552278164,0.18423591260574,90.46421205835186,0.19257161821679034
