,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,staticness,noise,blur,cubrow.0.3,cubcol.0.5,contrast,cubcol.0.3,movement,fft,cubcol.1.0,cubrow.0.6,color_fulness,cubcol.0.6,cubcol.0,cubrow.0.5,uhdhdsim,saturation,cubrow.1.0,temporal,blockiness,tone
45,45,27.1673,16.591,17,17.9167,0,109,120,5,137,5,0.98973,26.84836,0.0,0.0,10.03571,8.605,16.17914,0.0,0.0,129.0,44.42946,0.0,0.38,1.86,-1.0,1.498061,0.05427042795543312,512.8783531301137,0.30887546218866646,4169.679564891975,0.04798257424973567,0.05620294204472333,91.05376706619582,0.08424244898739489,16.56520061728395,63865.24557966158,0.09615180564165414,0.1032033277663191,57.92574092345869,0.0759003357791521,0.09502850867167664,0.07184669944349302,101.83535346387517,52.34278266812549,0.1001421093821672,5.8232225123414905,1.480831420011303,0.6728780784313725
46,46,27.1682,16.4719,17,16.0199,0,109,120,5,137,5,0.9936,26.81276,0.0,0.0,6.07143,8.483,14.25387,0.0,0.0,127.0,44.09833,0.0,0.38,2.187,-1.0,1.549302,0.05504255621683673,510.76954615912524,0.30059916912314627,4214.159645911471,0.04793825120689499,0.0560614515817921,89.10709880866388,0.08354467588652144,16.621190200617285,63801.24539781369,0.09646868012803102,0.10272680905347789,58.80136701765656,0.07573884776222418,0.0968272272794227,0.07131578396003904,101.87909049785637,52.7217842384621,0.10016036677908535,5.753977827087914,1.4906219266817806,0.6645227450980392
47,47,26.7394,17.2204,17,14.9681,0,108,120,5,137,5,0.98887,26.42853,0.0,0.0,6.28571,8.516,14.15128,0.0,0.0,130.0,44.24989,0.0,0.38,1.947,-1.0,1.629906,0.05601805301817015,508.81828435719325,0.30059916912314427,4084.22831487187,0.04788289905580532,0.05570572229539265,93.51040119844572,0.08296221820935913,16.875771604938272,63734.88759056713,0.09648452519022839,0.10203668032691626,58.891135423102185,0.075419576304619,0.0982215097330388,0.07100999366953731,101.9391921935246,53.203388355396406,0.10028346207007434,5.6828038768079425,1.419396782412112,0.6689250980392157
48,48,26.7046,15.3604,17,15.1431,0,108,120,5,137,5,0.99316,26.44566,0.0,0.0,7.5,8.42,14.80645,0.0,0.0,130.0,44.47853,0.0,0.39,1.781,0.28588,1.632533,0.05642556914819698,506.9416594532574,0.30059916912314383,4075.804898220551,0.047714274456064645,0.055281053688122875,91.50857589632724,0.08250862864416933,16.90528549382716,63937.43869652348,0.09611199813497112,0.10139231238155422,60.26276725911218,0.07491410955214063,0.09896445907539553,0.07087359138853534,101.92364698428135,53.91098248517072,0.10011469951332667,5.612311850118767,1.3335117242776695,0.6760047058823531
49,49,26.7144,12.9309,17,14.6849,0,107,120,5,137,5,0.98943,26.53371,0.0,0.0,7.53571,8.497,13.20395,0.0,0.0,129.0,44.21045,0.0,0.39,1.77,-1.0,1.567319,0.057226259883098346,505.2372703764253,0.3005991691231448,4081.798520516058,0.047523232715320884,0.054923345654905115,94.85581964095465,0.08195344592948187,16.830632716049383,64012.505669511454,0.09599677404577335,0.1007427243132732,59.26274131901185,0.07443848609951535,0.0993814175844517,0.07063528187971355,101.89807497412085,54.49966995804398,0.09994852845460052,5.52395752215139,0.929215763793412,0.6704007843137256
50,50,26.9798,10.1127,17,13.1403,0,107,120,5,137,5,0.97914,26.77577,0.0,0.0,7.67857,8.345,11.12878,0.0,0.0,128.0,43.34758,0.0,0.38,1.925,-1.0,1.546783,0.05773916828978867,503.64232336448237,0.3005991691231447,4166.952611088338,0.04743614578309734,0.05462595320299827,92.97272321877638,0.08145236074144223,16.220823688271604,63893.749955660314,0.09601267986866815,0.1001807350356189,57.36887377251438,0.07439457963243486,0.09964433442147828,0.07044606021837167,101.89062085962021,54.80731408389998,0.09965962397140479,5.28881679358736,1.0039005863314137,0.6504874509803922
51,51,27.4011,8.48806,17,11.504,0,107,120,5,137,5,0.98,27.21832,0.0,0.0,7.85714,8.243,8.69629,0.0,0.0,125.0,43.19458,0.0,0.38,2.014,-1.0,1.515857,0.05823300714519481,502.15708663500084,0.30059916912315104,4339.5175892255675,0.04742505101497317,0.05430424364108479,94.94883564789765,0.08101999776715911,15.982590663580247,63922.323548536915,0.09558373753012082,0.0996158614879086,59.04541229799533,0.0743699059747363,0.09997290520056668,0.07046606222150689,101.79268015439698,54.843365892951866,0.09945496166094993,4.968195529665439,0.8216543526527426,0.649238431372549
52,52,27.4367,8.2771,18,10.4425,0,107,120,5,137,5,0.99443,27.30635,0.0,0.0,10.0,8.314,7.2917,0.0,0.0,125.0,43.29845,0.0,0.39,2.483,-1.0,1.399827,0.05888070274849815,500.6947494935318,0.3127165031677301,4358.355301816573,0.04741647326268768,0.05400402170109399,93.96192258105965,0.08065268371206218,15.597752700617283,63871.613397059125,0.09525656471247042,0.09909286264648844,61.01865925218297,0.07412753343377666,0.10040912267124093,0.07044515137692384,101.76090176799151,54.95778364016686,0.09946029562090966,4.694124246010708,1.096320260448943,0.6499431372549018
53,53,27.446,8.79936,18,9.50833,0,107,120,5,137,5,0.99314,27.34803,0.0,0.0,8.14286,8.32,7.11456,0.0,0.0,125.0,43.41871,0.0,0.39,2.164,-1.0,1.411737,0.05916771380656789,499.31035481373044,0.3149341292109582,4372.483916798985,0.04740640623314758,0.05369215112815798,95.15940674190654,0.08037897056460942,14.872251157407407,63843.027178158176,0.09506248871232878,0.0986600922154875,61.07396026448244,0.07387447425649929,0.10086008262701938,0.07037313188210317,101.76407070950917,55.06099258234472,0.09973320557796787,4.498510502373995,1.2279773268373275,0.6522058823529412
54,54,27.8898,8.48818,18,10.3068,0,108,120,5,137,5,0.99926,27.83784,0.0,0.0,7.96429,8.187,7.71887,0.0,0.0,127.0,44.24712,0.0,0.39,2.465,-1.0,1.168873,0.059406282679198286,497.3638169382228,0.3149341292109658,4554.860467269524,0.04747636187738618,0.05341333758186259,94.9126439503755,0.08004465783807697,14.006510416666666,63958.05501768444,0.09469905308824123,0.09838900847936385,59.610067309399305,0.07368680016116602,0.10121185404660728,0.07037418575935983,101.6290275489331,53.795641298647276,0.10003385460277178,5.128583980953355,0.8378250063566233,0.6732212156862744
55,55,28.0212,8.33942,18,9.88995,0,108,120,5,137,5,0.9901,27.95483,0.0,0.0,8.92857,8.211,7.30772,0.0,0.0,126.0,44.38274,0.0,0.39,2.349,-1.0,1.137575,0.0596269843787871,495.4567186157112,0.320992796233251,4595.188095829377,0.04755355409340066,0.05315804327988874,94.03254706449559,0.07974330239809978,13.147810570987655,63854.33044410448,0.094348406285152,0.09797648739357506,59.47145268449384,0.0733149117571105,0.10143771091752052,0.07050483829075503,101.60995197113982,53.53481113763503,0.10032134760157811,4.549362180004573,1.020619716961943,0.6762419607843138
56,56,27.7824,8.40258,18,9.50545,0,108,118,5,137,5,0.99148,27.74904,0.0,0.0,6.75,8.392,7.17768,0.0,0.0,126.0,44.0557,0.0,0.39,1.982,0.30556,1.214705,0.060162618593095296,493.4103278093591,0.31493412921096164,4495.446496262352,0.047616783035957205,0.0529009417123431,90.82734593391628,0.07957354337112782,11.892554012345679,63998.5174792172,0.09405289831083012,0.09765948164457994,60.157353723371045,0.07334690496690155,0.10167238585014174,0.07067628596018477,101.63597538942466,56.39327324761285,0.10044649654145708,5.248504725946419,0.8971128966956088,0.6757695490196001
57,57,27.6908,7.79791,18,9.14888,0,107,117,5,137,5,0.99658,27.67667,0.0,0.0,7.78571,8.352,7.23859,0.0,0.0,126.0,43.49046,0.0,0.38,2.103,-1.0,1.22428,0.06097140221561665,491.227276956827,0.31493412921096126,4436.986448588802,0.04758546054313165,0.052655488831116454,94.58470555454304,0.07935033566646979,11.61646412037037,63681.551989945045,0.09376764133082138,0.0974230765234171,62.8698961175556,0.07336754935239981,0.10182135028394518,0.07089724896115879,101.62729159373539,60.42230563693577,0.10058038352344652,5.324970370408689,0.8459276704079267,0.670679450980387
58,58,27.6309,7.53688,18,9.03894,0,107,117,5,137,5,1.0019,27.65644,0.0,0.0,7.03571,8.347,6.71409,0.0,0.0,126.0,43.55029,0.0,0.39,2.316,-1.0,1.161326,0.06211993795222559,489.2097742845456,0.3149341292109633,4448.2056426096815,0.047603015025120675,0.052408353475649934,93.26626656698224,0.07915598048159896,10.850453317901234,63718.83475483037,0.09357991794253502,0.09711423306185153,63.03354456975556,0.07345733657048055,0.1017966012854397,0.07118054266123226,101.62586154470424,60.334418214397665,0.100768557957761,4.267475211686175,1.1877976668822583,0.6715709803921568
59,59,27.5447,7.43642,18,8.46021,0,108,117,5,137,5,0.99527,27.62218,0.0,0.0,6.10714,8.348,6.48255,0.0,0.0,126.0,43.62325,0.0,0.39,2.567,-1.0,1.131326,0.06351785772848555,487.32433013025855,0.31715175525419076,4396.742062715224,0.04761271262879935,0.05221421068286128,95.20468538380347,0.07880250283153259,10.258825231481481,63869.96479508754,0.09361584268030416,0.09667191160289981,63.17033290521892,0.07380701220301322,0.10197524939597506,0.0714247514842923,101.62294797104438,60.33629052432967,0.10047567674389414,4.1714161395514955,0.8009264919639681,0.6732752941176471
60,60,27.5957,7.28158,18,8.22127,0,108,117,5,138,5,0.99454,27.70524,0.0,0.0,7.32143,8.327,6.39428,0.0,0.0,126.0,43.71429,0.0,0.39,2.386,-1.0,1.117932,0.06514300069971192,485.5623884483791,0.3171517552541925,4420.798373948273,0.04760649787606019,0.05158364238862725,93.64010721226956,0.0779407972483653,9.84230324074074,63956.915179028336,0.09349861863876778,0.09547531484852355,63.28994836066302,0.07427243884122489,0.102842204610542,0.07139089519317823,101.60757181102753,60.31838574821566,0.09949062612905425,4.068526552403606,0.7339657298402439,0.6743545098039215
61,61,27.6196,7.3908,18,8.16413,0,108,117,5,138,5,0.9986,27.72946,0.0,0.0,8.03571,8.283,6.25722,0.0,0.0,126.0,43.78218,0.0,0.39,2.512,-1.0,1.133554,0.0668303451179731,483.9087134706077,0.317151755254192,4433.684048753899,0.04762154538757881,0.05091459888249717,92.89804816053379,0.0774052000440055,9.456452546296296,63883.120886953606,0.09313478242051916,0.09421442326611092,63.43977074554306,0.07432343831317834,0.10380541776597545,0.07138577343186077,101.61107340101351,60.52063534583575,0.0987622259081754,3.941232941286194,1.0158249864191875,0.6745682352941177
62,62,27.6345,7.5365,18,8.16193,0,108,117,5,138,5,1.00034,27.7375,0.0,0.0,6.75,8.274,6.35048,0.0,0.0,126.0,43.8996,0.0,0.39,2.31,-1.0,1.121078,0.06815154835617215,482.34261103544327,0.31715175525419065,4442.358289719937,0.047505961517903324,0.05036465182977359,94.50978539378694,0.0768571599380292,9.067033179012345,63954.013863646825,0.09282985284507142,0.09307228733869337,63.41361786257994,0.0744320946950707,0.10458755171109461,0.07116858825342592,101.62190591554477,60.31925719461323,0.09822064281844692,4.010164734751639,1.5067788199670038,0.6762349019607843
63,63,27.4668,7.57777,18,8.48012,0,108,117,5,138,5,0.99589,27.59164,0.0,0.0,6.5,8.31,6.474,0.0,0.0,126.0,44.02001,0.0,0.39,2.407,-1.0,1.093312,0.06944557845944961,480.8879751025129,0.31715175525419276,4380.436737551167,0.04722744531879648,0.05000911968510907,91.53843734069002,0.07469951279938745,8.759741512345679,63902.16027916452,0.09231862116147269,0.09177898936551239,63.496293730916975,0.07435207350376896,0.10535643554149725,0.07092006991361914,101.62872926546513,60.41329390914352,0.0977834384472109,4.103301829667152,0.9421811028786116,0.6776039215686274
64,64,27.3575,7.42334,18,8.71735,0,108,117,5,138,5,0.99794,27.4817,0.0,0.0,9.21429,8.342,6.51037,0.0,0.0,126.0,44.08689,0.0,0.39,2.277,0.32356,1.088112,0.07074252353200747,479.51990445885673,0.31715175525419154,4319.216205632306,0.046984370953314744,0.0496654117530292,91.82931734970866,0.07254298244031969,8.579282407407407,63927.600244592715,0.09216002712894085,0.09060116916241645,63.47074599062623,0.07428646428132864,0.1066535747931479,0.07066823686810729,101.64402699555863,60.246699392059696,0.09735580769341903,4.1417286119519865,1.1828741079461982,0.677901921568626
65,65,27.5412,6.99438,18,8.90626,0,108,117,5,138,5,0.99731,27.63908,0.0,0.0,11.17857,8.219,6.37633,0.0,0.0,126.0,44.15695,0.0,0.39,2.314,-1.0,1.090999,0.07176905768649892,478.21706115324645,0.3171517552541912,4380.711601865132,0.04685043978184899,0.04910973936808663,89.39053617838111,0.07137907139069045,8.455102237654321,63982.449297639156,0.09186223278464392,0.08959858852388504,63.51039755739155,0.07438433271792715,0.10828065952861203,0.070456339063623,101.63470686018422,60.405215981565874,0.0969435818670908,4.097732410953628,1.260358315306042,0.6781466666666668
66,66,27.5971,6.66977,18,8.21759,0,108,117,5,138,5,0.99709,27.68586,0.0,0.0,10.14286,8.199,6.00448,0.0,0.0,126.0,44.20817,0.0,0.39,2.403,-1.0,1.110022,0.07278843883826719,476.98759280339374,0.31715175525419076,4405.694662476049,0.04665902992968395,0.04867805495278308,92.2407264716949,0.0702908355028283,8.415702160493828,64007.56454584066,0.0914806799380245,0.08890528805512786,63.475557518864576,0.07437224630114787,0.11030707367479607,0.07023094501957902,101.63573094916195,60.38228409378617,0.09682726999981914,4.059666628273318,1.0031004234652228,0.6787121568627452
67,67,27.5419,6.61602,18,7.87677,0,108,117,5,138,5,1.00138,27.64217,0.0,0.0,9.82143,8.212,5.7263,0.0,0.0,126.0,44.23478,0.0,0.39,2.419,-1.0,1.128303,0.07404420631582041,475.7963295136279,0.3171517552541888,4408.9283313969545,0.04650076799800099,0.0483861359150724,91.30066422081822,0.06940514432997325,8.308304398148149,63991.59572731391,0.09087142866684844,0.08830009286037074,63.45635363431185,0.07441857386752042,0.11193740211795905,0.07010086303277212,101.63934378607884,60.35945016366464,0.09666096329911796,4.033833052083116,1.1147429319204256,0.6790699019607811
68,68,27.5188,6.64753,18,7.94907,0,108,117,5,138,5,0.99473,27.63714,0.0,0.0,8.10714,8.246,5.6786,0.0,0.0,126.0,44.28437,0.0,0.39,2.509,-1.0,1.144168,0.0751149939198491,474.6774662779147,0.31715175525418726,4399.33151961222,0.04648303329455648,0.04807132276739261,92.3420422163356,0.06867717244568887,8.374565972222221,63871.86023939511,0.09095118734095746,0.08798041116153532,63.308152218537,0.07458319938119326,0.11299088023856257,0.0696508232327822,101.63037191163437,60.342021612473474,0.09644301667573565,4.045656082816741,1.138393062244395,0.6798211764705883
69,69,27.4864,6.49432,18,7.81294,0,108,117,5,138,5,0.99206,27.61731,0.0,0.0,10.5,8.187,5.70755,0.0,0.0,126.0,44.33554,0.0,0.39,2.794,-1.0,1.122985,0.07622100908708028,473.5954183233238,0.31493412921096303,4363.461356522666,0.046412835470349835,0.04797264976221762,91.37431292468632,0.06817698418636535,8.345244984567902,63882.55095250783,0.09051915799135704,0.0875225079139242,63.21891934309524,0.07493755582921138,0.11389380039195615,0.06948203988968701,101.6451550986902,60.556748378424,0.09635771880592335,4.100987284522952,1.0500485811247102,0.680661568627451
70,70,27.6318,5.89112,18,7.61166,0,108,117,5,138,5,0.99447,27.73181,0.0,0.0,12.17857,8.113,5.57718,0.0,0.0,126.0,44.34022,0.0,0.39,2.556,-1.0,1.194287,0.07731629865402177,472.55184525649355,0.31493412921096114,4442.4483426286515,0.04632620884777621,0.04772740464491188,89.82600368535167,0.06748986026536138,8.180941358024691,63759.58283952747,0.0905273809577733,0.08740427788379032,63.106064668121455,0.07538431297484777,0.11442171946000447,0.06921290716255693,101.62871890161628,60.484453366126544,0.09625017553898721,4.124288600739691,1.246867416002631,0.6807298039215687
71,71,27.7423,5.36023,18,6.88028,0,108,117,5,138,5,0.99546,27.84797,0.0,0.0,12.42857,8.177,5.05437,0.0,0.0,126.0,44.40395,0.0,0.39,2.571,-1.0,1.237856,0.07830661178521035,471.5472917199899,0.31715175525418665,4515.44277844436,0.04632046023755846,0.047578681675556025,90.53044182623124,0.06638497042393603,8.239776234567902,63739.422343629994,0.09083412469302364,0.087247916442835,62.93061346423033,0.07582361022804159,0.11469737082985994,0.06904070564606073,101.58970100907808,60.48758405520592,0.09611041638842595,3.9508638710960544,1.3358120737381614,0.6820682352941176
72,72,27.7444,5.3352,18,6.2378,0,108,117,5,137,5,1.00042,27.85835,0.0,0.0,8.03571,8.153,4.59227,0.0,0.0,126.0,44.41563,0.0,0.39,2.328,0.29707,1.230132,0.07881041007295572,470.5963897609771,0.3149341292109626,4513.853337867828,0.04643077444608594,0.04741423588467923,95.21218173392042,0.06533619258035887,8.071952160493828,63710.96285338808,0.09107458288375582,0.08705615341305757,62.850310434557926,0.0762355028923704,0.11489039363079608,0.06888373787374856,101.60186621881144,60.453460128219035,0.09617418608523946,3.702931567372537,1.0340680989314945,0.6824035294117647
73,73,27.4121,5.64837,18,6.21035,0,108,117,5,137,5,0.9997,27.56961,0.0,0.0,6.39286,8.118,4.57342,0.0,0.0,126.0,44.41381,0.0,0.39,2.063,-1.0,1.246444,0.07941448866051087,469.66468136099684,0.3171517552541904,4391.763148445303,0.04646828067092142,0.047484649479787075,92.70961173098166,0.0644864296240192,7.961516203703703,63721.11519257936,0.09118061763240598,0.08678541468620676,62.56512729772111,0.07649662152621212,0.11504560449386785,0.06873680030282536,101.65256272859877,60.62285830650801,0.0961520615634091,3.6156243386560356,1.0654545078614812,0.6824095882352935
74,74,26.9718,5.83595,18,6.76166,0,107,117,5,137,5,1.00074,27.1883,0.0,0.0,4.71429,8.105,4.84392,0.0,0.0,125.0,44.41293,0.0,0.39,1.978,-1.0,1.20295,0.0802273790323012,468.7669225303245,0.31715175525418804,4212.716874726718,0.046558459362165155,0.047685929099633026,92.29280804717094,0.06340691939342653,7.740499614197531,63693.216336591126,0.09108896940882182,0.08649732919964759,62.31352171625346,0.0768064454154108,0.1151536168888233,0.0683752617510117,101.72448192748644,60.47957375608844,0.09611093884908072,3.689132084590011,1.1039773293063793,0.682373725490196
75,75,26.6435,6.12234,18,7.25509,0,107,117,5,137,5,1.00038,26.8744,0.0,0.0,4.10714,8.078,5.00775,0.0,0.0,126.0,44.38275,0.0,0.38,2.09,-1.0,1.20111,0.08090720215596793,467.88952708865156,0.31715175525419054,4099.487881591447,0.04656591024736478,0.047834611343151416,92.8114586088192,0.062486721885579445,7.459056712962963,63691.946768992675,0.09123927486150116,0.08623394700071461,61.88372785853741,0.07699882289676044,0.115041779204308,0.06801249084035961,101.77620797124966,60.38894973566503,0.09598810331218376,3.8078087282526143,1.3223284509021063,0.6820603921568629
76,76,26.1869,6.09774,18,7.79431,0,107,117,5,137,5,1.00267,26.4772,0.0,0.0,4.85714,8.193,5.26047,0.0,0.0,126.0,44.33052,0.0,0.38,1.967,-1.0,1.168397,0.08133097817941672,467.03625788156194,0.3171517552541894,3931.733315848285,0.046589231798856,0.04798547682258831,90.16103838755419,0.06162082195983128,7.153452932098766,63694.568201912196,0.09133626708961454,0.08589406863862444,61.52009146441101,0.07709962173857975,0.11488791099105876,0.06777246525376393,101.86672974071853,59.97087530442226,0.0958756361273335,3.8965236729088524,1.4263243937038366,0.6815929411764707
77,77,26.212,5.8248,18,7.30025,0,107,117,5,137,5,1.00429,26.486,0.0,0.0,4.14286,8.146,5.23862,0.0,0.0,125.0,44.30395,0.0,0.39,2.035,-1.0,1.200011,0.08151352748317595,466.2082011742531,0.31715175525419004,3914.7337122569916,0.04663082739231191,0.04820531697534264,94.03613416215458,0.060720856457568494,6.92650462962963,63766.598631373454,0.09136581886901625,0.08551156681196818,61.366936379765065,0.07686347572779129,0.11516232487189088,0.06777972066900462,101.86796414386282,60.19992347999855,0.0958360174984742,3.88169777838859,1.398816030241924,0.6810274509803922
78,78,26.3041,5.88383,18,6.67108,0,107,117,5,137,5,1.00349,26.58728,0.0,0.0,3.75,8.142,4.99734,0.0,0.0,126.0,44.29152,0.0,0.38,2.282,-1.0,1.189899,0.08183440250136743,465.4016027191172,0.3171517552541895,3952.382185222918,0.04668690746147228,0.04835291331285985,94.12232399129546,0.05992515498422311,6.771412037037037,63775.54950489253,0.09129263122418897,0.0852868394052303,61.17643529645298,0.07667867336213882,0.11520839267156803,0.06787101486101038,101.86077431399305,60.22040077492042,0.0958133603052349,3.767457948064198,1.219510579014046,0.6804619607843138
79,79,26.3577,6.1323,18,6.86865,0,107,117,5,137,5,1.00025,26.66492,0.0,0.0,4.35714,8.282,5.05108,0.0,0.0,125.0,44.25221,0.0,0.39,2.252,-1.0,1.237812,0.08234737124642756,464.6270352606717,0.31715175525419,3967.2378584194616,0.04667440755298014,0.04858279833799851,88.16462936609744,0.05926850025941908,6.577498070987654,63760.77939379723,0.09124528110332705,0.08499591967492304,61.09006996861193,0.07647835929098386,0.11490888868140813,0.06806206641372196,101.82881364270042,60.17495595672984,0.09581354084865656,3.7202019980612078,1.1871284345469904,0.6804015686274509
80,80,26.451,6.47014,18,7.38611,0,107,117,5,137,5,1.0031,26.76922,0.0,0.0,6.17857,8.246,5.26262,0.0,0.0,126.0,44.22595,0.0,0.39,2.388,0.32716,1.233148,0.08290889800874324,463.8609558465323,0.3171517552541929,4032.9396883158047,0.04679530599826585,0.048846727861035256,91.5473065779469,0.05863766301316208,6.454523533950617,63759.80409777197,0.09099283952384062,0.08469915591994476,61.00957312218698,0.0763090311021469,0.1147960170886689,0.06824740718807948,101.80049709195711,60.44116323965567,0.09566520659637034,3.786763147469203,1.017903298453647,0.6801345098039215
81,81,26.5565,6.7049,18,7.95281,0,107,117,5,137,5,1.00436,26.82369,0.0,0.0,6.42857,8.174,5.57397,0.0,0.0,126.0,44.09751,0.0,0.39,2.186,-1.0,1.27145,0.0832289950340296,462.99586353164005,0.31715175525418854,4076.862020093429,0.046815612473029664,0.049051731602645476,88.69915768583348,0.05803645868110948,6.545187114197531,63706.24653301569,0.09099887785043853,0.08431406992528498,60.06369709309996,0.07578097399968127,0.11466414471828609,0.06834863952647034,101.800686417319,59.970855712890625,0.09559740302935292,4.216301701560296,0.9675857336907489,0.677610980392157
82,82,26.596,6.81735,18,7.41155,0,106,117,5,137,5,0.99999,26.84673,0.0,0.0,7.07143,8.191,5.76395,0.0,0.0,125.0,43.98403,0.0,0.39,2.151,-1.0,1.304236,0.08335515645067332,462.094138477993,0.31715175525418954,4070.013302955967,0.046836021153435894,0.0490828039494423,94.28345392293494,0.057429837227927355,6.706838348765432,63644.661493801956,0.09094800574150956,0.08409973421301681,59.57664576983964,0.07523726117040483,0.11468622532915437,0.06851923203451643,101.79599239168004,59.208507961697045,0.09531539701353071,4.011218454402643,1.2239454164254575,0.6745313725490197
83,83,26.4355,7.06946,18,7.39139,0,106,117,5,137,5,0.99537,26.73594,0.0,0.0,5.64286,8.243,5.85423,0.0,0.0,125.0,43.96073,0.0,0.39,2.317,-1.0,1.321193,0.08355631660586377,461.21517607055085,0.317151755254189,4002.4386412398626,0.04669681481211784,0.048953916207612795,92.87834837473353,0.05669702923073085,6.938464506172839,63622.01845087728,0.09004654098519872,0.08403694204586436,59.56457075180234,0.07468131320790583,0.11484920211007985,0.06866289390491212,101.8063932607531,59.466817596812305,0.09509678578802253,3.9602605972586686,1.144633491688503,0.6733611764705882
84,84,26.2796,6.99338,18,8.15065,0,106,117,5,137,5,0.99192,26.54877,0.0,0.0,4.5,8.288,6.0707,0.0,0.0,125.0,43.86215,0.0,0.39,2.634,-1.0,1.357714,0.08403960798456997,460.3783018082957,0.31493412921095665,3951.1068178114074,0.04659766500419684,0.04888776568621977,93.66735553356193,0.05606560228719231,7.011622299382716,63652.971832085634,0.08952611447298618,0.08403590162079397,59.60143345417185,0.07412507118110073,0.11492320846455087,0.06865770603689454,101.84255877383534,59.5428355652609,0.09496479788544653,4.069826765949061,0.8541331117043304,0.6692627450980393
85,85,26.4876,6.72289,18,7.68361,0,106,117,5,137,5,0.99399,26.72107,0.0,0.0,3.71429,8.193,6.00258,0.0,0.0,126.0,43.83435,0.0,0.39,2.498,-1.0,1.354915,0.08418327476475794,459.5508184797555,0.3127165031677333,4010.0653387152797,0.04666165171030689,0.049173164421886933,95.04316314513018,0.05546303678872415,7.135223765432099,63655.83563551673,0.0894703379471228,0.0844133922729859,59.51024935923926,0.0735379352766745,0.11492672521610664,0.06861440558279856,101.83161805731658,59.58387191207321,0.09493477212006352,4.1175573913285985,1.2381256895784074,0.6687662745098039
86,86,26.8319,7.28641,18,8.10689,0,106,117,5,137,5,1.00258,27.05691,0.0,0.0,3.64286,8.166,5.77344,0.0,0.0,126.0,43.7454,0.0,0.39,2.705,-1.0,1.397895,0.08456865051202893,458.74092783501266,0.3171517552541861,4146.088916929525,0.046319620017619946,0.04955843323634121,94.07595003608301,0.05474651890573548,7.354504243827161,63768.44399322777,0.08959310696155731,0.08480066851397319,59.56329859794118,0.07313229167992395,0.11501585546669964,0.06874745803170636,101.77501547595817,59.519842077184606,0.09493079436912304,4.031228048078809,1.2217610583753233,0.6674831372549019
87,87,27.7182,6.97219,19,9.37007,0,107,117,5,136,5,1.00345,28.02047,0.0,0.0,4.71429,8.197,6.46203,0.0,0.0,126.0,44.70148,0.0,0.39,2.468,-1.0,1.165041,0.08472747599740652,457.66995013759833,0.317151755254192,4510.34332345875,0.04630263988778615,0.04940258635919433,91.47010542471394,0.053937011843776674,7.619212962962963,63858.80669720665,0.0899327778359578,0.08505975879808836,59.757855325949876,0.07292671258361538,0.11496527965177009,0.0689694286042577,101.54307133238682,58.946566169644576,0.09530690872394873,4.681993490656891,1.2344569829669907,0.6811070588235294
88,88,28.2649,6.94162,19,8.32416,0,107,117,5,136,5,0.99962,28.57198,0.0,0.0,6.71429,8.316,5.99338,0.0,0.0,126.0,44.711,0.0,0.39,2.867,0.35172,1.202712,0.08509143746892173,456.61409033992066,0.3232104222764845,4743.132352144044,0.046261580726581375,0.04971992625586122,91.76405143723838,0.053373654356122534,7.857253086419753,63926.99746555358,0.08984772624655674,0.08501778951663734,59.53635776125271,0.07248471219388086,0.1147507649906293,0.06903246002275075,101.44413302239141,58.86845360273196,0.096112640157345,4.023640255938373,1.2959109991723297,0.681035294117647
89,89,28.8447,6.13916,19,8.1055,0,107,117,5,136,5,0.99966,29.14303,0.0,0.0,5.75,8.233,5.95848,0.0,0.0,126.0,44.67833,0.0,0.39,3.21,-1.0,1.186324,0.08544881564658206,455.5845937011276,0.3232104222764865,4978.763774913123,0.04624578520545014,0.050053218543663236,91.40591681540963,0.05333274401548635,8.134789737654321,63804.33636995662,0.0901958771335773,0.08483808650275657,59.55270532962888,0.07220457046229305,0.11464493988232405,0.06924632194423334,101.34529904861246,58.66734577697,0.09666652299897241,4.064563262063573,1.0984091398302749,0.6793843137254902
90,90,29.2066,5.47794,19,7.10507,0,107,117,5,136,5,0.99783,29.50687,0.0,0.0,7.42857,8.18,5.26262,0.0,0.0,126.0,44.67168,0.0,0.38,3.077,-1.0,1.162224,0.08591039871576117,454.58398242493917,0.32321042227648494,5132.817663143831,0.046052915026071124,0.05022892970000994,88.16572393749881,0.05348035426924993,8.286506558641975,63824.016180930455,0.09039961334315816,0.08478143403659377,59.56897180376601,0.07188927979351512,0.11431010996837844,0.06965793508540147,101.29080011660677,58.70177073537568,0.09722261554682032,3.812380568020697,1.0950678682835469,0.6791776470588234
