,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.0.5,movement,cubcol.1.0,cubcol.0.6,blockiness,blur,noise,cubcol.0.3,cubrow.0.3,cubcol.0.5,uhdhdsim,tone,temporal,color_fulness,cubrow.0.6,cubrow.1.0,cubrow.0,fft,staticness,contrast,cubcol.0
45,45,119.57,24.8607,139,43.4463,0,116,129,17,125,12,0.99753,115.92433,0.0,0.0,2.14286,3.831,21.13009,0.0,0.0,128.0,58.03041,0.00427,0.42,3.416,-1.0,0.006429,22.203541131667148,0.347378295905244,14.704185956790123,0.37446384499545937,0.41155266035316035,1.882438046306877,187805.4954566728,0.6403621775306759,0.3565628520255765,0.3691176318500767,0.42214199653940165,80.12038223880953,0.8875839215686274,5.0686691283070635,146.05112545418763,0.370473800147805,0.32927601230729087,0.16871978407193863,84482.33949944258,183.22811629835843,92.84824855219378,0.2522526129631583
46,46,119.239,24.8766,138,46.3876,0,116,129,17,125,12,1.0047,115.58322,0.0,0.0,1.67857,3.857,21.34395,0.0,0.0,128.0,57.9045,0.00385,0.42,3.393,-1.0,0.006642,22.242951758113907,0.34816845499239957,14.75048225308642,0.37412687531603356,0.4107445159958004,1.8115263949696843,187155.6496452157,0.6397679664232786,0.357085707067618,0.37058792150049336,0.42174224113407993,80.1732790600256,0.8871007843137254,5.046176099698332,145.7974332652778,0.3710349353479519,0.3293730766950505,0.17077069707888798,84435.76149956785,182.80628799796185,94.33188252146743,0.2521885705943385
47,47,119.534,25.3132,138,44.0606,0,116,129,17,125,12,0.98486,115.86058,0.0,0.0,1.53571,3.841,21.357,0.0,0.0,128.0,57.79976,0.00368,0.42,3.245,-1.0,0.005289,22.235230057327833,0.34804487532895895,14.854214891975309,0.37371425304535455,0.41077040967922984,1.8569990003858945,188725.93735442488,0.6403621775306744,0.35867141541550746,0.37198409525911763,0.421684574356697,80.13303164437363,0.8864749019607843,5.03143906362046,145.77334667182424,0.3708046945658646,0.3293249973588377,0.1726075217682711,84702.71761640096,182.39444695352984,94.28889305471958,0.2528028233525571
48,48,119.681,25.1617,139,44.9308,0,116,129,17,125,12,0.99652,116.04151,0.0,0.0,0.78571,3.845,21.73342,0.0,0.0,128.0,57.73386,0.00364,0.42,3.204,0.17605,0.005642,22.196449750735436,0.3479715595512445,14.981770833333334,0.37350352568825723,0.41054958187263824,2.0861172621014945,189640.91229397937,0.6403621775306877,0.36018155565978915,0.3740832655857617,0.42120713677945976,80.1265686099805,0.8862,5.0588092399225655,145.6814697760488,0.37056174793152813,0.3294174756605829,0.1728692045900583,84821.13731169827,181.99116931320452,94.13580076924515,0.25280932777796555
49,49,120.04,25.6166,139,45.1089,0,116,129,17,125,12,1.00369,116.43435,0.0,0.0,0.96429,3.823,21.60184,0.0,0.0,128.0,57.75924,0.00363,0.42,3.165,-1.0,0.006064,22.161178588867188,0.3484879794859782,15.195264274691358,0.37372027025304677,0.41078363455988026,1.4002853699821196,190998.94752714518,0.6447974296171348,0.3623762606070305,0.3759553157660109,0.42078959293332374,80.08213264490774,0.8862,5.073488604410614,145.89776078192642,0.37095533454475077,0.32960471210251163,0.17326017831091575,84789.72930004807,181.59133812787778,93.0478261168379,0.252064922190679
50,50,119.795,25.4057,139,44.1501,0,116,129,17,125,12,0.98335,116.178,0.0,0.0,1.35714,3.841,21.99044,0.0,0.0,128.0,57.79782,0.00372,0.42,2.946,-1.0,0.007077,22.003784744827836,0.34843310480333284,15.238715277777779,0.37372664273543693,0.4110104197461883,2.1399033389193827,189491.70568767047,0.6403621775306839,0.36420894687961736,0.3772028848567337,0.4207327854261712,80.10031477599745,0.8862298039215686,5.106409922142236,146.14794959078299,0.37134473374450044,0.3295874991722376,0.17404124929940884,84736.4896188734,181.1840103415541,95.63424976100984,0.2512670181557676
51,51,119.395,24.8729,138,46.8282,0,116,129,17,125,12,1.00114,115.78559,0.0,0.0,1.0,3.844,21.81105,0.0,0.0,128.0,57.8598,0.00367,0.42,3.191,-1.0,0.005199,21.956541461709104,0.3479512098528289,15.242476851851851,0.37377786996045503,0.4113528427048413,1.8096957512911243,187969.8014288866,0.6403621775306791,0.36547553550392836,0.37816907240116926,0.4203621910055537,80.15148621848249,0.886236862745098,5.089016915996281,146.2983680371975,0.37197424235556015,0.32990860465898575,0.1748068016309197,84613.24694929394,180.777802498033,91.91084215202567,0.25049833026892476
52,52,119.745,25.1863,139,43.4165,0,116,129,17,125,12,1.00175,116.08238,0.0,0.0,1.78571,3.841,21.35341,0.0,0.0,128.0,58.00696,0.00393,0.42,3.203,-1.0,0.00692,22.04645999861352,0.3477976766224651,15.257040895061728,0.3739237269962971,0.4117048163120232,2.4777615729444875,189699.95358652947,0.6403621775306729,0.3667245038812993,0.37923794750831247,0.4204064954076349,80.12366646508808,0.8865274509803921,5.069496115287152,146.10700307299868,0.37254526353654893,0.33018296384878765,0.17541027345856458,84699.82005165651,180.38288005336076,92.6602513178473,0.2496978427268165
53,53,119.66,25.1425,139,46.2877,0,116,129,17,125,12,1.01169,115.9993,0.0,0.0,1.35714,3.801,21.62252,0.0,0.0,128.0,58.11959,0.0036,0.42,3.303,-1.0,0.006167,22.181355040750386,0.34770256642967523,15.242814429012345,0.3739252253607884,0.4122683515832867,1.4408842809075868,189105.37481985573,0.6381445514874479,0.36772640672315626,0.37947764101435427,0.4199456429927444,80.12555856807086,0.8862298039215686,5.049435159326312,145.83797047502338,0.37312457384651854,0.33023866907185856,0.17581472209685012,84730.17104951675,179.99612420692245,94.76782406091208,0.24900322765570732
54,54,119.287,24.9273,139,45.905,0,116,129,17,125,12,1.00059,115.59632,0.0,0.0,1.0,3.836,21.58238,0.0,0.0,128.0,58.23462,0.00378,0.42,3.398,-1.0,0.006169,22.201797296971453,0.34741244730665494,15.158805941358025,0.3741889082245802,0.4126934902532513,1.6917062820031852,187409.53813398117,0.6381445514874481,0.36808216971765484,0.3796801475729724,0.41938861422881346,80.1693159467828,0.8864749019607843,5.098764494449216,146.0899855749003,0.3740403800052847,0.33044074507673477,0.17641385892965378,84730.59309375072,179.61268316769693,93.84191536414062,0.24852718098596988
55,55,119.639,24.3425,139,45.689,0,116,129,17,125,12,0.99396,115.96513,0.0,0.0,1.42857,3.798,21.39709,0.0,0.0,128.0,58.30863,0.00378,0.42,3.933,-1.0,0.006286,22.25508682816117,0.34710344061986925,15.197675540123457,0.37396942040368664,0.4127970095686295,2.420625492653067,188756.9735985806,0.6381445514874468,0.3686975518658781,0.3804374749199808,0.4187918383844167,80.1195079788122,0.8870474509803922,5.047459239935137,146.19403547783355,0.374486013581077,0.33133696152980985,0.17694579381975792,84882.35861050754,179.2353103773831,95.7104014814903,0.24834394223485867
56,56,119.451,25.3576,139,45.0158,0,116,129,17,125,12,0.99356,115.77826,0.0,0.0,1.78571,3.82,20.89556,0.0,0.0,128.0,58.32089,0.00373,0.42,3.844,0.18197,0.006435,22.28093804253472,0.3465633500005609,15.276475694444445,0.37424330091810964,0.4128120762272069,1.75776513056401,188080.84827758427,0.6381445514874473,0.369711630142042,0.3816501678124299,0.4181771074547334,80.1555152905496,0.8875690196078431,5.08828069244343,146.1764372669497,0.3747860405917678,0.33265539001180905,0.17709140214068447,84826.37449675002,178.8597647725701,92.87415383230812,0.24853168245935858
57,57,119.671,24.3623,139,45.5494,0,116,129,17,125,12,0.99842,116.03321,0.0,0.0,1.25,3.796,21.7672,0.0,0.0,128.0,58.34118,0.004,0.42,3.813,-1.0,0.005773,22.314512841495468,0.3456091775045927,15.370804398148149,0.3740000794566545,0.41238420219013816,2.258777825378248,188879.12435128962,0.6403621775306746,0.3706937950763178,0.3820292912034488,0.41761731286436216,80.16178273938229,0.8875839215686274,5.286142174910187,146.25730173366506,0.3746988232835218,0.3332793956324803,0.17749046252613443,84719.34045438044,178.50401501805223,89.63856453842118,0.24861495220532717
58,58,119.937,24.7483,140,45.7036,0,116,129,17,125,12,1.00189,116.28888,0.0,0.0,1.25,3.826,20.91685,0.0,0.0,128.0,58.35017,0.00362,0.42,4.015,-1.0,0.00749,22.26719684365355,0.34476913445485463,15.324508101851851,0.37394373461489866,0.411878856274233,2.268862927943723,190093.16304808212,0.6403621775306779,0.37244325529444783,0.3821072252141437,0.4181031793077239,80.13857761905776,0.8879113725490195,5.132307707160334,146.45071408436252,0.3745692746260661,0.33383854636463417,0.17815218511212919,84868.17713426819,178.14972324629468,91.16950409666077,0.2489501630887058
59,59,120.097,24.5938,140,45.6377,0,116,129,17,125,12,1.00219,116.44301,0.0,0.0,1.25,3.803,21.24608,0.0,0.0,128.0,58.31874,0.0037,0.42,3.564,-1.0,0.007665,22.268884164315683,0.3443701905118964,15.429735725308642,0.37367670583558,0.4114485659406196,1.8580422792276563,191122.63623949036,0.6425798035739078,0.3736187454405247,0.3824028033957529,0.41799951925680306,80.14211899640429,0.8879113725490195,5.051946558540559,146.17031293240237,0.3745472911552077,0.334105615893344,0.17859933907419287,84801.2070350278,177.80391858388649,90.05392468453668,0.2494227076994505
60,60,119.979,24.7369,140,42.0732,0,116,129,17,125,12,1.00397,116.31346,0.0,0.0,1.14286,3.798,21.11612,0.0,0.0,128.0,58.26639,0.0036,0.42,3.831,-1.0,0.005385,22.163093284324365,0.3454397890232783,15.511766975308642,0.3735955362637709,0.4105192355642677,2.1594944111368943,190514.70362296276,0.6403621775306788,0.37495910661043386,0.38230421676621457,0.41931369579044714,80.12781936557917,0.8876364705882352,5.018876965682301,146.32565262058367,0.37490537548570163,0.3340842781603721,0.17888561935106229,84745.63918480564,177.46182535434,92.93524987755056,0.25010584216018916
61,61,119.991,24.6107,140,45.6871,0,116,129,17,125,12,1.0058,116.32299,0.0,0.0,0.89286,3.808,21.23811,0.0,0.0,128.0,58.27475,0.0039,0.42,3.92,-1.0,0.006958,22.160942360206885,0.34569365100397464,15.665653935185185,0.37400229605946783,0.4100550543554156,1.451383711152212,190079.33999749913,0.6403621775306777,0.37597995772001935,0.38216825352872963,0.41974294761198705,80.09651854455976,0.8874230588235288,5.030780880667545,146.27236172058218,0.37501820384431483,0.3337374054928388,0.17855622678650912,84716.0059703842,177.13378212448887,95.64260987586368,0.25070057232659215
62,62,119.418,24.6976,139,47.0085,0,116,129,17,125,12,0.99138,115.84942,0.0,0.0,0.85714,3.849,21.12742,0.0,0.0,128.0,58.325,0.00385,0.41,3.927,-1.0,0.008158,22.096081957404994,0.34664356260269247,15.811439043209877,0.37411050725939377,0.40996460081716796,1.434280535304325,187048.9100296697,0.638144551487453,0.37632147628884804,0.3816577627732066,0.4191226025444641,80.18728216950186,0.8876662745098038,5.091940320180495,146.37041727758282,0.3748852719633825,0.3332578317396692,0.17847952600238323,84542.6764484965,176.80818362292186,95.25674276552269,0.2512713060959834
63,63,119.444,24.3653,139,45.4056,0,116,129,17,125,12,1.00166,115.80989,0.0,0.0,0.64286,3.825,21.20291,0.0,0.0,128.0,58.40923,0.0037,0.42,3.949,-1.0,0.005434,22.11233859592014,0.3470883349600192,15.848861882716049,0.3746058560890855,0.40973561735431213,1.8775993160726996,188064.86948453737,0.6403621775306764,0.3762814194488071,0.3817026249559756,0.41809605581591175,80.12781642889527,0.8882019607843137,5.0131394516589936,146.31487537992055,0.3750115739377701,0.33256211935140795,0.17920696003609382,84581.08845824313,176.4968925214024,94.98072928582455,0.25110251645592335
64,64,119.202,24.6392,138,48.2184,0,116,129,17,125,12,0.99408,115.51063,0.0,0.0,0.96429,3.811,20.91741,0.0,0.0,128.0,58.46712,0.0039,0.42,3.967,0.17953,0.006014,22.09771728515625,0.347688578210591,15.96412037037037,0.37494238937640173,0.4089942682102623,2.4139084265635944,187787.27423924554,0.6381445514874448,0.37527593070011506,0.38154628096211296,0.4174377454300681,80.19986676438631,0.888775294117647,5.046289935860756,146.37760934954932,0.3748148152914282,0.3323834590394406,0.17987046460281794,84661.10322773561,176.18471821128523,95.18678995214434,0.25077026752052173
65,65,119.336,24.0266,138,46.7803,0,116,129,17,125,12,0.99183,115.56828,0.0,0.0,0.96429,3.815,21.15221,0.0,0.0,128.0,58.49953,0.00382,0.42,4.436,-1.0,0.006483,22.10393175666715,0.348029286840564,15.927469135802468,0.3752330223982725,0.40903159395647537,2.3745190972039776,188517.51627022732,0.6381445514874454,0.3738518186856112,0.3820236735881959,0.41662104780652903,80.17765591849015,0.8895631372549019,5.0929577573203755,146.3190659832436,0.3746511851631751,0.33268010344645016,0.180325508869075,84798.8900696886,175.88219054193763,94.99607476928479,0.2507872998394514
66,66,119.185,24.459,138,44.3749,0,116,129,17,125,12,1.00019,115.49975,0.0,0.0,1.0,3.783,20.62467,0.0,0.0,128.0,58.46939,0.00397,0.42,4.052,-1.0,0.005564,22.088596108519003,0.3490823554814142,16.022135416666668,0.3753274067366155,0.40921961325986095,2.304197524929406,187079.5323317751,0.6381445514874428,0.3732980232448424,0.38232740627862233,0.41644464253968627,80.1817253185909,0.8895858823529411,5.03357691315409,146.55726385923955,0.37425892851818177,0.333527719524263,0.1809902056744983,84638.17055148048,175.5832001821722,94.62788062997802,0.25133477236239815
67,67,119.572,24.1364,139,43.0078,0,116,129,17,125,12,1.00166,115.83223,0.0,0.0,1.07143,3.774,20.99849,0.0,0.0,128.0,58.47981,0.00408,0.42,3.779,-1.0,0.006324,22.119918446481964,0.3497869129776635,16.02319637345679,0.37496332477437244,0.41001274104213464,1.962482159934995,189042.61310426032,0.6381445514874441,0.3731897589271222,0.3829730596661539,0.41712918197414994,80.14691106096757,0.890069019607843,5.073585082843274,146.3883608962906,0.3734295432477063,0.3339392696202569,0.1814279734503957,84815.06811210481,175.26781385444798,91.26037666342918,0.2507867923228149
68,68,118.885,24.803,137,45.6103,0,116,129,17,125,12,0.99147,115.13603,0.0,0.0,0.89286,3.794,20.71983,0.0,0.0,128.0,58.47774,0.00412,0.42,3.615,-1.0,0.006837,22.141719111689813,0.3507090108314527,16.006992669753085,0.3748716796710389,0.4105509640260004,2.0079623441201484,185769.6135995334,0.6381445514874429,0.3732469208017441,0.383496463920535,0.4175496831227566,80.23829953387691,0.8901592156862745,5.045515920377001,146.33715711608033,0.37329526359558934,0.3340611145165454,0.18168629669090894,84577.72185785728,174.9492640492108,95.09203127042305,0.2500555188406543
69,69,119.352,24.0821,138,46.8132,0,116,129,17,125,12,1.01109,115.47419,0.0,0.0,1.10714,3.835,21.29301,0.0,0.0,128.0,58.55547,0.00407,0.42,3.634,-1.0,0.005945,22.352967815634646,0.35120419406222453,15.89086612654321,0.37511445301016677,0.41150839710561526,1.6341697182106383,189363.61036927358,0.6359269254442169,0.37318338008068047,0.38432853142883866,0.41732792513000283,80.18649226764423,0.8902039215686274,5.141554144926003,146.03347727568428,0.3720637693075156,0.3336679905538027,0.18272555661665452,84682.39824076739,174.61476394502324,92.24098438445407,0.24966095292936968
70,70,119.159,25.1095,138,44.6229,0,116,129,17,125,12,1.00293,115.33125,0.0,0.0,0.89286,3.865,20.67452,0.0,0.0,128.0,58.50461,0.00371,0.42,3.648,-1.0,0.005728,22.436371037989485,0.3508371691502242,15.978684413580247,0.3753041712796475,0.4122347812272257,1.5945614213864776,188484.54397162143,0.6359269254442089,0.3734993352599911,0.38516929688982654,0.41720618640231977,80.2397201535583,0.8890125490196078,5.126678828335082,145.73260402899638,0.3707993779159508,0.33376859289573313,0.18320927296722012,84616.63172314901,174.275224970143,92.41500122692186,0.24926943186453648
71,71,119.592,23.9626,138,46.0874,0,116,129,17,125,12,1.00554,115.76634,0.0,0.0,1.17857,3.856,21.555,0.0,0.0,128.0,58.50353,0.00403,0.42,4.065,-1.0,0.008144,22.45502801589024,0.350804993245438,15.950376157407407,0.3746612145047795,0.4122277245458317,1.9386834845903524,190266.3989164641,0.6359269254442146,0.3751982313200703,0.3851517316940544,0.4173115684908498,80.18968642423764,0.8895858823529411,5.207466069769284,145.67626458262794,0.3701149357016004,0.33391778836828445,0.18361125189736432,84668.71601046607,173.94790784326796,92.18299726703114,0.249225327907087
72,72,119.377,24.759,138,44.3664,0,116,129,17,125,12,0.99772,115.60844,0.0,0.0,2.10714,3.861,20.56958,0.0,0.0,128.0,58.48797,0.00363,0.42,3.875,0.1695,0.006947,22.468445954499423,0.3501960046525509,15.984664351851851,0.3742235999506116,0.41131689516756825,1.5568448573710931,189453.61592929193,0.6365211365516129,0.37678330650592023,0.3853827713491366,0.4174697292707653,80.22389346063471,0.8898835294117646,5.1610890281292106,145.6135515162479,0.36926976494880015,0.3336828792916103,0.18420319239036406,84722.31508431994,173.61405396008902,94.16198070451311,0.2491868822105027
73,73,119.436,23.9299,138,45.7732,0,116,129,17,125,12,0.99652,115.68184,0.0,0.0,1.32143,3.846,21.25294,0.0,0.0,128.0,58.4708,0.00398,0.42,4.234,-1.0,0.006652,22.520647213782794,0.3501918080360953,15.95703125,0.3742473859419194,0.41236413844235464,2.0228677392868657,188895.65999812176,0.6381445514874428,0.3781794978914691,0.3856284432046285,0.4181839243128202,80.16860799884647,0.8904490196078431,5.230809435283513,145.47648692325996,0.36784179515932436,0.3341347462281545,0.1845053687272439,84719.98865315205,173.28970347286463,94.64298504396962,0.2479439288140508
74,74,119.282,24.3247,138,46.3648,0,116,129,17,125,12,0.99554,115.52453,0.0,0.0,1.21429,3.842,20.54369,0.0,0.0,128.0,58.43934,0.00366,0.42,4.229,-1.0,0.007311,22.562186347113716,0.3495991113369661,15.990354938271604,0.37408992740182845,0.4129287424453713,2.1991858393204744,188575.01272262822,0.6381445514874461,0.3797265829461794,0.38613568952245597,0.41874928473612905,80.2002010093899,0.8906941176470587,5.137522904037136,145.47696707328993,0.36795765934078445,0.33444686972461385,0.18433913500978277,84724.2638450017,172.97043581907462,95.3370115395941,0.24657742942165686
75,75,119.426,24.6381,139,43.097,0,115,129,17,125,12,1.01219,115.67525,0.0,0.0,0.75,3.827,20.88147,0.0,0.0,128.0,58.37151,0.00366,0.42,4.701,-1.0,0.007018,22.64571503062307,0.3492108284389368,16.093701774691358,0.3740611563565331,0.41364015061587855,1.9353302434712085,189277.72282713,0.6381445514874463,0.38070814245978013,0.38622076835436525,0.4189598698685502,80.18331972869291,0.8903964705882352,5.045816814843847,145.35129658706495,0.3682424375296286,0.3347361298040632,0.18426040567851923,84678.86353379187,172.6503283210165,94.71014242143589,0.24609883395939844
76,76,119.553,24.9618,139,45.3988,0,115,129,17,125,12,1.00566,115.83713,0.0,0.0,1.0,3.831,21.15535,0.0,0.0,128.0,58.29909,0.00362,0.41,4.789,-1.0,0.005988,22.51815155406057,0.348964644911241,16.166136188271604,0.3743082629965088,0.41415443592824847,2.477190181168802,190169.01333932765,0.6381445514874463,0.3816319879340072,0.38735204991373334,0.4186587833372427,80.2037191090565,0.8903964705882352,5.057603163761316,145.88816913346872,0.3689430338991207,0.3350139106252221,0.18553568517321978,84712.66762309211,172.3305640954208,90.50710225217054,0.2452082487905715
77,77,119.888,24.6293,140,45.9032,0,115,129,17,125,12,0.99712,116.14016,0.0,0.0,0.78571,3.822,21.42763,0.0,0.0,128.0,58.25194,0.00378,0.42,4.796,-1.0,0.007016,22.513496116355615,0.3480788686053727,16.17549189814815,0.3747925122277257,0.4146322917230456,2.0714162703561527,192211.94602070018,0.638144551487447,0.3825889589813635,0.38821869740593695,0.41828545388460653,80.16049273194824,0.8909250980392156,5.109358454907079,146.08533677401863,0.36967881153512894,0.3350563003022819,0.18704220617170939,84777.05685696854,172.0142272498438,90.48873749571999,0.2443967330508693
78,78,119.754,25.0736,140,47.0326,0,115,129,17,125,12,0.99991,116.04202,0.0,0.0,1.35714,3.838,21.14509,0.0,0.0,128.0,58.21541,0.00363,0.42,4.857,-1.0,0.00618,22.4019965654538,0.34737558156045006,16.30348186728395,0.3749901263752715,0.41467428335808354,1.8614068957657663,191380.255425469,0.6393329737022441,0.3835917768962559,0.3887372207432122,0.418364738775119,80.19282064251782,0.8912603921568627,5.163482939834202,146.41005896543976,0.3704673228379029,0.33511016646859987,0.18846483553659538,84721.84228311987,171.69387099540526,92.54999913900039,0.24499082863549057
79,79,119.606,25.0216,139,47.3254,0,115,129,17,125,12,1.00828,115.96907,0.0,0.0,0.89286,3.838,21.52424,0.0,0.0,128.0,58.24204,0.0041,0.42,4.591,-1.0,0.00713,22.36616987063561,0.34736183132703013,16.43774112654321,0.37485546743642145,0.41415620830088506,1.8956778960928886,189654.3875343483,0.638144551487447,0.38315357575167924,0.38955792891779395,0.41764219375440376,80.21163823653552,0.8921235294117646,5.1946874014779825,146.72928714939815,0.370836851786498,0.3353695654214277,0.18988215185564122,84598.10598704442,171.3701479900886,93.83488742338523,0.24530722010211786
80,80,119.591,24.5465,139,48.516,0,115,129,17,125,12,1.00629,115.9443,0.0,0.0,1.35714,3.849,21.48444,0.0,0.0,128.0,58.25837,0.004,0.41,4.777,0.17785,0.00653,22.37109977816358,0.3471941364463083,16.326774691358025,0.3754499802715908,0.4143814405851786,2.2910803208323696,189549.57971671302,0.6403621775306725,0.3831451129785957,0.3896463753682153,0.4172890260729643,80.18235190339125,0.8921235294117646,5.230147880864353,146.80982808612958,0.37136374511394354,0.3355021814566289,0.19122662374777197,84581.64274265117,171.04794985746392,89.81586249149079,0.24583361072488624
81,81,119.835,24.7881,140,45.6229,0,115,129,17,125,12,1.00452,116.19943,0.0,0.0,1.35714,3.836,21.08028,0.0,0.0,128.0,58.2586,0.00383,0.41,4.69,-1.0,0.006868,22.442487928602432,0.3467188192389325,16.52146026234568,0.37600423101694525,0.41435830904548016,1.7945668132668537,190564.3554408561,0.640362177530681,0.38421482926116696,0.39056314396985004,0.4173255729557328,80.13061125907595,0.8918031372549019,5.299054987839444,146.38577374103284,0.3718659399914155,0.3357671934279227,0.19301843105949942,84769.65787767428,170.73596282751402,89.75078502013294,0.24608121750305995
82,82,119.523,24.6017,139,45.6821,0,115,129,17,125,13,1.00319,115.93145,0.0,0.0,0.89286,3.865,21.28357,0.0,0.0,128.0,58.18562,0.00379,0.41,4.335,-1.0,0.007939,22.46182194462529,0.34609611607456525,16.546103395061728,0.3761486603905576,0.41435061084884706,2.0747502451566806,189579.71178969485,0.638144551487449,0.3859325843833228,0.39094942255020304,0.4164680404785002,80.20478758404805,0.8901513725490195,5.210098096080523,146.36185780687035,0.37238728124189835,0.33568220514878505,0.19524467081830027,84488.68825071801,170.42286615204483,92.37024326930151,0.24658600688964646
83,83,119.846,24.7912,140,45.3787,0,115,129,17,125,13,1.00059,116.2973,0.0,0.0,0.92857,3.816,21.12265,0.0,0.0,128.0,58.10143,0.00372,0.42,4.022,-1.0,0.005815,22.50786656509211,0.34543791190881884,16.59157986111111,0.3769470411604951,0.41417663533333393,2.2006888006902168,190727.06039154108,0.6403621775306781,0.38761265514664567,0.3904057265704492,0.41580170477474954,80.12593825047333,0.8898835294117646,5.115667032735303,146.09279693476597,0.37307556244225804,0.3355494731484397,0.19808209343060845,84510.59873918153,170.1133836767943,90.89304333886197,0.24713384532366708
84,84,119.982,25.1143,140,47.5459,0,115,129,17,125,13,0.9985,116.46193,0.0,0.0,1.17857,3.833,21.28442,0.0,0.0,128.0,58.06284,0.00395,0.42,4.052,-1.0,0.006319,22.504009859061537,0.34547450522128265,16.69164737654321,0.3778160689923924,0.4144319705333428,2.5733625755151066,191758.85501172877,0.6403621775306801,0.3894322255446811,0.3901092782979382,0.4140948260977527,80.13856095577748,0.890121568627451,5.176812301944885,146.18046696798385,0.37298941910360234,0.335625021263742,0.2001120987545447,84641.12970429145,169.80889427506497,92.89296764172121,0.24750278785979168
85,85,120.404,25.4617,141,45.7312,0,115,129,17,125,13,1.00765,116.91278,0.0,0.0,1.75,3.841,21.55969,0.0,0.0,128.0,58.00782,0.00377,0.42,4.063,-1.0,0.006736,22.528182606638214,0.3462871681809804,16.69651813271605,0.3784512140590482,0.4142698350157687,2.390465425822723,193325.01056223395,0.6458266334455675,0.3908814408311011,0.3899419820811304,0.413941566062772,80.13012687079828,0.890121568627451,5.123439112902719,146.24098384485978,0.37361504398326767,0.3359373448624065,0.20273133042360247,84683.02409220331,169.50191201374338,95.46503373015256,0.24756182399219193
86,86,120.722,25.0084,141,46.3021,0,115,129,18,125,12,1.00234,117.19746,0.0,0.0,1.03571,3.845,21.85581,0.0,0.0,128.0,57.9918,0.00389,0.41,4.569,-1.0,0.007764,22.512989185474538,0.34644130788982214,16.70510223765432,0.37836152782286875,0.41416485876180115,2.1471675861401986,195156.70525032678,0.6468558372740052,0.39234284391105095,0.3894769992885068,0.412841960100891,80.09987289065359,0.8901513725490195,5.1560499555907455,146.32931795516697,0.373995697012767,0.33645119415283736,0.20575784653426754,84803.1562069435,169.20762725917726,95.49057716322517,0.2482696398903366
87,87,120.797,24.825,142,46.5959,0,115,129,18,125,12,0.99888,117.25837,0.0,0.0,1.28571,3.828,21.46827,0.0,0.0,128.0,58.0496,0.0039,0.42,4.459,-1.0,0.005021,22.53854125223042,0.3464804588808447,16.785927854938272,0.37786466086313336,0.4133052014954532,1.9218614886896506,195090.97446966975,0.6442032185097415,0.3934031534492829,0.3892219632399993,0.4125734540765906,80.11084291698378,0.8912603921568627,5.150462583229283,146.48878509950606,0.37382120163747307,0.3368367595304795,0.20816856681845103,84873.07712798471,168.90415732086745,90.15011238162737,0.24904764969916088
88,88,120.111,24.9445,141,46.4776,0,115,129,17,125,12,1.00492,116.55935,0.0,0.0,0.71429,3.799,21.31081,0.0,0.0,128.0,58.11874,0.00387,0.41,4.279,0.17773,0.005518,22.45072861659674,0.3464424891188574,16.810136959876544,0.3778086186382241,0.41262762865157304,2.3309772890971763,192729.39678303295,0.6409563886380767,0.3944499898747623,0.38865999885037505,0.41265683200229547,80.156726670029,0.8909250980392156,5.106563448982853,146.78189449828005,0.3738889606964839,0.33712467903224735,0.210295437103597,84728.31779327411,168.60580473681466,91.97505784463189,0.2497710153712763
89,89,120.165,24.7898,141,46.2828,0,115,129,17,125,12,0.99543,116.58744,0.0,0.0,1.39286,3.809,21.4114,0.0,0.0,128.0,58.26247,0.00413,0.42,4.109,-1.0,0.005277,22.36065485448013,0.34650533725467825,16.77951388888889,0.37704324565148606,0.4122929203571954,2.3507735016611333,193324.0258968129,0.6403621775306777,0.39467629935010695,0.388982070084734,0.41315223310080235,80.16754395514654,0.8915878431372548,5.144876626089802,147.09233508811764,0.3748292362110308,0.337090067738178,0.2118177637131872,84906.77408796555,168.29665699667987,94.53088771644056,0.2503621518114363
90,90,120.26,24.9009,141,47.2775,0,115,129,17,125,12,1.00283,116.69884,0.0,0.0,1.35714,3.82,21.27885,0.0,0.0,128.0,58.36262,0.00393,0.42,4.471,-1.0,0.004465,22.238541026174286,0.3466260500994456,16.841194058641975,0.37623418495290356,0.4117928382132205,2.6735923870025284,193622.84591770818,0.6403621775306789,0.39515900790618524,0.3894796397914749,0.4136030594342524,80.16304894321466,0.8915956862745098,5.121867801016592,147.1843174908614,0.37576264561838474,0.3378670557120629,0.21344199298745042,84791.05675828927,167.98548752278091,95.60359463485494,0.2509806281235077
