,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,cubrow.0.5,uhdhdsim,cubrow.0.6,noise,fft,staticness,cubcol.1.0,blockiness,temporal,cubcol.0,saturation,contrast,cubcol.0.6,tone,movement,cubrow.0,cubcol.0.3,cubcol.0.5,color_fulness,cubrow.1.0,blur
45,45,85.9464,15.9348,88,22.3659,0,117,117,22,137,21,0.97894,97.02322,0.0,0.0,0.60714,4.185,13.2118,0.0,0.0,128.0,44.31634,0.00016,1.69,1.993,-1.0,0.0,0.29246327367065844,0.32585535161671075,88.6633945726029,0.32819484780782754,0.7616947363629222,70354.40090438796,547.3864508495814,0.3925094847112524,8.368145122169295,6.272634490211275,0.18979466677867723,54.052816697108895,84.49463635514502,0.24258262201837097,0.6402470588235293,11.544367283950617,0.40378464662131974,0.2731763294651582,0.27477060645555107,85.90128351897846,0.28104610699435867,64138.539799340106
46,46,86.469,15.8945,89,22.8671,0,117,117,23,137,21,0.9889,97.75213,0.0,0.0,0.71429,4.156,13.75431,0.0,0.0,128.0,44.24281,0.00014,1.71,2.256,-1.0,0.0,0.29332571471653957,0.3253696794295209,88.58387692173652,0.32793102754185144,0.7705652405358306,70355.02075506913,545.6491089148225,0.3917888260941245,9.407887231627297,6.180345215938081,0.1885037703834435,53.601234718605326,92.35077238824071,0.24256383181697272,0.6375470588235294,11.340133101851851,0.4042755991556937,0.27426633036291653,0.2749440297523205,85.41334380300664,0.28125203562746964,65708.4350515196
47,47,86.5708,15.8755,90,23.1209,0,117,117,23,137,22,0.99423,98.16208,0.0,0.0,0.53571,4.165,13.72598,0.0,0.0,128.0,43.99826,0.00014,1.7,2.161,-1.0,0.0,0.2937732700099337,0.3249594148274241,88.55691009584677,0.3276041210120006,0.7798707374297983,70391.07127292755,543.9592813654333,0.3904690989493049,8.327869339494871,6.230753067636869,0.18743256137900624,53.677384929892455,92.19670148850686,0.24260829577872609,0.6315615686274509,10.73533950617284,0.405045035036875,0.27481570212304807,0.27547040025195846,84.91959898595113,0.2816708364933998,66056.16335669575
48,48,86.5876,15.515,90,24.0076,0,117,117,23,137,22,0.99875,98.3266,0.0,0.0,0.64286,4.183,13.70281,0.0,0.0,127.0,43.91496,0.00013,3.17,2.318,0.125,0.0,0.29421585935259187,0.3246079321147809,88.59668558722095,0.32720493953854474,0.7843059895162469,70586.68934217517,542.2932354752724,0.3888347995426948,8.019264180290056,6.276243180387622,0.1864613789874323,53.610595891505106,91.55703583898304,0.24254109024550644,0.6266235294117647,10.735869984567902,0.40584850977925174,0.2748622240287418,0.27587633877416995,86.44594561973483,0.2819701949249055,66522.70145542946
49,49,86.2631,15.366,91,24.3669,0,117,117,23,137,22,1.00758,98.20983,0.0,0.0,0.28571,4.187,13.3994,0.0,0.0,127.0,43.79909,0.00016,3.14,2.307,-1.0,0.0,0.2944981737019833,0.3243347994700519,88.60894163207053,0.3270002649404319,0.7865236155594868,70539.7407082274,540.6558907237354,0.3876144619346392,8.378620160855931,6.368621991044438,0.18529927514907552,53.72187824013792,92.825083560366,0.24247484176328643,0.6223816666666634,10.957079475308642,0.4070383608451825,0.2745367393698823,0.2757036625859811,87.8432633116428,0.28184985748181185,65939.55280265228
50,50,86.3644,15.6534,92,24.5772,0,117,117,23,137,22,1.01123,98.49557,0.0,0.0,0.39286,4.187,13.2735,0.0,0.0,127.0,43.70982,0.00024,3.12,2.608,-1.0,0.0,0.29497202202486866,0.32406123112486807,88.58773287578242,0.32677203630717,0.7925822825817854,70601.74672883183,539.049670626142,0.3871192042256834,8.854126650466903,6.34608865951573,0.18418078084497067,53.83193159692081,92.61895392848615,0.24242464315478557,0.621404705882353,11.23046875,0.40775217818034487,0.27415049729970364,0.27549202004091194,88.84493076677306,0.28162192030778804,66262.47682141807
51,51,86.7237,15.6504,93,25.8506,0,117,117,23,137,23,1.01704,99.10427,0.0,0.0,0.46429,4.184,13.52025,0.0,0.0,127.0,43.65614,0.00019,3.15,2.817,-1.0,0.0,0.2952610317110091,0.3237662660804391,88.53384737323884,0.32655570270166534,0.8008585756473009,70647.41173574858,537.5007750590763,0.3870353843281857,9.200932716353162,6.361487333205575,0.18346222605751514,53.960658885814524,86.41452112203348,0.24229004058897288,0.6229470588235294,11.31274112654321,0.4080962432917179,0.27394038441969887,0.27529621351895756,89.86335879018765,0.2815889829745812,67486.2609976242
52,52,87.017,15.2956,93,25.4401,0,117,117,23,136,23,1.0146,99.62668,0.0,0.0,0.21429,4.177,13.53682,0.0,0.0,127.0,43.86411,0.00019,3.53,2.623,-1.0,0.0,0.2959517837719989,0.3234239309739401,88.49213160563033,0.3263170152752276,0.8046996166263681,70782.2632730734,535.9959206920524,0.38748418926106315,6.733990125373807,6.410399790137352,0.1838113332236721,54.119811258198304,91.28833568135282,0.24217561890238984,0.6255835294117648,11.447434413580247,0.4086301219271941,0.27383264817295966,0.2752327078283043,90.11867453337264,0.2819229816488937,68529.62007567375
53,53,87.1051,15.2948,94,23.8452,0,116,116,24,136,23,1.0116,99.96164,0.0,0.0,0.32143,4.189,13.22156,0.0,0.0,128.0,44.0704,0.0002,3.5,2.535,-1.0,0.0,0.296647332139872,0.3231699249821383,88.50346734385639,0.3261796219539907,0.8091348687128175,70936.5811967104,534.5529797935026,0.38833578371463656,5.129734876145451,6.317973475525879,0.18422135676827342,54.18467392156153,90.28182077094289,0.24203487048713634,0.6289878431372549,11.334538966049383,0.4093595714700142,0.2738222032342699,0.2752606833553089,90.37104792351367,0.2823956950362849,68762.9718846319
54,54,87.3854,15.1261,94,24.3053,0,116,117,23,136,23,1.00362,100.31706,0.0,0.0,0.35714,4.195,13.22602,0.0,0.0,128.0,44.2017,0.00019,3.53,2.757,-1.0,0.0,0.2968088813088712,0.3229415470914174,88.48386389896206,0.3259681927282548,0.8113524947560576,70807.90753026537,533.1587883471979,0.38962819504828056,5.262277254050669,6.3298553589905,0.18490245314463016,54.2978184076003,86.23384462889939,0.24195597120134976,0.6315100980392155,11.041087962962964,0.40990547597725085,0.27383797890204836,0.27537930643042197,90.26318709059153,0.28284602132889797,69491.69969529312
55,55,87.2838,14.8839,94,23.4892,0,116,116,23,136,23,1.00188,100.17774,0.0,0.0,0.17857,4.197,13.08742,0.0,0.0,128.0,44.23056,0.00017,3.53,2.433,-1.0,0.0,0.297131973816303,0.32270027906659904,88.48869743887946,0.3258281956741188,0.8091348687128243,71026.37041633994,531.816811443093,0.39103944970941523,7.606532879070069,6.360936448859557,0.18598405900909298,54.30731389551987,93.68233569509621,0.24199738040197918,0.6326741176470588,10.851466049382717,0.4105709016702928,0.2739796512023663,0.2754646407241132,90.4662976559024,0.2830584140164452,69485.11192927242
56,56,86.8627,14.535,94,22.5868,0,116,117,23,136,23,1.00592,99.7654,0.0,0.0,0.32143,4.177,12.8752,0.0,0.0,129.0,44.19275,0.00022,3.51,2.563,0.125,0.0,0.2973258493670043,0.3224378096492235,88.51162949204932,0.3257990480493742,0.809134868712829,70806.09890025704,530.5604135847674,0.39190725277414723,7.295128729464086,6.332047109888859,0.18792541158145748,53.8613725827064,86.61419215478955,0.24201523298577432,0.632508274509804,10.52980324074074,0.4110753522873287,0.2741286540430751,0.27550592539947144,90.0476487375191,0.2832560057630109,68482.80196981785
57,57,86.8726,14.6949,94,21.2653,0,116,117,23,136,23,1.01361,99.87214,0.0,0.0,0.53571,4.165,12.57473,0.0,0.0,129.0,44.15785,0.00022,3.54,2.551,-1.0,0.0,0.29737272509171464,0.32239971871131795,88.50275057767824,0.3257788076867835,0.8069172426695973,70817.86169754084,529.3746389913721,0.3925863639349853,4.110883360721293,6.224988198668305,0.1897207923213484,53.967570552119504,93.60157542399048,0.24187455994679563,0.6329462745098039,10.24392361111111,0.4116275988931609,0.2742978041797845,0.2756080318475592,90.32811646744435,0.28330945532982904,68368.40744584857
58,58,86.3755,14.8564,94,21.9012,0,116,117,23,136,23,1.00145,99.38794,0.0,0.0,0.67857,4.191,12.70762,0.0,0.0,129.0,44.10257,0.00025,3.55,2.703,-1.0,0.0,0.2975254647370049,0.32236251522155207,88.52489351434164,0.32588375319915025,0.8069172426695991,70522.48500744667,528.2578176999737,0.3935650048208757,4.7079410811508335,6.2191352218507525,0.19059730330762528,53.89818375198929,93.61947170690371,0.24158158612842334,0.6331059411764703,10.024353780864198,0.41256109209854885,0.2744175680550501,0.2756682698765853,90.61302624245741,0.28360455389938294,67116.60953732005
59,59,86.5639,14.6817,94,19.7782,0,116,117,23,136,23,0.99973,99.60868,0.0,0.0,0.32143,4.188,12.85888,0.0,0.0,129.0,44.12126,0.00023,3.54,2.958,-1.0,0.0,0.29776095197063435,0.32230488153076065,88.51323556238326,0.32589884776248595,0.8091348687128234,70698.08695965515,527.1913195669621,0.3944909550194935,6.071284562758107,6.211568182223182,0.19111832055331307,53.85127446680893,90.9410971447464,0.2415077668660512,0.6350286274509805,10.028501157407407,0.4133109088877545,0.2746283975908377,0.2757217593924566,90.98280422985087,0.2838974535184865,67776.7416100435
60,60,86.3728,14.564,94,21.0796,0,116,117,23,136,23,1.00885,99.3563,0.0,0.0,0.5,4.194,12.70832,0.0,0.0,129.0,44.15998,0.00015,3.53,2.821,-1.0,0.0,0.29654732871343126,0.321813085983792,88.52057467355735,0.3249649696111131,0.8069172426696013,70615.78889906999,526.1631558339842,0.3939283401115267,5.772610176769356,6.226525940631087,0.19176839346351138,53.67037398726852,93.41266664703774,0.24049475330305464,0.6355749019607844,10.132523148148149,0.4146361263921471,0.27430271581922105,0.2765014298802053,90.82611454927539,0.2839013426050499,67199.5278140239
61,61,86.5271,14.2065,94,20.4823,0,116,117,23,136,23,1.01521,99.4218,0.0,0.0,0.28571,4.212,12.60082,0.0,0.0,128.0,44.21513,0.00021,3.51,2.955,-1.0,0.0,0.29534646874954806,0.32141486270333275,88.52149409748361,0.32412326615386505,0.8046996166263751,70619.36264886313,525.1468342176252,0.3927610625157376,6.160568955236551,6.247809994396457,0.19246116472064462,53.6128881007065,88.64214315022329,0.23933876615429192,0.6371980588235294,10.325472608024691,0.41597257516465275,0.27398417074792386,0.27720654031750913,91.35147351417854,0.28405352560390895,67485.4561489866
62,62,86.5891,14.4415,94,20.8954,0,116,117,23,136,23,1.00951,99.43686,0.0,0.0,0.25,4.204,12.28348,0.0,0.0,128.0,44.19951,0.00015,3.54,2.914,-1.0,0.0,0.294962637215208,0.3214130169165814,88.53331901959395,0.32401260612481214,0.8046996166263677,70249.87590744211,524.1319021469111,0.3915560025880142,8.016637546445596,6.172541829242217,0.19278159771402265,53.34130181206598,93.84515700246183,0.23874036614877323,0.6373658823529411,10.35059799382716,0.4178661921388564,0.2737759015218536,0.27809431055260914,92.5306645424948,0.28470867179142106,67537.25955637885
63,63,86.4554,14.778,94,21.1813,0,116,117,23,136,23,0.99871,99.34189,0.0,0.0,0.21429,4.19,12.48862,0.0,0.0,128.0,44.24759,0.00012,3.18,2.522,-1.0,0.0,0.29436103351357396,0.3215176423869804,88.54828692066674,0.323864050745949,0.8069172426695932,70526.42379731782,523.1443539672697,0.39060658542563703,6.5027932105783535,6.238023272582416,0.1938795743270961,53.232858163339124,94.05182023345105,0.2383260430350172,0.6381623529411764,10.36935763888889,0.41980539710739645,0.27349775788463615,0.27877168372037964,92.26130696152238,0.28508719336644467,67512.28783257224
64,64,86.2661,14.9636,94,22.2593,0,116,117,23,136,23,1.00269,99.07888,0.0,0.0,0.46429,4.211,12.78568,0.0,0.0,128.0,44.33202,0.00012,3.14,2.583,0.125,0.0,0.2936855006670061,0.321491352178847,88.62825394520777,0.3240612147470725,0.8046996166263671,70521.76510460956,522.1999382996046,0.3898567366875059,3.909834731664413,6.262484816870451,0.19367037789449354,53.2217748194565,92.01890964837138,0.2383872106988793,0.6392626666666624,10.328751929012345,0.42149809535165544,0.2732648956539824,0.2791060751800831,92.64607185952065,0.28478050056248877,67019.6744574049
65,65,86.1239,15.2949,94,20.9069,0,116,117,23,136,23,1.00387,98.92211,0.0,0.0,0.28571,4.222,12.96294,0.0,0.0,128.0,44.41931,0.00019,3.14,2.532,-1.0,0.0,0.29334188377656156,0.321567790368117,88.65582145326711,0.32444438980321266,0.8030762016905344,70430.56895058585,521.3042456038213,0.3887846965214248,4.285519661517946,6.278307346149601,0.1936201383601196,53.13003031412761,93.53990622821661,0.2386123515636489,0.6418541176470587,10.451774691358025,0.4226296261934909,0.2731751078916808,0.2792528868939258,92.72813474876132,0.28490801209761035,66622.31857132871
66,66,86.3445,15.3486,94,21.2426,0,116,117,24,136,23,1.00425,99.01366,0.0,0.0,0.25,4.2,13.25536,0.0,0.0,128.0,44.52488,0.00013,3.13,2.497,-1.0,0.0,0.2926893121819191,0.321034470212177,88.61160759267163,0.3245160409049422,0.8008585756472976,70477.78590042584,520.459972836582,0.38762699447195176,4.539354251848876,6.3649245730994215,0.1933834352991029,53.04853312174479,93.45269413938534,0.23867311436168612,0.6441305882352941,10.653452932098766,0.4232549631841788,0.27326857931409615,0.2787134093778157,92.84607145146911,0.28443532303447305,67232.34825419335
67,67,86.5256,15.5767,93,21.2622,0,116,117,24,135,23,1.01039,99.16134,0.0,0.0,0.25,4.195,13.3,0.0,0.0,129.0,44.71873,8e-05,3.09,2.404,-1.0,0.0,0.29234785741952174,0.3205929113811113,88.64374275389622,0.3246869885970607,0.7986409496040722,70401.26121064849,519.6050179096225,0.3868348676393631,5.2812181035167605,6.387831157409855,0.19211509944321173,53.03976854865934,89.62503824293887,0.23861244739674012,0.649129411764706,10.906153549382717,0.4238912399258578,0.273258875717663,0.2778307949559953,94.46178768979865,0.284139439088229,67724.80054558889
68,68,86.3741,15.7671,93,21.2208,0,116,117,24,135,23,1.02011,98.87713,0.0,0.0,0.25,4.21,13.48211,0.0,0.0,128.0,44.77607,8e-05,3.12,2.224,-1.0,0.0,0.2918391087681494,0.32018423125944817,88.67964233005685,0.3250494850173158,0.7887412416027241,70332.02934697535,518.776810247898,0.3863701822006826,5.526843813434559,6.399660178373735,0.19200347401738638,52.97229286476418,88.70848906996561,0.2386337823174542,0.650909411764706,11.10132137345679,0.42437822220294646,0.2732356374074136,0.2769765065214297,95.15890003095828,0.2844377248598807,67289.21994627536
69,69,85.6912,16.1552,92,21.5112,0,116,117,23,135,22,1.0134,98.1171,0.0,0.0,0.21429,4.209,13.63637,0.0,0.0,128.0,44.71449,8e-05,3.12,2.152,-1.0,0.0,0.2912319652490976,0.3202158384928622,88.72118496475571,0.32526474481912937,0.7865236155594877,70309.42563256985,517.9938102648445,0.386329993763471,5.543775602544676,6.3743859771469875,0.19253119065816704,52.928026740933646,93.15126174671077,0.23850277572498388,0.6509023529411764,11.151716820987655,0.4255048876682765,0.2731822343521562,0.27625871127757473,94.64644943664163,0.2848340459133672,65645.33597664583
70,70,85.0332,16.2383,91,22.7402,0,117,117,23,135,22,1.00078,97.24404,0.0,0.0,0.25,4.222,13.97899,0.0,0.0,128.0,44.49617,6e-05,3.1,2.41,-1.0,0.0,0.29028825576339534,0.31994773284782885,88.79088209375645,0.3250331873231814,0.7820883634730232,70159.45636491479,517.2384696579495,0.3863603393038454,5.092523767936084,6.512649629411461,0.19338644487951429,52.66390294204524,92.77636520393165,0.23835637394564366,0.649866333333333,11.319782021604938,0.42645984029941714,0.2729676043497909,0.27578255809062097,94.24972718143415,0.2846163430471872,64424.20859704864
71,71,84.7672,16.515,90,23.4255,0,117,117,23,135,22,0.9976,96.77623,0.0,0.0,0.32143,4.232,14.03842,0.0,0.0,128.0,44.28605,9e-05,3.11,2.273,-1.0,0.0,0.28956467720335194,0.3199042852584443,88.83469294029851,0.3246898787521807,0.7727828665790674,70103.04561323015,516.5102903941098,0.3863816791736199,5.510259043276979,6.468411565966439,0.19397666926289206,52.67419678487896,93.0212048945376,0.23862560605043948,0.6483184313725491,11.76417824074074,0.4271601187301024,0.2728933293148591,0.27527814524231975,94.01682927646395,0.28508175360098537,63950.0514478286
72,72,84.3696,16.8426,90,21.121,0,117,117,23,135,22,0.99702,96.36057,0.0,0.0,0.53571,4.197,14.28857,0.0,0.0,129.0,44.1173,0.0001,3.1,2.198,0.125,0.0,0.2889347888545756,0.319970284512593,88.87671049679977,0.3247394454782776,0.7699710294284406,70116.64826277012,515.8178132522719,0.3864348449163115,6.237682867566238,6.381327714225915,0.19465013177034152,52.57061861768181,91.49488192315219,0.2390415096808113,0.6469878431372549,11.78149112654321,0.4272058148495625,0.2729886236767519,0.27469672087129426,94.25610570525726,0.2855159035861539,62735.3835238607
73,73,84.0305,16.8266,89,22.5906,0,117,117,23,135,22,1.00549,95.84774,0.0,0.0,0.5,4.227,14.56401,0.0,0.0,130.0,43.94973,6e-05,3.13,2.108,-1.0,0.0,0.28878188988959436,0.31959582262589253,88.94013087429741,0.32462730037326065,0.7683476144925985,70086.5129474918,515.1704540988334,0.3866278079984712,7.074700506566178,6.401812726038583,0.19515539780963992,52.43902908136815,84.95543660623838,0.239462315870989,0.6453603921568628,11.738088348765432,0.4272869141026347,0.27311566935269244,0.27418253763224454,94.36932997396063,0.2862241373166541,61989.97110811257
74,74,83.6508,17.0219,89,23.4165,0,117,117,23,135,22,1.00645,95.46104,0.0,0.0,0.64286,4.214,14.54482,0.0,0.0,129.0,43.68607,8e-05,3.13,2.047,-1.0,0.0,0.28840167703764236,0.3191133707465638,88.97209705699204,0.32426298560827604,0.7616947363629158,70002.97956326205,514.550760875714,0.3869993099277398,6.438499085660101,6.409878363733596,0.1960412918112855,52.36137691544898,91.88038125450942,0.23968660467359068,0.6417576862745097,11.826726466049383,0.4271890932269186,0.27339110933830524,0.2736067958879662,94.35024273938515,0.28652155335476454,60837.426442488606
75,75,83.286,16.5533,88,23.1709,0,118,117,23,135,21,1.00871,94.96907,0.0,0.0,0.5,4.204,14.70772,0.0,0.0,129.0,43.43204,7e-05,2.63,2.027,-1.0,0.0,0.2880735365213436,0.31857620801362674,88.99891471593901,0.32382667317980107,0.7616947363629117,69969.31125907719,513.9480114664316,0.38751978819552846,7.248197979056404,6.402420440237424,0.19857755571066565,52.141743035964026,90.22309807411955,0.23986567568978712,0.6392878431372535,12.021170910493828,0.4267483831145237,0.2741455031679568,0.27296350620348947,94.16943119326642,0.2867290981085606,60130.79721757113
76,76,83.1307,16.5645,88,21.9988,0,118,117,23,135,21,0.99494,94.65054,0.0,0.0,0.53571,4.197,14.29628,0.0,0.0,129.0,43.36593,5e-05,3.14,1.878,-1.0,0.0,0.28773483739936406,0.3180852071845324,89.00592352963051,0.3234321487746592,0.7616947363629071,69851.96295409794,513.3623545372923,0.3877419543206105,7.0843559378934975,6.405692437846348,0.1998237009161667,51.989790739836515,90.84566906626235,0.24022316675131014,0.6400050980392156,12.286024305555555,0.4263728544659409,0.2746486808403927,0.2725239468975546,94.20039880698396,0.2867800691490294,59728.514340448906
77,77,82.785,16.4879,87,22.8755,0,118,117,23,135,21,0.98355,94.18556,0.0,0.0,0.46429,4.193,14.29627,0.0,0.0,129.0,43.27093,7e-05,3.17,2.03,-1.0,0.0,0.2874983811085953,0.3177221939040549,89.03692862983505,0.32276225925492075,0.7572594842764534,69696.18604260466,512.8084642077337,0.3877165894351074,6.363107737022081,6.325195261832526,0.20004453173742526,51.701056021231196,91.53475330460418,0.24076999484954328,0.6397301960784314,12.544801311728396,0.42595651330727613,0.27532812986128075,0.2723963262757084,94.67383756270402,0.2867160286859507,58900.51397847649
78,78,83.046,16.8194,87,21.6548,0,118,117,23,135,21,0.9877,94.43025,0.0,0.0,0.46429,4.213,14.24227,0.0,0.0,129.0,43.39411,8e-05,2.67,2.036,-1.0,0.0,0.28756263915183555,0.31704988496831055,89.00615048426054,0.3223843467758372,0.7556360693406176,69663.37752861163,512.2623185410146,0.387735807585114,8.348437870352651,6.350681724973594,0.20070339984143015,51.54202892162182,91.15584002304715,0.24113904079704418,0.6388858823529412,12.659529320987655,0.42598732275913126,0.27598595062551134,0.2721973102871491,96.27482054673581,0.2867745343328942,59415.361378539346
79,79,83.3439,17.5145,87,23.1375,0,118,117,23,135,21,0.99584,94.62276,0.0,0.0,0.42857,4.231,14.55463,0.0,0.0,129.0,43.54186,0.00012,3.17,1.944,-1.0,0.0,0.28782183619932683,0.3164904048974403,88.98319044265912,0.3218588670755185,0.7550418582332159,69748.36717004713,511.71366052547364,0.3874523895489506,8.455515966607354,6.369520725363356,0.2016522503802894,51.10836283365885,87.23843564584949,0.24136754884045844,0.6416219607843138,12.872202932098766,0.42604893431527663,0.2766310406819872,0.27195403636245524,95.43849900556847,0.2870266441690507,59833.55762152637
80,80,83.5504,17.2848,87,24.0955,0,118,117,23,135,21,0.99968,94.61168,0.0,0.0,0.35714,4.223,15.14114,0.0,0.0,130.0,43.73421,7e-05,2.29,2.004,0.125,0.0,0.28807369490839885,0.31574468929363225,88.98667604505123,0.3212514268419242,0.7512008172541593,69861.94759216788,511.14816921009566,0.38730941959133,8.146320501258018,6.43743773442659,0.20251753766241332,50.82525144977335,83.7930154841078,0.24158987778800572,0.644558431372549,12.983506944444445,0.42595629219080816,0.2773989886073335,0.27168229737064664,96.13570305256317,0.287662106187292,60170.486967449106
81,81,83.687,16.5648,87,22.3891,0,118,117,23,135,21,1.0139,94.69755,0.0,0.0,0.14286,4.204,14.91993,0.0,0.0,129.0,43.76679,7e-05,3.12,2.159,-1.0,0.0,0.28812229781692855,0.3153287716424345,88.96176956841401,0.32089116810929735,0.7512008172541575,69760.7746604493,510.59359267749863,0.3868864727546899,7.501917581304972,6.3501742922274715,0.20379866450284675,50.71828922224634,90.26805684240253,0.24180106693322356,0.6444178627450978,13.307773919753087,0.42593372402125435,0.2782865294318716,0.2710160098220166,97.08538149502456,0.28837172072661843,60050.49267785013
82,82,83.7384,15.7066,86,22.2217,0,118,117,23,135,21,1.01435,94.65166,0.0,0.0,0.32143,4.207,14.30216,0.0,0.0,129.0,43.80274,8e-05,1.69,2.2,-1.0,0.0,0.28847022461754185,0.3152925206306415,88.94163682461948,0.3206514475737224,0.7495774023183284,69729.3471955264,510.028545461713,0.38626410786000026,7.76370460856428,6.335860723574903,0.20503202551571853,50.747542204680265,91.00612007878543,0.2417834001421932,0.6446172549019609,13.218653549382717,0.42574536191398393,0.27946068348490194,0.27041598112117216,96.50517454121005,0.2891805026698551,60052.48248798292
83,83,83.6721,15.8601,86,21.2546,0,118,117,23,135,21,1.00396,94.61535,0.0,0.0,0.39286,4.212,13.56404,0.0,0.0,130.0,43.86726,7e-05,1.68,2.294,-1.0,0.0,0.2890043321163326,0.3154076891623809,88.97184951013472,0.3204084683750195,0.7473597762750899,69792.91962200393,509.4605089694449,0.3855851479400434,8.026627612312863,6.230605672694358,0.20620853944313325,50.66625995400511,90.20382009011115,0.24190365540155448,0.6456047058823529,13.210310570987655,0.42570842222328575,0.2804853662167175,0.2697415837811767,96.13930093861991,0.2898105211960595,60113.69281925286
84,84,83.6905,15.6783,86,21.2578,0,118,117,23,135,21,0.99525,94.63416,0.0,0.0,0.17857,4.217,13.70738,0.0,0.0,130.0,44.05219,5e-05,2.26,2.472,-1.0,0.0,0.2899001658719295,0.31527011197811416,88.98564717490324,0.32010540946632793,0.7489831912109249,69750.45423487764,508.87408822794436,0.3850138895130123,8.79249462350273,6.212746367898947,0.20727889142067493,50.62364422833478,88.85243979006044,0.2420030682811433,0.649220901960784,13.195842978395062,0.42536615465640404,0.28141313427570563,0.2689343488169232,96.0875740630891,0.2906991064314905,60253.776685965095
85,85,83.7539,15.454,86,20.0741,0,119,117,23,135,21,0.9965,94.76011,0.0,0.0,0.42857,4.21,13.56068,0.0,0.0,130.0,43.83515,7e-05,1.66,2.243,-1.0,0.0,0.2907711983918938,0.31516601032308555,88.97313645113691,0.319761013684313,0.7473597762750925,69895.30969144673,508.27918284751865,0.38437257039722117,8.372711511906603,6.294492201365037,0.20699437581907904,50.56442072362075,90.29584734992423,0.2422488154810215,0.6461914705882335,13.126591435185185,0.4249804323627814,0.2822669938040915,0.2680534151558756,96.22261189130776,0.29181415842746905,60454.49453052397
86,86,83.8266,15.3391,86,20.6148,0,119,117,23,136,21,0.9975,94.85981,0.0,0.0,0.46429,4.22,13.3743,0.0,0.0,130.0,43.68569,7e-05,1.67,2.31,-1.0,0.0,0.2915375762004316,0.31537262898937846,88.95400260819372,0.31919612347563703,0.7451421502318657,69859.19497604144,507.67705757131023,0.38403751194499536,8.956123545164111,6.241247652577365,0.207026665616674,50.59360551245419,89.99806050054059,0.24252352917682246,0.6452345098039216,13.369984567901234,0.4247603883632552,0.2823808094118306,0.26666332669392545,95.4182591751775,0.29248759036571403,60530.558453386555
87,87,83.8643,15.1739,87,22.0098,0,119,117,23,136,21,0.99159,94.97221,0.0,0.0,0.5,4.232,13.27771,0.0,0.0,130.0,43.48103,5e-05,3.13,2.417,-1.0,0.0,0.29174445367542534,0.3154739063495554,88.95015240391386,0.31877236424012795,0.7512008172541552,69889.80686913298,507.06011007104985,0.3843470052780261,7.521140853670972,6.205207041280277,0.20541435437984493,50.467180040147575,88.67673315242831,0.24287431879378638,0.643942549019607,13.35691550925926,0.42467373219489934,0.2829213007423692,0.26568150639205984,94.8164688686798,0.29348253455542805,60875.8647553991
88,88,83.9924,14.6921,87,20.4837,0,120,117,23,136,21,0.97871,95.27383,0.0,0.0,0.46429,4.218,13.14482,0.0,0.0,130.0,43.23209,5e-05,3.13,2.709,0.125,0.0,0.29275690466398624,0.3156074438954805,88.9638361829642,0.31822441738254753,0.7512008172541588,69807.91401648114,506.4370161869504,0.3851882083129299,4.63871530343011,6.208561897669327,0.2055180937516086,50.516067128122586,83.53702318412559,0.2431876065640322,0.6432887058823527,13.456114969135802,0.4243614559569558,0.2827768401109839,0.26443347949155593,94.27794569531403,0.2941829155169464,61118.72377801196
89,89,83.7956,14.8899,87,20.8774,0,120,117,23,136,20,0.97678,95.24747,0.0,0.0,0.42857,4.234,12.72009,0.0,0.0,130.0,43.02481,0.00012,3.54,2.492,-1.0,0.0,0.2937047550679909,0.31557176712307594,88.99880524579815,0.31746333070651134,0.755636069340618,69811.11599903059,505.7933910551865,0.38616417082265125,8.621327389105764,6.16729186958341,0.2066206389488597,50.60034725989825,87.24684509080575,0.2432070972396245,0.6421768627450981,13.37181712962963,0.4238629648244351,0.282492334823839,0.26323356836357975,94.18012503133927,0.29501448456867274,60893.523148095446
90,90,83.5591,15.2423,87,20.9065,0,120,117,23,136,21,0.98904,95.16268,0.0,0.0,0.53571,4.234,12.88584,0.0,0.0,129.0,42.91212,0.00011,3.11,2.519,-1.0,0.0,0.29465433454956486,0.3157018958190551,89.00568776026965,0.316769665759361,0.7600713214270792,69816.31432265349,505.15652720145596,0.3869757836270763,7.224038183923308,6.2420331424991335,0.2065852260658017,50.610815165955344,85.96791653500038,0.243253584312335,0.6419811568627452,13.255787037037036,0.42369823199789736,0.2815326825330907,0.2619835388583259,94.80626444434058,0.29483270473451195,60753.66259554034
