,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,cubcol.0.5,noise,cubcol.1.0,cubcol.0.3,cubrow.0,temporal,cubcol.0,cubrow.1.0,movement,blur,cubcol.0.6,blockiness,tone,contrast,cubrow.0.6,fft,saturation,cubrow.0.5,uhdhdsim,cubrow.0.3,color_fulness
45,145,48.5377,2.6689,31,3.86942,0,116,133,8,125,7,0.99002,47.18684,0.0,0.0,2.57143,5.18,2.17851,0.0,0.0,128.0,55.12806,5e-05,0.73,1.04,-1.0,0.0,613.97395676759,0.15603700831780154,0.5438584978950027,0.025185509025530822,0.04295673806977838,0.1079390548187532,2.9054529804498537,0.01980172716091163,0.14147912981171756,0.6943479938271605,21309.856074284588,0.1558667700933786,2.197690265098274,0.7736799999999999,88.40415904941645,0.15398325404315089,65829.56519141671,33.73415704421055,0.25318289222204843,92.1390724047567,0.21813559061144464,162.8552029965534
46,146,48.5192,2.67651,31,3.91277,0,116,133,8,125,7,0.99107,47.17353,0.0,0.0,2.64286,5.142,2.22492,0.0,0.0,128.0,55.13732,8e-05,0.73,1.044,-1.0,0.0,613.9703730308412,0.1558957849566984,0.5394232458085539,0.02514776418483602,0.04300359161372429,0.10792075252430072,2.9276154177871487,0.019789174555077498,0.14145547218633278,0.7010513117283951,21330.045385624388,0.1559696907469172,2.5586738421190796,0.773121568627451,90.91685383073514,0.1540745754349486,65889.71422815582,33.64556903603636,0.25321159920900277,92.15644916087236,0.21813914650117852,162.87987580657156
47,147,48.5648,2.68564,31,3.95615,0,116,133,8,125,7,0.9885,47.19879,0.0,0.0,2.35714,5.152,2.23372,0.0,0.0,128.0,55.15799,2e-05,0.73,1.032,-1.0,0.0,613.9719440431242,0.15569422790059043,0.5394232458085573,0.025177360767102128,0.0430143401216378,0.1079400963092659,2.944908271687297,0.01976624135402228,0.1415750876966601,0.6704764660493827,21389.966496746703,0.15595942440368568,2.3276162679352206,0.7729290196078431,87.12932026024329,0.1541805979274488,65869.25065914635,33.72058406876929,0.25325979741883836,92.14214042518661,0.21818332537872645,162.85668205599939
48,148,48.5322,2.67048,30,3.97661,0,116,133,8,125,7,0.99029,47.17528,0.0,0.0,2.35714,5.122,2.23916,0.0,0.0,128.0,55.15056,5e-05,0.72,1.044,0.125,0.0,613.965999862203,0.15553035389638695,0.5394232458085507,0.025179822162787614,0.04304808957445637,0.10791939765152313,2.9449366017318885,0.019738330560863174,0.14166923494813813,0.6637731481481481,21330.138235502607,0.15593743955078,2.385712717737673,0.7729552941176471,90.71134248342776,0.1542003083669415,65856.61267983663,33.73759780695409,0.25329275552567565,92.12221820450713,0.21818367617129697,162.83274280206098
49,149,48.5561,2.65213,31,3.9524,0,116,133,8,125,7,0.98707,47.18507,0.0,0.0,2.82143,5.148,2.22705,0.0,0.0,128.0,55.11405,5e-05,0.73,1.03,-1.0,0.0,613.9753370716434,0.15537066633731247,0.5372056197653278,0.025134083464415966,0.04306308257384427,0.1078917813903869,2.94114890260319,0.019729173558235214,0.14181819386141212,0.6578896604938271,21342.45138649693,0.1559271345943076,2.269833154448448,0.7711650980392157,93.26004106944792,0.15427325605527303,65858.80804785152,33.7242177327474,0.2533544094807338,92.11207918123407,0.21822305913892312,162.8438299980353
50,150,48.5438,2.71703,31,3.83009,0,116,133,8,125,7,0.98609,47.18099,0.0,0.0,2.64286,5.125,2.20986,0.0,0.0,128.0,55.10913,7e-05,0.72,1.043,-1.0,0.0,613.9596864378319,0.15507466609062348,0.5394232458085509,0.025185573932877462,0.04311548613837079,0.1078884677735999,2.949694202998627,0.019746074168833953,0.14189902928115625,0.7036072530864198,21294.48542283579,0.15595969070470458,2.412573570124775,0.770674117647059,91.4589882455241,0.15431795249721258,65884.98464126364,33.60259802547502,0.2533637916478787,92.08592766746817,0.21825195417085969,162.8572031182869
51,151,48.5584,2.73929,31,3.86002,0,116,133,8,125,7,0.98256,47.18206,0.0,0.0,2.57143,5.167,2.26606,0.0,0.0,128.0,55.1212,4e-05,0.73,1.039,-1.0,0.0,613.9614105195495,0.15466039723707137,0.5416408718517799,0.025139321164902927,0.04311392540059542,0.10790259402826868,2.977332623105976,0.019704583329235116,0.1419368950648523,0.7338445216049383,21257.235103852756,0.1559818726994491,2.415991173549792,0.7701462745098039,90.83434506846153,0.15432176208594917,65873.49375241016,33.74351426112799,0.2534027038295837,92.08287659680678,0.21827868389245292,162.90414414568625
52,152,48.585,2.89768,31,3.87473,0,116,133,8,125,7,0.98549,47.18237,0.0,0.0,3.03571,5.14,2.28695,0.0,0.0,128.0,55.13417,5e-05,0.72,1.022,-1.0,0.0,613.9467365010678,0.15424796501538818,0.5372056197653239,0.025099530784023286,0.043165426407305446,0.10791736270509285,2.9847331015088767,0.019685618598431806,0.14192485255906248,0.7567997685185185,21330.39776921025,0.15601880197925483,2.2845799799245254,0.7698913725490196,89.81979346123337,0.1543529698959433,65857.98232582462,33.68545871310764,0.2534417296453911,92.061246229486,0.21831695100993098,162.90202509959508
53,153,48.5819,2.8244,31,4.24518,0,116,133,8,125,7,0.98582,47.16354,0.0,0.0,2.39286,5.172,2.42938,0.0,0.0,128.0,55.14621,2e-05,0.73,1.022,-1.0,0.0,613.9438943289854,0.1538866468420003,0.5394232458085543,0.025138156617451276,0.04316269803091685,0.1079106236187556,3.042339024918353,0.019679186167173915,0.14184134482884905,0.8233506944444444,21359.960774281175,0.1560739285110445,2.551745784676797,0.7692305882352942,92.73643813367477,0.1544201311117655,65889.22664310552,33.702350946120276,0.25348568668209315,92.08749203242213,0.21836722544254378,162.90500377672376
54,154,48.61,2.78791,31,4.27677,0,116,133,8,125,7,0.98775,47.18586,0.0,0.0,3.21429,5.144,2.36264,0.0,0.0,128.0,55.16237,4e-05,0.73,1.035,-1.0,0.0,613.9259505702004,0.15361165673325655,0.5416408718517783,0.025105292592593087,0.043222115453433976,0.1078832183804985,3.0160409783141824,0.019642510015885236,0.14171926506211177,0.8838252314814815,21448.217116190306,0.15606860679701517,2.69642645173989,0.7696764705882352,89.82408301277715,0.1543740800717523,65924.16231756564,33.639092904550054,0.25350600989901895,92.05239824483365,0.21838340357794908,162.86065834663538
55,155,48.5857,2.87853,31,4.13374,0,116,133,8,125,7,0.98956,47.16443,0.0,0.0,2.57143,5.156,2.33057,0.0,0.0,128.0,55.18251,6e-05,0.72,1.072,-1.0,0.0,613.9168978131627,0.15344046069210587,0.5394232458085525,0.02506961282213579,0.04322226355668175,0.10788464038101,3.0277508068795345,0.019679763667217347,0.1415612802129669,0.9869309413580247,21412.02901677295,0.1561173014477041,2.746649188212218,0.7692227450980393,89.75491265074251,0.15431716650394137,65875.27613160101,33.70829848301263,0.2535377273882221,92.08769942117577,0.21845739004768558,162.92222181676897
56,156,48.5262,2.91983,31,4.04698,0,116,133,8,125,7,0.98847,47.11525,0.0,0.0,2.89286,5.177,2.40932,0.0,0.0,128.0,55.16599,5e-05,0.73,1.034,0.125,0.0,613.8935411259214,0.15348892902323621,0.5438584978950055,0.025055279182512206,0.04328125784612506,0.1078471184688343,3.1070081348295693,0.019695952782691296,0.14145107715564947,1.0308641975308641,21362.090674497915,0.15613260029011627,2.571943733097089,0.7692007843137255,90.81179221812612,0.15425556531380893,65886.68921165106,33.56059472354842,0.2535770828070194,92.08588513969494,0.2185376052918677,162.91927532794807
57,157,48.6068,2.91834,31,4.13941,0,116,133,8,125,7,0.99309,47.19302,0.0,0.0,2.89286,5.128,2.44682,0.0,0.0,128.0,55.18533,5e-05,0.72,1.023,-1.0,0.0,613.8822016377828,0.1536460442216583,0.5438584978950104,0.025066074988716318,0.04330294530812961,0.10786411075245979,3.1127283226450566,0.019672200157394806,0.14143755769725236,1.0656828703703705,21412.215251577018,0.15617010686877467,2.6872972056208604,0.7691929411764706,89.98919385714805,0.1542199354820144,65875.32054472445,33.61842327353395,0.25357859611511246,92.06540981092965,0.21859036293870376,162.90834958805442
58,158,48.6026,2.92992,31,4.15087,0,116,133,8,125,7,0.98645,47.18643,0.0,0.0,2.60714,5.146,2.44504,0.0,0.0,128.0,55.16398,5e-05,0.73,1.021,-1.0,0.0,613.8500397047962,0.15390724512314255,0.5432642867876128,0.025098832435605525,0.04331157816245056,0.10782923489358101,3.1023853276045856,0.019702859565884957,0.141410111044176,1.0924479166666667,21415.575248787347,0.156215401839888,2.568981356386704,0.7692007843137255,90.83069079105127,0.15418636592347656,65869.90067809327,33.574224401403356,0.2536035822047803,92.0340957984697,0.21867086794723,162.8835324122977
59,159,48.6391,2.8563,31,4.19812,0,116,133,8,125,7,0.98735,47.22365,0.0,0.0,3.03571,5.144,2.45415,0.0,0.0,128.0,55.18642,6e-05,0.73,1.008,-1.0,0.0,613.8304834944563,0.15418838463116594,0.5416408718517811,0.025058871385188294,0.04327048268713251,0.1078402695666467,3.1150087450501136,0.019711245135623775,0.1412784431775232,1.1490644290123457,21471.341858259373,0.15623265678576034,2.618463307103692,0.7691929411764706,89.96154233877355,0.15413298383261287,65919.64771922867,33.588750768590856,0.25359990108856206,92.04648544020559,0.2187513373388651,162.92940816026032
60,160,48.6381,2.95485,31,4.19935,0,116,133,8,125,7,0.98746,47.22614,0.0,0.0,2.71429,5.152,2.38786,0.0,0.0,128.0,55.15329,8e-05,0.72,1.036,-1.0,0.0,613.8017509733239,0.15441442778810535,0.5454819128308387,0.02501651234323969,0.04328046341583847,0.10779219664526694,3.0914860829594053,0.019761841368531548,0.141368506624674,1.2283468364197532,21476.37576579071,0.15627251588942861,2.6734617324103427,0.7691929411764706,89.78406681846333,0.15397545930524503,65934.87981840548,33.635487120828515,0.25362610396285173,92.02386778329932,0.21882665118173306,162.93245442169047
61,161,48.6679,3.1189,31,4.14191,0,116,133,8,125,7,0.99117,47.24848,0.0,0.0,3.0,5.141,2.47618,0.0,0.0,128.0,55.17107,5e-05,0.73,1.047,-1.0,0.0,613.7880662536602,0.1543274824507406,0.5394232458085545,0.0250293511641544,0.043304128162689685,0.10778905940632388,3.1370288552355152,0.01975085052637037,0.14154344701817168,1.296826774691358,21519.05889062868,0.156286481151137,2.376424768077748,0.7691929411764706,89.74098182629618,0.1537389445509643,65911.92557948093,33.62330627441406,0.25368068985535314,92.0245823214409,0.21891473829861213,162.9183882560129
62,162,48.6171,3.08978,31,4.37579,0,116,133,8,125,7,0.98778,47.20404,0.0,0.0,2.64286,5.131,2.62041,0.0,0.0,128.0,55.14607,2e-05,0.73,1.017,-1.0,0.0,613.7700365398839,0.15389682489518122,0.5454819128308349,0.025061729284870122,0.043291462175149606,0.10780558810274596,3.199331632915935,0.01972403538051064,0.14172379326487652,1.365258487654321,21423.841699005352,0.15632678793700805,2.662560425830532,0.7691929411764706,91.20772288087122,0.15352820918673585,65906.53806879807,33.60331556532118,0.25365955982585675,92.05150090279963,0.21900874574271925,162.93007916614127
63,163,48.7049,2.97669,31,4.33483,0,116,133,8,125,7,0.9895,47.29209,0.0,0.0,2.39286,5.123,2.59597,0.0,0.0,128.0,55.17326,4e-05,0.73,1.04,-1.0,0.0,613.7527115914203,0.15333626178089144,0.5432642867876114,0.025052477907304013,0.04325574964353637,0.10774234794682663,3.200370559900683,0.019778399272046228,0.14185371003934497,1.4399112654320987,21544.998144278878,0.15635287375011686,2.613083295796506,0.7691929411764706,90.0230660587292,0.15327772932555264,65958.51797143994,33.57682235152633,0.25366154299015337,92.03195537764246,0.21906370251265245,162.9179865975333
64,164,48.6715,2.88122,31,4.18143,0,116,133,8,125,7,0.99383,47.29827,0.0,0.0,3.14286,5.19,2.49525,0.0,0.0,128.0,55.14877,5e-05,0.73,1.012,0.125,0.0,613.7434782076343,0.15278069432470057,0.5394232458085555,0.025075513650432615,0.043268167105750606,0.1076996392618948,3.1399474309018554,0.01975701045601886,0.14197999766648087,1.4898726851851851,21423.332460455687,0.15640340557162105,2.550572568178485,0.7691929411764706,90.22226962997324,0.15310113639923276,65902.13215794452,33.61401800461758,0.2536522502760713,92.03942814474401,0.2190864048612194,162.8434458125131
65,165,48.7261,2.97166,31,4.2927,0,116,133,8,125,7,0.99355,47.35297,0.0,0.0,2.92857,5.115,2.41431,0.0,0.0,128.0,55.17097,8e-05,0.72,1.039,-1.0,0.0,613.7408457379564,0.1522150284825592,0.5416408718517736,0.02509295627843667,0.04328343016258752,0.10766501516670733,3.093020084738986,0.01975872182310041,0.1421495704415415,1.5542052469135803,21529.419540874682,0.15649372337866155,2.632969202781437,0.7691929411764706,90.31023978090383,0.15297515849623058,65953.85636471763,33.58039253140673,0.2536360565280403,92.01900081852749,0.21908874354108945,162.90327987799304
66,166,48.7038,2.96611,31,4.15101,0,116,133,8,125,7,0.99393,47.34672,0.0,0.0,3.25,5.153,2.49194,0.0,0.0,128.0,55.14418,3e-05,0.72,1.051,-1.0,0.0,613.731762022109,0.15151282810537448,0.5388290347011565,0.025139034528814847,0.04332227991787217,0.10764951313328482,3.1232010768702976,0.01974739360461948,0.1422822716817214,1.5942804783950617,21430.637544086894,0.15647513720916637,2.4365397007413514,0.7691929411764706,89.96711433707311,0.1528454624900868,65911.99707419716,33.53950104890046,0.2536394689936332,92.05506598084119,0.21906057641219312,162.84157834532311
67,167,48.7055,3.12843,31,4.10038,0,116,133,8,125,7,0.99479,47.3562,0.0,0.0,2.60714,5.14,2.4876,0.0,0.0,128.0,55.16906,7e-05,0.73,1.036,-1.0,0.0,613.7302152036717,0.15082644648151078,0.5394232458085523,0.025141659791401965,0.04331988846674537,0.1076454609626619,3.12308305402621,0.019718816389203142,0.1424646594597785,1.611207561728395,21424.700705974323,0.1565149617537303,2.622071547716315,0.7691929411764706,90.291344574467,0.15277163513061764,65957.83299211985,33.547999252507715,0.25369133900026236,92.04190179836195,0.21909026855664093,162.89111484982206
68,168,48.6754,3.34498,31,4.38453,0,116,133,8,125,7,0.99315,47.31727,0.0,0.0,3.0,5.12,2.63148,0.0,0.0,128.0,55.15251,3e-05,0.73,1.055,-1.0,0.0,613.7284931118569,0.15001083236156992,0.5416408718517806,0.025127459595331133,0.04331846606182464,0.10764012644309995,3.178090232065186,0.01972492017220163,0.14274914717308648,1.6401427469135803,21422.437548074213,0.15651469311063446,2.751847642143972,0.7691929411764706,89.98872842133704,0.1526551521247968,65878.42414071075,33.56828910921827,0.25372049753105447,92.04924760565842,0.21913250597832915,162.85676055490183
69,169,48.6681,3.53739,31,4.58908,0,116,133,8,125,7,0.99235,47.27756,0.0,0.0,2.35714,5.145,2.81943,0.0,0.0,128.0,55.15903,3e-05,0.73,1.025,-1.0,0.0,613.7328289594227,0.14934438846922818,0.5372056197653273,0.025154180604315943,0.04331359754717428,0.10763086079079182,3.262682746013116,0.019690338787156203,0.14297680733420318,1.6938657407407407,21380.847999359754,0.15650944688966953,2.6120441322779233,0.7691929411764706,90.42008559091256,0.15259021373733422,65886.82712263397,33.56036132058979,0.25376663988998405,92.01767177593109,0.2191471227359833,162.883230036307
70,170,48.5826,3.87892,31,4.60806,0,116,133,8,125,7,0.99325,47.1905,0.0,0.0,2.35714,5.162,2.98672,0.0,0.0,128.0,55.12235,5e-05,0.73,1.036,-1.0,0.0,613.7358835873617,0.14893221320378874,0.5416408718517777,0.025130070542796944,0.043318728237675276,0.10756254531467772,3.337163429377175,0.019703965152266387,0.14285909543637962,1.747926311728395,21244.89375141269,0.1565058958734253,2.5384158964828756,0.7689329411764706,91.04757071193566,0.15260734964000736,65831.22055315967,33.53373680585696,0.25380113100872936,92.0453426526062,0.2191601094691793,162.82489064541375
71,171,48.5101,4.32864,31,4.77574,0,116,133,8,125,7,0.99076,47.08326,0.0,0.0,3.10714,5.176,3.28348,0.0,0.0,128.0,55.14316,6e-05,0.73,1.065,-1.0,1e-06,613.749467933954,0.1484499518332447,0.5438584978950115,0.025114442182092106,0.04338220382244869,0.10761417862209653,3.443493045502469,0.01969386996461928,0.14270237023193078,1.8128375771604939,21137.37544536462,0.1565799111173682,2.639412679586583,0.7686274509803921,88.40981324603935,0.15276816685438763,65790.45542376518,33.62247062023775,0.2538550994471606,92.04086421024138,0.2191345170298423,162.88621098703837
72,172,48.415,4.67687,31,5.04842,0,116,133,8,125,7,0.98853,46.9852,0.0,0.0,2.82143,5.173,3.677,0.0,0.0,128.0,55.11768,4e-05,0.73,1.016,0.125,0.0,613.7581764095495,0.14796076810514122,0.5416408718517783,0.025150980682822177,0.043453686933490596,0.10755554178736729,3.56595004320702,0.019691135597944727,0.14254602557423188,1.8559992283950617,20970.678930992253,0.15660265685322972,2.4498234799189684,0.7689329411764706,90.48658046288722,0.1529552498706041,65696.45248367237,33.57396519036941,0.25391090836247543,92.07323824643355,0.21924124571233874,162.90016005220969
73,173,48.3966,4.92087,31,5.32655,0,116,133,8,125,7,0.98462,46.92528,0.0,0.0,2.78571,5.194,3.97621,0.0,0.0,128.0,55.17934,3e-05,0.73,1.043,-1.0,0.0,613.774455630588,0.14754682070893793,0.5454819128308436,0.025087911425796403,0.04349357820735452,0.10756754628028628,3.665898773583149,0.019684964258934137,0.14226311122538035,1.9574170524691359,20959.3450481629,0.15659243718303067,2.363622144394592,0.7702941176470588,91.71379846052882,0.15303104530460718,65662.51043024585,33.59392670054495,0.253946515064492,92.04444812220692,0.21933128927757545,162.94286652250628
74,174,48.3113,4.79508,31,5.40087,0,116,133,8,125,7,0.99109,46.85882,0.0,0.0,2.07143,5.203,4.18834,0.0,0.0,128.0,55.11334,4e-05,0.73,1.039,-1.0,0.0,613.7873334792239,0.1473876368836753,0.5454819128308431,0.025156008513561732,0.04348998856192317,0.10750426120956004,3.738582434231075,0.019651257102897408,0.14196508674119415,2.1488715277777777,20779.49309558925,0.15664091593116186,2.428466774417973,0.7697286274509805,92.99849458872748,0.1531404244251648,65594.61644242462,33.48673935878424,0.25399650787622124,92.07947814939462,0.21941522153895057,162.90432656499792
75,175,48.3859,4.52148,31,5.27304,0,116,133,8,125,7,0.98691,46.94305,0.0,0.0,2.21429,5.195,4.07926,0.0,0.0,129.0,55.12119,2e-05,0.72,1.007,-1.0,0.0,613.8017497786425,0.14721493527350124,0.5454819128308447,0.025178282749324227,0.04349494002928142,0.10752479448686778,3.6471953584593586,0.01964625574279481,0.14175084242872404,2.3671875,20851.791465938022,0.15664099253023822,2.523135030416287,0.7705690196078432,90.97899656962532,0.15319567240536433,65626.78671771096,33.47697712462626,0.2540283355962167,92.03167741279044,0.21941535885132643,162.91059369954516
76,176,48.4203,4.31234,31,5.25223,0,116,133,8,125,7,0.98848,47.00911,0.0,0.0,2.39286,5.174,3.84492,0.0,0.0,129.0,55.0762,4e-05,0.73,1.04,-1.0,0.0,613.8110438184082,0.14698208497978732,0.545481912830846,0.025125541144101784,0.04346784022971276,0.10754387596969307,3.47518646619059,0.0196384873266032,0.1414009172857178,2.581886574074074,20799.097735189334,0.15664229088929038,2.5479968813516143,0.770309019607843,91.1342886297715,0.1532311011545378,65667.97376441536,33.518657354660974,0.25411222302583014,92.02947734835081,0.21940852487015297,162.96364395121248
77,177,48.4363,4.21105,31,5.17059,0,116,133,8,125,7,0.98925,47.05851,0.0,0.0,2.57143,5.194,3.66123,0.0,0.0,128.0,55.07294,5e-05,0.72,1.061,-1.0,0.0,613.8245119153814,0.14666497822821054,0.5454819128308445,0.025105218864398225,0.043496199675753223,0.10755846413497479,3.36309488155716,0.019637577611144482,0.1409878287843538,2.7777295524691357,20812.179764586126,0.15668255045653331,2.643206435816628,0.7708745098039216,87.93971958452506,0.15316940196922438,65620.16901088363,33.561909051589026,0.25409651905373726,92.07455743255741,0.21942883948411832,162.93949127323953
78,178,48.4233,4.09171,31,4.83753,0,116,133,8,125,7,0.99257,47.06658,0.0,0.0,2.28571,5.169,3.57399,0.0,0.0,129.0,55.01558,4e-05,0.73,1.026,-1.0,0.0,613.833675373661,0.1463370386846131,0.5416408718517819,0.02504417209389719,0.04348212993571093,0.1075355760145545,3.3249866564291803,0.019624487919671245,0.14049289380008753,2.943528163580247,20798.58935364155,0.15672206155556898,2.58342278746184,0.770309019607843,90.18399506005386,0.15304606821553102,65644.34735013457,33.59306090555073,0.25412779501837696,92.05910491816455,0.21951908991022676,162.93641465655597
79,179,48.4096,3.91723,31,4.7634,0,116,133,8,125,7,0.99461,47.0883,0.0,0.0,2.10714,5.198,3.4705,0.0,0.0,129.0,55.01318,5e-05,0.73,1.013,-1.0,0.0,613.8439659696382,0.14608111562395604,0.5416408718517798,0.025035150378286204,0.04342974584320478,0.1075560554669468,3.291067714885384,0.019614784961801805,0.13987367477184853,3.1301118827160495,20736.260041316247,0.15676987137096937,2.686047781215028,0.7703011764705883,90.63501892955487,0.1529132546139296,65552.86293967067,33.53525948230131,0.2541104109086935,92.02740226464088,0.2195735474362579,162.8910971662931
80,180,48.3898,3.61945,31,4.76539,0,116,133,8,125,7,0.99603,47.05831,0.0,0.0,2.21429,5.156,3.3193,0.0,0.0,129.0,54.94004,5e-05,0.73,1.022,0.125,0.0,613.8491049051974,0.1457655199597346,0.5416408718517759,0.02496620071427653,0.04344850217725518,0.10753578937338147,3.2760292338671615,0.019607600590327134,0.1392711488376172,3.274836033950617,20833.695095818974,0.15682268162231439,2.4887545713102983,0.7697733333333333,89.93897837942367,0.1527745549862705,65698.86108263339,33.55897201726466,0.25413399226995387,92.04359607638715,0.21959857960110585,162.85795545926246
81,181,48.4499,3.35684,31,4.73698,0,116,133,8,125,7,0.98855,47.11869,0.0,0.0,2.42857,5.174,3.05791,0.0,0.0,128.0,54.96914,9e-05,0.74,1.022,-1.0,0.0,613.8589763114077,0.14567689786792862,0.5438584978950086,0.02500563380122686,0.043397339757937414,0.10755610504915701,3.2613527380672527,0.019642011841662713,0.13871116168472097,3.398389274691358,20973.054341574603,0.156950057983638,2.381438459751884,0.7703160784313727,92.45622876259362,0.15264915687989744,65727.35963272995,33.666829803843555,0.25412431614145,92.05043024092774,0.21961934546174008,162.931626686311
82,182,48.4564,3.01059,31,4.64297,0,116,133,8,125,7,0.98924,47.12243,0.0,0.0,2.67857,5.181,2.8294,0.0,0.0,128.0,54.9185,8e-05,0.73,1.042,-1.0,0.0,613.8606716935557,0.14565862347966146,0.5416408718517834,0.024963791227094755,0.0434085877522809,0.10761078981254944,3.2386587889169194,0.01962464723789183,0.1383345652819848,3.443624614197531,21018.305748942395,0.15700276394728055,2.231954356316999,0.7697356862745097,88.85831361876865,0.15250798671548002,65825.60850635552,33.564116866500285,0.2541181592540319,92.03490798745555,0.21958830356341688,162.90523324626858
83,183,48.5396,2.83785,31,4.39529,0,116,133,8,125,7,0.9911,47.22803,0.0,0.0,2.32143,5.17,2.52583,0.0,0.0,128.0,54.94324,6e-05,0.72,1.019,-1.0,0.0,613.8735285990612,0.1457798948243799,0.5454819128308411,0.024943806710212554,0.04331768893320424,0.10764844735107536,3.120146359348411,0.019619227172426392,0.1382441933948128,3.4382716049382718,21117.124318596463,0.15702229710158633,2.3235221024534884,0.7698101960784314,88.8155173828769,0.15240421228649895,65802.95223199969,33.611061378761576,0.25414007886507295,92.05282134998228,0.219557575314906,162.91715209647649
84,184,48.5332,2.84232,31,4.24311,0,116,133,8,125,7,0.98647,47.24906,0.0,0.0,2.64286,5.161,2.37437,0.0,0.0,128.0,54.91484,5e-05,0.72,1.039,-1.0,0.0,613.8752261319462,0.1459312284444192,0.5416408718517777,0.024924439739951353,0.043276444800076926,0.10765126285650638,3.0330378991847344,0.019622080430042464,0.1381315951084672,3.363425925925926,21113.310364714976,0.15704506651565714,2.3932003712064405,0.7697356862745097,90.24659841016125,0.15228911085504265,65815.19085531379,33.58324799714265,0.25416990919862326,92.09472035086415,0.21955069615154438,162.9318389845304
85,185,48.5791,2.84672,31,3.93107,0,116,133,8,125,7,0.99005,47.32114,0.0,0.0,2.75,5.064,2.3804,0.0,0.0,128.0,54.93947,5e-05,0.72,1.022,-1.0,0.0,613.8836554684522,0.1462062030601809,0.5394232458085537,0.02497381528979768,0.043324919904099916,0.10764658007616656,3.016294136460175,0.019592536756992324,0.13799537487595523,3.2941743827160495,21184.272584946662,0.15708177028780065,2.3662160547687585,0.7697733333333333,88.67379815502842,0.15218592128797762,65874.46820626734,33.60968997154707,0.2541911609349327,92.08644754906197,0.21952729867472343,162.916334508204
86,186,48.5245,2.91005,30,3.98429,0,116,133,8,125,7,0.98762,47.28504,0.0,0.0,2.10714,5.109,2.38322,0.0,0.0,128.0,54.91779,4e-05,0.73,1.031,-1.0,0.0,613.8836315171337,0.14643410750535432,0.5372056197653224,0.02493253483252286,0.043288995998346444,0.10765453068021334,3.0110326594348202,0.019608019606420425,0.13797026220988834,3.267264660493827,21094.3422255467,0.157100552714328,2.511804869546338,0.7692078431372549,90.14649265153412,0.15213584703783828,65877.51190260412,33.51911719051408,0.25417319677671374,92.07478887506527,0.21952750105591748,162.86492169527222
87,187,48.5319,3.29447,30,4.17854,0,116,133,8,125,7,0.98722,47.30651,0.0,0.0,2.21429,5.057,2.44198,0.0,0.0,128.0,54.9561,2e-05,0.73,1.04,-1.0,0.0,613.88668994982,0.14673494364348383,0.5372056197653267,0.025009222717932628,0.043288360874713,0.10764614781030081,3.009410395065107,0.019569461481255965,0.1378603260435001,3.1713927469135803,21048.00039116506,0.15712772479782902,2.277827017096151,0.7697733333333333,85.52286589260571,0.15204180260312508,65832.33155813214,33.6158368145978,0.2542025886220839,92.06828795727529,0.21945442070259594,162.90121274200558
88,188,48.4027,3.78881,30,4.34572,0,116,133,8,125,7,0.9847,47.16377,0.0,0.0,2.10714,5.143,2.77597,0.0,0.0,128.0,54.95639,3e-05,0.73,1.023,0.125,0.0,613.8882677169155,0.14704843442368665,0.5372056197653229,0.02496709591194894,0.04327397773217911,0.10763708448608653,3.1041159940764245,0.01953456071582469,0.1376885304355418,3.0379533179012346,20860.18955150817,0.15709684969776033,2.380267686855235,0.769640725490196,89.98440353726625,0.15196500479648517,65653.46666026291,33.62030311867043,0.2542045486416544,92.06157508263097,0.21941815344011587,162.88391171903308
89,189,48.5428,3.73219,30,4.84583,0,116,133,8,125,7,0.99143,47.25382,0.0,0.0,2.78571,5.08,3.20905,0.0,0.0,128.0,55.01453,4e-05,0.73,1.025,-1.0,0.0,613.8932920673144,0.14715570802056258,0.5394232458085533,0.025030682118941036,0.04321123065713521,0.10759856487245872,3.272561689498622,0.019553941722983192,0.13745230807619876,2.8285108024691357,21063.00579530029,0.15702771284147585,2.1577695226702005,0.7697733333333333,88.28502182510952,0.15185660967591458,65656.17332586124,33.616551528742285,0.2542346612409629,92.00780901628825,0.21944141405100737,162.94641938131065
90,190,48.5573,3.6636,31,4.81035,0,116,133,8,125,7,0.9935,47.24518,0.0,0.0,2.75,5.171,3.15638,0.0,0.0,128.0,55.04058,2e-05,0.73,1.055,-1.0,0.0,613.9014122844883,0.14712455737658817,0.5416408718517768,0.025044134047072435,0.043232220558169734,0.10761350691996611,3.247155935467018,0.01953002027083302,0.13720242304516925,2.621190200617284,21094.195566550377,0.1570461642231297,2.3655089508212113,0.7697733333333333,88.8438327559021,0.15179533984681634,65707.54892614644,33.60195075141059,0.25420341527073576,91.99397053247779,0.2194998483434583,162.9251385784605
