,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,movement,cubrow.0.3,color_fulness,contrast,temporal,cubrow.0.5,tone,cubrow.1.0,blockiness,blur,cubcol.0.6,cubcol.0.5,uhdhdsim,fft,saturation,cubcol.0,cubrow.0,cubrow.0.6,cubcol.0.3,staticness,noise
45,45,31.3317,18.1458,24,19.7765,0,109,120,7,137,7,0.99162,32.9382,0.0,0.0,6.92857,8.393,17.39104,0.0,0.0,129.0,45.32691,0.0,0.41,2.895,-1.0,0.579962,0.11524754635795571,16.349151234567902,0.06418676497304839,60.39574349025044,88.60912557437365,6.554463848010495,0.09014751369027976,0.6810117647058824,0.1260380492960036,1.5755479952898581,6417.376854680936,0.09549902676980677,0.07666948995661255,100.54389915462465,64376.49564794329,52.74425365306713,0.10938830303316548,0.07316702307427984,0.12313805226343139,0.10327171078659898,516.4122854384677,0.35631559453858513
46,46,31.3379,18.1549,23,18.3457,0,109,120,7,137,7,0.99681,32.93418,0.0,0.0,5.21429,8.413,15.59426,0.0,0.0,128.0,44.99423,0.0,0.41,2.631,-1.0,0.679435,0.11540424319899306,16.39332561728395,0.0641889241267891,61.1755346109679,90.95019284162319,6.523538135143284,0.08961022594910602,0.6740850980392158,0.12606850657102625,1.7383471132290165,6469.406686760409,0.09518743907945484,0.07637229639865266,100.55102367223085,64303.51526723074,53.14746828432436,0.11139918426091472,0.07381605025182958,0.12261216790088501,0.10248913856010189,514.2681079750758,0.3563155945385825
47,47,31.0746,18.825,23,17.5421,0,108,120,7,137,7,0.99297,32.69487,0.0,0.0,4.96429,8.336,15.60126,0.0,0.0,129.0,45.14323,0.0,0.41,2.228,-1.0,0.685382,0.11529648664077696,16.776813271604937,0.06417330928489752,61.11744440963969,90.68264669905453,6.508870211392692,0.08934911709642196,0.6784766274509798,0.126022197555572,1.1004648182321755,6353.370304475846,0.09473915361926358,0.07592413494880348,100.60200661856271,64234.53071131082,53.617424670560865,0.1128352537655824,0.07508128971797384,0.12187466543576825,0.10182226157953748,512.2698076746282,0.35631559453858097
48,48,31.1807,17.0754,24,17.5944,0,108,120,7,137,7,0.99207,32.85513,0.0,0.0,5.42857,8.363,16.1958,0.0,0.0,129.0,45.3758,0.0,0.4,2.708,0.17863,0.692041,0.11510510407285628,17.024064429012345,0.0640874138395615,62.07677294165177,89.3922447187238,6.458867137437809,0.08922490338752026,0.6849850980392157,0.12586798967417323,1.131347824812321,6395.034104911457,0.09406469572648596,0.07548362312616176,100.5777572240987,64394.819983218345,54.33888809769242,0.11388555765546911,0.0757427852471821,0.12115019770500947,0.10124228547865625,510.348449190402,0.35409796849536096
49,49,31.1916,14.7069,24,17.3212,0,107,120,7,137,7,0.99079,33.0158,0.0,0.0,3.67857,8.352,14.69051,0.0,0.0,128.0,45.11306,0.0,0.41,2.383,-1.0,0.677953,0.1149522236201802,17.08622685185185,0.06398673791266762,61.178620858508424,90.91789407112272,6.387086614251656,0.08906432686239785,0.6786901960784314,0.12560744558661274,1.3095326273864183,6415.78380983108,0.09353545286204465,0.07509501724635625,100.52867808894901,64516.760413441916,54.92577785915799,0.11456135428724355,0.07657494196017803,0.12043223931775615,0.10062322770193417,508.5822338570612,0.3563155945385829
50,50,31.5403,12.0484,24,15.6177,0,107,120,7,137,7,0.98152,33.39986,0.0,0.0,4.10714,8.314,12.66582,0.0,0.0,128.0,44.27224,0.0,0.41,2.602,-1.0,0.650007,0.11483459123755584,16.463059413580247,0.06406190945321065,59.379486301104116,93.68770325579342,6.188508148322328,0.08895476211473057,0.6587564705882352,0.12513206359730697,1.101162820587057,6566.803106184591,0.09342188546809334,0.07483667652098945,100.47986116841568,64374.471746855554,55.22992244767554,0.11496685053361495,0.07738701935617212,0.11983031390309738,0.1000507021629653,506.9273831120593,0.3563155945385868
51,51,31.9492,10.6779,25,14.0278,0,107,120,7,137,7,0.98103,33.93495,0.0,0.0,4.53571,8.239,10.37653,0.0,0.0,126.0,44.12295,0.0,0.41,2.886,-1.0,0.590273,0.11466890905570239,16.16358024691358,0.06425721648345357,61.18649656785506,93.77847343809663,5.935883944573589,0.08906471966534546,0.6565580392156862,0.12487703999456584,0.9627806190985941,6813.92375841833,0.09341607626617458,0.07453110028867417,100.38160595260378,64406.90649768592,55.28800926679447,0.11551150002543353,0.07781345458201978,0.11921275421817826,0.09958568675387712,505.37476951847674,0.36237426156086955
52,52,32.1179,10.3658,25,13.1996,0,107,120,7,137,7,0.99295,34.21541,0.0,0.0,7.35714,8.306,9.19592,0.0,0.0,126.0,44.2399,0.0,0.42,3.508,-1.0,0.492889,0.114310687690291,15.785783179012345,0.06444320387778642,62.77116473845515,90.17107269839734,5.745617416980948,0.08915929906218907,0.6583193921568606,0.12484889305021457,1.2117832992208863,6938.508201562136,0.09343568576364557,0.07428669386649008,100.3228127435666,64323.80831671648,55.423797230661656,0.11621817879948164,0.07846347594831062,0.11864537103990921,0.09918645264376118,503.85973264696963,0.3601566355176511
53,53,32.1343,10.8609,25,11.9717,0,107,120,7,137,7,0.99077,34.33814,0.0,0.0,6.46429,8.321,8.9276,0.0,0.0,126.0,44.35436,0.0,0.41,3.27,-1.0,0.529094,0.11393012244696137,15.109471450617283,0.06457519094106913,62.8009375368528,92.4935825300515,5.550007110694106,0.08926210310641358,0.6602423529411764,0.12517130336634844,1.3803344219629663,6975.026571883003,0.09346762324681365,0.07400916750980789,100.29718839099999,64411.90442875371,55.544441694094814,0.1168754580394423,0.07875391583275503,0.11822187523490672,0.09895618573535496,502.4020365481487,0.36237426156087577
54,54,32.4437,10.6693,26,12.7089,0,107,120,7,137,7,0.99699,34.82109,0.0,0.0,5.89286,8.227,9.47724,0.0,0.0,127.0,45.18992,0.0,0.42,3.389,-1.0,0.400702,0.11363176384545318,14.48654513888889,0.06480224663844533,61.20598442460004,91.45669868692643,6.011481574360733,0.08943907867945353,0.6824512745098029,0.12546078176898257,1.407680882192808,7190.970258107867,0.09335413297468813,0.07376760144679834,100.18930054073793,64448.03021497339,54.27783146610966,0.11749537243148628,0.07908519538801669,0.11802411627720605,0.09855485752938994,500.3928266388756,0.3645918876041094
55,55,32.5007,10.5061,26,12.0933,0,108,120,7,137,7,0.99016,34.87078,0.0,0.0,3.82143,8.236,9.1976,0.0,0.0,126.0,45.32125,0.0,0.41,3.294,-1.0,0.428975,0.11341304619239491,13.665653935185185,0.06504658737668144,61.20916353250119,88.64219241834206,5.637134644913746,0.0897501115318806,0.6849176470588235,0.12583501235161348,1.0393338363455842,7205.090302086889,0.09295500054884606,0.07355123171719587,100.18388853304442,64394.41678816317,54.00457217369551,0.1180566514522233,0.0793163118595869,0.11764197471610977,0.09811757976475563,498.4240116320512,0.36843292858316873
56,56,32.4302,10.5264,26,11.6745,0,107,118,6,137,7,0.99023,34.83574,0.0,0.0,4.64286,8.348,9.05495,0.0,0.0,127.0,45.01126,0.0,0.41,3.563,0.19599,0.417216,0.11311116560749751,12.551986882716049,0.06526227155819872,61.700122721003666,93.49318858235597,6.099089277436926,0.09009546480306209,0.6843741176470588,0.1258976561038299,1.5059498647612315,7154.769565144318,0.09297885273456181,0.07335055820079939,100.17545287599316,64457.228532417685,56.785483089494114,0.11854184747526587,0.07990784512332338,0.11731559323199386,0.09785148993429796,496.32648478387136,0.368432928583168
57,57,32.4255,9.77804,26,11.3491,0,107,117,6,137,7,0.99343,34.86073,0.0,0.0,6.07143,8.35,9.08281,0.0,0.0,126.0,44.45275,0.0,0.42,3.163,-1.0,0.411076,0.11284507835412486,12.29783950617284,0.06535804345238554,64.39837388863087,92.63340245433206,6.129917440547801,0.09040300236356656,0.6782368627450981,0.12595238795360822,1.1360835532098343,7124.591068496002,0.09311582748565754,0.0731407753690803,100.16016653640347,64215.19921478367,60.760131647557394,0.11909753709300017,0.08089012473213632,0.11705931201001336,0.0975570917321713,494.09042398143555,0.3645918876041072
58,58,32.3521,9.41185,26,11.0377,0,107,117,6,137,7,0.99861,34.89674,0.0,0.0,4.21429,8.296,8.43711,0.0,0.0,126.0,44.51899,0.0,0.42,3.108,-1.0,0.366599,0.11259934881167735,11.72410300925926,0.06552750759505199,64.52389890651924,93.84532063564316,5.315269476011866,0.09079308684225441,0.6796600000000002,0.1260293729394635,0.895107395562309,7132.993173462077,0.09335146948662687,0.07293070575930653,100.14476597358967,64203.49109747346,60.67706072771991,0.11937398264008629,0.08219153476729281,0.11670934318577246,0.0972874859480125,492.01885656243496,0.36843292858316984
59,59,32.3644,9.21708,26,10.4434,0,108,117,6,137,7,0.99471,34.99631,0.0,0.0,4.03571,8.359,8.11373,0.0,0.0,126.0,44.59556,0.0,0.42,3.954,-1.0,0.385859,0.11250029804400748,11.129340277777779,0.06572936831540493,64.72203677662324,91.69928187415118,5.200936228634321,0.09118912941748902,0.6815105882352942,0.12572589111658358,0.7396008713186515,7134.890376323178,0.09373529178407543,0.07279279970728979,100.11015563291765,64383.828335906575,60.68633034788532,0.11985812520718245,0.08387248796757629,0.11621208821722318,0.0969264529554808,490.083841324112,0.36843292858317045
60,60,32.4084,8.94615,26,10.0644,0,108,117,6,138,7,0.99454,35.12495,0.0,0.0,3.85714,8.313,7.9427,0.0,0.0,126.0,44.68958,0.0,0.42,4.086,-1.0,0.397432,0.1124868499029817,10.620466820987655,0.06592256446984784,64.85726772381516,88.74004583050542,5.079525649666245,0.09134205014455289,0.683244705882353,0.12474950596350184,1.0406981319979594,7182.031452379842,0.09434293028135922,0.07221382596944245,100.09923112258681,64430.91452951188,60.67217075677566,0.12114826071449297,0.08585810948960942,0.11485121787259692,0.0961206472677199,488.26907133973987,0.3684329285831716
61,61,32.4145,9.0755,26,9.96329,0,108,117,6,138,7,0.99817,35.13242,0.0,0.0,4.60714,8.246,7.70723,0.0,0.0,127.0,44.75694,0.0,0.41,4.295,-1.0,0.402091,0.11222370966119567,10.25,0.06611761767797045,65.02438153894387,89.46423703828462,4.905393230740996,0.09146392083384151,0.6837725490196078,0.1241041948880253,1.5630256884791263,7176.15900834284,0.09467999680945934,0.07158593158566706,100.11028568347959,64386.15940677702,60.87939057526766,0.12244668200601985,0.08787250962953941,0.11358167527831148,0.09565471129528463,486.5674294636372,0.3684329285831737
62,62,32.4586,9.2751,26,10.0389,0,108,117,6,138,7,0.99819,35.15847,0.0,0.0,3.89286,8.252,7.81556,0.0,0.0,126.0,44.87424,0.0,0.42,3.621,-1.0,0.401339,0.1120307908409126,9.904417438271604,0.06620478096748818,65.03972935994001,89.35280566914335,5.002346462657185,0.09132068598270061,0.6854243137254903,0.12360742151146244,1.5239326234876212,7197.1353781902135,0.09494727143524821,0.07098580111677519,100.10897248464731,64426.30361114607,60.67737701792776,0.12363866444160408,0.08946656590297376,0.11233366695307982,0.09496553350433821,484.9613038725513,0.3706505546263956
63,63,32.2699,9.35151,26,10.4586,0,108,117,6,138,7,0.99436,34.97177,0.0,0.0,3.89286,8.283,7.98566,0.0,0.0,126.0,44.98947,0.0,0.42,3.853,-1.0,0.40099,0.11172501205261859,9.672646604938272,0.06611273290000985,65.1825051084194,93.72486879186448,5.132946341959378,0.0911561372576624,0.6868003921568628,0.12333361613716823,1.3972025034173803,7101.6226693794515,0.09505655623727165,0.07054975260085052,100.13513155531246,64386.2427184409,60.77569768458236,0.12473521552856326,0.0908709488912944,0.11095352163252843,0.0928568421806118,483.46919884964836,0.36843292858317184
64,64,32.2086,9.19859,26,10.5534,0,108,117,6,138,7,0.99728,34.86751,0.0,0.0,5.67857,8.272,8.05053,0.0,0.0,126.0,45.05364,0.0,0.42,3.614,0.20499,0.404332,0.1115959846125983,9.55859375,0.06595121667740288,65.1304093676893,88.7863115681679,5.166115982077617,0.09101268737479801,0.6879098039215685,0.12311255743190619,1.1960664507091616,7047.387775643505,0.09518801833764348,0.07022345981428782,100.15469092689985,64417.356613109834,60.61463381920332,0.1263576936900336,0.09240159233663078,0.10965889219304296,0.09051180639345398,482.0507170200911,0.36843292858317195
65,65,32.3728,8.78406,26,10.7733,0,108,117,6,138,7,0.99638,35.00587,0.0,0.0,5.67857,8.213,7.91529,0.0,0.0,126.0,45.1265,0.0,0.42,3.653,-1.0,0.401167,0.11135413817623734,9.464988425925926,0.06600549151949384,65.2764616819398,89.38778350212105,5.115991357821323,0.09098456036510166,0.6879847058823529,0.1228831555558395,1.432575996594743,7132.63851739065,0.09535693313696517,0.06966021239821381,100.14248818266573,64483.80711318744,60.75465713312597,0.12845396158224276,0.09357404532659314,0.10861054133329097,0.08927111665345994,480.72085876677323,0.3684329285831717
66,66,32.4438,8.49483,26,10.2731,0,108,117,6,138,7,0.99641,35.0649,0.0,0.0,7.21429,8.189,7.55791,0.0,0.0,126.0,45.17795,0.0,0.41,3.583,-1.0,0.397038,0.11118557237581937,9.403549382716049,0.06593046518573335,65.21885665792502,88.41750473305596,5.086809079129105,0.09096775561638387,0.6875819607843137,0.12279874024730467,1.2633029299599747,7176.294194920614,0.09537421001778923,0.06927044136050302,100.12775528379726,64506.72006308551,60.7240830409674,0.13061891168211884,0.0948752667250873,0.10782409442275272,0.08807235248774982,479.44508948987135,0.3684329285831705
67,67,32.4547,8.44051,26,9.98513,0,108,117,6,138,7,0.99897,35.04255,0.0,0.0,5.96429,8.207,7.31011,0.0,0.0,126.0,45.20801,0.0,0.41,3.806,-1.0,0.394117,0.11074904090800584,9.315297067901234,0.06596479897357634,65.18216525452434,91.22768972599472,5.059493531396071,0.0910604647916263,0.6887207843137255,0.12279262255690192,1.1264201730221999,7174.208299440937,0.09548632369416217,0.06896221656328863,100.14615797476938,64479.20337983378,60.7106347731602,0.13237486452086095,0.09641087833533885,0.10722312998330255,0.08711856037161811,478.22966965816363,0.36843292858317
68,68,32.4375,8.49051,26,9.87465,0,108,117,6,138,7,0.9966,35.03837,0.0,0.0,3.75,8.25,7.26432,0.0,0.0,127.0,45.26226,0.0,0.41,3.949,-1.0,0.415905,0.11077195163211079,9.35450424382716,0.06599946718539168,65.0643895932757,89.42156395787056,5.060757603547333,0.09092282959242363,0.6892968627450982,0.12254288954758212,1.4120010410409614,7143.9524994613,0.09573342915578543,0.06848377958201288,100.14629504108274,64432.30781596744,60.6772112434293,0.13379341899148547,0.09772953104530624,0.10681382276913638,0.08639341007727072,477.0821861419132,0.3684329285831695
69,69,32.5036,8.34576,26,9.93853,0,108,117,6,138,7,0.99256,35.068,0.0,0.0,4.67857,8.189,7.30624,0.0,0.0,127.0,45.31753,0.0,0.41,3.977,-1.0,0.430161,0.11067637249704908,9.382523148148149,0.06615312484553593,65.0451678488516,92.88760528009365,5.098553776401099,0.09083935042634038,0.6887207843137255,0.12249925270847688,1.0659002171358933,7133.124314302788,0.09621982013555082,0.06831893613682834,100.1361428982259,64321.79711019746,60.89304982880015,0.13500651358894128,0.09907387417669289,0.10640885502958555,0.08583296075689983,475.9668032436185,0.36843292858317
70,70,32.5736,7.68937,26,9.75466,0,108,117,6,138,7,0.99569,35.11706,0.0,0.0,6.53571,8.15,7.1814,0.0,0.0,126.0,45.31503,0.0,0.41,4.255,-1.0,0.461901,0.11081430931576905,9.264371141975309,0.06629907430768875,64.89244388855042,89.11679575652148,5.14340882929678,0.09071796698735661,0.6894360784313724,0.12238490922698529,1.1800879696641986,7209.735661637842,0.09679867433492922,0.06806343752935375,100.1296781430809,64250.499685502444,60.8211259253231,0.13576609917094698,0.10034132040773035,0.10619948864777831,0.08507975480500685,474.899469469427,0.3684329285831697
71,71,32.7046,7.16661,26,9.10376,0,108,117,6,137,7,0.99926,35.24168,0.0,0.0,7.71429,8.169,6.61233,0.0,0.0,125.0,45.37995,0.0,0.41,3.567,-1.0,0.441581,0.11113251430434902,9.23876350308642,0.06655938363454009,64.7799017569681,87.81057710950549,4.9719612814314535,0.09065977408251868,0.690692156862745,0.12248501839450547,1.4327858340689485,7306.904619922873,0.09741178928452542,0.06801336993201207,100.10464293174381,64239.369103611134,60.84772255979938,0.13622941728224086,0.10152231844839008,0.10601091516053376,0.08386915946010297,473.87668604684404,0.36843292858316895
72,72,32.7592,7.07689,26,8.29058,0,108,117,6,137,7,0.99985,35.31592,0.0,0.0,4.42857,8.143,6.15604,0.0,0.0,126.0,45.39172,0.0,0.41,3.391,0.19792,0.433069,0.11149241494561303,9.032937885802468,0.06684835576866247,64.7486503298949,89.21793917072452,4.693011780072711,0.09067896072770004,0.6909599999999999,0.1225698864781104,1.3444776152065596,7340.666834956782,0.0979696913575904,0.0680102185591547,100.09169232438991,64240.08578737239,60.81399008668499,0.13654007501543702,0.10231601392086179,0.10574008814329434,0.08267627085019269,472.88927607696326,0.36843292858316956
73,73,32.4768,7.31217,26,8.19082,0,108,117,6,137,7,1.00037,35.10251,0.0,0.0,3.75,8.137,6.08264,0.0,0.0,126.0,45.3851,0.0,0.41,3.444,-1.0,0.441017,0.11172653587513443,8.864824459876543,0.06720516173727843,64.49818825450716,89.0651851209955,4.605537737171223,0.09063532274095562,0.69082,0.12273344068302909,1.6120945799617268,7225.683679978043,0.09831997588186904,0.06817068954085222,100.12232386277879,64278.144203648255,60.97977890203029,0.1367393011267296,0.10304288987155384,0.10539927129382565,0.08174062601937358,471.9384266272479,0.36843292858316995
74,74,32.1474,7.55336,26,8.54755,0,107,117,6,137,7,1.00113,34.84158,0.0,0.0,2.85714,8.088,6.28319,0.0,0.0,126.0,45.38467,0.0,0.41,3.472,-1.0,0.430141,0.11186779060645431,8.585407021604938,0.06752026597386482,64.30127203527844,90.52434372965405,4.69723710901774,0.09026605815074214,0.6907149019607843,0.12274444082557213,1.3495741824679135,7037.4710222761405,0.09882764342435979,0.06839785173970525,100.17006563272545,64238.610415830735,60.84207096806279,0.13691019253550998,0.10390999993362685,0.10510296386446384,0.08051072091672613,471.0183483172489,0.3684329285831713
75,75,31.8438,7.83921,26,9.10923,0,107,117,6,137,7,0.99964,34.56648,0.0,0.0,2.71429,8.066,6.49235,0.0,0.0,126.0,45.35196,0.0,0.41,3.129,-1.0,0.429391,0.11219264098135569,8.272231867283951,0.06775680761320359,63.92141081675268,94.23792913604387,4.8455383330850985,0.08998606626838981,0.6898901960784313,0.12270926532212709,1.5396655949864304,6898.275272802294,0.09927090721873427,0.06854518717357255,100.22721624772899,64214.19567373048,60.73509442364728,0.13673153862766013,0.10471038870248013,0.10480320518608105,0.07933193131926876,470.1309351937648,0.36843292858317067
76,76,31.4519,7.79745,26,9.68039,0,107,117,6,137,7,1.00085,34.266,0.0,0.0,2.71429,8.174,6.7501,0.0,0.0,126.0,45.30098,0.0,0.41,2.92,-1.0,0.433894,0.11239344745112338,7.962914737654321,0.06797742526081707,63.434569978118105,88.60106438479407,4.929888990545826,0.0898197182546109,0.6903866666666667,0.12280288842639904,1.3566866908509447,6708.0195756678495,0.09925227937887006,0.06872519495388131,100.27462683137286,64182.96496176247,60.33648870020737,0.13657309552723193,0.10520246733309574,0.1043861459161934,0.07825497254013754,469.2607306333238,0.3684329285831733
77,77,31.4198,7.50426,26,9.1942,0,107,117,6,137,7,0.9993,34.21182,0.0,0.0,2.78571,8.108,6.70932,0.0,0.0,126.0,45.26363,0.0,0.41,3.282,-1.0,0.431693,0.11265010016025863,7.72337962962963,0.06818098138736649,63.22634392665982,89.54754162678623,4.937504037087478,0.08986311874157538,0.6888705882352941,0.12285064613383685,1.782807859063815,6655.793350931167,0.09877095121099062,0.06905149037552728,100.28690103959642,64228.66283953357,60.56594566062644,0.13664783259031582,0.10540870308588574,0.10395090864625797,0.07702782607005577,468.4261164132703,0.36843292858317156
78,78,31.5199,7.4999,26,8.51201,0,107,117,6,137,7,1.00088,34.34692,0.0,0.0,2.71429,8.067,6.45187,0.0,0.0,126.0,45.24981,0.0,0.41,3.328,-1.0,0.413936,0.11286986587980335,7.616078317901234,0.06840779512786449,63.149577557842576,89.68495041330627,4.845719929965051,0.08999359780761011,0.6890482352941177,0.12298234608933326,1.36442283081844,6732.769948124923,0.09820153100930704,0.06940960144792306,100.25488335436627,64271.72793391589,60.58555150915075,0.13650189545472027,0.1057583475437816,0.1036386547300935,0.07597287529460614,467.61248068042863,0.36843292858317483
79,79,31.5803,7.7001,26,8.85882,0,107,117,6,137,7,0.99942,34.44543,0.0,0.0,2.46429,8.128,6.44993,0.0,0.0,126.0,45.21084,0.0,0.42,3.658,-1.0,0.427422,0.11287378510933559,7.508777006172839,0.06861204984366062,63.15234442582553,90.97433378931967,4.7822450650980155,0.09019165317315705,0.6888031372549019,0.12289370266227113,1.263492747490921,6747.255471478859,0.09779959503443704,0.06975892673342886,100.24609378503372,64172.51997621625,60.532062295042444,0.13616561997373108,0.10621488533346896,0.10336868070854922,0.07504113223844636,466.81422497728374,0.3684329285831727
80,80,31.6521,8.0967,26,9.19801,0,107,117,6,137,7,1.00151,34.5577,0.0,0.0,3.03571,8.211,6.62102,0.0,0.0,126.0,45.20116,0.0,0.42,3.86,0.19959,0.404469,0.1126471649678107,7.496720679012346,0.06893338275924346,62.959817862531935,88.2475835215303,4.832042335700511,0.0904470828178899,0.6886035294117647,0.12273525843928745,1.4217592626426885,6828.633509300917,0.09745178750717882,0.07004345003259058,100.21582789299137,64247.57728663895,60.799185670452346,0.13603494431168317,0.10683729937840084,0.10308620313281654,0.07419313844674165,466.0382592526821,0.3706505546263976
81,81,31.7785,8.36088,26,10.0909,0,107,117,6,137,7,1.00426,34.56432,0.0,0.0,3.53571,8.123,6.98609,0.0,0.0,126.0,45.06775,0.0,0.42,3.34,-1.0,0.434767,0.1124548275192411,7.630015432098766,0.06907788022754507,62.05561373694779,93.53353163335147,5.1565229538677935,0.09061196944925293,0.6861988235294117,0.12271668950085571,1.7205926581069768,6881.859183245317,0.09674523420798649,0.07020495382962295,100.23109669272152,64137.97938837613,60.33154051980855,0.1358080872226968,0.10721321162726159,0.10285231646926948,0.07335143658586075,465.1755294217354,0.36843292858317095
82,82,31.8216,8.53476,26,9.48992,0,106,117,6,137,7,0.99967,34.57094,0.0,0.0,5.17857,8.128,7.20148,0.0,0.0,125.0,44.95837,0.0,0.41,3.162,-1.0,0.437306,0.11251235614738571,7.788146219135802,0.06921759680836692,61.690282399787975,95.00197428669614,5.012213991306656,0.09086250657835093,0.6837825294117627,0.12243609452751061,1.510063001902679,6869.626121693849,0.09618520669766566,0.07019824527024497,100.22651063876441,64171.0685667055,59.58141317485291,0.1358265187960199,0.10741160245495662,0.10273601489826607,0.0726133056540435,464.2633117042846,0.36843292858317117
83,83,31.7178,8.83433,26,9.21691,0,106,117,6,137,7,0.99558,34.48478,0.0,0.0,4.28571,8.203,7.34884,0.0,0.0,126.0,44.94295,0.0,0.41,3.627,-1.0,0.410435,0.11158450038519287,7.989293981481482,0.06925410134818105,61.655822780834434,92.05202813537713,5.014602214698228,0.09103520414928133,0.6815035294117646,0.12219148839836409,2.2108896589453773,6801.2194924754385,0.09546879556116585,0.07013903374472813,100.23894919205313,64138.774802133514,59.83982265142747,0.13595778328201905,0.10768057727758647,0.10263893899592824,0.07172516898280752,463.37395152282176,0.3684329285831706
84,84,31.5473,8.81004,26,9.90455,0,106,117,6,137,7,0.9924,34.26146,0.0,0.0,2.96429,8.21,7.60289,0.0,0.0,126.0,44.84533,0.0,0.41,4.218,-1.0,0.434392,0.11103558101511327,8.022617669753087,0.06932031513332007,61.586832141406916,90.38134531388513,5.100658847542379,0.09107796427951224,0.6779164705882353,0.12206650942735392,1.3633843866196882,6714.891687888806,0.09478060337621295,0.07011608197487498,100.28277730791643,64193.93303659149,59.9061469560788,0.13609470315501843,0.10834492155331439,0.10266213439673086,0.07100068581355286,462.5131172444566,0.36843292858316956
85,85,31.7181,8.52787,26,9.8515,0,106,117,6,137,7,0.99653,34.38384,0.0,0.0,2.35714,8.163,7.58481,0.0,0.0,126.0,44.81475,0.0,0.41,4.932,-1.0,0.43605,0.1110092059511363,8.131221064814815,0.06941505005117032,61.46751459890588,94.96262038052716,5.157916584388734,0.09108732286744034,0.6779698039215686,0.1220058771088826,1.3917319887455466,6759.083288198461,0.09408424761323127,0.0703919202083261,100.26983000615448,64221.00327707993,59.94012413495853,0.13610838530232253,0.10867189785269496,0.10307946363147126,0.07039780016800797,461.688310228439,0.36843292858316934
86,86,32.0756,8.95695,26,10.0913,0,106,117,6,137,7,1.00144,34.75344,0.0,0.0,2.67857,8.164,7.34311,0.0,0.0,126.0,44.73099,0.0,0.41,4.041,-1.0,0.438074,0.1113338149787351,8.299672067901234,0.06931758495593605,61.49512547017741,92.73259896161845,5.0684497216622875,0.0913007722823404,0.6759066666666667,0.12192058013817367,1.5108942415966367,6958.01824289513,0.09356172971139279,0.07060340376852021,100.20972536909765,64288.96221317956,59.866802074291094,0.1363428098968205,0.1090949229152166,0.10359792567087305,0.06966875027570184,460.87081674122976,0.3684329285831689
87,87,32.833,8.57017,27,11.8164,0,107,117,6,136,7,1.00191,35.73078,0.0,0.0,3.14286,8.208,7.87961,0.0,0.0,126.0,45.70442,0.0,0.41,3.526,-1.0,0.40047,0.11158214511804428,8.567177854938272,0.06949343996652514,61.807203834376594,89.02418365378416,5.508963786622201,0.09158389274974106,0.6900646078431346,0.12212588610651764,1.5711171221730016,7421.877365405342,0.09325669609446638,0.07037044659857195,100.00976240022567,64451.70304702096,59.30529238853926,0.13632095705509945,0.10930760445438249,0.10394229211733867,0.06881751391204598,459.78346124169354,0.37449159560546313
88,88,33.3751,8.48448,27,10.1775,0,107,117,6,136,7,0.99924,36.31507,0.0,0.0,2.57143,8.246,7.38215,0.0,0.0,126.0,45.73075,0.0,0.41,3.021,0.19342,0.399692,0.11163101993551512,8.792631172839506,0.06971512197448379,61.64091588409189,88.18018497436249,5.041183035292304,0.09179735390313894,0.6899717647058823,0.12286170987800844,1.8242857396018592,7746.493670648156,0.09297239345434938,0.07048947912366518,99.90270110221059,64495.499870248634,59.24777297031733,0.13621587956580042,0.1097251191750981,0.1040147177359116,0.06834531349117151,458.7216464912211,0.3728681806696323
89,89,33.9014,7.65059,28,9.86623,0,107,117,6,136,7,0.99704,36.85645,0.0,0.0,3.17857,8.196,7.30224,0.0,0.0,126.0,45.70732,0.0,0.41,3.104,-1.0,0.40043,0.11197508441308715,9.050588348765432,0.06993527337343713,61.43189578936624,92.24236426621627,5.067772047833898,0.0921215934706131,0.6879698039215686,0.12333719965132678,1.5345258994963429,8029.246401229135,0.09270492376543628,0.07063495286708348,99.8187490322976,64413.655387176186,59.01770396291474,0.1360227667799915,0.11010135078340642,0.10396623207631239,0.0684069556440615,457.68582931165554,0.3767092216486934
90,90,34.1816,6.90537,28,8.97356,0,107,117,6,136,7,0.99467,37.1962,0.0,0.0,3.32143,8.117,6.57403,0.0,0.0,126.0,45.70462,0.0,0.41,2.79,-1.0,0.385295,0.1124370089656788,9.131799768518519,0.06991515753364491,61.5880801288595,89.52589131481842,4.819868597249627,0.09257174418768292,0.6871670588235294,0.12387778206103094,1.95316426417898,8210.934703484547,0.09249545730963982,0.07072165225457659,99.78013169331021,64367.811540731476,59.0547001214675,0.1357051322149264,0.1106369582214591,0.10401823740688199,0.06863946269872422,456.6834318504573,0.37670922164869397
