,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,temporal,cubrow.0.6,movement,cubrow.0,cubcol.0,cubcol.1.0,blur,fft,staticness,tone,cubcol.0.6,cubrow.1.0,blockiness,cubrow.0.5,uhdhdsim,contrast,saturation,cubcol.0.5,color_fulness,noise,cubrow.0.3
45,545,69.5601,26.6186,50,31.2082,0,112,123,11,130,8,0.99696,66.92107,0.0,0.0,5.75,5.785,22.96478,0.0,0.0,125.0,50.33264,0.00025,0.27,7.972,-1.0,2.885835,0.16464122967286493,5.781944152520878,0.15334526351519895,18.25954861111111,0.015415101401648505,0.11717955516733915,0.13592432894522535,42591.74046710081,66884.41273601122,277.7413932870725,0.8187227450980393,0.1344447039227925,0.11011584791660436,4.116866121295986,0.15609333061935488,93.34668502857542,89.93177358973178,30.755779501832563,0.12494104750161726,100.8987348959771,0.32321042227648406,0.08151739790771256
46,546,69.7728,26.6428,50,34.2504,0,113,123,11,130,8,1.00729,67.11926,0.0,0.0,5.07143,5.733,22.89413,0.0,0.0,125.0,50.33631,0.00029,0.27,7.425,-1.0,2.9194,0.1655565625241012,5.77857271730459,0.15400711896019953,18.383584104938272,0.015436128965199723,0.11637533828981975,0.13873379085968404,43178.39598100025,66952.70375890598,277.4587133484671,0.8198686274509804,0.13622396160881597,0.11027472799735864,4.0866054246373,0.15609423015536444,93.29255348282977,91.2210536451341,30.54282558111497,0.1262196738013394,100.5047592972469,0.32321042227648433,0.08184407398273626
47,547,69.6079,26.7172,50,33.7592,0,113,123,11,130,8,0.99003,66.9903,0.0,0.0,7.17857,5.74,22.91338,0.0,0.0,126.0,50.31369,0.00032,0.27,8.626,-1.0,2.927293,0.16584233911828097,5.79133345142344,0.15460963322667248,18.489149305555557,0.015457637177295551,0.11543025013137177,0.1397744273188589,42592.56063987885,67010.63088226416,277.1625474050701,0.8203815686274509,0.1374064304727694,0.11002536687523697,4.5623925983321545,0.15609846951777182,93.33477364854753,88.20817547883694,30.67924857433931,0.1263985303856742,100.32443125311084,0.3232104222764844,0.08214700137231867
48,548,69.3917,26.688,49,32.5901,0,113,123,11,130,8,1.00675,66.80402,0.0,0.0,7.64286,5.713,22.97407,0.0,0.0,126.0,50.25715,0.00036,0.26,7.714,0.42155,2.880402,0.16600974274476268,5.81702042792963,0.15510194898281063,18.534818672839506,0.015467536255949491,0.11464732590283608,0.14203801732381374,42129.344307846004,66815.60209229708,276.83806958012985,0.8202403921568627,0.1377493791220131,0.11021220467495452,3.310613614787525,0.15592188369538734,93.35322427439436,89.51975181453506,30.662236908335743,0.12679376181965105,100.33971985123216,0.3232104222764855,0.08248666870316415
49,549,69.325,26.6107,49,30.1609,0,113,123,11,130,8,0.97706,66.7523,0.0,0.0,9.85714,5.675,22.95087,0.0,0.0,125.0,50.2329,0.00025,0.27,8.752,-1.0,2.892533,0.16636550886018164,5.825617637560287,0.15561786566799596,18.60180362654321,0.015522364387440798,0.11400416096126113,0.14438766114420498,41911.04656040215,66834.0292801198,276.4930578745242,0.8207090196078431,0.13784676108708743,0.11045914754756307,4.238756534696515,0.15573215074489605,93.36361899084707,87.65419582401249,30.52231795699508,0.1272800811606526,99.94423239570044,0.32321042227648583,0.0826418387858868
50,550,69.4849,26.4936,49,30.267,0,113,123,11,130,8,1.01936,66.88386,0.0,0.0,5.78571,5.656,22.88758,0.0,0.0,126.0,50.19069,0.00025,0.26,8.269,-1.0,2.905497,0.16642566902509917,5.809745879437584,0.15613094335515504,18.53269675925926,0.015527800211106876,0.11345140219035692,0.14517947446500695,42374.8402014814,66953.07469166646,276.1390249641943,0.8206721568627451,0.13799353558028224,0.11050339440159104,4.217245598847071,0.15564611973669704,93.28753188019348,91.38575151480163,30.487326539592978,0.12783000377575124,99.67758891372407,0.32321042227648694,0.08292659240063938
51,551,69.5552,26.3616,50,29.6985,0,113,123,11,130,8,0.99433,66.92496,0.0,0.0,5.92857,5.602,22.78543,0.0,0.0,125.0,50.11395,0.00029,0.26,10.202,-1.0,2.937057,0.1660843019247096,5.8056616041173665,0.156457268307627,18.475935570987655,0.015551585060822966,0.11299400822895227,0.1477937698005882,42473.28840043351,67034.7537643818,275.78310391764234,0.8193936470588224,0.1383699584290272,0.11014168773540434,2.4042963464232026,0.15573333003925768,93.29387929599939,87.35958624326207,30.438095846293884,0.1295510737147693,101.11898090835581,0.32321042227648766,0.08325991257590289
52,552,69.6322,26.2789,50,32.4411,0,113,123,12,130,8,1.00916,67.01268,0.0,0.0,6.5,5.603,22.67518,0.0,0.0,125.0,50.06298,0.00032,0.27,10.914,-1.0,2.914684,0.16597679888436692,5.8035612603356865,0.15682403859708077,18.66039737654321,0.015573456035154863,0.11267471405929716,0.1493322941234481,42471.37857244489,66921.7287254133,275.41942749910993,0.8188341176470588,0.1386125029651964,0.11002763806683762,2.290578474790349,0.15560377158105093,93.26556901454843,91.69474544445681,30.493421954873167,0.13080984829505138,98.94034028127793,0.3232104222764857,0.0835104236010732
53,553,69.9098,26.4406,50,32.3989,0,113,123,12,130,8,0.98017,67.28907,0.0,0.0,4.67857,5.568,22.61248,0.0,0.0,125.0,49.99243,0.00032,0.26,11.699,-1.0,2.871458,0.16624716908161524,5.792227163348419,0.15729760687203295,18.751832561728396,0.015617374519196543,0.11279268854005692,0.15099848506074215,42843.40662528483,66931.69952917761,275.05154640735674,0.8184470588235294,0.1388440927061245,0.109873064510091,3.192064509549362,0.1555793350279704,93.23663739698466,88.56303227386081,30.30689945927373,0.13398943905839075,100.1891050075183,0.32321042227648583,0.08370139828946248
54,554,70.1058,26.5457,50,33.9039,0,113,123,12,130,9,1.0054,67.50815,0.0,0.0,5.32143,5.437,22.74832,0.0,0.0,126.0,49.89905,0.00035,0.26,9.314,-1.0,2.860657,0.16653806064539906,5.802393213791948,0.15781285630088868,18.90552662037037,0.01563900096468519,0.11203540171205296,0.15257688971562053,43288.717448845404,67124.66993085829,274.6767836717787,0.8172266666666667,0.13874557920814595,0.10984988320973625,2.86141300566318,0.15554987575418533,93.17684263107571,91.67000010093398,30.32907575442467,0.13508553241403182,98.96957195100752,0.32321042227648683,0.08408484211237052
55,555,69.89,26.8741,50,33.6726,0,114,123,12,130,9,1.00098,67.33805,0.0,0.0,5.53571,5.531,22.83835,0.0,0.0,126.0,49.87696,0.00035,0.26,8.693,-1.0,2.875043,0.16599577056784148,5.810322504648489,0.15818009860070795,19.037953317901234,0.01565686228520875,0.11174913848763046,0.15392529882038572,42883.096988374484,66853.27939584995,274.3017168285209,0.8168250980392158,0.1388990269625435,0.10985878117831346,3.263442016239749,0.1554184736845455,93.19047344641376,94.61841713123913,30.194222344292537,0.13529687594604217,100.73424152398474,0.32321042227648733,0.0842040179830895
56,556,69.3193,27.0562,50,31.8035,0,114,123,12,130,8,1.00336,66.8006,0.0,0.0,3.53571,5.572,23.11158,0.0,0.0,125.0,49.81803,0.00032,0.26,8.996,0.41409,2.899462,0.16563481909685068,5.837989777855708,0.15835623357315398,19.19724151234568,0.0156744464036909,0.11204023276074628,0.15465882296432107,41638.684061853186,66714.9120820247,273.9180264791374,0.8165282352941177,0.1394225928946448,0.10978627646336821,1.877941480009206,0.15518106572804088,93.23274205498717,92.605383730398,29.97886205602575,0.13588203737220675,100.78257333992698,0.32321042227648616,0.08439150878919711
57,557,69.0475,27.0852,50,32.8238,0,114,123,12,130,8,0.99008,66.56088,0.0,0.0,5.60714,5.618,23.25869,0.0,0.0,126.0,49.74556,0.00036,0.26,10.602,-1.0,2.84131,0.16510109305016943,5.863298299008711,0.1584952374407075,19.385898919753085,0.01572425097594163,0.11213764828646115,0.1556205853993447,41235.57993517035,66719.2444451364,273.5077889725487,0.8153737254901962,0.14001524099193288,0.10973046083021755,2.440600023829157,0.15491604237266007,93.3277207107482,88.26112594454138,29.810451554663388,0.13633661994863833,100.98132176396985,0.3232104222764858,0.08458273198250635
58,558,69.3084,27.0918,50,30.4302,0,114,123,11,130,8,1.00275,66.81689,0.0,0.0,5.25,5.582,23.28996,0.0,0.0,125.0,49.77977,0.00033,0.26,9.234,-1.0,2.869801,0.16488561375954483,5.878870512748042,0.15877450185308226,19.420476466049383,0.015730745039401677,0.11152838713047278,0.15633542647919002,41799.55119441017,66802.37579036143,273.10853234654894,0.8150619607843138,0.140651405250381,0.1097373808583839,1.6975272825435554,0.15456726155851758,93.2775468002765,87.89868518081921,29.78026910475743,0.13692091339474868,101.57907981436422,0.32321042227648705,0.08470687199317715
59,559,69.7457,27.2295,50,32.7163,0,114,123,11,130,8,0.9945,67.24068,0.0,0.0,7.07143,5.542,23.29756,0.0,0.0,125.0,49.82756,0.00027,0.26,8.561,-1.0,2.845042,0.16477644786028917,5.885937743238876,0.15899929749754269,19.527681327160494,0.015755087791535255,0.1108491077613025,0.15677721941102418,42871.453942663065,66816.87247433704,272.6942715497966,0.8151207843137254,0.14108887029757677,0.10971517938841344,2.7227532444609417,0.154364641576404,93.20821574446336,89.03522162540708,29.74353422941985,0.13750714318284038,100.72217770004127,0.32321042227648605,0.08482926360463718
60,560,69.8001,27.6182,50,35.1288,0,114,123,11,130,8,0.99164,67.2972,0.0,0.0,6.0,5.556,23.40993,0.0,0.0,125.0,49.80612,0.00029,0.27,9.759,-1.0,2.872938,0.1644477228448086,5.911410734974522,0.1598356943587138,19.629726080246915,0.0157728435220867,0.11148698532630096,0.1582754181138009,43087.63528785155,66950.18401138196,272.265423042526,0.8143180392156862,0.1419281294171184,0.10962374424118526,2.8959497355688177,0.154956862343513,93.21092201743389,91.77806342929293,29.598629044897763,0.138105338308633,101.05595785729442,0.32321042227649516,0.08545594376715704
61,561,69.7658,27.907,50,34.9608,0,115,123,11,130,8,1.00314,67.28368,0.0,0.0,5.07143,5.611,23.75292,0.0,0.0,125.0,49.81,0.00032,0.26,10.365,-1.0,2.839559,0.16409039934304437,5.950064286555742,0.16080478048459831,19.803096064814813,0.015806428763455536,0.11146140353609221,0.1587062257244359,43075.712721977805,66957.14093980772,271.81817648921947,0.8139388235294118,0.14283146397213184,0.1096431831705615,2.926551060917032,0.15544251644208848,93.20035650074144,91.96539340707139,29.60189970040027,0.13889732017877932,100.4634948730313,0.32321042227649244,0.08593818637938612
62,562,70.0749,27.8766,50,36.1611,0,115,123,12,130,9,0.98761,67.60532,0.0,0.0,5.32143,5.578,24.00011,0.0,0.0,125.0,49.79806,0.00025,0.26,9.733,-1.0,2.851054,0.16482114041694035,5.974281581312405,0.16167598469601088,20.106336805555557,0.015809173849624186,0.11217078001920862,0.15909428127318734,43653.604232787424,66974.49770155168,271.36739274556004,0.8142505882352943,0.14424116676707466,0.10982088319998384,3.2680654924878687,0.15583919343178335,93.16131872039992,90.7464714409148,29.689295262466242,0.13911491991527256,100.48056217247753,0.32321042227649177,0.08629656468535364
63,563,70.2598,27.8778,51,34.4642,0,115,123,12,130,9,0.99524,67.79297,0.0,0.0,6.17857,5.544,23.97608,0.0,0.0,125.0,49.7398,0.00029,0.26,9.69,-1.0,2.808976,0.16572460773572464,5.9882838633308975,0.1627254543775601,20.357590663580247,0.015833844926663718,0.11253912115846304,0.15916088367868958,43999.083830100215,67025.28088327382,270.89202801875103,0.8151501960784315,0.14465353213116788,0.11009527981712161,3.05462583899796,0.15625971964319682,93.14981905624012,91.09349320912082,29.468912760416664,0.13996130997168388,100.83981960214079,0.33148671534200214,0.08681862014969219
64,564,70.5097,27.9853,51,32.5137,0,115,123,12,130,9,0.9914,68.02254,0.0,0.0,4.46429,5.523,23.98025,0.0,0.0,125.0,49.77922,0.00033,0.26,10.396,0.41319,2.868662,0.16594393287571987,6.012568791689143,0.1636277172172156,20.663869598765434,0.015820834788139025,0.11294862600283379,0.16128182769084767,44513.70074520459,66995.61787985908,270.4268920501175,0.8175541176470589,0.14602524737299974,0.1101931500077308,3.5394907038980485,0.15648874868003976,93.1283958294699,89.22924889721264,29.63228390540606,0.14074407472448544,100.4672267665976,0.3254280483197182,0.08745969843930793
65,565,70.681,28.2735,50,33.8392,0,115,123,12,130,9,0.98983,68.14818,0.0,0.0,4.42857,5.526,24.07953,0.0,0.0,126.0,49.79523,0.00032,0.26,10.532,-1.0,2.801338,0.16658739936405842,6.039413878633256,0.1646412876629563,21.043595679012345,0.015839888053633417,0.11226944786374035,0.16132552978441705,45246.558537422316,66984.05783658408,269.9381612726972,0.8175243137254903,0.14735477371486952,0.11037368015919516,3.2173024776838948,0.156787526167442,93.13249910277116,92.82048498205302,29.407105810848282,0.14226526458705602,100.8552738118072,0.3270514632555453,0.08791700018251719
66,566,71.1017,28.2596,51,33.5967,0,116,123,12,130,9,0.97076,68.54494,0.0,0.0,5.10714,5.518,24.32726,0.0,0.0,125.0,49.89355,0.00028,0.26,10.054,-1.0,2.806085,0.16792730033390815,6.072000928882487,0.16542489461396515,21.554639274691358,0.015942380438328057,0.11296661418570161,0.16084157817741002,46169.732836746436,67055.27462185555,269.43856573598157,0.8179937254901961,0.14885673409371333,0.11071733081588474,3.078766233207156,0.15706986335131576,93.0583037153775,92.09988648268975,29.343103291075906,0.14346609903881263,101.21977128340673,0.32764567436294345,0.08840186324151508
67,567,72.1753,28.0627,51,35.1371,0,116,123,12,130,9,0.99332,69.54229,0.0,0.0,4.92857,5.417,24.31432,0.0,0.0,126.0,50.08962,0.00032,0.26,11.528,-1.0,2.845955,0.16834051738097797,6.086795097284544,0.16645780534014185,22.015769675925927,0.015972839781661276,0.11744244480070506,0.16120095654701214,48373.22064799468,67439.38327635413,268.9473167976377,0.8194964705882353,0.14889285749012746,0.11096167394347271,2.9952326628163046,0.15734899092125929,92.84778751808075,89.17193026847991,29.472401560088734,0.14529134544878103,100.01174921309253,0.33148671534200913,0.08893013986873964
68,568,72.7815,27.8552,52,36.3923,0,116,123,12,130,9,0.99329,70.12084,0.0,0.0,3.92857,5.404,24.15015,0.0,0.0,125.0,50.32974,0.00026,0.27,10.129,-1.0,2.838268,0.16716250454665088,6.088805712863735,0.16724915053816874,22.324893904320987,0.01604104079236942,0.12351283678265355,0.16226775757827233,49448.35767763579,67785.18380659168,268.43233412810156,0.8192278431372549,0.14833201616938563,0.11124653475750904,3.277918746072664,0.15785132650773326,92.78936201808291,89.59305948238416,29.36888235586661,0.14767568434457526,100.37464559355959,0.3314867153420084,0.08947719142631773
69,569,72.805,27.9344,52,34.98,0,116,123,12,130,9,0.99094,70.10243,0.0,0.0,4.35714,5.415,23.97147,0.0,0.0,125.0,50.44854,0.00029,0.27,10.955,-1.0,2.874445,0.1666491275637994,6.072284619185696,0.16811401867384412,22.63990162037037,0.016103351402235268,0.12602033776798027,0.1629886425402803,49487.3104259059,67676.84425582652,267.9184823172331,0.8182454901960785,0.1478394795965238,0.11159525726463176,3.5457363538499678,0.15815564654287054,92.81487997618741,88.62307502260225,29.284757637683256,0.15050491149300352,99.08399790506718,0.3314867153420055,0.09001500871159723
70,570,72.7353,27.8265,52,36.295,0,116,123,12,130,9,0.98385,70.00779,0.0,0.0,4.67857,5.458,24.04115,0.0,0.0,125.0,50.57662,0.00025,0.27,12.023,-1.0,2.846129,0.16707344279893954,6.050635902964821,0.1690728148043193,22.882137345679013,0.016147072470360447,0.1281972613612814,0.16438442229030306,49418.11305200181,67604.97660591266,267.4099109303345,0.8178843137254901,0.14776340750567027,0.11175419791017553,4.169137460311575,0.15846714967120687,92.83916152212598,90.59466112549056,29.316662823712385,0.15241580520077258,99.5157031628788,0.3292690892987791,0.09055073291744606
71,571,73.1916,27.6523,52,34.524,0,116,123,12,130,9,1.00133,70.42928,0.0,0.0,5.17857,5.407,23.94542,0.0,0.0,125.0,50.68442,0.00025,0.27,10.957,-1.0,2.919751,0.16725369074270086,6.017975687770832,0.1701355033612131,23.00896990740741,0.016154433817717227,0.1294220377131001,0.16566940398710667,50526.29129230915,67664.19415931357,266.901355079183,0.8176733333333333,0.14817998586261716,0.11193010144501686,5.004801926102924,0.15870116654979546,92.83465278745192,92.1581136334487,29.357222192081405,0.1543162476978542,98.49388248048501,0.3314867153420058,0.09106456013872323
72,572,73.2998,27.6347,53,32.1665,0,117,123,12,130,8,1.00662,70.53049,0.0,0.0,4.96429,5.377,23.79985,0.0,0.0,125.0,50.70235,0.00026,0.27,10.162,0.41487,2.870997,0.1676191653534735,5.997430246379293,0.17081258466843496,23.18315972222222,0.016074140771341366,0.12900618009596534,0.16722448206726037,50474.43211571194,67796.79901905492,266.40413080041446,0.8182545098039214,0.14786105148830658,0.112289059841662,3.9716426829122073,0.15915115165835328,92.78631296078848,90.3734689642523,29.27015949767313,0.15618634969784717,99.0470089104189,0.33148671534200763,0.09160712114775092
73,573,73.2909,27.4587,52,31.6419,0,117,123,12,130,8,0.99131,70.4694,0.0,0.0,4.14286,5.354,23.78208,0.0,0.0,125.0,50.70437,0.00026,0.26,11.592,-1.0,2.879612,0.16724972144407188,5.980622739103297,0.17163908978038123,23.154947916666668,0.015991652081235454,0.1288254811002896,0.17125236216742118,50424.76907881937,67911.79815568382,265.8987831991352,0.8184988235294117,0.14732997236363518,0.11153290152669981,3.9633141944631305,0.15922264969735078,92.77769630065438,89.48163374559488,29.221877109857253,0.15803263677653492,98.43816445551488,0.3292690892987765,0.09225933622792505
74,574,73.2886,27.5973,52,31.1389,0,117,123,12,130,8,1.00907,70.43643,0.0,0.0,4.10714,5.384,23.62964,0.0,0.0,126.0,50.78226,0.00022,0.27,11.324,-1.0,2.948074,0.16824814839875038,5.961527218529105,0.17269916880710576,23.307822145061728,0.01592634621139774,0.1286333780968676,0.17517038725400727,50715.036176671245,67966.30521056516,265.39729438330494,0.8187156862745097,0.14683181892927488,0.11181085807056712,3.875780485713695,0.15939508821558554,92.79453613173204,88.51527001888455,29.166999911084584,0.16031792599301697,98.03070259170062,0.3292690892987769,0.0926525716343201
75,575,73.3644,27.6227,52,32.2738,0,117,123,12,130,8,1.00123,70.49023,0.0,0.0,3.0,5.34,23.75218,0.0,0.0,126.0,50.8927,0.00023,0.27,9.965,-1.0,2.894978,0.16892629107390708,5.962394772863429,0.1735109621073534,23.62229938271605,0.015895153758781203,0.12793831958221952,0.17804381417728737,50855.517320421764,67910.39125283292,264.8736202830897,0.8187156862745097,0.14609408601001383,0.1120882821356178,4.209660413042073,0.15952289630020347,92.85399432842084,88.74173969867961,29.001643616476176,0.16227543626994423,97.57190767453537,0.32321042227649105,0.09319811364341367
76,576,73.532,27.6246,52,34.7009,0,117,123,12,130,8,0.99389,70.64245,0.0,0.0,3.78571,5.358,23.77352,0.0,0.0,125.0,51.02372,0.00019,0.27,11.272,-1.0,2.893617,0.17010786058319222,5.967736431727691,0.17452704847921588,23.886381172839506,0.015817286094086645,0.12820610987191225,0.18086362987700869,51151.210806874384,68145.0429903747,264.3567783176905,0.8190352941176471,0.14609766039934038,0.11254676215122146,4.954397234922169,0.15977947194602402,92.7736795278434,90.22363382438016,29.024924007462864,0.16409091153902888,96.33796705265559,0.32705146325554374,0.0936708053646866
77,577,74.2188,27.6739,53,35.1212,0,118,123,12,130,8,1.00832,71.26967,0.0,0.0,3.25,5.285,23.78016,0.0,0.0,126.0,51.2008,0.00022,0.27,10.003,-1.0,2.848936,0.17199582773031635,5.976239013105947,0.1754132731226163,24.14231288580247,0.015749007523171973,0.12827348725906787,0.1836270354705207,52965.33240370286,68398.56094891191,263.80338139419564,0.8186772549019607,0.1462001378981523,0.11268400576924358,5.016194659754433,0.15998291579240723,92.68579364186637,89.64479023386446,28.833623627085746,0.16615121743173938,97.61626654353518,0.32764567436294695,0.09424190937403873
78,578,74.7842,27.5831,53,36.0838,0,118,123,12,130,9,1.01077,71.78551,0.0,0.0,2.35714,5.284,23.81934,0.0,0.0,125.0,51.35349,0.00021,0.27,11.637,-1.0,2.800992,0.1746727626856901,5.962545711081693,0.17620822056980004,24.204185956790123,0.015669230960719836,0.13018567528906505,0.18490546592081114,53946.11477040291,68522.96501289186,263.22514606231715,0.8189160784313725,0.14611861157816294,0.11262843222843455,5.250387741722225,0.16016150559638315,92.55981531551186,88.04206198629139,28.60688988956404,0.16771139167486088,96.45562795494787,0.32542804831972466,0.09473377895921974
79,579,75.1805,27.7677,54,34.516,0,118,123,12,130,8,1.00924,72.1994,0.0,0.0,3.17857,5.273,23.75249,0.0,0.0,126.0,51.4786,0.00023,0.26,9.825,-1.0,2.809618,0.17638358689115732,5.9369693963693235,0.17733434579529692,24.16922260802469,0.015589304748546706,0.13044134288038217,0.18743578973672453,54404.16140298031,68479.27491072236,262.62695854610257,0.8184768627450979,0.14536954754062328,0.11266385357241245,4.988944231771498,0.1602414113128439,92.53328526892359,89.50755461932961,28.500861650631755,0.16907454830500954,94.76646758486791,0.3292690892987736,0.09544350804068506
80,580,75.9334,27.7141,54,33.2699,0,118,123,12,130,9,1.01341,72.88751,0.0,0.0,2.67857,5.17,23.90353,0.0,0.0,126.0,51.60099,0.00024,0.26,10.506,0.41487,2.849278,0.17766819569562514,5.917603291040533,0.17879231662252565,24.092158564814813,0.015541943908325083,0.13030070304991034,0.18965728378042906,56225.506551622144,68717.9322640759,262.01236683001633,0.8163854901960784,0.1457522356391835,0.11278225867884009,2.6045659051396988,0.16047421249747726,92.415078069362,89.60511464042824,28.310217209804208,0.1695634217753343,96.26762518729139,0.3292690892987793,0.09595097299014384
81,581,76.3763,27.6117,54,32.0507,0,119,123,12,130,8,1.00344,73.35363,0.0,0.0,2.89286,5.156,23.86439,0.0,0.0,126.0,51.71837,0.00022,0.27,7.687,-1.0,2.829915,0.1791592535782228,5.881730518323234,0.18010150509687176,24.150945216049383,0.015456451324330048,0.12953406231199335,0.1914889772251393,56743.82667498262,68649.13173212156,261.37623556735196,0.8154552941176472,0.1462484356281945,0.11303912926046432,4.609892019142347,0.1608341704774882,92.34655787788307,91.7901148159189,28.266211238908177,0.1708004472772653,95.67054243905555,0.32764567436295217,0.09660095058710486
82,582,76.0603,27.8778,54,32.3559,0,119,123,12,130,8,0.98618,73.04713,0.0,0.0,3.35714,5.138,23.77865,0.0,0.0,126.0,51.83704,0.0002,0.26,9.422,-1.0,2.819763,0.17970355158511553,5.869074834771854,0.1807632196418836,24.171730324074073,0.01592777046285658,0.12953454130221967,0.19236254401810374,56640.88353739245,68510.59220100033,260.75656558001623,0.8138419607843137,0.14694342404770241,0.11329166012393246,2.460379872058951,0.16076112194647965,92.34289991381692,90.61810260739288,28.320400096752024,0.1718826578269751,94.23074698758857,0.32542804831971833,0.09724121484945736
83,583,75.322,28.2689,53,32.2773,0,119,123,12,130,8,1.00274,72.34352,0.0,0.0,2.35714,5.203,24.01221,0.0,0.0,125.0,51.91172,0.00019,0.26,8.94,-1.0,2.798232,0.18093512903094022,5.916230109633477,0.18181399138255397,24.17404513888889,0.016099895711825185,0.1296600945208457,0.1949182706095746,55297.91210796439,68736.79522733847,260.1154996953439,0.8153317647058823,0.1481833172329922,0.11318022634035714,3.321143074156242,0.16089204400153811,92.48687056592458,90.66629245614912,28.105665042076584,0.17232199470314238,93.43071969238773,0.3232104222764908,0.09784793381080462
84,584,74.8593,28.2106,53,34.5328,0,119,123,12,130,8,1.00842,71.87069,0.0,0.0,3.67857,5.218,24.35512,0.0,0.0,126.0,51.90754,0.00012,0.27,8.508,-1.0,2.790586,0.1807888497928402,5.967849605131233,0.18234984807842092,24.12842399691358,0.016252341746916796,0.12803532443741789,0.19751409439554465,54750.09381442557,68663.25326098091,259.465198910066,0.815493725490196,0.14923364612416612,0.11310737090137506,3.014459027122965,0.16091991527100133,92.6133083485517,88.26037032228079,28.163002861870662,0.17280646097372968,94.28626298982049,0.3232104222764906,0.09827256273793776
85,585,75.0551,28.2069,53,38.4324,0,119,123,12,130,8,1.016,72.03506,0.0,0.0,2.92857,5.202,24.296,0.0,0.0,126.0,52.03841,0.00021,0.27,6.987,-1.0,2.809387,0.18029396582401053,5.961990279499774,0.18287195797090508,24.32687114197531,0.016409328313312075,0.1249958204667683,0.20167993911697035,55345.1515878338,68926.80643726302,258.797217020738,0.819295294117647,0.14918446490488182,0.11323025330937472,2.727961205595417,0.16091402306706945,92.57646176080885,87.79338927350618,28.063510847680362,0.17314658804076122,95.28265983647213,0.3232104222764866,0.09894444783992264
86,586,75.3681,28.2083,53,35.6437,0,119,123,12,130,8,1.00013,72.35113,0.0,0.0,3.92857,5.186,24.29593,0.0,0.0,126.0,52.24732,0.00019,0.26,6.283,-1.0,2.766345,0.18205136356937937,5.969921660689834,0.18357510888411402,24.572193287037038,0.016656741183829735,0.12278360986640137,0.20483380947903748,56157.26121215791,68948.34488315588,258.1180537522266,0.8210443137254901,0.14900804396131215,0.11337853336934281,3.370012973541043,0.1610227245705784,92.51589774418754,89.69131430496986,28.069665602695792,0.17406183063363292,92.79338657516655,0.3232104222764867,0.09941376444134101
87,587,75.1027,28.334,52,33.4872,0,119,123,12,130,8,0.99499,72.05161,0.0,0.0,1.89286,5.173,24.29305,0.0,0.0,125.0,52.39759,0.00017,0.26,6.098,-1.0,2.789344,0.18346363638017438,6.003119487099094,0.18399757777296488,24.853395061728396,0.016727244220937146,0.1212799417253319,0.20785205187637856,55854.99720002854,68925.7030645726,257.4361972652772,0.8212447058823529,0.14965424341602454,0.11348848697917371,3.0285880554513285,0.1608323934148866,92.5557274254412,88.98630659960318,28.115512424045143,0.17608261863698244,93.15696001556563,0.3232104222764862,0.10011272354556591
88,588,74.8113,28.4462,52,35.8863,0,119,123,12,130,8,0.99026,71.79125,0.0,0.0,3.35714,5.186,24.39711,0.0,0.0,126.0,52.5165,0.00019,0.27,6.499,0.41397,2.820592,0.18526916955938733,6.019048685694552,0.1840186379358291,25.094280478395063,0.01688377832562147,0.12064822139746771,0.20910421332879775,55019.78936545206,68719.88395500247,256.73941959485916,0.8209541176470588,0.15024505930520707,0.11345104561083193,3.225956879707789,0.16072605995508304,92.59560965546046,91.08504106166782,28.066656418788583,0.17736567578046936,92.40501070942979,0.3232104222764847,0.10042647669309131
89,589,75.4733,27.9618,52,36.3458,0,119,123,11,130,8,0.99351,72.33625,0.0,0.0,1.85714,5.213,24.48941,0.0,0.0,126.0,52.70775,0.00019,0.27,5.881,-1.0,2.857756,0.18644902789075288,6.015230890702956,0.18438644153275424,25.243682484567902,0.016978027927134605,0.1203992308561269,0.21093110218945582,57121.69111369568,69111.92996793988,256.04790297292294,0.8210443137254901,0.15026021489017846,0.11323826135864493,3.2368047616868405,0.16035491174285024,92.56077190884696,88.7718411988712,28.100092381606867,0.17866968355514562,91.38143693110548,0.32321042227648433,0.10094072399579959
90,590,76.2519,27.6538,53,36.9554,0,119,123,11,130,8,0.99445,73.1011,0.0,0.0,2.89286,5.193,24.06923,0.0,0.0,126.0,52.89683,0.00019,0.26,5.66,-1.0,2.847089,0.18798450211844708,5.990181196677853,0.18509484003773247,25.345293209876544,0.01706764909142302,0.12028971594634981,0.21326259702989764,59002.43757525816,69190.24508057877,255.32003561022458,0.8219152941176471,0.1502125879038508,0.11287652686050004,3.477760739497349,0.16011959649028765,92.41276134255045,87.24380994867931,28.053494300371334,0.17965049505211425,90.41697016094633,0.32321042227648367,0.10133438897257149
