,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,color_fulness,cubcol.0.6,uhdhdsim,tone,cubcol.1.0,temporal,cubcol.0.5,staticness,noise,cubrow.0,cubrow.0.6,blur,cubrow.0.3,cubrow.0.5,cubrow.1.0,cubcol.0,cubcol.0.3,fft,saturation,blockiness,contrast
45,45,29.6878,17.3632,20,19.2378,0,109,120,6,137,6,0.99125,29.96075,0.0,0.0,8.03571,8.463,16.7809,0.0,0.0,129.0,44.88674,0.0,0.39,2.231,-1.0,1.219628,16.67211612654321,58.862434358916445,0.08525937414435282,101.21392138338896,0.6767597647058817,0.10488875048069414,6.089502225842363,0.06773167351443721,514.4009843690999,0.3232104222764903,0.06378979096880646,0.11354965550391219,5260.495573682236,0.05537791656742861,0.08069298050566391,0.11387926813386101,0.10208472037009685,0.09424812528925723,64031.70161803625,52.50779799473138,1.452864273305883,90.4120730229704
46,46,29.6669,17.2888,20,17.6065,0,109,120,6,137,6,0.99463,29.92035,0.0,0.0,6.07143,8.457,14.92035,0.0,0.0,128.0,44.55214,0.0,0.39,2.561,-1.0,1.300268,16.690634645061728,59.80542564987867,0.0850417754175105,101.24764793832212,0.6697895686274489,0.1051074219962022,6.028140723413457,0.06748223492757263,512.2831913476856,0.3232104222764887,0.06452048209142096,0.11304407314840498,5299.130641887295,0.05534724836044084,0.08016810602186687,0.11390400098820898,0.1040270113713584,0.0934926357591909,63968.613099735456,52.89638999656394,1.764795717923644,91.62122470206069
47,47,29.3331,18.0164,20,16.6618,0,108,120,6,137,6,0.99351,29.61745,0.0,0.0,5.35714,8.328,14.85622,0.0,0.0,129.0,44.70287,0.0,0.39,2.258,-1.0,1.331551,16.982976466049383,59.74150375443736,0.08468773788813364,101.31152845161776,0.6737498039215687,0.10497628676803236,5.981420497804304,0.06708195017311425,510.3022168291352,0.32321042227648566,0.06573268098487464,0.11232617647888192,5183.957106519653,0.055309661354428025,0.0799116907813203,0.11394425351188389,0.10545510040752169,0.09286000805432025,63947.581909961635,53.36797888485002,1.7325264137567609,91.31938234053831
48,48,29.3719,16.2082,20,16.7603,0,108,120,6,137,6,0.99172,29.71043,0.0,0.0,6.03571,8.331,15.49458,0.0,0.0,130.0,44.93633,0.0,0.4,1.85,0.24961,1.339929,17.07296489197531,60.904590732237125,0.08409546683067766,101.27634793868441,0.6808185882352936,0.10471732392243209,5.9203645688493225,0.06664759649108531,508.4145165209286,0.32321042227648666,0.06622713144897478,0.1116450475933627,5194.012732114212,0.05517156556686424,0.07981740652182609,0.11376940881632139,0.1063469521721137,0.09234846654361333,64103.48495004236,54.1000801368996,1.2771428825563926,89.90749665740779
49,49,29.3957,13.7996,20,16.2273,0,107,120,6,137,6,0.99041,29.84702,0.0,0.0,6.67857,8.361,13.93678,0.0,0.0,129.0,44.67195,0.0,0.39,1.896,-1.0,1.306728,17.107735339506174,59.95185544295485,0.08358500731233409,101.23570601046823,0.6742470588235294,0.10457678586832268,5.847309219573623,0.0662436297914965,506.67397294595395,0.32321042227648666,0.06710145136479062,0.11095730418138704,5206.644588873646,0.055036504368310105,0.07962870854782227,0.11354799785166755,0.10689715868409959,0.09176845673361458,64107.06641163389,54.68651138117284,1.286900928837269,95.14085614715808
50,50,29.6928,11.0652,20,14.5603,0,107,120,6,137,6,0.98002,30.14026,0.0,0.0,5.78571,8.264,11.87816,0.0,0.0,129.0,43.81492,0.0,0.4,2.278,-1.0,1.284126,16.513744212962962,58.140993298059655,0.08348776167205525,101.21299934956454,0.6548349019607842,0.10452069586121203,5.63157106471125,0.06592643966712582,505.0550525668022,0.32321042227648916,0.06781361495163436,0.11036739907312274,5318.433155252387,0.05505045180334404,0.07950778099649443,0.11317034584162702,0.10727547909297683,0.09123211050097084,64099.469437187465,54.98154534233941,1.1557422003651951,90.37569218662526
51,51,30.1208,9.57284,21,13.0242,0,107,120,6,137,6,0.98005,30.62635,0.0,0.0,6.42857,8.218,9.52305,0.0,0.0,126.0,43.66581,0.0,0.4,2.277,-1.0,1.224334,16.261815200617285,59.916483044374225,0.08350940566667454,101.10743071541523,0.6524282352941175,0.10421221395571782,5.351003833557678,0.06559001808175477,503.55060764695054,0.3314867153420045,0.06827010071134586,0.10977836340967709,5530.93631344009,0.05517223313491884,0.07959013758034873,0.11293075732672396,0.10771419641667684,0.09078556069049407,64072.81563011306,55.02896777494454,0.8049127624663284,92.72797064052067
52,52,30.2192,9.32775,21,12.112,0,107,120,6,137,6,0.99405,30.79639,0.0,0.0,8.96429,8.281,8.23591,0.0,0.0,125.0,43.77283,0.0,0.4,2.731,-1.0,1.077369,15.876350308641975,61.763118484753875,0.08337029873801365,101.06008772303318,0.6537172549019606,0.10386425837642888,5.120549561319369,0.06529273486905067,502.06623030043454,0.33148671534200863,0.06890988931852028,0.10921283205749066,5592.068479956983,0.05526506502081222,0.07964539996482387,0.11291671120539744,0.10830145124708572,0.09038501531682472,64066.089956571406,55.158153581030575,1.1331649889455764,94.2085543700113
53,53,30.228,9.83234,21,10.8718,0,107,120,6,137,6,0.99022,30.87116,0.0,0.0,7.60714,8.267,8.02545,0.0,0.0,125.0,43.89209,0.0,0.4,2.437,-1.0,1.08109,15.194444444444445,61.74045890158702,0.08326830149119756,101.04563962463025,0.655763137254902,0.10358581998027928,4.92781529224937,0.06498556346601374,500.6380886907529,0.33532775632107176,0.06923228035143963,0.10878049203439069,5612.00996951428,0.055377540658741654,0.07966299858717754,0.11327638578286654,0.10888215389515836,0.09012485083947228,64029.25726176397,55.27045016818576,1.4227391504418363,92.64884289744454
54,54,30.6309,9.58665,22,11.7727,0,107,120,6,137,6,0.99712,31.37272,0.0,0.0,6.35714,8.188,8.59751,0.0,0.0,127.0,44.72688,0.0,0.4,2.255,-1.0,0.885353,14.430025077160494,60.154505085579586,0.08318004610917232,100.92012788955286,0.6787490196078432,0.10323532243667738,5.483536887263683,0.06470599629867096,498.6770323741621,0.33754538236429993,0.06952107803410917,0.10855075422657062,5820.117665749844,0.055547703374388704,0.07974792452973842,0.11354600000502707,0.10936656985225734,0.08974393606848649,64160.58316181463,54.01458269284095,1.3494502565563056,89.32493458666134
55,55,30.7153,9.41441,22,11.201,0,108,120,6,137,6,0.99089,31.44656,0.0,0.0,5.60714,8.228,8.26022,0.0,0.0,126.0,44.85706,0.0,0.39,2.41,-1.0,0.906462,13.57566550925926,60.100046299211485,0.08274101105367106,100.91893635942702,0.6810996666666663,0.10295209767575188,4.99799352101532,0.06445322301041911,496.74669092946425,0.3375453823643013,0.06977492655832619,0.10812749078966684,5841.412594217172,0.05570368947844376,0.07995158108383761,0.11386942428318049,0.10974702408575304,0.08938046819600244,64095.29469593476,53.74635974271798,1.2206501716199125,94.63250931418357
56,56,30.5834,9.47191,22,10.8693,0,107,118,5,137,6,0.98946,31.34058,0.0,0.0,7.85714,8.346,8.10856,0.0,0.0,127.0,44.53903,0.0,0.4,2.155,0.27083,0.908993,12.37085262345679,60.73447506095782,0.08275916453324383,100.91485371323834,0.6804235294117648,0.102653747090559,5.593647707527346,0.06419722590786313,494.67443201857293,0.33754538236430004,0.07034061753475998,0.10779538847166806,5769.566583522059,0.05585269126135606,0.08021733264648824,0.11394777528254775,0.1101141737406721,0.08915579567053963,64187.06232287243,56.57390585063416,1.3741163162224312,92.35551786403593
57,57,30.5353,8.79155,22,10.3966,0,107,117,5,137,6,0.99507,31.31501,0.0,0.0,7.07143,8.323,8.16665,0.0,0.0,126.0,43.97654,0.0,0.4,2.391,-1.0,0.910883,12.066358024691358,63.35567308419225,0.0828577198388003,100.91144027370433,0.6748588235294118,0.10239875760158666,5.654979380622664,0.06394470223899133,492.464491908018,0.3375453823643007,0.07121998269343165,0.10753591446630377,5718.08390817566,0.055889897423068866,0.08051762963512274,0.11402291209493387,0.11040619649780438,0.08889236545605671,63816.46502027441,60.58094335485388,1.2508017625777033,94.14113956243172
58,58,30.4332,8.47926,22,10.2838,0,107,117,5,137,6,0.99935,31.27839,0.0,0.0,6.14286,8.326,7.57817,0.0,0.0,126.0,44.04005,0.0,0.4,2.785,-1.0,0.842632,11.39771412037037,63.58328889558297,0.08300134916286454,100.90847302373804,0.6758996078431373,0.1021787355424489,4.7108786514266185,0.06368868866580069,490.42613243979343,0.3375453823643022,0.07249381284107932,0.10717518216870871,5716.073137567897,0.055981704635653905,0.08084739924404007,0.11415551912104077,0.11053641422420141,0.08866446031378225,63948.807077211844,60.50544738769531,1.1923322355779509,95.18618460588132
59,59,30.4283,8.35736,22,9.66462,0,108,117,5,137,6,0.99669,31.33495,0.0,0.0,5.67857,8.308,7.30247,0.0,0.0,126.0,44.11424,0.0,0.4,2.743,-1.0,0.826153,10.80005787037037,63.734191138807034,0.0833938794611548,100.88494116288622,0.6772756862745098,0.10216677152879843,4.610304114875265,0.06349178054380458,488.5126570130389,0.3375453823643036,0.074093640973638,0.10668839058557698,5692.6229767629,0.056085213166003366,0.0811743316828113,0.11388213657267164,0.11087511433322221,0.08829785188506913,64021.0361753038,60.5096403522256,0.9307036086124014,92.32611386013465
60,60,30.4506,8.13509,22,9.35417,0,108,117,5,138,6,0.9956,31.41731,0.0,0.0,6.32143,8.304,7.19671,0.0,0.0,126.0,44.20236,0.0,0.4,2.563,-1.0,0.8505,10.348234953703704,63.88292074745043,0.08396482568065193,100.88078899609843,0.67898,0.10209184530143119,4.506168397490623,0.06285924251098925,486.72880550298635,0.33754538236430526,0.07596264238728209,0.10538630454369609,5715.438013157265,0.056189052746570274,0.08123401363373844,0.11287860145050399,0.11196754128220877,0.0874505827884038,64124.947796669854,60.482271170910494,0.9299015382560447,89.45615219470336
61,61,30.4744,8.24518,22,9.19872,0,108,117,5,138,6,0.99829,31.44713,0.0,0.0,7.57143,8.257,7.0021,0.0,0.0,127.0,44.27392,0.0,0.4,2.6,-1.0,0.864869,9.982253086419753,63.959734689652734,0.08415897104289292,100.87491867491055,0.6797011764705883,0.10177070891532786,4.350030117617228,0.06218999743135899,485.06029776670147,0.3375453823643064,0.07790180489157356,0.10410919393140983,5731.628297847337,0.056308923233738956,0.0813260122017913,0.11216512105414934,0.1131226636805735,0.08692340340120512,64097.17657282335,60.70301630467544,1.134347678350578,88.93866280561383
62,62,30.487,8.41794,22,9.2656,0,108,117,5,138,6,1.00004,31.4504,0.0,0.0,6.46429,8.257,7.09312,0.0,0.0,126.0,44.38971,0.0,0.4,2.621,-1.0,0.859777,9.568479938271604,64.06316819173195,0.08435318519019055,100.88168800176008,0.6811972549019609,0.10148275536541024,4.43686356141395,0.06161039599582527,483.481029781208,0.3375453823643065,0.07943006708954496,0.10290140186992458,5738.216230584082,0.05630642559505695,0.08114057399775738,0.1116615048321002,0.11411858187754391,0.08631258093641153,64084.11917701899,60.49138010284047,1.6667422726186443,91.85206017149906
63,63,30.3186,8.47511,22,9.64014,0,108,117,5,138,6,0.99366,31.28655,0.0,0.0,5.85714,8.249,7.23863,0.0,0.0,126.0,44.50679,0.0,0.4,2.806,-1.0,0.84669,9.289641203703704,64.08710570976001,0.0843441176530373,100.907016254209,0.6823054901960786,0.1011108747917195,4.5450808855196,0.06119639159372098,482.00599988451387,0.3375453823643047,0.08083940860238818,0.1015243571284128,5662.411078441232,0.05610587731955819,0.08093990660320365,0.11128508735357749,0.11503150983344225,0.08413424578984816,64063.103679871616,60.57841322157118,1.53788446805862,93.6781036461768
64,64,30.2357,8.31639,22,9.80428,0,108,117,5,138,6,0.99846,31.1896,0.0,0.0,7.03571,8.278,7.29119,0.0,0.0,126.0,44.5709,0.0,0.4,2.981,0.27379,0.883742,9.127893518518519,64.07620075604156,0.08437060052595723,100.91081497471424,0.6827317647058824,0.10091478665017113,4.584534336894267,0.060840965631161224,480.6148641395659,0.33754538236430337,0.08231853798540785,0.10024955258114582,5603.082351798627,0.05591199500893801,0.08075550199427774,0.11094190239386768,0.1165510262328859,0.08191222397775134,64077.06235973227,60.414178918909144,1.2145734254546674,91.66228414300114
65,65,30.4171,7.87295,22,9.99088,0,108,117,5,138,6,0.9944,31.3443,0.0,0.0,9.75,8.201,7.15061,0.0,0.0,126.0,44.64409,0.0,0.4,2.936,-1.0,0.828183,9.041425540123457,64.11688211375852,0.08450940584158644,100.90637874435897,0.6830792549019606,0.10054764428140706,4.5307938787034105,0.060227477942911084,479.2979290206975,0.3375453823643036,0.08342609217820578,0.09920538408039091,5678.618204267262,0.05592549168917075,0.08063122256746334,0.1105967464155999,0.11843374861729433,0.08070497370432884,64209.7864863233,60.581484947675534,1.1308313476554988,89.33500560468444
66,66,30.4945,7.56711,22,9.4101,0,108,117,5,138,6,0.99444,31.40962,0.0,0.0,9.35714,8.178,6.76677,0.0,0.0,127.0,44.69385,0.0,0.4,2.658,-1.0,0.875227,8.967447916666666,64.07216462822615,0.08451537819478774,100.8927061921363,0.6833541176470589,0.10029905179006068,4.499029155532934,0.05977270454444293,478.04340698808966,0.33754538236430315,0.08461417970408135,0.09844713261866057,5720.74728800496,0.055803518788894134,0.08053025046736223,0.1105054554926301,0.1206263243137613,0.07951210488668271,64216.12002998199,60.548745237750765,1.1266615694421318,93.51655388147775
67,67,30.4392,7.5037,22,9.03499,0,108,117,5,138,6,0.99924,31.35553,0.0,0.0,7.75,8.194,6.50634,0.0,0.0,126.0,44.71941,0.0,0.4,2.641,-1.0,0.870737,8.864969135802468,64.00261527887551,0.08459135829913639,100.90560361834422,0.6842854901960783,0.0997131187059923,4.471672797369982,0.05942413974335185,476.84272003675613,0.33754538236430337,0.08606128220386976,0.09783890725294025,5709.067738454022,0.05576190380752246,0.080518786162877,0.11044232762099257,0.12241255498404698,0.07859314157213626,64158.02549133187,60.5234169665678,0.9423363038901822,90.5378549458006
68,68,30.4623,7.5438,22,9.18222,0,108,117,5,138,6,0.99518,31.3858,0.0,0.0,7.0,8.211,6.45024,0.0,0.0,127.0,44.7765,0.0,0.4,3.107,-1.0,0.869649,8.889274691358025,63.86783000007672,0.08480398161658606,100.9018170362722,0.6843082352941177,0.09970247426661565,4.469638336551169,0.05900615223314718,475.71209769376526,0.3375453823643013,0.08726690207608291,0.09746440875413159,5709.7046398461935,0.0558266746668388,0.08021815007859584,0.11018372913256305,0.1236660199201006,0.07788131809146079,64103.0422716914,60.50259173357928,1.1649811517753808,89.49392920048035
69,69,30.4671,7.39131,22,9.07347,0,108,117,5,138,6,0.99028,31.39064,0.0,0.0,7.5,8.158,6.48648,0.0,0.0,126.0,44.82963,0.0,0.39,3.066,-1.0,0.882904,8.875192901234568,63.81910287017448,0.08521558990640953,100.90372488252879,0.6848509803921567,0.09939707872988353,4.513421325499226,0.05885966185703711,474.6169140764581,0.3375453823643018,0.08851531042372812,0.0970018630785963,5682.847867858351,0.055894407742842156,0.08008620244811758,0.11013865909205894,0.12477227408197852,0.07735820497220013,64042.271569979974,60.72301078137057,1.0950193734824978,87.86025638250673
70,70,30.5807,6.76549,22,8.77239,0,108,117,5,138,6,0.99285,31.4774,0.0,0.0,9.57143,8.117,6.35586,0.0,0.0,126.0,44.83022,0.0,0.4,3.123,-1.0,0.912516,8.73341049382716,63.69702491735559,0.08576746423065346,100.88189119674766,0.6851862745098038,0.09943759414087407,4.542235300369165,0.058575407208147766,473.5615084138022,0.33754538236430154,0.08974061008404483,0.09684713844536368,5765.476857366497,0.055936050660757526,0.07991841929120598,0.11003620465077343,0.12547954126901564,0.07664118371810728,64013.568671971836,60.65529981071567,1.283525737415224,95.27111020772762
71,71,30.6982,6.22403,22,8.06708,0,108,117,5,138,6,0.99644,31.5937,0.0,0.0,9.35714,8.163,5.81349,0.0,0.0,126.0,44.89155,0.0,0.4,2.878,-1.0,0.941535,8.75438850308642,63.5824880333461,0.08627874842571945,100.8670932940605,0.6868301960784313,0.0997470719344782,4.36701374624903,0.058460946916079115,472.55305553728346,0.3375453823643009,0.09085480943402699,0.09666030684480206,5846.6129237117975,0.05609074640705705,0.07982359465621709,0.10999689654774529,0.12584154939168896,0.07546967240873308,63901.73334137667,60.65116543240018,1.343093314631006,90.7729188938652
72,72,30.7467,6.16136,22,7.42056,0,108,117,5,137,6,0.99799,31.65345,0.0,0.0,7.42857,8.109,5.34008,0.0,0.0,126.0,44.90523,0.0,0.4,2.778,0.26312,0.962371,8.559992283950617,63.49996202833866,0.08679764334118206,100.86355935044922,0.6868003921568626,0.10001110316783449,4.103791853224098,0.05834273520798426,471.573740781344,0.3375453823643018,0.09155584014564376,0.09642035939627312,5869.883926184308,0.05630865782539641,0.07976436732945945,0.11008106286429119,0.1261219861210641,0.07434269949679587,63929.29218186664,60.63328062457802,1.0613938204476574,93.61408395105981
73,73,30.4442,6.43905,22,7.33363,0,108,117,5,137,6,1.0001,31.39709,0.0,0.0,5.28571,8.08,5.28977,0.0,0.0,126.0,44.90297,0.0,0.4,2.817,-1.0,0.968038,8.448061342592593,63.17565255985609,0.08712996708045816,100.90525200609284,0.6865254901960783,0.1001525884074647,4.019820924163871,0.0584477517839998,470.63595797403804,0.33754538236430215,0.09228183078159999,0.09609477958254291,5749.766855012683,0.05652021268407081,0.07966459398609828,0.11014229541806991,0.12628965618499305,0.07343494627583885,63953.46045370625,60.78871889467593,1.0564750963659426,92.35559088947855
74,74,30.0478,6.66622,22,7.75482,0,107,117,5,137,6,1.00064,31.07343,0.0,0.0,4.0,8.057,5.53008,0.0,0.0,126.0,44.90282,0.0,0.4,2.595,-1.0,0.939585,8.199411651234568,62.994057735431355,0.08755219285376782,100.95843614010388,0.6865709803921569,0.100158896221151,4.102787945240542,0.05866119870358222,469.7304015782494,0.337545382364302,0.09317979527007264,0.09580783394048242,5555.118093289145,0.05674478509440262,0.07930977459903012,0.1101220312632536,0.12642547814667454,0.07225036277917707,63846.56344597577,60.65023935577016,1.2290099820925886,89.41650379399987
75,75,29.7144,6.97156,22,8.36498,0,107,117,5,137,6,1.00014,30.75729,0.0,0.0,4.0,8.07,5.72644,0.0,0.0,126.0,44.87018,0.0,0.39,2.469,-1.0,0.928492,7.918065200617284,62.62247545336528,0.08792328546902049,101.01824260182156,0.6859976470588236,0.10038058202159207,4.242221174098439,0.05879163916278243,468.8483735314799,0.3375453823643026,0.09393263196779708,0.09550860959379114,5419.3855727291275,0.05687314606122881,0.07902680318966657,0.11000002769897942,0.1262911691798227,0.07121580433012721,63860.01927049001,60.558309296031055,1.3224961217610687,95.03926213386049
76,76,29.3167,6.93225,21,8.82206,0,107,117,5,137,6,1.00231,30.41993,0.0,0.0,3.71429,8.126,5.99852,0.0,0.0,126.0,44.8172,0.0,0.39,2.479,-1.0,0.91433,7.624855324074074,62.12400091999662,0.08799235000158614,101.08526770095852,0.6859898039215686,0.10055701101823294,4.341303471396732,0.05894461126462158,467.99232101864453,0.3375453823643033,0.09440493787793595,0.09509436987342555,5243.080527858146,0.05701105337256397,0.07882096508668615,0.10994023401334269,0.12613110452639223,0.07022200663991948,63918.792827904435,60.13774014696662,1.400884702691319,91.23286726266994
77,77,29.3063,6.64828,21,8.35624,0,107,117,5,137,6,1.0012,30.38811,0.0,0.0,4.85714,8.095,5.95876,0.0,0.0,126.0,44.78474,0.0,0.39,2.469,-1.0,0.917131,7.418740354938271,61.930511903539525,0.0875954116288761,101.08327496200276,0.6845356862745099,0.1007567561516346,4.326225306787962,0.05920573003687109,467.1479726096128,0.33754538236430326,0.09464372877686487,0.09468091073853202,5207.550209886631,0.057166952317029805,0.07888018545135639,0.10996093032433821,0.12633119255115668,0.06915907252848084,63910.921693302305,60.3873797758126,1.5197112063245481,91.49432090004419
78,78,29.391,6.68064,21,7.71337,0,107,117,5,137,6,1.00167,30.49747,0.0,0.0,3.17857,8.067,5.71301,0.0,0.0,126.0,44.77258,0.0,0.39,2.911,-1.0,0.915258,7.283179012345679,61.82242253018152,0.0872692729421042,101.05979637251801,0.6843152941176471,0.1008448660148069,4.229833064173054,0.059451487646235604,466.3391587533993,0.3375453823643036,0.09497620283876662,0.09440924456415718,5261.407707762634,0.057333825300651016,0.0790162052329805,0.1100449373060916,0.12623392982723505,0.06824624174986617,63971.38885423375,60.39490876374421,1.137915482527876,91.30844482509342
79,79,29.4446,6.92257,22,8.08205,0,107,117,5,137,6,1.00089,30.57936,0.0,0.0,3.25,8.16,5.74111,0.0,0.0,126.0,44.73254,0.0,0.4,3.126,-1.0,0.943142,7.1615065586419755,61.78880744816415,0.0869332949779628,101.04808991513255,0.684583137254902,0.10078493130331165,4.161602980188275,0.059719328820917766,465.55589114151945,0.3375453823643029,0.09545959891949034,0.09412343574476362,5273.376987350434,0.05744376910114977,0.07924883312750354,0.10997624352062448,0.12590397678225712,0.06744731322333226,63889.96162549217,60.347734616126544,0.8213715673956581,92.93043844154397
80,80,29.5283,7.2893,22,8.48701,0,107,117,5,137,6,1.00214,30.68583,0.0,0.0,5.57143,8.195,5.94892,0.0,0.0,126.0,44.71553,0.0,0.4,2.679,0.28151,0.944757,7.091628086419753,61.704440657785405,0.08669121839642549,101.03682491787586,0.6846435294117648,0.1005974633426114,4.220558025919597,0.05994595190241514,464.8010154470381,0.3375453823643035,0.09605887606247376,0.09382507051977151,5343.002922524199,0.0577050799806139,0.07951745362762859,0.10981031552193776,0.1258008144035119,0.0667148451009448,63896.62355456138,60.622855669186436,1.28327192008852,92.51208691840074
81,81,29.6707,7.54123,22,9.13118,0,107,117,5,137,6,1.00326,30.74211,0.0,0.0,5.57143,8.136,6.28723,0.0,0.0,126.0,44.58809,0.0,0.4,2.441,-1.0,0.989038,7.189187885802469,60.693296433850385,0.08610629136844695,101.03555791275204,0.6820760784313726,0.10046694017105885,4.60107835574999,0.06008856259941934,463.93379104808764,0.33754538236430204,0.09644211576255114,0.09347097818715196,5403.225616693706,0.05781288578142213,0.07967292801259665,0.10975764509332835,0.12562191023607516,0.06600901280948336,63823.45772040691,60.15387735249084,1.0099024695428716,94.93311496406356
82,82,29.6973,7.70047,22,8.56435,0,106,117,5,137,5,1.0,30.7454,0.0,0.0,6.0,8.122,6.49039,0.0,0.0,126.0,44.47393,0.0,0.4,2.114,-1.0,0.973261,7.337673611111111,60.26844927942821,0.08555433011087434,101.03126527167305,0.6800486274509804,0.10044599610725101,4.423700432262937,0.06004597612055912,463.0216388443731,0.3375453823643008,0.09662066955200635,0.09331632798207697,5396.50493575082,0.05792566197473742,0.07989452820454714,0.10948589018698804,0.1256477049390499,0.06533747762999915,63836.509119846996,59.39280851387684,1.254900736983781,94.58906042127676
83,83,29.5871,7.97015,22,8.44129,0,106,117,5,137,5,0.99371,30.67462,0.0,0.0,5.57143,8.2,6.62467,0.0,0.0,126.0,44.45872,0.0,0.4,2.408,-1.0,0.976317,7.53833912037037,60.33321349186336,0.0849187472156883,101.03876554641188,0.6782760784313725,0.09948485201147461,4.397498386457825,0.05992262656344145,462.1467435081955,0.3375453823643015,0.09685359312265454,0.0932606944237303,5335.43786532065,0.057891909538051164,0.08007762629985914,0.10923327530790003,0.12580535841766352,0.06450826760620872,63771.485856749874,59.64699092912086,2.0166540128806623,94.83171427370839
84,84,29.4239,7.92058,21,9.11038,0,106,117,5,137,5,0.99041,30.47065,0.0,0.0,3.10714,8.222,6.85274,0.0,0.0,126.0,44.35741,0.0,0.4,2.828,-1.0,1.022104,7.595775462962963,60.321673920964486,0.08430046649231283,101.07922481043258,0.6734145098039216,0.09892692488782931,4.493539672813879,0.0598345351182943,461.289326284144,0.3375453823643,0.09745755600614274,0.09325743253193391,5265.596704884548,0.05789411826362607,0.08011770213362011,0.10910231167242355,0.1258891671269518,0.06380546877982754,63843.76580385371,59.72669982910156,1.0944732630760132,91.49872398450914
85,85,29.6014,7.62119,21,8.88505,0,106,117,5,137,5,0.99675,30.60362,0.0,0.0,4.17857,8.138,6.80927,0.0,0.0,126.0,44.32794,0.0,0.4,2.954,-1.0,0.991493,7.733169367283951,60.1855463970762,0.08362532207980218,101.08163887632469,0.6731090196078432,0.0988761243780093,4.549430446421978,0.060074239775703676,460.4611930805505,0.33754538236430043,0.09772753262988784,0.09364359542672035,5314.228871568857,0.05802719163962776,0.08009888538809214,0.10903183565435837,0.12588080678353775,0.06317759588339372,63916.791169580996,59.75433236581308,1.3115338068746683,93.61213105711961
86,86,29.9603,8.11895,22,9.30482,0,106,117,5,137,5,1.00213,30.96882,0.0,0.0,3.60714,8.109,6.55633,0.0,0.0,126.0,44.244,0.0,0.4,3.177,-1.0,1.038305,7.920814043209877,60.27676496831424,0.08312701683276397,101.00328505855484,0.6711596078431372,0.09906628781582459,4.453475073778621,0.060356548562187064,459.6586487132618,0.33754538236430004,0.09815374696015804,0.09410219156927917,5486.030462729093,0.057794454173981234,0.08030213314109141,0.10899144487964432,0.12600326653068283,0.06240974186624612,63992.26208676699,59.69629885826582,1.3170288633896188,92.13677757029528
87,87,30.8058,7.76768,22,10.7913,0,107,117,5,136,5,1.00044,31.95345,0.0,0.0,3.71429,8.158,7.16691,0.0,0.0,126.0,45.20813,0.0,0.4,2.788,-1.0,0.887604,8.170814043209877,60.367342645427904,0.08286640602276152,100.78744268158155,0.6846435294117645,0.09940056005391723,5.016631098372741,0.060108277267241834,458.5715804581299,0.33754538236430726,0.09836296547301339,0.09439800467533621,5911.480760982139,0.057877758112552684,0.08057555523734129,0.10926964062841837,0.12599839558906525,0.06156973640828216,64095.43564527624,59.12731104721257,1.5293458396068815,89.69530648044774
88,88,31.3297,7.71055,23,9.4631,0,107,117,5,136,5,1.00034,32.50773,0.0,0.0,4.46429,8.251,6.68636,0.0,0.0,126.0,45.22643,0.0,0.39,2.832,0.28112,0.899978,8.426359953703704,60.26760402052995,0.08249148019916411,100.6796081290546,0.6851870588235294,0.0994240361325024,4.443560730285406,0.060305277657403386,457.51609511084786,0.339763008407534,0.09876505858477728,0.09439940585524911,6181.207018599492,0.05795238723079865,0.08072723130076852,0.11004575235112769,0.1258644670615072,0.06098865562141103,64130.026616455725,59.06835975176023,1.6048902143241885,95.01107761023552
89,89,31.8939,6.90083,23,9.13143,0,107,117,5,136,5,0.99703,33.07428,0.0,0.0,4.35714,8.174,6.6285,0.0,0.0,126.0,45.19606,0.0,0.4,2.731,-1.0,0.877321,8.669945987654321,60.228547664396636,0.08224146409269052,100.59360092695539,0.6827027450980392,0.09978794009974762,4.4828576882367726,0.06051328999428767,456.48366665249927,0.3397630084075339,0.09912768185256443,0.09428147457913652,6445.71191947439,0.058064735586956996,0.08098590464006955,0.11055673364479499,0.1256946083595132,0.06098281029736698,64023.54331518831,58.854646659191744,1.4517231215507946,93.21405961923655
90,90,32.2176,6.17387,23,8.21223,0,107,117,5,136,5,0.99493,33.4222,0.0,0.0,6.35714,8.123,5.92341,0.0,0.0,126.0,45.19696,0.0,0.4,2.783,-1.0,0.87166,8.788387345679013,60.13390356727473,0.08196572813682163,100.54352756034814,0.6833733333333334,0.10009344346134395,4.242077954604604,0.06056742188335538,455.4805790327838,0.3397630084075343,0.09961182460225945,0.09425925734275835,6612.66655409472,0.057937928036374646,0.08142166699866057,0.11108270302571491,0.12542053120179508,0.061193004606978824,63503.26930874698,58.886468769591524,1.260319095580504,93.34748179856123
