,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,saturation,color_fulness,blockiness,cubrow.0,cubcol.0.6,tone,cubrow.0.5,cubrow.0.3,cubrow.0.6,temporal,cubcol.0,cubcol.0.3,cubrow.1.0,noise,staticness,uhdhdsim,cubcol.0.5,movement,blur,fft,contrast
45,45,72.5671,14.5918,76,19.7068,0,115,121,20,130,22,1.03227,71.14236,0.0,0.0,0.85714,3.041,11.89914,0.0,0.0,125.0,57.74648,0.00132,0.61,1.865,-1.0,0.032496,0.13261420038918587,39.410690119237074,148.23072474458866,3.0018094745475867,0.19773540334676326,0.19520511997713405,0.8892662745098039,0.23560672947205788,0.218944659220455,0.2369421647282813,5.079601111039494,0.08460385185725247,0.17482118833778107,0.28365313312467916,1.0622939054860498,442.4687642983559,81.92280207344892,0.2754533121438401,6.759403935185185,35116.91964976367,75476.69815619661,96.36564913824469
46,46,73.1128,14.6924,77,19.7995,0,115,121,20,130,22,1.03318,71.67615,0.0,0.0,0.28571,3.047,12.54104,0.0,0.0,125.0,57.82518,0.00142,0.61,1.762,-1.0,0.025022,0.1326003106602609,39.5068344304591,148.26879914158195,2.5631570021802874,0.19672323047062332,0.1949179267084477,0.8888549019607843,0.23562220407185436,0.21900725987475853,0.2370219773394262,5.113451431789246,0.08460056515613473,0.1751969829593253,0.28470550843267634,1.0651057426366812,442.0524004410039,81.8225360956352,0.27463024332930663,7.033420138888889,35865.68769421199,76056.3933157036,96.44141917689535
47,47,73.1263,14.7947,77,19.5069,0,115,121,20,130,22,1.02937,71.69648,0.0,0.0,0.35714,3.058,12.62742,0.0,0.0,125.0,57.89116,0.00148,0.61,1.841,-1.0,0.030837,0.13262540632624326,39.544965014045616,148.3086249638128,3.3551077549992043,0.19595474963377782,0.19498991359725018,0.8908270588235294,0.23554381724637377,0.219004964289986,0.23708203390569924,5.132827287115956,0.0845950128410252,0.17538501466583764,0.285947403322923,1.064511531529282,441.6405369831346,81.89223293191894,0.2740327120825013,7.194155092592593,36065.13145249537,76017.2414847198,98.12574831441655
48,48,72.7719,14.964,76,19.4067,0,115,121,20,130,22,1.02883,71.40567,0.0,0.0,0.67857,3.073,12.71417,0.0,0.0,125.0,57.90322,0.0013,0.6,1.915,0.16307,0.035862,0.1326247304208115,39.40566752869406,148.23088565407494,3.000200108329557,0.19561594397267523,0.19469383684793526,0.8921321568627452,0.2355581552043693,0.21902276584513103,0.23710070210839318,5.163168276229485,0.08459520082261372,0.17603896494101337,0.28717886269173953,1.0683525725083491,441.24435523226714,81.98093282762203,0.27346268984586264,7.378616898148148,35350.661054475284,75626.48899454155,97.0280557924834
49,49,72.6459,14.9155,76,19.3006,0,115,121,20,130,22,1.02687,71.30941,0.0,0.0,0.64286,3.1,12.85757,0.0,0.0,125.0,57.92052,0.00137,0.6,1.956,-1.0,0.026894,0.13265420994267518,39.35190365638262,148.42105228520222,2.787793186783442,0.1952786347493434,0.1945499720281778,0.8932765294117644,0.23560878226477378,0.2191454717681397,0.2371313137853627,5.184360616687272,0.08458774637755732,0.1767153571662804,0.2881185438708768,1.0677583614009454,440.86253948010216,82.06622793893162,0.2726772750270227,7.722559799382716,35375.90464587106,75527.73604227269,96.3223535086667
50,50,72.9829,14.7615,77,19.8146,0,115,121,20,130,22,1.03082,71.612,0.0,0.0,0.53571,3.104,12.81858,0.0,0.0,125.0,57.95267,0.00133,0.6,1.914,-1.0,0.024339,0.1326768958163057,39.39972394778405,148.46774993224616,2.731713916351445,0.195100172795286,0.19449737807431383,0.8936133333333334,0.2356400046176606,0.21927372054158983,0.23722973689462945,5.16285155403305,0.08456135131506569,0.1775433072258122,0.28906331333233914,1.0655407353577198,440.49287046700226,82.07224048163215,0.2718075984556864,7.999180169753086,36017.98032272436,75830.17468193475,96.40457163551724
51,51,73.6076,14.5972,77,20.2455,0,115,121,20,130,22,1.03205,72.18237,0.0,0.0,0.39286,3.115,12.68447,0.0,0.0,125.0,57.96298,0.00151,0.6,1.854,-1.0,0.02871,0.13267648842442917,39.200858598873936,148.57416315287475,3.614897025614374,0.19533556385222264,0.19476503344626334,0.8934101960784314,0.2356431464601283,0.21929232194019674,0.23721806761854267,5.145599003761397,0.08454878811792095,0.1783850223078699,0.2899232959890163,1.069381776336785,440.1218038052703,82.04503852568898,0.27090524465507676,8.108940972222221,37555.70483077819,75993.19140749628,96.42530834661864
52,52,73.781,14.2555,77,19.0106,0,115,121,20,130,22,1.03311,72.32044,0.0,0.0,0.5,3.137,12.55049,0.0,0.0,125.0,57.97969,0.00139,0.61,2.048,-1.0,0.029988,0.1326814339245387,39.28998480902778,148.51050035251023,3.8981769150691195,0.19487917614418804,0.1949899912097801,0.8945937254901961,0.23561135463657826,0.2192258660155037,0.23713055952683693,5.110782953560575,0.08456158716924692,0.17895285030948407,0.29070883201622827,1.0683525725083547,439.7738154032375,82.05126847196544,0.2699938706328341,8.069540895061728,38355.927094196806,76260.93152506032,96.64027068792133
53,53,73.6983,13.8881,77,18.621,0,115,121,21,130,22,1.02855,72.23572,0.0,0.0,0.35714,3.152,12.26389,0.0,0.0,125.0,57.98976,0.00124,0.61,1.843,-1.0,0.03093,0.13267004521699843,39.4746140845028,148.58780722710878,3.1834136263794397,0.19405026087717306,0.19547518557690688,0.8954945098039215,0.23558724754310156,0.2192154852241401,0.2369935579121139,5.063971186045267,0.08454784890971329,0.17930016521363354,0.29135590620603913,1.0616996943786547,439.4510611247732,82.07129891195956,0.26917738269190683,7.929398148148148,38445.22467528209,76524.68482540715,98.13267252657255
54,54,74.0384,13.6405,77,17.4292,0,115,121,21,130,23,1.02462,72.52865,0.0,0.0,0.57143,3.148,11.93989,0.0,0.0,125.0,58.0302,0.00129,0.61,1.872,-1.0,0.031559,0.1327054730570063,39.31315914201148,148.5221952082391,4.128216882267901,0.19398626406295122,0.19596505141231865,0.8962156862745099,0.23560627993044467,0.2192816011385713,0.23698155502689427,5.024824642360287,0.08450719009341637,0.17951058780001042,0.2920351945158078,1.062293905486064,439.1446499089492,82.02450756401959,0.26893749397388594,7.92163387345679,39145.03805406175,76709.49038492903,98.20163154829505
55,55,74.0052,13.674,77,17.628,0,116,121,21,130,23,1.0315,72.53253,0.0,0.0,0.35714,3.178,11.73164,0.0,0.0,125.0,58.05174,0.0014,0.61,1.792,-1.0,0.023868,0.13269653401405682,39.3213144938151,148.633567503857,3.166771985882186,0.19371472302849357,0.1965045197767763,0.89778,0.23550859896625,0.21926361131569497,0.23693022110353051,4.992558650517591,0.08451790148570835,0.17953010743292472,0.2927520772768937,1.0645115315292863,438.87130177975746,82.10699833528989,0.2689435877416673,7.922791280864198,39390.35087846948,77090.14537274963,95.23777134210839
56,56,73.9477,13.4391,77,17.1659,0,116,121,21,130,23,1.03055,72.48756,0.0,0.0,0.46429,3.175,11.75983,0.0,0.0,125.0,58.06631,0.0014,0.6,1.901,0.15741,0.036092,0.13269433853950555,39.41255131474248,148.83542856462975,3.369222313155151,0.1935740169584535,0.19718295799223415,0.8979440980392156,0.23547299953493053,0.21923454608790102,0.23687321944087103,4.965799247416055,0.08451078419045212,0.179679941160976,0.2934338485171754,1.064511531529285,438.6159407237141,82.14279228877658,0.2690056604042216,7.941116898148148,39757.33337553577,77044.19761637921,96.45658333707895
57,57,74.4616,13.1287,78,17.4743,0,116,121,21,130,23,1.02616,72.98358,0.0,0.0,0.53571,3.186,11.56001,0.0,0.0,125.0,58.1066,0.00122,0.61,1.839,-1.0,0.029692,0.13265685882831346,39.40984372739439,148.93099277904128,3.0922321529348467,0.1931423273548552,0.19797133522842927,0.8992811764705883,0.23544690044903335,0.2190621709144048,0.236804969398642,4.918277013825291,0.08447813284970428,0.18020468465309822,0.29410943424027564,1.073382035702209,438.37059624688777,82.0714438868171,0.2687670214014273,7.858603395061729,40797.91483126136,77318.44887241663,96.67241846859068
58,58,74.6266,12.8681,78,15.726,0,116,121,21,130,23,1.03532,73.15615,0.0,0.0,0.67857,3.211,11.29651,0.0,0.0,125.0,58.13881,0.0013,0.6,1.917,-1.0,0.02747,0.13269460499812455,39.45457910608362,148.94694645710774,3.1805118777051993,0.1930830708968594,0.19823900631017732,0.8992811764705883,0.2354700775436711,0.21885702668585091,0.23674005166420842,4.852401953635973,0.08450119826475146,0.18055181885815028,0.2949635640148968,1.0705701985515872,438.15003843673145,82.08604067024467,0.26838549471080336,7.786361882716049,41250.36307047689,77344.5955854682,96.9966669428797
59,59,74.8452,12.3441,79,15.3752,0,116,121,22,130,24,1.03254,73.35858,0.0,0.0,0.82143,3.213,11.07513,0.0,0.0,125.0,58.16636,0.00104,0.6,2.181,-1.0,0.033806,0.13272499303145752,39.3395694685571,148.72152119722728,2.8188321186044965,0.19296006800737792,0.19890214880131246,0.8997764705882353,0.23543942994799427,0.21871737669695268,0.236697184267814,4.795973473781313,0.08449184623275717,0.18109146079944233,0.29591793586893195,1.0689467836157498,437.94960810740366,82.13207829300035,0.26813511829517184,7.669174382716049,41862.95596377216,77591.77100653101,98.27377121312912
60,60,75.6041,11.7166,79,16.5167,0,116,121,22,130,24,1.03464,74.05028,0.0,0.0,0.35714,3.209,10.62319,0.0,0.0,125.0,58.17856,0.00123,0.6,1.994,-1.0,0.02629,0.13270015417231287,39.57244552800685,148.8146918081105,2.7165055090118098,0.1919945836271275,0.19977139527589294,0.90002,0.2354568077477837,0.2189490786427589,0.23672565491649775,4.726288146094956,0.08445989446704079,0.18205673312807033,0.29698410851481477,1.068352572508345,437.77801916309625,82.05568459421019,0.26790309268493,7.516493055555555,43032.57422575871,77538.14003409486,97.06979558428826
61,61,76.0398,11.1584,80,15.7788,0,116,121,22,130,24,1.02879,74.44817,0.0,0.0,0.53571,3.208,10.08332,0.0,0.0,125.0,58.19168,0.00127,0.61,2.039,-1.0,0.034048,0.1326056026389781,39.41401710039303,148.74259801768255,3.301599445282078,0.19077127359554671,0.20084741504451817,0.9001705882352942,0.23545489129813482,0.219034277547037,0.23680053946794474,4.675474698616966,0.08445811458938594,0.18372579916079207,0.2981371597733445,1.069540994723145,437.62293889791016,81.9994115304369,0.2671714847673568,7.316502700617284,43894.85871434276,77809.01793779542,97.31100923077338
62,62,75.9663,11.7288,80,12.1149,0,116,121,22,130,24,1.02941,74.38246,0.0,0.0,0.46429,3.209,9.60337,0.0,0.0,125.0,58.1598,0.00135,0.61,1.888,-1.0,0.03275,0.13265474299759128,39.244688622745464,148.88574166470747,2.933988046296956,0.18991330382440166,0.20204122894987178,0.8993941176470588,0.23550725798402836,0.2192379323542092,0.23680796901582932,4.554929524509795,0.0844593951902294,0.18539117991369908,0.29912211859592086,1.0683525725083507,437.48243560711427,82.02673908647776,0.26717608464119014,7.022907021604938,43908.60694539551,77671.6945878008,97.18806337086612
63,63,75.8159,12.3949,80,14.0682,0,116,121,22,130,24,1.0269,74.22943,0.0,0.0,0.46429,3.209,10.09251,0.0,0.0,125.0,58.14806,0.00138,0.61,1.812,-1.0,0.029742,0.13261326003076146,39.33679444112895,148.9132555642643,2.352964942953987,0.18895045153641837,0.2028735806922916,0.8994176470588235,0.23548225430529235,0.21933393375774102,0.23688421760674533,4.667715036011454,0.08444678646518876,0.18609949734265308,0.30030756542110926,1.0677583614009596,437.36347235410034,82.04412986084783,0.2668894790469616,6.754195601851852,43544.60197646439,77720.2734695378,98.2854942104331
64,64,75.1711,12.8726,79,16.4659,0,116,121,22,130,24,1.02467,73.60556,0.0,0.0,0.75,3.217,10.66752,0.0,0.0,125.0,58.10746,0.00125,0.61,1.785,0.16127,0.025806,0.132635839165542,39.440346046730326,149.08171143673567,3.47385545755677,0.18837043903910425,0.20317363382209852,0.898827843137255,0.2353977497137025,0.2193909877286521,0.23686037282442843,4.738545606107696,0.08445157362811086,0.18743487453122187,0.3012275609528902,1.0683525725083494,437.2711182019168,82.11212072289932,0.2663635911983689,6.4477719907407405,42687.80450792813,77615.24880816866,98.28060825691351
65,65,74.6441,13.2283,78,15.6612,0,116,121,22,130,24,1.0302,73.11903,0.0,0.0,0.67857,3.199,11.07349,0.0,0.0,125.0,58.08555,0.00144,0.61,1.929,-1.0,0.031176,0.1326768789581081,39.627820050274885,149.11949238164863,3.311028987180578,0.18816518170782512,0.2030316873199019,0.8987156862745098,0.23527461888336626,0.2195309148495433,0.2369288081600185,4.811494152942129,0.08442812857611202,0.18853849233744313,0.3015859149881875,1.072034395101048,437.1905546443451,82.14729869027235,0.26516544001542075,6.283179012345679,41933.546454107345,77512.79477692324,96.92633966145019
66,66,74.2575,13.458,78,16.1224,0,116,121,21,130,23,1.02743,72.72312,0.0,0.0,0.53571,3.217,11.37926,0.0,0.0,125.0,58.03446,0.00133,0.6,1.966,-1.0,0.0295,0.1326692827196613,39.44519137158806,148.93444349799697,3.2293986448835725,0.18801895149657644,0.20328235751156906,0.897938431372549,0.23512408225015857,0.2196027911367052,0.23692268188920557,4.872063950457309,0.08442186390194174,0.18956707318389204,0.3018483021788925,1.0667291575725126,437.12168560479836,82.18958675254115,0.2636970444494417,6.230372299382716,41236.02597684233,77434.12968782506,96.87929666923677
67,67,74.0212,13.6793,78,17.1925,0,116,121,21,130,23,1.02831,72.47714,0.0,0.0,0.25,3.22,11.57339,0.0,0.0,125.0,58.00342,0.00132,0.6,1.859,-1.0,0.033133,0.1327159990870676,39.45067587016541,148.96920159974277,3.344780767831282,0.1886691515241953,0.20354414986083627,0.8976329411764706,0.23491006184730645,0.21995835687504586,0.2369660090716042,4.912631118733103,0.08440069613643401,0.19000481065867644,0.3022039784086848,1.0667291575725193,437.05872737031115,82.19853067982618,0.26262019763643607,6.189477237654321,40771.519367903114,77350.2675423873,96.75506688531061
68,68,73.5558,13.7016,77,17.3859,0,116,121,21,130,23,1.03274,71.99857,0.0,0.0,0.14286,3.251,11.76274,0.0,0.0,125.0,57.96822,0.00137,0.6,2.052,-1.0,0.033268,0.13274350792495004,39.48175274884259,148.86591344503256,2.674669122044164,0.1880122776685562,0.20391371433977315,0.8972145098039216,0.23454516391402003,0.22027288913569174,0.236970114771784,4.964289253450475,0.08442183695315263,0.1901868143691933,0.3027833661163252,1.0645115315292766,437.00015087328745,82.28455533400341,0.2619060444059976,6.169801311728395,39788.47890416,77231.65490439947,96.60850287065007
69,69,73.0481,13.99,76,17.7678,0,116,121,21,130,23,1.03244,71.45801,0.0,0.0,0.35714,3.245,11.78348,0.0,0.0,125.0,57.9413,0.00127,0.61,2.346,-1.0,0.031678,0.13276442593819016,39.48759686505353,148.9234683053117,2.838328103911671,0.1875968708010858,0.20429104108067456,0.8962156862745099,0.23414734838197152,0.22050263001083478,0.23691832554788714,5.01035875585742,0.08438380752159447,0.19087251104196765,0.30362403670325194,1.0639173204218906,436.94912700121216,82.32818131334163,0.2608101040757437,6.164978780864198,39062.98316059288,76906.67418206065,98.21903101593021
70,70,72.6345,14.24,76,17.5767,0,116,121,21,130,23,1.02682,71.06207,0.0,0.0,0.46429,3.239,12.03703,0.0,0.0,125.0,57.89398,0.00134,0.61,2.27,-1.0,0.030719,0.1327087723762238,39.46328000669126,148.8087172516324,2.948083865197817,0.18867437046984528,0.20387792074225153,0.8956835294117648,0.233828463815892,0.22057253346883318,0.23686179459722595,5.051524835490789,0.0843954429782843,0.19094811732169875,0.30439831697946745,1.0600762794428247,436.9022365047654,82.40580992548821,0.25918817475651823,6.168354552469136,38127.251996450614,76598.78378401836,96.58980159678185
71,71,72.5494,14.4194,76,18.4648,0,116,121,21,130,23,1.03115,70.98456,0.0,0.0,0.25,3.229,12.24625,0.0,0.0,125.0,57.87249,0.00128,0.6,2.038,-1.0,0.027491,0.13272378875732505,39.65155066972898,148.7911403679081,2.3732860911303213,0.18956231273347715,0.2043662934198616,0.8951329411764706,0.23354167147561472,0.22078253640482054,0.23684817102182687,5.093811680683887,0.08442463877355953,0.19090662087116486,0.3051307822260113,1.0606704905502262,436.86926037223725,82.42130345058867,0.2578009035011277,6.2915219907407405,37823.57593876284,76058.3798275317,96.74213931748342
72,72,72.2398,14.5254,75,19.1294,0,116,121,20,130,23,1.0358,70.67853,0.0,0.0,0.25,3.221,12.39885,0.0,0.0,125.0,57.84125,0.0013,0.61,1.858,0.15664,0.028505,0.13270425221736445,39.61334379219715,148.73734722196497,2.411859446999139,0.19090671553507066,0.20468893638478436,0.8943155490196079,0.23320846519876795,0.22098736241118164,0.23685490083516048,5.123479932409061,0.08440773007047245,0.19053175856036178,0.30611367709159937,1.054017612420532,436.83419230052635,82.40080653078253,0.25659620941195627,6.3463059413580245,36785.02287591044,75937.08021212072,98.22601332410893
73,73,71.6947,14.639,75,19.5724,0,116,121,20,130,22,1.02622,70.15527,0.0,0.0,0.35714,3.205,12.4897,0.0,0.0,125.0,57.79029,0.00131,0.61,1.913,-1.0,0.028083,0.132694627469047,39.50144883144049,148.60460875603923,2.3572471332590896,0.19218863667249622,0.2045362362258852,0.894078294117647,0.23291977209598022,0.22103703996825882,0.23684304915660817,5.155898292032928,0.08441398221010109,0.19066061695446074,0.30710696088174294,1.0540176124205345,436.8149935647078,82.47641427024918,0.2561760379317065,6.359230324074074,35855.742342877915,75643.08646267172,98.22545168014783
74,74,71.5238,14.7211,75,19.7219,0,116,121,20,130,22,1.02857,69.99762,0.0,0.0,0.78571,3.211,12.58631,0.0,0.0,125.0,57.71103,0.00127,0.6,1.919,-1.0,0.028007,0.1327599326841501,39.520365397135414,148.54753213316422,2.3680138703021663,0.19345468767734889,0.20419498596274302,0.893216862745098,0.23266500344652266,0.22106917152742037,0.23684004213722284,5.165330248306886,0.08443030982825975,0.190388470168943,0.30812609858754253,1.0606704905502253,436.79702957328556,82.43551412162874,0.2545206754204589,6.217689043209877,35689.749471954296,75782.65877611576,98.19062545067376
75,75,71.4168,14.5967,75,18.7001,0,116,121,20,130,22,1.0259,69.8725,0.0,0.0,0.42857,3.205,12.65534,0.0,0.0,125.0,57.63617,0.00108,0.61,1.935,-1.0,0.028149,0.13275743330551978,39.43947403519242,148.50843400983848,2.1879339134683313,0.1948102922446397,0.20418579320521488,0.8914941176470589,0.2325056780136817,0.22110775674122632,0.23679196740401007,5.179296698778849,0.08441364927635531,0.1903287288202402,0.30916989206088213,1.054611823527936,436.7860762740783,82.47414333857222,0.2526647219454422,5.943721064814815,35488.29592539642,75601.62573356835,98.16503647378221
76,76,71.317,14.6019,74,19.2008,0,116,121,20,131,22,1.02278,69.75783,0.0,0.0,0.28571,3.208,12.54817,0.0,0.0,125.0,57.56876,0.00127,0.6,1.934,-1.0,0.028839,0.13275906092538572,39.42560586811584,148.32302182122976,2.380722445325127,0.1957368820819182,0.20434798060195408,0.8888286274509805,0.23234214271980708,0.22099042179314804,0.23681306523395115,5.193220047814321,0.08442378791602485,0.19045975328854967,0.31037567420415957,1.0517999863773086,436.7739807772554,82.50812961176904,0.2509807308715059,5.907455632716049,35680.50658207675,76059.8660508546,97.02388952980637
77,77,71.2899,14.4172,75,19.4209,0,116,121,20,131,22,1.0308,69.72361,0.0,0.0,0.25,3.22,12.55653,0.0,0.0,125.0,57.4655,0.00142,0.61,1.924,-1.0,0.021127,0.1326957680872896,39.60001552252122,148.4169085798774,1.67609193118935,0.19734432654158107,0.20419438020127595,0.8854498039215687,0.23228053283307945,0.22092070733134353,0.23685353966908237,5.172780336603424,0.0844392087525121,0.19094465733837104,0.31113323386879016,1.0600762794428216,436.7747472407722,82.47222926143556,0.2497440306078583,5.984230324074074,35418.308574928495,75808.51344392663,98.18593874241483
78,78,71.0801,13.7209,74,19.4718,0,116,121,20,131,22,1.03453,69.49919,0.0,0.0,0.5,3.246,12.39921,0.0,0.0,125.0,57.37759,0.00136,0.6,1.917,-1.0,0.025117,0.13266998656328713,39.54405852894724,148.26579084031962,2.7427996100153846,0.1982535640817353,0.20418962057352075,0.8850243137254902,0.23215761671792765,0.2208789374127476,0.23690376289444426,5.142586523181244,0.08446959546856164,0.19126298643206296,0.31168202163602987,1.055046816248967,436.78868678587105,82.54135391211896,0.24864515688581876,5.857445987654321,35156.311758037,75525.15819635801,98.19910602814167
79,79,70.617,13.0932,74,18.4053,0,116,121,20,131,22,1.03204,69.02927,0.0,0.0,0.5,3.242,11.79934,0.0,0.0,125.0,57.40033,0.00124,0.61,1.913,-1.0,0.023019,0.1326960626191015,39.66556972927518,148.07288994190446,2.3614291546981994,0.1989131478111222,0.2041796153229162,0.8845945098039216,0.2319715147107573,0.220776269137676,0.23691478509185532,5.117266086279671,0.08445854759197978,0.19169466834450524,0.31249088421629145,1.051364993656266,436.8147534954595,82.59296112104664,0.24734331627547873,5.844280478395062,34455.773771694905,75432.39339957478,96.73220037072211
80,80,70.5607,13.2202,73,18.238,0,116,121,20,131,22,1.03059,68.93837,0.0,0.0,1.0,3.267,11.26808,0.0,0.0,125.0,57.45349,0.00106,0.61,1.847,0.15985,0.022298,0.13268169504220934,39.85506392113957,147.7109833362107,2.3786125626405736,0.19920747252835286,0.20413844605792825,0.8862156862745099,0.23180871380497273,0.22060362543631495,0.23691259403712556,5.050080088392357,0.0844454258896699,0.19209819938103287,0.31291525390221653,1.0540176124205287,436.8348195528841,82.56117567687943,0.24601053628499195,5.819251543209877,34687.250020440326,75702.23481041088,96.95347232544492
81,81,70.4185,13.4304,73,18.6904,0,116,121,20,131,22,1.0269,68.80838,0.0,0.0,0.5,3.258,11.37952,0.0,0.0,125.0,57.35222,0.00123,0.6,1.907,-1.0,0.025642,0.13268076749502958,39.92294047791281,147.61070506798254,2.2478145805808047,0.20011261617492823,0.20427451797824275,0.8857333333333334,0.23162969805022182,0.2205072436222643,0.23690257202490703,5.05470458281153,0.08444216897278593,0.19223890188637427,0.3133711033693283,1.049582360334073,436.85941950984585,82.57754834711,0.2442532597316467,5.986882716049383,34685.89856405122,75657.23130797625,98.12264123062043
82,82,70.5087,13.2739,73,20.4699,0,116,121,20,131,22,1.02468,68.87058,0.0,0.0,0.42857,3.255,11.55977,0.0,0.0,125.0,57.31576,0.00115,0.61,1.888,-1.0,0.021027,0.13271882473541508,39.98952776120033,147.5126988391989,2.181611609174202,0.20053090449570873,0.20438901881104932,0.8853823529411765,0.2315685421756178,0.22026734063423054,0.23688947317504275,5.076293809592446,0.08444014618666157,0.19269627138060239,0.3138364701144441,1.0517999863773053,436.86939200091985,82.58244436853522,0.24281061676908144,6.121045524691358,34990.29435955924,75666.03253399277,97.93965436554812
83,83,70.873,13.7149,74,19.3458,0,116,121,20,131,22,1.02931,69.17914,0.0,0.0,0.67857,3.253,11.4274,0.0,0.0,125.0,57.40555,0.00107,0.61,1.933,-1.0,0.021912,0.13275894118680442,40.24341272424768,147.56940557389225,2.5465731936604965,0.2019712102970504,0.20473420927121272,0.8873274509803922,0.23160365732568441,0.22013902277077815,0.23686947511896747,5.0827690026510846,0.08443760354173005,0.1927055915215856,0.3141434060726424,1.0538583940341713,436.8769580471653,82.54283898935694,0.24188172352371615,6.083815586419753,35767.17234624908,75916.0941903682,96.42543939124198
84,84,71.107,13.8115,74,20.1696,0,116,121,20,131,22,1.02966,69.42011,0.0,0.0,0.42857,3.233,11.78996,0.0,0.0,125.0,57.32131,0.0012,0.61,1.999,-1.0,0.023472,0.13278801990038974,40.28002326871142,147.68330503054943,2.441901586671449,0.20394698887319107,0.20455598108137038,0.8875996078431373,0.23152871688680374,0.2200830626220724,0.236845364930999,5.084953730047934,0.08441704019493634,0.19312001543798019,0.31463989239019663,1.054017612420533,436.9289095674192,82.5053385953498,0.2414457322323951,5.891155478395062,36278.20221472422,76075.05344180761,96.42830387809647
85,85,71.657,14.002,74,19.9495,0,116,121,20,131,22,1.03146,69.93445,0.0,0.0,0.53571,3.252,11.87786,0.0,0.0,125.0,57.251,0.0012,0.6,2.003,-1.0,0.026159,0.13278101005383655,40.22890538345148,147.9728008320099,1.9111789681981823,0.20585794298637966,0.204461060549133,0.8876538627450978,0.23148564043039174,0.21980462965157985,0.23685846180877748,5.127021065283234,0.08440702453561344,0.19353367856337725,0.3148917443493769,1.0540176124205327,437.0303884480053,82.45176310503047,0.24140618436967415,5.619936342592593,37193.86292131131,76274.16175086098,98.1323154923355
86,86,71.9601,14.5134,74,19.7734,0,116,121,20,131,22,1.03096,70.20382,0.0,0.0,0.46429,3.23,12.0391,0.0,0.0,125.0,57.37005,0.00128,0.6,1.761,-1.0,0.021694,0.13283682429091903,40.49787469557774,147.93501751703536,2.5377155609706508,0.20749223518415674,0.20478602265978404,0.889627843137255,0.23145796555609,0.21956920802282234,0.2368604048774241,5.186692928318063,0.08439409453610089,0.19398315238627276,0.31495270383445123,1.054017612420534,437.1587549152996,82.41116536405563,0.2410805112094342,5.862461419753086,37707.41782645266,76175.68254337831,98.20239279217353
87,87,71.7494,14.4118,74,21.2318,0,116,121,20,131,22,1.02772,69.98197,0.0,0.0,0.35714,3.249,12.47253,0.0,0.0,125.0,57.46666,0.00111,0.6,1.869,-1.0,0.025195,0.1328043073794762,40.61461818365403,148.21803726717698,2.912039524549,0.20939627849587458,0.20497693776114753,0.8917619607843137,0.23129573660532704,0.21936345632946502,0.2368978298471662,5.223058382132898,0.08436885314069036,0.19381126869491277,0.31525212749364534,1.0495823603340746,437.30628677853656,82.51601482237695,0.24062343538401093,5.966579861111111,37259.65957379475,76000.65008868916,97.35998447669354
88,88,71.7138,14.5828,74,20.8922,0,116,121,20,131,22,1.02768,69.8833,0.0,0.0,0.53571,3.244,12.38823,0.0,0.0,125.0,57.48946,0.00126,0.6,1.933,0.15355,0.023636,0.1328376868604616,40.359124642831304,148.4964478577647,3.0213133111631882,0.2106015685070362,0.20528774017552218,0.8928823529411765,0.23113615090288928,0.2192238587467142,0.2369521341577474,5.20847561534051,0.08435132615453318,0.19358932556614228,0.31552913306542424,1.045741319355006,437.46824699915913,82.53731166463893,0.2403814839995776,6.296778549382716,36862.1236044979,75848.95183443926,98.23773575773065
89,89,71.9017,14.8171,74,21.3356,0,116,121,20,131,22,1.02697,70.01938,0.0,0.0,0.32143,3.263,12.53426,0.0,0.0,125.0,57.47414,0.00119,0.61,1.941,-1.0,0.030472,0.13284319712735684,40.32583354431905,148.62975830492923,3.0834087860208665,0.21041177048192763,0.20549456048594825,0.8952239215686275,0.23093786941901706,0.21900517066830336,0.23700963453284202,5.139128325878395,0.08434618841117343,0.19311239530011712,0.31613514136225546,1.0457413193550014,437.63432832117047,82.52012304582536,0.23994106779147373,6.148341049382716,37497.99726141593,76131.69699763524,98.32011165106823
90,90,72.0647,14.3205,74,20.3605,0,116,121,20,131,22,1.03282,70.15192,0.0,0.0,0.42857,3.23,12.74031,0.0,0.0,125.0,57.47966,0.00116,0.6,1.933,-1.0,0.029417,0.1328614799411147,40.08168425383391,148.78266898994985,3.3176118397885137,0.21055407641155965,0.20599919814372794,0.8962156862745099,0.23075834682810228,0.21875372501426188,0.23697112924954394,5.190285025119074,0.08434761265094036,0.1928147327100993,0.31646071620163746,1.0390884412253238,437.80856326450345,82.47928000145487,0.23992218654892275,6.077305169753086,37494.55620973932,76109.78387914781,96.96958686063405
