,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,movement,noise,color_fulness,staticness,saturation,blur,cubrow.0.6,cubcol.0.3,cubcol.0,contrast,cubrow.1.0,cubrow.0.3,tone,fft,cubrow.0.5,temporal,cubcol.0.5,blockiness,uhdhdsim,cubrow.0,cubcol.0.6
45,245,67.3329,4.13396,32,4.57794,0,107,131,7,125,6,0.98511,60.52015,0.0,0.0,4.42857,3.946,3.19764,0.0,0.0,126.0,59.85775,0.00029,0.29,1.453,-1.0,7.571106,0.005314189060194921,2.8779899691358026,0.21177757144560563,162.10580416492263,527.2797103649796,31.872644683461132,61407.39838729032,0.14566529630525307,0.09639764880952922,0.005213081830225482,94.0436755780287,0.1054106088781849,0.26424965755579954,0.846567843137255,69801.96422303072,0.15024826461302512,2.2992102623518615,0.22207867016352825,1.8510136255782528,89.66774891690305,0.1033312562436688,0.2560896596554252
46,246,67.3129,4.07156,32,4.65231,0,107,131,7,125,6,0.98228,60.51631,0.0,0.0,4.25,3.955,3.52219,0.0,0.0,125.0,59.81151,0.00037,0.29,1.366,-1.0,7.540558,0.005308385342722799,3.1222993827160495,0.20793653046654362,161.75485361435048,527.318653330398,31.842332816418306,61244.65643667772,0.14552800031279273,0.0962539277955336,0.005209332191735853,92.92271580387579,0.1053861496912047,0.2642049864667732,0.846567843137255,69637.33867352204,0.15016281203959925,2.2808782252446234,0.22208150366118437,1.758319738495667,89.67941056845403,0.10330538054852337,0.2562931448039565
47,247,67.3402,4.21601,32,4.72677,0,107,131,7,125,6,0.98581,60.56131,0.0,0.0,4.42857,3.941,3.47149,0.0,0.0,126.0,59.7661,0.00035,0.28,1.314,-1.0,7.485803,0.005306162916026241,3.322434413580247,0.21177757144560674,161.58654604832748,527.3831823374326,31.89191973650897,61250.2135874369,0.14534073063807862,0.09623231239245861,0.005236669807585305,92.79853205636175,0.10494789027099047,0.26427015562002554,0.8465152941176471,69688.87266185763,0.15008186093187792,2.259250531252115,0.22204399350753382,1.911802632747839,89.66261869561363,0.10329797298199594,0.25641597806981226
48,248,67.3528,4.31606,32,4.38742,0,107,131,7,125,6,0.98755,60.57711,0.0,0.0,4.39286,3.963,3.58868,0.0,0.0,126.0,59.6819,0.00038,0.28,1.362,0.4393,7.597787,0.005301075815573061,3.5207851080246915,0.21399519748883447,161.85382171979376,527.4366867860701,31.960204889744887,61245.295916091585,0.14517715222392555,0.09630962308007472,0.005252570707627775,91.55645208260722,0.10470148844577579,0.2643093477348997,0.8459796078431373,69682.08271839374,0.1500362682770302,2.1721858124257474,0.22203861771355995,2.049025948296471,89.69065617383703,0.10331494673557738,0.25662480584869074
49,249,67.4021,4.33811,32,4.61048,0,107,131,7,125,6,0.98329,60.63617,0.0,0.0,4.0,3.964,3.67445,0.0,0.0,126.0,59.60255,0.0003,0.29,1.363,-1.0,7.585228,0.0053119004746984225,3.6323784722222223,0.2162128235320638,162.1305814350202,527.5147306604871,32.03282692991657,61272.92764251059,0.14500361722157903,0.09642966793482997,0.0052537409639988614,93.36671874318205,0.1045049273634122,0.2643394388416063,0.8459498039215687,69832.85747662409,0.14994437798537547,2.1547656965543434,0.2220441519979147,1.9572203877081307,89.6743679058348,0.10332050919821287,0.2568010935417369
50,250,67.3362,4.36097,32,4.37876,0,107,131,7,125,6,0.98673,60.59034,0.0,0.0,4.17857,3.982,3.69408,0.0,0.0,125.0,59.46872,0.00029,0.29,1.402,-1.0,7.580308,0.005297430088912356,3.7662519290123457,0.21399519748883655,161.6888198943488,527.5732853309369,32.11548454378858,61083.410403862326,0.1448504011831554,0.09658082003798588,0.005254240420556705,94.01231943787214,0.10436146533927511,0.2643842497383648,0.8459498039215687,69688.94808843841,0.14985792532581763,2.1807024749986,0.22202817295388758,1.7783282498962112,89.68635573693055,0.10332349697575122,0.25706567337449976
51,251,67.366,4.60608,32,4.75422,0,107,131,7,125,6,0.98717,60.63822,0.0,0.0,4.32143,3.988,3.71323,0.0,0.0,126.0,59.46696,0.00035,0.29,1.318,-1.0,7.532565,0.005316536722674817,3.6727430555555554,0.21621282353206617,162.54548796573317,527.6632693152886,32.23664441520785,61315.352139899565,0.14465951973630178,0.09656906514077289,0.005254868823331135,93.95031595274342,0.10423620021778292,0.2644482561743136,0.8465152941176471,69871.73366053741,0.14975928495288338,2.2831014880717393,0.22202848223295096,1.904754251378896,89.67587760217714,0.10330721556845028,0.25737059701003645
52,252,67.2849,4.78519,32,4.57772,0,107,131,7,125,6,0.98401,60.5619,0.0,0.0,3.75,3.975,3.92579,0.0,0.0,126.0,59.34059,0.00032,0.29,1.395,-1.0,7.634621,0.005312655365142428,3.4965760030864197,0.21621282353206572,161.6267557736406,527.7263076933499,32.206995834538965,61143.4577666488,0.14447897389603725,0.09661424038467041,0.005244094607685923,93.61296243490679,0.10413505581004599,0.26448552647147955,0.8459498039215687,69803.34956077534,0.1496663963381021,2.3408652342692196,0.2220157279708264,1.719753402565566,89.67554412733244,0.10332213031497693,0.2576830719877312
53,253,67.2341,5.02645,32,5.07236,0,107,131,7,125,6,0.98729,60.52,0.0,0.0,4.53571,3.967,4.08193,0.0,0.0,126.0,59.32125,0.00032,0.29,1.463,-1.0,7.586788,0.005321053368358868,3.345630787037037,0.21621282353206614,161.98394809996142,527.8189312083811,32.284590544524015,61016.27526370759,0.14430794016170115,0.0967783134506936,0.005262207252817658,94.21982530819395,0.10405034974736793,0.26453793502333783,0.846187843137255,69615.3538343176,0.14955150496688865,2.37754993608119,0.22198468013313646,1.9241464847313525,89.71881154266539,0.10330368029829662,0.2579071594490521
54,254,67.1651,5.46375,32,5.34714,0,107,131,7,125,6,0.98939,60.45947,0.0,0.0,4.25,3.96,4.29217,0.0,0.0,126.0,59.21408,0.00026,0.29,1.446,-1.0,7.598923,0.0053228723571381925,3.1019965277777777,0.21621282353206664,161.33307787054576,527.895134586043,32.32410270785108,60889.04022441896,0.1441424296090341,0.09693183350313177,0.00525299492787495,91.03726842965364,0.10424181976281512,0.26458330820872583,0.8459498039215687,69705.15451382982,0.14945553135322792,2.380276383863909,0.2219936017981003,1.8536670876521815,89.68983023783642,0.10333346809596623,0.25791929401447566
55,255,66.9117,5.62628,32,5.52843,0,107,131,7,125,6,0.98925,60.20415,0.0,0.0,4.5,3.966,4.66577,0.0,0.0,126.0,59.19209,0.00031,0.29,1.346,-1.0,7.631,0.005335773869254716,3.010175540123457,0.21621282353206636,162.17180499647193,527.9901406333327,32.412830305688175,60454.88271029086,0.14396116479405066,0.09723362015091122,0.005252835474355065,93.85323128738214,0.10385713504360797,0.26464088252777423,0.8464854901960785,69424.83392632984,0.1493753159922981,2.425260369544331,0.221974513427958,1.6844498976724864,89.76405179259325,0.10334018755588419,0.2579588635324723
56,256,66.7267,5.63986,32,5.68331,0,107,131,7,125,6,0.98557,60.037,0.0,0.0,4.10714,3.977,4.80983,0.0,0.0,126.0,59.10765,0.00029,0.29,1.365,0.45023,7.674659,0.005327141391535132,2.6440007716049383,0.2162128235320644,161.81314270295024,528.0751083951243,32.50118491090374,60141.80633050405,0.14377802817371396,0.09757562280434776,0.005247344289195286,93.83700831303045,0.10375617886757899,0.2646505544722583,0.8459945098039217,69322.00412574594,0.14927671877981713,2.455493200094408,0.22197438870282185,1.904160107994723,89.78581595606661,0.10335725198200621,0.25751159203348756
57,257,66.5731,5.86187,31,5.45697,0,107,131,7,125,6,0.98689,59.89454,0.0,0.0,3.75,3.986,4.8172,0.0,0.0,126.0,59.06732,0.0003,0.29,1.529,-1.0,7.695135,0.005323956220562946,2.377363040123457,0.21621282353206475,161.95391088618422,528.1819914993114,32.4866785120081,59954.107635928194,0.14362234077434793,0.09791361235047864,0.005246639238215355,94.00485072002867,0.10361970587871898,0.2646591183087292,0.8464784313725492,69296.3298905247,0.14919319867874636,2.462691425003131,0.22198366116852788,1.888549711097269,89.81065601377794,0.1033852997679696,0.2570569479902225
58,258,66.329,5.98829,31,5.15493,0,107,131,7,125,6,0.98413,59.65147,0.0,0.0,4.21429,3.982,5.01099,0.0,0.0,126.0,58.96298,0.00033,0.29,1.41,-1.0,7.731567,0.005322307974743352,2.1393711419753085,0.21621282353206242,161.49677712114428,528.2660001620757,32.50865003797743,59383.589060549464,0.14345397942602062,0.09827297344632044,0.005245244922887768,91.33849249956651,0.10339001399197012,0.2646730613313653,0.8463227450980393,69084.36607356787,0.14911879038600595,2.4794675419148895,0.22195491400464246,1.9429765399293624,89.86195558867328,0.10339341251554904,0.25658741897153226
59,259,66.2699,6.13555,31,5.56133,0,107,131,7,125,6,0.98939,59.59228,0.0,0.0,3.60714,3.973,5.11919,0.0,0.0,126.0,58.91845,0.00027,0.29,1.438,-1.0,7.795866,0.0053220681388069825,2.071952160493827,0.21177757144560627,161.79469649775226,528.3696422078026,32.62620111159336,59397.04509302131,0.14330000928256076,0.09861735194715308,0.00524678576987586,93.43149491841957,0.10317349426288897,0.2646635485757469,0.846187843137255,68975.56413958168,0.14903553885431814,2.493800634045604,0.22195022231735242,1.838558873775907,89.88780097361202,0.1033979448166774,0.2560568418455304
60,260,66.1786,6.17827,31,5.60049,0,107,131,7,125,6,0.98338,59.51134,0.0,0.0,4.25,3.975,5.25032,0.0,0.0,126.0,58.84707,0.0003,0.29,1.428,-1.0,7.744981,0.005330582282632544,2.078221450617284,0.21177757144560527,161.95713165561264,528.4631096626359,32.68388517403309,59155.17218787371,0.1432225609492861,0.09946629780735118,0.005253624642194589,93.91657069805912,0.10322422109142103,0.26468760450957174,0.8465152941176471,69113.47823882411,0.1489671301519272,2.5006929338039394,0.22193074886188038,2.0817735256772134,89.87326395302965,0.1034224256448549,0.2560508711120139
61,261,66.1157,6.17664,31,5.20283,0,107,131,7,125,6,0.98348,59.4459,0.0,0.0,4.21429,3.975,5.28251,0.0,0.0,126.0,58.83143,0.00027,0.29,1.431,-1.0,7.907511,0.005330361243498033,2.1549961419753085,0.20793653046654245,161.65859532217132,528.5566307233428,32.66741171000916,59054.36433970599,0.14319846556250854,0.10034137468474162,0.005267288849305671,93.38130313864454,0.10298720847828377,0.26475121357739784,0.8465152941176471,68944.34393233305,0.14890402902470945,2.491829756419853,0.22190573981920603,1.9379391181404906,89.88236327518098,0.10344674083844273,0.2560379239834002
62,262,66.0687,6.22283,31,5.32742,0,107,131,7,125,6,0.98675,59.40416,0.0,0.0,3.82143,3.984,5.28308,0.0,0.0,126.0,58.78083,0.00029,0.29,1.404,-1.0,7.881389,0.005343331955255039,2.2668306327160495,0.20793653046654292,161.46791275086332,528.6365965913337,32.53709976761429,58835.642271019045,0.14315283640357565,0.10132644752421609,0.005262422990202069,91.19703645409808,0.10278719663805644,0.26477913886920196,0.8465152941176471,69004.65016097148,0.14884938890490074,2.481315433309153,0.2219159083820006,2.032058036194331,89.88873034135979,0.10347352909026314,0.2560544519674688
63,263,66.2846,6.39107,31,5.81563,0,107,131,7,125,6,0.98853,59.5889,0.0,0.0,4.28571,3.97,5.32101,0.0,0.0,126.0,58.85125,0.00025,0.29,1.472,-1.0,7.951363,0.005344578691487636,2.4410686728395063,0.20793653046654267,161.82455919431317,528.7213332833985,32.60611282160253,59332.6894340437,0.14306725374979729,0.10225346229116693,0.005274360561371064,90.89915606981488,0.10284369644475849,0.2648869275061523,0.8483603921568629,69024.93107856883,0.14878568415049162,2.443031341340848,0.22192743770764956,1.98781789074699,89.85016116992469,0.10349637978538051,0.25606528733962597
64,264,66.3774,6.3896,31,6.23543,0,106,131,7,125,6,0.9887,59.65754,0.0,0.0,3.82143,3.974,5.47721,0.0,0.0,126.0,58.79461,0.00034,0.29,1.473,0.45846,7.988419,0.005347420229413177,2.742380401234568,0.20187786344425643,161.37644016030464,528.7631577006467,32.56519232855903,59624.19191562834,0.14303327503690355,0.1032156802776357,0.005283035031649364,93.96613537679828,0.10324220261442682,0.2649480351676698,0.8470439215686276,69072.32944967113,0.14870797479237224,2.4089970490657326,0.2219447411345154,1.9141211186194218,89.85548945884193,0.10352977989114938,0.2561343264542804
65,265,66.4134,6.06779,31,5.83701,0,106,131,7,125,6,0.98984,59.67205,0.0,0.0,4.53571,3.97,5.46859,0.0,0.0,126.0,58.7979,0.00029,0.29,1.442,-1.0,7.878238,0.005359293245249113,3.1396122685185186,0.20793653046654018,161.65933923708826,528.7978391206046,32.61783345540364,59856.570093049755,0.14291297609830425,0.10414906342854838,0.005285519801951689,93.65931507056033,0.10335171375923084,0.26502628617873086,0.8489933333333335,69262.57350116888,0.148653083177037,2.3723373502941825,0.2219437395044839,2.096961749164361,89.83436201835822,0.10354463643347153,0.2562933975947636
66,266,66.384,5.84761,31,5.40071,0,106,131,7,125,6,0.98905,59.64162,0.0,0.0,3.57143,3.984,5.19798,0.0,0.0,126.0,58.73933,0.00028,0.29,1.531,-1.0,7.926978,0.005355109042762249,3.4759837962962963,0.20409548948747966,161.7715547172001,528.7924437463352,32.576156992971164,59871.1533192715,0.14281043331070556,0.10498676673762537,0.005283936441824786,92.12447291989646,0.10379167869372989,0.26509359416951384,0.8481976470588237,69403.13844456917,0.14860284339308424,2.3282356890167093,0.2219506495124004,1.9811013385132383,89.83923710091895,0.10356537576373917,0.2563739530769406
67,267,66.4026,5.51269,31,5.1963,0,106,131,7,125,6,0.98823,59.63979,0.0,0.0,4.35714,3.96,5.00186,0.0,0.0,126.0,58.75681,0.00026,0.29,1.534,-1.0,7.914535,0.005345195362308501,3.7645640432098766,0.20793653046653615,161.4661890310815,528.7835923237021,32.59997125319492,60024.16840434026,0.14269288177899553,0.10585299653174975,0.005274602808586782,89.42656290873244,0.10376302073828109,0.2651652105644759,0.8504376470588236,69401.72422213425,0.14860444845101375,2.2578187765124147,0.22194725183065275,1.9566281262671856,89.81349798867217,0.10358725844346237,0.25639723566783823
68,268,66.3684,5.17243,31,5.022,0,106,131,7,125,6,0.9845,59.60511,0.0,0.0,3.75,3.977,4.71605,0.0,0.0,126.0,58.7155,0.00029,0.29,1.437,-1.0,8.013309,0.005334360634242311,4.026957947530864,0.2079365304665394,162.3111884313322,528.7428125458548,32.58554548098717,60075.452251952556,0.14258673204576314,0.10654061068725486,0.005244524361517209,92.8755446254933,0.10380951873387703,0.26515582415243316,0.8504,69555.77210141499,0.1485576455191665,2.183630506175438,0.2219471764687047,2.112028766298185,89.83320075469416,0.10362170564486219,0.25628283437736815
69,269,66.4063,4.57246,31,4.59946,0,106,131,7,125,6,0.98324,59.62817,0.0,0.0,4.25,3.946,4.42086,0.0,0.0,126.0,58.75422,0.00028,0.29,1.389,-1.0,7.952263,0.005340214633541785,4.2084780092592595,0.20571890442330945,162.11353059149613,528.7089717076807,32.663655033817996,60172.61372283895,0.1424394704197954,0.10708490890288187,0.005234916958892996,91.95339311587671,0.10390308868669376,0.2652470422806042,0.8529298039215687,69609.81734841672,0.1485224346459616,2.1034014162789076,0.22192405205821128,1.8485873121041134,89.81301080015554,0.10361140687821396,0.2561235761230513
70,270,66.3655,4.09218,31,4.33475,0,106,131,7,125,5,0.97977,59.5749,0.0,0.0,3.53571,3.951,3.90847,0.0,0.0,126.0,58.75593,0.0003,0.29,1.366,-1.0,7.98536,0.005342050309073722,4.3854648919753085,0.20409548948748032,162.85544825017033,528.6547351600137,32.699330647786454,60117.06195513239,0.14225786510268276,0.1076353256957853,0.005244620549754011,93.27732709960596,0.10404874111607353,0.26526014177225554,0.8551698039215687,69677.46651321244,0.14850626091532876,2.0488518769378343,0.22190452219034107,2.221031678402248,89.78336914569324,0.10360184741152968,0.25591262084127997
71,271,66.3509,3.63007,31,4.05882,0,106,131,7,125,5,0.98296,59.56203,0.0,0.0,4.28571,3.948,3.48606,0.0,0.0,126.0,58.76334,0.00026,0.29,1.454,-1.0,7.920993,0.00534756033211032,4.485966435185185,0.20409548948747847,161.96756153859045,528.6154846802689,32.65163468725888,60176.86604160574,0.14213066614857062,0.10816407614474996,0.005269923126527353,93.08390383072475,0.1041959016722151,0.26528227648784564,0.8551996078431374,69642.88046257624,0.14853346562479644,2.002406120804105,0.22189641653913453,2.0328001433771004,89.76983859490353,0.10357396947146078,0.25572656098845237
72,272,66.2738,3.21832,31,3.87154,0,106,131,7,125,5,0.98547,59.49746,0.0,0.0,4.75,3.938,3.08802,0.0,0.0,126.0,58.74069,0.00031,0.29,1.508,0.46721,7.954364,0.005337213731310235,4.495273919753086,0.2040954894874791,162.02281603827456,528.554011144008,32.636030597451295,60051.94319443722,0.1419442905971169,0.10852943697239417,0.005247022980842049,93.98539836448077,0.10444589208980527,0.26530029582313036,0.8551698039215687,69740.81182212027,0.14858086005827223,1.947668829549512,0.22190688795027447,1.8532869223478046,89.78103079246758,0.10358941682780673,0.2555382246872031
73,273,66.2641,2.62099,31,3.56849,0,106,131,7,125,5,0.9857,59.47866,0.0,0.0,4.25,3.941,2.72986,0.0,0.0,126.0,58.76413,0.00024,0.29,1.471,-1.0,7.964503,0.005334658857906324,4.520158179012346,0.20409548948748737,162.0150666202642,528.5084062283636,32.67033197850357,60091.91842347243,0.14175300389346301,0.10879469933116792,0.00523742721973098,93.46391795069125,0.10460823886427054,0.2653645764678182,0.8559498039215687,69637.0385281168,0.14864719696723436,1.9086644376892414,0.2218841969890276,1.8856247020399632,89.77355950042606,0.10359502866832396,0.25534515051067896
74,274,66.245,2.27474,30,3.66313,0,106,131,7,125,5,0.99095,59.46248,0.0,0.0,4.42857,3.912,2.20921,0.0,0.0,126.0,58.73204,0.00036,0.29,1.403,-1.0,7.924677,0.005343428737038288,4.4660976080246915,0.20793653046653962,162.02234370362478,528.4616384962294,32.692116066261576,59988.94425479391,0.1415761886923073,0.10907650922283249,0.005268240684548829,94.07802930008651,0.10463065161125075,0.265401916465622,0.8557501960784315,69755.52536865092,0.148886226545654,1.9009472642720024,0.22183686708516376,1.763616545932423,89.78915828852988,0.10362117146473974,0.2552295335971115
75,275,66.262,2.18705,31,3.17688,0,106,131,7,125,5,0.98585,59.48358,0.0,0.0,4.89286,3.918,1.90295,0.0,0.0,126.0,58.7578,0.00032,0.29,1.386,-1.0,7.928147,0.0053601766773997235,4.359326774691358,0.20793653046654184,162.48929848417032,528.4295528084294,32.69738129038869,60084.7637444616,0.14137506808374398,0.1093961283866534,0.005275782511611621,94.08600383917248,0.10461863623603854,0.26541500935312856,0.8560627450980394,69694.25010424505,0.1489897015831355,1.8808325350622155,0.22184219085219045,1.7768266656241811,89.77689232530136,0.1036317066838996,0.2550236246388166
76,276,66.1902,2.17024,30,3.18475,0,106,131,7,125,5,0.98313,59.41476,0.0,0.0,4.28571,3.939,1.82531,0.0,0.0,126.0,58.72056,0.0003,0.29,1.52,-1.0,8.015424,0.005347868572143166,4.226176697530864,0.20187786344425548,162.27084814179796,528.3887856984518,32.739118976357545,59890.48068935185,0.1411765804333736,0.10981029222027675,0.005283840895291195,93.73163340149542,0.10473014191126036,0.26538050144552117,0.8557501960784315,69630.28871206299,0.14905545016111515,1.870044763897774,0.22181441337566768,1.755045250197664,89.78511003999712,0.1036388987600964,0.25452114361252254
77,277,66.1947,2.16679,30,3.11688,0,106,131,7,125,5,0.98165,59.42285,0.0,0.0,4.32143,3.932,1.80854,0.0,0.0,126.0,58.7419,0.00032,0.29,1.411,-1.0,7.958604,0.0053420962378932365,3.985194830246914,0.20793653046654204,162.45441875859527,528.3721694499019,32.68304066599151,60002.52989854104,0.14099102479838127,0.11029914198131363,0.005286197288487515,93.80220358269759,0.10485092416247553,0.26541657332690727,0.8554823529411766,69697.48610987258,0.14909828683080492,1.8667957510206645,0.22183886734259237,1.8493637770720563,89.78189535927956,0.10365607544876623,0.2539198566666287
78,278,66.1453,2.20984,30,3.15798,0,106,131,7,125,5,0.98399,59.36898,0.0,0.0,3.92857,3.928,1.80971,0.0,0.0,125.0,58.71822,0.00032,0.29,1.511,-1.0,7.90848,0.005353761253293412,3.7724729938271606,0.20793653046654215,162.35208252944884,528.343331622596,32.73445298936632,59834.538787664795,0.14083675281265312,0.11072290526635815,0.005284028758446351,93.8859469018001,0.10497371684842652,0.2654151613802976,0.8557002745098035,69553.42746755022,0.1490735159325801,1.8561355114268558,0.22184001862484376,1.6138678185682165,89.7868013457019,0.10366571875372696,0.25324734160389584
79,279,66.1003,2.29279,30,3.20482,0,106,131,7,125,5,0.98498,59.32812,0.0,0.0,3.89286,3.936,1.8491,0.0,0.0,126.0,58.72266,0.00026,0.29,1.376,-1.0,7.919957,0.005341075961672024,3.5381462191358026,0.20793653046654206,162.2768073358436,528.3329882882493,32.75257383746865,59794.47248319685,0.14066169960967798,0.11085404417964931,0.00528409594048067,93.85731509995313,0.10496163947548875,0.2654693329923543,0.8554674509803922,69613.7149901094,0.14903236460394595,1.8723289874355302,0.22182213210577106,1.7997998465841614,89.79662594339196,0.10367136676545835,0.25262213332906985
80,280,66.1324,2.38782,30,3.28881,0,106,131,7,125,5,0.99072,59.36064,0.0,0.0,4.39286,3.916,1.92187,0.0,0.0,126.0,58.71135,0.00026,0.29,1.389,0.46116,7.915499,0.005327727868807621,3.1940104166666665,0.20793653046654245,162.53240610320034,528.3185386217871,32.82922740041474,59904.12376525195,0.1405262645188754,0.11079980940612223,0.005269647213969799,93.90926106137296,0.10478946229782947,0.2654657743389423,0.8557501960784315,69597.77829883034,0.14905646553246493,1.9081693602392757,0.22181082646941405,1.6316865263798683,89.75459162769292,0.10368038403391068,0.2519389380279598
81,281,66.0832,2.46762,30,3.27323,0,106,131,7,125,5,0.98712,59.32589,0.0,0.0,4.10714,3.909,2.0033,0.0,0.0,126.0,58.70969,0.00029,0.29,1.474,-1.0,7.984726,0.005319637827807447,3.0151427469135803,0.20793653046654237,162.0029789243506,528.3129582502061,32.71783296561536,59779.654547850856,0.14036153910207827,0.11086834540468896,0.005268000189641806,91.39685514336591,0.10456204997755088,0.26554310156908184,0.8554674509803922,69624.08421235962,0.14900748320232785,1.8803241453166806,0.22179189704715474,1.8071918011697183,89.78699285328088,0.10368133662991606,0.2512391833480835
82,282,66.1065,2.52014,30,3.16163,0,106,131,7,125,5,0.98694,59.32569,0.0,0.0,4.28571,3.913,2.07434,0.0,0.0,126.0,58.68565,0.00024,0.29,1.438,-1.0,7.967786,0.0053194765081939965,2.7408371913580245,0.20187786344425154,161.53695823338447,528.3047191446224,32.69205126350309,59875.80100444507,0.14013647843812538,0.11105799862164646,0.005271993405373259,90.0364415803917,0.10443796918907838,0.26561040076877596,0.8551023529411765,69540.28765584713,0.14895993898659995,1.9171601367567437,0.2218017752406685,1.7966297215082196,89.80439962004215,0.103646852013972,0.2505334736384174
83,283,66.1181,2.60325,30,3.26125,0,106,131,7,125,5,0.98924,59.33642,0.0,0.0,4.25,3.938,2.11707,0.0,0.0,125.0,58.70983,0.00022,0.29,1.406,-1.0,7.965172,0.005311981047548798,2.498408564814815,0.20187786344425163,161.75106635762802,528.3011820738906,32.703687314633974,59917.41178376602,0.1398887471415771,0.11134745634139977,0.005261817925440454,93.71629996917163,0.10433376922087934,0.2656452154764347,0.8554674509803922,69507.75906673605,0.14884498085756653,1.9456626888058246,0.2217693818133162,1.889313903242832,89.81572259946108,0.10367912262334443,0.24985803257102412
84,284,66.0925,2.73483,30,3.26528,0,106,131,7,125,5,0.98559,59.3148,0.0,0.0,4.53571,3.942,2.19185,0.0,0.0,126.0,58.67676,0.00029,0.29,1.5,-1.0,7.922002,0.005294198386109132,2.3125,0.2040954894874767,161.33784516371475,528.2850772266296,32.738884066358025,59811.33064767654,0.13967895475616982,0.1115814783994492,0.005255684041111891,90.01337015843967,0.1042438712348373,0.2656828296209355,0.8549019607843138,69525.43493877484,0.14872652636463393,1.961155128165132,0.22170564498261514,1.8674442763618877,89.82984002933115,0.1036502697338107,0.2492426571091746
85,285,66.0667,2.64764,30,3.19101,0,106,131,7,125,5,0.98341,59.28491,0.0,0.0,3.78571,3.92,2.30473,0.0,0.0,125.0,58.70096,0.00028,0.29,1.417,-1.0,7.90564,0.005305005488391222,2.0942804783950617,0.2040954894874835,161.95685518656694,528.276558208594,32.72354352032697,59846.732973143335,0.13941014958030307,0.11176468486375438,0.005253156731001322,93.42491515883171,0.10409206680162236,0.26573141578547343,0.8557501960784315,69420.36831970625,0.14860648859627149,1.9587863936127565,0.22170518532234357,1.995749339383745,89.81057147552546,0.10366133851013419,0.24857764667016274
86,286,66.0683,2.46842,30,3.06852,0,106,131,7,125,5,0.98518,59.28307,0.0,0.0,4.46429,3.936,2.22925,0.0,0.0,125.0,58.66598,0.00029,0.29,1.396,-1.0,7.954483,0.005308789048814232,2.0460069444444446,0.20793653046654073,161.4187392728157,528.262005598217,32.73536682128906,59867.683938067734,0.13916354567190983,0.11182128343940582,0.00525920660158759,92.37595698127731,0.1039404717639675,0.2658130758695844,0.8554376470588236,69635.38800919482,0.14848448087100471,1.9403656376751188,0.22170535641466316,1.8684298806978556,89.81184462070452,0.10364646526541647,0.24791723645422684
87,287,66.086,2.32617,30,3.30264,0,106,131,7,125,5,0.98569,59.30038,0.0,0.0,4.32143,3.922,2.0721,0.0,0.0,125.0,58.69898,0.00024,0.29,1.424,-1.0,7.943877,0.005292713295430436,1.8634259259259258,0.2040954894874795,161.82733008974586,528.2516786877642,32.72429835943528,59906.485990552086,0.13891733947163087,0.111888812770419,0.005261265644624217,93.59837956852182,0.10376023160731562,0.2658370984186482,0.855192549019608,69487.95465542926,0.14836494037457804,1.9105472965153787,0.22169994418454533,1.9595389646054377,89.80090100223808,0.10365100659422324,0.24721244132599415
88,288,66.0616,2.32411,30,3.38813,0,106,131,7,125,5,0.98611,59.28507,0.0,0.0,3.57143,3.911,1.94815,0.0,0.0,125.0,58.68065,0.0002,0.29,1.414,0.46592,7.969578,0.005287634110127934,1.7075135030864197,0.20187786344424796,160.9505152300631,528.2317117717276,32.634206136067704,59855.470483657635,0.13867797819594235,0.11195976703645827,0.005276371573921177,94.0445582427983,0.10364531760107083,0.26585417428118535,0.854366274509804,69640.25498405464,0.14827350701574235,1.867590899804591,0.22172152596539063,1.979864519639589,89.79196071907964,0.10363270746496046,0.2464963522286466
89,289,66.0887,2.13469,30,3.4671,0,106,131,7,125,5,0.98379,59.30633,0.0,0.0,4.17857,3.929,1.94414,0.0,0.0,125.0,58.72075,0.00025,0.29,1.418,-1.0,7.893883,0.005290443252764493,1.5674189814814814,0.20793653046654126,162.0920647724608,528.2301766050618,32.77972374433353,59922.73020663286,0.13847839764060502,0.11213101965934609,0.005272707123543801,93.33809149935263,0.10351440814691605,0.2658640761178626,0.8548941176470589,69580.54317650007,0.14812792264852384,1.8987008990798595,0.22174059248550432,2.150579510645002,89.79504061464239,0.10362797318036125,0.24575463292359936
90,290,66.0318,2.38602,30,3.20923,0,106,131,7,125,5,0.98199,59.25328,0.0,0.0,4.57143,3.928,1.77859,0.0,0.0,125.0,58.70704,0.00024,0.29,1.406,-1.0,7.9666,0.005268797128658019,1.4787326388888888,0.2040954894874785,161.21613819665268,528.2191423553091,32.59404424973476,59841.36231735108,0.13828872245573717,0.1124966822872091,0.005288678664284573,89.27628412223449,0.10341770198287979,0.26585811266612247,0.8543286274509805,69542.52312339607,0.14795182283859973,1.8841311011790134,0.22180098067793114,1.84253623066537,89.81558588684567,0.10360774753028144,0.24501125988672615
