,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,contrast,cubcol.1.0,cubrow.0,blockiness,cubrow.1.0,cubcol.0.5,cubrow.0.3,movement,cubcol.0.6,noise,cubcol.0.3,staticness,color_fulness,tone,cubrow.0.6,temporal,saturation,fft,uhdhdsim,cubrow.0.5,blur
45,545,68.8556,28.0649,57,29.4359,0,113,124,17,130,12,0.99537,71.07404,0.0,0.0,6.46429,6.063,24.24602,0.0,0.0,126.0,50.74098,0.00027,1.33,4.33,-1.0,1e-06,0.12610129943807696,88.15696780787673,0.14906366061746276,0.03235869327667739,3.0704880455196943,0.11324193925524773,0.13555221186525473,0.08481418092991387,18.47873263888889,0.14450134258790964,0.5333645787862599,0.17194630862930663,278.4390395191003,99.94542414000531,0.8298019607843138,0.15876209537730707,6.9197774175723925,30.791776492271893,67480.97176355115,93.13690946401687,0.16224345837180454,45869.89110443811
46,546,69.0676,28.095,57,31.9517,0,113,124,17,130,12,1.00473,71.25857,0.0,0.0,5.21429,5.968,24.19572,0.0,0.0,126.0,50.7481,0.00023,1.33,4.307,-1.0,2e-06,0.1253392608498796,89.43069310114116,0.15238449074811392,0.03238240240646492,3.4983399193166522,0.11336281946426363,0.13663592017589285,0.08512612224292139,18.601369598765434,0.14614110072285433,0.5330674732325527,0.17327213923178716,278.14658433721706,99.26039015955567,0.8313427450980391,0.15954143049548683,6.914459408145586,30.616282145182293,67588.35975259013,93.11516462804647,0.16230898939035485,46437.20161780221
47,547,68.9166,28.159,57,31.8664,0,114,124,17,130,12,0.99271,71.13446,0.0,0.0,6.60714,5.932,24.22453,0.0,0.0,126.0,50.72791,0.00035,1.34,4.28,-1.0,0.0,0.12438242444908822,89.64937908529083,0.15389304871303544,0.032367147329915094,4.610435386490128,0.11334269271608736,0.13676567576507298,0.08545668982761291,18.69970100308642,0.14742114337780585,0.5333645787862576,0.1737182664012062,277.8411768478325,99.11213102638702,0.8314764705882354,0.16022380253206497,6.927449168841495,30.72017471878617,67626.25159124647,93.14217029259476,0.1623060294969588,45971.155013783544
48,548,68.6388,28.1657,57,30.1263,0,114,124,17,130,12,1.00317,70.90284,0.0,0.0,6.96429,5.967,24.27693,0.0,0.0,126.0,50.66888,0.00031,1.32,4.228,0.13182,0.0,0.12364353404399195,87.84603261766482,0.15607670722803327,0.032475133709126254,4.425581536304769,0.1136533725984002,0.13697810077503456,0.08581222233293369,18.826003086419753,0.14765372198168056,0.5311469527430281,0.17389686424945633,277.51682281746184,98.8466648659982,0.8307176470588236,0.16077712572913883,6.947983056765378,30.678791564187886,67406.15564553397,93.16981125034202,0.16201767478144496,45254.9245619694
49,549,68.6219,28.0995,57,28.5535,0,114,124,17,130,12,0.98246,70.91037,0.0,0.0,8.42857,5.958,24.28042,0.0,0.0,126.0,50.64847,0.00025,1.32,4.313,-1.0,0.0,0.12300600220833463,90.58611450159852,0.1581735961257968,0.0325160570487106,3.9840922260504525,0.11396735009601738,0.13734047505194805,0.0860847559618212,18.873167438271604,0.14781567235117202,0.5333645787862555,0.17416612293646813,277.1589105048927,98.54697663384214,0.830883745098037,0.16121391927384482,6.960497648916788,30.550599463192036,67479.48741838697,93.17147005995065,0.16183549137954034,45146.759393852335
50,550,68.7219,27.9856,57,28.556,0,114,124,17,130,12,1.01301,70.97987,0.0,0.0,5.03571,5.917,24.22721,0.0,0.0,126.0,50.60621,0.00025,1.32,4.505,-1.0,0.0,0.12247309652024913,88.53384100312309,0.1590281851844097,0.032507832449398553,3.7808304426356045,0.11402637921685886,0.1377718936449909,0.08639220283679881,18.799961419753085,0.1480342241851252,0.5355822048294853,0.17411363232847704,276.80443222677593,98.23425103700897,0.8306145098039216,0.1616212456556719,6.947727615100616,30.496772671923228,67468.9414151533,93.12849650625452,0.16187503604091966,45342.840198276215
51,551,68.8433,27.8694,57,28.343,0,114,124,17,130,12,0.99729,71.07864,0.0,0.0,5.46429,5.844,24.13096,0.0,0.0,126.0,50.53561,0.00025,1.32,4.228,-1.0,0.0,0.12197103849518935,88.11349920855537,0.16143415188717938,0.032567779545366576,2.3178208755751513,0.11376591371359597,0.13926329365683118,0.08667033173644868,18.710407021604937,0.14830590081304978,0.5333645787862574,0.17376659253020124,276.42939267606647,99.43952172587929,0.8297662745098039,0.1620010725416306,6.9522238717634295,30.447722258391202,67514.46477864355,93.13000095897326,0.16195600481035582,45568.45278818561
52,552,69.0034,27.8077,57,30.5401,0,114,124,17,130,12,1.00628,71.24163,0.0,0.0,6.10714,5.793,24.03547,0.0,0.0,126.0,50.48596,0.00019,1.32,4.239,-1.0,0.0,0.12162462487097787,89.64175245639827,0.16290522255885762,0.03259247903926735,2.563929444476469,0.11364252154729752,0.14088795254595735,0.0870404816161567,18.878375771604937,0.14867598201513427,0.5333645787862601,0.17377405336872326,276.06702601560715,97.63680713891233,0.8295341176470589,0.16239076042192566,6.947528875197844,30.489038914809992,67561.00262129086,93.094116039996,0.16187063106791547,45834.952433932005
53,553,69.2773,27.9642,57,30.5797,0,114,124,17,130,12,0.99057,71.51529,0.0,0.0,4.78571,5.764,23.98849,0.0,0.0,126.0,50.4216,0.00023,1.33,4.302,-1.0,0.0,0.12170237869643426,89.4491777299282,0.16437818644755278,0.03262345638792559,2.9177069074418696,0.11362144246908881,0.14417082620777813,0.08731374357583134,18.972270447530864,0.14886668967788316,0.5372056197653188,0.17402056607842303,275.6896727237171,98.78812260801462,0.8288,0.16276465782309812,6.939930743756587,30.362756234628186,67519.99135475348,93.0495108194667,0.16190983991146518,46271.82395822608
54,554,69.5514,28.0797,58,31.7757,0,114,124,17,130,12,1.0034,71.81125,0.0,0.0,4.39286,5.692,24.11881,0.0,0.0,126.0,50.3368,0.00018,1.32,3.957,-1.0,0.0,0.12107442163577317,89.80569105659762,0.16580407383666623,0.03264115306031527,3.311987510365287,0.1137412597111562,0.14512246878220306,0.0876083790339441,19.19188850308642,0.14880960792276826,0.5372056197653193,0.17439733535349436,275.3033055107663,97.60657916559857,0.8274509803921569,0.1631904674564413,6.935512902217181,30.375399930977526,67588.5903776522,93.01239061637324,0.16188259300751737,46829.94175097154
55,555,69.309,28.3947,57,31.7208,0,114,124,17,130,12,1.0,71.64192,0.0,0.0,5.75,5.76,24.21532,0.0,0.0,126.0,50.31198,0.00024,1.32,4.363,-1.0,0.0,0.12087121484465066,90.5185008433507,0.16718581574410005,0.032621362501550046,2.6934445894627523,0.11372645067161713,0.14534608159517995,0.0878106535098374,19.311631944444443,0.14901987567127084,0.5372056197653196,0.17386960778752295,274.91622483459344,98.84005771561004,0.8270709803921569,0.16361276830267052,6.945158771131462,30.220393239715953,67479.84494746503,93.0061945895971,0.16176317016982195,46403.68217734084
56,556,68.7521,28.5873,57,30.1014,0,115,124,17,130,12,1.00342,71.0842,0.0,0.0,2.78571,5.76,24.47082,0.0,0.0,126.0,50.25433,0.00023,1.33,4.141,0.12924,1e-06,0.1213164294461691,90.73433667411254,0.1677985435515196,0.03267197100326949,1.6289559828823215,0.11374407005937508,0.14575201276353958,0.0880221299127658,19.39568865740741,0.14949042073882166,0.5333645787862612,0.17361304360418367,274.518875136108,99.11198619677732,0.8268407843137255,0.1637567854661157,6.96369020624699,30.058997448579767,67364.81906704698,93.04135014481467,0.1615784788752511,45241.34540645263
57,557,68.465,28.6277,57,30.4581,0,115,124,17,130,12,0.99345,70.84716,0.0,0.0,4.60714,5.841,24.62663,0.0,0.0,126.0,50.18318,0.00025,1.32,4.272,-1.0,1e-06,0.12169247735032515,86.24036609968962,0.1689691203515286,0.03270740530568466,2.3290359205729803,0.1136888440713994,0.1460804713033692,0.08820970148940349,19.54639274691358,0.15003978273431132,0.5333645787862613,0.17320652206244544,274.10069386111684,99.36373692853755,0.8263129411764705,0.16397195023244462,6.985595677639139,29.894384501892844,67236.79071878878,93.10794276118065,0.16136278358672948,44728.92332864688
58,558,68.8368,28.6754,57,29.5241,0,115,123,17,130,12,1.00043,71.18975,0.0,0.0,4.53571,5.805,24.66633,0.0,0.0,126.0,50.22093,0.00029,1.32,4.085,-1.0,0.0,0.1210144058754075,86.2405183712217,0.16968200776086667,0.032699961102172805,3.2108499472884855,0.11367633983070674,0.14662858426751377,0.08839036381324572,19.58666087962963,0.1506080063954853,0.5333645787862565,0.1730213642442813,273.6838056960039,99.7333441200621,0.826730588235294,0.1641782142860505,6.996549375024106,29.85769992404514,67255.90556281967,93.05017036745853,0.16100238930740546,45612.36533871078
59,559,69.2385,28.7923,57,30.8569,0,115,123,17,130,12,0.99931,71.59424,0.0,0.0,6.32143,5.765,24.70799,0.0,0.0,126.0,50.26117,0.00021,1.33,4.404,-1.0,0.0,0.12043900660333322,89.36063745659109,0.17020895163257344,0.03266960342124396,2.31034670937663,0.11358963616155243,0.14701522529829247,0.08856023474696934,19.660011574074073,0.1510597538722617,0.535582204829489,0.17299834214857818,273.257492761939,99.18803528955446,0.8266772549019609,0.16436523819936555,7.001967901568728,29.797981356397084,67443.04925850028,93.00524308520542,0.1608234098231513,46541.41460567538
60,560,69.1991,29.1303,57,32.8025,0,115,123,17,130,12,0.99481,71.56177,0.0,0.0,5.57143,5.748,24.80472,0.0,0.0,126.0,50.24179,0.00033,1.33,4.14,-1.0,0.0,0.12102317556711913,89.09255092051535,0.17172632793122564,0.03272085074222729,3.4811447664605915,0.11364317515968354,0.14758815811423373,0.08914876074297808,19.76388888888889,0.1521466820053075,0.5372056197653189,0.17282522306009232,272.80931143827354,99.42154653827214,0.8257039215686275,0.16528576581649151,7.01368843681291,29.67526376983266,67450.48024277069,93.00613676194779,0.16148245530081728,46442.28517367337
61,561,69.1835,29.433,57,32.6746,0,116,123,17,130,12,0.99906,71.55731,0.0,0.0,4.28571,5.798,25.10236,0.0,0.0,126.0,50.24448,0.00019,1.33,4.212,-1.0,0.0,0.12114203909520736,86.13614110496904,0.17230644406109746,0.03280191255600869,2.4070504329912876,0.11361608200244419,0.14825119303214424,0.08966284078452286,19.92925347222222,0.15318087102466452,0.5372056197653219,0.17252637387082437,272.36523994258414,98.81810976377119,0.8254262745098039,0.16621630979455407,7.033746321837236,29.653003833912038,67506.6081952517,92.97696779321406,0.16202748643709441,46497.60927325157
62,562,69.5324,29.4175,58,34.0281,0,116,123,17,130,12,0.99172,71.9011,0.0,0.0,3.89286,5.772,25.36166,0.0,0.0,126.0,50.23292,0.00026,1.32,4.316,-1.0,0.0,0.12199293814804887,87.01244106313038,0.1732161392827926,0.032803671865370934,2.112403385577555,0.11375748011591588,0.14850838983714146,0.09013367360364213,20.132716049382715,0.1546177679364444,0.5372056197653207,0.17334823376488673,271.908313366421,98.76784896361754,0.8248396078431373,0.16725087721715814,7.054070819282777,29.72855273588204,67501.51509015077,92.93316905685585,0.16250048335989833,47183.598372034154
63,563,69.7803,29.4251,58,32.4297,0,116,123,17,130,12,0.99513,72.15014,0.0,0.0,5.60714,5.742,25.35203,0.0,0.0,126.0,50.17946,0.0002,1.32,3.953,-1.0,1e-06,0.12232286744963988,88.67770970981981,0.17353439786061214,0.03290603508847821,2.6189275611649294,0.11387497802397788,0.14917847621481228,0.09065386634674358,20.344521604938272,0.15515139453127824,0.5372056197653201,0.17424078956310485,271.4157982925565,98.85590102550037,0.8250619607843137,0.16820123194002806,7.070510202173032,29.53213745870708,67522.22255608927,92.90447524323731,0.16293815816526946,47758.377507548365
64,564,70.0363,29.5286,58,31.0081,0,116,123,17,130,12,0.99179,72.37463,0.0,0.0,3.75,5.705,25.36322,0.0,0.0,126.0,50.21975,0.00015,1.32,4.07,0.12976,1e-06,0.12285547728165713,88.20164087636358,0.17549291726455826,0.032991080562910884,2.9524867478059136,0.11404937226017417,0.14962347166323103,0.09125520070289478,20.56278935185185,0.1566669869874772,0.5372056197653219,0.17460105878993162,270.93785851040775,98.69136452165637,0.8253972549019608,0.1691576335457548,7.076684458898303,29.65361475061487,67503.98243669105,92.88156843909006,0.16321318652867967,48446.32377355751
65,565,70.1643,29.7951,58,31.7388,0,116,123,17,130,12,0.99284,72.46456,0.0,0.0,4.03571,5.736,25.46157,0.0,0.0,126.0,50.23843,0.00022,1.33,4.158,-1.0,0.0,0.12212983001095394,88.43982135683629,0.1756018000343636,0.033036700806825206,2.530014700671371,0.11419998746141458,0.15137484525687814,0.09175236236297783,20.90750385802469,0.15794746501588114,0.5372056197653211,0.17537772715716382,270.4321692809284,98.96967205295233,0.824861568627451,0.17016479639354384,7.093204598239037,29.45554624957803,67524.19870499612,92.89624769535264,0.1634706355113918,48940.55841143687
66,566,70.5505,29.7838,58,31.753,0,116,123,17,130,12,0.97837,72.80935,0.0,0.0,3.32143,5.679,25.69569,0.0,0.0,126.0,50.33817,0.00022,1.31,3.881,-1.0,0.0,0.12315493863886878,88.28922573279742,0.1752646743165309,0.03305598686261421,3.212424716468348,0.11461933213944969,0.15251807761817066,0.09233967904263946,21.37919560185185,0.1593621925335573,0.5372056197653204,0.1766906162167622,269.9254845706747,99.02888073806781,0.8243258823529411,0.17098253118711604,7.109187248798372,29.396533918969425,67615.22893033775,92.85117016727078,0.16378968390797602,49810.66776531392
67,567,71.7185,29.6142,59,33.4557,0,117,123,17,130,12,0.99324,73.88103,0.0,0.0,3.92857,5.599,25.68952,0.0,0.0,126.0,50.5359,0.00028,1.31,3.774,-1.0,0.0,0.12803555331852703,89.7883367093636,0.1757435840148025,0.03301692253478409,3.6659201048396546,0.1148612779950076,0.15431229597118049,0.0928107068422537,21.758632330246915,0.1595036867282578,0.5394232458085502,0.1771049184379371,269.42254749784246,98.34887302724546,0.8247890196078432,0.17204060078048736,7.120371055182263,29.514915937258873,67975.70893909666,92.67396969470319,0.16417199482419986,52433.210797554995
68,568,72.4507,29.3816,59,33.9754,0,117,123,17,130,12,0.99204,74.56524,0.0,0.0,2.71429,5.529,25.55296,0.0,0.0,126.0,50.77858,0.00019,1.32,4.041,-1.0,1e-06,0.13445523480855653,85.51870855041334,0.1769353807299684,0.03312214860905282,3.1582888076252607,0.11515833517498315,0.1566059335746722,0.09340614288751849,22.02956211419753,0.15900739843909215,0.5394232458085487,0.17607398234926627,268.90085893654117,98.33479246695778,0.825464705882353,0.1728432544198486,7.121895847522833,29.41899429132909,68406.24945077149,92.59460631258067,0.1646626555437544,54033.920398839684
69,569,72.3279,29.4632,59,33.002,0,117,123,17,130,12,0.99322,74.40978,0.0,0.0,3.21429,5.602,25.35552,0.0,0.0,126.0,50.89026,0.00018,1.31,3.85,-1.0,0.0,0.1369225458366513,87.72376577425638,0.17791287953966756,0.03314120268151705,4.067814608101555,0.11558901769266278,0.15941718700750832,0.09394991172111947,22.31785300925926,0.15864951213342415,0.5394232458085484,0.17581821759815872,268.38025503958164,97.47953841292903,0.8248317647058823,0.1737103631714494,7.1112206005568375,29.36383960865162,68200.41650992392,92.64694119561595,0.16509802378581237,53605.156001457966
70,570,72.2894,29.3614,59,34.1863,0,117,123,17,130,12,0.98999,74.32716,0.0,0.0,3.32143,5.628,25.42153,0.0,0.0,126.0,51.01243,0.00026,1.33,4.211,-1.0,4e-06,0.13873804777222634,88.47124734960695,0.1794009462605201,0.033243177520654095,3.8377996329010178,0.11570267198390476,0.1612409995629054,0.09453851374281627,22.577787422839506,0.1585214528957971,0.5394232458085516,0.17647223853812746,267.8593778950856,97.76773949374551,0.8248317647058823,0.17471502753697926,7.094492933939108,29.38321092393663,68178.57736727202,92.6725376578822,0.16551441380578477,53429.69960720417
71,571,72.8501,29.1949,60,32.8151,0,117,123,17,130,12,1.00076,74.85582,0.0,0.0,3.85714,5.573,25.3342,0.0,0.0,126.0,51.12426,0.00015,1.31,4.026,-1.0,1e-06,0.13928824920408733,88.6595622610339,0.18076902861587624,0.03326094554640457,4.716481375697024,0.11608800796333056,0.16309082545207276,0.09508958294968088,22.666087962962962,0.15889174710660578,0.5394232458085516,0.1766836898542872,267.3420490895429,97.17877669470246,0.8255015686274509,0.17571611726075417,7.070955836491643,29.40820011091821,68259.56961123827,92.64375952902705,0.16581654437176324,54664.70706724965
72,572,73.0999,29.1869,60,30.2372,0,117,123,17,130,12,1.00119,75.06758,0.0,0.0,4.03571,5.495,25.19663,0.0,0.0,126.0,51.14647,0.00019,1.34,4.025,0.12989,0.0,0.13934812862795404,85.1673944025063,0.1820542779345917,0.03325476489948712,3.4512945328964677,0.11639362872072112,0.16510451235837778,0.09570503050807691,22.870466820987655,0.1585381763094238,0.5394232458085523,0.1771258055053372,266.82827952721277,97.58533166448855,0.825233725490196,0.17661105577773917,7.0589996538034425,29.328852900752317,68386.57390183554,92.56970874131241,0.16624911643936144,55126.36287142163
73,573,73.0638,29.0237,60,29.9342,0,118,123,17,130,12,0.99451,74.99907,0.0,0.0,2.67857,5.529,25.18933,0.0,0.0,126.0,51.14876,0.00014,1.33,3.942,-1.0,1e-06,0.139122634351664,86.33017629387618,0.1862161689311349,0.03328045920378002,2.925521112572937,0.11581483362731008,0.1668453001630412,0.09637005373002631,22.902922453703702,0.15793889057363067,0.5394232458085523,0.1768018889497636,266.3271921275813,97.11199811140189,0.8254349019607843,0.17741260211185214,7.046323372125183,29.309951028706116,68493.12652829196,92.56712400871547,0.1664440131471315,55017.3080400159
74,574,73.024,29.1671,60,29.3362,0,118,123,17,130,12,1.00724,74.91989,0.0,0.0,3.14286,5.547,25.04883,0.0,0.0,126.0,51.22245,0.00019,1.33,4.086,-1.0,1e-06,0.1387671807827666,86.17585520346167,0.19003622356735295,0.033295910947320075,4.477580968368497,0.11606939017844402,0.1692526943810332,0.09688484504015409,23.097318672839506,0.1575539390885863,0.5394232458085492,0.1778815259603398,265.81091514437384,96.90248512747871,0.825272901960784,0.1783608486008957,7.03774145932138,29.251190939067325,68379.78750052568,92.59464487516304,0.16661269295231312,55060.412630017854
75,575,73.1495,29.1742,59,30.8592,0,118,123,17,130,12,0.99674,75.00766,0.0,0.0,2.17857,5.502,25.17349,0.0,0.0,126.0,51.32997,0.00012,1.32,4.133,-1.0,0.0,0.1379641506888806,86.86435733963046,0.19307951635093737,0.033352977428957264,4.529119081163599,0.11649506738885805,0.17125888500421094,0.0974176780334142,23.396846064814813,0.15676468955219866,0.5394232458085496,0.1784342884995253,265.2850270313887,96.51219979123815,0.8252713725490196,0.17930221721034678,7.044664341573868,29.0935661410108,68509.37846100258,92.6155691822087,0.16678359199591494,55385.68962854118
76,576,73.3171,29.1948,59,32.5877,0,118,123,17,130,12,0.99579,75.16328,0.0,0.0,3.64286,5.501,25.18007,0.0,0.0,126.0,51.46075,0.00018,1.32,4.359,-1.0,0.0,0.137859517575206,89.06922941844061,0.19600973607051442,0.03333695313534321,4.629202728117042,0.11697471558458168,0.17305017921304747,0.09798191715113547,23.689911265432098,0.15683422546958523,0.5394232458085487,0.1795250861587782,264.7401688619302,95.79112611724965,0.8260011764705882,0.18034966174894795,7.049473731652691,29.093495121708624,68749.7588220817,92.53494708392763,0.1670240083449375,55687.76351296015
77,577,74.0418,29.2113,60,32.9292,0,118,123,17,130,12,1.00521,75.82666,0.0,0.0,2.78571,5.444,25.20027,0.0,0.0,126.0,51.63893,0.0002,1.32,4.044,-1.0,0.0,0.1379437746923869,85.79727779752741,0.19904362949967708,0.033349672422122126,4.897194867092006,0.1171459111863429,0.17525093291075566,0.09862822050391962,23.991271219135804,0.15706198555089873,0.5394232458085537,0.18145351543873822,264.1941968377042,96.05341446040889,0.825761568627451,0.18125385039198585,7.05784753345916,28.90812419373312,68969.65776775112,92.4697860098725,0.1672713594437867,57584.83656745058
78,578,74.5242,29.143,60,33.8548,0,119,123,17,130,12,1.0059,76.27716,0.0,0.0,1.96429,5.411,25.21631,0.0,0.0,126.0,51.78587,0.00019,1.33,3.994,-1.0,1e-06,0.13994495600024173,88.74893318207863,0.2005423242963822,0.03335580159862589,5.883034894097473,0.11712811645431033,0.1769165213714282,0.09917604218978264,24.053192515432098,0.15713587893969272,0.5394232458085545,0.18403092560913403,263.5988917191756,95.48397352654588,0.8251513725490197,0.1821067425473523,7.039362101427251,28.68767726568528,69232.16122015662,92.37345790278982,0.16740390341063804,58690.749410517055
79,579,75.0511,29.3216,61,32.8487,0,119,123,17,130,12,1.00543,76.80053,0.0,0.0,3.0,5.379,25.16933,0.0,0.0,126.0,51.91916,0.00017,1.33,4.064,-1.0,1e-06,0.13995045064770445,87.26175862525285,0.2033447512992202,0.0333868808768796,5.966336280715514,0.11712939112396532,0.17824943727802806,0.09993372332421535,24.03009259259259,0.15645960958029076,0.5394232458085534,0.18595403929393745,262.9959530646328,94.032979388666,0.8248317647058824,0.1832063670246224,7.026691835291209,28.597290792582946,69283.5636218466,92.32325380579213,0.1674783617285341,59532.34317789931
80,580,75.7672,29.2558,61,31.7033,0,119,123,17,130,12,1.01117,77.47789,0.0,0.0,2.5,5.274,25.31881,0.0,0.0,126.0,52.03756,0.00025,1.33,3.626,0.13027,0.0,0.1398042282007077,88.69189167758839,0.20577692452408147,0.03337199841611723,4.316893766230498,0.11745441315825417,0.178658679304741,0.10060574740409785,23.980516975308642,0.15682555792957598,0.5394232458085586,0.1872462253190639,262.3649538895174,94.74226969625332,0.8222735882352941,0.18465518814586684,7.0021386150160705,28.41504414876302,69353.1814257403,92.20400724205751,0.16774152164776068,61063.05290917681
81,581,76.341,29.1612,62,30.6582,0,119,123,17,130,12,1.00169,78.06701,0.0,0.0,3.60714,5.244,25.27454,0.0,0.0,126.0,52.15607,0.00018,1.32,3.666,-1.0,5e-06,0.13899097347780717,88.11414665996182,0.20769330636188948,0.03336080581176005,4.772588523908546,0.11768870310658743,0.179903303429313,0.10132298541500288,24.014515817901234,0.15735760384273412,0.5394232458085609,0.18881977499605276,261.7357862135502,94.076917911723,0.8223101960784314,0.18596309402207944,6.97116891344662,28.38156598879967,69360.46722045532,92.11945102160115,0.16807309174477567,62122.11864978954
82,582,76.032,29.4234,61,30.7619,0,119,123,17,130,12,0.99188,77.77179,0.0,0.0,2.64286,5.219,25.19871,0.0,0.0,126.0,52.27218,0.00018,1.31,3.998,-1.0,0.0,0.13934500592207977,90.67027576298081,0.2088426118145268,0.0335404537967351,3.8173029238660083,0.11792045949354249,0.1811337745443081,0.10207179481581397,24.022328317901234,0.15808048895242496,0.5394232458085582,0.1896175407036401,261.1023482641105,93.08956996260788,0.8215211764705883,0.1867537506746323,6.958467658291714,28.40175920651283,69290.13859954177,92.17015263579646,0.1680839750455049,61800.78764917365
83,583,75.3296,29.8463,61,30.4082,0,120,123,17,130,12,1.00238,77.05142,0.0,0.0,2.39286,5.297,25.42857,0.0,0.0,126.0,52.34262,0.00013,1.33,3.65,-1.0,0.0,0.139369429205746,85.52691888364473,0.21155070650224012,0.03362996985051351,2.2507339000424817,0.11786792313731335,0.1816466424357662,0.10272804360357506,23.982253086419753,0.15941403664006798,0.5394232458085523,0.19089091266200517,260.4550087683465,92.53369255432428,0.8219525490196079,0.187797640803934,6.998398438001116,28.208677880557964,69484.59922427825,92.29251146874094,0.16815034602895054,60588.79796403952
84,584,74.7855,29.7781,60,32.7477,0,120,123,17,130,12,1.00779,76.51724,0.0,0.0,3.78571,5.32,25.79611,0.0,0.0,126.0,52.33601,0.00014,1.32,3.34,-1.0,0.0,0.13768707048218445,85.46953907687495,0.2141966822369528,0.03371086269335549,2.46564680404701,0.11794535940029256,0.1821541160201492,0.10331575287396554,23.992091049382715,0.16055907123890695,0.5394232458085515,0.1907179119122166,259.795176426711,92.68350812639515,0.8227188235294117,0.18843678389130714,7.036612872511361,28.270975183557578,69461.90480308529,92.39095657100049,0.16818175775850697,59850.926559623505
85,585,75.037,29.7834,60,36.0873,0,120,123,17,130,12,1.0102,76.72373,0.0,0.0,2.25,5.312,25.73312,0.0,0.0,126.0,52.46327,9e-05,1.32,3.787,-1.0,0.0,0.13462428413331445,83.86966558815675,0.2183228510608259,0.033739971363107024,2.498596308160231,0.11805964710926911,0.18244550427321032,0.10399817749969001,24.14327739197531,0.16037514432129849,0.5372056197653237,0.19028261869408836,259.11888133511536,93.33509540395364,0.825412156862745,0.18888419755725316,7.038245559755185,28.18175289954668,69521.2862362372,92.36897681545426,0.16812203006075624,60534.16192423875
86,586,75.4324,29.7777,60,33.5809,0,120,123,17,130,12,1.00092,77.09373,0.0,0.0,2.92857,5.273,25.73732,0.0,0.0,126.0,52.66855,0.00014,1.32,3.381,-1.0,0.0,0.13243208510293022,86.51879137655129,0.22133774063878847,0.03385922633082723,2.487857907393776,0.11829659603486911,0.18347000230859795,0.10461776708462898,24.37398726851852,0.1602103225172556,0.5394232458085512,0.1918855513579532,258.43803431402137,91.60133353671506,0.8279498039215686,0.18961937084103103,7.041187581865321,28.168454205548322,69681.0751924351,92.31385711902044,0.16813628768909508,61530.859132831516
87,587,75.1512,29.8884,60,32.1582,0,120,123,17,130,12,0.99656,76.75883,0.0,0.0,1.60714,5.292,25.72565,0.0,0.0,126.0,52.81274,0.00012,1.31,3.882,-1.0,0.0,0.13110859900812313,87.46505327924842,0.2244311091861113,0.03393125343216063,2.7713315213331207,0.1185233587934051,0.18534631320745493,0.10528070569364206,24.68605324074074,0.16085186044040567,0.5372056197653229,0.193361347182462,257.74709808480947,91.38197406686204,0.8290588235294117,0.1899111256833497,7.061658331434458,28.206730972101656,69630.95120537332,92.35213497723797,0.16801907925627113,61060.83783538882
88,588,74.7609,29.9806,59,33.9898,0,120,123,17,130,12,0.9975,76.39362,0.0,0.0,2.75,5.316,25.81559,0.0,0.0,126.0,52.925,0.00012,1.31,3.351,0.12886,2e-06,0.13042659039612858,90.67797037200438,0.22553216327541262,0.033990329830960425,3.800040004137428,0.11852646529154183,0.18663885877573674,0.10575082056097208,24.96585648148148,0.16127412149092166,0.539423245808539,0.19517966455945737,257.0479734526274,91.3092969549333,0.8285145098039215,0.19007328604187024,7.064556926692095,28.17219185534819,69408.00776427299,92.42103772288928,0.167750129996797,60059.03661567195
89,589,75.5325,29.5064,60,34.6073,0,120,123,17,130,12,0.9974,77.04616,0.0,0.0,1.64286,5.297,25.88657,0.0,0.0,126.0,53.12427,0.00014,1.32,3.234,-1.0,0.0,0.13021148717058248,87.4337111072509,0.22749202987163372,0.03411152207687379,2.712916077613989,0.11838890464850153,0.18772577366161816,0.10629861833016817,25.13107638888889,0.16129736142448134,0.5394232458085463,0.1962774451495089,256.35454760084167,90.49230327447354,0.8286643137254901,0.19037578769243088,7.055984330074376,28.20176508397232,69783.45159639994,92.36520232518045,0.1673744535684591,62499.45107065185
90,590,76.3644,29.1828,60,35.026,0,120,123,17,130,12,0.99951,77.84539,0.0,0.0,2.85714,5.288,25.47819,0.0,0.0,126.0,53.32175,0.00013,1.31,3.228,-1.0,0.0,0.13018916185961119,85.96485483106045,0.23005671306477693,0.034072933929189725,3.323855106908201,0.11804387142294993,0.1885470808923944,0.10689596833692251,25.27932098765432,0.16124146076950022,0.5372056197653249,0.19769951766117877,255.61982871254511,89.57074064830505,0.8302643137254901,0.19096953441824577,7.029448191633397,28.170192953981,70001.98560109711,92.23567129936383,0.16708449836489064,64723.490544599925
