,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,fft,staticness,blur,cubcol.0.5,cubrow.0.6,cubrow.0,cubcol.0.3,cubcol.0.6,cubcol.0,cubrow.0.3,contrast,uhdhdsim,saturation,cubrow.1.0,cubcol.1.0,cubrow.0.5,blockiness,noise,temporal,color_fulness,movement
45,145,32.0485,7.21402,22,9.49085,0,108,121,6,135,6,1.01522,32.48547,0.0,0.0,3.92857,8.203,6.1805,0.0,0.0,126.0,44.22866,0.0,0.39,2.733,-1.0,1.036067,0.6564329411764706,63866.69515441731,494.29954761427916,6510.010171698139,0.06737675112786516,0.10307202448864593,0.07628628855875833,0.062014263948717396,0.07212383551447418,0.08396218435240514,0.05190307014366877,94.29612302914404,100.7812660126402,48.10049815236786,0.12425973095064738,0.10549543887366845,0.07947444771236878,1.317359359360714,0.33532775632107165,4.723631104507548,63.01601357895864,10.616994598765432
46,146,32.1216,7.48208,22,8.32906,0,108,121,6,136,6,1.01418,32.54028,0.0,0.0,5.07143,8.192,6.1996,0.0,0.0,126.0,44.23335,0.0,0.39,2.931,-1.0,0.988206,0.6563666666666667,63917.15417354954,494.54851895794195,6526.994261005547,0.06730225571534959,0.10358187278156997,0.07602742815375074,0.061953511843279345,0.07207545523343582,0.08436527290707316,0.05205478100598278,95.05999143709677,100.77621560727928,47.953761536398055,0.12449091402488854,0.10609250124235799,0.07932291343105528,1.4924918881838856,0.337545382364294,3.7825535538314434,63.046140884687205,11.080970293209877
47,147,32.0044,7.878,22,8.70022,0,109,121,6,136,6,1.00671,32.44253,0.0,0.0,4.64286,8.339,6.4302,0.0,0.0,125.0,44.26168,0.0,0.39,3.725,-1.0,1.050331,0.6567788235294117,63812.12980524359,494.8168489399117,6438.10420524055,0.06726128680115201,0.10400853440437541,0.07561175490628301,0.061834471842365415,0.07185435692847654,0.0844144698803882,0.05216623077800712,92.86685831831191,100.78791762438298,47.827882178035786,0.12498100238875011,0.10684372082578633,0.07899607907067242,1.5460340093102871,0.33532775632107253,3.8346971331023596,62.73661366396043,11.25998263888889
48,148,32.0786,8.1755,22,8.98333,0,109,121,6,136,6,1.00197,32.53873,0.0,0.0,4.82143,8.366,6.78123,0.0,0.0,125.0,44.30549,0.0,0.38,3.808,0.28498,1.069164,0.6579360784313725,63736.285462769534,495.0696834863253,6511.186720204795,0.06731855150556874,0.1043486931587047,0.07520986056769659,0.06174063949500592,0.07170529844420102,0.08435885330823957,0.05235262292240539,91.23425627792321,100.76263892776933,47.92559042094666,0.12510528369544707,0.1063841931860492,0.07875880243398155,1.5252989177694791,0.335327756321072,3.8973862604399176,62.83515674020761,11.482590663580247
49,149,32.2009,8.27105,22,8.60079,0,109,121,6,136,6,0.9999,32.61795,0.0,0.0,5.14286,8.27,7.03693,0.0,0.0,126.0,44.41218,0.0,0.39,3.369,-1.0,1.072117,0.6611580392156863,63695.16284404899,495.31591729689706,6590.600684445241,0.0674139535091949,0.10464185548787698,0.07486957277756578,0.061700488750591816,0.07151925208357536,0.08429886460775737,0.052517634145160585,89.5545621868491,100.75228999478622,47.932458383065686,0.12517454092717417,0.10586629780333867,0.07867717262260243,1.5079644555946803,0.33532775632107237,3.859044814977154,62.70713528850345,11.775511188271604
50,150,31.9535,8.79035,22,9.13415,0,109,121,6,136,6,1.00438,32.37966,0.0,0.0,3.78571,8.342,7.11809,0.0,0.0,128.0,44.47864,0.0,0.38,3.062,-1.0,1.083763,0.6625796078431373,63570.713456108395,495.5257178451003,6450.8093823833615,0.06745106870750203,0.105008414382935,0.07456679921686542,0.06164315356856403,0.07148928287441761,0.08423372517099081,0.05257867055938037,93.19989408016204,100.78468672662939,47.77037745346257,0.12531639523172067,0.1053416742561345,0.07860847100571733,1.2925208472180696,0.3314867153420144,3.916190787349591,62.91141735766149,12.38377700617284
51,151,31.8198,9.78796,22,10.0275,0,109,121,6,136,6,1.01198,32.26621,0.0,0.0,4.0,8.502,7.58661,0.0,0.0,127.0,44.55563,0.0,0.38,3.546,-1.0,1.122609,0.6648239215686275,63624.190175332275,495.7350429508512,6362.734518746378,0.0673703936056353,0.10521222322223063,0.07437311972645529,0.061511758337158114,0.07155338603286897,0.08419936687423323,0.052633860758356146,92.91978538954581,100.7846702426373,47.75317627706646,0.12555688062310807,0.10479206738798875,0.07832229110295344,1.3873477565079224,0.33754538236429704,3.9648114428709693,62.57710992332139,12.703269675925926
52,152,31.6779,11.1225,22,9.94559,0,109,121,6,136,6,1.00499,32.14433,0.0,0.0,5.25,8.532,8.41912,0.0,0.0,127.0,44.57963,0.0,0.39,2.721,-1.0,1.10725,0.6654298039215686,63693.20439878144,495.92420385296543,6296.352089595461,0.06726624879181516,0.10543252148704099,0.07403307012806173,0.06142733993721944,0.07131800472546654,0.08413309491428894,0.052744331474986736,91.28091712453875,100.81551284252156,47.66481941128954,0.12566332052675244,0.10441942860607369,0.07811326516047525,1.6368154654727112,0.3353277563210728,4.030835006712312,62.445293126002994,12.702015817901234
53,153,31.6594,11.6764,22,11.2785,0,109,121,6,136,6,1.00023,32.15099,0.0,0.0,4.42857,8.423,9.55347,0.0,0.0,127.0,44.45911,0.0,0.38,2.007,-1.0,1.104676,0.6622190784313701,63585.50655085687,496.17750331560836,6288.148025414132,0.0672437339055291,0.10571561861595073,0.0737277211843586,0.06143139039241504,0.0712642746042267,0.08400346815102042,0.05274990064681032,89.55731901042222,100.7917547388517,47.67219373914931,0.1255835679238164,0.10399433055918525,0.07803046694515473,1.3401325665451984,0.3375453823642998,4.154040263162268,63.18381911613487,12.766685956790123
54,154,31.5359,12.1088,22,11.0058,0,109,121,6,136,6,1.00137,32.11187,0.0,0.0,4.53571,8.449,10.02599,0.0,0.0,127.0,44.20458,0.0,0.39,2.387,-1.0,1.076086,0.6586384705882351,63592.144961455095,496.4710205399597,6269.904761749381,0.0672828878417284,0.1060160377555103,0.07350617606649047,0.06146992348786074,0.07099438689258884,0.08382863222046004,0.052670834275692184,89.63079253486612,100.77941078023544,47.739464088722514,0.12542953514241953,0.10360647168642362,0.07794480414535052,1.1012832519581455,0.3375453823643004,4.300288837467566,63.98353483372844,12.834394290123457
55,155,31.3993,12.5089,22,11.0427,0,109,121,6,136,6,1.0012,32.0236,0.0,0.0,3.78571,8.538,10.39336,0.0,0.0,126.0,43.96363,0.0,0.38,2.703,-1.0,1.04937,0.6555356862745099,63703.57506491101,496.7327528427146,6235.831082424553,0.06731260219030305,0.10619200700864961,0.07317816493957614,0.061481306064019914,0.07094178861612577,0.0836150323836782,0.053267181213654057,89.12950126574474,100.78198718881521,47.819832695855034,0.12512042737441778,0.10352658691571595,0.07765602016139872,1.2673138235395052,0.33754538236430287,4.357895263227101,63.54623444206134,12.602478780864198
56,156,31.5482,12.5833,22,12.3852,0,110,121,7,136,6,1.00415,32.17339,0.0,0.0,3.85714,8.622,10.73686,0.0,0.0,126.0,43.77272,0.0,0.39,2.215,0.29668,1.020469,0.6530337254901961,63669.73059463143,496.9196526581679,6319.578106489845,0.06730601104049987,0.10639350563284118,0.07278834160035537,0.06145846600801968,0.07080316359369304,0.08365260034329303,0.05318991381372128,89.69150971290502,100.75622350106914,47.810853369442036,0.1250265555766949,0.10353368816175017,0.07747412567375042,1.5182997167241699,0.33754538236430287,4.43143139781483,63.12560448596818,12.848813657407407
57,157,31.4532,12.5167,22,12.2257,0,110,121,7,136,6,1.0089,32.11556,0.0,0.0,4.5,8.546,10.80038,0.0,0.0,126.0,43.5614,0.0,0.39,1.986,-1.0,1.026726,0.6508533333333334,63609.117796182574,497.10117786302425,6232.6051771869825,0.0672492374122728,0.106612613540272,0.07241266113345872,0.061368636178386254,0.07070513993585849,0.08384560640522036,0.05336769233870049,93.77436609579418,100.77066428945209,47.90981829607928,0.12493383751672882,0.10315491317909695,0.07736534577533705,1.0870047537022751,0.33754538236430354,4.4886596397330365,63.129785646118265,13.438753858024691
58,158,31.3265,12.9494,22,12.7953,0,110,121,7,136,6,0.99675,32.01956,0.0,0.0,3.39286,8.641,10.74219,0.0,0.0,126.0,43.39983,0.0,0.39,1.863,-1.0,1.031312,0.6501086274509803,63571.20008431992,497.2760010084538,6211.846390721878,0.06725516031188138,0.10678814738971883,0.07213980736115659,0.06125635037696281,0.07055524518955555,0.0840772339221682,0.054420919557591894,90.6988605894004,100.7688270955745,48.03200239016686,0.1250004436627144,0.10262837915123688,0.07708326235929969,1.2653189220043097,0.33754538236430404,4.586757611827825,63.402739200124415,14.01808449074074
59,159,31.3555,12.4104,22,12.4916,0,110,121,7,136,6,0.99366,32.06945,0.0,0.0,2.71429,8.557,11.12307,0.0,0.0,126.0,43.23315,0.0,0.39,1.629,-1.0,1.039631,0.6482482352941177,63512.67861803651,497.40604536316147,6254.082092132425,0.06732902407588423,0.10714366106382393,0.07213882369797049,0.061175390159941875,0.07050276026568597,0.08448988966938675,0.054240359772513694,89.16532886615055,100.77219423276509,48.09849359959732,0.12475685462586708,0.1022329501512346,0.07682361378204271,0.9175645802380381,0.3375453823643042,4.550830265139434,62.97133545204214,14.491657021604938
60,160,31.1835,12.7235,22,12.0136,0,110,121,7,136,6,0.99868,31.91626,0.0,0.0,3.10714,8.447,10.65924,0.0,0.0,129.0,43.21558,0.0,0.39,1.814,-1.0,1.027091,0.6479733333333334,63499.88073731477,497.50361710337296,6077.4007603689515,0.06797887064912939,0.1077517801766197,0.07214188663243193,0.061021612200365526,0.07053532643784681,0.08535547781877201,0.05466982372220707,92.69011041310488,100.81663559201198,47.92720144766348,0.12448006031570649,0.10201339383579074,0.07633249030402613,1.107000052382867,0.3375453823643024,4.427853527774595,62.68550404881216,15.169801311728396
61,161,31.2254,13.6911,22,12.8983,0,110,121,7,136,6,1.01155,31.95752,0.0,0.0,3.17857,8.469,10.93186,0.0,0.0,129.0,43.23929,0.0,0.39,1.858,-1.0,1.036837,0.6521345098039216,63523.149056509246,497.56229260079715,6117.520026987936,0.06804919189416249,0.10812075215843416,0.07155386174799253,0.0609582743313601,0.07094868583559683,0.08610049400128539,0.05446304917794564,90.43175667510312,100.77963995573003,47.86141704041281,0.12436449969198424,0.10166190289268273,0.07602994544250613,1.1428724023243744,0.33754538236430537,4.4683541437377166,62.573395832973404,15.734664351851851
62,162,31.3188,13.8491,22,12.7864,0,110,121,7,136,6,1.01636,32.0205,0.0,0.0,3.10714,8.511,11.75281,0.0,0.0,129.0,43.17429,0.0,0.38,2.135,-1.0,1.011791,0.6521796078431373,63615.570815498715,497.5815867480295,6188.546281638746,0.06932888300407843,0.10850006702871272,0.0713149942687893,0.06087097186014002,0.07100006237904857,0.0871169179645352,0.054552196048952756,89.34499096224741,100.7565288539326,47.8373833173587,0.12441067549514198,0.101119820455411,0.07555107743432478,0.909175920329594,0.3375453823643055,4.496698981439726,63.08314841827075,15.953993055555555
63,163,31.2469,13.7652,22,12.9694,0,110,121,7,136,6,1.01883,31.93708,0.0,0.0,2.39286,8.513,11.88967,0.0,0.0,129.0,43.17296,0.0,0.39,1.836,-1.0,1.03592,0.6546690196078431,63577.83568622977,497.59063029240156,6207.096652227592,0.0678599816642004,0.10906021334554714,0.07085041935815992,0.06074443147137499,0.07112944476337367,0.08780325739694063,0.05477635787017416,92.51097375653002,100.75397452842965,47.77935809853636,0.12439377894067971,0.10018176217879715,0.07512524978360989,1.0821695314353426,0.3375453823643048,4.497938181491211,63.174938578188915,15.719666280864198
64,164,31.4094,14.0467,22,13.5547,0,110,121,7,136,6,1.01781,32.05949,0.0,0.0,2.03571,8.632,11.81916,0.0,0.0,129.0,43.18401,0.0,0.38,1.999,0.27829,0.992711,0.6559498039215687,63576.9745352326,497.55170425553194,6242.842694432455,0.06787203802636022,0.10955481243002359,0.07046852683662623,0.060678531930044285,0.07175428733729956,0.0884768033108883,0.0551772551911203,88.87022218352216,100.73922694091684,47.88592962571132,0.12432307985514433,0.09889958814726642,0.07480525344130928,1.2081554330757698,0.337545382364304,4.553665201741047,63.37536254482035,15.769579475308642
65,165,31.468,14.5915,22,14.7174,0,110,121,7,136,6,1.01519,32.06367,0.0,0.0,3.28571,8.562,12.06752,0.0,0.0,129.0,43.15225,0.0,0.38,1.722,-1.0,0.981755,0.6562403921568628,63597.87948628192,497.52627670322215,6257.3228568972145,0.06761402300187608,0.10979924356051653,0.07051748071093777,0.06057384819321359,0.07157544414592151,0.08888055340993278,0.055419704796696195,90.84633623120347,100.72694037441306,47.89601304796007,0.12423495576110355,0.09765549123695677,0.07459591664737918,1.2235091396345992,0.33754538236430265,4.603166998060904,63.28655080506915,15.641010802469136
66,166,31.6876,14.4991,22,15.0849,0,110,121,7,136,6,1.00917,32.26097,0.0,0.0,2.07143,8.546,12.52928,0.0,0.0,129.0,43.25816,0.0,0.38,2.044,-1.0,0.959217,0.6580627450980392,63689.24934036988,497.48014339370155,6378.21663758679,0.06760455727472182,0.11020982214074537,0.07041609468614464,0.0605302178366881,0.07132835199343228,0.08935111342723671,0.05540514403638773,87.24739500477844,100.68948542991791,48.1722935806086,0.12426847460213179,0.09664130142265843,0.07434677951670587,0.8650225047003213,0.33754538236430376,4.718320760326188,63.22439088123472,15.71899112654321
67,167,31.1876,14.4698,22,13.9424,0,110,121,7,136,6,1.00511,31.82856,0.0,0.0,3.25,8.536,12.44872,0.0,0.0,128.0,43.16885,0.0,0.39,2.665,-1.0,0.914584,0.654447843137255,63686.884080184645,497.3822272492505,6085.300716253261,0.06793885213556,0.11063743837379111,0.07009698298186111,0.0604687190078619,0.07117405672324957,0.08980376601238575,0.05491975261990458,90.65547504354116,100.77277437980979,48.063526106469425,0.12407271387743385,0.0958430189366016,0.07403947596684173,1.2433402484041154,0.3375453823643057,4.7149779502940685,62.47764965819711,15.731385030864198
68,168,31.1232,14.3786,22,15.3472,0,110,121,7,136,6,1.00046,31.83428,0.0,0.0,2.03571,8.648,12.41852,0.0,0.0,128.0,43.03785,0.0,0.39,3.133,-1.0,0.874352,0.6505853921568602,63757.83457427282,497.2733080359471,6038.092330899433,0.06819762369791116,0.11104907950435502,0.06991141712437504,0.06044250717588058,0.07126838242208242,0.09026020645583041,0.05465022354448171,87.97986567500135,100.75184999300184,48.08184776777102,0.12381293535710192,0.09517348545945015,0.07379219272434343,1.2112857430768076,0.33976300840753404,4.676739896379183,62.75198035011918,15.831404320987655
69,169,31.4063,14.8458,23,15.7236,0,110,121,7,136,6,1.00451,32.20935,0.0,0.0,1.75,8.745,12.36347,0.0,0.0,129.0,43.1398,0.0,0.39,2.575,-1.0,0.852651,0.6504121960784313,63959.70370483335,497.13870146391434,6120.35899665626,0.06855443724231716,0.1114622952771545,0.06992290211162289,0.06035045416782653,0.07118413568877223,0.09068761013822271,0.05438322355232937,89.41886948236586,100.70378400334066,48.60918191038532,0.12343761418283558,0.09555763086469232,0.07371512199711393,1.0910351251933101,0.3458216754298218,4.9383953386794115,62.85508134037117,16.015432098765434
70,170,32.4232,15.5986,23,16.0921,0,111,120,7,136,6,1.00483,33.26425,0.0,0.0,0.89286,8.658,12.778,0.0,0.0,128.0,43.37726,0.0,0.39,1.99,-1.0,0.793557,0.6540678431372549,63943.94360133923,496.9853530475846,6638.932209049121,0.06889186616845998,0.11195700465725983,0.07019570081922319,0.060324237462492915,0.07093396410289257,0.09123413522666422,0.054470518924741515,90.53298335063144,100.50306287410216,49.09159926426263,0.12327191350815862,0.0953684869596538,0.0736594419304925,1.2125417301753931,0.34582167542982867,4.9662762528839295,63.354016631116565,16.3046875
71,171,32.8068,15.4423,24,16.061,0,111,120,7,136,6,1.0093,33.70675,0.0,0.0,3.10714,8.573,13.4146,0.0,0.0,129.0,43.5568,0.0,0.39,2.017,-1.0,0.816448,0.6599038235294108,63693.45800846129,496.8190779247966,6805.194579529931,0.06914427504315365,0.11253049008132433,0.07016207810410331,0.06020829457683764,0.07075320328459453,0.09175726674741522,0.054690469612472585,88.2878384223757,100.44180964773118,49.05977847252363,0.12283210890270417,0.09395570725650712,0.07334776106225603,1.341639867164823,0.35188034245211636,4.931386748535516,63.90620512760201,16.67549189814815
72,172,32.8233,15.6017,24,16.3788,0,111,120,7,136,6,1.0074,33.79389,0.0,0.0,3.64286,8.694,13.27283,0.0,0.0,128.0,43.64286,0.0,0.39,1.959,0.25476,0.77788,0.6600639215686275,63700.094350719075,496.6492517720417,6813.55591347799,0.0692740213200067,0.11302573311466477,0.07019741955010861,0.060207688661380654,0.07090378282440432,0.09228220467481275,0.05483571027307726,88.42978661524715,100.41482552286546,48.908168274679305,0.1225235706847156,0.0933374504192058,0.07331777676377256,1.022206380540051,0.35188034245212013,4.931274253175427,63.7403561794707,16.93089313271605
73,173,32.8409,15.2187,24,16.961,0,111,120,7,136,6,1.00426,33.83284,0.0,0.0,3.14286,8.699,13.39437,0.0,0.0,129.0,43.68082,0.0,0.39,2.424,-1.0,0.813841,0.6592376470588235,63651.07414195441,496.4363693954724,6821.353723775969,0.06955854375513912,0.11358334483065144,0.07044140025098178,0.060216812949137194,0.07119246519752266,0.09257859673258577,0.055406702755964245,89.76341354174082,100.41074494692515,48.8837495026765,0.12238022149722545,0.09314114100524412,0.07321775977812633,1.4188073308025109,0.35188034245212124,4.936920953049216,63.5786259477796,17.017216435185187
74,174,33.2969,15.0876,24,16.7938,0,111,120,7,136,6,1.00084,34.23762,0.0,0.0,3.5,8.602,13.06746,0.0,0.0,128.0,43.64746,0.0,0.39,3.649,-1.0,0.839324,0.6575937254901961,63677.34972931058,496.20301383120534,7083.8737163126525,0.06987229200874068,0.11410474009588562,0.0705267042218637,0.06042844021331138,0.07128941920485489,0.09296628963912057,0.056191193127922506,90.29992695197427,100.33279379477207,49.0856046323423,0.12219828546765153,0.0934086120268954,0.0732641654185512,1.833160928763183,0.3480393014730603,4.977779360170466,63.413328237059616,17.10402199074074
75,175,33.0568,14.7403,24,18.4383,0,110,121,7,137,6,1.00102,33.88587,0.0,0.0,4.32143,8.539,13.02672,0.0,0.0,128.0,42.89621,0.0,0.39,2.896,-1.0,0.886123,0.6414078431372549,63626.56812769648,496.09312817197946,6937.80292414158,0.07055380311572217,0.11419317826711034,0.0707429757021909,0.060201898017527566,0.07084672389074101,0.09342153391531635,0.0567609275510835,88.62283510109695,100.42768046124138,50.79471371497637,0.12237298646990125,0.0936172545736768,0.07289510109339851,1.6514169404696672,0.34582167542983044,5.416249612980661,63.93953811364411,16.874903549382715
76,176,33.2711,14.5568,24,16.1762,0,110,121,7,137,6,1.00637,34.10878,0.0,0.0,4.85714,8.641,12.65797,0.0,0.0,128.0,42.88993,0.0,0.39,2.528,-1.0,0.906458,0.645249411764706,63652.078903985355,495.9663166558075,7044.314015908387,0.07120477826527703,0.11446013838880398,0.07079083868270673,0.0599880653883739,0.07050691144877436,0.09404862383632694,0.05671677036585557,90.72192080542325,100.42250779480139,50.84238009982639,0.12271251357959513,0.09361308614629742,0.0725885037087795,1.9155566039884977,0.34582167542982956,5.032181367159335,63.3778773920275,17.214940200617285
77,177,33.2883,14.453,24,16.4843,0,110,121,7,137,6,1.01196,34.14095,0.0,0.0,3.28571,8.597,12.50255,0.0,0.0,128.0,42.9459,0.0,0.4,2.514,-1.0,0.822056,0.6478560392156834,63720.927637865505,495.8266901268232,7050.881506100125,0.0718470510323287,0.11471974428636454,0.07099455531648848,0.05971387634614591,0.07057288879314927,0.09456206047319468,0.056983807418476085,88.53834149096102,100.39388204220694,50.95873288755064,0.12296324396836561,0.0936938038869077,0.07258907932347865,1.1764888201563917,0.34803930147305717,4.94538759276197,63.514851790154424,17.24122299382716
78,178,33.427,14.4415,24,16.7697,0,110,121,7,137,6,1.01089,34.22788,0.0,0.0,6.28571,8.506,12.41101,0.0,0.0,128.0,42.95393,0.0,0.39,2.755,-1.0,0.864507,0.6464282352941177,63722.824409237815,495.7036577556724,7151.942036785528,0.07251618971285834,0.11507187971956671,0.07103952169334551,0.05952404221517827,0.07073112521134813,0.09512179862110845,0.05766865178279435,87.33665350586081,100.39277005322342,51.0121959168234,0.1223467860018844,0.09375658147175814,0.07263743550190284,1.5434844758722381,0.3480393014730559,4.852599459559556,63.61319436849224,17.19507137345679
79,179,33.5847,14.5913,24,16.1301,0,110,121,7,137,6,1.00975,34.35073,0.0,0.0,6.57143,8.394,12.40277,0.0,0.0,128.0,43.05233,0.0,0.4,2.804,-1.0,0.847073,0.6477713725490196,63614.68139145894,495.5784372212355,7267.073948356716,0.07302711525403865,0.11538775658623297,0.0713428920395102,0.059433440767840115,0.07097408128409541,0.09566996627927093,0.05787187641473322,86.64851573731436,100.37986791540034,50.97985839843751,0.12209925924481514,0.09366685353144831,0.07270712199212717,0.9919009455803222,0.34803930147305334,4.823913700504778,63.35359080218316,16.985001929012345
80,180,33.4392,14.3864,24,16.6482,0,110,121,7,137,6,1.00789,34.22241,0.0,0.0,4.85714,8.482,12.53819,0.0,0.0,128.0,43.12342,0.0,0.4,3.13,0.23753,0.853455,0.6499580392156863,63670.56435728629,495.4674410823704,7148.5024367777405,0.07377209006597277,0.11578196349520922,0.07189193280868196,0.05902961314261467,0.07135469879383771,0.09616344408653174,0.05828613010314454,88.61582848278806,100.39804440888135,51.04980506426023,0.12189699569661913,0.09392582069809977,0.07252141552767764,1.7016585571059264,0.3458216754298286,4.810482414710899,63.582424292066655,16.902440200617285
81,181,33.3469,14.2423,24,16.3776,0,110,121,7,137,6,1.00709,34.11244,0.0,0.0,6.10714,8.653,12.35322,0.0,0.0,128.0,43.18535,0.0,0.4,3.415,-1.0,0.807465,0.6516262745098039,63659.75565267704,495.3711329553889,7085.578886946476,0.07469086805537599,0.11621782464751115,0.07153446452343107,0.058914067010383694,0.07191615810652056,0.09643370628226097,0.05848063543991405,86.11208089201236,100.41276988221017,51.217663235134545,0.12178608423320716,0.09416060250454508,0.07241207872608406,1.0435984832144938,0.34803930147305434,4.827815386712609,63.63127038992522,16.840036651234566
82,182,33.3178,14.203,24,15.9409,0,110,121,7,137,6,1.00068,34.11618,0.0,0.0,5.75,8.448,12.22919,0.0,0.0,127.0,43.06761,0.0,0.4,2.809,-1.0,0.803658,0.6481490588235292,63625.67007587017,495.3048548250087,7114.855567907665,0.0754318392510723,0.11617668915487518,0.07156865677734245,0.05884450279202629,0.07235873429613965,0.0965105867273635,0.05923924372293963,88.83977369073598,100.41154848500035,51.19235191816165,0.12174165393568033,0.09418941064373755,0.07271302575765735,2.008697755686051,0.348039301473056,4.798694306375339,64.01439514410767,16.620273919753085
83,183,33.0549,14.7488,24,15.1449,0,110,121,7,137,6,1.00428,33.90592,0.0,0.0,5.89286,8.421,12.1975,0.0,0.0,128.0,43.03524,0.0,0.4,2.439,-1.0,0.808597,0.6484411764705882,63634.697185927325,495.28494444757234,6971.672126697475,0.07617770819808604,0.11633019771130082,0.07133278131739215,0.05871231549360388,0.07298551622577287,0.09651860778389017,0.059828165064692386,88.27384844146341,100.4461898943898,51.1244657540027,0.12136829456474675,0.09393639308499425,0.0727825220541972,0.9968267287834821,0.34803930147305556,4.801170861461452,64.03818077884382,16.471981095679013
84,184,32.9967,15.0801,24,15.8547,0,110,121,7,137,6,1.00844,33.86739,0.0,0.0,6.46429,8.549,12.66425,0.0,0.0,128.0,42.98066,0.0,0.4,2.945,-1.0,0.821719,0.648622509803921,63638.170497751555,495.26974335260866,6896.028487579062,0.07667149165944999,0.11650526255536095,0.07170470519368549,0.058618455759796864,0.07374333365442859,0.09659592491503317,0.06016336048027649,87.92240510093305,100.47281318070779,51.16493658371913,0.12110212520368291,0.09356612586863765,0.07256567871911251,1.2552282150434315,0.3458216754298293,4.735242704408107,63.43747471365448,16.43894675925926
85,185,33.3758,14.7792,24,16.1199,0,110,121,7,137,6,1.00589,34.20175,0.0,0.0,7.39286,8.508,12.94846,0.0,0.0,128.0,42.90661,0.0,0.39,2.881,-1.0,0.817364,0.6469690196078418,63860.123783172356,495.2841918411426,7132.1103560185165,0.07739411366901652,0.11675634363077575,0.07159152570533585,0.05854064842659608,0.07450418543758265,0.09673076991491206,0.06045201262490579,87.55521545826275,100.4152297115453,51.17193641191648,0.12082536826022221,0.09341221544694811,0.07338818735970869,1.1583633943019362,0.34582167542982806,4.757909252658453,63.63932570046326,16.121720679012345
86,186,33.5617,14.539,24,15.2625,0,110,121,7,137,6,1.00346,34.36012,0.0,0.0,6.17857,8.322,12.68644,0.0,0.0,128.0,42.79262,0.0,0.4,3.286,-1.0,0.826575,0.6393188235294117,63873.1703919605,495.33385624674247,7211.437575296206,0.07822134147995022,0.11730640046440294,0.07186072050368882,0.05858768212388472,0.07522402702360993,0.09688265420805488,0.060827480246829504,86.74955815845196,100.40203945722641,51.355571417160974,0.12043086461468945,0.093340932567396,0.07433325519931801,1.5177418818545418,0.3458216754298297,4.766211556529425,64.11879101773782,15.809268904320987
87,187,33.5083,14.6532,24,15.6151,0,110,121,7,137,6,1.0,34.37944,0.0,0.0,6.28571,8.305,12.47999,0.0,0.0,128.0,42.65681,0.0,0.39,3.549,-1.0,0.772109,0.6352172549019608,63760.50821618845,495.4129409198766,7209.657731890853,0.078980447008637,0.11754133541335107,0.07211858517131338,0.058606525266588556,0.07596222978817818,0.09663182255530933,0.061219025847740624,91.482380904807,100.42266528815622,51.216944188247496,0.12010534966549036,0.09320060499161881,0.07436909671600914,1.5489293853613586,0.34803930147305157,4.688996828914909,63.954250839862546,15.812451774691358
88,188,33.3077,14.7583,24,15.077,0,110,121,7,137,6,0.99714,34.2307,0.0,0.0,6.53571,8.483,12.57763,0.0,0.0,128.0,42.62896,1e-05,0.39,3.35,0.23843,0.765108,0.6382920392156838,63827.06387974971,495.499608840631,7117.7222604882,0.0796337908016106,0.11756041543901811,0.07243378597364732,0.058601912593750596,0.07672997476386262,0.09639585734479705,0.061494589303112926,87.87946681201137,100.44326534039493,51.44098992995274,0.11992824427767129,0.09294420366525197,0.07499358750477315,1.2344619034177318,0.3518803424521198,4.704888034636646,64.33550047115233,15.577449845679013
89,189,32.9479,14.3147,24,15.3754,0,110,121,7,137,6,0.99708,33.88754,0.0,0.0,6.03571,8.492,12.66458,0.0,0.0,129.0,42.57417,0.0,0.39,3.676,-1.0,0.779371,0.6392341176470588,63895.10419677947,495.6093094731807,6966.291996827115,0.0802226909891139,0.11764184739402801,0.07268059592400321,0.05852539060509703,0.0774963936166361,0.09616669105983762,0.061789776456708675,91.23893727000086,100.49064863427927,51.52359027627074,0.1197265622398779,0.09305512380073383,0.07470515300099077,0.8741537399498109,0.34803930147305634,4.681001994727189,64.45116395034216,14.961275077160494
90,190,33.2172,13.8365,24,15.3019,0,110,121,7,137,6,1.00699,34.11965,0.0,0.0,5.35714,8.367,12.28339,0.0,0.0,129.0,42.58929,0.0,0.39,3.725,-1.0,0.825864,0.6419192156862745,63824.96923616434,495.7349050717648,7145.571569816806,0.08073322092613294,0.11766880990138734,0.07302870715225337,0.05845762305750693,0.07801517408771395,0.09554151168304034,0.06205788831083272,91.16709629254107,100.48346266236362,51.824824392059696,0.11955414253282273,0.09291999819356726,0.07489277011577554,1.5165048819367157,0.34803930147305673,4.61008247256018,64.71319061485394,14.417390046296296
