,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,cubcol.1.0,blockiness,fft,saturation,color_fulness,cubcol.0,cubrow.1.0,cubrow.0,cubrow.0.3,cubcol.0.5,cubcol.0.6,cubrow.0.5,temporal,tone,uhdhdsim,movement,noise,cubrow.0.6,contrast,blur,staticness
45,45,61.003,12.9625,74,19.9048,0,92,123,21,128,13,0.98146,62.10461,0.0,0.0,0.0,4.075,10.82499,0.0,0.0,122.0,34.73124,0.00338,0.55,1.212,-1.0,0.078981,0.198537864204123,0.0951196658356647,4.421911639707085,71204.54667166005,36.84335251796393,153.07448787852056,0.1464947822666714,0.07546619848827459,0.11210720907876427,0.1358342169234117,0.17762176228434381,0.1732754799462,0.18559055385013032,5.015757641381628,0.48699490196078443,83.70544185739624,8.618200231481481,0.9415555577612159,0.17064832940063854,90.4912528985558,20889.71950665345,192.6477306048761
46,46,61.2687,13.3217,75,20.3881,0,93,123,21,128,13,0.97731,62.43256,0.0,0.0,0.0,4.088,11.1319,0.0,0.0,124.0,34.7804,0.00375,0.56,1.342,-1.0,0.063909,0.19667149127777994,0.09486362182832368,4.540740858531817,71158.60159210746,36.89764686867043,153.5443799470889,0.14497220325588317,0.07515420576811432,0.11375923358955163,0.13600347761722256,0.1784769310787709,0.17258930072263867,0.18585709333956013,4.856563199935644,0.4884619607843137,83.66754694652013,8.735580632716049,0.9480492175045455,0.17088214769573556,90.08716464777982,21307.337721661203,192.5226381906909
47,47,61.4847,14.3958,75,20.5167,0,93,123,22,127,13,0.98548,62.64116,0.0,0.0,0.21429,4.125,11.4417,0.0,0.0,128.0,34.73883,0.00326,0.54,1.361,-1.0,0.078212,0.19495016146489963,0.09464786899202025,4.485258658590421,71100.02114455367,36.77028364016686,153.95785917339578,0.14421760348807647,0.07539529023070955,0.11593517101292486,0.13627137699385874,0.17913895359510631,0.17191507313699086,0.1860210178228753,5.009559855258308,0.48813372549019607,83.71674482634899,8.96850887345679,0.9486434286119444,0.17100250017723126,92.12232744029207,21792.545566058576,192.4268923225207
48,48,61.7922,14.7331,75,22.5067,0,93,123,22,127,13,0.99122,62.96948,0.0,0.0,0.0,4.135,12.37054,0.0,0.0,129.0,34.68784,0.00356,0.55,1.348,0.12564,0.073444,0.19287887315917704,0.09414840601904377,4.270758826119162,71412.33569632597,36.83480966827016,154.15188308113733,0.14505832093943688,0.07602668583928551,0.11762015420806424,0.1367029696892429,0.17952995842606773,0.1722617539874167,0.1860713661462966,5.1204613139485815,0.48819411764705883,83.64256122256941,9.317322530864198,0.9547020956342397,0.1710989737355884,90.76682602629772,22448.334881383376,192.34951121997003
49,49,62.0089,15.3775,75,23.225,0,93,123,22,127,13,0.99153,63.16297,0.0,0.0,0.0,4.1,12.65548,0.0,0.0,129.0,34.60506,0.00367,0.55,1.304,-1.0,0.06806,0.19122041180840385,0.09365349972670581,3.8506261757607274,71962.47295586701,36.77288686493297,154.43591557653184,0.14768721505854263,0.07623173446154007,0.11938972500499707,0.13671466268720342,0.17944913580336244,0.17194514972049155,0.1862897966518002,4.852235249995233,0.48814156862745095,83.56683045022368,9.718846450617283,0.9552963067416379,0.17136566181918525,88.16525411613762,22856.77004700781,192.2526285868946
50,50,61.9934,16.1104,75,24.3459,0,93,123,22,128,13,0.99078,63.10023,0.0,0.0,0.21429,4.124,13.21595,0.0,0.0,129.0,34.48915,0.0038,0.55,1.293,-1.0,0.076192,0.18927098303853537,0.09295874838341091,2.5260108858142356,72060.5380263819,37.01316682792004,153.85914808586193,0.1501443512356508,0.07605978346521361,0.1207854460464298,0.13644226263012207,0.1796535075600451,0.17140448499923192,0.18656129161968454,5.066583715284045,0.4884619607843137,83.64685716507952,10.422646604938272,0.9530786806984065,0.1715336839134947,90.64861983774415,23062.731066314613,192.13128786540398
51,51,61.9591,16.05,75,25.4122,0,92,123,22,128,13,0.98598,62.96755,0.0,0.0,0.03571,4.145,13.84895,0.0,0.0,129.0,34.32549,0.00362,0.55,1.425,-1.0,0.068077,0.18747195806327935,0.0924431924930083,4.069588433243704,71975.76115891924,36.72864315833574,153.68469210203472,0.15248336783133096,0.07589541769102759,0.12263100443007545,0.13647447097636553,0.17980602596328008,0.17067542461821109,0.18683036891370527,5.092498394541264,0.4892725490196078,83.66287376228699,11.090229552469136,0.947020013676112,0.17165523356339954,92.85007284617646,22946.846736539777,191.98674906215703
52,52,62.0576,16.6886,75,26.8944,0,92,123,22,128,13,0.99666,62.97569,0.0,0.0,0.28571,4.133,13.80238,0.0,0.0,129.0,34.21743,0.00318,0.55,1.429,-1.0,0.075255,0.1857223727898467,0.0921200400903979,3.2995713217943456,72194.70026947565,36.95285580482012,153.56926882506517,0.15377184662989832,0.07608000912789423,0.1250170945752492,0.1366125778871185,0.18017695242285042,0.1699213005324522,0.1871037262821662,5.120385026308474,0.4892725490196078,83.65312158615468,11.475163966049383,0.9403671355464219,0.17180074193586015,91.29903507737647,23172.554595142232,191.856751717228
53,53,61.8854,17.233,74,26.9745,0,92,123,22,128,13,0.98251,62.77733,0.0,0.0,0.46429,4.131,14.34626,0.0,0.0,129.0,34.10993,0.00351,0.56,1.42,-1.0,0.076985,0.18401829518054222,0.09188157386905428,3.842229700587063,72084.21228331128,36.936611976152584,153.90775686312787,0.15557540779583068,0.07659802289110433,0.1266657531217298,0.13660677580159078,0.18023612852546497,0.169188826922393,0.187351294258972,5.23083864556696,0.48926470588235293,83.66236695956223,11.676408179012345,0.9381495095031888,0.1719282769070121,86.82951654249901,23157.930303290566,191.73600706419822
54,54,61.6901,17.9772,74,29.408,0,92,123,22,128,13,0.98384,62.64033,0.0,0.0,0.0,4.171,14.81384,0.0,0.0,129.0,34.21164,0.00329,0.56,1.403,-1.0,0.074714,0.18235025899370025,0.09189589199426401,3.3554337474434197,72115.73289198654,37.02229798870322,153.63631327318296,0.1582876631330326,0.07697350827365564,0.1272714601816824,0.13660587398552093,0.1804926143769014,0.1686383797131497,0.1876120317388339,5.218404706918119,0.48923490196078434,83.68491799952771,11.56857638888889,0.9409613466538241,0.17198404525887911,91.71781389425698,23021.360928085818,191.65172757862544
55,55,61.7365,17.8997,75,29.4542,0,93,123,22,128,14,0.99911,62.78296,0.0,0.0,0.03571,4.151,15.4531,0.0,0.0,129.0,34.61838,0.00349,0.56,1.326,-1.0,0.06552,0.18073511744042106,0.09201519908000727,4.204802066727464,72181.71858065845,37.25989391185619,154.0260449777649,0.15906838148217534,0.07727837263552903,0.12930384734555495,0.13652524792650203,0.18036468777412,0.16820065048050284,0.18789543163184447,5.266678341451547,0.4912368627450981,83.70691444374559,11.612943672839506,0.9470200136761112,0.1720163272663277,92.37079534203745,23159.07532455398,191.58723447343777
56,56,61.942,17.0625,75,30.1381,0,93,123,22,128,14,0.97781,62.89082,0.0,0.0,0.14286,4.174,15.37596,0.0,0.0,129.0,34.43715,0.00326,0.55,1.427,0.12654,0.066444,0.1792429922696762,0.09211716995016792,4.2834875756035915,72247.66890962662,37.11529597529658,153.9402444373693,0.1603413684522539,0.07738209571921645,0.13016676555138307,0.13668278502678327,0.18015708372978484,0.16779141165517375,0.18810449119310768,5.320266230884476,0.48980823529411766,83.74110914013075,11.32764274691358,0.9409613466538209,0.17203096197558487,91.42084169656016,23455.93809669996,191.5030387678422
57,57,61.859,16.9119,75,30.4749,0,93,123,22,127,14,0.98896,62.78786,0.0,0.0,0.07143,4.155,14.65501,0.0,0.0,128.0,34.49334,0.00346,0.56,1.245,-1.0,0.075003,0.1780713230535057,0.09223830436812737,4.204498394084614,72676.28495653308,36.98968392831308,154.2486545816025,0.16231050854581433,0.07837859861400841,0.13152497825807416,0.13651486370825244,0.17999537387233153,0.16765619824451816,0.18829372730197158,5.291094767141914,0.4893250980392157,83.71232761576515,11.296971450617283,0.9409613466538231,0.1719037241720306,91.47800475503604,23340.923700741867,191.41873726050517
58,58,62.1775,17.1073,75,30.2112,0,93,123,22,128,14,0.98654,63.12916,0.0,0.0,0.39286,4.157,14.52538,0.0,0.0,128.0,34.60227,0.00348,0.55,1.364,-1.0,0.074816,0.1766293206356021,0.09233897672136103,4.230888912713927,72687.438120369,36.86871432080681,154.17043064620168,0.16398965181551522,0.07861034670310676,0.1331306481875125,0.13643191105130748,0.17999307267281084,0.16734403946280774,0.18853916878562565,5.377742998648825,0.4901286274509804,83.67725046677666,11.275221836419753,0.9458315914613155,0.171717576111275,92.87392900185081,23844.42162210253,191.3384390199799
59,59,62.3031,17.2376,75,30.1377,0,93,123,22,128,14,0.9875,63.29752,0.0,0.0,0.07143,4.183,14.69268,0.0,0.0,127.0,34.53913,0.00323,0.55,1.3,-1.0,0.072364,0.17520274289773127,0.09240311666039591,3.1662426399143038,72440.68923884563,36.62620657461661,154.089709315588,0.16653448679390137,0.0791302595861099,0.134683361524783,0.13634189089432527,0.18027494186013843,0.16731184625338458,0.1888532728937496,5.2677136927578285,0.48956313725490197,83.65225963526942,11.184510030864198,0.9486434286119413,0.17160131796499437,92.76000445462046,23900.650238658982,191.26818637372523
60,60,62.5962,17.6052,76,29.8785,0,93,123,22,128,14,1.00378,63.66557,0.0,0.0,0.03571,4.163,14.80813,0.0,0.0,128.0,34.67574,0.0034,0.55,1.383,-1.0,0.066352,0.17321360995950463,0.0924620654776609,3.8135926811770373,72531.64201551134,37.05859770598235,154.11104467852132,0.1704291076914781,0.07963456344389858,0.1353710957767623,0.13624859090994745,0.18069427585026446,0.16740322199720473,0.18918651584485432,5.465851509957938,0.4907090196078431,83.56962566743294,11.326630015432098,0.9552963067416357,0.17164822575267155,92.90942514911585,23936.952480754884,191.22602316703407
61,61,62.5425,17.2148,76,27.2058,0,93,123,22,128,14,1.00015,63.64341,0.0,0.0,0.28571,4.162,15.12063,0.0,0.0,128.0,34.63999,0.00394,0.56,1.41,-1.0,0.07085,0.1719902014839382,0.09268655230951638,3.0756279159482793,72320.17472150722,36.65216478889371,153.92144608627325,0.17332855989441984,0.0798949817372259,0.13726164907261984,0.13595650962051417,0.1816750175545231,0.16778250962851798,0.18972780224515717,5.162703375237561,0.49069411764705884,83.58856811425977,11.156876929012345,0.9530786806984067,0.17199297198078234,91.81352882446538,24002.142235686537,191.19171780439302
62,62,62.511,17.3635,76,28.0061,0,93,123,22,128,14,1.00184,63.63867,0.0,0.0,0.0,4.13,14.79108,0.0,0.0,127.0,34.58584,0.00382,0.55,1.236,-1.0,0.066143,0.17012544524262685,0.09296748179145871,3.7811587246298908,72460.88865017694,36.85689158498505,154.22892192940697,0.17545305990782367,0.08052778503536774,0.13942727619583317,0.13606492656864017,0.182449749074166,0.1677141657872175,0.19006319657566775,5.285074086694704,0.4901286274509804,83.52174148046133,10.994936342592593,0.9552963067416367,0.1721969770721123,93.0339087945023,23704.214248981538,191.1565974968689
63,63,62.606,17.5004,76,26.6261,0,93,123,22,128,14,0.99197,63.83441,0.0,0.0,0.07143,4.128,14.92293,0.0,0.0,128.0,34.72831,0.0036,0.55,1.308,-1.0,0.06743,0.16742835367164366,0.09325205528658748,3.968236040269527,72355.30275784688,36.879498328691646,154.05415186093632,0.1770994859488563,0.08054767587500836,0.14182150735028928,0.1362614186650672,0.18242773441628862,0.16741422756582489,0.1902904257664294,5.096739084227823,0.4901286274509804,83.53181599277413,10.958140432098766,0.957513932784865,0.17242280479066752,92.63548147320027,23721.512763668157,191.11490490436088
64,64,62.6695,17.6161,76,27.4372,0,93,123,22,128,14,0.99002,63.84601,0.0,0.0,0.10714,4.131,15.03364,0.0,0.0,127.0,34.64082,0.00321,0.55,1.349,0.12603,0.069468,0.16554041853497287,0.09340093730493475,4.960915775875502,72297.27752642769,36.803658756209,154.07252444322862,0.17787546153303818,0.0808326862257598,0.14401939369563588,0.1362406995772268,0.1824256593448164,0.16722453988045635,0.19047295350524449,5.287622503785719,0.48956313725490197,83.60582995007374,11.063175154320987,0.9486434286119517,0.17246674359361053,92.0471365564766,23829.26037987062,191.07776253115046
65,65,62.8794,17.2355,76,26.5734,0,93,123,22,128,14,0.98805,64.02583,0.0,0.0,0.07143,4.146,15.13447,0.0,0.0,128.0,34.60409,0.00322,0.55,1.28,-1.0,0.070635,0.16333299243705232,0.09349273490417934,4.111729693627751,72453.60887281188,36.83320033697434,154.04667529498658,0.17925879958937818,0.08120811333063467,0.14641289251432066,0.1362086505624917,0.1830306799105561,0.1666069456041238,0.1905058297649329,5.554473607029124,0.48821058823529406,83.56253532304169,11.168788580246913,0.953078680698412,0.17264064748504984,93.09314677169749,24361.86641323316,191.04863944769298
66,66,62.8217,17.3728,77,25.8632,0,93,123,22,128,14,0.99345,63.97821,0.0,0.0,0.07143,4.128,14.80474,0.0,0.0,128.0,34.60241,0.00327,0.55,1.377,-1.0,0.078531,0.16098965424017658,0.09376104165039756,2.7191163849941162,72462.63712243851,36.79407774371866,154.22587820873895,0.18079624103986272,0.08169476755508591,0.14782711116176037,0.13580189997419126,0.1835771066103149,0.16606006576789348,0.19065421445983585,5.138246550195573,0.4878886274509804,83.53035072963013,11.083863811728396,0.9552963067416357,0.1729007697237253,93.09306629386475,24195.382147367305,191.0184536935068
67,67,62.6144,17.235,76,25.9681,0,93,123,22,128,14,0.98219,63.70739,0.0,0.0,0.25,4.176,14.92326,0.0,0.0,127.0,34.51806,0.00313,0.55,1.314,-1.0,0.081849,0.1579140526630826,0.09408000848888268,2.8705635542128167,72125.17002005622,36.661041259765625,154.19996359453077,0.18301929377892984,0.0822776698894844,0.14902694825793233,0.13546491710088274,0.1831617408177848,0.16583594882059155,0.19081879391686785,5.089663288411454,0.48703254901960785,83.65980006132057,10.973524305555555,0.9436139654180838,0.1733034279970835,88.52809108071679,24272.929624713237,190.9971959521178
68,68,62.6067,17.134,76,26.8718,0,93,123,22,128,14,0.96908,63.70226,0.0,0.0,0.42857,4.143,14.80592,0.0,0.0,127.0,34.49628,0.00291,0.55,1.463,-1.0,0.083251,0.15638268882042697,0.09429550443563299,3.2206117945330255,72303.08286760742,36.74407676414207,154.24218522920253,0.18453219341048535,0.08241767095123784,0.14992928373557954,0.13570010449455558,0.1824825102495181,0.1655738231803957,0.1906241560928993,5.222078221517377,0.48613921568627316,83.69075644531229,11.019965277777779,0.9470200136761115,0.17375062425720747,90.36845484773589,24502.679782466563,190.9858388091664
69,69,62.8539,16.1631,76,26.5902,0,93,123,22,128,14,0.97462,63.95467,0.0,0.0,0.17857,4.115,14.71763,0.0,0.0,127.0,34.57635,0.00346,0.55,1.401,-1.0,0.07934,0.15440941988386012,0.09439631933760076,3.2057907985607463,72222.20946567685,36.5509762234158,154.10089816353798,0.1856740988639863,0.08251012757324298,0.15114496611770778,0.13612643701345278,0.181626799120983,0.16557677831976142,0.19029697707508816,5.329513455304104,0.4867576470588235,83.58173599883426,10.981867283950617,0.9486434286119451,0.17408694551569817,92.04222486217911,24761.2619010315,190.96864835295756
70,70,63.0241,16.393,77,24.9076,0,93,123,22,127,14,0.98682,64.04774,0.0,0.0,0.07143,4.108,13.88323,0.0,0.0,126.0,34.60761,0.00323,0.55,1.464,-1.0,0.078829,0.15269873073525725,0.09422238457911394,4.092784317645884,72479.40182965883,36.4890453197338,154.28533954713683,0.1873621095160544,0.08259505741720453,0.15337797327408673,0.13633345159463434,0.18150202494352954,0.16558723231709496,0.19006677532180893,5.053949906550501,0.4867576470588235,83.57075067516361,10.791039737654321,0.9467229081224123,0.17428339867817483,90.27980671586634,24975.98206418573,190.9660581799824
71,71,63.0579,15.7968,76,26.7199,0,93,123,22,127,14,0.98542,64.09517,0.0,0.0,0.0,4.121,14.07349,0.0,0.0,125.0,34.69563,0.00313,0.56,1.422,-1.0,0.092101,0.15240887002094913,0.09388883364182107,4.41319567866635,72404.05931688898,36.6661329858097,154.34198901501148,0.18852093712384133,0.08292646912927784,0.15452599040697934,0.1361186316591904,0.18075864981066508,0.16556263130019366,0.1900254063425057,5.235296641267609,0.48654941176470595,83.5372684992869,10.869839891975309,0.9486434286119462,0.17440538620939722,92.78581852847637,25164.981918151232,190.96649663042058
72,72,63.086,15.8853,76,22.9044,0,94,123,22,128,14,0.98696,64.13584,0.0,0.0,0.0,4.102,13.56091,0.0,0.0,127.0,34.76795,0.00323,0.56,1.36,0.12551,0.075434,0.14989970087771187,0.09369561928839014,5.847731641364455,72846.91865942105,36.45892220956308,153.98129326254107,0.19099680337700609,0.08256893449875417,0.15702695141471978,0.13586990332245222,0.1802982777250984,0.1667737537344213,0.1899513723533216,5.034405992623129,0.48729333333333336,83.5204286239901,10.50438850308642,0.9520494768699677,0.1746718834099897,92.90940429680877,25346.154042757713,190.96184636802482
73,73,62.9269,15.9121,76,22.839,0,94,123,22,128,14,0.98857,63.97977,0.0,0.0,0.28571,4.125,13.64121,0.0,0.0,127.0,34.75779,0.0033,0.55,1.434,-1.0,0.088815,0.1472149781792562,0.09364781408853193,5.817614615698609,72284.58340287952,36.3014091209129,154.0812661774031,0.1920157386838131,0.0825780825028018,0.15932277445945828,0.1358210008137989,0.18009416949459234,0.1672781224129852,0.1898022625042096,5.020208326448864,0.4864145098039216,83.52638303295706,10.321469907407407,0.9470200136761147,0.1747930711706193,92.23790995515752,25124.48049152599,190.9584031578207
74,74,62.7432,15.7959,76,22.8316,0,94,123,22,128,14,0.98513,63.79508,0.0,0.0,0.25,4.171,13.6656,0.0,0.0,127.0,34.78729,0.00297,0.55,1.522,-1.0,0.093069,0.14631001540642616,0.09349980359394296,4.910444160641648,72183.6358252196,36.354128613884065,153.9580886712001,0.1947989670334979,0.082520486322393,0.16150522285386726,0.13599498643907174,0.180633239985125,0.16771046591270647,0.18983616846592674,5.126978910073803,0.4864521568627451,83.60766133784844,10.285108024691358,0.9425847615896515,0.17509638248729587,92.79899525801244,24850.365773426667,190.94825510527858
75,75,63.0254,16.629,76,22.6771,0,94,123,22,128,14,0.97146,64.06278,0.0,0.0,0.07143,4.132,13.56544,0.0,0.0,128.0,34.77307,0.00352,0.55,1.421,-1.0,0.085566,0.14497308305927714,0.09325735479523536,5.167684526186069,72468.52450278118,36.259518847053435,153.8818159021118,0.19658006974266004,0.08272950459915986,0.16377127050815646,0.13555798736762245,0.17964940662021575,0.16819874504179008,0.18989236112933064,4.815524909798827,0.48515137254901963,83.5313839552853,10.134500385802468,0.947020013676117,0.17536357077169418,90.67024905976871,25117.08527951326,190.94411323553172
76,76,62.4287,16.8773,75,27.3525,0,94,123,22,128,14,0.98789,63.47918,0.0,0.0,0.03571,4.154,14.28276,0.0,0.0,126.0,34.77903,0.00323,0.54,1.368,-1.0,0.087257,0.14278681712170907,0.09293041321440935,4.301777032115684,72363.37418081953,36.18535416214554,153.8585222829855,0.1964984610760508,0.08280871819090693,0.16676710867514455,0.1355175212174532,0.17939351356620284,0.16812433309925465,0.18957076575101578,5.504969039352392,0.4853133333333334,83.78358336656488,9.809847608024691,0.9403671355464205,0.1752465533243447,92.21062411703319,24602.06185137536,190.93878223046437
77,77,62.7967,15.9805,76,25.5316,0,94,123,22,127,14,1.00685,63.88143,0.0,0.0,0.03571,4.141,14.49863,0.0,0.0,126.0,34.82499,0.00386,0.54,1.358,-1.0,0.090453,0.14043510608644927,0.09243557103556363,3.7140027650632685,72480.86892000954,36.062909915123456,153.780586668598,0.19749444766007931,0.0830163649608972,0.16837215896328264,0.13559092790425106,0.17932264997137207,0.16775280119989464,0.18973233005079074,5.490674935977545,0.48483803921568625,83.55854218075352,9.462239583333334,0.9470200136761133,0.1753167617382522,91.03599689808041,24755.51282300264,190.93167998152845
78,78,62.6909,15.5179,76,24.1173,0,94,123,22,127,14,0.98708,63.79044,0.0,0.0,0.0,4.223,13.72763,0.0,0.0,125.0,34.76319,0.00349,0.55,1.293,-1.0,0.088913,0.13823643397879712,0.09195303444494522,3.7005425969298105,71828.7389631476,36.315584159191744,153.88935722299294,0.19856688439249204,0.0830539824061119,0.16950482803000236,0.13542225123446114,0.17961440561876227,0.16734911846100145,0.1901621669325961,5.048899977089293,0.4828509803921569,83.61420939814096,9.177613811728396,0.9431789726970585,0.17538150960193521,92.38456004676506,24624.820925407483,190.92743091469322
79,79,62.8872,16.1951,76,22.1391,0,94,123,22,128,14,0.9843,63.99925,0.0,0.0,0.07143,4.212,13.32759,0.0,0.0,125.0,34.75557,0.00352,0.55,1.305,-1.0,0.097229,0.1378288408301409,0.09146327268072274,4.120024335258357,71861.34007105739,36.03618913815345,153.80408850507143,0.20030287356791782,0.08308105843310493,0.17079529628889173,0.1352666992879495,0.18024600072999675,0.16739753914074307,0.1906724995507782,4.767980220650717,0.4828509803921569,83.58247645843917,9.164014274691358,0.9486434286119447,0.17520271109277358,92.60637598748154,24601.59833202108,190.91484099729954
80,80,62.9636,15.9805,76,23.6275,0,94,123,22,127,14,0.98433,64.07407,0.0,0.0,0.07143,4.163,13.91455,0.0,0.0,127.0,34.73673,0.00331,0.55,1.3,0.12629,0.100296,0.13544867941606134,0.09101102118230824,4.351541087948358,72077.51790213893,35.9083521336685,153.79917899124666,0.200443965507696,0.0830562178807372,0.17295773742604548,0.13518742249695678,0.17980530583381346,0.16714531170013724,0.19126774952404038,5.0700283941959015,0.4828509803921569,83.59989939402806,8.991608796296296,0.9486434286119474,0.17499672096114766,92.61625068046584,24596.645230362108,190.8998492661604
81,81,62.6115,15.787,76,24.0881,0,94,123,22,128,14,0.98649,63.73619,0.0,0.0,0.0,4.159,13.72776,0.0,0.0,127.0,34.71622,0.00347,0.55,1.37,-1.0,0.095084,0.1325174186321075,0.090592524988951,3.680931214815018,72218.8120566204,35.898987569926696,153.7271252443455,0.20031930872777706,0.08306176077024531,0.17445225514346666,0.13527008643463986,0.1793299989273514,0.1667398893703155,0.19180697684545386,5.266058137996313,0.4828509803921569,83.72213275973937,9.000192901234568,0.9437731838044533,0.17481701042409653,92.48792755906064,24270.70056171405,190.88862158878342
82,82,63.0089,15.0908,76,25.4879,0,94,123,22,127,14,0.98714,64.1217,0.0,0.0,0.0,4.162,13.56072,0.0,0.0,125.0,34.68586,0.00369,0.55,1.47,-1.0,0.099111,0.13032316022031068,0.09026939329265728,4.195898672445222,72131.20211353275,35.74878796236015,153.67487923342347,0.2012481653838331,0.08332777574109158,0.17609994450983193,0.13532357937422848,0.18001037517297644,0.16585824273155053,0.1923048670395807,5.165807406894246,0.4828509803921569,83.51727457480025,9.004822530864198,0.9514552657625743,0.17476974824632013,90.44349541868795,24736.627608924788,190.8622271572646
83,83,62.9884,15.0496,76,22.1588,0,94,123,22,127,14,0.97893,64.14791,0.0,0.0,0.0,4.162,12.96341,0.0,0.0,127.0,34.68614,0.00368,0.55,1.451,-1.0,0.093186,0.12932330871208017,0.09014526768591707,3.8545734367110445,72063.27179654135,35.645139906141495,153.72837273208384,0.2052101066122877,0.08340618371880631,0.17763245273366218,0.13564931031960611,0.1800084429434732,0.16524788669065535,0.1927390588771033,4.956785278102116,0.48282117647058825,83.53391797487643,9.008150077160494,0.9486434286119464,0.17479686664376792,92.70709566127117,24618.59212343206,190.841180127642
84,84,63.0121,14.7707,76,20.729,0,94,123,22,127,14,0.98379,64.14308,0.0,0.0,0.17857,4.152,12.93055,0.0,0.0,126.0,34.63747,0.00339,0.55,1.631,-1.0,0.086384,0.1255407396631622,0.09013091185835563,3.508897570967093,72283.77976883744,35.795221399377894,153.82007936758626,0.20670590761889782,0.0839907651262571,0.17909456245868743,0.13605267935973592,0.18022241618705614,0.16479218853512345,0.19301558509780528,4.962501635854029,0.48228549019607847,83.53796349189223,9.002748842592593,0.9530786806984013,0.1749335597285373,92.37560940311491,24897.861017407362,190.82290997047124
85,85,62.8384,15.5166,76,22.1743,0,94,123,22,127,14,1.00202,64.00105,0.0,0.0,0.10714,4.18,12.68918,0.0,0.0,126.0,34.63046,0.00387,0.55,1.551,-1.0,0.096472,0.12420327616099555,0.09014630003633074,3.9116505470175604,72236.76097143623,35.422256092966336,153.7420612402493,0.21034010966484085,0.0837718340922256,0.18063838916532476,0.13621698746964386,0.18044144429604206,0.1644090905919769,0.19324064250991133,4.8802774108383105,0.48228549019607847,83.58190688961938,9.064911265432098,0.9486434286119426,0.17515409804280221,90.99501870185219,24751.326402873096,190.79349618870808
86,86,62.6485,15.8655,76,22.8532,0,94,123,22,127,14,0.97938,63.83934,0.0,0.0,0.39286,4.177,13.33786,0.0,0.0,127.0,34.63197,0.00336,0.55,1.498,-1.0,0.102558,0.12047733338169152,0.09001747745717074,4.2685332542503245,72254.57619194129,35.697295577437785,153.73155714002144,0.2124609072803936,0.0839746303998609,0.18239583927763547,0.13658074752858784,0.1803369566860523,0.16455689624689768,0.19334775231110027,5.137424466017279,0.48228549019607847,83.69864937569693,9.20799575617284,0.9470200136761138,0.175526823751338,91.34965338320893,24514.07637583988,190.7659408277801
87,87,62.5928,15.1401,76,24.0481,0,94,123,22,127,14,0.97234,63.79537,0.0,0.0,0.17857,4.161,13.63632,0.0,0.0,126.0,34.66656,0.00358,0.54,1.498,-1.0,0.100575,0.11806299942201173,0.08991147055798138,4.147657149232441,72415.17346488024,35.491287796585645,153.84413255799063,0.21527115099742472,0.08424325450661711,0.1841560322825349,0.13696984338125182,0.18031150179518385,0.16483309764212123,0.19358700334426307,5.397411153909979,0.48228549019607847,83.68348088692625,9.27589699074074,0.9486434286119434,0.17605670609897275,92.71994745567247,24462.272361852327,190.73759287484395
88,88,63.013,15.506,76,23.0605,0,94,123,22,127,14,0.98264,64.17821,0.0,0.0,0.03571,4.157,13.01527,0.0,0.0,127.0,34.76339,0.00382,0.55,1.461,0.12526,0.086203,0.11537057311972536,0.0898027692949762,3.2347901494416105,72404.05837325055,35.356861067406925,153.6960448098381,0.21710719803847725,0.08440408002011363,0.1862422325178446,0.13735334258689402,0.18038864840917132,0.16519537928898603,0.19398415551809656,4.908933861348367,0.4823003921568627,83.5761788731885,9.213348765432098,0.9486434286119451,0.1768130354015502,92.10750616973976,24881.777299849946,190.71331845993865
89,89,62.6248,15.5838,76,22.4897,0,94,123,22,127,14,0.98843,63.81702,0.0,0.0,0.03571,4.186,13.32978,0.0,0.0,128.0,34.82679,0.00341,0.55,1.466,-1.0,0.094878,0.11163063085727916,0.08960544606268653,4.419926187009641,72220.50559325221,35.306012942467206,153.6681430251727,0.2198940923205114,0.08441874214651142,0.188152944398996,0.13759297187170605,0.18012235266890947,0.1650716749396178,0.19433816545193905,5.200085398282816,0.4820576470588236,83.68554105694614,9.116512345679013,0.9425847615896522,0.17774177762473806,91.64617335590455,24412.269391951362,190.68125121522885
90,90,62.7936,14.5847,76,22.001,0,94,123,22,127,14,0.98263,63.96109,0.0,0.0,0.03571,4.191,13.39509,0.0,0.0,129.0,34.90191,0.00384,0.54,1.482,-1.0,0.105609,0.10988174158701004,0.08950823835022613,4.467773711370877,72466.45067959254,35.341519202715084,153.60222993070735,0.2215613215467782,0.08469229684424837,0.1890932512637523,0.13824854261612812,0.18020526249671281,0.16536952336814492,0.19471870719907705,5.290784092701801,0.4833937254901961,83.61524155157774,9.089650848765432,0.9508610546551758,0.1785255606596701,92.32315692592326,24725.441292297415,190.64639993501353
