,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,staticness,cubcol.0.6,cubrow.0,fft,saturation,uhdhdsim,temporal,cubrow.0.5,cubcol.1.0,noise,tone,contrast,blur,cubcol.0.5,movement,color_fulness,cubrow.0.3,blockiness,cubcol.0.3,cubcol.0,cubrow.0.6
45,45,88.1098,13.9126,107,17.0952,0,105,125,38,127,26,0.99102,94.03957,0.0,0.0,4.25,3.693,12.35706,0.0,0.0,125.0,45.667,0.00332,1.79,3.144,-1.0,0.0,0.1533756977432655,281.18458887372225,0.3590617683246905,0.3179772692811627,73314.55757914417,29.628158569335938,81.11256678437995,5.047763219084915,0.286070788269252,0.2564299783423875,1.3838809128267078,0.622964705882353,93.38382474629054,65265.2754669878,0.34368208521806315,7.928626543209877,159.97429646927353,0.3276446975871776,2.8276134863392266,0.2807966174635019,0.361854562330839,0.25275522833860253
46,46,88.095,13.9481,107,15.8142,0,105,125,38,127,26,0.9857,94.04344,0.0,0.0,4.57143,3.7,11.95913,0.0,0.0,125.0,45.66444,0.00355,1.79,3.137,-1.0,2e-06,0.15313976783050248,280.52437630462475,0.3590799872501926,0.3179983992933336,73432.0256910933,29.60655532648534,81.09928485434105,4.4392318426883115,0.2860598573745489,0.25638690500601063,1.3843159055477543,0.6225917647058823,90.71722206655764,65285.73555071966,0.3435269410533745,7.94507137345679,159.99646867027622,0.32733578060066815,3.566583783386961,0.28055111634282276,0.3615931282769145,0.25250865042808374
47,47,88.0204,13.8262,107,15.2364,0,105,125,38,127,26,0.98859,93.98575,0.0,0.0,3.10714,3.693,11.98341,0.0,0.0,125.0,45.6799,0.00326,1.78,3.07,-1.0,2e-06,0.15300445745261493,279.8827994957381,0.3590909807140653,0.31804968707012155,73315.95904382135,29.634363998601465,81.0988285433533,4.545344812554992,0.2855891478832213,0.25637963588279666,1.389345368741604,0.6225909803921568,93.46441477644741,65221.8635796094,0.34312032734984915,7.982880015432099,159.89977074717154,0.32709352332359193,2.216227013432287,0.2802444238811672,0.36186804025884795,0.25206982824204816
48,48,87.9719,13.5467,106,14.9769,0,105,125,38,127,26,0.98163,93.93518,0.0,0.0,3.57143,3.691,11.87865,0.0,0.0,125.0,45.66762,0.00345,1.79,3.274,0.12577,0.0,0.15277685472217814,279.25396740045073,0.3591275068889427,0.3180871771929373,73268.59212033161,29.632012449664835,81.13657138315332,4.6267748374100215,0.2853726118959833,0.25632730880956656,1.3855043277625363,0.6222643137254902,93.58733825671949,65062.63739088016,0.3428660324526582,8.007233796296296,159.94142749648387,0.3269215772299609,3.026760812175708,0.27994539193429807,0.3625852619477316,0.2515598033503722
49,49,87.9029,13.7308,106,15.5218,0,105,125,38,127,26,0.98228,93.86854,0.0,0.0,4.39286,3.671,11.63768,0.0,0.0,125.0,45.63592,0.00308,1.78,3.078,-1.0,0.0,0.15270235125030573,278.6315133854809,0.35914066612259693,0.3181615014233287,73318.70594032313,29.66154781388648,81.12642935440473,4.599534165360993,0.28529123864052947,0.25636169546254645,1.385504327762541,0.6201749019607841,93.43230435581904,64648.67388323352,0.34264205816516996,8.029562114197532,159.9432194867683,0.32665861996135903,3.0622169213264536,0.27961466999823065,0.36281455323288375,0.25117290624040683
50,50,87.8215,13.4697,106,16.3409,0,105,125,38,127,26,0.98724,93.7765,0.0,0.0,3.39286,3.688,11.79796,0.0,0.0,125.0,45.63355,0.00345,1.79,3.406,-1.0,0.0,0.15235829246613503,278.033476544082,0.3591866759602085,0.3181882536437014,73338.06733523287,29.6640007113233,81.15183889946026,4.86023148456846,0.28515280009107646,0.25634039681534737,1.3826924906119127,0.6192725490196078,93.78404911209729,64492.17290144553,0.3424924159693043,7.944347993827161,159.9074226708748,0.3263871461281707,3.7827683194408497,0.27938289259523,0.3630510513408918,0.25093758494110696
51,51,87.8682,13.6332,106,15.7497,0,105,125,38,127,26,0.98683,93.82473,0.0,0.0,4.21429,3.676,11.57282,0.0,0.0,125.0,45.64055,0.0035,1.78,3.125,-1.0,2e-06,0.1521049553436359,277.46215468688627,0.3592729210830255,0.3182016796209011,73329.12455455474,29.668269404658567,81.1238254445138,4.880977427802772,0.2848234815912172,0.2563045066839133,1.38106907567608,0.6193721176470585,93.5956388743819,64478.28909175805,0.34246460524999894,7.922887731481482,159.93523380527984,0.3261158575830321,2.4932582677554462,0.27918030041392056,0.3631456589696804,0.25076050502718783
52,52,87.7973,13.6807,106,15.8407,0,105,125,38,127,26,0.9942,93.75334,0.0,0.0,4.5,3.686,11.71234,0.0,0.0,125.0,45.64018,0.00308,1.77,3.322,-1.0,0.0,0.15189483191643494,276.88479297340416,0.35921018002307864,0.31813688898079756,73282.81439201579,29.64212356379003,81.12239620208283,5.224305709404737,0.28470025604660865,0.25628922285863653,1.3794456607402479,0.6193023529411764,93.49744667190652,64471.60712913128,0.3426795106090836,7.959056712962963,159.92799898096794,0.32600388963597915,2.7355825648080887,0.2788343985343387,0.3633615512457363,0.25062268619762584
53,53,87.8408,13.6156,107,17.5112,0,105,125,38,127,26,0.98966,93.80167,0.0,0.0,4.53571,3.685,11.7534,0.0,0.0,125.0,45.65142,0.00302,1.79,3.14,-1.0,1e-06,0.15169003507697154,276.29055929816286,0.35885890023704825,0.3179285776901353,73275.38382271148,29.66048064055266,81.09980908420906,5.200829888247814,0.2849827822942172,0.2560123208973342,1.3810690756760788,0.6203807843137255,93.78753658237946,64502.367097337046,0.3422949981727949,8.28954475308642,159.87996542954667,0.32599669921566393,2.9738709811739747,0.2784020828554683,0.36355871143903173,0.2503102484364349
54,54,87.838,13.434,106,17.4868,0,105,125,38,127,26,0.98614,93.78251,0.0,0.0,4.46429,3.696,11.69805,0.0,0.0,125.0,45.65731,0.00299,1.78,3.529,-1.0,0.0,0.1515896461601722,275.7391234032808,0.3583168561466398,0.31776900830742233,73352.27181228195,29.595722716531636,81.12450959844679,5.057133707689422,0.2846888397949442,0.25592226902689513,1.3794456607402434,0.6209705882352942,93.765803428817,64489.827015079354,0.34184393238328936,8.010175540123457,159.96759678119898,0.3259323669556461,3.1620237072293644,0.2781504429265455,0.36334566391134593,0.25023664247461447
55,55,87.8866,13.5349,106,16.4005,0,105,125,38,127,26,0.98565,93.82332,0.0,0.0,4.42857,3.695,11.54176,0.0,0.0,125.0,45.66854,0.00329,1.77,3.268,-1.0,0.0,0.1514155693439383,275.1741595604665,0.3580460903791095,0.31767434989054244,73379.83713018222,29.570737862292628,81.09838172835076,4.830376017631321,0.2845264083635739,0.2556748996419982,1.3788514496328492,0.6223772549019607,93.65196747288743,64754.400545800934,0.34157498617916904,8.392264660493828,159.91053367770962,0.3260694045328855,3.209388419307498,0.27795355619617784,0.3634185031070633,0.25035327327178564
56,56,88.0282,14.3431,107,15.3749,0,105,125,38,127,26,0.98483,93.97084,0.0,0.0,5.92857,3.687,11.63234,0.0,0.0,125.0,45.67696,0.00312,1.78,3.409,0.12616,0.0,0.15122841670876103,274.6285127035031,0.35787294913944656,0.31759366410747836,73386.68793427573,29.568749698591823,81.0772059822179,4.631579855438588,0.2841314916227886,0.25523877754917434,1.3788514496328494,0.6229035294117646,93.59699805768508,65113.59437857437,0.3412077923104125,8.274739583333334,159.9959236784514,0.3262055668581663,3.264444998037672,0.2777909205105554,0.3638108243349246,0.2503724948697444
57,57,88.0573,13.5071,107,16.8111,0,105,125,38,127,26,0.98493,94.00372,0.0,0.0,4.64286,3.683,12.33153,0.0,0.0,125.0,45.67993,0.00327,1.78,3.283,-1.0,0.0,0.1511371574381583,274.1078186421905,0.35737852781929147,0.31754973921565477,73417.07421692902,29.545446701991708,81.13086899339942,5.288261563008802,0.2835781437411852,0.2549187756016553,1.384475123934101,0.6231494117647058,93.60165440184346,65326.897788837356,0.3405529526472532,7.775318287037037,159.9310980002413,0.326226634850362,3.3392628512030864,0.27760469807837085,0.3640950193174507,0.2500276402402636
58,58,88.1284,13.5942,107,15.0571,0,105,125,39,127,26,0.98537,94.06602,0.0,0.0,4.0,3.696,11.61147,0.0,0.0,125.0,45.70178,0.00362,1.77,3.524,-1.0,0.0,0.15102983279914933,273.60782531899235,0.35729256374224766,0.3175387892164289,73547.88305961782,29.563252578546972,81.12860492328416,4.48871588322872,0.2832839040133202,0.25472030117287636,1.387721953805772,0.6237447058823529,95.8907472296419,65772.4119666781,0.34010052243279826,7.702112268518518,159.9267695877083,0.32637082282473084,3.2658954786628116,0.2774605726133904,0.36438037393634953,0.24993942372312933
59,59,88.2017,13.8441,107,15.1832,0,105,125,38,127,26,0.98581,94.10531,0.0,0.0,4.0,3.697,11.68429,0.0,0.0,125.0,45.7116,0.00317,1.77,3.329,-1.0,0.0,0.1509367742887056,273.1145991169043,0.35724398235863897,0.31755560543523975,73769.64600779644,29.534697921187792,81.10797837749038,4.515489620017707,0.2828846157229935,0.2545380831103337,1.3849101166551412,0.6240203921568628,94.6337695169156,65927.21470871179,0.3396980348767019,7.676552854938271,159.87470900809595,0.32650321525521253,2.2453453550597566,0.2773122823757876,0.364989110353495,0.24999143892751344
60,60,88.1962,13.8412,106,16.5504,0,105,125,38,127,26,0.9845,94.06222,0.0,0.0,5.03571,3.703,11.8942,0.0,0.0,125.0,45.71692,0.00343,1.79,3.263,-1.0,1e-06,0.15044701456502096,272.6250066084174,0.3575057350669355,0.31743592818170324,73507.93787949951,29.555824562355326,81.1318199256342,4.810064519215137,0.28281056316276043,0.2541265618885728,1.3810690756760842,0.623730588235294,94.50973079419123,66014.2578795131,0.33945984340298657,7.634018132716049,159.7988983902219,0.326359128410204,2.641461767576317,0.27726107642687176,0.3656493088399497,0.2496559530428639
61,61,88.1954,13.6679,106,16.2809,0,105,125,38,127,26,0.98169,94.06533,0.0,0.0,3.89286,3.705,11.89374,0.0,0.0,125.0,45.72321,0.00322,1.79,3.303,-1.0,2e-06,0.15012289608250828,272.16015573304657,0.3577625814061621,0.31730072778021856,73577.01091360004,29.525311316972896,81.15164163730839,4.916245388286654,0.2823987425362227,0.2538636495160185,1.378851449632849,0.6240047058823529,94.34285429480919,66010.64728738858,0.33947619982448524,7.562210648148148,159.8113436643327,0.32612088969521713,3.0466122504196584,0.2772081490772409,0.36521901728101275,0.24930714977192778
62,62,88.2611,13.8313,106,15.0623,0,105,125,38,127,26,0.98541,94.12253,0.0,0.0,4.10714,3.718,11.74801,0.0,0.0,125.0,45.73032,0.00323,1.77,3.433,-1.0,3e-06,0.14952887750271504,271.6967416361244,0.3581462935571804,0.31720584246047334,73493.87986649475,29.527431723512247,81.14145219248175,4.789219500569995,0.2820458795753187,0.2536341275346929,1.377228034697018,0.6245403921568627,93.32326479587658,66466.06741315799,0.33935589580936343,7.53149112654321,159.7423703881212,0.32623154512840785,2.3987450290667716,0.27673054883081627,0.36402158831786424,0.2490564850828598
63,63,88.4287,13.8268,107,16.1855,0,105,125,38,127,26,0.98587,94.26051,0.0,0.0,5.07143,3.71,11.88716,0.0,0.0,125.0,45.74328,0.00318,1.78,3.433,-1.0,0.0,0.14895499108394697,271.22793128102194,0.3586386504535503,0.31712480331788173,73430.43070825776,29.516338772243923,81.12870597484097,4.7493967899963,0.2818228396447822,0.25345475929689104,1.3794456607402499,0.6248086274509789,89.55772947461203,66677.3748100675,0.33950791870275954,7.448398919753086,159.6574320419879,0.3261934996860641,2.194198654715948,0.27617282520975045,0.3625818474383301,0.24881650461604993
64,64,88.5176,13.6736,107,15.2761,0,105,125,39,127,26,0.98861,94.34389,0.0,0.0,3.57143,3.716,11.87957,0.0,0.0,125.0,45.74306,0.00338,1.78,3.239,0.12641,2e-06,0.14856544530068808,270.78056393194197,0.3586820614131833,0.31709401688433353,73638.99192785658,29.52157555097415,81.11119588612688,4.871453795536536,0.28131061948914216,0.25332310680361214,1.3877219538057688,0.6246322941176435,89.55352418701725,66827.73223212591,0.3389571525269026,7.347800925925926,159.6487230870451,0.3261457782454184,3.293892539362504,0.2758045881368377,0.36105353842588456,0.24876542010883568
65,65,88.4952,13.6371,107,16.3585,0,105,125,38,127,26,0.97755,94.3308,0.0,0.0,5.96429,3.707,11.74643,0.0,0.0,125.0,45.74037,0.00332,1.78,3.414,-1.0,2e-06,0.14810328389893385,270.332876315091,0.3588300422569177,0.3171121148294901,73621.60356440907,29.50325615023389,81.08699102718255,4.757772079259263,0.28062086694794913,0.2532620655617877,1.3788514496328477,0.6251074509803921,89.43019452052653,66773.88789111914,0.3385742819048392,7.30029899691358,159.66014731358484,0.3262683163166453,3.233977665884897,0.2756778974266657,0.35939214911816886,0.24897027553662018
66,66,88.5128,13.5277,107,16.1141,0,105,125,38,127,26,0.98574,94.32234,0.0,0.0,4.57143,3.716,11.71349,0.0,0.0,125.0,45.73782,0.00344,1.79,3.433,-1.0,1e-06,0.14760641273081204,269.89381084715694,0.35934420391626004,0.3171556320801878,73492.78772188809,29.477996261031542,81.12883631242384,4.587942407548227,0.279902148564613,0.2532427330602998,1.378851449632851,0.624987843137255,95.17955027512413,66682.16133966316,0.3382884847897383,7.2486496913580245,159.64194933659454,0.3263745176436145,2.587731688447913,0.2758118268502024,0.3577728998301477,0.24907762282885296
67,67,88.5266,13.5799,107,15.0601,0,105,125,38,127,26,0.98678,94.35011,0.0,0.0,5.03571,3.712,11.61972,0.0,0.0,125.0,45.74142,0.0035,1.78,3.147,-1.0,0.0,0.14698191892827497,269.46660064891717,0.3598160155783465,0.31713425327202727,73549.31641792729,29.478590788664643,81.12925057202345,4.607081258645807,0.2790547901757705,0.2532580954295362,1.3804748645686757,0.6245772549019608,95.30064454093905,66790.08904086986,0.3376234274491962,7.159384645061729,159.60291686258682,0.32666637336957766,2.6393680982202095,0.2756653046592574,0.3566540771559175,0.24946080191144365
68,68,88.5721,13.4804,107,15.7364,0,105,125,38,127,26,0.98774,94.38647,0.0,0.0,5.57143,3.699,11.66391,0.0,0.0,125.0,45.74635,0.00314,1.79,2.966,-1.0,2e-06,0.14640993161138596,269.0247839738165,0.35947557853620327,0.31704043494473566,73512.66049652507,29.46084538212529,81.11359276492598,4.910240392531567,0.2782400373700091,0.25329022216669106,1.3794456607402432,0.6247521568627451,94.12036370159245,66882.01583871324,0.337223586467902,7.134886188271605,159.57455980633418,0.3269418692371487,3.1527157503269585,0.2754847107831011,0.3555691615363406,0.24984561424732582
69,69,88.5644,13.4532,107,15.6414,0,105,125,38,127,26,0.97927,94.35118,0.0,0.0,5.96429,3.718,11.57993,0.0,0.0,125.0,45.7577,0.00301,1.78,3.478,-1.0,2e-06,0.14583199375975975,268.59128150258147,0.358978804618951,0.3169768786983464,73556.49311621737,29.474487869827836,81.11938669157067,4.67593917306521,0.2772767239053553,0.2532182484500128,1.3794456607402468,0.6249558235294099,93.33402744535255,66930.82276052878,0.3364239628016336,7.114776234567901,159.45583331135592,0.3270213661475651,2.996184164216289,0.27571458922421094,0.35471920760408265,0.2500130578213335
70,70,88.6147,13.2714,107,15.5584,0,105,125,39,127,26,0.98033,94.39088,0.0,0.0,5.71429,3.703,11.55627,0.0,0.0,125.0,45.78303,0.00326,1.79,3.366,-1.0,4e-06,0.1452753021530632,268.1679331863401,0.3589118772309263,0.3170010956986795,73526.4292826103,29.47843744725357,81.11198758834725,4.703740128859765,0.27647472574038046,0.2532847003973914,1.3794456607402459,0.6248607843137254,86.0924495987939,66888.31826302799,0.3358390097257684,7.028308256172839,159.42782214100237,0.3271343661135864,2.7899940404125143,0.2756166466991173,0.3548828709232653,0.2502986922549108
71,71,88.6016,13.3102,107,15.2572,0,105,125,39,127,26,0.98415,94.37601,0.0,0.0,4.39286,3.71,11.39744,0.0,0.0,125.0,45.79586,0.00329,1.78,3.198,-1.0,3e-06,0.1447270639416391,267.7653923075269,0.3591903523899178,0.3170283510069815,73405.3644240197,29.498940550250772,81.11425641624874,4.539019183893033,0.27583983359430136,0.25335570452560624,1.3810690756760826,0.6245411764705883,86.15597062362954,66970.98767109706,0.33537811955413926,7.003038194444445,159.44951147529875,0.32752396942101464,3.042265554578058,0.27589570812228753,0.3545751289603296,0.25057903498600753
72,72,88.5581,12.9661,106,15.2492,0,105,125,38,127,26,0.98576,94.29818,0.0,0.0,5.39286,3.711,11.4337,0.0,0.0,125.0,45.78887,0.00353,1.78,3.24,0.12564,2e-06,0.14421338407640907,267.35414919511953,0.3595718613363927,0.31707087652908444,73581.25504306868,29.503653632269966,81.09761053992392,4.6911656791811085,0.27520789762652054,0.2534120365723405,1.3772280346970183,0.6237376470588235,86.0443649525251,66658.15996159024,0.335598013273195,6.998408564814815,159.34238858901915,0.32807428917834813,2.4000187890591103,0.27634259122684757,0.35451820893982383,0.25068352740347133
73,73,88.5548,12.9856,106,14.2889,0,105,125,38,127,26,0.98003,94.28392,0.0,0.0,5.57143,3.695,11.13808,0.0,0.0,125.0,45.78166,0.00322,1.79,3.218,-1.0,2e-06,0.1438013814063852,266.95459326069,0.36016013453660595,0.3171665885030941,73473.41966407649,29.523778279622398,81.08998337620704,4.500191503984121,0.27504799315174827,0.25342528666107006,1.379445660740244,0.6231337254901961,89.0830575152068,66506.98929186669,0.3359519785624755,6.9203317901234565,159.3095318275867,0.3283106593790481,2.857780207590382,0.2765014465509553,0.3538167953016245,0.25064462456165637
74,74,88.4698,12.9605,106,15.0608,0,105,125,38,127,26,0.97562,94.19825,0.0,0.0,3.78571,3.7,11.15434,0.0,0.0,125.0,45.77868,0.00302,1.79,3.135,-1.0,1e-06,0.14347193371488287,266.5680292662514,0.3604554631923585,0.31694625065787263,73599.46828203135,29.528426182122878,81.10064856043216,4.757518247360823,0.27404298891023204,0.25347729294846666,1.3800398718476476,0.6224715098039196,92.68064523292293,66353.19135475768,0.33537067336003384,6.904755015432099,159.40683092511307,0.3283628466265506,3.259296070947688,0.2765402406558741,0.3539343168023992,0.25081840177703385
75,75,88.4879,12.9988,106,14.8482,0,105,125,38,127,26,0.98573,94.17916,0.0,0.0,4.60714,3.696,11.13131,0.0,0.0,125.0,45.78615,0.00329,1.79,2.977,-1.0,1e-06,0.14315803987684314,266.17410039151235,0.36045843654127147,0.31670289952494596,73480.04388973092,29.562710608965087,81.0763989834124,4.8739611903651,0.27333478993179133,0.25362766444547846,1.3756046197611778,0.6228894117647058,92.71428354934127,66394.78129198762,0.3349717229150702,7.035204475308642,159.43153893307954,0.32843829364044586,3.4405936416330767,0.27685352519607126,0.3535249961915745,0.25091665046107875
76,76,88.4882,13.1681,106,15.7067,0,105,125,38,127,26,0.98318,94.15723,0.0,0.0,4.60714,3.697,11.16755,0.0,0.0,125.0,45.78755,0.00292,1.77,3.19,-1.0,5e-06,0.14288123428583327,265.7966957232332,0.3602855384818417,0.3166117937339265,73594.10295499249,29.57740972071518,81.10146809626585,4.613460293771005,0.27252218623224267,0.25364655797883534,1.3750104086537867,0.621543137254902,92.86844000712665,66488.09052834907,0.3348055541216749,6.852768132716049,159.32408687406314,0.3286155130131467,3.4768258578159505,0.27726531196200066,0.35321867096467097,0.2512027527672617
77,77,88.4684,12.8495,106,14.8235,0,105,125,39,127,26,0.98614,94.13011,0.0,0.0,3.39286,3.687,11.31295,0.0,0.0,125.0,45.78881,0.00347,1.77,2.956,-1.0,1e-06,0.14250796517015735,265.4397950954036,0.3602571104843551,0.3165146943268338,73574.04955713518,29.59759295428241,81.11155227900758,4.885499601154487,0.2713397677779248,0.25366298725333114,1.3794456607402426,0.6217478431372548,94.95039610123214,66468.63606003758,0.3346367220992334,6.6889467592592595,159.43823511618885,0.32876828815983733,2.5962962224015294,0.2774823540035739,0.3536455188554366,0.25198353176476884
78,78,88.4124,12.8711,106,14.6561,0,105,125,38,127,26,0.98176,94.0632,0.0,0.0,4.0,3.697,11.04335,0.0,0.0,125.0,45.78403,0.00343,1.78,3.487,-1.0,3e-06,0.14223392026022286,265.074288008134,0.3600358484207727,0.3165903304101214,73659.91298646078,29.57762447404273,81.12942202671738,4.532204844762297,0.26995242420501714,0.2536091496923993,1.3727927826105575,0.6216105882352942,95.47297673083943,66266.45318286089,0.334455646283043,6.6079282407407405,159.41368002339772,0.32879862030573653,2.9409098997677052,0.27806890026028414,0.3542441539062995,0.25264622819256116
79,79,88.414,12.9796,106,14.6333,0,105,125,38,127,26,0.97749,94.06114,0.0,0.0,4.14286,3.692,11.05768,0.0,0.0,125.0,45.77537,0.00329,1.79,3.218,-1.0,2e-06,0.14196960538099654,264.72210025023827,0.359905768513972,0.31662001004695606,73697.54263691284,29.613524825484667,81.1452908293403,4.533968019069212,0.2688034282772819,0.2535721632626669,1.372792782610557,0.6214332156862705,95.54984306649399,66191.07911203773,0.3345714279683919,6.577690972222222,159.39390031361086,0.32875716280866696,3.1181670290077035,0.27810513617436805,0.3542010439293507,0.25298958872037736
80,80,88.3037,12.87,106,15.1158,0,105,125,38,127,25,0.99306,93.96417,0.0,0.0,4.57143,3.686,11.15751,0.0,0.0,125.0,45.75214,0.00298,1.78,3.202,0.1259,3e-06,0.14178299140091896,264.3759420863779,0.3595051110022806,0.31655789998132855,73505.7791193894,29.617242883752894,81.11098252138846,4.950117054592413,0.2680162447934174,0.2536045479905105,1.371169367674721,0.6208506470588233,93.55563428058586,65873.87728954354,0.3350397269520734,6.509452160493828,159.44392280907294,0.3285815620518578,2.7457623436326757,0.2778778634869988,0.3534714294595805,0.253383563621962
81,81,88.3542,13.0894,106,14.9761,0,104,125,38,127,26,0.9911,94.00192,0.0,0.0,5.25,3.689,11.0658,0.0,0.0,125.0,45.73224,0.00311,1.78,3.312,-1.0,0.0,0.141489883715808,264.01933466533495,0.3587553843980602,0.31649988464394896,73543.16920041741,29.590781882957174,81.08103158012698,4.862548778807881,0.2672489554618041,0.2532662862932374,1.3810690756760755,0.6206345098039215,93.65592350203273,66058.3907641916,0.3354229058378854,6.568383487654321,159.43115497852085,0.3282037356439903,2.8191509146431804,0.2782209352306853,0.35321422371606476,0.2535875165249842
82,82,88.2374,12.5919,106,15.6301,0,104,125,38,127,25,0.98649,93.88313,0.0,0.0,4.42857,3.686,11.25314,0.0,0.0,125.0,45.7097,0.00294,1.78,3.308,-1.0,1e-06,0.14124422588227864,263.6866715205253,0.3577296978265493,0.3164881841349179,73543.90465416842,29.607342378592787,81.13584594486431,5.01135176138509,0.2662440245150781,0.25295591306301873,1.3778222458044145,0.6206721568627451,92.94727959547905,65734.24172288158,0.3360931310845699,6.4389467592592595,159.43829167086795,0.32786677947615606,2.5930186319938597,0.2788260263429653,0.3531361453531074,0.25365851890350616
83,83,88.3009,13.0948,106,13.7497,0,105,125,38,127,25,0.98721,93.93737,0.0,0.0,3.85714,3.692,10.81504,0.0,0.0,125.0,45.6885,0.00305,1.78,3.398,-1.0,1e-06,0.14105662558495807,263.35138297532825,0.35688305884080873,0.3165414337529561,73542.57466954534,29.58974899480372,81.12830939080511,4.3862244131625845,0.26499980702578163,0.2525394590970688,1.3772280346970174,0.6206345098039215,93.01778798741994,66046.56798776177,0.3370461092727315,6.434992283950617,159.45347669267807,0.32747397985318255,2.6345493325257614,0.2791008978238279,0.35365958154888216,0.25373066374607894
84,84,88.233,13.2838,105,14.8664,0,105,125,38,127,25,0.99137,93.85564,0.0,0.0,4.82143,3.682,11.24767,0.0,0.0,125.0,45.66337,0.00333,1.78,3.401,-1.0,4e-06,0.1406649397001651,263.02076004245,0.3559214019689223,0.3165661879449764,73446.25478598977,29.563529308931326,81.15412625218254,4.882219382701176,0.26417517691167963,0.2522339494433883,1.3727927826105615,0.62036,92.90283754031543,65811.27527035108,0.3381905823115326,6.398051697530864,159.44476734861644,0.32729335570794077,2.7382311356032885,0.27896966031018294,0.35466700338170265,0.2537373344039386
85,85,88.3656,13.1439,106,16.2502,0,105,125,38,127,25,0.99326,93.97248,0.0,0.0,3.96429,3.682,11.4073,0.0,0.0,125.0,45.65631,0.00345,1.79,3.217,-1.0,2e-06,0.14041647836892066,262.696641567237,0.35497538975290277,0.3166455262129985,73526.04178298321,29.59323289659288,81.10621945183311,5.070211969421619,0.26321042500425473,0.25216164306494615,1.3794456607402443,0.6203964705882352,93.28693453421204,66102.92041803626,0.3392676363697453,6.409047067901234,159.4037931090726,0.32701793093648873,3.714924831975545,0.2789907948157775,0.35540717584980347,0.2542661835903238
86,86,88.3434,12.94,106,15.2418,0,105,125,38,127,25,0.99124,93.95061,0.0,0.0,3.92857,3.687,11.28798,0.0,0.0,125.0,45.64213,0.00321,1.79,3.241,-1.0,1e-06,0.14029348466040345,262.3804258360696,0.35389504663723675,0.31671133387209743,73432.1203477345,29.585880044065878,81.11443806017924,5.108492010228651,0.2620921575297082,0.25199966115407735,1.379445660740241,0.6203972549019607,92.29652690138253,65951.25889171795,0.33928659729170807,6.437789351851852,159.45023782850706,0.32675017844115045,2.72051166641942,0.27934914031305874,0.3561717373460754,0.2543360597392139
87,87,88.4701,13.0264,106,15.3502,0,105,125,38,127,25,0.98501,94.07431,0.0,0.0,4.46429,3.691,11.11276,0.0,0.0,125.0,45.65054,0.00332,1.77,3.048,-1.0,1e-06,0.14025190416655195,262.064361166428,0.35256270475352014,0.3167862352571102,73561.65376973523,29.541190064983603,81.10536623519828,4.685462863239699,0.2611352343419992,0.25209284403862453,1.3794456607402419,0.6214152941176471,92.18637602532952,66483.12196800785,0.33958169120853443,6.492766203703703,159.38251580042765,0.32664667698039307,2.850042357205691,0.27962530046825235,0.35702548024596864,0.2542739820808903
88,88,88.5053,12.8912,106,15.1944,0,105,125,39,127,25,0.98189,94.1029,0.0,0.0,2.96429,3.69,11.18778,0.0,0.0,125.0,45.63751,0.00349,1.77,3.339,0.12629,2e-06,0.14024686599289501,261.7556682324517,0.351045322344262,0.3168685762706093,73423.78972914361,29.532181728033375,81.13284648094726,4.696313507907837,0.26036172297333776,0.25197078850551075,1.3766338235896127,0.6212376470588236,94.15580214746338,66419.9173305651,0.3401042322468949,6.510079089506172,159.51249182570413,0.3263274433684982,3.014125764974434,0.27983628654847204,0.3581713111877818,0.25450155086855275
89,89,88.4703,12.98,106,14.2213,0,105,125,38,127,25,0.98816,94.04988,0.0,0.0,3.25,3.682,11.07045,0.0,0.0,125.0,45.61556,0.00351,1.78,3.479,-1.0,1e-06,0.140078732614877,261.45486674265095,0.3496011274792132,0.3168875457897391,73580.14324219513,29.486335283444255,81.11867839504386,4.427659348873938,0.25957016752213696,0.2519511594015859,1.3794456607402477,0.6210831372548976,93.43638953476096,66363.35931905372,0.34079977880418055,6.500144675925926,159.47716255583777,0.32608279843630805,3.0664012435422476,0.2800684942489429,0.3591205627730627,0.2545197774000019
90,90,88.4126,12.9128,106,14.4381,0,105,125,38,127,25,0.99059,93.97923,0.0,0.0,3.82143,3.684,11.15254,0.0,0.0,125.0,45.59632,0.0038,1.78,3.476,-1.0,1e-06,0.1394947040681221,261.14939326225857,0.34857661407829676,0.31700416186017294,73640.570415815,29.476318359374996,81.14340060562964,4.518184245471715,0.25879632523001594,0.2520773927046939,1.3750104086537884,0.6209776470588235,89.4295569688169,66419.55881525719,0.3417889277023559,6.501736111111111,159.51830182248315,0.3261079184915424,3.1174596318135297,0.280359820622161,0.36026029811260546,0.2546358914787805
